BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSOIN;ADMIN;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2024;240011668;240000612;2000;0.78;;2.28;3.06;0.58;12.86;;10.28;;0.5;;;24.22;;0.5;0.5;;1;28.78
Q24;2024;240011668;240000612;2300;0.78;;2.28;3.06;0.58;12.86;;10.28;;0.5;;;24.22;;0.5;0.5;;1;28.78
Q24;2024;240011668;240000612;9999;0.78;;2.28;3.06;0.58;12.86;;10.28;;0.5;;;24.22;;0.5;0.5;;1;28.78
Q24;2024;240013219;240000596;2000;;;;;0.6;4.5;;;1.61;0.41;;0.04;7.16;;;;0.95;;8.11
Q24;2024;240013219;240000596;2100;;;;;0.6;4.5;;;1.61;0.41;;0.04;7.16;;;;0.95;;8.11
Q24;2024;240013219;240000596;9999;;;;;0.6;4.5;;;1.61;0.41;;0.04;7.16;;;;0.95;;8.11
Q24;2024;240013466;240000596;2000;;;;;;2.5;;;0.67;;;;3.17;;;;;;3.17
Q24;2024;240013466;240000596;2100;;;;;;2.5;;;0.67;;;;3.17;;;;;;3.17
Q24;2024;240013466;240000596;9999;;;;;;2.5;;;0.67;;;;3.17;;;;;;3.17
Q24;2024;240017061;240009837;2000;;;7;7;;;;;;;;;;;;;16;;23
Q24;2024;240017061;240009837;2100;;;7;7;;;;;;;;;;;;;16;;23
Q24;2024;240017061;240009837;9999;;;7;7;;;;;;;;;;;;;16;;23
Q24;2024;250000023;250000015;1000;;;5.25;5.25;1.22;2.55;;3.4;4.1;;;0.67;11.94;;0.02;0.02;0.11;7.75;25.07
Q24;2024;250000023;250000015;2000;;;10.36;10.36;3.82;54.35;1;25.47;14.64;7.92;;2.52;109.72;0.74;4.52;5.26;1.18;30.26;156.78
Q24;2024;250000023;250000015;2100;;;7.48;7.48;0.84;22.87;1;8.87;6.05;2.8;;0.35;42.78;0.24;1.42;1.66;1.18;29.26;82.36
Q24;2024;250000023;250000015;2200;;;2.88;2.88;2.98;31.48;;16.6;8.59;5.12;;2.17;66.94;0.5;3.1;3.6;;1;74.42
Q24;2024;250000023;250000015;9999;;;15.61;15.61;5.04;56.9;1;28.87;18.74;7.92;;3.19;121.66;0.74;4.54;5.28;1.29;38.01;181.85
Q24;2024;250000270;250000643;1000;4.4;0.75;35.41;40.56;1.57;;;21.23;34.85;1.9;;2.21;61.76;1.04;1.92;2.96;10.2;10.17;125.65
Q24;2024;250000270;250000643;2000;;;3.51;3.51;5.55;114.5;3.78;55.4;19.6;;;;198.83;;;;;;202.34
Q24;2024;250000270;250000643;2100;;;2.34;2.34;4.62;104.19;3.78;40.7;19.6;;;;172.89;;;;;;175.23
Q24;2024;250000270;250000643;2400;;;1.17;1.17;0.93;10.31;;14.7;;;;;25.94;;;;;;27.11
Q24;2024;250000270;250000643;9999;4.4;0.75;38.92;44.07;7.12;114.5;3.78;76.63;54.45;1.9;;2.21;260.59;1.04;1.92;2.96;10.2;10.17;327.99
Q24;2024;250000288;250000643;1000;0.24;0.5;6.05;6.79;;;;;;;;;;;;;;;6.79
Q24;2024;250000288;250000643;2000;;;;;0.6;7.86;;10.73;8.25;0.3;;1.87;29.61;1;0.8;1.8;1;1;33.41
Q24;2024;250000288;250000643;2400;;;;;0.6;7.86;;10.73;8.25;0.3;;1.87;29.61;1;0.8;1.8;1;1;33.41
Q24;2024;250000288;250000643;9999;0.24;0.5;6.05;6.79;0.6;7.86;;10.73;8.25;0.3;;1.87;29.61;1;0.8;1.8;1;1;40.2
Q24;2024;250000544;250002284;1000;1.34;;6.34;7.68;;;;;;;;;;;;;;9.28;16.96
Q24;2024;250000544;250002284;2000;;;;;3;17.76;0.62;22.32;12.8;2.99;;24.28;83.77;0.05;1.79;1.84;1.06;;86.67
Q24;2024;250000544;250002284;2400;;;;;3;17.76;0.62;22.32;12.8;2.99;;24.28;83.77;0.05;1.79;1.84;1.06;;86.67
Q24;2024;250000544;250002284;9999;1.34;;6.34;7.68;3;17.76;0.62;22.32;12.8;2.99;;24.28;83.77;0.05;1.79;1.84;1.06;9.28;103.63
Q24;2024;250000619;250000452;2000;;;4.04;4.04;3.3;36.8;0.91;16.99;5.3;5.93;;;69.23;;2.47;2.47;;;75.74
Q24;2024;250000619;250000452;2200;;;4.04;4.04;3.3;36.8;0.91;16.99;5.3;5.93;;;69.23;;2.47;2.47;;;75.74
Q24;2024;250000619;250000452;9999;;;4.04;4.04;3.3;36.8;0.91;16.99;5.3;5.93;;;69.23;;2.47;2.47;;;75.74
Q24;2024;250000627;250000221;1000;;;9.98;9.98;;0.6;;0.38;1.79;;;0.35;3.12;;0.7;0.7;;15.22;29.02
Q24;2024;250000627;250000221;2000;;;0.75;0.75;1.92;9.43;;18.85;4.21;;;2.55;36.96;;;;1.75;;39.46
Q24;2024;250000627;250000221;2100;;;0.75;0.75;0.92;6.92;;11.93;2.55;;;0.35;22.67;;;;1.75;;25.17
Q24;2024;250000627;250000221;2400;;;;;1;2.51;;6.92;1.66;;;2.2;14.29;;;;;;14.29
Q24;2024;250000627;250000221;9999;;;10.73;10.73;1.92;10.03;;19.23;6;;;2.9;40.08;;0.7;0.7;1.75;15.22;68.48
Q24;2024;250000635;250000239;1000;1;;9;10;0.5;1.97;;1.07;4.99;0.25;;0.75;9.53;;0.75;0.75;0.37;26.49;47.14
Q24;2024;250000635;250000239;2000;;;1.75;1.75;1.82;12.33;;29.77;6.81;0.93;;2.26;53.92;0.46;;0.46;0.55;0.29;56.97
Q24;2024;250000635;250000239;2100;;;0.46;0.46;0.5;4.58;;7.77;;0.2;;0.4;13.45;;;;;;13.91
Q24;2024;250000635;250000239;2400;;;1.29;1.29;0.5;4.84;;10.42;2.77;0.55;;1.63;20.71;;;;;;22
Q24;2024;250000635;250000239;2500;;;;;0.82;2.91;;11.58;4.04;0.18;;0.23;19.76;0.46;;0.46;0.55;0.29;21.06
Q24;2024;250000635;250000239;9999;1;;10.75;11.75;2.32;14.3;;30.84;11.8;1.18;;3.01;63.45;0.46;0.75;1.21;0.92;26.78;104.11
Q24;2024;250000700;250000452;1000;4.35;0.5;43;47.85;0.83;12.04;;12.03;10.8;0.32;;0.47;36.49;;2.44;2.44;2.08;125.54;214.4
Q24;2024;250000700;250000452;2000;;;47.18;47.18;5.24;129.3;32.62;97.36;56.72;5.18;28.48;9.24;364.14;2.67;0.89;3.56;35.97;4.1;454.95
Q24;2024;250000700;250000452;2100;;;47.18;47.18;5.24;129.3;32.62;97.36;56.72;5.18;28.48;9.24;364.14;2.67;0.89;3.56;35.97;4.1;454.95
Q24;2024;250000700;250000452;9999;4.35;0.5;90.18;95.03;6.07;141.34;32.62;109.39;67.52;5.5;28.48;9.71;400.63;2.67;3.33;6;38.05;129.64;669.35
Q24;2024;250000718;250000460;1000;2.37;1;33.94;37.31;2.6;14.91;;1.41;4.47;1.01;0.03;0.44;24.87;1;;1;0.2;59.38;122.76
Q24;2024;250000718;250000460;2000;;;27.88;27.88;23.44;248.98;7.11;90.12;69.98;45.66;0.5;8.35;494.14;17.23;6.59;23.82;7.62;6.82;560.28
Q24;2024;250000718;250000460;2100;;;0.69;0.69;;;1;;;;;1.14;2.14;;;;;;2.83
Q24;2024;250000718;250000460;2200;;;27.19;27.19;23.44;248.98;6.11;90.12;69.98;45.66;0.5;7.21;492;17.23;6.59;23.82;7.62;6.82;557.45
Q24;2024;250000718;250000460;9999;2.37;1;61.82;65.19;26.04;263.89;7.11;91.53;74.45;46.67;0.53;8.79;519.01;18.23;6.59;24.82;7.82;66.2;683.04
Q24;2024;250000726;250000478;1000;0.2;;11.45;11.65;;;;56.75;27.7;1.1;;0.6;86.15;2.65;0.9;3.55;0.8;12.55;114.7
Q24;2024;250000726;250000478;2000;;;;;3.6;17.25;;;;;;;20.85;;;;;;20.85
Q24;2024;250000726;250000478;2100;;;;;3.6;8.45;;;;;;;12.05;;;;;;12.05
Q24;2024;250000726;250000478;2400;;;;;;8.8;;;;;;;8.8;;;;;;8.8
Q24;2024;250000726;250000478;9999;0.2;;11.45;11.65;3.6;17.25;;56.75;27.7;1.1;;0.6;107;2.65;0.9;3.55;0.8;12.55;135.55
Q24;2024;250000734;250000452;2000;;;0.4;0.4;;6.6;;2.28;2;;;;10.88;;;;;0.63;11.91
Q24;2024;250000734;250000452;2100;;;0.2;0.2;;2.65;;1.14;1;;;;4.79;;;;;0.32;5.31
Q24;2024;250000734;250000452;2400;;;0.2;0.2;;3.95;;1.14;1;;;;6.09;;;;;0.31;6.6
Q24;2024;250000734;250000452;9999;;;0.4;0.4;;6.6;;2.28;2;;;;10.88;;;;;0.63;11.91
Q24;2024;250000759;250000569;1000;1;;14.37;15.37;1.02;4.48;;14.52;1.79;;;0.12;21.93;;2.76;2.76;0.01;21.44;61.51
Q24;2024;250000759;250000569;2000;;;;;3.98;38.42;;82.29;10.12;2.5;;12.25;149.56;0.31;;0.31;2.29;2.88;155.04
Q24;2024;250000759;250000569;2400;;;;;3.98;38.42;;82.29;10.12;2.5;;12.25;149.56;0.31;;0.31;2.29;2.88;155.04
Q24;2024;250000759;250000569;9999;1;;14.37;15.37;5;42.9;;96.81;11.91;2.5;;12.37;171.49;0.31;2.76;3.07;2.3;24.32;216.55
Q24;2024;250000882;250002839;1000;1;;17;18;3.22;1.32;;3.92;0.9;;;1.49;10.85;1;0.11;1.11;0.06;27.17;57.19
Q24;2024;250000882;250002839;2000;;;;;4;27.86;;52.14;21.89;1.8;;19.78;127.47;;1.71;1.71;2.83;;132.01
Q24;2024;250000882;250002839;2400;;;;;3;17.89;;35.88;7.8;1.3;;19.14;85.01;;1.6;1.6;2.83;;89.44
Q24;2024;250000882;250002839;2500;;;;;1;9.97;;16.26;14.09;0.5;;0.64;42.46;;0.11;0.11;;;42.57
Q24;2024;250000882;250002839;9999;1;;17;18;7.22;29.18;;56.06;22.79;1.8;;21.27;138.32;1;1.82;2.82;2.89;27.17;189.2
Q24;2024;250001237;250007598;1000;1;;2.34;3.34;;;;;;;;;;;;;;8.55;11.89
Q24;2024;250001237;250007598;2000;;;;;1.63;7.78;;20.4;17.5;0.46;;1.02;48.79;0.67;0.08;0.75;0.39;;49.93
Q24;2024;250001237;250007598;2500;;;;;1.63;7.78;;20.4;17.5;0.46;;1.02;48.79;0.67;0.08;0.75;0.39;;49.93
Q24;2024;250001237;250007598;9999;1;;2.34;3.34;1.63;7.78;;20.4;17.5;0.46;;1.02;48.79;0.67;0.08;0.75;0.39;8.55;61.82
Q24;2024;250001252;250007788;1000;;;5.16;5.16;;;;;;;;;;;;;0.89;13.81;19.86
Q24;2024;250001252;250007788;2000;;;;;1.8;13.7;;35.55;22.13;0.78;;4.43;78.39;0.51;;0.51;;;78.9
Q24;2024;250001252;250007788;2500;;;;;1.8;13.7;;35.55;22.13;0.78;;4.43;78.39;0.51;;0.51;;;78.9
Q24;2024;250001252;250007788;9999;;;5.16;5.16;1.8;13.7;;35.55;22.13;0.78;;4.43;78.39;0.51;;0.51;0.89;13.81;98.76
Q24;2024;250004009;900000365;2000;;;17.72;17.72;5;66.51;;77.44;31.21;3.32;;;183.48;1.31;;1.31;23.21;2;227.72
Q24;2024;250004009;900000365;2100;;;15;15;1.05;23.82;;9.29;4.99;1.3;;;40.45;0;;0;23.21;2;80.66
Q24;2024;250004009;900000365;2400;;;2.42;2.42;3.2;36.03;;56.53;21.54;2.02;;;119.32;0;;0;0;0;121.74
Q24;2024;250004009;900000365;2500;;;0.3;0.3;0.75;6.66;;11.62;4.68;0;;;23.71;1.31;;1.31;0;0;25.32
Q24;2024;250004009;900000365;9999;;;17.72;17.72;5;66.51;;77.44;31.21;3.32;;;183.48;1.31;;1.31;23.21;2;227.72
Q24;2024;250005196;250001013;2000;;;1.34;1.34;;3;;;;2;;;5;0.68;;0.68;;1.75;8.77
Q24;2024;250005196;250001013;2200;;;1.34;1.34;;3;;;;2;;;5;0.68;;0.68;;1.75;8.77
Q24;2024;250005196;250001013;9999;;;1.34;1.34;;3;;;;2;;;5;0.68;;0.68;;1.75;8.77
Q24;2024;250006954;250000015;1000;17.16;3;311.81;331.97;22.72;109.63;22.82;123.17;153.34;1.38;15.03;23.36;471.45;8.11;11.1;19.21;59.18;429.92;1311.73
Q24;2024;250006954;250000015;2000;;;333.57;333.57;62.73;981.44;232.55;683.71;273.61;43.45;61.96;54.39;2393.84;9.54;6.67;16.21;312.38;151.78;3207.78
Q24;2024;250006954;250000015;2100;;;328.37;328.37;61.73;966.85;230.47;683.33;270.03;40.08;61.96;53.89;2368.34;8.29;6.67;14.96;312.04;151.67;3175.38
Q24;2024;250006954;250000015;2200;;;5.2;5.2;1;14.59;2.08;0.38;3.58;3.37;;0.5;25.5;1.25;;1.25;0.34;0.11;32.4
Q24;2024;250006954;250000015;9999;17.16;3;645.38;665.54;85.45;1091.07;255.37;806.88;426.95;44.83;76.99;77.75;2865.29;17.65;17.77;35.42;371.56;581.7;4519.51
Q24;2024;250007234;250000452;1000;0.06;;0.93;0.99;;;;;;;;;;;;;;;0.99
Q24;2024;250007234;250000452;2000;;;;;;7.42;;12.08;5.48;0.2;;0.77;25.95;0.57;;0.57;;0.11;26.63
Q24;2024;250007234;250000452;2500;;;;;;7.42;;12.08;5.48;0.2;;0.77;25.95;0.57;;0.57;;0.11;26.63
Q24;2024;250007234;250000452;9999;0.06;;0.93;0.99;;7.42;;12.08;5.48;0.2;;0.77;25.95;0.57;;0.57;;0.11;27.62
Q24;2024;250011848;690046347;1000;1;1;26.78;28.78;;;;;;;;;;;;;9.88;17.6;56.26
Q24;2024;250011848;690046347;2000;;;;;5.23;51.09;1.69;33.78;39.71;1.12;15.05;1.7;149.37;;;;;;149.37
Q24;2024;250011848;690046347;2100;;;;;5.23;51.09;1.69;33.78;39.71;1.12;15.05;1.7;149.37;;;;;;149.37
Q24;2024;250011848;690046347;9999;1;1;26.78;28.78;5.23;51.09;1.69;33.78;39.71;1.12;15.05;1.7;149.37;;;;9.88;17.6;205.63
Q24;2024;250012069;250001161;2000;1;;1;2;;9.63;;4.79;;;;;14.42;0.83;;0.83;;1;18.25
Q24;2024;250012069;250001161;2300;1;;1;2;;9.63;;4.79;;;;;14.42;0.83;;0.83;;1;18.25
Q24;2024;250012069;250001161;9999;1;;1;2;;9.63;;4.79;;;;;14.42;0.83;;0.83;;1;18.25
Q24;2024;250013448;210012290;2000;0.05;0.05;1.09;1.19;0.3;8.25;;1.4;0.05;;;0.49;10.49;0.04;;0.04;1;0.14;12.86
Q24;2024;250013448;210012290;2100;0.05;0.05;1.09;1.19;0.3;8.25;;1.4;0.05;;;0.49;10.49;0.04;;0.04;1;0.14;12.86
Q24;2024;250013448;210012290;9999;0.05;0.05;1.09;1.19;0.3;8.25;;1.4;0.05;;;0.49;10.49;0.04;;0.04;1;0.14;12.86
Q24;2024;250014008;700004096;1000;;;5.03;5.03;0;;;0.45;2.17;;;;2.62;;;;;;7.65
Q24;2024;250014008;700004096;2000;;;11.4;11.4;6.27;49.56;;44.67;16.37;12.05;;2.07;130.99;2.58;2;4.58;;;146.97
Q24;2024;250014008;700004096;2200;;;11.4;11.4;6.27;49.56;;44.67;16.37;12.05;;2.07;130.99;2.58;2;4.58;;;146.97
Q24;2024;250014008;700004096;9999;;;16.43;16.43;6.27;49.56;;45.12;18.54;12.05;;2.07;133.61;2.58;2;4.58;;;154.62
Q24;2024;250015526;210012290;2000;0.05;0.05;1.09;1.19;1.3;15.43;1;;0.05;;;0.49;18.27;0.04;;0.04;1;0.14;20.64
Q24;2024;250015526;210012290;2100;0.05;0.05;1.09;1.19;1.3;15.43;1;;0.05;;;0.49;18.27;0.04;;0.04;1;0.14;20.64
Q24;2024;250015526;210012290;9999;0.05;0.05;1.09;1.19;1.3;15.43;1;;0.05;;;0.49;18.27;0.04;;0.04;1;0.14;20.64
Q24;2024;250015534;210012290;2000;0.05;0.05;1.19;1.29;0.8;8.1;;;1.25;;;0.09;10.24;0.04;;0.04;1.09;0.14;12.8
Q24;2024;250015534;210012290;2100;0.05;0.05;1.19;1.29;0.8;8.1;;;1.25;;;0.09;10.24;0.04;;0.04;1.09;0.14;12.8
Q24;2024;250015534;210012290;9999;0.05;0.05;1.19;1.29;0.8;8.1;;;1.25;;;0.09;10.24;0.04;;0.04;1.09;0.14;12.8
Q24;2024;250016003;250006335;2000;0.55;;2.41;2.96;0.43;4.02;;;1.74;0.69;;8.74;15.62;;;;;0.4;18.98
Q24;2024;250016003;250006335;2400;0.55;;2.41;2.96;0.43;4.02;;;1.74;0.69;;8.74;15.62;;;;;0.4;18.98
Q24;2024;250016003;250006335;9999;0.55;;2.41;2.96;0.43;4.02;;;1.74;0.69;;8.74;15.62;;;;;0.4;18.98
Q24;2024;250016037;250001161;2000;1;;5.27;6.27;;20.23;;13.68;;0.8;;0.5;35.21;;0.67;0.67;1.08;2.04;45.27
Q24;2024;250016037;250001161;2300;1;;5.27;6.27;;20.23;;13.68;;0.8;;0.5;35.21;;0.67;0.67;1.08;2.04;45.27
Q24;2024;250016037;250001161;9999;1;;5.27;6.27;;20.23;;13.68;;0.8;;0.5;35.21;;0.67;0.67;1.08;2.04;45.27
Q24;2024;250016045;250001161;2000;2;0.75;16.71;19.46;1.83;24;;15.29;;0.8;;;41.92;1.18;2.25;3.43;5.17;4.23;74.21
Q24;2024;250016045;250001161;2300;2;0.75;16.71;19.46;1.83;24;;15.29;;0.8;;;41.92;1.18;2.25;3.43;5.17;4.23;74.21
Q24;2024;250016045;250001161;9999;2;0.75;16.71;19.46;1.83;24;;15.29;;0.8;;;41.92;1.18;2.25;3.43;5.17;4.23;74.21
Q24;2024;250021078;250021060;1000;1;;6.61;7.61;;;;;;;;;;;;;;5.85;13.46
Q24;2024;250021078;250021060;2000;;;;;1.2;12.95;;16.32;7.79;0.2;;14.45;52.91;;1;1;1;;54.91
Q24;2024;250021078;250021060;2400;;;;;1.2;12.95;;16.32;7.79;0.2;;14.45;52.91;;1;1;1;;54.91
Q24;2024;250021078;250021060;9999;1;;6.61;7.61;1.2;12.95;;16.32;7.79;0.2;;14.45;52.91;;1;1;1;5.85;68.37
Q24;2024;250022290;210010294;2000;;;;;;0.72;;;;0.13;;2;2.85;;;;;;2.85
Q24;2024;250022290;210010294;2400;;;;;;0.72;;;;0.13;;2;2.85;;;;;;2.85
Q24;2024;250022290;210010294;9999;;;;;;0.72;;;;0.13;;2;2.85;;;;;;2.85
Q24;2024;260000013;260000021;1000;8.28;1;129.88;139.16;6.02;30.81;2.91;41.92;43.87;;2.13;2.51;130.17;1;14.65;15.65;4.03;259.47;548.48
Q24;2024;260000013;260000021;2000;;;210.29;210.29;28.46;537.28;114.03;432.15;121.4;17.61;62.11;38.9;1351.94;2.44;3.23;5.67;145.83;32.36;1746.09
Q24;2024;260000013;260000021;2100;;;208.82;208.82;25.91;500.88;114.03;368.64;110.89;14.95;62.11;20.87;1218.28;0.86;3.23;4.09;145.83;31.37;1608.39
Q24;2024;260000013;260000021;2400;;;1.09;1.09;1.25;16.93;;22.04;5.62;1.86;;16.39;64.09;0.6;;0.6;;;65.78
Q24;2024;260000013;260000021;2500;;;0.38;0.38;1.3;19.47;;41.47;4.89;0.8;;1.64;69.57;0.98;;0.98;;0.99;71.92
Q24;2024;260000013;260000021;9999;8.28;1;340.17;349.45;34.48;568.09;116.94;474.07;165.27;17.61;64.24;41.41;1482.11;3.44;17.88;21.32;149.86;291.83;2294.57
Q24;2024;260000120;260016910;1000;4.41;1;65.82;71.23;5.16;12.76;;8.31;17.55;0.77;1;1;46.55;0.69;;0.69;;123.81;242.28
Q24;2024;260000120;260016910;2000;;;74.22;74.22;15.26;210.82;42.19;187.04;40.73;6.15;27.33;20.71;550.23;1.8;6.66;8.46;59.43;10.61;702.95
Q24;2024;260000120;260016910;2100;;;74.22;74.22;14.56;201.89;42.19;172.66;40.48;5.94;27.33;20.39;525.44;1;4.56;5.56;59.43;10.61;675.26
Q24;2024;260000120;260016910;2400;;;0;0;0.7;8.93;;14.38;0.25;0.21;;0.32;24.79;0.8;2.1;2.9;;;27.69
Q24;2024;260000120;260016910;9999;4.41;1;140.04;145.45;20.42;223.58;42.19;195.35;58.28;6.92;28.33;21.71;596.78;2.49;6.66;9.15;59.43;134.42;945.23
Q24;2024;260000138;260000047;1000;4.37;2;105;111.37;4.8;25.48;3.58;27.97;44.85;1.09;3.22;1.32;112.31;1.21;6.22;7.43;7.91;171.28;410.3
Q24;2024;260000138;260000047;2000;0.15;;77.08;77.23;21.88;324;53.68;282.8;11.92;12.06;38.8;25.14;770.28;1.7;0.42;2.12;80.17;13.8;943.6
Q24;2024;260000138;260000047;2100;0.05;;71.88;71.93;17.61;286.37;53.43;239.3;2.84;7.33;38.8;7.94;653.62;1.7;;1.7;80.17;13;820.42
Q24;2024;260000138;260000047;2200;;;0.18;0.18;;3.36;0.25;;;3;;0;6.61;;;;;;6.79
Q24;2024;260000138;260000047;2300;;;1.5;1.5;1.07;5.06;;;1.14;0.5;;;7.77;;0.42;0.42;;0.8;10.49
Q24;2024;260000138;260000047;2400;0.05;;2;2.05;2.13;17.27;;21.75;1.7;1;;17.2;61.05;;;;;;63.1
Q24;2024;260000138;260000047;2500;0.05;;1.52;1.57;1.07;11.94;;21.75;6.24;0.23;;;41.23;;;;;;42.8
Q24;2024;260000138;260000047;9999;4.52;2;182.08;188.6;26.68;349.48;57.26;310.77;56.77;13.15;42.02;26.46;882.59;2.91;6.64;9.55;88.08;185.08;1353.9
Q24;2024;260000146;260000054;1000;;;18.98;18.98;2;2.18;;5.74;6.6;;;;16.52;;1;1;0.73;35.96;73.19
Q24;2024;260000146;260000054;2000;;;17.87;17.87;5.25;70.52;3.92;35.26;6.35;2.36;1.07;2.82;127.55;;3.33;3.33;13.81;5.86;168.42
Q24;2024;260000146;260000054;2100;;;10.13;10.13;2.25;44.35;3.92;29.93;6.35;1.86;0.86;;89.52;;0.55;0.55;7.14;0.84;108.18
Q24;2024;260000146;260000054;2300;;;7.74;7.74;3;26.17;;5.33;;0.5;0.21;2.82;38.03;;2.78;2.78;6.67;5.02;60.24
Q24;2024;260000146;260000054;9999;;;36.85;36.85;7.25;72.7;3.92;41;12.95;2.36;1.07;2.82;144.07;;4.33;4.33;14.54;41.82;241.61
Q24;2024;260000195;010783009;2000;7.8;;10.59;18.39;3.36;23.25;;35.01;38.08;0.7;;7.74;108.14;0.75;1.05;1.8;7.19;13.73;149.25
Q24;2024;260000195;010783009;2100;3;;3;6;1.36;8.82;;6.65;7.08;0.19;;0.45;24.55;;;;5.57;9.7;45.82
Q24;2024;260000195;010783009;2400;3.5;;5.91;9.41;1;6.1;;6.84;9.73;0.18;;6.08;29.93;;0.8;0.8;0.96;3.08;44.18
Q24;2024;260000195;010783009;2500;1.3;;1.68;2.98;1;8.33;;21.52;21.27;0.33;;1.21;53.66;0.75;0.25;1;0.66;0.95;59.25
Q24;2024;260000195;010783009;9999;7.8;;10.59;18.39;3.36;23.25;;35.01;38.08;0.7;;7.74;108.14;0.75;1.05;1.8;7.19;13.73;149.25
Q24;2024;260000203;260016910;1000;;;4.26;4.26;;;;0.82;0.5;;;;1.32;;;;;42.3;47.88
Q24;2024;260000203;260016910;2000;;;9.36;9.36;0.18;26.32;;26.62;4.64;1.21;1.47;14.94;75.38;2.6;2.32;4.92;3.05;0.29;93
Q24;2024;260000203;260016910;2100;;;8.36;8.36;0.18;16.88;;13.45;3.78;;1.47;9.41;45.17;2.6;1.43;4.03;3.05;0;60.61
Q24;2024;260000203;260016910;2400;;;1;1;;9.44;;13.17;0.86;1.21;;5.53;30.21;;0.89;0.89;;0.29;32.39
Q24;2024;260000203;260016910;9999;;;13.62;13.62;0.18;26.32;;27.44;5.14;1.21;1.47;14.94;76.7;2.6;2.32;4.92;3.05;42.59;140.88
Q24;2024;260000237;260000088;1000;0.4;;5.13;5.53;;0.3;0.94;0.9;;;;0.06;2.2;0.7;0.65;1.35;1.9;14.06;25.04
Q24;2024;260000237;260000088;2000;;;;;1.08;10.89;;16.39;5.41;0.2;;3.44;37.41;;;;;;37.41
Q24;2024;260000237;260000088;2100;;;;;0.38;3.81;;5.74;1.89;0.08;;1.2;13.1;;;;;;13.1
Q24;2024;260000237;260000088;2400;;;;;0.7;7.08;;10.65;3.52;0.12;;2.24;24.31;;;;;;24.31
Q24;2024;260000237;260000088;9999;0.4;;5.13;5.53;1.08;11.19;0.94;17.29;5.41;0.2;;3.5;39.61;0.7;0.65;1.35;1.9;14.06;62.45
Q24;2024;260000260;260000377;2000;;1;12.24;13.24;3.92;33.38;1.43;10.21;7.6;0.43;;1.53;58.5;;0.11;0.11;15.08;3;89.93
Q24;2024;260000260;260000377;2100;;1;12.24;13.24;3.92;33.38;1.43;10.21;7.6;0.43;;1.53;58.5;;0.11;0.11;15.08;3;89.93
Q24;2024;260000260;260000377;9999;;1;12.24;13.24;3.92;33.38;1.43;10.21;7.6;0.43;;1.53;58.5;;0.11;0.11;15.08;3;89.93
Q24;2024;260000278;260000096;1000;0.3;;3.7;4;;0.12;;0.43;4.21;;;1.49;6.25;0.7;0.22;0.92;0.25;12.37;23.79
Q24;2024;260000278;260000096;2000;;;;;0.7;6.56;;7.05;3.96;0.2;;2.13;20.6;;;;;;20.6
Q24;2024;260000278;260000096;2100;;;;;0.19;1.71;;1.77;0.98;0.07;;0.66;5.38;;;;;;5.38
Q24;2024;260000278;260000096;2400;;;;;0.51;4.85;;5.28;2.98;0.13;;1.47;15.22;;;;;;15.22
Q24;2024;260000278;260000096;9999;0.3;;3.7;4;0.7;6.68;;7.48;8.17;0.2;;3.62;26.85;0.7;0.22;0.92;0.25;12.37;44.39
Q24;2024;260000286;260000104;1000;0.22;;12.05;12.27;0;0.23;;1.83;8.26;0.52;0;0.5;11.34;;0;0;1;12.06;36.67
Q24;2024;260000286;260000104;2000;;;2.8;2.8;1;27.08;;33.4;2.58;1.61;1;3.16;69.83;;2.46;2.46;9.48;0;84.57
Q24;2024;260000286;260000104;2100;;;2.8;2.8;1;20.87;;22.36;2.58;1.61;1;0.2;49.62;;1.97;1.97;4.74;0;59.13
Q24;2024;260000286;260000104;2400;;;0;0;0;6.21;;11.04;0;0;0;2.96;20.21;;0.49;0.49;4.74;0;25.44
Q24;2024;260000286;260000104;9999;0.22;;14.85;15.07;1;27.31;;35.23;10.84;2.13;1;3.66;81.17;;2.46;2.46;10.48;12.06;121.24
Q24;2024;260000302;260000161;1000;2;;42.84;44.84;;1.85;0.3;;;;;;2.15;;;;;29.49;76.48
Q24;2024;260000302;260000161;2000;;;;;5.29;62.82;;21.14;31.4;7.54;;8.11;136.3;41.24;3.55;44.79;3.7;;184.79
Q24;2024;260000302;260000161;2200;;;;;5.29;62.82;;21.14;31.4;7.54;;8.11;136.3;41.24;3.55;44.79;3.7;;184.79
Q24;2024;260000302;260000161;9999;2;;42.84;44.84;5.29;64.67;0.3;21.14;31.4;7.54;;8.11;138.45;41.24;3.55;44.79;3.7;29.49;261.27
Q24;2024;260000823;260003264;1000;3.86;0.83;35.4;40.09;3.71;32.33;0.06;11.53;3.17;1.41;;1.03;53.24;1.65;1.55;3.2;;66.01;162.54
Q24;2024;260000823;260003264;2000;;;31.39;31.39;21.96;315.95;3.26;74.14;63.98;47;;17.75;544.04;23.32;22.45;45.77;5.42;1.71;628.33
Q24;2024;260000823;260003264;2100;;;2;2;0.24;4.62;;;;;;2;6.86;;;;5.42;0.4;14.68
Q24;2024;260000823;260003264;2200;;;29.39;29.39;20.84;302.1;3.26;57.44;59.68;46.97;;15.33;505.62;22.45;22.32;44.77;;1.31;581.09
