BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSOIN;ADMIN;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2024;590045407;590780193;2000;;;2.91;2.91;1.27;20.41;4.4;6.58;;0.6;8.54;2.15;43.95;;;;0.96;;47.82
Q24;2024;590045407;590780193;2300;;;2.91;2.91;1.27;20.41;4.4;6.58;;0.6;8.54;2.15;43.95;;;;0.96;;47.82
Q24;2024;590045407;590780193;9999;;;2.91;2.91;1.32;22.52;4.57;6.89;;0.6;9.09;2.19;47.18;;;;0.96;;51.05
Q24;2024;590046579;620112581;2000;;;;;;4;;;0.86;;;;4.86;;;;;;4.86
Q24;2024;590046579;620112581;2100;;;;;;4;;;0.86;;;;4.86;;;;;;4.86
Q24;2024;590046579;620112581;9999;;;;;;4;;;0.86;;;;4.86;;;;;;4.86
Q24;2024;590047718;590780052;2000;;;1;1;0.1;2.68;;;;0.86;;0.1;3.74;0.65;;0.65;;;5.39
Q24;2024;590047718;590780052;2100;;;1;1;0.1;2.68;;;;0.86;;0.1;3.74;0.65;;0.65;;;5.39
Q24;2024;590047718;590780052;9999;;;1;1;0.1;2.68;;;;0.86;;0.1;3.74;0.65;;0.65;;;5.39
Q24;2024;590047957;590008629;2000;1;;9.53;10.53;;;;;;;;;;;;;12;;22.53
Q24;2024;590047957;590008629;2100;1;;9.53;10.53;;;;;;;;;;;;;12;;22.53
Q24;2024;590047957;590008629;9999;1;;9.53;10.53;;;;;;;;;;;;;12;;22.53
Q24;2024;590048476;590051801;2000;;;3.14;3.14;2.03;26.77;;6.23;;0.42;;1.91;37.36;0.5;0.8;1.3;1.95;2.49;46.24
Q24;2024;590048476;590051801;2300;;;3.14;3.14;2.03;26.77;;6.23;;0.42;;1.91;37.36;0.5;0.8;1.3;1.95;2.49;46.24
Q24;2024;590048476;590051801;9999;;;3.14;3.14;2.03;26.77;;6.23;;0.42;;1.91;37.36;0.5;0.8;1.3;1.95;2.49;46.24
Q24;2024;590049565;780020715;1000;6.87;1;5.32;13.19;;;;;;;;;;;1.47;1.47;0.93;2.88;18.47
Q24;2024;590049565;780020715;2000;;;;;4;25.37;;38.69;12.95;1.5;;6.75;89.26;;;;;;89.26
Q24;2024;590049565;780020715;2100;;;;;1.32;12.01;;12.77;4.79;1;;2.3;34.19;;;;;;34.19
Q24;2024;590049565;780020715;2400;;;;;2.68;13.36;;25.92;8.16;0.5;;4.45;55.07;;;;;;55.07
Q24;2024;590049565;780020715;9999;6.87;1;5.32;13.19;4;25.37;;38.69;12.95;1.5;;6.75;89.26;;1.47;1.47;0.93;2.88;107.73
Q24;2024;590052049;590006268;2000;1;;13.49;14.49;;;;;;;;;;;;;27.51;2.62;44.62
Q24;2024;590052049;590006268;2100;1;;13.49;14.49;;;;;;;;;;;;;27.51;2.62;44.62
Q24;2024;590052049;590006268;9999;1;;13.49;14.49;;;;;;;;;;;;;27.51;2.62;44.62
Q24;2024;590052056;590051801;1000;1.93;0.47;44.32;46.72;1.33;;;;17.74;2.94;;;22.01;0.31;0.52;0.83;4.12;5.13;78.81
Q24;2024;590052056;590051801;2000;;;;;5.65;65.51;4.98;35.46;6.73;;8.72;3.08;130.13;0.31;;0.31;;;130.44
Q24;2024;590052056;590051801;2100;;;;;5.65;65.51;4.98;35.46;6.73;;8.72;3.08;130.13;0.31;;0.31;;;130.44
Q24;2024;590052056;590051801;9999;1.93;0.47;44.32;46.72;6.98;65.51;4.98;35.46;24.47;2.94;8.72;3.08;152.14;0.62;0.52;1.14;4.12;5.13;209.25
Q24;2024;590053955;590053955;1000;2.1;;11.9;14;;;;;;;;;;;;;2;0.9;16.9
Q24;2024;590053955;590053955;2000;;1;;1;3;36.2;;24.7;;21.5;;15.4;100.8;;1.6;1.6;;;103.4
Q24;2024;590053955;590053955;2200;;1;;1;3;36.2;;24.7;;21.5;;15.4;100.8;;1.6;1.6;;;103.4
Q24;2024;590053955;590053955;9999;2.1;1;11.9;15;3;36.2;;24.7;;21.5;;15.4;100.8;;1.6;1.6;2;0.9;120.3
Q24;2024;590055570;590055562;2000;1;;9.2;10.2;;;;;;0.23;;;0.23;;;;13.8;;24.23
Q24;2024;590055570;590055562;2100;1;;9.2;10.2;;;;;;0.23;;;0.23;;;;13.8;;24.23
Q24;2024;590055570;590055562;9999;1;;9.2;10.2;;;;;;0.23;;;0.23;;;;13.8;;24.23
Q24;2024;590056479;920039708;2000;3.89;;4.18;8.07;2.58;23.85;;12.08;2.38;3;;3.76;47.65;1.92;0.49;2.41;;13.39;71.52
Q24;2024;590056479;920039708;2200;3.89;;4.18;8.07;2.58;23.85;;12.08;2.38;3;;3.76;47.65;1.92;0.49;2.41;;13.39;71.52
Q24;2024;590056479;920039708;9999;3.89;;4.18;8.07;2.58;23.85;;12.08;2.38;3;;3.76;47.65;1.92;0.49;2.41;;13.39;71.52
Q24;2024;590056990;620112581;2000;;;;;;4.5;;;0.77;;;;5.27;;;;;;5.27
Q24;2024;590056990;620112581;2100;;;;;;4.5;;;0.77;;;;5.27;;;;;;5.27
Q24;2024;590056990;620112581;9999;;;;;;4.5;;;0.77;;;;5.27;;;;;;5.27
Q24;2024;590060455;590053955;2000;;;;;;6;;;;;;;6;;;;;;6
Q24;2024;590060455;590053955;2100;;;;;;6;;;;;;;6;;;;;;6
Q24;2024;590060455;590053955;9999;;;;;;6;;;;;;;6;;;;;;6
Q24;2024;590060851;590008629;2000;3;;10;13;;;;;3;;;;3;;;;33;2.5;51.5
Q24;2024;590060851;590008629;2100;3;;10;13;;;;;3;;;;3;;;;33;2.5;51.5
Q24;2024;590060851;590008629;9999;3;;10;13;;;;;3;;;;3;;;;33;2.5;51.5
Q24;2024;590060901;590780193;1000;;;;;;1.04;;;;;;;1.04;;;;;;1.04
Q24;2024;590060901;590780193;2000;;;;;0.23;6.2;;;;;;;6.43;;;;0.1;;6.53
Q24;2024;590060901;590780193;2100;;;;;0.23;6.2;;;;;;;6.43;;;;0.1;;6.53
Q24;2024;590060901;590780193;9999;;;;;0.23;7.24;;;;;;;7.47;;;;0.1;;7.57
Q24;2024;590064416;590782215;1000;;;2.25;2.25;;1.54;;0.86;;;;;2.4;;;;;0.08;4.73
Q24;2024;590064416;590782215;2000;;;3.83;3.83;2;26.63;;44.62;3.47;0.71;;28.78;106.21;;2;2;;16.76;128.8
Q24;2024;590064416;590782215;2400;;;3.83;3.83;2;26.63;;44.62;3.47;0.71;;28.78;106.21;;2;2;;16.76;128.8
Q24;2024;590064416;590782215;9999;;;6.08;6.08;2;28.17;;45.48;3.47;0.71;;28.78;108.61;;2;2;;16.84;133.53
Q24;2024;590064812;620112581;2000;;;;;;2;;;0.86;;;;2.86;;;;;;2.86
Q24;2024;590064812;620112581;2100;;;;;;2;;;0.86;;;;2.86;;;;;;2.86
Q24;2024;590064812;620112581;9999;;;;;;2;;;0.86;;;;2.86;;;;;;2.86
Q24;2024;590067047;690051461;2000;0.66;;1.86;2.52;;2.1;;1;;1.68;;2.86;7.64;;0.2;0.2;;;10.36
Q24;2024;590067047;690051461;2200;0.66;;1.86;2.52;;2.1;;1;;1.68;;2.86;7.64;;0.2;0.2;;;10.36
Q24;2024;590067047;690051461;9999;0.66;;1.86;2.52;;2.1;;1;;1.68;;2.86;7.64;;0.2;0.2;;;10.36
Q24;2024;590780060;590000022;1000;2.02;;10.05;12.07;;;;;;;;;;;;;0.73;1.67;14.47
Q24;2024;590780060;590000022;2000;;1;;1;1;20.6;;6.75;6.02;0.12;;2.89;37.38;3.2;0.79;3.99;1;;43.37
Q24;2024;590780060;590000022;2100;;0.8;;0.8;1;20.6;;6.75;6.02;;;;34.37;;;;1;;36.17
Q24;2024;590780060;590000022;2400;;0.2;;0.2;;;;;;0.12;;2.89;3.01;3.2;0.79;3.99;;;7.2
Q24;2024;590780060;590000022;9999;2.02;1;10.05;13.07;1;20.6;;6.75;6.02;0.12;;2.89;37.38;3.2;0.79;3.99;1.73;1.67;57.84
Q24;2024;590780094;590000055;1000;2;;;2;;;;;;;;;;;;;;;2
Q24;2024;590780094;590000055;2000;;;10.8;10.8;1;13.7;;4;3;1;;0.5;23.2;;0.5;0.5;5.3;3;42.8
Q24;2024;590780094;590000055;2100;;;10.8;10.8;1;13.7;;4;3;1;;0.5;23.2;;0.5;0.5;5.3;3;42.8
Q24;2024;590780094;590000055;9999;2;;10.8;12.8;1;13.7;;4;3;1;;0.5;23.2;;0.5;0.5;5.3;3;44.8
Q24;2024;590780128;590000063;1000;1.2;;6.67;7.87;;;;;;;;;;;;;1.64;11.66;21.17
Q24;2024;590780128;590000063;2000;;;4;4;2;9.59;0.99;21.71;8.69;1.67;;17.55;62.2;1;;1;0;0;67.2
Q24;2024;590780128;590000063;2400;;;4;4;2;9.59;0.99;21.71;8.69;1.67;;17.55;62.2;1;;1;0;0;67.2
Q24;2024;590780128;590000063;9999;1.2;;10.67;11.87;2;9.59;0.99;21.71;8.69;1.67;;17.55;62.2;1;;1;1.64;11.66;88.37
Q24;2024;590780250;590053955;1000;5;1;27.4;33.4;;;;;;;;;;;;;;;33.4
Q24;2024;590780250;590053955;2000;;;;;3;70.6;;15.12;10.5;;;;99.22;;;;16;3.05;118.27
Q24;2024;590780250;590053955;2100;;;;;3;70.6;;15.12;10.5;;;;99.22;;;;16;3.05;118.27
Q24;2024;590780250;590053955;9999;5;1;27.4;33.4;3;70.6;;15.12;10.5;;;;99.22;;;;16;3.05;151.67
Q24;2024;590780268;590053955;1000;4;;48.5;52.5;;;;;;;;;;;;;85.9;14.95;153.35
Q24;2024;590780268;590053955;2000;;1;;1;13;311.8;10.9;139.3;7.5;3.3;20.9;4.9;511.6;0.5;;0.5;;;513.1
Q24;2024;590780268;590053955;2100;;1;;1;13;311.8;10.9;139.3;7.5;3.3;20.9;4.9;511.6;0.5;;0.5;;;513.1
Q24;2024;590780268;590053955;9999;4;1;48.5;53.5;13;311.8;10.9;139.3;7.5;3.3;20.9;4.9;511.6;0.5;;0.5;85.9;14.95;666.45
Q24;2024;590780284;590051801;1000;30.92;;199.13;230.05;7.57;19.45;;11.46;74.83;1.25;;;114.56;1;7.86;8.86;4.28;53.3;411.05
Q24;2024;590780284;590051801;2000;;;16.19;16.19;19.88;285.82;33.51;179.52;42.09;1.82;;22.96;585.6;4.79;;4.79;87.36;5.91;699.85
Q24;2024;590780284;590051801;2100;;;16.19;16.19;19.88;280.65;33.51;173.79;42.09;1.82;;22.96;574.7;4.79;;4.79;87.36;5.91;688.95
Q24;2024;590780284;590051801;2400;;;;;;5.17;;5.73;;;;;10.9;;;;;;10.9
Q24;2024;590780284;590051801;9999;30.92;;215.32;246.24;27.45;305.27;33.51;190.98;116.92;3.07;;22.96;700.16;5.79;7.86;13.65;91.64;59.21;1110.9
Q24;2024;590780342;590053955;1000;1.4;;11;12.4;;;;;;;;;;;;;;1.2;13.6
Q24;2024;590780342;590053955;2000;;1;;1;;16.2;;2;4;;;;22.2;;;;8;;31.2
Q24;2024;590780342;590053955;2100;;1;;1;;16.2;;2;4;;;;22.2;;;;8;;31.2
Q24;2024;590780342;590053955;9999;1.4;1;11;13.4;;16.2;;2;4;;;;22.2;;;;8;1.2;44.8
Q24;2024;590780383;590000204;1000;3.6;;69.5;73.1;;;;;;;;;;;;;18.2;12.7;104
Q24;2024;590780383;590000204;2000;;1;1;2;10;194;1.9;73.7;50.9;6.8;;9;346.3;0.1;0.5;0.6;;;348.9
Q24;2024;590780383;590000204;2100;;1;;1;10;193;1.9;73.7;50.9;6.8;;9;345.3;0.1;0.5;0.6;;;346.9
Q24;2024;590780383;590000204;2400;;;1;1;;1;;;;;;;1;;;;;;2
Q24;2024;590780383;590000204;9999;3.6;1;70.5;75.1;10;194;1.9;73.7;50.9;6.8;;9;346.3;0.1;0.5;0.6;18.2;12.7;452.9
Q24;2024;590781571;590000402;1000;0.83;;5;5.83;;;;;;;;;;;;;;2.16;7.99
Q24;2024;590781571;590000402;2000;;;;;2;24.38;;5.74;4.36;;;0.03;36.51;;;;2.92;;39.43
Q24;2024;590781571;590000402;2100;;;;;2;24.38;;5.74;4.36;;;0.03;36.51;;;;2.92;;39.43
Q24;2024;590781571;590000402;9999;0.83;;5;5.83;2;24.38;;5.74;4.36;;;0.03;36.51;;;;2.92;2.16;47.42
Q24;2024;590781951;590053955;1000;3.8;;18.64;22.44;;;;;;;;;;;;;;3.35;25.79
Q24;2024;590781951;590053955;2000;;1;;1;5;86.3;;48.8;8;1;;1.3;150.4;;0.4;0.4;10;;161.8
Q24;2024;590781951;590053955;2100;;0.5;;0.5;4;63.8;;22.9;8;0.5;;0.9;100.1;;;;10;;110.6
Q24;2024;590781951;590053955;2300;;;;;;;;;;0.5;;0.4;0.9;;0.4;0.4;;;1.3
Q24;2024;590781951;590053955;2400;;0.5;;0.5;1;22.5;;25.9;;;;;49.4;;;;;;49.9
Q24;2024;590781951;590053955;9999;3.8;1;18.64;23.44;5;86.3;;48.8;8;1;;1.3;150.4;;0.4;0.4;10;3.35;187.59
Q24;2024;590782181;590039863;1000;1.56;;6.47;8.03;;;;;;;;;;;;;;;8.03
Q24;2024;590782181;590039863;2000;;;;;1.89;1;;4.99;;0.79;;33.22;41.89;;0.56;0.56;;2.51;44.96
Q24;2024;590782181;590039863;2400;;;;;1.89;1;;4.99;;0.79;;33.22;41.89;;0.56;0.56;;2.51;44.96
Q24;2024;590782181;590039863;9999;1.56;;6.47;8.03;1.89;1;;4.99;;0.79;;33.22;41.89;;0.56;0.56;;2.51;52.99
Q24;2024;590782256;590000659;2000;;;12.71;12.71;;10.29;;3.66;0.4;1.85;;1;17.2;;;;6.7;1.17;37.78
Q24;2024;590782256;590000659;2100;;;12.71;12.71;;10.29;;3.66;0.4;1.85;;1;17.2;;;;6.7;1.17;37.78
Q24;2024;590782256;590000659;9999;;;12.71;12.71;;10.29;;3.66;0.4;1.85;;1;17.2;;;;6.7;1.17;37.78
Q24;2024;590782280;590004552;2000;0.75;0.27;4.7;5.72;1.23;7.17;;14.86;4.55;0.79;;2.2;30.8;;0.78;0.78;1.68;7.04;46.02
Q24;2024;590782280;590004552;2400;0.75;0.27;4.7;5.72;1.23;7.17;;14.86;4.55;0.79;;2.2;30.8;;0.78;0.78;1.68;7.04;46.02
Q24;2024;590782280;590004552;9999;0.75;0.27;4.7;5.72;1.23;7.17;;14.86;4.55;0.79;;2.2;30.8;;0.78;0.78;1.68;7.04;46.02
Q24;2024;590782298;590000675;1000;2.12;0.74;25.93;28.79;;;;;;;;;;;;;6.55;9.27;44.61
Q24;2024;590782298;590000675;2000;;;;;7.94;92.88;4.24;64.44;34.07;1.67;6.77;2.8;214.81;;1.68;1.68;0;0;216.49
Q24;2024;590782298;590000675;2100;;;;;5.94;72.49;4.24;42.13;29.84;1.33;6.77;0.9;163.64;;1.68;1.68;;;165.32
Q24;2024;590782298;590000675;2400;;;;;2;20.39;0;22.31;4.23;0.34;0;1.9;51.17;;0;0;0;0;51.17
Q24;2024;590782298;590000675;9999;2.12;0.74;25.93;28.79;7.94;92.88;4.24;64.44;34.07;1.67;6.77;2.8;214.81;;1.68;1.68;6.55;9.27;261.1
Q24;2024;590782546;590000733;1000;2.83;;28.85;31.68;;;;;;;;;;;2.18;2.18;2.9;7.73;44.49
Q24;2024;590782546;590000733;2000;;1.07;;1.07;4.74;64.85;0.92;59.87;;5.26;;33.96;169.6;;;;;;170.67
Q24;2024;590782546;590000733;2100;;0.12;;0.12;0.42;14.63;0.92;7.05;;0.5;;;23.52;;;;;;23.64
Q24;2024;590782546;590000733;2400;;0.95;;0.95;4.32;50.22;;52.82;;4.76;;33.96;146.08;;;;;;147.03
Q24;2024;590782546;590000733;9999;2.83;1.07;28.85;32.75;4.74;64.85;0.92;59.87;;5.26;;33.96;169.6;;2.18;2.18;2.9;7.73;215.16
Q24;2024;590782553;590000741;1000;6;;50.8;56.8;;;;;;;;;;;;;;11.9;68.7
Q24;2024;590782553;590000741;2000;;1;;1;4.9;125.8;2;71.5;28;1;19.5;;252.7;;0.4;0.4;9.6;;263.7
Q24;2024;590782553;590000741;2100;;1;;1;4.9;125.8;2;71.5;28;1;19.5;;252.7;;0.4;0.4;9.6;;263.7
Q24;2024;590782553;590000741;9999;6;1;50.8;57.8;4.9;125.8;2;71.5;28;1;19.5;;252.7;;0.4;0.4;9.6;11.9;332.4
Q24;2024;590782611;750719239;1000;3;1;16.77;20.77;;;;;;;;;;;;;;6.37;27.14
Q24;2024;590782611;750719239;2000;;;;;2;17.53;3.6;37.23;10.96;3;;42.41;116.73;12.06;1;13.06;1;;130.79
Q24;2024;590782611;750719239;2400;;;;;2;17.53;3.6;37.23;10.96;3;;42.41;116.73;12.06;1;13.06;1;;130.79
Q24;2024;590782611;750719239;9999;3;1;16.77;20.77;2;17.53;3.6;37.23;10.96;3;;42.41;116.73;12.06;1;13.06;1;6.37;157.93
Q24;2024;590782694;750034589;1000;0.13;;3;3.13;1;;;;2.91;0.4;;0.8;5.11;;0.3;0.3;;0.26;8.8
Q24;2024;590782694;750034589;2000;;;;;;5.93;;6.43;;;;;12.36;;;;;;12.36
Q24;2024;590782694;750034589;2400;;;;;;5.93;;6.43;;;;;12.36;;;;;;12.36
Q24;2024;590782694;750034589;9999;0.13;;3;3.13;1;5.93;;6.43;2.91;0.4;;0.8;17.47;;0.3;0.3;;0.26;21.16
Q24;2024;590783171;930019484;1000;;;5.3;5.3;;;;;;;;;;;;;;17.1;22.4
Q24;2024;590783171;930019484;2000;1.07;;;1.07;2;15.56;;25.25;0.82;0.56;;4.31;48.5;1.04;1;2.04;;;51.61
Q24;2024;590783171;930019484;2400;1.07;;;1.07;2;15.56;;25.25;0.82;0.56;;4.31;48.5;1.04;1;2.04;;;51.61
Q24;2024;590783171;930019484;9999;1.07;;5.3;6.37;2;15.56;;25.25;0.82;0.56;;4.31;48.5;1.04;1;2.04;;17.1;74.01
Q24;2024;590783189;590004552;2000;0.72;0.25;5.32;6.29;0.44;6.25;;17.16;3.92;1.21;;2.39;31.37;;0.46;0.46;0.95;6.95;46.02
Q24;2024;590783189;590004552;2400;0.72;0.25;5.32;6.29;0.44;6.25;;17.16;3.92;1.21;;2.39;31.37;;0.46;0.46;0.95;6.95;46.02
Q24;2024;590783189;590004552;9999;0.72;0.25;5.32;6.29;0.44;6.25;;17.16;3.92;1.21;;2.39;31.37;;0.46;0.46;0.95;6.95;46.02
Q24;2024;590784484;590001467;2000;1;;5.09;6.09;1.23;29.81;;9;7.5;;;;47.54;;;;;0.82;54.45
Q24;2024;590784484;590001467;2100;1;;5.09;6.09;1.23;29.81;;9;7.5;;;;47.54;;;;;0.82;54.45
Q24;2024;590784484;590001467;9999;1;;5.09;6.09;1.23;29.81;;9;7.5;;;;47.54;;;;;0.82;54.45
Q24;2024;590784864;590780193;1000;;;2.37;2.37;1;3.04;0.05;8.31;17.94;0.17;;;30.51;;;;;19.94;52.82
Q24;2024;590784864;590780193;2000;;;7.16;7.16;2.52;32.75;1.09;28.36;5.37;2.81;;2.6;75.5;;;;1.37;;84.03
Q24;2024;590784864;590780193;2100;;;7.16;7.16;2.52;32.75;1.09;28.36;5.37;2.81;;2.6;75.5;;;;1.37;;84.03
Q24;2024;590784864;590780193;9999;;;9.53;9.53;3.52;35.79;1.14;36.67;23.31;2.98;;2.6;106.01;;;;1.37;19.94;136.85
Q24;2024;590784898;590780193;1000;;;0.16;0.16;0.04;3.47;;6.56;1.03;0.06;;1.63;12.79;;0.03;0.03;;;12.98
Q24;2024;590784898;590780193;2000;;;7.17;7.17;5.96;46.94;0.83;74.71;6.8;3.3;;34.98;173.52;3.04;0.4;3.44;0.3;8.94;193.37
Q24;2024;590784898;590780193;2400;;;7.17;7.17;5.96;46.94;0.83;74.71;6.8;3.3;;34.98;173.52;3.04;0.4;3.44;0.3;8.94;193.37
Q24;2024;590784898;590780193;9999;;;7.33;7.33;6;50.41;0.83;81.27;7.83;3.36;;36.61;186.31;3.04;0.43;3.47;0.3;8.94;206.35
Q24;2024;590784914;590799995;2000;6.98;1;18.62;26.6;9.69;6.8;2.32;0.02;;0.33;;2.9;22.06;1.95;0.54;2.49;4.78;41.36;97.29
Q24;2024;590784914;590799995;2100;6.98;1;18.62;26.6;9.69;6.8;2.32;0.02;;0.33;;2.9;22.06;1.95;0.54;2.49;4.78;41.36;97.29
Q24;2024;590784914;590799995;9999;6.98;1;18.62;26.6;9.69;6.8;2.32;0.02;;0.33;;2.9;22.06;1.95;0.54;2.49;4.78;41.36;97.29
Q24;2024;590785341;750005068;1000;1;;8.03;9.03;;;;;;;;;;;;;;;9.03
Q24;2024;590785341;750005068;2000;;;;;1;8.2;;0.8;;2.8;;;12.8;;0.5;0.5;;;13.3
Q24;2024;590785341;750005068;2200;;;;;1;8.2;;0.8;;2.8;;;12.8;;0.5;0.5;;;13.3
Q24;2024;590785341;750005068;9999;1;;8.03;9.03;1;8.2;;0.8;;2.8;;;12.8;;0.5;0.5;;;22.33
Q24;2024;590785374;620001834;1000;0.89;;10.97;11.86;;;;;;;;;;;;;3.03;3.59;18.48
Q24;2024;590785374;620001834;2000;;;15.57;15.57;4.35;35.32;;34.57;10.16;0.79;;3.88;89.07;;0.94;0.94;;;105.58
Q24;2024;590785374;620001834;2100;;;15.57;15.57;3.44;26.49;;25.92;9.16;0.4;;1.94;67.35;;0.47;0.47;;;83.39
Q24;2024;590785374;620001834;2400;;;;;0.91;8.83;;8.65;1;0.39;;1.94;21.72;;0.47;0.47;;;22.19
Q24;2024;590785374;620001834;9999;0.89;;26.54;27.43;4.35;35.32;;34.57;10.16;0.79;;3.88;89.07;;0.94;0.94;3.03;3.59;124.06
Q24;2024;590785424;930019484;1000;;;4.97;4.97;;;;;;;;;;;;;;9.03;14
Q24;2024;590785424;930019484;2000;1;;;1;1.62;5.71;1.87;10.64;2.74;1.96;;12.99;37.53;8.46;1;9.46;;;47.99
Q24;2024;590785424;930019484;2400;1;;;1;1.62;5.71;1.87;10.64;2.74;1.96;;12.99;37.53;8.46;1;9.46;;;47.99
Q24;2024;590785424;930019484;9999;1;;4.97;5.97;1.62;5.71;1.87;10.64;2.74;1.96;;12.99;37.53;8.46;1;9.46;;9.03;61.99
Q24;2024;590786984;750050759;1000;0.6;;6.55;7.15;;;;;;;;;;;;;0.4;3.91;11.46
Q24;2024;590786984;750050759;2000;;;;;1.62;12.77;;18.71;8.79;0.2;;3.43;45.52;;1;1;;;46.52
Q24;2024;590786984;750050759;2400;;;;;1.62;12.77;;18.71;8.79;0.2;;3.43;45.52;;1;1;;;46.52
Q24;2024;590786984;750050759;9999;0.6;;6.55;7.15;1.62;12.77;;18.71;8.79;0.2;;3.43;45.52;;1;1;0.4;3.91;57.98
Q24;2024;590787586;590780193;1000;;;34.48;34.48;0.38;30.6;4.02;48.54;20.2;0.03;;1.06;104.83;;;;1.84;87.12;228.27
Q24;2024;590787586;590780193;2000;;;85.05;85.05;23.17;419.32;55.39;299.06;75.77;4.75;;19.25;896.71;1.94;0.5;2.44;47.75;31.04;1062.99
Q24;2024;590787586;590780193;2100;;;84.95;84.95;23.17;418.02;55.39;299.06;75.77;4.45;;18.25;894.11;0.75;0.5;1.25;47.75;31.04;1059.1
Q24;2024;590787586;590780193;2400;;;0.1;0.1;;1.3;;;;0.3;;1;2.6;1.19;;1.19;;;3.89
Q24;2024;590787586;590780193;9999;;;119.53;119.53;23.55;449.92;59.41;347.6;95.97;4.78;;20.31;1001.54;1.94;0.5;2.44;49.59;118.16;1291.26
Q24;2024;590788865;590782421;2000;;;2;2;1;12.3;;24.5;4.8;0.1;;;42.7;;;;;;44.7
Q24;2024;590788865;590782421;2400;;;2;2;1;12.3;;24.5;4.8;0.1;;;42.7;;;;;;44.7
Q24;2024;590788865;590782421;9999;;;2;2;1;12.3;;24.5;4.8;0.1;;;42.7;;;;;;44.7
Q24;2024;590788964;590001756;2000;0.17;1;10.07;11.24;1;15.44;0.17;14.22;8.28;0.12;;0.5;39.73;;;;2.97;4.13;58.07
Q24;2024;590788964;590001756;2100;0.17;1;10.07;11.24;1;15.44;0.17;14.22;8.28;0.12;;0.5;39.73;;;;2.97;4.13;58.07
Q24;2024;590788964;590001756;9999;0.17;1;10.07;11.24;1;15.44;0.17;14.22;8.28;0.12;;0.5;39.73;;;;2.97;4.13;58.07
Q24;2024;590790473;750050759;1000;0.48;0.19;4.88;5.55;;;;;;;;;;;;;1.09;2.88;9.52
Q24;2024;590790473;750050759;2000;;;;;2.55;11.65;;33.77;8.08;0.44;;1.91;58.4;1.05;0.5;1.55;;;59.95
Q24;2024;590790473;750050759;2400;;;;;2.55;11.65;;33.77;8.08;0.44;;1.91;58.4;1.05;0.5;1.55;;;59.95
Q24;2024;590790473;750050759;9999;0.48;0.19;4.88;5.55;2.55;11.65;;33.77;8.08;0.44;;1.91;58.4;1.05;0.5;1.55;1.09;2.88;69.47
Q24;2024;590790655;440052041;2000;1;1;10.69;12.69;2.07;21.54;2.39;7.32;12.31;;;;45.63;;;;1.02;1.04;60.38
Q24;2024;590790655;440052041;2100;1;1;10.69;12.69;2.07;21.54;2.39;7.32;12.31;;;;45.63;;;;1.02;1.04;60.38
Q24;2024;590790655;440052041;9999;1;1;10.69;12.69;2.07;21.54;2.39;7.32;12.31;;;;45.63;;;;1.02;1.04;60.38
Q24;2024;590791091;590780193;1000;0.86;;6.25;7.11;0.05;4.85;;7.98;2.44;;;0.05;15.37;0.25;0.02;0.27;;20.8;43.55
Q24;2024;590791091;590780193;2000;;;6.35;6.35;4.08;46.87;;98.08;13.34;1.72;;9.11;173.2;2.57;0.25;2.82;;14.32;196.69
Q24;2024;590791091;590780193;2100;;;4.3;4.3;;6.08;;5.27;0.24;0.5;;0.34;12.43;;;;;4.17;20.9
Q24;2024;590791091;590780193;2400;;;1.4;1.4;2.91;25.31;;42.2;4.67;0.94;;7.95;83.98;1.83;;1.83;;0.83;88.04
Q24;2024;590791091;590780193;2500;;;0.65;0.65;1.17;15.48;;50.61;8.43;0.28;;0.82;76.79;0.74;0.25;0.99;;9.32;87.75
Q24;2024;590791091;590780193;9999;0.86;;12.6;13.46;4.13;51.72;;106.06;15.78;1.72;;9.16;188.57;2.82;0.27;3.09;;35.12;240.24
Q24;2024;590791109;590002234;2000;1;;2.4;3.4;1;8.4;;1.28;;1.91;;;12.59;2.51;1;3.51;;8.39;27.89
Q24;2024;590791109;590002234;2400;1;;2.4;3.4;1;8.4;;1.28;;1.91;;;12.59;2.51;1;3.51;;8.39;27.89
Q24;2024;590791109;590002234;9999;1;;2.4;3.4;1;8.4;;1.28;;1.91;;;12.59;2.51;1;3.51;;8.39;27.89
Q24;2024;590791323;590782637;1000;;;4;4;;1.26;;1.8;0.65;;;;3.71;;0.06;0.06;;;7.77
Q24;2024;590791323;590782637;2000;;;;;0.6;25.48;;43.24;15.7;0.2;;1.01;86.23;;1.3;1.3;1;2.4;90.93
Q24;2024;590791323;590782637;2400;;;;;0.23;14.95;;20.27;1.8;0.13;;0.44;37.82;;0.8;0.8;;1.2;39.82
Q24;2024;590791323;590782637;2500;;;;;0.37;10.53;;22.97;13.9;0.07;;0.57;48.41;;0.5;0.5;1;1.2;51.11
Q24;2024;590791323;590782637;9999;;;4;4;0.6;26.74;;45.04;16.35;0.2;;1.01;89.94;;1.36;1.36;1;2.4;98.7
Q24;2024;590791653;590780193;1000;;;0.06;0.06;0.01;3.64;;1.16;0.05;0.08;;0.04;4.98;;;;;;5.04
Q24;2024;590791653;590780193;2000;;;2.34;2.34;3.61;42.18;;30.95;6.8;2.97;;1.72;88.23;;;;;;90.57
