"FI";"FI_EJ";"AN";"LIT_MED";"LIT_CHI";"LIT_OBS";"LIT_MCO";"SEJHC_MED";"SEJHC_CHI";"SEJHC_OBS";"SEJHC_MCO";"JOU_MED";"JOU_CHI";"JOU_OBS";"JOU_MCO";"PLA_MED";"PLA_CHI";"PLA_OBS";"PLA_MCO";"SEJHP_MED";"SEJHP_CHI";"SEJHP_OBS";"SEJHP_MCO";"SEANCES_MED";"SPED";"UGER";"UNV";"USURV";"CAP_HC_GEN";"CAP_HC_INF";"CAP_HC_PEN";"CAP_HC_TOT";"SEJ_HTP_GEN";"SEJ_HTP_INF";"SEJ_HTP_PEN";"SEJ_HTP_TOT";"CAP_HDJ_GEN";"CAP_HDJ_INF";"CAP_HDJ_PEN";"CAP_HDJ_TOT";"VEN_HDJ_GEN";"VEN_HDJ_INF";"VEN_HDJ_PEN";"VEN_HDJ_TOT";"CAP_HDN_GEN";"CAP_HDN_INF";"CAP_HDN_TOT";"VEN_HDN_GEN";"VEN_HDN_INF";"VEN_HDN_TOT";"NB_CATTP_GEN";"NB_CATTP_INF";"NB_CATTP_TOT";"ACT_CATTP_GEN";"ACT_CATTP_INF";"ACT_CATTP_TOT";"NB_CMP_CONSULT_GEN";"NB_CMP_CONSULT_INF";"NB_CMP_CONSULT_TOT";"ACT_CMP_CONSULT_GEN";"ACT_CMP_CONSULT_INF";"ACT_CMP_CONSULT_TOT";"FIL_AMB_GEN";"FIL_AMB_INF";"FIL_AMB_PEN";"FIL_AMB_TOT";"FIL_TOT_GEN";"FIL_TOT_INF";"FIL_TOT_PEN";"FIL_TOT_TOT";"NB_USMP_1";"ACT_PEN";"NB_UHSA";"NB_SMPR";"NB_USMP_2";"LIT_SSR";"SEJHC_SSR";"JOUHC_SSR";"PLA_SSR";"JOUHP_SSR";"LIT_USLD";"ENT";"JOU_USLD";"PLATOT_HAD";"SEJ_HAD";"JOU_HAD";"FIL_HAD";"AUTGEN";"PASSU_GEN";"AUTPED";"PASSU_PED";"GEN";"PED";"ANT";"SAMU";"REA";"SEJ_REASI";"SEJ_SURV";"CPPR";"TYPE1";"SEJACC";"TYPE2";"SEJ_NEO";"TYPE3";"SEJ_REA";"TRT_HEMO_CENTRE";"SEAN_HEMO_CENTRE";"TRT_INSUFF_REN";"SEM_TRT_INSUFF_REN";"CHIMIO";"SEAN_CHIMIO";"RTH";"SEAN_RADIO";"CHIRCAR";"CARDIO_INT";"NEUROCHIR";"NEURO_INT";"GREFFE";"AMP";"PRIS";"EFFSAL_SPEMED";"EFFSAL_DT_MEDGEN";"EFFSAL_DT_URG";"EFFSAL_DT_ANESTREA";"EFFSAL_SPECHI";"EFFSAL_DT_GYNOBS";"EFFSAL_PSY";"EFFSAL_ODON";"EFFSAL_PHARMA";"EFFSAL_AUT";"EFFSAL_TOT";"EFFLIB_SPEMED";"EFFLIB_DT_MEDGEN";"EFFLIB_DT_URG";"EFFLIB_DT_ANESTREA";"EFFLIB_SPECHI";"EFFLIB_DT_GYNOBS";"EFFLIB_PSY";"EFFLIB_ODON";"EFFLIB_PHARMA";"EFFLIB_AUT";"EFFLIB_TOT";"ETPSAL_SPEMED";"ETPSAL_DT_MEDGEN";"ETPSAL_DT_URG";"ETPSAL_DT_ANESTREA";"ETPSAL_SPECHI";"ETPSAL_DT_GYNOBS";"ETPSAL_PSY";"ETPSAL_ODON";"ETPSAL_PHARMA";"ETPSAL_AUT";"ETPSAL_TOT";"EFF_INT";"ETP_INT";"EFFPNM_SAG";"EFFPNM_CAD";"EFFPNM_INFAVECSPE";"EFFPNM_INFSANSSPE";"EFFPNM_AID";"EFFPNM_ASH";"EFFPNM_PSYCHO";"EFFPNM_REEDU";"EFFPNM_SOINS";"EFFPNM_DIR";"EFFPNM_DIRSOI";"EFFPNM_AUTADM";"EFFPNM_EDU";"EFFPNM_DTSOC";"EFFPNM_PERSPHARMA";"EFFPNM_PERSLABO";"EFFPNM_PERSRADIO";"EFFPNM_AUTMEDTEC";"EFFPNM_TEC";"EFFPNM_TOT_HORS_SOINS";"EFFPNM_TOT_PNM";"ETPPNM_SAG";"ETPPNM_CAD";"ETPPNM_INFAVECSPE";"ETPPNM_INFSANSSPE";"ETPPNM_AID";"ETPPNM_ASH";"ETPPNM_PSYCHO";"ETPPNM_REEDU";"ETPPNM_SOINS";"ETPPNM_DIR";"ETPPNM_DIRSOI";"ETPPNM_AUTADM";"ETPPNM_EDU";"ETPPNM_DTSOC";"ETPPNM_PERSPHARMA";"ETPPNM_PERSLABO";"ETPPNM_PERSRADIO";"ETPPNM_AUTMEDTEC";"ETPPNM_TEC";"ETPPNM_TOT_HORS_SOINS";"ETPPNM_TOT_PNM";"BIOGENSPE";"MICROBIO";"HEMATO";"IMMUNO";"GENE";"ASSISTMED";"ANOTO";"PHARMA_A7";"PHARMA_B7";"PHARMA_C7";"PHARMA_D7";"PHARMA_E7";"PHARMA_A11";"PHARMA_A20";"PHARMA_A26";"NB_SCAN";"NB_IRM";"NB_CAM";"NB_TOMO";"NB_MAMM";"NB_LITHO";"NB_RADIO";"NB_VASC";"ACT_SCAN";"ACT_IRM";"ACT_CAM";"ACT_TOMO";"ACT_MAMM";"ACT_LITHO";"ACT_RADIO";"ACT_VASC";"SAL_INTERV";"SALTOT24";"SALAMBU";"ACT_BLOCS";"SURV_TOT";"POST_REVEIL"
"010000214";"010007987";"2024";16;;;16;336;0;0;336;4122;0;0;4122;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;91;936;33665;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;13;9;0;0;1;0;0;0;2;1;17;0;0;0;0;0;0;0;0;0;0;0;10,05;7,71;0;0;1;0;0;0;1,8;1;13,85;2;1,5;0;7;1;53;69;49;8;16;203;1;0;33;11;3;4;0;3;0;64;116;319;0;7,07;1;49,51;67,96;49,41;6,36;14,19;195,5;1;0;31,9;9,7;2,51;3,67;0;2,69;0;56,48;105,44;300,94;;;;;;;;16;0;90;0;69;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"010000495";"010783009";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;242;14;0;256;2747;233;;2980;87;14;;101;9620;1745;;11365;;;;;;;13;6;19;29565;8041;37606;13;12;25;77658;23367;101025;9526;2651;794;12681;12023;2914;825;15315;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;7;4;0;0;1;0;36;1;3;2;50;0;0;0;0;0;0;0;0;0;0;0;6,1;3,7;0;0;0,02;0;29,34;0,26;3,59;1,35;40,66;6;3,96;0;37;11;422;75;90;94;27;756;10;0;137;69;26;5;0;0;0;90;311;1067;0;34,84;10,11;382,84;87,7;87,43;64,34;18,88;686,14;9,62;0;124,64;59;22,9;4,27;0;0;0;84,76;282,29;968,43;;;;;;;;;274;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"010002129";"310025010";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;100;872;34840;15;5213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;6;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;5,29;1,56;0;0;0;0;0;0;0;0;5,29;;;0;3;0;20;23;17;2;17;82;2;0;8;1;1;1;0;0;0;10;22;104;0;3;0;19,7;21,74;11,61;1,06;11,03;68,14;2;0;6,79;0,78;0,78;0,95;0;0;0;5,56;16,08;84,22;;;;;;;;;;100;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"010005239";"010008407";"2024";31;20;17;68;4092;1103;736;5931;19637;4244;2189;26070;7;8;1;16;1321;1468;147;2936;248;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;26;295;8091;0;0;;;;;;;;1;21958;0;;1;0;0;0;0;;517;0;1;470;0;0;0;0;;;;;1;248;0;0;0;0;0;0;0;0;1;51;25;1;11;16;4;0;0;3;2;72;0;0;0;0;0;0;0;0;0;0;0;34,1;17,86;0,63;6,49;12,57;3,6;0;0;2,81;0,72;50,2;8;2,09;21;6;17;104;133;24;3;7;315;3;0;78;2;1;14;7;7;2;57;170;485;18,77;6,14;16,43;100,6;127,37;22,68;1,81;5,51;299,31;2,67;0,6;71,05;1,86;1;11,78;6,08;6,24;1,55;53,08;154,91;454,22;;;;;;;;150;;30;35;;1;1;1;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;;;4649;1;8
"010005379";"010010718";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;70;711;21743;453;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;2;2;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1,74;1,74;0;0;0;0;0;0;0,5;0;2,24;;;0;1;0;8;5;3;1;0;18;0;0;2;1;1;3;0;0;0;0;6;24;0;1;0;7;4,1;1,83;0,49;0;14,42;0;0;1,78;0,99;0,99;2,3;0;0;0;0;5,07;19,49;;;;;;;;70;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;
"010006526";"690796552";"2024";;;;;;;;;;;;;;;;;;;;;3774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,41;0;0;0;0;0;0;0;0;0;0,41;;;0;0;0;7;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;7;0;0,25;0;7,17;0;0;0;0;7,42;0;0;0,12;0;0;0;0;0;0;0;0,12;7,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010007300";"010007292";"2024";;;;;0;0;0;0;0;0;0;0;;2;;2;0;2022;0;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;2;0;0;0;0;0;0;0;0;0;2;5;0;0;5;10;0;0;0;0;0;15;0,72;0;0;0;0;0;0;0;0;0;0,72;;;0;0;1;6;1;0;0;0;8;1;0;3;0;0;0;0;0;0;0;4;12;0;0;0,72;4,14;0,86;0;0;0;5,72;1,09;0;2,17;0;0;0;0;0;0;0;3,26;8,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;2230;1;5
"010008852";"010783009";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;56;337;17630;25;4307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;6;5;0;0;0;0;0;0;2;1;9;0;0;0;0;0;0;0;0;0;0;0;5,47;4,39;0;0;0;0;0;0;0,5;0,19;6,16;;;0;7;0;15;17;21;4;23;87;3;0;22;6;2;5;0;0;0;2;38;125;0;5,01;0;14,49;17,9;19,82;3,24;21,01;81,47;0,93;0;10,09;5,07;1,9;1,12;0;0;0;2;19,21;100,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010009702";"010780054";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;11;10;3829;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;5;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1,71;0;0;0;0;0;0;0;0;0;1,71;;;0;0;0;5;10;4;1;2;22;0;0;0;0;0;0;0;0;0;1;1;23;0;0;0;3,51;8,51;3,55;0,5;0,8;16,87;0;0;0;0;0;0;0;0;0;1;1;17,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010010171";"920039690";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;935;;;935;20;;;20;6064;;;6064;0;;0;;;;;;;;;;0;;0;0;;0;;;;;924;;;924;0;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;4;0;0;0;4;0,6;0,6;0;0;0;0;0,41;0;0;0;1,01;;;0;4;1;25;21;0;8;5;64;3;0;7;1;1;0;0;0;0;9;20;84;0;3,86;0,24;25,25;19,58;0;7,58;4,31;60,82;3,17;0;6,33;1;1;0;0;0;0;9,46;19,96;80,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010011385";"210012290";"2024";;;;;;;;;;;;;;;;;;;;;936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0;0;0;0;0;0;0,09;0;0,84;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;6,45;0;0,05;0;0,09;6,97;0,05;0,05;0,92;0,04;0;0,57;0;0;0,18;0,14;1,95;8,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010011641";"010000222";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;91;793;29826;5;679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;3;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;3,7;0;0;0;0;0;0;0;1,2;0;4,9;;;0;2;0;17;7;17;2;10;55;2;0;10;1;1;1;0;0;0;2;16;71;0;2;0;16,7;7,9;13,9;1,5;10;52;2;0;8,83;0,8;0,8;0,8;0;0;0;1,8;14,23;66,23;;;;;;;;;;91;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"010780195";"010000156";"2024";26;65;;91;4295;3602;0;7897;13036;10482;0;23518;0;32;;32;;12343;0;12343;3108;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1;25647;0;;;;;;1;2022;1756;;;;;;;;;;;;1;3108;0;0;1;1;0;0;0;;;6;5;1;0;0;0;0;0;2;0;8;59;0;5;10;28;2;0;0;0;0;87;4,31;3,75;0,56;0;0;0;0;0;2;0;6,31;;0;0;5;9;114;60;18;2;2;210;0;1;35;1;1;7;0;1;4;14;63;273;0;5,28;7,94;104,59;54,48;16,94;0,96;1,34;191,53;0;1;33,18;0,83;0,83;5,86;0;1,08;3,29;11,58;56,82;248,35;;;;;;;;114;0;0;0;0;1;1;1;1;1;2;1;0;0;0;2;0;0;0;0;0;0;0;0;11;;0;18584;1;18
"010780203";"010010718";"2024";26;30;15;71;5510;2385;523;8418;15096;6039;2052;23187;8;48;0;56;126;6527;0;6653;38;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;1;38635;0;;1;0;0;0;0;;83;0;1;502;0;0;0;0;;;;;1;38;0;0;0;0;0;0;0;0;1;9;5;0;0;2;2;0;0;4;0;15;24;0;11;5;22;1;0;0;0;0;46;3,34;2,4;0;0;1,24;1,24;0;0;1,87;0;6,45;;;11;4;4;62;49;27;1;1;159;11;1;33;1;1;5;0;0;7;17;75;234;12,19;3,99;4,53;62,08;46,26;24,18;0,99;0,78;155;6,03;1;27,98;1;1;4,46;0;0;5,87;11,59;57,93;212,93;;;;;;;;71;0;0;0;0;1;1;1;;;;;;;;;;;;;;;;;7;2;0;11565;1;8
"010780278";"010783009";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;100;435;28309;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;6;4;0;0;0;0;0;0;2;1;9;0;0;0;0;0;0;0;0;0;0;0;6,45;5,03;0;0;0;0;0;0;0,73;0,23;7,41;;;0;8;0;22;23;45;5;19;122;3;0;24;9;2;5;0;0;1;26;68;190;0;5,39;0;19,59;19,19;38,4;3,88;18,41;104,86;1,36;0;18,48;8,67;2;1,36;0;0;1;16,6;47,47;152,33;;;;;;;;;;100;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"010780294";"690000278";"2024";;;;;;;;;;;;;;;;;;;;;9594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3172;0;0;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0,25;0,08;0,33;;;0;1;0;13;2;0;0;0;16;0;0;3;0;0;1;0;0;0;1;5;21;0;1;0;13,61;3,74;0;0;0;18,35;0;0;1,53;0;0;0,55;0;0;0;0,1;2,18;20,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010780476";"750005068";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;3;;3;;893;;893;;0;0;;;;;;;;;;;0;0;;0;0;;;;;;37;;37;0;;0;0;0;70;586;14717;3;516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;0;0;0;0;0;3;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;1,9;0,26;0;0;0;0;2,87;0;0;0;4,77;;;0;3;0;17;19;3;5;6;53;0;0;14;23;2;0;0;0;0;23;60;113;0;2,8;0;15,61;16,53;3,36;3,62;4,02;45,94;0;0;12,83;18,96;1,65;0;0;0;0;22,52;54,31;100,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010780492";"360000707";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;67;1287;9039;40;11763;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;7;0;0;0;0;0;1;0;1;0;9;0;0;0;0;0;0;0;0;0;0;0;6,27;0;0;0;0;0;0,2;0;0,92;0;7,39;;;0;3;6;28;74;9;5;47;172;3;0;14;20;2;1;0;0;0;30;68;240;0;3;4,53;13,58;45,91;7,87;3,4;36,48;114,77;3,14;0;13,86;15,72;1,1;0,69;0;0;0;16,63;50,04;164,81;;;;;;;;;;67;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"010780799";"010783009";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;30;234;8671;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1,15;1;0;0;0;0;0;0;0;0;1,15;;;0;6;0;4;7;10;1;3;31;3;0;19;3;0;4;0;0;0;23;52;83;0;2,25;0;2,9;5,5;7,6;0,15;2;20,4;0,6;0;4,22;3;0;0,51;0;0;0;4,75;13,08;33,48;;;;;;;;;;186;;50;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"010789006";"210012290";"2024";;;;;;;;;;;;;;;;;;;;;12791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;491;0;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,75;0;0;0;0;0;0;0;0,09;0;0,84;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,38;0;6,78;0;0,65;0;0,09;7,9;0,05;0,05;0,92;0,04;0;0,57;0;0;0,18;0,16;1,97;9,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010789576";"010780096";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;30;25;10385;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0,98;0;0;0;0;0;0;0;0;0;0,98;;;0;3;0;11;10;4;1;2;31;1;0;11;1;1;4;0;0;0;18;35;66;0;1,3;0;9,81;8,27;4,17;0,1;0,13;23,78;0,05;0;0,73;0,05;0,05;0,36;0;0;0;1,36;2,55;26,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"010789717";"010008407";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;11;12489;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0,9;0,9;0;0;0;0;0;0;0,1;0;1;;0;0;1;0;5;5;7;1;1;20;0;0;3;2;0;2;0;0;0;2;9;29;0;0,3;0;3,58;5;6,03;0,1;0,5;15,51;0;0;0,75;0,6;0;0,3;0;0;0;0,4;2,05;17,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"020000089";"020000022";"2024";28;0;0;28;1097;0;0;1097;8819;0;0;8819;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;42;479;13265;0;0;30;16;8404;30;259;9880;176;;;;;;;;;0;;;1;0;0;0;0;0;0;;;;;1;0;0;0;0;0;0;0;0;0;0;11;6;0;0;0;0;0;0;2;1;14;0;0;0;0;0;0;0;0;0;0;0;4,7;3,2;0;0;0;0;0;0;1,6;0,2;6,5;1;3;0;5;0;48;88;36;1;2;180;0;0;21;3;3;5;0;2;0;24;55;235;0;4,5;0;46,2;85,1;34,9;0,7;1,85;173,25;0;0;19,96;2,53;2,53;4,6;0;1,8;0;23,8;52,69;225,94;;;;;;;;58;0;42;30;115;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;;;;;;
"020000097";"020000048";"2024";38;;;38;640;0;0;640;9906;0;0;9906;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;31;286;7072;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;5;4;0;0;0;0;1;0;1;1;8;0;0;0;0;0;0;0;0;0;0;0;3,94;3,89;0;0;0;0;1;0;1;0,4;6,34;;;0;3;0;31;53;14;2;2;105;0;0;17;2;1;2;0;0;0;16;37;142;0;2,04;0;26,06;48,33;14,5;2,35;1,8;95,08;0;0;17,98;2;1;1,86;0;0;0;16;37,84;132,92;;;;;;;;38;;31;;105;1;1;0;;;;;;;;;;;;;;;;;;;;;;
"020000105";"020000055";"2024";15;;;15;398;0;0;398;4129;0;0;4129;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;15;223;3448;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;6;3;0;0;0;0;0;0;0;1;7;0;0;0;0;1;0;0;0;1;3;5;1,57;1,12;0;0;0;0;0;0;0;0,02;1,59;;;0;2;0;15;18;11;1;3;50;1;0;9;2;1;0;0;0;0;19;31;81;0;1,1;0;9,93;15,11;8,15;0,28;1,12;35,69;1;0;8,57;0,49;0,32;0;0;0;0;17,25;27,31;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"020000162";"020000063";"2024";277;78;28;383;19481;4683;2300;26464;92946;16901;8257;118104;53;32;1;86;4684;6154;1036;11874;76752;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;56;601;16101;0;0;43;21;17980;;;;;1;32717;1;19205;0;1;0;0;1;2172;92;0;0;1560;1;636;0;0;1;16383;0;0;1;10323;1;15655;0;1;0;0;0;0;1;191;3;18;21;45;15;0;0;13;13;262;0;0;0;0;0;0;0;0;0;0;0;156,69;2,5;16,27;19,66;35,83;11,62;0;0;12,05;8,87;216,19;121;128,85;35;31;98;598;442;272;25;34;1535;8;1;263;22;13;30;44;45;4;308;725;2260;30,49;30,25;85,88;577,83;431,57;233,73;21,3;28,6;1439,65;8;1,17;243,13;18,04;10,87;29;43,4;43,75;4,25;296,04;686,78;2126,43;;;;;;;;469;36;56;43;191;1;1;0;2;2;0;0;1;0;5;2;1;0;0;0;0;0;1;1;17;11;;26400;1;25
"020000246";"020000071";"2024";27;;;27;433;0;0;433;6480;0;0;6480;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;27;270;6448;0;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;4;4;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;2,1;2,1;0;0;0;0;0;0;0;0;2,1;;;0;1;0;18;29;11;1;4;64;0;0;8;1;1;1;0;0;0;16;26;90;0;0,8;0;17;28,6;10,6;0,5;2,31;59,81;0;0;7,5;0,9;0,9;1;0;0;0;16;25,4;85,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"020000303";"750814030";"2024";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;253;2192;82765;17;12214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;22;6;0;0;3;0;1;0;2;0;28;0;0;0;0;0;0;0;0;0;0;0;16,62;3,74;0;0;0,2;0;0,23;0;2,16;0;19,21;;;0;13;0;113;146;70;11;58;411;7;0;59;4;4;6;0;1;0;61;138;549;0;13,16;0;102,21;127,21;61,52;6,59;45,33;356,02;6,98;0;55,56;3,36;3,36;5,44;0;1;0;57,78;130,12;486,14;;;;;;;;;;253;;;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;;;;;;
"020000360";"020014742";"2024";;30;;30;0;963;0;963;0;2293;0;2293;;18;;18;255;4521;0;4776;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;1;12;0;0;3;17;0;0;0;0;0;29;0;0;0;0;0;0;0;0;1;0;1;;;0;4;1;16;8;8;0;0;37;1;0;8;0;0;3;0;0;0;1;13;50;0;3,34;1,04;16,27;8,1;6,05;0;0;34,8;1;0;8,46;0;0;2,07;0;0;0;1;12,53;47,33;;;;;;;;30;;;;;1;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;4;;;7063;1;6
