FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
260000278;260000096;2022;6;;;6;129;0;0;129;1182;0;0;1182;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;7;7;;;;;;;;;7;0.12;0.12;;;;;;;0.21;;0.33;;;1;;9;13;24;1;5;53;2;;9;2;;1;;;;15;29;82;;0.7;;7.05;8.64;10.24;0.2;3.15;29.98;0.4;;3.46;0.7;;0.19;;;;11.99;16.74;46.72;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
260000286;260000104;2022;26;;;26;1145;0;0;1145;5366;0;0;5366;;;;;0;0;0;0;;21361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;152;0;;;;;;1;6745;0;;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;11;4;6;;;;;;2;;13;;2;;;;;;;;;;2;6.81;2.3;3.91;;;;;;1.4;;8.21;;4;1;;50;47;15;4;7;128;1;;36;5;4;4;;12;;25;83;211;2.1;1;;26.8;28.72;5.9;1.96;3.43;69.91;1;;21.52;3.38;3.14;2.93;;9.41;;20.98;59.22;129.13;;;;;;;;1;1;0;1;;;;;;;;;;SYGEN
260000302;260000161;2022;;;;;;;;;;;;;;;;;;;;;;;;;165;;;165;1040;;;1040;;;;;;;;;;;;;;;;;;;;;;;2;;2;1486;;1486;767;;;767;1182;;;1182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;3;;;2;;5;;1;;17;;;;;;;;;;;;;6.95;1.7;;;0.25;;5.07;;1.01;;13.28;;;4;;60;20;27;9;13;133;3;;48;52;4;5;;;;35;143;276;;4.92;;60.02;19.69;28.82;5.93;8.41;127.79;2.09;;40.78;46.21;3.8;3.7;;;;32.4;125.18;252.97;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
260000823;260003264;2022;;;;;;;;;;;;;;;;;;;;;;;;;225;10;;235;2696;117;;2813;84;28;;112;12335;2224;;14559;;;;;;;6;5;1;12;7775;4354;736;12865;17;10;28;57578;27582;85160;6980;2977;572;10287;8566;3116;602;11974;;;;;33;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;39;;4;2;51;;;;;;;;;;;;;4.55;3.28;;;;;45.59;;3.94;0.7;54.78;2.08;;25;;376;89;71;51;20;632;4;1;72;38;20;5;;;;64;184;816;;28.24;;357.36;84.79;68.93;41.17;17.78;598.27;3.84;0.98;64.98;37.77;20.67;5.15;;;;64.33;177.05;775.32;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
260001631;380793802;2022;;;;;;;;;;;;;;;;;;;;;18556;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9718;1;669;0;;0;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;2.95;;;;;;;;;;2.95;;;1;;29;9;5;;1;45;;;7;;;;;;1;;8;53;;1;;28.24;6.86;4.73;0.06;0.65;41.54;;;4.43;;;;;;1.44;;5.87;47.41;;;;;;;;;;;;;;;;;;;;;SYGEN
260003017;260000781;2022;14;31;;45;2182;3287;0;5469;4389;5696;0;10085;12;50;;62;2211;11736;0;13947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;474;;;;;;;;;;;0;;0;;0;0;0;0;0;;;;;;;;;;;1;1;2;;36;3;;9;22;;;;;;58;;;;;;;;;1;0.2;1.2;;;4;3;74;32;14;0;2;129;1;;32;1;1;8;;;1;8;51;180;;3.28;2.54;64.46;31.24;13.17;0.39;0.95;116.03;0.96;;28.07;0.49;0.49;7.05;;;1.02;6.53;44.12;160.15;;;;;;;;1;1;1;1;0;;;;;;;10;14;SYGEN
260003157;070001649;2022;;;;;;;;;;;;;;;;;;;;;37262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;37262;;;;;;;;;;;;;;;;;;;;6;;;;;;;;;;6;;;;;;;;;;;;0;;;;;;;;;;;;7;;;;;18;4;;29;29;;;;;;;;;;;;6.8;;;;;17.5;4;;28.3;28.3;;;;;;;;;;;;;;;;;;;;;SYGEN
260003215;380793802;2022;;;;;;;;;;;;;;;;;;;;;11785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;10988;1;431;0;;0;;;;;;;;;4;;;;;;;;;;4;;;;;;;;;;;;;2.8;;;;;;;;;;2.8;;;2;;27;4;7;0;1;41;;;2;1;1;;;;1;;4;45;;2;;24.43;3.75;5.53;0.71;0.7;37.12;;;2.16;0.8;0.8;;;;1;;3.96;41.08;;;;;;;;;;;;;;;;;;;;;SYGEN
260005277;630786754;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;13;;23;2362;1632;;3994;;;;;;;2;;;2;3263;;;3263;1;2;3;16539;11390;27929;3597;881;;4478;3677;1039;;4716;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;4;;;;;;;;;;;;;;;;;;;3.25;;;;3.25;;;2;;24;;;6;4;36;;;8;3;1;;;;;;11;47;;2.03;;22.4;;;6.89;2.35;33.67;;;4.89;1.44;0.7;;;;;;6.33;40;;;;;;;;;;;;;;;;;;;;;SYGEN
260006267;070000245;2022;23;4;0;27;776;518;0;1294;5550;155;0;5705;16;29;0;45;1;5701;0;5702;5645;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;70;436;4214;10;;;;;;;;;;;;;0;;;;;;;;;;;;1;5645;0;;0;0;0;0;0;;;8;4;;;;;;;3;2;13;;49;;;14;13;;;;;;62;6.36;2.44;;;;;;;2.32;0.09;8.77;;;2;;42;33;3;2;5;87;;;16;1;1;5;;;;1;23;110;;2.7;;40.21;33.11;3.27;0.88;4.05;84.22;;;10.03;0.91;0.91;4.26;;;;0.74;15.94;100.16;;;;;;;;1;1;0;1;;;;;;;;7;8;SYGEN
260006820;380793802;2022;;;;;;;;;;;;;;;;;;;;;7340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;587;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;11;;1;;;13;;;2;;;;;;1;;3;16;;0.6;;9.77;;1.1;;;11.47;;;1.55;;;;;;1;;2.55;14.02;;;;;;;;;;;;;;;;;;;;;SYGEN
260010418;690796552;2022;;;;;;;;;;;;;;;;;;;;;4181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;0.29;;;;;;;;;;0.29;;;2;;7;;;;;9;;;;;;;;;;1;1;10;;0.25;;6.4;;;;;6.65;;;;;;;;;;0.99;0.99;7.64;;;;;;;;;;;;;;;;;;;;;SYGEN
260012760;690796552;2022;;;;;;;;;;;;;;;;;;;;;933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;0.05;;;;;;;;;;0.05;;;0;;1;;;;;1;;;1;;;;;;;;1;2;;0.04;;1;;;;;1.04;;;0.09;;;;;;;;0.09;1.13;;;;;;;;;;;;;;;;;;;;;SYGEN
260016993;380793802;2022;;;;;;;;;;;;;;;;;;;;;732;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;0.03;;;;;;;;;;0.03;;;;;1;;;;;1;;;;;;;;;;;;1;;;;1.2;;;;;1.2;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;SYGEN
260017454;260016761;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;101;1278;5094;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;2;;;;;;;2;;15;;;;;;;;;;;;;9.2;0.12;;;;;;;1.11;;10.31;;;5;;29;27;9;2;21;93;3;1;10;2;2;2;;;1;21;40;133;;3.35;;23.79;25.88;7.9;1.09;17.41;79.42;2.64;0.69;9.23;1.04;1.04;1.29;;;0.71;18.19;33.79;113.21;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
260020078;420784878;2022;;10;;10;0;461;0;461;0;2648;0;2648;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;0;;0;0;1;0;0;;;;;;;4;;;;;;4;;;;;;;;;;;;;;;;;3.2;;;;;;3.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYGEN
260021688;380793802;2022;;;;;;;;;;;;;;;;;;;;;8859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0;;;;;;;;;;;;;1;;;;;;;;;;1;;;0;;12;;;;;12;;;2;;;;;;;1;3;15;;0.4;;9.91;;;;;10.31;;;1.96;;;;;;;1;2.96;13.27;;;;;;;;;;;;;;;;;;;;;SYGEN
260021795;930019484;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;135;687;4533;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;9;;;;;;;3;;14;;;;;;;;;;;;;6.09;4.19;;;;;;;1.61;;7.7;;;4;;40;36;17;4;37;138;7;;19;5;3;2;;;2;6;41;179;;5.25;;30.65;39.33;16.65;2.77;29.76;124.41;5.41;;20.93;4.96;3.25;2.05;;;1.61;3.68;38.64;163.05;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
270000045;270000060;2022;55;14;0;69;2182;862;0;3044;16093;2907;0;19000;;5;;5;0;2315;0;2315;;32113;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;163;0;;;;;;1;16969;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;19;6;;2;10;4;;;2;;31;;4;1;;;7;;;;;;11;15.2;6;;2;7.2;2.2;;;2;;24.4;3;5;10;4;88;93;8;4;4;216;1;1;74;4;2;2;;7;2;45;136;352;4.75;11.3;4.66;76.3;91.69;8.26;2.1;2.43;201.49;2;1;74.33;3.13;1.9;1.68;;7.38;1.66;41.37;132.55;334.04;;;;;;;;0;1;1;1;0;;;;;;;4;5;SYGEN
270000326;270000680;2022;24;60;;84;764;3864;0;4628;4451;11156;0;15607;;20;;20;0;8797;0;8797;4400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26999;0;;;;;;1;158;;;;;;;;;;;1;4400;0;;0;0;0;0;0;;;6;1;5;;;;;;1;;7;;28;4;5;5;13;2;;;;;41;5.8;0.8;5;;;;;;1;;6.8;;;1;10;81;53;29;1;;175;4;;32;;;4;;;;4;44;219;;1;10;74;43.24;24.86;0.5;;153.6;4;;29.54;;;4;;;;4;41.54;195.14;;;;;;;;1;1;1;1;;2;;;;;;8;13;SYGEN
270000342;920030269;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;276;7013;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;;4;;;;;;;;;;;;;2.72;;;;;;;;0.33;;3.05;;;2;;11;21;7;2;17;60;2;;4;1;1;0;;;;9;16;76;;1.98;;9.75;21.12;7.21;1.47;13.31;54.84;2;;4.34;0.94;0.94;0.38;;;;8.82;16.48;71.32;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
270000359;270023724;2022;270;50;42;362;14179;2667;4006;20852;77959;14416;11815;104190;22;14;;36;2135;3205;0;5340;18853;151222;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;68954;0;;1;0;0;1;1;1537;0;2182;1;427;0;0;1;10389;1;;1;3675;0;;0;1;0;0;0;0;1;154;54;11;17;40;11;;8;11;9;222;101;;;;;;;;;;;;120.1;35.77;10.74;13.26;28.38;8.44;;3.45;10.58;8.06;170.57;90.47;33;25;38;429;396;109;17;12;1059;9;1;267;13;9;23;44;28;3;182;570;1629;31.16;23.34;34.39;415.74;382.51;107.67;15.31;9.87;1019.99;8.68;1;261.16;10.21;7.67;21.04;42.27;26.92;3.63;175.67;550.58;1570.57;;;;;;;;1;1;1;2;1;2;0;1;1;;;12;10;SYGEN
270000367;270000086;2022;38;15;11;64;2382;875;690;3947;11285;3188;1808;16281;3;4;;7;283;1392;0;1675;;45240;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;351;0;;55;18;;;1;16670;0;;1;0;0;0;0;;1;421;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;26;6;8;3;8;3;;;3;2;39;2;6;0;0;0;0;0;;;0;0;6;23.21;5.13;7.22;3.19;7.6;2.83;;;2.93;2.14;35.88;2;9;3;10;85;136;9;2;3;257;3;1;58;4;2;5;11;9;2;41;134;391;9.87;1.75;8.05;83.13;131.04;9.04;1.36;1.24;245.48;2.8;0.63;56.57;1.72;1.2;4.91;11.27;8.84;1.25;38.43;126.42;371.9;;;;;;;;1;1;0;1;0;;;;;;;3;5;SYGEN
270000391;760024042;2022;47;;;47;1628;0;0;1628;15699;0;0;15699;;;;;0;0;0;0;;22028;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;377;0;;;;;;1;16326;0;;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;56;27;1;3;12;7;;;3;;71;;;;;;;;;;;;;18;6.68;1;0.6;1.3;0.7;;;1.2;;20.5;2.89;;6;;64;55;17;2;9;153;;;29;11;5;1;;2;;9;52;205;;6.96;;51.37;51.64;16.31;1.35;6.14;133.77;;;28.62;6.13;4;1;;1.77;;8.02;45.54;179.31;;;;;;;;;;;;;;;;;;;;;SYGEN
270000417;760025734;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;82;603;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;;4;;;;;;;;;;;;;3.12;;;;;;;;0.86;;3.98;;;4;;12;21;12;;5;54;2;;12;3;1;2;;;;5;24;78;;3.46;;11.89;21.1;10.43;;2.54;49.42;1.45;;12.37;3;1;1.81;;;;3.38;22.01;71.43;;;;;;;;1;0;0;;;;;;;;;;;SYGEN
270000425;270000102;2022;51;;;51;3637;0;0;3637;15508;0;0;15508;1;4;;5;15;362;0;377;;44785;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;285;0;;37;13;;;1;18227;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;21;10;;;3;;;;1;;25;;;;;;;;;;;;;14.82;7.72;;;0.74;;;;1;;16.56;3.68;;11;;73;98;38;7;14;241;1;;57;6;;7;;8;1;38;118;359;;9.82;;67;92.85;36.05;4.4;9.5;219.62;1;;51.7;5.8;;6.3;;7.6;0.5;37;109.9;329.52;;;;;;;;1;1;0;1;;1;;;;;;1;3;SYGEN
270000433;920030269;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;361;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;;;;;;;;;3;;;;;;;;;;;;;2.98;0.93;;;;;;;;;2.98;;;;;9;11;10;1;2;33;2;;4;2;;;;;;7;15;48;;;;9.27;10.29;11.71;0.32;1.77;33.36;1.83;;2.5;1.39;;;;;;7.87;13.59;46.95;;;;;;;;;;;;;;;;;;;;;SYGEN
270000441;270000110;2022;34;;;34;1327;0;0;1327;10033;0;0;10033;;;;;0;0;0;0;;35194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;292;0;;50;47;25;224;1;14677;0;;1;0;0;0;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;0;23;9;11;;2;;;;2;1;28;;2;;;;1;;;;;;3;19.49;5.75;10.74;;0.4;;;;1.91;0.2;22;1;1;8;;62;84;40;3;5;203;;;39;3;2;6;;6;;35;89;292;0.32;7.3;;55.09;84.6;30;2.1;2.99;182.4;;;33.11;2.57;2.2;5.48;;6.48;;34.8;82.44;264.84;;;;;;;;1;1;0;1;0;;;;;;;;;SYGEN
270000458;270023724;2022;70;23;14;107;3424;1468;1101;5993;22318;5105;2891;30314;8;7;;15;1040;1137;0;2177;5436;45983;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;250;0;;;;;;1;25109;0;;1;0;0;0;1;235;1;658;0;0;0;0;;;;;1;859;0;;0;0;0;0;0;0;1;43;13;1;4;27;10;;;6;;76;;;;;;;;;;;;;21.71;5.36;0.07;2.13;10.63;3.98;;;4.55;;36.89;7.78;20;13;15;127;148;29;2;5;359;1;;60;3;3;1;11;15;0;45;136;495;15.09;11.61;14.75;120.14;146;26.17;2.07;4.62;340.45;0.2;;59.51;3.06;3.06;1;12.97;16.47;0.95;45.5;139.66;480.11;;;;;;;;1;1;0;1;0;2;0;;;;;4;6;SYGEN
270000474;270000136;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;194;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;2;;2;;;;;;;;;;2;1;;;;;;;;1.15;;2.15;;;1;;8;9;1;1;2;22;1;;7;1;1;2;;;;15;26;48;;0.5;;8;8.67;1.95;0.3;1.26;20.68;1;;6.86;0.48;0.48;1.35;;;;14.19;23.88;44.56;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
270000482;270000144;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;183;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;1;1;;;;;;;0.12;;1.12;;;1;;10;7;7;2;6;33;;;14;1;1;5;;;;43;63;96;;1;;6.92;5.94;4.28;0.37;0.9;19.41;;;9.71;0.59;0.59;0.42;;;;29.45;40.17;59.58;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
270000516;270000177;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;141;0;;30;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;0;;1;;14;30;18;1;3;67;;;9;;;1;;;;12;22;89;;0.05;;9.54;27.41;14.53;0.2;0.75;52.48;;;6.38;;;0.43;;;;7.99;14.8;67.28;;;;;;;;0;1;0;;;;;;;;;;;SYGEN
270000573;270000219;2022;;;;;;;;;;;;;;;;;;;;;;;;;290;8;;298;2276;118;;2394;89;70;;159;4901;3122;;8023;;;;;;;9;4;;13;27966;9209;;37175;21;13;34;60294;37591;97885;9251;4682;578;14127;11711;4982;637;16720;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;;;;68;1;3;1;79;;;;;;;;;;;;;3.49;2.69;;;;;61.89;0.41;2.6;0.43;68.82;6.51;;26;;338;165;76;69;21;695;5;2;105;50;18;7;;;1;71;241;936;;26.34;;334.12;158.36;70.29;57.22;18.11;664.44;4.99;1.07;99.5;45.77;16.18;5.42;;;1;68.98;226.73;891.17;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
270000862;270000953;2022;21;2;;23;732;593;0;1325;2684;1013;0;3697;;12;;12;0;3433;0;3433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;473;;;;;;;;;;;0;;0;;0;1;0;0;0;;;5;;;;;;;;1;;6;;12;;;6;22;;;;;;34;5;;;;;;;;1;;6;;;;1;29;12;20;;;62;2;;23;;;2;;;;3;30;92;;;1;23;11.68;18.15;;;53.83;2;;19.17;;;2;;;;3;26.17;80;;;;;;;;1;1;0;1;;;;1;;;;6;12;SYGEN
270000870;920031770;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;450;2388;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;1;;;;4;;;;;;;;;;;;;1.33;1.33;;;;;0.5;;;;1.83;;;;;10;;6;3;4;23;1;;2;2;1;;;;;5;10;33;;;;9.89;;4.65;2.44;1.76;18.74;0.92;;1.3;0.83;0.31;;;;;4.94;7.99;26.73;;;;;;;;;;;;;;;;;;;;;SYGEN
270000896;930019484;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;327;1883;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;1;;5;;;;;;;;;;0;;0;2.64;0.33;;;;;;;0.36;;3;0;;1;;24;40;3;1;29;98;1;;8;10;1;1;;;;3;23;121;;1;;12.71;25.33;1.43;0.8;11.7;52.97;0.39;;4.68;3.03;0.25;0.36;;;;1.67;10.13;63.1;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
270000912;750814030;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;362;2755;27120;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;10;;;;;;;2;1;29;;;;;;;;;;;;;20.55;6.75;;;;;;;1.7;1.09;23.34;2;;16;1;146;135;67;10;72;447;1;;75;11;8;5;5;1;3;50;151;598;;15.5;1;133.1;125.49;62.1;9;67.62;413.81;1;;68.61;10.05;7.3;4.9;4.5;1;3;48.28;141.34;555.15;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
