FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
510025471;750720575;2022;;;;;;;;;;;;;;;;;;;;;;;;;11;45;;56;64;201;;265;0;0;;0;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;27;98;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;;;;2.13;;;;2.13;;;2;;17;7;;4;2;32;2;1;8;10;1;;;;;1;22;54;;2.4;;16.2;6.4;;3.01;2;30.01;2.58;1;8.53;8.97;1;;;;;1.02;22.1;52.11;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
510025703;690044979;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;20;3358;;;3358;;;;;;;;;;;;;;;;;;;;;;;;;320;;;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;2;;;;;;;;;;;;;;;;3;;;3;3;9;1;;4;;;;;;;;5;14;;;;3;;;1.68;1.29;5.97;1;;2.73;;;;;;;;3.73;9.7;;;;;;;;;;;;;;;;;;;;;SYGEN
510026339;510000052;2022;15;;;15;220;0;0;220;3754;0;0;3754;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;1.45;1.45;;;;;;;;;1.45;1.82;;1;;16;;4;1;;22;;;1;1;1;;;;;;2;24;;0.83;;14.82;0.21;3.9;1;;20.76;;;1;0.86;0.86;;;;;;1.86;22.62;;;;;;;;;;;;;;;;;;;;;SYGEN
520000019;520780024;2022;5;0;0;5;61;0;0;61;1221;0;0;1221;0;0;0;0;0;0;0;0;;390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;376;1048;4;32;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;;;;;5;;;;;;;;;;;;;1.75;0.79;;;;;;;;;1.75;0.99;;1;;16;32;15;1;10;75;;;15;4;;2;;;;23;44;119;;1.42;;15.64;31.66;15.06;1.05;9.32;74.15;;;14.33;4.6;;1.75;;;;21.4;42.08;116.23;;;;;;;;;;;;;;;;;;;;;SYGEN
520000027;520780032;2022;104;0;17;121;5171;0;820;5991;29710;0;2937;32647;8;0;4;12;110;112;418;640;;33689;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;382;3003;15;;;;;1;18778;0;;1;0;0;1;0;;0;485;1;123;0;0;;;;;0;;0;;0;0;0;0;0;0;1;57;15;9;3;9;8;;4;3;4;77;;;;;;;;;;;;;37.7;14.52;5.29;2.07;5.96;5.86;;1.18;2;4.49;51.33;15.96;16;7;11;127;142;44;4;11;362;3;1;88;4;1;9;19;12;4;116;256;618;16.57;7.83;9.73;122.64;134.74;42.95;3.25;9.02;346.73;3.88;0.75;84.41;4.31;1.7;8.31;16.6;14.07;3.08;113.34;248.75;595.48;;;;;;;;1;1;1;1;;1;;;;;;2;0;SYGEN
520000035;520780040;2022;4;0;0;4;39;0;0;39;386;0;0;386;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;219;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;3;3;;;;;;;;;3;0.7;0.7;;;;;;;;;0.7;;;3;;7;12;13;;2;37;1;;13;2;1;;;;;7;23;60;;1.17;;4.85;9.85;11.36;;1.23;28.46;1;;9.49;2;1;;;;;7;19.49;47.95;;;;;;;;;;;;;;;;;;;;;SYGEN
520000043;520780057;2022;72;0;0;72;3244;0;0;3244;22676;0;0;22676;4;0;0;4;268;0;0;268;;16506;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;233;1236;6;;;;;1;14097;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;36;8;6;2;6;5;;;4;5;51;;;;;;;;;;;;;21.26;4.69;6.68;1.2;0.3;0.1;;;3.37;3.8;28.73;2.86;3;5;3;71;64;19;1;2;168;;;34;4;2;7;11;3;;27;86;254;2.86;4.25;3;67.1;64.53;17.34;1.14;1.7;161.92;;;33.89;3.88;1.88;6.03;10.87;2.85;;27.48;85;246.92;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
520000050;520780065;2022;8;;;8;123;0;0;123;1136;0;0;1136;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;279;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;1;4;;;;;;;;;;;;;0.5;0.5;;;;;;;0.24;0.07;0.81;;;2;;7;14;22;;1;46;;;9;;;2;;;;9;20;66;;1.5;;5.45;11.5;7.97;;1;27.42;;;6.75;;;0.69;;;;1.66;9.1;36.52;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
520000068;520780073;2022;117;42;24;183;6274;2582;1671;10527;35028;12245;5301;52574;12;8;;20;1027;1498;0;2525;457;90842;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;27855;0;;1;0;0;0;1;701;0;1050;1;276;0;0;;;;;1;457;0;;0;0;0;0;0;0;1;63;4;12;10;23;7;;;8;6;100;;;;;;1;;;;;;1;43.14;3.12;10.06;6.56;16.35;4.55;;;7.6;5.2;72.29;23.5;25;7;27;182;163;21;4;8;437;5;2;113;4;3;17;30;13;1;72;257;694;24.32;7.7;24.99;169.19;143.24;19.24;3.15;6.88;398.71;3.3;1.8;105.58;4.28;3.48;14.26;29.44;13.33;1;70.9;243.89;642.6;;;;;;;;1;1;1;2;0;2;0;;;;;7;8;SYGEN
520000076;520780081;2022;;;;;;;;;;;;;;;;;;;;;;;;;145;9;;154;1068;53;;1121;85;71;;156;3685;3559;;7244;0;0;0;0;0;0;4;7;;11;6181;8857;;15038;9;13;22;25058;8569;33627;3188;1106;133;4169;3942;1298;133;5121;58;568;170;4;35;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;;;;;15;;3;1;25;6;;;;;;;;;;;;6.68;5.03;;;;;16.11;;2.6;0.77;26.16;5.03;;16;1;220;86;51;25;15;414;2;;67;28;7;9;;;;104;210;624;;16.64;0.98;210.14;76.02;44.62;22.3;13.16;383.86;2.47;;59.7;25.71;6.03;7.98;;;;101.83;197.69;581.55;;;;;;;;1;1;1;;;;;;;;;;;SYGEN
520000084;520780099;2022;5;;;5;24;0;0;24;200;0;0;200;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.3;0.3;;;;;;;;;0.3;;;1;;6;11;7;1;1;27;1;;10;;;2;;;;18;31;58;;0.75;;5.03;8.17;6.76;0.36;1;22.07;0.42;;9;;;1.7;;;;16.42;27.54;49.61;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
520000753;510000953;2022;;;;;;;;;;;;;;;;;;;;;3330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;;;;;;;;;;0.1;;;;;7;;;;;7;;;;;;;;;;;;7;;;;5.32;;;;;5.32;;;;;;;;;;;;5.32;;;;;;;;;;;;;;;;;;;;;SYGEN
520003823;750047367;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;422;;;;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;1;1;;;;;;;1;1;3;;;;;;;;;;;;;0.7;0.7;;;;;;;0.2;0.04;0.94;;;;;7;3;;;;10;1;;8;1;1;;;;;;10;20;;;;6.5;4.8;;;;11.3;1.1;;5.7;0.7;0.7;;;;;;7.5;18.8;;;;;;;;;;;;;;;;;;;;;SYGEN
520004052;510000953;2022;;;;;;;;;;;;;;;;;;;;;6794;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;0.2;;;1;;13;1;;;;15;;;;;;;;;;;;15;;1;;8.9;1;;;;10.9;;;;;;;;;;;;10.9;;;;;;;;;;;;;;;;;;;;;SYGEN
520004680;520004664;2022;6;30;;36;251;1321;0;1572;1707;5588;0;7295;;17;;17;0;2254;0;2254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;293;;;;;;;;;;;0;;0;;0;0;0;0;0;;;;;;;;;;;;;;;6;2;;3;8;;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;8;SYGEN
520004714;520004664;2022;6;46;;52;264;755;0;1019;1586;3638;0;5224;;5;;5;0;1793;0;1793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;357;;;;;;;;;;;0;;0;;0;0;0;0;0;;;;;;;;;;;;;;;3;;;3;4;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;6;SYGEN
520004847;630011831;2022;;;;;;;;;;;;;;;;;;;;;3051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;3051;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;6;;1;9;9;;;;;;;;;;;;2;;;;;5.42;;0.85;8.27;8.27;;;;;;;;;;;;;;;;;;;;;SYGEN
520780156;520000092;2022;;;;;0;0;0;0;0;0;0;0;5;5;;10;703;2;0;705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;144;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;1;;;;;;;;;;1;0.25;0.25;;;;;;;;;0.25;;;2;10;12;9;11;;;44;1;;16;;;;;;;9;26;70;;0.5;0.04;4.1;3.41;2.8;;;10.85;0.5;;3.52;;;;;;;1.11;5.13;15.98;;;;;;;;;;;;;;;;;;;;;SYGEN
520780180;520000100;2022;4;25;;29;249;857;0;1106;1514;2254;0;3768;;20;;20;1767;2075;0;3842;1266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;316;;;;;;;;;;;1;1266;0;;0;0;0;0;0;;;1;;;;;;;;;;1;;5;;;1;10;1;;;;;15;0.4;;;;;;;;;;0.4;;;1;2;23;13;9;;1;49;1;1;14;;;;;;;;16;65;;1;1.8;21;12.8;8;;0.17;44.77;1;1;14;;;;;;;;16;60.77;;;;;;;;;;;;;;;;;;;4;6;SYGEN
520780214;520000118;2022;26;;;26;1716;0;0;1716;8647;0;0;8647;5;;;5;26;0;0;26;20985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;477;;;;;;;1;19355;;;1;700;0;;0;0;0;0;0;;;2;;;;;;;;1;;3;;6;1;;;;;;;;;6;1.6;;;;;;;;1;;2.6;;;7;12;53;38;2;;;112;1;1;28;;;;;;;4;34;146;;2.51;0.03;36.1;24.4;0.01;;;63.05;1;0.5;16.1;;;;;;;2.75;20.35;83.4;;;;;;;;;;;;;;;;;;;;;SYGEN
520782939;520780032;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.45;0.45;;;;;;;;;0.45;0;;1;;6;21;7;1;0;36;;;2;1;;;;;;2;5;41;;1;;5.5;19.5;6.91;0.16;0.04;33.11;;;0.58;0.67;;;;;;0.48;1.73;34.84;;;;;;;;;;;;;;;;;;;;;SYGEN
530000017;530000025;2022;65;47;23;135;5624;1658;1160;8442;26301;7070;3859;37230;6;20;0;26;1769;1920;0;3689;449;74407;;1;40;;;40;286;;;286;15;;;15;5015;;;5015;;;;;;;3;;;3;2798;;;2798;8;;8;15251;;15251;1698;;;1698;2047;;;2047;8;174;804;6;;;20;308;1;19734;0;;1;0;0;0;0;;1;800;0;0;0;0;;;;;1;449;0;;0;0;0;0;0;0;1;68;6;15;5;26;8;7;;5;5;111;28;;;;;1;;;;;;1;41.4;3.82;11.68;4.42;11.53;4.15;4.04;;4.17;2;63.14;18.45;22;16;29;209;219;66;12;12;585;4;2;98;10;4;9;;13;1;112;249;834;16.69;12.23;28.7;188.26;206.67;66.6;7.25;7.43;533.83;4.43;0.95;85.27;9.23;4.42;6.78;;12.1;1;103.47;223.23;757.06;;;;;;;;1;1;1;1;0;1;;;;;;8;12;SYGEN
530000124;530000249;2022;;;;;;;;;;;;;;;;;;;;;;;;;62;;;62;519;;;519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;416;;;416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;3;;;;;;;;;;;;;;;;14;11;8;1;;34;3;;5;1;1;;;;;6;15;49;;;;12.77;9.36;8.25;0.74;;31.12;3.43;;5.07;0.93;0.93;;;;;4.37;13.8;44.92;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
530000132;530007202;2022;20;;;20;89;0;0;89;1839;0;0;1839;;;;;0;0;0;0;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;87;0;;30;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;13;13;;;;;;;;;13;0.3;0.3;;;;;;;0.3;;0.6;0.34;;3;1;9;33;9;1;6;62;2;;10;3;1;4;;;;30;49;111;;2.2;0.05;10.18;27.6;8.62;0.36;3.62;52.63;0.51;;6.42;1.07;0.23;0.88;;;;9.62;18.5;71.13;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
530000140;530000058;2022;27;;;27;390;0;0;390;9299;0;0;9299;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63;451;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;11;11;;;;;;;;;11;0.1;0.1;;;;;;;0.8;;0.9;0.16;;4;;35;52;13;1;3;108;2;;20;3;2;4;;;;44;73;181;;3.46;;28.99;49.82;12.2;0.7;2.8;97.97;2;;17.69;1.85;1.53;4.02;;;;42.34;67.9;165.87;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
530000165;530000066;2022;15;;;15;121;0;0;121;2728;0;0;2728;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;242;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;12;12;;;;;;;;;12;1.1;1.1;;;;;;;;;1.1;;;2;;13;21;8;2;5;51;1;;12;1;1;3;;;;47;64;115;;2;;12.54;19.25;8.19;0.41;3.02;45.41;1;;11.59;0.36;0.36;3;;;0.13;38.57;54.65;100.06;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
530000173;530000074;2022;102;20;17;139;4100;1026;854;5980;31703;4900;2628;39231;3;14;1;18;566;2087;21;2674;;53592;;0;83;;;83;516;;;516;45;;;45;8719;;;8719;4;;4;171;;171;1;;;1;10321;;;10321;3;;3;20817;;20817;1480;;;1480;2896;;;2896;24;274;1078;10;;;12;166;1;22022;0;;1;0;0;0;1;310;1;586;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;47;19;11;2;13;6;3;1;3;3;70;;5;;;;3;;;;;;8;27.76;10.92;7.79;0.58;10.1;4.19;2.7;0.45;3.59;1.7;46.3;16.36;15;15;26;242;229;72;10;12;621;5;;132;7;7;13;11;11;3;141;323;944;14.59;15.34;25.87;229.35;211.87;66.33;9.27;9.46;582.08;4.91;0.04;120.25;4.79;4.79;9.81;10.86;11.22;3;130.67;295.55;877.63;;;;;;;;1;1;1;1;0;1;0;;;;;7;28;SYGEN
530000181;530007202;2022;15;;;15;213;0;0;213;3410;0;0;3410;;;;;0;0;0;0;;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;132;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;6;6;;;;;;;;;6;0.26;0.26;;;;;;;0.2;;0.46;0.66;;1;;13;17;7;1;5;44;;;7;;;;;;;8;15;59;;1.18;;6.39;13.53;4.78;0.23;1.64;27.75;0.33;;4.34;0.15;0.15;0.59;;;;5.82;11.23;38.98;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
530000264;530000371;2022;220;32;23;275;11902;2103;1459;15464;67866;9725;6156;83747;8;14;2;24;2451;3367;465;6283;7014;136402;1;1;93;3;;96;612;79;;691;40;27;;67;2492;1505;;3997;4;;4;1;0;1;1;2;;3;2416;2929;;5345;4;5;9;22119;24791;46910;3722;1448;;5170;4024;1498;210;5732;82;545;7150;33;55;44;35;449;1;39795;0;;1;0;0;1;1;1279;0;1207;1;368;0;0;1;5777;1;309;1;85;0;;0;1;0;0;0;0;1;104;23;16;10;20;4;12;2;12;3;153;56;0;;;0;;;;;;;0;79.79;14.59;12.59;9.06;17.48;2.76;10.75;1.6;10.91;0.92;121.45;51.68;32;29;72;526;447;77;39;50;1272;7;1;259;27;16;26;36;28;5;233;622;1894;26.4;28.15;64.28;502.23;441.39;75.55;32.32;44.22;1214.54;7.47;1;250.15;23.32;14.52;24.7;34.78;25.2;4.17;236.06;606.85;1821.39;;;;;;;;1;1;1;1;1;1;;;;;;8;10;SYGEN
530000611;530002591;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;151;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;3;3;;;;;;;;;3;0.3;;;;;;;;;;0.3;;;3;;8;10;1;1;3;26;;;10;;;1;;;;23;34;60;;1.25;;7.2;11.79;0.69;0.07;2.58;23.58;;;10.63;;;0.78;;;;29.72;41.13;64.71;;;;;;;;;;;;;;;;;;;;;SYGEN
530002898;440002590;2022;;;;;;;;;;;;;;;;;;;;;9923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;8701;1;;0;;0;;;;;;;;;4;;;;;;;;;;4;;;;;;;;;;;;;1.59;;;;;;;;;;1.59;;;1;;37;11;;1;1;51;;;5;;;;;;;;5;56;;0.61;;17.71;8.56;;0.05;0.02;26.95;;;1.5;;;;;;;;1.5;28.45;;;;;;;;;;;;;;;;;;;;;SYGEN
530005628;530009042;2022;;;;;;;;;;;;;;;;;;;;;14765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;14765;;;;;;;;1;;;;;;;;;;1;;2;;;;;;;;;;2;0.07;;;;;;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYGEN
530006188;440002590;2022;;;;;;;;;;;;;;;;;;;;;957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.24;;;;;;;;;;0.24;;;;;;;;;;;;;;;;;;;;;;;;0.11;;0.11;;;;;0.22;;;0.27;;;;;;;;0.27;0.49;;;;;;;;;;;;;;;;;;;;;SYGEN
530008119;690049853;2022;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;2521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;2;;1;;;3;;;;;;;;;;1;1;4;;;;1.85;;0.87;;;2.72;;;;;;;;;;1;1;3.72;;;;;;;;1;1;0;;;;;;;;;;;SYGEN
530008671;530000371;2022;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;2268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2268;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SYGEN
530008788;440002590;2022;;;;;;;;;;;;;;;;;;;;;3968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.57;;;;;;;;;;0.57;;;;;;;;;;;;;;;;;;;;;;;;0.24;;6.4;;;;;6.64;;;0.59;;;;;;;;0.59;7.23;;;;;;;;;;;;;;;;;;;;;SYGEN
530031384;530000074;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;9;22;21;1;1;55;;;1;;;;;;;1;2;57;;1;;7.95;22.13;15.4;0.11;0.22;46.81;;;0.04;;;;;;;0.2;0.24;47.05;;;;;;;;;;;;;;;;;;;;;SYGEN
530031509;530000868;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;368;1535;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;1.09;1.09;;;;;;;;;1.09;;;1;;9;1;4;3;2;20;1;;2;1;;;;;;3;7;27;;1;;8.2;0.12;3.1;1.4;1.66;15.48;1;;2.06;0.82;;;;;;3.03;6.91;22.39;;;;;;;;;;;;;;;;;;;;;SYGEN
