BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2022;170780563;170000251;1000;;;22.96;;22.96;;;;;;;;;;;;;;;22.96
Q24;2022;170780563;170000251;2000;5.46;0.8;;;6.26;5.39;67.68;7.67;38.59;17.2;0.3;;0.8;137.63;;;;5.73;2.46;152.08
Q24;2022;170780563;170000251;2100;5.46;0.8;;;6.26;5.39;67.68;7.67;38.59;17.2;0.3;;0.8;137.63;;;;5.73;2.46;152.08
Q24;2022;170780563;170000251;9999;5.46;0.8;22.96;;29.22;5.39;67.68;7.67;38.59;17.2;0.3;;0.8;137.63;;;;5.73;2.46;175.04
Q24;2022;170780621;170000285;1000;2.09;1.2;14.9;;18.19;;;;;;;;;;;;;;4.02;22.21
Q24;2022;170780621;170000285;2000;;;;;;1.85;32.86;1.42;19.21;18.75;0.32;;0.89;75.3;;0.75;0.75;7.66;;83.71
Q24;2022;170780621;170000285;2100;;;;;;1.85;22.21;1.42;9.72;12.37;;;0.39;47.96;;;;7.66;;55.62
Q24;2022;170780621;170000285;2400;;;;;;;10.65;;9.49;6.38;0.32;;;26.84;;0.75;0.75;;;27.59
Q24;2022;170780621;170000285;2500;;;;;;;;;;;;;0.5;0.5;;;;;;0.5
Q24;2022;170780621;170000285;9999;2.09;1.2;14.9;;18.19;1.85;32.86;1.42;19.21;18.75;0.32;;0.89;75.3;;0.75;0.75;7.66;4.02;105.92
Q24;2022;170780647;170000301;1000;;1;10.53;;11.53;;;;;6.56;;;;6.56;;;;1.05;1.52;20.66
Q24;2022;170780647;170000301;2000;;;;;;1;11.56;14.43;10.66;4.93;;;;42.58;;;;;;42.58
Q24;2022;170780647;170000301;2100;;;;;;1;11.56;14.43;10.66;4.93;;;;42.58;;;;;;42.58
Q24;2022;170780647;170000301;9999;;1;10.53;;11.53;1;11.56;14.43;10.66;11.49;;;;49.14;;;;1.05;1.52;63.24
Q24;2022;170780662;170024053;1000;7.3;;28.21;;35.51;;;;;44.85;;;;44.85;;0.07;0.07;;4.94;85.37
Q24;2022;170780662;170024053;2000;;;;;;3.89;112.31;3.77;16.92;10.41;0.57;;8.57;156.44;;;;6.24;3.65;166.33
Q24;2022;170780662;170024053;2100;;;;;;3.89;112.31;3.77;16.92;10.41;0.49;;0.95;148.74;;;;6.24;3.65;158.63
Q24;2022;170780662;170024053;2400;;;;;;;;;;;0.08;;7.62;7.7;;;;;;7.7
Q24;2022;170780662;170024053;9999;7.3;;28.21;;35.51;3.89;112.31;3.77;16.92;55.26;0.57;;8.57;201.29;;0.07;0.07;6.24;8.59;251.7
Q24;2022;170780803;170017321;2000;1.74;;2.02;;3.76;1.27;15.33;3;16.53;0.07;1;;11.54;48.74;4.34;0.44;4.78;0.97;3.65;61.9
Q24;2022;170780803;170017321;2400;1.74;;2.02;;3.76;1.27;15.33;3;16.53;0.07;1;;11.54;48.74;4.34;0.44;4.78;0.97;3.65;61.9
Q24;2022;170780803;170017321;9999;1.74;;2.02;;3.76;1.27;15.33;3;16.53;0.07;1;;11.54;48.74;4.34;0.44;4.78;0.97;3.65;61.9
Q24;2022;170781199;170000400;2000;1;;3;;4;1;6.5;;;6;3;;1;17.5;;0.7;0.7;;1;23.2
Q24;2022;170781199;170000400;2400;1;;3;;4;1;6.5;;;6;3;;1;17.5;;0.7;0.7;;1;23.2
Q24;2022;170781199;170000400;9999;1;;3;;4;1;6.5;;;6;3;;1;17.5;;0.7;0.7;;1;23.2
Q24;2022;170782981;170024194;1000;0.7;;12.32;;13.02;2.64;11.13;1;18.35;20.93;0.44;;0.24;54.73;3.19;1.44;4.63;0.99;16.48;89.85
Q24;2022;170782981;170024194;2000;;;28.97;;28.97;28.99;327.16;2;59.68;64.98;25.12;;15.1;523.03;15.92;11.48;27.4;;;579.4
Q24;2022;170782981;170024194;2200;;;28.97;;28.97;28.99;327.16;2;59.68;64.98;25.12;;15.1;523.03;15.92;11.48;27.4;;;579.4
Q24;2022;170782981;170024194;9999;0.7;;41.29;;41.99;31.63;338.29;3;78.03;85.91;25.56;;15.34;577.76;19.11;12.92;32.03;0.99;16.48;669.25
Q24;2022;170783138;170000723;2000;;;11.6;;11.6;;;;;;;;;;;;;18.75;0.6;30.95
Q24;2022;170783138;170000723;2100;;;11.6;;11.6;;;;;;;;;;;;;18.75;0.6;30.95
Q24;2022;170783138;170000723;9999;;;11.6;;11.6;;;;;;;;;;;;;18.75;0.6;30.95
Q24;2022;170783146;170780050;1000;;;1.92;;1.92;;1.04;;;0.66;1.12;;1.41;4.23;;;;;;6.15
Q24;2022;170783146;170780050;2000;;;19.26;;19.26;3.69;81.16;;2.46;21.44;26.9;;18.69;154.34;13.98;0.66;14.64;0.7;2;190.94
Q24;2022;170783146;170780050;2200;;;19.26;;19.26;3.69;81.16;;2.46;21.44;26.9;;18.69;154.34;13.98;0.66;14.64;0.7;2;190.94
Q24;2022;170783146;170780050;9999;;;21.18;;21.18;3.69;82.2;;2.46;22.1;28.02;;20.1;158.57;13.98;0.66;14.64;0.7;2;197.09
Q24;2022;170784086;330785072;2000;2;;2;;4;;8;;2;1.5;2;;;13.5;8;0.5;8.5;;3;29
Q24;2022;170784086;330785072;2200;2;;2;;4;;8;;2;1.5;2;;;13.5;8;0.5;8.5;;3;29
Q24;2022;170784086;330785072;9999;2;;2;;4;;8;;2;1.5;2;;;13.5;8;0.5;8.5;;3;29
Q24;2022;170784110;170024194;1000;0.33;;2.96;;3.29;2;13.99;;4.44;2.29;0.5;;1.27;24.49;0.8;1.4;2.2;1.56;4.13;35.67
Q24;2022;170784110;170024194;2000;;;2;;2;2.61;18.88;;75.38;29.81;1.45;;9.21;137.34;;1.25;1.25;0.65;0.74;141.98
Q24;2022;170784110;170024194;2400;;;1.65;;1.65;2.61;14.47;;31.49;12.24;1.45;;9.21;71.47;;1.25;1.25;0.65;0.74;75.76
Q24;2022;170784110;170024194;2500;;;0.35;;0.35;;4.41;;43.89;17.57;;;;65.87;;;;;;66.22
Q24;2022;170784110;170024194;9999;0.33;;4.96;;5.29;4.61;32.87;;79.82;32.1;1.95;;10.48;161.83;0.8;2.65;3.45;2.21;4.87;177.65
Q24;2022;170785059;170000988;2000;0.54;;0.43;;0.97;;0.34;;;5.12;;;;5.46;;0.1;0.1;0.38;;6.91
Q24;2022;170785059;170000988;2100;0.54;;0.43;;0.97;;0.34;;;5.12;;;;5.46;;0.1;0.1;0.38;;6.91
Q24;2022;170785059;170000988;9999;0.54;;0.43;;0.97;;0.34;;;5.12;;;;5.46;;0.1;0.1;0.38;;6.91
Q24;2022;170792212;170000988;2000;0.54;;0.68;;1.22;;;;;2.35;;;;2.35;;0.1;0.1;0.38;;4.05
Q24;2022;170792212;170000988;2100;0.54;;0.68;;1.22;;;;;2.35;;;;2.35;;0.1;0.1;0.38;;4.05
Q24;2022;170792212;170000988;9999;0.54;;0.68;;1.22;;;;;2.35;;;;2.35;;0.1;0.1;0.38;;4.05
Q24;2022;170792220;170780175;2000;0.1;;2.1;;2.2;1.9;8.98;;17.59;14.51;1.92;;8.7;53.6;;0.69;0.69;;0.58;57.07
Q24;2022;170792220;170780175;2400;;;1.6;;1.6;0.86;1.92;;;;1.92;;8.7;13.4;;0.69;0.69;;;15.69
Q24;2022;170792220;170780175;2500;0.1;;0.5;;0.6;1.04;7.06;;17.59;14.51;;;;40.2;;;;;0.58;41.38
Q24;2022;170792220;170780175;9999;0.1;;2.1;;2.2;1.9;8.98;;17.59;14.51;1.92;;8.7;53.6;;0.69;0.69;;0.58;57.07
Q24;2022;170794929;170000988;2000;0.54;;0.68;;1.22;;0.45;;;3.29;;;;3.74;;0.1;0.1;0.38;;5.44
Q24;2022;170794929;170000988;2100;0.54;;0.68;;1.22;;0.45;;;3.29;;;;3.74;;0.1;0.1;0.38;;5.44
Q24;2022;170794929;170000988;9999;0.54;;0.68;;1.22;;0.45;;;3.29;;;;3.74;;0.1;0.1;0.38;;5.44
Q24;2022;170795165;170000988;2000;0.54;;0.68;;1.22;;0.55;;;1.92;;;;2.47;;0.1;0.1;0.38;;4.17
Q24;2022;170795165;170000988;2100;0.54;;0.68;;1.22;;0.55;;;1.92;;;;2.47;;0.1;0.1;0.38;;4.17
Q24;2022;170795165;170000988;9999;0.54;;0.68;;1.22;;0.55;;;1.92;;;;2.47;;0.1;0.1;0.38;;4.17
Q24;2022;170802656;170000988;2000;0.54;;0.43;;0.97;;;;;1.69;;;;1.69;;0.1;0.1;0.38;;3.14
Q24;2022;170802656;170000988;2100;0.54;;0.43;;0.97;;;;;1.69;;;;1.69;;0.1;0.1;0.38;;3.14
Q24;2022;170802656;170000988;9999;0.54;;0.43;;0.97;;;;;1.69;;;;1.69;;0.1;0.1;0.38;;3.14
Q24;2022;170802789;170780191;2000;;;1.26;;1.26;0.86;7.43;;27.55;12.72;0.4;;0.93;49.89;1.02;;1.02;0.25;2.75;55.17
Q24;2022;170802789;170780191;2500;;;1.26;;1.26;0.86;7.43;;27.55;12.72;0.4;;0.93;49.89;1.02;;1.02;0.25;2.75;55.17
Q24;2022;170802789;170780191;9999;;;1.26;;1.26;0.86;7.43;;27.55;12.72;0.4;;0.93;49.89;1.02;;1.02;0.25;2.75;55.17
Q24;2022;170803431;920030269;2000;1.86;;8.18;;10.04;0.99;17.79;;7.52;9.19;1.15;;9.8;46.44;;0.49;0.49;0.48;10.97;68.42
Q24;2022;170803431;920030269;2400;1.86;;8.18;;10.04;0.99;17.79;;7.52;9.19;1.15;;9.8;46.44;;0.49;0.49;0.48;10.97;68.42
Q24;2022;170803431;920030269;9999;1.86;;8.18;;10.04;0.99;17.79;;7.52;9.19;1.15;;9.8;46.44;;0.49;0.49;0.48;10.97;68.42
Q24;2022;170804090;170000988;2000;0.54;;0.43;;0.97;;0.07;;;0.92;;;;0.99;;0.1;0.1;0.38;;2.44
Q24;2022;170804090;170000988;2100;0.54;;0.43;;0.97;;0.07;;;0.92;;;;0.99;;0.1;0.1;0.38;;2.44
Q24;2022;170804090;170000988;9999;0.54;;0.43;;0.97;;0.07;;;0.92;;;;0.99;;0.1;0.1;0.38;;2.44
Q24;2022;180000010;180000028;1000;5.6;0.47;94.05;;100.12;10.96;42.51;0.76;63.26;94.27;1.65;1.07;4.98;219.46;3.91;4.12;8.03;23.95;160.34;511.9
Q24;2022;180000010;180000028;2000;0.34;;78.07;;78.41;14.52;390.57;49.68;351.76;24.61;7.06;22.3;17.66;878.16;5.65;2.52;8.17;61.78;18.71;1045.23
Q24;2022;180000010;180000028;2100;0.34;;77.16;;77.5;14.11;371.75;49.68;327.87;24.61;5.66;22.3;16.8;832.78;4.6;1.84;6.44;61.78;18.71;997.21
Q24;2022;180000010;180000028;2300;;;0.91;;0.91;0.41;10.11;;9.78;;;;;20.3;1;0.26;1.26;;;22.47
Q24;2022;180000010;180000028;2400;;;;;;;8.71;;14.11;;1.4;;0.86;25.08;0.05;0.42;0.47;;;25.55
Q24;2022;180000010;180000028;9999;5.94;0.47;172.12;;178.53;25.48;433.08;50.44;415.02;118.88;8.71;23.37;22.64;1097.62;9.56;6.64;16.2;85.73;179.05;1557.13
Q24;2022;180000176;180001158;1000;5;;79.47;;84.47;5.11;26.76;;57.17;24.2;0.54;;2;115.78;4.23;1.2;5.43;12.7;155.6;373.98
Q24;2022;180000176;180001158;2000;;;28.69;;28.69;19.8;283.46;;133.83;171.43;43.61;;11.05;663.18;35.53;11.36;46.89;0.5;0.78;740.04
Q24;2022;180000176;180001158;2200;;;28.49;;28.49;19.51;276.32;;114.13;163.11;43.61;;9.88;626.56;35.33;11.36;46.69;;0.78;702.52
Q24;2022;180000176;180001158;2500;;;0.2;;0.2;0.29;7.14;;19.7;8.32;;;1.17;36.62;0.2;;0.2;0.5;;37.52
Q24;2022;180000176;180001158;9999;5;;108.16;;113.16;24.91;310.22;;191;195.63;44.15;;13.05;778.96;39.76;12.56;52.32;13.2;156.38;1114.02
Q24;2022;180000200;180000051;1000;1.4;0.62;35.33;;37.35;1.16;6.35;0.27;13.95;8.46;2.7;0.14;1.95;34.98;0.56;2.57;3.13;0.55;57.2;133.21
Q24;2022;180000200;180000051;2000;0.11;;25.58;;25.69;6.88;99.43;8.84;125.58;51.94;0.71;10.35;0.48;304.21;0.17;0.03;0.2;26.9;7.51;364.51
Q24;2022;180000200;180000051;2100;;;24.97;;24.97;6.18;95.2;8.84;104.65;36.84;0.51;10.35;0.28;262.85;;0.03;0.03;26.63;7.51;321.99
Q24;2022;180000200;180000051;2500;0.11;;0.61;;0.72;0.7;4.23;;20.93;15.1;0.2;;0.2;41.36;0.17;;0.17;0.27;;42.52
Q24;2022;180000200;180000051;9999;1.51;0.62;60.91;;63.04;8.04;105.78;9.11;139.53;60.4;3.41;10.49;2.43;339.19;0.73;2.6;3.33;27.45;64.71;497.72
Q24;2022;180000283;180000069;1000;1.17;1;34.32;;36.49;1.2;8.51;0;13.45;13.22;0;0;0;36.38;2;2.36;4.36;12.86;74.85;164.94
Q24;2022;180000283;180000069;2000;0;0;8.92;;8.92;2.79;41.44;5.98;63.69;19.03;1.28;7.77;2.65;144.63;0.19;0.5;0.69;0;3;157.24
Q24;2022;180000283;180000069;2100;0;0;8.79;;8.79;2.69;40.04;5.98;61.31;18.71;1.28;7.77;2.15;139.93;0.19;0.5;0.69;0;3;152.41
Q24;2022;180000283;180000069;2400;0;0;0.13;;0.13;0.1;1.4;0;2.38;0.32;0;0;0.5;4.7;0;0;0;0;0;4.83
Q24;2022;180000283;180000069;9999;1.17;1;43.24;;45.41;3.99;49.95;5.98;77.14;32.25;1.28;7.77;2.65;181.01;2.19;2.86;5.05;12.86;77.85;322.18
Q24;2022;180000333;180000093;1000;;;9.62;;9.62;;;;;;;;;;;;;;18.02;27.64
Q24;2022;180000333;180000093;2000;;;0.1;;0.1;1.75;5.98;;23.91;9.65;0.23;;1.16;42.68;1.46;;1.46;0.29;0.06;44.59
Q24;2022;180000333;180000093;2400;;;0.1;;0.1;1.3;4.76;;12.27;6.61;0.09;;1.03;26.06;0.23;;0.23;0.2;;26.59
Q24;2022;180000333;180000093;2500;;;;;;0.45;1.22;;11.64;3.04;0.14;;0.13;16.62;1.23;;1.23;0.09;0.06;18
Q24;2022;180000333;180000093;9999;;;9.72;;9.72;1.75;5.98;;23.91;9.65;0.23;;1.16;42.68;1.46;;1.46;0.29;18.08;72.23
Q24;2022;180000358;180000739;1000;2;;8.33;;10.33;;;;;;;;;;;;;1;;11.33
Q24;2022;180000358;180000739;2000;;;;;;2;12.08;2.59;11.68;10.08;;;;38.43;;;;3.65;2.2;44.28
Q24;2022;180000358;180000739;2100;;;;;;2;12.08;2.59;11.68;10.08;;;;38.43;;;;3.65;2.2;44.28
Q24;2022;180000358;180000739;9999;2;;8.33;;10.33;2;12.08;2.59;11.68;10.08;;;;38.43;;;;4.65;2.2;55.61
Q24;2022;180000382;180008518;2000;;;2.4;;2.4;1;13;;8;4.9;0.41;;;27.31;1;;1;;1;31.71
Q24;2022;180000382;180008518;2200;;;2.4;;2.4;1;13;;8;4.9;0.41;;;27.31;1;;1;;1;31.71
Q24;2022;180000382;180008518;9999;;;2.4;;2.4;1;13;;8;4.9;0.41;;;27.31;1;;1;;1;31.71
Q24;2022;180000598;180000887;2000;;;1;1;2;1;10.19;;13.42;14.79;0.55;;1.75;41.7;;;;;;43.7
Q24;2022;180000598;180000887;2400;;;1;1;2;1;10.19;;13.42;14.79;0.55;;1.75;41.7;;;;;;43.7
Q24;2022;180000598;180000887;9999;;;1;1;2;1;10.19;;13.42;14.79;0.55;;1.75;41.7;;;;;;43.7
Q24;2022;180003287;180000028;2000;0.09;;2.16;;2.25;0.32;22.8;;57.43;7.22;0.87;;4.23;92.87;2.2;1.04;3.24;0.26;0.25;98.87
Q24;2022;180003287;180000028;2400;;;1.26;;1.26;;15.61;;27.02;1;0.46;;2.18;46.27;1;1.04;2.04;;;49.57
Q24;2022;180003287;180000028;2500;0.09;;0.9;;0.99;0.32;7.19;;30.41;6.22;0.41;;2.05;46.6;1.2;;1.2;0.26;0.25;49.3
Q24;2022;180003287;180000028;9999;0.09;;2.16;;2.25;0.32;22.8;;57.43;7.22;0.87;;4.23;92.87;2.2;1.04;3.24;0.26;0.25;98.87
Q24;2022;180003345;180000051;1000;;;;;;;0.22;;1.08;0;0.47;;0.11;1.88;;;;;;1.88
Q24;2022;180003345;180000051;2000;;;3.44;;3.44;2.92;25.69;;60.42;9.22;0.7;;9.53;108.48;;;;;1.7;113.62
Q24;2022;180003345;180000051;2100;;;;;;0.1;0.11;;0.12;1.01;;;9.53;10.87;;;;;1.6;12.47
Q24;2022;180003345;180000051;2400;;;3.44;;3.44;2.82;25.58;;60.3;8.21;0.7;;;97.61;;;;;0.1;101.15
Q24;2022;180003345;180000051;9999;;;3.44;;3.44;2.92;25.91;;61.5;9.22;1.17;;9.64;110.36;;;;;1.7;115.5
Q24;2022;180003386;180000069;2000;;;1.22;;1.22;1;9.87;;37.43;12.73;0.67;;3.47;65.17;0.38;;0.38;;0.18;66.95
Q24;2022;180003386;180000069;2400;;;1.14;;1.14;1;6.8;;20.33;8.11;0.53;;3.44;40.21;0.09;;0.09;;0.05;41.49
Q24;2022;180003386;180000069;2500;;;0.08;;0.08;;3.07;;17.1;4.62;0.14;;0.03;24.96;0.29;;0.29;;0.13;25.46
Q24;2022;180003386;180000069;9999;;;1.22;;1.22;1;9.87;;37.43;12.73;0.67;;3.47;65.17;0.38;;0.38;;0.18;66.95
Q24;2022;180004145;180000887;1000;1;1;40.1;;42.1;;;;;;;;;;;;;;8.66;50.76
Q24;2022;180004145;180000887;2000;;;;;;8.48;78.21;33.51;67.53;64.81;1;11.07;2.75;267.36;;;;15.16;;282.52
Q24;2022;180004145;180000887;2100;;;;;;8.48;78.21;33.51;67.53;64.81;1;11.07;2.75;267.36;;;;15.16;;282.52
Q24;2022;180004145;180000887;9999;1;1;40.1;;42.1;8.48;78.21;33.51;67.53;64.81;1;11.07;2.75;267.36;;;;15.16;8.66;333.28
Q24;2022;180004533;580780971;1000;;;;;;;;;0.06;;;;;0.06;;;;;0.6;0.66
Q24;2022;180004533;580780971;2000;;;;;;;4;;0.8;2;;;;6.8;1;;1;1;;8.8
Q24;2022;180004533;580780971;2200;;;;;;;4;;0.8;2;;;;6.8;1;;1;1;;8.8
Q24;2022;180004533;580780971;9999;;;;;;;4;;0.86;2;;;;6.86;1;;1;1;0.6;9.46
Q24;2022;180005662;370001067;2000;;;;;;;5.16;;;;;;;5.16;;;;;0.36;5.52
Q24;2022;180005662;370001067;2100;;;;;;;5.16;;;;;;;5.16;;;;;0.36;5.52
Q24;2022;180005662;370001067;9999;;;;;;;5.16;;;;;;;5.16;;;;;0.36;5.52
Q24;2022;180005811;370001067;2000;;;;;;;1.62;;;;;;;1.62;;;;;0.12;1.74
Q24;2022;180005811;370001067;2100;;;;;;;1.62;;;;;;;1.62;;;;;0.12;1.74
Q24;2022;180005811;370001067;9999;;;;;;;1.62;;;;;;;1.62;;;;;0.12;1.74
Q24;2022;180005829;370001067;2000;;;1.83;;1.83;1;13.95;;;;;;0.05;15;;;;;0.79;17.62
Q24;2022;180005829;370001067;2100;;;1.83;;1.83;1;13.95;;;;;;0.05;15;;;;;0.79;17.62
Q24;2022;180005829;370001067;9999;;;1.83;;1.83;1;13.95;;;;;;0.05;15;;;;;0.79;17.62
Q24;2022;180006397;370001067;2000;;;;;;;2.93;;;;;;;2.93;;;;;0.18;3.11
Q24;2022;180006397;370001067;2100;;;;;;;2.93;;;;;;;2.93;;;;;0.18;3.11
Q24;2022;180006397;370001067;9999;;;;;;;2.93;;;;;;;2.93;;;;;0.18;3.11
Q24;2022;180007825;180001158;1000;;;0.01;;0.01;;0.06;;1.16;0.06;;;;1.28;;;;;;1.29
Q24;2022;180007825;180001158;2000;;;0.35;;0.35;0.22;8.01;;24.84;13.31;;;;46.38;0.57;;0.57;0.5;;47.8
Q24;2022;180007825;180001158;2500;;;0.35;;0.35;0.22;8.01;;24.84;13.31;;;;46.38;0.57;;0.57;0.5;;47.8
Q24;2022;180007825;180001158;9999;;;0.36;;0.36;0.22;8.07;;26;13.37;;;;47.66;0.57;;0.57;0.5;;49.09
Q24;2022;180008278;750056335;2000;1.83;;2.1;;3.93;0.48;11.83;;9.96;;0.5;;;22.77;;0.4;0.4;0.68;;27.78
Q24;2022;180008278;750056335;2300;1.83;;2.1;;3.93;0.48;11.83;;9.96;;0.5;;;22.77;;0.4;0.4;0.68;;27.78
Q24;2022;180008278;750056335;9999;1.83;;2.1;;3.93;0.48;11.83;;9.96;;0.5;;;22.77;;0.4;0.4;0.68;;27.78
Q24;2022;180009490;180006496;2000;1;;15.5;;16.5;;;;;1.5;;;;1.5;;;;25.8;1;44.8
Q24;2022;180009490;180006496;2100;1;;15.5;;16.5;;;;;1.5;;;;1.5;;;;25.8;1;44.8
Q24;2022;180009490;180006496;9999;1;;15.5;;16.5;;;;;1.5;;;;1.5;;;;25.8;1;44.8
Q24;2022;190000018;190000042;1000;8.3;1;106.75;;116.05;8.05;13.79;0.58;17.03;109.5;;0.17;7.51;156.63;0.88;1.1;1.98;2.1;174.07;450.83
Q24;2022;190000018;190000042;2000;0.1;;143.65;;143.75;22.5;470.88;44.59;385.91;32.7;11.38;30.18;31.99;1030.13;5.17;10.05;15.22;99.63;19.19;1307.92
Q24;2022;190000018;190000042;2100;;;140.03;;140.03;20.76;433.64;44.59;328.03;24.17;9.61;30.18;10.27;901.25;2.52;8.23;10.75;99.4;17.44;1168.87
Q24;2022;190000018;190000042;2400;;;3.17;;3.17;1.54;30.54;;42.51;5.69;1.64;;21.32;103.24;2.65;1.72;4.37;0.11;1.75;112.64
Q24;2022;190000018;190000042;2500;0.1;;0.45;;0.55;0.2;6.7;;15.37;2.84;0.13;;0.4;25.64;;0.1;0.1;0.12;;26.41
Q24;2022;190000018;190000042;9999;8.4;1;250.4;;259.8;30.55;484.67;45.17;402.94;142.2;11.38;30.35;39.5;1186.76;6.05;11.15;17.2;101.73;193.26;1758.75
Q24;2022;190000026;190000059;1000;5;;50.82;;55.82;5.6;13.86;1.07;36.61;32.62;1.22;;;90.98;0.66;7.27;7.93;0.92;125.16;280.81
Q24;2022;190000026;190000059;2000;;;73.12;;73.12;7.41;217.14;34.59;178.77;39.88;6.39;17.91;14.38;516.47;0.34;1.71;2.05;45.31;9.42;646.37
Q24;2022;190000026;190000059;2100;;;68.16;;68.16;5.46;147.84;34.59;157.23;26.1;1.07;17.91;2.59;392.79;0.34;1.71;2.05;45.31;9.42;517.73
Q24;2022;190000026;190000059;2200;;;2.48;;2.48;1.17;46.2;;;13.78;4.79;;11.79;77.73;;;;;;80.21
Q24;2022;190000026;190000059;2300;;;2.48;;2.48;0.78;23.1;;21.54;;0.53;;;45.95;;;;;;48.43
Q24;2022;190000026;190000059;9999;5;;123.94;;128.94;13.01;231;35.66;215.38;72.5;7.61;17.91;14.38;607.45;1;8.98;9.98;46.23;134.58;927.18
Q24;2022;190000034;190000067;1000;0.2;;8.35;;8.55;;0.25;;;;;;;0.25;;;;1.66;16.84;27.3
Q24;2022;190000034;190000067;2000;;;;;;1.4;18.79;;25.53;11.89;0.14;;2.01;59.76;;0.54;0.54;0.1;;60.4
Q24;2022;190000034;190000067;2100;;;;;;0.5;6.97;;6.28;2.52;0.03;;0.06;16.36;;0.22;0.22;;;16.58
Q24;2022;190000034;190000067;2400;;;;;;0.5;3.87;;6.12;1.03;0.03;;0.84;12.39;;0.22;0.22;;;12.61
Q24;2022;190000034;190000067;2500;;;;;;0.4;7.95;;13.13;8.34;0.08;;1.11;31.01;;0.1;0.1;0.1;;31.21
Q24;2022;190000034;190000067;9999;0.2;;8.35;;8.55;1.4;19.04;;25.53;11.89;0.14;;2.01;60.01;;0.54;0.54;1.76;16.84;87.7
Q24;2022;190000091;190000075;1000;1;1;63.45;;65.45;0.92;9.09;0.3;6.68;15.06;;0.72;1.66;34.43;;2.2;2.2;0.7;41.64;144.42
Q24;2022;190000091;190000075;2000;;;;;;5.66;104.5;14.53;126.92;38.73;1.2;8.24;3.7;303.48;3;0.8;3.8;18.23;2.66;328.17
Q24;2022;190000091;190000075;2100;;;;;;4.08;86.33;14.53;88.17;27.97;1.08;8.24;2.9;233.3;1;0.8;1.8;18.03;2.22;255.35
Q24;2022;190000091;190000075;2400;;;;;;0.99;12.49;;17.37;6.99;;;0.21;38.05;1;;1;0;0;39.05
Q24;2022;190000091;190000075;2500;;;;;;0.59;5.68;;21.38;3.77;0.12;;0.59;32.13;1;;1;0.2;0.44;33.77
Q24;2022;190000091;190000075;9999;1;1;63.45;;65.45;6.58;113.59;14.83;133.6;53.79;1.2;8.96;5.36;337.91;3;3;6;18.93;44.3;472.59
Q24;2022;190000117;190000117;1000;3;1;29.31;;33.31;;;;;;;;;;;;;2;60.28;95.59
Q24;2022;190000117;190000117;2000;;;;;;13.92;143.24;;115.2;48.76;11.39;;3.9;336.41;14.95;5.51;20.46;;;356.87
Q24;2022;190000117;190000117;2200;;;;;;13.92;143.24;;115.2;48.76;11.39;;3.9;336.41;14.95;5.51;20.46;;;356.87
Q24;2022;190000117;190000117;9999;3;1;29.31;;33.31;13.92;143.24;;115.2;48.76;11.39;;3.9;336.41;14.95;5.51;20.46;2;60.28;452.46
Q24;2022;190000224;190000901;1000;2;;28.59;;30.59;;;;;;;;;;;;;;7.68;38.27
Q24;2022;190000224;190000901;2000;;;;;;7;83.5;12.28;50.7;24.5;1.06;;0.54;179.58;;0.72;0.72;5.9;;186.2
Q24;2022;190000224;190000901;2100;;;;;;7;83.5;12.28;50.7;24.5;1.06;;0.54;179.58;;0.72;0.72;5.9;;186.2
Q24;2022;190000224;190000901;9999;2;;28.59;;30.59;7;83.5;12.28;50.7;24.5;1.06;;0.54;179.58;;0.72;0.72;5.9;7.68;224.47
Q24;2022;190000257;190001131;1000;2.74;;4.54;;7.28;;;;;;;;;;;;;;0.57;7.85
Q24;2022;190000257;190001131;2000;;;;;;1;9.99;;8.23;;0.76;;4.17;24.15;2.08;0.4;2.48;0.29;;26.92
Q24;2022;190000257;190001131;2400;;;;;;1;9.99;;8.23;;0.76;;4.17;24.15;2.08;0.4;2.48;0.29;;26.92
Q24;2022;190000257;190001131;9999;2.74;;4.54;;7.28;1;9.99;;8.23;;0.76;;4.17;24.15;2.08;0.4;2.48;0.29;0.57;34.77
Q24;2022;190002493;190000059;2000;;;1.31;;1.31;;19.01;;39.99;21.22;;;1;81.22;0.18;0.21;0.39;0.5;1;84.42
Q24;2022;190002493;190000059;2400;;;0.81;;0.81;;8.06;;12.8;4.24;;;;25.1;;;;;1;26.91
Q24;2022;190002493;190000059;2500;;;0.5;;0.5;;10.95;;27.19;16.98;;;1;56.12;0.18;0.21;0.39;0.5;;57.51
Q24;2022;190002493;190000059;9999;;;1.31;;1.31;;19.01;;39.99;21.22;;;1;81.22;0.18;0.21;0.39;0.5;1;84.42
Q24;2022;190005140;190002485;1000;0.18;;1.43;;1.61;;;;0.78;0.08;;;;0.86;;;;;10.91;13.38
Q24;2022;190005140;190002485;2000;;;;;;1;6.58;;12.04;7.3;1;;0.31;28.23;;;;0.43;;28.66
Q24;2022;190005140;190002485;2500;;;;;;1;6.58;;12.04;7.3;1;;0.31;28.23;;;;0.43;;28.66
Q24;2022;190005140;190002485;9999;0.18;;1.43;;1.61;1;6.58;;12.82;7.38;1;;0.31;29.09;;;;0.43;10.91;42.04
Q24;2022;190005165;190002519;2000;;;;;;1.23;11.94;;24.44;24.55;0.3;;1.23;63.69;;;;3;;66.69
