NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;NB_RADIO;ACT_RADIO;NB_VASC;ACT_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;EFF_INT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
IDF-08;11108;93/95;589;106;122;817;27111;5338;11322;43771;172082;23017;40995;236094;51;37;25;113;6967;5419;2110;14496;114;10;;124;102;10;;112;685;54;;739;42;54;;96;6288;6148;;12436;3;0;3;1719;0;1719;2735;5908;;8612;3261;6099;;9315;184;1478;60729;11359;43;220;70;73285;20;94;4827;72;;;4;41397;3;19312;1;;;;1;1675;;;8;94306;1;1330;3;12;3;3;3;2;2;7;0;1;0;25;8;2;2;1;0;39;6;0;11058;4555;553;43;5289;50;839;112;184;220;155;50;50;50;480;70;71;59;142;57;61;1;10;18;712;;;;;;;;;;;;396.25;41.67;60.52;53.08;110.15;43.07;53.66;0.1;31.6;11.65;603.41;310;214.61;117;88;123;1050;1165;444;197;170;3354;17;;571;108;51;42;106;74;22;506;1446;4800;105.17;76.8;113.75;1000.52;1072.56;400.84;144.42;131.33;3045.39;15.99;;529.64;97.85;46.59;34.97;98.88;67.71;22.17;484.33;1351.54;4396.93;4;;3;;1
IDF-09;11109;93 EST;738;147;168;1053;33606;6678;13742;54026;210302;32834;49694;292830;61;33;3;97;5443;10451;742;16636;95;18;;113;74;8;;82;833;85;;918;65;35;;100;5902;6079;;11981;0;0;0;;;;3122;3040;;6110;3786;3151;;6870;144;694;29031;9365;33;41;27;15385;20;294;5482;181;;;5;68418;6;23476;2;2860;;;1;;;;11;112870;3;4698;7;18;1;4;2;4;0;9;0;0;0;35;3;3;5;3;1;37;22;4;15962;5491;3063;160;8663;126;702;0;117;94;1153;66.7;0;0;644;149;25;90;203;64;71;6;48;24;996;13;;;;3;;;;;;16;427.88;81.27;15.71;67.33;135.71;42.44;51.42;1.37;34.06;18.87;669.31;204;317.29;134;85;127;1334;1220;374;148;126;3548;11;3;755;111;46;47;144;73;10;500;1654;5202;121.7;81.11;114.39;1226.52;1121.81;351.23;92.58;96.99;3206.33;13;3.25;706.07;89.22;42.09;45.69;130.83;70.98;11.13;467.79;1537.96;4744.29;4;;4;;
IDF-10;11210;94 NORD;24;;48;72;535;0;4733;5268;6772;0;14359;21131;2;;2;4;218;0;525;743;438;7;;445;326;;;326;4587;0;;4587;228;45;;273;33597;6663;;40260;1;;1;94;0;94;13559;4713;;18219;16928;4890;;21751;249;2071;63764;37790;139;43;12;13228;;;;;;;;;;;;;;;;;;;3;7156;;;1;1;;1;1;;;1;;1;;4;1;;1;;;4;;;267;2779;0;0;225;8;72;352;249;43;0;0;0;0;105;23;;9;21;12;147;1;15;8;297;;;;;;;;;;;;82.27;18.31;;6.3;14.07;11.11;131.7;0.4;14.78;6.7;249.92;;36.76;52;73;24;694;509;343;159;216;2070;12;1;320;158;80;18;4;5;3;273;794;2864;47.59;72.28;21.21;678.23;487.38;330.81;128.03;191.95;1957.48;12.06;1;312.18;139.63;69.8;16.79;3.46;6.01;3;268.83;762.96;2720.44;3;;1;1;1
IDF-11;11111;94 EST;533;134;134;801;26746;8436;10161;45343;153865;29760;41980;225605;78;50;4;132;10367;11564;748;22679;22;;;22;12;;;12;240;;;240;10;51;;61;2015;6811;;8826;0;;0;0;;0;2219;4053;;6272;2393;4120;;6513;72;553;16529;0;;46;14;16790;;;;;;;4;39038;4;27556;;;;;;;;;8;124993;2;3164;5;20;2;2;2;1;0;3;0;0;0;26;4;0;3;2;0;33;18;0;20076;5379;786;29;9034;57;870;30;60;46;46;50;50;50;366;43;42;54;153;33;27;3;20;33;602;0;0;0;0;0;;0;;0;0;0;281.56;35.76;20.98;48.83;107.93;25.17;29.02;3.08;20.65;28.8;471.04;259;181.72;99;65;145;937;963;202;63;86;2560;11;1;537;62;29;35;120;83;6;451;1306;3866;98.08;63.11;146.03;920.97;947.09;198.79;60.35;76.86;2511.28;12.03;1.5;525.76;58.91;28.78;33.46;118.05;83.41;6.77;389.29;1229.18;3740.46;3;;2;;1
IDF-12;11212;PSY SUD PARIS;4;;;4;15;0;0;15;247;0;0;247;7;;;7;825;0;0;825;590;95;34;719;469;81;34;584;3763;1578;254;5595;215;95;45;355;33381;10529;7090;51000;19;4;23;5063;0;5063;18002;6225;4380;28459;21244;6421;4668;32171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;593;;;;0;0;0;12;11;;;;;139;1;8;2;162;;;;;;;;;;;;11.4;10.8;;;;;134.35;0.4;6.35;1.13;153.63;38;44.84;;72;6;649;453;254;165;123;1722;10;3;340;183;70;17;;2;3;313;871;2593;;68.88;6.33;639.94;436.15;251.74;125.37;94.17;1622.58;9.79;3.1;326.81;168.52;66.71;17.33;;1.91;3;314.02;844.48;2467.06;4;;;4;
IDF-13;11113;SUD VAL D'OISE NORD HAUTS-DE-SEINE;709;117;122;948;38832;5738;9863;54433;218071;28621;37212;283904;64;32;6;102;14539;5615;3241;23395;437;17;;454;381;17;;398;3200;336;;3536;214;50;;264;25671;9019;;34690;11;5;16;1676;296;1972;11827;4398;834;16959;14820;4793;834;20358;304;2551;84705;10812;37;242;77;66689;40;546;7210;470;;;5;52092;5;14275;;;;;2;4302;;;14;117560;2;4819;4;17;3;5;3;4;1;5;1;2;0;33;8;0;4;3;0;39;15;0;14837;5893;1757;357;10073;97;958;427;339;242;727;16.7;16.7;40;560;146;46;69;121;33;139;20;48;25;913;25;;;;;;;1;;;26;446.25;127.13;35.87;50.57;89.31;27.18;115.98;6.43;45.62;18.44;722.03;281;252.71;122;114;130;1596;1342;489;188;172;4153;25;4;782;144;65;64;119;92;18;584;1832;5985;119.69;104.72;120.77;1560.03;1291.99;480.4;163.84;146.48;3987.92;22.64;3.1;762.3;136.69;58.89;64.17;116.72;90.54;18.34;575.8;1790.3;5778.22;6;;4;2;
IDF-14;11114;NORD OUEST VAL D'OISE;486;86;110;682;21732;5838;7648;35218;131961;25093;31747;188801;29;24;13;66;5657;5140;2120;12917;140;10;;150;109;10;;119;971;72;;1043;89;53;;142;11117;5557;;16674;1;0;1;36;0;36;4374;2311;0;6643;4788;2356;90;7182;281;2835;72873;4736;43;60;24;22308;;;;;;;3;23174;2;6683;3;3526;1;7017;1;921;;;16;62676;1;66;3;17;1;3;2;2;0;7;0;1;0;30;3;5;3;2;0;38;8;0;12567;4754;1469;450;5900;94;720;150;276;60;215;33.3;0;0;351;76;55;55;122;33;55;7;16;23;574;;;;;;;;;;;;276.58;49.25;44.2;48.06;83.59;24.71;46.52;2.3;15.14;18.22;442.35;166;131.11;91;77;128;1142;850;487;87;114;2976;8;3;522;66;40;44;95;51;8;417;1214;4190;81.53;73.3;116.76;1102.47;838.74;491.34;61.87;100.45;2866.46;8.57;2.12;497.77;62.37;36.78;41.45;91.13;53.54;8.05;413.43;1178.43;4044.89;7;;7;;
IDF-15;11115;PARIS PSYCHIATRIE ET NEUROSCIENCES;56;53;;109;1836;817;0;2653;13523;5459;0;18982;33;2;;35;9683;102;0;9785;1174;68;;1242;927;37;;964;10992;590;;11582;345;105;;450;25849;7918;;33767;20;;20;1819;;1819;43153;8128;1699;52227;51494;8525;1699;60952;10;62;3741;2054;8;114;1;29325;;;;;;;1;3721;2;12417;;;;;;;;;1;1697;2;608;1;3;3;;;2;2;;;;;5;5;;2;0;;12;0;;533;0;0;13;31;2;;621;;114;;0;0;0;111;34;;13;27;;420;;17;9;584;;;;;;;;;;1;1;73.6;20.55;;9.8;12.4;;345;;14.5;10;455.5;190;168;;156;23;1254;654;422;320;184;3013;16;3;626;244;136;36;32;20;1;468;1446;4459;;155.82;24.21;1255.58;634.53;412.82;237.74;147.48;2868.18;17.62;2.96;592.21;237.83;135.52;34.08;31.02;19.67;6.58;446.46;1388.43;4256.61;3;;2;;1
IDF-16;11116;PROVINS EST SEINE-ET-MARNE;110;35;14;159;6855;1898;972;9725;35001;9201;3649;47851;8;10;3;21;166;4085;134;4385;31;;;31;25;;;25;254;;;254;10;;;10;3602;;;3602;;;;;;;1077;;;1077;1151;;;1151;56;478;17563;1506;2;;;;;;;;;;2;19503;2;11310;;;;;;;;;2;22140;;;1;4;;1;1;;;1;;;;6;1;;1;1;;7;7;;4386;313;32;2;4145;97;171;31;56;;150;100;0;0;67;18;12;13;17;8;7;;4;5;100;;;;;;;;;;;;56.58;16.43;8.71;12.03;12.21;4.24;6.88;;3.6;4.07;83.34;;12.23;15;11;23;207;180;67;2;14;519;6;1;107;6;4;4;21;20;2;76;243;762;14.29;10.66;23.81;200.74;175.1;69.89;3.93;12.74;511.16;5.37;1;101.64;6.17;3.78;3.36;19.85;18.65;1.53;73.95;231.52;742.68;1;;1;;
MAR-01;02101;CENTRE SUD;72;;;72;1157;0;0;1157;15039;0;0;15039;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;164;1107;44033;0;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;;162;;165;0;0;0;30;27;;;;;;;5;;35;;;;;;;;;;;;21.28;18.84;;;;;;;1.89;;23.17;;;;11;;104;150;80;5;17;367;7;;75;10;7;10;;3;;88;193;560;;11;;87.76;129.21;69.99;2.92;10.95;311.83;7.21;;68.42;8.66;6.86;8.89;;2.6;;78.38;174.16;485.99;5;;5;;
NA-01;75101;CHARENTE;484;70;40;594;28994;4361;2807;36162;135129;20457;10609;166195;49;19;0;68;3079;3412;0;6491;147;9;;156;147;8;;155;2002;300;;2302;69;93;;162;3318;2042;;5360;;;;;;;8632;1926;304;10514;9795;2307;319;12050;300;2689;80752;7812;29;281;210;95467;;;;;;;6;39166;3;15015;2;7816;1;3336;5;10299;1;178;13;89830;2;432;7;9;1;2;2;2;;6;;1;;20;3;;3;;;17;;;7488;1853;1677;25;3988;49;614;165;306;295;1465;28.6;0;28.6;246;59;39;21;40;9;24;4;31;10;355;;;;;;;;;;;;206.24;54.15;30.14;17.58;30.38;7.87;19.26;2.04;26.75;8.52;293.19;75;92.02;56;92;68;1104;1002;398;63;111;2894;24;3;528;69;26;60;49;91;10;507;1341;4235;51.19;86.22;66.63;1051.77;937.73;366.57;51.58;88.88;2700.57;20.83;2.51;501.57;58.95;20.65;50.54;45.81;84.36;9.72;488.48;1262.77;3963.34;10;;8;2;
NA-02;75102;ATLANTIQUE 17;628;134;65;827;29133;8876;5057;43066;182124;41263;18798;242185;54;42;2;98;7778;11358;819;19955;225;16;;241;208;16;;224;1889;553;;2442;85;67;;152;8685;8217;;16902;;7;7;;104;104;8581;1676;263;10592;10304;2268;269;12652;240;2221;72318;1635;5;142;49;45036;90;845;29175;495;;;5;29779;5;13597;;;;;2;4736;;;10;87515;3;3462;4;17;3;2;2;5;;7;1;;;31;6;;3;1;;29;11;;18720;2316;2161;637;9299;141;905;241;245;142;809;50;0;25;327;64;58;33;68;18;35;4;32;9;475;11;8;;;;;;;;;11;267.8;54.84;48.6;31.5;57.33;15.4;32.5;1.8;28.8;5.3;393.53;140;140.5;83;110;155;1323;1144;437;81;123;3456;17;2;614;87;55;67;76;69;14;470;1416;4872;77.37;108.41;145.77;1253.06;1081.46;415.07;56.39;96.83;3234.36;14.21;2.33;563.64;68.79;42.29;55.56;72.77;66.75;9.67;439.3;1293.02;4527.38;8;;8;;
NA-03;75103;SAINTONGE;444;74;24;542;21637;5030;1855;28522;141835;20817;6974;169626;23;30;;53;1687;7616;0;9303;83;9;0;92;83;0;0;83;1148;0;0;1148;60;50;;110;2795;7560;0;10355;2;0;2;1;0;1;6200;2752;332;10001;7520;3114;332;10909;262;2613;80057;8540;45;88;70;31581;90;1358;28347;708;;;5;37673;4;13483;;;;;3;3249;;;13;66088;1;1086;7;14;3;1;1;2;;5;1;1;;23;5;1;4;;0;31;;0;10131;814;2029;18;7539;70;556;101;264;88;854;60;0;0;232;30;38;24;40;14;26;1;21;11;331;1;;;;1;;;;;;2;191.08;21.28;34.21;23.03;35.01;11.6;19.25;0.43;18.31;10.28;274.36;64;67.5;46;66;86;989;842;299;76;131;2535;19;2;476;73;28;47;56;71;4;574;1322;3857;42.42;59.33;78.11;904.91;760.96;266.53;64.13;104.69;2281.08;15.8;1.25;435.13;58.57;23.27;42.42;53.67;70.12;4.74;545.9;1227.6;3508.68;9;;8;;1
NA-04;75104;LIMOUSIN;1499;423;165;2087;69511;21377;9510;100398;438552;101724;34022;574298;181;99;14;294;21995;21327;3279;46601;467;39;4;510;464;30;4;498;4995;431;21;5447;426;86;;512;31178;5080;0;36258;3;0;3;17;0;17;22210;3261;389;25432;26600;3803;117;30324;862;8259;229803;16817;70;868;609;277319;154;1710;46615;952;;;11;122657;9;58426;3;11968;1;6135;8;14558;;;39;225827;6;12464;21;53;11;4;3;7;5;9;0;2;0;75;19;3;13;5;1;86;30;1;44029;4345;5447;1263;26892;596;2094;498;864;909;2726;27.8;5.6;11.1;879;188;103;101;193;49;104;18;86;43;1323;10;1;;2;8;0;;2;0;0;20;629.89;126.32;75.6;76.9;120.05;29.28;86.24;11.09;69.78;31.98;949.03;555;352.54;157;240;379;3467;3074;1163;167;318;8965;55;8;1635;227;127;139;269;254;31;1790;4408;13373;143.07;223.96;350.95;3351.03;2913.39;1088.88;128.51;245.37;8445.16;54.28;6.34;1525.21;193.6;104.48;126.73;259.35;236.72;27.83;1720.4;4150.46;12595.62;33;3;23;2;5
NA-05;75105;DORDOGNE;563;103;64;730;30780;4320;4357;39457;167723;25177;12831;205731;67;36;0;103;8383;5682;0;14065;291;6;0;297;283;6;0;289;2913;93;0;3006;107;51;0;158;15890;6836;0;22726;4;0;4;0;0;0;11811;3084;1260;14848;14177;3304;1279;17426;399;3082;101369;3369;21;240;146;71496;79;1325;26326;717;;;4;55747;4;24711;;;;;2;1276;;;7;113516;2;4241;3;15;5;3;2;1;0;2;1;1;0;22;8;4;3;2;1;35;30;5;11808;1926;1859;210;7287;54;766;311;483;300;2074;8.3;0;0;265;76;49;23;55;20;36;2;28;23;409;4;;;;4;;;;;1;9;209.32;53.59;40.09;18.69;49.83;14.87;31.72;1.27;22.16;17.74;332.04;81;99.13;68;78;96;1219;1230;480;104;103;3378;29;4;573;86;28;44;51;67;8;722;1584;4962;62.62;80.3;88.84;1160.65;1198.03;458.94;88.41;84.55;3222.34;23.25;3.2;526.41;79.48;23.57;39.87;47.53;65.08;8.57;667.95;1461.34;4683.68;13;;11;2;
NA-06;75106;ALLIANCE DE GIRONDE;2056;925;235;3216;119532;32551;15860;167943;616501;168972;63058;848531;323;101;28;452;52195;26267;6998;85460;946;88;40;1074;877;32;40;949;6667;717;217;7601;322;237;0;559;37230;16178;;53408;0;0;0;0;0;0;31097;10721;1221;43784;37032;11452;1403;48627;402;3151;109435;8396;33;250;77;69561;40;769;12781;472;;;13;154995;12;74396;5;6401;3;9768;4;5451;;;41;216705;6;9488;20;67;10;5;1;11;1;11;0;5;0;102;12;3;12;3;1;121;17;10;75274;9117;8166;4324;22393;1858;3214;923;419;250;873;30;10;10;1399;222;64;244;321;77;242;85;115;174;2336;32;10;0;0;9;1;0;1;0;0;42;1030.09;160.93;50.84;212.95;229.48;63.21;201.89;39.06;100.75;134.32;1735.59;895;1332.83;270;378;869;5277;4286;1637;384;457;13558;70;11;2144;316;191;148;473;435;50;2764;6411;19969;240.39;357.19;822.54;5074.44;4120.68;1550.24;265.36;378.36;12809.2;60.16;10.64;2004.28;269.28;164.61;133.06;453.45;419.31;47.86;2626.32;6024.36;18833.56;17;5;9;2;1
NA-07;75107;LANDES;436;151;45;632;24767;9142;3271;37180;137094;43106;11593;191793;38;45;5;88;6490;8703;788;15981;223;12;;235;197;12;;209;1601;102;;1703;56;50;;106;6154;7822;;13976;3;;3;180;0;180;8837;3391;21;12064;9886;3591;765;13570;269;2111;72792;8097;44;210;180;71685;;;;;;;4;38462;3;20229;2;11352;1;2388;1;74;;;8;62192;1;;4;14;3;2;2;1;;5;;1;;23;5;;2;;;21;;;18099;1921;946;695;9867;115;649;220;274;275;450;50;0;0;344;31;64;50;62;16;41;4;25;19;495;16;0;0;0;1;0;0;0;0;0;17;265.23;27.27;41.55;40.14;55.03;16.71;35.46;1.9;24.38;14.6;396.6;114;100.76;58;29;137;1147;1052;358;97;147;3025;23;4;484;97;43;32;68;89;59;642;1498;4523;55.53;28.88;121.11;1077.5;1006.72;329.5;74.08;103.12;2796.44;19.79;2.9;456.77;78.53;34.13;39.12;60.87;85.4;53.31;619.75;1416.44;4212.88;9;;7;;2
NA-08;75108;MOYENNE GARONNE;482;65;71;618;26746;3649;3796;34191;149038;16304;13440;178782;101;29;2;132;5485;7825;302;13612;205;14;0;219;186;14;0;200;2011;442;;2453;68;71;0;139;10177;6854;;17031;4;0;4;0;0;0;6982;2164;;9146;8494;2476;;10673;218;2492;64521;2603;26;134;72;45864;;;;;;;4;57253;5;31468;3;9485;1;4691;1;1016;;;13;98741;;;3;11;2;2;1;;;3;1;;;16;4;;2;2;;26;3;;10097;1136;62;380;5626;266;845;206;218;138;965;42.9;0;14.3;277;52;48;31;51;22;30;6;26;16;406;;;;;;;2;;;;2;217.82;36.64;38.78;26.71;38.31;14.59;27.87;3.55;20.82;13.95;322.32;57;82;74;105;114;1112;1018;347;92;83;2945;22;4;521;89;45;51;67;87;7;448;1296;4241;64.08;97.16;105.39;1045.9;959.52;297.44;75.76;72.77;2718.02;19.91;4.33;493.82;83.78;39.58;48.45;65.5;79.8;7.96;433.75;1237.3;3955.32;11;;8;1;2
NA-09;75109;NAVARRE-CÔTE BASQUE;357;128;42;527;24619;7852;3084;35555;119506;37089;12938;169533;41;27;1;69;7398;7641;5;15044;115;8;;123;107;8;;115;1033;190;;1223;40;32;;72;3206;2930;;6136;10;0;10;0;;0;4135;1409;386;5943;5476;1624;394;7410;85;693;27431;3513;15;150;68;47090;6;193;2226;154;;;3;38135;4;18721;4;11507;1;5113;3;1724;;;9;45274;1;1783;2;13;2;2;1;2;1;3;0;0;0;20;4;0;3;0;0;30;0;0;13630;2116;29;868;7733;98;535;131;85;150;266;33.3;33.3;33.3;283;70;24;47;58;20;35;2;16;16;410;14;;;;9;;1;;;;24;230.58;48.71;21.48;41.1;39.94;13.32;28.58;0.79;13.49;13.64;327.02;93;87.55;69;60;158;983;826;329;56;77;2558;14;1;360;58;31;27;52;80;6;398;996;3554;60.61;57.68;143.4;944.67;769.84;323.8;49.18;61.58;2410.76;12.8;0.85;333.26;50.4;27.88;25.32;50.99;75.48;5.73;379.59;934.42;3345.18;4;;4;;
NA-10;75110;BÉARN-SOULE;453;139;40;632;28565;6857;3255;38677;138195;33887;12540;184622;85;50;5;140;7007;7918;380;15305;287;32;;319;269;29;;298;1903;231;;2134;182;56;;238;18006;4920;;22926;30;2;32;4073;0;4073;8415;2722;518;11343;10573;3250;566;13833;197;1467;53652;2363;22;247;158;80982;109;1501;28930;748;;;5;39702;3;9442;3;10102;1;;1;1573;;;11;70633;5;3502;5;18;4;1;1;4;0;5;0;4;0;33;5;0;4;1;0;40;8;0;17423;1459;2078;802;6042;104;629;316;207;267;221;14.3;14.3;14.3;374;31;91;45;51;11;54;2;21;20;522;9;3;;1;7;;;;;1;17;250.71;24.93;52.08;36.06;41.74;9.57;44.12;1.5;20.11;16.09;374.27;;100.14;56;104;167;1354;1053;453;81;117;3385;24;4;568;88;50;55;66;92;5;528;1430;4815;50.99;98.02;147.46;1305.3;979.26;421.71;62.82;96.63;3162.19;21.36;3.5;520.02;79.72;44.66;48.8;62.68;87.53;5;477.4;1306.01;4468.2;6;;4;1;1
NA-11;75111;DEUX SÈVRES;503;134;57;694;25883;7267;3435;36585;154890;35940;12826;203656;47;40;5;92;3861;7530;810;12201;225;16;;241;196;15;;211;1500;132;;1632;126;53;;179;10843;3735;;14578;7;;7;13;;13;11475;3096;;14485;12987;3561;;16459;296;2348;85111;2753;12;186;81;54154;90;916;33106;511;;;5;63384;4;35242;;;;;2;4718;;;12;88359;1;1901;3;12;4;1;1;0;0;2;0;0;0;15;5;2;4;3;2;27;8;5;12882;1904;1335;190;7359;221;706;235;292;196;812;50;0;25;305;88;38;34;51;12;38;2;28;11;435;11;1;;;;;;;;;11;229.98;65.7;25.96;25.86;48.97;10.39;33.51;1.93;25.85;9.9;350.14;95;105.98;59;111;112;1225;1096;337;97;86;3123;18;2;583;98;47;52;69;87;35;510;1454;4577;53.77;100.37;111.51;1158.47;1049.74;322.97;74.69;76.5;2948.02;16.82;1.91;561.66;85.16;40.66;48.59;67.83;83.33;34.92;483.38;1383.6;4331.62;9;;9;;
NA-12;75112;VIENNE;854;289;78;1221;43974;14340;4589;62903;265713;75517;20273;361503;99;52;11;162;20372;10022;1309;31703;340;49;;389;263;27;;290;3089;625;;3714;103;104;20;227;8017;8103;6156;22276;8;;8;41;;41;14662;2903;942;18071;17573;3643;1111;21568;282;3386;83315;3484;12;207;145;65615;80;2214;19628;845;;;8;52141;7;22237;4;8002;2;8075;5;4296;2;15;16;116591;3;3576;9;33;4;2;1;2;1;6;;7;;50;6;1;5;2;0;45;12;0;27683;2830;3520;1216;11479;326;1291;313;276;207;597;50;25;25;471;58;41;57;105;22;66;12;80;49;783;2;;;;1;;;6;;;9;384.74;60.29;27.15;51.63;88.96;16.88;64.84;6.58;66.22;36.27;647.61;467;657.25;96;136;160;2140;1863;551;116;127;5189;22;3;846;138;53;73;186;203;75;1107;2653;7842;85.66;130.99;146.58;2068.73;1731.3;516.49;98.56;108.44;4886.75;18.29;2.71;793.19;112.66;50.45;65.48;177.41;191.23;68.71;1020.55;2450.23;7336.98;6;5;;1;
NOR-01;28101;LES COLLINES DE NORMANDIE;239;41;23;303;15113;2151;1636;18900;76891;10659;5228;92778;17;12;;29;2810;3135;0;5945;32;;;32;32;;;32;357;;;357;20;;;20;1818;;;1818;;;;;;;2709;;;2709;2739;;;2739;100;1323;32313;0;;30;21;10950;55;542;14808;410;;;1;5403;1;966;;;;;;;;;9;46881;;;2;5;1;1;;0;;3;;0;;9;1;;1;;;12;;;4414;663;33;3;2950;42;297;33;100;30;677;33.3;0;0;136;40;24;9;23;8;6;1;11;10;187;10;1;;;1;;;;;;11;93.29;36.16;13.11;7.35;16.6;6.27;6;0.13;9.81;9.74;135.57;;37.03;23;27;44;441;462;129;21;26;1173;4;1;216;24;19;26;24;22;4;220;541;1714;21.95;20.24;41;424.02;425.21;125.3;15.71;19.25;1092.68;4.42;0.5;195.4;19.16;14.91;23.54;20.69;21.94;4;206.12;495.77;1588.45;6;;6;;
NOR-02;28102;ORNE-PERCHE-SAOSNOIS;261;40;19;320;11828;2074;1163;15065;79677;12333;3951;95961;12;12;0;24;3910;1947;445;6302;129;7;;136;109;5;;114;885;69;;954;56;5;;61;4887;197;;5084;;;;;;;7771;2858;777;10036;8406;2905;794;10796;141;1310;42583;390;2;140;57;44290;;;;;;;1;14204;1;5308;;;;;2;1535;;;11;46608;0;0;2;5;;1;;0;;2;;1;;9;;0;2;;;9;;;4746;674;76;315;2840;11;361;114;141;134;855;20;0;0;202;47;53;29;37;9;27;;18;17;301;9;9;;;;;;;;;9;146.82;36.72;41.96;15.86;29.87;6.87;23.1;;11.88;8.08;219.75;40;43.99;15;55;40;680;664;264;70;53;1841;13;3;311;67;33;21;30;34;;361;840;2681;16.72;52.22;38.57;608.52;561.57;221.94;52.29;42.95;1594.78;11.44;2.5;284.62;58.06;26.94;18.81;26.38;28.94;0.32;338.08;769.15;2363.93;7;;5;1;1
