NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;NB_RADIO;ACT_RADIO;NB_VASC;ACT_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;EFF_INT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
GUA-01;01101;ILE DU NORD;44;17;17;78;2938;844;862;4644;10819;3872;2756;17447;5;5;2;12;690;1198;106;1994;12;;;12;12;;;12;129;;;129;;;;;0;;;0;;;;0;;0;925;334;;1259;925;334;;1259;7;7;83;0;;;;;;;;;;;;;;;;;;;;;;;2;;;;1;3;;;;;;;;;;3;;;1;;;6;;;3004;353;1;1;843;13;76;12;0;0;0;100;0;0;26;4;10;4;7;2;6;;4;10;53;0;0;0;0;0;0;0;;0;0;0;23.31;3.1;8.88;4.54;8.17;2.97;3.51;;3.25;7.8;46.04;5;1.1;18;7;26;109;81;51;5;2;299;4;1;61;5;3;4;;4;1;50;130;429;18.45;5.52;25.35;104.31;76.67;44.37;4.65;1.9;281.22;3.67;0.44;52.53;5.2;3.2;3.72;;4;1.89;46.7;118.15;399.37;2;;2;;
GUA-02;01102;GHT DE LA GUADELOUPE;445;145;69;659;19919;7465;4961;32345;128705;38064;18014;184783;96;28;10;134;6321;4554;2305;13180;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242;1458;59939;5261;46;128;31;41467;115;492;38450;394;;;5;38708;2;8606;2;9243;1;3413;3;722;;;8;56315;1;1327;3;16;1;3;;13;;3;;1;;36;1;1;7;;1;29;;2;14742;2544;811;109;4656;90;734;204;298;180;285;42.9;14.3;14.3;365;104;38;42;76;21;;8;32;37;518;0;0;0;0;0;0;;0;0;4;4;295.8;84.02;31.34;35.13;69.3;19.89;;5.7;28.72;32.28;431.8;40;256.46;103;79;207;1120;1150;521;33;144;3357;27;4;616;63;35;59;125;88;16;695;1693;5050;92.44;73.63;197.84;1033.34;1005.09;433.54;27.23;104.56;2967.67;22.92;3.5;577.89;51.59;29.22;52.57;116.25;84.25;15.07;601.14;1525.18;4492.85;8;2;6;;
GUY-01;03101;GHT DE LA GUYANE;407;118;196;721;18056;5186;11996;35238;123594;30721;62530;216845;47;19;4;70;5679;1387;452;7518;93;7;;100;93;7;;100;710;66;;776;10;22;;32;1840;627;;2467;;;;;;;7601;2900;958;10622;9034;3483;8072;12638;26;113;8903;0;;30;8;8835;;;;;;;3;55784;3;15406;;;;;3;861;;;8;47330;1;658;3;11;3;3;3;5;1;6;1;0;;27;9;1;3;2;1;24;8;2;8868;3856;84;111;4876;14;721;102;26;30;111;100;33.3;66.7;523;323;37;36;59;23;16;6;20;24;648;1;0;0;0;0;0;0;0;0;0;1;390.6;203.16;37.75;34.47;55.42;21.41;15.64;5.49;20.8;20.46;508.41;113;121.44;167;64;122;987;827;414;40;49;2670;17;5;599;60;30;41;79;39;29;417;1286;3956;172;63.35;114.23;989.24;797.74;393.89;41.7;46.15;2618.3;15.94;4.5;563.92;57.01;31.05;39.19;78.52;40.78;25.76;402.81;1228.43;3846.73;4;;4;;
HF-01;32101;AISNE NORD;751;140;79;970;39354;7727;5018;52099;224568;30710;16044;271322;52;60;2;114;7476;10033;1084;18593;100;0;;100;90;0;;90;1326;0;;1326;36;15;;51;7892;1317;;9209;8;0;8;101;0;101;4489;1057;;5541;4551;1062;;5608;513;4572;122876;7144;32;235;106;64261;50;612;20576;435;;;6;61532;1;5254;;;;;2;1965;1;25;18;103989;2;2874;5;21;3;4;3;1;1;7;1;0;0;33;8;1;4;3;1;46;38;2;19377;2348;1643;708;11565;140;1163;131;669;204;1498;22.2;0;0;409;74;50;34;94;28;23;1;31;23;581;7;;;;4;;;;2;3;16;311.47;56.06;43.3;28.82;70.17;22.23;18.31;1;26.09;14.76;441.8;141;157.41;79;97;132;1359;1208;588;60;108;3631;22;2;705;67;33;63;70;88;8;733;1758;5389;72.47;83.21;120.24;1268.3;1137.53;519.34;48.16;83.93;3333.18;20.92;2;645.23;52.37;25.12;57.47;68.03;86.61;7.25;691.67;1631.55;4964.73;16;;15;;1
HF-02;32102;AISNE SUD- SAPHIR;341;53;36;430;19230;4290;3073;26593;108051;12805;9203;130059;14;25;;39;1516;3897;473;5886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;607;15405;0;;50;31;14939;;;;;;;4;28654;4;8843;;;;;1;959;;;5;42345;;;4;9;1;2;1;1;1;2;1;;;14;4;;2;;;14;;;8570;1151;689;51;5273;63;456;;60;50;575;50;0;0;182;40;15;24;61;13;;1;10;10;264;14;;;;4;;;2;;;20;159.42;34.96;16.27;21.48;50.13;12.21;;1.11;10.45;8.2;229.31;44;65.75;38;24;62;475;440;235;11;14;1299;8;;240;11;8;18;42;31;7;273;630;1929;37.27;21.45;59.42;456.56;418.82;216.94;6.16;12.69;1229.31;7.42;;226.62;7.31;5.72;17.12;39.37;29.45;6.42;259.2;592.91;1822.22;3;;2;;1
HF-03;32103;ARTOIS;659;157;67;883;41979;7145;4873;53997;196777;34166;17786;248729;82;46;8;136;16056;8241;2174;26471;187;;;187;175;;;175;1955;;;1955;70;31;;101;10796;3272;;14068;8;;8;0;;0;6081;3425;142;9550;7369;3558;145;10943;172;1243;48171;6615;30;120;119;37125;;;;;;;4;37120;5;21050;2;5920;1;5087;1;1018;;;11;71189;3;4074;7;12;1;3;2;4;;2;;1;;22;3;;4;;;19;;;18304;3011;2416;974;9602;135;887;165;162;120;280;50;0;25;328;36;34;51;75;25;36;2;43;6;490;4;;;;1;;;;;;5;257.12;26.19;29.61;37.66;64.45;22.06;26.47;1.19;40.16;6.02;395.41;183;165.46;93;99;216;1398;1120;468;78;100;3572;17;2;543;80;45;54;93;85;15;448;1337;4909;85.96;95.09;200.14;1321.6;1076.51;418.57;62.33;86.22;3346.42;15.04;1.6;509.87;70.95;41.11;51.71;86.89;81.12;13.98;429.63;1260.79;4607.21;5;;5;;
HF-04;32104;ARTOIS-TERNOIS;309;38;44;391;15143;2630;3038;20811;90494;10499;12529;113522;52;13;2;67;4848;3937;432;9217;130;12;;142;110;6;;116;1351;342;;1693;36;10;;46;5090;716;;5806;8;;8;0;;0;4272;1373;263;5827;5211;1560;241;6945;114;1452;38085;2123;6;140;124;47823;;;;;;;2;19724;3;10564;;;;;1;1359;;;6;44519;1;958;2;7;2;1;1;0;0;7;0;0;0;16;4;;1;1;;15;15;;6107;1920;403;615;4715;13;395;138;123;140;585;33.3;0;0;161;22;34;20;59;33;17;;21;21;279;2;2;;;;;;;;;2;142.05;18.13;34.88;17.6;44.27;21.94;12.28;;21.22;12.02;231.84;118;101.64;68;58;149;907;781;226;61;53;2303;11;2;358;65;21;38;50;31;4;356;915;3218;58.54;45.83;113.07;688.09;589.46;185.31;35.82;41.5;1757.62;7.08;1.5;309.21;43.9;18.35;30.81;47.2;26.72;3.5;330.26;800.18;2557.8;6;;4;;2
HF-05;32105;DOUAISIS;321;69;33;423;15864;3778;2300;21942;90006;20781;7552;118339;29;16;2;47;4486;4509;230;9225;109;;;109;72;;;72;1048;;;1048;40;15;;55;5919;1945;;7864;;;;;;;5731;2032;900;8606;6674;2289;914;9790;56;644;18772;805;5;90;56;29013;;;;;;;2;21081;2;13468;;;;;;;;;7;57991;;;2;10;1;2;1;;;3;;;;15;2;;1;0;;12;;;6083;932;176;718;4061;31;461;124;53;88;276;50;0;50;145;14;15;18;37;12;23;;14;17;236;;;;;;;;;;;;113.51;10.96;13.56;17.82;36.5;11.89;20.47;;13.61;10.95;195.04;80;83.79;39;37;68;710;497;130;54;43;1578;3;1;271;46;28;39;33;43;6;227;669;2247;33.74;35.56;62.81;667.75;472.98;116.92;47.63;34.33;1471.72;2.7;1;251.08;37.64;24.93;32.86;30.88;41.05;5.93;220.12;623.26;2094.98;3;;3;;
HF-06;32106;HAINAUT-CAMBRÉSIS;1357;341;169;1867;73490;18199;11015;102704;404368;81271;39734;525373;135;82;13;230;16845;18876;2784;38505;445;22;;467;384;8;;392;4241;341;;4582;173;76;;249;21625;10749;;32374;3;1;4;189;1;190;20655;6784;839;27166;21618;6864;839;29094;702;5851;178430;27556;135;348;228;110214;;;;;;;11;103965;8;38339;5;10227;3;4771;5;7226;1;0;20;225408;5;10092;9;34;5;7;6;5;5;3;1;1;0;51;18;5;8;4;2;82;10;13;42665;4893;2605;1013;18584;479;2176;546;722;348;2371;8.3;8.3;8.3;782;208;47;95;176;46;80;12;86;45;1181;12;0;;0;3;0;0;0;0;0;15;507.61;132.9;34.97;66.99;121.21;34.97;46.4;8.11;61.21;31.2;775.74;208;265.38;151;183;281;2741;2369;802;175;252;6954;35;3;1188;172;91;122;184;191;23;1093;3011;9965;145.4;174.19;266.01;2595.12;2244.49;729.07;150.7;203.25;6508.23;33.58;3;1099.28;149.97;77.62;112.95;177.81;179.88;19.55;1018.67;2794.69;9302.92;14;;13;;1
HF-07;32107;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;2366;830;312;3508;123892;38802;20970;183664;640420;173648;78535;892603;378;226;51;655;50629;45632;7768;104029;58;19;60;137;46;19;60;125;1061;154;513;1728;23;28;20;71;2490;1815;3077;7382;0;0;0;;;;4470;1230;2619;8288;5625;1438;3060;10036;800;7028;219845;14444;52;480;232;132524;95;3585;40214;1593;;;16;145479;15;70277;6;7013;2;10117;5;6650;1;58;40;299520;6;5992;25;108;12;10;7;12;1;6;0;0;0;138;20;2;22;3;;182;27;;90350;10606;4893;3536;34211;999;3424;130;711;338;2617;40;20;10;1554;192;130;275;419;120;73;92;199;124;2461;6;;;;1;;;;;;7;1152.9;134.36;109.83;217.54;311.05;92.77;63.67;30.08;164.95;93.23;1815.88;1008;1135.75;352;328;1045;4754;4725;1216;263;472;13155;59;8;2387;209;123;181;616;395;39;3023;6917;20072;316.28;311.8;955.33;4519.51;4520.09;1125.87;201.57;381.43;12331.88;58.24;8.75;2201.12;180.02;105.47;166.34;581.81;374.09;41.21;2868.07;6479.65;18811.53;25;9;15;;1
HF-08;32108;DUNKERQUOIS ET AUDOMAROIS;489;144;58;691;33216;8681;3744;45641;147953;36278;12877;197108;49;34;6;89;6641;6974;778;14393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;304;2772;70608;22838;75;80;56;23923;;;;;;;3;37148;4;19879;1;1;1;149;;;1;125;6;90606;1;1818;3;14;2;2;2;1;;1;;0;;18;4;;3;3;;29;5;;15411;1923;831;748;7569;238;693;0;289;80;512;50;0;25;262;35;34;33;67;19;2;1;36;4;372;28;;0;2;2;0;;;0;0;30;217.03;26.94;30.17;31.94;53.97;15.45;0.91;1;31.75;4.67;309.33;76;109.04;64;75;128;1010;867;311;30;105;2590;12;2;437;49;26;51;75;75;8;396;1105;3695;57.76;75.76;121.95;929.04;813.81;293.02;25.15;90.61;2407.1;12.78;1.67;404.38;40.65;21.38;49.53;71.98;69.32;7.94;378.27;1036.52;3443.62;4;;4;;
HF-09;32109;LITTORAL SUD;534;138;72;744;27775;7958;4730;40463;154331;34929;18585;207845;76;53;9;138;8574;8815;1287;18676;210;10;;220;176;5;;181;1735;997;;2732;35;65;;100;3725;8425;;12150;;2;2;;8;8;5618;7446;;13064;6180;7926;;14106;178;1611;53895;7768;20;90;55;29717;;;;;;;5;49345;6;33673;2;6608;2;7393;2;5225;1;91;9;93044;2;1273;3;18;1;2;2;2;1;2;0;;;24;4;0;3;0;0;26;0;0;16521;2520;841;410;7306;242;877;206;180;90;762;66.7;33.3;66.7;294;25;31;28;85;34;31;13;22;28;473;;;;;;;;;;;;249.45;21.55;24.36;28.46;76.25;32.7;28.73;5.7;20.2;25.01;405.34;116;112.03;78;74;199;1324;1130;437;72;114;3428;11;2;468;97;23;49;74;104;5;460;1270;4698;69.26;69.9;186.01;1226.61;1048.06;401.65;59.72;89.77;3150.98;9.72;1.8;437.83;87.39;19.66;42.77;68.14;96.08;5.25;438.8;1187.78;4338.76;3;;2;1;
HF-10;32110;OISE OUEST ET VEXIN;333;71;43;447;16643;3843;3047;23533;107138;18110;12049;137297;40;21;3;64;2686;4115;989;7790;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;1121;30365;0;;305;153;105588;35;437;10404;350;;;3;32757;2;12897;2;8275;1;1671;2;2919;;;9;83581;1;1468;2;10;3;1;1;;;3;1;;;14;5;;2;1;;18;14;;8392;1520;816;35;3268;26;475;0;92;305;753;20;0;0;223;47;31;28;56;14;;1;16;27;323;2;0;;;2;0;;;0;;4;171.96;34.7;29.65;21.91;42.75;12.65;;0.83;14.13;23.32;252.99;104;105.39;39;38;71;583;596;247;23;37;1634;10;1;364;26;13;37;59;59;5;400;961;2595;37.67;35.74;65.2;558.62;573.26;233.48;17.29;27.2;1548.46;8.13;0.85;335.43;19.59;10.01;33.42;57.3;57.1;5.67;370.25;887.74;2436.2;6;;4;;2
HF-11;32111;OISE SUD;299;46;50;395;13092;2676;4001;19769;94066;12142;13866;120074;17;23;5;45;2191;3567;1251;7009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71;704;23239;0;0;103;77;34891;;;;;;;3;13629;4;8571;;;;;1;202;1;440;6;31531;1;1465;2;5;2;1;;1;;1;;;;8;2;;2;;;20;;;5986;1972;991;68;3988;19;395;;71;103;175;33.3;0;0;182;44;8;23;46;18;;;13;8;249;7;;;;3;;;;;;10;151.04;34.22;6.45;20.3;39.98;15.71;;;10.4;7.7;209.12;16;69;44;27;63;538;538;264;18;22;1514;8;2;248;12;7;23;53;20;5;205;576;2090;43.69;27.58;67.69;530.32;523.08;238.95;17.31;19.24;1467.86;6.16;2;235.07;11.71;8.34;21.89;53.41;19.48;4.86;200.15;554.73;2022.59;3;;3;;
HF-12;32112;OISE NORD EST (ONE);353;74;24;451;14497;3865;2448;20810;103362;15529;8904;127795;40;13;1;54;1856;3511;354;5721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79;887;23497;1995;3;150;73;49586;33;309;7628;196;;;3;20999;1;5664;;;;;1;453;;;5;47479;1;1070;2;5;5;1;1;2;2;1;1;0;0;9;9;0;1;0;0;12;0;0;7151;1339;918;162;3975;10;484;0;89;120;389;50;0;0;159;11;2;16;34;9;;1;14;8;216;;;;;;;;;;;;131.48;7.94;0.58;14.73;30.53;8.45;;0.1;12.27;7.22;181.6;77;74.11;36;35;39;504;599;181;23;36;1453;9;1;228;21;13;30;47;31;3;253;623;2076;30.48;35.74;35.23;485.9;561.09;164.77;14.91;28.86;1356.98;9.95;1;215.08;13.63;7.82;26.09;44.84;30.14;2.67;242.41;585.81;1942.79;4;;3;;1
HF-13;32113;PSY NORD PAS DE CALAIS;;;;;;;;;;;;;;;;;;;;;985;32;0;1017;798;23;0;821;12775;466;0;13241;337;178;0;515;42659;17559;0;60218;21;0;21;1084;0;1084;54406;19240;2449;74729;63883;19988;2507;84767;15;78;2086;0;;;;;;;;;;;;;;;;;;;;;;;2;959;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1232;30;0;410;0;0;0;45;37;;;;;193;3;17;5;263;0;0;;;;;0;0;0;0;0;31.13;28.86;;;;;179.07;0.42;13.02;5.09;228.73;39;82.27;;164;17;2039;359;374;260;163;3376;18;4;564;264;106;30;1;1;1;572;1455;4831;;161.29;12.87;1949.37;338.8;353.3;230.96;148.85;3195.44;15.73;4;539.51;230.58;100.36;27.35;1;1;1;552.81;1372.98;4568.42;5;;;5;
HF-14;32114;SOMME LITTORAL SUD;1208;405;115;1728;61368;22957;8665;92990;363442;101705;28539;493686;112;65;5;182;16255;13555;2330;32140;301;17;0;318;301;17;0;318;3580;167;0;3747;123;65;7;195;18907;5108;1396;25411;0;0;0;0;0;0;9670;2915;762;12680;11616;3110;798;15190;505;4362;130860;11038;70;443;230;116324;85;917;31539;669;;;9;90357;7;28834;3;5113;1;4086;4;4088;2;453;33;200076;5;6969;9;38;8;4;2;4;1;14;1;0;0;61;12;8;6;2;4;69;20;12;48627;3780;2581;2306;22422;323;1685;339;438;413;2327;27.3;27.3;9.1;818;157;56;108;192;44;74;5;107;58;1254;6;;;;1;;;;;3;10;573.15;115.78;40.07;87.48;131.99;33.88;60.33;0.63;90.08;41.8;897.98;604;575.02;109;191;335;2656;2042;791;165;228;6517;32;6;1415;172;85;104;264;198;25;1427;3643;10160;96.13;187.41;323.37;2546.49;1972.8;739.43;135.17;188.44;6189.24;30.37;4.85;1335.52;156.13;77.92;99.35;251.21;185.92;23.58;1338.06;3424.99;9614.23;17;5;10;1;1
IDF-01;11101;77 NORD;739;160;110;1009;34420;7990;9476;51886;223335;39463;34513;297311;81;38;3;122;9183;5999;2518;17700;274;;;274;241;;;241;3816;;;3816;103;68;;171;11914;7645;;19559;10;;10;146;;146;10558;5504;;16092;11125;5569;;16694;61;467;21654;0;;88;51;26883;;;;;;;5;52238;4;18031;;;;;3;718;;;14;100119;;;3;17;2;3;3;4;0;5;0;0;0;29;5;0;4;3;0;41;36;0;15896;5727;3085;559;9935;260;1009;279;61;88;204;50;50;0;526;40;89;85;148;50;97;;26;38;835;7;;;;2;1;;;;;9;379.96;34.43;71.77;58.44;107.33;36.82;75.37;;23.38;29.93;615.97;119;196.22;90;72;118;1352;949;423;143;87;3234;9;1;526;93;41;47;106;76;14;457;1329;4563;89.21;71.66;112.13;1277.75;893.01;383.48;105.51;70.62;3003.37;8.91;1;496.77;82.73;37.63;44.01;104.53;73.63;13.33;441.38;1266.29;4269.66;4;;3;;1
IDF-02;11102;77 SUD;622;82;118;822;29847;5103;8830;43780;190073;21144;30077;241294;78;42;8;128;4495;6085;350;10930;167;;;167;136;;;136;1818;0;;1818;46;51;;97;1707;5473;;7180;;;;;;;2826;1440;;4200;4046;1539;;5498;210;1730;59254;522;2;92;45;29199;80;369;21196;258;;;3;13170;3;7535;;;;;3;3307;;;10;37531;;;5;10;3;4;2;0;;6;;3;;23;5;7;5;3;2;29;23;19;11430;4023;27;144;7518;11;843;141;180;91;600;100;50;50;422;59;85;47;85;33;42;2;25;24;600;2;0;0;0;0;0;0;0;0;0;2;336.71;46.81;73.06;36.24;60.37;25.53;34.79;1.58;21.44;19.52;474.41;99;128.74;94;59;88;1066;1017;319;84;85;2812;10;2;492;47;13;50;80;56;12;267;1016;3828;85.69;57.71;95.68;1049.38;981.31;317.36;78.52;72.33;2737.98;10.09;2.42;479.79;51.99;12.28;49.42;78.92;57.31;11.41;262.22;1003.57;3741.55;5;;5;;
IDF-03;11103;YVELINES NORD;552;133;141;826;27044;7165;12249;46458;165231;27888;42074;235193;60;53;10;123;6270;6071;249;12590;281;54;;335;244;54;;298;2913;313;;3226;134;173;;307;25734;16056;;41790;1;2;3;1;0;1;9249;6531;;12936;10793;6936;;14727;205;949;44827;5625;35;172;54;50490;;;;;;;5;34770;4;9495;;;;;3;1578;;;12;69155;4;5232;8;16;2;4;3;;;2;0;;;22;5;0;4;2;0;34;15;0;17732;7076;911;170;5619;57;875;337;205;172;239;40;20;40;429;132;4;44;132;49;101;1;31;37;731;;;;;;;;;;;;360.71;106.86;1.63;44.6;104.77;39.24;81.27;1.3;30.17;33.59;611.81;135;229.45;146;104;179;1481;1245;439;173;144;3911;19;5;736;166;69;59;152;72;10;609;1828;5739;138.99;103.03;165.13;1432.96;1200.44;414.47;138.01;118.1;3711.13;19.23;4.86;694.01;153.2;61.83;58.63;147.13;71.12;10;590.97;1749.15;5460.28;8;;5;2;1
IDF-04;11104;YVELINES SUD;595;103;74;772;31149;5486;6312;42947;172503;27032;23331;222866;47;25;4;76;9421;5256;1401;16078;183;12;;195;177;12;;189;2831;83;;2914;89;87;;176;13777;10523;;24300;5;;5;0;;0;11511;4335;1713;17328;13403;4737;1726;19574;421;2785;101688;21269;81;176;90;45978;;;;;;;5;45509;4;13187;2;4786;1;3080;1;292;;;17;96816;2;;3;10;2;2;2;1;0;4;0;0;0;17;4;0;3;1;0;28;2;0;11931;4180;1381;340;7004;79;772;181;444;176;1239;25;0;12.5;520;109;68;61;104;36;116;1;47;28;816;5;;;;3;;;1;0;;9;415.69;85.71;34.22;51.93;76.37;29.05;100.84;1;44.63;22.23;660.76;193;191.53;102;130;133;1344;1188;478;156;214;3745;41;3;746;131;53;71;114;49;16;584;1755;5500;95.96;118.56;122.44;1286.26;1135.56;452.03;129.54;166.75;3507.1;31.95;3.01;689.76;117.2;49.04;60.75;105.45;46.44;13.45;548.73;1616.74;5123.84;10;;9;;1
IDF-05;11105;NORD ESSONNE;320;62;63;445;17133;3214;4706;25053;97810;17210;16877;131897;13;12;2;27;3089;2402;1805;7296;87;8;;95;87;8;;95;761;66;;827;45;25;;70;6702;4816;;11518;;;;;;;3054;963;;4625;3655;1135;;4790;91;652;28847;774;6;;;;;;;;;;3;25932;3;4696;;;;;;;;;6;61768;;;3;7;1;2;2;;;3;;;;12;3;;2;1;;15;10;;5171;2817;83;23;3246;28;450;95;90;;;100;0;0;228;22;43;34;57;19;36;;11;12;344;;;;;;;;;;;;190.28;15.93;35.85;29.4;47.19;18.48;29.96;;10.1;10.8;288.33;102;103.4;47;51;53;580;534;108;57;61;1491;10;1;312;38;27;24;51;29;11;207;683;2174;49.74;51.55;53.7;568.55;520.73;108.2;46.15;53.16;1451.78;8.37;1;297.41;35.36;24.43;24.28;51.05;29.09;10.8;203.09;660.45;2112.23;5;;5;;
IDF-06;11106;ILE DE FRANCE SUD;763;174;137;1074;34146;9631;10864;54641;205045;37433;40522;283000;84;50;0;134;10789;3505;1264;15558;203;12;;215;100;;;100;1291;;;1291;39;10;24;73;4500;715;5328;10543;;;;;;;4207;1240;5052;10499;5173;1240;5052;11465;104;994;33105;9686;36;74;26;25167;;;;;;;5;61566;3;27139;2;2905;1;2981;3;4336;;;10;109650;3;2588;8;15;2;4;2;5;;2;1;2;;28;5;10;5;3;5;33;20;22;14043;5739;1738;995;7053;118;819;130;84;48;182;100;0;0;510;72;71;65;123;40;41;;25;31;730;38;5;;;12;7;;;;;50;411.14;62.76;51.54;56.49;98.44;32.23;40.34;;24.91;26.83;601.66;177;212;133;108;169;1453;1247;466;78;92;3746;25;3;706;66;41;71;125;100;21;446;1563;5309;111.19;103.77;149.68;1342.53;1150.94;449.3;58.16;67.29;3432.86;19.5;2;670.64;61.98;38.21;62.94;117.97;95.17;16.31;410.47;1456.98;4889.84;4;;4;;
IDF-07;11107;HAUTS-DE-SEINE;327;24;92;443;14351;1128;6822;22301;89215;4448;25825;119488;22;9;11;42;3327;1218;2013;6558;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;333;2510;89296;13572;50;343;216;103995;;;;;;;2;21176;2;18452;;;;;1;908;;;8;25191;;;2;7;;2;2;;;1;;1;1;11;3;;4;1;;21;7;;3226;4024;39;1;2492;15;466;0;363;343;504;0;16.7;16.7;287;51;31;36;66;40;4;;17;16;390;4;0;0;0;1;1;0;;0;0;5;191.7;43.55;15.63;11.46;37.62;24.39;2.41;;13.92;11.95;257.6;15;50.65;99;57;70;465;844;356;44;102;2037;23;6;294;49;21;36;37;46;6;204;701;2738;88.43;50.22;59.56;395.99;751.12;301.3;31.6;72.16;1750.38;18.47;4.6;259.12;33.18;17.4;29.06;36.22;34.5;5.29;168.27;588.71;2339.09;8;;8;;
