FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
030002208;030002158;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;695;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;1;;1;1;8;3;;;;;;;;;;;;3.91;1.91;;;;;0.05;;1;0.2;5.16;1.87;;2;;26;40;23;;4;95;3;;16;5;1;3;;;;33;60;155;;1.92;;23.08;37.11;22.28;0.67;2.89;87.95;3;;16.82;4.04;1.32;2.94;;;;30.51;57.31;145.26;;;;;;;;1;1;0;;;;;;;;;;
040000036;040780132;2022;5;;;5;92;0;0;92;958;0;0;958;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;101;10;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;9;9;;;;;;;;;9;0.16;0.16;;;;;;;0.35;;0.51;;;1;;11;11;24;;1;48;1;;5;;;1;;;;4;11;59;;0.58;;4.5;3.21;6.04;;0.15;14.48;0.36;;1.27;;;0.32;;;;0.97;2.92;17.4;;;;;;;;1;0;0;;;;;;;;;;
040000044;040780140;2022;4;;;4;65;0;0;65;528;0;0;528;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;;1;;5;5;5;1;;17;;;5;;;;;;;8;13;30;;0.11;;2.3;2.07;1.75;0.1;;6.33;;;2.09;;;;;;;0.68;2.77;9.1;;;;;;;;;;;;;;;;;;;;
040000119;040780231;2022;4;0;0;4;139;0;0;139;862;0;0;862;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;231;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;1;;3;;6;6;;;;;;;;;6;0.26;0.26;;;;;;;0.6;;0.86;;;2;;9;14;7;;5;37;1;;5;;;2;;;;18;26;63;;1.37;;8.27;8.42;4.33;;2.09;24.48;0.6;;2.84;;;0.5;;;;16.61;20.55;45.03;;;;;;;;1;1;0;;;;;;;;;;
040000127;040780249;2022;4;;;4;48;0;0;48;515;0;0;515;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;3;;;;;;;;;;;;;;1;;1;4;2;;;8;;;4;;;;;;;3;7;15;;0.11;;0.8;2.8;2;;;5.71;;;0.45;;;;;;;0.25;0.7;6.41;;;;;;;;;;;;;;;;;;;;
050000223;050000108;2022;4;;;4;45;0;0;45;1183;0;0;1183;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;0.13;0.13;;;;;;;0.6;;0.73;;;1;;6;9;12;;;28;1;;6;;;;;;;15;22;50;;0.09;;4.03;1.74;2.5;;;8.36;1;;1.31;;;;;;;2.66;4.97;13.33;;;;;;;;1;1;0;;;;;;;;;;
060000163;060780327;2022;4;0;0;4;19;0;0;19;201;0;0;201;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;33;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;1;1;;;;;;;;;1;0.1;0.1;;;;;;;;;0.1;;;;;4;4;4;;;12;1;;5;;;;;;;;6;18;;;;3.65;3;4.5;;;11.15;0.1;;2.17;;;;;;;;2.27;13.42;;;;;;;;;;;;;;;;;;;;
060000304;060780657;2022;5;;;5;142;0;0;142;1884;0;0;1884;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;7;7;;;;;;;;;7;0.1;0.1;;;;;;;;;0.1;1;;1;;7;6;3;1;1;19;1;;10;;;2;;;;31;44;63;;1;;5.66;6;3;0.15;0.3;16.11;0.07;;1.96;;;2;;;;8.1;12.13;28.24;;;;;;;;1;1;0;;;;;;;;;;
060000411;060780780;2022;6;;;6;55;0;0;55;985;0;0;985;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;90;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;;;;;;;;;;;;0.75;0.75;;;;;;;0.1;;0.85;;;1;;4;9;7;1;2;24;;;8;;;4;;;;30;42;66;;0.68;;3.34;9;5.19;0.04;1.15;19.4;;;6.59;;;0.22;;;;1.68;8.49;27.89;;;;;;;;1;1;0;;;;;;;;;;
060000486;060780905;2022;12;;;12;270;0;0;270;3182;0;0;3182;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;140;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;5;;;;;;;;;;;;;;2;;7;8;15;;1;33;0;;14;1;;3;;1;;29;48;81;;1.13;;6.03;7.38;4.48;;0.09;19.11;0.12;;5.26;0.25;;1.72;;0.73;;4.28;12.36;31.47;;;;;;;;1;1;0;;;;;;;;;;
060000494;060780921;2022;5;;;5;50;0;0;50;880;0;0;880;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;;;4;;;;;;;;;;;;;;;;3;2;2;;;7;;;6;;;1;;;;9;16;23;;;;2.33;2;2.69;;;7.02;;;0.8;;;0.82;;;;1.79;3.41;10.43;;;;;;;;1;1;0;;;;;;;;;;
070000021;070007927;2022;15;0;0;15;289;0;0;289;3569;0;0;3569;0;0;0;0;1;0;0;1;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;208;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;2;;;;;;;;;;;;;2;1;;;;;;;;;2;1;;1;;12;16;2;2;3;36;1;;11;2;;3;;;;12;29;65;;1.07;;8.9;10.87;1.22;0.33;1.11;23.5;1;;2.02;1.12;;1.84;;;;1.97;7.95;31.45;;;;;;;;1;1;0;;;;;;;;;;
070000039;070780119;2022;16;;;16;173;0;0;173;1915;0;0;1915;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;220;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;;3;;3;3;;;;;;;;;3;1;1;;;;;;;0.8;;1.8;;;1;;5;12;5;;3;26;1;;9;1;1;1;;;;2;14;40;;1;;4.4;5.2;2.9;;0.94;14.44;0.5;;3.86;0.4;0.4;0.5;;;;0.8;6.06;20.5;;;;;;;;1;1;0;;;;;;;;;;
070000047;070780127;2022;12;;;12;331;0;0;331;3840;0;0;3840;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;372;0;;75;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;2;;5;;1;1;;;;;;;;;1;2.46;1.46;;;;;;;1.2;;3.66;;;2;;37;68;25;;5;137;2;1;17;3;2;3;;;;31;57;194;;1.83;;27.12;60.57;26.62;0.75;4.1;120.99;1.37;1;8.53;1.77;0.77;2.6;;;;25.56;40.83;161.82;;;;;;;;1;1;0;;;;;;;;;;
070000062;070005558;2022;8;;;8;160;0;0;160;2672;0;0;2672;;;;;0;0;0;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;347;0;;;;;;;;;;;;;;0;;;;;;;;;;;;1;6;0;;0;0;0;0;0;;;;;;;;;;;3;;3;;2;2;;;;;;;;;2;;;;;;;;;0.52;;0.52;1.16;;1;;11;20;1;1;4;38;2;;8;2;2;;;;;7;19;57;;1.03;;10.2;16.75;0.2;0.25;1.29;29.72;0.66;;3.52;0.38;0.38;;;;;4.51;9.07;38.79;;;;;;;;1;0;0;;;;;;;;;;
070000070;070780150;2022;20;0;0;20;513;0;0;513;3844;0;0;3844;2;0;0;2;0;0;0;0;86;3623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;169;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;1;86;0;;0;0;0;0;0;;;1;1;;;;;;;1;;2;;6;6;;;;;;;;;6;0.5;0.5;;;;;;;0.8;;1.3;;;1;;11;15;6;2;4;39;1;;13;1;1;1;;1;;15;32;71;;0.5;;10.2;10.28;4.29;0.9;1.5;27.67;0.16;;4.57;0.64;0.64;1;;1;;4;11.37;39.04;;;;;;;;1;1;0;;;;;;;;;;
070000096;070780184;2022;9;;;9;353;0;0;353;2569;0;0;2569;0;;;0;0;0;0;0;;3828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;419;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;;;;;;1;;7;;2;;;;3;;;;;;5;1.95;1.85;;;;;;;0.58;;2.53;1;5;1;;9;12;8;;2;37;1;;8;;;2;;;;12;23;60;1.85;1;;7.52;8.98;5.86;;1;26.21;1;;5.94;;;0.9;;;;7;14.84;41.05;;;;;;;;1;1;0;;;;;;;;;;
070000112;070007927;2022;15;0;;15;250;0;0;250;3718;0;0;3718;0;;;0;3;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;;;;;;;;;8;;;;;;;;;;;;;;3;;14;11;1;1;1;31;1;;11;1;1;4;;;;15;32;63;;1.04;;7.91;7.36;1;0.2;0.16;17.67;0.17;;1.81;0.33;0.33;1.25;;;;1.21;4.77;22.44;;;;;;;;1;1;0;;;;;;;;;;
070000146;070004742;2022;8;;;8;31;0;0;31;307;0;0;307;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;126;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;;2;;11;13;6;1;1;34;;;7;2;;;;;;1;10;44;;2.08;;10.2;13.11;7.79;0.22;0.12;33.52;;;6;1.13;;0.71;;;;0.27;8.11;41.63;;;;;;;;;;;;;;;;;;;;
070000187;070780366;2022;12;0;0;12;325;0;0;325;3758;0;0;3758;0;0;0;0;0;0;0;0;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;162;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;;;;;;;1;;2;;4;4;;;;;;;0;;4;0.17;0;;;;;;;0.86;;1.03;0;;2;;14;14;5;1;4;40;2;;11;1;1;4;;2;;9;29;69;;1.4;;11.58;12.89;3.79;0.17;2.68;32.51;0.57;;6.74;0.23;0.18;2.08;;1.5;;6.72;17.84;50.35;;;;;;;;1;1;0;;;;;;;;;;
070000195;070780374;2022;38;0;0;38;1080;0;0;1080;9499;0;0;9499;0;0;0;0;0;0;0;0;;6610;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;244;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;;;1;1;7;;;;;;;;;;;;;4.52;3.16;;;;;;;0.52;0.04;5.08;;5;3;;27;42;19;2;4;102;1;;17;5;2;3;;1;;27;54;156;4.43;1.8;;22.58;33.53;6.28;0.91;2.21;71.74;0.68;;10.99;2.45;1.49;1.01;;0.57;;11.45;27.15;98.89;;;;;;;;1;1;0;;;1;;;;;;;
070000203;070780382;2022;11;;;11;124;0;0;124;1710;0;0;1710;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;224;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;1;1;;;;;;;;;1;1.28;1.28;;;;;;;0.75;;2.03;;;1;;10;16;2;1;2;32;1;;9;1;;2;;;;15;28;60;;0.83;;9.04;13.33;1.49;0.2;1.03;25.92;0.38;;4.63;0.42;;0.44;;;;3.58;9.45;35.37;;;;;;;;1;1;0;;;;;;;;;;
080000284;080011174;2022;15;;;15;277;0;0;277;2259;0;0;2259;;;;;0;0;0;0;;8373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4;0.04;;;0.04;;;;;;1.44;0;;;;;;;;;;;;;;;;;;;;;;0.14;1;;15.56;17.1;1.31;;;35.11;;;5.98;;;;;1.91;;11.87;19.76;54.87;;;;;;;;;;;1;0;;;;;;;;
080000300;080011174;2022;8;;;8;82;0;0;82;913;0;0;913;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;;;0.2;;;;;;;;;;;;;;;;;;;;;;;;0.6;;6.66;8.61;4.33;;;20.2;;;0.27;0.19;0.19;;;;;1.31;1.77;21.97;;;;;;;;;;;;;;;;;;;;
100000116;100000041;2022;8;;;8;292;0;0;292;4743;0;0;4743;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;196;0;;30;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;1;;6;;;;;;;;;;;;;2.07;2.07;;;;;;;1.24;;3.31;;;3;;15;30;7;0;1;56;;;7;3;1;4;;;;28;42;98;;3;;15.18;30.8;7.99;0.64;1;58.61;;;7.13;2.71;0.85;2.41;;;;25.57;37.82;96.43;;;;;;;;1;1;0;;;;;;;;;;
100000140;100000058;2022;10;;;10;292;0;0;292;3712;0;0;3712;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;250;0;;30;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;;;;;3;;;;;;;;;;;;;2.2;1.2;;;;;;;;;2.2;;;2;;20;33;17;2;3;77;;;11;1;1;;;;;28;40;117;;1.17;;19.99;29.88;15.66;0.87;2.1;69.67;;;11.5;1;1;;;;;25.43;37.93;107.6;;;;;;;;1;1;0;;;;;;;;;;
110000049;110780087;2022;25;;;25;2148;0;0;2148;11632;0;0;11632;;;;;0;0;0;0;;30271;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;146;0;;30;36;;;1;11553;0;;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;19;7;4;;;;;;2;1;22;;;;;;;;;;;;;16.14;7.02;3.66;;;;;;1.6;0.1;17.84;;;3;;36;39;22;1;5;106;4;;25;4;2;3;;9;;27;72;178;;2.66;;32.14;40.53;19.79;0.17;4.33;99.62;4;;23.22;1.75;1.28;2.72;;7.74;;26.82;66.25;165.87;;;;;;;;1;1;0;1;;;;;;;;;
110000189;110780707;2022;30;;;30;391;0;0;391;7924;0;0;7924;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;360;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;4;;;1;1;;;1;;12;;9;9;;;;;;;;;9;5.6;2.3;;;0.1;0.1;;;1;;6.7;;;2;;19;28;17;2;14;82;2;;23;5;1;2;;;;35;67;149;;2;;17.23;23.32;15.22;0.65;10.05;68.47;2;;21.15;2.77;0.8;1.91;;;;32.36;60.19;128.66;;;;;;;;1;1;0;;;;;;;;;;
110000247;110780772;2022;37;;;37;759;0;0;759;8624;0;0;8624;2;;;2;389;0;0;389;;4464;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;37;263;0;;30;17;10;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;4;;;;;;;;;;;;;3.08;2.41;;;;;;;;;3.08;;;2;;51;60;16;1;3;133;1;;15;1;1;2;;;;30;49;182;;1.26;;47.21;60.35;14.5;0.49;1.18;124.99;1.08;;15.04;0.78;0.78;1.8;;;;25.81;44.51;169.5;;;;;;;;1;1;0;;;;;;;;;1;4
110780236;110780707;2022;12;;;12;221;0;0;221;3817;0;0;3817;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;150;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;;;2;;8;8;;;;;;;;;8;1.1;1;;;;;;;;;1.1;;;1;;9;12;10;1;3;36;;;1;2;1;;;;;2;5;41;;1;;9;11.8;9.8;0.2;1.7;33.5;;;1;0.7;0.2;;;;;1.4;3.1;36.6;;;;;;;;1;1;0;;;;;;;;;;
120000088;120780093;2022;6;0;0;6;110;0;0;110;1799;0;0;1799;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;206;0;;30;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;;3;;;;;;;;;;;;;1.48;1.48;;;;;;;2.71;;4.19;;;3;;12;26;20;1;3;65;;;10;3;1;4;;;;28;45;110;;2.47;;12.43;23.47;16.63;1;2.63;58.63;;;9.71;1.69;0.4;3.33;;;;27.39;42.12;100.75;;;;;;;;1;1;0;;;;;;;;;;
120000096;120780101;2022;13;;;13;85;0;0;85;2374;0;0;2374;0;;;0;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;85;698;1479;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;;;;;;;;2;7;;;;;;;;;;;;;4.35;2;;;;;;;;0.28;4.63;;;3;;34;47;18;4;18;124;1;;19;7;2;3;;1;;27;58;182;;3;;30.93;43.95;18.47;1.51;17.23;115.09;0.45;;16.62;6.4;1.5;2.5;;0.8;;27.21;53.98;169.07;;;;;;;;1;1;0;;;;;;;;;;
140000373;140000159;2022;63;;;63;3471;0;0;3471;22066;0;0;22066;9;;;9;1006;0;0;1006;235;15893;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;377;0;;30;21;20;201;1;10711;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;1;235;0;;0;0;0;0;0;0;1;38;13;5;;2;;;;4;1;45;;7;1;;;1;;;;;;8;25.58;12.08;2.95;;0.17;;;;3.66;1;30.41;5.17;2;8;;85;88;41;6;8;238;;;49;6;5;9;;5;1;57;127;365;1.72;5.06;;85.57;80.28;36.71;4.22;6.75;220.31;;;46.87;5.6;4.4;8.39;;4.83;1;57;123.69;344;;;;;;;;1;1;0;;;;;;;;;1;
140026410;140026279;2022;76;;;76;3709;0;0;3709;22849;0;0;22849;;;;;0;0;0;0;;15046;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;748;5095;20;;;;;1;18413;0;;1;0;0;0;1;353;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;41;5;18;1;2;2;;;2;;45;6;;;;;;;;;;;;29.69;3.06;10.96;0.3;1.3;1.3;;;1.8;;32.79;7.03;4;10;;94;79;22;4;6;219;2;;39;8;4;5;;;1;64;119;338;3.49;8.58;1.58;88.7;68.87;22.72;1.59;5.37;200.9;2;;40.59;5.71;2.48;3.99;;;0.19;54.9;107.38;308.28;;;;;;;;1;1;0;;;;;;;;;;
150000024;150780047;2022;15;0;0;15;113;0;0;113;2575;0;0;2575;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;1.5;1.5;;;;;;;;;1.5;;;1;;6;7;10;;2;26;1;;6;1;1;;;;;8;16;42;;0.4;;5.8;7;9.2;;1.5;23.9;1;;4.8;0.6;0.6;;;;;8;14.4;38.3;;;;;;;;1;1;0;;;;;;;;;;
150000164;150780468;2022;34;;;34;2143;0;0;2143;11827;0;0;11827;;;;;0;0;0;0;;2467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;283;0;;27;29;;;1;8616;0;;1;0;0;0;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;14;4;7;;;;;;1;;15;;;;;;;;;;;;;13.53;4.4;7.83;;;;;;1.16;;14.69;0.32;2;3;3;41;63;14;1;3;130;1;1;27;3;2;4;;6;1;25;68;198;2;1.77;3;42.37;57.95;13.14;0.7;2.15;123.08;0.9;0.92;23.02;2.25;1.25;3.58;;3.5;0.33;22.96;57.46;180.54;;;;;;;;1;1;0;;;;;;;;;;
