FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
240000174;240000042;2022;10;0;0;10;162;0;0;162;2519;0;0;2519;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;288;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;;;;;;;2;1;7;;;;;;;;;;;;;1.04;1.04;;;;;;;0.8;0.01;1.85;;;1;;9;24;13;1;2;50;1;;7;1;1;3;;;;9;21;71;;0.9;;6.61;21.49;14.76;0.6;1.55;45.91;0.5;;5.57;0.5;0.5;1.47;;;;8.46;16.5;62.41;;;;;;;;1;1;0;;;;;;;;;;
240000414;240000067;2022;10;;;10;321;0;0;321;2382;0;0;2382;1;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;286;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;;3;;;;;;;;;;;;;1.21;0.2;;;;;;;0.8;;2.01;;;1;;9;20;12;1;4;47;;;9;1;1;2;;;;30;42;89;;0.75;;9.08;19.12;10.2;0.5;4.22;43.87;;;8.53;0.5;0.5;2.16;;;;28.56;39.75;83.62;;;;;;;;1;1;0;;;;;;;;;;
240000455;240000075;2022;10;;;10;173;0;0;173;1921;0;0;1921;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;340;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;2.8;2.8;;;;;;;0.4;;3.2;;;1;;11;19;9;1;3;44;1;;11;1;1;1;;;;12;26;70;;0.69;;9.94;17.43;8.09;0.42;1.71;38.28;0.6;;6.66;1;1;0.93;;;;4.99;14.18;52.46;;;;;;;;1;1;0;;;;;;;;;;
240000471;240000109;2022;4;;;4;49;0;0;49;1345;0;0;1345;;;;;0;0;0;0;;362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;95;0;;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;2;;3;;;;;;;;;;;;;1.01;1.01;;;;;;;0.63;;1.64;;;;;9;23;9;1;6;48;;;10;1;1;2;;1;;36;50;98;;;;10.91;19.97;10.47;0.4;2.89;44.64;0.23;;8.57;0.75;0.75;1.43;;0.2;;31.98;43.16;87.8;;;;;;;;1;1;0;;;;;;;;;;
240000505;240016055;2022;25;;;25;143;0;0;143;3218;0;0;3218;;;;;0;0;0;0;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;;4;;;;;;;;;;;;;1.8;1.8;;;;;;;1.9;;3.7;;;1;;10;33;9;;;53;2;;17;1;1;2;;;;22;44;97;;1;;9.4;33;9;;;52.4;0.38;;3.24;0.4;0.4;2;;;;4.21;10.23;62.63;;;;;;;;1;1;0;;;;;;;;;;
250000627;250000221;2022;20;0;0;20;391;0;0;391;3737;0;0;3737;5;;;5;18;0;0;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;284;0;;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;;4;;;;;;;;;;;;;0.25;0.25;;;;;;;1;;1.25;;;2;;19;35;15;1;4;76;;;2;;;2;;;;1;5;81;;1.51;;17.04;31.33;13.07;0.25;3.1;66.3;;;0.74;;;2;;;;1;3.74;70.04;;;;;;;;1;1;0;;;;;;;;;;
250000635;250000239;2022;10;0;0;10;215;0;0;215;3438;0;0;3438;1;0;0;1;0;0;0;0;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;229;0;6;20;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;10;10;;;;;;;;;10;0.29;0.29;;;;;;;;;0.29;0.71;;2;;11;37;10;1;4;65;1;;11;2;1;2;;;;28;44;109;;1.95;;12.15;31.64;10.62;1.18;4.08;61.62;1;;10.74;1.42;0.96;1.07;;;;27.28;41.51;103.13;;;;;;;;1;1;0;;;;;;;;;;
250000726;250000478;2022;6;0;0;6;86;0;0;86;918;0;0;918;0;0;0;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;246;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;;4;;;;;;;;;;;;;1.27;1.27;;;;;;;1.08;;2.35;;;;;25;61;42;2;1;131;;;15;7;2;3;;;;14;39;170;;;;19.51;54.21;35.83;1.03;0.2;110.78;;;14.31;6.2;1.29;1.36;;;;13.88;35.75;146.53;;;;;;;;1;1;0;;;;;;;;;;
260000237;260000088;2022;10;;;10;38;0;0;38;473;0;0;473;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;205;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;2;;5;;8;8;;;;;;;;;8;1.6;1.6;;;;;;;0.61;;2.21;;;1;1;12;17;7;;4;42;1;;10;2;2;2;;1;;17;33;75;;1;0.25;9.37;14.4;4.94;0.04;2.63;32.63;0.5;;4.54;0.3;0.3;0.83;;0.58;;12.56;19.31;51.94;;;;;;;;1;1;0;;;;;;;;;;
260000278;260000096;2022;6;;;6;129;0;0;129;1182;0;0;1182;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;243;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;7;7;;;;;;;;;7;0.12;0.12;;;;;;;0.21;;0.33;;;1;;9;13;24;1;5;53;2;;9;2;;1;;;;15;29;82;;0.7;;7.05;8.64;10.24;0.2;3.15;29.98;0.4;;3.46;0.7;;0.19;;;;11.99;16.74;46.72;;;;;;;;1;1;0;;;;;;;;;;
270000441;270000110;2022;34;;;34;1327;0;0;1327;10033;0;0;10033;;;;;0;0;0;0;;35194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;292;0;;50;47;25;224;1;14677;0;;1;0;0;0;0;;0;;0;;0;;;;;;0;;0;;0;0;0;0;0;0;0;23;9;11;;2;;;;2;1;28;;2;;;;1;;;;;;3;19.49;5.75;10.74;;0.4;;;;1.91;0.2;22;1;1;8;;62;84;40;3;5;203;;;39;3;2;6;;6;;35;89;292;0.32;7.3;;55.09;84.6;30;2.1;2.99;182.4;;;33.11;2.57;2.2;5.48;;6.48;;34.8;82.44;264.84;;;;;;;;1;1;0;1;0;;;;;;;;
280000100;280000225;2022;11;;;11;143;0;0;143;2775;0;0;2775;;;;;0;0;0;0;;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;143;0;;31;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;;;;;1;;7;;;;;;;;;;;;;1.78;0.65;0.14;;;;;;0.57;0.01;2.36;;;2;;16;40;12;;3;73;1;;6;3;;2;;;;24;36;109;;1.45;;14.49;35.52;12.29;;1.56;65.31;0.33;;6.77;2.04;;1.54;;;;23.61;34.29;99.6;;;;;;;;1;1;0;;;;;;;;;;
290000272;290000090;2022;5;;;5;65;0;0;65;1362;0;0;1362;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;180;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;16;16;;;;;;;;;16;0.78;0.78;;;;;;;1;;1.78;;;1;;12;19;1;1;2;36;1;;8;1;1;2;;;;19;31;67;;1;;10.46;10.96;1;0.23;1.25;24.9;0.5;;3.91;0.97;0.97;0.75;;;;2.26;8.39;33.29;;;;;;;;1;1;0;;;;;;;;;;
290000322;290000108;2022;15;0;0;15;207;0;0;207;3730;0;0;3730;0;0;0;0;0;0;0;0;;3099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;315;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;;;;;;;1;;5;;14;14;;;;;;;;;14;4.72;3.44;;;;;;;1.02;;5.74;2.41;;3;;13;34;10;1;2;63;;;14;3;2;2;;;;28;47;110;;2.71;;13.01;28.57;8.34;0.1;1.18;53.91;;;12.69;1.92;1.42;1.53;;;;25.09;41.23;95.14;;;;;;;;1;1;0;;;;;;;;;;
290000975;290000546;2022;3;;;3;74;0;0;74;448;0;0;448;2;;;2;1395;0;0;1395;4651;2114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138;1436;16383;49;;;;;;;;;;;;;0;;;;;;;;1;4651;;;0;;0;;0;0;0;0;0;;;30;4;;;1;;;;4;;35;;;;;;;;;;;;;22.82;4;;;0.02;;;;3.8;;26.64;3.83;;6;;98;86;;14;91;295;11;;102;16;5;8;;4;;101;242;537;;5.64;;76.47;71.84;;6.43;76.11;236.49;3.37;;67.03;15.37;3.8;6.7;;1.86;;88.01;182.34;418.83;;;;;;;;1;1;0;;;;;;;;;;
290001015;290000751;2022;21;;;21;292;0;0;292;5290;0;0;5290;4;;;4;271;0;0;271;;249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;268;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;;;;;;1;;6;;5;5;;;;;;;;;5;2.9;1.6;;;;;;;0.8;;3.7;;;2;;21;22;10;2;3;60;1;;10;2;1;;;;;22;35;95;;1.91;;19.68;19.89;9.72;1;1.5;53.7;0.96;;8.92;1.2;0.8;;;;;20.89;31.97;85.67;;;;;;;;;;;;;;;;;;;;
2A0000212;2A0000170;2022;8;;;8;143;0;0;143;1124;0;0;1124;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;156;0;0;30;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;5;;29;36;26;;2;98;1;;25;1;1;3;;3;;46;79;177;;4;;21.36;30.21;21.15;0.48;3.18;80.38;0.8;;22.23;0.7;0.7;3.12;;3.06;;44.82;74.73;155.11;;;;;;;;1;1;0;;;;;;;;;;
2A0002614;2A0002606;2022;5;;;5;222;0;0;222;1824;0;0;1824;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;77;0;;30;34;25;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;;;;;;;;;;;;;2.51;2.51;;;;;;;1;;3.51;;;2;;19;27;13;1;3;65;;;16;1;1;3;;3;;13;36;101;;1.31;;22.7;29.28;12.97;0.25;1.78;68.29;;;14.27;0.68;0.68;3;;3;;13.12;34.07;102.36;;;;;;;;1;1;0;;;;;;;;;;
2B0000038;2B0004246;2022;20;;;20;474;0;0;474;5004;0;0;5004;8;;;8;13;0;0;13;1210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;152;0;;10;4;20;153;;;;;;;;;0;;;;;;;;;;;;1;1210;0;;0;0;0;0;0;;;10;7;;;1;1;;;3;2;16;;;;;;;;;;;;;3.85;2.22;;;0.25;0.25;;;2;1.3;7.4;;;3;;52;35;7;1;11;109;5;;19;1;1;6;;3;;25;59;168;;2.5;;37.41;28.2;6.06;1;3.89;79.06;4.1;;12.48;0.25;0.25;6;;3;;20.9;46.73;125.79;;;;;;;;1;0;0;1;0;;;;;;;;
300000056;300780079;2022;10;0;0;10;211;0;0;211;4507;0;0;4507;0;0;0;0;0;0;0;0;;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;551;0;0;;;5;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;;;;;;;3;1;11;;;;;;;;;;;;;4.4;4.1;;;;;;;2.6;0.12;7.12;0.2;;5;;24;36;24;2;10;101;3;;22;1;1;5;;;;37;68;169;;3.85;;21.81;33.1;18.6;1.3;9.11;87.77;3;;20.88;0.5;0.5;3.9;;;;37.39;65.67;153.44;;;;;;;;1;1;0;;;;;;;;;;
300000064;300780087;2022;10;;;10;254;0;0;254;3396;0;0;3396;;;;;0;0;0;0;;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;442;0;;30;13;8;128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;;;;;3;;9;;;;;;;;;;;;;4.5;4.5;;;;;;;2.19;;6.69;0.66;;5;;41;64;40;5;10;165;3;1;38;7;;9;;;;73;131;296;;4.8;;36.38;56.87;27.45;2.09;7.87;135.46;3;1;31.19;3.29;;9.98;;;;65.38;113.84;249.3;;;;;;;;1;1;0;;;;;;;;;;
300000072;300780095;2022;21;;;21;335;0;0;335;3908;0;0;3908;;;;;0;0;0;0;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;272;2017;5;30;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;3;1;9;;11;11;;;;;;;;;11;2.18;2.18;;;;;;;0.89;0.51;3.58;;;2;;19;36;24;2;7;90;;;12;2;2;2;;;;25;41;131;;2.4;;14.51;30.88;20.58;0.98;6.59;75.94;;;10.01;1.38;1.38;1.54;;;;23.55;36.48;112.42;;;;;;;;1;1;0;;;;;;;;;;
300000478;300781010;2022;11;;;11;220;0;0;220;2282;0;0;2282;1;;;1;6;0;0;6;;1215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;218;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;1;;;;;;1;;5;;;;;;;;;;;;;3.1;1;1;;;;;;1;;4.1;;;2;;14;30;4;;3;53;;;9;3;;2;;1;;18;33;86;;1.72;;14.13;23.21;3.8;;1.33;44.19;;;8.42;2.05;;1.87;;0.86;;15.98;29.18;73.37;;;;;;;;1;1;0;;;;;;;;;;
320000110;320004310;2022;28;;;28;473;0;0;473;7337;0;0;7337;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;352;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;3;;21;21;;;;;;;;;21;1;1;;;;;;;1.61;1;3.61;;;3;;15;30;16;1;5;70;2;;13;1;;5;;;1;53;75;145;;2.41;;12.98;26.87;14.97;0.6;3.27;61.1;1.76;;13.04;1;;5.95;;;0.6;51.99;74.34;135.44;;;;;;;;1;1;0;;;;;;;;;;
320000128;320780158;2022;15;;;15;194;0;0;194;4477;0;0;4477;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;139;0;;30;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2;4;;7;7;;;;;;;;;7;0.4;;;;;;;;;0.7;1.1;;;3;;20;26;26;1;5;81;;;10;2;;3;;;;21;36;117;;2.1;;12.07;25.8;19.56;0.7;2.92;63.15;;;8.53;0.8;;1.41;;;;21.51;32.25;95.4;;;;;;;;1;1;0;;;;;;;;;;
320000144;320780174;2022;28;;;28;438;0;0;438;7096;0;0;7096;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;313;0;;30;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;2;;8;8;;;;;;;;;8;0.1;;;;;;;;0.52;;0.62;;;5;;29;48;22;1;6;111;2;;11;1;1;3;;;;38;55;166;;4.4;;25.02;41.64;17.81;1;4.16;94.03;2.45;;10.64;1.06;1.06;2.06;;;;35.17;51.38;145.41;;;;;;;;1;1;0;;;;;;;;;;
320000151;320780182;2022;5;;;5;84;0;0;84;1779;0;0;1779;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;167;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;5;5;;;;;;;;;5;;;;;;;;;0.5;;0.5;;;1;;6;8;6;1;3;25;1;;6;;;;;;;6;13;38;;1;;5.77;7.8;5.6;0.05;1.9;22.12;1;;5.9;;;;;;;6;12.9;35.02;;;;;;;;1;1;0;;;;;;;;;;
320000177;320780208;2022;10;;;10;226;0;0;226;3502;0;0;3502;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;301;0;;30;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;3;6;;1;1;;;;;;;;;1;0.18;0.15;;;;;;;0.82;1.29;2.29;;;2;1;10;27;26;1;4;71;1;;8;2;1;3;;;;27;41;112;;1.6;0.27;9.92;30.96;24.31;0.29;2.63;69.98;1.5;;8.8;1.15;0.8;2.04;;;;25.13;38.62;108.6;;;;;;;;1;1;0;;;;;;;;;;
330000613;330781261;2022;39;0;0;39;1046;0;0;1046;7596;0;0;7596;;;;;0;0;0;0;;19308;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;577;0;;60;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;5;;;;;;2;3;;19;;0;0;;;;;;0;0;;0;8.07;3.46;;;;;;0.03;2.01;;10.11;;;6;;43;102;39;3;5;198;0;;50;4;2;3;;7;;28;92;290;;4.8;;37.97;95.32;34.69;1.49;2.74;177.01;0.34;;43.09;2.17;1.57;3.13;;6.58;;24.85;80.16;257.17;;;;;;;;1;1;0;1;0;;;;;;;;
330804501;330781212;2022;18;;;18;514;0;0;514;4641;0;0;4641;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;446;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;1;;6;;;;;;;;;;;;;3.31;3.31;;;;;;;1;;4.31;;;1;;22;43;6;1;1;74;1;1;9;1;1;2;;1;;9;24;98;;1;;19.83;39.43;5.24;0.37;0.4;66.27;1;1;8.87;0.8;0.8;1.81;;0.8;;9.76;24.04;90.31;;;;;;;;1;1;0;;;;;;;;;;
340000173;340780451;2022;25;;;25;254;0;0;254;4194;0;0;4194;;;;;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;3;3;;;;;;;;;3;0.95;0.95;;;;;;;0.46;;1.41;;;3;;12;19;6;2;3;45;1;;13;;;2;;;;20;36;81;;2.07;;8.12;11.34;5.5;0.26;0.3;27.59;0.86;;10.92;;;2;;;;17.96;31.74;59.33;;;;;;;;1;1;0;;;;;;;;;;
340000215;340780519;2022;22;;;22;508;0;0;508;4918;0;0;4918;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;284;0;;28;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;2;1;5;;1;1;;;;;;;;;1;0.94;0.94;;;;;;;1.46;0.17;2.57;;;3;;19;29;41;;5;97;1;;11;1;1;4;;6;;25;48;145;;1.76;;16.2;26.62;34.83;;4.36;83.77;0.63;;7.08;1;1;4.01;;4.74;;15.16;32.62;116.39;;;;;;;;1;1;0;1;;;;;;;;;
340000231;340780535;2022;50;;;50;1218;0;0;1218;14809;0;0;14809;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;;;;;;;2;;9;;3;3;;;;;;;;;3;4.61;4.41;;;;;;;2;;6.61;0.83;;5;;42;57;27;1;5;137;1;;24;2;1;3;;;;45;75;212;;2.08;;29.76;47.7;23.77;0.6;2.19;106.1;0.48;;10.57;1.58;0.59;1.47;;;;16.78;30.88;136.98;;;;;;;;1;1;0;;;;;;;;;;
340000249;340780543;2022;13;;;13;217;0;0;217;3082;0;0;3082;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;220;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;;;;;1;;1;;5;;3;3;;;;;0;;0;;3;2.2;1.4;;;;;0.1;;1.09;;3.39;0;;3;;14;24;19;1;6;67;1;;11;1;1;3;;;;14;30;97;;1.63;;12.2;21.03;18.6;0.4;5.26;59.12;1;;9.99;0.29;0.29;2.44;;;;13.2;26.92;86.04;;;;;;;;1;1;0;;;;;;;;;;
340780444;340009893;2022;10;;;10;76;0;0;76;2603;0;0;2603;0;0;0;0;0;0;0;0;;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;150;0;;30;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;1;;3;;;;;;;;;;;;;1.55;;;;;;;;0.8;;2.35;0;;1;;20;38;19;2;3;83;1;;13;2;1;2;;;;17;35;118;;1.2;;19.75;39.66;19.6;1.24;3.05;84.5;1;;10.8;2;1;2;;;;15.46;31.26;115.76;;;;;;;;1;1;0;;;;;;;;;;
350000204;350023248;2022;15;0;0;15;364;0;0;364;4926;0;0;4926;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;272;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;;;;;;;3;1;11;;;;;;;;;;;;;2.05;2.05;;;;;;;0.6;0.03;2.68;;;1;;23;31;;1;5;61;9;1;11;2;2;4;;;;7;34;95;;1.05;;13.73;16.42;;0.59;2.24;34.03;3.78;0.5;4.08;0.61;0.61;0.43;;;;2.91;12.31;46.34;;;;;;;;1;1;0;;;;;;;;;;
350000212;350000089;2022;20;;;20;298;0;0;298;4743;0;0;4743;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;9;;;;;;;;;9;;;;;;;;;;;;;;1;;12;18;9;1;3;44;;;10;3;1;2;;;;43;58;102;;1;;11.49;18.67;8.82;0.58;2.4;42.96;;;10.74;2;0.2;1.5;;;;37.6;51.84;94.8;;;;;;;;1;1;0;;;;;;;;;;
