1er jour de la semaine,Semaine,Classe d'âge,Taux de passages aux urgences pour COVID-19,Taux d'hospitalisations après passages aux urgences pour COVID-19,Taux d'actes médicaux SOS médecins pour COVID-19
2023-10-09,2023-S41,15-64 ans,582.31788713,643.42361215,5917.6477866
2023-10-16,2023-S42,Tous âges,888.18197174,2105.1867972,3412.6163392
2023-10-23,2023-S43,Tous âges,902.44398211,2051.4918612,2900.8190548
2023-10-30,2023-S44,05-14 ans,65.054754418,76.045627376,912.94725194
2023-10-30,2023-S44,Tous âges,818.36180076,1863.093992,2516.8864587
2023-11-13,2023-S46,65 ans ou plus,2092.5014566,3111.9422611,3900.6294964
2023-11-13,2023-S46,Tous âges,829.47368421,1832.9326923,2832.5685579
2023-11-27,2023-S48,15-64 ans,753.23371989,875.25595214,5927.1117435
2023-12-04,2023-S49,00-04 ans,1015.4876042,1293.7702152,650.81479963
2023-12-04,2023-S49,05-14 ans,162.070956,219.09233177,1708.3287851
2023-12-04,2023-S49,15-64 ans,933.98463848,993.9806748,6769.6291501
2023-12-04,2023-S49,65 ans ou plus,3799.7664173,5345.3746644,7181.5574206
2023-12-11,2023-S50,65 ans ou plus,3998.7026226,5632.954701,7178.6481235
2023-12-18,2023-S51,05-14 ans,139.55248593,128.28736369,1438.1157287
2023-12-18,2023-S51,Tous âges,1401.3250013,3113.1037983,3874.8939991
2023-12-25,2023-S52,05-14 ans,159.89103722,133.33333333,932.43437097
2023-12-25,2023-S52,15-64 ans,702.80524196,925.12740102,3479.6604648
2023-12-25,2023-S52,65 ans ou plus,2928.7574308,4395.2361312,4790.828335
2024-01-01,2024-S01,05-14 ans,108.26862994,94.906675103,725.23364486
2024-01-08,2024-S02,Tous âges,540.62202569,1240.6414044,1358.490566
2024-01-15,2024-S03,15-64 ans,217.57304238,341.32281553,1518.1096615
2024-01-22,2024-S04,05-14 ans,79.038229544,74.626865672,486.70062252
2024-01-22,2024-S04,65 ans ou plus,874.15013182,1293.0444073,894.33587281
2024-01-29,2024-S05,65 ans ou plus,665.13326378,1036.1391945,1252.276867
2024-02-19,2024-S08,15-64 ans,74.2088899,129.39480203,465.49783467
2024-02-19,2024-S08,Tous âges,137.20378111,295.94596508,353.48332882
2024-03-04,2024-S10,00-04 ans,90.691730563,163.03240269,63.626723224
2024-03-04,2024-S10,Tous âges,87.605676154,199.20596225,287.47433265
2024-03-18,2024-S12,00-04 ans,92.260379293,98.63878477,57.92251255
2024-03-18,2024-S12,15-64 ans,41.101520756,64.597164902,296.48884105
2024-03-25,2024-S13,05-14 ans,10.655528088,27.979854505,182.42010675
2024-03-25,2024-S13,15-64 ans,44.986874418,47.739708421,308.79050369
2024-04-01,2024-S14,05-14 ans,4.2768855719,0.0,187.60512356
2024-04-01,2024-S14,65 ans ou plus,137.41844514,202.10769453,448.3391074
2024-04-08,2024-S15,15-64 ans,34.188565479,68.490681663,313.82647006
2024-04-08,2024-S15,65 ans ou plus,115.63725666,174.99067673,281.29395218
2024-04-08,2024-S15,Tous âges,55.207746751,123.31320152,240.90057999
2024-04-15,2024-S16,00-04 ans,63.804333378,62.565172054,41.288191577
2024-04-15,2024-S16,65 ans ou plus,143.19866995,221.78125365,306.58631991
2024-04-22,2024-S17,00-04 ans,88.686879885,108.67202782,95.778383556
2024-05-06,2024-S19,65 ans ou plus,240.14112559,307.49593873,434.92532414
2024-05-20,2024-S21,00-04 ans,215.24011852,366.38983879,183.67496878
2024-05-20,2024-S21,05-14 ans,20.022425116,0.0,349.65034965
2024-05-20,2024-S21,15-64 ans,117.30088672,135.27841761,1182.5426645
2024-05-20,2024-S21,65 ans ou plus,350.86038631,520.49057733,979.48242087
2024-06-03,2024-S23,00-04 ans,486.74673298,801.64910673,360.15270475
2024-06-03,2024-S23,15-64 ans,226.72573163,245.04581291,2388.3200764
2024-06-10,2024-S24,00-04 ans,445.24763626,784.99781945,315.41218638
2024-06-10,2024-S24,05-14 ans,46.918069321,24.137098721,1128.9746338
2024-06-17,2024-S25,00-04 ans,663.93485139,1030.2498904,606.01635514
2024-06-17,2024-S25,65 ans ou plus,1253.889699,1847.6407049,4376.1834631
2024-06-24,2024-S26,05-14 ans,55.250966892,25.510204082,1456.92235
2024-06-24,2024-S26,65 ans ou plus,1465.657847,2167.6341101,4000.8535154
2024-07-01,2024-S27,15-64 ans,360.93793382,463.49942063,3892.2287068
2024-07-01,2024-S27,Tous âges,560.76994295,1130.0412234,2981.5153618
2024-07-08,2024-S28,05-14 ans,47.49001313,89.632506722,960.3009603
2024-07-08,2024-S28,15-64 ans,348.77176054,405.86949735,3837.7813575
2024-07-22,2024-S30,05-14 ans,109.82341551,126.1829653,882.81660536
2024-07-22,2024-S30,15-64 ans,305.22682199,351.89773421,3351.8078649
2024-08-05,2024-S32,00-04 ans,1016.9596627,1204.8192771,732.21757322
2024-08-05,2024-S32,05-14 ans,70.169015803,97.847358121,733.18457125
2024-08-05,2024-S32,15-64 ans,273.77777778,318.65585168,2174.9966016
2024-08-05,2024-S32,Tous âges,494.45443773,916.98771002,1867.8496381
2024-08-12,2024-S33,00-04 ans,944.05067109,1615.5088853,592.67241379
2024-08-12,2024-S33,65 ans ou plus,871.82996005,1325.751996,2229.9349241
2024-08-19,2024-S34,05-14 ans,72.734172412,130.80444735,820.82551595
2024-08-19,2024-S34,15-64 ans,297.47949944,332.73611467,2372.2786018
2024-08-19,2024-S34,65 ans ou plus,903.83812132,1412.6327155,2053.9024146
2024-08-26,2024-S35,05-14 ans,83.202091938,59.844404548,766.63600123
2024-08-26,2024-S35,65 ans ou plus,1011.4393196,1482.3093438,2448.2904179
2024-09-16,2024-S38,00-04 ans,1369.6966753,1789.0576243,910.023948
2024-09-16,2024-S38,65 ans ou plus,1977.9032875,2902.7890604,4820.6153504
2024-09-16,2024-S38,Tous âges,890.41404917,1758.6081719,3996.4704174
2024-09-23,2024-S39,05-14 ans,129.57490339,185.23418894,1949.0374631
2024-09-23,2024-S39,65 ans ou plus,2415.5143726,3567.9577954,5245.6910395
2024-09-23,2024-S39,Tous âges,956.81773549,2120.4410517,3845.334589
2024-09-30,2024-S40,65 ans ou plus,2158.7869997,3256.193847,4420.6365717
2024-10-07,2024-S41,00-04 ans,550.96418733,738.96978918,305.22194944
2024-10-07,2024-S41,15-64 ans,302.3969629,390.12625904,3042.5406783
2024-10-07,2024-S41,Tous âges,729.44869319,1758.325508,2371.7802599
2024-10-14,2024-S42,00-04 ans,505.46780073,885.14225501,313.17283226
2024-10-21,2024-S43,00-04 ans,360.6168446,550.68325515,234.89494976
2024-10-21,2024-S43,15-64 ans,186.6527468,271.57956547,1633.7113706
2024-10-28,2024-S44,15-64 ans,147.57326907,186.86109992,1284.6050652
2024-10-28,2024-S44,65 ans ou plus,892.55184936,1343.3729785,1611.70804
2024-11-04,2024-S45,00-04 ans,258.31361993,329.45310784,132.81192356
2024-11-04,2024-S45,Tous âges,244.40999427,564.0103745,873.53309656
2024-11-11,2024-S46,05-14 ans,36.522120231,0.0,523.63967519
2024-11-18,2024-S47,15-64 ans,95.770236092,139.975594,1072.9302595
2024-11-25,2024-S48,00-04 ans,240.29260409,300.50083472,138.43778287
2024-11-25,2024-S48,05-14 ans,19.848270995,27.540622418,487.22675797
2024-11-25,2024-S48,Tous âges,211.32986867,471.22815521,769.99639064
2024-12-02,2024-S49,15-64 ans,99.903816007,128.78063139,936.91442848
2024-12-09,2024-S50,15-64 ans,113.34625693,153.01103865,872.98375441
2024-12-16,2024-S51,15-64 ans,124.15261941,183.76272557,936.08307737
2024-12-23,2024-S52,05-14 ans,52.33927481,35.298270385,298.64118262
2024-12-23,2024-S52,Tous âges,270.27098292,571.65180025,593.55688165
2020-01-06,2020-S02,15-64 ans,0.0,0.0,0.0
2020-01-13,2020-S03,Tous âges,0.0,0.0,0.0
2020-01-20,2020-S04,00-04 ans,0.0,0.0,0.0
2020-02-03,2020-S06,00-04 ans,0.0,0.0,0.0
2020-02-03,2020-S06,15-64 ans,1.1609615083,4.3318171973,0.0
2020-02-03,2020-S06,Tous âges,0.9081607323,1.6509005663,0.0
2020-02-10,2020-S07,05-14 ans,0.0,0.0,0.0
2020-02-17,2020-S08,05-14 ans,0.0,0.0,0.0
2020-03-02,2020-S10,00-04 ans,200.57584679,553.35968379,132.85113292
2020-03-02,2020-S10,05-14 ans,316.66974113,994.43118536,283.98333964
2020-03-02,2020-S10,Tous âges,616.63741859,1043.3303243,302.85424676
2020-03-09,2020-S11,05-14 ans,900.36946195,1862.0397799,2023.229674
2020-03-09,2020-S11,15-64 ans,3035.3924564,4543.6160173,3590.4007937
2020-03-16,2020-S12,05-14 ans,1708.4984588,2931.1520109,10518.982933
2020-03-23,2020-S13,05-14 ans,2512.0440468,2730.1092044,14374.295378
2020-03-23,2020-S13,Tous âges,20245.807134,27756.268986,23172.6579
2020-03-30,2020-S14,65 ans ou plus,19571.699648,26288.452247,13059.163059
2020-04-06,2020-S15,Tous âges,12146.321503,17704.998769,12533.516836
2020-04-13,2020-S16,00-04 ans,1121.8724778,2151.8230723,2788.1040892
2020-04-20,2020-S17,00-04 ans,847.19890093,1773.4553776,2422.4519941
2020-04-20,2020-S17,15-64 ans,6759.263756,8237.3782108,8178.1376518
2020-04-20,2020-S17,Tous âges,6119.7574674,9180.0938201,6669.2278141
2020-05-04,2020-S19,00-04 ans,634.11126365,1264.4889357,1894.5834345
2020-05-04,2020-S19,65 ans ou plus,4593.8676708,6648.652763,3017.6106616
2020-05-11,2020-S20,05-14 ans,975.26319189,1113.4676564,5445.3887315
2020-05-18,2020-S21,Tous âges,2061.2256236,3493.5146988,4618.3944887
2020-05-25,2020-S22,05-14 ans,542.84432481,456.82960256,2799.2717342
2020-06-01,2020-S23,00-04 ans,281.95488722,255.23226136,1360.5442177
2020-06-01,2020-S23,15-64 ans,1019.0600748,1496.5329588,3352.5405972
2020-06-08,2020-S24,00-04 ans,237.22112398,406.297613,1282.0512821
2020-06-08,2020-S24,05-14 ans,215.68903268,225.4283138,1936.5703059
2020-06-15,2020-S25,65 ans ou plus,675.26089626,1165.5906474,910.2476265
2020-06-15,2020-S25,Tous âges,546.83739289,996.28384357,1891.0113077
2020-06-22,2020-S26,05-14 ans,159.63673773,160.38492382,2707.1036027
2020-06-29,2020-S27,Tous âges,487.91557926,832.67733753,2731.4517853
2020-07-06,2020-S28,15-64 ans,641.40188669,882.76093993,4929.2769174
2020-07-13,2020-S29,05-14 ans,277.94031597,194.93177388,5274.1935484
2020-07-27,2020-S31,00-04 ans,176.92404903,272.26760016,1655.787295
2020-07-27,2020-S31,05-14 ans,184.79506228,233.73587846,3571.4285714
2020-08-03,2020-S32,Tous âges,703.13545567,1172.9216574,3233.9788822
2020-08-10,2020-S33,05-14 ans,228.68577146,244.29967427,2950.4575576
2020-08-17,2020-S34,00-04 ans,201.59596808,278.77339705,1741.6545718
2020-08-17,2020-S34,05-14 ans,222.27985033,80.25682183,3742.5149701
2020-08-24,2020-S35,65 ans ou plus,883.72510318,1550.8839327,1989.3028057
2020-08-31,2020-S36,15-64 ans,1673.0453106,2283.1448902,8455.5460065
2020-08-31,2020-S36,65 ans ou plus,1194.431022,2019.4621743,2149.7779572
2020-09-07,2020-S37,00-04 ans,419.18228173,405.84415584,3543.5607416
2020-09-07,2020-S37,15-64 ans,2326.6282844,3296.33225,12348.421026
2020-09-07,2020-S37,65 ans ou plus,1706.6372539,2780.364966,3673.0945822
2020-09-07,2020-S37,Tous âges,1794.4964871,2724.5478732,9377.24982
2020-09-14,2020-S38,00-04 ans,277.11519573,436.95380774,2315.0584026
2020-09-21,2020-S39,65 ans ou plus,2394.2224664,3970.4786573,3014.1129032
2020-09-21,2020-S39,Tous âges,1838.9418815,3540.3376449,7702.8657617
2020-09-28,2020-S40,15-64 ans,2014.8001578,3586.06106,9839.2898735
2020-10-05,2020-S41,15-64 ans,2561.8749503,4260.6516291,10833.44002
2020-10-12,2020-S42,15-64 ans,3399.1355352,5995.1187042,12707.139538
2020-10-12,2020-S42,65 ans ou plus,4766.4111542,7736.6032112,5232.5016989
2020-10-12,2020-S42,Tous âges,3110.8812389,6381.533101,9205.6946785
2020-10-19,2020-S43,Tous âges,4643.9385311,9411.8868774,11600.379524
2020-10-26,2020-S44,05-14 ans,654.14900061,706.90592713,6730.0832342
2020-10-26,2020-S44,15-64 ans,6614.1683024,11847.417514,17133.502091
2020-11-02,2020-S45,00-04 ans,495.1720723,1293.4518998,1735.2703793
2020-11-09,2020-S46,Tous âges,5488.3453082,12629.805315,7702.5364848
2020-11-16,2020-S47,Tous âges,3498.3533985,8167.9219382,5435.2065237
2020-11-23,2020-S48,00-04 ans,214.18155304,368.73156342,779.60387695
2020-11-23,2020-S48,05-14 ans,272.90300572,163.8001638,4546.2032614
2020-11-30,2020-S49,00-04 ans,186.23665682,396.11091106,640.11379801
2020-11-30,2020-S49,65 ans ou plus,4198.562594,6835.977395,2432.2446143
2020-11-30,2020-S49,Tous âges,2199.5506482,5084.375512,3844.1959662
2020-12-07,2020-S50,00-04 ans,159.11925343,254.6380502,595.68835098
2020-12-14,2020-S51,15-64 ans,2088.2837837,4004.4493882,5340.2048818
2020-12-21,2020-S52,65 ans ou plus,4287.5968245,7330.4002271,3050.3872874
2020-12-28,2020-S53,05-14 ans,202.81555715,53.504547887,2276.0190358
2020-12-28,2020-S53,15-64 ans,2021.9039596,4087.4747759,5217.8375912
2021-01-04,2021-S01,15-64 ans,2026.0858554,4514.3142326,6103.5267349
2021-01-11,2021-S02,00-04 ans,256.80966615,438.59649123,1008.5683684
2021-01-18,2021-S03,05-14 ans,293.08742583,610.00406669,4608.6611045
2021-01-25,2021-S04,05-14 ans,269.32208795,529.1005291,4381.8663973
2021-01-25,2021-S04,Tous âges,3037.0290169,7779.9309125,4393.7486112
2021-02-01,2021-S05,00-04 ans,231.2584313,467.65393609,1033.1225346
2021-02-01,2021-S05,65 ans ou plus,6105.8580246,10268.166375,3040.4408147
2021-02-08,2021-S06,65 ans ou plus,5335.1248814,8976.1944398,2987.1692061
2021-02-08,2021-S06,Tous âges,2784.42997,7112.6868077,4181.0825075
2021-02-15,2021-S07,Tous âges,2674.1989257,6912.8772472,3832.7223196
2021-02-22,2021-S08,15-64 ans,2944.7852761,7501.1582361,5423.815767
2021-03-01,2021-S09,15-64 ans,3030.6947128,8103.7277147,5509.0774572
2021-03-08,2021-S10,00-04 ans,191.19849591,324.43224357,983.15622063
2021-03-15,2021-S11,00-04 ans,361.76470588,691.24423963,1177.2151899
2021-03-15,2021-S11,Tous âges,3583.817452,9084.0164905,4548.3501083
2021-03-22,2021-S12,00-04 ans,428.99809938,729.31860804,1503.1547693
2021-03-29,2021-S13,15-64 ans,5085.6090092,13098.859316,7810.5781058
2021-04-05,2021-S14,00-04 ans,360.33974891,519.36810214,995.12730767
2021-04-05,2021-S14,15-64 ans,5286.2972226,14076.761058,7772.7711619
2021-04-05,2021-S14,65 ans ou plus,7618.4265133,12345.640121,3765.1891152
2021-04-05,2021-S14,Tous âges,4810.1911011,11762.328842,5296.2056823
2021-04-12,2021-S15,15-64 ans,4868.4437715,12835.35393,6821.792081
2021-04-12,2021-S15,65 ans ou plus,6867.6766481,11251.15376,3459.9233157
2021-04-12,2021-S15,Tous âges,4470.2200129,10797.700606,5030.3422883
2021-04-19,2021-S16,15-64 ans,4441.5356086,12755.613859,6062.9724496
2021-04-19,2021-S16,65 ans ou plus,6159.9609711,10402.809722,2994.9642195
2021-04-26,2021-S17,00-04 ans,282.68832617,534.91827637,934.72033771
2021-05-03,2021-S18,00-04 ans,257.75121405,473.40573656,1004.2710377
2021-05-03,2021-S18,15-64 ans,2792.3901941,8173.3428143,4473.1640566
2021-05-03,2021-S18,65 ans ou plus,3525.6267036,6086.0165744,1555.5344779
2021-05-10,2021-S19,65 ans ou plus,2379.0221541,4297.3091301,1323.4149295
2021-05-17,2021-S20,15-64 ans,1688.9631117,4620.7295889,3825.9219868
2021-05-17,2021-S20,Tous âges,1371.3687516,3433.6255232,2942.1967141
2021-05-24,2021-S21,00-04 ans,167.79044837,292.18407597,735.66717402
2021-05-24,2021-S21,05-14 ans,126.67207134,154.17823003,3564.1912028
2021-05-24,2021-S21,65 ans ou plus,1341.5419858,2473.6495389,918.45254662
2021-05-31,2021-S22,05-14 ans,152.15169751,241.25452352,3112.7944135
2021-05-31,2021-S22,15-64 ans,1066.9500061,3227.8719397,2658.023608
2021-06-07,2021-S23,15-64 ans,708.76219361,2165.474197,1876.2691989
2021-06-14,2021-S24,00-04 ans,58.397260638,68.477516549,267.37967914
2021-06-14,2021-S24,Tous âges,400.28966831,1048.4828195,1024.8496936
2021-06-21,2021-S25,05-14 ans,36.674816626,134.27324606,1367.0627316
2021-06-28,2021-S26,00-04 ans,45.512957807,47.058823529,217.78584392
2021-06-28,2021-S26,05-14 ans,38.802660754,36.751194414,1112.4198403
2021-06-28,2021-S26,Tous âges,298.04640836,682.75285953,1006.0685823
2021-07-05,2021-S27,05-14 ans,58.856328604,39.603960396,1553.7332758
2021-07-05,2021-S27,Tous âges,350.62254641,760.63664469,1672.7919729
2021-07-12,2021-S28,05-14 ans,137.16108453,115.91962906,1616.6640759
2021-07-12,2021-S28,65 ans ou plus,470.37952908,897.26484323,788.36227123
2021-07-19,2021-S29,00-04 ans,245.65330131,467.04722366,622.75901113
2021-07-19,2021-S29,05-14 ans,268.59052438,311.28404669,2343.1478341
2021-07-19,2021-S29,Tous âges,1180.5831135,2119.6269457,3248.4531176
2021-07-26,2021-S30,00-04 ans,469.08932967,1116.5187518,1028.1089358
2021-08-09,2021-S32,00-04 ans,810.71796633,1860.3133159,1105.511299
2021-08-09,2021-S32,15-64 ans,2935.0612975,7356.8523154,5032.9728304
2021-08-09,2021-S32,65 ans ou plus,2515.2230321,4401.3795369,2560.2140946
2021-08-09,2021-S32,Tous âges,2426.2911737,5364.869701,3956.4416478
2021-08-16,2021-S33,00-04 ans,849.81889106,1761.6580311,1196.4107677
2021-08-16,2021-S33,05-14 ans,493.2013563,765.203383,2918.7581335
2021-08-16,2021-S33,65 ans ou plus,2530.6264844,4686.9768999,2439.0243902
2021-08-23,2021-S34,00-04 ans,819.000819,2168.5904162,1236.5766352
2021-08-30,2021-S35,05-14 ans,337.62112158,466.92607004,2815.6849197
2021-08-30,2021-S35,15-64 ans,1725.8814805,4638.6758175,3745.0540588
2021-08-30,2021-S35,65 ans ou plus,1818.9692508,3294.6898528,1834.9574953
2021-08-30,2021-S35,Tous âges,1512.1043316,3620.4041073,3048.9643679
2021-09-06,2021-S36,05-14 ans,212.41127124,327.76138971,2621.6706178
2021-09-06,2021-S36,15-64 ans,1169.8470323,3185.6664698,2859.455085
2021-10-04,2021-S40,00-04 ans,70.839773313,185.33772652,200.4677581
2021-10-11,2021-S41,15-64 ans,472.78130488,1235.0222877,1914.5259763
2021-10-18,2021-S42,Tous âges,435.87589558,1222.5622544,1582.5123899
2021-10-25,2021-S43,00-04 ans,69.3165028,133.71218452,213.27507283
2021-11-01,2021-S44,00-04 ans,84.94552868,238.92666789,229.24994122
2021-11-01,2021-S44,05-14 ans,120.42298574,44.130626655,1346.4052288
2021-11-01,2021-S44,65 ans ou plus,1096.8245492,1945.0838007,1434.1590613
2021-11-08,2021-S45,05-14 ans,83.747083807,192.52984213,1999.7753061
2021-11-08,2021-S45,15-64 ans,811.34732128,2171.687004,3611.7895434
2021-11-15,2021-S46,05-14 ans,162.04913748,296.18659756,2948.2071713
2021-11-15,2021-S46,15-64 ans,1044.6381256,2802.6618889,4823.4337574
2021-11-15,2021-S46,Tous âges,966.57787185,2547.0478832,3407.9059627
2021-11-22,2021-S47,05-14 ans,282.52316954,390.93041439,4838.9934894
2021-11-22,2021-S47,15-64 ans,1595.4307142,4562.6072041,6609.5025815
2021-11-29,2021-S48,00-04 ans,377.88533135,666.370502,1359.0144701
2021-11-29,2021-S48,Tous âges,1950.1227702,5125.8454884,5840.1969355
2021-12-13,2021-S50,05-14 ans,594.98868683,786.42384106,6008.3064144
2021-12-13,2021-S50,15-64 ans,2887.4052625,7470.5931426,8818.4245661
2021-12-13,2021-S50,65 ans ou plus,3907.9390274,6824.7595929,5921.9380888
2021-12-20,2021-S51,00-04 ans,703.89761489,1093.2375449,2230.9565988
2021-12-20,2021-S51,05-14 ans,820.30771742,630.76176613,6552.094522
2021-12-20,2021-S51,15-64 ans,4071.9901439,8530.2467788,12000.195642
2021-12-20,2021-S51,65 ans ou plus,4161.9171328,7142.8571429,6517.8096757
2021-12-20,2021-S51,Tous âges,3274.0040775,6828.2822048,8426.8451951
2021-12-27,2021-S52,15-64 ans,5599.842369,9305.7844595,15868.459898
2021-12-27,2021-S52,65 ans ou plus,5184.9578682,8374.5001176,8228.3570088
2022-01-03,2022-S01,05-14 ans,2253.0766803,1750.2917153,17133.956386
2022-01-03,2022-S01,15-64 ans,6456.246827,9771.6710447,20126.140331
2022-01-17,2022-S03,00-04 ans,4927.4637319,6933.0855019,10385.212361
2022-01-17,2022-S03,65 ans ou plus,6551.2550348,10122.690489,12017.926642
2022-01-17,2022-S03,Tous âges,5305.4404869,8686.5138345,20163.08562
2022-01-24,2022-S04,00-04 ans,4380.7772587,5365.9426903,8923.4351459
2022-01-24,2022-S04,65 ans ou plus,6677.750432,10561.084919,11640.667025
2022-01-24,2022-S04,Tous âges,4717.036488,8501.3869106,17312.249082
2022-01-31,2022-S05,15-64 ans,3338.0282507,5746.6918715,16132.926535
2022-01-31,2022-S05,Tous âges,3853.7221286,8022.7272727,13354.465102
2022-02-07,2022-S06,00-04 ans,2164.576114,2863.2025451,3954.0044382
2022-02-07,2022-S06,15-64 ans,2152.6949042,3864.9972782,10722.921914
2022-02-14,2022-S07,Tous âges,1925.8692925,4590.8640281,6158.9125561
2022-02-21,2022-S08,05-14 ans,467.27664456,686.05031036,4349.1484185
2022-03-07,2022-S10,05-14 ans,538.37221577,616.74008811,4729.462093
2022-03-14,2022-S11,00-04 ans,1210.1504456,1772.2788831,2019.7880686
2022-03-14,2022-S11,05-14 ans,757.29839098,1159.2602815,5609.5207462
2022-03-14,2022-S11,65 ans ou plus,2732.1919631,4280.2251809,6608.8196838
2022-03-21,2022-S12,05-14 ans,816.44193896,1154.3624161,5786.2216319
2022-03-21,2022-S12,Tous âges,1832.6806142,3584.0848195,6795.4982158
2022-03-28,2022-S13,Tous âges,2169.6601359,4301.8889891,7162.5682907
2022-04-04,2022-S14,05-14 ans,810.95868996,875.14585764,5094.0496231
2022-04-04,2022-S14,Tous âges,2283.130557,4520.8532315,7084.8669956
2022-04-11,2022-S15,00-04 ans,1868.0763237,2880.8971384,2536.8617604
2022-04-11,2022-S15,05-14 ans,569.25996205,785.9163785,4359.5863166
2022-04-18,2022-S16,15-64 ans,1379.1346169,1806.9561638,6918.7649745
2022-04-18,2022-S16,Tous âges,1902.6929634,4153.2071989,5846.3707191
2022-04-25,2022-S17,65 ans ou plus,2949.1964162,4774.1583919,5892.2382103
2022-05-02,2022-S18,00-04 ans,915.12440429,1471.334348,1385.8891289
2022-05-02,2022-S18,05-14 ans,194.62826002,358.95901885,2779.7921199
2022-05-02,2022-S18,15-64 ans,666.34527827,1062.2519742,4303.3725011
2022-05-02,2022-S18,Tous âges,966.03711985,2297.1516551,3638.9592984
2022-05-09,2022-S19,05-14 ans,197.85916385,341.19988627,2840.4592241
2022-05-09,2022-S19,Tous âges,747.30747474,1744.8167792,3250.9697495
2022-05-23,2022-S21,05-14 ans,101.4086991,122.06286237,1815.3660845
2022-05-23,2022-S21,65 ans ou plus,966.79828416,1506.3656095,2925.989673
2022-05-30,2022-S22,05-14 ans,103.02905419,177.09563164,1687.5388578
2022-06-06,2022-S23,00-04 ans,555.77808933,754.07443444,1013.9905019
2022-06-06,2022-S23,15-64 ans,695.87876156,750.06801135,4494.6442323
2022-06-06,2022-S23,65 ans ou plus,1416.9747523,2081.1116497,5093.4329952
2022-06-13,2022-S24,65 ans ou plus,2105.6553354,3083.5117773,7418.0233891
2022-06-20,2022-S25,00-04 ans,1384.0435962,2370.8342653,2023.8713025
2022-06-20,2022-S25,05-14 ans,430.76668185,474.9183734,4655.4009278
2022-06-27,2022-S26,Tous âges,2387.7997351,3864.2467901,10289.124265
2022-07-04,2022-S27,05-14 ans,882.63613994,1049.7798849,8171.8702941
2022-07-11,2022-S28,65 ans ou plus,5305.4820045,7765.0768624,12096.182085
2022-07-25,2022-S30,00-04 ans,1613.180024,2661.8100308,2659.2091061
2022-07-25,2022-S30,15-64 ans,1239.3064569,1516.5496489,7457.1856802
2022-07-25,2022-S30,65 ans ou plus,2994.3061574,4658.0113996,7215.8749248
2022-08-01,2022-S31,00-04 ans,1559.9886546,2327.7760302,2234.6983708
2022-08-01,2022-S31,65 ans ou plus,2530.8610746,4044.4571829,5464.6875295
2022-08-08,2022-S32,00-04 ans,1379.1770051,1750.0767578,1996.6118103
2022-08-08,2022-S32,05-14 ans,299.52931108,379.36267071,3220.0128287
2022-08-15,2022-S33,15-64 ans,624.82711489,702.91502998,4354.9013893
2022-08-15,2022-S33,65 ans ou plus,1521.9119419,2337.6878499,3822.2135771
2022-08-29,2022-S35,Tous âges,601.96587385,1154.7570437,2795.5824381
2022-09-05,2022-S36,00-04 ans,793.70039373,1081.0810811,1453.7369591
2022-09-05,2022-S36,15-64 ans,445.96968494,536.89697065,3497.5564003
2022-09-05,2022-S36,Tous âges,590.37141784,1086.3892974,3073.4707211
2022-09-12,2022-S37,65 ans ou plus,1239.3452215,1839.3700787,3743.9762758
2022-09-12,2022-S37,Tous âges,681.3853671,1217.3698647,3985.2984492
2022-09-19,2022-S38,05-14 ans,280.90545191,127.71392082,4180.4349497
2022-09-19,2022-S38,65 ans ou plus,1661.2246491,2504.0216105,5120.9973112
2022-09-26,2022-S39,05-14 ans,211.34540564,587.85107773,3274.1262176
2022-09-26,2022-S39,15-64 ans,881.17009798,1110.3772806,5788.1293562
2022-10-03,2022-S40,05-14 ans,165.99629701,350.31847134,3370.6945922
2022-10-03,2022-S40,15-64 ans,991.09397847,1192.4162328,6427.683204
2022-10-03,2022-S40,65 ans ou plus,3542.730137,5056.4399421,7827.9424978
2022-10-10,2022-S41,65 ans ou plus,4062.2909388,5926.2962854,8315.8140621
2022-10-10,2022-S41,Tous âges,1519.8822273,3583.6732281,4705.0529859
2022-10-17,2022-S42,00-04 ans,585.78886824,651.00031756,1106.2966719
2022-10-17,2022-S42,05-14 ans,163.31330024,210.6002106,3157.0762053
2022-10-17,2022-S42,Tous âges,1402.4356278,3377.069065,4345.6566115
2022-10-24,2022-S43,00-04 ans,469.91232731,666.85584563,856.7591349
2022-10-24,2022-S43,65 ans ou plus,2837.9010613,4411.3658963,6174.0890688
2022-10-31,2022-S44,05-14 ans,78.606052666,43.159257661,1780.1930104
2022-10-31,2022-S44,15-64 ans,602.90703151,801.51684909,4014.0890445
2022-10-31,2022-S44,65 ans ou plus,2358.4115821,3678.2690499,5433.9403332
2022-11-14,2022-S46,00-04 ans,408.54081554,547.42028192,813.55283308
2022-11-14,2022-S46,05-14 ans,109.13735052,139.61605585,2234.6780736
2022-11-21,2022-S47,05-14 ans,152.84084616,347.1017008,2539.8346711
2022-11-21,2022-S47,15-64 ans,732.97035961,1032.6650536,4535.131465
2022-11-28,2022-S48,15-64 ans,956.36778794,1318.1469158,5506.2166963
2022-12-12,2022-S50,00-04 ans,645.64924644,979.04237418,857.67139414
2022-12-12,2022-S50,05-14 ans,169.23337282,295.95527787,2105.164231
2022-12-12,2022-S50,65 ans ou plus,4264.8492958,6439.3435646,5764.7204049
2022-12-12,2022-S50,Tous âges,1592.6537439,4077.0053476,3319.0986006
2022-12-19,2022-S51,00-04 ans,626.36961286,1170.1308699,563.03691665
