1er jour de la semaine,Semaine,Classe d'âge,Taux de passages aux urgences pour COVID-19,Taux d'hospitalisations après passages aux urgences pour COVID-19,Taux d'actes médicaux SOS médecins pour COVID-19
2022-01-03,2022-S01,65 ans ou plus,6483.0611748,9931.8604171,9821.2290503
2022-01-03,2022-S01,Tous âges,5653.7247604,9148.7945794,16738.444884
2022-01-10,2022-S02,00-04 ans,4212.4202895,5547.0834922,8616.398243
2022-01-10,2022-S02,15-64 ans,5676.7315788,8199.8075555,22372.633121
2022-01-10,2022-S02,Tous âges,5306.7372919,8371.3686548,18728.277943
2022-01-17,2022-S03,05-14 ans,3058.0403578,3299.1202346,24402.292037
2022-01-17,2022-S03,15-64 ans,5290.0048889,7629.5525494,23880.726956
2022-01-31,2022-S05,05-14 ans,1562.1574216,2448.2758621,15249.79855
2022-02-14,2022-S07,05-14 ans,649.82873972,1004.8381094,5920.6245934
2022-02-21,2022-S08,00-04 ans,993.95978286,1690.7758783,1831.5334773
2022-02-21,2022-S08,15-64 ans,1042.3478039,1895.9092584,6157.3101171
2022-02-21,2022-S08,65 ans ou plus,2757.0526976,4666.54362,4031.4270994
2022-02-21,2022-S08,Tous âges,1369.8547617,3201.5065913,4794.4977905
2022-02-28,2022-S09,00-04 ans,975.64466497,1488.3558046,1837.1607516
2022-02-28,2022-S09,05-14 ans,463.1296043,620.34739454,4262.0930471
2022-02-28,2022-S09,15-64 ans,881.54028332,1432.7580593,5692.8110774
2022-02-28,2022-S09,65 ans ou plus,2255.0554384,3804.2981253,4035.4560299
2022-02-28,2022-S09,Tous âges,1151.9328005,2571.2562208,4561.1956021
2022-03-07,2022-S10,15-64 ans,964.94514316,1259.936407,6099.5471075
2022-03-07,2022-S10,65 ans ou plus,2298.2866144,3770.8658581,5471.6542751
2022-03-21,2022-S12,00-04 ans,1378.0822978,1975.2662315,2277.3962552
2022-03-28,2022-S13,00-04 ans,1615.1114109,2309.1504394,2715.4591149
2022-04-11,2022-S15,15-64 ans,1728.4578235,2189.9830019,8338.7813071
2022-04-11,2022-S15,65 ans ou plus,4537.083739,7076.4242441,10057.757419
2022-04-11,2022-S15,Tous âges,2243.0217697,4674.1468519,6833.9989955
2022-04-18,2022-S16,05-14 ans,404.49553263,450.13850416,3496.2902734
2022-04-25,2022-S17,15-64 ans,915.20684985,1478.3484391,5088.3947115
2022-05-16,2022-S20,05-14 ans,135.99969352,247.45669508,2127.8490028
2022-05-16,2022-S20,15-64 ans,442.31056271,710.2974133,3021.6276709
2022-05-16,2022-S20,65 ans ou plus,1268.8516957,2070.3611457,2956.1310157
2022-05-16,2022-S20,Tous âges,573.78868337,1349.5581893,2450.7712843
2022-05-23,2022-S21,15-64 ans,371.59585215,586.66240971,2604.3070289
2022-05-30,2022-S22,Tous âges,558.4437922,1090.2885792,2645.6182751
2022-06-06,2022-S23,Tous âges,760.26244072,1370.5457264,3595.0474865
2022-06-13,2022-S24,05-14 ans,284.9002849,451.53521975,3320.7081829
2022-06-13,2022-S24,15-64 ans,1103.7640137,1280.5455579,6188.2411067
2022-06-13,2022-S24,Tous âges,1184.8386928,2121.5983207,4914.9461958
2022-06-20,2022-S25,15-64 ans,1536.5208743,1584.7920196,8552.897294
2022-06-20,2022-S25,65 ans ou plus,2847.4763863,4189.615694,9676.7099186
2022-06-20,2022-S25,Tous âges,1653.2206835,2843.1401936,6786.6705215
2022-06-27,2022-S26,05-14 ans,678.3520315,546.97554698,7632.6935208
2022-07-04,2022-S27,00-04 ans,2866.2568688,4582.6876245,4390.1760245
2022-07-11,2022-S28,Tous âges,2934.9518716,5147.6702288,9571.0139224
2022-07-18,2022-S29,05-14 ans,668.26340223,818.75697804,4713.2058693
2022-07-18,2022-S29,Tous âges,2392.3911299,4409.703504,7791.9416322
2022-08-01,2022-S31,15-64 ans,952.51481209,1059.0746185,5942.9613744
2022-08-01,2022-S31,Tous âges,1334.2403962,2594.0964166,5077.5329369
2022-08-08,2022-S32,15-64 ans,711.63466193,932.93506281,4639.34222
2022-08-08,2022-S32,65 ans ou plus,1988.4493573,3225.4019998,4338.614591
2022-08-08,2022-S32,Tous âges,1050.4387503,2127.4202619,4089.554001
2022-08-29,2022-S35,05-14 ans,181.5055407,294.00955531,2218.5175686
2022-08-29,2022-S35,65 ans ou plus,1144.5643425,1774.8562038,2855.8476881
2022-09-05,2022-S36,05-14 ans,240.84268473,348.65293185,3206.5457762
2022-09-05,2022-S36,65 ans ou plus,1041.5819025,1616.7179653,3256.3647128
2022-09-12,2022-S37,00-04 ans,765.29936711,1187.0845204,1478.3876956
2022-09-19,2022-S38,Tous âges,849.26368113,1623.981196,4381.9740434
2022-10-03,2022-S40,00-04 ans,635.27108371,827.94830372,1113.9188283
2022-10-03,2022-S40,Tous âges,1410.6656073,3095.6419143,4928.4650962
2022-10-10,2022-S41,00-04 ans,668.86390074,1162.1572544,1106.3578699
2022-10-10,2022-S41,05-14 ans,173.01038062,257.81501772,3054.0876593
2022-10-17,2022-S42,15-64 ans,908.31501358,1236.8558882,5697.060019
2022-10-24,2022-S43,05-14 ans,114.91611124,238.37902265,2077.8460638
2022-11-07,2022-S45,15-64 ans,536.40559043,717.11802919,3724.0281501
2022-11-07,2022-S45,65 ans ou plus,2110.9082611,3305.509182,4351.687389
2022-11-07,2022-S45,Tous âges,824.68680125,2008.2657278,2916.2218351
2022-11-14,2022-S46,15-64 ans,624.70252261,924.65325503,4254.7000895
2022-11-14,2022-S46,Tous âges,902.6637348,2155.5763824,3165.9759495
2022-11-21,2022-S47,Tous âges,1095.9452806,2676.1259036,3326.2126584
2022-11-28,2022-S48,05-14 ans,164.814267,169.43409014,2632.1760835
2022-11-28,2022-S48,65 ans ou plus,3485.2647353,5186.8425641,6443.5035724
2022-11-28,2022-S48,Tous âges,1344.8468422,3154.6940327,3983.0470366
2022-12-05,2022-S49,00-04 ans,702.09351521,1087.1140745,1113.9188283
2022-12-05,2022-S49,05-14 ans,208.52689171,102.59917921,2533.8555183
2022-12-05,2022-S49,15-64 ans,1017.9455103,1544.2512328,5186.8343462
2022-12-05,2022-S49,65 ans ou plus,4163.1963449,6254.9855591,7338.8799205
2022-12-12,2022-S50,15-64 ans,954.85306387,1590.3446473,4311.4902467
2022-12-26,2022-S52,00-04 ans,613.66687264,1108.9932421,442.00470521
2022-12-26,2022-S52,Tous âges,1174.8655248,2970.4658134,1858.0969384
2023-01-02,2023-S01,05-14 ans,59.635626323,35.842293907,538.44700548
2023-01-02,2023-S01,65 ans ou plus,1857.6342302,2786.2753204,2050.8537491
2023-01-02,2023-S01,Tous âges,678.47708038,1775.147929,1281.5494895
2023-01-09,2023-S02,05-14 ans,60.3057238,65.6167979,652.33754286
2023-01-16,2023-S03,Tous âges,257.61827747,682.60992374,719.62976289
2023-01-23,2023-S04,05-14 ans,26.102225808,60.845756009,525.32589662
2023-01-23,2023-S04,65 ans ou plus,622.68640931,991.02637701,765.40375048
2023-01-30,2023-S05,05-14 ans,40.053404539,58.360081704,332.08289773
2023-01-30,2023-S05,15-64 ans,144.19610671,237.56860818,965.71906355
2023-02-06,2023-S06,15-64 ans,156.25175013,197.42143433,950.68330362
2023-02-20,2023-S08,Tous âges,306.56113021,671.89590174,874.26290593
2023-02-27,2023-S09,00-04 ans,353.24526134,514.13881748,109.86596352
2023-02-27,2023-S09,65 ans ou plus,783.74271968,1169.1047743,1232.2715648
2023-03-06,2023-S10,Tous âges,468.52969252,1068.8022865,1220.117169
2023-03-13,2023-S11,00-04 ans,570.46270864,857.56117967,355.75679172
2023-03-13,2023-S11,15-64 ans,354.94532354,425.8977064,2087.2500427
2023-03-20,2023-S12,00-04 ans,653.57726408,768.57386849,292.70196436
2023-03-20,2023-S12,05-14 ans,88.784320689,239.44926669,840.95063985
2023-03-20,2023-S12,Tous âges,652.78119527,1413.4918709,1890.2322011
2023-03-27,2023-S13,15-64 ans,418.88453003,532.82436677,2965.6788302
2023-03-27,2023-S13,Tous âges,646.34952527,1464.8407913,2171.9804906
2023-04-03,2023-S14,05-14 ans,65.533662458,90.771558245,949.57432875
2023-04-03,2023-S14,15-64 ans,385.39020759,464.65839732,2693.2161858
2023-04-03,2023-S14,Tous âges,622.2796811,1410.5319721,2025.196506
2023-04-10,2023-S15,15-64 ans,438.84437648,581.04099793,3084.2532916
2023-04-17,2023-S16,05-14 ans,65.285268237,71.684587814,793.38473572
2023-04-24,2023-S17,05-14 ans,42.402826855,69.468565474,766.23835907
2023-04-24,2023-S17,65 ans ou plus,1625.0167371,2544.7185928,2903.06868
2023-04-24,2023-S17,Tous âges,637.94191543,1501.5873494,1924.9746714
2023-05-01,2023-S18,00-04 ans,414.2196499,615.31449407,395.68624408
2023-05-08,2023-S19,00-04 ans,368.3406702,747.01195219,326.1122758
2023-05-08,2023-S19,65 ans ou plus,968.00041356,1438.4605614,2200.7681927
2023-05-15,2023-S20,05-14 ans,37.92997179,30.248033878,690.36290699
2023-05-29,2023-S22,00-04 ans,225.3818971,464.46818393,266.32116893
2023-05-29,2023-S22,05-14 ans,34.481359783,52.056220718,659.77742448
2023-05-29,2023-S22,65 ans ou plus,682.56871724,1011.0633067,1942.8939459
2023-06-05,2023-S23,15-64 ans,119.53619955,163.18537859,1244.8227729
2023-06-12,2023-S24,15-64 ans,104.53711067,149.0854878,935.90136495
2023-06-12,2023-S24,Tous âges,172.6167553,411.96462989,740.45104941
2023-06-19,2023-S25,00-04 ans,106.68762985,140.77897701,151.36607886
2023-06-19,2023-S25,05-14 ans,19.218449712,0.0,266.09898882
2023-06-26,2023-S26,05-14 ans,16.991116074,28.901734104,333.64226135
2023-07-03,2023-S27,00-04 ans,123.35888625,243.13153416,146.53709702
2023-07-10,2023-S28,65 ans ou plus,310.24040541,493.21824908,910.37831277
2023-07-10,2023-S28,Tous âges,141.60489368,297.56000793,772.13628655
2023-07-24,2023-S30,00-04 ans,257.12159145,659.47242206,219.04662564
2023-07-24,2023-S30,05-14 ans,19.554802334,0.0,662.98342541
2023-07-24,2023-S30,15-64 ans,166.56963581,226.00631259,1431.8028123
2023-07-24,2023-S30,Tous âges,228.91862035,438.9080977,1192.651454
2023-07-31,2023-S31,15-64 ans,210.60524198,233.24767741,2783.1908113
2023-07-31,2023-S31,Tous âges,312.98561331,588.20716369,2201.1730122
2023-08-07,2023-S32,Tous âges,492.89157926,941.63424125,2793.5873485
2023-08-14,2023-S33,05-14 ans,130.53998981,67.86562606,1863.4301827
2023-08-21,2023-S34,15-64 ans,596.90394803,573.09896534,5044.7069213
2023-08-21,2023-S34,65 ans ou plus,1396.983308,2121.3063764,3661.7438802
2023-08-28,2023-S35,00-04 ans,1654.2340102,2632.3661382,1901.3597603
2023-08-28,2023-S35,65 ans ou plus,1579.754987,2374.7611141,5009.6545806
2023-09-04,2023-S36,15-64 ans,709.25299979,689.32644007,6572.0203677
2023-09-04,2023-S36,65 ans ou plus,2038.3240167,2946.130524,5836.0655738
2023-09-04,2023-S36,Tous âges,1121.2510926,1912.8855544,5549.767591
2023-09-11,2023-S37,00-04 ans,1851.9009843,1996.1775324,2029.5862217
2023-09-11,2023-S37,15-64 ans,723.80284512,585.85932099,7245.9548272
2023-09-18,2023-S38,05-14 ans,293.80522973,244.56521739,5198.7535152
2023-09-18,2023-S38,65 ans ou plus,2075.1627765,3027.1237696,6790.8997371
2023-09-25,2023-S39,00-04 ans,1028.0997454,1347.533145,1204.8192771
2023-09-25,2023-S39,05-14 ans,159.41166468,104.32968179,4043.2285369
2023-09-25,2023-S39,65 ans ou plus,2503.7261407,3467.5647972,7241.9968659
2023-10-02,2023-S40,00-04 ans,819.17401979,1183.8140336,1019.4115493
2023-10-02,2023-S40,05-14 ans,100.95911156,106.58140155,2899.2549401
2023-10-02,2023-S40,Tous âges,1035.8719632,2274.0812857,5519.5273094
2023-10-09,2023-S41,05-14 ans,81.942026017,54.362598532,2320.9216898
2023-10-09,2023-S41,Tous âges,973.85257896,2157.8501844,4498.681959
2023-10-16,2023-S42,00-04 ans,526.24126864,668.23899371,537.6344086
2023-10-16,2023-S42,05-14 ans,86.929225123,29.205607477,1576.7284992
2023-10-23,2023-S43,00-04 ans,532.32807859,772.13144191,430.38399195
2023-10-23,2023-S43,05-14 ans,38.175886722,141.74344437,1040.8406027
2023-10-23,2023-S43,15-64 ans,470.87841247,594.17706477,3903.9746445
2023-10-23,2023-S43,65 ans ou plus,2325.5813953,3468.3908046,4479.8556825
2023-10-30,2023-S44,15-64 ans,414.01566484,526.99854062,3335.8935503
2023-10-30,2023-S44,65 ans ou plus,2080.2449634,3127.9287723,3849.4603114
2023-11-06,2023-S45,05-14 ans,64.564448232,62.539086929,1281.2690665
2023-11-06,2023-S45,65 ans ou plus,1969.608922,2936.7029367,3532.00883
2023-11-06,2023-S45,Tous âges,765.46621843,1752.6046265,2592.9643707
2023-11-13,2023-S46,00-04 ans,607.4444253,1014.1661301,489.18892476
2023-11-13,2023-S46,05-14 ans,111.96672989,85.130533485,1478.5883666
2023-11-13,2023-S46,15-64 ans,505.72998557,578.59209257,4043.9872295
2023-11-20,2023-S47,15-64 ans,601.8296943,753.72959463,4936.8968077
2023-11-27,2023-S48,00-04 ans,827.36204477,1251.5472425,546.655892
2023-11-27,2023-S48,65 ans ou plus,3150.2491146,4440.5369952,6445.9739976
2023-12-11,2023-S50,00-04 ans,1179.4179996,1559.4831427,776.43770381
2023-12-11,2023-S50,05-14 ans,156.02291186,209.0176172,1652.5749424
2023-12-11,2023-S50,Tous âges,1571.7245438,3372.344556,4728.1369932
2023-12-18,2023-S51,00-04 ans,986.54890203,1213.936623,559.71125177
2023-12-25,2023-S52,00-04 ans,1099.1293838,1528.5599356,522.91944815
2024-01-01,2024-S01,00-04 ans,881.87134503,1322.8527607,404.44893832
2024-01-01,2024-S01,15-64 ans,499.14965539,734.89803771,2497.1641816
2024-01-01,2024-S01,65 ans ou plus,2267.4412196,3255.568736,3054.437967
2024-01-01,2024-S01,Tous âges,960.55997526,2071.7792684,2039.3350038
2024-01-08,2024-S02,00-04 ans,607.5748112,923.57423228,403.10759308
2024-01-08,2024-S02,05-14 ans,98.63980895,207.59193357,681.17050115
2024-01-15,2024-S03,65 ans ou plus,909.80555363,1381.6552878,1284.162002
2024-01-22,2024-S04,00-04 ans,465.91466405,631.26624582,315.10361034
2024-01-22,2024-S04,15-64 ans,213.43946877,284.30836523,1309.6935139
2024-01-22,2024-S04,Tous âges,379.48682241,800.29448656,945.9326857
2024-02-05,2024-S06,15-64 ans,131.39937801,249.23649384,730.81607795
2024-02-05,2024-S06,65 ans ou plus,557.15501265,831.87390543,859.95085995
2024-02-12,2024-S07,15-64 ans,92.375177396,113.4993261,556.37375225
2024-02-12,2024-S07,Tous âges,176.83876787,385.98901099,419.85044743
2024-02-19,2024-S08,00-04 ans,158.43078084,132.60087138,73.103868413
2024-02-19,2024-S08,05-14 ans,40.533967465,58.513750731,163.69047619
2024-02-19,2024-S08,65 ans ou plus,312.56867964,473.10471384,477.67393562
2024-03-11,2024-S11,00-04 ans,101.92859634,97.751710655,61.847168774
2024-03-11,2024-S11,65 ans ou plus,185.47702752,277.35325749,335.0264779
2024-03-11,2024-S11,Tous âges,83.00471478,171.79532992,297.8389878
2024-03-18,2024-S12,05-14 ans,22.26765724,50.903537796,155.45505936
2024-03-25,2024-S13,Tous âges,64.994004863,145.23611444,239.53423898
2024-04-01,2024-S14,00-04 ans,90.096854118,161.97610852,96.641700894
2024-04-01,2024-S14,Tous âges,64.165749688,120.73903521,312.36288419
2024-04-08,2024-S15,00-04 ans,89.937300853,162.5025391,86.338580062
2024-04-22,2024-S17,Tous âges,75.880033957,146.43578151,266.80437215
2024-04-29,2024-S18,Tous âges,86.909656284,153.05392648,362.25533158
2024-05-06,2024-S19,00-04 ans,125.38683171,234.63162834,60.160427807
2024-05-06,2024-S19,05-14 ans,11.465523172,0.0,96.107640557
2024-05-13,2024-S20,00-04 ans,169.96685646,309.59752322,115.72160688
2024-05-13,2024-S20,05-14 ans,16.316540893,0.0,243.9222701
2024-05-13,2024-S20,65 ans ou plus,241.72576155,370.19244355,668.76076604
2024-05-13,2024-S20,Tous âges,118.28991152,235.33037303,539.86321904
2024-05-20,2024-S21,Tous âges,166.29906295,329.02399255,874.53597212
2024-05-27,2024-S22,05-14 ans,19.771833047,0.0,666.57211743
2024-05-27,2024-S22,15-64 ans,161.37571525,207.49908992,1551.2690355
2024-05-27,2024-S22,65 ans ou plus,510.76517021,738.57425626,1463.0902239
2024-05-27,2024-S22,Tous âges,227.45003241,459.83970478,1174.5491191
2024-06-03,2024-S23,65 ans ou plus,720.15864364,993.30294333,2371.7535952
2024-06-03,2024-S23,Tous âges,339.12461971,636.53635469,1789.8751493
2024-06-10,2024-S24,65 ans ou plus,950.84004549,1431.0031447,3208.7912088
2024-06-10,2024-S24,Tous âges,417.2052334,856.99952621,2359.2662134
2024-06-17,2024-S25,Tous âges,563.42613499,1140.8942293,3258.4124902
2024-06-24,2024-S26,Tous âges,617.37348591,1295.3403538,3175.6272401
2024-07-01,2024-S27,00-04 ans,662.87878788,835.16483516,574.53885697
2024-07-01,2024-S27,05-14 ans,70.461522975,58.190282223,1181.5920398
2024-07-01,2024-S27,65 ans ou plus,1209.5444481,1823.780199,4169.8756739
2024-07-08,2024-S28,00-04 ans,691.81171652,1044.1385857,609.15377017
2024-07-15,2024-S29,05-14 ans,68.649885584,31.655587211,961.84004182
2024-07-15,2024-S29,15-64 ans,356.34832551,383.41130536,4180.2459479
2024-07-15,2024-S29,Tous âges,618.59979101,1275.9035292,3152.7826734
2024-07-29,2024-S31,05-14 ans,93.757561094,67.024128686,741.85463659
2024-07-29,2024-S31,15-64 ans,286.54596086,311.92857911,2479.1731635
2024-07-29,2024-S31,Tous âges,506.50472105,989.79857238,2010.0971081
2024-08-12,2024-S33,05-14 ans,76.911699453,97.529258778,623.28139322
2024-08-12,2024-S33,Tous âges,470.23514541,855.95356745,1850.4173122
2024-08-19,2024-S34,00-04 ans,1087.1006231,1761.9872906,671.05432959
2024-08-26,2024-S35,Tous âges,527.9067539,941.0434127,1965.2901174
2024-09-02,2024-S36,05-14 ans,100.08618533,87.744954665,1278.5935471
2024-09-02,2024-S36,15-64 ans,251.50749884,209.25696045,2625.2338391
2024-09-02,2024-S36,Tous âges,481.80601793,832.25797097,2222.7129829
2024-09-09,2024-S37,65 ans ou plus,1164.8168039,1693.2557738,2648.70419
2024-09-09,2024-S37,Tous âges,588.62038539,1088.6972157,2828.8745223
2024-09-16,2024-S38,05-14 ans,154.75938096,168.79672052,2400.3941996
2024-09-23,2024-S39,00-04 ans,1026.6413428,1405.5299539,660.15678724
2024-09-23,2024-S39,15-64 ans,481.33430346,619.12818113,4920.2733485
2024-09-30,2024-S40,00-04 ans,752.53627841,963.43332603,497.0720414
2024-09-30,2024-S40,05-14 ans,57.884542601,53.262316911,1496.5303904
2024-09-30,2024-S40,15-64 ans,397.11006354,472.90711527,3825.8046032
2024-10-07,2024-S41,05-14 ans,42.221283971,81.989614649,981.12580028
2024-10-14,2024-S42,05-14 ans,34.289633101,57.570523892,787.87878788
2024-10-14,2024-S42,15-64 ans,231.6175547,370.39650063,2315.5344706
2024-10-21,2024-S43,65 ans ou plus,1210.8992453,1804.0877785,2464.895444
2024-10-21,2024-S43,Tous âges,449.18874224,1055.3903817,1344.9357433
2024-10-28,2024-S44,00-04 ans,278.26522938,450.64377682,151.86028853
2024-10-28,2024-S44,05-14 ans,29.120559115,0.0,326.72849916
2024-11-04,2024-S45,05-14 ans,24.512807942,0.0,456.12114578
2024-11-11,2024-S46,15-64 ans,107.85443334,127.15251035,1141.3205856
2024-11-11,2024-S46,65 ans ou plus,610.83579926,943.15646796,1243.4141201
2024-11-18,2024-S47,00-04 ans,229.21863413,255.05866349,87.126987584
2024-11-18,2024-S47,Tous âges,205.23559046,453.639888,775.50474662
2024-12-02,2024-S49,00-04 ans,228.13369891,326.74399608,167.83803629
2024-12-02,2024-S49,65 ans ou plus,526.7408786,804.9384059,1084.4485464
2024-12-02,2024-S49,Tous âges,208.65165032,477.35933495,695.42793126
2024-12-09,2024-S50,00-04 ans,211.19324182,339.8608189,96.779396742
2024-12-09,2024-S50,65 ans ou plus,570.70098452,825.20034912,844.76138234
2024-12-09,2024-S50,Tous âges,223.3185349,501.85526281,614.06966371
2024-12-16,2024-S51,00-04 ans,222.44424755,251.17739403,118.13045711
2024-12-23,2024-S52,00-04 ans,217.3686224,379.56666139,153.27348369
2024-12-23,2024-S52,15-64 ans,139.94821916,162.60777492,750.74478649
2024-12-23,2024-S52,65 ans ou plus,612.38554691,900.61659465,931.78036606
2024-12-30,2025-S01,Tous âges,262.95336437,557.65656048,516.7373492
2025-01-06,2025-S02,05-14 ans,54.432348367,119.47431302,228.81606141
2025-01-06,2025-S02,15-64 ans,98.851389829,154.45719329,469.85121378
2025-01-13,2025-S03,05-14 ans,35.445071953,28.360748724,282.42074928
2025-01-13,2025-S03,65 ans ou plus,327.68542199,484.43807787,323.6595102
2025-01-20,2025-S04,00-04 ans,217.30272987,204.91803279,113.70096646
2025-01-20,2025-S04,Tous âges,141.55064008,283.09961156,349.78848878
2025-01-27,2025-S05,05-14 ans,48.679309177,0.0,146.08835827
2025-01-27,2025-S05,15-64 ans,63.613563246,57.380576675,379.0361147
2025-02-03,2025-S06,15-64 ans,64.677521087,69.209193895,407.55769265
2025-02-10,2025-S07,00-04 ans,189.56873114,314.46540881,83.440308087
2025-02-10,2025-S07,Tous âges,116.2373051,226.57387927,271.84878411
2025-02-17,2025-S08,15-64 ans,55.658037021,75.366063738,324.47181151
2025-02-24,2025-S09,00-04 ans,157.30915539,265.95744681,80.984774862
2025-03-03,2025-S10,15-64 ans,60.555956337,60.200432027,244.33016098
2025-03-10,2025-S11,15-64 ans,51.150895141,52.707403633,208.61065305
2025-03-10,2025-S11,65 ans ou plus,150.04270446,231.15024766,245.30716724
2025-03-10,2025-S11,Tous âges,85.27956499,155.99556644,174.27512076
2025-03-17,2025-S12,00-04 ans,186.63885382,182.2600243,58.338802596
2025-03-24,2025-S13,00-04 ans,171.79750062,184.27518428,96.403411198
2025-03-24,2025-S13,05-14 ans,16.798605716,25.006251563,207.27775219
2025-03-24,2025-S13,65 ans ou plus,218.19125348,320.89739655,347.49467548
2025-03-24,2025-S13,Tous âges,100.9840333,189.12659147,266.31791701
2025-03-31,2025-S14,05-14 ans,14.026369575,0.0,172.54901961
2025-03-31,2025-S14,Tous âges,118.06818975,212.78293481,321.41187471
2025-04-07,2025-S15,65 ans ou plus,268.09953477,392.94905499,576.13168724
2025-04-14,2025-S16,65 ans ou plus,205.00526516,331.46144364,516.46852465
2025-04-21,2025-S17,00-04 ans,218.72903847,256.05214153,108.3513919
2025-04-21,2025-S17,05-14 ans,15.476681799,29.585798817,173.25392528
2025-05-05,2025-S19,15-64 ans,71.413416407,85.916803895,449.79919679
2025-05-05,2025-S19,Tous âges,107.6029145,187.16959566,352.13369144
2025-05-12,2025-S20,00-04 ans,283.79928748,340.30140982,111.00674579
2025-05-12,2025-S20,Tous âges,115.81985266,212.51508172,487.50455465
2025-05-19,2025-S21,65 ans ou plus,266.88753911,366.25908604,656.28476085
2025-05-26,2025-S22,65 ans ou plus,301.77926361,441.71574619,725.52529916
2025-06-02,2025-S23,00-04 ans,248.67616512,503.27126321,166.69444907
2025-06-02,2025-S23,15-64 ans,86.075355061,77.797321066,825.26299043
2025-06-02,2025-S23,65 ans ou plus,264.55916148,368.51206168,814.39774784
2025-06-09,2025-S24,Tous âges,152.10460116,278.83221754,868.04933672
2025-06-16,2025-S25,15-64 ans,91.411159779,59.858335273,869.9812954
2025-06-23,2025-S26,05-14 ans,18.349044703,0.0,375.93984962
2025-06-30,2025-S27,05-14 ans,31.65224731,30.826140567,261.25063206
2025-07-07,2025-S28,15-64 ans,99.606996159,64.404596454,941.09738677
2025-07-14,2025-S29,15-64 ans,105.65720214,92.408789103,1155.1220283
2025-07-14,2025-S29,Tous âges,154.07071035,244.55002795,884.03787011
2025-07-21,2025-S30,65 ans ou plus,264.31328312,373.77311116,971.70620177
2025-07-28,2025-S31,05-14 ans,39.238767903,135.96193066,276.02523659
2025-08-04,2025-S32,15-64 ans,154.4620948,146.94813806,1130.3725239
2025-08-04,2025-S32,65 ans ou plus,266.06016393,448.36766148,1021.4864389
2025-08-11,2025-S33,05-14 ans,96.627693497,0.0,421.33274199
2025-08-11,2025-S33,65 ans ou plus,304.32523567,371.69526578,823.96360827
2025-08-18,2025-S34,05-14 ans,123.70999772,35.637918746,483.03195442
2025-08-25,2025-S35,05-14 ans,108.11154568,102.0755359,601.91195562
2025-08-25,2025-S35,15-64 ans,219.07471361,168.73278237,1494.3473792
2025-08-25,2025-S35,Tous âges,308.67868696,432.48644019,1213.4693769
2025-09-01,2025-S36,05-14 ans,141.41822275,93.955527717,1070.0056915
2025-09-01,2025-S36,65 ans ou plus,427.25199807,657.51858205,1043.0107527
2025-09-01,2025-S36,Tous âges,337.80752208,466.70815184,1376.2741443
2025-09-08,2025-S37,15-64 ans,252.66718314,231.66557173,2682.6298701
2025-09-08,2025-S37,Tous âges,435.38486458,591.92200557,2100.4709198
2025-09-15,2025-S38,00-04 ans,1114.9484676,1520.726024,666.92219241
2025-09-15,2025-S38,15-64 ans,340.3131077,327.73591918,3376.6333886
2025-09-15,2025-S38,Tous âges,516.31651328,791.32116818,2633.7334671
2025-09-22,2025-S39,05-14 ans,97.278572615,89.847259659,2369.5888805
2025-09-22,2025-S39,15-64 ans,297.07763255,295.33372711,3778.0733137
2025-09-22,2025-S39,Tous âges,492.27640042,893.48307193,2999.4944672
2025-09-29,2025-S40,05-14 ans,70.374574347,27.654867257,2235.6126103
2025-09-29,2025-S40,15-64 ans,323.93697127,394.08866995,4000.1461908
2025-09-29,2025-S40,Tous âges,557.70978654,1087.3796835,3130.8786482
2025-10-06,2025-S41,05-14 ans,77.462667298,85.227272727,1621.4802546
2025-10-06,2025-S41,Tous âges,497.66149473,1061.0115245,2600.7802341
2025-10-13,2025-S42,00-04 ans,444.42249765,720.99628578,526.01193149
2025-10-13,2025-S42,05-14 ans,29.725836325,29.753049688,1336.7751452
2025-10-20,2025-S43,05-14 ans,47.000976174,37.091988131,601.65455001
2025-10-20,2025-S43,Tous âges,341.28129366,747.68163412,1217.5857292
2025-10-27,2025-S44,00-04 ans,281.19507909,400.35587189,245.53571429
2025-11-03,2025-S45,15-64 ans,78.971410285,108.34614847,983.30935819
2025-11-03,2025-S45,Tous âges,167.22220036,357.62242745,741.79573913
2025-11-10,2025-S46,00-04 ans,225.97783494,414.93775934,171.42225171
2025-11-10,2025-S46,15-64 ans,76.057660895,68.917987595,713.21176607
2025-11-24,2025-S48,05-14 ans,35.651471217,58.806233461,471.38928899
2025-12-01,2025-S49,15-64 ans,87.573065479,114.36740529,729.14154251
2025-12-08,2025-S50,00-04 ans,196.25603865,203.31560838,109.10082735
2025-12-08,2025-S50,15-64 ans,103.46873875,138.32693571,547.77845405
2025-12-15,2025-S51,65 ans ou plus,403.23011926,594.84467944,506.46649182
2025-12-15,2025-S51,Tous âges,185.54223746,390.2856476,359.32184841
2025-12-22,2025-S52,05-14 ans,73.426340031,76.923076923,146.96619777
2025-12-22,2025-S52,65 ans ou plus,396.79350665,569.93297784,336.2667239
2025-12-29,2026-S01,00-04 ans,265.46681665,404.18886643,76.957609184
2026-01-05,2026-S02,65 ans ou plus,276.69947194,397.68366706,231.56089194
2026-01-12,2026-S03,00-04 ans,297.62642923,299.16234543,89.015488695
2026-01-19,2026-S04,15-64 ans,63.407855176,57.672205601,281.65513814
2026-01-19,2026-S04,65 ans ou plus,190.39073869,306.74055935,134.13816231
