BOR;AN;FI;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;EFF_LIB
Q21;2019;060010949;060790540;9999;0.2;;;;4
Q21;2019;060015328;060015278;2000;0.9;;;;
Q21;2019;060015328;060015278;2400;0.9;;;;
Q21;2019;060015328;060015278;9999;0.9;;;;
Q21;2019;060019213;060005188;2000;1;;;;
Q21;2019;060019213;060005188;2500;1;;;;
Q21;2019;060019213;060005188;9999;1;;;;
Q21;2019;060019627;060019551;2000;;;;;10
Q21;2019;060019627;060019551;2100;;;;;10
Q21;2019;060019627;060019551;9999;;;;;10
Q21;2019;060019676;060790540;2000;0.33;;;;
Q21;2019;060019676;060790540;2100;0.33;;;;
Q21;2019;060019676;060790540;9999;0.33;;;;
Q21;2019;060021094;060024619;2000;1.64;;;;3
Q21;2019;060021094;060024619;2400;1.64;;;;3
Q21;2019;060021094;060024619;9999;1.64;;;;3
Q21;2019;060021201;060000155;2000;3.3;;;;8
Q21;2019;060021201;060000155;2400;3.3;;;;8
Q21;2019;060021201;060000155;9999;3.3;;;;8
Q21;2019;060021276;060790540;2000;0.57;;;;3
Q21;2019;060021276;060790540;2100;0.57;;;;3
Q21;2019;060021276;060790540;9999;0.57;;;;3
Q21;2019;060021342;060003621;2000;;;;;6
Q21;2019;060021342;060003621;2100;;;;;6
Q21;2019;060021342;060003621;9999;;;;;6
Q21;2019;060021417;060000221;2000;3.8;;;;93
Q21;2019;060021417;060000221;2100;3.8;;;;93
Q21;2019;060021417;060000221;9999;3.8;;;;93
Q21;2019;060023694;060023686;2000;1.83;;;;
Q21;2019;060023694;060023686;2400;1.83;;;;
Q21;2019;060023694;060023686;9999;1.83;;;;
Q21;2019;060780145;060000049;2000;8.01;;;0.5;2
Q21;2019;060780145;060000049;2400;8.01;;;0.5;2
Q21;2019;060780145;060000049;9999;8.01;;;0.5;2
Q21;2019;060780186;060006939;2000;2;;;0.17;
Q21;2019;060780186;060006939;2400;2;;;0.17;
Q21;2019;060780186;060006939;9999;2;;;0.17;
Q21;2019;060780277;920030269;2000;6;;;;2
Q21;2019;060780277;920030269;2400;6;;;;2
Q21;2019;060780277;920030269;9999;6;;;;2
Q21;2019;060780343;060000171;2000;1.36;;;;14
Q21;2019;060780343;060000171;2400;1.36;;;;14
Q21;2019;060780343;060000171;9999;1.36;;;;14
Q21;2019;060780350;750056335;2000;1.68;;;;
Q21;2019;060780350;750056335;2400;1.68;;;;
Q21;2019;060780350;750056335;9999;1.68;;;;
Q21;2019;060780392;060000205;2000;3.45;;;;13
Q21;2019;060780392;060000205;2400;3.45;;;;13
Q21;2019;060780392;060000205;9999;3.45;;;;13
Q21;2019;060780442;060000213;2000;1;;;;62
Q21;2019;060780442;060000213;2100;1;;;;59
Q21;2019;060780442;060000213;2200;;;;;3
Q21;2019;060780442;060000213;9999;1;;;;62
Q21;2019;060780459;010783009;2000;5.48;;;;
Q21;2019;060780459;010783009;2400;5.48;;;;
Q21;2019;060780459;010783009;9999;5.48;;;;
Q21;2019;060780491;060790797;2000;0.17;;;;130
Q21;2019;060780491;060790797;2100;0.17;;;;130
Q21;2019;060780491;060790797;9999;0.17;;;;130
Q21;2019;060780517;060000239;2000;4.01;;;1;155
Q21;2019;060780517;060000239;2100;4.01;;;1;155
Q21;2019;060780517;060000239;9999;4.01;;;1;155
Q21;2019;060780525;060000247;2000;0.97;;;;3
Q21;2019;060780525;060000247;2200;0.97;;;;3
Q21;2019;060780525;060000247;9999;0.97;;;;3
Q21;2019;060780541;060000262;2000;1.06;;;;4
Q21;2019;060780541;060000262;2200;1.06;;;;4
Q21;2019;060780541;060000262;9999;1.06;;;;4
Q21;2019;060780558;750720575;2000;9.79;;;0.25;
Q21;2019;060780558;750720575;2400;9.79;;;0.25;
Q21;2019;060780558;750720575;9999;9.79;;;0.25;
Q21;2019;060780590;060000270;2000;1;;;;33
Q21;2019;060780590;060000270;2100;1;;;;33
Q21;2019;060780590;060000270;9999;1;;;;33
Q21;2019;060780665;060000312;2000;2.55;;;;6
Q21;2019;060780665;060000312;2400;2.55;;;;6
Q21;2019;060780665;060000312;9999;2.55;;;;6
Q21;2019;060780715;060000361;2000;3;;;;248
Q21;2019;060780715;060000361;2100;3;;;;248
Q21;2019;060780715;060000361;9999;3;;;;248
Q21;2019;060780723;060004959;2000;2;;1.14;;80
Q21;2019;060780723;060004959;2100;2;;1.14;;80
Q21;2019;060780723;060004959;9999;2;;1.14;;80
Q21;2019;060780749;060000395;2000;;;;;9
Q21;2019;060780749;060000395;2200;;;;;9
Q21;2019;060780749;060000395;9999;;;;;9
Q21;2019;060780756;060000403;2000;0.86;;;;68
Q21;2019;060780756;060000403;2100;0.86;;;;68
Q21;2019;060780756;060000403;9999;0.86;;;;68
Q21;2019;060780947;060800174;1000;0.96;;;;
Q21;2019;060780947;060800174;2000;71.94;2.96;;36.04;
Q21;2019;060780947;060800174;2100;71.94;2.96;;36.04;
Q21;2019;060780947;060800174;9999;72.9;2.96;;36.04;
Q21;2019;060780996;630786754;2000;54.27;;3.51;14;4
Q21;2019;060780996;630786754;2100;;;;;4
Q21;2019;060780996;630786754;2200;54.27;;3.51;14;
Q21;2019;060780996;630786754;9999;54.27;;3.51;14;4
Q21;2019;060781200;060000635;2000;1.4;;;;108
Q21;2019;060781200;060000635;2100;1.4;;;;108
Q21;2019;060781200;060000635;9999;1.4;;;;108
Q21;2019;060781374;060000718;2000;7.22;;;;12
Q21;2019;060781374;060000718;2400;7.22;;;;12
Q21;2019;060781374;060000718;9999;7.22;;;;12
Q21;2019;060781929;060000858;2000;0.5;;0.5;;12
Q21;2019;060781929;060000858;2200;0.5;;0.5;;12
Q21;2019;060781929;060000858;9999;0.5;;0.5;;12
Q21;2019;060785003;060785011;1000;2.8;0.4;;1.35;
Q21;2019;060785003;060785011;2000;291.64;39.3;;150.45;
Q21;2019;060785003;060785011;2100;277.5;37.24;;138.46;
Q21;2019;060785003;060785011;2200;14.14;2.06;;11.99;
Q21;2019;060785003;060785011;9999;294.44;39.7;;151.8;
Q21;2019;060785219;060780608;2000;1.74;;;;123
Q21;2019;060785219;060780608;2100;1.74;;;;123
Q21;2019;060785219;060780608;9999;1.74;;;;123
Q21;2019;060785227;060780608;2000;3.65;;;1;66
Q21;2019;060785227;060780608;2400;3.65;;;1;66
Q21;2019;060785227;060780608;9999;3.65;;;1;66
Q21;2019;060785243;060001484;2000;2.5;;1.34;;
Q21;2019;060785243;060001484;2300;2.5;;1.34;;
Q21;2019;060785243;060001484;9999;2.5;;1.34;;
Q21;2019;060788957;060785011;1000;7.09;0.33;;1.77;
Q21;2019;060788957;060785011;2000;44.68;2.38;;14.91;
Q21;2019;060788957;060785011;2100;39.26;2.38;;11.4;
Q21;2019;060788957;060785011;2400;4.82;0;;3.51;
Q21;2019;060788957;060785011;2500;0.6;0;;0;
Q21;2019;060788957;060785011;9999;51.77;2.71;;16.68;
Q21;2019;060789195;060785011;1000;5.98;0.92;;1.23;
Q21;2019;060789195;060785011;2000;189.65;30.49;;88.18;
Q21;2019;060789195;060785011;2100;185.77;30;;87.09;
Q21;2019;060789195;060785011;2400;3.88;0.49;;0;
Q21;2019;060789195;060785011;2500;0;0;;1.09;
Q21;2019;060789195;060785011;9999;195.63;31.41;;89.41;
Q21;2019;060789674;130037815;2000;8.66;;;7;
Q21;2019;060789674;130037815;2400;8.66;;;7;
Q21;2019;060789674;130037815;9999;8.66;;;7;
Q21;2019;060790177;060785011;2000;3.8;0;;0;
Q21;2019;060790177;060785011;2100;1.8;0;;0;
Q21;2019;060790177;060785011;2400;1.8;0;;0;
Q21;2019;060790177;060785011;2500;0.2;0;;0;
Q21;2019;060790177;060785011;9999;3.8;0;;0;
Q21;2019;060790680;060780897;2000;0.5;;;;
Q21;2019;060790680;060780897;2500;0.5;;;;
Q21;2019;060790680;060780897;9999;0.5;;;;
Q21;2019;060790862;060001997;2000;6;;;0.35;1
Q21;2019;060790862;060001997;2400;6;;;0.35;1
Q21;2019;060790862;060001997;9999;6;;;0.35;1
Q21;2019;060791746;060024627;2000;3.6;;;;
Q21;2019;060791746;060024627;2400;3.6;;;;
Q21;2019;060791746;060024627;9999;3.6;;;;
Q21;2019;060791811;060010808;2000;27.97;;;6.33;
Q21;2019;060791811;060010808;2100;21.25;;;4.83;
Q21;2019;060791811;060010808;2400;4.95;;;0.67;
Q21;2019;060791811;060010808;2500;1.77;;;0.83;
Q21;2019;060791811;060010808;9999;27.97;;;6.33;
Q21;2019;060791860;060790797;2000;;;;;5
Q21;2019;060791860;060790797;2100;;;;;5
Q21;2019;060791860;060790797;9999;;;;;5
Q21;2019;060792090;060790540;2000;0.7;;;;
Q21;2019;060792090;060790540;2100;0.7;;;;
Q21;2019;060792090;060790540;9999;0.7;;;;
Q21;2019;060792736;060790540;2000;0.37;;;;
Q21;2019;060792736;060790540;2100;0.37;;;;
Q21;2019;060792736;060790540;9999;0.37;;;;
Q21;2019;060792926;920033636;2000;0.3;;;;4
Q21;2019;060792926;920033636;2100;0.3;;;;4
Q21;2019;060792926;920033636;9999;0.3;;;;4
Q21;2019;060794013;060790797;2000;15.67;;;4;58
Q21;2019;060794013;060790797;2100;15.67;;;4;58
Q21;2019;060794013;060790797;9999;15.67;;;4;58
Q21;2019;060794021;060780988;2000;1.78;;;;
Q21;2019;060794021;060780988;2400;1.18;;;;
Q21;2019;060794021;060780988;2500;0.6;;;;
Q21;2019;060794021;060780988;9999;1.78;;;;
Q21;2019;060798881;060798873;2000;3.7;;;;19
Q21;2019;060798881;060798873;2400;3.7;;;;19
Q21;2019;060798881;060798873;9999;3.7;;;;19
Q21;2019;060800166;060780608;2000;1.14;;;;111
Q21;2019;060800166;060780608;2100;1.14;;;;111
Q21;2019;060800166;060780608;9999;1.14;;;;111
Q21;2019;060800174;;2000;3.01;;;8.63;35
Q21;2019;060800174;;2100;;;;;35
Q21;2019;060800174;;2200;3.01;;;8.63;
Q21;2019;060800174;;9999;3.01;;;8.63;35
Q21;2019;060800182;060002912;2000;6.16;;;1;5
Q21;2019;060800182;060002912;2400;6.16;;;1;5
Q21;2019;060800182;060002912;9999;6.16;;;1;5
Q21;2019;060801016;060790540;2000;0.32;;;;
Q21;2019;060801016;060790540;2100;0.32;;;;
Q21;2019;060801016;060790540;9999;0.32;;;;
Q21;2019;070000013;070002878;2000;40.74;;;2.23;
Q21;2019;070000013;070002878;2100;40.74;;;2.23;
Q21;2019;070000013;070002878;9999;40.74;;;2.23;
Q21;2019;070000021;070007927;2000;0.62;0;0;0;4
Q21;2019;070000021;070007927;2100;0.02;0;0;0;0
Q21;2019;070000021;070007927;2400;0.6;;;;4
Q21;2019;070000021;070007927;9999;0.62;0;0;0;4
Q21;2019;070000039;070780119;2000;0.5;;;;4
Q21;2019;070000039;070780119;2100;0.25;;;;2
Q21;2019;070000039;070780119;2400;0.25;;;;2
Q21;2019;070000039;070780119;9999;0.5;;;;4
Q21;2019;070000047;070780127;1000;0.6;;;;
Q21;2019;070000047;070780127;2000;1.1;;;0.5;1
Q21;2019;070000047;070780127;2100;0.11;;;0.15;1
Q21;2019;070000047;070780127;2400;0.63;;;0.2;
Q21;2019;070000047;070780127;2500;0.36;;;0.15;
Q21;2019;070000047;070780127;9999;1.7;;;0.5;1
Q21;2019;070000062;070005558;1000;0.06;;;;
Q21;2019;070000062;070005558;2000;0.36;;;;1
Q21;2019;070000062;070005558;2100;0.06;;;;
Q21;2019;070000062;070005558;2400;0.3;;;;1
Q21;2019;070000062;070005558;9999;0.42;;;;1
Q21;2019;070000070;070780150;2000;1.3;;;;6
Q21;2019;070000070;070780150;2100;0.65;;;;3
Q21;2019;070000070;070780150;2500;0.65;;;;3
Q21;2019;070000070;070780150;9999;1.3;;;;6
Q21;2019;070000096;070780184;2000;1.54;;;;1
Q21;2019;070000096;070780184;2100;0.94;;;;1
Q21;2019;070000096;070780184;2400;0.6;;;;
Q21;2019;070000096;070780184;9999;1.54;;;;1
Q21;2019;070000112;070007927;2000;;;;;7
Q21;2019;070000112;070007927;2100;;;;;7
Q21;2019;070000112;070007927;9999;;;;;7
Q21;2019;070000146;070004742;2000;0;0;0;0;1
Q21;2019;070000146;070004742;2100;0;0;0;0;1
Q21;2019;070000146;070004742;9999;0;0;0;0;1
Q21;2019;070000179;070780358;1000;4.14;0;0;0.31;0
Q21;2019;070000179;070780358;2000;77.07;0;0;35.3;0
Q21;2019;070000179;070780358;2100;74.99;0;0;35.02;0
Q21;2019;070000179;070780358;2300;0.2;0;0;0;0
Q21;2019;070000179;070780358;2400;1.48;0;0;0.28;0
Q21;2019;070000179;070780358;2500;0.4;0;0;0;0
Q21;2019;070000179;070780358;9999;81.21;0;0;35.61;0
Q21;2019;070000187;070780366;2000;1.16;;;;4
Q21;2019;070000187;070780366;2100;0.31;;;;2
Q21;2019;070000187;070780366;2400;0.85;;;;2
Q21;2019;070000187;070780366;9999;1.16;;;;4
Q21;2019;070000195;070780374;2000;3.94;;;0.49;
Q21;2019;070000195;070780374;2100;3.16;;;0.49;
Q21;2019;070000195;070780374;2400;0.78;;;;
Q21;2019;070000195;070780374;9999;3.94;;;0.49;
Q21;2019;070000203;070780382;2000;2.05;;;;2
Q21;2019;070000203;070780382;2100;0.26;;;;2
Q21;2019;070000203;070780382;2400;1.79;;;;
Q21;2019;070000203;070780382;9999;2.05;;;;2
Q21;2019;070000484;070005566;2000;7.13;0;;1.61;0
Q21;2019;070000484;070005566;2400;7.13;0;;1.61;0
Q21;2019;070000484;070005566;9999;7.13;0;;1.61;0
Q21;2019;070000609;070005566;1000;1.16;0;;0;0
Q21;2019;070000609;070005566;2000;73.54;0;;27.38;0
Q21;2019;070000609;070005566;2100;72;0;;26.52;0
Q21;2019;070000609;070005566;2300;1.27;0;;0.86;0
Q21;2019;070000609;070005566;2400;0.27;0;;0;0
Q21;2019;070000609;070005566;9999;74.7;0;;27.38;0
Q21;2019;070004726;380793802;2000;1.9;;;;
Q21;2019;070004726;380793802;2100;1.9;;;;
Q21;2019;070004726;380793802;9999;1.9;;;;
Q21;2019;070005046;260003264;2000;1.04;;;;
Q21;2019;070005046;260003264;2200;1.04;;;;
Q21;2019;070005046;260003264;9999;1.04;;;;
Q21;2019;070006804;070005566;2000;0.52;0;;0.37;0
Q21;2019;070006804;070005566;2400;0.52;0;;0.37;0
Q21;2019;070006804;070005566;9999;0.52;0;;0.37;0
Q21;2019;070780168;070000088;2000;0.78;;;;25
Q21;2019;070780168;070000088;2100;0.78;;;;25
Q21;2019;070780168;070000088;9999;0.78;;;;25
Q21;2019;070780226;750050759;2000;2.9;;;;
Q21;2019;070780226;750050759;2400;2.9;;;;
Q21;2019;070780226;750050759;9999;2.9;;;;
Q21;2019;070780234;750721300;2000;0.68;;;;
Q21;2019;070780234;750721300;2400;0.68;;;;
Q21;2019;070780234;750721300;9999;0.68;;;;
Q21;2019;070780242;070000120;2000;1.98;;;;
Q21;2019;070780242;070000120;2400;1.98;;;;
Q21;2019;070780242;070000120;9999;1.98;;;;
Q21;2019;070780317;630786754;1000;1.94;;;;
Q21;2019;070780317;630786754;2000;32.76;;;;
Q21;2019;070780317;630786754;2200;32.76;;;;
Q21;2019;070780317;630786754;9999;34.7;;;;
Q21;2019;070780390;070000211;2000;0.48;;;;
Q21;2019;070780390;070000211;2400;0.48;;;;
Q21;2019;070780390;070000211;9999;0.48;;;;
Q21;2019;070780424;070000245;2000;2.15;;;;101
Q21;2019;070780424;070000245;2100;2.15;;;;101
Q21;2019;070780424;070000245;9999;2.15;;;;101
Q21;2019;070783824;070002878;2000;0.99;;;;
Q21;2019;070783824;070002878;2400;0.99;;;;
Q21;2019;070783824;070002878;9999;0.99;;;;
Q21;2019;070784517;070002878;2000;1.35;;;;
Q21;2019;070784517;070002878;2500;1.35;;;;
Q21;2019;070784517;070002878;9999;1.35;;;;
Q21;2019;070784897;750820680;2000;0.3;;;;2
Q21;2019;070784897;750820680;2400;0.3;;;;2
Q21;2019;070784897;750820680;9999;0.3;;;;2
Q21;2019;070786231;690796552;2000;0.09;;;;
Q21;2019;070786231;690796552;2100;0.09;;;;
Q21;2019;070786231;690796552;9999;0.09;;;;
Q21;2019;070786249;690796552;2000;0.35;;;;
Q21;2019;070786249;690796552;2100;0.35;;;;
Q21;2019;070786249;690796552;9999;0.35;;;;
Q21;2019;080000110;080000037;2000;41.4;;;7;
Q21;2019;080000110;080000037;2100;37.4;;;7;
Q21;2019;080000110;080000037;2400;3;;;;
Q21;2019;080000110;080000037;2500;1;;;;
Q21;2019;080000110;080000037;9999;41.4;;;7;
Q21;2019;080000136;920030269;2000;1.55;;;;
Q21;2019;080000136;920030269;2400;1.55;;;;
Q21;2019;080000136;920030269;9999;1.55;;;;
Q21;2019;080000219;080001969;1000;0.5;;;;
Q21;2019;080000219;080001969;2000;33.15;;;7.98;
Q21;2019;080000219;080001969;2100;32.66;;;6.98;
Q21;2019;080000219;080001969;2400;0.29;;;1;
Q21;2019;080000219;080001969;2500;0.2;;;;
Q21;2019;080000219;080001969;9999;33.65;;;7.98;
Q21;2019;080000250;540019726;2000;5.07;1;;3.33;
Q21;2019;080000250;540019726;2400;5.07;1;;3.33;
Q21;2019;080000250;540019726;9999;5.07;1;;3.33;
Q21;2019;080000268;540019726;2000;1.77;;;;
Q21;2019;080000268;540019726;2400;1.77;;;;
Q21;2019;080000268;540019726;9999;1.77;;;;
Q21;2019;080000276;080001969;2000;4.35;;;;
Q21;2019;080000276;080001969;2100;3.44;;;;
Q21;2019;080000276;080001969;2400;0.91;;;;
Q21;2019;080000276;080001969;9999;4.35;;;;
Q21;2019;080000284;080000060;2000;1.72;;;;
Q21;2019;080000284;080000060;2100;1.44;;;;
Q21;2019;080000284;080000060;2400;0.28;;;;
Q21;2019;080000284;080000060;9999;1.72;;;;
Q21;2019;080000300;080000078;2000;0.2;;;;
Q21;2019;080000300;080000078;2100;0.1;;;;
Q21;2019;080000300;080000078;2400;0.1;;;;
Q21;2019;080000300;080000078;9999;0.2;;;;
Q21;2019;080000318;080000086;1000;0.8;;;;
Q21;2019;080000318;080000086;2000;23.2;;;3.72;
Q21;2019;080000318;080000086;2200;23.2;;;3.72;
Q21;2019;080000318;080000086;9999;24;;;3.72;
Q21;2019;080000425;080000615;1000;0.67;;;;
Q21;2019;080000425;080000615;2000;127.23;;4.08;66.22;
Q21;2019;080000425;080000615;2100;127.23;;4.08;66.22;
Q21;2019;080000425;080000615;9999;127.9;;4.08;66.22;
Q21;2019;080002140;540019726;2000;0.97;;;;
Q21;2019;080002140;540019726;2400;0.97;;;;
Q21;2019;080002140;540019726;9999;0.97;;;;
Q21;2019;080005846;510000953;2000;0.04;;;;
Q21;2019;080005846;510000953;2100;0.04;;;;
Q21;2019;080005846;510000953;9999;0.04;;;;
Q21;2019;080005960;080000615;2000;0.92;;;0;
Q21;2019;080005960;080000615;2500;0.92;;;0;
Q21;2019;080005960;080000615;9999;0.92;;;0;
Q21;2019;080006034;510000953;2000;0.06;;;;
Q21;2019;080006034;510000953;2100;0.06;;;;
Q21;2019;080006034;510000953;9999;0.06;;;;
Q21;2019;080008279;080001969;2000;0.2;;;;
Q21;2019;080008279;080001969;2300;0.2;;;;
Q21;2019;080008279;080001969;9999;0.2;;;;
Q21;2019;080008568;510000953;2000;0.32;;;;
Q21;2019;080008568;510000953;2100;0.32;;;;
Q21;2019;080008568;510000953;9999;0.32;;;;
Q21;2019;080009392;510007081;2000;;;;;2
Q21;2019;080009392;510007081;2100;;;;;2
Q21;2019;080009392;510007081;9999;;;;;2
Q21;2019;080010267;080010242;2000;1;;;;2
Q21;2019;080010267;080010242;2100;;;;;2
Q21;2019;080010267;080010242;2300;1;;;;
Q21;2019;080010267;080010242;9999;1;;;;2
Q21;2019;080010465;080010242;2000;;;;;3
Q21;2019;080010465;080010242;2100;;;;;3
Q21;2019;080010465;080010242;9999;;;;;3
Q21;2019;080010473;080010242;2000;;;;;24
Q21;2019;080010473;080010242;2100;;;;;24
Q21;2019;080010473;080010242;9999;;;;;24
Q21;2019;080010523;920030269;2000;4;;4;;
Q21;2019;080010523;920030269;2400;4;;4;;
Q21;2019;080010523;920030269;9999;4;;4;;
Q21;2019;090000019;090180019;1000;0.06;0;0;0;0
Q21;2019;090000019;090180019;2000;2.84;0;0;0;0
Q21;2019;090000019;090180019;2400;2.84;0;0;0;0
Q21;2019;090000019;090180019;9999;2.9;0;0;0;0
Q21;2019;090000175;090781774;1000;0.9;;;;
Q21;2019;090000175;090781774;2000;107.41;;;22.61;11
Q21;2019;090000175;090781774;2100;104.15;;;21.36;11
Q21;2019;090000175;090781774;2300;1.9;;;1.25;
Q21;2019;090000175;090781774;2400;1.36;;;;
Q21;2019;090000175;090781774;9999;108.31;;;22.61;11
Q21;2019;090000183;090781816;1000;1.38;;;;
Q21;2019;090000183;090781816;2000;44.62;;;5.99;
Q21;2019;090000183;090781816;2100;24.15;;;3.5;
Q21;2019;090000183;090781816;2200;15.95;;;0.66;
Q21;2019;090000183;090781816;2400;4.17;;;1.83;
Q21;2019;090000183;090781816;2500;0.35;;;;
Q21;2019;090000183;090781816;9999;46;;;5.99;
Q21;2019;090001629;090781774;2000;9.58;;;;0
Q21;2019;090001629;090781774;2100;8.25;;;;0
Q21;2019;090001629;090781774;2400;1.33;;;;
Q21;2019;090001629;090781774;9999;9.58;;;;0
Q21;2019;090002833;310000633;1000;0.1;;;;
Q21;2019;090002833;310000633;2000;0.52;;;;
Q21;2019;090002833;310000633;2100;0.52;;;;
Q21;2019;090002833;310000633;9999;0.62;;;;
Q21;2019;090002841;090781774;2000;1.94;;;0.33;
Q21;2019;090002841;090781774;2400;1.94;;;0.33;
Q21;2019;090002841;090781774;9999;1.94;;;0.33;
Q21;2019;090784125;310000633;1000;0.01;;;;
Q21;2019;090784125;310000633;2000;0.12;;;;
Q21;2019;090784125;310000633;2100;0.12;;;;
Q21;2019;090784125;310000633;9999;0.13;;;;
Q21;2019;090784679;310000633;1000;0.01;;;;
Q21;2019;090784679;310000633;2000;0.14;;;;
Q21;2019;090784679;310000633;2100;0.14;;;;
Q21;2019;090784679;310000633;9999;0.15;;;;
Q21;2019;100000082;100001148;2000;1.17;;;;21
Q21;2019;100000082;100001148;2100;1.17;;;;21
Q21;2019;100000082;100001148;9999;1.17;;;;21
Q21;2019;100000090;100000017;1000;7.95;;3.17;0.16;
Q21;2019;100000090;100000017;2000;188.45;;9.13;79.79;
Q21;2019;100000090;100000017;2100;188.45;;9.13;79.79;
Q21;2019;100000090;100000017;9999;196.4;;12.3;79.95;
Q21;2019;100000108;100000033;2000;27.95;;;2.81;
Q21;2019;100000108;100000033;2200;27.95;;;2.81;
Q21;2019;100000108;100000033;9999;27.95;;;2.81;
Q21;2019;100000116;100000041;2000;3.38;;;;5
Q21;2019;100000116;100000041;2100;;;;;5
Q21;2019;100000116;100000041;2400;2.78;;;;
Q21;2019;100000116;100000041;2500;0.6;;;;
Q21;2019;100000116;100000041;9999;3.38;;;;5
Q21;2019;100000124;100009075;2000;3;;;;50
Q21;2019;100000124;100009075;2100;3;;;;50
Q21;2019;100000124;100009075;9999;3;;;;50
Q21;2019;100000140;100000058;2000;3.28;;;;
Q21;2019;100000140;100000058;2100;1.55;;;;
Q21;2019;100000140;100000058;2400;0.5;;;;
Q21;2019;100000140;100000058;2500;1.23;;;;
Q21;2019;100000140;100000058;9999;3.28;;;;
Q21;2019;100000199;100006279;1000;3.27;;0.6;;
Q21;2019;100000199;100006279;2000;23.58;;;5.49;
Q21;2019;100000199;100006279;2100;23.58;;;5.49;
Q21;2019;100000199;100006279;9999;26.85;;0.6;5.49;
Q21;2019;100000801;100006279;2000;1.83;;;;
Q21;2019;100000801;100006279;2100;1.15;;;;
Q21;2019;100000801;100006279;2400;0.48;;;;
Q21;2019;100000801;100006279;2500;0.2;;;;
Q21;2019;100000801;100006279;9999;1.83;;;;
Q21;2019;100005958;510000953;2000;0.08;;;;
Q21;2019;100005958;510000953;2100;0.08;;;;
Q21;2019;100005958;510000953;9999;0.08;;;;
Q21;2019;100006493;100000017;2000;4.1;0;0;0.87;
Q21;2019;100006493;100000017;2400;2.9;0;0;0.87;
Q21;2019;100006493;100000017;2500;1.2;0;0;0;
Q21;2019;100006493;100000017;9999;4.1;0;0;0.87;
Q21;2019;100006550;510000953;2000;1.28;;;;
Q21;2019;100006550;510000953;2100;1.28;;;;
Q21;2019;100006550;510000953;9999;1.28;;;;
Q21;2019;100007285;140017617;2000;2.7;;;;1
Q21;2019;100007285;140017617;2200;;;;;1
Q21;2019;100007285;140017617;2400;2.7;;;;
Q21;2019;100007285;140017617;9999;2.7;;;;1
Q21;2019;100007699;100006279;2000;0.5;;;;
Q21;2019;100007699;100006279;2300;0.5;;;;
Q21;2019;100007699;100006279;9999;0.5;;;;
Q21;2019;100009364;100000017;2000;1.95;0;;0.66;
Q21;2019;100009364;100000017;2100;1.95;0;;0.66;
Q21;2019;100009364;100000017;9999;1.95;0;;0.66;
Q21;2019;100009380;100000017;2000;0.52;0;0;0;
Q21;2019;100009380;100000017;2100;0.52;0;0;0;
Q21;2019;100009380;100000017;9999;0.52;0;0;0;
Q21;2019;100010362;100010347;2000;5.4;;;1.16;
Q21;2019;100010362;100010347;2400;5.4;;;1.16;
Q21;2019;100010362;100010347;9999;5.4;;;1.16;
Q21;2019;100010545;310025010;2000;5.32;0;0;0;0
Q21;2019;100010545;310025010;2400;5.32;0;0;0;0
Q21;2019;100010545;310025010;9999;5.32;0;0;0;0
Q21;2019;100010578;100010347;2000;;;;;1
Q21;2019;100010578;100010347;2300;;;;;1
Q21;2019;100010578;100010347;9999;;;;;1
Q21;2019;100010818;100010792;2000;5.91;;;;66
Q21;2019;100010818;100010792;2100;5.91;;;;66
Q21;2019;100010818;100010792;9999;5.91;;;;66
Q21;2019;100010933;100010347;2000;1.1;;;0.16;
Q21;2019;100010933;100010347;2400;1.1;;;0.16;
