BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2019;540001104;570027995;20;7300;532;6;7462;;;0;0;0;;;0;0;0;20;7300;532;6;7462;6;520;;;386;;0;;0;;;6;520;;;386;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;540001138;540023264;205;75069;17402;3481;71012;140;50694;8136;179;49415;;;0;0;0;345;125763;25538;3660;120427;8;3276;;;4259;6;1731;;0;;;14;5007;;;4259;0;0;0;0;1;0;0;0;0;;85;;;55428;10;62272;580;0;55895
MCO;2019;540001286;540003019;75;25940;3559;142;19663;32;10762;1319;30;7478;;;0;0;0;107;36702;4878;172;27141;8;789;;;55660;7;2216;;0;;;15;3005;;;55660;1;1;0;1;0;0;1;0;0;;;;;38103;0;27768;625;0;5256
MCO;2019;540002698;540023264;582;218013;30519;2443;190570;197;72964;11906;1465;53419;;;0;0;0;779;290977;42425;3908;243989;114;18843;0;;33196;17;10407;;0;;;131;29250;0;;33196;1;1;1;1;0;1;1;1;1;70;;20;90;195242;2;193966;7829;0;72786
MCO;2019;540003043;540023264;15;5475;308;9;4928;;;0;0;0;;;0;0;0;15;5475;308;9;4928;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;27;;;;;
MCO;2019;540013224;540000536;18;6570;333;3;3393;49;17885;3250;213;8242;47;17155;3090;125;12345;114;41610;6673;341;23980;0;0;;;1;15;4097;2;340;;;17;4437;;;1;;;;;;;;;;;;;;;;;;;
MCO;2019;540014073;540000056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;359;0;0;0;;0;;0;0;0;12;359;0;0;0;0;0;0;0;0;0;0;0;0;;;;;129;0;0;0;0;0
MCO;2019;550000012;550006795;173;63145;7780;949;48529;56;19222;3462;176;15149;35;12775;2351;494;8964;264;95142;13593;1619;72642;18;827;;;16117;25;3653;0;0;;;43;4480;;;16117;1;0;1;1;1;1;1;1;1;90;170;20;180;53661;4406;61002;1057;3238;12076
MCO;2019;550000038;550000046;32;11680;655;8;8739;;;0;0;0;;;0;0;0;32;11680;655;8;8739;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;1;;;;120;17300;1341;32547;;649;
MCO;2019;550000178;550000293;10;3650;789;21;2319;65;23725;2657;23;12366;0;;5;5;0;75;27375;3451;49;14685;;0;;;128;10;7618;;0;;;10;7618;;;128;;;;;;;;;;;;;;;;;;;
MCO;2019;550000251;550000095;15;5475;216;0;4182;;;0;0;0;;;0;0;0;15;5475;216;0;4182;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;550000434;550003354;127;48684;7891;708;43284;;;0;0;0;0;3150;344;35;936;127;51834;8235;743;44220;5;2664;;;3052;;241;8;225;;;13;3130;;;3052;1;1;1;1;1;1;1;1;0;86;100;8;;22523;2920;26782;;236;3034
MCO;2019;560000127;560023210;384;130760;21637;1111;120635;129;42584;7271;252;31966;38;13900;2202;34;10380;551;187244;31110;1397;162981;60;3712;2;147;21813;16;5826;3;178;0;0;79;9716;2;147;21813;1;0;1;1;1;1;1;1;1;;;;;115674;4081;151980;1845;6684;35656
MCO;2019;560000135;560005746;444;152973;24786;2800;144865;75;27375;4610;229;23803;52;19076;4272;313;15358;571;199424;33668;3342;184026;73;3227;;;47883;33;6123;4;613;;;110;9963;;;47883;1;1;1;1;1;1;1;1;1;;;;;98159;17474;99121;485;8845;23913
MCO;2019;560000143;560014748;212;77380;11292;367;70736;52;18980;1723;0;9128;15;5475;1397;1;5709;279;101835;14412;368;85573;2;891;4;460;13144;12;1808;3;494;;;17;3193;4;460;13144;1;1;1;1;1;1;1;0;0;40;10;70;;42404;5711;52213;531;9059;6075
MCO;2019;560000184;560006017;58;21170;1488;9;19685;;;0;0;0;;;0;0;0;58;21170;1488;9;19685;5;848;;;0;;0;;0;;;5;848;;;0;0;0;0;0;0;0;0;0;0;;;;;1909;;2588;;;1550
MCO;2019;560000192;560000044;84;30660;5292;249;33759;31;11315;1481;8;5834;16;5840;980;166;2957;131;47815;7753;423;42550;9;979;1;200;530;10;2756;;147;;;19;3882;1;200;530;1;0;0;1;0;1;1;1;0;;;14;;24944;2412;27951;0;2115;183
MCO;2019;560000200;560023210;80;29200;2340;16;27705;0;0;0;0;0;0;0;0;0;0;80;29200;2340;16;27705;;0;;;4;;0;1;25;;;1;25;;;4;0;0;0;1;0;0;0;0;0;;;;;7032;2126;20323;0;3572;2193
MCO;2019;560000275;560005746;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;10;918;;;0;;0;;0;;;10;918;;;0;0;0;0;0;0;0;0;0;0;;;;;529;;;;;
MCO;2019;560000291;560000085;12;4380;554;90;2867;;;0;0;0;;;0;0;0;12;4380;554;90;2867;;0;;;33;;0;;0;;;;0;;;33;0;0;0;0;0;0;0;0;1;;;;35;;;;;;
MCO;2019;560000366;560000259;15;5475;221;8;3878;;;0;0;0;;;0;0;0;15;5475;221;8;3878;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;560000465;560005746;15;5475;185;1;3200;;;0;0;0;;;0;0;0;15;5475;185;1;3200;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;560002933;560026965;8;2920;125;14;1708;128;38850;6845;10;24219;;;0;0;0;136;41770;6970;24;25927;;0;;;90;40;9632;;0;;;40;9632;;;90;0;0;0;1;0;0;0;0;0;;;;;58748;;12378;;;2844
MCO;2019;560002974;830013678;10;3650;135;3;3021;0;0;0;0;0;0;0;0;0;0;10;3650;135;3;3021;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2019;560004004;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5954;;0;;0;;;;0;;;5954;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;560006348;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;3970;;0;;0;;;;0;;;3970;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;560007510;560001307;0;;164;5;225;42;11909;2027;83;6359;0;;28;8;47;42;11909;2219;96;6631;0;1453;;;17;21;4141;0;30;;;21;5624;;;17;;;;;;;;;;;;;;3150;;;;;
MCO;2019;560008799;560013989;88;32120;3628;18;25900;123;44895;7712;175;20606;27;9855;1280;64;5226;238;86870;12620;257;51732;6;1112;;;8015;65;20923;;0;;;71;22035;;;8015;;;;;;;;;;;;;;;;;;;
MCO;2019;560009490;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;816;;0;;0;;;;0;;;816;;;;;;;;;;;;;;;;;;;
MCO;2019;560009508;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1688;;0;;0;;;;0;;;1688;;;;;;;;;;;;;;;;;;;
MCO;2019;560009524;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5149;;0;;0;;;;0;;;5149;;;;;;;;;;;;;;;;;;;
MCO;2019;560014078;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;737;;0;;0;;;;0;;;737;;;;;;;;;;;;;;;;;;;
MCO;2019;560014128;440002590;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;917;;0;;0;;;;0;;;917;;;;;;;;;;;;;;;;;;;
MCO;2019;560015422;560005746;10;3650;181;1;3337;;;0;0;0;;;0;0;0;10;3650;181;1;3337;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;560023848;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;12656;;0;;0;;;;0;;;12656;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;560029068;560029050;8;2920;352;2;1749;66;24090;2431;33;5490;1;365;7;0;8;75;27375;2790;35;7247;;0;;;15;45;7865;;1;;;45;7866;;;15;;;;;;;;;;;;;;;;;;;
MCO;2019;570000026;570024794;7;2555;333;7;2948;;;0;0;0;;;0;0;0;7;2555;333;7;2948;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;570000059;570025254;181;66056;8931;1093;52425;28;10218;1389;45;7065;24;8732;1672;150;6365;233;85006;11992;1288;65855;5;746;0;0;1686;8;2314;1;206;;;14;3266;0;0;1686;1;0;1;1;1;1;1;0;0;33;120;51;;41581;969;47843;1;1876;5668
MCO;2019;570000083;570000729;22;8030;1152;122;3561;38;13870;1996;37;6238;28;10220;1362;229;4234;88;32120;4510;388;14033;;0;;;0;34;7113;0;37;;;34;7150;;;0;;;;;;;;;;;;;;1161;0;0;;708;
MCO;2019;570000117;570015099;112;40880;5425;717;32737;28;10220;1683;128;6802;15;5475;725;213;1949;155;56575;7833;1058;41488;7;101;;;2028;14;2653;;0;;;21;2754;;;2028;1;0;1;1;0;1;1;0;0;147;;10;;21186;1715;25139;;1743;5995
MCO;2019;570000166;570010181;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;702;;;0;;0;;0;;;5;702;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;570000216;570010181;186;67890;8504;2207;55820;60;21900;2797;65;14852;;;0;0;0;246;89790;11301;2272;70672;6;495;;;17981;12;2622;;0;;;18;3117;;;17981;0;0;0;0;0;0;0;0;0;;;;;31571;;63566;;;
MCO;2019;570000281;570005165;54;18782;1844;24;18587;;;0;0;0;;;0;0;0;54;18782;1844;24;18587;;0;;;4;;0;;0;;;;0;;;4;1;0;0;0;0;0;0;0;0;;;;;6473;;11568;;;5
MCO;2019;570000349;570005165;301;112066;12915;583;98812;83;30295;4606;247;21878;50;18250;3381;139;12888;434;160611;20902;969;133578;19;1338;;;22072;19;3797;2;483;;;40;5618;;;22072;1;1;1;1;1;1;1;1;1;90;120;75;15;96576;3821;96330;14882;7484;8949
MCO;2019;570000356;570000919;10;3650;161;2;1063;101;36865;2196;43;7116;;;0;0;0;111;40515;2357;45;8179;0;0;;;426;15;9673;;0;;;15;9673;;;426;;;;;;;;;;;;;;;;;;;
MCO;2019;570000364;570011569;;;0;0;0;37;13505;953;61;1714;;;0;0;0;37;13505;953;61;1714;;0;;;220;37;6825;1;0;;;38;6825;;;220;;;;;;;;;;;;;;;;;;;
MCO;2019;570000455;570010181;19;6935;453;6;5264;;;0;0;0;;;0;0;0;19;6935;453;6;5264;;0;;;9;;0;;0;;;;0;;;9;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;570000562;570011353;38;13680;1293;3;12589;;;0;0;0;;;0;0;0;38;13680;1293;3;12589;2;1208;;;4;;0;;0;;;2;1208;;;4;0;0;0;0;0;0;0;0;0;;;;;1283;;220;;;
MCO;2019;570000596;750821092;69;21845;3186;1003;14171;;;0;0;0;;;0;0;0;69;21845;3186;1003;14171;6;321;;;843;;0;;0;;;6;321;;;843;1;0;0;0;0;0;0;1;1;0;0;0;85;9698;0;19329;622;0;13240
MCO;2019;570000646;570001115;120;43800;9468;1957;31816;87;31755;5903;79;22719;48;17520;1993;60;8692;255;93075;17364;2096;63227;12;4;;;12164;21;17419;2;94;;;35;17517;;;12164;;;;;;;;;;;;;;;;;;;
MCO;2019;570000661;570000158;26;9490;716;6;7022;;;0;0;0;;;0;0;0;26;9490;716;6;7022;;0;;;0;;0;;0;;;;0;;;0;1;0;0;1;0;0;1;0;0;;;;;5063;373;8903;;1341;2755
MCO;2019;570000687;570025254;20;7300;514;1;6598;;;0;0;0;;;0;0;0;20;7300;514;1;6598;5;1080;0;0;0;0;0;0;0;0;0;5;1080;0;0;0;0;0;0;0;0;0;0;0;0;;;;;6114;;3447;;;48
MCO;2019;570000893;570000141;24;8760;350;3;7133;;;0;0;0;;;0;0;0;24;8760;350;3;7133;5;130;0;0;0;;0;;0;;;5;130;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;570000901;570000158;152;55480;11209;1272;55312;53;19345;1459;19;7762;17;6205;1316;358;3463;222;81030;13984;1649;66537;18;686;;;3671;29;6628;;0;;;47;7314;;;3671;1;0;0;1;0;1;1;0;0;;;23;;33789;1020;38119;325;5257;4241
MCO;2019;570000950;570000398;52;18980;1828;12;15892;;;0;0;0;;;0;0;0;52;18980;1828;12;15892;2;154;;;108;;0;;0;;;2;154;;;108;1;0;1;0;0;0;1;0;0;90;;;;1211;;738;;;
MCO;2019;570000968;570000430;20;7300;598;10;6357;;;0;0;0;;;0;0;0;20;7300;598;10;6357;;0;;;0;;0;;0;;;;0;;;0;1;0;0;0;0;0;0;0;0;;;;;146;;5399;;;
MCO;2019;570000992;570000497;9;3285;206;1;2828;;;0;0;0;;;0;0;0;9;3285;206;1;2828;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;570001016;570000513;10;3650;272;13;2771;;;0;0;0;;;0;0;0;10;3650;272;13;2771;7;91;;;0;;0;;0;;;7;91;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;570001057;570023630;112;40880;4695;36;29974;50;18250;2208;18;10162;;;0;0;0;162;59130;6903;54;40136;35;1793;;;12473;16;3831;;0;;;51;5624;;;12473;1;0;0;0;0;0;0;1;0;;;;;28505;;11380;;;2264
MCO;2019;570001099;570023630;76;27740;1842;18;20140;;;0;0;0;;;0;0;0;76;27740;1842;18;20140;4;1791;;;0;;0;;0;;;4;1791;;;0;;;;;;;;;;;;;;5277;;2623;;;89
MCO;2019;570003079;570010181;54;16734;1981;47;13778;;;0;0;0;;;0;0;0;54;16734;1981;47;13778;2;1044;;;1;;0;;0;;;2;1044;;;1;;;;;;;;;;;;;;;;;;;
MCO;2019;570005215;570005165;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;386;;;0;;0;;0;;;5;386;;;0;0;0;0;0;0;0;0;0;0;;;;;395;;29;;;
MCO;2019;570009670;570027995;31;11315;613;12;9287;;;0;0;0;;;0;0;0;31;11315;613;12;9287;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;570026252;570023630;106;38690;4121;34;31389;162;59130;7844;114;36421;;;0;0;0;268;97820;11965;148;67810;11;3463;;;22009;30;6249;;0;;;41;9712;;;22009;1;0;0;1;0;0;1;0;0;;;;;51873;;48011;;;8097
MCO;2019;570026682;570005165;448;157119;26272;1826;136878;130;46970;8047;611;35483;72;26280;5560;257;21100;650;230369;39879;2694;193461;33;4797;;;51459;32;9074;6;1561;;;71;15432;;;51459;1;1;1;1;1;1;1;1;1;180;210;100;60;191340;7403;221707;12329;10263;17610
MCO;2019;580004836;580780039;23;8395;734;9;7976;;;0;0;0;;;0;0;0;23;8395;734;9;7976;7;448;;;0;;0;;0;;;7;448;;;0;0;0;0;0;0;0;0;0;0;;;;;455;;108;;;
MCO;2019;580780138;580000024;28;10220;530;15;5952;52;18980;2004;23;7221;;;0;0;0;80;29200;2534;38;13173;;0;;;7406;35;9601;;0;;;35;9601;;;7406;;;;;;;;;;;;;;;;;;;
MCO;2019;580780195;580005148;10;3650;11;0;60;44;16060;186;2;828;;;0;0;0;54;19710;197;2;888;;0;;;0;11;447;;0;;;11;447;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;580972610;580780054;15;5475;167;2;3483;;;0;0;0;;;0;0;0;15;5475;167;2;3483;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;;;;
MCO;2019;580972644;580781136;15;5044;486;2;5086;;;0;0;0;;;0;0;0;15;5044;486;2;5086;5;10;;;50;;0;;0;;;5;10;;;50;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;580972651;580780047;16;5840;308;9;4154;0;0;0;0;0;0;0;0;0;0;16;5840;308;9;4154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;;;
MCO;2019;580972669;580780070;36;13140;1808;416;12290;;;0;0;0;0;0;0;0;0;36;13140;1808;416;12290;;0;;;68;;0;;0;;;;0;;;68;0;0;0;0;0;0;1;0;0;;;;;3979;1748;9462;;2311;
MCO;2019;580972677;580780088;25;9125;2124;514;12156;;;0;0;0;;;0;0;0;25;9125;2124;514;12156;3;36;;;293;;0;;0;;;3;36;;;293;1;0;1;1;1;0;1;0;0;90;;;;1926;402;853;;243;4
MCO;2019;580972685;580780096;74;26220;3163;240;25286;0;2660;355;23;1539;0;0;92;92;0;74;28880;3610;355;26825;8;13;;;244;8;1825;0;0;;;16;1838;;;244;1;1;0;1;0;0;1;1;1;;;;60;8230;5438;16347;;791;1456
MCO;2019;580972693;580780039;261;95265;13217;624;82755;91;33215;4291;85;24979;41;14965;1863;93;7149;393;143445;19371;802;114883;25;780;;;20589;12;1701;1;132;;;38;2613;;;20589;1;0;1;1;1;1;1;1;1;139;53;45;41;57217;3461;53026;257;3938;5822
MCO;2019;590000014;590780052;40;14600;915;21;9480;0;0;0;0;0;0;0;0;0;0;40;14600;915;21;9480;4;168;4;168;0;0;0;0;0;0;0;4;168;4;168;0;1;1;0;1;0;1;1;0;0;;;30;;10376;129;6585;0;0;2022
MCO;2019;590000121;590780227;171;62415;8771;332;50314;34;12410;2457;1;10392;41;14965;2879;205;10581;246;89790;14107;538;71287;16;2503;;;1524;20;3585;0;339;;;36;6427;;;1524;1;1;1;1;1;1;1;1;1;42;15;21;252;52784;4095;39158;172;8648;9488
MCO;2019;590000188;590780334;96;33102;4336;821;18942;44;16060;2479;88;11272;0;0;0;0;0;140;49162;6815;909;30214;1;317;0;0;66424;15;2859;0;0;0;0;16;3176;0;0;66424;1;1;0;1;1;1;1;1;0;;5;3;;58669;0;39156;81;0;13517
MCO;2019;590000337;590781415;302;108442;21786;3736;91841;111;38805;6676;944;27417;30;10950;2282;59;8246;443;158197;30744;4739;127504;15;2707;;;19910;26;5134;0;0;;;41;7841;;;19910;1;1;1;1;1;1;1;1;1;70;130;15;65;91564;6207;75402;672;9720;25737
MCO;2019;590000428;590781605;208;75442;12097;1884;68488;64;23360;2862;105;17679;19;6935;1013;356;2612;291;105737;15972;2345;88779;12;1171;;;9009;24;4556;2;48;;;38;5775;;;9009;1;1;1;1;0;1;1;1;1;45;;20;120;51127;1603;36016;;1992;18514
MCO;2019;590000436;590781621;51;18615;3526;1042;14945;0;;0;0;0;15;5371;768;257;1841;66;23986;4294;1299;16786;10;2175;;;24;0;0;0;0;;;10;2175;;;24;1;1;1;0;0;1;1;0;0;10;;21;;28973;4559;4316;;1214;
MCO;2019;590000469;590781662;80;29200;4513;884;22675;27;9855;1461;790;3106;14;5110;786;40;2835;121;44165;6760;1714;28616;;0;;;4338;;0;;0;;;;0;;;4338;1;0;1;1;1;1;1;0;0;40;20;35;;10084;4695;25617;7;314;0
MCO;2019;590000477;590781670;30;10950;1538;212;13923;;;0;0;0;;;0;0;0;30;10950;1538;212;13923;;0;;;0;;0;;0;;;;0;;;0;1;1;1;1;0;0;1;0;1;;;;;10603;4188;21738;;;
MCO;2019;590000527;590781795;72;16662;1467;7;16554;;;0;0;0;;;0;0;0;72;16662;1467;7;16554;10;847;;;6;;0;;0;;;10;847;;;6;1;0;0;0;0;0;0;1;0;;;;;2472;;3361;;;540
MCO;2019;590000535;590781803;221;80665;13495;1934;68477;30;10950;1643;117;8515;20;7300;2092;599;5987;271;98915;17230;2650;82979;12;1402;;;7144;6;990;;0;;;18;2392;;;7144;1;1;1;1;1;1;1;1;0;35;105;35;;48559;5365;39746;6342;4469;27325
MCO;2019;590000543;590781811;10;3650;143;1;2298;;;0;0;0;;;0;0;0;10;3650;143;1;2298;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;69;;48;39;;
MCO;2019;590000592;590782165;123;44895;7308;1496;39624;57;20805;2635;0;12789;22;8759;1219;18;4923;202;74459;11162;1514;57336;9;576;;;1269;16;4693;4;402;;;29;5671;;;1269;1;1;;1;0;1;1;0;1;;;;109;38141;6486;22224;4;14523;35246
MCO;2019;590000600;590782207;48;17520;1755;19;14096;;;0;0;0;;;0;0;0;48;17520;1755;19;14096;2;221;;;55;;0;;0;;;2;221;;;55;1;1;1;1;0;0;1;0;0;15;;;;2064;0;2969;0;0;0
MCO;2019;590000618;590782215;561;198761;35357;5901;176943;198;69990;11443;955;51008;88;32120;5382;164;22740;847;300871;52182;7020;250691;67;7449;;;43687;29;8860;4;2353;;;100;18662;;;43687;1;1;1;1;1;1;1;1;1;105;104;50;54;172412;4281;174408;761;13927;47801
MCO;2019;590000691;590782439;31;11315;1953;464;8716;;;0;0;0;;;0;0;0;31;11315;1953;464;8716;4;532;;;14;;0;;0;;;4;532;;;14;1;0;1;0;1;0;1;0;0;20;20;;;8779;543;16949;;205;12989
MCO;2019;590000758;590782637;134;52906;11616;3749;43677;37;10995;1781;42;8511;23;8395;1719;89;6213;194;72296;15116;3880;58401;7;735;1;183;1329;14;2346;6;243;;;27;3324;1;183;1329;1;0;1;1;1;1;1;1;1;119;;77;55;38532;6187;39955;;7590;15263
MCO;2019;590000766;590782645;24;7295;716;41;7175;;;0;0;0;;;0;0;0;24;7295;716;41;7175;4;0;;;49;;0;;0;;;4;0;;;49;1;1;1;1;1;0;1;1;0;;;;;;;;;;
MCO;2019;590000774;590782652;54;19710;4660;1863;16362;17;6205;800;12;3609;22;8030;1438;48;4871;93;33945;6898;1923;24842;3;997;3;426;1660;6;2796;0;0;;;9;3793;3;426;1660;1;0;1;1;0;1;1;1;0;60;;14;;26739;4646;26271;2;5063;1985
MCO;2019;590001004;590783239;319;110810;19639;2446;92530;77;28105;3537;189;17746;28;10220;2590;574;8413;424;149135;25766;3209;118689;19;1525;;;16496;18;4598;2;193;;;39;6316;;;16496;1;1;1;1;1;1;1;1;1;;;;22;73126;7871;59591;170;1910;21637
MCO;2019;590001749;590788956;74;27010;3535;745;19094;;;0;0;0;;;0;0;0;74;27010;3535;745;19094;;0;;;595;;0;;0;;;;0;;;595;1;0;1;1;0;0;1;0;0;22;;;;5354;;25449;;;
MCO;2019;590006607;590780193;175;61151;6473;409;49468;26;9532;1603;117;5761;125;45348;9003;258;37040;326;116031;17079;784;92269;20;2428;;;3496;18;3284;39;4888;;;77;10600;;;3496;0;0;0;0;0;1;0;0;0;;;40;;108373;14163;66578;;19398;35563
MCO;2019;590006896;590000519;6;2190;25;0;185;30;10950;1574;9;5452;;;0;0;0;36;13140;1599;9;5637;0;0;;;195;30;4460;;0;;;30;4460;;;195;0;0;0;0;0;0;0;0;0;;;;;;0;765;0;0;0
MCO;2019;590008041;590008033;113;41245;6932;54;34951;68;24820;3866;1;16614;;;0;0;0;181;66065;10798;55;51565;8;220;;;10558;39;8623;;0;;;47;8843;;;10558;;;;;;;;;;;;;;;;;;;
MCO;2019;590047718;590780052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1868;0;0;0;0;0;0;0;0;0;10;1868;0;0;0;0;0;0;0;0;0;0;0;0;;;;;243;0;;;;
MCO;2019;590049565;780020715;20;7300;267;7;5342;;;0;0;0;;;0;0;0;20;7300;267;7;5342;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2019;590052056;590051801;35;12775;1386;3;6047;38;13870;1605;0;4943;25;9125;906;17;3596;98;35770;3897;20;14586;32;129;;;3182;21;8151;;0;;;53;8280;;;3182;1;0;0;1;0;1;1;0;1;;;30;30;3925;148;3688;;1050;1
MCO;2019;590780060;590000022;;;0;0;0;16;5840;372;1;381;;;0;0;0;16;5840;372;1;381;;0;;;0;14;9204;;0;;;14;9204;;;0;;;;;;;;;;;;;;0;0;0;0;0;0
MCO;2019;590780094;590000055;10;3130;888;0;1941;;;0;0;0;;;0;0;0;10;3130;888;0;1941;15;786;;;8294;;0;;0;;;15;786;;;8294;;;;;;;;;;;;;;;;;;;
MCO;2019;590780250;590053955;;;0;0;0;70;25550;1788;80;3633;;;0;0;0;70;25550;1788;80;3633;;0;;;0;27;23586;;0;;;27;23586;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;590780268;590053955;84;30660;7124;241;40572;126;45990;7434;68;23706;65;23725;1868;38;7630;275;100375;16426;347;71908;14;4;;;39754;33;17975;;0;;;47;17979;;;39754;;;;;;;;;;;;;;;;;;;
MCO;2019;590780284;590051801;214;78110;13400;1956;63041;93;33945;4208;168;24701;;;0;0;0;307;112055;17608;2124;87742;28;4616;;;1263;9;1502;;0;;;37;6118;;;1263;1;1;1;1;1;0;1;1;1;30;30;;30;58441;;46348;1081;;7099
MCO;2019;590780342;590053955;;;0;0;0;4;1460;52;0;63;;;0;0;0;4;1460;52;0;63;;46;;;0;14;6843;;0;;;14;6889;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;590780383;590000204;92;33580;8086;70;24891;152;55480;6438;573;15454;;;0;0;0;244;89060;14524;643;40345;8;1223;;;40632;54;19329;;0;;;62;20552;;;40632;;;;;;;;;;;;;;;;;;;
MCO;2019;590781571;590000402;;;0;0;0;33;12045;1387;0;5838;;;0;0;0;33;12045;1387;0;5838;;0;;;0;13;2417;;0;;;13;2417;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;590781951;590053955;16;5840;34;0;209;96;35040;3986;7;14157;;;0;0;0;112;40880;4020;7;14366;;0;;;0;11;3752;;0;;;11;3752;;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;590782256;590000659;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;20;643;;;7881;;0;;0;;;20;643;;;7881;;;;;;;;;;;;;;;;;;;
MCO;2019;590782298;590000675;25;9125;477;1;3665;88;32120;4430;0;13044;26;9460;1157;0;4655;139;50705;6064;1;21364;;65;0;;0;25;11440;;84;;;25;11589;0;;0;;;;;;;;;;;;;;;;;;;
MCO;2019;590782546;590000733;22;8030;482;3;5134;;;0;0;0;;;0;0;0;22;8030;482;3;5134;3;951;3;1095;0;8;1952;;0;;;11;2903;3;1095;0;;;;;;;;;;;;;;;;;;;
MCO;2019;590782553;590000741;51;18615;4177;743;14264;53;19345;4577;1176;9723;43;15695;2355;38;9028;147;53655;11109;1957;33015;2;107;;;2512;40;13853;;0;;;42;13960;;;2512;;;;;;;;;;;;;;;;;;;
MCO;2019;590784864;590780193;115;37386;5679;72;32025;18;3650;431;15;3094;;;0;0;0;133;41036;6110;87;35119;39;4894;;;3914;2;391;;0;;;41;5285;;;3914;0;0;0;0;0;0;1;0;0;;;;;23853;;24702;;;5957
MCO;2019;590785374;620001834;80;23792;3172;39;15838;;;0;0;0;;;0;0;0;80;23792;3172;39;15838;20;1663;;;2037;;0;;0;;;20;1663;;;2037;;;;;;;1;;;;;;;6637;;11479;;;
