BOR;AN;FI;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP
SSR;2019;130784580;920030269;SSR_TOT;;115;41975;;987;40250;112;0
SSR;2019;130784598;130001852;SSR_A;;137;50005;42;990;55673;237;11585
SSR;2019;130784598;130001852;SSR_A50;1;;;;;0;;0
SSR;2019;130784598;130001852;SSR_A51;1;0;;25;;0;;3191
SSR;2019;130784598;130001852;SSR_A52;1;137;;17;;55673;;8394
SSR;2019;130784598;130001852;SSR_TOT;;137;50005;42;990;55673;237;11585
SSR;2019;130784812;130001985;SSR_A;;75;27375;15;687;22949;17;7333
SSR;2019;130784812;130001985;SSR_A50;1;;;;;0;;0
SSR;2019;130784812;130001985;SSR_A58;1;75;;15;;22949;;7333
SSR;2019;130784812;130001985;SSR_TOT;;75;27375;15;687;22949;17;7333
SSR;2019;130784903;130002041;SSR_A;;42;15330;;572;16096;5;0
SSR;2019;130784903;130002041;SSR_A50;1;42;;;;16096;;0
SSR;2019;130784903;130002041;SSR_TOT;;42;15330;;572;16096;5;0
SSR;2019;130784911;920030855;SSR_A;;81;29565;;789;28431;39;0
SSR;2019;130784911;920030855;SSR_A50;1;40;;;;14647;;0
SSR;2019;130784911;920030855;SSR_A59;1;41;;;;13784;;0
SSR;2019;130784911;920030855;SSR_TOT;;81;29565;;789;28431;39;0
SSR;2019;130784952;130014228;SSR_A;;52;18980;;451;15068;27;0
SSR;2019;130784952;130014228;SSR_A50;1;52;;;;15068;;0
SSR;2019;130784952;130014228;SSR_TOT;;52;18980;;451;15068;27;0
SSR;2019;130785389;130002173;SSR_A;;70;25550;;675;26013;64;0
SSR;2019;130785389;130002173;SSR_A50;1;5;;;;863;;0
SSR;2019;130785389;130002173;SSR_A51;1;65;;;;25150;;0
SSR;2019;130785389;130002173;SSR_TOT;;70;25550;;675;26013;64;0
SSR;2019;130785462;130002207;SSR_A;;147;53655;;1361;49819;72;0
SSR;2019;130785462;130002207;SSR_A50;1;147;;;;49819;;0
SSR;2019;130785462;130002207;SSR_TOT;;147;53655;;1361;49819;72;0
SSR;2019;130785975;310021340;SSR_A;;82;29930;;654;29783;93;0
SSR;2019;130785975;310021340;SSR_A50;1;;;;;0;;0
SSR;2019;130785975;310021340;SSR_A59;1;82;;;;29783;;0
SSR;2019;130785975;310021340;SSR_TOT;;82;29930;;654;29783;93;0
SSR;2019;130785983;130002306;SSR_A;;204;63510;6;1963;62026;51;2353
SSR;2019;130785983;130002306;SSR_A50;1;109;;;;44344;;0
SSR;2019;130785983;130002306;SSR_A55;1;65;;6;;16360;;2353
SSR;2019;130785983;130002306;SSR_A56;1;30;;;;1322;;0
SSR;2019;130785983;130002306;SSR_TOT;;204;63510;6;1963;62026;51;2353
SSR;2019;130786023;130002330;SSR_A;;96;35040;10;1181;36285;55;7818
SSR;2019;130786023;130002330;SSR_A50;1;46;;;;12937;;0
SSR;2019;130786023;130002330;SSR_A51;1;50;;10;;23348;;7818
SSR;2019;130786023;130002330;SSR_TOT;;96;35040;10;1181;36285;55;7818
SSR;2019;130786296;130002421;SSR_A;;95;34675;;1078;34775;19;0
SSR;2019;130786296;130002421;SSR_A50;1;35;;;;4867;;0
SSR;2019;130786296;130002421;SSR_A59;1;60;;;;29908;;0
SSR;2019;130786296;130002421;SSR_TOT;;95;34675;;1078;34775;19;0
SSR;2019;130786742;750821092;SSR_A;;25;9125;;381;7527;8;1385
SSR;2019;130786742;750821092;SSR_A50;1;25;;;;7527;;1385
SSR;2019;130786742;750821092;SSR_A51;1;;;;;0;;0
SSR;2019;130786742;750821092;SSR_A52;1;;;;;0;;0
SSR;2019;130786742;750821092;SSR_TOT;;25;9125;;381;7527;8;1385
SSR;2019;130786924;130037815;SSR_A;;90;32850;40;678;28792;75;14667
SSR;2019;130786924;130037815;SSR_A50;1;;;;;0;;0
SSR;2019;130786924;130037815;SSR_A51;1;58;;22;;18827;;8499
SSR;2019;130786924;130037815;SSR_A52;1;32;;18;;9965;;6168
SSR;2019;130786924;130037815;SSR_TOT;;90;32850;40;678;28792;75;14667
SSR;2019;130786932;130002660;SSR_A;;86;31390;36;849;30143;51;18885
SSR;2019;130786932;130002660;SSR_A50;1;;;;;51;;0
SSR;2019;130786932;130002660;SSR_A51;1;20;;21;;8052;;12794
SSR;2019;130786932;130002660;SSR_A52;1;46;;;;16508;;0
SSR;2019;130786932;130002660;SSR_A54;1;20;;15;;5532;;6091
SSR;2019;130786932;130002660;SSR_TOT;;86;31390;36;849;30143;51;18885
SSR;2019;130787369;130002777;SSR_A;;;;75;0;0;0;34745
SSR;2019;130787369;130002777;SSR_A50;1;;;;;0;;0
SSR;2019;130787369;130002777;SSR_A51;1;;;50;;0;;30667
SSR;2019;130787369;130002777;SSR_A52;1;;;25;;0;;4078
SSR;2019;130787369;130002777;SSR_TOT;;;;75;0;0;0;34745
SSR;2019;130789159;920030269;SSR_A;;90;32850;10;1264;28144;9;7851
SSR;2019;130789159;920030269;SSR_A53;1;90;;10;;28144;;7851
SSR;2019;130789159;920030269;SSR_TOT;;90;32850;10;1264;28144;9;7851
SSR;2019;130789357;130002843;SSR_A;;158;57670;37;1542;55005;104;14143
SSR;2019;130789357;130002843;SSR_A50;1;0;;0;;9;;0
SSR;2019;130789357;130002843;SSR_A51;1;133;;29;;46488;;11006
SSR;2019;130789357;130002843;SSR_A52;1;25;;8;;8508;;3137
SSR;2019;130789357;130002843;SSR_TOT;;158;57670;37;1542;55005;104;14143
SSR;2019;130790157;130789316;SSR_A;;27;9855;0;286;8585;4;0
SSR;2019;130790157;130789316;SSR_A59;1;27;;0;;8585;;0
SSR;2019;130790157;130789316;SSR_TOT;;27;9855;0;286;8585;4;0
SSR;2019;130809015;130001928;SSR_A;;51;18615;;685;15469;2;0
SSR;2019;130809015;130001928;SSR_A50;1;;;;;0;;0
SSR;2019;130809015;130001928;SSR_A59;1;51;;;;15469;;0
SSR;2019;130809015;130001928;SSR_TOT;;51;18615;;685;15469;2;0
SSR;2019;130809981;750056335;SSR_A;;93;33945;20;748;31527;90;5967
SSR;2019;130809981;750056335;SSR_A50;1;50;;;;11143;;0
SSR;2019;130809981;750056335;SSR_A51;1;43;;20;;20384;;5967
SSR;2019;130809981;750056335;SSR_TOT;;93;33945;20;748;31527;90;5967
SSR;2019;140000027;140000035;SSR_A;;25;9125;;246;8021;16;0
SSR;2019;140000027;140000035;SSR_A50;1;;;;;0;;0
SSR;2019;140000027;140000035;SSR_A59;1;25;;;;8021;;0
SSR;2019;140000027;140000035;SSR_TOT;;25;9125;;246;8021;16;0
SSR;2019;140000076;140000092;SSR_A;;65;23725;4;456;21463;80;1289
SSR;2019;140000076;140000092;SSR_A50;1;18;;;;7500;;0
SSR;2019;140000076;140000092;SSR_A51;1;17;;;;1075;;0
SSR;2019;140000076;140000092;SSR_A52;1;30;;4;;12888;;1289
SSR;2019;140000076;140000092;SSR_TOT;;65;23725;4;456;21463;80;1289
SSR;2019;140000209;140000100;SSR_A;;;;3;0;0;0;207
SSR;2019;140000209;140000100;SSR_A50;1;;;;;0;;0
SSR;2019;140000209;140000100;SSR_A54;1;;;3;;0;;207
SSR;2019;140000209;140000100;SSR_TOT;;;;3;0;0;0;207
SSR;2019;140000233;140000118;SSR_A;;38;13870;3;361;11965;25;352
SSR;2019;140000233;140000118;SSR_A50;1;18;;2;;5925;;322
SSR;2019;140000233;140000118;SSR_A58;1;;;1;;0;;30
SSR;2019;140000233;140000118;SSR_A59;1;20;;;;6040;;0
SSR;2019;140000233;140000118;SSR_TOT;;38;13870;3;361;11965;25;352
SSR;2019;140000241;140026279;SSR_A;;40;14600;;504;11716;2;0
SSR;2019;140000241;140026279;SSR_A55;1;20;;;;4945;;0
SSR;2019;140000241;140026279;SSR_A59;1;20;;;;6771;;0
SSR;2019;140000241;140026279;SSR_TOT;;40;14600;;504;11716;2;0
SSR;2019;140000258;140000415;SSR_A;;70;25550;15;660;23516;52;12828
SSR;2019;140000258;140000415;SSR_A51;1;31;;12;;10185;;9411
SSR;2019;140000258;140000415;SSR_A52;1;39;;3;;13331;;3417
SSR;2019;140000258;140000415;SSR_TOT;;70;25550;15;660;23516;52;12828
SSR;2019;140000308;140000134;SSR_A;;80;29200;;594;21443;30;0
SSR;2019;140000308;140000134;SSR_A50;1;80;;;;21443;;0
SSR;2019;140000308;140000134;SSR_TOT;;80;29200;;594;21443;30;0
SSR;2019;140000340;140025800;SSR_A;;72;25550;;710;23459;44;0
SSR;2019;140000340;140025800;SSR_A50;1;62;;;;18875;;0
SSR;2019;140000340;140025800;SSR_A59;1;10;;;;4584;;0
SSR;2019;140000340;140025800;SSR_TOT;;72;25550;;710;23459;44;0
SSR;2019;140000373;140000159;SSR_A;;20;7300;4;370;7203;2;737
SSR;2019;140000373;140000159;SSR_A50;1;20;;4;;7203;;737
SSR;2019;140000373;140000159;SSR_TOT;;20;7300;4;370;7203;2;737
SSR;2019;140002452;140025800;SSR_A;;;;16;0;0;0;6893
SSR;2019;140002452;140025800;SSR_A50;1;;;;;0;;0
SSR;2019;140002452;140025800;SSR_A53;1;;;16;;0;;6893
SSR;2019;140002452;140025800;SSR_TOT;;;;16;0;0;0;6893
SSR;2019;140015975;310021092;SSR_A;;46;16790;;431;16326;39;0
SSR;2019;140015975;310021092;SSR_A50;1;46;;;;16326;;0
SSR;2019;140015975;310021092;SSR_TOT;;46;16790;;431;16326;39;0
SSR;2019;140017278;610787285;SSR_A;;;;63;0;0;0;22788
SSR;2019;140017278;610787285;SSR_A50;1;;;1;;0;;37
SSR;2019;140017278;610787285;SSR_A51;1;;;45;;0;;16608
SSR;2019;140017278;610787285;SSR_A52;1;;;17;;0;;6143
SSR;2019;140017278;610787285;SSR_TOT;;;;63;0;0;0;22788
SSR;2019;140019175;930019484;SSR_E;;24;8760;6;646;3181;0;2907
SSR;2019;140019175;930019484;SSR_E50;1;2;;1;;478;;108
SSR;2019;140019175;930019484;SSR_E51;1;10;;2;;1226;;1271
SSR;2019;140019175;930019484;SSR_E52;1;3;;1;;153;;1227
SSR;2019;140019175;930019484;SSR_E54;1;1;;1;;102;;30
SSR;2019;140019175;930019484;SSR_E55;1;8;;1;;1222;;271
SSR;2019;140019175;930019484;SSR_TOT;;24;8760;6;646;3181;0;2907
SSR;2019;140024886;140000092;SSR_A;;;;5;0;0;0;1944
SSR;2019;140024886;140000092;SSR_A53;1;;;5;;0;;1944
SSR;2019;140024886;140000092;SSR_TOT;;;;5;0;0;0;1944
SSR;2019;140025123;310021126;SSR_A;;66;24090;;736;23124;74;0
SSR;2019;140025123;310021126;SSR_A50;1;28;;;;6784;;0
SSR;2019;140025123;310021126;SSR_A51;1;28;;;;12216;;0
SSR;2019;140025123;310021126;SSR_A52;1;10;;;;4124;;0
SSR;2019;140025123;310021126;SSR_TOT;;66;24090;;736;23124;74;0
SSR;2019;140025255;310020383;SSR_A;;145;52925;;1545;51942;103;0
SSR;2019;140025255;310020383;SSR_A50;1;70;;;;18131;;0
SSR;2019;140025255;310020383;SSR_A59;1;75;;;;33811;;0
SSR;2019;140025255;310020383;SSR_TOT;;145;52925;;1545;51942;103;0
SSR;2019;140025362;140000092;SSR_A;;34;12410;;363;11582;15;0
SSR;2019;140025362;140000092;SSR_A50;1;9;;;;2359;;0
SSR;2019;140025362;140000092;SSR_A59;1;25;;;;9223;;0
SSR;2019;140025362;140000092;SSR_TOT;;34;12410;;363;11582;15;0
SSR;2019;140026410;140026279;SSR_A;;56;20440;20;901;16521;0;7081
SSR;2019;140026410;140026279;SSR_A53;1;56;;20;;16521;;7081
SSR;2019;140026410;140026279;SSR_TOT;;56;20440;20;901;16521;0;7081
SSR;2019;140026709;140000415;SSR_A;;28;10220;2;244;9491;30;273
SSR;2019;140026709;140000415;SSR_A58;1;28;;2;;9491;;273
SSR;2019;140026709;140000415;SSR_TOT;;28;10220;2;244;9491;30;273
SSR;2019;140027681;610787764;SSR_E;;;;23;0;0;0;4325
SSR;2019;140027681;610787764;SSR_E50;1;;;2;;0;;335
SSR;2019;140027681;610787764;SSR_E51;1;;;8;;0;;1815
SSR;2019;140027681;610787764;SSR_E52;1;;;12;;0;;2175
SSR;2019;140027681;610787764;SSR_E54;1;;;1;;0;;0
SSR;2019;140027681;610787764;SSR_TOT;;;;23;0;0;0;4325
SSR;2019;150000040;150780096;SSR_A;;72;20440;10;606;19297;33;1877
SSR;2019;150000040;150780096;SSR_A50;1;72;;10;;19297;;1877
SSR;2019;150000040;150780096;SSR_TOT;;72;20440;10;606;19297;33;1877
SSR;2019;150000149;150780393;SSR_A;;56;20440;5;365;13280;22;637
SSR;2019;150000149;150780393;SSR_A50;1;56;;5;;13280;;637
SSR;2019;150000149;150780393;SSR_TOT;;56;20440;5;365;13280;22;637
SSR;2019;150000164;150780468;SSR_A;;18;6570;;271;5600;0;0
SSR;2019;150000164;150780468;SSR_A50;1;18;;;;5600;;0
SSR;2019;150000164;150780468;SSR_TOT;;18;6570;;271;5600;0;0
SSR;2019;150000180;150780500;SSR_A;;40;14600;;377;10923;11;0
SSR;2019;150000180;150780500;SSR_A50;1;40;;;;10923;;0
SSR;2019;150000180;150780500;SSR_TOT;;40;14600;;377;10923;11;0
SSR;2019;150002608;660006370;SSR_A;;78;28470;11;964;26044;0;1650
SSR;2019;150002608;660006370;SSR_A50;1;;;;;0;;0
SSR;2019;150002608;660006370;SSR_A54;1;78;;11;;26044;;1650
SSR;2019;150002608;660006370;SSR_TOT;;78;28470;11;964;26044;0;1650
SSR;2019;150780120;150000065;SSR_A;;50;18249;;403;12837;22;0
SSR;2019;150780120;150000065;SSR_A50;1;50;;;;12837;;0
SSR;2019;150780120;150000065;SSR_TOT;;50;18249;;403;12837;22;0
SSR;2019;150780708;870015336;SSR_A;;60;21900;5;582;16042;13;1041
SSR;2019;150780708;870015336;SSR_A50;1;47;;0;;13622;;0
SSR;2019;150780708;870015336;SSR_A53;1;13;;5;;2420;;1041
SSR;2019;150780708;870015336;SSR_TOT;;60;21900;5;582;16042;13;1041
SSR;2019;150780732;150000271;SSR_A;;15;5475;10;496;10309;10;5311
SSR;2019;150780732;150000271;SSR_A50;1;15;;10;;10309;;5311
SSR;2019;150780732;150000271;SSR_TOT;;15;5475;10;496;10309;10;5311
SSR;2019;160000188;160000121;SSR_A;;48;12410;7;438;13062;9;2106
SSR;2019;160000188;160000121;SSR_A50;1;48;;7;;13062;;2106
SSR;2019;160000188;160000121;SSR_TOT;;48;12410;7;438;13062;9;2106
SSR;2019;160000253;160000451;SSR_A;;65;24313;7;788;22475;20;1104
SSR;2019;160000253;160000451;SSR_A50;1;27;;7;;12019;;1104
SSR;2019;160000253;160000451;SSR_A52;1;10;;;;3904;;0
SSR;2019;160000253;160000451;SSR_A59;1;28;;;;6552;;0
SSR;2019;160000253;160000451;SSR_TOT;;65;24313;7;788;22475;20;1104
SSR;2019;160000261;160014411;SSR_A;;40;14600;;476;13156;11;0
SSR;2019;160000261;160014411;SSR_A50;1;40;;;;157;;0
SSR;2019;160000261;160014411;SSR_A59;1;;;;;12999;;0
SSR;2019;160000261;160014411;SSR_TOT;;40;14600;;476;13156;11;0
SSR;2019;160000303;160006037;SSR_A;;107;39055;5;978;28580;38;2284
SSR;2019;160000303;160006037;SSR_A50;1;38;;;;11603;;0
SSR;2019;160000303;160006037;SSR_A51;1;46;;5;;9672;;2284
SSR;2019;160000303;160006037;SSR_A59;1;23;;;;7305;;0
SSR;2019;160000303;160006037;SSR_TOT;;107;39055;5;978;28580;38;2284
SSR;2019;160000311;160000485;SSR_A;;25;9125;0;292;8304;15;0
SSR;2019;160000311;160000485;SSR_A59;1;25;;0;;8304;;0
SSR;2019;160000311;160000485;SSR_TOT;;25;9125;0;292;8304;15;0
SSR;2019;160000337;160000493;SSR_A;;35;12775;;379;9989;8;0
SSR;2019;160000337;160000493;SSR_A50;1;15;;;;3333;;0
SSR;2019;160000337;160000493;SSR_A59;1;20;;;;6656;;0
SSR;2019;160000337;160000493;SSR_TOT;;35;12775;;379;9989;8;0
SSR;2019;160000360;160000519;SSR_A;;6;2190;;67;1753;0;0
SSR;2019;160000360;160000519;SSR_A50;1;6;;;;1753;;0
SSR;2019;160000360;160000519;SSR_TOT;;6;2190;;67;1753;0;0
SSR;2019;160009080;160001574;SSR_A;;84;29930;24;865;22124;31;6091
SSR;2019;160009080;160001574;SSR_A50;1;39;;;;8822;;0
SSR;2019;160009080;160001574;SSR_A51;1;20;;10;;6450;;2326
SSR;2019;160009080;160001574;SSR_A52;1;25;;14;;6852;;3765
SSR;2019;160009080;160001574;SSR_E;;1;365;1;10;265;2;189
SSR;2019;160009080;160001574;SSR_E50;1;1;;1;;265;;189
SSR;2019;160009080;160001574;SSR_E51;1;0;;;;0;;0
SSR;2019;160009080;160001574;SSR_E52;1;0;;;;0;;0
SSR;2019;160009080;160001574;SSR_TOT;;85;30295;25;875;22389;33;6280
SSR;2019;160012209;160012191;SSR_A;;35;12775;;348;10688;16;0
SSR;2019;160012209;160012191;SSR_A50;1;35;;;;10688;;0
SSR;2019;160012209;160012191;SSR_TOT;;35;12775;;348;10688;16;0
SSR;2019;160016374;860012913;SSR_A;;;;5;0;0;0;1114
SSR;2019;160016374;860012913;SSR_A50;1;;;5;;0;;1114
SSR;2019;160016374;860012913;SSR_TOT;;;;5;0;0;0;1114
SSR;2019;170000038;170780050;SSR_A;;45;16425;5;386;13581;19;1516
SSR;2019;170000038;170780050;SSR_A59;1;45;;5;;13581;;1516
SSR;2019;170000038;170780050;SSR_TOT;;45;16425;5;386;13581;19;1516
SSR;2019;170000061;170024194;SSR_A;;58;24598;;666;20713;26;0
SSR;2019;170000061;170024194;SSR_A50;1;29;;;;10215;;0
SSR;2019;170000061;170024194;SSR_A59;1;29;;;;10498;;0
SSR;2019;170000061;170024194;SSR_TOT;;58;24598;;666;20713;26;0
SSR;2019;170000079;170780142;SSR_A;;15;5475;;212;5192;1;0
SSR;2019;170000079;170780142;SSR_A50;1;15;;;;5192;;0
SSR;2019;170000079;170780142;SSR_TOT;;15;5475;;212;5192;1;0
SSR;2019;170000095;170780167;SSR_A;;100;34210;14;928;32586;72;3402
SSR;2019;170000095;170780167;SSR_A50;1;8;;1;;2536;;31
SSR;2019;170000095;170780167;SSR_A51;1;37;;3;;12020;;962
SSR;2019;170000095;170780167;SSR_A52;1;34;;2;;11174;;750
SSR;2019;170000095;170780167;SSR_A53;1;;;8;;0;;1659
SSR;2019;170000095;170780167;SSR_A59;1;21;;;;6856;;0
SSR;2019;170000095;170780167;SSR_TOT;;100;34210;14;928;32586;72;3402
SSR;2019;170000111;170024194;SSR_A;;27;9855;;328;8896;9;0
SSR;2019;170000111;170024194;SSR_A50;1;27;;;;8896;;0
SSR;2019;170000111;170024194;SSR_TOT;;27;9855;;328;8896;9;0
SSR;2019;170000129;170780191;SSR_A;;60;21900;;843;21417;16;0
SSR;2019;170000129;170780191;SSR_A50;1;;;;;0;;0
SSR;2019;170000129;170780191;SSR_A59;1;60;;;;21417;;0
SSR;2019;170000129;170780191;SSR_TOT;;60;21900;;843;21417;16;0
SSR;2019;170000137;170780209;SSR_A;;25;9125;1;300;5193;0;31
SSR;2019;170000137;170780209;SSR_A50;1;25;;1;;5193;;31
SSR;2019;170000137;170780209;SSR_TOT;;25;9125;1;300;5193;0;31
SSR;2019;170000152;170780225;SSR_A;;60;21900;;656;20733;29;0
SSR;2019;170000152;170780225;SSR_A50;1;25;;;;8198;;0
SSR;2019;170000152;170780225;SSR_A59;1;35;;;;12535;;0
SSR;2019;170000152;170780225;SSR_TOT;;60;21900;;656;20733;29;0
SSR;2019;170000178;170780266;SSR_A;;70;24262;;645;21157;31;0
SSR;2019;170000178;170780266;SSR_A50;1;70;;;;21157;;0
SSR;2019;170000178;170780266;SSR_TOT;;70;24262;;645;21157;31;0
SSR;2019;170780043;750721334;SSR_A;;93;33945;26;869;27306;73;8505
SSR;2019;170780043;750721334;SSR_A51;1;33;;13;;9374;;3510
SSR;2019;170780043;750721334;SSR_A52;1;32;;11;;9912;;3531
SSR;2019;170780043;750721334;SSR_A54;1;28;;2;;8020;;1464
SSR;2019;170780043;750721334;SSR_TOT;;93;33945;26;869;27306;73;8505
SSR;2019;170780068;170000046;SSR_A;;67;24455;;596;20834;35;0
SSR;2019;170780068;170000046;SSR_A50;1;67;;;;20834;;0
SSR;2019;170780068;170000046;SSR_A59;1;0;;;;0;;0
SSR;2019;170780068;170000046;SSR_TOT;;67;24455;;596;20834;35;0
SSR;2019;170780100;310021357;SSR_A;;64;23360;;574;20948;48;0
SSR;2019;170780100;310021357;SSR_A50;1;32;;;;16447;;0
SSR;2019;170780100;310021357;SSR_A59;1;32;;;;4501;;0
SSR;2019;170780100;310021357;SSR_TOT;;64;23360;;574;20948;48;0
SSR;2019;170780621;170000285;SSR_A;;60;21900;5;732;20516;10;1724
SSR;2019;170780621;170000285;SSR_A50;1;60;;5;;20516;;1724
SSR;2019;170780621;170000285;SSR_TOT;;60;21900;5;732;20516;10;1724
SSR;2019;170780662;170024053;SSR_A;;;;30;0;0;0;6889
SSR;2019;170780662;170024053;SSR_A50;1;;;30;;0;;6889
SSR;2019;170780662;170024053;SSR_A51;1;;;;;0;;0
SSR;2019;170780662;170024053;SSR_TOT;;;;30;0;0;0;6889
SSR;2019;170780803;170017321;SSR_A;;9;3285;1;87;1674;15;551
SSR;2019;170780803;170017321;SSR_A50;1;9;;1;;1674;;551
SSR;2019;170780803;170017321;SSR_E;;31;11315;1;317;7330;6;436
SSR;2019;170780803;170017321;SSR_E50;1;31;;1;;7330;;436
SSR;2019;170780803;170017321;SSR_TOT;;40;14600;2;404;9004;21;987
SSR;2019;170781199;170000400;SSR_A;;50;18250;;497;17226;0;0
SSR;2019;170781199;170000400;SSR_A50;1;;;;;0;;0
SSR;2019;170781199;170000400;SSR_A58;1;50;;;;17226;;0
SSR;2019;170781199;170000400;SSR_TOT;;50;18250;;497;17226;0;0
SSR;2019;170784110;170024194;SSR_A;;58;20150;5;575;19731;30;2060
SSR;2019;170784110;170024194;SSR_A50;1;3;;5;;845;;2060
SSR;2019;170784110;170024194;SSR_A59;1;55;;;;18886;;0
SSR;2019;170784110;170024194;SSR_TOT;;58;20150;5;575;19731;30;2060
SSR;2019;170792220;170780175;SSR_A;;;;9;0;0;0;4261
SSR;2019;170792220;170780175;SSR_A50;1;;;0;;0;;127
SSR;2019;170792220;170780175;SSR_A51;1;;;3;;0;;1459
SSR;2019;170792220;170780175;SSR_A52;1;;;6;;0;;2675
SSR;2019;170792220;170780175;SSR_A59;1;;;;;0;;0
SSR;2019;170792220;170780175;SSR_E;;;;1;0;0;0;433
SSR;2019;170792220;170780175;SSR_E50;1;;;1;;0;;303
SSR;2019;170792220;170780175;SSR_E51;1;;;0;;0;;15
SSR;2019;170792220;170780175;SSR_E52;1;;;0;;0;;115
SSR;2019;170792220;170780175;SSR_TOT;;;;10;0;0;0;4694
SSR;2019;170803431;920030269;SSR_A;;80;29200;20;1333;26969;0;6489
SSR;2019;170803431;920030269;SSR_A53;1;80;;20;;26969;;6489
SSR;2019;170803431;920030269;SSR_TOT;;80;29200;20;1333;26969;0;6489
SSR;2019;180000010;180000028;SSR_A;;70;23270;10;723;24276;52;1982
SSR;2019;180000010;180000028;SSR_A50;1;;;;;0;;0
SSR;2019;180000010;180000028;SSR_A53;1;20;;10;;6120;;1982
SSR;2019;180000010;180000028;SSR_A59;1;50;;;;18156;;0
SSR;2019;180000010;180000028;SSR_TOT;;70;23270;10;723;24276;52;1982
SSR;2019;180000283;180000069;SSR_A;;17;5918;5;172;5065;5;532
SSR;2019;180000283;180000069;SSR_A50;0;;;;;418;;0
SSR;2019;180000283;180000069;SSR_A59;1;17;;5;;4647;;532
SSR;2019;180000283;180000069;SSR_TOT;;17;5918;5;172;5065;5;532
SSR;2019;180000333;180000093;SSR_A;;30;9855;;196;10056;24;0
SSR;2019;180000333;180000093;SSR_A50;1;;;;;0;;0
SSR;2019;180000333;180000093;SSR_A59;1;30;;;;10056;;0
SSR;2019;180000333;180000093;SSR_TOT;;30;9855;;196;10056;24;0
SSR;2019;180000598;180000887;SSR_A;;64;23360;10;660;21063;37;10433
SSR;2019;180000598;180000887;SSR_A50;1;64;;10;;21063;;10433
SSR;2019;180000598;180000887;SSR_A51;1;;;;;0;;0
SSR;2019;180000598;180000887;SSR_A59;1;;;;;0;;0
SSR;2019;180000598;180000887;SSR_TOT;;64;23360;10;660;21063;37;10433
SSR;2019;180003287;180000028;SSR_A;;55;20075;;476;19872;54;0
SSR;2019;180003287;180000028;SSR_A50;1;;;;;0;;0
SSR;2019;180003287;180000028;SSR_A59;1;55;;;;19872;;0
SSR;2019;180003287;180000028;SSR_TOT;;55;20075;;476;19872;54;0
SSR;2019;180003345;180000051;SSR_A;;86;28810;17;683;29662;86;3317
SSR;2019;180003345;180000051;SSR_A50;1;18;;0;;7523;;0
SSR;2019;180003345;180000051;SSR_A51;1;5;;1;;1360;;49
SSR;2019;180003345;180000051;SSR_A52;1;20;;4;;5566;;774
SSR;2019;180003345;180000051;SSR_A59;1;43;;12;;15213;;2494
SSR;2019;180003345;180000051;SSR_E51;1;;;;;0;;0
SSR;2019;180003345;180000051;SSR_E52;1;;;;;0;;0
SSR;2019;180003345;180000051;SSR_TOT;;86;28810;17;683;29662;86;3317
SSR;2019;180003386;180000069;SSR_A;;46;16268;;320;11077;18;0
SSR;2019;180003386;180000069;SSR_A50;1;20;;;;7291;;0
SSR;2019;180003386;180000069;SSR_A51;1;15;;;;2323;;0
SSR;2019;180003386;180000069;SSR_A52;1;11;;;;690;;0
SSR;2019;180003386;180000069;SSR_A59;0;;;;;773;;0
SSR;2019;180003386;180000069;SSR_TOT;;46;16268;;320;11077;18;0
SSR;2019;190000018;190000042;SSR_A;;102;36346;5;1088;33377;64;690
SSR;2019;190000018;190000042;SSR_A50;1;102;;5;;3541;;211
SSR;2019;190000018;190000042;SSR_A51;1;;;;;3910;;119
SSR;2019;190000018;190000042;SSR_A52;1;;;;;5101;;360
SSR;2019;190000018;190000042;SSR_A59;1;;;;;20825;;0
SSR;2019;190000018;190000042;SSR_E;;;;;3;56;0;104
SSR;2019;190000018;190000042;SSR_E50;1;;;;;0;;0
SSR;2019;190000018;190000042;SSR_E51;1;;;;;0;;16
SSR;2019;190000018;190000042;SSR_E52;1;;;;;56;;88
SSR;2019;190000018;190000042;SSR_TOT;;102;36346;5;1091;33433;64;794
SSR;2019;190000034;190000067;SSR_A;;20;7300;;274;5800;4;0
SSR;2019;190000034;190000067;SSR_A50;1;20;;;;5800;;0
SSR;2019;190000034;190000067;SSR_TOT;;20;7300;;274;5800;4;0
SSR;2019;190000091;190000075;SSR_A;;40;14600;;466;13525;23;0
SSR;2019;190000091;190000075;SSR_A50;1;30;;;;10139;;0
SSR;2019;190000091;190000075;SSR_A59;1;10;;;;3386;;0
SSR;2019;190000091;190000075;SSR_TOT;;40;14600;;466;13525;23;0
SSR;2019;190000257;190001131;SSR_A;;;;16;0;0;0;3131
SSR;2019;190000257;190001131;SSR_A53;1;;;16;;0;;3131
SSR;2019;190000257;190001131;SSR_TOT;;;;16;0;0;0;3131
SSR;2019;190002493;190000059;SSR_A;;30;10248;;344;9400;2;0
SSR;2019;190002493;190000059;SSR_A59;1;30;;;;9400;;0
SSR;2019;190002493;190000059;SSR_TOT;;30;10248;;344;9400;2;0
SSR;2019;190005694;750056335;SSR_A;;81;29073;;867;29073;72;0
SSR;2019;190005694;750056335;SSR_A50;1;54;;;;10744;;0
SSR;2019;190005694;750056335;SSR_A59;1;27;;;;18329;;0
SSR;2019;190005694;750056335;SSR_TOT;;81;29073;;867;29073;72;0
