BOR;AN;FI;FI_EJ;GDE;AUT;LIT;JLI;PLA;SEJHC;JOUHC;SEJ3M;JOUHP
SSR;2019;470000175;750826604;SSR_A50;1;60;;;;19274;;0
SSR;2019;470000175;750826604;SSR_TOT;;60;21900;;768;19274;14;0
SSR;2019;470000308;930019484;SSR_A;;48;17520;8;392;12562;30;2363
SSR;2019;470000308;930019484;SSR_A50;1;;;;;396;;0
SSR;2019;470000308;930019484;SSR_A51;1;20;;1;;3546;;682
SSR;2019;470000308;930019484;SSR_A52;1;28;;7;;8620;;1681
SSR;2019;470000308;930019484;SSR_TOT;;48;17520;8;392;12562;30;2363
SSR;2019;470000423;470016171;SSR_A;;30;10950;16;345;9644;10;1475
SSR;2019;470000423;470016171;SSR_A50;1;2;;;;982;;0
SSR;2019;470000423;470016171;SSR_A51;1;4;;;;325;;0
SSR;2019;470000423;470016171;SSR_A52;1;10;;;;3219;;0
SSR;2019;470000423;470016171;SSR_A53;1;;;8;;0;;1166
SSR;2019;470000423;470016171;SSR_A55;1;;;8;;0;;309
SSR;2019;470000423;470016171;SSR_A59;1;14;;;;5118;;0
SSR;2019;470000423;470016171;SSR_TOT;;30;10950;16;345;9644;10;1475
SSR;2019;470000431;470000324;SSR_A;;44;16060;;400;13845;19;0
SSR;2019;470000431;470000324;SSR_A50;1;44;;;;13845;;0
SSR;2019;470000431;470000324;SSR_TOT;;44;16060;;400;13845;19;0
SSR;2019;470000522;470016171;SSR_A;;20;7300;;279;6075;0;0
SSR;2019;470000522;470016171;SSR_A50;1;5;;;;1821;;0
SSR;2019;470000522;470016171;SSR_A59;1;15;;;;4254;;0
SSR;2019;470000522;470016171;SSR_TOT;;20;7300;;279;6075;0;0
SSR;2019;470000530;470000357;SSR_A;;25;9125;;434;8069;0;0
SSR;2019;470000530;470000357;SSR_A50;1;5;;;;1437;;0
SSR;2019;470000530;470000357;SSR_A59;1;20;;;;6632;;0
SSR;2019;470000530;470000357;SSR_TOT;;25;9125;;434;8069;0;0
SSR;2019;470000548;470000365;SSR_A;;30;10950;2;465;9651;0;173
SSR;2019;470000548;470000365;SSR_A50;1;10;;2;;7661;;173
SSR;2019;470000548;470000365;SSR_A59;1;20;;;;1990;;0
SSR;2019;470000548;470000365;SSR_TOT;;30;10950;2;465;9651;0;173
SSR;2019;470000555;470001660;SSR_A;;50;18250;;771;16454;1;0
SSR;2019;470000555;470001660;SSR_A50;1;30;;;;6926;;0
SSR;2019;470000555;470001660;SSR_A59;1;20;;;;9528;;0
SSR;2019;470000555;470001660;SSR_TOT;;50;18250;;771;16454;1;0
SSR;2019;470000563;470000381;SSR_A;;15;5235;;176;2785;1;0
SSR;2019;470000563;470000381;SSR_A50;1;;;;;0;;0
SSR;2019;470000563;470000381;SSR_A58;1;15;;;;2785;;0
SSR;2019;470000563;470000381;SSR_TOT;;15;5235;;176;2785;1;0
SSR;2019;470000571;470000407;SSR_A;;20;7300;;282;7064;12;0
SSR;2019;470000571;470000407;SSR_A50;1;20;;;;7064;;0
SSR;2019;470000571;470000407;SSR_TOT;;20;7300;;282;7064;12;0
SSR;2019;470002627;750826307;SSR_E;;58;3480;;172;3391;0;0
SSR;2019;470002627;750826307;SSR_E50;1;29;;;;1695;;0
SSR;2019;470002627;750826307;SSR_E55;1;29;;;;1696;;0
SSR;2019;470002627;750826307;SSR_TOT;;58;3480;;172;3391;0;0
SSR;2019;470003062;750826307;SSR_E;;60;3600;;179;3488;0;0
SSR;2019;470003062;750826307;SSR_E50;1;60;;;;3488;;0
SSR;2019;470003062;750826307;SSR_E55;1;0;;;;0;;0
SSR;2019;470003062;750826307;SSR_TOT;;60;3600;;179;3488;0;0
SSR;2019;470010364;470010356;SSR_A;;55;20075;;576;16276;12;0
SSR;2019;470010364;470010356;SSR_A50;1;55;;;;16276;;0
SSR;2019;470010364;470010356;SSR_TOT;;55;20075;;576;16276;12;0
SSR;2019;480000041;480780139;SSR_A;;15;5475;;91;2620;2;0
SSR;2019;480000041;480780139;SSR_A50;1;15;;;;2620;;0
SSR;2019;480000041;480780139;SSR_TOT;;15;5475;;91;2620;2;0
SSR;2019;480000066;480780154;SSR_A;;20;7300;;200;5854;10;0
SSR;2019;480000066;480780154;SSR_A50;1;20;;;;5854;;0
SSR;2019;480000066;480780154;SSR_TOT;;20;7300;;200;5854;10;0
SSR;2019;480000793;480782101;SSR_A;;30;10950;;263;7750;1;0
SSR;2019;480000793;480782101;SSR_A50;1;;;;;0;;0
SSR;2019;480000793;480782101;SSR_A54;1;30;;;;7750;;0
SSR;2019;480000793;480782101;SSR_TOT;;30;10950;;263;7750;1;0
SSR;2019;480000835;480000827;SSR_A;;28;10220;;216;9115;0;
SSR;2019;480000835;480000827;SSR_A50;1;;;;;;;
SSR;2019;480000835;480000827;SSR_A58;1;28;;;;9115;;
SSR;2019;480000835;480000827;SSR_TOT;;28;10220;;216;9115;0;
SSR;2019;480780212;480782168;SSR_A;;35;12775;;300;11516;0;0
SSR;2019;480780212;480782168;SSR_A50;1;;;;;0;;0
SSR;2019;480780212;480782168;SSR_A58;1;35;;;;11516;;0
SSR;2019;480780212;480782168;SSR_TOT;;35;12775;;300;11516;0;0
SSR;2019;480780279;480780097;SSR_A;;25;9125;;296;7544;10;0
SSR;2019;480780279;480780097;SSR_A50;1;;;;;0;;0
SSR;2019;480780279;480780097;SSR_A59;1;25;;;;7544;;0
SSR;2019;480780279;480780097;SSR_TOT;;25;9125;;296;7544;10;0
SSR;2019;480780287;480001635;SSR_A;;40;14600;;321;10401;6;0
SSR;2019;480780287;480001635;SSR_A50;1;40;;;;10401;;0
SSR;2019;480780287;480001635;SSR_TOT;;40;14600;;321;10401;6;0
SSR;2019;480780543;480782101;SSR_E;;60;21900;;365;15032;23;0
SSR;2019;480780543;480782101;SSR_E50;1;60;;;;15032;;0
SSR;2019;480780543;480782101;SSR_TOT;;60;21900;;365;15032;23;0
SSR;2019;480783034;480782101;SSR_A;;45;16425;12;398;13470;30;4896
SSR;2019;480783034;480782101;SSR_A51;1;32;;10;;8927;;3992
SSR;2019;480783034;480782101;SSR_A52;1;13;;2;;4543;;904
SSR;2019;480783034;480782101;SSR_TOT;;45;16425;12;398;13470;30;4896
SSR;2019;490000239;490015765;SSR_A;;30;9365;;344;8647;3;0
SSR;2019;490000239;490015765;SSR_A50;1;30;;;;8647;;0
SSR;2019;490000239;490015765;SSR_TOT;;30;9365;;344;8647;3;0
SSR;2019;490000254;490015765;SSR_A;;30;6690;;143;3471;0;0
SSR;2019;490000254;490015765;SSR_A50;1;30;;;;3471;;0
SSR;2019;490000254;490015765;SSR_TOT;;30;6690;;143;3471;0;0
SSR;2019;490000296;440053643;SSR_A;;18;6570;;196;5843;6;0
SSR;2019;490000296;440053643;SSR_A50;1;18;;;;5843;;0
SSR;2019;490000296;440053643;SSR_TOT;;18;6570;;196;5843;6;0
SSR;2019;490000320;490000395;SSR_A;;30;10174;0;388;10174;6;0
SSR;2019;490000320;490000395;SSR_A50;1;30;;0;;10174;;0
SSR;2019;490000320;490000395;SSR_TOT;;30;10174;0;388;10174;6;0
SSR;2019;490000338;490000403;SSR_A;;30;10950;;399;11347;6;0
SSR;2019;490000338;490000403;SSR_A50;1;30;;;;11347;;0
SSR;2019;490000338;490000403;SSR_TOT;;30;10950;;399;11347;6;0
SSR;2019;490000353;490000411;SSR_A;;30;10950;0;435;10622;4;0
SSR;2019;490000353;490000411;SSR_A50;1;30;;0;;10622;;0
SSR;2019;490000353;490000411;SSR_TOT;;30;10950;0;435;10622;4;0
SSR;2019;490000494;490000429;SSR_A;;27;9855;;277;8972;11;0
SSR;2019;490000494;490000429;SSR_A50;1;27;;;;8972;;0
SSR;2019;490000494;490000429;SSR_TOT;;27;9855;;277;8972;11;0
SSR;2019;490000569;440000313;SSR_A;;27;9855;;283;9641;19;0
SSR;2019;490000569;440000313;SSR_A50;1;15;;;;5398;;0
SSR;2019;490000569;440000313;SSR_A59;1;12;;;;4243;;0
SSR;2019;490000569;440000313;SSR_TOT;;27;9855;;283;9641;19;0
SSR;2019;490000601;490015856;SSR_A;;38;13870;2;395;11903;14;82
SSR;2019;490000601;490015856;SSR_A50;1;38;;2;;11903;;82
SSR;2019;490000601;490015856;SSR_TOT;;38;13870;2;395;11903;14;82
SSR;2019;490000635;490000676;SSR_A;;94;34310;33;856;32262;77;10126
SSR;2019;490000635;490000676;SSR_A50;1;40;;1;;14224;;425
SSR;2019;490000635;490000676;SSR_A51;1;17;;10;;3738;;3558
SSR;2019;490000635;490000676;SSR_A52;1;17;;9;;7523;;2732
SSR;2019;490000635;490000676;SSR_A53;1;;;8;;0;;2320
SSR;2019;490000635;490000676;SSR_A54;1;;;5;;0;;1091
SSR;2019;490000635;490000676;SSR_A59;1;20;;;;6777;;0
SSR;2019;490000635;490000676;SSR_TOT;;94;34310;33;856;32262;77;10126
SSR;2019;490000643;440042844;SSR_A;;70;25550;;625;21417;40;0
SSR;2019;490000643;440042844;SSR_A50;1;50;;;;14843;;0
SSR;2019;490000643;440042844;SSR_A58;1;20;;;;6574;;0
SSR;2019;490000643;440042844;SSR_TOT;;70;25550;;625;21417;40;0
SSR;2019;490000650;490007689;SSR_A;;23;8395;;251;6948;5;0
SSR;2019;490000650;490007689;SSR_A50;1;23;;;;6948;;0
SSR;2019;490000650;490007689;SSR_TOT;;23;8395;;251;6948;5;0
SSR;2019;490000700;490000692;SSR_A;;22;8030;;300;6754;3;0
SSR;2019;490000700;490000692;SSR_A50;1;22;;;;6754;;0
SSR;2019;490000700;490000692;SSR_TOT;;22;8030;;300;6754;3;0
SSR;2019;490000817;490000759;SSR_A;;43;15695;;456;13762;16;0
SSR;2019;490000817;490000759;SSR_A50;1;43;;;;13762;;0
SSR;2019;490000817;490000759;SSR_TOT;;43;15695;;456;13762;16;0
SSR;2019;490001765;490528452;SSR_A;;37;13505;5;460;12537;10;855
SSR;2019;490001765;490528452;SSR_A50;1;27;;;;5464;;0
SSR;2019;490001765;490528452;SSR_A53;1;;;5;;0;;855
SSR;2019;490001765;490528452;SSR_A59;1;10;;;;7073;;0
SSR;2019;490001765;490528452;SSR_TOT;;37;13505;5;460;12537;10;855
SSR;2019;490001831;490007689;SSR_A;;20;7300;;178;5353;4;0
SSR;2019;490001831;490007689;SSR_A50;1;20;;;;5353;;0
SSR;2019;490001831;490007689;SSR_TOT;;20;7300;;178;5353;4;0
SSR;2019;490004256;490001716;SSR_A;;20;7300;;293;5839;3;0
SSR;2019;490004256;490001716;SSR_A50;1;20;;;;5839;;0
SSR;2019;490004256;490001716;SSR_TOT;;20;7300;;293;5839;3;0
SSR;2019;490007549;490535168;SSR_A;;;;15;0;0;0;3081
SSR;2019;490007549;490535168;SSR_A50;1;;;15;;0;;3081
SSR;2019;490007549;490535168;SSR_TOT;;;;15;0;0;0;3081
SSR;2019;490009248;490535168;SSR_A;;75;27375;;730;26342;50;0
SSR;2019;490009248;490535168;SSR_A50;1;75;;;;26342;;0
SSR;2019;490009248;490535168;SSR_TOT;;75;27375;;730;26342;50;0
SSR;2019;490018769;440042844;SSR_A;;;;15;0;0;0;3313
SSR;2019;490018769;440042844;SSR_A58;1;;;15;;0;;3313
SSR;2019;490018769;440042844;SSR_TOT;;;;15;0;0;0;3313
SSR;2019;490018777;440042844;SSR_A;;;;8;0;0;0;1018
SSR;2019;490018777;440042844;SSR_A58;1;;;8;;0;;1018
SSR;2019;490018777;440042844;SSR_TOT;;;;8;0;0;0;1018
SSR;2019;490018785;440042844;SSR_A;;;;7;0;0;0;721
SSR;2019;490018785;440042844;SSR_A58;1;;;7;;0;;721
SSR;2019;490018785;440042844;SSR_TOT;;;;7;0;0;0;721
SSR;2019;490020245;530000025;SSR_A;;25;9125;0;281;8112;6;0
SSR;2019;490020245;530000025;SSR_A50;1;25;;0;;8112;;0
SSR;2019;490020245;530000025;SSR_TOT;;25;9125;0;281;8112;6;0
SSR;2019;490020344;490000171;SSR_A;;;;20;0;0;0;6707
SSR;2019;490020344;490000171;SSR_A53;1;;;20;;0;;6707
SSR;2019;490020344;490000171;SSR_TOT;;;;20;0;0;0;6707
SSR;2019;490529005;490000031;SSR_A;;128;40275;8;874;37174;106;1339
SSR;2019;490529005;490000031;SSR_A50;1;98;;;;28990;;0
SSR;2019;490529005;490000031;SSR_A55;1;0;;8;;0;;1339
SSR;2019;490529005;490000031;SSR_A56;1;10;;;;1439;;0
SSR;2019;490529005;490000031;SSR_A59;1;20;;;;6745;;0
SSR;2019;490529005;490000031;SSR_TOT;;128;40275;8;874;37174;106;1339
SSR;2019;490531910;490535093;SSR_A;;128;46720;32;707;33421;118;11777
SSR;2019;490531910;490535093;SSR_A50;1;8;;;;2288;;0
SSR;2019;490531910;490535093;SSR_A51;1;34;;10;;8077;;4077
SSR;2019;490531910;490535093;SSR_A52;1;70;;15;;17572;;4848
SSR;2019;490531910;490535093;SSR_A53;1;10;;5;;3631;;1972
SSR;2019;490531910;490535093;SSR_A54;1;1;;2;;490;;715
SSR;2019;490531910;490535093;SSR_A55;1;5;;0;;1363;;165
SSR;2019;490531910;490535093;SSR_E;;40;14600;25;432;8364;11;5790
SSR;2019;490531910;490535093;SSR_E50;1;2;;2;;64;;101
SSR;2019;490531910;490535093;SSR_E51;1;11;;8;;1392;;1897
SSR;2019;490531910;490535093;SSR_E52;1;17;;11;;5477;;3495
SSR;2019;490531910;490535093;SSR_E54;1;2;;1;;121;;1
SSR;2019;490531910;490535093;SSR_E55;1;8;;3;;1310;;296
SSR;2019;490531910;490535093;SSR_TOT;;168;61320;57;1139;41785;129;17567
SSR;2019;490534922;490000890;SSR_A;;70;25550;10;752;23353;44;3410
SSR;2019;490534922;490000890;SSR_A50;1;70;;10;;23353;;3410
SSR;2019;490534922;490000890;SSR_TOT;;70;25550;10;752;23353;44;3410
SSR;2019;490543675;490009529;SSR_A;;65;23725;8;565;21058;41;2553
SSR;2019;490543675;490009529;SSR_A50;1;65;;;;21058;;0
SSR;2019;490543675;490009529;SSR_A55;1;;;8;;0;;2553
SSR;2019;490543675;490009529;SSR_TOT;;65;23725;8;565;21058;41;2553
SSR;2019;500000021;500000054;SSR_A;;26;9490;;393;9336;10;0
SSR;2019;500000021;500000054;SSR_A50;1;16;;;;5651;;0
SSR;2019;500000021;500000054;SSR_A59;1;10;;;;3685;;0
SSR;2019;500000021;500000054;SSR_TOT;;26;9490;;393;9336;10;0
SSR;2019;500000146;500000500;SSR_A;;41;14965;5;578;11380;2;684
SSR;2019;500000146;500000500;SSR_A50;1;31;;;;4964;;0
SSR;2019;500000146;500000500;SSR_A55;1;10;;5;;6416;;684
SSR;2019;500000146;500000500;SSR_TOT;;41;14965;5;578;11380;2;684
SSR;2019;500000195;500000039;SSR_A;;30;10950;;299;9197;16;0
SSR;2019;500000195;500000039;SSR_A50;1;10;;;;2960;;0
SSR;2019;500000195;500000039;SSR_A59;1;20;;;;6237;;0
SSR;2019;500000195;500000039;SSR_TOT;;30;10950;;299;9197;16;0
SSR;2019;500000203;500000542;SSR_A;;30;10575;;304;9581;13;0
SSR;2019;500000203;500000542;SSR_A50;1;30;;;;9581;;0
SSR;2019;500000203;500000542;SSR_TOT;;30;10575;;304;9581;13;0
SSR;2019;500000229;500000567;SSR_A;;209;76285;120;1770;73605;187;38514
SSR;2019;500000229;500000567;SSR_A50;1;1;;1;;115;;187
SSR;2019;500000229;500000567;SSR_A51;1;120;;64;;39996;;21548
SSR;2019;500000229;500000567;SSR_A52;1;88;;50;;33494;;14848
SSR;2019;500000229;500000567;SSR_A57;1;;;;;0;;0
SSR;2019;500000229;500000567;SSR_A59;1;;;5;;0;;1931
SSR;2019;500000229;500000567;SSR_TOT;;209;76285;120;1770;73605;187;38514
SSR;2019;500000260;500000054;SSR_A;;25;9125;;374;8958;6;0
SSR;2019;500000260;500000054;SSR_A50;1;25;;;;8958;;0
SSR;2019;500000260;500000054;SSR_TOT;;25;9125;;374;8958;6;0
SSR;2019;500000278;500010384;SSR_A;;21;6402;;119;5630;28;0
SSR;2019;500000278;500010384;SSR_A58;1;21;;;;5630;;0
SSR;2019;500000278;500010384;SSR_TOT;;21;6402;;119;5630;28;0
SSR;2019;500000302;500000062;SSR_A;;20;7300;;194;5550;5;0
SSR;2019;500000302;500000062;SSR_A50;1;20;;;;5550;;0
SSR;2019;500000302;500000062;SSR_TOT;;20;7300;;194;5550;5;0
SSR;2019;500000419;310021084;SSR_A;;114;41610;44;863;35102;103;5504
SSR;2019;500000419;310021084;SSR_A50;1;20;;;;6273;;0
SSR;2019;500000419;310021084;SSR_A51;1;64;;36;;15355;;3665
SSR;2019;500000419;310021084;SSR_A52;1;30;;8;;13474;;1839
SSR;2019;500000419;310021084;SSR_TOT;;114;41610;44;863;35102;103;5504
SSR;2019;500000427;500000096;SSR_A;;32;11680;;349;10607;11;0
SSR;2019;500000427;500000096;SSR_A50;1;32;;;;10607;;0
SSR;2019;500000427;500000096;SSR_TOT;;32;11680;;349;10607;11;0
SSR;2019;500000435;500000104;SSR_A;;30;10950;;372;9357;14;0
SSR;2019;500000435;500000104;SSR_A50;1;30;;;;9357;;0
SSR;2019;500000435;500000104;SSR_TOT;;30;10950;;372;9357;14;0
SSR;2019;500000450;500000112;SSR_A;;30;10950;;310;10611;11;0
SSR;2019;500000450;500000112;SSR_A50;1;30;;;;2032;;0
SSR;2019;500000450;500000112;SSR_A59;1;;;;;8579;;0
SSR;2019;500000450;500000112;SSR_TOT;;30;10950;;310;10611;11;0
SSR;2019;500000468;500000013;SSR_A;;90;32850;;1029;30438;31;0
SSR;2019;500000468;500000013;SSR_A50;1;3;;;;1092;;0
SSR;2019;500000468;500000013;SSR_A59;1;87;;;;29346;;0
SSR;2019;500000468;500000013;SSR_TOT;;90;32850;;1029;30438;31;0
SSR;2019;500000476;500000138;SSR_A;;23;8395;;336;7444;4;0
SSR;2019;500000476;500000138;SSR_A50;1;23;;;;7444;;0
SSR;2019;500000476;500000138;SSR_TOT;;23;8395;;336;7444;4;0
SSR;2019;500000575;500000245;SSR_A;;26;8904;;327;7921;13;0
SSR;2019;500000575;500000245;SSR_A50;1;8;;;;2336;;0
SSR;2019;500000575;500000245;SSR_A58;1;2;;;;131;;0
SSR;2019;500000575;500000245;SSR_A59;1;16;;;;5454;;0
SSR;2019;500000575;500000245;SSR_TOT;;26;8904;;327;7921;13;0
SSR;2019;500000591;500000393;SSR_A;;45;16425;;322;16034;40;0
SSR;2019;500000591;500000393;SSR_A50;1;45;;;;4527;;0
SSR;2019;500000591;500000393;SSR_A59;1;;;;;11507;;0
SSR;2019;500000591;500000393;SSR_TOT;;45;16425;;322;16034;40;0
SSR;2019;500002357;500002233;SSR_A;;20;7300;;409;5379;1;0
SSR;2019;500002357;500002233;SSR_A50;1;20;;;;5379;;0
SSR;2019;500002357;500002233;SSR_TOT;;20;7300;;409;5379;1;0
SSR;2019;500012687;310021118;SSR_A;;71;25915;10;1131;23058;15;4806
SSR;2019;500012687;310021118;SSR_A53;1;71;;10;;23058;;4806
SSR;2019;500012687;310021118;SSR_TOT;;71;25915;10;1131;23058;15;4806
SSR;2019;500012968;750826307;SSR_E;;56;4125;;315;3920;0;0
SSR;2019;500012968;750826307;SSR_E50;1;56;;;;3920;;0
SSR;2019;500012968;750826307;SSR_TOT;;56;4125;;315;3920;0;0
SSR;2019;500021423;500000567;SSR_A;;96;35040;25;763;33655;130;3059
SSR;2019;500021423;500000567;SSR_A50;1;1;;;;52;;0
SSR;2019;500021423;500000567;SSR_A51;1;1;;;;51;;0
SSR;2019;500021423;500000567;SSR_A52;1;76;;10;;27628;;2708
SSR;2019;500021423;500000567;SSR_A54;1;18;;15;;5924;;351
SSR;2019;500021423;500000567;SSR_A59;1;;;;;0;;0
SSR;2019;500021423;500000567;SSR_TOT;;96;35040;25;763;33655;130;3059
SSR;2019;510000169;510000037;SSR_A;;58;21170;20;570;17260;27;3426
SSR;2019;510000169;510000037;SSR_A50;1;5;;;;408;;0
SSR;2019;510000169;510000037;SSR_A51;1;15;;5;;4565;;1768
SSR;2019;510000169;510000037;SSR_A52;1;8;;5;;2767;;884
SSR;2019;510000169;510000037;SSR_A54;1;;;10;;0;;774
SSR;2019;510000169;510000037;SSR_A59;1;30;;;;9520;;0
SSR;2019;510000169;510000037;SSR_TOT;;58;21170;20;570;17260;27;3426
SSR;2019;510000177;100006279;SSR_A;;;;;394;9000;8;0
SSR;2019;510000177;100006279;SSR_A50;1;;;;;9000;;0
SSR;2019;510000177;100006279;SSR_TOT;;;;;394;9000;8;0
SSR;2019;510000201;750034589;SSR_A;;30;10950;;291;10386;25;0
SSR;2019;510000201;750034589;SSR_A50;1;30;;;;10386;;0
SSR;2019;510000201;750034589;SSR_TOT;;30;10950;;291;10386;25;0
SSR;2019;510000219;510000052;SSR_A;;20;7115;1;145;5125;0;223
SSR;2019;510000219;510000052;SSR_A50;1;;;;;0;;0
SSR;2019;510000219;510000052;SSR_A58;1;20;;1;;5125;;223
SSR;2019;510000219;510000052;SSR_TOT;;20;7115;1;145;5125;0;223
SSR;2019;510000250;510000078;SSR_A;;36;13077;6;411;10380;6;1027
SSR;2019;510000250;510000078;SSR_A50;1;36;;;;10380;;0
SSR;2019;510000250;510000078;SSR_A53;1;;;6;;0;;1027
SSR;2019;510000250;510000078;SSR_TOT;;36;13077;6;411;10380;6;1027
SSR;2019;510000292;750720534;SSR_A;;60;21900;8;671;20278;25;1932
SSR;2019;510000292;750720534;SSR_A50;1;10;;1;;921;;52
SSR;2019;510000292;750720534;SSR_A59;1;50;;7;;19357;;1880
SSR;2019;510000292;750720534;SSR_TOT;;60;21900;8;671;20278;25;1932
SSR;2019;510000359;510000086;SSR_A;;40;14600;;368;13350;26;0
SSR;2019;510000359;510000086;SSR_A50;1;40;;;;13350;;0
SSR;2019;510000359;510000086;SSR_TOT;;40;14600;;368;13350;26;0
SSR;2019;510000466;510000102;SSR_A;;13;4745;0;158;2918;0;0
SSR;2019;510000466;510000102;SSR_A50;1;13;;0;;2918;;0
SSR;2019;510000466;510000102;SSR_TOT;;13;4745;0;158;2918;0;0
SSR;2019;510002447;510000029;SSR_A;;15;5475;18;311;4606;0;6609
SSR;2019;510002447;510000029;SSR_A53;1;15;;18;;4606;;6609
SSR;2019;510002447;510000029;SSR_TOT;;15;5475;18;311;4606;0;6609
SSR;2019;510002454;510000029;SSR_A;;209;76204;16;1631;70813;195;5391
SSR;2019;510002454;510000029;SSR_A50;1;33;;;;10908;;0
SSR;2019;510002454;510000029;SSR_A51;1;30;;;;10318;;0
SSR;2019;510002454;510000029;SSR_A52;1;30;;16;;10531;;5391
SSR;2019;510002454;510000029;SSR_A54;1;;;0;;0;;0
SSR;2019;510002454;510000029;SSR_A55;1;30;;;;10153;;0
SSR;2019;510002454;510000029;SSR_A59;1;86;;;;28903;;0
SSR;2019;510002454;510000029;SSR_TOT;;209;76204;16;1631;70813;195;5391
SSR;2019;510002470;510000029;SSR_E;;;;5;0;0;0;1555
SSR;2019;510002470;510000029;SSR_E51;1;;;5;;0;;1555
SSR;2019;510002470;510000029;SSR_E52;1;;;;;0;;0
SSR;2019;510002470;510000029;SSR_TOT;;;;5;0;0;0;1555
SSR;2019;510012040;510000532;SSR_A;;134;46006;45;1485;42205;90;20412
SSR;2019;510012040;510000532;SSR_A50;1;63;;;;23151;;0
SSR;2019;510012040;510000532;SSR_A51;1;18;;12;;4052;;5218
SSR;2019;510012040;510000532;SSR_A52;1;7;;8;;3522;;4649
SSR;2019;510012040;510000532;SSR_A53;1;;;15;;0;;7958
SSR;2019;510012040;510000532;SSR_A54;1;;;5;;0;;2587
SSR;2019;510012040;510000532;SSR_A59;1;46;;5;;11480;;0
SSR;2019;510012040;510000532;SSR_TOT;;134;46006;45;1485;42205;90;20412
SSR;2019;510024359;920030269;SSR_A;;84;30660;10;873;30217;38;2793
SSR;2019;510024359;920030269;SSR_A50;1;84;;;;30217;;0
SSR;2019;510024359;920030269;SSR_A53;1;;;10;;0;;2793
SSR;2019;510024359;920030269;SSR_TOT;;84;30660;10;873;30217;38;2793
SSR;2019;510024466;510000128;SSR_A;;30;7545;;241;7545;10;0
SSR;2019;510024466;510000128;SSR_A50;1;30;;;;7545;;0
SSR;2019;510024466;510000128;SSR_TOT;;30;7545;;241;7545;10;0
SSR;2019;520000019;520780024;SSR_A;;43;15695;4;437;14033;14;1708
SSR;2019;520000019;520780024;SSR_A50;1;11;;0;;1492;;0
SSR;2019;520000019;520780024;SSR_A51;1;20;;3;;9530;;1084
SSR;2019;520000019;520780024;SSR_A52;1;12;;1;;3011;;624
SSR;2019;520000019;520780024;SSR_TOT;;43;15695;4;437;14033;14;1708
SSR;2019;520000027;520780032;SSR_A;;25;9125;15;411;16525;46;4463
SSR;2019;520000027;520780032;SSR_A50;1;4;;1;;246;;0
SSR;2019;520000027;520780032;SSR_A51;1;6;;9;;5239;;2554
SSR;2019;520000027;520780032;SSR_A52;1;3;;5;;2657;;1909
SSR;2019;520000027;520780032;SSR_A59;1;12;;;;8383;;0
SSR;2019;520000027;520780032;SSR_TOT;;25;9125;15;411;16525;46;4463
SSR;2019;520000035;520780040;SSR_A;;25;9125;;315;9019;10;0
SSR;2019;520000035;520780040;SSR_A50;1;25;;;;9019;;0
SSR;2019;520000035;520780040;SSR_TOT;;25;9125;;315;9019;10;0
SSR;2019;520000043;520780057;SSR_A;;21;7665;6;279;7375;14;1646
SSR;2019;520000043;520780057;SSR_A50;1;21;;;;7375;;0
SSR;2019;520000043;520780057;SSR_A53;1;;;4;;0;;1574
SSR;2019;520000043;520780057;SSR_A54;1;;;2;;0;;72
SSR;2019;520000043;520780057;SSR_TOT;;21;7665;6;279;7375;14;1646
SSR;2019;520000050;520780065;SSR_A;;22;8030;;345;8162;2;0
SSR;2019;520000050;520780065;SSR_A50;1;22;;;;8162;;0
SSR;2019;520000050;520780065;SSR_TOT;;22;8030;;345;8162;2;0
SSR;2019;520000076;520780081;SSR_A;;58;21170;4;668;17512;20;860
SSR;2019;520000076;520780081;SSR_A50;1;16;;;;5453;;0
SSR;2019;520000076;520780081;SSR_A51;1;20;;3;;6461;;741
SSR;2019;520000076;520780081;SSR_A58;1;10;;1;;1585;;119
SSR;2019;520000076;520780081;SSR_A59;1;12;;;;4013;;0
SSR;2019;520000076;520780081;SSR_TOT;;58;21170;4;668;17512;20;860
SSR;2019;520000084;520780099;SSR_A;;20;7300;0;274;7973;9;0
SSR;2019;520000084;520780099;SSR_A50;1;20;;0;;7973;;0
SSR;2019;520000084;520780099;SSR_TOT;;20;7300;0;274;7973;9;0
SSR;2019;520780156;520000092;SSR_A;;15;5475;;250;5476;7;0
SSR;2019;520780156;520000092;SSR_A50;1;15;;;;5476;;0
SSR;2019;520780156;520000092;SSR_TOT;;15;5475;;250;5476;7;0
SSR;2019;530000017;530000025;SSR_A;;20;7300;6;209;6631;12;856
SSR;2019;530000017;530000025;SSR_A50;1;20;;3;;6631;;285
SSR;2019;530000017;530000025;SSR_A53;1;;;3;;0;;571
SSR;2019;530000017;530000025;SSR_TOT;;20;7300;6;209;6631;12;856
SSR;2019;530000132;530007202;SSR_A;;20;7300;;213;7323;18;0
SSR;2019;530000132;530007202;SSR_A50;1;20;;;;7323;;0
SSR;2019;530000132;530007202;SSR_TOT;;20;7300;;213;7323;18;0
SSR;2019;530000140;530000058;SSR_A;;63;21760;;654;21489;49;0
SSR;2019;530000140;530000058;SSR_A50;1;63;;;;21489;;0
SSR;2019;530000140;530000058;SSR_TOT;;63;21760;;654;21489;49;0
SSR;2019;530000165;530000066;SSR_A;;35;11323;;385;10497;13;0
SSR;2019;530000165;530000066;SSR_A50;1;35;;;;10497;;0
SSR;2019;530000165;530000066;SSR_TOT;;35;11323;;385;10497;13;0
