BOR;AN;FI;FI_EJ;EQUIPSSR;SANSEQ;EQPL;EQAU
SSR2;2019;2A0002051;2A0000303;EXPURO;1;;
SSR2;2019;2A0002051;2A0000303;IDRACH;1;;
SSR2;2019;2A0002051;2A0000303;ISOCIN;;1;
SSR2;2019;2A0002051;2A0000303;LABMAR;1;;
SSR2;2019;2A0002051;2A0000303;PISCIN;;1;
SSR2;2019;2A0002051;2A0000303;SALINT;1;;
SSR2;2019;2A0002051;2A0000303;SIMESP;;1;
SSR2;2019;2A0002051;2A0000303;STICON;1;;
SSR2;2019;2A0002051;2A0000303;VEHADP;1;;
SSR2;2019;2A0002614;2A0002606;APTAUT;1;;
SSR2;2019;2A0002614;2A0002606;ASSMAR;1;;
SSR2;2019;2A0002614;2A0002606;ASSMEM;1;;
SSR2;2019;2A0002614;2A0002606;EXPEQU;1;;
SSR2;2019;2A0002614;2A0002606;EXPURO;1;;
SSR2;2019;2A0002614;2A0002606;IDRACH;1;;
SSR2;2019;2A0002614;2A0002606;ISOCIN;1;;
SSR2;2019;2A0002614;2A0002606;LABMAR;1;;
SSR2;2019;2A0002614;2A0002606;PISCIN;1;;
SSR2;2019;2A0002614;2A0002606;SALINT;1;;
SSR2;2019;2A0002614;2A0002606;SIMESP;1;;
SSR2;2019;2A0002614;2A0002606;STICON;1;;
SSR2;2019;2A0002614;2A0002606;VEHADP;1;;
SSR2;2019;2A0022554;2A0000311;APTAUT;1;;
SSR2;2019;2A0022554;2A0000311;ASSMAR;1;;
SSR2;2019;2A0022554;2A0000311;ASSMEM;1;;
SSR2;2019;2A0022554;2A0000311;EXPEQU;1;;
SSR2;2019;2A0022554;2A0000311;EXPURO;1;;
SSR2;2019;2A0022554;2A0000311;IDRACH;1;;
SSR2;2019;2A0022554;2A0000311;ISOCIN;1;;
SSR2;2019;2A0022554;2A0000311;LABMAR;1;;
SSR2;2019;2A0022554;2A0000311;PISCIN;;1;
SSR2;2019;2A0022554;2A0000311;SALINT;1;;
SSR2;2019;2A0022554;2A0000311;SIMESP;1;;
SSR2;2019;2A0022554;2A0000311;STICON;1;;
SSR2;2019;2A0022554;2A0000311;VEHADP;1;;
SSR2;2019;2A0023271;2A0000014;APTAUT;1;;
SSR2;2019;2A0023271;2A0000014;ASSMAR;1;;
SSR2;2019;2A0023271;2A0000014;ASSMEM;1;;
SSR2;2019;2A0023271;2A0000014;EXPEQU;1;;
SSR2;2019;2A0023271;2A0000014;EXPURO;1;;
SSR2;2019;2A0023271;2A0000014;IDRACH;1;;
SSR2;2019;2A0023271;2A0000014;ISOCIN;1;;
SSR2;2019;2A0023271;2A0000014;LABMAR;1;;
SSR2;2019;2A0023271;2A0000014;PISCIN;1;;
SSR2;2019;2A0023271;2A0000014;SALINT;1;;
SSR2;2019;2A0023271;2A0000014;SIMESP;1;;
SSR2;2019;2A0023271;2A0000014;STICON;1;;
SSR2;2019;2A0023271;2A0000014;VEHADP;1;;
SSR2;2019;2B0000012;2B0000020;APTAUT;;;1
SSR2;2019;2B0000012;2B0000020;ASSMAR;;;1
SSR2;2019;2B0000012;2B0000020;ASSMEM;;;1
SSR2;2019;2B0000012;2B0000020;EXPEQU;;1;
SSR2;2019;2B0000012;2B0000020;EXPURO;;;1
SSR2;2019;2B0000012;2B0000020;IDRACH;;;1
SSR2;2019;2B0000012;2B0000020;ISOCIN;;1;
SSR2;2019;2B0000012;2B0000020;LABMAR;;;1
SSR2;2019;2B0000012;2B0000020;PISCIN;;1;
SSR2;2019;2B0000012;2B0000020;SALINT;;;1
SSR2;2019;2B0000012;2B0000020;SIMESP;;;1
SSR2;2019;2B0000012;2B0000020;STICON;;;1
SSR2;2019;2B0000012;2B0000020;VEHADP;;;1
SSR2;2019;2B0000038;2B0004246;APTAUT;1;;
SSR2;2019;2B0000038;2B0004246;ASSMAR;1;;
SSR2;2019;2B0000038;2B0004246;ASSMEM;1;;
SSR2;2019;2B0000038;2B0004246;EXPEQU;1;;
SSR2;2019;2B0000038;2B0004246;EXPURO;1;;
SSR2;2019;2B0000038;2B0004246;IDRACH;1;;
SSR2;2019;2B0000038;2B0004246;ISOCIN;1;;
SSR2;2019;2B0000038;2B0004246;LABMAR;1;;
SSR2;2019;2B0000038;2B0004246;PISCIN;1;;
SSR2;2019;2B0000038;2B0004246;SALINT;1;;
SSR2;2019;2B0000038;2B0004246;SIMESP;1;;
SSR2;2019;2B0000038;2B0004246;STICON;1;;
SSR2;2019;2B0000038;2B0004246;VEHADP;1;;
SSR2;2019;2B0000400;2B0000137;APTAUT;1;;
SSR2;2019;2B0000400;2B0000137;ASSMAR;1;;
SSR2;2019;2B0000400;2B0000137;ASSMEM;1;;
SSR2;2019;2B0000400;2B0000137;EXPEQU;;1;
SSR2;2019;2B0000400;2B0000137;EXPURO;1;;
SSR2;2019;2B0000400;2B0000137;IDRACH;1;;
SSR2;2019;2B0000400;2B0000137;ISOCIN;1;;
SSR2;2019;2B0000400;2B0000137;LABMAR;1;;
SSR2;2019;2B0000400;2B0000137;PISCIN;1;;
SSR2;2019;2B0000400;2B0000137;SALINT;1;;
SSR2;2019;2B0000400;2B0000137;SIMESP;1;;
SSR2;2019;2B0000400;2B0000137;STICON;1;;
SSR2;2019;2B0000400;2B0000137;VEHADP;1;;
SSR2;2019;2B0005664;2B0005656;APTAUT;1;;
SSR2;2019;2B0005664;2B0005656;ASSMAR;1;;
SSR2;2019;2B0005664;2B0005656;ASSMEM;1;;
SSR2;2019;2B0005664;2B0005656;EXPEQU;1;;
SSR2;2019;2B0005664;2B0005656;EXPURO;1;;
SSR2;2019;2B0005664;2B0005656;IDRACH;1;;
SSR2;2019;2B0005664;2B0005656;ISOCIN;1;;
SSR2;2019;2B0005664;2B0005656;LABMAR;1;;
SSR2;2019;2B0005664;2B0005656;PISCIN;1;;
SSR2;2019;2B0005664;2B0005656;SALINT;1;;
SSR2;2019;2B0005664;2B0005656;SIMESP;1;;
SSR2;2019;2B0005664;2B0005656;STICON;1;;
SSR2;2019;2B0005664;2B0005656;VEHADP;1;;
SSR2;2019;300000023;300780046;APTAUT;1;;
SSR2;2019;300000023;300780046;ASSMAR;1;;
SSR2;2019;300000023;300780046;ASSMEM;;1;
SSR2;2019;300000023;300780046;EXPEQU;1;;
SSR2;2019;300000023;300780046;EXPURO;1;;
SSR2;2019;300000023;300780046;IDRACH;1;;
SSR2;2019;300000023;300780046;ISOCIN;;;1
SSR2;2019;300000023;300780046;LABMAR;1;;
SSR2;2019;300000023;300780046;PISCIN;;1;
SSR2;2019;300000023;300780046;SALINT;1;;
SSR2;2019;300000023;300780046;SIMESP;1;;
SSR2;2019;300000023;300780046;STICON;1;;
SSR2;2019;300000023;300780046;VEHADP;;;1
SSR2;2019;300000049;130028228;APTAUT;1;;
SSR2;2019;300000049;130028228;ASSMAR;1;;
SSR2;2019;300000049;130028228;ASSMEM;1;;
SSR2;2019;300000049;130028228;EXPEQU;1;;
SSR2;2019;300000049;130028228;EXPURO;1;;
SSR2;2019;300000049;130028228;IDRACH;1;;
SSR2;2019;300000049;130028228;ISOCIN;1;;
SSR2;2019;300000049;130028228;LABMAR;1;;
SSR2;2019;300000049;130028228;PISCIN;1;;
SSR2;2019;300000049;130028228;SALINT;1;;
SSR2;2019;300000049;130028228;SIMESP;1;;
SSR2;2019;300000049;130028228;STICON;1;;
SSR2;2019;300000049;130028228;VEHADP;1;;
SSR2;2019;300000056;300780079;APTAUT;1;;
SSR2;2019;300000056;300780079;ASSMAR;1;;
SSR2;2019;300000056;300780079;ASSMEM;1;;
SSR2;2019;300000056;300780079;EXPEQU;1;;
SSR2;2019;300000056;300780079;EXPURO;1;;
SSR2;2019;300000056;300780079;IDRACH;1;;
SSR2;2019;300000056;300780079;ISOCIN;1;;
SSR2;2019;300000056;300780079;LABMAR;1;;
SSR2;2019;300000056;300780079;PISCIN;;1;
SSR2;2019;300000056;300780079;SALINT;1;;
SSR2;2019;300000056;300780079;SIMESP;1;;
SSR2;2019;300000056;300780079;STICON;1;;
SSR2;2019;300000056;300780079;VEHADP;1;;
SSR2;2019;300000064;300780087;APTAUT;1;;
SSR2;2019;300000064;300780087;ASSMAR;1;;
SSR2;2019;300000064;300780087;ASSMEM;1;;
SSR2;2019;300000064;300780087;EXPEQU;1;;
SSR2;2019;300000064;300780087;EXPURO;1;;
SSR2;2019;300000064;300780087;IDRACH;1;;
SSR2;2019;300000064;300780087;ISOCIN;1;;
SSR2;2019;300000064;300780087;LABMAR;1;;
SSR2;2019;300000064;300780087;PISCIN;1;;
SSR2;2019;300000064;300780087;SALINT;1;;
SSR2;2019;300000064;300780087;SIMESP;1;;
SSR2;2019;300000064;300780087;STICON;1;;
SSR2;2019;300000064;300780087;VEHADP;1;;
SSR2;2019;300000072;300780095;APTAUT;1;;
SSR2;2019;300000072;300780095;ASSMAR;;1;
SSR2;2019;300000072;300780095;ASSMEM;1;;
SSR2;2019;300000072;300780095;EXPEQU;1;;
SSR2;2019;300000072;300780095;EXPURO;1;;
SSR2;2019;300000072;300780095;IDRACH;1;;
SSR2;2019;300000072;300780095;ISOCIN;1;;
SSR2;2019;300000072;300780095;LABMAR;1;;
SSR2;2019;300000072;300780095;PISCIN;1;;
SSR2;2019;300000072;300780095;SALINT;1;;
SSR2;2019;300000072;300780095;SIMESP;;1;
SSR2;2019;300000072;300780095;STICON;1;;
SSR2;2019;300000072;300780095;VEHADP;1;;
SSR2;2019;300000478;300781010;APTAUT;1;;
SSR2;2019;300000478;300781010;ASSMAR;1;;
SSR2;2019;300000478;300781010;ASSMEM;1;;
SSR2;2019;300000478;300781010;EXPEQU;1;;
SSR2;2019;300000478;300781010;EXPURO;1;;
SSR2;2019;300000478;300781010;IDRACH;1;;
SSR2;2019;300000478;300781010;ISOCIN;1;;
SSR2;2019;300000478;300781010;LABMAR;1;;
SSR2;2019;300000478;300781010;PISCIN;1;;
SSR2;2019;300000478;300781010;SALINT;1;;
SSR2;2019;300000478;300781010;SIMESP;1;;
SSR2;2019;300000478;300781010;STICON;1;;
SSR2;2019;300000478;300781010;VEHADP;1;;
SSR2;2019;300002169;780020715;APTAUT;1;;
SSR2;2019;300002169;780020715;ASSMAR;1;;
SSR2;2019;300002169;780020715;ASSMEM;1;;
SSR2;2019;300002169;780020715;EXPEQU;1;;
SSR2;2019;300002169;780020715;EXPURO;1;;
SSR2;2019;300002169;780020715;IDRACH;1;;
SSR2;2019;300002169;780020715;ISOCIN;1;;
SSR2;2019;300002169;780020715;LABMAR;1;;
SSR2;2019;300002169;780020715;PISCIN;1;;
SSR2;2019;300002169;780020715;SALINT;1;;
SSR2;2019;300002169;780020715;SIMESP;1;;
SSR2;2019;300002169;780020715;STICON;1;;
SSR2;2019;300002169;780020715;VEHADP;1;;
SSR2;2019;300012358;340015171;APTAUT;1;;
SSR2;2019;300012358;340015171;ASSMAR;1;;
SSR2;2019;300012358;340015171;ASSMEM;1;;
SSR2;2019;300012358;340015171;EXPEQU;1;;
SSR2;2019;300012358;340015171;EXPURO;1;;
SSR2;2019;300012358;340015171;IDRACH;1;;
SSR2;2019;300012358;340015171;ISOCIN;1;;
SSR2;2019;300012358;340015171;LABMAR;1;;
SSR2;2019;300012358;340015171;PISCIN;1;;
SSR2;2019;300012358;340015171;SALINT;1;;
SSR2;2019;300012358;340015171;SIMESP;1;;
SSR2;2019;300012358;340015171;STICON;1;;
SSR2;2019;300012358;340015171;VEHADP;1;;
SSR2;2019;300014040;300014024;APTAUT;1;;
SSR2;2019;300014040;300014024;ASSMAR;1;;
SSR2;2019;300014040;300014024;ASSMEM;1;;
SSR2;2019;300014040;300014024;EXPEQU;1;;
SSR2;2019;300014040;300014024;EXPURO;1;;
SSR2;2019;300014040;300014024;IDRACH;1;;
SSR2;2019;300014040;300014024;ISOCIN;1;;
SSR2;2019;300014040;300014024;LABMAR;1;;
SSR2;2019;300014040;300014024;PISCIN;;1;
SSR2;2019;300014040;300014024;SALINT;1;;
SSR2;2019;300014040;300014024;SIMESP;1;;
SSR2;2019;300014040;300014024;STICON;1;;
SSR2;2019;300014040;300014024;VEHADP;1;;
SSR2;2019;300017423;380804542;APTAUT;1;;
SSR2;2019;300017423;380804542;ASSMAR;1;;
SSR2;2019;300017423;380804542;ASSMEM;1;;
SSR2;2019;300017423;380804542;EXPEQU;1;;
SSR2;2019;300017423;380804542;EXPURO;1;;
SSR2;2019;300017423;380804542;IDRACH;1;;
SSR2;2019;300017423;380804542;ISOCIN;1;;
SSR2;2019;300017423;380804542;LABMAR;1;;
SSR2;2019;300017423;380804542;PISCIN;1;;
SSR2;2019;300017423;380804542;SALINT;1;;
SSR2;2019;300017423;380804542;SIMESP;1;;
SSR2;2019;300017423;380804542;STICON;1;;
SSR2;2019;300017423;380804542;VEHADP;1;;
SSR2;2019;300780111;750050759;APTAUT;1;;
SSR2;2019;300780111;750050759;ASSMAR;1;;
SSR2;2019;300780111;750050759;ASSMEM;1;;
SSR2;2019;300780111;750050759;EXPEQU;1;;
SSR2;2019;300780111;750050759;EXPURO;1;;
SSR2;2019;300780111;750050759;IDRACH;1;;
SSR2;2019;300780111;750050759;ISOCIN;1;;
SSR2;2019;300780111;750050759;LABMAR;1;;
SSR2;2019;300780111;750050759;PISCIN;1;;
SSR2;2019;300780111;750050759;SALINT;1;;
SSR2;2019;300780111;750050759;SIMESP;1;;
SSR2;2019;300780111;750050759;STICON;1;;
SSR2;2019;300780111;750050759;VEHADP;1;;
SSR2;2019;300780285;300000726;APTAUT;1;;
SSR2;2019;300780285;300000726;ASSMAR;1;;
SSR2;2019;300780285;300000726;ASSMEM;1;;
SSR2;2019;300780285;300000726;EXPEQU;1;;
SSR2;2019;300780285;300000726;EXPURO;1;;
SSR2;2019;300780285;300000726;IDRACH;1;;
SSR2;2019;300780285;300000726;ISOCIN;1;;
SSR2;2019;300780285;300000726;LABMAR;1;;
SSR2;2019;300780285;300000726;PISCIN;;1;
SSR2;2019;300780285;300000726;SALINT;1;;
SSR2;2019;300780285;300000726;SIMESP;;1;
SSR2;2019;300780285;300000726;STICON;1;;
SSR2;2019;300780285;300000726;VEHADP;1;;
SSR2;2019;300780442;300017464;APTAUT;1;;
SSR2;2019;300780442;300017464;ASSMAR;1;;
SSR2;2019;300780442;300017464;ASSMEM;1;;
SSR2;2019;300780442;300017464;EXPEQU;1;;
SSR2;2019;300780442;300017464;EXPURO;1;;
SSR2;2019;300780442;300017464;IDRACH;1;;
SSR2;2019;300780442;300017464;ISOCIN;1;;
SSR2;2019;300780442;300017464;LABMAR;1;;
SSR2;2019;300780442;300017464;PISCIN;1;;
SSR2;2019;300780442;300017464;SALINT;1;;
SSR2;2019;300780442;300017464;SIMESP;1;;
SSR2;2019;300780442;300017464;STICON;1;;
SSR2;2019;300780442;300017464;VEHADP;1;;
SSR2;2019;300780491;340016963;APTAUT;1;;
SSR2;2019;300780491;340016963;ASSMAR;1;;
SSR2;2019;300780491;340016963;ASSMEM;1;;
SSR2;2019;300780491;340016963;EXPEQU;1;;
SSR2;2019;300780491;340016963;EXPURO;1;;
SSR2;2019;300780491;340016963;IDRACH;1;;
SSR2;2019;300780491;340016963;ISOCIN;1;;
SSR2;2019;300780491;340016963;LABMAR;1;;
SSR2;2019;300780491;340016963;PISCIN;;1;
SSR2;2019;300780491;340016963;SALINT;1;;
SSR2;2019;300780491;340016963;SIMESP;1;;
SSR2;2019;300780491;340016963;STICON;1;;
SSR2;2019;300780491;340016963;VEHADP;1;;
SSR2;2019;300781440;300000700;APTAUT;1;;
SSR2;2019;300781440;300000700;ASSMAR;1;;
SSR2;2019;300781440;300000700;ASSMEM;;1;
SSR2;2019;300781440;300000700;EXPEQU;1;;
SSR2;2019;300781440;300000700;EXPURO;1;;
SSR2;2019;300781440;300000700;IDRACH;1;;
SSR2;2019;300781440;300000700;ISOCIN;1;;
SSR2;2019;300781440;300000700;LABMAR;1;;
SSR2;2019;300781440;300000700;PISCIN;1;;
SSR2;2019;300781440;300000700;SALINT;1;;
SSR2;2019;300781440;300000700;SIMESP;1;;
SSR2;2019;300781440;300000700;STICON;1;;
SSR2;2019;300781440;300000700;VEHADP;1;;
SSR2;2019;300782117;300780038;APTAUT;1;;
SSR2;2019;300782117;300780038;ASSMAR;1;;
SSR2;2019;300782117;300780038;ASSMEM;;;1
SSR2;2019;300782117;300780038;EXPEQU;;1;
SSR2;2019;300782117;300780038;EXPURO;;;1
SSR2;2019;300782117;300780038;IDRACH;;1;
SSR2;2019;300782117;300780038;ISOCIN;;1;
SSR2;2019;300782117;300780038;LABMAR;;1;
SSR2;2019;300782117;300780038;PISCIN;;1;
SSR2;2019;300782117;300780038;SALINT;;1;
SSR2;2019;300782117;300780038;SIMESP;;1;
SSR2;2019;300782117;300780038;STICON;;;1
SSR2;2019;300782117;300780038;VEHADP;1;;
SSR2;2019;300782125;300780038;APTAUT;1;;
SSR2;2019;300782125;300780038;ASSMAR;1;;
SSR2;2019;300782125;300780038;ASSMEM;1;;
SSR2;2019;300782125;300780038;EXPEQU;1;;
SSR2;2019;300782125;300780038;EXPURO;1;;
SSR2;2019;300782125;300780038;IDRACH;1;;
SSR2;2019;300782125;300780038;ISOCIN;1;;
SSR2;2019;300782125;300780038;LABMAR;1;;
SSR2;2019;300782125;300780038;PISCIN;1;;
SSR2;2019;300782125;300780038;SALINT;1;;
SSR2;2019;300782125;300780038;SIMESP;1;;
SSR2;2019;300782125;300780038;STICON;1;;
SSR2;2019;300782125;300780038;VEHADP;;1;
SSR2;2019;300782141;300780038;APTAUT;1;;
SSR2;2019;300782141;300780038;ASSMAR;1;;
SSR2;2019;300782141;300780038;ASSMEM;;1;
SSR2;2019;300782141;300780038;EXPEQU;;1;
SSR2;2019;300782141;300780038;EXPURO;1;;
SSR2;2019;300782141;300780038;IDRACH;1;;
SSR2;2019;300782141;300780038;ISOCIN;;1;
SSR2;2019;300782141;300780038;LABMAR;;1;
SSR2;2019;300782141;300780038;PISCIN;;1;
SSR2;2019;300782141;300780038;SALINT;1;;
SSR2;2019;300782141;300780038;SIMESP;;1;
SSR2;2019;300782141;300780038;STICON;;1;
SSR2;2019;300782141;300780038;VEHADP;1;;
SSR2;2019;300786274;300786266;APTAUT;1;;
SSR2;2019;300786274;300786266;ASSMAR;1;;
SSR2;2019;300786274;300786266;ASSMEM;1;;
SSR2;2019;300786274;300786266;EXPEQU;1;;
SSR2;2019;300786274;300786266;EXPURO;1;;
SSR2;2019;300786274;300786266;IDRACH;1;;
SSR2;2019;300786274;300786266;ISOCIN;1;;
SSR2;2019;300786274;300786266;LABMAR;;1;
SSR2;2019;300786274;300786266;PISCIN;1;;
SSR2;2019;300786274;300786266;SALINT;1;;
SSR2;2019;300786274;300786266;SIMESP;;1;
SSR2;2019;300786274;300786266;STICON;1;;
SSR2;2019;300786274;300786266;VEHADP;1;;
SSR2;2019;310000013;310180013;APTAUT;1;;
SSR2;2019;310000013;310180013;ASSMAR;1;;
SSR2;2019;310000013;310180013;ASSMEM;1;;
SSR2;2019;310000013;310180013;EXPEQU;1;;
SSR2;2019;310000013;310180013;EXPURO;;;1
SSR2;2019;310000013;310180013;IDRACH;1;;
SSR2;2019;310000013;310180013;ISOCIN;1;;
SSR2;2019;310000013;310180013;LABMAR;1;;
SSR2;2019;310000013;310180013;PISCIN;;;1
SSR2;2019;310000013;310180013;SALINT;1;;
SSR2;2019;310000013;310180013;SIMESP;;;1
SSR2;2019;310000013;310180013;STICON;1;;
SSR2;2019;310000013;310180013;VEHADP;1;;
SSR2;2019;310000310;310780671;APTAUT;1;;
SSR2;2019;310000310;310780671;ASSMAR;1;;
SSR2;2019;310000310;310780671;ASSMEM;1;;
SSR2;2019;310000310;310780671;EXPEQU;1;;
SSR2;2019;310000310;310780671;EXPURO;1;;
SSR2;2019;310000310;310780671;IDRACH;1;;
SSR2;2019;310000310;310780671;ISOCIN;1;;
SSR2;2019;310000310;310780671;LABMAR;1;;
SSR2;2019;310000310;310780671;PISCIN;1;;
SSR2;2019;310000310;310780671;SALINT;1;;
SSR2;2019;310000310;310780671;SIMESP;1;;
SSR2;2019;310000310;310780671;STICON;1;;
SSR2;2019;310000310;310780671;VEHADP;1;;
SSR2;2019;310000336;310780713;APTAUT;1;;
SSR2;2019;310000336;310780713;ASSMAR;1;;
SSR2;2019;310000336;310780713;ASSMEM;1;;
SSR2;2019;310000336;310780713;EXPEQU;1;;
SSR2;2019;310000336;310780713;EXPURO;1;;
SSR2;2019;310000336;310780713;IDRACH;1;;
SSR2;2019;310000336;310780713;ISOCIN;1;;
SSR2;2019;310000336;310780713;LABMAR;1;;
SSR2;2019;310000336;310780713;PISCIN;1;;
SSR2;2019;310000336;310780713;SALINT;1;;
SSR2;2019;310000336;310780713;SIMESP;1;;
SSR2;2019;310000336;310780713;STICON;1;;
SSR2;2019;310000336;310780713;VEHADP;1;;
SSR2;2019;310013628;310786256;APTAUT;1;;
SSR2;2019;310013628;310786256;ASSMAR;1;;
SSR2;2019;310013628;310786256;ASSMEM;1;;
SSR2;2019;310013628;310786256;EXPEQU;1;;
SSR2;2019;310013628;310786256;EXPURO;1;;
SSR2;2019;310013628;310786256;IDRACH;1;;
SSR2;2019;310013628;310786256;ISOCIN;1;;
SSR2;2019;310013628;310786256;LABMAR;1;;
SSR2;2019;310013628;310786256;PISCIN;1;;
SSR2;2019;310013628;310786256;SALINT;1;;
SSR2;2019;310013628;310786256;SIMESP;1;;
SSR2;2019;310013628;310786256;STICON;1;;
SSR2;2019;310013628;310786256;VEHADP;1;;
SSR2;2019;310014329;310781562;APTAUT;1;;
SSR2;2019;310014329;310781562;ASSMAR;1;;
SSR2;2019;310014329;310781562;ASSMEM;1;;
SSR2;2019;310014329;310781562;EXPEQU;1;;
SSR2;2019;310014329;310781562;EXPURO;1;;
SSR2;2019;310014329;310781562;IDRACH;1;;
SSR2;2019;310014329;310781562;ISOCIN;1;;
SSR2;2019;310014329;310781562;LABMAR;1;;
SSR2;2019;310014329;310781562;PISCIN;1;;
SSR2;2019;310014329;310781562;SALINT;1;;
SSR2;2019;310014329;310781562;SIMESP;1;;
SSR2;2019;310014329;310781562;STICON;1;;
SSR2;2019;310014329;310781562;VEHADP;1;;
SSR2;2019;310019351;310781406;APTAUT;1;;
SSR2;2019;310019351;310781406;ASSMAR;1;;
SSR2;2019;310019351;310781406;ASSMEM;1;;
SSR2;2019;310019351;310781406;EXPEQU;1;;
SSR2;2019;310019351;310781406;EXPURO;1;;
SSR2;2019;310019351;310781406;IDRACH;1;;
SSR2;2019;310019351;310781406;ISOCIN;1;;
SSR2;2019;310019351;310781406;LABMAR;1;;
SSR2;2019;310019351;310781406;PISCIN;1;;
SSR2;2019;310019351;310781406;SALINT;;1;
SSR2;2019;310019351;310781406;SIMESP;;1;
SSR2;2019;310019351;310781406;STICON;1;;
SSR2;2019;310019351;310781406;VEHADP;1;;
SSR2;2019;310020938;750056335;APTAUT;1;;
SSR2;2019;310020938;750056335;ASSMAR;1;;
SSR2;2019;310020938;750056335;ASSMEM;1;;
SSR2;2019;310020938;750056335;EXPEQU;1;;
SSR2;2019;310020938;750056335;EXPURO;1;;
SSR2;2019;310020938;750056335;IDRACH;1;;
SSR2;2019;310020938;750056335;ISOCIN;1;;
SSR2;2019;310020938;750056335;LABMAR;1;;
SSR2;2019;310020938;750056335;PISCIN;;1;
SSR2;2019;310020938;750056335;SALINT;1;;
SSR2;2019;310020938;750056335;SIMESP;1;;
SSR2;2019;310020938;750056335;STICON;1;;
SSR2;2019;310020938;750056335;VEHADP;1;;
SSR2;2019;310021571;310021563;APTAUT;1;;
SSR2;2019;310021571;310021563;ASSMAR;1;;
SSR2;2019;310021571;310021563;ASSMEM;1;;
SSR2;2019;310021571;310021563;EXPEQU;;;1
SSR2;2019;310021571;310021563;EXPURO;1;;
SSR2;2019;310021571;310021563;IDRACH;1;;
SSR2;2019;310021571;310021563;ISOCIN;;;1
SSR2;2019;310021571;310021563;LABMAR;;;1
SSR2;2019;310021571;310021563;PISCIN;;;1
SSR2;2019;310021571;310021563;SALINT;1;;
SSR2;2019;310021571;310021563;SIMESP;1;;
SSR2;2019;310021571;310021563;STICON;1;;
SSR2;2019;310021571;310021563;VEHADP;1;;
SSR2;2019;310022298;310781406;APTAUT;1;;
SSR2;2019;310022298;310781406;ASSMAR;1;;
SSR2;2019;310022298;310781406;ASSMEM;1;;
SSR2;2019;310022298;310781406;EXPEQU;;1;
SSR2;2019;310022298;310781406;EXPURO;;;1
SSR2;2019;310022298;310781406;IDRACH;;;1
SSR2;2019;310022298;310781406;ISOCIN;1;;
SSR2;2019;310022298;310781406;LABMAR;1;;
SSR2;2019;310022298;310781406;PISCIN;1;;
SSR2;2019;310022298;310781406;SALINT;;;1
SSR2;2019;310022298;310781406;SIMESP;1;;
SSR2;2019;310022298;310781406;STICON;1;;
SSR2;2019;310022298;310781406;VEHADP;1;;
SSR2;2019;310023007;810005678;APTAUT;1;;
SSR2;2019;310023007;810005678;ASSMAR;1;;
SSR2;2019;310023007;810005678;ASSMEM;1;;
SSR2;2019;310023007;810005678;EXPEQU;1;;
SSR2;2019;310023007;810005678;EXPURO;1;;
SSR2;2019;310023007;810005678;IDRACH;1;;
SSR2;2019;310023007;810005678;ISOCIN;1;;
SSR2;2019;310023007;810005678;LABMAR;1;;
SSR2;2019;310023007;810005678;PISCIN;1;;
SSR2;2019;310023007;810005678;SALINT;1;;
SSR2;2019;310023007;810005678;SIMESP;1;;
SSR2;2019;310023007;810005678;STICON;1;;
SSR2;2019;310023007;810005678;VEHADP;1;;
SSR2;2019;310026927;310026794;APTAUT;1;;
SSR2;2019;310026927;310026794;ASSMAR;1;;
SSR2;2019;310026927;310026794;ASSMEM;1;;
SSR2;2019;310026927;310026794;EXPEQU;1;;
SSR2;2019;310026927;310026794;EXPURO;1;;
SSR2;2019;310026927;310026794;IDRACH;1;;
SSR2;2019;310026927;310026794;ISOCIN;1;;
SSR2;2019;310026927;310026794;LABMAR;1;;
SSR2;2019;310026927;310026794;PISCIN;1;;
SSR2;2019;310026927;310026794;SALINT;1;;
SSR2;2019;310026927;310026794;SIMESP;1;;
SSR2;2019;310026927;310026794;STICON;1;;
SSR2;2019;310026927;310026794;VEHADP;1;;
SSR2;2019;310780150;310788799;APTAUT;1;;
SSR2;2019;310780150;310788799;ASSMAR;1;;
SSR2;2019;310780150;310788799;ASSMEM;1;;
SSR2;2019;310780150;310788799;EXPEQU;;1;
SSR2;2019;310780150;310788799;EXPURO;1;;
SSR2;2019;310780150;310788799;IDRACH;1;;
SSR2;2019;310780150;310788799;ISOCIN;;1;
SSR2;2019;310780150;310788799;LABMAR;1;;
SSR2;2019;310780150;310788799;PISCIN;;1;
SSR2;2019;310780150;310788799;SALINT;1;;
SSR2;2019;310780150;310788799;SIMESP;1;;
SSR2;2019;310780150;310788799;STICON;1;;
SSR2;2019;310780150;310788799;VEHADP;1;;
SSR2;2019;310780234;920030871;APTAUT;1;;
SSR2;2019;310780234;920030871;ASSMAR;1;;
SSR2;2019;310780234;920030871;ASSMEM;1;;
SSR2;2019;310780234;920030871;EXPEQU;;;1
SSR2;2019;310780234;920030871;EXPURO;;;1
SSR2;2019;310780234;920030871;IDRACH;1;;
SSR2;2019;310780234;920030871;ISOCIN;1;;
SSR2;2019;310780234;920030871;LABMAR;;;1
SSR2;2019;310780234;920030871;PISCIN;;1;
SSR2;2019;310780234;920030871;SALINT;;;1
SSR2;2019;310780234;920030871;SIMESP;;1;
SSR2;2019;310780234;920030871;STICON;1;;
SSR2;2019;310780234;920030871;VEHADP;1;;
SSR2;2019;310780366;310000153;APTAUT;1;;
SSR2;2019;310780366;310000153;ASSMAR;1;;
SSR2;2019;310780366;310000153;ASSMEM;1;;
