BOR;AN;FI;FI_EJ;INTMED;INTPHA;INTODO;INTGEN;INTURG;FFI;INTTOT
Q22;2019;940100035;750712184;7;0;6;8;2;1;24
Q22;2019;940100043;750712184;349;36;2;46;8;84;525
Q22;2019;940100050;750712184;2;0;0;3;0;0;5
Q22;2019;940100068;750712184;21;3;0;1;1;14;40
Q22;2019;940120017;750821092;12;2;;13;;;27
Q22;2019;940300270;940000771;1;;;;;;1
Q22;2019;940300445;940000854;5;;;;;;5
Q22;2019;940700032;940001027;2;;;;;;2
Q22;2019;940700040;570010181;1;;;;;;1
Q22;2019;940806490;750810798;2;0;0;0;0;0;2
Q22;2019;950000307;950110015;40;4;;32;4;28;108
Q22;2019;950000315;950001370;;;;13;1;1;15
Q22;2019;950000323;950013870;18;;;25;;59;102
Q22;2019;950000331;950110049;13;0;0;28;5;50;96
Q22;2019;950000349;950015289;;;;3;;;3
Q22;2019;950000364;950110080;27;0;0;9;5;60;101
Q22;2019;950000398;950140012;0;0;0;1;0;0;1
Q22;2019;950002568;920030269;1;;;;;;1
Q22;2019;950630012;750721334;;;;;;1;1
Q22;2019;950806166;950001453;1;;;;;;1
Q22;2019;970100020;970100152;;;;2;;;2
Q22;2019;970100111;970100343;2;;;;;;2
Q22;2019;970100392;970100178;4;0;0;23;0;7;34
Q22;2019;970100400;970100186;0;0;0;2;0;2;4
Q22;2019;970100418;970100194;0;0;0;0;0;1;1
Q22;2019;970100442;970100228;150;;;86;3;40;279
Q22;2019;970100475;970100277;8;;;;;1;9
Q22;2019;970100483;970100285;4;1;1;5;;2;13
Q22;2019;970102596;970100491;2;;;;;;2
Q22;2019;970200028;970208906;1;;;;;;1
Q22;2019;970200044;970202164;;;;;;1;1
Q22;2019;970200069;970202180;0;0;0;7;0;0;7
Q22;2019;970211165;970211157;6;;;;;3;9
Q22;2019;970211173;970211157;;;;;;1;1
Q22;2019;970211215;970211207;263;;;;;;263
Q22;2019;970211223;970211207;13;;;;;;13
Q22;2019;970211231;970211207;8;;;;;6;14
Q22;2019;970211249;970211207;6;;;;;2;8
Q22;2019;970211256;970211207;44;;;;;;44
Q22;2019;970300026;970302022;23;0;0;40;0;8;71
Q22;2019;970300083;970302121;0;0;0;9;8;0;17
Q22;2019;970305637;970305629;;;;;;1;1
Q22;2019;970400016;970411005;5;;;1;;;6
Q22;2019;970400024;970408589;103;0;0;49;3;3;158
Q22;2019;970400057;970408589;153;0;0;113;0;3;269
Q22;2019;970400065;970421038;16;0;0;26;0;0;42
Q22;2019;970400073;970403606;0;0;0;23;0;0;23
Q22;2019;970400081;970408589;1;0;0;2;0;0;3
Q22;2019;970400180;970408589;2;0;0;5;0;0;7
Q22;2019;970404588;970404539;;;;2;;;2
Q22;2019;970423000;970430906;;;;6;;3;9
Q22;2019;970463139;970408589;1;0;0;0;0;0;1
Q22;2019;980500011;980500003;18;;;11;12;15;56
