BOR;AN;FI;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A12;GCS_PM;GHT_PM;AUT_PM;GCS_PARA;GHT_PARA;AUT_PARA;GCS_ADMTECLOG;GHT_ADMTECLOG;AUT_ADMTECLOG
ORG;2019;570000059;570025254;;;;;;;;;;;;;;;;;;;;;;50;C;B;;;;;;;;;;;0.1;;0.1;0.55;;;3.2;;0.2;
ORG;2019;570000091;750050759;;;;;;;;;;;;;;;;;;;;;;20;D;C;;;;1;1;MOSELLE EST;;;;;0.05;;;;;;;;;0.25
ORG;2019;570000109;570000034;;;;1;A;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570000117;570015099;;;;2;A;;;;;;;;;;;;;;;;;2;A;;;;;;;;;;;;;;;;;;;0.35;0.7;
ORG;2019;570000349;570005165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.26;0;0;;;;;;
ORG;2019;570000364;570011569;;;;;;;;;;;;;;;;;;;;;;29;C;A;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;570000380;570000034;;;;1;A;;;;;;;;;;;;;;;;;1;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570000455;570010181;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570000596;750821092;0;;;0;;;2;A;B;0;;;0;;;0;;;0;;;62;C;D;1;A;;1;1;LORRAINE NORD;;;;;1.6;;;10.95;;;10.4;;;0
ORG;2019;570000646;570001115;;;;;;;;;;;;;;;;;;;;;;61;A;C;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;570000661;570000158;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;570000687;570025254;;;;;;;;;;;;;;;;;;;;;;5;A;C;;;;;;;;;;;0;;;;0;0;0;0;0;0
ORG;2019;570000794;930019484;;;;;;;;;;;;;;;;;;;;;;44;A;C;2;A;;0;;;;;;;0.05;;;0.15;;;3.9;;;
ORG;2019;570000893;570000141;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;570000901;570000158;;;;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;570000950;570000398;;;;;;;;;;;;;;;;;;;;;;30;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570000968;570000430;;;;2;A;A;;;;;;;;;;;;;;;;3;A;B;;;;;;;;;;;0;0;0.1;0.2;0;0;1;0;0.3;1.8
ORG;2019;570001057;570023630;2;B;E;;;;;;;;;;;;;;;;;;;646;C;D;;;;0;;;;;;;0.5;0.2;;;0.25;;;;;
ORG;2019;570001099;570023630;2;B;E;;;;;;;;;;;;;;;;;;;646;C;D;;;;0;;;;;;;0.5;;;;;;1;;;3.5
ORG;2019;570002287;570001230;;;;;;;;;;;;;;;;;;;;;;2;C;D;3;C;;0;;;;;;;;;;;;;;;;
ORG;2019;570003079;570010181;;;;;;;;;;;;;;;;;;;;;;45;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570003905;540001112;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570003947;570023630;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570011635;540001112;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;;;;;;;;;;
ORG;2019;570012369;570011387;;;;5;A;;;;;;;;1;A;;1;A;;;;;4;C;;;;;;;;;;;;;;;;;;;;0.4;
ORG;2019;570015248;950044412;;;;;;;;;;;;;;;;;;;;;;;;;2;A;C;0;;;;;;;0.2;;;;;;;;;
ORG;2019;570026252;570023630;2;B;E;;;;;;;;;;;;;;;;;;;646;C;D;;;;0;;;;;;;0.5;0.1;;;;;;;;
ORG;2019;570026682;570005165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.37;;;;;;;;
ORG;2019;570027680;540001112;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;580001899;750721334;7;A;;3;A;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;;;;;0;0;;;0;;;0;;
ORG;2019;580780138;580000024;;;;;;;;;;;;;;;;1;A;;;;;21;C;A;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;580780187;580000057;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;580780237;580000099;;;;1;E;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2019;580971349;580002129;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;580972008;580000628;;;;;;;;;;;;;;;;;;;;;;29;C;D;;;;0;;;;;;;0;;;0.3;;;0.2;;;
ORG;2019;580972610;580780054;;;;2;A;B;;;;;;;2;B;;;;;;;;13;A;D;1;A;;1;1;NIÈVRE;;;;;;;;;;;;;;1.4
ORG;2019;580972636;580780971;1;B;;;;;;;;;;;3;B;A;;;;;;;205;A;B;;;;;;;;;;;2;;;;;;;;;
ORG;2019;580972669;580780070;;;;;;;;;;;;;0;;;;;;1;C;;45;A;D;;;;;;;;;;;;;;;;;;;;
ORG;2019;580972685;580780096;;;;;;;;;;;;;;;;;;;;;;2;C;D;;;;;;;;;;;;;;;;;4.6;;0.1;1.1
ORG;2019;580972693;580780039;1;D;;3;A;B;;;;;;;2;A;;1;D;;;;;276;D;C;;;;;;;;;;;;0;3.25;2.72;;;;;;
ORG;2019;580972701;580970978;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;;0.2;;;;;;;;0;
ORG;2019;590000014;590780052;;;;2;A;D;;;;;;;;;;;;;;;;14;;;;;;;;;;;;;0.05;;;;;;;;0.05;
ORG;2019;590000097;590780185;;;;;;;;;;;;;;;;;;;;;;7;C;A;;;;0;;;;;;;0.1;;;;;;3.23;;;1.29
ORG;2019;590000105;590780193;;;;;;;;;;;;;1;E;;;;;;;;;;;1;C;E;;;;;;;;;;;;;;;;;
ORG;2019;590000113;590053120;;;;4;B;C;;;;;;;1;B;;;;;;;;80;A;C;3;C;A;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;2;;;0.2;;;;;0.28;
ORG;2019;590000121;590780227;;;;2;A;C;;;;;;;1;D;;1;D;;;;;182;;;;;;0;;;;;;;0;88;3.28;0;;;2.71;;1.08;0.09
ORG;2019;590000188;590780334;;;;3;A;B;;;;;;;2;B;B;;;;;;;;;;;;;0;;;;;;;1;;;;;;;;;
ORG;2019;590000337;590781415;;;;1;A;D;;;;5;B;D;;;;2;D;B;1;C;;148;C;A;;;;1;1;DUNKERQUOIS ET AUDOMAROIS;;;;;;1;0.16;2.58;29.21;0.33;2.53;4.8;1.3;1.03
ORG;2019;590000428;590781605;;;;2;D;D;;;;;;;1;B;;;;;4;C;C;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;590000436;590781621;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2019;590000444;590781639;;;;1;A;;;;;;;;1;B;;;;;;;;13;A;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2019;590000451;590781647;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2019;590000477;590781670;;;;2;C;D;;;;1;B;;;;;;;;;;;41;;;;;;;;;;;;;0.2;;;;;;;;;
ORG;2019;590000527;590781795;;;;3;A;B;;;;;;;1;B;;;;;;;;2;C;;1;C;;0;;;;;;;0.1;;;;0.3;;;;0.1;
ORG;2019;590000535;590781803;;;;4;A;D;;;;;;;5;B;;;;;1;C;;43;C;;;;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2019;590000543;590781811;0;;;1;C;C;0;;;1;A;A;0;;;0;;;0;;;0;;;0;;;;;;;;;;0.1;0;0;0.3;0;0;0;0;0;0
ORG;2019;590000592;590782165;;;;2;A;C;;;;;;;2;B;;;;;1;C;;40;D;C;19;A;;;;;;;;;;;;;;;;;0.05;
ORG;2019;590000600;590782207;;;;2;C;A;;;;;;;1;A;;1;D;;;;;6;C;D;2;G;;1;1;HAINAUT-CAMBRÉSIS;;;;;;;;;;;;;;
ORG;2019;590000618;590782215;;;;6;C;D;;;;2;D;A;1;F;;1;F;;1;C;;565;C;A;0;;;0;;;;;;;5.5;;11.85;11.3;1.89;0;1.65;8.45;2.37;3.03
ORG;2019;590000691;590782439;;;;;;;;;;;;;2;;;;;;;;;90;;;1;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;0.1;;0.5;0.25;;0.05;;;0.2;
ORG;2019;590000758;590782637;;;;2;C;D;;;;;;;1;B;;1;D;;2;C;D;12;C;D;;;;;;;;;;;1;0.5;6.2;1.75;6.38;;1.68;;0.7;1.28
ORG;2019;590000766;590782645;;;;3;C;;;;;;;;2;B;;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;590000774;590782652;;;;3;C;D;;;;;;;3;A;B;;;;;;;11;C;D;;;;;;;;;;;0.3;;0.3;0.07;;;;;;
ORG;2019;590000782;590782660;;;;2;A;E;;;;;;;2;A;B;;;;;;;346;A;C;;;;;;;;;;;;0.8;1;;0.38;;;1.83;7.98;1.4
ORG;2019;590000790;590782678;;;;5;A;B;;;;;;;3;B;A;;;;;;;66;C;A;;;;;;;;;;;;;2.2;;0.5;;;;1.5;
ORG;2019;590001004;590783239;;;;6;;;;;;;;;3;;;2;;;;;;8;;;14;;;;;;;;;;1;;;;;;;;;
ORG;2019;590001418;590034740;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;
ORG;2019;590001442;590784245;;;;2;B;D;;;;;;;;;;;;;;;;;;;;;;1;1;DUNKERQUOIS ET AUDOMAROIS;;;;;;;;;;;;;;
ORG;2019;590001582;590785663;;;;;;;;;;;;;;;;;;;;;;124;A;C;;;;0;;;;;;;1;;;;;;;;;
ORG;2019;590001749;590788956;;;;1;C;;;;;;;;;;;;;;;;;45;A;C;;;;0;;;;;;;0.15;1.97;;;33.52;;;4.5;;
ORG;2019;590005245;;;;;;;;;;;;;;;;;;;;;;;13;C;;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2019;590006896;590000519;;;;1;;;;;;;;;;;;;;;;;;24;C;D;;;;1;1;77 NORD;;;;;0.5;;;;2;;;6;;
ORG;2019;590008041;590008033;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0.68;;0.68
ORG;2019;590025128;620001834;;;;2;F;C;;;;;;;;;;1;B;;;;;1;D;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;590025458;590782652;;;;;;;;;;;;;;;;;;;;;;27;C;;;;;;;;;;;;;;;;;;;;;
ORG;2019;590035838;590000485;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;590040267;590782678;;;;;;;;;;;;;;;;;;;;;;13;C;A;;;;;;;;;;;;;;;;;;;;
ORG;2019;590045407;590780193;;;;;;;;;;;;;;;;;;;;;;549;C;C;;;;;;;;;;;;;;;;;;;;
ORG;2019;590046124;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;;;;;;;;;;
ORG;2019;590052049;590006268;;;;1;;;;;;;;;;;;2;;;;;;14;;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2019;590053955;;;;;;;;;;;;;;;;;;;;;;;;;;9;C;A;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590055570;590055562;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;C;E;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0.2
ORG;2019;590056479;590062238;;;;;;;;;;;;;;;;;;;;;;1;C;D;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;590780250;590053955;;;;1;C;D;;;;;;;;;;;;;;;;15;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590780268;590053955;;;;1;D;;;;;;;;;;;;;;;;;93;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590780342;590053955;;;;;;;;;;;;;;;;;;;;;;17;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590780383;590000204;;;;1;D;;;;;;;;;;;;;;;;;47;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590781951;590053955;;;;;;;;;;;;;;;;;;;;;;28;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590782181;590039863;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;590782256;590000659;;;;1;D;;;;;;;;;;;;;;;;;7;C;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2019;590782280;590004552;0;;;1;C;;0;;;0;;;1;B;;0;;;0;;;39;C;;1;A;;1;1;HAINAUT-CAMBRÉSIS;;;;;0.15;0.1;;;0.05;;;0.03;;
ORG;2019;590782546;590000733;;;;;;;;;;;;;;;;;;;;;;;;;1;A;;0;;;;;;;0.05;;;;;;;;;0.05
ORG;2019;590782553;590000741;;;;1;D;;;;;;;;;;;;;;;;;34;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590782611;750719239;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.04;0.11;;;;;;;;
ORG;2019;590782694;750034589;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;590783189;590004552;0;;;1;C;;0;;;0;;;1;B;;0;;;0;;;59;C;;2;A;;1;1;DOUAISIS;;;;;0.15;0.08;;;0.06;;;0.04;;
ORG;2019;590784484;590001467;;;;;;;;;;;;;;;;;;;;;;13;C;D;;;;0;;;;;;;;0;;;0;;;0;;
ORG;2019;590785341;750005068;;;;1;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;590785374;620001834;;;;2;C;D;;;;;;;;;;1;B;;;;;;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;590785424;930019484;;;;;;;;;;;;;;;;;;;;;;2;A;C;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;590786984;620020859;1;G;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;590788964;590001756;;;;3;B;D;;;;;;;;;;;;;;;;6;A;B;;;;0;;;;;;;;0.2;;;;;;0.4;;1.2
ORG;2019;590790473;620020859;;;;1;G;;;;;;;;;;;;;;;;;10;C;;9;A;;0;;;;;;;;;;;;;;;;
ORG;2019;590790655;590002218;;;;;;;;;;;;;;;;;;;;;;35;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;590791323;590782637;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;;;;;;;;;;
ORG;2019;590796975;590780193;;;;6;C;E;1;C;E;;;;3;B;;;;;;;;1;C;;2;G;;;;;;;;;5.8;;;;;;;;;
ORG;2019;590797387;590805628;;;;;;;;;;;;;;;;;;;;;;7;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2019;590804340;590788956;;;;;;;1;C;;;;;;;;;;;;;;16;A;C;;;;0;;;;;;;0.3;;;;;;;;;
ORG;2019;590804696;590781902;;;;3;;;;;;;;;1;B;;1;D;;4;E;;315;B;C;;;;;;;;;;;0.5;0.6;;4.1;;;4.06;;0.6;2.5
ORG;2019;590806360;590003596;;;;1;B;;;;;;;;;;;;;;;;;4;B;C;1;B;;0;;;;;;;0.01;;;;;;;;;
ORG;2019;590809703;590004552;;;G;;;;;;;;;;1;B;;;;;;;;103;C;;1;A;;1;1;HAINAUT-CAMBRÉSIS;;;;;0.3;0.15;;;0.08;;;0.05;;
ORG;2019;590810784;590004685;;;;;;;;;;;;;;;;;;;;;;35;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;590812509;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;LILLE MÉTROPOLE FLANDRE INTÉRIEURE;;;;;;;;;;;;;;
ORG;2019;590813176;590005278;;;;1;C;;;;;;;;;;;;;;;;;40;C;D;;;;0;;;;;;;0.04;2;;;;;;;;
ORG;2019;590813507;590000485;;;;;;;;;;;;;;;;;;;;;;16;C;D;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;590816310;590000048;;;;;;;;;;;;;;;;;;;;;;8;C;D;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;590817441;620003814;;;;;;;;;;;;;;;;;;;;;;17;C;A;;;;0;;;;;;;0.1;;;0.02;;;;;;0.08
ORG;2019;590817458;590053955;;;;;;;;;;;;;;;;;;;;;;43;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;590817839;590053955;;;;;;;;;;;;;;;;;;;;;;30;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;600000012;600100028;;;;3;A;C;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;0.8;5.75;;;83.29;;
ORG;2019;600000020;600100085;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE NORD EST (ONE);;;;;;;;;;;;;;
ORG;2019;600000046;600100127;;;;1;A;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;0;0;;;0;;;0;;
ORG;2019;600000053;600101984;;;;2;A;B;;;;;;;1;B;;1;D;;;;;181;C;;;;;1;1;OISE SUD;;;;;0.75;;;0.19;;;;;;0.11
ORG;2019;600000152;600100572;0;;;4;A;B;0;;;0;;;1;B;;0;;;0;;;103;A;B;;;;1;1;OISE OUEST ET VEXIN;;;;;1;;;60;;;;;;
ORG;2019;600000186;600100648;;;;2;A;A;;;;;;;;;;;;;;;;5;D;C;;;;0;;;;;;;;;;;;;;5;;
ORG;2019;600000194;600100713;;;;6;A;B;;;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;0.1;;;5.22;;;4.18;3.78;
ORG;2019;600000285;600100721;;;;6;;;;;;;;;2;;;2;;;;;;134;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;600000467;600101984;;;;2;A;B;;;;;;;1;B;;2;D;;;;;215;C;;;;;1;1;OISE SUD;;;;;0.13;;;2.07;;;0.7;;;0.62
ORG;2019;600001184;600108948;;;;2;;;;;;;;;1;;;;;;;;;6;;;;;;1;1;OISE OUEST ET VEXIN;;;;;;;;;;;;;0.06;
ORG;2019;600003008;600113278;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;3;OISE SUD;OISE NORD EST (ONE);OISE OUEST ET VEXIN;;;0.1;0;0;0;0;1;0;0;0;0
ORG;2019;600008643;600008635;;;;;;;;;;;;;;;;;;;;;;2;;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;600010094;600100580;;;;2;A;;;;;;;;;;;;;;1;C;;67;A;C;;;;;;;;;;;0;0;0;0;0;0;0;0;0.05;0
ORG;2019;600010862;600010854;;;;1;C;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;600100101;750712184;;;;2;;;;;;;;;;;;;;;;;;15;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;600100168;600106629;;;;1;A;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;600100184;920033198;;;;1;A;;;;;;;;;;;;;;;;;1;D;;;;;1;1;OISE SUD;;;;;;1;;;1;;;;;
ORG;2019;600100275;750034589;0;;;0;;;0;;;0;;;0;;;0;;;0;;;45;C;;;;;1;1;OISE SUD;;;;;0.05;0;0;0;0;0;0;0;0;0
ORG;2019;600100283;750710428;;;;;;;;;;;;;;;;;;;;;;32;C;D;;;;1;1;OISE SUD;;;;;;;;;;;;;;
ORG;2019;600100309;750721334;;;;;;;;;;;;;;;;;;;;;;54;D;;;;;1;1;OISE SUD;;;;;0.01;;;0.15;;;0.12;;;
ORG;2019;600100671;750034589;1;D;C;;;;;;;;;;;;;;;;;;;7;;;;;;0;;;;;;;;;;0.1;;;;;;
ORG;2019;600100754;600000228;;;;;;;;;;;;;1;B;;1;D;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;600100796;750720609;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;;0;;;;;;;;;
ORG;2019;600100861;440052041;;;;;;;;;;;;;1;;;;;;;;;29;C;D;;;;0;;;;;;;1;0;;;;;;;;
ORG;2019;600101679;590039863;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE OUEST ET VEXIN;;;;;0.07;;;;;;;;;
ORG;2019;600101943;750720609;;;;;;;;;;;;;;;;;;;;;;11;C;;;;;1;2;OISE NORD EST (ONE);OISE SUD;;;;;;;;;;;;;
ORG;2019;600107049;;;;;;;;;;;1;B;;1;B;;;;;;;;1;C;;;;;1;1;OISE SUD;;;;;1.5;;;;;;;;;
ORG;2019;600110175;600001234;;;;;;;;;;;;;;;;;;;;;;32;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;600111124;600106611;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OISE SUD;;;;;;;;;;;;;;
ORG;2019;600113476;600100721;;;;6;A;B;;;;;;;2;B;;2;D;;;;;134;C;A;;;;;;;;;;;0.7;0;0.1;0;0;0;0;0;1.97;0
ORG;2019;610000028;610780025;;;;2;;;;;;;;;1;B;;;;;;;;1;D;;;;;;;;;;;;;;;;;;;5;;
ORG;2019;610000044;610780074;;;;;;;;;;;;;;;;;;;;;;191;C;A;;;;;;;;;;;0;;;0.03;;;1.15;;0;0.1
ORG;2019;610000051;610780082;;;;1;A;;;;;;;;1;B;;1;D;;2;C;;52;C;;3;C;;;;;;;;;1;;;;;;;14.39;;
ORG;2019;610000069;610780090;;;;2;A;C;;;;1;C;;;;;;;;2;C;;94;C;A;;;;1;1;NORMANDIE CENTRE;;;;;0.5;;;5.13;1.6;;3.1;4.05;0.2;2.39
ORG;2019;610000077;610780124;;;;1;D;B;;;;;;;;;;1;A;;1;C;;145;C;A;;;;;;;;;;;0;;0.2;;;;;4;0.3;
ORG;2019;610000085;610780132;;;;2;A;C;;;;;;;;;;;;;;;;22;C;A;;;;1;1;ORNE-PERCHE-SAOSNOIS;;;;;0.04;;;;;;0.01;;;0.63
ORG;2019;610000093;610780140;;;;1;A;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;;0.1;;;0.15;;;;1;0.4;0.5
ORG;2019;610000119;610780165;;;;3;B;A;;;;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;610004269;610787038;;;;;;;;;;;;;;;;;;;;;;15;A;C;;;;0;;;;;;;1;;;;;;;;;
ORG;2019;610005837;610005811;;;;1;B;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2019;610006728;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;610006736;140000852;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;610007155;610005811;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;610780116;610790594;;;;;;;;;;;;;1;B;;;;;1;C;;159;C;A;;;;;;;;;;;0.27;;;;;;1;;;
ORG;2019;610780371;760025734;;;;1;B;;;;;;;;;;;;;;;;;2;C;C;;;;1;1;LES COLLINES DE NORMANDIE;;;;;;;;;;;;;;
ORG;2019;610780389;610787764;;;;;;;;;;;;;;;;;;;;;;23;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2019;610784050;610780082;;;;1;A;;;;;;;;1;B;;1;D;;2;C;;49;C;;3;C;;;;;;;;;;;;;;;;;;
ORG;2019;610784423;610787285;;;;;;;;;;;;;;;;;;;;;;8;C;;;;;0;;;;;;;0.3;;;1.35;;;3.62;;;0.3
ORG;2019;620000026;620003814;;;;;;;;;;;;;;;;;;;;;;18;C;D;;;;0;;;;;;;0.5;;;1.9;;;;;;
ORG;2019;620000034;620100057;;;;6;A;C;;;;;;;5;A;B;3;B;D;;;;;;;3;C;;;;;;;;;1.2;;4.9;3.5;;4.3;5;;2.81;1.72
ORG;2019;620000059;620100073;;;;1;B;;;;;;;;;;;;;;;;;30;C;D;;;;;;;;;;;0.1;;;;;;;;;
ORG;2019;620000067;620100081;4;A;C;1;A;;0;;;0;;;1;B;;0;;;0;;;13;A;C;0;;;0;;;;;;;0.1;0;2.06;0;0;1.44;0;0;1.4;0
ORG;2019;620000117;620100461;;;;2;A;;;;;;;;;;;;;;;;;24;A;B;7;C;;1;1;SOMME LITTORAL SUD;;;;;0.05;;;1;;;0.4;;;1.8
ORG;2019;620000224;620100651;0;;;0;;;0;;;0;;;0;;;0;;;0;;;36;C;A;0;;;0;;;;;;;0.3;1;1.1;0.2;0;1.75;4.27;0;8.13;4.89
ORG;2019;620000240;620100677;;;;4;A;D;;;;;;;2;B;;;;;;;;5;C;D;;;;0;;;;;;;;;;;;1;7.02;;3.63;0.28
ORG;2019;620000257;620100685;;;;7;C;;;;;4;A;B;2;B;;1;B;;;;;40;C;;;;;;;;;;;;;;;;;;;;;
ORG;2019;620000281;620101287;;;;1;;;;;;;;;4;;;;;;;;;200;;;1;;;0;;;;;;;;;;;;;;;;
ORG;2019;620000299;620101295;;;;2;B;D;;;;;;;1;B;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;620000323;620101337;;;;8;A;D;;;;;;;3;B;;;;;1;C;;10;C;A;;;;0;;;;;;;0.8;;;;;;;39.43;;
ORG;2019;620000349;620101360;;;;7;B;A;;;;;;;3;B;A;;;;;;;16;C;D;;;;;;;;;;;;;;;;;;;0.1;
ORG;2019;620000596;750820680;;;;;;;;;;;;;;;;;;;;;;2;D;;1;B;;0;;;;;;;;;;;;;;;;
ORG;2019;620000653;620103440;1;C;;7;C;A;;;;;;;1;B;;;;;;;;148;C;A;;;;;;;;;;;0.8;;;9.43;0.6;;1.2;40.55;4.73;1.29
ORG;2019;620001834;;;;;;;;;;;;;;;;;;;;;;;14;C;;;;;1;1;ARTOIS;;;;;;;;;;;;;;
ORG;2019;620002154;620112607;;;;4;A;;;;;;;;1;B;;;;;;;;5;C;;;;;1;1;LITTORAL SUD;;;;;0.1;;;0.3;;;;;0.5;
ORG;2019;620003202;620103432;;;;4;A;B;;;;;;;2;E;;1;D;;2;C;;18;A;C;2;G;C;1;1;LITTORAL SUD;;;;;;;;;;;;;;
ORG;2019;620003376;620001834;;;;;;;;;;;;;;;;1;D;;;;;20;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;620003822;620003814;;;;;;;;;;;;;;;;;;;;;;22;C;D;;;;0;;;;;;;0.1;;;0.1;;;;;;
ORG;2019;620003889;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;ARTOIS;;;;;;;;;;;;;;
