BOR;AN;FI;FI_EJ;ORG_A1;ORG_B1;ORG_C1;ORG_A2;ORG_B2;ORG_C2;ORG_A24;ORG_B24;ORG_C24;ORG_A3;ORG_B3;ORG_C3;ORG_A6;ORG_B6;ORG_C6;ORG_A7;ORG_B7;ORG_C7;ORG_A8;ORG_B8;ORG_C8;ORG_A10;ORG_B10;ORG_C10;ORG_A11;ORG_B11;ORG_C11;ORG_A17;ORG_A18;ORG_A19;ORG_A20;ORG_A21;ORG_A22;ORG_A23;ORG_A12;GCS_PM;GHT_PM;AUT_PM;GCS_PARA;GHT_PARA;AUT_PARA;GCS_ADMTECLOG;GHT_ADMTECLOG;AUT_ADMTECLOG
ORG;2019;2B0005359;2B0005342;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;2B0005797;2B0005789;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;300000023;300780046;;;;1;C;;;;;;;;2;A;;;;;;;;200;C;;;;;;;;;;;;0.1;;;;;;;;;
ORG;2019;300000031;300780053;1;C;;3;D;C;;;;;;;;;;;;;8;C;D;;;;;;;0;;;;;;;0.7;1.75;1.27;0.2;29.7;0.2;;;0.13;
ORG;2019;300000056;300780079;;;;;;;;;;;;;1;A;;;;;;;;;;;;;;1;1;CÉVENNES GARD CAMARGUE;;;;;;;;;;;;;;
ORG;2019;300000064;300780087;;;;1;D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;2;;;7.83;;;0.86;;
ORG;2019;300000072;300780095;;;;;;;;;;;;;;;;;;;;;;38;C;A;;;;;;;;;;;0.5;;;;;;;;;
ORG;2019;300000478;300781010;;;;1;D;;;;;;;;1;A;;;;;;;;4;C;;;;;;;;;;;;;;;;;;;;;
ORG;2019;300002128;300000247;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;300002169;780020715;0;;;0;;;0;;;0;;;0;;;0;;;0;;;18;D;;1;A;;0;;;;;;;1;0;0;0;0;0;0.6;0;0;0
ORG;2019;300007119;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;300007168;340000264;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;300008588;940023849;;;;;;;;;;;;;;;;0;;;;;;7;C;;;;;0;;;;;;;0.01;0;;;0;;;0;;
ORG;2019;300008638;940023849;;;;;;;;;;;;;;;;0;;;;;;4;C;;;;;0;;;;;;;0.01;0;;;0;;;0;;
ORG;2019;300012309;420002438;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CÉVENNES GARD CAMARGUE;;;;;;;;;;;;;;
ORG;2019;300012358;340015171;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.5;0.49;;;2.62;;;8.15;;
ORG;2019;300013745;420002438;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;CÉVENNES GARD CAMARGUE;;;;;0;;;;;;;;;
ORG;2019;300013778;300013760;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;0;;;1;1;CÉVENNES GARD CAMARGUE;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;300017423;380804542;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.5;0.5;;;1.78;;;4.95;;
ORG;2019;300017431;340000264;;;;1;F;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;300780111;750050759;;;;;;;;;;;;;;;;;;;;;;;;;1;C;;0;;;;;;;;;;;;;3.4;;;
ORG;2019;300780137;920028396;;;;;;;;;;;;;;;;2;A;E;;;;19;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2019;300780152;300017985;;;;;;;;;;;;;;;;2;A;E;;;;32;A;C;;;;0;;;;;;;0.3;;;;;;;;;
ORG;2019;300780210;300000148;0;;;0;;;0;;;0;;;0;;;0;;;0;;;22;C;A;0;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;300780244;920031747;;;;;;;;;;;;;;;;;;;;;;8;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;300780384;750721334;;;;1;C;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0.01;;;;;;0.6;;;0.2
ORG;2019;300780491;340016963;;;;;;;;;;;;;;;;;;;;;;12;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;300781424;300000692;0;;;0;;;0;;;0;;;0;;;0;;;0;;;14;C;C;;;;0;;;;;;;0.1;0;0;0;0;0;0;0;0;0
ORG;2019;300781465;300000726;0;;;0;;;0;;;;;;;;;3;A;;;;;;;;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;300782117;300780038;1;C;D;4;B;D;0;;;7;C;D;0;;;1;D;;12;E;C;53;C;D;;;;0;;;;;;;2;0.6;7.25;11.28;;;;;;
ORG;2019;300786274;300786266;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.2;0.4;;;0.05;;;0.3;;
ORG;2019;300787421;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;300788502;300017985;;;;;;;;;;;;;;;;2;A;E;;;;36;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2019;310000310;310780671;1;A;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;310000369;310780754;;;;2;C;D;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;0;1.77;;;1;;;1.26;;
ORG;2019;310005459;310021886;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;;;;;;;;;;
ORG;2019;310009279;310780671;;;;;;;;;;1;C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;310013628;310786256;;;;1;A;;;;;;;;;;;0;;;;;;;;;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;0;;;;;;;;0.01;
ORG;2019;310014329;310781562;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2019;310016977;310781406;;;;1;D;;;;;;;;;;;;;;;;;14;C;D;;;;;;;;;;;;;;;;;;;;
ORG;2019;310020169;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;310020938;750056335;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;1;;;;;;;;;
ORG;2019;310021571;310021563;;;;1;D;;;;;;;;1;B;;;;;;;;3;C;D;1;A;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;1;;0.2;;;;;1.3;;
ORG;2019;310022298;310781406;;;;1;C;;;;;;;;;;;;;;;;;41;C;E;;;;;;;;;;;;;;;;;;;;
ORG;2019;310023007;810005678;0;;;0;;;0;;;0;;;0;;;0;;;0;;;6;;;0;;;0;;;;;;;0.01;0;0;0;0;0;0;0;0;0
ORG;2019;310025333;310781406;;;;2;C;F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ORG;2019;310026083;310026075;;;;2;A;E;;;;;;;1;E;E;2;D;;;;;1;A;;;;;0;;;;;;;;;;;;;;0.2;;0.6
ORG;2019;310026927;310026794;;;;;;;;;;;;;;;;;;;;;;68;D;A;;;;0;;;;;;;;;;;;;;;;
ORG;2019;310780119;310000047;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;;;;;;;10;;
ORG;2019;310780259;310000096;1;C;;4;A;B;;;;;;;0;;;1;A;;;;;115;;;;;;1;2;HAUTE-GARONNE ET TARN OUEST;GERS;;;;0.1;;;;;;;;;
ORG;2019;310780366;310000153;;;;1;D;;;;;;;;;;;;;;;;;1;C;;1;A;;0;;;;;;;;;;;;;;5;;
ORG;2019;310780374;310000161;;;;;;;;;;;;;;;;;;;;;;20;C;D;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;;;;;;;;;;
ORG;2019;310780390;310000187;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;0.4;;;;;;0.13;;
ORG;2019;310781000;310788880;;;;2;C;;;;;;;;;;;1;A;;;;;7;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;310781067;310788898;;;;;;;;;;;;;;;;2;D;;;;;;;;;;;0;;;;;;;0.1;;;;;;3.35;;;3.04
ORG;2019;310781125;310000419;;;;;;;;;;1;;;1;;;;;;;;;26;;;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;310781133;310000427;;;;1;D;A;;;;;;;1;B;;;;;;;;;;;;;;0;;;;;;;0.01;1;;;;;;;;
ORG;2019;310781141;310000435;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;;;
ORG;2019;310781158;920031762;;;;;;;;;;;;;;;;;;;;;;10;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;310781174;750056335;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;;;;;;;;;;
ORG;2019;310781984;310014378;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.05;;;;;;;;;0.05
ORG;2019;310782347;310789136;;;;5;C;A;;;;;;;4;E;B;0;;;;;;1;A;;;;;0;;;;;;;1.8;1.26;;;1.39;;;1.47;;
ORG;2019;310782396;750056335;1;C;;;;;;;;;;;;;;;;;;;;;;;2;G;;0;;;;;;;1;;;;;;;;;
ORG;2019;310782446;;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;;;;0.45;;;1.8;;;0.3
ORG;2019;310783048;310781406;;;;3;D;C;;;;;;;3;E;D;1;E;A;;;;145;C;D;;;;;;;;;;;;;;;;;;;;
ORG;2019;310783055;310781406;;;;1;C;;;;;;;;;;;1;D;;;;;39;C;D;;;;;;;;;;;;;;;;;;;;
ORG;2019;310783063;310781406;;;;5;A;E;;;;;;;4;B;E;;;;;;;7;C;;;;;;;;;;;;;;;;;;;;;
ORG;2019;310783097;750005068;;;;1;B;;;;;;;;1;B;;1;A;;;;;5;C;;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;0.3;;;;;;;;;
ORG;2019;310786702;750043713;;;;1;A;;;;;;;;1;B;;;;;;;;8;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;310794417;310002712;;;;;;;;;;;;;;;;;;;;;;1;D;C;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;320000086;320780117;;;;;;;;;;1;C;;1;E;;1;D;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;1;0
ORG;2019;320000094;320780125;;;;1;A;;;;;;;;2;B;;;;;;;;6;A;;;;;1;1;GERS;;;;;0;;;1.3;;;0.7;;0.37;0.2
ORG;2019;320000102;320780133;;;;2;A;;;;;;;;;;;;;;;;;14;A;C;;;;;;;;;;;;;;;;;;;;
ORG;2019;320000110;320004310;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;0.1;;;0.25;;;0.88;;0.55;0.3
ORG;2019;320000128;320780158;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;GERS;;;;;0;;;;;;;;0.25;
ORG;2019;320000144;320780174;;;;;;;;;;;;;1;B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.7
ORG;2019;320000151;320780182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;0;;;0.25;
ORG;2019;320000169;320780190;;;;;;;;;;;;;;;;;;;;;;5;C;C;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;320000177;320780208;1;C;;;;;;;;;;;1;B;A;;;;;;;5;C;;;;;0;;;;;;;0;;;0.95;;;0.75;;0.1;2.35
ORG;2019;320000185;320780216;;;;;;;;;;;;;;;;;;;;;;20;A;C;;;;;;;;;;;0.03;;;;;;2;;0.12;
ORG;2019;320780067;320000052;;;;;;;;;;;;;1;G;;1;D;;;;;15;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;320780323;750810590;3;C;D;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;320784333;320000565;1;G;;1;B;;;;;;;;;;;;;;;;;18;C;D;;;;1;1;HAUTE-GARONNE ET TARN OUEST;;;;;0.05;;;;;;;;;
ORG;2019;320784515;310000633;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;330000217;330780347;;;;1;A;;;;;;;;;;;1;A;;1;A;;15;C;;;;;0;;;;;;;0;;;;;;;;;1
ORG;2019;330000332;330780545;;;;1;C;;;;;;;;2;G;B;1;B;;;;;87;C;D;;;;0;;;;;;;;;;;0.5;;;0.4;;
ORG;2019;330000340;330780552;;;;1;C;D;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;3;31.12;;;126.73;;;3.39;;
ORG;2019;330000431;;;;;2;G;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0.1;0.12;;;0.12;;;0.12;;
ORG;2019;330000555;330781204;;;;;;;;;;3;F;D;;;;;;;;;;;;;;;;1;1;ALLIANCE DE GIRONDE;;;;;;;0.1;;;;;;0.84;
ORG;2019;330000571;330781220;;;;1;D;;;;;;;;;;;;;;;;;47;C;;;;;;;;;;;;1;;;;;;;;0.37;
ORG;2019;330000589;330027509;7;C;A;;;;2;D;;;;;1;D;;;;;;;;65;C;A;;;;1;1;ALLIANCE DE GIRONDE;;;;;0.15;3;;3.04;13.34;;7.84;3.56;;2.54
ORG;2019;330000605;330781253;1;C;;5;A;G;;;;;;;3;B;A;1;D;;;;;117;C;E;;;;;;;;;;;1;;0.1;9.6;;;2.75;102;1.59;2.61
ORG;2019;330000613;330781261;;;;1;A;;;;;;;;;;;;;;;;;13;C;B;;;;1;1;ALLIANCE DE GIRONDE;;;;;0.05;;;1.53;;;3.3;2.72;0.34;1.37
ORG;2019;330000639;330781287;;;;3;A;;;;;;;;;;;;;;;;;779;C;D;;;;;;;;;;;3;;;;;;;;0.47;
ORG;2019;330000647;330781295;;;;3;C;A;;;;;;;1;A;;;;;1;C;;;;;;;;1;1;ALLIANCE DE GIRONDE;;;;;0.5;;;;;;;;0.2;
ORG;2019;330000662;330781329;;;;2;D;A;;;;;;;;;;1;D;;;;;7;C;E;;;;0;;;;;;;0.2;;;;4;;;3.55;;
ORG;2019;330000779;;;;;;;;;;;3;G;C;;;;;;;;;;21;C;C;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;330005182;330792862;1;A;;;;;;;;;;;1;D;;;;;;;;;;;1;A;;;;;;;;;;;;0.5;;;;;;
ORG;2019;330024928;330050899;;;;;;;;;;;;;;;;;;;;;;3;C;D;;;;0;;;;;;;0.1;;;;;;;;;
ORG;2019;330025958;330025859;;;;1;C;;;;;;;;;;;;;;;;;20;D;;;;;1;1;ALLIANCE DE GIRONDE;;;;;0.75;;;;;1;;;;
ORG;2019;330058504;330059825;;;;;;;;;;;;;;;;;;;;;;3;C;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2019;330060658;330060641;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;330780115;330000076;;;;1;D;;;;;;;;;;;2;D;;;;;5;D;;1;A;;0;;;;;;;0.5;0.2;;;0.5;;;0.5;;
ORG;2019;330780206;330000126;2;F;C;;;;;;;;;;;;;2;A;;;;;11;A;B;;;;0;;;;;;;;;;;;;;0.7;;
ORG;2019;330780255;330010059;;;;;;;;;;;;;;;;;;;;;;10;C;D;;;;0;;;;;;;0;0;0;0;0;0;0;0;0;0
ORG;2019;330780313;330000191;;;;;;;;;;;;;;;;;;;;;;10;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;330780321;330000209;;;;;;;;;;;;;;;;;;;;;;5;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;330780479;330000274;;;;;;;;;;1;;;;;;4;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;330780487;330000282;;;;;;;;;;;;;;;;1;A;;;;;3;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;330780560;330781386;;;;;;;;;;;;;;;;;;;;;;3;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2019;330781121;930019484;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;330781170;330785072;;;;;;;;;;2;E;E;1;B;;;;;;;;2;C;C;;;;0;;;;;;;;;;1;;;1;;;0.5
ORG;2019;330781188;330056540;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;;;;0.5;;;3;;;
ORG;2019;330781303;750821092;;;;1;A;C;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;9.4;;;50.3;;;2.2;;
ORG;2019;330781360;330781196;0;;;5;C;;0;;;0;;;0;;;0;;;0;;;4480;E;A;120;E;A;;;;;;;;17.8;;15.5;57.9;;5.67;47.36;;;
ORG;2019;330782350;330000480;0;;;0;;;0;;;0;;;0;;;0;;;0;;;4;;;1;;;0;;;;;;;1;;;;;;;;;
ORG;2019;330783614;330785072;;;;1;G;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0.25;;;
ORG;2019;330783960;750005068;;;;2;C;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;;0;0;0;0.83;;;0.87;;;0.5
ORG;2019;330802778;310020383;;;;;;;;;;;;;;;;;;;;;;8;C;;3;G;;0;;;;;;;0.1;;;;;;;;;0.1
ORG;2019;330804501;330781212;;;;1;A;D;;;;;;;1;A;;;;;;;;2;B;D;;;;;;;;;;;;;;;;;;;0.37;
ORG;2019;340000025;340022722;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.3;;;0.5;;;0.2;;;0
ORG;2019;340000033;340780055;;;;1;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50.05;;
ORG;2019;340000173;340780451;;;;2;A;A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;1.2;
ORG;2019;340000181;340780469;;;;1;A;;;;;;;;;;;;;;;;;80;C;A;;;;;;;;;;;0;;0.1;;;;;;0.2;
ORG;2019;340000207;340780493;;;;1;D;;;;;;;;;;;1;D;;;;;;;;;;;0;;;;;;;0.5;0.73;;;4.28;;;2.72;;
ORG;2019;340000215;340780519;;;;2;A;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340000223;340011295;2;;C;;;;;;;;;A;1;;;;;A;;;;253;;A;;;;;;;;;;;;;;;;;;;;
ORG;2019;340000231;340780535;;;;;;;;;;;;;;;;;;;;;;73;A;C;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;0.15;;;;;;;;0.15;
ORG;2019;340000249;340780543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;;;0.19;
ORG;2019;340001064;340013028;;;;;;;;;;;;;;;;;;;;;;10;;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;340008275;340780477;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;;;;;;;;0.05;;;0.6;;;;;;
ORG;2019;340009018;340008978;;;;;;;;;;;;;;;;;;;;;;59;C;D;;;;0;;;;;;;0.1;;;0;;;0;;;0
ORG;2019;340009539;340009489;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2019;340010149;340010099;;;;;;;;;;;;;;;;;;;;;;57;C;C;;;;0;;;;;;;0;;;0;;;0;;;0
ORG;2019;340013119;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0.2;0.59;;;;;;3.85;;
ORG;2019;340013168;340000264;1;C;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;;0;;;;12.75;;;6.84;;
ORG;2019;340013218;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;340013259;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;340013309;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;340013358;340000264;;;;;;;;;;;;;;;;;;;;;;1;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;340013499;340000264;;;;;;;;;;;;;;;;;;;;;;2;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;340015502;340000512;;;;2;B;E;;;;;;;;;;1;D;;;;;109;C;D;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2019;340015965;340000074;;;;;;;;;;;;;;;;;;;;;;;;;2;D;D;0;;;;;;;;;;;;;;;;
ORG;2019;340015999;940023831;;;;;;;;;;;;;;;;0;;;;;;5;C;;;;;0;;;;;;;0.01;0;;;0;;;0;;
ORG;2019;340016005;940023856;;;;;;;;;;;;;;;;0;;;;;;3;C;;;;;0;;;;;;;0.01;0;;;0;;;0;;
ORG;2019;340016476;340016468;;;;;;;;;;;;;;;;;;;;;;1;D;;;;;1;1;OUEST HÉRAULT;;;;;0;;;;;;;;;
ORG;2019;340017839;420002438;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;1;;;;;;;;;
ORG;2019;340017847;340018175;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;;;;;;;;;;
ORG;2019;340019090;340019082;;;;;;;;;;;;;;;;;;;;;;20;E;D;;;;0;;;;;;;1;;;;;;;;;
ORG;2019;340019603;340019587;;;;;;;;;;;;;;;;;;;;;;7;C;;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2019;340020221;340000264;;;;;;;;;;;;;;;;;;;;;;6;C;;;;;0;;;;;;;0;;;;;;;;;
ORG;2019;340022979;340000306;;;;;;;;;;;;;;;;1;A;;;;;12;C;D;;;;0;;;;;;;0.2;;;;;;;;;
ORG;2019;340023142;940023856;;;;;;;;;;;;;;;;0;;;;;;5;C;;;;;0;;;;;;;0.01;0;;;0;;;0;;
ORG;2019;340024512;340001825;;;;;;;;;;;;;;;;;;;;;;19;C;;;;;0;;;;;;;0.15;;;;;;;;;
ORG;2019;340780147;340000108;;;;;;;;;;;;;1;B;;;;;;;;35;B;;;;;1;2;OUEST HÉRAULT;EST HÉRAULT ET SUD AVEYRON;;;;0.1;;;;;;;;;
ORG;2019;340780154;340000116;;;;;;;;;;;;;1;B;;;;;;;;40;C;;;;;1;2;OUEST HÉRAULT;EST HÉRAULT ET SUD AVEYRON;;;;0.1;;;;;;;;;
ORG;2019;340780212;340796069;0;;;0;;;0;;;0;;;0;;;0;;;0;;;80;C;D;0;;;0;;;;;;;0.26;;;;;;;;;
ORG;2019;340780220;340796358;;;;1;A;;;;;;;;;;;;;;;;;16;C;C;;;;0;;;;;;;2;;2;;;;0.1;;;0.1
ORG;2019;340780253;340001387;;;;;;;;;;;;;;;;;;;;;;27;C;D;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340780444;340009893;;;;1;A;;;;;;;;0;;;;;;;;;2;C;;;;;;;;;;;;0;;;;;;;;0.5;
ORG;2019;340780485;340780477;;;;;;;;;;;;;;;;;;;;;;7;C;;;;;;;;;;;;0.19;;;1.8;;;;;;
ORG;2019;340780634;340000272;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0.1;;;;;;;0.1;;
ORG;2019;340780675;340000298;;;;3;B;C;;;;;;;;;;;;;;;;54;C;D;;;;0;;;;;;;0.15;;;;;;;;;
ORG;2019;340780717;340023225;;;;;;;;;;;;;;;;2;A;B;;;;45;D;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340780725;340000330;1;C;;;;;;;;;;;;;;;;;;;;35;C;A;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340780741;340000348;;;;1;A;C;;;;;;;;;;1;A;;;;;31;A;C;;;;0;;;;;;;0.17;0;;;0;;;0;;
ORG;2019;340780758;340000355;;;;;;;;;;;;;;;;;;;;;;15;D;;;;;0;;;;;;;0.3;;;;;;;;;
ORG;2019;340780766;920030269;;;;;;;;;;;;;;;;;;;;;;2;;A;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340780790;340000389;;;;;;;;;;;;;;;;;;;;;;25;C;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340780824;340000405;0;;;0;;;0;;;0;;;0;;;0;;;0;;;20;;;0;;;0;;;;;;;0.05;0;0;0;0;0;0;0;0;0
ORG;2019;340780840;940023823;;;;;;;;;;;;;;;;1;A;;;;;10;C;;;;;0;;;;;;;0.01;0;;;0;;;0;;
ORG;2019;340780857;340000421;0;;;0;;;0;;;0;;;0;;;0;;;0;;;4;C;C;0;;;0;;;;;;;0.01;;;0.01;;;0;;;0.01
ORG;2019;340780931;340000454;;;;;;;;;;;;;;;;;;;;;;2;C;C;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340781608;340015171;;;;;;;;;;;;;1;B;;;;;;;;92;C;D;;;;1;1;EST HÉRAULT ET SUD AVEYRON;;;;;;;;;;;;;;
ORG;2019;340782002;340000629;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;OUEST HÉRAULT;;;;;0.1;;;;;;;;;
ORG;2019;340782036;340780477;;;;1;C;D;;;;;;;;;;1;D;;6;C;D;40;C;;;;;;;;;;;;1.27;;0.98;2.88;;;;;;
ORG;2019;340782085;340780477;;;;1;C;D;;;;;;;;;;;;;1;C;D;38;C;;;;;;;;;;;;1.06;;0.14;3.45;;;;;;
ORG;2019;340785161;340780477;;;;2;C;D;;;;;;;;;;;;;3;C;D;42;C;;;;;;;;;;;;1.25;0.9;0.23;0.78;;;;;;
ORG;2019;340796093;340796069;0;;;0;;;0;;;0;;;0;;;0;;;0;;;80;C;D;0;;;0;;;;;;;0.14;;;;;;;;;
ORG;2019;340796663;340780477;;;;1;C;D;;;;;;;;;;;;;4;C;D;11;C;;;;;;;;;;;;0.42;;0.05;3.2;;;;;;
ORG;2019;340797596;920030269;1;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;340798552;340798545;1;B;;;;;;;;;;;;;;;;;;;;18;C;;;;;0;;;;;;;0.05;;;;;;;;;
ORG;2019;350000063;220020739;;;;;;;;;;;;;;;;;;;;;;28;C;;;;;0;;;;;;;0.1;;;;;;;;;0.2
ORG;2019;350000139;350001137;;;;2;C;G;;;;;;;1;B;;1;A;;;;;;;;;;;0;;;;;;;0.01;;;;;;;;;
ORG;2019;350000147;350000022;;;;7;A;B;;;;;;;1;B;;1;D;;6;C;;171;A;C;;;;;;;;;;;0.1;;4.42;4.66;;3.43;12.93;;4.52;2.25
ORG;2019;350000154;350000030;;;;6;D;A;;;;;;;1;B;;;;;2;C;;120;C;A;;;;;;;;;;;;;;4;1.16;;;0.9;;
ORG;2019;350000162;350000048;;;;3;C;;;;;4;A;;2;B;A;;;;2;C;;10;C;;;;;1;1;HAUTE BRETAGNE;;;;;0.2;;;;;;1.05;;;
ORG;2019;350000188;350000055;;;;3;A;D;;;;;;;1;B;;;;;2;C;;49;A;C;;;;1;1;HAUTE BRETAGNE;;;;;;;;6.18;;;0.37;22.83;;2.56
ORG;2019;350000196;350000311;;;;;;;;;;;;;;;;1;B;A;;;;;;;;;;0;;;;;;;;;;;;;;;;
ORG;2019;350000204;350023248;0;;;1;B;;0;;;0;;;0;;;1;A;;0;;;27;C;;0;;;0;;;;;;;0.5;0;0;0;0;0;0;0;0;2
