BOR;AN;FI;FI_EJ;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2019;180004145;180000887;0.75;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;180004533;580780971;0.05;0.02;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;180007825;180001158;0.08;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;180008278;750056335;0.2;0.1;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;180009490;180006496;0;0;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.8;0;;;;0;;;;;0;;;;
PN;2019;190000018;190000042;2.5;0.8;1580;1;1.8;281;0;0;1;0;;;;;;;;;;0;;;0;;;1;1;1;01/11/2008;690;176;0;90;3;3;;3;1;;;;;;0.5;0.5;;2.2;1;1;12;167;3876;1;12;16;4905;0;;;;1;35;3905;1;0.5;1;2.85;429;66;1;1866;561;15;1.45;0;;;;
PN;2019;190000026;190000059;1.65;0.6;;1;2.09;177;0;0;0;1;;649;3310;986;596;4236;1606;1381;3;0;;;0;;;1;1;1;22/10/2008;246;89;0;;2;;;;;1;;;2;1;0.32;;;1.02;0.5;0;;;;0;;;;0;;;;1;7;492;0;;1;1.54;235;;1;115;115;;0.61;0;;;;
PN;2019;190000034;190000067;0.25;0.03;26;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;23;23;0;15;;;;;;1;1;;;;0.01;0.01;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;58;8;3;0.2;0;;;;
PN;2019;190000091;190000075;1;0.2;245;1;;176;1;1;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/01/2007;110;46;0;;0;0;0;0;0;1;1;0;4;2;0.15;0.15;0;1.25;1;0;;;;0;;;;0;;;;1;4;145;0;;1;2.44;12;3;0;;;;;0;;;;
PN;2019;190000117;;1;0.2;0;0;;;;;0;1;;;0;0;577;5391;0;897;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;551;89;5;2.03;0;;;;
PN;2019;190000224;190000901;1.2;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2019;190000257;190001131;0.5;0.05;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;190005140;190002485;0.05;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;190005165;190002519;0.4;0.2;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;190005694;750056335;0.15;0.15;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;190010629;190010579;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;190012476;190002519;0.4;0.2;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210003059;210987400;0.15;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210007399;210013231;0.2;1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210010443;210000337;0.1;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;23;17;0;0.01;0;;;;
PN;2019;210011847;210011839;0.5;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210012670;210011367;0.4;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210013157;210780706;0.3;0.3;280;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210780144;750721235;0.7;0.11;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210780276;210003208;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;12;101;4315;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210780292;210000105;0.01;0.2;73;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210780789;210003208;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.5;0;;;;0;;;;;0;;;;
PN;2019;210986089;210780581;;;7;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;14;1708;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210986329;750043713;;1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210986741;210986733;0.4;;12;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987046;210987038;0.25;;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;1;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987558;210780581;2;1;5123;1;3.28;1053;1;;0;1;;185;3756;764;0;;400;621;3;0;;;1;2018;998;0;;;;;;;;5;;2;5;2;;;;;;0.39;;0.3;3.87;1.57;0;;;;0;;;;0;;;;1;40;12265;1;8.53;1;1.48;831;217;1;3335;1054;22;3.12;1;6947;426;11.4;2.45
PN;2019;210987574;210012175;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987590;210012175;0.1;0.2;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987616;210012175;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987632;210780607;1;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987640;210780672;0.25;0.1;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987657;210012175;4.4;1;503;1;0.77;447;0;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;27/12/2012;566;216;0;145;;;;;;1;;1;2;1;0.7;;0.7;1.6;0.8;0;;;;0;;;;0;;;;1;6;287;0;;1;0.74;306;101;1;645;141;5;0.8;0;;;;
PN;2019;210987665;210012142;0.05;0.1;;1;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;27/12/2012;62;36;0;21;;;;2;1;;;;;;0.28;0.08;;1;0.5;0;;;;0;;;;1;10;3;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987673;210012142;0.05;0.1;;1;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;27/12/2012;134;64;0;30;;;;2;;;;;;;0.28;0.08;;1;0.5;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987681;210012142;0.05;0.1;;1;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;27/12/2012;6;5;0;15;;;;2;;;;;;;0.28;0.08;;1;0.5;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;210987699;210780706;1.5;1;371;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;01/12/2009;80;42;0;114;0;0;0;0;0;1;1;0;0;0;0.1;0.1;0;0;;0;;;;0;;;;0;;;;0;;;0;;1;1.3;155;41;1;1671;382;5;2.25;0;;;;
PN;2019;210987731;210780417;1;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;228;89;7;0.2;1;1197;;3.4;0.2
PN;2019;220000012;220000020;3.4;1;2530;1;1;200;1;1;0;1;;168;2386;0;359;0;831;629;1;0;;;0;;;1;2;1;25/04/2013;409;217;1;;1;1;0;;;4;3;1;1;1;0.38;0.3;0.08;0.9;0.9;0;;;;0;;;;0;;;;1;14;2331;0;;1;6.73;1749;576;1;1519;511;;0.85;1;573;289;1.55;0.4
PN;2019;220000095;220000046;0.5;1;687;1;1;192;0;1;0;0;;;;;;;;;0;0;;;0;;;1;3;1;25/04/2013;377;206;1;77;4;4;0;0;0;3;3;;5;2;0.7;0.7;;2.21;0.89;1;10;56;3665;0;;;;0;;;;0;;;0;;0;;;;1;212;143;3;0.55;0;;;;
PN;2019;220000111;220000376;0.75;0.11;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000210;;1.1;0.06;383;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;6.17;795;238;1;1316;295;;0.5;0;;;;
PN;2019;220000236;220017974;0.72;0.2;619;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;12;84;3465;0;;;;0;;;;0;;;0;;1;2.56;589;276;1;37;31;10;0.1;0;;;;
PN;2019;220000327;220000699;0.1;0.15;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000343;220000079;2.4;0.4;556;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;30/06/2013;222;112;0;30;;;;;;1;1;;1;1;0.4;0.4;;0.4;0.4;0;;;;0;;;;0;;;;0;;;0;;1;1.8;372;84;1;356;165;;1.8;0;;;;
PN;2019;220000368;220000103;1.87;0.85;522;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;25/04/2013;258;120;0;180;;;;;;3;2;;1;;0.4;0.3;;0.54;;0;;;;0;;;;0;;;;0;;;0;;1;1.6;295;158;1;283;171;3;0.3;0;;;;
PN;2019;220000467;920030269;0.5;0.03;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000475;220020531;0.3;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000541;220000152;1;0.2;;0;;;;;;0;;;;;;;;;;0;;;0;;;1;1;0;;4;3;0;;;;;;;1;;;;;0.01;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000566;220021968;0.8;0.03;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000574;220021968;0.2;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;3;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220000590;220000202;0.04;0.03;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220001259;220005045;0.9;0.2;7;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;27/01/2006;483;172;1;45;0;0;0;1;0;2;2;0;12;5;0.65;0.65;0;4.36;1.4;1;5;33;1304;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220005599;220017842;0.7;0.2;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220012751;220017974;0.12;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2.56;589;276;1;4910;589;10;5.8;0;;;;
PN;2019;220014138;220017974;0.12;0.04;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220014708;220017974;0.12;0.05;100;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;220022800;220000673;1;0.39;970;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;230000820;230780041;0;1;1045;1;2.29;123;0;0;0;1;230000853;37;481;27;245;261;109;105;2;0;;;0;;;1;1;1;12/01/2009;106;2;0;;0;0;0;0;0;1;1;0;2;1;0.2;0.2;0;1.28;0.65;0;;;;0;;;;0;;;;1;35;1671;1;2.46;1;0.92;253;61;1;;;;;0;;;;
PN;2019;230000838;230780058;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;;;;;0;;;;
PN;2019;230000846;230780066;0.5;;17;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;119;2443;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;230000853;230780074;0.52;;;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;2;9;653;0;;;;0;;;;0;;;0;;0;;;;1;163;8;;1;0;;;;
PN;2019;230004657;230780058;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;;24;24;0;;0;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;230780082;750005068;0.2;0.2;236;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;1;1672;542;8;2.93;0;;;;
PN;2019;230780157;230000861;0.3;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;230780181;230000879;0.25;0.1;64;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;230782617;920028560;0.28;0.07;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000091;240000034;0.1;0.1;30;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000190;240000596;1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.5;0;;;;0;;;;;0;;;;
PN;2019;240000208;240000612;0;0;471;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000216;240000620;1.1;0.4;275;1;0.05;0;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;5;5;0;0.01;0;;;;
PN;2019;240000307;330056540;0.2;0.04;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000372;240000059;1;0.17;1261;1;1.97;284;1;0;0;1;240000083;369;1436;68;0;0;63;416;1;0;;;0;;;1;1;1;24/12/2008;412;209;0;34;;;;;;2;;1;4;2;0.56;;0.4;1.75;0.75;0;;;;0;;;;0;;;;1;2;258;0;;0;;;;0;;;;;0;;;;
PN;2019;240000414;240000067;0;0.8;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000455;240000075;0.75;0.2;14;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000463;240000083;3.1;1;668;0;;;;;1;0;;;;;;;;;14;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;7.82;4380;337;1;3113;568;;1.5;0;;;;
PN;2019;240000471;240000109;0.35;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000489;240000117;2;1;4301;1;4.1;373;0;0;1;1;;491;2340;563;468;840;520;1147;2;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;15;3223;0;;0;;;;1;1011;398;10;3.23;0;;;;
PN;2019;240000513;240000141;0;0;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000661;240000281;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240000687;240000448;1;0.5;311;1;2.62;174;;;;0;;;;;;;;;;0;;;0;;;1;1;1;01/06/2006;206;38;0;49;;;;;;1;1;;2;1;0.1;0.1;;1.8;0.75;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;1202;151;21;1.4;0;;;;
PN;2019;240002402;240003251;0.25;0.18;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;240008318;240002428;0.63;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;13/12/2005;1006;354;0;180;;;;1;;4;4;;2;2;1;1;;2;1;1;12;156;4276;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000023;250000015;0;0;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;1;3568;189;4.44;1.31
PN;2019;250000270;250000643;1;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;0;;;;0;;;;;0;;;;
PN;2019;250000288;250000643;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000544;250002284;0.5;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;6;0;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000627;250000221;0.25;;2;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000635;250000239;0.3;0;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000700;250000452;0.63;0.2;471;1;0.4;30;1;0;0;0;;;;;;;;;;0;;;0;;;1;1;1;06/02/2008;390;227;0;;2;;;1;1;2;;;1;;0.51;;;1.27;1;0;;;;0;;;;0;;;;0;;;1;0.5;1;0.8;270;;1;553;244;3;0.8;0;;;;
PN;2019;250000718;250000460;;;;0;;;;;1;0;;;;;;;;;;0;;;0;;;1;1;0;;109;76;0;15;1;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2;275;0;1;522;155;;;0;;;;
PN;2019;250000726;250000478;0;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;;147;103;0;;0;;;;;1;;;;;0.2;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000759;250000569;0.8;;4;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;30/06/2003;171;131;1;;;;;2;1;1;1;;1;;0.8;0.8;;1.2;;1;10;49;3142;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250000882;250002839;0.2;0.3;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250001237;250007598;0.4;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250001252;250007788;1;0.6;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250004009;900000365;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;1;10;72;3280;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250006954;250000015;5.7;1.9;4693;1;2.3;648;0;0;0;1;;276;2265;124;2261;;8;988;2;0;;;1;561;357;1;1;1;16/02/2005;280;187;0;159;0;0;0;3;0;5;0;3;10;1;1.4;0;0.55;6.55;0.5;0;;;;0;;;;0;;;;0;;;1;2.5;1;3.53;1546;157;1;175;140;20;0.9;0;;;;
PN;2019;250011848;250017803;0.8;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2019;250012069;250017803;0.02;0.05;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250012838;250017803;0;0.01;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250014008;700004096;0;0;;1;0.2;28;0;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;0.8;250;35;1;593;132;8;0.8;0;;;;
PN;2019;250016003;250006335;;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250016037;250017803;0.03;0.09;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2019;250016045;250017803;0.05;0.16;;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
