BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2019;310780283;310000112;N2530;12;3;13.05;;;;
PERINAT_P;2019;310780283;310000112;N2700;1;;0.5;;;;
PERINAT_P;2019;310780283;310000112;N2800;9;8;12.08;;;;
PERINAT_P;2019;310780283;310000112;N280H;1;;1;;;;
PERINAT_P;2019;310780382;310000179;M1030;;;;1;0;0;0
PERINAT_P;2019;310780382;310000179;M1140;6;;6;0;1;;
PERINAT_P;2019;310780382;310000179;M2050;8;;8;0;1;;
PERINAT_P;2019;310780382;310000179;N2200;1;1;1.42;;;;
PERINAT_P;2019;310780382;310000179;N2340;15;10;20.51;;;;
PERINAT_P;2019;310780382;310000179;N2530;6;2;10.05;;;;
PERINAT_P;2019;310780382;310000179;N2800;15;15;24.45;;;;
PERINAT_P;2019;310780382;310000179;NAUT;2;;2;;;;
PERINAT_P;2019;310781067;310788898;M1030;;;;1;1;1;0
PERINAT_P;2019;310781067;310788898;M1140;0;7;3.74;0;1;;
PERINAT_P;2019;310781067;310788898;M2050;6;5;8.4;1;0;;
PERINAT_P;2019;310781067;310788898;N2340;4;4;6.11;;;;
PERINAT_P;2019;310781067;310788898;N2800;40;14;35.98;;;;
PERINAT_P;2019;310781067;310788898;N280H;40;14;35.98;;;;
PERINAT_P;2019;310781505;310000492;M1030;5;4;;;;;
PERINAT_P;2019;310781505;310000492;M1140;3;;;;;;
PERINAT_P;2019;310781505;310000492;M2050;3;;;;;;
PERINAT_P;2019;310781505;310000492;N2340;1;;1.05;;;;
PERINAT_P;2019;310781505;310000492;N2530;5;1;7.7;;;;
PERINAT_P;2019;310781505;310000492;N2800;5;5;9.78;;;;
PERINAT_P;2019;310781505;310000492;N280H;1;;1;;;;
PERINAT_P;2019;310781505;310000492;NAUT;3;;2.98;;;;
PERINAT_P;2019;320000086;320780117;M1140;0;1;0.25;1;1;;
PERINAT_P;2019;320000086;320780117;M2050;6;3;7.48;1;1;;
PERINAT_P;2019;320000086;320780117;MIVG;0;1;0.3;;;;
PERINAT_P;2019;320000086;320780117;N2340;4;1;4.8;;;;
PERINAT_P;2019;320000086;320780117;N2800;13;6;17.55;;;;
PERINAT_P;2019;320000086;320780117;NAUT;22;17;28.1;;;;
PERINAT_P;2019;320780067;320000052;MIVG;;1;0.05;;;;
PERINAT_P;2019;330000340;330780552;M1140;5;2;4.89;;;;
PERINAT_P;2019;330000340;330780552;M2050;10;3;8.68;;;;
PERINAT_P;2019;330000340;330780552;MAUT;8;3;4.24;;;;
PERINAT_P;2019;330000340;330780552;N2530;15;7;21.42;;;;
PERINAT_P;2019;330000340;330780552;N2700;0;2;0.99;;;;
PERINAT_P;2019;330000340;330780552;N2800;28;16;39.04;;;;
PERINAT_P;2019;330000340;330780552;N280H;28;10;11.34;;;;
PERINAT_P;2019;330000340;330780552;NAUT;12;5;12.32;;;;
PERINAT_P;2019;330000555;330781204;M1030;;;;1;0;0;
PERINAT_P;2019;330000555;330781204;M1140;2;1;0.5;0;1;;
PERINAT_P;2019;330000555;330781204;M2050;5;1;5.19;0;1;;
PERINAT_P;2019;330000555;330781204;MIVG;5;;0.2;;;;
PERINAT_P;2019;330000555;330781204;N2530;8;;8;;;;
PERINAT_P;2019;330000555;330781204;N2700;;2;0.47;;;;
PERINAT_P;2019;330000555;330781204;N2800;17;7;19.56;;;;
PERINAT_P;2019;330000555;330781204;N280H;17;7;17.06;;;;
PERINAT_P;2019;330000555;330781204;NAUT;9;2;10.3;;;;
PERINAT_P;2019;330000571;330781220;M2050;2;3;2.89;;1;;
PERINAT_P;2019;330000571;330781220;N2530;1;;0.8;;;;
PERINAT_P;2019;330000571;330781220;N2700;;1;0.11;;;;
PERINAT_P;2019;330000571;330781220;N2800;8;4;10.98;;;;
PERINAT_P;2019;330000571;330781220;N280H;6;3;8.33;;;;
PERINAT_P;2019;330000571;330781220;NAUT;5;2;4.66;;;;
PERINAT_P;2019;330000589;330027509;M2050;5;2;4.92;0;0;;
PERINAT_P;2019;330000589;330027509;N2530;3;8;7.25;;;;
PERINAT_P;2019;330000589;330027509;N2700;0;1;0.24;;;;
PERINAT_P;2019;330000589;330027509;N2800;9;16;16.55;;;;
PERINAT_P;2019;330000589;330027509;N280H;9;16;16.55;;;;
PERINAT_P;2019;330000589;330027509;NAUT;15;6;17.69;;;;
PERINAT_P;2019;330000597;330027509;M2050;0;2;0.6;0;0;;
PERINAT_P;2019;330000597;330027509;N2800;0;4;2.25;;;;
PERINAT_P;2019;330000605;330781253;M1140;;7;1.82;1;0;;
PERINAT_P;2019;330000605;330781253;M2050;2;10;7.96;1;0;;
PERINAT_P;2019;330000605;330781253;MIVG;;2;0.2;;;;
PERINAT_P;2019;330000605;330781253;N2200;4;2;5.6;;;;
PERINAT_P;2019;330000605;330781253;N2340;11;4;13.38;;;;
PERINAT_P;2019;330000605;330781253;N2530;16;1;14.12;;;;
PERINAT_P;2019;330000605;330781253;N2700;;1;0.42;;;;
PERINAT_P;2019;330000605;330781253;N2800;13;14;26.89;;;;
PERINAT_P;2019;330000605;330781253;NAUT;20;1;18.24;;;;
PERINAT_P;2019;330780263;330000134;M1030;;13;3.6;0;0;;
PERINAT_P;2019;330780263;330000134;M1140;;5;2.5;0;1;;
PERINAT_P;2019;330780263;330000134;M2050;6;1;6.2;1;0;;
PERINAT_P;2019;330780263;330000134;N2200;1;;1;;;;
PERINAT_P;2019;330780263;330000134;N2530;10;4;15.68;;;;
PERINAT_P;2019;330780263;330000134;N2700;1;;0.75;;;;
PERINAT_P;2019;330780263;330000134;N2800;20;5;24.35;;;;
PERINAT_P;2019;330780263;330000134;NAUT;5;;4.05;;;;
PERINAT_P;2019;330780479;330000274;M1030;;16;2.7;1;0;;
PERINAT_P;2019;330780479;330000274;M1140;2;3;4.2;0;1;;
PERINAT_P;2019;330780479;330000274;M2050;13;1;13.5;1;0;;
PERINAT_P;2019;330780479;330000274;N2200;4;;4;;;;
PERINAT_P;2019;330780479;330000274;N2340;5;1;5.5;;;;
PERINAT_P;2019;330780479;330000274;N2530;23;7;27.39;;;;
PERINAT_P;2019;330780479;330000274;N2700;;1;0.5;;;;
PERINAT_P;2019;330780479;330000274;N2800;24;8;28.51;;;;
PERINAT_P;2019;330780479;330000274;N280H;16;3;18.2;;;;
PERINAT_P;2019;330780479;330000274;NAUT;1;2;2.07;;;;
PERINAT_P;2019;330780495;330796392;M1140;;1;0.5;0;;;
PERINAT_P;2019;330780495;330796392;M2050;2;2;2.33;0;;;
PERINAT_P;2019;330780495;330796392;N2800;4;9;6.45;;;;
PERINAT_P;2019;330780495;330796392;N280H;1;;1;;;;
PERINAT_P;2019;330780537;330000324;M1030;;;;0;1;0;0
PERINAT_P;2019;330780537;330000324;M1140;0;2;0.4;0;1;;
PERINAT_P;2019;330780537;330000324;M2050;4;3;5;0;1;;
PERINAT_P;2019;330780537;330000324;MIVG;3;;3;;;;
PERINAT_P;2019;330780537;330000324;N2340;7;3;9.26;;;;
PERINAT_P;2019;330780537;330000324;N2800;6;3;7.78;;;;
PERINAT_P;2019;330780537;330000324;N280H;6;3;7.78;;;;
PERINAT_P;2019;330781360;330781196;M1030;7;;6.5;1;1;1;1
PERINAT_P;2019;330781360;330781196;M1140;22;5;17.82;1;1;;
PERINAT_P;2019;330781360;330781196;M2050;27;13;24.56;1;1;;
PERINAT_P;2019;330781360;330781196;MIVG;1;4;1.51;;;;
PERINAT_P;2019;330781360;330781196;N2200;95;25;119.99;;;;
PERINAT_P;2019;330781360;330781196;N2340;91;49;129.73;;;;
PERINAT_P;2019;330781360;330781196;N2530;127;31;148.83;;;;
PERINAT_P;2019;330781360;330781196;N2700;2;4;3.89;;;;
PERINAT_P;2019;330781360;330781196;N2800;108;45;139.2;;;;
PERINAT_P;2019;330781360;330781196;NAUT;294;83;353.57;;;;
PERINAT_P;2019;330782582;330000928;M1030;;;;1;0;0;
PERINAT_P;2019;330782582;330000928;M1140;2;2;2.6;1;0;;
PERINAT_P;2019;330782582;330000928;M2050;7;1;8;0;1;;
PERINAT_P;2019;330782582;330000928;MIVG;5;;5;;;;
PERINAT_P;2019;330782582;330000928;N2340;11;4;14.3;;;;
PERINAT_P;2019;330782582;330000928;N2700;;1;0.27;;;;
PERINAT_P;2019;330782582;330000928;N2800;8;8;13.3;;;;
PERINAT_P;2019;330782582;330000928;N280H;8;8;13.3;;;;
PERINAT_P;2019;340000033;340780055;M1030;1;;0.87;1;;;
PERINAT_P;2019;340000033;340780055;M1140;;10;2.16;1;;;
PERINAT_P;2019;340000033;340780055;M2050;1;7;5.29;1;;;
PERINAT_P;2019;340000033;340780055;MAUT;;3;0.25;;;;
PERINAT_P;2019;340000033;340780055;MIVG;;4;0.4;;;;
PERINAT_P;2019;340000033;340780055;N2340;2;3;4.58;;;;
PERINAT_P;2019;340000033;340780055;N2530;3;;2.08;;;;
PERINAT_P;2019;340000033;340780055;N2800;16;21;28.27;;;;
PERINAT_P;2019;340000033;340780055;N280H;14;18;12.14;;;;
PERINAT_P;2019;340000033;340780055;NAUT;27;7;31.01;;;;
PERINAT_P;2019;340000223;340011295;M1030;0;0;0;;1;;1
PERINAT_P;2019;340000223;340011295;M1140;1;1;1.3;0;1;;
PERINAT_P;2019;340000223;340011295;M2050;7;1;5.86;0;1;;
PERINAT_P;2019;340000223;340011295;MAUT;0;1;0.1;;;;
PERINAT_P;2019;340000223;340011295;N2200;5;2;3.25;;;;
PERINAT_P;2019;340000223;340011295;N2340;4;2;2.55;;;;
PERINAT_P;2019;340000223;340011295;N2530;7;4;5.98;;;;
PERINAT_P;2019;340000223;340011295;N2800;12;3;13.44;;;;
PERINAT_P;2019;340000223;340011295;N280H;12;3;13.44;;;;
PERINAT_P;2019;340000223;340011295;NAUT;5;9;7.4;;;;
PERINAT_P;2019;340009885;340009877;M1030;3;2;4;0;1;;1
PERINAT_P;2019;340009885;340009877;M1140;;5;2;0;1;;
PERINAT_P;2019;340009885;340009877;M2050;;12;5;0;1;;
PERINAT_P;2019;340009885;340009877;MIVG;;17;2.5;;;;
PERINAT_P;2019;340009885;340009877;N2530;12;7;16.87;;;;
PERINAT_P;2019;340009885;340009877;N2700;;1;0.1;;;;
PERINAT_P;2019;340009885;340009877;N2800;11;11;16.43;;;;
PERINAT_P;2019;340009885;340009877;N280H;11;11;16.43;;;;
PERINAT_P;2019;340022979;340000306;M1030;5;2;6;1;;1;
PERINAT_P;2019;340022979;340000306;M1140;;10;6;0;1;;
PERINAT_P;2019;340022979;340000306;M2050;;30;15;1;;;
PERINAT_P;2019;340022979;340000306;MIVG;;27;2;;;;
PERINAT_P;2019;340022979;340000306;N2200;1;0;1;;;;
PERINAT_P;2019;340022979;340000306;N2340;8;4;10.26;;;;
PERINAT_P;2019;340022979;340000306;N2530;29;4;31.32;;;;
PERINAT_P;2019;340022979;340000306;N2700;0;2;0.78;;;;
PERINAT_P;2019;340022979;340000306;N2800;29;19;40.8;;;;
PERINAT_P;2019;340022979;340000306;N280H;11;12;17.27;;;;
PERINAT_P;2019;340022979;340000306;NAUT;1;0;0.91;;;;
PERINAT_P;2019;340780675;340000298;M1030;10;2;11.5;1;1;1;0
PERINAT_P;2019;340780675;340000298;M1140;;9;5;1;0;;
PERINAT_P;2019;340780675;340000298;M2050;7;12;11;1;0;;
PERINAT_P;2019;340780675;340000298;MIVG;;17;10;;;;
PERINAT_P;2019;340780675;340000298;N2340;3;2;4.64;;;;
PERINAT_P;2019;340780675;340000298;N2530;2;;2;;;;
PERINAT_P;2019;340780675;340000298;N2700;;1;0.73;;;;
PERINAT_P;2019;340780675;340000298;N2800;16;11;24;;;;
PERINAT_P;2019;340780675;340000298;N280H;8;4;11.5;;;;
PERINAT_P;2019;340780717;340023225;M1030;;4;3;0;0;;
PERINAT_P;2019;340780717;340023225;M1140;3;;3;0;0;;
PERINAT_P;2019;340780717;340023225;M2050;2;2;3;0;0;;
PERINAT_P;2019;340780717;340023225;MIVG;2;2;3;;;;
PERINAT_P;2019;340780717;340023225;N2800;4;4;6;;;;
PERINAT_P;2019;340780717;340023225;N280H;1;;1;;;;
PERINAT_P;2019;340780741;340000348;M1030;4;0;4;0;1;0;0
PERINAT_P;2019;340780741;340000348;M1140;4;0;4;0;1;;
PERINAT_P;2019;340780741;340000348;M2050;4;0;4;0;1;;
PERINAT_P;2019;340780741;340000348;MIVG;4;0;4;;;;
PERINAT_P;2019;340780741;340000348;N2200;5;0;5;;;;
PERINAT_P;2019;340780741;340000348;N2530;3;0;3;;;;
PERINAT_P;2019;340780741;340000348;N2700;0;1;0.2;;;;
PERINAT_P;2019;340780741;340000348;N2800;6;2;7;;;;
PERINAT_P;2019;340780741;340000348;N280H;5;2;6;;;;
PERINAT_P;2019;340780741;340000348;NAUT;7;0;7;;;;
PERINAT_P;2019;340796663;340780477;M1030;;6;1.53;1;1;1;1
PERINAT_P;2019;340796663;340780477;M1140;7;12;9.9;1;1;;
PERINAT_P;2019;340796663;340780477;M2050;1;10;5.63;1;1;;
PERINAT_P;2019;340796663;340780477;MAUT;1;11;6.4;;;;
PERINAT_P;2019;340796663;340780477;MIVG;1;7;1.38;;;;
PERINAT_P;2019;340796663;340780477;N2200;33;6;33.68;;;;
PERINAT_P;2019;340796663;340780477;N2340;88;13;86.63;;;;
PERINAT_P;2019;340796663;340780477;N2530;42;2;41.3;;;;
PERINAT_P;2019;340796663;340780477;N2700;3;3;3.05;;;;
PERINAT_P;2019;340796663;340780477;N2800;79;9;73.03;;;;
PERINAT_P;2019;340796663;340780477;N280H;78;7;71.73;;;;
PERINAT_P;2019;340796663;340780477;NAUT;44;6;47.81;;;;
PERINAT_P;2019;350000121;350000303;M1030;29;;29;1;0;1;0
PERINAT_P;2019;350000121;350000303;M1140;5;;5;0;1;;
PERINAT_P;2019;350000121;350000303;M2050;12;;12;0;1;;
PERINAT_P;2019;350000121;350000303;N2200;4;2;5.74;;;;
PERINAT_P;2019;350000121;350000303;N2340;3;5;6.7;;;;
PERINAT_P;2019;350000121;350000303;N2530;18;9;24.63;;;;
PERINAT_P;2019;350000121;350000303;N2700;;1;0.5;;;;
PERINAT_P;2019;350000121;350000303;N2800;19;8;23.9;;;;
PERINAT_P;2019;350000121;350000303;NAUT;6;;6;;;;
PERINAT_P;2019;350000139;350001137;M1030;10;5;14.28;1;1;1;1
PERINAT_P;2019;350000139;350001137;M1140;;9;4.66;1;1;;
PERINAT_P;2019;350000139;350001137;M2050;11;10;15.38;1;1;;
PERINAT_P;2019;350000139;350001137;N2340;5;15;17.83;;;;
PERINAT_P;2019;350000139;350001137;N2530;23;19;42.02;;;;
PERINAT_P;2019;350000139;350001137;N2700;1;2;2.31;;;;
PERINAT_P;2019;350000139;350001137;N2800;44;26;70.53;;;;
PERINAT_P;2019;350000147;350000022;M1030;;12;1;1;0;;
PERINAT_P;2019;350000147;350000022;M1140;;1;0.54;0;1;;
PERINAT_P;2019;350000147;350000022;M2050;;14;1.94;1;0;;
PERINAT_P;2019;350000147;350000022;MIVG;;1;0.3;;;;
PERINAT_P;2019;350000147;350000022;N2530;15;18;24.48;;;;
PERINAT_P;2019;350000147;350000022;N2700;0;1;0.65;;;;
PERINAT_P;2019;350000147;350000022;N2800;13;19;25.73;;;;
PERINAT_P;2019;350000147;350000022;NAUT;4;7;7.87;;;;
PERINAT_P;2019;350000154;350000030;M1030;9;3;0.44;1;0;0;0
PERINAT_P;2019;350000154;350000030;M1140;1;3;1.22;0;;;
PERINAT_P;2019;350000154;350000030;M2050;6;2;2.63;0;1;;
PERINAT_P;2019;350000154;350000030;MIVG;1;2;0.2;;;;
PERINAT_P;2019;350000154;350000030;N2200;2;4;4;;;;
PERINAT_P;2019;350000154;350000030;N2340;4;2;3.9;;;;
PERINAT_P;2019;350000154;350000030;N2530;5;4;5.8;;;;
PERINAT_P;2019;350000154;350000030;N2800;17;4;16.7;;;;
PERINAT_P;2019;350000154;350000030;N280H;13;4;5.95;;;;
PERINAT_P;2019;350000154;350000030;NAUT;17;8;13.6;;;;
PERINAT_P;2019;350000162;350000048;M1030;;;;1;0;0;
PERINAT_P;2019;350000162;350000048;M1140;1;;0.1;0;1;;
PERINAT_P;2019;350000162;350000048;M2050;4;;3.86;0;1;;
PERINAT_P;2019;350000162;350000048;MAUT;2;;1.46;;;;
PERINAT_P;2019;350000162;350000048;MIVG;;;0.1;;;;
PERINAT_P;2019;350000162;350000048;N2200;;;0.75;;;;
PERINAT_P;2019;350000162;350000048;N2530;6;;8.17;;;;
PERINAT_P;2019;350000162;350000048;N2800;8;10;15.36;;;;
PERINAT_P;2019;350000162;350000048;N280H;6;7;5.73;;;;
PERINAT_P;2019;350000162;350000048;NAUT;8;8;12.37;;;;
PERINAT_P;2019;350000188;350000055;M1030;;;;0;1;0;0
PERINAT_P;2019;350000188;350000055;M1140;2;4;3.49;0;1;;
PERINAT_P;2019;350000188;350000055;M2050;2;2;3.4;0;1;;
PERINAT_P;2019;350000188;350000055;N2530;0;0;0.46;;;;
PERINAT_P;2019;350000188;350000055;N2700;1;0;0.15;;;;
PERINAT_P;2019;350000188;350000055;N2800;9;10;15.9;;;;
PERINAT_P;2019;350000188;350000055;NAUT;20;5;13;;;;
PERINAT_P;2019;350007084;350005179;M1030;4;15;2.17;;;;
PERINAT_P;2019;350007084;350005179;M1140;14;1;7.43;;;;
PERINAT_P;2019;350007084;350005179;M2050;32;5;9.77;;;;
PERINAT_P;2019;350007084;350005179;N2200;35;30;60.5;;;;
PERINAT_P;2019;350007084;350005179;N2340;41;38;70.63;;;;
PERINAT_P;2019;350007084;350005179;N2530;50;28;71.29;;;;
PERINAT_P;2019;350007084;350005179;N2700;1;3;2;;;;
PERINAT_P;2019;350007084;350005179;N2800;63;39;88.63;;;;
PERINAT_P;2019;350007084;350005179;NAUT;82;42;107.73;;;;
PERINAT_P;2019;360000038;360000046;M2050;;3;0.45;0;0;;
PERINAT_P;2019;360000038;360000046;N2800;2;1;2.9;;;;
PERINAT_P;2019;360000137;360000053;M1030;7;;6.7;1;0;0;0
PERINAT_P;2019;360000137;360000053;M1140;3;0;1.5;;1;;
PERINAT_P;2019;360000137;360000053;M2050;3;0;1.5;1;0;;
PERINAT_P;2019;360000137;360000053;MIVG;1;;0.2;;;;
PERINAT_P;2019;360000137;360000053;N2200;5;;6.7;;;;
PERINAT_P;2019;360000137;360000053;N2340;1;;1;;;;
PERINAT_P;2019;360000137;360000053;N2530;4;5;9.37;;;;
PERINAT_P;2019;360000137;360000053;N2700;;1;0.84;;;;
PERINAT_P;2019;360000137;360000053;N2800;13;19;16.85;;;;
PERINAT_P;2019;360000137;360000053;NAUT;22;14;29.58;;;;
PERINAT_P;2019;360000160;360000053;N2530;2;;2;;;;
PERINAT_P;2019;360000160;360000053;N2800;1;2;1.94;;;;
PERINAT_P;2019;360000160;360000053;NAUT;1;1;1.67;;;;
PERINAT_P;2019;370000499;370000481;M1030;7;1;7.04;;;;
PERINAT_P;2019;370000499;370000481;M1140;30;18;33.34;;;;
PERINAT_P;2019;370000531;370000606;M1030;;;;1;;1;0
PERINAT_P;2019;370000531;370000606;M1140;1;2;1.42;0;0;;
PERINAT_P;2019;370000531;370000606;M2050;;4;3.01;1;0;;
PERINAT_P;2019;370000531;370000606;N2530;15;2;17.3;;;;
PERINAT_P;2019;370000531;370000606;N2700;1;1;0.2;;;;
PERINAT_P;2019;370000531;370000606;N2800;12;5;14.85;;;;
PERINAT_P;2019;370000531;370000606;N280H;7;0;6;;;;
PERINAT_P;2019;370000531;370000606;NAUT;3;1;3.06;;;;
PERINAT_P;2019;370000861;370000481;M1030;11;8;18.73;1;;;
PERINAT_P;2019;370000861;370000481;M1140;12;9;14.87;1;;;
PERINAT_P;2019;370000861;370000481;M2050;22;6;21.96;1;1;;
PERINAT_P;2019;370000861;370000481;N2200;53;41;74.47;;;;
PERINAT_P;2019;370000861;370000481;N2340;14;16;25.89;;;;
PERINAT_P;2019;370000861;370000481;N2530;40;24;53.66;;;;
PERINAT_P;2019;370000861;370000481;N2700;4;2;4.03;;;;
PERINAT_P;2019;370000861;370000481;N2800;62;40;82.25;;;;
PERINAT_P;2019;370000861;370000481;N280H;55;36;73.69;;;;
PERINAT_P;2019;370000861;370000481;NAUT;114;44;135.85;;;;
PERINAT_P;2019;370000879;370000564;M1140;;2;0.43;0;0;;
PERINAT_P;2019;370000879;370000564;M2050;1;1;1.32;0;0;;
PERINAT_P;2019;370000879;370000564;MIVG;;;0.1;;;;
PERINAT_P;2019;370000879;370000564;N2800;5;3;7.09;;;;
PERINAT_P;2019;370000879;370000564;NAUT;5;1;6.4;;;;
PERINAT_P;2019;370000903;370000614;N2800;0;2;0.66;;;;
PERINAT_P;2019;370000903;370000614;NAUT;0;1;0.86;;;;
PERINAT_P;2019;370007569;370007528;M1030;;;;1;0;1;
PERINAT_P;2019;370007569;370007528;M1140;3;;3;0;1;;
PERINAT_P;2019;370007569;370007528;M2050;12;;12;1;0;;
PERINAT_P;2019;370007569;370007528;N2200;9;2;8.16;;;;
PERINAT_P;2019;370007569;370007528;N2340;0;;0.07;;;;
PERINAT_P;2019;370007569;370007528;N2530;33;;22.17;;;;
PERINAT_P;2019;370007569;370007528;N2700;;1;0.16;;;;
PERINAT_P;2019;370007569;370007528;N2800;26;0;19.24;;;;
PERINAT_P;2019;370007569;370007528;N280H;14;;9.77;;;;
PERINAT_P;2019;370007569;370007528;NAUT;5;7;9.89;;;;
PERINAT_P;2019;380000026;380780031;M2050;;1;0.05;;;;
PERINAT_P;2019;380000026;380780031;N2800;;1;0.82;;;;
PERINAT_P;2019;380000026;380780031;NAUT;;0;0.2;;;;
PERINAT_P;2019;380000034;380780049;M1140;0;1;0.41;;;;
PERINAT_P;2019;380000034;380780049;M2050;0;6;1.46;;;;
PERINAT_P;2019;380000034;380780049;MIVG;0;2;0.28;;;;
PERINAT_P;2019;380000034;380780049;N2200;0;0;0.01;;;;
PERINAT_P;2019;380000034;380780049;N2340;0;3;2.46;;;;
PERINAT_P;2019;380000034;380780049;N2700;0;3;0.8;;;;
PERINAT_P;2019;380000034;380780049;N2800;12;10;19.66;;;;
PERINAT_P;2019;380000034;380780049;N280H;12;10;19.66;;;;
PERINAT_P;2019;380000034;380780049;NAUT;21;5;25.77;;;;
PERINAT_P;2019;380000042;380780056;N2800;0;1;0.4;;;;
PERINAT_P;2019;380000042;380780056;NAUT;0;1;0.3;;;;
PERINAT_P;2019;380000067;380780080;M1030;1;;0.5;1;0;1;0
PERINAT_P;2019;380000067;380780080;M1140;9;11;10.98;1;0;;
PERINAT_P;2019;380000067;380780080;M2050;4;17;11.25;1;1;;
PERINAT_P;2019;380000067;380780080;MAUT;2;3;2;;;;
PERINAT_P;2019;380000067;380780080;MIVG;;5;1.65;;;;
PERINAT_P;2019;380000067;380780080;N2200;15;10;26.16;;;;
PERINAT_P;2019;380000067;380780080;N2340;41;26;61.13;;;;
PERINAT_P;2019;380000067;380780080;N2530;30;12;39.09;;;;
PERINAT_P;2019;380000067;380780080;N2700;;2;1.2;;;;
PERINAT_P;2019;380000067;380780080;N2800;47;32;69.95;;;;
PERINAT_P;2019;380000067;380780080;NAUT;22;14;32.05;;;;
PERINAT_P;2019;380000091;380780171;M2050;;1;0.08;0;0;;
PERINAT_P;2019;380000091;380780171;N2800;2;;2;;;;
PERINAT_P;2019;380000174;380781435;M1030;;12;0.35;1;0;0;0
PERINAT_P;2019;380000174;380781435;M1140;;6;3.55;1;0;;
PERINAT_P;2019;380000174;380781435;M2050;4;9;8.59;1;0;;
PERINAT_P;2019;380000174;380781435;MIVG;;2;0.29;;;;
PERINAT_P;2019;380000174;380781435;N2200;5;1;4.28;;;;
PERINAT_P;2019;380000174;380781435;N2340;2;1;1.59;;;;
PERINAT_P;2019;380000174;380781435;N2530;36;5;38.93;;;;
PERINAT_P;2019;380000174;380781435;N2700;0;1;0.8;;;;
PERINAT_P;2019;380000174;380781435;N2800;28;12;36.18;;;;
PERINAT_P;2019;380000174;380781435;N280H;7;2;7.6;;;;
PERINAT_P;2019;380000174;380781435;NAUT;7;11;13.63;;;;
PERINAT_P;2019;380000406;380784751;M2050;2;6;6.09;;;;
PERINAT_P;2019;380000406;380784751;MIVG;0;1;0.2;;;;
PERINAT_P;2019;380000406;380784751;N2200;3;3;2.09;;;;
PERINAT_P;2019;380000406;380784751;N2340;6;2;5.41;;;;
PERINAT_P;2019;380000406;380784751;N2530;14;8;13.17;;;;
PERINAT_P;2019;380000406;380784751;N2700;1;0;0.75;;;;
PERINAT_P;2019;380000406;380784751;N2800;14;14;25.69;;;;
PERINAT_P;2019;380000406;380784751;N280H;14;14;8.9;;;;
PERINAT_P;2019;380000406;380784751;NAUT;4;2;1.89;;;;
PERINAT_P;2019;380012658;380012609;M1030;;;;1;1;1;0
PERINAT_P;2019;380012658;380012609;M1140;0;9;2.27;0;1;;
PERINAT_P;2019;380012658;380012609;M2050;9;8;13.85;1;1;;
PERINAT_P;2019;380012658;380012609;MIVG;0;1;0.3;;;;
PERINAT_P;2019;380012658;380012609;N2200;0;1;0.79;;;;
PERINAT_P;2019;380012658;380012609;N2340;0;2;1.5;;;;
PERINAT_P;2019;380012658;380012609;N2530;14;8;21.69;;;;
PERINAT_P;2019;380012658;380012609;N2700;0;1;0.33;;;;
PERINAT_P;2019;380012658;380012609;N2800;14;22;35.62;;;;
PERINAT_P;2019;380020123;380021139;M2050;;2;1;0;0;;
PERINAT_P;2019;380020123;380021139;N2800;1;;1;;;;
PERINAT_P;2019;380780197;380798173;M1030;;;;1;;1;
PERINAT_P;2019;380780197;380798173;M1140;1;4;2.89;0;1;;
PERINAT_P;2019;380780197;380798173;M2050;;;;0;1;;
PERINAT_P;2019;380780197;380798173;N2200;1;2;1.89;;;;
PERINAT_P;2019;380780197;380798173;N2340;3;;3.02;;;;
PERINAT_P;2019;380780197;380798173;N2530;14;1;17.43;;;;
PERINAT_P;2019;380780197;380798173;N2700;;1;0.4;;;;
PERINAT_P;2019;380780197;380798173;N2800;5;16;20.03;;;;
PERINAT_P;2019;380780197;380798173;N280H;4;11;9.63;;;;
PERINAT_P;2019;380780197;380798173;NAUT;;2;0.58;;;;
PERINAT_P;2019;380780288;380019224;M2050;;1;0.5;;;;
PERINAT_P;2019;380785956;380795211;M1030;14;;14;;;;
PERINAT_P;2019;380785956;380795211;M1140;;8;4;0;1;;
PERINAT_P;2019;380785956;380795211;M2050;7;;7;1;0;;
PERINAT_P;2019;380785956;380795211;N2340;1;;1;;;;
PERINAT_P;2019;380785956;380795211;N2530;9;4;11.64;;;;
PERINAT_P;2019;380785956;380795211;N2700;;1;0.17;;;;
PERINAT_P;2019;380785956;380795211;N2800;5;12;13.26;;;;
PERINAT_P;2019;380785956;380795211;N280H;5;12;13.26;;;;
PERINAT_P;2019;380786442;380798025;M1030;19;;19;1;;1;
PERINAT_P;2019;380786442;380798025;M1140;1;7;4.5;;1;;
PERINAT_P;2019;380786442;380798025;M2050;16;;16;1;1;;
PERINAT_P;2019;380786442;380798025;MIVG;3;;3;;;;
PERINAT_P;2019;380786442;380798025;N2340;2;9;8.29;;;;
PERINAT_P;2019;380786442;380798025;N2530;13;13;22.23;;;;
PERINAT_P;2019;380786442;380798025;N2700;;2;0.5;;;;
PERINAT_P;2019;380786442;380798025;N2800;15;19;27.96;;;;
PERINAT_P;2019;380786442;380798025;N280H;6;3;7.82;;;;
PERINAT_P;2019;390000040;390780146;M1140;2;3;3.21;0;1;;
PERINAT_P;2019;390000040;390780146;M2050;;1;0.38;0;1;;
PERINAT_P;2019;390000040;390780146;N2200;7;4;3.38;;;;
PERINAT_P;2019;390000040;390780146;N2340;5;6;5.26;;;;
