BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2019;010000024;010780054;M1030;;16;2.99;1;0;1;
PERINAT_P;2019;010000024;010780054;M1140;;2;2.28;1;0;;
PERINAT_P;2019;010000024;010780054;M2050;;8;5.31;1;0;;
PERINAT_P;2019;010000024;010780054;MIVG;;7;0.45;;;;
PERINAT_P;2019;010000024;010780054;N2200;2;4;4.02;;;;
PERINAT_P;2019;010000024;010780054;N2340;7;15;13.39;;;;
PERINAT_P;2019;010000024;010780054;N2530;11;23;22.2;;;;
PERINAT_P;2019;010000024;010780054;N2700;;1;0.65;;;;
PERINAT_P;2019;010000024;010780054;N2800;12;30;28.98;;;;
PERINAT_P;2019;010000024;010780054;N280H;12;30;28.98;;;;
PERINAT_P;2019;010000024;010780054;NAUT;11;5;15.83;;;;
PERINAT_P;2019;010000032;010780062;M1140;1;;1;0;1;;
PERINAT_P;2019;010000032;010780062;M2050;1;;1;1;0;;
PERINAT_P;2019;010000032;010780062;N2800;9;3;10.63;;;;
PERINAT_P;2019;010000032;010780062;N280H;9;3;10.63;;;;
PERINAT_P;2019;010005239;010008407;M2050;2;1;2.56;;;;
PERINAT_P;2019;010005239;010008407;MAUT;0;0;0.26;;;;
PERINAT_P;2019;010005239;010008407;N2530;7;5;12.28;;;;
PERINAT_P;2019;010005239;010008407;N2700;0;1;0.03;;;;
PERINAT_P;2019;010005239;010008407;N2800;14;5;16.92;;;;
PERINAT_P;2019;010005239;010008407;N280H;14;5;16.92;;;;
PERINAT_P;2019;010780203;010010718;M1030;4;;4;0;1;;1
PERINAT_P;2019;010780203;010010718;M1140;;2;2;0;1;;
PERINAT_P;2019;010780203;010010718;M2050;4;3;5;0;1;;
PERINAT_P;2019;010780203;010010718;MAUT;;;0.41;;;;
PERINAT_P;2019;010780203;010010718;N2530;12;;11.32;;;;
PERINAT_P;2019;010780203;010010718;N2800;12;0;12.76;;;;
PERINAT_P;2019;010780203;010010718;N280H;5;;5;;;;
PERINAT_P;2019;020000162;020000063;M1030;1;0;1;;;;
PERINAT_P;2019;020000162;020000063;M1140;5;3;6.3;1;;;
PERINAT_P;2019;020000162;020000063;M2050;6;1;6.4;1;;;
PERINAT_P;2019;020000162;020000063;MIVG;0;1;0.2;;;;
PERINAT_P;2019;020000162;020000063;N2200;8;8;11.98;;;;
PERINAT_P;2019;020000162;020000063;N2340;14;6;18.51;;;;
PERINAT_P;2019;020000162;020000063;N2530;8;3;9.68;;;;
PERINAT_P;2019;020000162;020000063;N2700;2;0;2;;;;
PERINAT_P;2019;020000162;020000063;N2800;21;9;24.46;;;;
PERINAT_P;2019;020000162;020000063;N280H;21;9;24.46;;;;
PERINAT_P;2019;020000162;020000063;NAUT;20;9;22.74;;;;
PERINAT_P;2019;020000394;020000253;M1140;0;5;2.22;;;;
PERINAT_P;2019;020000394;020000253;M2050;2;3;3.45;;;;
PERINAT_P;2019;020000394;020000253;MIVG;0;1;0.98;;;;
PERINAT_P;2019;020000394;020000253;N2200;13;0;13.44;;;;
PERINAT_P;2019;020000394;020000253;N2340;1;1;1.27;;;;
PERINAT_P;2019;020000394;020000253;N2530;7;0;7.29;;;;
PERINAT_P;2019;020000394;020000253;N2700;0;1;0.6;;;;
PERINAT_P;2019;020000394;020000253;N2800;15;6;18.62;;;;
PERINAT_P;2019;020000394;020000253;N280H;15;6;18.62;;;;
PERINAT_P;2019;020000394;020000253;NAUT;13;1;12.59;;;;
PERINAT_P;2019;020000519;020000261;M1030;1;2;2;1;0;0;0
PERINAT_P;2019;020000519;020000261;M1140;4;4;6.5;1;0;;
PERINAT_P;2019;020000519;020000261;M2050;5;;5;0;1;;
PERINAT_P;2019;020000519;020000261;MAUT;3;;3;;;;
PERINAT_P;2019;020000519;020000261;MIVG;;2;1;;;;
PERINAT_P;2019;020000519;020000261;N2200;9;2;10.9;;;;
PERINAT_P;2019;020000519;020000261;N2340;2;;2;;;;
PERINAT_P;2019;020000519;020000261;N2530;15;5;19.2;;;;
PERINAT_P;2019;020000519;020000261;N2700;;1;0.6;;;;
PERINAT_P;2019;020000519;020000261;N2800;12;3;14.1;;;;
PERINAT_P;2019;020000519;020000261;N280H;6;;6;;;;
PERINAT_P;2019;020000519;020000261;NAUT;8;1;8.5;;;;
PERINAT_P;2019;020000535;020000287;M1030;0;2;4.73;1;0;0;0
PERINAT_P;2019;020000535;020000287;M1140;0;3;1.3;0;1;;
PERINAT_P;2019;020000535;020000287;M2050;0;5;3.48;0;1;;
PERINAT_P;2019;020000535;020000287;MIVG;0;2;0.02;;;;
PERINAT_P;2019;020000535;020000287;N2200;2;0;2.84;;;;
PERINAT_P;2019;020000535;020000287;N2340;2;1;1.87;;;;
PERINAT_P;2019;020000535;020000287;N2530;8;;7.88;;;;
PERINAT_P;2019;020000535;020000287;N2800;10;2;11.87;;;;
PERINAT_P;2019;020000535;020000287;N280H;10;2;11.87;;;;
PERINAT_P;2019;020000535;020000287;NAUT;10;3;7.59;;;;
PERINAT_P;2019;020001061;020004404;M1030;;2;0.75;;;;
PERINAT_P;2019;020001061;020004404;M1140;3;2;2.82;0;1;;
PERINAT_P;2019;020001061;020004404;M2050;3;3;4.78;0;1;;
PERINAT_P;2019;020001061;020004404;N2200;1;2;2.44;;;;
PERINAT_P;2019;020001061;020004404;N2340;5;1;5.78;;;;
PERINAT_P;2019;020001061;020004404;N2700;1;;0.07;;;;
PERINAT_P;2019;020001061;020004404;N2800;14;4;15.35;;;;
PERINAT_P;2019;020001061;020004404;NAUT;23;2;22.35;;;;
PERINAT_P;2019;020001087;020004495;N2530;1;0;1;;;;
PERINAT_P;2019;020001087;020004495;N2800;1;0;1;;;;
PERINAT_P;2019;020001087;020004495;NAUT;1;0;1;;;;
PERINAT_P;2019;020010047;020001632;M1030;7;;7;0;1;0;0
PERINAT_P;2019;020010047;020001632;M1140;2;;2;0;1;;
PERINAT_P;2019;020010047;020001632;M2050;6;;6;0;1;;
PERINAT_P;2019;020010047;020001632;N2340;;1;0.5;;;;
PERINAT_P;2019;020010047;020001632;N2530;7;4;9.3;;;;
PERINAT_P;2019;020010047;020001632;N2700;;1;0.5;;;;
PERINAT_P;2019;020010047;020001632;N2800;9;3;10.8;;;;
PERINAT_P;2019;020010047;020001632;N280H;9;3;10.8;;;;
PERINAT_P;2019;020010047;020001632;NAUT;10;1;10.5;;;;
PERINAT_P;2019;030000061;030780092;M1030;0;0;0;1;0;0;0
PERINAT_P;2019;030000061;030780092;M1140;0;5;0.79;0;1;;
PERINAT_P;2019;030000061;030780092;M2050;0;4;0.83;0;1;;
PERINAT_P;2019;030000061;030780092;MIVG;0;0;0.15;;;;
PERINAT_P;2019;030000061;030780092;N2200;1;4;2.56;;;;
PERINAT_P;2019;030000061;030780092;N2340;5;1;5.45;;;;
PERINAT_P;2019;030000061;030780092;N2530;11;5;15.01;;;;
PERINAT_P;2019;030000061;030780092;N2800;18;14;27.32;;;;
PERINAT_P;2019;030000061;030780092;N280H;15;14;13;;;;
PERINAT_P;2019;030000061;030780092;NAUT;19;20;28.43;;;;
PERINAT_P;2019;030000079;030780100;M1140;5;3;5.46;0;1;;
PERINAT_P;2019;030000079;030780100;M2050;5;1;6.52;0;1;;
PERINAT_P;2019;030000079;030780100;N2340;6;1;7.69;;;;
PERINAT_P;2019;030000079;030780100;N2530;11;3;12.99;;;;
PERINAT_P;2019;030000079;030780100;N2700;1;;1;;;;
PERINAT_P;2019;030000079;030780100;N2800;17;8;21.17;;;;
PERINAT_P;2019;030000079;030780100;NAUT;14;2;13.56;;;;
PERINAT_P;2019;030000087;030780118;M1030;6;2;7.1;1;0;0;0
PERINAT_P;2019;030000087;030780118;M1140;4;1;4.16;0;1;;
PERINAT_P;2019;030000087;030780118;M2050;6;1;3.77;0;1;;
PERINAT_P;2019;030000087;030780118;MIVG;4;1;0.21;;;;
PERINAT_P;2019;030000087;030780118;N2530;11;1;11.9;;;;
PERINAT_P;2019;030000087;030780118;N2700;1;0;1;;;;
PERINAT_P;2019;030000087;030780118;N2800;14;13;24.9;;;;
PERINAT_P;2019;030000087;030780118;NAUT;7;3;9.3;;;;
PERINAT_P;2019;030781116;030000426;M1030;1;;1;;;;
PERINAT_P;2019;030781116;030000426;MIVG;1;;1;;;;
PERINAT_P;2019;040000093;040780215;M1140;2;2;0.77;0;1;;
PERINAT_P;2019;040000093;040780215;M2050;4;1;0.73;;1;;
PERINAT_P;2019;040000093;040780215;MIVG;4;1;0.73;;;;
PERINAT_P;2019;040000093;040780215;N2200;1;1;1.86;;;;
PERINAT_P;2019;040000093;040780215;N2340;4;3;4.66;;;;
PERINAT_P;2019;040000093;040780215;N2700;0;1;0.26;;;;
PERINAT_P;2019;040000093;040780215;N2800;12;9;17.41;;;;
PERINAT_P;2019;040000093;040780215;N280H;12;9;17.41;;;;
PERINAT_P;2019;040000093;040780215;NAUT;7;6;11.54;;;;
PERINAT_P;2019;040000135;050002948;N2200;0;1;0.1;;;;
PERINAT_P;2019;040000135;050002948;N2800;0;2;0.32;;;;
PERINAT_P;2019;040000135;050002948;N280H;0;2;0.32;;;;
PERINAT_P;2019;040000135;050002948;NAUT;0;2;0.05;;;;
PERINAT_P;2019;040000911;040788879;M1140;;;;0;1;;
PERINAT_P;2019;040000911;040788879;M2050;;3;2.29;0;1;;
PERINAT_P;2019;040000911;040788879;N2700;;1;0.3;;;;
PERINAT_P;2019;040000911;040788879;N2800;;11;4.34;;;;
PERINAT_P;2019;040000911;040788879;NAUT;3;9;5.28;;;;
PERINAT_P;2019;050000231;050000116;M2050;0;3;0.95;;;;
PERINAT_P;2019;050000231;050000116;N2530;5;2;5.78;;;;
PERINAT_P;2019;050000231;050000116;N2700;0;1;0.25;;;;
PERINAT_P;2019;050000231;050000116;N2800;1;11;8.43;;;;
PERINAT_P;2019;050000231;050000116;N280H;1;11;8.43;;;;
PERINAT_P;2019;050000231;050000116;NAUT;2;3;3.42;;;;
PERINAT_P;2019;050000256;050000124;N2800;1;;1;;;;
PERINAT_P;2019;050000256;050000124;NAUT;;1;0.05;;;;
PERINAT_P;2019;050000348;050002948;M1140;0;5;1.93;;;;
PERINAT_P;2019;050000348;050002948;M2050;0;7;4.17;;;;
PERINAT_P;2019;050000348;050002948;MIVG;0;1;0.3;;;;
PERINAT_P;2019;050000348;050002948;N2200;0;3;1.49;;;;
PERINAT_P;2019;050000348;050002948;N2340;0;10;6.8;;;;
PERINAT_P;2019;050000348;050002948;N2530;6;19;20.23;;;;
PERINAT_P;2019;050000348;050002948;N2700;0;1;0.1;;;;
PERINAT_P;2019;050000348;050002948;N2800;9;16;19.34;;;;
PERINAT_P;2019;050000348;050002948;N280H;9;16;19.34;;;;
PERINAT_P;2019;050000348;050002948;NAUT;6;14;15.56;;;;
PERINAT_P;2019;060000478;060780897;M1140;6;0;1.87;;;;
PERINAT_P;2019;060000478;060780897;M2050;6;2;0.53;;;;
PERINAT_P;2019;060000478;060780897;N2530;16;5;20.69;;;;
PERINAT_P;2019;060000478;060780897;N2700;0;1;0.81;;;;
PERINAT_P;2019;060000478;060780897;N2800;23;12;28.43;;;;
PERINAT_P;2019;060000478;060780897;N280H;23;12;28.43;;;;
PERINAT_P;2019;060000478;060780897;NAUT;5;1;6.08;;;;
PERINAT_P;2019;060000510;060780954;M1030;;;;1;0;0;0
PERINAT_P;2019;060000510;060780954;M1140;2;9;5.04;0;1;;
PERINAT_P;2019;060000510;060780954;M2050;5;1;3.17;0;1;;
PERINAT_P;2019;060000510;060780954;N2700;;;0.3;;;;
PERINAT_P;2019;060000510;060780954;N2800;15;5;17.43;;;;
PERINAT_P;2019;060000544;060780988;M1030;1;;1;1;0;0;0
PERINAT_P;2019;060000544;060780988;M1140;;4;0.75;1;0;;
PERINAT_P;2019;060000544;060780988;M2050;3;12;7.76;1;0;;
PERINAT_P;2019;060000544;060780988;MIVG;;2;0.41;;;;
PERINAT_P;2019;060000544;060780988;N2200;1;1;2.06;;;;
PERINAT_P;2019;060000544;060780988;N2340;2;1;2.8;;;;
PERINAT_P;2019;060000544;060780988;N2530;17;11;25.3;;;;
PERINAT_P;2019;060000544;060780988;N2700;;2;0.44;;;;
PERINAT_P;2019;060000544;060780988;N2800;24;4;26.23;;;;
PERINAT_P;2019;060000544;060780988;N280H;13;;13;;;;
PERINAT_P;2019;060000544;060780988;NAUT;19;2;18.44;;;;
PERINAT_P;2019;060002102;060791761;M2050;1;3;1.3;0;0;;
PERINAT_P;2019;060002102;060791761;N2800;1;;1;;;;
PERINAT_P;2019;060002102;060791761;NAUT;2;;1.5;;;;
PERINAT_P;2019;060780517;060000239;M1030;;13;;0;1;;
PERINAT_P;2019;060780517;060000239;M1140;;5;;0;1;;
PERINAT_P;2019;060780517;060000239;M2050;8;4;;0;1;;
PERINAT_P;2019;060780517;060000239;MIVG;;6;;;;;
PERINAT_P;2019;060780517;060000239;N2530;9;9;12.1;;;;
PERINAT_P;2019;060780517;060000239;N2700;;1;0.47;;;;
PERINAT_P;2019;060780517;060000239;N2800;8;8;11.72;;;;
PERINAT_P;2019;060780517;060000239;N280H;1;0;1;;;;
PERINAT_P;2019;060780715;060000361;M1030;;8;3.6;1;;;
PERINAT_P;2019;060780715;060000361;M1140;;32;4.8;0;0;;
PERINAT_P;2019;060780715;060000361;M2050;;15;6;1;;;
PERINAT_P;2019;060780715;060000361;N2340;2;;2;;;;
PERINAT_P;2019;060780715;060000361;N2700;;1;0.2;;;;
PERINAT_P;2019;060780715;060000361;N2800;18;3;19.1;;;;
PERINAT_P;2019;060780715;060000361;N280H;8;1;8.6;;;;
PERINAT_P;2019;060780756;060000403;M1030;5;;5;1;0;1;0
PERINAT_P;2019;060780756;060000403;M1140;2;4;6;0;1;;
PERINAT_P;2019;060780756;060000403;M2050;;20;20;1;0;;
PERINAT_P;2019;060780756;060000403;N2340;4;;3.09;;;;
PERINAT_P;2019;060780756;060000403;N2700;;1;0.51;;;;
PERINAT_P;2019;060780756;060000403;N2800;36;;26.52;;;;
PERINAT_P;2019;060781200;060000635;MIVG;;4;0.2;;;;
PERINAT_P;2019;060781200;060000635;N2700;;1;0.1;;;;
PERINAT_P;2019;060789195;060785011;M1030;0;5;2.51;1;0;1;0
PERINAT_P;2019;060789195;060785011;M1140;5;10;9.47;1;0;;
PERINAT_P;2019;060789195;060785011;M2050;1;13;6.85;1;0;;
PERINAT_P;2019;060789195;060785011;MIVG;0;2;0.27;;;;
PERINAT_P;2019;060789195;060785011;N2200;17;7;18.96;;;;
PERINAT_P;2019;060789195;060785011;N2340;32;14;39.53;;;;
PERINAT_P;2019;060789195;060785011;N2530;37;7;39.44;;;;
PERINAT_P;2019;060789195;060785011;N2700;2;1;2.07;;;;
PERINAT_P;2019;060789195;060785011;N2800;58;16;63.84;;;;
PERINAT_P;2019;060789195;060785011;N280H;48;14;51.23;;;;
PERINAT_P;2019;060789195;060785011;NAUT;80;18;82.15;;;;
PERINAT_P;2019;070000013;070002878;M1140;0;2;0.28;;;;
PERINAT_P;2019;070000013;070002878;M2050;1;1;1.1;;;;
PERINAT_P;2019;070000013;070002878;MIVG;;1;0.1;;;;
PERINAT_P;2019;070000013;070002878;N2800;3;2;5.7;;;;
PERINAT_P;2019;070000013;070002878;N280H;;2;1.84;;;;
PERINAT_P;2019;070000096;070780184;N2800;;3;1.5;;;;
PERINAT_P;2019;070000179;070780358;M1140;2;1;1.49;0;0;;
PERINAT_P;2019;070000179;070780358;M2050;2;1;2.72;0;1;;
PERINAT_P;2019;070000179;070780358;N2200;1;3;1.49;;;;
PERINAT_P;2019;070000179;070780358;N2340;0;4;2.77;;;;
PERINAT_P;2019;070000179;070780358;N2530;5;10;12.2;;;;
PERINAT_P;2019;070000179;070780358;N2700;1;0;0.1;;;;
PERINAT_P;2019;070000179;070780358;N2800;6;6;9.82;;;;
PERINAT_P;2019;070000179;070780358;N280H;6;6;9.82;;;;
PERINAT_P;2019;070000179;070780358;NAUT;5;6;6.75;;;;
PERINAT_P;2019;070000195;070780374;M2050;;1;0.2;0;0;;
PERINAT_P;2019;070000195;070780374;N2530;5;3;6.63;;;;
PERINAT_P;2019;070000195;070780374;N2700;;1;0.1;;;;
PERINAT_P;2019;070000195;070780374;N2800;3;4;4.75;;;;
PERINAT_P;2019;070000195;070780374;NAUT;;4;1.1;;;;
PERINAT_P;2019;070000609;070005566;M2050;4;1;3.16;;;;
PERINAT_P;2019;070000609;070005566;N2700;0;1;0.2;;;;
PERINAT_P;2019;070000609;070005566;N2800;11;6;15.13;;;;
PERINAT_P;2019;070000609;070005566;N280H;11;6;15.13;;;;
PERINAT_P;2019;070000609;070005566;NAUT;8;8;17.04;;;;
PERINAT_P;2019;070780424;070000245;M1030;9;5;13;1;1;0;1
PERINAT_P;2019;070780424;070000245;M1140;4;;4;0;0;;
PERINAT_P;2019;070780424;070000245;M2050;6;;6;0;1;;
PERINAT_P;2019;070780424;070000245;N2530;6;7;7.98;;;;
PERINAT_P;2019;070780424;070000245;N2700;;1;0.5;;;;
PERINAT_P;2019;070780424;070000245;N2800;8;9;14.25;;;;
PERINAT_P;2019;070780424;070000245;N280H;8;9;14.25;;;;
PERINAT_P;2019;070780424;070000245;NAUT;2;;1.06;;;;
PERINAT_P;2019;080000110;080000037;M1030;2;;2;1;0;;
PERINAT_P;2019;080000110;080000037;M1140;3;;3;0;1;;
PERINAT_P;2019;080000110;080000037;M2050;5;;4.2;0;1;;
PERINAT_P;2019;080000110;080000037;N2700;;1;0.18;;;;
PERINAT_P;2019;080000110;080000037;N2800;15;3;17.12;;;;
PERINAT_P;2019;080000219;080001969;MIVG;1;;1;;;;
PERINAT_P;2019;080000219;080001969;N2800;;4;1.92;;;;
PERINAT_P;2019;080000425;080000615;M1030;4;1;4.29;1;1;1;0
PERINAT_P;2019;080000425;080000615;M1140;5;;5;1;;;
PERINAT_P;2019;080000425;080000615;M2050;7;;7.85;1;;;
PERINAT_P;2019;080000425;080000615;MIVG;;1;0.1;;;;
PERINAT_P;2019;080000425;080000615;N2200;8;7;10.49;;;;
PERINAT_P;2019;080000425;080000615;N2340;8;7;11.75;;;;
PERINAT_P;2019;080000425;080000615;N2530;16;7;20.2;;;;
PERINAT_P;2019;080000425;080000615;N2800;24;7;27.9;;;;
PERINAT_P;2019;080000425;080000615;N280H;13;5;15.84;;;;
PERINAT_P;2019;080000425;080000615;NAUT;6;2;6.53;;;;
PERINAT_P;2019;090000175;090781774;M1140;5;2;6.4;;;;
PERINAT_P;2019;090000175;090781774;M2050;6;2;5.94;;;;
PERINAT_P;2019;090000175;090781774;N2200;;4;1.74;;;;
PERINAT_P;2019;090000175;090781774;N2340;;10;4.1;;;;
PERINAT_P;2019;090000175;090781774;N2800;17;12;26.26;;;;
PERINAT_P;2019;090000175;090781774;NAUT;23;2;23.31;;;;
PERINAT_P;2019;090000183;090781816;M1030;1;;0.11;;;;
PERINAT_P;2019;090000183;090781816;M1140;;1;0.52;0;0;;
PERINAT_P;2019;090000183;090781816;M2050;3;;1.53;0;1;;
PERINAT_P;2019;090000183;090781816;N2530;3;;2.58;;;;
PERINAT_P;2019;090000183;090781816;N2800;5;3;6.03;;;;
PERINAT_P;2019;090000183;090781816;N280H;4;3;5.83;;;;
PERINAT_P;2019;090001629;090781774;M1140;;1;0.2;0;0;;
PERINAT_P;2019;090001629;090781774;M2050;;1;0.1;0;0;;
PERINAT_P;2019;090001629;090781774;N2800;;2;0.51;;;;
PERINAT_P;2019;090001629;090781774;NAUT;;2;0.7;;;;
PERINAT_P;2019;100000090;100000017;M1030;1;0;1;1;0;0;0
PERINAT_P;2019;100000090;100000017;M1140;1;8;7.66;0;1;;
PERINAT_P;2019;100000090;100000017;M2050;3;7;7.59;1;1;;
PERINAT_P;2019;100000090;100000017;MIVG;0;8;0.15;;;;
PERINAT_P;2019;100000090;100000017;N2200;13;7;17.96;;;;
PERINAT_P;2019;100000090;100000017;N2340;14;9;21.35;;;;
PERINAT_P;2019;100000090;100000017;N2530;18;3;19.63;;;;
PERINAT_P;2019;100000090;100000017;N2700;1;1;1.6;;;;
PERINAT_P;2019;100000090;100000017;N2800;32;16;43.1;;;;
PERINAT_P;2019;100000090;100000017;N280H;30;12;14.33;;;;
PERINAT_P;2019;100000090;100000017;NAUT;30;16;42.48;;;;
PERINAT_P;2019;100000199;100006279;N2200;5;;5;;;;
PERINAT_P;2019;100000199;100006279;N2530;2;;2;;;;
PERINAT_P;2019;100000199;100006279;N2800;10;4;12.6;;;;
PERINAT_P;2019;100000199;100006279;NAUT;13;4;14.41;;;;
PERINAT_P;2019;100010818;100010792;M1030;5;;5;;1;;1
PERINAT_P;2019;100010818;100010792;M1140;2;;2;;1;;
PERINAT_P;2019;100010818;100010792;M2050;8;;8;;1;;
PERINAT_P;2019;100010818;100010792;MIVG;5;;5;;;;
PERINAT_P;2019;100010818;100010792;N2200;1;1;1.82;;;;
PERINAT_P;2019;100010818;100010792;N2530;8;2;9.61;;;;
PERINAT_P;2019;100010818;100010792;N2800;8;2;9;;;;
PERINAT_P;2019;100010818;100010792;N280H;8;2;9;;;;
PERINAT_P;2019;100010818;100010792;NAUT;2;;2;;;;
PERINAT_P;2019;110000023;110780061;M1030;2;10;1.66;;;;
PERINAT_P;2019;110000023;110780061;M1140;;4;2;;;;
PERINAT_P;2019;110000023;110780061;M2050;4;8;7.62;;;;
PERINAT_P;2019;110000023;110780061;MIVG;;2;0.07;;;;
PERINAT_P;2019;110000023;110780061;N2340;11;;10.11;;;;
PERINAT_P;2019;110000023;110780061;N2530;;34;28.12;;;;
PERINAT_P;2019;110000023;110780061;N2700;;1;1;;;;
PERINAT_P;2019;110000023;110780061;N2800;22;21;35.96;;;;
PERINAT_P;2019;110000023;110780061;N280H;4;15;12.38;;;;
PERINAT_P;2019;110000023;110780061;NAUT;;2;0.18;;;;
PERINAT_P;2019;110000049;110780087;M2050;0;1;0.12;;;;
PERINAT_P;2019;110000056;110780137;M1030;8;1;7.58;1;0;0;0
PERINAT_P;2019;110000056;110780137;M1140;4;1;0.8;0;1;;
PERINAT_P;2019;110000056;110780137;M2050;3;2;4.73;0;1;;
PERINAT_P;2019;110000056;110780137;N2340;;1;0.81;;;;
PERINAT_P;2019;110000056;110780137;N2800;12;5;15.29;;;;
PERINAT_P;2019;110000056;110780137;N280H;12;5;15.29;;;;
PERINAT_P;2019;110780228;110000114;M1030;6;;6;;1;;1
PERINAT_P;2019;110780228;110000114;M1140;0;4;1.99;;1;;
PERINAT_P;2019;110780228;110000114;M2050;3;;3;;1;;
PERINAT_P;2019;110780228;110000114;MIVG;3;;3;;;;
PERINAT_P;2019;110780228;110000114;N2340;1;1;1.3;;;;
PERINAT_P;2019;110780228;110000114;N2530;8;;7.7;;;;
PERINAT_P;2019;110780228;110000114;N2700;;1;0.2;;;;
PERINAT_P;2019;110780228;110000114;N2800;12;2;12.22;;;;
PERINAT_P;2019;110780228;110000114;N280H;6;2;6.76;;;;
PERINAT_P;2019;110780483;110000155;M1140;2;;2;;;;
PERINAT_P;2019;120000039;120780044;M1030;1;8;8.89;1;0;0;0
PERINAT_P;2019;120000039;120780044;M1140;7;5;7.77;1;0;;
PERINAT_P;2019;120000039;120780044;M2050;6;5;8.59;1;0;;
PERINAT_P;2019;120000039;120780044;MIVG;0;1;0.5;;;;
PERINAT_P;2019;120000039;120780044;N2200;0;0;0.36;;;;
PERINAT_P;2019;120000039;120780044;N2340;5;8;10.81;;;;
PERINAT_P;2019;120000039;120780044;N2530;18;4;19.44;;;;
PERINAT_P;2019;120000039;120780044;N2800;17;14;24.01;;;;
PERINAT_P;2019;120000039;120780044;N280H;17;14;24.01;;;;
PERINAT_P;2019;120000039;120780044;NAUT;11;5;12.65;;;;
PERINAT_P;2019;120000054;120780069;M1030;0;0;0;;1;;0
PERINAT_P;2019;120000054;120780069;M1140;1;1;0.88;;1;;
PERINAT_P;2019;120000054;120780069;M2050;1;4;0.37;;1;;
PERINAT_P;2019;120000054;120780069;N2530;2;4;4.25;;;;
PERINAT_P;2019;120000054;120780069;N2800;9;6;13.2;;;;
PERINAT_P;2019;120000054;120780069;N280H;9;6;13.2;;;;
PERINAT_P;2019;120000054;120780069;NAUT;10;5;11.75;;;;
PERINAT_P;2019;120000070;120780085;M1140;;2;0.6;0;0;;
PERINAT_P;2019;120000070;120780085;M2050;;5;0.67;0;0;;
PERINAT_P;2019;120000070;120780085;N2800;1;1;1.8;;;;
PERINAT_P;2019;120000070;120780085;NAUT;;2;0.9;;;;
PERINAT_P;2019;120004569;120004528;M1030;;1;0.2;1;;0;
PERINAT_P;2019;120004569;120004528;M1140;;4;1.54;0;1;;
PERINAT_P;2019;120004569;120004528;M2050;1;5;2.8;0;1;;
PERINAT_P;2019;120004569;120004528;MIVG;;1;0.2;;;;
PERINAT_P;2019;120004569;120004528;N2800;7;3;9.58;;;;
PERINAT_P;2019;120004569;120004528;N280H;5;3;8.08;;;;
PERINAT_P;2019;120004668;120004619;M1030;;1;0.15;0;1;0;1
PERINAT_P;2019;120004668;120004619;M1140;;3;1.32;0;1;;
PERINAT_P;2019;120004668;120004619;M2050;;3;1.29;0;1;;
PERINAT_P;2019;120004668;120004619;MAUT;;2;0.13;;;;
PERINAT_P;2019;120004668;120004619;N2530;6;1;7.05;;;;
PERINAT_P;2019;120004668;120004619;N2800;5;4;7.72;;;;
PERINAT_P;2019;120004668;120004619;N280H;5;4;7.72;;;;
PERINAT_P;2019;120004668;120004619;NAUT;;2;0.35;;;;
PERINAT_P;2019;130000409;130041916;M1030;0;13;3.53;1;0;1;0
PERINAT_P;2019;130000409;130041916;M1140;0;5;2.18;1;0;;
PERINAT_P;2019;130000409;130041916;M2050;2;19;7.62;1;0;;
PERINAT_P;2019;130000409;130041916;MIVG;0;6;0.57;;;;
PERINAT_P;2019;130000409;130041916;N2200;3;13;8.47;;;;
PERINAT_P;2019;130000409;130041916;N2340;8;9;10.46;;;;
PERINAT_P;2019;130000409;130041916;N2530;11;8;15.96;;;;
PERINAT_P;2019;130000409;130041916;N2700;1;2;1.82;;;;
PERINAT_P;2019;130000409;130041916;N2800;17;19;29.49;;;;
PERINAT_P;2019;130000409;130041916;N280H;17;19;29.49;;;;
PERINAT_P;2019;130000409;130041916;NAUT;24;31;30.86;;;;
PERINAT_P;2019;130000565;130781446;M1140;;6;0.65;;;;
PERINAT_P;2019;130000565;130781446;M2050;;10;4.31;;;;
PERINAT_P;2019;130000565;130781446;MIVG;;2;0.29;;;;
PERINAT_P;2019;130000565;130781446;N2200;1;1;1.81;;;;
PERINAT_P;2019;130000565;130781446;N2530;22;5;23.83;;;;
PERINAT_P;2019;130000565;130781446;N2700;;1;0.4;;;;
PERINAT_P;2019;130000565;130781446;N2800;12;11;22.34;;;;
PERINAT_P;2019;130000565;130781446;N280H;7;6;12.47;;;;
PERINAT_P;2019;130000565;130781446;NAUT;;1;0.2;;;;
PERINAT_P;2019;130001225;130782634;M1030;;5;5.1;1;0;0;0
PERINAT_P;2019;130001225;130782634;M1140;4;4;6.16;1;0;;
PERINAT_P;2019;130001225;130782634;M2050;;11;5.39;1;0;;
PERINAT_P;2019;130001225;130782634;MIVG;;8;0.49;;;;
PERINAT_P;2019;130001225;130782634;N2200;1;3;3.99;;;;
PERINAT_P;2019;130001225;130782634;N2340;5;9;12.24;;;;
PERINAT_P;2019;130001225;130782634;N2530;5;22;21.15;;;;
PERINAT_P;2019;130001225;130782634;N2700;;2;0.9;;;;
PERINAT_P;2019;130001225;130782634;N2800;16;14;27.75;;;;
PERINAT_P;2019;130001225;130782634;N280H;16;14;27.75;;;;
PERINAT_P;2019;130001225;130782634;NAUT;10;9;18.59;;;;
