AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
2019;030002208;030002158;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;89;484;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;;;;;;;2;;8;;;;;;;;;;;;;7.5;7.5;;;;;;;1.04;;8.54;;;5;;25;39;23;1;8;101;2;;36;5;2;1;;2;;42;88;189;;2;;18.96;36.1;22.9;1;6.01;86.97;2;;24.57;4.2;1.9;1;;1;;38.18;70.95;157.92;;;;;;;;;;;;;;;;;;;;;
2019;040000036;040780132;5;;;5;112;0;0;112;1233;0;0;1233;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;115;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;10;10;;;;;;;;;10;0.16;0.16;;;;;;;0.35;;0.51;;;1;;10;12;24;;1;48;2;;4;;;;;;;5;11;59;;0.25;;3.98;3.26;6.2;;0.15;13.84;0.48;;1.2;;;;;;;1.12;2.8;16.64;;;;;;;;;;;;;;;;;;;;;
2019;040000044;040780140;4;;;4;67;0;0;67;576;0;0;576;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;71;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;;1;;4;5;3;;;13;;;4;;;;;;;4;8;21;;0.11;;2.86;1.48;1.26;;;5.71;;;2.6;;;;;;;0.2;2.8;8.51;;;;;;;;;;;;;;;;;;;;;
2019;040000119;040780231;4;0;0;4;146;0;0;146;805;0;0;805;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;269;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;7;7;;;;;;;;;7;0.18;0.18;;;;;;;0.5;;0.68;;;1;;9;19;5;;3;37;1;;5;;;1;;;;3;10;47;;0.35;;5.74;9.97;4.61;;0.53;21.2;0.54;;1.8;;;0.5;;;;2.2;5.04;26.24;;;;;;;;;;;;;;;;;;;;;
2019;040000127;040780249;4;;;4;67;0;0;67;835;0;0;835;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;;;3;;;;;;;;;;;;;;1;;1;4;3;;;9;;;4;;;;;;;3;7;16;;0.11;;1;2.64;1.7;;;5.45;;;0.45;;;;;;;1.58;2.03;7.48;;;;;;;;;;;;;;;;;;;;;
2019;050000223;050000108;4;;;4;64;0;0;64;1115;0;0;1115;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;0.6;;0.6;;;1;;7;7;4;;;19;1;;11;;;;;;;12;24;43;;0.3;;5.15;3.05;0.53;;;9.03;0.2;;3.06;;;;;;;1.69;4.95;13.98;;;;;;;;;;;;;;;;;;;;;
2019;050000330;050007145;5;;;5;60;0;0;60;1478;0;0;1478;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;;;;;;;;;;;;;0.52;0.52;;;;;;;;;0.52;;;1;;8;8;2;;;19;;;1;2;1;;;;;1;4;23;;0.2;;5.91;4.54;1.64;;;12.29;;;0.68;0.25;0.1;;;;;0.38;1.31;13.6;;;;;;;;;;;;;;;;;;;;;
2019;060000163;060780327;4;;;4;40;0;0;40;378;0;0;378;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;73;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;0.1;;;;;;;;;;0.1;;;1;;7;3;1;;1;13;1;;4;5;1;;;;;2;12;25;;0.2;;7;3;1;;0.45;11.65;0.1;;1.28;4.8;1;;;;;1.2;7.38;19.03;;;;;;;;;;;;;;;;;;;;;
2019;060000304;060780657;5;;;5;172;0;0;172;2158;0;0;2158;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;130;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;1;1;6;6;;;;;;;;;6;0.1;0.1;;;;;;;;;0.1;1;;1;;8;6;3;1;1;20;1;;11;;;2;;;;31;45;65;;1;;6.66;6;2.69;0.15;0.3;16.8;0.07;;2.05;;;1.5;;;;7.76;11.38;28.18;;;;;;;;;;;;;;;;;;;;;
2019;060000411;060780780;6;;;6;98;0;0;98;1551;0;0;1551;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;98;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;0.52;0.52;;;;;;;;;0.52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;060000486;060780905;12;;;12;297;0;0;297;3678;0;0;3678;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;166;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;5;;;;;;;;;;;;;;2;;9;14;24;;1;50;1;;16;1;0;3;;1;;27;49;99;;1.14;;7.89;9.65;6.71;;0.09;25.48;0.14;;5.69;0.41;0.16;1.44;;0.6;;3.95;12.23;37.71;;;;;;;;;;;;;;;;;;;;;
2019;060000494;060780921;5;0;0;5;90;0;0;90;1207;0;0;1207;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;;;5;;;;;;;;;0.35;;0.35;;;;;2;1;8;;;11;1;;7;;;1;;;;9;18;29;;;;1.8;1;2.54;;;5.34;0.1;;2.25;;;0.6;;;;1.6;4.55;9.89;;;;;;;;;;;;;;;;;;;;;
2019;060000536;060006889;8;;;8;66;0;0;66;849;0;0;849;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;1;1;;;;;;;;;1;0.08;0.08;;;;;;;0.03;;0.11;0;;1;;4;4;2;;;11;;;;;;2;;;;;2;13;;1;;4.56;4.01;0.92;;;10.49;;;;;;0.1;;;;;0.1;10.59;;;;;;;;;;;;;;;;;;;;;
2019;070000021;070007927;15;0;0;15;207;0;0;207;3041;0;0;3041;0;;;0;4;0;0;4;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;4;4;;;;;;;;;4;;;;;;;;;0.62;;0.62;0;;1;;13;12;2;;1;29;1;;3;;;2;;;;18;24;53;;0.95;;9.85;11.8;0.65;;0.84;24.09;0.17;;3.03;;;0.82;;;;4.44;8.46;32.55;;;;;;;;;;;;;;;;;;;;;
2019;070000039;070780119;16;;;16;210;0;0;210;2289;0;0;2289;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;206;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;2;;4;4;;;;;;;;;4;;;;;;;;;0.5;;0.5;;;1;;8;5;1;;2;17;1;;7;;;1;;;;4;13;30;;0.8;;6.42;5;0.7;;1.2;14.12;0.5;;4.15;;;0.5;;;;2.41;7.56;21.68;;;;;;;;;;;;;;;;;;;;;
2019;070000047;070780127;12;;;12;284;0;0;284;3552;0;0;3552;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;341;0;;75;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;;1;;4;1;1;1;;;;;;;;;1;1.1;1.1;;;;;;;0.6;;1.7;0.5;;2;;36;69;38;2;5;152;2;1;15;2;1;3;;;;31;54;206;;1.83;;27.36;58.54;30.14;1.03;3.54;122.44;1.55;1;8.24;1.55;0.55;2.5;;;;25.45;40.29;162.73;;;;;;;;;;;;;;;;;;;;;
2019;070000062;070005558;8;;;8;184;0;0;184;2623;0;0;2623;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;429;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;3;;1;1;;;;;;;;;1;;;;;;;;;0.36;0.06;0.42;;;1;;12;19;1;;4;37;1;;5;1;1;1;;;;7;15;52;;0.53;;9.19;17.49;1;;1.55;29.76;0.3;;2.51;0.35;0.35;0.1;;;;4.8;8.06;37.82;;;;;;;;;;;;;;;;;;;;;
2019;070000070;070780150;20;;;20;526;0;0;526;5303;0;0;5303;0;;;0;0;0;0;0;;2268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;1;;2;;6;6;;;;;;;;;6;0.3;0.3;;;;;;;1;;1.3;;;1;;13;14;3;2;2;35;;;9;2;1;1;;1;;8;21;56;;1;;10.17;12.8;2.75;0.65;1.5;28.87;;;7.11;0.66;0.36;1;;1;;4.84;14.61;43.48;;;;;;;;;;;;;;;;;;;;;
2019;070000096;070780184;8;0;0;8;363;0;0;363;2185;0;0;2185;6;0;0;6;226;0;0;226;;3133;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;357;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;;1;;;;;;;5;;1;;;;;;;;;;1;1.54;1.24;;0.2;;;;;;;1.54;;3;1;;11;15;13;;1;44;2;;4;1;1;2;;;;15;24;68;1.5;1;;8.5;13.1;11;;0.3;35.4;1.75;;4;0.1;0.1;1.5;;;;13.5;20.85;56.25;;;;;;;;;;;;;;;;;;;;1;2
2019;070000112;070007927;15;0;0;15;264;0;0;264;4170;0;0;4170;0;0;0;0;3;0;0;3;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;7;;;;;;;;;7;;;;;;;;;;;;;;;;7;6;;;;13;2;;9;1;1;1;;;;12;25;38;;;;6.5;5.8;;;;12.3;0.11;;2.36;0.4;0.4;1;;;;1.15;5.02;17.32;;;;;;;;;;;;;;;;;;;;;
2019;070000146;070004742;8;;;8;112;0;0;112;1313;0;0;1313;0;0;0;0;3;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;259;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;0;;1;1;;;;;;;;;1;0;0;;;;;;;;;0;0;;1;;11;16;5;1;3;37;2;;7;;;2;;;;5;16;53;;1;;10.55;14.79;4.5;0.3;1.25;32.39;0.3;;4.57;;;1;;;;1.14;7.01;39.4;;;;;;;;;;;;;;;;;;;;;
