BOR;AN;FI;FI_EJ;EMGER;EVALIH;EVALEH;FILACT;ETP;UGER;LIT_GER;PLA_GER;SEJHC_GER;SEJHP_GER;JOU_GER;EFFPL_PM;EFFPL_GER;EFFPA_PM;EFFPA_GER;ETP_PM;ETP_GER;GAR_PM;GAR_GER;AST_PM;AST_GER;EFFPL_INF;EFFPL_AID;EFFPL_ERG;EFFPL_PMT;EFFPL_APNM;EFFPA_INF;EFFPA_AID;EFFPA_ERG;EFFPA_PMT;EFFPA_APNM;ETP_INF;ETP_AID;ETP_ERG;ETP_PMT;ETP_APNM
MCOGER;2019;320000086;320780117;1;340;0;328;1.6;1;20;0;632;0;7227;1;1;2;1;2.1;1.8;0;0;0;0;0;0;0;0;1;12;17;0;0;0;7.49;12.05;0;0;1
MCOGER;2019;320000102;320780133;0;;;;;1;20;;654;0;7134;;;1;1;1.4;1.4;;;;;9;10;;;;1;2;;;;9.75;10.58;;;
MCOGER;2019;330000340;330780552;0;;;;;1;32;0;1035;0;10134;2;2;2;2;2.66;2.66;;;;;12;12;1;0;6;3;0;0;1;0;14.55;13.33;0.5;0.12;3.64
MCOGER;2019;330000555;330781204;1;644;66;720;3.05;1;28;;955;0;10093;4;4;;;3.1;3.1;;;;;11;16;;;2;;2;;;2;10.2;17.3;;;2.5
MCOGER;2019;330000589;330027509;1;500;429;492;2.51;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;330000597;330027509;0;;;;;1;12;0;404;51;4066;1;1;3;1;0.98;0.98;0;0;0;0;3;8;0;0;4;4;3;0;0;6;3.67;8.99;0;0;3.49
MCOGER;2019;330000605;330781253;1;494;13;400;3;1;71;5;2596;480;23406;8;8;1;1;8.51;8.51;0;0;1;1;29;33;2;1;11;5;4;1;;2;31.25;37.44;2.81;1;15.23
MCOGER;2019;330000613;330781261;0;;;;;1;19;0;673;0;6439;1;1;2;2;1.61;1;0;0;1;1;0;0;0;0;0;17;21;0;0;10;7.42;10.61;0;0;3.81
MCOGER;2019;330780354;330000225;0;;;;;1;37;;937;0;9855;1;;6;4;3.56;2.16;0;;1;;10;14;;;;4;7;;;;11.46;15.16;;;
MCOGER;2019;330780370;750034589;0;;;;;1;;3;0;1270;0;;;2;;1.37;;;;;;;;;;;2;;;;8;1.18;;;;3.9
MCOGER;2019;330780495;330796392;0;;;;;1;12;4;75;66;579;1;1;;;0.25;0.25;;;;;;;;;;;;;;;;;;;
MCOGER;2019;330781337;330781196;1;3100;1735;2300;17.3;1;60;4;1176;782;20820;6;;7;;6.75;;0;0;1;1;38;41;0;;15;7;4;0;;8;32.46;33.26;0;;14.32
MCOGER;2019;330781352;330781196;0;;;;;1;15;0;514;0;5351;2;;2;;2.3;;0;0;0;0;14;21;1;;4;;4;;;2;10.84;13.48;0.19;;3.09
MCOGER;2019;340000033;340780055;1;639;4;597;3.79;1;12;;434;0;4258;;;3;;0.95;;;;1;1;6;3;;;2;2;2;1;;8;6.32;4.49;0.06;;3.21
MCOGER;2019;340000207;340780493;1;493;0;472;0.6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;340000223;340011295;1;1494;0;498;2.39;1;14;0;493;0;4878;1;0;1;1;1.98;0.85;;;;;6;5;0;0;1;3;2;0;0;5;8.18;5.55;0;0;3
MCOGER;2019;340008275;340780477;1;964;345;1247;9.3;1;54;7;1305;1223;16136;13;2;3;1;7.2;1.2;0;0;1;1;31;28;3;;8;2;3;1;;6;26.96;23.36;1.47;;5.54
MCOGER;2019;340015502;340000512;0;;;;;1;39;;723;0;4170;2;1;;;2;1;0;0;1;1;19;22;;;6;2;1;;;;20.36;22.8;;;6
MCOGER;2019;340022979;340000306;0;;;;;1;15;;587;0;4969;2;2;;;2;2;0;;1;1;4;4;;;;1;1;;;1;4.77;4.8;;;0.5
MCOGER;2019;340780436;340011295;0;;;;;1;10;;292;0;3469;1;;1;1;1.45;0.46;;;;;3;1;;;1;10;9;;;6;5.99;5;;;2.84
MCOGER;2019;340781608;340015171;0;;;;;1;10;;159;0;2482;1;1;1;;0.54;0.36;0;;0;;9;5;0;0;2;8;5;1;0;4;3.7;3.98;0.5;0;1.32
MCOGER;2019;350000147;350000022;1;539;45;424;1.75;1;52;0;1507;;19304;;;7;7;5.52;5.52;0;0;0;0;18;25;1;;6;13;14;0;;16;24.57;30.75;1;;13.59
MCOGER;2019;350000154;350000030;1;666;0;615;2.8;1;30;0;910;0;11175;3;1;0;;2.35;0.65;0;0;1;1;8;15;;;6;8;6;;;0;11.72;17.48;;;5.42
MCOGER;2019;350000162;350000048;1;397;6;394;2.21;1;30;1;803;75;10468;1;1;;;1.67;0.8;;;1;1;15;19;;;5;5;4;;;4;12.28;15.55;;;5
MCOGER;2019;350000188;350000055;1;273;84;261;1.6;1;16;;204;0;1791;3;3;1;0;1.78;1.26;0;0;1;1;3;3;;;2;7;6;;;4;6.3;7.62;;;3.2
MCOGER;2019;350000741;350005179;1;1823;;790;4.16;1;30;5;703;595;10778;5;1;1;1;3.05;2.23;;;;;13;17;;;19;7;5;;;4;18.03;19.58;;;19.9
MCOGER;2019;350002192;220020739;1;620;0;620;2.6;1;20;2;282;124;4274;1;;3;2;3.33;1.35;0;0;1;1;5;7;;;;3;5;;;;5.5;9;0.2;;
MCOGER;2019;350005021;440042844;0;;;;;1;0;7;0;1369;0;;;1;1;0.75;0.75;0;0;0;0;;;;;;3;2;1;;1;2.9;1.6;0.5;;0.1
MCOGER;2019;360000038;360000046;0;;;;;1;20;;471;0;6155;2;2;;;1.44;1;;;;;7;8;;;5;;;;;;5.64;8.45;;;4.9
MCOGER;2019;360000137;360000053;1;503;0;503;0.5;1;16;0;498;0;5546;2;2;;;2;2;0;0;1;1;17;16;;;13;7;1;1;;5;19.74;15.24;0.3;;15.23
MCOGER;2019;370000531;370000606;0;;;;;1;24;1;470;37;4909;1;1;3;1;1.3;1.15;0;0;0;0;11;11;0;0;4;2;2;2;0;6;5.22;7.26;0.58;0;3.95
MCOGER;2019;370000580;370000564;0;;;;;1;25;0;740;0;6630;2;;;;1.7;;0;;1;;9;18;;;5;4;1;;;3;10.6;16.65;;;5.83
MCOGER;2019;370000861;370000481;1;6;471;477;6.01;1;25;;831;0;9089;5;2;1;;4.2;0.3;0;0;0;0;8;14;;;7;5;8;;;2;9.57;20.05;;;6.26
MCOGER;2019;370000879;370000564;0;;;;;1;28;2;1113;285;8238;2;;;;2.1;;0;;1;;14;19;;;8;;2;;;1;10.77;17.75;;;8.18
MCOGER;2019;370000903;370000614;0;;;;;1;10;3;473;102;3338;1;1;0;0;1;1;;;;;2;1;0;0;2;4;1;0;0;0;3.89;1.83;0;0;0.21
MCOGER;2019;380000034;380780049;1;338;124;;5.74;1;27;1;716;4;9789;1;1;4;3;3.44;2.42;;;;;9;11;0;0;1;0;1;0;0;2;8.26;8.98;0;0;2.44
MCOGER;2019;380000042;380780056;0;;;;;1;26;0;769;0;8535;2;0;0;0;1.67;0;1;0;;;9;9;0;0;7;2;2;0;0;4;10.26;10.8;0;0;8.88
MCOGER;2019;380000067;380780080;1;1116;512;839;5;1;40;4;1194;382;14057;7;3;10;2;10.39;4.72;1;1;1;1;21;16;;;18;8;5;1;;12;25.22;17.84;0.79;;23.69
MCOGER;2019;380000174;380781435;1;1068;190;890;3.68;1;36;2;944;35;13039;;;8;7;4.52;4.45;0;0;0;0;1;0;3;;1;40;37;1;;30;19.18;17.64;3.19;;15.93
MCOGER;2019;380000406;380784751;1;637;114;682;4;1;20;0;735;0;7463;0;0;7;5;4.31;3.69;;;;;8;9;0;0;0;5;3;1;0;5;10.92;11.04;0.4;0;1.62
MCOGER;2019;380012658;380012609;1;721;0;634;0.7;1;18;0;637;0;6572;2;0;3;3;5.9;2.4;0;;1;;5;6;0;0;;7;2;0;0;;8;7.1;;;
MCOGER;2019;380020388;380784751;0;;;;;1;;1;0;61;0;1;0;0;0;0.2;0;;;;;1;0;0;0;1;0;0;0;0;0;0.2;0;0;0;0.2
MCOGER;2019;380785956;380795211;0;;;;;1;20;0;436;0;4788;1;1;;0;1;1;0;0;1;1;9;5;0;0;0;0;0;0;0;1;9;5;0;0;0.5
MCOGER;2019;390000040;390780146;1;2045;383;974;3;1;27;0;797;0;9863;3;3;;;3.69;3.69;;;0;0;9;11;;;1;2;2;2;;2;10.25;11.46;0.98;;1.36
MCOGER;2019;390000222;390780609;1;12;84;3789;1.8;1;24;0;883;0;8240;45;2;3;2;4.35;2.69;;;;;7;10;;;11;2;;;;1;9;9.83;;;10.2
MCOGER;2019;400000105;400780193;1;723;93;708;5.7;1;32;;1047;0;10520;2;2;4;4;2.29;2.29;0;0;1;1;8;12;0;0;4;8;7;0;0;11;15.27;16.15;0;0;7.69
MCOGER;2019;400000139;400011177;1;589;0;542;3.08;1;30;1;1074;84;10929;3;2;0;0;3.47;2.47;0;0;0;1;9;14;0;0;4;5;3;0;0;3;12.77;16.05;0;0;8.15
MCOGER;2019;400000147;400780268;0;;;;;1;15;;941;0;4337;;;2;2;1.3;1.3;;;;;4;9;;;3;1;;;1;;4.8;9;;0.25;1
MCOGER;2019;400000261;400780458;0;;;;;1;;1;0;142;0;;;1;1;0.17;0.17;0;0;0;0;;;;;;;;;;1;;;;;0.1
MCOGER;2019;400787354;400780193;0;;;;;1;;2;0;332;0;2;2;;;0.5;0.5;0;0;1;1;1;;;;1;1;;;;3;1.35;;;;2.47
MCOGER;2019;410000020;410000087;1;1854;0;682;2.2;1;25;0;615;0;9011;1;0;0;0;1.34;0.17;0;0;0;0;7;12;0;0;3;9;3;0;0;3;11.32;13.52;0;0;4.62
MCOGER;2019;410000038;410000095;0;;;;;1;15;;532;0;5131;0;0;2;2;0.71;0.71;0;0;0;0;4;8;0;0;0;1;5;0;0;3;4.98;10.1;0;0;1.79
MCOGER;2019;420000010;420780033;1;173;139;312;3.24;1;25;0;528;0;8225;3;2;2;1;2.34;1.32;0;0;0;0;10;8;;;7;4;7;;;3;12.42;13.1;;;6.3
MCOGER;2019;420000192;750034589;0;;;;;1;20;5;498;8;6220;;;9;;1.82;;;;;;;;;;;18;36;0;;;7.17;6.01;0;;
MCOGER;2019;420000234;420780652;1;528;107;605;4.75;1;21;6;890;102;9548;2;2;2;1;3.01;2.56;;;;;7;7;;;3;4;5;;;3;9.19;9.54;;;4.44
MCOGER;2019;420000267;420013831;1;189;145;306;3.8;1;14;2;408;310;5092;1;;5;2;3.63;1.63;0;0;0;0;3;5;0;0;2;14;11;0;0;15;8.48;11.16;0;0;7.72
MCOGER;2019;420009599;420002495;0;;;;;1;3;0;43;0;702;2;2;0;0;1.45;1.45;0;0;1;0;2;4;0;0;3;2;1;0;0;2;0.61;0.96;0;0;0.64
MCOGER;2019;420011413;420011405;0;;;;;1;10;;427;0;5823;2;;2;2;2.28;1.2;;;;;4;3;;;;12;13;;;;15.45;15.97;;;
MCOGER;2019;420780637;420002495;1;201;125;273;2.5;1;26;0;969;0;8696;1;1;2;2;2.3;2.3;1;1;0;0;19;18;;;3;4;3;;;4;9.01;12.29;;;2.06
MCOGER;2019;420782567;420784878;1;;210;210;1.25;1;55;3;1495;597;17686;12;1;4;0;4.83;0.7;0;0;1;0;43;54;1;0;19;8;9;0;0;12;24.83;29.98;0.4;0;11.84
MCOGER;2019;420785354;420784878;1;1130;;1130;4.3;1;15;;411;0;5457;4;;4;;2.29;;0;;1;;12;17;;;1;1;;;;2;5.81;7.5;;;0.74
MCOGER;2019;430000117;430000018;1;466;0;466;1.45;1;32;1;1240;77;11573;0;0;2;2;1.12;1.12;0;0;1;1;10;14;0;0;0;8;6;0;0;9;15.29;19.37;0;0;3.84
MCOGER;2019;430000190;430000034;1;78;40;84;1.07;1;15;0;468;0;5111;1;1;;;1;1;;;;;5;6;;;8;1;4;;;4;6.1;9.29;;;9.96
MCOGER;2019;440000016;440000057;1;2620;;;3.7;1;75;0;2263;0;27572;18;17;1;1;11.11;10.11;0;0;1;1;15;30;;;6;24;22;3;;12;31.89;43.28;1.85;;11.86
MCOGER;2019;440000271;440000289;1;2423;596;2375;9.74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;440000396;440053643;1;39;0;39;0.81;1;22;0;508;0;7610;;;4;3;2.62;1.58;0;0;1;1;6;9;;;1;11;6;1;;;11.99;11.73;0.1;;1
MCOGER;2019;440000453;440000289;0;;;;;1;36;5;1340;725;12878;4;;6;2;4.39;0.6;0;0;1;;14;13;0;0;12;7;13;0;0;8;18.12;21.75;0;0.34;12.1
MCOGER;2019;440000503;440000313;1;165;0;151;0.95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;440000560;850009010;0;;;;;1;22;3;683;450;7882;3;;1;;3.21;;0;;1;;6;4;;;1;5;12;;;8;9.99;13.79;;;5.6
MCOGER;2019;440017598;440000289;0;;;;;1;45;0;1278;0;12429;12;;5;;7.4;;;;;;18;19;0;0;6;7;8;0;0;3;17.73;20.28;0;0;6.04
MCOGER;2019;440029338;440053411;1;68;378;314;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;450000047;450000096;1;545;0;510;1.5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;450000062;450000104;1;405;;152;1.54;1;30;;942;0;10726;2;2;2;2;3.03;3.03;0;0;0;0;6;9;;;8;2;3;;;3;8.13;10.61;;;10.12
MCOGER;2019;450000070;450000112;0;;;;;1;14;;352;0;3316;;;3;3;1.25;1.25;;;;;;2;;;;2;3;;;5;1.2;2.35;;;0.64
MCOGER;2019;450000120;450000138;0;;;;;1;12;;207;0;2919;1;;1;;0.55;;0;0;0;0;5;10;1;;2;1;0;1;;3;2.9;5;0.27;;1.96
MCOGER;2019;450000260;450000161;0;;;;;1;11;0;211;0;3690;;;1;;0.4;;;;1;;6;3;;;;2;1;1;;;8.98;3.8;0.8;;
MCOGER;2019;450002613;450000088;1;;;;4.85;1;75;6;1476;27;21270;0;0;9;2;6.57;1.1;1;;1;1;25;27;0;0;5;6;15;0;0;7;32.45;36.89;0;0;9.31
MCOGER;2019;460000052;460780091;0;;;;;1;29;;1079;0;8845;;;;;;;0;;1;;11;11;;;4;;2;;;1;9.82;11.59;;;6.71
MCOGER;2019;460000102;460780208;1;;;;;1;7;2;347;170;3611;;;2;1;0.43;0.2;0;0;1;1;;;;;;13;20;;;6;2.42;3.97;;;1.09
MCOGER;2019;460000110;460780216;1;650;89;568;3.19;1;14;1;593;78;5076;2;2;1;0;1.99;1.29;0;0;1;1;7;10;0;0;5;2;2;0;0;3;8.2;11.94;0;0;7.72
MCOGER;2019;470000423;470016171;0;;;;;1;27;0;1015;0;9353;1;1;2;2;1.77;1.77;;;1;1;11;17;;;4;5;6;;;4;12.81;20.53;;;4.97
MCOGER;2019;470000431;470000324;1;662;115;509;3.5;1;30;0;787;0;10368;3;;;;3.83;;0;;1;;9;14;1;;2;4;1;;;2;12.08;14.86;0.2;;2.97
MCOGER;2019;470000480;470001660;1;248;35;280;1.96;1;37;;1454;0;12799;5;2;;;4.4;1.4;0;0;0;0;14;26;;;9;2;;;;3;15.1;26;;;9.54
MCOGER;2019;480000017;480780097;1;;;;1.51;1;13;2;611;15;4207;2;1;;;0.66;0.33;0;;1;1;11;13;;;3;;1;;;2;7.28;9.11;;;1.23
MCOGER;2019;490000049;490000031;1;1910;34;1743;5.38;1;44;2;1454;387;15219;4;1;7;;6.86;1;0;0;0;0;18;20;0;0;8;8;9;3;0;10;23.37;26.99;1.14;0;13.47
MCOGER;2019;490000262;490000171;1;2733;379;731;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;490000635;490000676;1;477;112;487;2.32;1;30;;918;0;10808;5;4;1;1;3.76;2.76;0;0;0;0;8;10;;;2;11;11;;;5;15.19;19.2;;;3.31
MCOGER;2019;490001765;490528452;1;794;17;696;2.15;1;34;1;1293;156;11615;3;3;4;4;3.15;3.15;0;0;0;0;10;13;;;7;4;3;;;1;11.23;12.15;;;6.34
MCOGER;2019;500000021;500000054;1;620;61;274;3.4;1;26;;844;0;9500;1;1;0;0;1.84;1.84;0;0;0;0;9;11;;;5;3;6;;;3;11.03;14.66;;;6.12
MCOGER;2019;500000187;500000013;1;480;0;480;5.47;1;30;;857;0;10942;6;6;0;0;4.7;4.7;0;0;0;0;9;11;0;0;2;5;3;0;0;3;11.37;11.15;0;0;3.55
MCOGER;2019;500000260;500000054;1;1151;113;508;3.4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;500000450;500000112;1;617;5;250;1.83;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;500000468;500000013;0;;;;;1;3;0;93;0;822;1;0;;0;0.29;0;0;0;0;0;2;0;1;0;7;1;0;1;0;3;1.19;0;0.05;0;2.32
MCOGER;2019;500000591;500000393;0;;;;;1;45;0;1136;0;15978;2;2;;;2;2;0;;0;;7;14;;;7;7;9;1;;4;13.78;22.13;0.7;;10.39
MCOGER;2019;510000235;510000060;0;;;;;1;26;;951;0;9405;3;1;2;;2.82;0.62;0;;1;;10;9;;;1;8;8;;;4;14.1;12.73;;;1.95
MCOGER;2019;510000250;510000078;0;;;;;1;11;0;394;0;3554;1;1;;;1;1;0;0;1;1;4;5;;;;;1;;;;4.01;5.18;;;
MCOGER;2019;510004302;510000029;1;1280;15;768;2.3;1;49;5;1227;981;17127;9;5;1;1;5.65;4.7;0;0;0;0;24;18;0;0;18;1;8;0;0;3;24.87;22.89;0;0;15.26
MCOGER;2019;510012040;510000532;0;;;;;1;23;;406;70;4837;2;;;;2;;0;0;1;1;10;8;;;2;4;;;;1;6.46;6.17;;;1.32
MCOGER;2019;520000027;520780032;1;;;;1.3;1;21;;610;0;7576;2;2;1;1;2.8;2.8;0;0;1;1;9;12;;;1;3;2;;;2;10.95;13.95;;;2.48
MCOGER;2019;520000043;520780057;1;151;29;180;1.93;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;520000068;520780073;1;509;96;601;2.44;1;27;;280;0;1186;4;4;1;1;3.2;3.2;0;0;1;1;10;14;;;3;5;2;;;2;9.68;12.09;;;4.36
MCOGER;2019;530000017;530000025;1;434;9;371;1.72;1;10;0;297;0;3553;0;0;4;2;1.93;0.83;0;0;;;1;3;0;0;1;3;3;0;0;3;2.55;4.79;0;0;2.63
MCOGER;2019;530000173;530000074;1;494;22;95;2.44;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;530000264;530000371;1;865;183;848;1.74;1;29;;993;0;11508;3;0;1;0;2.65;0;;;;;7;10;0;0;3;8;5;0;0;1;11.55;13.18;0;0;3.5
MCOGER;2019;540000023;540000049;1;778;;615;1.12;1;17;0;517;0;6155;2;;1;1;2.46;0.7;0;0;1;0;2;5;;;;29;14;;;7;9.01;8.97;;;1.79
MCOGER;2019;540000395;540000122;0;;;;;1;20;6;438;543;6557;;;4;1;1.12;0.9;1;0;1;0;5;9;;;;;;;;;5;9;;;
MCOGER;2019;540001070;540000767;1;655;75;379;0;1;48;;1264;0;16139;1;1;2;2;3.41;3.41;0;0;1;1;7;12;;;2;19;23;;;9;18.19;22.11;;;7.04
MCOGER;2019;540001096;570010181;0;;;;;1;30;;685;0;9776;4;;;;1.68;;;;;;10;13;;;;;1;;;;10;12.5;;;
MCOGER;2019;540002698;540023264;1;2525;0;2056;6.84;1;62;5;1304;1161;19830;15;10;3;1;10.63;5.98;0;0;1;1;37;25;;;27;7;14;;;15;40.87;36.41;;;33.62
MCOGER;2019;550000012;550006795;1;538;0;501;1.75;1;20;0;622;0;6733;25;;3;;19.3;;0;;1;;9;10;;;4;1;1;;;;8.41;10.86;0.13;;2.88
MCOGER;2019;550000434;550003354;1;282;2;;2.23;1;18;1;467;182;6823;;;1;1;0.32;0.32;0;0;1;1;14;12;;;2;;;;;4;14.11;12.32;;;3.57
MCOGER;2019;560000127;560023210;1;1642;0;1593;1.13;1;40;0;1065;0;10923;4;;0;;3.13;;0;;1;;14;18;;;;9;4;;;;13.25;12.79;;;0.42
MCOGER;2019;560000135;560005746;1;805;520;643;2.5;1;52;;1632;0;19809;1;1;8;5;6.31;4.72;0;0;1;1;17;17;;;3;17;11;;;0;32.71;25.6;;;3
MCOGER;2019;560000143;560014748;1;537;;512;2;1;29;1;901;7;10229;0;0;3;1;2.08;0.9;0;;1;;9;16;0;0;4;1;3;0;0;0;9.72;17.47;0;0;2.6
MCOGER;2019;560000184;560006017;0;;;;;1;26;5;794;848;8953;2;2;1;1;2.4;2.4;1;1;1;1;5;4;;;2;12;12;1;;9;14.39;13.02;0.34;;6.81
MCOGER;2019;560000192;560000044;1;254;0;237;1.95;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;560000275;560005746;0;;;;;1;;10;0;918;0;1;;4;4;2.58;1.58;0;0;1;1;;;;;2;2;1;;;1;1.6;0.8;;;2.2
MCOGER;2019;560000465;560005746;0;;;;;1;15;;185;0;3200;;;3;1;0.95;0.3;0;0;0;0;5;8;;;3;3;6;;;3;4.45;6.87;;;2.16
MCOGER;2019;560015422;560005746;0;;;;;1;10;;181;0;3337;;;2;1;0.25;0.04;0;0;0;0;4;3;;;3;;;;;;3.5;3;;;0.88
MCOGER;2019;570000059;570025254;1;547;0;507;1.6;1;6;0;179;0;2134;2;2;;;0.55;0.55;1;1;0;0;1;3;0;0;0;1;3;0;0;1;1.19;3.64;0;0;0.5
MCOGER;2019;570000117;570015099;1;343;0;322;2.2;1;8;0;292;0;2381;;;1;;0.5;;0;;1;;1;;;;;;;;;1;1;;;;0.3
MCOGER;2019;570000166;570010181;0;;;;;1;;5;0;702;0;;;1;1;0.5;0.5;;;;;;;;;;2;1;;;3;0.73;0.75;0.04;;1.07
MCOGER;2019;570000216;570010181;0;;;;;1;35;5;1133;136;15562;6;4;1;1;7.28;6.29;0;0;1;1;15;17;0;;5;2;5;1;;3;19.12;22.34;1.29;;7.45
MCOGER;2019;570000349;570005165;1;43;;40;2;1;35;3;1173;333;14958;6;6;2;2;7.25;7.25;0;0;1;1;10;12;;;4;3;4;;;;15.85;16.65;;;2.98
MCOGER;2019;570000687;570025254;0;;;;;1;20;5;514;1082;6598;5;5;1;1;2.71;2.71;1;1;0;0;6;8;3;0;15;2;1;1;0;4;7.57;9.06;0.25;0;9.11
MCOGER;2019;570001099;570023630;0;;;;;1;40;;805;0;11605;3;;;;3;;0;0;1;1;20;16;;;;;;;;1;19.7;15.3;;;0.7
MCOGER;2019;570003079;570010181;0;;;;;1;48;0;1328;0;12614;5;3;;;5;3;0;0;1;1;11;14;;;10;4;3;;;3;15.8;15.95;;;11.75
MCOGER;2019;570005215;570005165;0;;;;;1;;5;0;386;0;1;1;1;1;0.9;0.9;0;0;1;1;1;1;;;1;1;;;;;1.55;0.84;;;0.2
MCOGER;2019;570026682;570005165;1;567;;496;1.6;1;44;;1671;0;15513;4;4;1;1;3.6;3.6;0;0;1;1;20;35;;;6;2;9;;;1;19.15;40.11;;;4.07
MCOGER;2019;580004836;580780039;1;560;795;;0.7;1;23;7;734;449;7976;1;1;3;3;2.7;2.7;0;0;1;1;7;9;0;;2;5;2;2;;10;12.11;11.07;0.8;;5.52
MCOGER;2019;580972677;580780088;0;;;;;1;13;0;176;0;1962;0;;;;0.5;;;;;;;;;;;;;;;;;;;;
MCOGER;2019;580972685;580780096;0;;;;;1;12;;269;0;4025;1;;;;1.47;;0;;1;;17;18;;;7;;2;;;3;4.74;6.78;;;2.15
MCOGER;2019;590000014;590780052;0;;;;;1;20;;73;0;642;2;2;;;1.43;1.43;1;1;1;1;6;7;;;2;1;;;;2;4.6;5.42;;;2.58
MCOGER;2019;590000121;590780227;1;530;0;485;2.69;1;40;5;1283;243;13244;4;4;3;3;6.46;6.46;0;0;0;0;24;23;;;4;;1;;;;23.68;23.64;;;4.6
MCOGER;2019;590000337;590781415;1;1096;38;950;1.5;1;25;2;1071;229;8634;2;1;3;;3.1;1;0;;1;;10;14;;;7;7;1;;;2;15.68;14.97;;;7.92
MCOGER;2019;590000428;590781605;1;752;;717;2;1;24;;719;0;8372;2;2;4;4;4.3;4.3;;;1;1;13;14;;;1;1;0;;;1;12.94;13.98;;;1.72
MCOGER;2019;590000436;590781621;1;379;6;382;1;1;20;0;666;0;6287;2;2;2;2;3.53;2.6;;;;;7;10;0;0;0;0;0;0;0;7;6.79;9.7;0;0;1.46
MCOGER;2019;590000469;590781662;0;;;;;1;30;0;979;0;8434;3;2;0;0;2.75;2;;;;;13;14;0;0;0;1;2;0;0;1;11.33;13.19;0;0;0.5
MCOGER;2019;590000477;590781670;1;160;;156;0.4;1;14;3;;;;4;2;2;2;2.5;1.2;;;;;9;7;1;;3;4;4;;;1;7.8;6.3;0.06;;1.16
MCOGER;2019;590000527;590781795;1;;;;;1;28;5;1263;132;12765;3;3;1;;1.82;1.55;;;;;11;9;0;0;3;0;1;1;0;4;11.66;10.57;0.21;0;4.63
MCOGER;2019;590000535;590781803;1;842;0;713;1.7;1;20;0;622;0;7103;4;2;4;4;4.36;1.63;0;0;1;1;11;15;0;0;3;1;0;0;0;0;11.92;13.75;0.3;0;3.03
MCOGER;2019;590000592;590782165;1;191;;144;2;1;35;0;1064;5;11796;4;2;0;;3.54;2;0;0;0;0;18;21;;;8;2;2;;;3;17.4;21.15;;;9.07
MCOGER;2019;590000600;590782207;0;;;;;1;29;;961;0;8223;2;1;0;0;2.69;1.69;1;1;0;0;10;10;0;0;2;3;6;0;0;3;10.28;14.31;0;0;2.91
MCOGER;2019;590000618;590782215;1;2040;;1753;3.41;1;54;4;2211;491;18133;14;8;1;;10.56;4.8;0;;1;;27;25;3;1;16;10;12;0;0;8;33.93;34.7;1.45;0.25;14.57
MCOGER;2019;590000758;590782637;1;143;0;135;3;1;21;1;782;65;8874;1;1;1;1;3.18;2.54;0;0;1;1;11;9;;;3;4;3;;;2;10.7;10.65;;;4.17
MCOGER;2019;590000766;590782645;0;;;;;1;24;4;728;0;7178;3;2;;;2.5;1.5;0;;0;;13;10;;;10;1;1;;;4;11.31;11.59;;;8.53
MCOGER;2019;590001004;590783239;1;675;248;228;2.2;1;35;;1594;0;11834;8;;;;7.34;;;;;;12;17;;;3;2;3;;;;17.12;19.41;;;5.58
MCOGER;2019;590001749;590788956;0;;;;;1;20;;442;0;5181;2;2;;;2;2;;;;;3;5;;;2;3;3;1;1;3;4.52;7.8;0.2;0.2;4.38
MCOGER;2019;590780284;590051801;1;;;;;1;25;;1010;0;7867;6;6;;;4.95;4.95;0;0;0;0;4;6;;;;13;18;;;;10.26;9.94;;;
MCOGER;2019;590787586;590780193;0;;;;;1;60;;1718;0;20422;4;;;;1.25;;;;;;19;13;0;0;6;0;6;0;0;3;17.2;18.06;0;0;6.2
MCOGER;2019;590791091;590780193;0;;;;;1;;3;0;585;0;1;;;;1.25;;;;;;2;4;0;0;0;3;3;2;0;9;3.51;3.96;0.66;0;4.59
MCOGER;2019;590797353;590051801;0;;;;;1;25;1;1049;11;8955;2;;1;;2.18;;;;;;8;4;;;;11;19;;;;12.49;9.54;;;
MCOGER;2019;590801106;590782421;1;1201;80;1022;6.4;1;40;0;1525;0;18533;5;5;1;1;5.26;5.26;0;0;1;1;23;28;;;8;11;7;;;1;29.77;31.98;;;8.54
MCOGER;2019;590804696;590781902;1;694;22;550;3;1;22;2;969;308;7834;6;4;;;6;4;0;0;1;1;10;10;;;3;7;3;;;4;13.39;12.32;;;4.2
MCOGER;2019;590815056;590005492;0;;;;;1;0;4;0;45;0;4;1;;;4;1;;;1;1;6;2;;;;;4;;;;6;3.9;;;
