BOR;AN;FI;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2019;350000063;220020739;0;;;;;1;1;10;154;;;;0;;;;;;;;;;;;1;1;;5;;5;;;;;1;2;;3;1;2;1;1;0.5;6.7;0;7.4;0.5;1.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000071;920028560;1;5;5;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000121;350000303;1;8;;;313;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000147;350000022;0;;;;;1;1;13;217;0;0;;1;1607;0;0;815;109;118;588;499;0;76;;;;0;11;;2;0;1;4;4;1;4;;8;;2;1.38;1.38;0.8;12.33;;8.09;;1.58;;;;0;;;1;0;4;;;2;;;0;2;1.02;;0.1;1.3;0.4;0;1;0.95
PALIA;2019;350000154;350000030;0;;;;;1;1;8;151;0;0;;1;441;20;6;1214;262;260;692;342;;21;97;2;2;1;8;1;8;;2;;;;5;0;6;1;5;1.04;1.04;0.28;4.09;0.35;3.74;0.7;1.34;;;;;;;;;1;1;;3;3;;1;1;0.8;0.8;;2.32;2.32;;0.5;0.44
PALIA;2019;350000162;350000048;1;5;0;0;59;0;;;;;;;1;1985;17;1;1178;79;734;365;315;3;390;95;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;1;;1;1;;;;;;;;;1;1;0.1;1.52;1;;0.8;0.48
PALIA;2019;350000188;350000055;1;3;0;0;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000204;350023248;1;2;0;0;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000410;350002291;1;3;3;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000436;350002317;1;4;;;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000444;350048518;1;2;0;0;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350000741;350005179;1;10;;;143;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350002192;220020739;1;9;4;;140;1;1;8;161;;;16;1;77;;;;;;;77;12;;84;;;;7;2;5;;;2;2;2;2;;2;1;1;1;1;0.5;7.5;2;5.8;0.3;0.2;;;;;;;;;1;1;;;;;;;0.3;0.3;;;;;;
PALIA;2019;350002812;350023503;0;;;;;1;1;8;164;;;;0;;;;;;;;;;;;1;0;1;13;1;18;0;2;2;2;0;12;1;7;3;4;0.9;0.8;0.3;7.24;1.8;8.27;0.5;1.6;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350005021;440042844;0;;;;;1;1;6;108;;;11;1;313;45;5;531;54;56;400;256;0;27;1121;1;1;;2;;3;;;;;;5;;3;;;1;1;;4.75;;4.16;;;1;1;;1;;;;;;;;;;;1;;1;1;;1;;;0.7;
PALIA;2019;350005146;350000733;1;4;;;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;350006771;350005179;0;;;;;1;1;16;256;;;;1;830;25;15;217;49;45;114;739;0;48;88;4;;1;12;;10;1;4;0;;0;2;;3;1;2;2.35;;0.08;15.18;;12.17;0.75;4.98;3;;;1;;;;1;0;;;3;;;;1;3.16;;;3.6;;;;1.62
PALIA;2019;360000038;360000046;1;4;;;59;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;360000137;360000053;1;24;7;;171;0;;;;;;;1;1502;;2;;;;;381;;56;0;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;2;1;;;;;;;;;;1;1;0.6;0.6;;2;1;;0.5;0.5
PALIA;2019;360000145;360000061;1;5;0;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;360000160;360000053;1;4;2;;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;360000178;360000087;1;2;2;;51;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;360006688;360000392;1;3;0;0;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;370000093;370013468;1;9;;;140;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;370000531;370000606;1;9;4;0;207;0;;;;;;;1;1846;1;1;248;2;0;246;341;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;1;1;0;0;0;2;2;0;0;0;0.7;0.7;0;1.4;1.4;0;0.84;0.85
PALIA;2019;370000861;370000481;1;14;0;0;143;0;;;;;;;1;676;33;43;503;45;172;219;866;;33;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;370000903;370000614;1;4;0;0;62;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;370001109;370002701;0;;;;;1;1;10;219;0;0;0;0;;;;;;;;;;;;1;1;0;6;0;8;0;0;2;2;1;2;0;2;2;2;2.2;2.2;0.85;7.41;0;9.51;0.92;2.36;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;370004467;370000481;1;6;;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;370007569;370007528;1;18;0;0;334;0;;;;;;;1;178;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380000034;380780049;1;5;;;134;0;;;;;;;1;1795;;;;;;;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;2;2;;2;;;1;1;1.5;1.5;;2;;;0.75;1.75
PALIA;2019;380000042;380780056;1;3;0;0;77;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380000059;380780072;1;3;3;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380000067;380780080;1;16;0;1;188;1;1;10;215;;;4;1;2773;;;0;;;;823;;73;256;1;;;3;;8;;;2;;1;9;;3;1;5;1.73;;0.8;8.7;;10.1;0.5;2.7;;;;;;;;;2;;;1;;;;2;1.8;;0.2;2.7;;;0.5;2.2
PALIA;2019;380000091;380780171;1;3;0;0;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380000174;380781435;1;16;8;0;204;0;;;;;;;1;3680;23;4;64;55;9;2;409;;45;41;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;1;3;;;1;1;1.63;;0.5;2.25;;;0.5;0.55
PALIA;2019;380000406;380784751;1;3;;;76;0;;;;;;;1;4238;26;10;500;100;150;250;484;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;2.24;0;0;0;0;0;0;0
PALIA;2019;380005868;010783009;1;4;4;0;16;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;;0.3;0.1;;;;;0.15;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380009928;380804542;1;10;10;;107;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380012658;380012609;1;11;0;0;175;0;;;;;;;1;2030;0;0;0;0;0;0;244;16;25;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;1;0;1;2;1.1;1.1;0;1;1;0;0.7;1.1
PALIA;2019;380780379;380798249;1;5;5;;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380781138;010783009;1;3;3;0;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;0;;0;0;;;;;;;0;0;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380781369;010783009;1;4;4;0;5;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;380785956;380795211;1;3;;;116;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;390000040;390780146;1;3;0;0;65;0;;;;;;;1;2090;21;1;109;1;35;73;480;4;28;24;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;1;;1;1;1;1.35;;;0.5;;0.17;0.7;0.38
PALIA;2019;390000057;390780153;1;2;;;34;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;390000065;390780161;1;2;0;0;6;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;0.1;0.1;;;;;;
PALIA;2019;390000081;390780179;1;5;;;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;;0.2;0.2;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;390000222;390780609;1;3;1;0;35;0;;;;;;;1;654;9;2;37;13;9;15;349;0;18;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;1;1;0.5;0.5;;0.8;;;0.8;0.5
PALIA;2019;400000105;400780193;1;5;;;91;1;1;8;220;;;;1;3922;25;4;271;39;115;117;383;;47;63;2;;;6;;2;;;1;;;3;;7;1;1;1.24;;;7.33;;7.74;0.68;0.71;0;;;1;;;1;;1;;;1;;;;2;0.66;;;1.86;;;1;0.96
PALIA;2019;400000139;400011177;1;5;0;0;135;1;1;10;265;0;0;16;1;2629;25;3;145;103;42;0;541;;86;147;1;;0;8;;6;1;0;2;;1;2;;0;0;3;1.8;;0.5;9.12;;6.78;0.59;0.9;0;;0;1;;0;1;1;1;;0;1;;0;0;0;0.8;;0;1.9;;0;0.9;0.35
PALIA;2019;400000147;400780268;1;3;;;897;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;400000261;400780458;1;4;;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;400008199;400008108;0;;;;;0;;;;;;;1;5;;;513;76;;437;146;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;1;;;;1;2;0.4;0.4;0.1;1;1;;0.5;1.05
PALIA;2019;410000020;410000087;1;12;6;;126;0;;;;;;;1;1439;39;12;325;14;59;252;957;;33;102;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;2;0;0;1;1;1;0;2;3;0;0;2;0;2.8;0;0.75;4.3;;0;2.3;1
PALIA;2019;410000038;410000095;1;9;;;138;0;;;;;;;1;2119;;;0;;;;288;;18;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;1;1;1;0;0;0;0;0;0;0;0;1;0;0;2;2;1;0.83;0.7
PALIA;2019;410000046;410000103;1;6;2;0;93;0;;;;;;;0;;;;;;;;;;;;;;;0;;;0;;;;;0;;;0;;;;;0;;;0;;;;;0;;;0;;;;;0;;;0;;;;;0;;;0;
PALIA;2019;410000053;410000111;1;2;1;;74;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;410000202;410000319;1;12;;;277;0;;;;;;;0;;;;;;;;;;;;;;;7;;7;;;4;1;2;1;1;1;1;3;0.25;0.1;0.5;7.3;0.25;7.86;0.2;0.7;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420000010;420780033;1;5;0;0;36;0;;;;;;;1;1928;29;3;1160;164;208;788;566;3;28;12;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;0;;2;2;;1;3;2;0;;2;1;;;;0.95;0;;3;2.5;;1;2
PALIA;2019;420000226;420013831;1;3;0;0;240;0;;;;;;;1;2422;16;10;1603;512;695;396;712;;98;26;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;3;3;0;4;3;1;2;2;3.22;3.22;0;3;2.65;0.2;1.5;1.2
PALIA;2019;420000234;420780652;0;;;;;0;;;;;;;1;989;24;3;130;1;129;;266;;87;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;1;;;;;;;;;;1;1;1;1;;1;1;;0.5;0.5
PALIA;2019;420000242;420780660;1;8;8;0;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420009599;420002495;1;3;0;0;71;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420010241;420013492;1;6;;;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420011413;420011405;1;5;;;124;0;;;;;;;0;;;;;;;;;;;;1;;;3;;3;;;;;1;;;;;;1;;0.5;2.65;;2.73;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420780546;420000168;1;4;0;0;4;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420780637;420002495;0;;;;;0;;;;;;;1;1560;7;0;485;0;202;32;288;0;49;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;1;;;;;;1;;0.27;;;1;;;0.05;0.15
PALIA;2019;420782096;420787061;1;4;4;0;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420782567;420784878;1;3;;;83;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;420785354;420784878;1;11;0;0;269;1;1;12;301;;;;1;1601;45;5;201;21;169;11;571;0;1685;320;1;0;1;10;0;11;0;2;0;0;0;3;0;1;1;0;0.8;0;0.5;10.21;0;7.62;0.5;0.77;2;0;1;2;0;1;0;2;0;0;0;0;0;0;0;0;2;0;0.5;1.75;0;1;0.42;0.5
PALIA;2019;430000117;430000018;1;4;0;0;56;1;1;8;183;0;0;;1;3686;22;11;27;8;17;2;450;1;53;3;0;0;0;6;0;4;0;0;2;2;1;2;0;0;0;1;0.94;0.94;0.2;7.84;0;3.98;0.01;0.07;0;0;0;0;0;0;0;0;2;2;0;4;1;0;1;2;0.88;0.88;0;2.59;0.8;0;0.5;1.1
PALIA;2019;430000190;430000034;1;3;0;0;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;430000216;750811820;1;6;6;;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;430000299;430000059;1;3;0;0;38;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;430000307;430000067;1;3;0;0;20;0;;;;;;;1;41;1;;23;;23;;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0.02;;;0.04;0.01;;0.02;
PALIA;2019;430000356;430000091;1;2;0;0;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440000016;440000057;1;9;0;0;17;1;1;6;161;;;;1;530;60;9;123;58;53;12;236;;223;;1;1;;;;;;;2;2;;;;;;;1.1;1.1;0.54;6.55;6.55;6.57;0.41;0.63;;;;1;1;1;;;;;1;1;;;1;;;;0.2;1.14;1.14;0.92;0.78;
PALIA;2019;440000271;440000289;1;14;;2;367;0;;;;;;;1;2449;122;26;340;93;152;43;1031;25;295;879;;;0;0;;0;0;0;;;0;0;;0;0;0;;;0;0;;0;0;0;5;;1;2;;0;0;0;1;;0;2;;0;2;3;2.32;;0.87;2.03;;0;0.88;0.7
PALIA;2019;440000396;440053643;1;5;;;46;0;;;;;;;1;483;21;2;174;1;116;57;320;;91;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;1;;1;;0.45;;;0.75;0.75;;0.5;
PALIA;2019;440000453;440000289;1;7;4;0;105;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440000503;440000313;1;6;4;;70;0;;;;;;;1;893;10;5;147;51;78;18;971;;201;7;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;1;1;0.74;0.49;;0.5;;;0.5;0.5
PALIA;2019;440000552;440042141;1;6;6;;41;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440000560;850009010;1;8;7;;93;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440000693;440053411;1;4;4;;134;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440000883;440042141;1;4;2;0;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440001113;490017258;1;12;;;227;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440001253;440028538;1;6;0;0;131;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440001287;440041531;1;6;;;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440002459;440018661;1;6;6;;114;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440017598;440000289;1;4;;;156;1;1;10;238;0;0;;0;;;;;;;;;;;;3;;0;10;;7;0;0;2;;1;1;;4;1;1;2.15;;0.93;10.02;;9.59;0.5;0.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440024669;440042844;1;10;10;;97;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440033819;440006344;1;4;;;1460;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;440041580;440041572;1;16;;;310;0;;;;;;;1;614;0;0;0;;;;210;;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;1;1;;;;;;1;0.9;0.9;;1;1;;;0.4
PALIA;2019;440050433;440053429;1;16;6;0;295;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000047;450000096;1;6;3;;51;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000062;450000104;1;10;4;;153;0;;;;;;;1;1940;1;;113;102;11;;585;;68;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;1;;;1;1;0.5;;0.5;1.86;;;0.8;0.5
PALIA;2019;450000070;450000112;1;6;2;0;69;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000211;450000153;1;2;2;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000245;450000542;1;5;;;31;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000260;450000161;1;3;;;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000286;920030897;1;4;4;;45;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450000294;450000591;1;8;;;304;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;450002613;450000088;1;37;6;;598;1;1;12;249;;;;1;2349;0;1;558;0;0;558;0;;556;33;0;;0;6;;7;0;1;2;;1;3;;3;1;2;2.73;;0.53;8.64;;8.48;0.35;1.83;0;;0;2;;0;0;0;2;;1;0;;0;1;2;2.35;;0.1;2.61;;0;0.44;0.52
PALIA;2019;450014956;450000849;1;6;6;;84;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;460000045;460780083;1;2;0;0;62;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;460000052;460780091;1;4;2;;60;0;;;;;;;1;275;2;2;99;;2;27;149;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;0.37;;;1;
PALIA;2019;460000102;460780208;1;5;3;;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;460000110;460780216;1;8;;;177;0;;;;;;;1;2321;;1;8;8;;;261;4;21;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;1;;0;0;0;0;;0;1;;1;1;0;1;;0;1.3;;0.7;0.3;0
PALIA;2019;460006075;460006067;1;2;2;0;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;460006083;460785090;1;1;1;0;9;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;470000027;470014069;1;5;;;156;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;470000423;470016171;0;;;;;1;1;12;323;;;;1;851;19;1;1377;160;140;1221;502;;62;;1;;0;6;;8;0;1;3;;1;7;;4;1;2;1.83;;0.8;10.14;;9.79;0.5;2;0;;;1;;0;0;0;1;;;0;;0;1;2;0.9;;;1;;0;0.5;0.8
PALIA;2019;470000431;470000324;1;8;;;77;0;;;;;;;1;1861;12;3;224;11;53;171;327;5;61;14;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;2;2;;1;1;2;2;;;;;1;;0.97;0.97;;2;2;;1.49;0.5
PALIA;2019;470000480;470001660;1;5;0;0;134;0;;;;;;;1;647;7;3;461;8;72;230;334;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;;;;1;;;;3;1;;;1.8;;;1;0.79
PALIA;2019;470000571;470000407;1;5;5;0;58;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;480000017;480780097;1;5;0;0;115;0;;;;;;;1;649;21;23;279;185;94;3;304;0;154;0;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;3;;;1;2;;;;;;;;3;0.5;;0.01;2.18;;;0.5;1.14
