BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2019;560000242;560022246;;;;;;;;;;;;1;0;0;1;1;1;1;1;0;0;0;;0.2;0.1
INFOMED;2019;560000382;560002032;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2;0.5
INFOMED;2019;560000473;350000048;;;;;;;;1;;;;;0;0;0;1;1;0;1;0;1;0;;;
INFOMED;2019;560000499;560002222;;;;;;;;1;;;;;0;0;1;1;1;1;1;1;0;1;350006763;0.2;
INFOMED;2019;560000697;560002677;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;560000382;2;0.5
INFOMED;2019;560002024;560006074;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;290000546;2.5;0.5
INFOMED;2019;560002123;920030269;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0.3;0.15
INFOMED;2019;560002933;560026965;;;1;;;;;;;;;;0;0;0;0;0;1;1;;0;0;;2.4;0.5
INFOMED;2019;560002974;830013678;;1;;;;;;1;;;;;0;0;0;1;1;0;0;0;0;1;830013678;0.66;0
INFOMED;2019;560003055;440042844;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.1
INFOMED;2019;560004277;750721029;;;;;;;;;;1;;;1;0;0;1;1;;;;;0;;0;0
INFOMED;2019;560006991;220017974;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;0;;0.35;0.1
INFOMED;2019;560007510;560001307;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;1;0;;1;
INFOMED;2019;560008799;560013989;;1;;;1;;;;;;;;0;0;0;1;1;0;0;0;0;0;;3.5;0
INFOMED;2019;560018509;560018459;;;;;1;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.8;0.1
INFOMED;2019;560027377;560006017;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;0.1;0.03
INFOMED;2019;560029068;560029050;;1;;;;;;;;;;;0;0;0;1;1;0;;;0;1;560005746;;
INFOMED;2019;570000026;570024794;;;1;;;;;;1;;;;0;0;0;1;1;0;;;0;0;;;
INFOMED;2019;570000059;570025254;;;1;;;;;;1;;;;0;0;0;0;1;1;1;0;0;0;;3.5;0.5
INFOMED;2019;570000083;570000729;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;2.3;1
INFOMED;2019;570000091;750050759;;;;;;1;;;1;;;;1;1;1;1;1;0;0;0;1;0;;2;
INFOMED;2019;570000109;570000034;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;1;670780055;0.38;
INFOMED;2019;570000117;570015099;;1;;;1;;;;;;;;0;0;0;0;1;1;0;1;1;1;670780055;2;0.5
INFOMED;2019;570000216;570010181;;;1;;;;1;;;;;;0;0;0;0;0;1;1;;0;0;;3.14;0.54
INFOMED;2019;570000281;570005165;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;0.1;0.1
INFOMED;2019;570000349;570005165;;;;;;;;;;;;;;;;;;;;;;;;3.66;1
INFOMED;2019;570000356;570000919;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;;540003449;1.5;0.3
INFOMED;2019;570000364;570011569;1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;;1.76;0.25
INFOMED;2019;570000380;570000034;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;1;670780055;0.63;
INFOMED;2019;570000448;750050759;;;;;;;;1;;;;;1;1;1;1;1;0;;;0;0;;0.2;
INFOMED;2019;570000455;570010181;;1;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;0.06;0.08
INFOMED;2019;570000562;570011353;;;1;;;;;;1;;;;1;0;1;1;1;0;0;0;0;0;;;
INFOMED;2019;570000596;750821092;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;2;0
INFOMED;2019;570000646;570001115;;;1;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;;4.85;0.7
INFOMED;2019;570000794;930019484;;;;;;;;1;;;;;0;0;1;1;1;1;0;1;0;0;;0.5;0.03
INFOMED;2019;570000828;570011452;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;1;1;570023630;0.6;0
INFOMED;2019;570000885;570000133;;;;;;;;;;;;1;0;0;0;0;0;1;1;0;0;1;;2.34;0.2
INFOMED;2019;570000893;570000141;1;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;2.6;0.2
INFOMED;2019;570000901;570000158;1;;;1;;;;;;;;;0;0;0;0;1;1;1;0;1;0;;4.44;0.6
INFOMED;2019;570000968;570000430;1;;;;;;1;;;;;;0;0;1;1;1;1;0;0;1;1;570026682;1;0
INFOMED;2019;570001016;570000513;1;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;3;0.5
INFOMED;2019;570001057;570023630;;1;;;1;;;1;;;1;;0;0;0;0;1;0;0;0;1;0;;3.2;0.6
INFOMED;2019;570001099;570023630;;1;;;1;;;1;;;1;;0;0;0;0;1;0;0;0;1;0;;0.3;0.1
INFOMED;2019;570002287;570001230;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;1;0;;0.05;0.01
INFOMED;2019;570003079;570010181;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.1
INFOMED;2019;570003103;540019726;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;1;540019726;0.6;0.1
INFOMED;2019;570005215;570005165;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;0.1;0.1
INFOMED;2019;570009670;570027995;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2019;570012369;570011387;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;1;;0.3;0.1
INFOMED;2019;570012633;540019726;;;;;;;1;;;;;;;;;;;;;;;1;540019726;0.15;0.1
INFOMED;2019;570015750;570005165;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;0;;0.1;0.1
INFOMED;2019;570023309;670014604;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;0.1;0.01
INFOMED;2019;570026252;570023630;;1;;;1;;;1;;;1;;0;0;0;0;1;0;0;0;1;0;;6.1;1.51
INFOMED;2019;570026575;570005165;;;;;;;1;;;;;;0;0;0;0;0;0;;;;0;;;0.05
INFOMED;2019;570026682;570005165;1;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;7.3;3.2
INFOMED;2019;580006286;920030269;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;;0.2;0.2
INFOMED;2019;580780138;580000024;;;1;;;;;;;;;;0;0;0;0;0;1;0;1;0;0;;1.6;
INFOMED;2019;580780187;580000057;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.3;0.1
INFOMED;2019;580780203;580000073;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.14;0.2
INFOMED;2019;580780237;580000099;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;;0.25;
INFOMED;2019;580971349;580002129;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.22;0.11
INFOMED;2019;580972008;580000628;;;;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;1.5;0.15
INFOMED;2019;580972610;580780054;1;;;;;;1;;;;;;1;1;1;1;1;0;0;0;0;1;580780039;;
INFOMED;2019;580972636;580780971;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;1;580972693;1;0.14
INFOMED;2019;580972644;580781136;;;1;;;;;1;;;;;0;0;0;0;0;1;1;1;0;0;;0.1;0.25
INFOMED;2019;580972651;580780047;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;580780039;0.25;0.03
INFOMED;2019;580972669;580780070;1;;;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;;0.5;
INFOMED;2019;580972677;580780088;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;2;
INFOMED;2019;580972685;580780096;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;580780039;2;0.2
INFOMED;2019;580972693;580780039;1;;;;;;1;;;1;;;0;0;0;0;1;1;1;0;0;0;;6.52;0.5
INFOMED;2019;590000014;590780052;;;1;;;;;;1;1;;;0;0;0;0;0;0;;;1;0;;1;0.4
INFOMED;2019;590000097;590780185;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;620100685;1;0.4
INFOMED;2019;590000113;590053120;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;;0.7;0.25
INFOMED;2019;590000121;590780227;1;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;;3;1.6
INFOMED;2019;590000188;590780334;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;7;1
INFOMED;2019;590000337;590781415;;1;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;8.67;1.45
INFOMED;2019;590000428;590781605;;;1;;;;;1;;1;;;0;0;0;0;0;0;;;0;1;590785424;6.21;2
INFOMED;2019;590000436;590781621;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;1.57;0.2
INFOMED;2019;590000444;590781639;;;;;;;;1;;;;;0;0;0;1;1;0;;;;1;590000618;0.2;0.4
INFOMED;2019;590000451;590781647;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;0.5;0.1
INFOMED;2019;590000469;590781662;;;1;;;;;;1;;1;;0;0;0;0;0;1;1;0;1;0;;2;0.5
INFOMED;2019;590000477;590781670;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1.86;0.15
INFOMED;2019;590000527;590781795;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;1.5;0.22
INFOMED;2019;590000535;590781803;;;1;;;;;;;;1;;0;0;0;0;0;1;0;0;1;0;;2.46;0.4
INFOMED;2019;590000543;590781811;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.9;0.2
INFOMED;2019;590000592;590782165;;;1;;;;;1;;1;;;0;0;0;0;0;0;0;0;0;0;;4.71;0.55
INFOMED;2019;590000600;590782207;;;1;;;;;1;;1;;;0;0;0;0;0;0;0;0;1;1;590782215;1.2;0.2
INFOMED;2019;590000618;590782215;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;5.89;3.66
INFOMED;2019;590000691;590782439;;;1;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;1.21;0.1
INFOMED;2019;590000758;590782637;;1;;;;;1;;;;;;0;0;0;0;0;1;0;0;1;0;;3.78;0.6
INFOMED;2019;590000774;590782652;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;1;1;0;;1;0.5
INFOMED;2019;590000782;590782660;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;590782678;6.95;0.5
INFOMED;2019;590000790;590782678;;;;;;;;;;1;;;0;0;0;0;0;;1;0;0;0;;2;0.5
INFOMED;2019;590001004;590783239;;1;;;;;1;;;;1;;0;0;0;0;0;0;0;0;0;0;;7.08;1
INFOMED;2019;590001418;590034740;;;;;;;;;;1;;;0;0;0;0;0;1;0;0;0;0;;2.3;0.86
INFOMED;2019;590001442;590784245;;;;;;;1;;;;;;0;0;0;0;0;0;1;0;0;1;590000337;1.7;0.1
INFOMED;2019;590001749;590788956;;1;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;1;0.3
INFOMED;2019;590005245;;;;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;1;;0.05;0.05
INFOMED;2019;590006896;590000519;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;1;0.2
INFOMED;2019;590008041;590008033;;1;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;3;0.3
INFOMED;2019;590016408;590016358;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2019;590025128;620001834;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;0.1
INFOMED;2019;590034732;590000675;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;;0;;;
INFOMED;2019;590040267;590782678;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.1;
INFOMED;2019;590049565;780020715;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;;0.4
INFOMED;2019;590052056;590051801;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;590780284;1.88;0.1
INFOMED;2019;590053955;;;;;;;;;;;;;1;0;0;0;0;0;0;;;1;0;;0;1
INFOMED;2019;590780060;590000022;1;;;;;;;;;;;;0;0;0;0;0;0;;;0;0;;1;0.1
INFOMED;2019;590780128;590000063;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.2;0.2
INFOMED;2019;590780250;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;1;1
INFOMED;2019;590780268;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;3.4;1
INFOMED;2019;590780284;590051801;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;7.65;0.4
INFOMED;2019;590780342;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;0;0.4
INFOMED;2019;590780383;590000204;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;0;1
INFOMED;2019;590781571;590000402;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;0.7;0.1
INFOMED;2019;590781951;590053955;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;1;1
INFOMED;2019;590782256;590000659;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2019;590782280;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;0.53;0.1
INFOMED;2019;590782298;590000675;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;2.5;0.5
INFOMED;2019;590782546;590000733;;;1;;;;;;1;;;;0;0;1;1;1;1;1;1;1;0;;0.6;0.5
INFOMED;2019;590782553;590000741;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;1.1;1
INFOMED;2019;590782611;750719239;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;0.55;0.66
INFOMED;2019;590783171;590000980;;;;;;;;1;;;;;1;1;;1;1;0;;;0;0;;;
INFOMED;2019;590783189;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;0.47;0.1
INFOMED;2019;590784484;590001467;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.01;
INFOMED;2019;590785341;750005068;;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;;;0.05
INFOMED;2019;590785374;620001834;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.4
INFOMED;2019;590785424;930019484;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;0;;0.5;0.11
INFOMED;2019;590786984;620020859;;;;;;;;;1;;;;0;0;1;1;0;1;0;1;0;0;;0.39;0.09
INFOMED;2019;590788964;590001756;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;1;590788964;2;0.2
INFOMED;2019;590790473;620020859;;;;;;;;1;;;;;0;0;0;1;0;1;0;1;0;0;;0.79;0.09
INFOMED;2019;590790655;590002218;;;1;;;;;;;;;;0;0;0;0;0;0;;;;0;;0.5;0.14
INFOMED;2019;590796975;590780193;;;;;;;;;;;;;;;;;;;;;;;;52.81;7.64
INFOMED;2019;590797346;620020859;;;;;;;;;1;;;;0;0;0;1;0;0;0;0;0;0;;0.32;0.06
INFOMED;2019;590797353;590051801;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;;2.7;0.41
INFOMED;2019;590797387;590805628;;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;1.07;
INFOMED;2019;590801106;590782421;;;1;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;7;2.6
INFOMED;2019;590804696;590781902;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;5.2;1.5
INFOMED;2019;590806360;590003596;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;1;1;1;590782546;1.04;0.2
INFOMED;2019;590809703;590004552;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;0;;2.14;0.1
INFOMED;2019;590810784;590004685;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;2;
INFOMED;2019;590813176;590005278;;;1;;;;;;;;;;0;0;0;0;0;0;;;;0;;0.1;0.1
INFOMED;2019;590813382;590000386;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;;;1.8;0.2
INFOMED;2019;590813507;590000485;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;0;1;590813507;2;0.2
INFOMED;2019;590815056;590005492;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;;3;0.2
INFOMED;2019;590816310;590000048;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2019;590817458;590053955;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;0;1
INFOMED;2019;590817839;590053955;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;0;;0;1
INFOMED;2019;600000012;600100028;;;;;;;;;;1;;;0;0;0;0;0;1;1;1;1;0;;4;0.4
INFOMED;2019;600000020;600100085;;;;;;;;;1;;;;1;0;0;1;1;1;1;0;0;1;600100721;0.01;0.01
INFOMED;2019;600000046;600100127;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.05;0.02
INFOMED;2019;600000053;600101984;1;;;;;;1;;;;;;0;0;0;0;1;0;0;0;0;0;;2.75;0.95
INFOMED;2019;600000152;600100572;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;1;600100713;0.4;
INFOMED;2019;600000186;600100648;;;;;;;;;;;;;;;;;;;;;;;;1.52;
INFOMED;2019;600000194;600100713;;;1;;1;;;;1;;;;0;0;0;0;1;0;0;0;0;1;600100713;5.04;1.6
INFOMED;2019;600000467;600101984;1;;;;;;1;;;;;;0;0;0;0;1;0;0;0;0;0;;2.04;1.45
INFOMED;2019;600003008;600113278;;;;;1;;;;;;;;0;0;0;1;1;1;1;1;;0;;1;0.1
INFOMED;2019;600008643;600008635;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.1
INFOMED;2019;600010862;600010854;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;1;0.1
INFOMED;2019;600100101;750712184;;;1;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.3;0.3
INFOMED;2019;600100168;600106629;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.5;0.2
INFOMED;2019;600100184;920033198;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;;0.8;0.2
INFOMED;2019;600100275;750034589;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;1;1;;1;0.1
INFOMED;2019;600100283;750710428;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.5;0.04
INFOMED;2019;600100309;750721334;;;;;;;;1;;;;;0;0;0;1;1;0;0;0;1;0;;0.34;0.02
INFOMED;2019;600100671;750034589;;;;;;;;;1;;;;0;0;0;1;1;1;1;0;0;1;750034589;0.8;0
INFOMED;2019;600100754;600000228;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;3.59;1
INFOMED;2019;600100796;750720609;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;1;600101943;0.4;0.1
INFOMED;2019;600100861;440052041;;;;;;;;1;;;;;0;0;0;1;1;1;1;0;1;0;;0.8;0.2
INFOMED;2019;600101679;590039863;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2019;600101687;600010037;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.5;0.05
INFOMED;2019;600101943;750720609;;;;;;;1;;;;;;0;0;0;0;0;0;;;1;0;;0.2;0.1
INFOMED;2019;600107049;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;;1;0.2
INFOMED;2019;600110175;600001234;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;800009466;1.2;0.2
INFOMED;2019;600111124;600106611;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.2;0.1
INFOMED;2019;600113476;600100721;;;1;;1;;1;;;;;;0;0;0;0;1;0;0;0;1;0;;8.29;0.9
INFOMED;2019;610000028;610780025;;;;;;;;;;1;;;0;0;0;0;0;1;0;1;1;0;;0.79;0.79
INFOMED;2019;610000044;610780074;;1;;;;;;1;;;;;0;0;0;1;1;0;0;0;1;0;;2;0
INFOMED;2019;610000051;610780082;1;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;;5;1.52
INFOMED;2019;610000069;610780090;;;1;;;;;;1;;;;0;0;0;0;0;1;0;1;1;1;140000100;2.7;0.05
INFOMED;2019;610000077;610780124;;1;;;;;;1;;;;;0;0;0;0;1;0;0;0;1;0;;0.5;0.1
INFOMED;2019;610000085;610780132;;;;;;;;1;;;;;1;0;1;0;1;0;;;;0;;0.6;0
INFOMED;2019;610000093;610780140;;;1;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;0.5;0.05
INFOMED;2019;610000119;610780165;;;1;;;;;;1;;;1;1;0;0;1;1;0;0;0;;0;;3;0.4
INFOMED;2019;610004269;610787038;;;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.1
INFOMED;2019;610005837;610005811;;;;;;1;;;;;;;0;0;0;0;0;1;1;;1;0;;;
INFOMED;2019;610006256;610006769;;;;;;1;;;;;;;0;0;0;0;0;1;1;1;1;0;;0.2;0.1
INFOMED;2019;610006421;610006413;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;2;0.2
INFOMED;2019;610007155;610005811;;;;;;1;;;;;;;0;0;0;0;0;1;1;1;1;0;;;
INFOMED;2019;610780116;610790594;;;1;;;;;;1;;;1;0;0;0;1;1;0;;;1;;;2.36;0
INFOMED;2019;610780371;760025734;;;;;;;;1;;;;;1;1;1;1;1;1;0;1;0;0;;;
INFOMED;2019;610780389;610787764;;;;;;;;1;;;;;0;0;0;0;1;0;0;0;0;0;;0.7;
INFOMED;2019;610784423;610787285;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;0;;1;
INFOMED;2019;620000026;620003814;;1;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;3.5;1
INFOMED;2019;620000034;620100057;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;1;0;;3;0.79
INFOMED;2019;620000059;620100073;;;;;;;1;;;1;;;0;0;0;0;0;1;0;1;1;1;620100057;0.5;0.02
INFOMED;2019;620000067;620100081;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;620100057;0.47;0.02
INFOMED;2019;620000224;620100651;;1;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;620100685;9.6;0.4
INFOMED;2019;620000240;620100677;;1;;;;;;1;;;1;;0;0;0;0;0;1;0;0;0;1;620100685;2;0.4
INFOMED;2019;620000257;620100685;;1;;;;;;;;;1;;0;0;0;0;0;1;1;0;0;1;;14;1.5
INFOMED;2019;620000281;620101287;;;;;;;;;;;;;0;0;0;0;0;0;;;0;;;2;
INFOMED;2019;620000299;620101295;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2019;620000323;620101337;;;1;;;;;;1;;1;;0;0;0;0;0;0;0;0;1;1;620000653;7;1.01
INFOMED;2019;620000349;620101360;;1;;;;;;1;;;;;0;0;0;0;0;0;;;1;0;;4.04;0.5
INFOMED;2019;620000653;620103440;1;;;;;;1;;;1;;;0;0;0;0;0;1;1;1;0;0;;3.8;1.78
INFOMED;2019;620001834;;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;0.8;0.05
INFOMED;2019;620002154;620112607;;;;;;;;;;;;;0;0;0;0;0;0;;;0;1;620000653;0.2;0.1
INFOMED;2019;620003202;620103432;1;;;;;;1;;;1;;;0;0;0;0;0;;1;0;0;0;;3.31;1.5
INFOMED;2019;620003350;620001834;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;2.09;0.25
INFOMED;2019;620003376;620001834;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.6;0.4
INFOMED;2019;620006049;620000331;;;1;;;;;;;;;;0;0;0;0;0;0;;;1;0;;2;0.2
INFOMED;2019;620012948;620000265;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;620100735;0.2;0.2
INFOMED;2019;620013649;620013599;;;;;1;;;;;;;;1;0;0;1;1;1;0;0;1;0;;1;0.15
INFOMED;2019;620024208;620002352;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;0.01;
INFOMED;2019;620025346;620001834;;1;;;;;;1;;;;;0;0;0;0;0;0;0;;;0;;3.38;0.25
INFOMED;2019;620025387;620025361;;;;;;;;;;;;1;0;0;1;0;0;0;;;;0;;;
INFOMED;2019;620026401;620024158;;;;;;;;1;;;;;1;1;1;1;1;1;0;1;1;0;;0.1;0.1
INFOMED;2019;620026690;620027839;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;0.2;
INFOMED;2019;620030726;620030718;;;;;;;;;;;1;;0;0;0;0;0;;;;;;;;
INFOMED;2019;620100016;750712184;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;0;0;;0.5;0.1
INFOMED;2019;620100099;620014779;;1;;;;;;;;;;;0;0;0;0;0;1;1;;0;0;;4;0.2
INFOMED;2019;620100487;620000125;;;1;;;;;;1;;;;0;0;1;1;1;0;;;0;0;;3.2;0.3
INFOMED;2019;620100495;620000133;;;;;;;;1;;;;;1;0;0;1;1;1;1;0;1;0;;;
INFOMED;2019;620100735;620000265;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;3;0.05
INFOMED;2019;620100750;620000273;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;0.12
INFOMED;2019;620100842;620001834;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;0.54;0.1
INFOMED;2019;620101311;620027763;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;3;0.2
INFOMED;2019;620101501;620000364;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.7;0.2
INFOMED;2019;620102954;620020859;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.38;0.09
INFOMED;2019;620105973;590039863;;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2019;620105981;620000968;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2019;620106088;620000976;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1.2;0.05
INFOMED;2019;620106203;620020859;;;;;;;;;1;;;;0;0;0;1;1;1;0;1;0;0;;0.38;0.09
INFOMED;2019;620116046;620002311;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;;1;;0.25;0.1
INFOMED;2019;620117606;620020859;;;;;;;;;1;;;;0;0;;1;0;1;1;0;0;0;;0.74;0.09
INFOMED;2019;620118513;620002915;;;1;;;;;;1;;;;0;0;0;0;;1;1;0;;0;;3;0.1
INFOMED;2019;630000016;630180032;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;;
INFOMED;2019;630000131;630003168;;;;;;;1;;;;;;0;0;0;0;0;1;0;1;0;0;;0;0.67
