BOR;AN;FI;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2019;300781465;300000726;1;;;;;;;;;;;;1;1;1;1;1;0;0;0;1;0;300781465;1;0
INFOMED;2019;300782117;300780038;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;0;;18.87;3
INFOMED;2019;300786274;300786266;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;0;;;0.1
INFOMED;2019;300788502;300017985;;1;;;;;;;;;;;1;0;1;1;1;1;1;1;1;0;;2.89;0
INFOMED;2019;310000310;310780671;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;310180013;3.43;0.85
INFOMED;2019;310000336;310780713;;;;;;;1;;;;;;0;0;0;0;1;1;1;0;0;0;;;
INFOMED;2019;310000369;310780754;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.9;1
INFOMED;2019;310013628;310786256;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;310781406;0.96;0.1
INFOMED;2019;310020938;750056335;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;0;;0.2;0.1
INFOMED;2019;310021571;310021563;1;;;;;;;1;;;;;0;0;1;1;1;1;0;0;1;0;;2;0.1
INFOMED;2019;310023007;810005678;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.45;
INFOMED;2019;310026083;310026075;1;;;;;;;;;;;;0;0;0;0;0;1;1;;0;0;;5.5;0.75
INFOMED;2019;310026927;310026794;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;5.89;0.38
INFOMED;2019;310780119;310000047;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.4
INFOMED;2019;310780143;920031754;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;0.1;0.1
INFOMED;2019;310780150;310788799;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;2.78;0.18
INFOMED;2019;310780234;920030871;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.4;
INFOMED;2019;310780259;310000096;;;1;;;1;;;;;;;0;0;0;0;0;1;;1;0;0;;8.78;1
INFOMED;2019;310780283;310000112;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;12.22;0.6
INFOMED;2019;310780358;310000146;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;;;0.1
INFOMED;2019;310780366;310000153;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.33
INFOMED;2019;310780374;310000161;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;1.6;0.05
INFOMED;2019;310780382;310000179;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;110780483;4.39;0.8
INFOMED;2019;310780390;310000187;;;;;;1;;;;;;1;0;0;0;0;0;1;1;1;0;1;310780309;0.5;0.05
INFOMED;2019;310780481;340015171;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.25;0.05
INFOMED;2019;310781000;310788880;;;1;;;;;;;;;1;0;0;0;0;0;1;1;0;0;0;;3.47;0.69
INFOMED;2019;310781067;310788898;;;1;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;;1.32;0.52
INFOMED;2019;310781125;310000419;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;1;0;;0.2;0.2
INFOMED;2019;310781133;310000427;;;;;;;;;;;;1;0;0;0;0;0;1;1;;0;0;;0.2;0.1
INFOMED;2019;310781141;310000435;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;1;0;;0.5;0.1
INFOMED;2019;310781158;920031762;0;0;0;0;0;0;0;0;0;;1;;0;0;0;0;0;1;1;0;0;1;;0.2;
INFOMED;2019;310781174;750056335;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2019;310781422;310781562;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;1.5;0.5
INFOMED;2019;310781430;310788906;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.01;0.01
INFOMED;2019;310781505;310000492;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;1;310780382;2.67;0.2
INFOMED;2019;310781695;920030269;1;0;0;;;;1;0;0;;;;0;0;0;0;0;1;1;0;0;0;;0.75;0.25
INFOMED;2019;310781984;310014378;;;;;;;1;;;;;;0;0;0;1;0;1;0;0;1;0;;0.5;0.15
INFOMED;2019;310782016;310000617;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;0.8;0.5
INFOMED;2019;310782065;310000633;1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.05;0.05
INFOMED;2019;310782347;310789136;;;1;;;;;;;;;;0;0;0;0;0;1;0;0;1;0;;6.28;0.95
INFOMED;2019;310782396;750056335;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1.62;0.2
INFOMED;2019;310782446;;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;0;;0.49;0.24
INFOMED;2019;310783063;310781406;;;1;1;;;1;;;1;;;0;0;0;0;0;1;0;0;0;0;;40.52;5.65
INFOMED;2019;310783097;750005068;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;0;0;;0.02;
INFOMED;2019;310784558;310180013;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;1;310780671;0.5;0.15
INFOMED;2019;310784830;310788880;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1.82;0.21
INFOMED;2019;310786389;310001433;;;1;;;1;;;1;;;;0;0;0;1;1;0;0;0;0;0;;0.5;0.4
INFOMED;2019;310786702;750043713;;;;;;;1;;;;;;0;0;0;1;1;1;0;0;1;0;;0.5;0.05
INFOMED;2019;310787965;310788898;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;1;310781067;0.05;0.05
INFOMED;2019;310790472;310790464;;;;;;;1;;;;;;0;0;1;0;0;0;0;0;0;0;;1;0.25
INFOMED;2019;310792635;310002191;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1;0.25
INFOMED;2019;310792874;310788997;;;;;;;1;;;;;;0;0;0;0;1;0;0;0;0;0;;0.2;
INFOMED;2019;320000086;320780117;;1;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;5.9;1.5
INFOMED;2019;320000094;320780125;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;2;0.6
INFOMED;2019;320000102;320780133;;;1;;;;;;1;;;;0;0;0;0;0;1;1;;1;1;310797485;1;0.8
INFOMED;2019;320000110;320004310;;1;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;0;;0.3;0.55
INFOMED;2019;320000128;320780158;;;1;;;;;;1;;;;1;1;1;1;1;;;;;1;320000110;0.5;0.2
INFOMED;2019;320000144;320780174;;;1;;;;;1;;;;;0;0;0;1;1;1;1;1;0;1;320780133;0.6;0.2
INFOMED;2019;320000151;320780182;;;1;;;;;;1;;;;0;0;0;0;0;0;1;0;0;1;;0.2;0
INFOMED;2019;320000169;320780190;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;1;320000086;0;0
INFOMED;2019;320000177;320780208;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.01;0.1
INFOMED;2019;320000185;320780216;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;1;320000086;0.1;0.02
INFOMED;2019;320780067;320000052;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1.5;0.08
INFOMED;2019;320780109;320000078;;;;;;;;;;;;1;0;0;1;0;1;0;0;0;1;0;;0;0.08
INFOMED;2019;320784333;320000565;;;;;;;1;;;;;;0;0;0;0;0;1;0;0;1;0;;2;0.38
INFOMED;2019;330000217;330780347;;;1;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.6;0
INFOMED;2019;330000332;330780545;;1;;;1;;;;;;;;0;0;0;0;0;1;1;1;1;0;;0.9;1.2
INFOMED;2019;330000340;330780552;;1;;1;;;;1;;;;;0;0;0;0;0;1;1;0;1;0;;4.54;1.67
INFOMED;2019;330000431;;;;;;;;;;;;;1;0;0;0;0;0;0;;;0;1;330000779;0.33;0.33
INFOMED;2019;330000555;330781204;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;2.4;1.3
INFOMED;2019;330000571;330781220;;1;;;;;;1;;;;;1;0;0;1;0;0;;;1;1;330781253;3;
INFOMED;2019;330000589;330027509;;;1;;;1;;;1;;;;0;0;0;0;0;1;1;0;1;0;;2.45;0.4
INFOMED;2019;330000605;330781253;1;;;;;;1;;;1;;;0;0;0;0;0;0;0;0;0;1;330781261;9.46;0.7
INFOMED;2019;330000613;330781261;;1;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;1;330000605;1;0.01
INFOMED;2019;330000639;330781287;;;;;;;;;;1;;;0;0;0;0;0;1;0;0;1;0;;2.29;0.5
INFOMED;2019;330000647;330781295;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;1;330000779;2.4;0.5
INFOMED;2019;330000662;330781329;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;8.15;1.2
INFOMED;2019;330000779;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;0;;0.4;0.4
INFOMED;2019;330024928;330050899;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;0.3;0.1
INFOMED;2019;330025958;330025859;;;;;;1;;;;;;;1;0;0;1;1;1;0;0;0;0;;0.5;0
INFOMED;2019;330057654;310024732;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.3;0.2
INFOMED;2019;330060658;330060641;;;1;;;;;;;;;;1;0;0;1;1;0;1;1;1;0;;1.5;0.2
INFOMED;2019;330780040;330000027;;;1;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;;3;0.11
INFOMED;2019;330780081;330000043;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;3.5;0.6
INFOMED;2019;330780115;330000076;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;330780115;2.5;0.4
INFOMED;2019;330780206;330000126;;;1;;;;;;1;;;;0;0;1;1;1;1;1;1;1;0;;2;0.1
INFOMED;2019;330780255;330010059;;;1;;;;;;;;;;1;0;0;1;1;1;1;;1;;;1.5;0.2
INFOMED;2019;330780263;330000134;;;1;;;;;;;;;;0;0;1;1;1;0;;;;0;;3;0.4
INFOMED;2019;330780271;330021429;;;1;;;;;;;;;;0;0;1;1;1;0;;;0;0;;1;0.2
INFOMED;2019;330780321;330000209;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.02;0.01
INFOMED;2019;330780354;330000225;;;1;;;;;;1;;;;0;0;1;1;1;1;1;0;0;0;;1;0.1
INFOMED;2019;330780446;330000258;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;0.1;0.1
INFOMED;2019;330780479;330000274;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;9.4;1
INFOMED;2019;330780487;330000282;;1;;;;;;;;;;;;;;1;;1;1;;1;0;;2.5;0.2
INFOMED;2019;330780495;330796392;;;1;;;1;;;1;;;1;0;0;0;0;0;0;;;0;1;330780529;2;0
INFOMED;2019;330780503;330000308;;;1;;;;;;1;;;;1;1;1;1;1;1;1;1;1;0;;5;0.2
INFOMED;2019;330780511;330000316;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.1
INFOMED;2019;330780529;330796392;1;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;4;0.44
INFOMED;2019;330780537;330000324;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;1
INFOMED;2019;330780560;330781386;;;;;;;;;1;;;;0;0;0;1;1;0;0;0;0;0;;1;0.1
INFOMED;2019;330780719;310020383;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2019;330780743;330056540;;;;;;;1;;;;;;;;;1;1;0;;;0;0;;0.55;
INFOMED;2019;330780750;330056540;;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;0.55;
INFOMED;2019;330781139;330056540;1;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;0.45;
INFOMED;2019;330781154;330055542;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;1;
INFOMED;2019;330781188;330056540;;;;;;;;;;1;;;0;0;0;1;1;0;;;0;0;;0.05;
INFOMED;2019;330781303;750821092;;1;;;;;1;;;;1;;0;0;0;0;0;1;0;0;1;0;;2.2;1
INFOMED;2019;330781352;330781196;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;;
INFOMED;2019;330781360;330781196;;1;;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;86.6;12.57
INFOMED;2019;330781402;330000670;;;1;;;;;;1;;;;0;0;0;0;1;1;1;0;1;1;330780115;1;
INFOMED;2019;330781626;920030269;;;;;;;0;1;0;;;;0;0;0;0;1;1;1;0;0;0;;0.2;0.1
INFOMED;2019;330782582;330000928;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;4.45;0.3
INFOMED;2019;330783648;330781196;;1;;;;;;1;;;;;0;0;0;0;0;1;1;1;0;0;;;
INFOMED;2019;330802778;310020383;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.2
INFOMED;2019;340000033;340780055;;1;;1;;;1;;;1;;;0;0;0;0;1;0;0;0;0;0;;4.72;1
INFOMED;2019;340000173;340780451;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0
INFOMED;2019;340000181;340780469;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0
INFOMED;2019;340000207;340780493;;1;;;;;;;;;;;1;1;0;0;0;;1;0;0;0;;3.34;0.8
INFOMED;2019;340000215;340780519;;;1;;;;;;1;;;;1;1;1;1;1;0;;;0;1;340780477;0.4;0.1
INFOMED;2019;340000223;340011295;;;1;1;;;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;4.66;0.89
INFOMED;2019;340000231;340780535;;;1;;;;;;1;;;;0;0;0;1;0;0;0;0;0;0;;1;0.1
INFOMED;2019;340000249;340780543;;1;;;;;;1;;;;;0;0;1;1;1;1;1;0;0;1;340780535;0.5;
INFOMED;2019;340000439;340780881;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.5;0.21
INFOMED;2019;340001064;340013028;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;0.91;0.25
INFOMED;2019;340008176;340780469;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.25;0
INFOMED;2019;340009018;340008978;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;0;;0.2;0.6
INFOMED;2019;340009885;340009877;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;3;0.67
INFOMED;2019;340010149;340010099;;;;;;;;;;;1;;0;0;0;0;0;0;;;0;0;;;0.3
INFOMED;2019;340013119;340000264;;;1;;;;;;;;;;0;0;0;1;1;1;1;0;0;0;;0;
INFOMED;2019;340015502;340000512;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;5;0.7
INFOMED;2019;340015965;340000074;;;1;;;;;;;;;;0;0;0;1;0;1;1;0;1;0;;3;1
INFOMED;2019;340015999;940023831;;1;;;;;;;;;;;0;1;1;1;1;0;;;0;1;340780667;0.01;0.03
INFOMED;2019;340016005;940023856;;1;;;;;;;;;;;0;1;1;1;1;0;;;0;1;340780667;0.01;0.01
INFOMED;2019;340016476;340016468;;;;;;1;;;;;;;0;0;0;0;0;0;0;1;1;0;;0;0.49
INFOMED;2019;340017839;420002438;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;1;0;;1;0
INFOMED;2019;340022979;340000306;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;5;0.5
INFOMED;2019;340023142;940023856;;1;;;;;;;;;;;0;1;1;1;1;0;;;0;1;340780667;0.01;0.01
INFOMED;2019;340024512;340001825;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;1;0.01
INFOMED;2019;340780139;340000090;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;2;0.5
INFOMED;2019;340780147;340000108;;1;;;;;;;;;;;0;0;0;1;1;0;0;1;;0;;2;0.3
INFOMED;2019;340780154;340000116;;1;;;1;;;;;;;;1;0;0;0;1;1;0;1;0;0;;2.5;0.3
INFOMED;2019;340780196;340798123;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.25;0.25
INFOMED;2019;340780212;340796069;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;0.6;0.36
INFOMED;2019;340780220;340796358;;;;;;;;1;;;;;0;0;0;1;0;0;;;0;0;;1;0.5
INFOMED;2019;340780444;340009893;;;1;;;;;;1;;;;0;0;0;0;0;0;;;;0;;0.2;0.15
INFOMED;2019;340780485;340780477;;1;;;1;;;1;;;1;;0;0;0;0;0;1;0;0;0;0;;9.15;2.5
INFOMED;2019;340780568;340000256;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.5;0.1
INFOMED;2019;340780634;340000272;1;;;;;;;;;;;;0;0;0;0;1;1;1;1;1;0;;5;1
INFOMED;2019;340780642;340785856;;1;;;;;;;;;;;1;1;1;1;1;0;0;0;0;0;;2;0.2
INFOMED;2019;340780667;340000280;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;4.75;1.6
INFOMED;2019;340780675;340000298;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;4.3;0.3
INFOMED;2019;340780717;340023225;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;0;;1;0.33
INFOMED;2019;340780725;340000330;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1;0.4
INFOMED;2019;340780741;340000348;;1;;;;;;;;;;;1;1;0;1;1;0;0;0;0;0;;1;0.45
INFOMED;2019;340780758;340000355;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;0;;0.4;0.05
INFOMED;2019;340780766;920030269;;;;;;;;;;;1;;0;0;1;1;1;0;0;0;1;1;;0.1;
INFOMED;2019;340780782;340000371;;;;;;;;;;;1;;0;0;0;0;0;0;;;1;0;;0.2;0.1
INFOMED;2019;340780790;340000389;;;;;;;;;;;1;;0;0;0;0;0;0;;0;0;0;;0.1;0.1
INFOMED;2019;340780816;340023209;;;;;;;;;1;;;;0;0;0;1;1;0;;;;;;0.6;0.08
INFOMED;2019;340780824;340000405;;;;;;;;1;;;;;1;0;1;1;1;0;0;0;0;0;;0.2;0.1
INFOMED;2019;340780840;940023823;;1;;;;;;;;;;;0;1;1;1;1;0;;;0;1;340780667;0.01;0.03
INFOMED;2019;340780857;340000421;;;;;;;;;1;;;;0;0;1;0;1;1;0;1;0;0;;0.15;0.16
INFOMED;2019;340780931;340000454;;;;;;;;;;;1;;0;0;1;1;1;1;0;0;0;1;;0.2;0.1
INFOMED;2019;340781608;340015171;1;;;;;;1;;;;;;0;0;0;1;0;1;0;1;1;0;;0.88;0.2
INFOMED;2019;340782002;340000629;;;;;;;;1;;;;;0;0;1;1;0;1;0;1;0;0;;0.25;0.25
INFOMED;2019;340787266;340011295;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2019;340789981;340001866;;;;;;;1;;;;;;0;0;1;1;1;0;0;0;0;0;;;0.1
INFOMED;2019;340796093;340796069;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;0.4;0.24
INFOMED;2019;340797596;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2019;340798552;340798545;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;1;0;;0.28;0.15
INFOMED;2019;350000063;220020739;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;1;0;;0.5;0.2
INFOMED;2019;350000071;920028560;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;;0.8;0.05
INFOMED;2019;350000121;350000303;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;12.51;0.3
INFOMED;2019;350000139;350001137;;;1;;;;;;;;;;;0;0;0;0;0;0;0;1;0;;3.4;0.4
INFOMED;2019;350000147;350000022;;;1;;;;;1;;1;;;0;0;0;0;0;1;1;1;0;1;220000046;9.95;1.3
INFOMED;2019;350000154;350000030;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;0;;3.8;0.1
INFOMED;2019;350000162;350000048;;1;;;;;;1;;;1;;0;0;0;1;1;1;0;0;1;0;;5.35;
INFOMED;2019;350000188;350000055;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;3.09;0
INFOMED;2019;350000196;350000311;;;1;;;;;;;;;;0;0;0;0;1;1;1;0;1;0;;2.4;0.2
INFOMED;2019;350000204;350023248;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;1.75;0.03
INFOMED;2019;350000212;350000089;;;1;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;0.25;0
INFOMED;2019;350000337;350000246;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;4.93;1.91
INFOMED;2019;350000360;350048518;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;0.16;
INFOMED;2019;350000410;350002291;;1;;;;;;1;;;;;;;;1;1;;;;0;1;350000741;0.6;0
INFOMED;2019;350000428;350002309;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;0.25;
INFOMED;2019;350000436;350002317;;;1;;;;;;1;;;1;0;0;0;1;1;1;1;0;0;0;;0.5;0
INFOMED;2019;350000444;350048518;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;1.64;
INFOMED;2019;350000451;350002333;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;;0;;0.5;
INFOMED;2019;350000741;350005179;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;21.7;3.5
INFOMED;2019;350002119;350000386;;;;;;;;;;;;1;0;0;0;0;0;0;;;0;;;;
INFOMED;2019;350002176;350000402;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2019;350002192;220020739;;1;;;;;;1;;;1;;0;0;0;0;0;1;1;0;0;0;;3.69;0.8
INFOMED;2019;350002200;350029948;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;1;0;;1.1;0.27
INFOMED;2019;350002234;750720575;;;;;;;1;;;1;;;0;0;0;0;0;1;1;0;0;1;750720575;0.8;0.08
INFOMED;2019;350002564;350046199;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;1;0;;0.9;0.3
INFOMED;2019;350002754;440042844;;;;;;;;;;;;1;0;0;0;0;0;0;;;;0;;;
INFOMED;2019;350002812;350023503;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;1
INFOMED;2019;350002911;220020739;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.04
INFOMED;2019;350005021;440042844;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;1;290036474;0;0.5
INFOMED;2019;350005146;350000733;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;3.94;0.2
INFOMED;2019;350005278;350023586;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;350002200;0.07;0.07
INFOMED;2019;350008579;350039673;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.1;0.2
INFOMED;2019;350042628;350042578;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.2
INFOMED;2019;350044756;350044749;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.25;1
INFOMED;2019;360000038;360000046;;;1;;;;;1;;;;;0;0;0;1;1;1;1;0;1;0;;;
INFOMED;2019;360000129;360000269;;;1;;;;;;1;;;;;;;;;0;0;0;0;0;;1.4;0.23
INFOMED;2019;360000137;360000053;1;;;1;;;1;;;1;;;0;0;0;0;0;1;1;0;0;0;;4.44;1.8
INFOMED;2019;360000145;360000061;1;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.47;0.28
INFOMED;2019;360000160;360000053;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;0;0;;1;0.5
INFOMED;2019;360000178;360000087;;;;;;;;;1;;;;0;0;0;0;0;0;1;0;0;0;;0.19;0.01
INFOMED;2019;360000251;360000111;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;1;360000053;0;0
INFOMED;2019;360002232;360000541;;;1;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.5;0.3
INFOMED;2019;370000051;370000028;;;1;;;;;;;;;;0;0;0;1;1;1;1;0;1;0;;1;0.1
INFOMED;2019;370000085;370013468;;;1;;;;;;;;;;1;0;0;0;0;1;1;0;1;0;;1.68;0.4
INFOMED;2019;370000093;370013468;;;1;;;;;;;;;;1;0;0;1;1;1;1;0;1;0;;2;1.28
INFOMED;2019;370000127;370000259;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.2;0.05
INFOMED;2019;370000150;370000333;;;;;;;;;1;;;;1;1;1;1;1;0;0;0;0;0;;0;0.2
INFOMED;2019;370000184;940805963;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;;;0.05
INFOMED;2019;370000218;450018106;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;370000481;0.15;0.1
INFOMED;2019;370000374;750721334;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;1;370000861;0.68;0.1
INFOMED;2019;370000531;370000606;;;1;;;;;;1;1;;;0;0;0;0;0;1;0;0;0;1;370000861;3;0.2
INFOMED;2019;370000861;370000481;1;;;;;;1;;;1;;;1;0;0;0;1;0;;;0;0;;12.2;8.36
INFOMED;2019;370000879;370000564;;1;;;;;;1;;1;;;0;0;0;0;0;1;1;0;0;0;;2;0.9
INFOMED;2019;370000903;370000614;;;1;;;;;;1;1;;;0;0;0;0;0;;1;0;0;0;;1.84;0.2
INFOMED;2019;370000986;370000713;;;;;;;;;1;;;;0;0;0;0;0;0;;;1;1;370000861;1.19;0.1
INFOMED;2019;370001109;370002701;;;1;;;;1;;;;;;0;0;0;0;0;1;1;0;1;1;370000481;0.3;0.05
INFOMED;2019;370001158;370004327;;;1;;;;;;;;;;0;0;0;1;1;0;0;0;0;1;370000481;0.5;0.1
INFOMED;2019;370007569;370007528;;;1;;;;;;1;;;;0;0;0;1;1;1;1;0;1;0;;6;0.1
INFOMED;2019;370009938;440052041;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0;2.93
INFOMED;2019;370013062;;;;;;;;;;;1;;;0;0;0;0;0;0;;;0;0;;0.5;0
INFOMED;2019;370100539;370100935;;;;;;;1;;;;;;0;0;0;0;0;0;;;1;1;370000861;0.8;0.1
INFOMED;2019;370103673;370001638;;1;;;1;;;;;;;;0;0;0;0;;1;0;0;0;0;;;0.2
INFOMED;2019;380000018;380780023;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;0.3;0.2
INFOMED;2019;380000026;380780031;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;380780080;0.2;
INFOMED;2019;380000034;380780049;;;1;;;;;;;1;;;0;0;0;0;0;1;0;0;0;0;;3.34;1.01
INFOMED;2019;380000042;380780056;;;1;;;;;;1;;;;0;0;0;0;0;0;;;1;1;380780049;2.86;0.2
