BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2019;590000790;590782678;TOT;1;;;1;206;27;35;0;0;0;75190;90;11;0;3328;52876;3912;6933;0;0;0;35;13245;0;0;1;19;15;13;84886;19998;13526;15687;2976;3972;581;15431;13687;1546;195;23;15;33.18;5;7;6.74;;;481;116;534.95;394.86;47.63;31.36;;20.62;29.22;17;11;16.04;5;6;6.33;252;42;268.82;210.72;45.39;5.98;;0.99;5.66
PSY;2019;590001004;590783239;GEN;;2;;;60;4;8;;10;;21900;20;;2;779;13920;1147;2106;;1794;;;2947;;262;;2;3;2;26399;1070;7700;3303;984;3038;5;4503;3645;463;14;8;3;10.21;1;;1;;;129;26;146.9;111.31;4.32;15.89;;;5.87;;;;;;;;;;;;;;;
PSY;2019;590001004;590783239;INF;;1;;;;;;;;;;15;;3;;;;;;;;;2002;;874;;3;4;;22853;1680;;763;211;913;358;2611;2326;;;6;1;7.3;;;;;;26;30;47.41;12.52;;12.17;;11.1;8.13;;;;;;;;;;;;;;;
PSY;2019;590001004;590783239;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1399;4681;;;;954;934;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;590001004;590783239;TOT;1;;;1;60;4;8;;10;;21900;35;;5;779;13920;1147;2106;;1794;;;4949;;1136;;5;7;3;49252;2750;9099;8747;1195;3951;363;7958;;463;14;14;4;17.51;1;;1;;;155;56;194.31;123.83;4.32;28.06;;11.1;14;;;;;;;;;;;;;;;
PSY;2019;590001418;590034740;GEN;;8;;;318;6;12;;;;116070;62;8;10;4703;83265;982;3405;;;;136;8627;2253;248;;10;4;8;96993;10127;23362;16672;1262;6544;173;16189;13496;2498;61;55;1;53.91;7;6;7.67;0;0;617;150;711.49;489.27;80.07;32.54;;7.32;31.75;48;1;38.19;4;1;3.96;432;75;454.09;299.58;74.6;4.87;;3.36;10.84
PSY;2019;590001418;590034740;INF;;4;;;9;3;;;;;3285;64;;;157;2107;372;;;;;;6732;0;0;;13;8;2;72722;988;1367;1643;470;43;1855;6450;6239;97;;20;3;19.87;0;0;0;0;0;138;52;171.43;51.12;3.89;38.7;;36.66;31.27;2;1;1.74;0;0;0;22;2;24.1;12.23;0.02;1.97;;0;6.89
PSY;2019;590001418;590034740;TOT;1;;3;0;327;9;12;;;;119355;126;8;10;4860;85372;1354;3405;;;;136;15359;2253;248;;23;12;10;169715;11115;24729;18315;1732;6587;2028;22542;19669;2589;61;75;4;73.78;7;6;7.67;;;755;202;882.92;540.39;83.96;71.24;;43.98;63.02;50;2;39.93;4;1;3.96;454;77;478.19;311.81;74.62;6.84;;3.36;17.73
PSY;2019;590002317;590799912;INF;;1;;;;;;;;;;15;;;;;;;;;;;2956;;;;;;;;;;;;;;24;;;;;1;0.39;;;;;;8;4;9;4.5;1;1;;1;2;;;;;;;;;;;;;;;
PSY;2019;590002317;590799912;TOT;1;;;0;;;;;;;;15;;;;;;;;;;;2956;;;;;;;;;;;;;;24;;;;;1;0.39;;;;;;8;4;9;4.5;1;1;;1;2;;;;;;;;;;;;;;;
PSY;2019;590005245;;GEN;;;;;107;;;;;;39055;12;;;894;34599;;;;;;;3572;;;;;;;;;;;;;;684;;;;;5;3.32;1;1;1.78;0;1;50;21;59.24;28.64;12.04;4.04;;1.53;0.92;;;;;;;;;;;;;;;
PSY;2019;590005245;;TOT;0;;;0;107;;;;;;39055;12;;;894;34599;;;;;;;3572;;;;;;;;;;;;;;684;;;;;5;3.32;1;1;1.78;;;50;21;59.24;28.64;12.04;4.04;;1.53;0.92;;;;;;;;;;;;;;;
PSY;2019;590009148;810002519;GEN;;;;;40;;;;;;14600;;;;107;14337;;;;;;;;;;;;;;;;;;;;;95;;95;;1;3;1;;;;0;1;19;1;17.37;5.95;5.1;1.65;;3.9;1;;3;1;;;;19;1;17.37;5.95;5.1;1.65;;3.9;1
PSY;2019;590009148;810002519;TOT;0;;;0;40;;;;;;14600;;;;107;14337;;;;;;;;;;;;;;;;;;;;;95;;95;;1;3;1;;;;;;19;1;17.37;5.95;5.1;1.65;;3.9;1;;3;1;;;;19;1;17.37;5.95;5.1;1.65;;3.9;1
PSY;2019;590016408;590016358;GEN;;;;;30;;;;;;10950;12;5;;639;11871;;;;;;;769;62;;;;;;;;;;;;;285;;273;;3;1;3.8;;1;0.5;0;1;25;11;;17.09;3.03;3.69;;3.45;1.76;3;0;3;;;;21;10;;14.09;3.03;2.69;;3.25;0.88
PSY;2019;590016408;590016358;INF;;;;;10;;;;;;3650;3;;;245;3889;;;;;;;1832;;;;;;;;;;;;;;183;;135;;1;1;1.23;;;;0;1;13;11;;9.49;1.81;0.8;;1.55;2.82;1;1;1.23;;;;15;3;;9.49;1.81;0.8;;1.55;2.82
PSY;2019;590016408;590016358;TOT;0;;;0;40;;;;;;14600;15;5;;884;15760;;;;;;;2601;62;;;;;;;;;;;;;444;;403;;4;2;5.03;;1;0.5;;;38;22;;26.58;4.84;4.49;;5;4.58;4;1;4.23;;;;36;13;;23.58;4.84;3.49;;4.8;3.7
PSY;2019;590044665;750720575;GEN;;;;;25;;;;;;9125;25;;;272;6891;;;;;;;5154;;;;;;;;;;;;;;224;;;;2;3;3.81;0;1;0.33;0;1;19;20;33.84;22.34;1;4.33;;0.46;2.82;;;;;;;;;;;;;;;
PSY;2019;590044665;750720575;TOT;0;;;0;25;;;;;;9125;25;;;272;6891;;;;;;;5154;;;;;;;;;;;;;;224;;;;2;3;3.81;;1;0.33;;;19;20;33.84;22.34;1;4.33;;0.46;2.82;;;;;;;;;;;;;;;
PSY;2019;590049060;920030269;GEN;;;;;0;;;43;;;15695;;;;;0;;;14925;;;;;;;;;;;;;;;;;;84;;84;;2;1;1.3;;;;;;27;1;;9;3;1;;12;2;1;1;1.3;;;;27;1;;9;3;1;;12;2
PSY;2019;590049060;920030269;TOT;0;;;0;0;;;43;;;15695;;;;;0;;;14925;;;;;;;;;;;;;;;;;;84;;84;;2;1;1.3;;;;;;27;1;;9;3;1;;12;2;1;1;1.3;;;;27;1;;9;3;1;;12;2
PSY;2019;590053955;;GEN;;;;;120;;;;;;43800;40;;;917;44472;;;;;;;18253;;;;;;;;;;;;;;1037;;767;1;;13;;;4;;;;87;66;133.1;44.7;30.8;18.6;;17;1.4;;9;;;4;;80;46;119.1;42.7;29.9;13.3;;11.2;1.4
PSY;2019;590053955;;TOT;0;;;0;120;;;;;;43800;40;;;917;44472;;;;;;;18253;;;;;;;;;;;;;;1037;;;;;13;;;4;;;;87;66;133.1;44.7;30.8;18.6;;17;1.4;;9;;;4;;80;46;119.1;42.7;29.9;13.3;;11.2;1.4
PSY;2019;590056479;590062238;GEN;;;;;91;;;;;;33215;20;5;;307;8127;;;;;;;383;64;;;;;;;;;;;;;236;0;236;0;;;;;2;0.15;;;33;;19.34;7.5;3.42;1.75;;0;1.33;;;;;2;0.15;33;;19.34;7.5;3.42;1.75;;0;1.33
PSY;2019;590056479;590062238;TOT;0;;;0;91;;;;;;33215;20;5;;307;8127;;;;;;;383;64;;;;;;;;;;;;;236;;;;;;;;2;0.15;;;33;;19.34;7.5;3.42;1.75;;0;1.33;;;;;2;0.15;33;;19.34;7.5;3.42;1.75;;0;1.33
PSY;2019;590785341;750005068;GEN;;;;;;;;;;;;33;;;;;;;;;;;8322;;;;;1;;;3256;;;;;;555;528;;;3;1;3.27;;1;0.24;0;0;10;3;12.2;9.7;;2;;;0.5;;;;;;;;;;;;;;;
PSY;2019;590785341;750005068;TOT;0;;;0;;;;;;;;33;;;;;;;;;;;8322;;;;;1;;;3256;;;;;;555;528;;;3;1;3.27;;1;0.24;;;10;3;12.2;9.7;;2;;;0.5;;;;;;;;;;;;;;;
PSY;2019;590787529;590782215;GEN;;3;;;110;20;7;;10;;40150;62;2;1;1281;27490;1997;2199;;3512;;303;8411;218;1028;;5;5;4;41019;8416;11346;2820;15513;6609;13;8125;7208;907;10;14;4;18.2;;;;;;223;66;266.17;154.77;51.33;14.05;;0.68;10.2;;;;;;;110;23;128.28;78.85;35.17;1.98;;;4.11
PSY;2019;590787529;590782215;INF;;1;;;;10;;;;;;30;;;;;1110;;;;;37;6825;;;;4;4;3;23572;;5680;4321;;218;3;1598;1577;21;;5;3;6.91;;;;;;48;20;62.52;8.88;;11;;10.3;19.79;;;;;;;;;;;;;;;
PSY;2019;590787529;590782215;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;982;;;;;1039;1039;;;;;;;;;;;4;1;4.58;1.8;;2.78;;;;;;;;;;;;;;;;;;
PSY;2019;590787529;590782215;TOT;1;;3;1;110;30;7;;10;;40150;92;2;1;1281;27490;3107;2199;;3512;;340;15236;218;1028;;11;9;8;64591;8416;18008;7141;15513;6827;16;10762;9824;928;10;19;7;25.11;;;;;;275;87;333.27;165.45;51.33;27.83;;10.98;29.99;;;;;;;110;23;128.28;78.85;35.17;1.98;;;4.11
PSY;2019;590797353;590051801;GEN;;;;;15;;;;;;5475;;;;116;4131;;;;;;;;;;;;;;;;;;;;;117;;;;4;6;6.89;;;;;;20;45;36.3;21.04;3.55;9.05;;;;;;;;;;;;;;;;;;
PSY;2019;590797353;590051801;INF;;;;;7;;;;;;2555;5;;;25;450;;;;;;;957;;;;;;;;;;;;;;27;959;;;1;4;4.25;;;;;;9;20;24.4;5.7;5.08;9.05;;;;;;;;;;;;;;;;;;
PSY;2019;590797353;590051801;TOT;0;;;0;22;;;;;;8030;5;;;141;4581;;;;;;;957;;;;;;;;;;;;;;144;;;;5;10;11.14;;;;;;29;65;60.7;26.74;8.63;18.1;;;;;;;;;;;;;;;;;;
PSY;2019;590816427;590781829;GEN;;;;;94;;;;;;34310;20;;;596;26468;;;;;;;3455;;;;;;;;;;;;;;485;;450;;2;3;3.6;1;;1;0;1;47;6;43.4;26;7.5;3;;5.8;1.1;2;2;3;;;;47;;;;;;;;0.8
PSY;2019;590816427;590781829;INF;;;;;10;;;;;;3650;;;;133;3809;;;;;;;;;;;;;;;;;;;;;75;;75;;1;;1;;;;0;1;11;2;12;7;;;;4.8;0.2;1;;1;;;;11;;;;;;;;0.2
PSY;2019;590816427;590781829;TOT;0;;;0;104;;;;;;37960;20;;;729;30277;;;;;;;3455;;;;;;;;;;;;;;558;;523;;3;3;4.6;1;;1;;;58;8;55.4;33;7.5;3;;10.6;1.3;3;2;4;;;;58;;;;;;;;1
PSY;2019;600000012;600100028;GEN;;10;;;629;30;;34;2;107;229585;191;33;;3790;164916;8774;;8575;62;14126;143;23338;448;;;16;38;15;90491;32713;55341;7588;2176;14113;80;15691;12852;2588;117;51;13;58.08;14;4;14.27;1;0;1206;117;1237.13;717.01;274.13;46.08;;6.7;42.68;42;10;35.08;9;2;7.3;794;72;800.48;441.59;228.24;10.92;;0.87;24.17
PSY;2019;600000012;600100028;INF;;3;;;28;24;;;;;9230;107;;;102;4424;1791;;;;;50;8584;;;;7;12;6;19365;3663;7285;105;31;724;416;2447;2281;83;1;7;;7;;2;0.4;1;0;208;39;230.72;99.65;15;29.22;;5.49;51.78;7;;3.64;2;;0.4;67;3;61.63;30.75;10.05;1.63;;0.56;11.51
PSY;2019;600000012;600100028;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;2811;45918;;;;2161;2161;;;;2;0.8;;;;;;17;3;19.05;10.13;0;7.37;;0;1.55;;;;;;;0;0;0;0;0;0;;0;0
PSY;2019;600000012;600100028;TOT;1;;13;1;657;54;;34;2;107;238815;298;33;;3892;169340;10565;;8575;62;14126;193;31922;448;;;23;50;23;109856;36376;65437;53611;2207;14837;496;19995;17000;2663;118;58;15;65.88;14;6;14.67;;;1424;159;1486.9;826.79;289.13;82.67;;12.19;96.01;49;10;38.72;11;2;7.7;860;75;862.11;472.34;238.29;12.55;;1.43;35.68
PSY;2019;600009054;600000798;GEN;;;;;50;0;0;0;0;0;18250;0;0;0;407;17801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;0;303;0;0;4;1.5;0;0;0;0;1;18;17;26.59;12.95;2.07;0.5;;0;0.31;0;4;;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;600009054;600000798;TOT;0;;;0;50;0;0;0;0;0;18250;0;0;0;407;17801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;303;0;0;0;0;4;1.5;0;0;0;;;18;17;26.59;12.95;2.07;0.5;;0;0.31;0;4;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;600107049;;GEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.82;4.4;0;13.78;;2.17;19.47;;;;;;;;;;;;;;;
PSY;2019;600107049;;INF;;1;;;0;15;;;0;0;0;45;8;0;;;1409;;;;;184;6032;977;;;4;4;3;7927;1467;963;;;;;1814;1792;;;3;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;600107049;;TOT;1;;;0;0;15;;;0;0;0;45;8;0;;;1409;;;;;184;6032;977;;;4;4;3;7927;1467;963;;;;;1814;1792;;;3;;;;;;;;;;39.82;4.4;0;13.78;;2.17;19.47;;;;;;;;;;;;;;;
PSY;2019;610000028;610780025;GEN;;2;;;142;20;;;;;51830;72;;2;1132;46967;5827;0;0;0;0;9;10255;0;0;0;13;;15;42424;;4584;9315;252;3292;;7885;6950;804;35;10;1;11.27;8;;6.68;;;326;53;324.51;179.14;63.03;12.78;;1.71;9.47;5;;;4;;;191;27;177.01;;;;;;
PSY;2019;610000028;610780025;INF;;2;;;5;2;;;;;1825;22;;;73;1187;0;;;0;0;0;1641;0;;1;7;;9;23962;;3607;420;261;667;359;2681;2841;43;;4;2;4.11;1;;0.5;;;112;28;105.57;37.5;8.18;18.58;;13.68;23.12;;;;;;;21;1;16.16;;;;;;
PSY;2019;610000028;610780025;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5172;;;;787;773;13;;;;;;;;;;10;1;6.28;2.33;;4;;;;;;;;;;;;;;;;;;
PSY;2019;610000028;610780025;TOT;1;;2;1;147;22;;;;;53655;94;;2;1205;48154;5827;0;0;0;0;9;11896;0;0;1;20;;24;66386;;8191;14907;513;3959;359;10687;;;;14;3;15.38;9;;7.18;;;448;82;436.36;218.97;71.21;35.36;;15.39;32.59;5;;;4;;;212;28;193.17;;;;;;
PSY;2019;610788325;610780165;GEN;;1;;;40;;;;;;14600;35;0;;440;12232;;;;;;;1759;12;;;4;;1;28371;;869;;;;;3285;3257;262;;3;3;4.32;;1;0.66;;;76;24;98.43;58.82;18.55;6.05;;2;1.99;;;;;;;;;;;;;;;
PSY;2019;610788325;610780165;TOT;1;;;0;40;;;;;;14600;35;0;;440;12232;;;;;;;1759;12;;;4;;1;28371;;869;;;;;3285;;;;3;3;4.32;;1;0.66;;;76;24;98.43;58.82;18.55;6.05;;2;1.99;;;;;;;;;;;;;;;
PSY;2019;620000034;620100057;GEN;;3;;;90;10;0;0;8;0;32850;36;8;;1734;35895;974;0;0;1380;0;0;6249;0;;;1;;1;14107;;4892;17531;325;31701;;4657;3560;1114;14;5;6;7.36;;;;0;1;128;36;137.26;112.56;12.75;5.1;;0.8;6.05;3;3;4.33;;;;90;23;103.29;88.01;10.17;1;;0.93;3.18
PSY;2019;620000034;620100057;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;3;;1;9244;;706;;;;142;1455;1330;125;;2;0;2.7;;;;0;0;12;11;13.81;1;;5.99;;3.5;3.32;3;0;1.8;;;;;;;;;;;;
PSY;2019;620000034;620100057;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1203;;;;;;;;;0;1;0.65;;;;;;;1;;;;;;;;0;0;0;;;;;;;;;;;;
PSY;2019;620000034;620100057;TOT;1;;1;1;90;10;0;0;8;0;32850;36;8;;1734;35895;974;0;0;1380;0;0;6249;0;;;4;;3;23351;;6801;17531;325;31701;142;6112;4890;1239;14;7;7;10.71;;;;;;140;48;151.07;113.56;12.75;11.09;;4.3;9.37;6;3;6.13;;;;90;23;103.29;88.01;10.17;1;;0.93;3.18
PSY;2019;620000059;620100073;GEN;;1;;;20;3;;;;;7300;;;1;32;7051;453;;;;;;;;2830;;1;;1;2390;;2824;1081;92;14;;595;535;27;20;2;;2;;1;0.2;;;26;6;33.7;11.9;8.06;1;;0.6;2.33;;2;0.6;;1;0.2;21;4;24.29;7.8;8.06;;;;2.33
PSY;2019;620000059;620100073;TOT;1;;;0;20;3;;;;;7300;;;1;32;7051;453;;;;;;;;2830;;1;;1;2390;;2824;1081;92;14;;595;;;;2;;2;;1;0.2;;;26;6;33.7;11.9;8.06;1;;0.6;2.33;;2;0.6;;1;0.2;21;4;24.29;7.8;8.06;;;;2.33
PSY;2019;620000240;620100677;GEN;;2;;;69;0;12;0;0;0;25185;20;6;0;923;22531;0;2593;0;0;0;0;2724;39;0;0;2;6;1;13763;3782;6111;5285;374;966;10;3792;3217;510;69;5;3;6.71;5;2;6.22;0;1;161;41;185.1;131.86;18.47;9.32;;0.9;8.03;;;;;;;87;19;109.26;66.63;9.41;2.1;;0.2;4.19
PSY;2019;620000240;620100677;INF;;1;;;0;0;;;0;0;0;15;0;0;0;0;0;;;0;0;0;1384;0;0;0;4;2;2;17764;669;1681;797;83;13;210;2160;2106;0;0;5;3;6.9;0;0;0;0;0;26;21;37.98;11.63;0.49;7.8;;10.05;7.01;;;;;;;;;;;;;;;
PSY;2019;620000240;620100677;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;0;;0;0;;;;;;;0;0;0;0;0;0;0;0;0;0;;;0;0;0;143.49;143.49;17.12;;10.95;15.04;;;;;;;;;;;;;;;
PSY;2019;620000240;620100677;TOT;1;;1;0;69;0;12;0;0;0;25185;35;6;0;923;22531;0;2593;0;0;0;0;4108;39;0;0;6;8;3;31527;4451;7792;6082;457;979;220;5904;5279;510;69;10;5;13.61;5;2;6.22;;;187;62;223.08;286.98;162.45;34.24;;21.9;30.08;;;;;;;87;19;109.26;66.63;9.41;2.1;;0.2;4.19
PSY;2019;620000281;620101287;GEN;;7;;;236;33;0;;;;86010;107;2;;3126;74928;3905;317;;;;;17402;165;;1;8;11;8;50395;1669;27720;15695;3281;7189;315;12679;10784;2091;33;18;15;22.9;13;4;14;;;;;506.33;;;;;;;18;6;13.23;10;1;9.9;;;;;;;;;
PSY;2019;620000281;620101287;INF;;2;;;10;;;;;;;30;2;;133;2108;;;;;;;4480;0;;;8;2;9;44999;745;9868;2170;14;1817;1458;5975;6139;108;;5;8;10.62;;;;;;;;;;;;;;;4;3;3.71;;;;;;;;;;;;
PSY;2019;620000281;620101287;PEN;;;;;;;;;;;3650;;;;;;;;;;;;;;;;;;;;;;14691;;;;2285;2279;;;1;2;1.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;620000281;620101287;TOT;1;;4;1;246;33;0;;;;89660;137;4;;3259;77036;3905;317;;;;;21882;165;;1;16;13;17;95394;2414;37588;32556;3295;9006;1773;20452;18713;2192;33;24;25;35.08;13;4;14;;;;;;;;;;;;22;9;16.94;10;1;9.9;;;;;;;;;
PSY;2019;620000323;620101337;GEN;;2;;;66;4;7;;;;24090;30;;1;1000;17950;999;1966;;;;0;8082;;5955;;2;0;1;27203;;838;3700;;4365;;4025;3022;743;;2;22;9.3;;;;1;1;73;119;113.96;92.72;1.19;3.84;;4.61;2.95;2;10;7.43;;;;56;73;82.06;67.62;1.19;2.56;;2.78;1.5
PSY;2019;620000323;620101337;INF;;1;;;;;;;;;;;;1;;;;;;;0;;;;;;1;0;1;2713;;1207;130;;2966;606;1667;1667;0;;1;1;1.43;;;;;;10;14;15.75;8.88;;3.03;;;2.34;;;;;;;;;;;;;;;
PSY;2019;620000323;620101337;TOT;1;;0;0;66;4;7;;;;24090;30;;2;1000;17950;999;1966;;;0;0;8082;;5955;;3;0;2;29916;;2045;3830;;7331;606;5427;4424;743;;3;23;10.73;;;;;;83;133;129.71;101.6;1.19;6.87;;4.61;5.29;2;10;7.43;;;;56;73;82.06;67.62;1.19;2.56;;2.78;1.5
PSY;2019;620000638;;GEN;;;;;48;;;;;;17520;;;;77;11700;;;;;;;;;;;;;;;;;;;;;91;13;78;;;3;1.5;;;;0;0;30;3;31.5;8;3;0.5;;;12.5;;;;;;;;;;;;;;;
PSY;2019;620000638;;TOT;0;;;0;48;;;;;;17520;;;;77;11700;;;;;;;;;;;;;;;;;;;;;91;13;78;;;3;1.5;;;;;;30;3;31.5;8;3;0.5;;;12.5;;;;;;;;;;;;;;;
PSY;2019;620000653;620103440;GEN;;2;;;80;10;15;;;;29200;20;;;828;25276;3225;8212;;;;;2178;;;2;;1;1;17170;39;5338;11506;2305;2149;9;3493;2793;578;29;;7;5.78;;;;;;;;;;;;;;;1;6;1.8;;;;;;;;;;;;
PSY;2019;620000653;620103440;TOT;1;;0;0;80;10;15;;;;29200;20;;;828;25276;3225;8212;;;;;2178;;;2;;1;1;17170;39;5338;11506;2305;2149;9;3493;;;;;7;5.78;;;;;;;;;;;;;;;1;6;1.8;;;;;;;;;;;;
PSY;2019;620001834;;GEN;;1;;;44;;18;13;;;16060;20;;;653;12555;;2473;3983;;;;3664;;;;1;;1;5537;;1040;1830;741;1155;;2471;2324;272;52;;6;;;;;;;62;45;;63.99;17.46;2.93;;1.4;7.83;;;;;;;;;;;;;;;
PSY;2019;620001834;;TOT;1;;1;0;44;;18;13;;;16060;20;;;653;12555;;2473;3983;;;;3664;;;;1;;1;5537;;1040;1830;741;1155;;2471;;;;;6;;;;;;;62;45;;63.99;17.46;2.93;;1.4;7.83;;;;;;;;;;;;;;;
PSY;2019;620002154;620112607;GEN;;;;;30;;;;;;10950;;;;61;9685;;;;;;;;;;;;;;;;;;;;;37;;37;22;;4;0.4;;2;0.2;0;0;28;4;30.12;13.82;14.28;0.2;;0;1.6;;4;0.4;;2;0.2;28;4;30.12;13.82;14.28;0.2;;0;1.6
PSY;2019;620002154;620112607;INF;;2;;;5;;;;5;;1825;50;2;;1201;870;;;;1160;;;8952;118;;1;7;;;24236;15;;154;31;306;267;2694;2624;70;;5;4;7.8;;2;0.1;0;1;83;28;104.28;35.8;10.35;13.6;;11.5;25.2;2;1;1;;2;0.1;20;7;24.4;14.1;6.8;1;;0.5;1.8
PSY;2019;620002154;620112607;TOT;1;;4;0;35;;;;5;;12775;50;2;;1262;10555;;;;1160;;;8952;118;;1;7;;;24236;15;;154;31;306;267;2731;;;;5;8;8.2;;4;0.3;;;111;32;134.4;49.62;24.63;13.8;;11.5;26.8;2;5;1.4;;4;0.3;48;11;54.52;27.92;21.08;1.2;;0.5;3.4
PSY;2019;620003202;620103432;GEN;;1;;;45;;;;;;16425;50;;;679;14763;;;;;;;12625;;;4;;;1;4316;;2820;;;;;1555;811;474;;6;1;5.98;1;2;1.31;;;66;18;79.56;61.47;8.91;2.21;;1.8;0.5;3;3;3.58;1;2;1.31;551;8;56.48;42.3;7.91;1;;1.8;0.3
PSY;2019;620003202;620103432;TOT;1;;;0;45;;;;;;16425;50;;;679;14763;;;;;;;12625;;;4;;;1;4316;;2820;;;;;1555;;;;6;1;5.98;1;2;1.31;;;66;18;79.56;61.47;8.91;2.21;;1.8;0.5;3;3;3.58;1;2;1.31;551;8;56.48;42.3;7.91;1;;1.8;0.3
PSY;2019;620003475;620100685;GEN;;2;;;96;0;0;0;0;0;35040;50;2;1;1161;27322;0;0;0;0;0;0;10155;199;0;0;2;1;2;12617;100;2596;7691;206;1739;0;3652;2939;653;80;5;5;7.85;1;0;0.92;0;0;133;25;136.87;111.12;14.98;4.91;;2.8;0;;;;;;;;;;;;;;;
PSY;2019;620003475;620100685;INF;;1;;;0;0;;;0;0;0;16;0;0;0;0;0;;;0;0;0;2773;0;0;0;3;0;2;14342;0;1402;245;370;450;11;1096;924;0;0;2;1;3.12;0;0;0;0;0;28;28;37.69;13.89;0;7.93;;5.22;8.77;;;;;;;;;;;;;;;
PSY;2019;620003475;620100685;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;0;;0;2;;0;789;;;;113;113;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;
PSY;2019;620003475;620100685;TOT;1;;0;1;96;0;0;0;0;0;35040;66;2;1;1161;27322;0;0;0;0;0;0;12928;199;0;0;5;1;4;26961;100;3998;8725;576;2189;11;4831;3953;653;80;7;6;10.97;1;0;0.92;;;161;53;174.56;125.01;14.98;12.84;;8.02;8.77;;;;;;;;;;;;;;;
PSY;2019;620018143;620100057;INF;;1;;;6;;;;;;2190;10;;;427;2369;;;;;;;1180;;;;1;;1;3023;;851;14;;259;7;527;406;125;;1;2;2.4;;;;0;0;;;;;;;;;;1;2;1.8;;;;21;5;21.91;12.67;2;1.13;;2.2;3.91
PSY;2019;620018143;620100057;TOT;1;;;0;6;;;;;;2190;10;;;427;2369;;;;;;;1180;;;;1;;1;3023;;851;14;;259;7;527;;;;1;2;2.4;;;;;;;;;;;;;;;1;2;1.8;;;;21;5;21.91;12.67;2;1.13;;2.2;3.91
PSY;2019;620024349;620024299;GEN;;;;;65;;;;;;23725;15;;;921;24032;;;;;;;8857;;;;;;;;;;;;;;959;;671;;0;8;4.08;;2;0.2;0;0;51;7;47.33;26.76;14.85;4.49;;1.24;;;8;3.08;;2;0.2;43;4;38.88;22.31;12.85;2.49;;1.24;
PSY;2019;620024349;620024299;INF;;;;;15;;;;;;5475;;;;162;4792;;;;;;;;;;;;;;;;;;;;;120;;124;;0;8;0.72;;2;0.2;0;0;12;2;10.92;6.17;3.43;1.04;;0.29;;;8;0.72;;2;0.2;12;2;10.92;6.17;3.43;1.04;;0.29;
PSY;2019;620024349;620024299;TOT;0;;;0;80;;;;;;29200;15;;;1083;28824;;;;;;;8857;;;;;;;;;;;;;;1079;;;;;8;4.8;;2;0.4;;;63;9;58.25;32.93;18.28;5.53;;1.53;;;8;3.8;;2;0.4;55;6;49.8;28.48;16.28;3.53;;1.53;
PSY;2019;620025387;620025361;GEN;;;;;58;;;;;;21170;15;;;845;21166;;;;;;;8537;;;;;;;;;;;;;;841;;841;;;5;0.9;;5;0.9;0;0;36;12;45.5;26.4;12.7;4.4;;2.1;0.1;;5;0.9;;5;0.9;34;7;41;23.2;12.3;3.4;;2.1;0.1
