BOR;AN;FI;FI_EJ;DIS;PART;NB_SECT;NB_DIF;INT;CAP_HTP;CAP_PFT;CAP_AAT;CAP_ACP;CAP_CCU;CAP_HAD;JLI_HTP;CAP_HDJ;CAP_HDN;NB_AT;SEJ_HTP;JOU_HTP;JOU_PFT;JOU_AAT;JOU_ACP;JOU_CCU;JOU_HAD;JOU_ST;VEN_HDJ;VEN_HDN;VEN_AT;NB_CMP_SEUL_PA;NB_CMP_SEUL_PL;NB_CONSULT_SEUL;NB_CATTP;ACT_CMP_SEUL;ACT_CONSULT_SEUL;ACT_CATTP;ACT_AD;ACT_EMS;ACT_UHS;ACT_EME;FIL_TOT;FIL_AMB;FIL_TPL;FIL_PLA;EFFPL_PKT;EFFPA_PKT;ETP_PKT;EFFPL_MED;EFFPA_MED;ETP_MED;GAR_SEN;AST_SEN;EFFPL_PNM;EFFPA_PNM;ETP_PNM;ETP_INF;ETP_AID;ETP_PSY;ETP_ASS;ETP_REE;ETP_EDU;HPLEFFPL_PKT;HPLEFFPA_PKT;HPLETP_PKT;HPLEFFPL_MED;HPLEFFPA_MED;HPLETP_MED;HPLEFFPL_PNM;HPLEFFPA_PNM;HPLETP_PNM;HPLETP_INF;HPLETP_AID;HPLETP_PSY;HPLETP_ASS;HPLETP_REE;HPLETP_EDU
PSY;2019;010000495;010783009;GEN;;4;;;294;;;;;;107310;65;;;4121;96916;;;;;;;7353;;;4;11;1;13;66852;4720;36966;6090;3588;4122;3;11860;10302;1757;63;17;18;28.29;13;8;15.9;0;0;586;153;674.38;416.27;98.49;31.57;;6.15;32.76;9;5;11.08;4;1;4.07;364;61;416.61;235.15;87.54;6.01;;0;10
PSY;2019;010000495;010783009;INF;;1;;;11;;;;;;4015;14;;;369;2571;;;;;;;2150;;;5;6;1;6;26408;1196;9597;22;79;362;664;3538;3222;123;0;5;7;9.52;1;0;0.98;0;0;80;74;121.34;61.42;5.6;19.95;;14.19;11.95;1;1;2.1;1;0;0.57;34;8;36.69;24.43;2.8;2.91;;0.19;2.86
PSY;2019;010000495;010783009;PEN;;;;;0;;;;;;0;0;;;;;;;;;;;;;;1;0;;1;3977;;864;;;;;911;884;;;1;0;0.65;0;0;0;;;4;4;6.56;2.11;0;4.46;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;010000495;010783009;TOT;1;;6;1;305;;;;;;111325;79;;;4490;99487;;;;;;;9503;;;10;17;2;20;97237;5916;47427;6112;3667;4484;667;16006;14249;1931;63;23;25;38.46;14;8;16.88;;;670;231;802.28;479.8;104.09;55.98;;20.34;44.71;10;6;13.18;5;1;4.64;398;69;453.3;259.58;90.34;8.92;;0.19;12.86
PSY;2019;010010171;010011559;GEN;;;;;80;;;;20;;29200;20;4;;446;12922;;;;14859;;;4634;0;;;;;;;;;;;;;759;;759;;;4;;;;;0;1;49;3;50.45;22.82;16.95;6.85;;2.83;1;;;;;;;;;;;;;;;
PSY;2019;010010171;010011559;TOT;0;;;0;80;;;;20;;29200;20;4;;446;12922;;;;14859;;;4634;0;;;;;;;;;;;;;759;;;;;4;;;;;;;49;3;50.45;22.82;16.95;6.85;;2.83;1;;;;;;;;;;;;;;;
PSY;2019;020000386;020000600;GEN;;;;;71;0;0;0;0;0;25915;10;0;0;933;30795;0;0;0;0;0;0;2112;0;0;;;;;;;;;;;;939;0;0;0;;5;5;;;;0;1;30;4;33.66;25.35;5.54;1.27;;;1.5;;;;;;;;;;;;;;;
PSY;2019;020000386;020000600;TOT;0;;;0;71;0;0;0;0;0;25915;10;0;0;933;30795;0;0;0;0;0;0;2112;0;0;;;;;;;;;;;;939;0;0;0;;5;5;;;;;;30;4;33.66;25.35;5.54;1.27;;;1.5;;;;;;;;;;;;;;;
PSY;2019;020000543;020000295;GEN;;5;;;363;78;0;0;0;0;132495;42;4;0;2698;111654;25358;0;0;0;0;0;6169;0;0;1;6;25;2;52226;5974;9660;42106;2175;2369;4;7177;5406;499;167;17;2;17.5;11;2;11.3;0;0;610;56;650.8;411.5;91;19.5;;3.8;33.1;12;0;12;5;0;5;501;40;530.4;340.8;89;6;;3.8;10.8
PSY;2019;020000543;020000295;INF;;3;;;24;5;;;0;0;7380;118;0;0;627;3890;82;;;0;0;0;13000;0;0;1;8;18;0;41545;1277;0;231;23;283;454;4327;3997;28;0;8;0;7;3;0;3;0;0;155;32;178.75;89.4;6;25.45;;9.5;32.2;2;0;2;1;0;1;45;4;48.1;33.3;5;1.8;;0;3
PSY;2019;020000543;020000295;PEN;;;;;;;;;;;0;;;0;0;0;;;;;;;0;;0;0;2;;1;8931;;1174;0;;;;877;827;0;0;1;2;2.5;1;1;1.4;;;11;2;12.6;8.8;0;3;;0;0.8;1;3;2.5;0;1;0.4;0;0;0;0;0;0;;0;0
PSY;2019;020000543;020000295;TOT;1;;5;1;387;83;0;0;0;0;139875;160;4;0;3325;115544;25440;0;0;0;0;0;19169;0;0;2;16;43;3;102702;7251;10834;42337;2198;2652;458;12213;10121;522;167;26;4;27;15;3;15.7;;;776;90;842.15;509.7;97;47.95;;13.3;66.1;15;3;16.5;6;1;6.4;546;44;578.5;374.1;94;7.8;;3.8;13.8
PSY;2019;020004156;590805065;GEN;;;;;60;;;;;;21900;12;;;604;20293;;;;;;;4002;;;;;;;;;;;;;;481;;371;1;5;;5;;;;0;1;60;7;71.54;28.94;20.95;1;;;;;;;;;;;;;;;;;;
PSY;2019;020004156;590805065;TOT;0;;;0;60;;;;;;21900;12;;;604;20293;;;;;;;4002;;;;;;;;;;;;;;481;;371;1;5;;5;;;;;;60;7;71.54;28.94;20.95;1;;;;;;;;;;;;;;;;;;
PSY;2019;020006664;020000063;GEN;;2;;;69;1;0;0;2;0;25185;36;4;0;1281;18395;364;0;0;129;0;108;11711;124;0;2;1;0;4;10515;7506;2704;1306;302;1963;0;549;400;473;9;8;0;7.04;0;2;1;1;;97;25;114.03;95.11;0.08;3.88;;0;2.97;;;;;;;;;;;;;;;
PSY;2019;020006664;020000063;TOT;1;;0;0;69;1;0;0;2;0;25185;36;4;0;1281;18395;364;0;0;129;0;108;11711;124;0;2;1;0;4;10515;7506;2704;1306;302;1963;0;549;400;473;9;8;0;7.04;0;2;1;;;97;25;114.03;95.11;0.08;3.88;;0;2.97;;;;;;;;;;;;;;;
PSY;2019;030000061;030780092;GEN;;2;;;116;15;0;15;0;0;42340;38;1;4;965;34298;4554;0;3822;0;0;58;7115;199;1695;2;8;0;1;23081;0;262;8147;2198;281;4;3668;2927;616;44;5;3;5.71;3;3;4.32;0;1;229;33;233.23;147.18;25.07;6;;2.97;4.4;4;3;4.13;3;1;3.02;139;35;155.61;107.22;18.98;2.08;;0;2.17
PSY;2019;030000061;030780092;INF;;1;;;19;26;;;0;0;6935;28;0;0;427;4499;4881;;;0;0;10;4375;0;0;1;3;0;2;13355;0;1482;159;17;134;82;1128;974;66;3;1;3;2.99;1;0;1;0;1;98;13;100.97;46.37;9.46;4.45;;3.4;11.27;1;3;1.55;0;0;0;41;16;42.75;25.92;5.45;1.15;;0.4;2.78
PSY;2019;030000061;030780092;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;0;;0;0;;0;3;;;;3;2;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;030000061;030780092;TOT;1;;1;1;135;41;0;15;0;0;49275;66;1;4;1392;38797;9435;0;3822;0;0;68;11490;199;1695;3;11;0;3;36436;0;1744;8309;2215;415;86;4757;3881;676;48;6;6;8.7;4;3;5.32;;;327;46;334.2;193.55;34.53;10.45;;6.37;15.67;5;6;5.68;3;1;3.02;180;51;198.36;133.14;24.43;3.23;;0.4;4.95
PSY;2019;030000087;030780118;GEN;;2;;;85;4;;16;;;31025;35;;;729;26477;1138;;4323;;;;4279;17;;4;2;;1;27703;;2296;10420;5585;140;5;2534;1864;606;11;6;1;6.22;1;;1;0;1;139;21;155.11;98.67;19.05;7.1;;0;3.2;5;;4.42;1;;1;94;14;104.85;65.21;19.04;0.8;;0;2.8
PSY;2019;030000087;030780118;INF;;1;;;;4;;;;;;10;;;;;400;;;;;26;902;;;3;2;;1;13894;;896;186;27;221;111;815;746;18;0;3;1;3.43;;;;0;0;22;11;30.33;5.8;0;4.97;;2.83;8.49;;;;;;;0;0;0;0;0;0;;0;0
PSY;2019;030000087;030780118;TOT;1;;1;0;85;8;;16;;;31025;45;;;729;26477;1538;;4323;;;26;5181;17;;7;4;;2;41597;;3192;10606;5612;361;116;3332;2607;623;11;6;1;9.65;1;;1;;;161;32;185.44;104.47;19.05;12.07;;2.83;11.69;5;;4.42;1;;1;94;14;104.85;65.21;19.04;0.8;;0;2.8
PSY;2019;030000160;030780282;GEN;;1;;;60;356;0;0;0;0;21130;0;0;0;490;14520;112926;0;0;0;0;242;0;0;0;1;0;1;1;138;26531;37;933;0;0;0;881;435;446;281;2;2;3.4;4;2;4.15;0;1;70;19;86.87;56.4;20.12;3.12;;1.71;5.52;0;2;0.6;0;5;2.2;39;18;51.48;29.5;19.2;1.56;;0.43;0.79
PSY;2019;030000160;030780282;TOT;1;;0;0;60;356;0;0;0;0;21130;0;0;0;490;14520;112926;0;0;0;0;242;0;0;0;1;0;1;1;138;26531;37;933;0;0;0;881;;;;2;2;3.4;4;2;4.15;;;70;19;86.87;56.4;20.12;3.12;;1.71;5.52;;2;0.6;;5;2.2;39;18;51.48;29.5;19.2;1.56;;0.43;0.79
PSY;2019;030781637;030780100;GEN;;2;;;47;;;;;;17155;25;;;579;12059;;;;;;28;6195;;;1;;1;2;30191;53;14417;8454;32;37;;1450;1057;320;71;2;2;4.5;100;6;98.83;0;1;100;6;98.83;61.62;8.07;3.13;;0.5;2.3;3;;3.5;68;4;66.66;68;4;66.66;39.99;7.93;0.89;;0.5;1.14
PSY;2019;030781637;030780100;INF;;1;;;0;4;;;;;;12;;;3;;761;;;;;;1843;;;2;;1;1;6141;2604;394;;59;59;;1307;1271;8;0;2;;1.9;21;3;23.49;0;1;21;3;;6.66;;4.49;;3.32;5.45;;;;;;;;;;;;;;;
PSY;2019;030781637;030780100;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;030781637;030780100;TOT;1;;;1;47;4;;;;;17155;37;;;582;12059;761;;;;;28;8038;;;3;;2;3;36332;2657;14811;8647;91;96;;2733;2308;324;71;4;2;6.4;121;9;122.32;;;121;9;98.83;68.28;8.07;7.62;;3.82;7.75;3;;3.5;68;4;66.66;68;4;66.66;39.99;7.93;0.89;;0.5;1.14
PSY;2019;040000911;040788879;GEN;;2;;;110;10;;;;;39419;64;;;1095;35373;1459;;;;;72;17568;;;;10;1;;36580;2167;0;3618;2296;2807;5;5091;4269;585;6;9;6;12.12;1;0;0.75;1;0;196;37;211.02;132.32;43.47;7.26;;0;4.5;9;4;8.21;1;0;0.75;144;19;147.41;71.46;43.47;4.51;;0;4.5
PSY;2019;040000911;040788879;INF;;1;;;;2;;;;;;32;;;;;0;;;;;;3667;;;;6;1;;27621;299;0;5;134;48;317;1620;1489;;;4;0;3.51;0;0;0;0;0;51;15;58.98;28.78;0;16.01;;7.36;6.84;;;;;;;;;;;;;;;
PSY;2019;040000911;040788879;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;140;;;;;;;;0;0;0;0;1;0.1;;;3;1;2.39;2.23;0;0.15;;0;0;;;0.02;0;1;0.1;3;1;2.39;2.23;;0.15;;;
PSY;2019;040000911;040788879;TOT;1;;3;1;110;12;;;;;39419;96;;;1095;35373;1459;;;;;72;21235;;;;16;2;;64201;2466;0;3763;2430;2855;322;6711;5758;585;6;13;6;15.63;1;1;0.85;;;250;53;272.39;163.33;43.47;23.42;;7.36;11.34;9;4;8.23;1;1;0.85;147;20;149.8;73.69;43.47;4.66;;0;4.5
PSY;2019;050000132;050007145;GEN;;1;;;73;12;9;;;;26645;18;1;1;1307;21400;921;2997;;;;65;2162;0;577;;5;;2;29265;;20441;2828;136;1866;;3223;2656;546;1;9;2;9.28;3;3;3.74;;;140;41;187.22;101.61;16.39;6.15;;3.99;9.19;6;3;4.62;3;2;2.84;89;26;106.83;58.49;15.64;2.6;;2.15;2.13
PSY;2019;050000132;050007145;INF;;1;;;8;0;;;;;2920;21;;;417;1205;0;;;;;63;3111;;;;4;;6;13544;;5662;22;;595;223;1224;1016;131;;4;;4;;1;0.14;;;42;20;60.22;29.72;3.1;6.37;;5.08;5.34;3;;1;;1;0.14;15;4;14.52;8.5;2.55;0.5;;0.46;0.36
PSY;2019;050000132;050007145;TOT;1;;;1;81;12;9;;;;29565;39;1;1;1724;22605;921;2997;;;;128;5273;0;577;;9;;8;42809;;26103;2850;136;2461;223;4447;3672;677;1;13;2;13.28;3;4;3.88;;;182;61;247.44;131.33;19.49;12.52;;9.07;14.53;9;3;5.62;3;3;2.98;104;30;121.35;66.99;18.19;3.1;;2.61;2.49
PSY;2019;050000231;050000116;GEN;;1;;;19;;3;;;;6935;12;2;;437;6544;;546;;;;10;3114;106;;;1;;1;9378;;4780;;;996;;986;839;218;1;3;;2.5;1;;0.5;0;0;28;24;44.29;36.52;0.08;2.13;;;1;;;;;;;;;;;;;;;
PSY;2019;050000231;050000116;TOT;1;;;0;19;;3;;;;6935;12;2;;437;6544;;546;;;;10;3114;106;;;1;;1;9378;;4780;;;996;;986;;;;3;;2.5;1;;0.5;;;28;24;44.29;36.52;0.08;2.13;;;1;;;;;;;;;;;;;;;
PSY;2019;050000454;050000645;INF;;;;;30;;;;;;10950;;;;119;9919;;;;;;;;;;;;;;;;;;;;;78;;;;;1;0.72;;2;0.4;;;14;15;22.3;9.4;1;2;;0.35;10.7;;1;0.72;;2;0.4;14;15;22.3;9.4;1;2;;0.35;10.7
PSY;2019;050000454;050000645;TOT;0;;;0;30;;;;;;10950;;;;119;9919;;;;;;;;;;;;;;;;;;;;;78;;;;;1;0.72;;2;0.4;;;14;15;22.3;9.4;1;2;;0.35;10.7;;1;0.72;;2;0.4;14;15;22.3;9.4;1;2;;0.35;10.7
PSY;2019;050000991;050000546;GEN;;;;;40;;;;;;14600;;;;316;13386;;;;;;;;;;;;;;;;;;;;;316;;;;2;3;2.51;5;7;0.13;0;0;11;25;25.68;13.8;1;1.2;;2.05;1.1;;;;;;;;;;;;;;;
PSY;2019;050000991;050000546;TOT;0;;;0;40;;;;;;14600;;;;316;13386;;;;;;;;;;;;;;;;;;;;;316;;;;2;3;2.51;5;7;0.13;;;11;25;25.68;13.8;1;1.2;;2.05;1.1;;;;;;;;;;;;;;;
PSY;2019;060000478;060780897;GEN;;1;;;33;;;;;;10866;10;2;;319;10866;;;;;;45;2085;19;;;1;3;1;11680;1388;5595;2132;1300;1286;;1606;1344;226;7;10;1;7.59;0;1;0.2;;;60;15;65.3;43.8;6.01;4.9;;1.85;1.9;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;060000478;060780897;TOT;1;;;1;33;;;;;;10866;10;2;;319;10866;;;;;;45;2085;19;;;1;3;1;11680;1388;5595;2132;1300;1286;;1606;;;;10;1;7.59;0;1;0.2;;;60;15;65.3;43.8;6.01;4.9;;1.85;1.9;0;0;0;0;0;0;0;0;0;0;0;0;;0;0
PSY;2019;060000510;060780954;GEN;;2;;;80;;;;;;29200;25;2;;700;24234;;;;;;;4433;0;;1;3;2;0;12926;5589;117;1370;143;2408;0;3523;3352;469;73;12;0;11.14;;;;1;0;113;18;126.89;72.69;18.99;10.8;;0;3.8;;;;;;;59;9;64.9;34.22;7.65;5;;0;2.3
PSY;2019;060000510;060780954;INF;;1;;;;;;;;;;10;;;;;;;;;;;824;;;2;5;1;1;12920;1196;3095;10;18;1942;74;1700;1700;;;5;3;5.76;;;;0;0;23;20;33.77;5.34;0;11.77;;4.53;10.25;;;;;;;;;;;;;;;
PSY;2019;060000510;060780954;TOT;1;;2;0;80;;;;;;29200;35;2;;700;24234;;;;;;;5257;0;;3;8;3;1;25846;6785;3212;1380;161;4350;74;5184;5014;469;73;17;3;16.9;;;;;;136;38;160.66;78.03;18.99;22.57;;4.53;14.05;;;;;;;59;9;64.9;34.22;7.65;5;;0;2.3
PSY;2019;060000544;060780988;GEN;;2;;;58;;;;8;;21015;25;;;522;18297;;;;2231;;;3580;;;;2;1;0;18858;1547;0;1480;73;1661;4;2555;1874;366;9;7;2;8.58;;;;1;0;117;15;126.3;65.96;24.77;5.99;;;5.96;0;7;4.88;;;;80;12;83.11;44.78;16.73;2.99;;;2.19
PSY;2019;060000544;060780988;INF;;1;;;;;;;;;;10;;;0;;;;;;;25;1361;;;;3;1;3;11845;23;3926;112;206;1022;265;1591;1555;2;;6;2;5.61;;;;0;0;45;9;48.67;11.76;;8.5;;8.64;9.53;;;;;;;;;;;;;;;
PSY;2019;060000544;060780988;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;;;;80;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PSY;2019;060000544;060780988;TOT;1;;2;1;58;;;;8;;21015;35;;;522;18297;;;;2231;;25;4941;;;;5;2;3;30703;1570;3926;1713;279;2683;269;4206;3495;368;;13;4;14.19;;;;;;162;24;174.97;77.72;24.77;14.49;;8.64;15.49;0;7;4.88;;;;80;12;83.11;44.78;16.73;2.99;;;2.19
PSY;2019;060780442;060000213;GEN;;;;;61;;;;;;22265;20;;;564;19278;;;;;;;3907;;;;;;;;;;;;;;438;;;;2;3;2.5;;;;0;0;30;4;;14.6;11;2.2;;;1;2;3;2.5;;;;26;1;;13;11;0.4;;;1
PSY;2019;060780442;060000213;TOT;0;;;0;61;;;;;;22265;20;;;564;19278;;;;;;;3907;;;;;;;;;;;;;;438;;;;2;3;2.5;;;;;;30;4;;14.6;11;2.2;;;1;2;3;2.5;;;;26;1;;13;11;0.4;;;1
PSY;2019;060780525;060000247;GEN;;;;;64;;;;;;21986;;;;636;21986;;;;;;;;;;;;;;;;;;;;;636;;;;3;;3;;;;0;0;19;13;;14.3;5;0.94;;;1.42;;;;;;;;;;;;;;;
PSY;2019;060780525;060000247;TOT;0;;;0;64;;;;;;21986;;;;636;21986;;;;;;;;;;;;;;;;;;;;;636;;;;3;;3;;;;;;19;13;;14.3;5;0.94;;;1.42;;;;;;;;;;;;;;;
PSY;2019;060780541;060000262;GEN;;;;;67;;;;;;24455;;;;905;23939;;;;;;;;;;;;;;;;;;;;;729;;729;;;3;2;;3;1.14;0;1;23;27;28.8;14.16;11.89;0.81;;0.34;0.6;;3;2;;3;1.14;23;27;28.8;14.16;11.89;0.81;;0.34;1.5
PSY;2019;060780541;060000262;TOT;0;;;0;67;;;;;;24455;;;;905;23939;;;;;;;;;;;;;;;;;;;;;729;;729;;;3;2;;3;1.14;;;23;27;28.8;14.16;11.89;0.81;;0.34;0.6;;3;2;;3;1.14;23;27;28.8;14.16;11.89;0.81;;0.34;1.5
PSY;2019;060780749;060000395;GEN;;;;;36;;;;;;13140;;;;408;13354;;;;;;;;;;;;;;;;;;;;;311;;;;;6;;;;;;;14;;;9;2;0.2;;0.26;;;;;;;;;;;;;;;;
PSY;2019;060780749;060000395;TOT;0;;;0;36;;;;;;13140;;;;408;13354;;;;;;;;;;;;;;;;;;;;;311;;;;;6;;;;;;;14;;;9;2;0.2;;0.26;;;;;;;;;;;;;;;;
PSY;2019;060780996;630786754;GEN;;7;;;316;28;34;;;30;115340;164;;;1965;110907;4506;9688;;;7221;;22495;;;6;10;;9;93969;;40111;17755;601;110;;9283;7385;1485;;28;15;38.84;10;3;11.38;0;1;537;43;567.32;305.6;183.27;27.8;;3.5;44.8;17;1;17.8;7;;7;393;22;414.79;203.1;171.67;13.9;;;18.8
PSY;2019;060780996;630786754;INF;;;;;9;;;;;;3285;;;;62;1779;;;;;;;;;;;;;;;;;;;;;60;;60;;;;1;;;;0;1;15;2;16.28;8.2;4.8;0.5;;;3;1;;1;;;;15;2;16.28;8.2;4.8;0.5;;;3
PSY;2019;060780996;630786754;PEN;;;;;;;;;;;;12;;;;;;;;;;;2650;;;;1;;2;16847;;2679;;;;;1451;;;;2;;2;;;;;;19;2;18.96;13.6;;2.5;;;3;;;;;;;;;;;;;;;
PSY;2019;060780996;630786754;TOT;1;;8;1;325;28;34;;;30;118625;176;;;2027;112686;4506;9688;;;7221;;25145;;;6;11;;11;110816;;42790;17755;601;110;;10660;7385;1545;;30;15;41.84;10;3;11.38;;;571;47;602.56;327.4;188.07;30.8;;3.5;50.8;18;1;18.8;7;;7;408;24;431.07;211.3;176.47;14.4;;;21.8
PSY;2019;060781929;060000858;GEN;;;;;75;;;;;;27375;15;;;774;28084;;;;;;;2056;;;;;;;;;;;;;;676;;604;0;;10;;;1;0.74;;;27;10;31.71;17.97;10;1;;1;1.74;;10;;;1;0.74;;;;;;;;;
PSY;2019;060781929;060000858;TOT;0;;;0;75;;;;;;27375;15;;;774;28084;;;;;;;2056;;;;;;;;;;;;;;676;;;;;10;;;1;0.74;;;27;10;31.71;17.97;10;1;;1;1.74;;10;;;1;0.74;;;;;;;;;
PSY;2019;060785003;060785011;GEN;;1;;;70;;;;;;24068;25;;;804;21904;;;;;;;5054;;;1;;1;;13129;4628;;1624;145;7319;;3766;3237;404;4;10;6;9.54;0;1;0.1;0;1;66;9;64.05;32.46;25.1;2.12;;;;1;6;3.96;0;0;0;54;6;51.53;23.26;24.1;1;;;
PSY;2019;060785003;060785011;TOT;1;;;0;70;;;;;;24068;25;;;804;21904;;;;;;;5054;;;1;;1;;13129;4628;;1624;145;7319;;3766;;;;10;6;9.54;0;1;0.1;;;99;10;64.05;32.46;25.1;2.12;;;;1;6;3.96;0;0;0;86;7;51.53;23.26;24.1;1;;;
PSY;2019;060800174;;INF;;3;;;20;;;;;;6664;82;;;451;5436;;;;;;;10184;;;2;12;2;;43681;1797;;;0;104;153;4910;4401;145;;12;10;16.98;;;;0;1;85;114;147.17;51.78;13.92;29.22;;15.88;23.05;7;3;6.45;;;;41;21;46.39;23.3;12.64;1.88;;0;2.67
PSY;2019;060800174;;TOT;1;;;0;20;;;;;;6664;82;;;451;5436;;;;;;;10184;;;2;12;2;;43681;1797;;;0;104;153;4910;4401;145;;12;10;16.98;;;;;;85;114;147.17;51.78;13.92;29.22;;15.88;23.05;7;3;6.45;;;;41;21;46.39;23.3;12.64;1.88;;0;2.67
PSY;2019;070005046;260003264;GEN;;2;;;;;;;;;;15;;;;;;;;;;;2231;;;0;2;0;1;11240;;2263;136;;3;;997;941;;;;;0.35;;;;;;11;5;3;4;;;;;;;;;;;;1;;;;;;;;
PSY;2019;070005046;260003264;INF;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2042;;;2;1;1;;267;198;;;;;0.69;;;;;;2;;1.98;0.6;;0.53;;0.75;0.1;;;;;;;;;;;;;;;
PSY;2019;070005046;260003264;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
PSY;2019;070005046;260003264;TOT;1;;0;0;;;;;;;;15;;;;;;;;;;;2231;;;0;3;0;1;13282;;2263;138;1;4;;1262;1139;;;;;1.04;;;;;;13;5;4.98;4.6;;0.53;;0.75;0.1;;;;;;;1;;;;;;;;
PSY;2019;070780317;630786754;GEN;;5;;;236;15;;;;;84315;77;5;;3031;76541;3961;;;;;;14436;15;;;6;11;3;40704;3995;5368;3341;2704;1489;;7754;5989;1575;68;6;17;19.46;5;7;7.6;0;1;380;89;438.49;251.07;96.11;15.89;;4.22;13.27;;20;11.18;4;3;5.86;283;72;325.23;172.73;91.63;4.69;;0.9;7
PSY;2019;070780317;630786754;INF;;3;;;;;;;;;;28;;;;;;;;;;;4208;;;;7;0;4;20844;;5174;1;126;343;7;2178;2122;;;2;4;4.35;1;;1;0;0;29;42;56.37;30.04;;17.73;;4.42;4.18;;;;;;;;;;;;;;;
PSY;2019;070780317;630786754;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;887;;;;243;237;;;;4;0.35;;;;;;;8;4.31;2.48;;1.83;;;;;;;;;;;;;;;;;;
PSY;2019;070780317;630786754;TOT;1;;2;1;236;15;;;;;84315;105;5;;3031;76541;3961;;;;;;18644;15;;;13;11;7;61548;3995;10542;4229;2830;1832;7;10175;;;;8;22;24.16;6;7;8.6;;;409;132;499.17;283.59;96.11;35.45;;8.64;17.45;;20;11.18;4;3;5.86;283;72;325.23;172.73;91.63;4.69;;0.9;7
PSY;2019;080000318;080000086;GEN;;4;;;186;4;18;;;;67160;65;6;2;2400;55249;949;4824;;;;24;14994;0;4383;;8;4;7;39107;3169;6954;12032;6764;1268;;6500;3599;1479;22;10;5;10.59;3;8;6.45;0;1;347;49;376.94;228.48;72.3;12.76;;1;7.56;7;5;5.21;2;7;4.65;230;31;250.84;128.58;72.2;1.7;;;5.35
PSY;2019;080000318;080000086;INF;;1;;;8;;;;;;2920;45;;;115;1647;;;;;;70;7404;;;;4;1;5;11675;179;3636;28;72;1034;55;1374;973;81;0;4;1;1.91;1;1;0.49;0;1;75;9;80.43;51.39;0.03;7.46;;2;14.98;2;1;0.52;1;1;0.19;16;1;16.61;15.94;0.03;0.43;;;
PSY;2019;080000318;080000086;PEN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0.2;;;;;;;1;0.25;;;0.25;;;;;;;;;;;;;;;;;;
PSY;2019;080000318;080000086;TOT;1;;5;1;194;4;18;;;;70080;110;6;2;2515;56896;949;4824;;;;94;22398;0;4383;;12;5;12;50782;3348;10590;12060;6836;2302;55;7793;4572;1552;22;12;7;12.7;3;9;6.94;;;422;59;457.62;279.87;72.33;20.47;;3;22.54;8;6;5.73;2;7;4.84;246;32;267.45;144.52;72.23;2.13;;;5.35
PSY;2019;090000183;090781816;GEN;;2;;;84;12;0;0;0;0;30660;30;0;0;942;27912;2966;0;0;0;0;8;4348;0;0;0;4;1;2;30771;1173;1484;1387;0;4557;0;4836;4228;579;14;5;4;5.78;1;3;2.63;0;1;;;182.34;103.58;28.14;10.96;;4.23;5.47;4;1;4.52;;;;;;98.42;56.44;24.97;1.16;;1.42;2.8
PSY;2019;090000183;090781816;INF;;1;;;7;7;;;0;0;2555;20;;0;75;1884;0;;;0;0;24;2107;0;0;0;3;1;1;12971;17;69;46;0;581;144;1154;1067;82;0;4;;3.96;;;;0;1;;;37.6;24.29;3;4.35;;2.61;2.19;2;;2;;;;;;20.39;12.47;3;0.5;;0.4;1.69
PSY;2019;090000183;090781816;PEN;;;;;0;;;;;;0;0;;0;0;0;;;;;;;0;;0;0;0;;0;0;;0;1729;;;;0;0;0;0;1;;0.1;;;;;;;;1.23;1.04;;0.19;;;;;;;;;;;;;;;;;;
PSY;2019;090000183;090781816;TOT;1;;1;1;91;19;0;0;0;0;33215;50;0;0;1017;29796;2966;0;0;0;0;32;6455;0;0;0;7;2;3;43742;1190;1553;3162;0;5138;144;5903;;;;10;4;9.84;1;3;2.63;;;;;221.17;128.91;31.14;15.5;;6.84;7.66;6;1;6.52;;;;;;118.81;68.91;27.97;1.66;;1.82;4.49
PSY;2019;100000108;100000033;GEN;;4;;;145;9;;20;;;52925;86;;;1383;47698;2327;;6354;;;36;14504;;;;7;1;6;17695;196;34138;5926;2241;6397;;6299;3276;993;238;15;6;17.22;3;;1.02;1;1;328;36;358.63;184.45;95.51;20.78;;2.8;3.92;11;1;8.08;3;;1.02;238;15;247.72;105.14;94.47;4.06;;1;1.99
