BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2019;770000156;770110054;TOT;0;;;;;;817;;;38;1
DIALYSE;2019;770000446;770021145;112AX;;;;2;2;139;;;;;
DIALYSE;2019;770000446;770021145;112BA;;;;15;92;13781;;;;;
DIALYSE;2019;770000446;770021145;1130X;;;;2;5;1360;;;;;
DIALYSE;2019;770000446;770021145;122AX;;;;2;0;;;;4;;
DIALYSE;2019;770000446;770021145;TOT;0;;;;;;746;;;;
DIALYSE;2019;770001873;940000060;1140X;;;;12;20;3160;;;;;
DIALYSE;2019;770016087;770016137;112BA;;;;21;237;11779;;;;;
DIALYSE;2019;770016087;770016137;1130X;;;;16;162;8152;;;;;
DIALYSE;2019;770016087;770016137;1140X;;;;12;24;1405;;;;;
DIALYSE;2019;770016087;770016137;TOT;0;;;;;;;;;54;
DIALYSE;2019;770016087;770016137;VACAN;;;;;32;178;;;;;
DIALYSE;2019;770016160;750806853;1140X;;;;6;21;2871;;;;;
DIALYSE;2019;770016160;750806853;TOT;0;;;;;;;;;6;
DIALYSE;2019;770016160;750806853;VACAN;;;;;;41;;;;;
DIALYSE;2019;770019032;770021145;TOT;0;;;;;;72;;;;
DIALYSE;2019;770020055;770000271;112AX;;;;4;8;1242;;;;;
DIALYSE;2019;770020055;770000271;112BA;;;;34;124;18686;;;;;
DIALYSE;2019;770020055;770000271;1130X;;;;8;89;12194;;;;;
DIALYSE;2019;770020055;770000271;1140X;;;;6;16;2219;;;;;
DIALYSE;2019;770020055;770000271;TOT;0;;;;;;9;2;;57;
DIALYSE;2019;770790707;770000719;112BA;;;;20;74;13407;;;;;
DIALYSE;2019;770790707;770000719;1130X;;;;16;12;1379;;;;;
DIALYSE;2019;770790707;770000719;1210;;;;;1;;;;50;;
DIALYSE;2019;770790707;770000719;121CA;;;;1;1;;;;50;;
DIALYSE;2019;770790707;770000719;122AX;;;;1;0;;;;13;;
DIALYSE;2019;770790707;770000719;122BA;;;;;2;;;;12;;
DIALYSE;2019;770790707;770000719;TOT;0;;;;;;183;1;;31;3
DIALYSE;2019;770803708;750806853;1140X;;;;6;18;3128;;;;;
DIALYSE;2019;770803708;750806853;TOT;0;;;;;;;;;4;
DIALYSE;2019;770803708;750806853;VACAN;;;;;;53;;;;;
DIALYSE;2019;770813426;770813418;1130X;;;;12;16;2250;;;;;
DIALYSE;2019;770813426;770813418;1140X;;;;6;11;1862;;;;;
DIALYSE;2019;770813426;770813418;TOT;0;;;;;;;;;9;
DIALYSE;2019;770813459;940000060;1140X;;;;6;7;1022;;;;;
DIALYSE;2019;770813459;940000060;TOT;0;;;;;;;;;2;
DIALYSE;2019;770814986;940000060;1140X;;;;6;12;1488;;;;;
DIALYSE;2019;780000311;780001236;112AX;;;;1;;0;;;;;
DIALYSE;2019;780000311;780001236;112BA;;;;14;;8067;;;;;
DIALYSE;2019;780000311;780001236;1130X;;;;8;;4363;;;;;
DIALYSE;2019;780000311;780001236;121CA;;;;1;;;;;;;
DIALYSE;2019;780000311;780001236;122AX;;;;1;;;;;3;;
DIALYSE;2019;780000311;780001236;122BA;;;;2;;;;;92;;
DIALYSE;2019;780000311;780001236;TOT;0;;;;;;725;2;;;
DIALYSE;2019;780000329;780110052;112BA;;;;10;52;7052;;;;;
DIALYSE;2019;780000329;780110052;1130X;;;;8;9;1674;;;;;
DIALYSE;2019;780000329;780110052;TOT;0;;;;;;120;;;14;
DIALYSE;2019;780001558;780822920;1140X;;;;10;13;2304;;;;;
DIALYSE;2019;780001707;780822920;1140X;;;;9;13;1834;;;;;
DIALYSE;2019;780016507;750005068;1140X;;;;6;6;538;;;;;
DIALYSE;2019;780017802;780002010;112BA;;;;19;66;10453;;;;;
DIALYSE;2019;780017802;780002010;1130X;;;;8;38;4791;;;;;
DIALYSE;2019;780017802;780002010;1140X;;;;5;21;2866;;;;;
DIALYSE;2019;780017802;780002010;TOT;0;;;;;;;1;;30;
DIALYSE;2019;780018727;780018719;112BA;;;;16;62;9601;;;;;
DIALYSE;2019;780018727;780018719;1130X;;;;12;11;1406;;;;;
DIALYSE;2019;780018727;780018719;TOT;0;;;;;;2;;;9;0
DIALYSE;2019;780150017;750005068;112AX;;;;3;3;447;;;;;
DIALYSE;2019;780150017;750005068;112BA;;;;16;155;7740;;;;;
DIALYSE;2019;780150017;750005068;1130X;;;;11;114;5236;;;;;
DIALYSE;2019;780150017;750005068;1140X;;;;6;0;0;;;;;
DIALYSE;2019;780150017;750005068;1150A;;;;6;6;1477;;;;;
DIALYSE;2019;780150017;750005068;121CA;;;;5;0;;;;;;
DIALYSE;2019;780150017;750005068;TOT;0;;;;;;86;;;26;0
DIALYSE;2019;780300414;780000675;112AX;;;;8;2;184;;;;;
DIALYSE;2019;780300414;780000675;112BA;;;;20;20;15907;;;;;
DIALYSE;2019;780300414;780000675;1130X;;;;8;8;4860;;;;;
DIALYSE;2019;780300414;780000675;1150A;;;;1;0;68;;;;;
DIALYSE;2019;780300414;780000675;TOT;0;;;;;;1004;2;;40;0
DIALYSE;2019;780300422;780002259;112BA;;;;24;268;13188;;;;;
DIALYSE;2019;780300422;780002259;1130X;;;;12;62;3369;;;;;
DIALYSE;2019;780300422;780002259;1210;;;;;4;;;;263;;
DIALYSE;2019;780300422;780002259;121AA;;;;;1;;;;66;;
DIALYSE;2019;780300422;780002259;121CA;;;;1;3;;;;197;;
DIALYSE;2019;780300422;780002259;122AX;;;;2;4;;;;8;;
DIALYSE;2019;780300422;780002259;TOT;0;;;;;;493;;;31;1
DIALYSE;2019;780800256;780110078;TOT;0;;;;;;2;;;;
DIALYSE;2019;780808234;780822920;1150A;;;;3;3;703;;;;;
DIALYSE;2019;780822631;780822920;1140X;;;;10;7;1048;;;;;
DIALYSE;2019;780823134;780822920;1140X;;;;8;13;2162;;;;;
DIALYSE;2019;780826152;780822920;1140X;;;;9;15;2155;;;;;
DIALYSE;2019;790000087;790000012;112AX;;;;2;0;19;;;;;
DIALYSE;2019;790000087;790000012;112BA;;;;20;89;11741;;;;;
DIALYSE;2019;790000087;790000012;122AX;;;;2;0;;;;103;;
DIALYSE;2019;790000087;790000012;122BA;;;;0;1;;;;253;;
DIALYSE;2019;790000087;790000012;TOT;0;;;;;;1211;1;;56;12
DIALYSE;2019;790007306;860000348;1130X;;;;12;34;5041;;;;;
DIALYSE;2019;790007306;860000348;1140X;;;;4;5;720;;;;;
DIALYSE;2019;790007306;860000348;1150A;;;;3;3;790;;;;;
DIALYSE;2019;790007306;860000348;1210;;;;;19;;;;893;;
DIALYSE;2019;790007306;860000348;121AA;;;;;8;;;;325;;
DIALYSE;2019;790007306;860000348;121CA;;;;11;11;;;;568;;
DIALYSE;2019;790007306;860000348;TOT;0;;;;;;;;;14;10
DIALYSE;2019;790016794;860000348;1130X;;;;12;24;3622;;;;;
DIALYSE;2019;800002503;800001141;112AX;;;;2;0;71;;;;;
DIALYSE;2019;800002503;800001141;112BA;;;;28;104;19761;;;;;
DIALYSE;2019;800002503;800001141;1130X;;;;8;7;1085;;;;;
DIALYSE;2019;800002503;800001141;1140X;;;;8;4;569;;;;;
DIALYSE;2019;800002503;800001141;TOT;0;;;;;;0;;;;
DIALYSE;2019;800006124;800000044;112AX;;;;4;0;38;;;;;
DIALYSE;2019;800006124;800000044;112BA;;;;30;133;18212;;;;;
DIALYSE;2019;800006124;800000044;112BE;;;;1;1;302;;;;;
DIALYSE;2019;800006124;800000044;1150A;;;;3;3;208;;;;;
DIALYSE;2019;800006124;800000044;1210;;;;;;;;;84;;
DIALYSE;2019;800006124;800000044;121AA;;;;;;;;;84;;
DIALYSE;2019;800006124;800000044;121CA;;;;1;;;;;0;;
DIALYSE;2019;800006124;800000044;122AX;;;;2;;;;;103;;
DIALYSE;2019;800006124;800000044;TOT;1;28;130;;;;1637;0;;98;2
DIALYSE;2019;800010159;590799995;1130X;;;;12;48;7509;;;;;
DIALYSE;2019;800010324;590799995;1130X;;;;12;65;9642;;;;;
DIALYSE;2019;800010324;590799995;1140X;;;;12;20;2845;;;;;
DIALYSE;2019;810000224;810000471;112AX;;;;1;6;2320;;;;;
DIALYSE;2019;810000224;810000471;112BA;;;;50;150;21954;;;;;
DIALYSE;2019;810000224;810000471;1150A;;;;1;2;459;;;;;
DIALYSE;2019;810000224;810000471;122AX;;;;1;2;;;;90;;
DIALYSE;2019;810000224;810000471;TOT;0;;;;;;227;;;;
DIALYSE;2019;810003368;810000471;1130X;;;;6;25;2893;;;;;
DIALYSE;2019;810011197;810000471;1140X;;;;6;6;569;;;;;
DIALYSE;2019;810101741;810000471;1140X;;;;12;26;3782;;;;;
DIALYSE;2019;810101758;810000471;1140X;;;;6;6;805;;;;;
DIALYSE;2019;810102947;810000471;1140X;;;;12;24;3146;;;;;
DIALYSE;2019;820000057;820000131;112BA;;;;34;116;16185;;;;;
DIALYSE;2019;820000057;820000131;1130X;;;;8;6;1102;;;;;
DIALYSE;2019;820000057;820000131;1140X;;;;8;15;2272;;;;;
DIALYSE;2019;820000057;820000131;TOT;0;;;;;;1020;;;;
DIALYSE;2019;820005791;820000131;1140X;;;;8;11;1658;;;;;
DIALYSE;2019;830000287;830100525;TOT;0;;;;;;1;;;;
DIALYSE;2019;830000345;830100616;112BA;;;;20;80;10746;;;;;
DIALYSE;2019;830000345;830100616;1130X;;;;6;4;723;;;;;
DIALYSE;2019;830000345;830100616;122AX;;;;2;0;;;;69;;
DIALYSE;2019;830000345;830100616;122BA;;;;2;1;;;;55;;
DIALYSE;2019;830000345;830100616;TOT;0;;;;;;934;;;64;
DIALYSE;2019;830012548;830002119;112AX;;;;3;7;312;;;;;
DIALYSE;2019;830012548;830002119;112BA;;;;22;60;9061;;;;;
DIALYSE;2019;830012548;830002119;1130X;;;;19;57;8673;;;;;
DIALYSE;2019;830012548;830002119;1140X;;;;7;23;3282;;;;;
DIALYSE;2019;830012548;830002119;1150A;;;;8;12;2298;;;;;
DIALYSE;2019;830012548;830002119;1210;;;;;20;;;;1114;;
DIALYSE;2019;830012548;830002119;121AA;;;;;13;;;;811;;
DIALYSE;2019;830012548;830002119;121CA;;;;0;7;;;;303;;
DIALYSE;2019;830012548;830002119;122AX;;;;0;;;;;34;;
DIALYSE;2019;830012548;830002119;TOT;0;;;;;;;;;;
DIALYSE;2019;830012589;830003695;112BA;;;;18;60;8723;;;;;
DIALYSE;2019;830012589;830003695;1130X;;;;6;1;156;;;;;
DIALYSE;2019;830012589;830003695;1140X;;;;6;0;68;;;;;
DIALYSE;2019;830012589;830003695;TOT;0;;;;;;;;;24;
DIALYSE;2019;830012688;830012639;112AX;;;;1;0;25;;;;;
DIALYSE;2019;830012688;830012639;112BA;;;;38;390;20125;;;;;
DIALYSE;2019;830012688;830012639;1130X;;;;4;37;2242;;;;;
DIALYSE;2019;830012688;830012639;1140X;;;;2;21;1007;;;;;
DIALYSE;2019;830012688;830012639;1210;;;;;10;;;;545;;
DIALYSE;2019;830012688;830012639;121AA;;;;;5;;;;332;;
DIALYSE;2019;830012688;830012639;121CA;;;;1;5;;;;213;;
DIALYSE;2019;830012688;830012639;122AX;;;;1;0;;;;84;;
DIALYSE;2019;830012688;830012639;122BA;;;;2;1;;;;10;;
DIALYSE;2019;830012688;830012639;TOT;0;;;;;;0;6;;67;8
DIALYSE;2019;830012688;830012639;VACAN;;;;0;4;1152;;;;;
DIALYSE;2019;830013819;830002119;112BA;;;;6;27;2122;;;;;
DIALYSE;2019;830013819;830002119;1130X;;;;6;15;2102;;;;;
DIALYSE;2019;830013819;830002119;1140X;;;;1;4;306;;;;;
DIALYSE;2019;830013819;830002119;TOT;0;;;;;;;;;;
DIALYSE;2019;830015970;830003695;1130X;;;;18;26;4260;;;;;
DIALYSE;2019;830015970;830003695;TOT;0;;;;;;;;;11;
DIALYSE;2019;830016671;830003695;1130X;;;;22;29;4422;;;;;
DIALYSE;2019;830016671;830003695;TOT;0;;;;;;;;;6;
DIALYSE;2019;830017505;830002119;112BA;;;;16;51;7263;;;;;
DIALYSE;2019;830017505;830002119;1130X;;;;11;35;5229;;;;;
DIALYSE;2019;830017505;830002119;1140X;;;;6;19;2788;;;;;
DIALYSE;2019;830017505;830002119;122AX;;;;1;0;;;;12;;
DIALYSE;2019;830017505;830002119;TOT;0;;;;;;;;;;
DIALYSE;2019;830100103;830000022;112BA;;;;31;77;13799;;;;;
DIALYSE;2019;830100103;830000022;TOT;0;;;;;;568;;;31;
DIALYSE;2019;830100319;830020855;TOT;0;;;;;;108;;;;
DIALYSE;2019;830213617;830002119;1130X;;;;13;39;5908;;;;;
DIALYSE;2019;830213617;830002119;1140X;;;;1;3;454;;;;;
DIALYSE;2019;830213625;830002119;1130X;;;;8;16;3356;;;;;
DIALYSE;2019;830215687;830003521;112AX;;;;;1;24;;;;;
DIALYSE;2019;830215687;830003521;112BA;;;;22;108;17026;;;;;
DIALYSE;2019;830215687;830003521;1130X;;;;5;38;4423;;;;;
DIALYSE;2019;830215687;830003521;1140X;;;;0;4;46;;;;;
DIALYSE;2019;830215687;830003521;1150A;;;;1;3;638;;;;;
DIALYSE;2019;830215687;830003521;1210;;;;;4;;;;104;;
DIALYSE;2019;830215687;830003521;121AA;;;;;1;;;;52;;
DIALYSE;2019;830215687;830003521;121CA;;;;3;3;;;;52;;
DIALYSE;2019;830215687;830003521;122AX;;;;1;0;;;;60;;
DIALYSE;2019;830215687;830003521;TOT;0;;;;;;0;2;;48;3
DIALYSE;2019;830215687;830003521;VACAN;;;;0;0;874;;;;;
DIALYSE;2019;830216495;830003695;1210;;;;;25;;;;1244;;
DIALYSE;2019;830216495;830003695;121AA;;;;;20;;;;1142;;
DIALYSE;2019;830216495;830003695;121CA;;;;40;5;;;;102;;
DIALYSE;2019;830216495;830003695;TOT;0;;;;;;;;;;8
DIALYSE;2019;840001861;840006597;112BA;;;;18;92;13089;;;;;
DIALYSE;2019;840001861;840006597;122AX;;;;1;2;;;;125;;
DIALYSE;2019;840001861;840006597;TOT;0;;;;;;1764;;;110;
DIALYSE;2019;840011043;840002844;112AX;;;;4;4;782;;;;;
DIALYSE;2019;840011043;840002844;112BA;;;;24;115;17803;;;;;
DIALYSE;2019;840011043;840002844;1130X;;;;12;45;6996;;;;;
DIALYSE;2019;840011043;840002844;1140X;;;;12;18;3229;;;;;
DIALYSE;2019;840011043;840002844;1150A;;;;1;1;40;;;;;
DIALYSE;2019;840011043;840002844;1210;;;;;36;;;;1938;;
DIALYSE;2019;840011043;840002844;121AA;;;;;15;;;;866;;
DIALYSE;2019;840011043;840002844;121CA;;;;0;21;;;;1072;;
DIALYSE;2019;840011043;840002844;122BA;;;;0;1;;;;52;;
DIALYSE;2019;840011043;840002844;TOT;0;;;;;;0;;;;
DIALYSE;2019;840012538;840002844;1140X;;;;6;4;206;;;;;
DIALYSE;2019;840015200;940023591;1140X;;;;5;9;1162;;;;;
DIALYSE;2019;840017222;840002844;112AX;;;;4;5;485;;;;;
DIALYSE;2019;840017222;840002844;112BA;;;;21;67;9860;;;;;
DIALYSE;2019;840017222;840002844;1130X;;;;9;45;7120;;;;;
DIALYSE;2019;840017222;840002844;1140X;;;;8;6;890;;;;;
DIALYSE;2019;840017222;840002844;TOT;0;;;;;;0;;;;
DIALYSE;2019;840017461;840002844;112AX;;;;2;0;161;;;;;
DIALYSE;2019;840017461;840002844;112BA;;;;15;63;9446;;;;;
DIALYSE;2019;840017461;840002844;1130X;;;;13;44;5716;;;;;
DIALYSE;2019;840017461;840002844;1140X;;;;8;7;949;;;;;
DIALYSE;2019;840017461;840002844;TOT;0;;;;;;0;;;;
DIALYSE;2019;840018774;840002844;1130X;;;;12;41;6572;;;;;
DIALYSE;2019;850000142;850000019;112AX;;;;4;10;1026;;;;;
DIALYSE;2019;850000142;850000019;112BA;;;;21;79;8324;;;;;
DIALYSE;2019;850000142;850000019;112BE;;;;;;78;;;;;
DIALYSE;2019;850000142;850000019;1150A;;;;;8;1995;;;;;
DIALYSE;2019;850000142;850000019;1210;;;;;35;;;;1740;;
DIALYSE;2019;850000142;850000019;121AA;;;;;17;;;;837;;
DIALYSE;2019;850000142;850000019;121CA;;;;;18;;;;903;;
DIALYSE;2019;850000142;850000019;122AX;;;;;10;;;;73;;
DIALYSE;2019;850000142;850000019;122BA;;;;;1;;;;75;;
DIALYSE;2019;850000142;850000019;TOT;1;3;69;;;;3290;2;;96;10
DIALYSE;2019;850009333;440002590;1130X;;;;16;57;8372;;;;;
DIALYSE;2019;850009333;440002590;1140X;;;;16;24;3638;;;;;
DIALYSE;2019;850009333;440002590;TOT;0;;;;;;25;;;;
DIALYSE;2019;850009762;440002590;VACAN;;;;6;0;384;;;;;
DIALYSE;2019;850011271;440002590;1130X;;;;10;40;6448;;;;;
DIALYSE;2019;850011271;440002590;1140X;;;;2;7;800;;;;;
DIALYSE;2019;850011271;440002590;TOT;0;;;;;;32;;;;
DIALYSE;2019;850022047;440002590;1130X;;;;4;3;628;;;;;
DIALYSE;2019;850022047;440002590;1140X;;;;4;0;0;;;;;
DIALYSE;2019;850022047;440002590;TOT;0;;;;;;9;;;;
DIALYSE;2019;850023151;440002590;1130X;;;;9;28;3800;;;;;
DIALYSE;2019;850023151;440002590;1140X;;;;3;5;610;;;;;
DIALYSE;2019;850023151;440002590;TOT;0;;;;;;29;;;;
DIALYSE;2019;850025156;440002590;112BA;;;;24;46;8515;;;;;
DIALYSE;2019;850025156;440002590;1130X;;;;6;9;1681;;;;;
DIALYSE;2019;850025156;440002590;1140X;;;;6;4;1030;;;;;
DIALYSE;2019;850025156;440002590;TOT;0;;;;;;418;;;;
DIALYSE;2019;860000223;860014208;112BA;;;;19;116;16328;;;;;
DIALYSE;2019;860000223;860014208;112BE;;;;;;35;;;;;
DIALYSE;2019;860000223;860014208;122AX;;;;1;16;;;;85;;
DIALYSE;2019;860000223;860014208;TOT;0;;;;;;1191;3;;47;8
DIALYSE;2019;860005768;860000348;1130X;;;;16;35;4599;;;;;
DIALYSE;2019;860782598;860000348;112AX;;;;1;0;105;;;;;
DIALYSE;2019;860782598;860000348;1130X;;;;34;60;8982;;;;;
DIALYSE;2019;860782598;860000348;1140X;;;;10;9;1123;;;;;
DIALYSE;2019;860782598;860000348;1210;;;;;12;;;;730;;
DIALYSE;2019;860782598;860000348;121AA;;;;;8;;;;583;;
DIALYSE;2019;860782598;860000348;121CA;;;;4;4;;;;147;;
DIALYSE;2019;860782598;860000348;TOT;0;;;;;;;;;36;7
DIALYSE;2019;870000064;870000015;112BA;;;;32;131;17799;;;;;
DIALYSE;2019;870000064;870000015;112BE;;;;0;0;25;;;;;
DIALYSE;2019;870000064;870000015;TOT;0;;;;;;2023;8;;67;2
DIALYSE;2019;870000080;870000700;112AX;;;;4;3;247;;;;;
DIALYSE;2019;870000080;870000700;112BA;;;;12;58;9071;;;;;
DIALYSE;2019;870000080;870000700;1150A;;;;1;1;271;;;;;
DIALYSE;2019;870000080;870000700;1210;;;;;59;;;;2595;;
DIALYSE;2019;870000080;870000700;121AA;;;;;19;;;;788;;
DIALYSE;2019;870000080;870000700;121CA;;;;40;40;;;;1807;;
DIALYSE;2019;870000080;870000700;122AX;;;;4;1;;;;136;;
DIALYSE;2019;870000080;870000700;TOT;0;;;;;;0;4;;14;32
DIALYSE;2019;870014792;870000700;1130X;;;;18;85;12800;;;;;
DIALYSE;2019;870014792;870000700;1140X;;;;6;18;2641;;;;;
DIALYSE;2019;870014792;870000700;TOT;0;;;;;;;;;17;
DIALYSE;2019;870014859;870000015;TOT;0;;;;;;5;;;;
DIALYSE;2019;880001458;540001112;1140X;;;;8;3;180;;;;;
DIALYSE;2019;880001730;540001112;112AX;;;;2;4;172;;;;;
DIALYSE;2019;880001730;540001112;1140X;;;;6;5;674;;;;;
DIALYSE;2019;880001730;540001112;TOT;1;1;4;;;;;;;;
DIALYSE;2019;880007653;540001112;1140X;;;;8;6;1277;;;;;
DIALYSE;2019;880785019;540001112;1130X;;;;8;25;4086;;;;;
DIALYSE;2019;880785548;540001112;1130X;;;;8;27;3904;;;;;
DIALYSE;2019;880785548;540001112;1140X;;;;8;9;1438;;;;;
DIALYSE;2019;880785548;540001112;TOT;1;1;27;;;;;;;;
DIALYSE;2019;880788591;880780150;112AX;;;;2;;0;;;;;
DIALYSE;2019;880788591;880780150;112BA;;;;24;128;18809;;;;;
DIALYSE;2019;880788591;880780150;TOT;0;;;;;;0;1;;102;
DIALYSE;2019;890003130;210012290;1130X;;;;10;35;5436;;;;;
DIALYSE;2019;890003130;210012290;1140X;;;;2;2;291;;;;;
DIALYSE;2019;890008295;210012290;112AX;;;;1;0;21;;;;;
DIALYSE;2019;890008295;210012290;1130X;;;;18;60;9369;;;;;
DIALYSE;2019;890008295;210012290;1140X;;;;1;1;202;;;;;
DIALYSE;2019;890972862;210012290;1150A;;;;2;2;387;;;;;
DIALYSE;2019;890972862;210012290;1210;;;;;8;;;;642;;
DIALYSE;2019;890972862;210012290;121AA;;;;;8;;;;563;;
DIALYSE;2019;890972862;210012290;121CA;;;;1;0;;;;79;;
DIALYSE;2019;890972862;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;890973431;210012290;112AX;;;;1;0;35;;;;;
DIALYSE;2019;890973431;210012290;1150A;;;;3;3;893;;;;;
DIALYSE;2019;890973431;210012290;1210;;;;;4;;;;184;;
DIALYSE;2019;890973431;210012290;121AA;;;;;3;;;;115;;
DIALYSE;2019;890973431;210012290;121CA;;;;1;1;;;;69;;
DIALYSE;2019;890973431;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;890975527;890000037;112BA;;;;12;51;7687;;;;;
DIALYSE;2019;890975527;890000037;TOT;0;;;;;;822;;;;
DIALYSE;2019;890975550;890970569;112BA;;;;15;141;7069;;;;;
DIALYSE;2019;890975550;890970569;TOT;0;;;;;;440;;;;
DIALYSE;2019;890975568;890000433;TOT;0;;;;;;84;;;;
DIALYSE;2019;900001728;210012290;1130X;;;;10;33;3726;;;;;
DIALYSE;2019;900003039;900000365;112BA;;;;23;97;12620;;;;;
DIALYSE;2019;900003039;900000365;1130X;;;;8;15;1744;;;;;
DIALYSE;2019;900003039;900000365;1210;;;;;29;;;;1268;;
DIALYSE;2019;900003039;900000365;121AA;;;;;17;;;;836;;
DIALYSE;2019;900003039;900000365;121CA;;;;2;12;;;;432;;
DIALYSE;2019;900003039;900000365;122AX;;;;2;0;;;;74;;
DIALYSE;2019;900003039;900000365;122BA;;;;2;3;;;;418;;
DIALYSE;2019;900003039;900000365;TOT;0;;;;;;1594;;;;19
DIALYSE;2019;910002609;910000587;112BA;;;;17;238;11967;;;;;
DIALYSE;2019;910002609;910000587;1130X;;;;3;27;1698;;;;;
DIALYSE;2019;910002609;910000587;TOT;0;;;;;;0;;;;
DIALYSE;2019;910005057;910000660;1140X;;;;10;26;3607;;;;;
DIALYSE;2019;910009349;940000060;112AX;;;;1;3;462;;;;;
DIALYSE;2019;910009349;940000060;112BA;;;;14;63;8945;;;;;
DIALYSE;2019;910009349;940000060;112BE;;;;0;0;114;;;;;
DIALYSE;2019;910009349;940000060;1130X;;;;9;38;5462;;;;;
DIALYSE;2019;910009349;940000060;1140X;;;;2;9;1481;;;;;
DIALYSE;2019;910009349;940000060;TOT;0;;;;;;0;1;;31;
DIALYSE;2019;910020254;910002773;112AX;;;;2;0;143;;;;;
DIALYSE;2019;910020254;910002773;112BA;;;;10;50;6114;;;;;
DIALYSE;2019;910020254;910002773;1140X;;;;6;18;;;;;;
DIALYSE;2019;910020254;910002773;1150A;;;;2;4;;;;;;
DIALYSE;2019;910020254;910002773;1210;;;;;38;;;;1976;;
DIALYSE;2019;910020254;910002773;121AA;;;;;20;;;;1040;;
DIALYSE;2019;910020254;910002773;121CA;;;;2;18;;;;936;;
DIALYSE;2019;910020254;910002773;122AX;;;;2;2;;;;46;;
DIALYSE;2019;910020254;910002773;122BA;;;;2;2;;;;143;;
DIALYSE;2019;910020254;910002773;TOT;0;;;;;;2418;2;;59;11
DIALYSE;2019;910022037;940000060;112AX;;;;2;2;136;;;;;
DIALYSE;2019;910022037;940000060;1130X;;;;12;22;2631;;;;;
DIALYSE;2019;910150010;910014919;112AX;;;;2;0;62;;;;;
DIALYSE;2019;910150010;910014919;112BA;;;;18;71;10562;;;;;
DIALYSE;2019;910150010;910014919;1130X;;;;12;11;1633;;;;;
DIALYSE;2019;910150010;910014919;1150A;;;;9;6;1472;;;;;
DIALYSE;2019;910150010;910014919;TOT;0;;;;;;279;2;;1;0
DIALYSE;2019;910300144;910000447;112AX;;;;1;2;53;;;;;
DIALYSE;2019;910300144;910000447;112BA;;;;17;153;22558;;;;;
DIALYSE;2019;910300144;910000447;112BE;;;;0;0;34;;;;;
DIALYSE;2019;910300144;910000447;1130X;;;;12;38;5942;;;;;
DIALYSE;2019;910300144;910000447;1140X;;;;8;5;711;;;;;
DIALYSE;2019;910300144;910000447;TOT;0;;;;;;455;;;;
DIALYSE;2019;910300219;910003888;112BA;;;;13;81;11054;;;;;
DIALYSE;2019;910300219;910003888;122AX;;;;15;0;;;;172;;
DIALYSE;2019;910300219;910003888;TOT;0;;;;;;406;;;;
DIALYSE;2019;910803543;910017615;112AX;;;;1;1;64;;;;;
DIALYSE;2019;910803543;910017615;112BA;;;;16;333;16196;;;;;
DIALYSE;2019;910803543;910017615;1130X;;;;8;55;2865;;;;;
DIALYSE;2019;910803543;910017615;1140X;;;;6;18;940;;;;;
DIALYSE;2019;910803543;910017615;1150A;;;;;;296;;;;;
DIALYSE;2019;910803543;910017615;1210;;;;;9;;;;1;;
DIALYSE;2019;910803543;910017615;121AA;;;;;8;;;;;;
DIALYSE;2019;910803543;910017615;121CA;;;;1;1;;;;1;;
DIALYSE;2019;910803543;910017615;122AX;;;;1;2;;;;47;;
DIALYSE;2019;910803543;910017615;TOT;0;;;;;;659;1;;40;6
DIALYSE;2019;910813963;940000060;112AX;;;;1;3;357;;;;;
DIALYSE;2019;910813963;940000060;1130X;;;;6;34;4950;;;;;
DIALYSE;2019;910813963;940000060;1140X;;;;4;20;3034;;;;;
DIALYSE;2019;910813963;940000060;TOT;0;;;;;;0;1;;6;
DIALYSE;2019;910814144;750806853;1140X;;;;6;19;2357;;;;;
DIALYSE;2019;910814144;750806853;TOT;0;;;;;;;;;5;
DIALYSE;2019;910814144;750806853;VACAN;;;;;;6;;;;;
DIALYSE;2019;920000619;920009909;112BA;;;;16;57;8060;;;;;
DIALYSE;2019;920000619;920009909;1130X;;;;4;1;224;;;;;
DIALYSE;2019;920000619;920009909;122AX;;;;2;2;;;;5;;
DIALYSE;2019;920000619;920009909;TOT;0;;;;;;206;1;;23;1
DIALYSE;2019;920000650;920150059;112BA;;;;12;54;6064;;;;;
DIALYSE;2019;920000650;920150059;TOT;0;;;;;;1036;;;;
DIALYSE;2019;920000684;920150091;TOT;0;;;;;;85;;;;
DIALYSE;2019;920004959;920004918;1140X;;;;12;24;3609;;;;;
DIALYSE;2019;920022704;920025012;1140X;;;;12;23;3271;;;;;
DIALYSE;2019;920025210;750806853;112AX;;;;1;1;466;;;;;
DIALYSE;2019;920025210;750806853;1130X;;;;8;36;5133;;;;;
DIALYSE;2019;920025210;750806853;1150A;;;;23;23;5184;;;;;
DIALYSE;2019;920025210;750806853;TOT;0;;;;;;;;;25;
DIALYSE;2019;920025210;750806853;VACAN;;;;;;64;;;;;
DIALYSE;2019;920100013;750712184;112BA;;;;10;43;5800;;;;;
DIALYSE;2019;920100013;750712184;122AX;;;;0;;;;;65;;
DIALYSE;2019;920100013;750712184;122BA;;;;1;3;;;;;;
DIALYSE;2019;920100013;750712184;TOT;0;;;;;;1059;2;;49;12
