BOR;AN;FI;FI_EJ;DIALY;UDM;NBUDM;PATUM;CAPA;NBPAT;SEAN;SEA_HOS;PREPLI;SEM;NVPAT;NVPERIT
DIALYSE;2019;010000024;010780054;112AX;;;;3;1;1611;;;;;
DIALYSE;2019;010000024;010780054;112BA;;;;19;78;11075;;;;;
DIALYSE;2019;010000024;010780054;1150A;;;;;2;624;;;;;
DIALYSE;2019;010000024;010780054;1210;;;;;9;;;;936;;
DIALYSE;2019;010000024;010780054;121AA;;;;;5;;;;520;;
DIALYSE;2019;010000024;010780054;121CA;;;;;4;;;;416;;
DIALYSE;2019;010000024;010780054;122AX;;;;;1;;;;1;;
DIALYSE;2019;010000024;010780054;122BA;;;;3;1;;;;341;;
DIALYSE;2019;010000024;010780054;TOT;0;;;;;;947;3;;50;10
DIALYSE;2019;010006526;690796552;1130X;;;;7;16;2148;;;;;
DIALYSE;2019;010006526;690796552;1140X;;;;1;0;53;;;;;
DIALYSE;2019;010006526;690796552;TOT;1;1;16;;;;;1;;;
DIALYSE;2019;010780294;690000278;112AX;;;;1;0;77;;;;;
DIALYSE;2019;010780294;690000278;112BA;;;;12;48;6769;;;;;
DIALYSE;2019;010780294;690000278;1130X;;;;6;12;1742;;;;;
DIALYSE;2019;010780294;690000278;1140X;;;;6;5;836;;;;;
DIALYSE;2019;010780294;690000278;TOT;0;;;;;;0;;;;
DIALYSE;2019;010789006;210012290;112AX;;;;3;6;925;;;;;
DIALYSE;2019;010789006;210012290;1130X;;;;16;52;7127;;;;;
DIALYSE;2019;010789006;210012290;1140X;;;;6;8;1272;;;;;
DIALYSE;2019;010789006;210012290;1150A;;;;3;2;917;;;;;
DIALYSE;2019;010789006;210012290;1210;;;;;4;;;;331;;
DIALYSE;2019;010789006;210012290;121AA;;;;;3;;;;263;;
DIALYSE;2019;010789006;210012290;121CA;;;;1;1;;;;68;;
DIALYSE;2019;010789006;210012290;TOT;0;;;;;;;;;;
DIALYSE;2019;020000162;020000063;112BA;;;;30;120;17683;;;;;
DIALYSE;2019;020000162;020000063;TOT;1;3;183;;;;1578;1;;80;0
DIALYSE;2019;020000394;020000253;112AX;;;;2;1;262;;;;;
DIALYSE;2019;020000394;020000253;112BA;;;;12;48;6265;;;;;
DIALYSE;2019;020000394;020000253;1130X;;;;8;27;0;;;;;
DIALYSE;2019;020000394;020000253;1140X;;;;12;12;;;;;;
DIALYSE;2019;020000394;020000253;1150A;;;;3;3;;;;;;
DIALYSE;2019;020000394;020000253;TOT;0;;;;;;236;1;;36;0
DIALYSE;2019;020000519;020000261;112AX;;;;8;5;12;;;;;
DIALYSE;2019;020000519;020000261;112BA;;;;15;70;9630;;;;;
DIALYSE;2019;020000519;020000261;1140X;;;;11;;;;;;;
DIALYSE;2019;020000519;020000261;TOT;0;;;;;;529;;;;
DIALYSE;2019;020001772;590799995;1130X;;;;12;47;7021;;;;;
DIALYSE;2019;020001913;590799995;1130X;;;;4;29;3867;;;;;
DIALYSE;2019;020001913;590799995;1140X;;;;2;8;1351;;;;;
DIALYSE;2019;020006441;590799995;1130X;;;;8;12;2078;;;;;
DIALYSE;2019;020006441;590799995;1140X;;;;6;4;685;;;;;
DIALYSE;2019;020012860;590799995;112AX;;;;1;0;41;;;;;
DIALYSE;2019;020012860;590799995;1130X;;;;24;109;13891;;;;;
DIALYSE;2019;020016242;590799995;1130X;;;;8;32;4735;;;;;
DIALYSE;2019;020017075;590799995;1130X;;;;3;12;1553;;;;;
DIALYSE;2019;020017075;590799995;1140X;;;;1;3;487;;;;;
DIALYSE;2019;030000061;030780092;112BA;;;;12;49;6806;;;;;
DIALYSE;2019;030000061;030780092;TOT;0;;;;;;498;1;;26;0
DIALYSE;2019;030000079;030780100;112BA;;;;16;57;7099;;;;;
DIALYSE;2019;030000079;030780100;122BA;;;;2;3;;;;29;;
DIALYSE;2019;030000079;030780100;TOT;0;;;;;;604;;;36;
DIALYSE;2019;030000087;030780118;112AX;;;;0;0;78;;;;;
DIALYSE;2019;030000087;030780118;112BA;;;;8;36;6764;;;;;
DIALYSE;2019;030000087;030780118;1130X;;;;4;23;3804;;;;;
DIALYSE;2019;030000087;030780118;1140X;;;;6;14;2416;;;;;
DIALYSE;2019;030000087;030780118;1150A;;;;4;1;1455;;;;;
DIALYSE;2019;030000087;030780118;1210;;;;;21;;;;17925;;
DIALYSE;2019;030000087;030780118;121AA;;;;;17;;;;14512;;
DIALYSE;2019;030000087;030780118;121CA;;;;7;4;;;;3413;;
DIALYSE;2019;030000087;030780118;122AX;;;;7;0;;;;579;;
DIALYSE;2019;030000087;030780118;122BA;;;;7;4;;;;223;;
DIALYSE;2019;030000087;030780118;TOT;0;;;;;;1708;;;65;18
DIALYSE;2019;030003669;630000990;112AX;;;;1;0;394;;;;;
DIALYSE;2019;030003669;630000990;1130X;;;;8;27;3904;;;;;
DIALYSE;2019;030003669;630000990;1140X;;;;4;15;2235;;;;;
DIALYSE;2019;030003669;630000990;1150A;;;;2;;1034;;;;;
DIALYSE;2019;030003669;630000990;1210;;;;;20;;;;742;;
DIALYSE;2019;030003669;630000990;121AA;;;;;18;;;;676;;
DIALYSE;2019;030003669;630000990;121CA;;;;1;2;;;;66;;
DIALYSE;2019;030003669;630000990;122AX;;;;0;0;;;;83;;
DIALYSE;2019;030003669;630000990;TOT;0;;;;;;;;;;
DIALYSE;2019;030003719;630000990;112AX;;;;1;3;151;;;;;
DIALYSE;2019;030003719;630000990;1130X;;;;7;30;4711;;;;;
DIALYSE;2019;030003719;630000990;1140X;;;;;;5;;;;;
DIALYSE;2019;030003768;630000990;112AX;;;;1;1;214;;;;;
DIALYSE;2019;030003768;630000990;1130X;;;;3;22;3698;;;;;
DIALYSE;2019;030003768;630000990;1140X;;;;6;14;2345;;;;;
DIALYSE;2019;030003768;630000990;1150A;;;;5;;1753;;;;;
DIALYSE;2019;030003768;630000990;1210;;;;;56;;;;2581;;
DIALYSE;2019;030003768;630000990;121AA;;;;;45;;;;2093;;
DIALYSE;2019;030003768;630000990;121CA;;;;0;11;;;;488;;
DIALYSE;2019;030003768;630000990;TOT;0;;;;;;;;;;
DIALYSE;2019;040003113;920033503;1130X;;;;8;7;1239;;;;;
DIALYSE;2019;040784860;920033503;112BA;;;;24;85;13765;;;;;
DIALYSE;2019;040784860;920033503;1130X;;;;8;29;4617;;;;;
DIALYSE;2019;040784860;920033503;1150A;;;;1;1;264;;;;;
DIALYSE;2019;040784860;920033503;TOT;1;2;26;;;;0;1;;;
DIALYSE;2019;040787541;920033503;1130X;;;;4;4;559;;;;;
DIALYSE;2019;040787541;920033503;1140X;;;;4;4;691;;;;;
DIALYSE;2019;050000231;050000116;112BA;;;;8;61;3646;;;;;
DIALYSE;2019;050000231;050000116;1130X;;;;3;3;400;;;;;
DIALYSE;2019;050000231;050000116;1140X;;;;3;2;398;;;;;
DIALYSE;2019;050000231;050000116;TOT;0;;;;;;68;;;;
DIALYSE;2019;050000348;050002948;112AX;;;;1;0;34;;;;;
DIALYSE;2019;050000348;050002948;112BA;;;;12;50;6848;;;;;
DIALYSE;2019;050000348;050002948;122AX;;;;1;0;;;;0;;
DIALYSE;2019;050000348;050002948;122BA;;;;0;0;;;;1;;
DIALYSE;2019;050000348;050002948;TOT;0;;;;;;375;1;;19;1
DIALYSE;2019;050000348;050002948;VACAN;;;;0;0;92;;;;;
DIALYSE;2019;050003359;380793802;1130X;;;;3;3;397;;;;;
DIALYSE;2019;050003359;380793802;1140X;;;;3;2;400;;;;;
DIALYSE;2019;050006022;380793802;1130X;;;;6;17;2807;;;;;
DIALYSE;2019;050006022;380793802;1140X;;;;2;6;884;;;;;
DIALYSE;2019;050006022;380793802;1150A;;;;1;1;124;;;;;
DIALYSE;2019;050006022;380793802;1210;;;;;2;;;;103;;
DIALYSE;2019;050006022;380793802;121AA;;;;;2;;;;103;;
DIALYSE;2019;050006022;380793802;122BA;;;;1;0;;;;1;;
DIALYSE;2019;050006022;380793802;TOT;0;;;;;;;;;;
DIALYSE;2019;060000544;060780988;112BA;;;;15;44;8104;;;;;
DIALYSE;2019;060000544;060780988;1210;;;;;0;;;;951;;
DIALYSE;2019;060000544;060780988;121AA;;;;;;;;;351;;
DIALYSE;2019;060000544;060780988;121CA;;;;1;0;;;;600;;
DIALYSE;2019;060000544;060780988;122AX;;;;0;0;;;;3;;
DIALYSE;2019;060000544;060780988;122BA;;;;1;0;;;;23;;
DIALYSE;2019;060000544;060780988;TOT;0;;;;;;835;1;;33;6
DIALYSE;2019;060010949;060790540;1130X;;;;12;59;9111;;;;;
DIALYSE;2019;060019676;060790540;1130X;;;;2;7;945;;;;;
DIALYSE;2019;060019676;060790540;1140X;;;;8;27;4035;;;;;
DIALYSE;2019;060021276;060790540;112BA;;;;15;65;9369;;;;;
DIALYSE;2019;060021276;060790540;1130X;;;;16;79;11609;;;;;
DIALYSE;2019;060021276;060790540;TOT;0;;;;;;0;;;;
DIALYSE;2019;060785003;060785011;112BA;;;;22;104;16339;;;;;
DIALYSE;2019;060785003;060785011;112BE;;;;0;0;8;;;;;
DIALYSE;2019;060785003;060785011;1130X;;;;2;0;248;;;;;
DIALYSE;2019;060785003;060785011;122AX;;;;1;4;;;;4;;
DIALYSE;2019;060785003;060785011;122BA;;;;1;2;;;;204;;
DIALYSE;2019;060785003;060785011;TOT;0;;;;;;888;4;;27;
DIALYSE;2019;060789195;060785011;112BE;;;;3;15;509;;;;;
DIALYSE;2019;060789195;060785011;1210;;;;;7;;;;116;;
DIALYSE;2019;060789195;060785011;121CE;;;;3;7;;;;116;;
DIALYSE;2019;060789195;060785011;TOT;0;;;;;;226;;;;
DIALYSE;2019;060791860;060790797;112AX;;;;2;0;0;;;;;
DIALYSE;2019;060791860;060790797;112BA;;;;28;165;25005;;;;;
DIALYSE;2019;060791860;060790797;1130X;;;;16;58;9064;;;;;
DIALYSE;2019;060791860;060790797;1150A;;;;1;0;0;;;;;
DIALYSE;2019;060791860;060790797;TOT;0;;;;;;0;1;;57;
DIALYSE;2019;060792090;060790540;1150A;;;;5;3;353;;;;;
DIALYSE;2019;060792090;060790540;1210;;;;;30;;;;1829;;
DIALYSE;2019;060792090;060790540;121AA;;;;;15;;;;945;;
DIALYSE;2019;060792090;060790540;121CA;;;;20;14;;;;815;;
DIALYSE;2019;060792090;060790540;121CE;;;;2;1;;;;69;;
DIALYSE;2019;060792090;060790540;TOT;0;;;;;;;;;67;26
DIALYSE;2019;060792736;060790540;1140X;;;;10;34;4721;;;;;
DIALYSE;2019;060792736;060790540;VACAN;;;;;;232;;;;;
DIALYSE;2019;060792900;060790797;1140X;;;;12;22;3126;;;;;
DIALYSE;2019;060792900;060790797;TOT;0;;;;;;;0;;5;
DIALYSE;2019;060792926;920033636;112BA;;;;19;76;12917;;;;;
DIALYSE;2019;060792926;920033636;TOT;0;;;;;;0;;;;
DIALYSE;2019;060801016;060790540;1140X;;;;5;18;2556;;;;;
DIALYSE;2019;070000179;070780358;112BA;;;;13;50;7988;;;;;
DIALYSE;2019;070000179;070780358;1130X;;;;8;30;4432;;;;;
DIALYSE;2019;070000179;070780358;122BA;;;;2;9;;;;135;;
DIALYSE;2019;070000179;070780358;TOT;0;;;;;;1531;;;;
DIALYSE;2019;070004726;380793802;112BA;;;;12;33;5054;;;;;
DIALYSE;2019;070004726;380793802;1130X;;;;6;11;1681;;;;;
DIALYSE;2019;070004726;380793802;1210;;;;;7;;;;391;;
DIALYSE;2019;070004726;380793802;121AA;;;;;5;;;;300;;
DIALYSE;2019;070004726;380793802;121CA;;;;2;2;;;;91;;
DIALYSE;2019;070004726;380793802;122AX;;;;1;0;;;;136;;
DIALYSE;2019;070004726;380793802;122BA;;;;1;0;;;;6;;
DIALYSE;2019;070004726;380793802;TOT;0;;;;;;;;;7;2
DIALYSE;2019;070786231;690796552;1140X;;;;6;11;1704;;;;;
DIALYSE;2019;070786231;690796552;TOT;0;;;;;;;1;;;
DIALYSE;2019;070786249;690796552;112AX;;;;2;2;285;;;;;
DIALYSE;2019;070786249;690796552;1130X;;;;4;4;589;;;;;
DIALYSE;2019;070786249;690796552;1140X;;;;6;11;1574;;;;;
DIALYSE;2019;070786249;690796552;1150A;;;;1;1;361;;;;;
DIALYSE;2019;070786249;690796552;1210;;;;;14;;;;638;;
DIALYSE;2019;070786249;690796552;121AA;;;;;4;;;;168;;
DIALYSE;2019;070786249;690796552;121CA;;;;12;10;;;;470;;
DIALYSE;2019;070786249;690796552;TOT;0;;;;;;;;;;
DIALYSE;2019;080000425;080000615;112AX;;;;2;0;222;;;;;
DIALYSE;2019;080000425;080000615;112BA;;;;23;83;12432;;;;;
DIALYSE;2019;080000425;080000615;TOT;0;;;;;;1294;;;;
DIALYSE;2019;080005846;510000953;1140X;;;;13;10;1385;;;;;
DIALYSE;2019;080005846;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2019;080006034;510000953;1140X;;;;14;19;2565;;;;;
DIALYSE;2019;080006034;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2019;080008568;510000953;1130X;;;;9;31;4108;;;;;
DIALYSE;2019;080008568;510000953;1210;;;;;21;;;;3354;;
DIALYSE;2019;080008568;510000953;121AA;;;;;14;;;;2352;;
DIALYSE;2019;080008568;510000953;121CA;;;;7;7;;;;1002;;
DIALYSE;2019;080008568;510000953;TOT;0;;;;;;;1;;15;6
DIALYSE;2019;090000175;090781774;112BA;;;;12;60;7994;;;;;
DIALYSE;2019;090000175;090781774;122AX;;;;1;0;;;;11;;
DIALYSE;2019;090000175;090781774;122BA;;;;1;1;;;;29;;
DIALYSE;2019;090000175;090781774;TOT;0;;;;;;1116;2;;;0
DIALYSE;2019;090002833;310000633;1130X;;;;9;28;3606;;;;;
DIALYSE;2019;090002833;310000633;1140X;;;;3;11;1501;;;;;
DIALYSE;2019;090002833;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2019;090784125;310000633;1140X;;;;6;9;1697;;;;;
DIALYSE;2019;090784125;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2019;090784679;310000633;1140X;;;;6;14;2328;;;;;
DIALYSE;2019;090784679;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2019;100000090;100000017;112AX;;;;0;0;92;;;;;
DIALYSE;2019;100000090;100000017;112BA;;;;20;87;12236;;;;;
DIALYSE;2019;100000090;100000017;1210;;;;;;;;;93;;
DIALYSE;2019;100000090;100000017;121AA;;;;;;;;;93;;
DIALYSE;2019;100000090;100000017;122AX;;;;0;3;;;;93;;
DIALYSE;2019;100000090;100000017;122BA;;;;1;6;;;;760;;
DIALYSE;2019;100000090;100000017;TOT;0;;;;;;1872;;;;
DIALYSE;2019;100005958;510000953;1140X;;;;15;19;2812;;;;;
DIALYSE;2019;100005958;510000953;TOT;0;;;;;;;1;;;
DIALYSE;2019;100006550;510000953;1130X;;;;15;44;6622;;;;;
DIALYSE;2019;100006550;510000953;1140X;;;;16;39;5849;;;;;
DIALYSE;2019;100006550;510000953;1150A;;;;1;;138;;;;;
DIALYSE;2019;100006550;510000953;1210;;;;;33;;;;4029;;
DIALYSE;2019;100006550;510000953;121AA;;;;;28;;;;3339;;
DIALYSE;2019;100006550;510000953;121CA;;;;5;5;;;;690;;
DIALYSE;2019;100006550;510000953;TOT;0;;;;;;;1;;20;17
DIALYSE;2019;110000023;110780061;112AX;;;;3;2;223;;;;;
DIALYSE;2019;110000023;110780061;112BA;;;;24;88;13011;;;;;
DIALYSE;2019;110000023;110780061;122AX;;;;1;;;;;52;;
DIALYSE;2019;110000023;110780061;122BA;;;;1;;;;;34;;
DIALYSE;2019;110000023;110780061;TOT;0;;;;;;1007;2;;41;4
DIALYSE;2019;110004413;340000264;1140X;;;;10;19;2764;;;;;
DIALYSE;2019;110004421;340000264;1140X;;;;6;14;2343;;;;;
DIALYSE;2019;110005311;340000264;112AX;;;;1;0;75;;;;;
DIALYSE;2019;110005311;340000264;1130X;;;;7;43;6368;;;;;
DIALYSE;2019;110005311;340000264;1140X;;;;1;6;463;;;;;
DIALYSE;2019;110005311;340000264;TOT;0;;;;;;0;1;;;
DIALYSE;2019;110007259;110000114;1130X;;;;8;28;4337;;;;;
DIALYSE;2019;110007259;110000114;VACAN;;;;;;255;;;;;
DIALYSE;2019;110780228;110000114;112AX;;;;2;1;396;;;;;
DIALYSE;2019;110780228;110000114;112BA;;;;20;75;11629;;;;;
DIALYSE;2019;110780228;110000114;1210;;;;;0;;;;37;;
DIALYSE;2019;110780228;110000114;121AA;;;;;;;;;31;;
DIALYSE;2019;110780228;110000114;121CA;;;;3;0;;;;6;;
DIALYSE;2019;110780228;110000114;122AX;;;;3;0;;;;11;;
DIALYSE;2019;110780228;110000114;122BA;;;;3;18;;;;52;;
DIALYSE;2019;110780228;110000114;TOT;0;;;;;;380;2;;36;5
DIALYSE;2019;110780228;110000114;VACAN;;;;1;;354;;;;;
DIALYSE;2019;120000039;120780044;112BA;;;;16;71;9338;;;;;
DIALYSE;2019;120000039;120780044;122AX;;;;;;;;;19;;
DIALYSE;2019;120000039;120780044;122BA;;;;;1;;;;106;;
DIALYSE;2019;120000039;120780044;TOT;0;;;;;;957;1;;48;7
DIALYSE;2019;120000039;120780044;VACAN;;;;0;0;66;;;;;
DIALYSE;2019;120001748;340000264;112AX;;;;3;8;1710;;;;;
DIALYSE;2019;120001748;340000264;1130X;;;;11;33;5055;;;;;
DIALYSE;2019;120001748;340000264;1140X;;;;1;1;140;;;;;
DIALYSE;2019;120001748;340000264;TOT;0;;;;;;0;1;;4;
DIALYSE;2019;120005228;310000633;1140X;;;;12;29;4649;;;;;
DIALYSE;2019;120005228;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2019;120007786;310000633;1140X;;;;12;18;3181;;;;;
DIALYSE;2019;120007786;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2019;120788088;310000633;1140X;;;;6;0;224;;;;;
DIALYSE;2019;120788088;310000633;TOT;0;;;;;;;2;;;
DIALYSE;2019;130000409;130041916;112BA;;;;16;70;10007;;;;;
DIALYSE;2019;130000409;130041916;122AX;;;;1;0;;;;0;;
DIALYSE;2019;130000409;130041916;122BA;;;;1;0;;;;12;;
DIALYSE;2019;130000409;130041916;TOT;0;;;;;;1003;2;;31;
DIALYSE;2019;130002835;130789316;112AX;;;;1;6;70;;;;;
DIALYSE;2019;130002835;130789316;112BA;;;;16;68;9266;;;;;
DIALYSE;2019;130002835;130789316;1130X;;;;12;30;4365;;;;;
DIALYSE;2019;130002835;130789316;122AX;;;;2;4;;;;52;;
DIALYSE;2019;130002835;130789316;122BA;;;;1;10;;;;222;;
DIALYSE;2019;130002835;130789316;TOT;0;;;;;;716;2;;;
DIALYSE;2019;130008287;130006810;1140X;;;;12;38;5297;;;;;
DIALYSE;2019;130024268;940023591;112AX;;;;1;0;20;;;;;
DIALYSE;2019;130024268;940023591;112BA;;;;6;21;3719;;;;;
DIALYSE;2019;130024268;940023591;1130X;;;;5;18;3518;;;;;
DIALYSE;2019;130024268;940023591;TOT;0;;;;;;0;2;;6;0
DIALYSE;2019;130034002;130006562;1130X;;;;24;57;7079;;;;;
DIALYSE;2019;130034044;130006562;1130X;;;;9;44;5578;;;;;
DIALYSE;2019;130034044;130006562;1140X;;;;3;12;1466;;;;;
DIALYSE;2019;130034093;130006562;1130X;;;;14;47;6914;;;;;
DIALYSE;2019;130034093;130006562;1150A;;;;3;3;850;;;;;
DIALYSE;2019;130034531;130006562;112BA;;;;24;125;22045;;;;;
DIALYSE;2019;130034531;130006562;1130X;;;;4;9;1629;;;;;
DIALYSE;2019;130034531;130006562;TOT;0;;;;;;0;;;;
DIALYSE;2019;130034556;130016058;1140X;;;;12;9;1515;;;;;
DIALYSE;2019;130034556;130016058;VACAN;;;;0;;68;;;;;
DIALYSE;2019;130034614;130006810;1140X;;;;15;38;6063;;;;;
DIALYSE;2019;130034614;130006810;1150A;;;;5;5;1147;;;;;
DIALYSE;2019;130034614;130006810;1210;;;;;35;;;;1772;;
DIALYSE;2019;130034614;130006810;121AA;;;;;14;;;;682;;
DIALYSE;2019;130034614;130006810;121CA;;;;10;20;;;;1011;;
DIALYSE;2019;130034614;130006810;121CE;;;;1;1;;;;79;;
DIALYSE;2019;130034614;130006810;122AX;;;;0;0;;;;155;;
DIALYSE;2019;130034614;130006810;TOT;0;;;;;;;;;27;26
DIALYSE;2019;130035223;130001415;1140X;;;;16;4;114;;;;;
DIALYSE;2019;130035959;130006810;112AX;;;;3;3;1197;;;;;
DIALYSE;2019;130035959;130006810;1130X;;;;16;37;4685;;;;;
DIALYSE;2019;130036650;130016058;1140X;;;;12;22;2806;;;;;
DIALYSE;2019;130036650;130016058;TOT;0;;;;;;;;;1;0
DIALYSE;2019;130036650;130016058;VACAN;;;;0;;7;;;;;
DIALYSE;2019;130038003;130029218;112AX;;;;1;7;144;;;;;
DIALYSE;2019;130038003;130029218;112BA;;;;24;109;16110;;;;;
DIALYSE;2019;130038003;130029218;1130X;;;;12;44;6877;;;;;
DIALYSE;2019;130038003;130029218;1150A;;;;1;11;594;;;;;
DIALYSE;2019;130038003;130029218;1210;;;;;14;;;;355;;
DIALYSE;2019;130038003;130029218;121AA;;;;;5;;;;80;;
DIALYSE;2019;130038003;130029218;121CA;;;;8;9;;;;275;;
DIALYSE;2019;130038003;130029218;122AX;;;;3;14;;;;80;;
DIALYSE;2019;130038003;130029218;TOT;0;;;;;;0;;;48;4
DIALYSE;2019;130038045;130006562;1140X;;;;6;10;1471;;;;;
DIALYSE;2019;130044845;130016058;1140X;;;;12;28;4567;;;;;
DIALYSE;2019;130044845;130016058;TOT;0;;;;;;0;0;;2;0
DIALYSE;2019;130044845;130016058;VACAN;;;;;;17;;;;;
DIALYSE;2019;130781867;130000813;1130X;;;;20;28;1974;;;;;
DIALYSE;2019;130781867;130000813;1140X;;;;;0;2182;;;;;
DIALYSE;2019;130781867;130000813;TOT;0;;;;;;0;0;;8;
DIALYSE;2019;130783236;130786049;112BA;;;;72;;27585;;;;;
DIALYSE;2019;130783236;130786049;122AX;;;;1;;;;;392;;
DIALYSE;2019;130783236;130786049;TOT;0;;;;;;3156;;;;
DIALYSE;2019;130783327;130001415;112BA;;;;36;170;23533;;;;;
DIALYSE;2019;130783327;130001415;1130X;;;;2;10;1051;;;;;
DIALYSE;2019;130783327;130001415;1140X;;;;1;8;698;;;;;
DIALYSE;2019;130783327;130001415;1150A;;;;1;1;180;;;;;
DIALYSE;2019;130783327;130001415;1210;;;;;9;;;;1290;;
DIALYSE;2019;130783327;130001415;121AA;;;;;5;;;;734;;
DIALYSE;2019;130783327;130001415;121CA;;;;1;4;;;;556;;
DIALYSE;2019;130783327;130001415;122AX;;;;1;4;;;;122;;
DIALYSE;2019;130783327;130001415;122BA;;;;1;2;;;;245;;
DIALYSE;2019;130783327;130001415;TOT;0;;;;;;299;;;77;18
DIALYSE;2019;130784481;130006562;112AX;;;;1;0;12;;;;;
DIALYSE;2019;130784481;130006562;112BA;;;;68;296;49758;;;;;
DIALYSE;2019;130784481;130006562;1130X;;;;4;8;1243;;;;;
DIALYSE;2019;130784481;130006562;1210;;;;;9;;;;31;;
DIALYSE;2019;130784481;130006562;121AA;;;;;9;;;;31;;
DIALYSE;2019;130784481;130006562;122AX;;;;3;0;;;;850;;
DIALYSE;2019;130784481;130006562;TOT;1;2;16;;;;0;;;;
DIALYSE;2019;130804297;130786049;112BE;;;;6;7;1046;;;;;
DIALYSE;2019;130804297;130786049;1210;;;;;1;;;;;;
DIALYSE;2019;130804297;130786049;121CE;;;;2;1;;;;;;
DIALYSE;2019;130804297;130786049;122AX;;;;1;;;;;;;
DIALYSE;2019;130804297;130786049;122BE;;;;2;;;;;;;
DIALYSE;2019;130804297;130786049;TOT;0;;;;;;52;;;7;
DIALYSE;2019;130804297;130786049;VACAN;;;;4;;;;;;;
DIALYSE;2019;130806029;940023591;112AX;;;;1;0;14;;;;;
DIALYSE;2019;130806029;940023591;1130X;;;;12;28;4608;;;;;
DIALYSE;2019;130806029;940023591;1140X;;;;5;10;1582;;;;;
DIALYSE;2019;130806029;940023591;TOT;0;;;;;;0;1;;1;0
DIALYSE;2019;130806078;130016058;112AX;;;;2;2;213;;;;;
DIALYSE;2019;130806078;130016058;1130X;;;;24;78;11540;;;;;
DIALYSE;2019;130806078;130016058;1150A;;;;12;12;3218;;;;;
DIALYSE;2019;130806078;130016058;1210;;;;;1;;;;100;;
DIALYSE;2019;130806078;130016058;121AA;;;;;1;;;;100;;
DIALYSE;2019;130806078;130016058;TOT;1;1;16;;;;0;0;;14;0
DIALYSE;2019;130806078;130016058;VACAN;;;;0;;44;;;;;
DIALYSE;2019;130806417;130006810;1140X;;;;8;5;1228;;;;;
DIALYSE;2019;130809809;130007156;112AX;;;;1;1;12;;;;;
DIALYSE;2019;130809809;130007156;112BA;;;;24;182;16183;;;;;
DIALYSE;2019;130809809;130007156;1130X;;;;12;78;6585;;;;;
DIALYSE;2019;130809809;130007156;1140X;;;;6;18;883;;;;;
DIALYSE;2019;130809809;130007156;1150A;;;;1;;;;;;;
DIALYSE;2019;130809809;130007156;TOT;0;;;;;;0;;;;
DIALYSE;2019;130811797;130006562;1140X;;;;6;12;1730;;;;;
DIALYSE;2019;140000027;140000035;112AX;;;;1;0;38;;;;;
DIALYSE;2019;140000027;140000035;112BA;;;;15;72;9801;;;;;
DIALYSE;2019;140000027;140000035;1130X;;;;4;5;514;;;;;
DIALYSE;2019;140000027;140000035;122AX;;;;1;1;;;;60;;
DIALYSE;2019;140000027;140000035;122BA;;;;1;1;;;;42;;
DIALYSE;2019;140000027;140000035;TOT;0;;;;;;669;1;;44;15
DIALYSE;2019;140000209;140000100;112AX;;;;2;10;664;;;;;
DIALYSE;2019;140000209;140000100;112BA;;;;24;100;14847;;;;;
DIALYSE;2019;140000209;140000100;1130X;;;;8;14;1952;;;;;
DIALYSE;2019;140000209;140000100;122AX;;;;2;0;;;;59;;
DIALYSE;2019;140000209;140000100;122BA;;;;2;2;;;;126;;
DIALYSE;2019;140000209;140000100;TOT;0;;;;;;2382;4;;89;20
DIALYSE;2019;140002254;140000852;1130X;;;;10;26;4151;;;;;
DIALYSE;2019;140002254;140000852;1140X;;;;10;44;6272;;;;;
DIALYSE;2019;140002254;140000852;1150A;;;;27;27;7013;;;;;
DIALYSE;2019;140002254;140000852;1210;;;;;55;;;;2559;;
DIALYSE;2019;140002254;140000852;121AA;;;;;40;;;;1870;;
DIALYSE;2019;140002254;140000852;121CA;;;;15;15;;;;689;;
DIALYSE;2019;140002254;140000852;TOT;0;;;;;;;;;;
DIALYSE;2019;140017237;140003278;112AX;;;;1;1;7;;;;;
DIALYSE;2019;140017237;140003278;112BA;;;;24;214;12572;;;;;
DIALYSE;2019;140017237;140003278;1130X;;;;4;51;2354;;;;;
DIALYSE;2019;140017237;140003278;1210;;;;;1;;;;28;;
DIALYSE;2019;140017237;140003278;121AA;;;;;1;;;;28;;
DIALYSE;2019;140017237;140003278;122AX;;;;1;1;;;;25;;
DIALYSE;2019;140017237;140003278;TOT;0;;;;;;95;;;12;10
DIALYSE;2019;140027434;140000852;1140X;;;;10;25;2662;;;;;
DIALYSE;2019;140027434;140000852;1150E;;;;1;1;91;;;;;
DIALYSE;2019;140027434;140000852;1210;;;;;20;;;;889;;
DIALYSE;2019;140027434;140000852;121AA;;;;;6;;;;272;;
DIALYSE;2019;140027434;140000852;121CA;;;;14;14;;;;617;;
DIALYSE;2019;140027434;140000852;TOT;0;;;;;;;;;;
DIALYSE;2019;140028895;140000852;1140X;;;;10;23;3428;;;;;
DIALYSE;2019;150001758;630000990;112AX;;;;1;2;65;;;;;
DIALYSE;2019;150001758;630000990;1130X;;;;3;20;3401;;;;;
