BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2019;220013106;350000626;M1110;;;0.04;0;0
DIALYSE_P;2019;220013106;350000626;N4100;;;0.09;;
DIALYSE_P;2019;220013106;350000626;NAUT;;;0.24;;
DIALYSE_P;2019;220013106;350000626;NCINF;;;1.5;;
DIALYSE_P;2019;220013130;350000626;M1110;;;0.02;0;0
DIALYSE_P;2019;220013130;350000626;N4100;;;0.03;;
DIALYSE_P;2019;220013130;350000626;NAUT;;;0.13;;
DIALYSE_P;2019;220013130;350000626;NCINF;;;0.81;;
DIALYSE_P;2019;220013155;350000626;M1110;;;0.02;0;0
DIALYSE_P;2019;220013155;350000626;N4100;;;0.05;;
DIALYSE_P;2019;220013155;350000626;NAUT;;;0.13;;
DIALYSE_P;2019;220013155;350000626;NCINF;;;0.9;;
DIALYSE_P;2019;220016778;350000626;M1110;;;0.01;0;0
DIALYSE_P;2019;220016778;350000626;NCINF;;;0.03;;
DIALYSE_P;2019;220019558;350000626;M1110;1;4;0.9;0;0
DIALYSE_P;2019;220019558;350000626;N4100;;;0.73;;
DIALYSE_P;2019;220019558;350000626;NAUT;;3;2.21;;
DIALYSE_P;2019;220019558;350000626;NCINF;5;30;11.9;;
DIALYSE_P;2019;220019848;350000626;M1110;;;0.25;0;0
DIALYSE_P;2019;220019848;350000626;N4100;;;0.09;;
DIALYSE_P;2019;220019848;350000626;NAUT;;;0.65;;
DIALYSE_P;2019;220019848;350000626;NCINF;;;2.62;;
DIALYSE_P;2019;220020101;220000020;M1110;;2;0.12;0;1
DIALYSE_P;2019;220020101;220000020;N2500;1;;0.6;;
DIALYSE_P;2019;220020101;220000020;NCINF;;2;1.6;;
DIALYSE_P;2019;220020119;220000020;M1110;;2;0.1;0;0
DIALYSE_P;2019;220020119;220000020;N2500;1;0;1;;
DIALYSE_P;2019;220020119;220000020;NCINF;1;2;2.7;;
DIALYSE_P;2019;220020507;350000626;M1110;;;1.51;0;0
DIALYSE_P;2019;220020507;350000626;N4100;;;0.58;;
DIALYSE_P;2019;220020507;350000626;NAUT;;;2.1;;
DIALYSE_P;2019;220020507;350000626;NCINF;;;13.33;;
DIALYSE_P;2019;220021976;350000626;M1110;;;0.4;0;0
DIALYSE_P;2019;220021976;350000626;N4100;;;0.23;;
DIALYSE_P;2019;220021976;350000626;NAUT;;;1.07;;
DIALYSE_P;2019;220021976;350000626;NCINF;;;4.44;;
DIALYSE_P;2019;220022149;220000020;M1110;;1;0.06;0;0
DIALYSE_P;2019;220022149;220000020;N2500;;1;0.59;;
DIALYSE_P;2019;220022149;220000020;NCINF;2;;1.2;;
DIALYSE_P;2019;230003576;870000700;NCINF;6;1;6.97;;
DIALYSE_P;2019;240002691;330000266;M1110;;;0.27;0;1
DIALYSE_P;2019;240002691;330000266;NCINF;;3;1.9;;
DIALYSE_P;2019;240002725;330000266;M1110;;;0.17;0;1
DIALYSE_P;2019;240002725;330000266;NCINF;;3;1.16;;
DIALYSE_P;2019;240003293;240013417;M1110;0;;0.15;;
DIALYSE_P;2019;240003293;240013417;NCINF;1;;1;;
DIALYSE_P;2019;240003301;240013417;M1110;;;0.15;0;0
DIALYSE_P;2019;240003301;240013417;NCINF;2;;2;;
DIALYSE_P;2019;240006734;240000596;M1110;;4;2.8;0;1
DIALYSE_P;2019;240006734;240000596;N2500;8;1;8.8;;
DIALYSE_P;2019;240006734;240000596;N4100;;3;1.15;;
DIALYSE_P;2019;240006734;240000596;NAUT;3;1;3.7;;
DIALYSE_P;2019;240006734;240000596;NCINF;35;4;37.22;;
DIALYSE_P;2019;240013219;240013417;M1110;0;4;0.45;0;0
DIALYSE_P;2019;240013219;240013417;N4100;;2;0.99;;
DIALYSE_P;2019;240013219;240013417;NAUT;1;3;1.8;;
DIALYSE_P;2019;240013219;240013417;NCINF;5;2;6;;
DIALYSE_P;2019;240013466;240013417;M1110;0;3;0.45;0;0
DIALYSE_P;2019;240013466;240013417;NAUT;;1;0.68;;
DIALYSE_P;2019;240013466;240013417;NCINF;3;;3;;
DIALYSE_P;2019;250006954;250000015;M1110;0;11;4.01;0;1
DIALYSE_P;2019;250006954;250000015;N2500;9;9;14.43;;
DIALYSE_P;2019;250006954;250000015;NAUT;15;10;21.98;;
DIALYSE_P;2019;250006954;250000015;NCINF;24;25;38.83;;
DIALYSE_P;2019;260000120;260016910;M1110;5;1;3.47;0;1
DIALYSE_P;2019;260000120;260016910;NAUT;4;1;5.07;;
DIALYSE_P;2019;260000120;260016910;NCINF;11;6;15.82;;
DIALYSE_P;2019;260001631;380793802;M1110;4;;3.65;1;1
DIALYSE_P;2019;260001631;380793802;N2500;2;7;7.55;;
DIALYSE_P;2019;260001631;380793802;N4100;1;;1;;
DIALYSE_P;2019;260001631;380793802;NAUT;5;9;10.73;;
DIALYSE_P;2019;260001631;380793802;NCINF;24;8;26.72;;
DIALYSE_P;2019;260003215;380793802;M1110;2;5;3.24;1;1
DIALYSE_P;2019;260003215;380793802;N2500;4;1;4.4;;
DIALYSE_P;2019;260003215;380793802;N4100;1;;1;;
DIALYSE_P;2019;260003215;380793802;NAUT;5;9;11.27;;
DIALYSE_P;2019;260003215;380793802;NCINF;17;11;24.86;;
DIALYSE_P;2019;260006820;380793802;M1110;;4;0.75;1;1
DIALYSE_P;2019;260006820;380793802;N4100;1;;1;;
DIALYSE_P;2019;260006820;380793802;NAUT;3;3;4.48;;
DIALYSE_P;2019;260006820;380793802;NCINF;6;6;10.83;;
DIALYSE_P;2019;260006838;380793802;M1110;;;0.06;1;1
DIALYSE_P;2019;260006838;380793802;NCINF;1;;1.17;;
DIALYSE_P;2019;260010418;690796552;M1110;;3;0.2;;1
DIALYSE_P;2019;260010418;690796552;NAUT;;2;0.09;;
DIALYSE_P;2019;260010418;690796552;NCINF;2;6;4.01;;
DIALYSE_P;2019;260012760;690796552;M1110;;1;0.03;;1
DIALYSE_P;2019;260012760;690796552;NAUT;;2;0.09;;
DIALYSE_P;2019;260012760;690796552;NCINF;1;;1.03;;
DIALYSE_P;2019;260016993;380793802;M1110;;;0.01;1;1
DIALYSE_P;2019;260016993;380793802;NCINF;;1;1.14;;
DIALYSE_P;2019;270000359;270023724;M1110;2;3;4.6;0;1
DIALYSE_P;2019;270000359;270023724;N2500;;12;8.83;;
DIALYSE_P;2019;270000359;270023724;NAUT;1;2;2.7;;
DIALYSE_P;2019;270000359;270023724;NCINF;5;26;23.58;;
DIALYSE_P;2019;270000458;270023724;M1110;0;3;0.27;0;1
DIALYSE_P;2019;270000458;270023724;N2500;1;1;1.46;;
DIALYSE_P;2019;270000458;270023724;NAUT;;1;0.1;;
DIALYSE_P;2019;270000458;270023724;NCINF;2;5;4.26;;
DIALYSE_P;2019;270017338;140000852;M1110;;1;0.11;0;0
DIALYSE_P;2019;270017338;140000852;NCINF;;3;1.5;;
DIALYSE_P;2019;270017379;140000852;NCINF;;1;1;;
DIALYSE_P;2019;270017429;140000852;M1110;;1;0.5;0;0
DIALYSE_P;2019;270017429;140000852;NCINF;;5;2.04;;
DIALYSE_P;2019;270017478;140000852;M1110;;1;0.11;0;0
DIALYSE_P;2019;270017478;140000852;NCINF;;4;3.58;;
DIALYSE_P;2019;280006594;280000852;M1110;;;0.3;0;0
DIALYSE_P;2019;280006594;280000852;N2500;3;;3;;
DIALYSE_P;2019;280006594;280000852;NCINF;3;;3;;
DIALYSE_P;2019;280502741;280000852;M1110;2;1;2;0;0
DIALYSE_P;2019;280502741;280000852;N2500;4;0;2.5;;
DIALYSE_P;2019;280502741;280000852;NCINF;5;1;5.8;;
DIALYSE_P;2019;280503848;280000852;M1110;;;0.6;0;0
DIALYSE_P;2019;280503848;280000852;N2500;1;;1;;
DIALYSE_P;2019;280503848;280000852;NAUT;1;;1;;
DIALYSE_P;2019;280503848;280000852;NCINF;3;1;3.8;;
DIALYSE_P;2019;280504267;280000134;M1110;6;1;3.73;0;1
DIALYSE_P;2019;280504267;280000134;N2500;5;6;9.79;;
DIALYSE_P;2019;280504267;280000134;NAUT;2;1;2.4;;
DIALYSE_P;2019;280504267;280000134;NCINF;15;10;22.13;;
DIALYSE_P;2019;280504309;280000852;M1110;;;0.3;0;0
DIALYSE_P;2019;280504309;280000852;N2500;1;1;1.8;;
DIALYSE_P;2019;280504309;280000852;NCINF;2;1;2.8;;
DIALYSE_P;2019;280504689;920030269;M1110;;3;1.2;0;1
DIALYSE_P;2019;280504689;920030269;N2500;7;;7.51;;
DIALYSE_P;2019;280504689;920030269;N4100;;1;0.48;;
DIALYSE_P;2019;280504689;920030269;NAUT;1;1;0.98;;
DIALYSE_P;2019;280504689;920030269;NCINF;10;5;13.17;;
DIALYSE_P;2019;290000025;290020700;M1110;5;2;5.04;0;1
DIALYSE_P;2019;290000025;290020700;N2500;2;6;7.12;;
DIALYSE_P;2019;290000025;290020700;NAUT;2;3;3.69;;
DIALYSE_P;2019;290000025;290020700;NCINF;12;6;15.36;;
DIALYSE_P;2019;290000850;330031089;M1110;0;2;1;1;1
DIALYSE_P;2019;290000850;330031089;N4100;;1;0.5;;
DIALYSE_P;2019;290000850;330031089;NAUT;;5;2.62;;
DIALYSE_P;2019;290000850;330031089;NCINF;13;2;14.16;;
DIALYSE_P;2019;290000975;290000546;M1110;2;2;2.66;0;1
DIALYSE_P;2019;290000975;290000546;N2500;3;1;2.69;;
DIALYSE_P;2019;290000975;290000546;NCINF;12;1;7.52;;
DIALYSE_P;2019;290004324;290000017;M1110;1;3;2;0;1
DIALYSE_P;2019;290004324;290000017;N2500;7;4;10.25;;
DIALYSE_P;2019;290004324;290000017;NAUT;1;;1;;
DIALYSE_P;2019;290004324;290000017;NCINF;8;9;14.33;;
DIALYSE_P;2019;290005131;350000626;M1110;;;1.4;0;0
DIALYSE_P;2019;290005131;350000626;N4100;;;0.32;;
DIALYSE_P;2019;290005131;350000626;NAUT;;;2.26;;
DIALYSE_P;2019;290005131;350000626;NCINF;;;7.78;;
DIALYSE_P;2019;290005172;350000626;M1110;;;0.07;0;0
DIALYSE_P;2019;290005172;350000626;N4100;;;0.42;;
DIALYSE_P;2019;290005172;350000626;NAUT;;;0.91;;
DIALYSE_P;2019;290005172;350000626;NCINF;;;2.87;;
DIALYSE_P;2019;290005230;350000626;M1110;;;0.21;0;0
DIALYSE_P;2019;290005230;350000626;N4100;;;0.2;;
DIALYSE_P;2019;290005230;350000626;NAUT;;;1.42;;
DIALYSE_P;2019;290005230;350000626;NCINF;;;4.94;;
DIALYSE_P;2019;290018555;350000626;M1110;;;0.73;0;0
DIALYSE_P;2019;290018555;350000626;N4100;;;0.39;;
DIALYSE_P;2019;290018555;350000626;NAUT;;;2.89;;
DIALYSE_P;2019;290018555;350000626;NCINF;;;9.23;;
DIALYSE_P;2019;290018563;350000626;M1110;;;1.6;0;0
DIALYSE_P;2019;290018563;350000626;N4100;;;0.76;;
DIALYSE_P;2019;290018563;350000626;NAUT;;;5.89;;
DIALYSE_P;2019;290018563;350000626;NCINF;;;20.43;;
DIALYSE_P;2019;290021070;350000626;M1110;;;0.09;0;0
DIALYSE_P;2019;290021070;350000626;N4100;;;0.17;;
DIALYSE_P;2019;290021070;350000626;NAUT;;;0.98;;
DIALYSE_P;2019;290021070;350000626;NCINF;;;3.4;;
DIALYSE_P;2019;290023779;350000626;M1110;;;0.8;0;0
DIALYSE_P;2019;290023779;350000626;N4100;;;0.44;;
DIALYSE_P;2019;290023779;350000626;NAUT;;;2.44;;
DIALYSE_P;2019;290023779;350000626;NCINF;;;8.46;;
DIALYSE_P;2019;290023787;350000626;M1110;;;0.03;0;0
DIALYSE_P;2019;290023787;350000626;N4100;;;0.11;;
DIALYSE_P;2019;290023787;350000626;NAUT;;;0.33;;
DIALYSE_P;2019;290023787;350000626;NCINF;;;1.08;;
DIALYSE_P;2019;290023795;350000626;M1110;;;0.13;0;0
DIALYSE_P;2019;290023795;350000626;N4100;;;0.21;;
DIALYSE_P;2019;290023795;350000626;NAUT;;;1.43;;
DIALYSE_P;2019;290023795;350000626;NCINF;;;4.68;;
DIALYSE_P;2019;290025337;350000626;M1110;;;0.02;0;0
DIALYSE_P;2019;290025337;350000626;N4100;;;0.05;;
DIALYSE_P;2019;290025337;350000626;NAUT;;;0.28;;
DIALYSE_P;2019;290025337;350000626;NCINF;;;0.98;;
DIALYSE_P;2019;290028539;350000626;M1110;;;0.02;0;0
DIALYSE_P;2019;290028539;350000626;N4100;;;0.08;;
DIALYSE_P;2019;290028539;350000626;NAUT;;;0.26;;
DIALYSE_P;2019;290028539;350000626;NCINF;;;0.91;;
DIALYSE_P;2019;290029669;350000626;M1110;3;1;0.6;0;0
DIALYSE_P;2019;290029669;350000626;N4100;;;0.83;;
DIALYSE_P;2019;290029669;350000626;NAUT;2;11;2.04;;
DIALYSE_P;2019;290029669;350000626;NCINF;8;41;4.68;;
DIALYSE_P;2019;290030808;350000626;M1110;;;0.34;0;0
DIALYSE_P;2019;290030808;350000626;N4100;;;0.25;;
DIALYSE_P;2019;290030808;350000626;NAUT;;;1.53;;
DIALYSE_P;2019;290030808;350000626;NCINF;;;4.87;;
DIALYSE_P;2019;290032028;350000626;M1110;3;6;2.77;0;0
DIALYSE_P;2019;290032028;350000626;N4100;;;0.83;;
DIALYSE_P;2019;290032028;350000626;NAUT;2;13;6.19;;
DIALYSE_P;2019;290032028;350000626;NCINF;6;53;15.78;;
DIALYSE_P;2019;290032655;350000626;M1110;;;0.4;0;0
DIALYSE_P;2019;290032655;350000626;N4100;;;0.08;;
DIALYSE_P;2019;290032655;350000626;NAUT;;;0.64;;
DIALYSE_P;2019;290032655;350000626;NCINF;;;2.69;;
DIALYSE_P;2019;2A0000022;2A0000014;M1110;;3;1.4;;
DIALYSE_P;2019;2A0000022;2A0000014;N2500;5;;5.74;;
DIALYSE_P;2019;2A0000022;2A0000014;NAUT;6;;5.8;;
DIALYSE_P;2019;2A0000022;2A0000014;NCINF;11;1;11.49;;
DIALYSE_P;2019;2A0000154;2A0000204;M1110;1;1;1.2;0;1
DIALYSE_P;2019;2A0000154;2A0000204;N2500;2;;2;;
DIALYSE_P;2019;2A0000154;2A0000204;N4100;2;;2;;
DIALYSE_P;2019;2A0000154;2A0000204;NCINF;6;0;6;;
DIALYSE_P;2019;2A0003174;2A0003166;M1110;;1;0.5;0;0
DIALYSE_P;2019;2A0003174;2A0003166;NAUT;4;;4.66;;
DIALYSE_P;2019;2A0003174;2A0003166;NCINF;5;;5.25;;
DIALYSE_P;2019;2B0000012;2B0000020;M1110;2;0;2.74;0;1
DIALYSE_P;2019;2B0000012;2B0000020;N2500;11;0;10.74;;
DIALYSE_P;2019;2B0000012;2B0000020;NAUT;0;5;1.8;;
DIALYSE_P;2019;2B0000012;2B0000020;NCINF;18;0;18.08;;
DIALYSE_P;2019;2B0004071;130006810;NAUT;;1;0.09;;
DIALYSE_P;2019;2B0004212;130006810;M1110;;2;0.28;0;1
DIALYSE_P;2019;2B0004212;130006810;N2500;1;;1;;
DIALYSE_P;2019;2B0004212;130006810;N4100;;;0.15;;
DIALYSE_P;2019;2B0004212;130006810;NAUT;1;;1.36;;
DIALYSE_P;2019;2B0004212;130006810;NCINF;;2;0.73;;
DIALYSE_P;2019;2B0004584;130016058;M1110;;2;0.3;0;0
DIALYSE_P;2019;2B0004584;130016058;NCINF;2;2;2.62;;
DIALYSE_P;2019;2B0005797;2B0005789;M1110;0;1;0.16;0;1
DIALYSE_P;2019;2B0005797;2B0005789;NAUT;2;1;2.5;;
DIALYSE_P;2019;2B0005797;2B0005789;NCINF;3;;3;;
DIALYSE_P;2019;300007119;340000264;M1110;;8;1.24;;1
DIALYSE_P;2019;300007119;340000264;N4100;;6;0.96;;
DIALYSE_P;2019;300007119;340000264;NAUT;1;11;3.2;;
DIALYSE_P;2019;300007119;340000264;NCINF;;42;14.97;;
DIALYSE_P;2019;300007168;340000264;M1110;;1;;;1
DIALYSE_P;2019;300007168;340000264;N4100;;3;0.22;;
DIALYSE_P;2019;300007168;340000264;NAUT;;4;0.06;;
DIALYSE_P;2019;300008588;940023849;M1110;2;1;2.81;1;1
DIALYSE_P;2019;300008588;940023849;N2500;6;1;8;;
DIALYSE_P;2019;300008588;940023849;N4100;;1;0.52;;
DIALYSE_P;2019;300008588;940023849;NAUT;5;12;11.85;;
DIALYSE_P;2019;300008588;940023849;NCINF;32;4;33.3;;
DIALYSE_P;2019;300008638;940023849;M1110;;1;0.19;0;1
DIALYSE_P;2019;300008638;940023849;N4100;;;0.19;;
DIALYSE_P;2019;300008638;940023849;NAUT;;;0.8;;
DIALYSE_P;2019;300008638;940023849;NCINF;5;;5.97;;
DIALYSE_P;2019;300017431;340000264;M1110;;4;1.51;;1
DIALYSE_P;2019;300017431;340000264;N4100;;7;0.6;;
DIALYSE_P;2019;300017431;340000264;NAUT;;9;2.39;;
DIALYSE_P;2019;300017431;340000264;NCINF;1;39;21.25;;
DIALYSE_P;2019;300782117;300780038;M1110;11;;7.63;0;1
DIALYSE_P;2019;300782117;300780038;N2500;8;;7.1;;
DIALYSE_P;2019;300782117;300780038;N4100;1;;0.58;;
DIALYSE_P;2019;300782117;300780038;NAUT;4;;3.33;;
DIALYSE_P;2019;300782117;300780038;NCINF;12;3;11.84;;
DIALYSE_P;2019;300787421;340000264;M1110;;5;2.63;;1
DIALYSE_P;2019;300787421;340000264;N4100;;8;1.5;;
DIALYSE_P;2019;300787421;340000264;NAUT;;12;4.34;;
DIALYSE_P;2019;300787421;340000264;NCINF;27;17;31.41;;
DIALYSE_P;2019;310006473;310002712;M1110;;;;1;1
DIALYSE_P;2019;310006473;310002712;NCINF;1;;1;;
DIALYSE_P;2019;310006481;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310011838;310002712;M1110;;;;1;1
DIALYSE_P;2019;310011838;310002712;NCINF;3;;3;;
DIALYSE_P;2019;310016977;310781406;M1110;1;4;3.5;;
DIALYSE_P;2019;310016977;310781406;N2500;3;0;3;;
DIALYSE_P;2019;310016977;310781406;NAUT;;1;0.2;;
DIALYSE_P;2019;310016977;310781406;NCINF;1;5;5.2;;
DIALYSE_P;2019;310018684;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310019351;310781406;M1110;1;3;2.32;1;
DIALYSE_P;2019;310019351;310781406;N2500;12;3;13.28;;
DIALYSE_P;2019;310019351;310781406;NAUT;;1;0.4;;
DIALYSE_P;2019;310019351;310781406;NCINF;31;10;35.86;;
DIALYSE_P;2019;310020169;310000633;M1110;4;15;1.9;1;1
DIALYSE_P;2019;310020169;310000633;N2500;2;;1.5;;
DIALYSE_P;2019;310020169;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310020169;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310020169;310000633;NCINF;;11;7.07;;
DIALYSE_P;2019;310022330;310022322;NCINF;;4;3.58;;
DIALYSE_P;2019;310026612;310000617;M1110;;;;1;1
DIALYSE_P;2019;310026612;310000617;NCINF;3;;3;;
DIALYSE_P;2019;310026919;310000633;M1110;;;0.45;1;1
DIALYSE_P;2019;310026919;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310026919;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310026919;310000633;NCINF;;4;2.1;;
DIALYSE_P;2019;310782016;310000617;M1110;;9;;0;0
DIALYSE_P;2019;310782016;310000617;N2500;15;0;15;;
DIALYSE_P;2019;310782016;310000617;N4100;2;1;2.74;;
DIALYSE_P;2019;310782016;310000617;NAUT;22;5;24.93;;
DIALYSE_P;2019;310782016;310000617;NCINF;50;11;58.77;;
DIALYSE_P;2019;310782065;310000633;M1110;;;0.34;1;1
DIALYSE_P;2019;310782065;310000633;N4100;10;;0.29;;
DIALYSE_P;2019;310782065;310000633;NAUT;24;3;0.79;;
DIALYSE_P;2019;310782065;310000633;NCINF;2;;0.07;;
DIALYSE_P;2019;310793401;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310793419;310000617;NCINF;1;;1;;
DIALYSE_P;2019;310793435;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310793542;310000633;M1110;;;0.04;1;1
DIALYSE_P;2019;310793542;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310793542;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310793542;310000633;NCINF;1;1;1.09;;
DIALYSE_P;2019;310793559;310000633;M1110;;;0.19;1;1
DIALYSE_P;2019;310793559;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310793559;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310793559;310000633;NCINF;;6;1.97;;
DIALYSE_P;2019;310793567;310000633;M1110;;;0.29;1;1
DIALYSE_P;2019;310793567;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310793567;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310793567;310000633;NCINF;;6;2.96;;
DIALYSE_P;2019;310793575;310000633;M1110;;;0.31;1;1
DIALYSE_P;2019;310793575;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310793575;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310793575;310000633;NCINF;;4;2.48;;
DIALYSE_P;2019;310793807;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310793849;310000633;M1110;;;0.12;1;1
DIALYSE_P;2019;310793849;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310793849;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310793849;310000633;NCINF;;2;1.3;;
DIALYSE_P;2019;310794417;310002712;M1110;5;;5;1;1
DIALYSE_P;2019;310794417;310002712;N2500;5;1;5.67;;
DIALYSE_P;2019;310794417;310002712;N4100;1;;1;;
DIALYSE_P;2019;310794417;310002712;NAUT;15;1;15.8;;
DIALYSE_P;2019;310794417;310002712;NCINF;35;9;38.33;;
DIALYSE_P;2019;310794524;310000633;M1110;;;0.78;1;1
DIALYSE_P;2019;310794524;310000633;N4100;;;0.29;;
DIALYSE_P;2019;310794524;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;310794524;310000633;NCINF;;6;1.57;;
DIALYSE_P;2019;310794532;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310796768;310000617;NCINF;;1;1;;
DIALYSE_P;2019;310796776;310000617;NCINF;;2;2;;
DIALYSE_P;2019;320000086;320780117;M1110;0;2;1.6;1;1
DIALYSE_P;2019;320000086;320780117;N2500;4;2;4.95;;
DIALYSE_P;2019;320000086;320780117;NAUT;0;3;1.1;;
DIALYSE_P;2019;320000086;320780117;NCINF;10;0;10;;
DIALYSE_P;2019;320000680;310000633;M1110;;;0.07;1;1
DIALYSE_P;2019;320000680;310000633;N4100;;;0.29;;
DIALYSE_P;2019;320000680;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;320000680;310000633;NCINF;;2;1.16;;
DIALYSE_P;2019;320001050;310000633;M1110;;;0.07;1;1
DIALYSE_P;2019;320001050;310000633;N4100;;;0.29;;
DIALYSE_P;2019;320001050;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;320001050;310000633;NCINF;;2;1.11;;
DIALYSE_P;2019;320001688;310000633;M1110;;;0.06;1;1
DIALYSE_P;2019;320001688;310000633;N4100;;;0.29;;
DIALYSE_P;2019;320001688;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;320001688;310000633;NCINF;;2;1.09;;
DIALYSE_P;2019;320004872;310000633;M1110;;;0.14;1;1
DIALYSE_P;2019;320004872;310000633;N4100;;;0.29;;
DIALYSE_P;2019;320004872;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;320004872;310000633;NCINF;;2;1.12;;
DIALYSE_P;2019;320784515;310000633;M1110;;;0.33;1;1
DIALYSE_P;2019;320784515;310000633;N4100;;;0.29;;
DIALYSE_P;2019;320784515;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;320784515;310000633;NCINF;;4;3.22;;
DIALYSE_P;2019;320785587;310000633;M1110;;;0.05;1;1
DIALYSE_P;2019;320785587;310000633;N4100;;;0.29;;
DIALYSE_P;2019;320785587;310000633;NAUT;;;0.79;;
DIALYSE_P;2019;320785587;310000633;NCINF;;2;0.87;;
DIALYSE_P;2019;330000605;330781253;M1110;4;;3.8;0;1
DIALYSE_P;2019;330000605;330781253;N2500;10;;9.91;;
DIALYSE_P;2019;330000605;330781253;NAUT;7;;6.82;;
DIALYSE_P;2019;330000605;330781253;NCINF;21;1;21.49;;
DIALYSE_P;2019;330007410;330007386;M1110;;5;2;0;0
DIALYSE_P;2019;330007410;330007386;N4100;;1;0.8;;
DIALYSE_P;2019;330007410;330007386;NAUT;;1;1;;
DIALYSE_P;2019;330007410;330007386;NCINF;;5;4;;
DIALYSE_P;2019;330007436;330000274;M1110;;0;1.5;0;1
DIALYSE_P;2019;330007436;330000274;NCINF;;8;2;;
DIALYSE_P;2019;330007550;330000266;M1110;;;0.16;0;1
DIALYSE_P;2019;330007550;330000266;NCINF;;5;1.09;;
DIALYSE_P;2019;330007584;330000266;M1110;;;0.13;0;1
DIALYSE_P;2019;330007584;330000266;NCINF;;7;0.89;;
DIALYSE_P;2019;330007634;330000266;M1110;;;0.55;0;1
DIALYSE_P;2019;330007634;330000266;NCINF;;3;3.79;;
DIALYSE_P;2019;330007642;330000266;M1110;;;0.2;0;1
DIALYSE_P;2019;330007642;330000266;NCINF;;6;2.51;;
DIALYSE_P;2019;330007667;330000266;M1110;;;0.3;0;1
DIALYSE_P;2019;330007667;330000266;NCINF;;4;2.05;;
DIALYSE_P;2019;330007683;330000266;M1110;;5;0.3;0;1
DIALYSE_P;2019;330007683;330000266;NCINF;;9;3.81;;
DIALYSE_P;2019;330007725;330000266;M1110;3;7;0.76;0;1
DIALYSE_P;2019;330007725;330000266;NCINF;;16;5.94;;
DIALYSE_P;2019;330008012;330000274;M1110;;0;0.3;0;1
DIALYSE_P;2019;330008012;330000274;NCINF;;5;1;;
DIALYSE_P;2019;330017989;330000134;M1110;;7;1.4;0;1
DIALYSE_P;2019;330017989;330000134;N2500;6;4;7.85;;
DIALYSE_P;2019;330017989;330000134;NAUT;1;3;1.96;;
DIALYSE_P;2019;330017989;330000134;NCINF;19;1;20.83;;
DIALYSE_P;2019;330024639;330000266;M1110;;;0.18;0;1
DIALYSE_P;2019;330024639;330000266;NCINF;;6;2.23;;
DIALYSE_P;2019;330051608;330000274;M1110;;0;0.3;0;1
DIALYSE_P;2019;330051608;330000274;NCINF;;3;1;;
DIALYSE_P;2019;330054453;330000258;NCINF;2;2;3.44;;
DIALYSE_P;2019;330054461;330000274;M1110;;0;0.3;0;1
DIALYSE_P;2019;330054461;330000274;NCINF;;2;1;;
DIALYSE_P;2019;330056227;330007386;NCINF;;3;2;;
DIALYSE_P;2019;330056516;330000258;NCINF;5;1;6.34;;
DIALYSE_P;2019;330056680;330000274;M1110;;0;0.3;0;1
DIALYSE_P;2019;330056680;330000274;NCINF;;6;1;;
DIALYSE_P;2019;330058058;330000266;M1110;;;0.21;0;1
DIALYSE_P;2019;330058058;330000266;NCINF;;7;1.47;;
DIALYSE_P;2019;330780446;330000258;M1110;5;;5;0;1
DIALYSE_P;2019;330780446;330000258;N2500;12;3;14.84;;
DIALYSE_P;2019;330780446;330000258;N4100;1;;2.04;;
DIALYSE_P;2019;330780446;330000258;NCINF;29;4;30.73;;
DIALYSE_P;2019;330780453;330000308;M1110;;5;2.5;0;1
DIALYSE_P;2019;330780453;330000308;N2500;12;3;13.86;;
DIALYSE_P;2019;330780453;330000308;N4100;1;;1;;
DIALYSE_P;2019;330780453;330000308;NAUT;1;;1;;
DIALYSE_P;2019;330780453;330000308;NCINF;19;7;24.2;;
DIALYSE_P;2019;330780461;330000266;M1110;;;1.13;0;1
DIALYSE_P;2019;330780495;330796392;N2500;;1;0.24;;
DIALYSE_P;2019;330780495;330796392;NAUT;;1;0.8;;
