BOR;AN;FI;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;PLAMED;AUTOBS;PLAOBS;AUTSSR;PLASSR;AUTCAN;PLACAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2019;970102596;970100491;1;2;970111563;970115002;;124700;0;0;0;0;0;0;0;0;1;97;0;;0;;0;;97;431;0;209;2;34088;0;12854;20;320;0;175;1;141;90;0;20;0;16;0
HAD;2019;970103099;970100525;;;;;;;;;;;;;;;1;;0;;0;;0;;60;322;0;107;22;13665;0;3024;1094;242;0;89;17;133;52;4;26;0;16;0
HAD;2019;970111217;970111209;0;;;;;;0;0;0;0;1;1;;;1;5;0;;1;5;1;10;20;62;0;40;0;6165;0;4464;0;46;0;32;0;25;23;0;1;0;1;0
HAD;2019;970111365;970111969;0;;;;;92846;0;0;0;0;1;1;;;1;60;;;;;;;60;260;0;32;0;17851;0;557;0;216;0;24;0;99;7;0;0;0;0;0
HAD;2019;970111563;970100491;0;;;;;;0;0;0;0;1;0;0;0;1;58;0;;0;;0;;58;367;5;86;18;20256;109;3501;472;244;5;55;6;52;19;0;10;0;4;0
HAD;2019;970112033;970100210;0;;;;;;0;0;0;0;0;1;0;0;1;20;0;;0;;0;;20;118;0;63;1;10752;0;4495;225;96;0;56;1;49;28;1;3;0;3;0
HAD;2019;970212833;970212825;0;;;;;376480;0;0;0;0;1;1;;;0;;0;;0;;0;;155;842;0;347;26;53514;0;15941;1092;609;0;300;13;253;142;2;40;0;20;0
HAD;2019;970303608;970303590;0;;;;;44094;0;0;0;0;1;1;;;1;30;0;15;0;;1;5;50;214;120;27;0;10813;3917;2618;0;163;98;21;0;19;9;0;0;0;0;0
HAD;2019;970303640;970303590;0;;;;;;0;0;0;0;1;1;1;0;1;50;1;20;0;20;1;10;100;635;214;122;3;35198;6421;6780;135;518;190;98;2;62;24;0;4;0;3;0
HAD;2019;970303657;970303590;0;;;;;77382;0;0;0;0;1;1;1;1;1;40;1;15;1;10;1;5;70;343;138;43;0;17848;2658;2762;0;251;124;29;0;18;4;0;0;0;0;0
HAD;2019;970304614;970304739;0;;;;;255000;0;0;0;;1;1;;;1;40;0;;1;15;1;10;65;131;0;30;1;12903;0;1914;256;102;0;28;1;53;16;1;0;0;0;0
HAD;2019;970403119;970463600;1;4;970404851;970406625;970403119;860000;0;0;0;0;1;1;;;1;50;0;;0;;0;;50;391;0;193;7;16889;0;8383;322;290;0;155;3;98;69;1;3;0;1;0
HAD;2019;970404711;970400396;1;4;970407318;970405395;970407565;177684;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;223;0;78;7;8778;0;2444;529;121;0;49;3;37;24;1;2;0;1;0
HAD;2019;970404851;970463600;1;4;970406625;970403119;970410783;860000;0;0;0;0;1;1;;;1;30;0;;0;;0;;30;269;0;164;5;13331;0;9414;212;186;0;131;2;70;60;0;7;0;5;0
HAD;2019;970405395;970400396;1;4;970407318;970407565;970404711;270975;1;0;0;0;1;1;;;1;45;0;;0;;0;;45;447;1;178;0;14448;16;5416;0;294;1;137;0;65;46;0;14;0;4;0
HAD;2019;970406625;970463600;1;4;970404851;970403119;970410783;860000;0;0;0;0;1;1;;;1;50;0;;0;;0;;50;329;0;183;4;13251;0;6295;244;246;0;143;4;88;61;1;13;0;6;0
HAD;2019;970407318;970400396;1;4;970404711;970407656;970405395;245373;1;0;0;0;1;1;;;1;40;0;;0;;0;;40;361;0;154;2;13744;0;4705;20;253;0;123;2;80;53;0;22;0;14;0
HAD;2019;970407656;970400396;1;4;970404711;970407318;970405395;148735;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;221;2;91;1;10738;36;4041;43;126;1;60;1;30;20;0;2;0;0;0
HAD;2019;970410783;970463600;1;4;970404851;970406625;970403119;860000;0;0;0;0;1;1;;;1;60;0;;0;;0;;60;306;0;176;4;14614;0;9709;222;189;0;134;4;80;65;1;6;0;6;0
