BOR;AN;FI;FI_EJ;ANTGEO;NB_ANT;FI1;FI2;FI3;POP;EMSP;EQDOU;TELESUR;TELECONS;INDOM;ASTR;CONVPER;CONV;AUTMED;PLAMED;AUTOBS;PLAOBS;AUTSSR;PLASSR;AUTCAN;PLACAN;PLATOT;SEJ_HAD;SEJ_PER;SEJ_PAL;SEJ_CAN;JOU_HAD;JOU_PER;JOU_PAL;JOU_CAN;FIL_HAD;FIL_PER;FIL_PAL;FIL_CAN;P80_HAD;P80_PAL;P80_CAN;PMS_HAD;PMS_PER;PMS_PAL;PMS_CAN
HAD;2019;490016334;490016326;1;1;490016334;;;268724;1;1;0;0;1;0;1;0;1;30;1;5;1;20;1;20;75;1280;0;469;202;20837;0;6692;2221;879;0;401;68;427;274;11;309;0;232;0
HAD;2019;490016870;440052041;0;;;;;108000;1;0;0;0;1;0;0;0;1;20;0;;1;20;0;;40;544;0;240;92;14029;0;6012;1108;342;0;181;19;138;96;6;63;0;48;2
HAD;2019;500000021;500000054;0;;;;;;1;0;0;0;1;0;1;0;1;30;0;;0;;0;;30;379;0;114;13;8553;0;3459;210;242;0;95;9;87;48;2;39;0;23;0
HAD;2019;500000187;500000013;0;;;;;186883;1;0;0;0;1;0;1;0;1;12;1;12;1;12;1;12;48;752;2;177;65;10432;26;5611;162;324;2;130;10;90;46;0;35;0;2;0
HAD;2019;500000450;500000112;1;2;500000112;500000112;;;1;1;0;0;1;1;;;1;45;0;;0;;0;;45;519;0;234;4;13444;0;5695;109;391;0;206;4;158;108;0;3;0;2;0
HAD;2019;500021274;140000159;0;;;;;;0;0;0;0;1;1;0;0;1;10;0;;0;;0;;10;58;0;24;0;2478;0;1155;0;36;0;19;0;14;9;0;8;0;4;0
HAD;2019;500021282;140000159;0;;;;;;0;0;0;0;1;1;0;0;1;10;0;;0;;0;;10;94;0;29;7;2691;0;889;231;61;0;22;6;23;14;1;9;0;3;0
HAD;2019;510002298;750721334;0;;;;;271034;1;1;0;0;1;1;0;0;1;25;0;;0;;0;;25;562;0;132;1;21012;0;3891;15;335;0;86;1;91;31;0;24;0;9;0
HAD;2019;510017098;510000060;0;;;;;107259;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;240;0;59;1;6358;0;1359;60;183;0;48;1;74;27;0;54;0;19;0
HAD;2019;510019979;510019938;1;1;510019979;;;118000;1;1;0;0;1;1;;;1;30;0;;0;;0;;30;224;0;37;2;6805;0;525;11;158;0;36;1;57;24;0;24;0;14;0
HAD;2019;510020548;750047367;0;;;;;110000;1;0;0;0;1;1;;;1;48;0;;0;;0;;48;387;0;184;5;17631;0;7024;341;268;0;137;4;105;61;0;39;0;22;0
HAD;2019;520003823;750047367;0;;;;;116000;1;0;;;1;1;;;1;33;0;;0;;0;;33;375;0;183;8;12217;0;5104;192;262;0;130;5;86;53;0;21;0;5;0
HAD;2019;530000017;530000025;;;;;;;;;;;;;;;;;;;;;;;20;186;0;57;7;4400;0;1289;48;109;0;45;2;34;16;1;0;0;0;0
HAD;2019;530000173;530000074;0;0;;;;;;;;;;;;;0;;0;;0;;0;;12;150;0;43;13;4397;0;411;382;119;0;42;11;48;21;0;33;0;13;0
HAD;2019;530000264;530000371;1;2;530000173;530000017;;150000;1;0;0;0;1;0;0;0;0;;0;;0;;0;;19;305;0;132;2;10050;0;3322;12;247;0;121;2;115;73;0;79;0;54;0
HAD;2019;540000155;540000080;0;;;;;120000;1;0;0;0;1;0;1;0;1;42;0;;0;;0;1;43;386;10;173;36;13808;205;5395;531;231;8;116;11;93;58;2;37;0;18;0
HAD;2019;540001096;570010181;0;;;;;120000;0;0;0;0;1;1;;;1;10;0;;0;;0;;10;144;0;45;7;2910;0;750;173;112;0;35;4;46;16;1;28;0;11;0
HAD;2019;540001104;570027995;0;;;;;;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;86;16;35;1;1533;279;474;39;71;13;30;1;26;21;1;18;0;14;0
HAD;2019;540010568;540010519;1;1;540025046;;;;1;0;0;0;1;1;;;1;104;1;16;1;31;1;8;159;2575;339;748;500;57886;5821;21136;2920;1580;272;575;89;543;285;15;225;0;155;1
HAD;2019;540020146;540006707;0;;;;;500000;0;0;0;0;1;1;;;1;60;0;;0;;0;;60;514;0;78;21;16471;0;1317;595;409;0;66;14;250;45;3;48;0;19;0
HAD;2019;540025046;540010519;0;;;;;500465;0;0;0;0;1;1;;;1;15;0;4;0;1;0;;20;202;45;71;0;4728;841;1464;0;161;36;63;0;60;41;0;35;0;25;0
HAD;2019;550000012;550006795;0;;;;;105000;1;1;0;0;1;1;;;1;18;1;5;1;2;1;5;30;391;102;64;20;9705;1544;1615;170;281;88;57;4;66;22;2;18;0;4;0
HAD;2019;550000434;550003354;1;1;550000434;;;75000;1;1;0;1;1;1;0;0;1;60;0;;0;;1;10;70;404;0;208;50;20062;0;10679;379;283;0;164;10;150;103;1;54;0;43;0
HAD;2019;560000192;560000044;0;;;;;126648;1;1;0;0;1;0;1;0;1;25;0;;0;;0;;25;305;0;135;30;8846;0;3783;576;217;0;105;19;80;46;3;24;0;8;1
HAD;2019;560008799;560013989;0;;;;;350000;1;0;0;0;1;1;1;;1;60;1;10;0;0;1;50;120;1117;94;569;18;36047;2287;17051;211;848;79;456;8;263;173;0;106;0;63;1
HAD;2019;560018509;560018459;1;2;560018509;;;296138;1;1;0;0;1;1;;;0;;0;;0;;0;;131;1364;185;657;58;47820;1153;22259;1676;1106;184;596;43;401;315;7;150;0;131;0
HAD;2019;560022188;350000626;0;;;;;131965;0;0;0;0;1;0;1;0;1;50;0;;0;;0;;50;394;1;161;18;12557;27;6066;549;248;1;117;12;87;44;2;18;0;0;0
HAD;2019;570000091;750050759;0;;;;;250000;1;0;0;0;1;1;1;0;1;30;1;10;1;10;1;10;60;431;5;213;0;15867;91;6003;0;355;4;190;0;136;96;0;57;0;40;0
HAD;2019;570000117;570015099;0;;;;;65699;1;0;0;0;1;1;;;1;30;0;;0;;0;;30;273;0;95;11;8192;0;2407;212;201;0;84;9;67;36;1;30;0;16;0
HAD;2019;570000281;570005165;0;;;;;217925;1;0;0;0;1;1;;;1;;1;;1;;1;;32;415;111;115;41;9131;2218;2290;697;329;98;106;19;69;54;0;35;0;31;0
HAD;2019;570000901;570000158;0;;;;;100236;0;0;0;0;1;1;;;1;30;1;5;0;;0;;35;183;3;92;0;8587;50;3709;0;129;3;64;0;36;22;0;14;0;7;0
HAD;2019;570001099;570023630;0;;;;;400000;1;0;0;0;;;;;1;19;1;10;1;13;1;13;55;920;144;278;102;20307;3361;4994;1099;618;120;225;29;196;129;3;135;0;99;0
HAD;2019;580001899;750721334;0;;;;;105873;1;1;0;0;1;1;0;0;1;30;0;;0;;0;;30;195;0;94;11;8896;0;2511;330;113;0;51;9;28;13;1;5;0;0;0
HAD;2019;590025128;620001834;0;;;;;;0;0;0;0;1;0;1;0;1;40;0;;0;;0;;100;808;0;319;0;21332;0;5701;0;637;0;279;0;237;150;0;120;0;83;0
HAD;2019;590025458;590782652;0;;;;;209322;0;0;0;0;1;1;;;1;30;0;;0;;0;;30;1040;0;218;286;16341;0;5711;870;493;0;190;46;185;106;2;106;0;68;0
HAD;2019;590032108;590024469;0;;;;;283251;0;0;0;0;1;1;;;1;60;0;;0;;0;;60;560;0;235;0;21743;0;7976;0;396;0;185;0;132;71;0;50;0;22;0
HAD;2019;590032199;590024469;0;;;;;283251;0;0;0;0;1;1;;;1;45;0;;0;;0;;45;387;0;170;0;16402;0;6256;0;303;0;140;0;108;68;0;56;0;36;0
HAD;2019;590035838;590000485;0;;;;;24000;1;0;0;0;1;1;;;1;45;0;;0;;0;;45;404;0;196;31;12028;0;5109;353;313;0;166;15;79;58;0;28;0;21;0
HAD;2019;590043469;590024469;0;;;;;293000;0;0;0;0;;;;;1;75;0;;0;;0;;75;597;0;271;0;28073;0;9423;0;474;0;234;0;206;136;0;106;0;77;0
HAD;2019;590045407;590780193;0;;;;;126;1;0;0;0;1;0;1;0;1;45;1;20;1;;1;;65;1653;390;145;474;22437;7001;3244;1732;878;313;94;70;67;32;13;11;0;2;1
HAD;2019;590046124;590799995;0;;;;;1200000;0;0;0;0;1;0;1;0;1;60;0;;0;;0;;60;511;12;177;1;20133;33;5513;1;389;10;141;1;135;78;1;67;0;38;0
HAD;2019;590048476;590051801;0;;;;;;0;0;0;0;1;0;0;0;1;40;0;;0;;0;20;60;1057;0;387;173;21104;0;6621;1084;802;0;361;34;369;250;11;205;0;151;1
HAD;2019;590812509;590799995;0;;;;;;0;0;0;0;1;0;1;0;1;120;0;;0;;0;;120;925;0;407;5;38041;0;12785;36;667;0;304;5;196;131;0;92;0;65;1
HAD;2019;600000194;600100713;0;;;;;235000;1;1;0;0;1;0;0;0;1;20;0;;0;;0;;20;366;0;128;65;9695;0;3031;809;241;0;106;26;67;45;7;22;0;18;1
HAD;2019;600003008;600113278;0;2;600003008;600003008;;398612;0;0;0;0;1;1;;;1;78;0;;0;;0;;78;749;25;257;54;26565;673;7749;898;458;23;181;28;141;71;0;64;0;28;0
HAD;2019;600010102;600100721;0;;;;;180000;1;1;0;0;;;;;1;33;0;;0;;0;;33;323;0;127;2;9778;0;2694;74;223;0;90;2;56;23;0;21;0;7;0
HAD;2019;610004269;610787038;0;0;;;;60397;1;0;0;0;1;0;1;0;1;15;0;;0;;1;10;25;196;0;93;0;7591;0;2897;0;122;0;53;0;66;30;0;9;0;4;0
HAD;2019;610005837;610005811;1;1;610007155;;;;1;1;1;0;1;0;1;0;1;20;0;;0;;0;;20;167;0;75;22;4280;0;1633;566;116;0;58;8;53;30;1;24;0;15;0
HAD;2019;610006256;610006769;1;1;610006777;;;51128;1;1;0;0;1;0;1;0;1;20;0;;0;;0;;20;148;0;51;7;4514;0;953;264;93;0;40;4;28;17;0;4;0;3;0
HAD;2019;610006777;610006769;1;1;610006256;;;26372;1;1;0;0;1;0;1;0;1;10;0;;0;;0;;10;52;0;19;2;1866;0;281;28;32;0;12;1;12;6;0;2;0;2;0
HAD;2019;610007155;610005811;0;;610005837;;;;1;0;0;1;1;0;1;0;1;11;0;;0;;0;;11;68;0;31;7;1851;0;922;114;51;0;22;4;23;9;0;8;0;1;0
HAD;2019;610007312;140000159;0;;;;;;0;0;0;0;1;1;0;0;1;15;0;;0;;0;;15;167;0;67;3;4267;0;1464;54;133;0;57;2;50;31;0;28;0;17;0
HAD;2019;620003889;590799995;0;;;;;;1;0;0;0;1;0;1;0;1;75;0;;0;;0;;75;694;0;289;13;26049;0;11897;255;464;0;221;4;129;95;0;36;0;24;0
HAD;2019;620010348;590024469;1;1;620010348;;;283251;0;0;0;0;;;;;1;80;0;;0;;0;;80;768;0;221;4;25151;0;4290;35;484;0;199;4;183;97;0;63;0;41;1
HAD;2019;620010389;590799995;0;;;;;280000;0;0;0;0;1;0;1;0;1;115;0;;0;;0;;115;974;88;415;16;41177;2456;13502;455;678;76;307;10;225;138;0;74;0;43;0
HAD;2019;620013649;620013599;1;3;620013649;;;280000;0;0;0;0;1;1;;;1;100;0;;0;;0;;100;972;0;515;61;34916;0;15173;461;667;0;395;10;264;193;5;98;0;75;1
HAD;2019;620105981;620000968;0;;;;;400000;0;0;0;0;1;0;0;0;1;111;0;;0;;1;21;132;1439;0;526;110;48166;0;15174;161;959;0;437;21;325;194;4;75;0;40;0
HAD;2019;630008118;630011153;0;;;;;650000;0;0;0;0;1;1;;;1;80;0;;0;;0;;80;274;0;158;42;16356;0;8138;1730;175;0;112;25;53;31;2;15;0;6;0
HAD;2019;630010296;630001188;0;;;;;647500;0;0;0;0;1;0;1;0;1;150;0;;0;;0;;150;1465;18;160;456;21945;160;3394;2397;824;17;138;86;161;68;17;33;0;6;1
HAD;2019;630010528;630000990;0;;;;;500000;0;0;0;0;1;0;1;0;1;50;1;;1;25;1;25;100;434;0;175;33;18125;0;6944;1380;318;0;146;23;109;65;3;17;0;7;0
HAD;2019;640000162;640780417;0;;;;;;1;1;0;0;1;0;0;0;0;;1;6;0;;0;;6;234;234;0;0;2479;2479;0;0;186;186;0;0;0;0;0;0;0;0;0
HAD;2019;640000402;640780813;1;2;640780813;;;103000;1;0;0;0;1;1;;;1;34;0;;0;;0;14;48;378;0;126;26;17087;0;4605;1059;262;0;101;14;100;46;2;58;0;23;0
HAD;2019;640000600;640781290;0;;;;;170994;;;;;1;0;1;0;1;63;0;;0;;0;;63;510;1;118;77;19612;17;4056;589;287;1;93;21;86;27;2;43;0;11;0
HAD;2019;640013298;640011508;1;2;640013298;640013298;;122000;1;0;0;0;1;0;0;0;1;50;0;;0;;0;;50;462;0;133;4;15497;0;2981;31;286;0;118;3;143;67;1;58;0;31;0
HAD;2019;640789699;640003570;0;;;;;310000;1;0;0;0;1;1;1;1;1;100;0;;0;;0;;100;915;1;412;9;42549;11;16664;460;628;1;305;6;227;141;0;102;0;54;0
HAD;2019;650004799;650003148;1;3;650004799;650004799;650004799;225219;1;0;0;0;1;1;0;0;1;50;0;;0;;0;;50;656;0;273;48;14949;0;4862;566;497;0;237;11;218;125;2;105;0;69;0
HAD;2019;660000084;660780180;1;1;660000167;;;304000;1;0;0;1;1;1;0;0;1;45;1;15;0;;0;;60;564;81;128;62;11739;1425;3573;512;380;72;119;11;88;52;8;19;0;7;0
HAD;2019;660006172;660790379;0;;;;;240000;1;0;0;0;1;0;1;1;1;45;0;;0;;0;;45;371;0;133;5;10627;0;4709;88;301;0;111;4;123;55;1;35;0;6;0
HAD;2019;670005479;670000652;0;;;;;550000;1;1;0;0;1;0;1;0;1;100;0;;0;;0;;100;906;1;235;21;31749;23;6332;440;599;1;178;12;182;57;3;78;0;10;0
HAD;2019;670008838;670000785;0;;;;;350000;1;0;0;0;1;1;;;1;60;0;;0;;0;;60;864;0;152;20;22263;0;4594;470;418;0;98;10;104;26;1;33;0;0;0
HAD;2019;670780113;670780055;0;;;;;491409;1;1;0;0;1;1;;;0;;1;12;0;;0;;12;302;302;0;0;3715;3715;0;0;253;253;0;0;0;0;0;0;0;0;0
HAD;2019;670798636;670014604;0;;;;;140376;1;0;0;0;1;0;0;0;1;25;0;;0;;0;;25;285;0;89;1;6606;0;1561;2;189;0;78;1;58;35;0;45;0;29;0
HAD;2019;680007648;680007598;0;;;;;385000;1;1;0;0;1;0;1;0;1;49;1;1;1;5;1;25;80;836;1;338;0;25570;39;10775;0;625;1;240;0;241;105;0;61;0;31;0
HAD;2019;680017829;680017811;0;;;;;490400;0;0;0;0;1;0;1;0;1;100;0;;0;;0;;100;966;0;314;45;30165;0;7450;565;711;0;264;20;228;102;2;56;0;12;0
HAD;2019;690000880;690783220;0;;;;;1952727;1;1;0;0;1;1;0;0;0;;0;;0;;1;193;193;7160;0;730;5370;70581;0;25185;21534;1664;0;523;853;164;90;63;0;0;0;0
HAD;2019;690788930;690001623;1;2;690007588;380008979;;2000000;1;0;0;0;1;1;;;1;370;0;;0;;0;;370;3585;0;983;532;140494;0;36897;8466;2058;0;826;162;832;475;19;144;0;59;1
HAD;2019;700000698;250017803;0;;;;;;0;0;0;0;1;1;0;0;1;30;0;0;0;0;0;0;30;198;0;93;1;7596;0;3131;3;148;0;72;1;44;21;0;7;0;1;0
HAD;2019;710015231;710015223;0;;;;;360000;1;1;0;0;1;1;;;1;55;1;10;1;22;1;3;90;994;79;250;44;32308;902;9190;1533;586;73;181;25;159;69;5;64;0;12;0
HAD;2019;710978289;710780263;1;2;710978289;;;213000;1;0;0;0;1;1;0;0;1;35;0;;0;;1;5;40;457;0;66;78;12481;0;2181;2395;285;0;54;44;60;20;1;31;0;8;0
HAD;2019;720000124;720000066;0;;;;;100000;1;1;0;1;1;1;;;1;30;0;;0;;0;;30;342;0;164;7;5368;0;3111;126;217;0;141;3;120;90;0;81;0;55;0
HAD;2019;720016856;720008390;0;;;;;450000;0;0;0;0;1;1;1;0;1;40;0;;1;35;0;;75;906;0;450;17;18304;0;12640;317;509;0;346;8;194;159;3;119;0;96;0
HAD;2019;730000031;730000015;0;;;;;;1;1;;;1;1;;;1;30;0;0;0;0;0;0;30;756;0;138;298;12677;0;3412;1945;339;0;101;67;73;31;4;6;0;0;0
HAD;2019;730000049;730002839;0;;;;;130577;1;0;0;0;1;0;1;0;1;20;0;;0;;0;;20;372;0;95;138;7270;0;3241;795;158;0;69;26;49;27;3;16;0;9;0
HAD;2019;730000080;730780103;0;;;;;41607;1;1;0;0;1;1;;;1;10;1;2;1;3;0;;15;200;2;32;120;2924;28;902;605;80;2;23;24;22;10;2;0;0;0;0
HAD;2019;740000237;740781133;0;;;;;490483;1;0;0;0;1;0;0;0;1;35;0;;0;;0;;35;603;0;138;238;11715;0;2530;2447;325;0;119;74;116;54;18;48;0;27;0
HAD;2019;740000328;740790381;0;;;;;144000;1;1;0;0;1;1;;;1;20;0;;0;;0;;20;581;0;106;335;7053;0;2325;1108;235;0;88;63;71;38;13;24;0;20;0
HAD;2019;740010475;440052041;1;1;740010475;;;350000;0;0;0;0;1;1;;;1;66;0;0;0;0;0;0;66;546;0;315;2;22360;0;10667;111;413;0;258;2;246;176;1;116;0;98;0
HAD;2019;740781141;740790258;0;;;;;200000;1;1;1;0;1;1;;;1;20;0;;0;;0;;20;340;0;76;170;4309;0;1385;853;163;0;66;36;47;27;7;8;0;7;0
HAD;2019;740781224;740001839;0;;;;;110000;0;0;0;0;1;1;;;1;10;1;2;0;;0;;12;184;12;59;23;4321;209;996;713;136;12;57;15;43;31;0;14;0;11;0
HAD;2019;750042459;750712341;1;3;750042459;750042459;750042459;12174880;0;0;0;0;1;1;;;1;85;1;70;1;20;1;130;305;5432;2443;492;570;111422;15079;14794;20236;4317;2384;387;241;453;162;35;136;0;24;1
HAD;2019;750806226;750712184;0;;;;;12273644;0;0;0;0;1;1;;;1;576;1;111;0;0;1;116;803;17628;2911;1632;7151;293155;34247;51109;42720;7993;2602;1189;1199;1409;551;244;398;0;102;5
HAD;2019;760000364;760780734;0;;;;;180000;1;0;0;0;1;1;;;1;15;0;;0;;1;15;30;339;0;177;2;7417;0;3354;21;256;0;136;2;105;80;1;58;0;44;0
HAD;2019;760000463;760024042;0;;;;;;1;1;0;0;1;1;;;1;30;0;;0;;0;;30;312;0;167;14;9999;0;4185;119;247;0;141;7;89;64;0;61;0;43;0
HAD;2019;760020529;760000257;0;;;;;219677;0;0;0;0;1;0;1;1;1;30;0;;0;;0;;30;373;0;198;11;11391;0;5430;49;287;0;171;3;104;86;0;35;0;25;0
HAD;2019;760021329;760000448;0;;;;;258000;1;0;0;0;1;0;1;0;1;35;0;;0;;0;;35;452;0;183;5;11440;0;3483;98;363;0;158;4;125;108;0;109;0;103;0
HAD;2019;760035709;440052041;0;;;;;160000;0;0;0;0;1;1;;;1;50;0;;0;;0;;50;316;0;113;11;14353;0;3045;202;236;0;98;8;72;43;1;33;0;21;1
HAD;2019;760783035;750721334;0;;;;;;;;0;0;;;;;1;70;0;;0;;0;;70;623;0;259;15;22375;0;6565;659;474;0;217;8;205;123;1;114;0;77;1
HAD;2019;770000164;770021152;0;;;;;250000;1;1;0;0;1;0;1;0;1;50;1;50;0;;0;;50;344;0;207;13;16908;0;9143;148;258;0;152;5;126;80;1;77;0;41;0
HAD;2019;770016475;770014207;1;2;770016475;770016475;770016475;;0;0;0;0;1;1;;;1;80;0;;0;;0;;80;337;0;61;26;12152;0;1958;999;189;0;40;16;79;13;3;22;0;1;0
HAD;2019;770021186;770021160;0;;;;;281580;1;1;0;0;1;0;1;0;1;62;0;0;0;0;0;28;90;466;2;103;7;16341;36;3415;202;329;1;89;6;129;49;2;40;0;20;0
HAD;2019;770021251;440052041;1;1;770021251;;;500000;0;0;0;0;1;1;;;1;100;0;;0;;0;;100;334;0;87;9;15368;0;2993;622;261;0;74;9;132;46;2;66;0;14;0
HAD;2019;770700011;930027347;1;3;770700011;;;277379;0;0;0;0;0;0;0;0;0;;0;;1;90;0;;90;519;0;19;1;22064;0;800;19;348;0;13;1;107;2;0;22;0;2;0
HAD;2019;780004529;310021233;0;;;;;1000000;0;0;0;0;1;1;0;0;1;90;0;;0;;0;;150;391;0;132;25;17825;0;4598;1065;256;0;104;9;151;64;3;72;0;29;0
HAD;2019;780023545;750720609;0;;;;;178700;1;1;0;0;1;1;;;1;35;0;;0;;0;;35;238;0;73;48;9115;0;2467;1905;170;0;61;28;64;30;9;18;0;6;3
HAD;2019;790000087;790000012;0;;;;;155338;1;0;0;0;1;0;1;0;1;43;0;;0;;0;;43;464;0;195;98;15711;0;7209;1482;242;0;126;26;70;39;5;18;0;8;1
HAD;2019;790000111;790019491;0;;;;;;;;;;;;;;1;25;0;;0;;0;;25;327;0;168;19;12255;0;4841;988;222;0;111;12;87;42;3;17;0;7;2
HAD;2019;790017289;790017271;0;;;;;152000;1;0;0;0;1;0;1;0;1;45;0;;0;;0;;45;292;0;101;22;10275;0;3786;675;203;0;73;13;51;19;4;13;0;2;0
HAD;2019;800000226;800000069;0;;;;;;1;1;0;0;1;1;;;1;30;0;;0;;0;;30;291;0;110;9;13084;0;5679;483;196;0;92;7;71;49;1;16;0;6;0
HAD;2019;800000523;800000853;0;;;;;300000;1;0;0;0;1;1;;;1;52;0;;0;;0;;52;1387;0;626;10;84106;0;31400;1176;697;0;375;6;251;170;0;12;0;5;0
HAD;2019;800015448;800000093;0;;;;;85000;1;1;0;0;1;1;;;1;5;0;;1;5;0;;10;226;0;67;3;6390;0;2275;11;150;0;50;3;52;24;1;28;0;12;1
HAD;2019;800015489;800000036;0;;;;;;1;1;0;0;1;1;0;0;1;10;0;;0;;0;;10;162;0;69;8;6541;0;2698;181;116;0;55;2;54;28;1;26;0;12;0
HAD;2019;800015539;800000028;0;;;;;134733;1;1;0;;1;0;1;1;1;30;0;;0;;0;;30;297;0;97;6;9464;0;2467;336;217;0;80;4;63;26;0;17;0;2;0
HAD;2019;800015588;800000077;0;;;;;;1;1;0;0;1;1;;;1;10;0;;0;;0;;10;133;0;45;3;4830;0;1823;74;85;0;38;2;45;22;0;17;0;10;0
HAD;2019;800016768;800003071;0;;;;;61625;1;1;0;0;1;1;;;1;15;0;;0;;0;;15;174;0;87;1;5366;0;2168;21;107;0;61;1;36;24;0;7;0;3;0
HAD;2019;800016776;800000085;0;;;;;61625;1;1;0;0;1;1;;;1;15;0;;0;;0;;15;171;0;86;0;5333;0;2248;0;115;0;59;0;43;32;0;17;0;11;0
HAD;2019;810000505;810000331;1;1;810000505;;;174676;0;0;0;0;1;0;1;0;1;43;0;;0;;0;;43;336;0;104;20;12544;0;3195;222;222;0;70;5;87;28;1;57;0;17;0
HAD;2019;810007989;750056335;0;;;;;215000;0;0;0;0;1;1;0;0;1;51;0;;0;;0;;51;368;0;119;13;10845;0;3760;298;264;0;90;7;76;30;1;41;0;13;0
HAD;2019;820000032;820000016;0;;;;;175068;1;0;0;0;1;0;1;0;1;30;0;;0;;1;30;30;225;0;44;61;4740;0;1451;517;146;0;38;13;50;13;4;15;0;3;1
HAD;2019;820000883;820004950;0;;;;;54000;1;1;0;0;1;1;;;1;15;0;;1;10;0;;25;234;0;107;31;6435;0;3388;406;152;0;79;6;63;37;1;9;0;2;0
HAD;2019;830012498;830014049;0;;;;;;1;1;0;0;1;0;1;0;1;100;0;;0;;0;;100;413;0;128;15;12267;0;2094;204;315;0;107;12;151;53;3;66;0;11;0
HAD;2019;830019600;830000063;0;1;830019600;;;;0;0;0;0;1;0;1;0;1;45;0;;0;;0;;45;395;0;216;0;19157;0;11288;0;287;0;164;0;115;75;0;28;0;13;0
HAD;2019;830100392;830000154;0;;;;;120000;1;0;0;0;1;1;0;0;1;20;0;;0;;1;20;40;385;0;172;3;18662;0;6716;299;282;0;137;3;115;70;0;34;0;9;0
HAD;2019;830207114;830001855;1;3;830207114;;;700000;0;0;0;0;1;0;1;0;1;280;0;;0;;0;;280;1765;0;424;25;92060;0;15752;1059;1295;0;332;17;603;183;6;265;0;63;0
HAD;2019;840011340;840003164;0;;;;;68000;1;0;0;0;1;0;1;0;1;140;0;;0;;0;;140;757;0;341;17;38238;0;17339;749;482;0;239;9;176;101;1;95;0;40;1
HAD;2019;850006008;850005968;0;;;;;600000;0;0;0;0;1;0;1;0;1;180;0;;1;40;0;;220;2038;4;948;119;69577;139;35726;623;1406;4;712;28;356;241;2;85;0;41;0
HAD;2019;860000025;860013382;1;1;860000033;;;141504;1;0;0;0;1;1;;;1;27;0;;0;;0;;27;330;0;146;4;8916;0;3326;13;252;0;121;2;116;72;0;42;0;27;0
HAD;2019;860000223;860014208;0;;;;;400000;1;0;0;0;1;0;1;1;1;107;0;;0;;0;;107;2197;0;316;1255;26710;0;6536;3681;893;0;248;199;310;127;44;144;0;73;4
HAD;2019;860008929;860008879;0;;;;;259068;0;0;0;0;1;1;;;1;30;1;5;1;5;0;;40;583;36;144;7;25131;658;5694;58;387;29;92;6;160;53;0;39;0;3;1
HAD;2019;870003514;870000015;1;1;870000270;;;371575;1;0;0;0;1;0;1;0;1;35;0;;0;;1;5;40;1006;0;109;401;23935;0;3777;1046;457;0;93;53;150;48;13;37;0;6;0
HAD;2019;870004231;870004074;1;3;870004231;870004231;870004231;35000;1;1;0;0;1;1;0;0;1;30;0;;0;;1;30;60;720;0;96;299;22520;0;4108;1201;258;0;74;40;112;37;13;12;0;0;0
HAD;2019;880000039;880780069;0;;;;;168729;1;0;0;0;1;1;;;1;18;0;;0;;0;;18;288;55;101;32;8664;866;3304;881;206;49;70;12;49;22;2;0;0;0;0
HAD;2019;880006606;750056335;0;;;;;140000;0;0;0;0;1;1;;;1;40;0;;0;;0;;40;262;0;146;4;8590;0;4186;67;155;0;89;3;42;27;0;22;0;10;0
HAD;2019;880006721;750056335;0;;;;;75000;0;0;0;0;1;1;0;0;1;20;0;;0;;0;;20;271;1;142;2;12253;14;4795;95;200;1;111;2;89;46;1;47;0;23;0
HAD;2019;890009178;750047367;0;;;;;170000;1;0;0;0;1;1;;;1;31;0;;0;;0;;31;436;0;249;14;11570;0;5589;170;292;0;200;8;130;109;2;61;0;51;0
HAD;2019;890975543;890000417;1;2;890975543;890975550;;;1;1;0;0;1;1;;;1;50;0;;0;;0;;50;479;0;284;56;9153;0;3600;1484;373;0;260;34;205;174;2;144;0;136;0
HAD;2019;920300043;920001526;0;;;;;1600000;0;0;0;0;1;1;;;0;;1;6;0;;0;;6;151;151;0;0;955;955;0;0;146;146;0;0;0;0;0;0;0;0;0
HAD;2019;920813623;920029097;0;;;;;12200000;0;0;0;0;1;1;;;0;;0;;0;;0;;1706;31571;4222;2840;14303;622524;45188;104859;89953;14331;3941;1947;2220;2091;661;359;343;0;122;18
HAD;2019;930000286;930021480;0;;;;;195700;1;1;0;0;1;0;0;0;1;20;0;;0;;0;;20;393;0;106;108;6901;0;1808;1122;241;0;81;43;104;47;8;59;0;22;0
HAD;2019;930000328;930110051;0;;;;;;;0;0;0;0;1;1;0;0;;0;;1;20;0;;20;115;0;0;0;5692;0;0;0;90;0;0;0;28;0;0;0;0;0;0
HAD;2019;950000323;950013870;0;;;;;583766;1;1;0;0;1;1;0;1;1;15;0;;1;10;0;;25;518;0;155;0;7877;0;1317;0;443;0;151;0;306;124;0;253;0;107;0
HAD;2019;970100020;970100152;0;;;;;75976;0;0;0;0;1;1;;;1;30;0;;1;24;1;8;62;247;0;141;8;19506;0;7916;167;196;0;116;8;111;69;0;15;0;8;0
HAD;2019;970100418;970100194;1;2;970100418;;;61000;0;0;0;0;1;1;;;1;50;0;;0;;0;;50;96;0;35;0;14117;0;4186;0;75;0;33;0;33;20;0;0;0;0;0
HAD;2019;970100442;970100228;0;;;;;141382;1;1;1;0;1;1;;;1;35;0;;0;;0;;35;133;0;25;12;10783;0;2610;552;99;0;20;8;45;10;1;0;0;0;0
