BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2019;310780374;310000161;M1160;;6;0.48;0;1;0;0
IMAGES_P;2019;310780382;310000179;M1160;3;4;5;0;1;0;0
IMAGES_P;2019;310780382;310000179;N4130;6;4;9;0;1;;
IMAGES_P;2019;310780382;310000179;N4160;4;2;5.5;;;;
IMAGES_P;2019;310780382;310000179;NAUT;16;2;17.5;;;;
IMAGES_P;2019;310781000;310788880;M1160;3;5;5.75;0;1;0;0
IMAGES_P;2019;310781000;310788880;N4130;18;13;27.99;1;1;;
IMAGES_P;2019;310781000;310788880;N4160;2;;1.33;;;;
IMAGES_P;2019;310781000;310788880;NAUT;13;10;17.88;;;;
IMAGES_P;2019;310781067;310788898;M1160;3;10;3.63;0;1;0;0
IMAGES_P;2019;310781067;310788898;N4130;8;5;9.06;0;1;;
IMAGES_P;2019;310781067;310788898;N4160;1;0;1;;;;
IMAGES_P;2019;310781067;310788898;NAUT;6;1;5.95;;;;
IMAGES_P;2019;310781422;310781562;M1160;;1;0.03;0;0;0;0
IMAGES_P;2019;310781422;310781562;N4130;;1;0.4;0;0;;
IMAGES_P;2019;310781695;920030269;M1160;;13;0.33;0;0;0;0
IMAGES_P;2019;310781695;920030269;NAUT;;1;0.33;;;;
IMAGES_P;2019;310781984;310014378;M1160;;1;0.53;0;0;0;0
IMAGES_P;2019;310781984;310014378;N4130;1;;1.12;0;0;;
IMAGES_P;2019;310782347;310789136;M1160;5;12;9.1;;;;
IMAGES_P;2019;310782347;310789136;M1210;4;;3.5;;;;
IMAGES_P;2019;310782347;310789136;N4130;22;10;27.16;;;;
IMAGES_P;2019;310782347;310789136;N4160;1;;1.1;;;;
IMAGES_P;2019;310782347;310789136;NAUT;10;3;11.24;;;;
IMAGES_P;2019;310783048;310781406;M1160;15;14;16.08;1;1;1;1
IMAGES_P;2019;310783048;310781406;M1210;5;;3.08;0;0;;
IMAGES_P;2019;310783048;310781406;N4130;81;22;95;1;1;;
IMAGES_P;2019;310783048;310781406;N4160;;1;1.27;;;;
IMAGES_P;2019;310783048;310781406;NAUT;28;17;37.06;;;;
IMAGES_P;2019;310783055;310781406;M1160;15;4;13.06;;;;
IMAGES_P;2019;310783055;310781406;M1210;;2;0.7;;;;
IMAGES_P;2019;310783055;310781406;N4130;73;5;78.19;;;;
IMAGES_P;2019;310783055;310781406;N4160;4;;3.23;;;;
IMAGES_P;2019;310783055;310781406;NAUT;92;36;115.97;;;;
IMAGES_P;2019;310784558;310180013;N4130;1;0;1;0;0;;
IMAGES_P;2019;320000086;320780117;M1160;3;0;3;1;1;1;1
IMAGES_P;2019;320000086;320780117;N4130;19;3;21.3;1;1;;
IMAGES_P;2019;320000086;320780117;N4160;1;0;1;;;;
IMAGES_P;2019;320000086;320780117;NAUT;5;3;6.9;;;;
IMAGES_P;2019;320000102;320780133;M1160;;2;1.19;;;1;1
IMAGES_P;2019;320000102;320780133;N4130;3;1;3.1;;;;
IMAGES_P;2019;320780067;320000052;M1160;1;;1;0;1;;
IMAGES_P;2019;320780067;320000052;N4130;;;0.11;0;0;;
IMAGES_P;2019;320784333;320000565;M1160;;1;0.1;0;0;0;0
IMAGES_P;2019;320784333;320000565;N4130;1;;0.98;0;0;;
IMAGES_P;2019;320784333;320000565;N4160;1;;1;;;;
IMAGES_P;2019;330000332;330780545;M1160;;5;1;0;0;0;0
IMAGES_P;2019;330000332;330780545;N4130;;2;1.7;0;0;;
IMAGES_P;2019;330000332;330780545;NAUT;1;;1;;;;
IMAGES_P;2019;330000340;330780552;M1160;6;0;5.97;0;1;0;0
IMAGES_P;2019;330000340;330780552;N4130;11;2;9.98;0;1;;
IMAGES_P;2019;330000340;330780552;N4160;1;0;1.34;;;;
IMAGES_P;2019;330000340;330780552;NAUT;16;0;14.19;;;;
IMAGES_P;2019;330000555;330781204;M1160;;;;;1;1;1
IMAGES_P;2019;330000555;330781204;N4130;10;;10.15;1;0;;
IMAGES_P;2019;330000555;330781204;N4160;1;;0.4;;;;
IMAGES_P;2019;330000555;330781204;NAUT;4;;4.11;;;;
IMAGES_P;2019;330000571;330781220;M1160;;1;0.74;;0;0;0
IMAGES_P;2019;330000571;330781220;N4130;7;3;9.18;;0;;
IMAGES_P;2019;330000571;330781220;NAUT;6;;4.3;;;;
IMAGES_P;2019;330000589;330027509;M1160;0;1;0.33;0;0;;
IMAGES_P;2019;330000589;330027509;N4130;15;1;15.84;0;1;;
IMAGES_P;2019;330000589;330027509;N4160;0;1;0.75;;;;
IMAGES_P;2019;330000589;330027509;NAUT;10;5;14.32;;;;
IMAGES_P;2019;330000597;330027509;N4130;1;2;2.17;0;0;;
IMAGES_P;2019;330000597;330027509;N4160;0;1;0.25;;;;
IMAGES_P;2019;330000597;330027509;NAUT;1;0;1;;;;
IMAGES_P;2019;330000605;330781253;M1160;13;;10.52;0;1;1;1
IMAGES_P;2019;330000605;330781253;M1210;;1;0.3;0;0;;
IMAGES_P;2019;330000605;330781253;N4130;34;2;33.95;;;;
IMAGES_P;2019;330000605;330781253;N4160;1;;1;;;;
IMAGES_P;2019;330000605;330781253;NAUT;13;2;13.18;;;;
IMAGES_P;2019;330000613;330781261;M1160;1;0;1.02;0;0;0;0
IMAGES_P;2019;330000613;330781261;N4130;5;2;6.42;0;1;;
IMAGES_P;2019;330000613;330781261;N4160;0;1;0.4;;;;
IMAGES_P;2019;330000613;330781261;NAUT;4;0;3.96;;;;
IMAGES_P;2019;330000662;330781329;M1160;5;12;6.4;0;1;;
IMAGES_P;2019;330000662;330781329;M1210;2;1;2.5;0;0;;
IMAGES_P;2019;330000662;330781329;N4130;21;3;18.8;0;1;;
IMAGES_P;2019;330000662;330781329;N4160;1;;1;;;;
IMAGES_P;2019;330000662;330781329;NAUT;20;2;15.54;;;;
IMAGES_P;2019;330780479;330000274;M1160;;19;5;0;1;0;0
IMAGES_P;2019;330780479;330000274;M1210;;3;;0;0;;
IMAGES_P;2019;330780479;330000274;N4130;28;1;28.85;0;1;;
IMAGES_P;2019;330780479;330000274;N4160;3;1;3.91;;;;
IMAGES_P;2019;330780479;330000274;NAUT;15;7;18.89;;;;
IMAGES_P;2019;330780560;330781386;N4130;;1;0.5;0;0;;
IMAGES_P;2019;330781139;330056540;N4130;1;;1;0;0;;
IMAGES_P;2019;330781154;330055542;N4130;;1;0.8;0;0;;
IMAGES_P;2019;330781303;750821092;M1160;1;1;1.5;1;0;0;0
IMAGES_P;2019;330781303;750821092;N4130;15;1;15.86;1;0;;
IMAGES_P;2019;330781303;750821092;N4160;1;0;1;;;;
IMAGES_P;2019;330781303;750821092;NAUT;8;0;7.08;;;;
IMAGES_P;2019;330781352;330781196;M1160;20;2;4.3;0;0;;
IMAGES_P;2019;330781352;330781196;N4130;20;8;24.2;0;0;;
IMAGES_P;2019;330781352;330781196;N4160;4;0;1.75;;;;
IMAGES_P;2019;330781352;330781196;NAUT;13;3;13.29;;;;
IMAGES_P;2019;330781360;330781196;M1160;23;15;27.1;1;1;;
IMAGES_P;2019;330781360;330781196;M1210;5;1;4.3;1;1;;
IMAGES_P;2019;330781360;330781196;N4130;104;42;125.93;;1;;
IMAGES_P;2019;330781360;330781196;N4160;7;;6.94;;;;
IMAGES_P;2019;330781360;330781196;NAUT;76;12;86.31;;;;
IMAGES_P;2019;330781402;330000670;M1160;;5;4.5;0;0;0;0
IMAGES_P;2019;330781402;330000670;N4130;12;;12;0;1;;
IMAGES_P;2019;330781402;330000670;NAUT;7;;7.26;;;;
IMAGES_P;2019;330782582;330000928;M1160;3;;3;0;0;;
IMAGES_P;2019;330783648;330781196;M1160;20;2;17.7;0;0;;
IMAGES_P;2019;330783648;330781196;M1210;13;1;11.8;0;0;;
IMAGES_P;2019;330783648;330781196;N4130;68;22;83.81;0;;;
IMAGES_P;2019;330783648;330781196;N4160;7;;4.75;;;;
IMAGES_P;2019;330783648;330781196;NAUT;54;13;64.6;;;;
IMAGES_P;2019;330802778;310020383;N4130;;1;0.2;0;0;;
IMAGES_P;2019;330804501;330781212;N4130;;1;0.6;0;0;;
IMAGES_P;2019;330804501;330781212;NAUT;;1;0.5;;;;
IMAGES_P;2019;340000033;340780055;M1160;7;5;9.63;;1;1;
IMAGES_P;2019;340000033;340780055;N4130;28;8;31.44;1;;;
IMAGES_P;2019;340000033;340780055;N4160;1;;1;;;;
IMAGES_P;2019;340000033;340780055;NAUT;12;10;18.8;;;;
IMAGES_P;2019;340000207;340780493;M1160;5;0;4.09;0;1;0;0
IMAGES_P;2019;340000207;340780493;M1210;4;3;4.33;0;0;;
IMAGES_P;2019;340000207;340780493;N4130;10;2;9.91;0;0;;
IMAGES_P;2019;340000207;340780493;N4160;1;;0.77;;;;
IMAGES_P;2019;340000207;340780493;NAUT;11;1;7.96;;;;
IMAGES_P;2019;340000215;340780519;N4130;2;3;3.93;0;0;;
IMAGES_P;2019;340000223;340011295;M1160;3;0;3;;;;
IMAGES_P;2019;340000223;340011295;N4130;22;3;21.54;;;;
IMAGES_P;2019;340000223;340011295;NAUT;6;1;5.6;;;;
IMAGES_P;2019;340000439;340780881;N4130;;1;0.17;0;0;;
IMAGES_P;2019;340001064;340013028;M1160;;1;0.4;0;0;0;0
IMAGES_P;2019;340001064;340013028;N4130;;1;0.8;;;;
IMAGES_P;2019;340022979;340000306;M1160;;;;0;0;1;1
IMAGES_P;2019;340022979;340000306;N4130;;;;;1;;
IMAGES_P;2019;340780147;340000108;M1160;;;;0;1;1;1
IMAGES_P;2019;340780154;340000116;M1160;;;;0;1;1;1
IMAGES_P;2019;340780154;340000116;N4130;;;;0;1;;
IMAGES_P;2019;340780212;340796069;N4130;1;0;0.72;0;0;;
IMAGES_P;2019;340780220;340796358;N4130;;1;0.5;0;0;;
IMAGES_P;2019;340780568;340000256;NAUT;1;;0.1;;;;
IMAGES_P;2019;340780642;340785856;M1160;2;7;5.1;0;1;0;1
IMAGES_P;2019;340780642;340785856;N4130;12;;12;0;1;;
IMAGES_P;2019;340780667;340000280;M1160;7;5;9.5;0;1;1;1
IMAGES_P;2019;340780667;340000280;N4130;25;3;27.5;1;1;;
IMAGES_P;2019;340780667;340000280;N4160;3;0;3;;;;
IMAGES_P;2019;340780667;340000280;NAUT;16;5;20;;;;
IMAGES_P;2019;340780675;340000298;M1160;;;;0;1;0;0
IMAGES_P;2019;340780675;340000298;N4130;;;;0;1;;
IMAGES_P;2019;340780741;340000348;M1160;3;0;3;0;1;;
IMAGES_P;2019;340780741;340000348;N4130;5;1;5.5;0;1;;
IMAGES_P;2019;340780741;340000348;N4160;1;0;1;;;;
IMAGES_P;2019;340780741;340000348;NAUT;4;1;4.5;;;;
IMAGES_P;2019;340781608;340015171;N4130;0;1;0.44;0;0;;
IMAGES_P;2019;340782036;340780477;M1160;10;;7.1;0;1;;
IMAGES_P;2019;340782036;340780477;N4130;33;;32.3;;;;
IMAGES_P;2019;340782036;340780477;N4160;1;;1;;;;
IMAGES_P;2019;340782036;340780477;NAUT;2;;1.7;;;;
IMAGES_P;2019;340782085;340780477;M1160;9;1;5.83;0;1;;
IMAGES_P;2019;340782085;340780477;M1210;7;;2.78;0;1;;
IMAGES_P;2019;340782085;340780477;N4130;43;;38.55;;;;
IMAGES_P;2019;340782085;340780477;N4160;1;;1;;;;
IMAGES_P;2019;340782085;340780477;NAUT;6;1;6.27;;;;
IMAGES_P;2019;340785161;340780477;M1160;20;1;10.78;0;1;;
IMAGES_P;2019;340785161;340780477;M1210;5;;2.19;0;1;;
IMAGES_P;2019;340785161;340780477;N4130;67;4;65.7;;;;
IMAGES_P;2019;340785161;340780477;N4160;1;;1.04;;;;
IMAGES_P;2019;340785161;340780477;NAUT;6;;5.42;;;;
IMAGES_P;2019;340796093;340796069;N4130;1;0;0.3;0;0;;
IMAGES_P;2019;340796663;340780477;M1160;16;;10.47;0;1;;
IMAGES_P;2019;340796663;340780477;N4130;38;1;38.72;;;;
IMAGES_P;2019;340796663;340780477;N4160;2;;1.5;;;;
IMAGES_P;2019;340796663;340780477;NAUT;11;2;10.41;;;;
IMAGES_P;2019;350000147;350000022;M1160;;5;4.1;0;1;1;0
IMAGES_P;2019;350000147;350000022;N4130;12;8;19.33;1;1;;
IMAGES_P;2019;350000147;350000022;N4160;0;1;0.5;;;;
IMAGES_P;2019;350000147;350000022;NAUT;14;3;13.64;;;;
IMAGES_P;2019;350000154;350000030;M1160;4;;2.23;;1;1;0
IMAGES_P;2019;350000154;350000030;N4130;14;1;12.04;1;0;;
IMAGES_P;2019;350000154;350000030;N4160;1;;0.5;;;;
IMAGES_P;2019;350000154;350000030;NAUT;13;2;10.52;;;;
IMAGES_P;2019;350000162;350000048;M1160;;1;1.67;0;0;0;0
IMAGES_P;2019;350000162;350000048;N4130;7;4;10.28;1;0;;
IMAGES_P;2019;350000162;350000048;N4160;1;;0.56;;;;
IMAGES_P;2019;350000162;350000048;NAUT;4;1;4.09;;;;
IMAGES_P;2019;350000188;350000055;M1160;1;3;2.16;0;1;1;0
IMAGES_P;2019;350000188;350000055;N4130;9;0;8.92;1;0;;
IMAGES_P;2019;350000188;350000055;N4160;1;0;0.5;;;;
IMAGES_P;2019;350000188;350000055;NAUT;4;0;3.22;;;;
IMAGES_P;2019;350000337;350000246;N4130;1;1;1.2;0;0;;
IMAGES_P;2019;350000741;350005179;M1160;35;12;19.55;1;1;1;1
IMAGES_P;2019;350000741;350005179;N4130;60;26;77.31;1;1;;
IMAGES_P;2019;350000741;350005179;N4160;5;0;4.09;;;;
IMAGES_P;2019;350000741;350005179;NAUT;46;13;47.61;;;;
IMAGES_P;2019;350002200;350029948;N4130;;1;1;0;0;;
IMAGES_P;2019;350002812;350023503;M1160;4;3;3.76;0;0;0;1
IMAGES_P;2019;350002812;350023503;M1210;8;2;5.52;0;0;;
IMAGES_P;2019;350002812;350023503;N4130;22;12;30.67;0;0;;
IMAGES_P;2019;350002812;350023503;N4160;2;0;2;;;;
IMAGES_P;2019;350002812;350023503;NAUT;15;7;19.32;;;;
IMAGES_P;2019;350007084;350005179;M1160;14;3;9.21;;;;
IMAGES_P;2019;350007084;350005179;N4130;15;12;24.89;;;;
IMAGES_P;2019;350007084;350005179;N4160;1;0;1.31;;;;
IMAGES_P;2019;350007084;350005179;NAUT;17;10;21.73;;;;
IMAGES_P;2019;350036299;350036281;N4130;2;3;3;;;;
IMAGES_P;2019;350044764;350036281;N4130;1;1;1.5;;;;
IMAGES_P;2019;360000038;360000046;M1160;1;;1;1;;;
IMAGES_P;2019;360000038;360000046;N4130;4;1;4.7;;;;
IMAGES_P;2019;360000038;360000046;NAUT;2;;1.5;;;;
IMAGES_P;2019;360000137;360000053;M1160;3;2;3.8;;1;0;0
IMAGES_P;2019;360000137;360000053;N4130;37;9;42.88;;;;
IMAGES_P;2019;360000137;360000053;N4160;;2;1.67;;;;
IMAGES_P;2019;360000137;360000053;NAUT;20;1;20.46;;;;
IMAGES_P;2019;360000160;360000053;M1160;1;;1;0;1;;
IMAGES_P;2019;360000160;360000053;N4130;8;;7.6;;;;
IMAGES_P;2019;360000160;360000053;N4160;;2;0.3;;;;
IMAGES_P;2019;360000160;360000053;NAUT;3;2;4.37;;;;
IMAGES_P;2019;370000085;370013468;M1160;;;13.4;0;1;0;
IMAGES_P;2019;370000085;370013468;N4130;;;3.91;0;1;;
IMAGES_P;2019;370000085;370013468;NAUT;;;3.35;;;;
IMAGES_P;2019;370000093;370013468;M1160;14;6;12.17;0;1;0;0
IMAGES_P;2019;370000093;370013468;N4130;;;;0;1;;
IMAGES_P;2019;370000499;370000481;M1160;3;6;4.02;0;1;;
IMAGES_P;2019;370000499;370000481;N4130;14;5;17.3;;;;
IMAGES_P;2019;370000499;370000481;N4160;1;;1;;;;
IMAGES_P;2019;370000499;370000481;NAUT;10;1;8.65;;;;
IMAGES_P;2019;370000531;370000606;M1160;;;;;1;1;1
IMAGES_P;2019;370000531;370000606;M1210;;;;0;1;;
IMAGES_P;2019;370000531;370000606;N4130;;;;0;1;;
IMAGES_P;2019;370000580;370000564;M1160;1;1;0.71;0;0;0;0
IMAGES_P;2019;370000580;370000564;N4130;3;;3;0;1;;
IMAGES_P;2019;370000580;370000564;N4160;1;;0.5;;;;
IMAGES_P;2019;370000580;370000564;NAUT;1;;1.31;;;;
IMAGES_P;2019;370000861;370000481;M1160;17;5;22.05;0;1;;
IMAGES_P;2019;370000861;370000481;M1210;5;1;4.41;;;;
IMAGES_P;2019;370000861;370000481;N4130;47;12;53.2;;;;
IMAGES_P;2019;370000861;370000481;N4160;4;0;3.5;;;;
IMAGES_P;2019;370000861;370000481;NAUT;45;19;52.29;;;;
IMAGES_P;2019;370000879;370000564;M1160;3;1;3.75;0;1;0;0
IMAGES_P;2019;370000879;370000564;N4130;8;3;8.68;0;1;;
IMAGES_P;2019;370000879;370000564;N4160;;;0.5;;;;
IMAGES_P;2019;370000879;370000564;NAUT;2;3;4.19;;;;
IMAGES_P;2019;370000903;370000614;M1160;2;0;2;0;1;1;0
IMAGES_P;2019;370000903;370000614;N4130;6;0;5.58;0;0;;
IMAGES_P;2019;370000903;370000614;N4160;1;0;0;;;;
IMAGES_P;2019;370000903;370000614;NAUT;3;0;3.51;;;;
IMAGES_P;2019;370004467;370000481;M1160;10;;7.66;;1;;
IMAGES_P;2019;370004467;370000481;M1210;1;;1;;;;
IMAGES_P;2019;370004467;370000481;N4130;46;15;54.05;;;;
IMAGES_P;2019;370004467;370000481;N4160;3;0;2.5;;;;
IMAGES_P;2019;370004467;370000481;NAUT;32;14;40.5;;;;
IMAGES_P;2019;370013450;370002149;N4130;;20;2;0;0;;
IMAGES_P;2019;380000018;380780023;N4130;;1;0.7;0;0;;
IMAGES_P;2019;380000026;380780031;M1160;1;2;1.44;0;1;1;1
IMAGES_P;2019;380000026;380780031;N4130;5;2;6.37;0;1;;
IMAGES_P;2019;380000026;380780031;NAUT;1;2;2.44;;;;
IMAGES_P;2019;380000034;380780049;M1160;7;1;6.31;;;;
IMAGES_P;2019;380000034;380780049;N4130;19;10;26.18;;;;
IMAGES_P;2019;380000034;380780049;N4160;1;0;1;;;;
IMAGES_P;2019;380000034;380780049;NAUT;2;0;2.15;;;;
IMAGES_P;2019;380000042;380780056;M1160;0;1;0.91;0;0;0;0
IMAGES_P;2019;380000042;380780056;N4130;3;4;5.88;0;0;;
IMAGES_P;2019;380000042;380780056;NAUT;1;3;2.22;;;;
IMAGES_P;2019;380000059;380780072;M1160;0;1;0.5;0;0;0;0
IMAGES_P;2019;380000059;380780072;N4130;;1;0.5;0;0;;
IMAGES_P;2019;380000059;380780072;NAUT;;1;0.5;;;;
IMAGES_P;2019;380000067;380780080;M1160;24;3;23.2;0;1;1;1
IMAGES_P;2019;380000067;380780080;M1210;5;2;4.6;0;0;;
IMAGES_P;2019;380000067;380780080;N4130;87;30;108.12;1;1;;
IMAGES_P;2019;380000067;380780080;N4160;3;;4.11;;;;
IMAGES_P;2019;380000067;380780080;NAUT;41;14;50.95;;;;
IMAGES_P;2019;380000091;380780171;M1160;;1;0.2;;;;
IMAGES_P;2019;380000091;380780171;N4130;1;2;2.55;;;;
IMAGES_P;2019;380000091;380780171;N4160;;1;0.1;;;;
IMAGES_P;2019;380000091;380780171;NAUT;;1;0.45;;;;
IMAGES_P;2019;380000133;380780247;M1160;;;0.35;0;0;;
IMAGES_P;2019;380000133;380780247;N4130;2;1;2.8;0;0;;
IMAGES_P;2019;380000133;380780247;NAUT;;1;0.8;;;;
IMAGES_P;2019;380000174;380781435;M1160;1;8;4.4;0;1;1;0
IMAGES_P;2019;380000174;380781435;N4130;11;12;20.33;1;0;;
IMAGES_P;2019;380000174;380781435;N4160;1;0;1;;;;
IMAGES_P;2019;380000174;380781435;NAUT;9;6;12.12;;;;
IMAGES_P;2019;380000406;380784751;M1160;3;0;3;;;;
IMAGES_P;2019;380000406;380784751;N4130;10;6;14.53;;;;
IMAGES_P;2019;380000406;380784751;NAUT;9;2;10.41;;;;
IMAGES_P;2019;380020123;380021139;M1160;12;9;18;0;1;1;1
IMAGES_P;2019;380020123;380021139;N4130;4;3;6.29;0;1;;
IMAGES_P;2019;380020123;380021139;N4160;1;0;1;;;;
IMAGES_P;2019;380020123;380021139;NAUT;6;3;7.84;;;;
IMAGES_P;2019;380780288;380019224;N4130;1;;1;0;0;;
IMAGES_P;2019;380780379;380798249;M1160;1;2;0.3;0;0;0;0
IMAGES_P;2019;380780379;380798249;N4130;;1;0.8;0;0;;
IMAGES_P;2019;380780379;380798249;N4160;;1;0.6;;;;
IMAGES_P;2019;380780379;380798249;NAUT;;1;0.6;;;;
IMAGES_P;2019;380782722;380780080;M1160;1;2;1.8;0;0;1;1
IMAGES_P;2019;380782722;380780080;N4130;14;5;18.72;1;1;;
IMAGES_P;2019;380782722;380780080;N4160;1;;1;;;;
IMAGES_P;2019;380782722;380780080;NAUT;3;5;6.5;;;;
IMAGES_P;2019;390000040;390780146;M1160;2;1;1.86;0;1;1;0
IMAGES_P;2019;390000040;390780146;N4130;13;2;17.09;1;0;;
IMAGES_P;2019;390000040;390780146;NAUT;5;2;4.73;;;;
IMAGES_P;2019;390000057;390780153;M1160;0;2;0.15;0;0;1;1
IMAGES_P;2019;390000057;390780153;N4130;2;;2.1;0;0;;
IMAGES_P;2019;390000065;390780161;M1160;;9;0.79;0;1;0;0
IMAGES_P;2019;390000065;390780161;N4130;5;;5.7;0;1;;
IMAGES_P;2019;390000065;390780161;N4160;;1;0.4;;;;
IMAGES_P;2019;390000065;390780161;NAUT;1;;1.08;;;;
IMAGES_P;2019;390000073;390780179;M1160;;1;0.5;0;0;0;0
IMAGES_P;2019;390000073;390780179;N4130;1;;1;0;0;;
IMAGES_P;2019;390000172;250006335;N4130;;1;0.5;0;0;;
IMAGES_P;2019;390000214;390780146;M1160;;2;1.6;0;1;0;0
IMAGES_P;2019;390000214;390780146;N4130;1;2;3.31;0;0;;
IMAGES_P;2019;390000222;390780609;M1160;1;1;0.69;0;0;1;1
IMAGES_P;2019;390000222;390780609;N4130;7;8;12.66;;;;
IMAGES_P;2019;390000222;390780609;N4160;2;;2;;;;
IMAGES_P;2019;390000222;390780609;NAUT;5;1;6.37;;;;
IMAGES_P;2019;400000105;400780193;M1160;7;11;6;0;1;0;0
IMAGES_P;2019;400000105;400780193;N4130;19;6;21.27;1;0;;
IMAGES_P;2019;400000105;400780193;NAUT;9;6;11.96;;;;
IMAGES_P;2019;400000139;400011177;M1160;4;1;4.69;1;1;;
IMAGES_P;2019;400000139;400011177;M1210;3;0;3;0;0;;
IMAGES_P;2019;400000139;400011177;N4130;24;15;32.21;;;;
IMAGES_P;2019;400000139;400011177;N4160;0;2;1.26;;;;
IMAGES_P;2019;400000139;400011177;NAUT;12;13;17.32;;;;
IMAGES_P;2019;400780250;400011177;N4130;0;0;0.28;0;0;;
IMAGES_P;2019;400782769;400014213;M1160;3;1;2.5;1;1;1;0
IMAGES_P;2019;400782769;400014213;N4130;2;2;3;1;1;;
IMAGES_P;2019;400782769;400014213;NAUT;5;0;5;;;;
IMAGES_P;2019;400791018;400790994;N4130;1;;1;0;0;;
IMAGES_P;2019;410000020;410000087;M1160;0;7;5.2;1;0;0;1
IMAGES_P;2019;410000020;410000087;N4130;0;32;29.44;1;0;;
IMAGES_P;2019;410000020;410000087;NAUT;0;6;5.8;;;;
IMAGES_P;2019;410000038;410000095;N4130;3;1;3.88;;;;
IMAGES_P;2019;410000046;410000103;M1160;2;1;2.26;0;1;0;1
IMAGES_P;2019;410000046;410000103;N4130;14;1;14.04;1;0;;
IMAGES_P;2019;410000046;410000103;N4160;1;0;1;;;;
IMAGES_P;2019;410000046;410000103;NAUT;2;2;3.55;;;;
IMAGES_P;2019;410000053;410000111;N4130;1;0;1;0;0;;
IMAGES_P;2019;420000010;420780033;M1160;4;1;3.98;0;1;0;0
IMAGES_P;2019;420000010;420780033;N4130;19;5;20.66;0;1;;
IMAGES_P;2019;420000010;420780033;NAUT;10;3;11.68;;;;
IMAGES_P;2019;420000226;420013831;M1160;0;4;1.6;0;1;1;0
IMAGES_P;2019;420000226;420013831;N4130;4;7;9.12;0;1;;
IMAGES_P;2019;420000226;420013831;N4160;;1;0.58;;;;
IMAGES_P;2019;420000226;420013831;NAUT;2;5;4.43;;;;
IMAGES_P;2019;420000234;420780652;M1160;4;;4;0;;0;0
IMAGES_P;2019;420000234;420780652;N4130;10;8;15.05;1;0;;
IMAGES_P;2019;420000234;420780652;N4160;1;;0.99;;;;
IMAGES_P;2019;420000234;420780652;NAUT;3;6;5.35;;;;
IMAGES_P;2019;420000242;420780660;N4130;;1;0.1;0;0;;
IMAGES_P;2019;420000267;420013831;M1160;1;3;1.17;0;1;0;0
IMAGES_P;2019;420000267;420013831;N4130;0;12;7.46;0;1;;
IMAGES_P;2019;420000267;420013831;N4160;0;2;0.32;;;;
IMAGES_P;2019;420000267;420013831;NAUT;;8;3.58;;;;
IMAGES_P;2019;420010241;420013492;M1160;0;7;1.64;0;0;0;0
IMAGES_P;2019;420010241;420013492;N4130;1;4;4.5;0;0;;
IMAGES_P;2019;420010241;420013492;N4160;1;0;1;;;;
IMAGES_P;2019;420010241;420013492;NAUT;1;6;3.83;;;;
IMAGES_P;2019;420011413;420011405;M1160;7;23;23;0;1;1;0
IMAGES_P;2019;420011413;420011405;M1210;2;3;2.2;0;0;;
IMAGES_P;2019;420011413;420011405;N4130;18;6;21.59;0;1;;
IMAGES_P;2019;420011413;420011405;N4160;2;;2;;;;
IMAGES_P;2019;420011413;420011405;NAUT;17;9;21.54;;;;
IMAGES_P;2019;420780504;420000135;M1160;6;5;7.75;0;1;;
IMAGES_P;2019;420780504;420000135;N4130;18;5;20.5;0;1;;
IMAGES_P;2019;420780504;420000135;N4160;2;0;2;;;;
IMAGES_P;2019;420780504;420000135;NAUT;14;6;17;;;;
IMAGES_P;2019;420780637;420002495;M1160;0;2;0.55;0;1;0;0
IMAGES_P;2019;420780637;420002495;N4130;13;0;11.66;0;0;;
IMAGES_P;2019;420780637;420002495;NAUT;12;2;5.11;;;;
IMAGES_P;2019;420780678;420002495;N4130;1;0;0.1;0;0;;
IMAGES_P;2019;420782559;420784878;M1160;1;0;0.1;0;0;0;0
IMAGES_P;2019;420782559;420784878;N4130;2;0;1.95;1;1;;
IMAGES_P;2019;420782567;420784878;N4130;1;;1;1;1;;
IMAGES_P;2019;420782567;420784878;NAUT;1;;1;;;;
IMAGES_P;2019;420785354;420784878;M1160;13;4;7.35;0;1;;
IMAGES_P;2019;420785354;420784878;M1210;7;0;4.26;0;0;;
IMAGES_P;2019;420785354;420784878;N4130;67;16;79.74;1;1;;
IMAGES_P;2019;420785354;420784878;N4160;3;0;3;;;;
IMAGES_P;2019;420785354;420784878;NAUT;31;4;31.89;;;;
IMAGES_P;2019;430000117;430000018;M1160;3;4;5.35;0;1;0;0
IMAGES_P;2019;430000117;430000018;N4130;23;6;25.81;1;0;;
IMAGES_P;2019;430000117;430000018;N4160;1;0;0.99;;;;
IMAGES_P;2019;430000117;430000018;NAUT;8;8;12.31;;;;
IMAGES_P;2019;430000190;430000034;M1160;1;;1.21;;;;
IMAGES_P;2019;430000190;430000034;N4130;5;4;7.12;;;;
IMAGES_P;2019;430000190;430000034;NAUT;5;2;4.6;;;;
IMAGES_P;2019;440000016;440000057;M1160;6;;5.41;1;0;0;0
IMAGES_P;2019;440000016;440000057;N4130;22;22;39.51;;;;
IMAGES_P;2019;440000016;440000057;N4160;1;;1;;;;
IMAGES_P;2019;440000016;440000057;NAUT;11;5;16.1;;;;
IMAGES_P;2019;440000271;440000289;M1160;31;16;16.65;1;1;;
IMAGES_P;2019;440000271;440000289;M1210;5;2;2.05;0;0;;
