BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2019;140000555;140000639;N4160;1;0;1;;;;
IMAGES_P;2019;140000555;140000639;NAUT;16;3;20.1;;;;
IMAGES_P;2019;140002452;140025800;M1160;;6;1.23;;;;
IMAGES_P;2019;140002452;140025800;N4130;2;7;4.43;;;;
IMAGES_P;2019;140002452;140025800;N4160;;1;0.25;;;;
IMAGES_P;2019;140002452;140025800;NAUT;;11;3.53;;;;
IMAGES_P;2019;140017237;140003278;M1160;3;6;8;0;1;0;0
IMAGES_P;2019;140017237;140003278;N4130;10;1;10.8;0;;;
IMAGES_P;2019;140017237;140003278;N4160;1;0;1;;;;
IMAGES_P;2019;140017237;140003278;NAUT;6;2;7.3;;;;
IMAGES_P;2019;140024886;140000092;M1160;;6;2.1;0;1;;
IMAGES_P;2019;140024886;140000092;N4130;5;3;4.67;0;1;;
IMAGES_P;2019;140024886;140000092;N4160;1;1;1.2;;;;
IMAGES_P;2019;140024886;140000092;NAUT;1;1;1.76;;;;
IMAGES_P;2019;150000032;150780088;M1160;2;0;2;0;0;0;0
IMAGES_P;2019;150000032;150780088;N4130;8;1;8.63;0;0;;
IMAGES_P;2019;150000032;150780088;N4160;1;;1;;;;
IMAGES_P;2019;150000032;150780088;NAUT;11;;11.36;;;;
IMAGES_P;2019;150000040;150780096;M1160;4;;3.12;0;1;1;1
IMAGES_P;2019;150000040;150780096;N4130;17;2;17.59;0;0;;
IMAGES_P;2019;150000040;150780096;N4160;;1;0.9;;;;
IMAGES_P;2019;150000040;150780096;NAUT;7;4;9.93;;;;
IMAGES_P;2019;150000164;150780468;N4130;4;4;4;;1;;
IMAGES_P;2019;150000180;150780500;N4130;1;;0.2;0;0;;
IMAGES_P;2019;150000180;150780500;NAUT;1;;1;;;;
IMAGES_P;2019;150780120;150000065;N4130;;1;0.5;0;0;;
IMAGES_P;2019;150780732;150000271;M1160;5;;5;0;1;0;0
IMAGES_P;2019;150780732;150000271;M1210;;2;1.6;0;0;;
IMAGES_P;2019;160000170;160000204;M1160;;13;1;;;1;1
IMAGES_P;2019;160000253;160000451;M1160;9;;8.72;1;0;0;1
IMAGES_P;2019;160000253;160000451;M1210;2;1;2.88;;;;
IMAGES_P;2019;160000253;160000451;N4130;38;5;38.64;1;1;;
IMAGES_P;2019;160000253;160000451;N4160;1;1;1.8;;;;
IMAGES_P;2019;160000253;160000451;NAUT;17;5;17.39;;;;
IMAGES_P;2019;160000303;160006037;M1160;3;;3;;1;0;0
IMAGES_P;2019;160000303;160006037;N4130;6;3;6.12;;1;;
IMAGES_P;2019;160000303;160006037;N4160;;1;0.2;;;;
IMAGES_P;2019;160000303;160006037;NAUT;3;0;3.05;;;;
IMAGES_P;2019;160000311;160000485;M1160;3;;3;0;1;0;0
IMAGES_P;2019;160000311;160000485;N4130;8;;7.9;0;1;;
IMAGES_P;2019;160000311;160000485;NAUT;4;;1.71;;;;
IMAGES_P;2019;160000337;160000493;M1160;2;;2;0;1;0;0
IMAGES_P;2019;160000337;160000493;N4130;5;2;6.17;;;;
IMAGES_P;2019;160015368;160014411;M1160;2;;2.18;0;1;0;0
IMAGES_P;2019;160015368;160014411;N4130;9;;10.18;0;1;;
IMAGES_P;2019;160015368;160014411;N4160;1;;0.49;;;;
IMAGES_P;2019;160015368;160014411;NAUT;5;;5;;;;
IMAGES_P;2019;170000038;170780050;M1160;;3;2.03;0;1;1;0
IMAGES_P;2019;170000038;170780050;N4130;9;;8.99;0;1;;
IMAGES_P;2019;170000038;170780050;NAUT;;2;0.11;;;;
IMAGES_P;2019;170000087;170024194;M1160;7;1;7.8;0;;;
IMAGES_P;2019;170000087;170024194;N4130;30;10;34.24;;;;
IMAGES_P;2019;170000087;170024194;N4160;3;;2.82;;;;
IMAGES_P;2019;170000087;170024194;NAUT;23;2;21.68;;;;
IMAGES_P;2019;170000095;170780167;M1160;;1;0.57;0;1;0;0
IMAGES_P;2019;170000095;170780167;N4130;6;1;6.75;0;0;;
IMAGES_P;2019;170000095;170780167;NAUT;2;2;3.21;;;;
IMAGES_P;2019;170000103;170780175;M1160;2;5;4.26;0;1;0;0
IMAGES_P;2019;170000103;170780175;M1210;0;0;0;0;1;;
IMAGES_P;2019;170000103;170780175;N4130;19;1;19.12;0;0;;
IMAGES_P;2019;170000103;170780175;NAUT;3;0;1.6;;;;
IMAGES_P;2019;170000129;170780191;M1160;1;6;2.44;0;1;1;1
IMAGES_P;2019;170000129;170780191;N4130;6;2;8.64;0;1;;
IMAGES_P;2019;170000129;170780191;N4160;1;;1;;;;
IMAGES_P;2019;170000129;170780191;NAUT;11;3;6.85;;;;
IMAGES_P;2019;170000152;170780225;M1160;5;3;5.52;0;1;1;1
IMAGES_P;2019;170000152;170780225;N4130;17;5;19.34;;1;;
IMAGES_P;2019;170000152;170780225;N4160;1;;0.96;;;;
IMAGES_P;2019;170000152;170780225;NAUT;8;2;10.74;;;;
IMAGES_P;2019;170000178;170780266;M1160;;1;0.01;0;0;0;0
IMAGES_P;2019;170000178;170780266;N4130;;1;0.4;0;0;;
IMAGES_P;2019;170780563;170000251;M1160;2;;2;;;;
IMAGES_P;2019;170780563;170000251;N4130;6;;6;;;;
IMAGES_P;2019;170780563;170000251;N4160;1;;1;;;;
IMAGES_P;2019;170780563;170000251;NAUT;6;;6;;;;
IMAGES_P;2019;170780621;170000285;M1160;;6;0.5;0;0;1;1
IMAGES_P;2019;170780621;170000285;N4130;;5;1.73;0;0;;
IMAGES_P;2019;180000010;180000028;M1160;2;1;4.59;0;1;0;0
IMAGES_P;2019;180000010;180000028;N4130;17;12;32.37;1;1;;
IMAGES_P;2019;180000010;180000028;N4160;1;;1;;;;
IMAGES_P;2019;180000010;180000028;NAUT;11;3;13.21;;;;
IMAGES_P;2019;180000200;180000051;M1160;1;1;1.1;1;1;0;0
IMAGES_P;2019;180000200;180000051;M1210;0;0;0;1;1;;
IMAGES_P;2019;180000200;180000051;N4130;11;2;11.95;;;;
IMAGES_P;2019;180000200;180000051;N4160;0;1;0.2;;;;
IMAGES_P;2019;180000200;180000051;NAUT;3;2;3.74;;;;
IMAGES_P;2019;180000283;180000069;M1160;1;;0.88;0;1;1;1
IMAGES_P;2019;180000283;180000069;N4130;5;;5;1;0;;
IMAGES_P;2019;180000283;180000069;NAUT;2;;2;;;;
IMAGES_P;2019;180000358;180000739;M1160;1;;1;0;0;;
IMAGES_P;2019;180000358;180000739;N4130;2;;2;0;0;;
IMAGES_P;2019;180000358;180000739;N4160;1;;1;;;;
IMAGES_P;2019;180000358;180000739;NAUT;1;;1;;;;
IMAGES_P;2019;190000018;190000042;M1160;8;2;3.97;0;1;;
IMAGES_P;2019;190000018;190000042;N4130;16;6;20.43;;;;
IMAGES_P;2019;190000018;190000042;N4160;1;;0.9;;;;
IMAGES_P;2019;190000018;190000042;NAUT;8;4;10.33;;;;
IMAGES_P;2019;190000026;190000059;M1160;3;;3.25;0;1;1;0
IMAGES_P;2019;190000026;190000059;N4130;13;3;16.05;1;0;;
IMAGES_P;2019;190000026;190000059;N4160;1;;1;;;;
IMAGES_P;2019;190000026;190000059;NAUT;;6;6.78;;;;
IMAGES_P;2019;190000091;190000075;M1160;2;0;2.42;0;1;;
IMAGES_P;2019;190000091;190000075;N4130;6;3;7.71;0;1;;
IMAGES_P;2019;190000091;190000075;N4160;1;0;1;;;;
IMAGES_P;2019;190000091;190000075;NAUT;5;1;5.76;;;;
IMAGES_P;2019;190000224;190000901;M1160;1;7;4.75;;;;
IMAGES_P;2019;190000224;190000901;M1210;3;2;3.5;;;;
IMAGES_P;2019;210780789;210003208;M1160;3;27;5.7;0;1;0;0
IMAGES_P;2019;210780789;210003208;N4130;3;;3;0;1;;
IMAGES_P;2019;210780789;210003208;NAUT;2;;2;;;;
IMAGES_P;2019;210987558;210780581;M1160;19;2;13.26;0;1;1;1
IMAGES_P;2019;210987558;210780581;M1210;1;;0.5;0;1;;
IMAGES_P;2019;210987558;210780581;N4130;70;14;73.08;1;1;;
IMAGES_P;2019;210987558;210780581;N4160;3;1;3.9;;;;
IMAGES_P;2019;210987558;210780581;NAUT;40;;29.6;;;;
IMAGES_P;2019;210987632;210780607;M1160;;1;0.2;0;0;0;0
IMAGES_P;2019;210987632;210780607;N4130;;1;0.86;0;0;;
IMAGES_P;2019;210987657;210012175;M1160;3;2;2.96;0;0;1;1
IMAGES_P;2019;210987657;210012175;N4130;10;2;11.3;;;;
IMAGES_P;2019;210987657;210012175;N4160;1;;1;;;;
IMAGES_P;2019;210987657;210012175;NAUT;6;;6.44;;;;
IMAGES_P;2019;210987665;210012142;M1160;1;;0.83;1;1;0;0
IMAGES_P;2019;210987665;210012142;N4130;3;;3.42;0;0;;
IMAGES_P;2019;210987665;210012142;NAUT;;;0.57;;;;
IMAGES_P;2019;210987673;210012142;M1160;0;;0.36;1;1;;
IMAGES_P;2019;210987673;210012142;N4130;3;2;4.56;;;;
IMAGES_P;2019;210987673;210012142;NAUT;;;0.07;;;;
IMAGES_P;2019;210987681;210012142;M1160;;2;0.52;;;;
IMAGES_P;2019;210987681;210012142;N4130;1;1;2.15;;;;
IMAGES_P;2019;210987681;210012142;NAUT;;;0.07;;;;
IMAGES_P;2019;210987699;210780706;M1160;1;2;4.06;0;1;0;0
IMAGES_P;2019;210987699;210780706;N4130;10;2;11.59;1;0;;
IMAGES_P;2019;210987699;210780706;N4160;1;0;1;;;;
IMAGES_P;2019;210987699;210780706;NAUT;5;1;6.05;;;;
IMAGES_P;2019;210987731;210780417;M1160;7;3;5.63;0;1;;
IMAGES_P;2019;210987731;210780417;M1210;3;7;7;0;1;;
IMAGES_P;2019;210987731;210780417;N4130;23;5;24.7;0;0;;
IMAGES_P;2019;210987731;210780417;N4160;3;;2.9;;;;
IMAGES_P;2019;210987731;210780417;NAUT;23;5;24.32;;;;
IMAGES_P;2019;220000012;220000020;M1160;9;0;7.83;1;0;1;0
IMAGES_P;2019;220000012;220000020;M1210;3;2;4.16;0;0;;
IMAGES_P;2019;220000012;220000020;N4130;35;24;47.21;;;;
IMAGES_P;2019;220000012;220000020;N4160;3;;2.9;;;;
IMAGES_P;2019;220000012;220000020;NAUT;23;5;27.15;;;;
IMAGES_P;2019;220000095;220000046;M1160;0;0;0;0;1;0;0
IMAGES_P;2019;220000095;220000046;N4130;9;8;14.77;1;0;;
IMAGES_P;2019;220000095;220000046;N4160;0;1;0.5;;;;
IMAGES_P;2019;220000095;220000046;NAUT;6;0;6.49;;;;
IMAGES_P;2019;220000111;220000376;M1160;;1;0.6;0;0;0;0
IMAGES_P;2019;220000111;220000376;N4130;2;1;2.93;0;0;;
IMAGES_P;2019;220000343;220000079;M1160;2;0;1;0;0;0;0
IMAGES_P;2019;220000343;220000079;N4130;14;4;16.1;1;1;;
IMAGES_P;2019;220000343;220000079;N4160;0;1;0.8;;;;
IMAGES_P;2019;220000343;220000079;NAUT;1;1;1.9;;;;
IMAGES_P;2019;220000368;220000103;M1160;;4;3.38;0;1;1;1
IMAGES_P;2019;220000368;220000103;N4130;7;10;14.71;1;0;;
IMAGES_P;2019;220000368;220000103;N4160;;1;0.93;;;;
IMAGES_P;2019;220000368;220000103;NAUT;10;3;12.31;;;;
IMAGES_P;2019;220000541;220000152;M1160;2;1;3.18;0;1;1;1
IMAGES_P;2019;220000541;220000152;N4130;10;;10.31;1;;;
IMAGES_P;2019;220000541;220000152;N4160;1;1;1.2;;;;
IMAGES_P;2019;220000541;220000152;NAUT;2;2;3.4;;;;
IMAGES_P;2019;220001259;220005045;N4130;2;1;2.16;;;;
IMAGES_P;2019;220001259;220005045;NAUT;1;1;0.37;;;;
IMAGES_P;2019;230000820;230780041;M1160;1;1;1.43;0;0;0;0
IMAGES_P;2019;230000820;230780041;N4130;15;2;16.2;0;0;;
IMAGES_P;2019;230000820;230780041;N4160;1;;0.7;;;;
IMAGES_P;2019;230000820;230780041;NAUT;5;;4.3;;;;
IMAGES_P;2019;230000846;230780066;N4130;1;1;1.8;0;1;;
IMAGES_P;2019;230000846;230780066;N4160;1;;1;;;;
IMAGES_P;2019;230004657;230780058;M1160;1;1;1.75;0;1;0;0
IMAGES_P;2019;230004657;230780058;N4130;2;2;3.7;0;1;;
IMAGES_P;2019;230004657;230780058;NAUT;2;1;2.8;;;;
IMAGES_P;2019;230780082;750005068;N4130;1;1;1.8;;;;
IMAGES_P;2019;230782617;920028560;N4130;;1;0.2;0;0;;
IMAGES_P;2019;240000372;240000059;M1160;2;0;2.11;0;1;0;0
IMAGES_P;2019;240000372;240000059;N4130;13;4;16.2;1;0;;
IMAGES_P;2019;240000372;240000059;N4160;0;1;0.58;;;;
IMAGES_P;2019;240000372;240000059;NAUT;7;4;9.02;;;;
IMAGES_P;2019;240000489;240000117;M1160;3;4;5.23;0;1;0;0
IMAGES_P;2019;240000489;240000117;N4130;27;4;29.91;1;;;
IMAGES_P;2019;240000489;240000117;N4160;2;0;1.3;;;;
IMAGES_P;2019;240000489;240000117;NAUT;20;2;21.04;;;;
IMAGES_P;2019;240000687;240000448;M1160;1;;1;;;;
IMAGES_P;2019;240000687;240000448;N4130;15;;15.25;;;;
IMAGES_P;2019;240000687;240000448;N4160;;1;0.6;;;;
IMAGES_P;2019;240000687;240000448;NAUT;;4;4.04;;;;
IMAGES_P;2019;250000700;250000452;M1160;;2;1.48;;;0;0
IMAGES_P;2019;250000700;250000452;N4130;5;8;9.59;;;;
IMAGES_P;2019;250000700;250000452;N4160;1;;1;;;;
IMAGES_P;2019;250000700;250000452;NAUT;;1;0.13;;;;
IMAGES_P;2019;250000718;250000460;N4130;;2;0.63;0;0;;
IMAGES_P;2019;250004009;900000365;M1160;0;0;0.2;0;0;;
IMAGES_P;2019;250004009;900000365;N4130;10;6;14.71;;;;
IMAGES_P;2019;250006954;250000015;M1160;7;33;18.98;0;1;1;1
IMAGES_P;2019;250006954;250000015;M1210;1;5;1.71;0;0;;
IMAGES_P;2019;250006954;250000015;N4130;54;31;79.39;1;1;;
IMAGES_P;2019;250006954;250000015;N4160;3;0;3;;;;
IMAGES_P;2019;250006954;250000015;NAUT;36;9;43.19;;;;
IMAGES_P;2019;260000013;260000021;M1160;9;6;12;1;0;1;1
IMAGES_P;2019;260000013;260000021;M1210;5;2;3.44;0;0;;
IMAGES_P;2019;260000013;260000021;N4130;28;31;53.1;1;1;;
IMAGES_P;2019;260000013;260000021;N4160;2;1;2.96;;;;
IMAGES_P;2019;260000013;260000021;NAUT;13;50;32.01;;;;
IMAGES_P;2019;260000120;260016910;M1160;6;;4.82;0;1;;
IMAGES_P;2019;260000120;260016910;N4130;15;;15.02;0;0;;
IMAGES_P;2019;260000120;260016910;N4160;1;;0.75;;;;
IMAGES_P;2019;260000120;260016910;NAUT;3;3;6.72;;;;
IMAGES_P;2019;260000138;260000047;M1160;5;2;5.62;0;1;0;0
IMAGES_P;2019;260000138;260000047;N4130;10;12;18.74;1;0;;
IMAGES_P;2019;260000138;260000047;N4160;1;0;1;;;;
IMAGES_P;2019;260000138;260000047;NAUT;3;3;5.81;;;;
IMAGES_P;2019;260000146;260000054;M1160;;;0.64;0;0;0;0
IMAGES_P;2019;260000146;260000054;N4130;1;6;5.06;0;1;;
IMAGES_P;2019;260000146;260000054;NAUT;2;;2;;;;
IMAGES_P;2019;260000195;260006770;N4130;1;;0.6;;;;
IMAGES_P;2019;260000203;260016910;M1160;;1;0.4;0;0;;
IMAGES_P;2019;260000203;260016910;N4130;3;;3;0;0;;
IMAGES_P;2019;260000203;260016910;N4160;;1;0.25;;;;
IMAGES_P;2019;260000237;260000088;M1160;;;;;;;1
IMAGES_P;2019;260000237;260000088;N4130;1;;0.54;0;0;;
IMAGES_P;2019;260000278;260000096;M1160;;;;;;0;1
IMAGES_P;2019;260000278;260000096;N4130;;1;0.24;0;0;;
IMAGES_P;2019;260000286;260000104;M1160;;1;0.12;0;0;1;1
IMAGES_P;2019;260000286;260000104;N4130;6;3;8.25;0;0;;
IMAGES_P;2019;260000286;260000104;N4160;1;;0.5;;;;
IMAGES_P;2019;260000286;260000104;NAUT;1;;1;;;;
IMAGES_P;2019;260000302;260000161;M1160;3;2;0.67;0;0;0;1
IMAGES_P;2019;260000302;260000161;NAUT;3;1;3.23;;;;
IMAGES_P;2019;260006267;070000245;M1160;9;2;10.5;0;0;;
IMAGES_P;2019;260006267;070000245;N4130;;20;15;0;0;;
IMAGES_P;2019;260006267;070000245;N4160;;3;2;;;;
IMAGES_P;2019;260006267;070000245;NAUT;;11;9;;;;
IMAGES_P;2019;270000045;270000060;M1160;0;3;1.29;0;1;0;0
IMAGES_P;2019;270000045;270000060;N4130;6;1;6.64;0;1;;
IMAGES_P;2019;270000045;270000060;N4160;1;;1;;;;
IMAGES_P;2019;270000045;270000060;NAUT;2;1;3.2;;;;
IMAGES_P;2019;270000359;270023724;M1160;1;10;6.58;1;0;0;1
IMAGES_P;2019;270000359;270023724;N4130;26;3;28.27;;;;
IMAGES_P;2019;270000359;270023724;N4160;1;;1;;;;
IMAGES_P;2019;270000359;270023724;NAUT;14;1;14.04;;;;
IMAGES_P;2019;270000367;270000086;M1160;0;4;2.5;0;1;0;0
IMAGES_P;2019;270000367;270000086;N4130;8;1;8.45;0;1;;
IMAGES_P;2019;270000367;270000086;NAUT;3;1;3.8;;;;
IMAGES_P;2019;270000391;760024042;M1160;2;;0.15;;;;
IMAGES_P;2019;270000391;760024042;N4130;1;2;2.7;;;;
IMAGES_P;2019;270000391;760024042;N4160;;1;0.2;;;;
IMAGES_P;2019;270000391;760024042;NAUT;1;;1;;;;
IMAGES_P;2019;270000425;270000102;M1160;;1;0.4;;;;
IMAGES_P;2019;270000425;270000102;N4130;3;4;6.86;;;;
IMAGES_P;2019;270000425;270000102;N4160;;3;0.35;;;;
IMAGES_P;2019;270000425;270000102;NAUT;1;8;6.19;;;;
IMAGES_P;2019;270000441;270000110;M1160;;3;1;0;1;0;0
IMAGES_P;2019;270000441;270000110;N4130;9;;6.16;0;1;;
IMAGES_P;2019;270000441;270000110;NAUT;2;;1.12;;;;
IMAGES_P;2019;270000458;270023724;M1160;1;4;2.58;1;0;0;1
IMAGES_P;2019;270000458;270023724;N4130;17;4;18.78;1;0;;
IMAGES_P;2019;270000458;270023724;NAUT;9;;9.18;;;;
IMAGES_P;2019;270000912;750814030;M1160;;1;0.1;0;0;0;0
IMAGES_P;2019;270000912;750814030;N4130;1;1;1.6;0;0;;
IMAGES_P;2019;270000912;750814030;NAUT;;1;0.7;;;;
IMAGES_P;2019;280000084;280000183;M1160;4;6;5.81;0;1;0;0
IMAGES_P;2019;280000084;280000183;N4130;20;5;22.12;1;1;;
IMAGES_P;2019;280000084;280000183;N4160;1;;1;;;;
IMAGES_P;2019;280000084;280000183;NAUT;12;;11.62;;;;
IMAGES_P;2019;280000449;920030269;M1160;;1;0.1;;1;;
IMAGES_P;2019;280000662;280500075;M1160;1;;1.27;0;1;0;0
IMAGES_P;2019;280000662;280500075;N4130;5;5;8.98;0;1;;
IMAGES_P;2019;280000662;280500075;NAUT;5;1;5.8;;;;
IMAGES_P;2019;280007121;720002294;M1210;;4;1.05;0;0;;
IMAGES_P;2019;280007121;720002294;N4130;;9;4.01;0;0;;
IMAGES_P;2019;280007121;720002294;N4160;;1;0.2;;;;
IMAGES_P;2019;280007121;720002294;NAUT;;6;3.26;;;;
IMAGES_P;2019;280502998;280000589;M1160;;3;2.87;0;1;;
IMAGES_P;2019;280502998;280000589;N4130;4;3;6.83;0;1;;
IMAGES_P;2019;280502998;280000589;N4160;;1;0.35;;;;
IMAGES_P;2019;280502998;280000589;NAUT;4;1;4.08;;;;
IMAGES_P;2019;280504267;280000134;M1160;6;4;8.13;0;1;1;1
IMAGES_P;2019;280504267;280000134;N4130;26;10;33.31;0;1;;
IMAGES_P;2019;280504267;280000134;N4160;1;;1;;;;
IMAGES_P;2019;280504267;280000134;NAUT;24;5;26.75;;;;
IMAGES_P;2019;290000025;290020700;M1160;12;1;10.45;1;0;1;1
IMAGES_P;2019;290000025;290020700;N4130;25;16;39.25;1;1;;
IMAGES_P;2019;290000025;290020700;N4160;2;1;2.07;;;;
IMAGES_P;2019;290000025;290020700;NAUT;13;8;16.7;;;;
IMAGES_P;2019;290000033;290021542;M1160;3;3;5.39;0;1;0;1
IMAGES_P;2019;290000033;290021542;N4130;14;10;21.76;;;;
IMAGES_P;2019;290000033;290021542;NAUT;15;6;19.96;;;;
IMAGES_P;2019;290000058;290000017;M1160;3;1;4.29;0;1;0;0
IMAGES_P;2019;290000066;290020700;M1160;;11;1.62;0;0;0;0
IMAGES_P;2019;290000066;290020700;N4130;2;2;3.51;0;0;;
IMAGES_P;2019;290000066;290020700;NAUT;1;1;1.77;;;;
IMAGES_P;2019;290000173;290000041;M1160;;1;1.4;0;0;0;0
IMAGES_P;2019;290000173;290000041;N4130;8;4;11.23;;;;
IMAGES_P;2019;290000173;290000041;N4160;;1;0.4;;;;
IMAGES_P;2019;290000173;290000041;NAUT;2;1;3.87;;;;
IMAGES_P;2019;290000181;290000074;M1160;1;1;2.44;0;1;0;0
IMAGES_P;2019;290000181;290000074;N4130;8;0;8.48;0;1;;
IMAGES_P;2019;290000181;290000074;N4160;1;0;0.5;;;;
IMAGES_P;2019;290000181;290000074;NAUT;1;0;1;;;;
IMAGES_P;2019;290000207;290000520;NAUT;1;;0.01;;;;
IMAGES_P;2019;290000256;290000017;M1160;;;;0;1;0;0
IMAGES_P;2019;290000256;290000017;N4130;7;7;12.28;;;;
IMAGES_P;2019;290000256;290000017;N4160;;1;0.5;;;;
IMAGES_P;2019;290000256;290000017;NAUT;1;5;2.49;;;;
IMAGES_P;2019;290000728;750821092;M1160;;7;2.91;0;1;0;1
IMAGES_P;2019;290000728;750821092;N4130;14;3;14.87;1;0;;
IMAGES_P;2019;290000728;750821092;N4160;;1;0.95;;;;
IMAGES_P;2019;290000728;750821092;NAUT;5;1;5.78;;;;
IMAGES_P;2019;290000785;220020739;M1160;2;;3.09;;0;0;0
IMAGES_P;2019;290000785;220020739;N4130;8;1;9.32;0;1;;
IMAGES_P;2019;290000785;220020739;N4160;1;;1;;;;
IMAGES_P;2019;290000785;220020739;NAUT;5;2;5.94;;;;
IMAGES_P;2019;290000934;560005746;M1160;;3;0.92;0;0;0;0
IMAGES_P;2019;290000934;560005746;N4130;9;;9;;;;
IMAGES_P;2019;290000934;560005746;N4160;1;;0.7;;;;
IMAGES_P;2019;290000934;560005746;NAUT;5;1;5;;;;
IMAGES_P;2019;290000975;290000546;N4130;1;1;1.75;;;;
IMAGES_P;2019;290004324;290000017;M1160;;;;1;1;1;1
IMAGES_P;2019;290004324;290000017;N4130;45;18;54.31;1;1;;
IMAGES_P;2019;290004324;290000017;N4160;1;3;3.64;;;;
IMAGES_P;2019;290004324;290000017;NAUT;20;5;21.3;;;;
IMAGES_P;2019;290019777;290022508;M1160;3;;3;0;1;;
IMAGES_P;2019;290019777;290022508;N4130;3;;3.07;0;1;;
IMAGES_P;2019;290019777;290022508;NAUT;2;;0.89;;;;
IMAGES_P;2019;2A0000022;2A0000014;M1160;1;3;3.74;0;1;0;0
IMAGES_P;2019;2A0000022;2A0000014;N4130;6;21;25.03;1;1;;
IMAGES_P;2019;2A0000022;2A0000014;N4160;1;;1;;;;
IMAGES_P;2019;2A0000022;2A0000014;NAUT;14;9;22.61;;;;
IMAGES_P;2019;2A0000139;2A0000063;M1160;3;;3;0;1;0;0
IMAGES_P;2019;2A0000154;2A0000204;M1160;2;2;2.5;0;1;1;0
IMAGES_P;2019;2A0000154;2A0000204;N4130;4;2;5.3;0;1;;
IMAGES_P;2019;2A0000154;2A0000204;N4160;1;;1;;;;
IMAGES_P;2019;2A0000154;2A0000204;NAUT;5;1;5.5;;;;
IMAGES_P;2019;2A0000212;2A0000170;N4130;1;2;2.5;;1;;
IMAGES_P;2019;2A0002614;2A0002606;N4130;3;;3.27;;;;
IMAGES_P;2019;2B0000012;2B0000020;M1160;4;6;5.69;0;1;0;0
IMAGES_P;2019;2B0000012;2B0000020;N4130;28;3;26.85;1;0;;
IMAGES_P;2019;2B0000012;2B0000020;N4160;1;1;1.25;;;;
IMAGES_P;2019;2B0000012;2B0000020;NAUT;9;2;10.31;;;;
IMAGES_P;2019;2B0000038;2B0004246;N4130;3;;3;0;1;;
IMAGES_P;2019;2B0000392;2B0000129;M1160;;5;0.57;0;1;0;0
IMAGES_P;2019;2B0000392;2B0000129;N4130;3;;3;0;1;;
IMAGES_P;2019;2B0005359;2B0005342;N4130;5;;4.97;;;;
IMAGES_P;2019;2B0005359;2B0005342;NAUT;2;;2;;;;
IMAGES_P;2019;300000023;300780046;M1160;6;2;5.74;0;1;0;0
IMAGES_P;2019;300000023;300780046;N4130;13;6;8.17;1;0;;
IMAGES_P;2019;300000023;300780046;N4160;2;;1.1;;;;
IMAGES_P;2019;300000023;300780046;NAUT;7;5;5;;;;
IMAGES_P;2019;300000031;300780053;M1160;8;1;8.2;0;1;0;0
IMAGES_P;2019;300000031;300780053;N4130;8;22;22.13;1;0;;
IMAGES_P;2019;300000031;300780053;N4160;2;0;1.5;;;;
IMAGES_P;2019;300000031;300780053;NAUT;8;13;17.67;;;;
IMAGES_P;2019;300000478;300781010;N4130;;1;0.6;0;0;;
IMAGES_P;2019;300780137;920028396;M1160;2;8;7;0;1;1;1
IMAGES_P;2019;300780137;920028396;N4130;16;0;16;0;1;;
IMAGES_P;2019;300780137;920028396;N4160;4;;4;;;;
IMAGES_P;2019;300780137;920028396;NAUT;18;;18;;;;
IMAGES_P;2019;300780152;300017985;M1160;3;26;14.5;0;0;0;0
IMAGES_P;2019;300781465;300000726;M1160;0;0;0;0;1;0;0
IMAGES_P;2019;300781465;300000726;N4130;0;0;0;0;1;;
IMAGES_P;2019;300782117;300780038;M1160;20;7;19.73;1;1;1;1
IMAGES_P;2019;300782117;300780038;M1210;6;;4.5;0;0;;
IMAGES_P;2019;300782117;300780038;N4130;58;23;73.6;1;1;;
IMAGES_P;2019;300782117;300780038;N4160;5;;5.27;;;;
IMAGES_P;2019;300782117;300780038;NAUT;62;12;69.19;;;;
IMAGES_P;2019;310000310;310780671;M1160;26;;25.71;;1;;
IMAGES_P;2019;310000310;310780671;N4130;13;2;14.57;1;;;
IMAGES_P;2019;310000310;310780671;NAUT;5;1;5.5;;;;
IMAGES_P;2019;310009279;310780671;N4130;1;;1;0;0;;
IMAGES_P;2019;310009279;310780671;NAUT;1;;1;;;;
IMAGES_P;2019;310016977;310781406;M1160;2;9;4.94;0;1;0;1
IMAGES_P;2019;310016977;310781406;N4130;22;7;26;1;0;;
IMAGES_P;2019;310016977;310781406;N4160;1;1;0.51;;;;
IMAGES_P;2019;310016977;310781406;NAUT;3;2;4.2;;;;
IMAGES_P;2019;310019351;310781406;N4130;9;;8.2;0;0;;
IMAGES_P;2019;310019351;310781406;N4160;;1;0.63;;;;
IMAGES_P;2019;310019351;310781406;NAUT;;1;0.85;;;;
IMAGES_P;2019;310026083;310026075;M1160;9;;9;0;1;0;0
IMAGES_P;2019;310026083;310026075;N4130;14;;11.5;0;1;;
IMAGES_P;2019;310026083;310026075;NAUT;12;;10.5;;;;
IMAGES_P;2019;310026927;310026794;M1160;6;;6;0;1;0;0
IMAGES_P;2019;310026927;310026794;N4130;11;11;18.8;0;1;;
IMAGES_P;2019;310026927;310026794;N4160;2;0;2;;;;
IMAGES_P;2019;310026927;310026794;NAUT;14;2;15.6;;;;
IMAGES_P;2019;310780234;920030871;N4130;;1;0.2;0;0;;
IMAGES_P;2019;310780259;310000096;N4130;4;;3.9;0;0;;
IMAGES_P;2019;310780259;310000096;N4160;1;;1;;;;
