BOR;AN;FI;FI_EJ;UNI;LIT;JLI;SEJ;PAS;PAS0;JOU;pctEXT;IGC2med;SEJ80;EFFPL_MED;EFFPA_MED;ETP_MED;EFFPL_INFSP;EFFPA_INFSP;ETP_INFSP;EFFPL_INFNS;EFFPA_INFNS;ETP_INFNS;EFFPL_AID;EFFPA_AID;ETP_AID;EFFPL_KINE;EFFPA_KINE;ETP_KINE;EFFPL_APNM;EFFPA_APNM;ETP_APNM
REA;2019;130781479;130000599;REAADU;13;4745;395;410;18;3410;15;35;118;4;1;4.5;;1;0.5;22;2;23.17;10;7;12.65;;2;1;;;
REA;2019;130781479;130000599;SITOT;8;2920;903;;;2591;;;;;;;;;;;;;;;;;;;;;
REA;2019;130781479;130000599;SURVADU;32;11680;1509;;;7319;;;;14;6;17;;1;0.5;19;1;19.33;10;6;12.49;;2;1;;;
REA;2019;130781479;130000599;USIC;8;2920;903;;;2591;;;;10;5;12.5;;1;0.5;9;3;10.33;4;2;4.67;;2;1;;;
REA;2019;130782071;130002454;SURVADU;4;1460;286;;;1756;;;;3;2;4.5;1;;1;4;2;5.11;2;2;3.22;;1;0.3;;;
REA;2019;130782147;130000979;SITOT;8;2920;1060;;;3291;;;;;;;;;;;;;;;;;;;;;
REA;2019;130782147;130000979;SURVADU;16;5840;755;;;5611;;;;3;7;6;1;1;1.1;14;4;15.4;8;2;8.8;;2;0.5;;;
REA;2019;130782147;130000979;USIC;8;2920;1060;;;3291;;;;2;10;6;1;1;1.1;6;2;6.6;6;2;6.6;;6;0.5;;1;0.8
REA;2019;130782162;130000987;SURVADU;5;1790;72;;;616;;;;;4;0.8;;1;0.4;;12;5.8;;4;0.8;;1;0.3;;2;0.15
REA;2019;130783236;130786049;AUTSI;12;4380;666;;;3780;;;;;2;0.23;;1;0.2;16;2;17.89;12;;9.72;;;;;1;0.7
REA;2019;130783236;130786049;SITOT;12;4380;666;;;3780;;;;;;;;;;;;;;;;;;;;;
REA;2019;130783236;130786049;SURVADU;4;1460;221;;;878;;;;1;;0.03;;;;;;;;;;;;;;;
REA;2019;130783293;130786049;AUTSI;2;443;652;;;290;;;;;;;8;2;7.57;12;1;9.96;7;3;7.29;;;;;3;0.96
REA;2019;130783293;130786049;REAADU;62;22575;3177;3383;259;19222;14;38;256;21;28;24.77;9;3;11.3;174;19;173.78;104;10;105.01;0;0;;13;3;14.74
REA;2019;130783293;130786049;SITOT;30;10659;3059;;;8889;;;;;;;;;;;;;;;;;;;;;
REA;2019;130783293;130786049;SIUNV;8;2920;954;;;2441;;;;;2;0.1;;;;9;5;12.92;10;;10.38;;;;4;;4
REA;2019;130783293;130786049;SURVADU;51;17362;4136;;;12231;;;;4;9;3.26;;;;29;2;22.69;20;1;11.33;;;;;;0.13
REA;2019;130783293;130786049;USIC;20;7296;1453;;;6158;;;;;3;0.9;;;0.69;26;2;26.72;16;2;16.66;;;;3;;1.93
REA;2019;130783327;130001415;REAADU;9;3285;239;257;13;2178;21;36;72;0;5;2.5;1;;0.5;16;30;27.24;7;12;11.25;;2;0.5;;;
REA;2019;130783327;130001415;SURVADU;10;3650;346;;;2280;;;;0;5;2.5;1;;0.5;7;17;13.08;4;6;5.25;;;;;;
REA;2019;130783665;130043722;SURVADU;4;1460;104;;;556;;;;;7;4.94;2;;2;6;1;6.83;3;;3;;1;0.42;1;;1
REA;2019;130784051;130037823;AUTSI;;;0;;;0;;;;;;;;;;10;1;12.26;7;;10.02;;;;;;
REA;2019;130784051;130037823;REAADU;20;7300;1379;1492;8;7470;20;30;163;;;;2;1;2.23;28;6;42.88;16;1;27.39;;;;;;
REA;2019;130784051;130037823;SITOT;17;5878;1622;;;4744;;;;;;;;;;;;;;;;;;;;;
REA;2019;130784051;130037823;SIUNV;3;768;313;;;798;;;;;;;;;;5;1;6.54;3;;4.46;;;;;;
REA;2019;130784051;130037823;SURVADU;32;11680;1410;;;6981;;;;;;;2;;1.96;11;1;14.75;9;1;13.83;;;;;;
REA;2019;130784051;130037823;USIC;14;5110;1309;;;3946;;;;;;;1;;1;9;1;12.83;9;1;12.83;;;;;;
REA;2019;130784713;130038847;REAADU;8;2920;311;321;8;2771;11;39;105;5;;5;1;;1;22;1;21.04;6;1;6.37;;;;1;;0.75
REA;2019;130784713;130038847;SITOT;20;7300;1409;;;6569;;;;;;;;;;;;;;;;;;;;;
REA;2019;130784713;130038847;SURVADU;44;16060;2341;;;15711;;;;8;5;10.5;1;;1;45;9;54;15;4;23.05;;;;;;
REA;2019;130784713;130038847;USIC;20;7300;1409;;;6569;;;;3;4;5;;;;21;2;25.41;6;1;8.94;;;;;;
REA;2019;130785652;130014228;REAADU;20;7300;1704;1820;54;9333;4;22;445;13;;8.93;;1;0.25;53;1;48.46;12;;13.34;;1;0.25;6;;5.22
REA;2019;130785652;130014228;SITOT;10;3650;1295;;;2746;;;;;;;;;;;;;;;;;;;;;
REA;2019;130785652;130014228;SURVADU;10;3650;1509;;;8072;;;;4;;2.15;;1;0.25;9;4;11.34;5;;5.94;;1;0.25;2;;2.23
REA;2019;130785652;130014228;SURVENF;6;2190;878;;;2030;;;;1;;0.5;;;;;;;;;;;;;;;
REA;2019;130785652;130014228;USIC;10;3650;1295;;;2746;;;;;;;;1;0.25;7;8;11.65;3;;2.53;;1;0.25;2;;2.3
REA;2019;130785678;130002249;REAADU;10;3650;178;179;10;3223;46;37;61;4;2;5;1;;1;17;1;19.45;9;;9.7;;1;0.5;2;;2.11
REA;2019;130785678;130002249;SURVADU;28;10220;789;;;11735;;;;6;4;8;1;;1;31;2;35.58;10;;10.5;;1;0.5;2;;1.02
REA;2019;130786361;130002447;REAADU;9;3285;326;337;7;2860;10;49;78;1;2;1.63;2;;1.42;28;2;29.14;17;;21.41;;;;;;
REA;2019;130786361;130002447;SURVADU;12;4380;700;;;3589;;;;;;;;;;;;;;;;;;;;;
REA;2019;130786742;750821092;REAADU;10;3650;390;413;16;2100;4;47;127;5;1;2.2;1;;0.5;21;;11.8;17;;9.73;;1;0.15;4;;2.37
REA;2019;130786742;750821092;SURVADU;5;1825;399;;;1167;;;;1;1;0.7;1;0;0.7;21;0;5.4;17;;3.2;0;1;0.05;4;0;1.19
REA;2019;130804297;130786049;AUTSI;7;2459;40;;;1825;;;;;7;1.5;8;2;7.57;12;1;9.96;7;3;7.29;0;0;0;0;3;0.96
REA;2019;130804297;130786049;REAENF;16;5840;948;1025;100;4856;30;;;12;7;10.02;22;1;17.41;37;0;32.07;31;1;29.01;0;0;0;2;1;2.4
REA;2019;130804297;130786049;SITOT;7;2459;40;;;1825;;;;;;;;;;;;;;;;;;;;;
REA;2019;130804297;130786049;SURVENF;26;9382;1336;;;8713;;;;2;2;1.7;11;6;6.13;20;12;12.02;9;15;8.97;0;0;0;0;5;1.65
REA;2019;130810740;130007362;REAADU;8;2920;228;228;11;2826;61;51;73;2;0;;1;0;1;14;2;16;7;2;8.4;;;;;;
REA;2019;130810740;130007362;SURVADU;13;4745;471;;;2795;;;;2;0;;1;0;1;6;0;6.86;4;2;5.75;;;;;;
REA;2019;140000027;140000035;REAADU;8;2920;385;396;13;2387;10;34;80;2;2;3.97;;1;0.6;16;10;23.02;12;2;12.68;;;;1;4;3.63
REA;2019;140000027;140000035;SITOT;4;1460;365;;;1268;;;;;;;;;;;;;;;;;;;;;
REA;2019;140000027;140000035;SIUNV;4;1460;365;;;1268;;;;1;;0.3;;;;;;;;;;;;;;;
REA;2019;140000027;140000035;SURVADU;11;4015;662;;;2610;;;;3;;1.08;;1;0.4;7;4;8.77;5;4;6.7;;;;;;0.2
REA;2019;140000209;140000100;AUTSI;22;7835;718;;;6931;;;;6;;0.68;1;;1;15;12;21.55;13;8;15.91;;;;5;;3.86
REA;2019;140000209;140000100;REAADU;60;21900;2154;2256;130;17651;10;34;171;18;1;14.09;7;;5.24;100;36;130.84;74;13;81.56;;;;17;9;22.07
REA;2019;140000209;140000100;REAENF;8;2920;193;200;4;1262;17;;;3;2;4.02;6;7;9.93;4;;2.15;4;4;5.85;;;;3;2;2.56
REA;2019;140000209;140000100;SITOT;52;18785;3285;;;16704;;;;;;;;;;;;;;;;;;;;;
REA;2019;140000209;140000100;SIUNV;10;3650;910;;;3579;;;;3;;1.24;1;;0.5;5;6;7.5;5;6;8.25;;;;1;1;1.38
REA;2019;140000209;140000100;SURVADU;30;10950;2268;;;8917;;;;12;1;1.93;1;;1.33;27;9;33.87;19;6;21.81;;;;1;1;1.87
REA;2019;140000209;140000100;SURVENF;14;5110;577;;;3815;;;;3;;1.85;8;8;8.02;5;8;7.96;6;1;5.69;;;;2;;0.39
REA;2019;140000209;140000100;USIC;20;7300;1657;;;6194;;;;;;;1;;1;9;15;19.79;10;8;15.78;;;;3;;2.4
REA;2019;140000233;140000118;SURVADU;5;1825;538;;;1650;;;;;1;0.72;1;;0.2;5;3;7.26;7;1;6.01;;;;1;;1.04
REA;2019;140000290;140000449;SURVADU;4;1460;304;;;667;;;;4;;4;;;;;;;;;;;;;;;
REA;2019;140000555;140000639;SURVADU;7;2555;361;;;1240;;;;6;1;1.33;3;;0.78;24;6;12.88;17;3;4.85;;;;2;2;1
REA;2019;140016759;140003146;SURVADU;10;3650;784;;;2379;;;;;14;2.6;;1;0.5;22;4;9.02;19;4;5.48;;;;8;1;2.29
REA;2019;140017237;140003278;REAADU;15;5475;1357;1384;7;4685;7;25;201;18;;18;;2;1.6;20;12;17.6;7;2;5.3;;2;1.6;2;;2
REA;2019;140017237;140003278;SITOT;8;2920;802;;;2440;;;;;;;;;;;;;;;;;;;;;
REA;2019;140017237;140003278;SURVADU;8;2920;1037;;;2200;;;;;;;;;;2;6;4.5;3;3;5.89;;1;0.8;;1;0.8
REA;2019;140017237;140003278;USIC;8;2920;802;;;2440;;;;9;;9;;;;;;;;;;;;;;;
REA;2019;140018730;140000423;SURVADU;4;1460;75;;;314;;;;1;;1;;;;4;;4;4;;4;;;;;;
REA;2019;140024886;140000092;REAADU;8;2920;399;405;20;2132;1;34;94;1;5;3.61;;1;0.95;;17;14.72;;14;9.95;;;;;;
REA;2019;140024886;140000092;SURVADU;0;724;173;;;667;;;;;;0.45;;;0.11;;;2.69;;;2.68;;;;;;
REA;2019;140026410;140026279;SURVADU;5;1825;448;;;1883;;;;;;;;;;;;;;;;;;;;;
REA;2019;140026709;140000415;SURVADU;6;2190;165;;;914;;;;;3;0.3;;;;;4;2;;4;2;;;;;;
REA;2019;150000032;150780088;SURVADU;4;1460;210;;;1197;;;;3;1;0.92;1;;0.86;7;;6.23;6;;5.72;;;;;;
REA;2019;150000040;150780096;REAADU;8;2352;378;403;28;2329;4;42;115;4;;2.9;;1;0.05;19;5;22.56;11;3;13.67;;;;1;2;1.45
REA;2019;150000040;150780096;SITOT;7;2555;688;;;1992;;;;;;;;;;;;;;;;;;;;;
REA;2019;150000040;150780096;SURVADU;5;1825;492;;;1422;;;;5;;1;;;;6;;5.65;4;3;5.36;;;;;;
REA;2019;150000040;150780096;USIC;7;2555;688;;;1992;;;;4;1;1;;1;0.3;6;3;7.69;4;;3.99;;;;;1;0.4
REA;2019;150780732;150000271;AUTSI;8;2920;346;;;2910;;;;2;;2;;1;0.5;14;0;14;7;0;7;;;;2;0;2
REA;2019;150780732;150000271;SITOT;8;2920;346;;;2910;;;;;;;;;;;;;;;;;;;;;
REA;2019;150780732;150000271;SURVADU;12;4380;470;;;4109;;;;1;;1;;1;0.5;8;2;9.11;8;1;8.8;;;;2;0;2
REA;2019;160000170;160000204;SURVADU;8;2920;288;;;783;;;;2;;2;;;;2;1;2.35;2;1;2.35;1;;0.25;;;
REA;2019;160000253;160000451;REAADU;12;3878;470;472;18;2482;16;48;55;6;1;6.06;1;1;1.15;24;10;28.95;20;0;19.52;;;;1;1;1.24
REA;2019;160000253;160000451;SITOT;18;6570;1553;;;5082;;;;;;;;;;;;;;;;;;;;;
REA;2019;160000253;160000451;SIUNV;4;1460;476;;;1349;;;;2;0;0.8;;;;5;0;5;2;3;1.95;;;;3;;1.13
REA;2019;160000253;160000451;SURVADU;6;2190;374;;;1552;;;;6;;1.33;;;;3;;2.65;4;;3.09;;;;1;2;2.3
REA;2019;160000253;160000451;USIC;14;5110;1077;;;3733;;;;1;0;1;2;0;0.2;16;8;17.57;10;5;11.14;;;;3;0;3
REA;2019;160000303;160006037;SURVADU;4;1460;897;;;1435;;;;1;;0.6;1;;0.1;4;1;3.18;5;2;7.67;;;;;;
REA;2019;160000311;160000485;SURVADU;3;1095;170;;;730;;;;2;2;0.28;;;0.06;14;2;1.43;16;1;1.63;;1;0.01;8;2;0.7
REA;2019;160000337;160000493;SURVADU;3;1095;704;;;974;;;;2;3;0.55;;;;6;1;0.24;7;;1.3;;;;;1;0.14
REA;2019;160013207;160001632;SURVADU;4;1460;377;;;1556;;;;;;;1;;1;4;;4;3;;3;;;;;;
REA;2019;160015368;160014411;SURVADU;6;2190;287;;;1803;;;;4;;3.67;1;;0.4;7;1;5.88;11;;6.27;;;;2;;0.8
REA;2019;170000038;170780050;SURVADU;4;1460;324;;;1086;;;;3;;0.84;;;;;;;;;;;;;;;
REA;2019;170000087;170024194;REAADU;16;5840;549;568;21;4752;11;52;92;0;9;5.56;;2;1.18;;45;33.96;;33;23.75;;;;;9;5.45
REA;2019;170000087;170024194;SITOT;20;7300;2029;;;5973;;;;;;;;;;;;;;;;;;;;;
REA;2019;170000087;170024194;SIUNV;8;2920;892;;;2387;;;;0;9;2.48;1;;0.5;5;2;6.46;5;2;6.76;;;;1;5;3.29
REA;2019;170000087;170024194;SURVADU;6;2190;450;;;1549;;;;0;7;1.39;;2;0.33;;45;10.14;;33;7.1;;;;;7;0.99
REA;2019;170000087;170024194;USIC;12;4380;1137;;;3586;;;;0;12;0.61;1;;1;;25;10.81;;15;7.67;;;;3;6;3.65
REA;2019;170000095;170780167;SURVADU;6;2190;383;;;1626;;;;2;1;0.36;1;;0.4;5;;4.49;4;;3.99;;;;4;;1.4
REA;2019;170000103;170780175;REAADU;14;4003;390;401;15;3408;26;48;54;7;0;4.66;2;1;1.21;32;11;26.83;26;5;21.04;8;1;1.28;7;0;0.28
REA;2019;170000103;170780175;SITOT;16;5840;1669;;;5152;;;;;;;;;;;;;;;;;;;;;
REA;2019;170000103;170780175;SIUNV;8;2920;691;;;2499;;;;3;0;0.65;0;0;0;9;3;10.1;10;0;9.91;0;0;0;2;4;0.58
REA;2019;170000103;170780175;SURVADU;8;2259;348;;;1988;;;;10;0;0.97;1;1;0.28;33;10;4.95;28;6;5.69;0;0;0;1;0;0.09
REA;2019;170000103;170780175;USIC;8;2920;978;;;2653;;;;7;0;0.4;1;0;0.68;17;6;16.66;12;2;7.5;9;1;0.92;2;0;0.39
REA;2019;170000129;170780191;SURVADU;6;2619;365;;;2346;;;;;6;1.18;1;0;0.33;9;0;9.38;9;9;9.53;;;;0;0;0.64
REA;2019;170000152;170780225;SURVADU;8;2920;818;;;2528;;;;3;;1.13;1;0;0.25;12;4;13.57;23;1;6.45;;;;;;
REA;2019;170780563;170000251;SURVADU;8;2920;678;;;2309;;;;8;;8;;1;0.5;5;;5;4;;4;;;;;;
REA;2019;170780613;170024053;SURVADU;4;1460;348;;;1029;;;;;;;;;;7;;8.41;1;;1.36;;;;;;
REA;2019;180000010;180000028;REAADU;12;4380;458;470;27;3671;24;50;80;3;3;5.12;;;;20;11;32.02;10;1;9.99;;;;;2;1.55
REA;2019;180000010;180000028;SITOT;16;5840;1632;;;3789;;;;;;;;;;;;;;;;;;;;;
REA;2019;180000010;180000028;SIUNV;4;1460;349;;;789;;;;;4;0.9;;;;5;1;5.36;4;;4.55;;;;;2;0.98
REA;2019;180000010;180000028;SURVADU;18;6570;1605;;;5241;;;;;26;3.75;;1;0.5;16;7;20.31;10;1;10.71;;;;;3;1.05
REA;2019;180000010;180000028;SURVENF;4;1460;371;;;987;;;;;5;0.9;;8;2.71;;8;3.38;1;1;1.74;;;;1;6;4.13
REA;2019;180000010;180000028;USIC;12;4380;1283;;;3000;;;;;10;2;1;;1;17;;21.81;11;1;14.21;;;;;;
REA;2019;180000200;180000051;SURVADU;5;1825;335;;;1470;;;;0;2;0.4;0;1;0.2;6;0;5.89;6;0;6.09;0;0;0;2;1;2.14
REA;2019;180000358;180000739;SURVADU;4;1460;62;;;516;;;;2;;2;;;;6;;5.5;6;;5.5;;5;0.3;;0;0.4
REA;2019;180004145;180000887;SURVADU;12;4380;436;;;2267;;;;;1;0.5;;;;4;2;5;4;2;5;;;;;;
REA;2019;190000018;190000042;REAADU;15;5445;456;469;34;4161;9;51;99;5;;2.37;1;;1;34;7;36.6;18;2;19.14;;;;2;;1.38
REA;2019;190000018;190000042;SITOT;9;3285;1108;;;2369;;;;;;;;;;;;;;;;;;;;;
REA;2019;190000018;190000042;SURVADU;12;4328;603;;;3031;;;;5;;2.46;;;;7;;9.34;9;;7.98;;;;1;;1
REA;2019;190000018;190000042;USIC;9;3285;1108;;;2369;;;;8;1;1.11;1;;0.38;11;;9.27;9;1;9.38;;;;;;
REA;2019;190000026;190000059;AUTSI;6;2190;230;;;1946;;;;2;3;1.49;;;0.37;8;3;10.79;8;;9.06;;;;1;;0.76
REA;2019;190000026;190000059;SITOT;12;4380;741;;;3639;;;;;;;;;;;;;;;;;;;;;
REA;2019;190000026;190000059;USIC;6;2190;511;;;1693;;;;2;;0.28;;;0.21;5;2;7.41;6;1;6.73;;;;;3;0.37
REA;2019;190000091;190000075;SURVADU;10;3650;990;;;2747;;;;2;0;1.21;0;1;0.25;6;0;6;5;1;5.8;0;0;0;0;0;0
REA;2019;190000224;190000901;SURVADU;9;3285;353;;;2041;;;;49;37;;;1;0.5;2;3;2.9;3;4;3.46;;3;2;;;
REA;2019;190000257;190001131;SURVADU;4;1460;223;;;1219;;;;1;;1;5;;5;;;;5;;5;;;;;;
REA;2019;210011847;210011839;SURVADU;6;2190;232;;;845;;;;4;;4;;;;;;;;;;;;;;;
REA;2019;210012670;210011367;SITOT;8;2920;945;;;2551;;;;;;;;;;;;;;;;;;;;;
REA;2019;210012670;210011367;SURVADU;24;8760;2837;;;6169;;;;;17;9;1;;1;10;3;12.78;5;;4.19;;;;;;
REA;2019;210012670;210011367;USIC;8;2920;945;;;2551;;;;5;;5;1;;1;7;;7.68;6;1;7.55;;;;;;
REA;2019;210780789;210003208;AUTSI;6;2190;459;;;1102;;;;;3;0.6;;1;0.6;5;2;6.6;2;;2;;;;;;
REA;2019;210780789;210003208;SITOT;6;2190;459;;;1102;;;;;;;;;;;;;;;;;;;;;
REA;2019;210780789;210003208;SURVADU;4;1460;328;;;999;;;;;2;0.4;;1;0.6;3;2;4.4;1;;1;;;;;;
REA;2019;210987558;210780581;AUTSI;37;13505;1226;;;12198;;;;5;;2.9;1;;0.98;60;;59.23;26;;24.75;;;;15;;14.58
REA;2019;210987558;210780581;REAADU;57;20805;3468;3693;165;17919;17;35;471;35;;16.62;2;;2;155;;143.39;82;;80.88;18;;17.14;8;;6.65
REA;2019;210987558;210780581;REAENF;6;2190;450;460;106;2080;14;;;5;;3.1;;;;;;;;;;;;;;;
REA;2019;210987558;210780581;SITOT;65;23725;4418;;;21700;;;;;;;;;;;;;;;;;;;;;
REA;2019;210987558;210780581;SIUNV;10;3650;992;;;3170;;;;5;;0.95;1;;1;12;;11.16;4;;3.5;;;;1;;1
REA;2019;210987558;210780581;SURVADU;48;17520;4687;;;21186;;;;11;;1.8;1;;0.5;8;;7.12;7;;6.71;;;;;;
REA;2019;210987558;210780581;SURVENF;11;4015;1170;;;5887;;;;1;;0.3;;;;;;;;;;;;;;;
REA;2019;210987558;210780581;USIC;18;6570;2200;;;6332;;;;4;1;1.94;1;;1;29;;28.99;10;;9.65;;;;4;;3.16
REA;2019;210987657;210012175;AUTSI;6;2190;449;;;1596;;;;1;;1;;;0.87;12;2;11.87;6;1;6.79;;;;;5;1.86
REA;2019;210987657;210012175;SITOT;6;2190;449;;;1596;;;;;;;;;;;;;;;;;;;;;
REA;2019;210987657;210012175;SURVADU;2;730;263;;;197;;;;1;;1;;;;;;;;;;;;;;;
REA;2019;210987665;210012142;SURVADU;3;1095;408;;;2195;;;;;1;0.4;;;;;;;;;;;;;;;
REA;2019;210987673;210012142;SURVADU;0;;3;;;20;;;;0;1;0.1;;;;;;;;;;;;;;;
REA;2019;210987699;210780706;AUTSI;4;1460;308;;;1123;;;;3;0;0.72;1;0;0.13;9;2;5.95;5;1;6.14;0;0;0;6;0;1.96
REA;2019;210987699;210780706;SITOT;10;3650;759;;;2863;;;;;;;;;;;;;;;;;;;;;
REA;2019;210987699;210780706;USIC;6;2190;451;;;1740;;;;3;0;1.54;1;0;0.17;10;4;6.9;7;2;7.18;0;0;0;3;1;1.04
REA;2019;210987731;210780417;SURVADU;6;1964;683;;;1723;;;;1;;1;;;;2;;2;;;;;;;;;
REA;2019;220000012;220000020;REAADU;14;5110;647;681;72;4064;27;45;65;6;3;8;1;;0.8;39;17;38.16;28;4;23.61;;;;2;1;0.8
REA;2019;220000012;220000020;SITOT;16;5840;1783;;;4424;;;;;;;;;;;;;;;;;;;;;
REA;2019;220000012;220000020;SIUNV;6;2190;663;;;1507;;;;6;2;7.54;1;;0.35;4;3;6.37;4;4;8.01;;;;4;1;2.63
REA;2019;220000012;220000020;SURVADU;7;2143;373;;;1474;;;;2;;2;1;;0.2;35;14;7.8;20;3;3.56;;;;1;;0.6
REA;2019;220000012;220000020;USIC;10;3650;1120;;;2917;;;;5;0;3;;1;0.9;12;6;17.07;9;5;12.01;;;;1;;0.62
REA;2019;220000095;220000046;SURVADU;0;0;181;;;693;;;;1;5;3.52;0;0;0.33;0;0;4.24;1;0;3.69;;;;0;0;0.52
REA;2019;220000111;220000376;SURVADU;4;1460;181;;;610;;;;1;2;2.2;;;;5;1;4.13;2;1;2.49;;1;0.2;;;
REA;2019;220000343;220000079;SURVADU;10;3650;772;;;2619;;;;3;0;2.6;2;0;0.7;6;9;12.15;8;5;11.72;0;0;0;0;0;0
REA;2019;220000368;220000103;SURVADU;8;2492;539;;;1943;;;;;7;2.32;;1;0.53;6;9;10.69;4;3;4.61;;;;;3;0.57
REA;2019;220000541;220000152;SURVADU;6;2190;438;;;1333;;;;;2;0.71;;2;0.35;1;11;5.37;;6;3.68;;;;;3;0.67
REA;2019;220005599;220017842;SURVADU;6;2190;273;;;1199;;;;5;0;5;0;0;0;2;0;2;2;0;2;0;0;0;0;0;0
REA;2019;220022800;220000673;SURVADU;12;4380;798;;;3103;;;;2;0;2;1;0;1;9;1;9.74;1;0;1.03;0;0;0;0;0;0
REA;2019;230000820;230780041;REAADU;8;2920;283;285;9;2369;17;49;78;3;1;3.78;2;;1.28;23;1;19.3;10;1;12.33;;;;1;0;1
REA;2019;230000820;230780041;SITOT;8;2920;557;;;2041;;;;;;;;;;;;;;;;;;;;;
REA;2019;230000820;230780041;SURVADU;4;1460;173;;;752;;;;;;;;;;22;1;4;9;1;2.38;;;;;;
REA;2019;230000820;230780041;USIC;8;2920;557;;;2041;;;;1;2;0.99;2;;0.48;10;;10.35;8;0;8.89;;;;2;0;0.75
REA;2019;230780082;750005068;SURVADU;4;1460;279;;;1021;;;;2;1;2.2;4;2;4.72;;;;;;;;;;;;
REA;2019;230780157;230000861;SURVADU;4;1460;12;;;51;;;;2;;1;1;;1;;;;;;;;;;;;
REA;2019;240000190;240000596;SURVADU;12;4380;1748;;;4089;;;;;8;1;;1;0.4;10;1;10.8;7;2;8.1;;;;;;
REA;2019;240000208;240000612;SURVADU;4;1460;115;;;302;;;;1;;1;;;;3;;3;2;;2;;;;;;
REA;2019;240000372;240000059;SURVADU;6;2190;518;;;1811;;;;1;1;0.4;0;1;0.7;6;4;7.62;6;1;7.18;0;0;0;0;3;1.64
REA;2019;240000489;240000117;REAADU;19;6935;768;787;42;5980;3;41;131;6;;5.67;1;0;1;43;0;40.27;22;1;23.22;0;0;0;4;1;4.84
REA;2019;240000489;240000117;SITOT;18;6570;1849;;;6658;;;;;;;;;;;;;;;;;;;;;
REA;2019;240000489;240000117;SIUNV;6;2190;572;;;1982;;;;3;;1.5;;;;;;;;;;;;;;;
REA;2019;240000489;240000117;SURVENF;4;1460;533;;;1690;;;;1;;1;;;;;;;;;;;;;;;
REA;2019;240000489;240000117;USIC;12;4380;1277;;;4676;;;;7;;2.5;2;0;1;14;0;13.57;14;0;13.56;0;0;0;3;0;2.42
REA;2019;240000687;240000448;SURVADU;8;2920;665;;;2368;;;;1;;1.15;;;;;;;;;;;;;;;
REA;2019;250000270;250000643;SITOT;8;2920;1284;;;2037;;;;;;;;;;;;;;;;;;;;;
REA;2019;250000270;250000643;SURVADU;8;2920;655;;;1534;;;;;;;;;0.33;7;;6.3;4;;3.8;;;;;;
REA;2019;250000270;250000643;USIC;8;2920;1284;;;2037;;;;;;;;;0.33;8;;7.4;8;;7.4;;;;;;
REA;2019;250000700;250000452;SITOT;;;22;;;6;;;;;;;;;;;;;;;;;;;;;
REA;2019;250000700;250000452;SURVADU;5;1825;341;;;1430;;;;;5;0.9;;2;0.3;;22;3.7;;16;2.36;;;;;5;0.53
REA;2019;250000700;250000452;USIC;;;22;;;6;;;;;;;;;;;;;;;;;;;;;
REA;2019;250006954;250000015;AUTSI;96;34851;3957;;;29491;;;;0;101;8.03;1;8;3.41;45;75;86.84;34;40;55.77;0;7;1.49;8;16;16.58
REA;2019;250006954;250000015;REAADU;40;14600;1618;1729;104;11788;9;46;201;4;18;11.49;1;1;1.83;71;36;98.06;36;22;55.1;1;3;2.92;8;8;11.23
REA;2019;250006954;250000015;REAENF;3;1095;193;201;13;1557;27;;;0;7;1;0;1;0.18;4;3;6.12;2;4;3.64;0;1;0.17;0;2;1.02
REA;2019;250006954;250000015;SITOT;123;44669;7787;;;37897;;;;;;;;;;;;;;;;;;;;;
REA;2019;250006954;250000015;SIUNV;10;3650;635;;;3309;;;;0;6;1.03;0;1;0.42;8;5;11.52;9;5;11.52;0;1;0.3;2;3;3.18
REA;2019;250006954;250000015;SURVADU;65;23725;3862;;;21798;;;;0;134;7.84;0;4;1.08;15;19;26.43;8;12;15.57;0;3;0.44;2;8;6.15
REA;2019;250006954;250000015;SURVENF;16;5840;681;;;3461;;;;0;28;3.07;3;6;6.77;6;7;11.16;3;4;5.01;0;2;0.46;3;6;5.39
REA;2019;250006954;250000015;USIC;17;6168;3195;;;5097;;;;0;13;1.09;1;1;1.1;27;38;48.64;7;22;19.97;0;2;0.81;3;7;6.56
REA;2019;250011848;250017803;SURVADU;6;2190;203;;;980;;;;;;;;;;2;4;5.3;2;4;5.3;;;;;;
REA;2019;260000013;260000021;REAADU;12;4380;525;537;39;4064;21;61;63;4;4;6.08;;1;0.8;4;;3.6;;;;;;;;;
REA;2019;260000013;260000021;SITOT;20;7300;2109;;;6324;;;;;;;;;;;;;;;;;;;;;
REA;2019;260000013;260000021;SIUNV;8;2920;877;;;2246;;;;9;0;1.2;1;0;0.25;6;5;9.56;6;5;9.56;1;0;0.2;5;2;1.01
REA;2019;260000013;260000021;SURVADU;8;2920;598;;;2784;;;;1;1;1.52;;1;0.2;13;;12.7;;;;;;;;;
REA;2019;260000013;260000021;SURVENF;8;1988;487;;;2104;;;;;3;1.5;;;;;;;;;;;;;;;
REA;2019;260000013;260000021;USIC;12;4380;1232;;;4078;;;;4;1;1.55;1;0;0.5;10;6;14.12;5;5;8.41;1;0;0.1;5;0;1.31
REA;2019;260000120;260016910;SITOT;6;2190;758;;;1830;;;;;;;;;;;;;;;;;;;;;
REA;2019;260000120;260016910;SURVADU;10;3650;555;;;3155;;;;4;1;3.45;;1;0.5;15;4;17.36;5;4;8.5;;;;5;;3.85
