BOR;AN;FI;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2019;830000345;830100616;1;1;0;0;0;;0;1;336;420;504;5;4;1;0;2711;987;957;329;181;29;5194;1646;362;32;236;1016;1596;115;277;803;793;417109;10135;397070;345775;227885;216641;63407;539;295;244;1036;0;3;;4763;0
SMURSAMU;2019;830020889;830100533;1;0;0;0;1;830100533;1;0;168;168;168;;2;;;54;;;;;;54;33;3;4;;;45;;;27;18;;;;;;;;;;;;;;;;
SMURSAMU;2019;830100608;830100616;1;0;0;0;1;830100616;0;0;84;84;84;1;;;;927;12;1;;;;940;528;88;11;63;366;423;25;102;174;249;;;;;;;;;;;;;;;;
SMURSAMU;2019;840000392;840000046;1;1;0;0;0;;0;0;168;168;168;;2;;;1093;23;;;;;1116;832;113;4;119;593;1123;119;235;583;540;;;;;;;;;;;;;;;;
SMURSAMU;2019;840000418;840004659;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;1568;;;;;;1568;965;153;5;294;513;715;51;195;324;391;;;;;;;;;;;;;;;;
SMURSAMU;2019;840000483;840000087;1;1;0;0;0;;0;0;168;168;168;1;1;;;1255;76;;;;;1331;824;154;8;191;471;488;43;85;258;230;;;;;;;;;;;;;;;;
SMURSAMU;2019;840000491;130041916;1;0;0;0;1;130041916;0;0;168;146;0;0;0;;;783;40;;;;;823;460;72;16;53;284;338;26;82;283;55;;;;;;;;;;;;;;;;
SMURSAMU;2019;840001861;840006597;1;1;0;0;0;;0;1;363;252;421;4;3;1;0;3048;1149;;114;335;;4646;;;;;;;;;;;203508;;203508;;203508;;;292;;;589;0;;;2559;1
SMURSAMU;2019;840006480;840000087;1;0;0;0;1;840000087;0;0;168;168;0;0;1;;;661;24;;;;;685;388;73;6;62;247;289;19;62;64;225;;;;;;;;;;;;;;;;
SMURSAMU;2019;840019228;840006597;1;0;0;0;1;840006597;0;0;336;336;421;1;1;;;557;131;;;;;688;557;51;48;48;75;311;29;274;155;156;;;;;;;;;;;;;;;;
SMURSAMU;2019;850000142;850000019;1;1;0;0;0;;0;1;336;336;336;2;4;1;;1681;660;73;114;39;0;2567;848;195;9;112;532;1407;155;203;1205;202;281611;;251053;244832;178339;143850;59325;468;238;230;604;1;5;14;2447;0
SMURSAMU;2019;850000175;850009010;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;943;67;0;0;0;0;1010;213;83;0;41;213;887;74;176;557;330;;;;;;;;;;;;;;;;
SMURSAMU;2019;850000209;850000019;1;0;0;0;1;850000019;0;0;168;168;0;;1;;;452;19;;;;;471;263;57;2;30;174;383;38;81;198;185;;;;;;;;;;;;;;;;
SMURSAMU;2019;850000225;850000019;1;0;0;0;1;850000019;0;0;84;84;0;;1;;;277;9;;;;;286;174;27;1;17;129;247;39;37;88;159;;;;;;;;;;;;;;;;
SMURSAMU;2019;850000241;850000084;1;1;0;0;0;;0;0;168;168;168;1;2;;;753;55;;;;;808;297;99;2;53;143;509;57;157;308;201;;;;;;;;;;;;;;;;
SMURSAMU;2019;850009630;850000035;1;1;0;0;0;;0;0;168;168;168;1;;;;500;26;;;;;526;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;860000025;860013382;1;1;0;0;0;;0;0;168;175;175;1;1;;;529;1;;;;;530;529;79;4;64;455;455;46;119;262;193;;;;;;;;;;;;;;;;
SMURSAMU;2019;860000033;860013382;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;208;33;;;;;241;208;58;;10;148;148;17;50;50;98;;;;;;;;;;;;;;;;
SMURSAMU;2019;860000058;860014208;1;1;0;0;0;;0;0;168;168;168;;1;;;201;;;;;;201;55;43;4;3;5;150;6;52;132;18;;;;;;;;;;;;;;;;
SMURSAMU;2019;860000223;860014208;1;1;0;1;0;;0;1;616;500;500;4;2;1;0;2686;1650;297;276;474;;5383;469;298;9;95;67;2074;219;322;1608;466;151800;4619;147181;132666;153242;91861;29984;295;168;129;504;0;12;0;881;0
SMURSAMU;2019;870000064;870000015;1;1;0;0;0;;0;1;376;346;346;3;3;1;0;2197;847;92;277;336;0;3749;572;209;9;77;277;1984;135;378;1863;121;184163;11214;161735;155456;66499;33194;33305;288;168;136;425;0;3;0;1159;0
SMURSAMU;2019;870010998;870000015;1;0;0;0;1;870000015;0;0;70;70;0;0;1;0;0;253;0;;;;;253;50;33;;17;;167;12;62;80;87;;;;;;;;;;;;;;;;
SMURSAMU;2019;870017647;870000015;1;0;0;0;1;870000015;0;0;168;168;117;;1;;;430;66;;;;;496;133;42;5;19;67;302;19;83;193;109;;;;;;;;;;;;;;;;
SMURSAMU;2019;880000021;880007059;1;1;0;0;0;;0;1;232;232;336;0;2;0;0;1040;283;219;0;0;0;1542;494;158;6;60;270;801;54;149;612;189;199341;4203;188848;177256;91471;72436;20361;239;168;71;484;1;0;;1959;1
SMURSAMU;2019;880000047;880780077;1;1;0;0;0;;0;0;168;168;168;;1;;;539;129;;;3;;671;120;80;10;20;10;419;;;372;47;;;;;;;;;;;;;;;;
SMURSAMU;2019;880000054;880007299;1;1;0;0;0;;0;0;336;416;168;;1;;;324;56;109;;;;489;136;22;2;32;80;177;13;48;142;35;;;;;;;;;;;;;;;;
SMURSAMU;2019;880000062;880780093;1;1;0;0;0;;0;0;406;574;168;;1;;;579;295;150;0;0;0;1024;131;100;1;21;9;625;29;148;321;127;;;;;;;;;;;;;;;;
SMURSAMU;2019;880000070;880007299;1;0;0;0;1;880007299;0;0;168;252;168;;1;;;385;33;57;;;;475;144;28;4;42;70;268;17;45;100;168;;;;;;;;;;;;;;;;
SMURSAMU;2019;880007752;880780077;1;0;0;0;1;880780077;0;0;70;70;70;;1;;;207;10;;;;;217;36;31;1;3;136;183;28;35;17;166;;;;;;;;;;;;;;;;
SMURSAMU;2019;890975527;890000037;1;1;0;0;0;;0;1;336;504;336;1;2;1;;1181;168;5;217;335;;1906;579;93;2;207;267;1842;;;1805;37;170857;;166250;156841;85693;53648;13286;168;168;104;362;1;0;0;1545;0
SMURSAMU;2019;890975535;890000409;1;1;0;0;0;;0;0;168;168;0;;;;;338;12;29;;29;;408;77;52;14;10;77;330;26;87;235;95;;;;;;;;;;;;;;;;
SMURSAMU;2019;890975543;890000417;1;1;0;0;0;;0;0;280;280;280;1;1;;;744;265;0;0;0;0;1009;323;88;1;92;142;599;64;193;382;217;;;;;;;;;;;;;;;;
SMURSAMU;2019;890975550;890970569;1;1;0;0;0;;0;0;336;336;336;1;2;;;1021;197;0;10;0;0;1228;837;6;7;;824;184;14;57;181;3;;;;;;;;;;;;;;;;
SMURSAMU;2019;890975568;890000433;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;287;10;;;;;297;65;43;;21;;212;15;68;144;68;;;;;;;;;;;;;;;;
SMURSAMU;2019;900003039;900000365;1;1;0;0;0;;0;0;336;336;336;2;2;;;3618;91;;38;147;;3894;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SMURSAMU;2019;910000272;910110014;1;1;0;0;0;;0;0;;;;0;2;0;0;1477;21;0;4;0;0;1502;550;128;87;1080;463;790;48;180;193;;;;;;;;;;;;;;;;;
SMURSAMU;2019;910000298;910110055;1;1;0;0;0;;0;0;168;168;168;;1;;;1916;27;;1;;;1944;838;178;10;132;492;1113;121;435;405;708;;;;;;;;;;;;;;;;
SMURSAMU;2019;910000306;910110055;1;1;0;0;0;;0;0;168;168;168;;2;;;1369;20;;;;;1389;559;114;2;71;372;;;;711;;;;;;;;;;;;;;;;;
SMURSAMU;2019;910000314;910002773;1;1;0;0;0;;0;1;443;416;476;4;4;;;3175;1873;15;13;100;;5176;1476;218;84;79;898;1712;88;305;1094;618;466207;34215;372778;216173;236879;224647;127826;691;336;355;872;0;0;0;4949;
SMURSAMU;2019;910001973;910019447;1;1;0;0;0;;0;0;168;168;168;;1;;;855;21;;;;;876;407;67;25;;301;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;910018423;910110055;1;1;0;0;0;;0;0;168;168;;1;1;;;2003;19;;3;;;2025;889;154;37;32;608;1190;91;100;67;1123;;;;;;;;;;;;;;;;
SMURSAMU;2019;920100021;750712184;1;0;0;1;0;;0;0;258;213;213;3;0;0;0;340;1384;0;0;8;0;1732;41;2;0;8;19;253;253;;99;154;;;;;;;;;;;;;;;;
SMURSAMU;2019;920100039;750712184;1;1;0;0;0;;0;0;436;386;441;3;1;0;0;2423;1393;0;0;4;;3820;1184;199;9;128;641;1263;103;263;297;966;;;;;;;;;;;;;;;;
SMURSAMU;2019;920100054;750712184;1;1;0;0;0;;0;1;604;564;782;5;2;0;0;3169;2042;153;1;9;0;5374;1737;292;15;179;917;1612;152;356;40;1572;411479;154727;404715;358521;295458;184691;74715;592;336;256;840;0;0;0;85;0
SMURSAMU;2019;930000286;930021480;1;1;0;0;0;;0;0;168;168;169;2;0;;;1831;55;;;;;1886;981;157;25;142;615;819;51;172;428;391;;;;;;;;;;;;;;;;
SMURSAMU;2019;930000328;930110051;1;1;0;0;0;;0;0;203;203;203;;;;;1946;544;0;0;0;0;2490;1021;149;28;167;624;1037;108;138;364;673;;;;;;;;;;;;;;;;
SMURSAMU;2019;930000336;930110069;1;1;0;0;0;;0;0;313;313;313;3;0;0;0;1845;552;0;0;7;0;2404;787;143;21;106;517;1065;144;415;850;215;;;;;;;;;;;;;;;;
SMURSAMU;2019;930100037;750712184;1;1;0;1;0;;0;1;732;732;732;7;1;;;4746;2460;;7;3;;7216;2185;279;25;287;1435;2545;494;406;542;2003;517148;25955;491233;393625;343657;244571;98163;672;336;336;1071;1;2;0;1975;0
SMURSAMU;2019;940000599;940110042;1;1;0;0;0;;0;0;168;168;168;1;;;;1487;283;;;;;1770;533;136;3;23;360;1235;158;350;593;642;;;;;;;;;;;;;;;;
SMURSAMU;2019;940100027;750712184;1;1;0;0;0;;0;1;574;564;732;5;1;1;0;5217;1948;0;4;134;0;7303;2238;525;19;231;1539;3298;267;636;1274;2024;429279;20778;408501;352156;258311;166418;72355;714;358;228;783;0;0;0;206;0
SMURSAMU;2019;950000307;950110015;1;1;0;0;0;;0;0;336;336;0;2;;;;3211;381;;1;1;;3594;1656;180;29;335;1123;1388;129;287;907;481;;;;;;;;;;;;;;;;
SMURSAMU;2019;950000315;950001370;1;1;0;0;0;;0;0;168;168;168;2;0;0;0;1512;72;0;3;;;1587;788;86;73;74;555;1282;122;303;650;632;;;;;;;;;;;;;;;;
SMURSAMU;2019;950000323;950013870;1;1;0;0;0;;0;0;336;336;336;3;1;;;3063;659;;3;9;0;3734;1148;131;28;237;752;1918;111;470;1341;577;;;;;;;;;;;;;;;;
SMURSAMU;2019;950000331;950110049;1;1;0;0;0;;0;0;238;238;238;2;;;;2644;217;0;3;4;0;2868;1365;164;23;302;876;1279;390;490;935;344;;;;;;;;;;;;;;;;
SMURSAMU;2019;950000364;950110080;1;1;0;1;0;;0;1;564;504;564;4;2;0;0;4042;1370;0;15;33;0;5460;1579;156;5;200;1218;1213;;;;521;533466;63070;434221;292947;329277;218120;82885;682;346;315;1008;0;0;0;1350;0
SMURSAMU;2019;970100392;970100178;1;1;0;0;0;;0;0;168;168;168;;;;;516;195;;0;;;711;105;53;18;34;;516;40;215;478;38;;;;;;;;;;;;;;;;
SMURSAMU;2019;970100400;970100186;1;1;0;0;0;;0;0;48;39;0;0;1;0;0;159;53;44;0;193;;449;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;970100442;970100228;1;1;0;0;0;;0;1;380;419;438;2;3;1;;3079;619;32;244;436;9;4419;716;344;19;312;41;3156;207;256;2505;188;350132;180960;283599;211820;137324;64019;17419;358;238;120;519;1;3;;1694;0
SMURSAMU;2019;970112470;970100186;1;0;0;0;1;970100186;0;0;168;168;1;;1;;;40;;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;970112587;970100228;1;0;0;0;1;970100228;0;0;168;122;122;;1;;;32;;;;;;32;19;11;;2;;19;1;1;17;2;;;;;;;;;;;;;;;;
SMURSAMU;2019;970211215;970211207;1;1;0;0;0;;0;1;336;336;396;1;4;;;4543;707;19;407;200;10;5886;2038;358;36;358;1286;2088;242;316;2030;58;344334;;301246;250552;164214;134941;27532;312;221;91;539;0;0;;1666;0
SMURSAMU;2019;970211223;970211207;1;0;0;0;1;970211207;0;0;70;70;70;;1;;;182;18;5;7;;;212;104;15;1;16;69;79;6;16;48;32;;;;;;;;;;;;;;;;
SMURSAMU;2019;970300026;970302022;1;1;0;0;0;;0;1;248;390;230;2;2;2;;1271;338;0;637;220;2;2468;297;131;0;29;137;782;109;89;782;0;433939;0;399224;;36498;36498;0;168;168;;336;0;0;0;442;0
SMURSAMU;2019;970300083;970302121;1;1;0;0;0;;0;0;168;168;168;;1;;;371;;;;;;371;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;970305637;970305629;1;1;0;0;0;;0;0;190;190;190;;1;;;191;99;0;0;0;0;290;29;26;1;2;;162;22;5;162;0;;;;;;;;;;;;;;;;
SMURSAMU;2019;970400024;970408589;1;1;0;0;0;;0;1;343;674;280;2;2;1;0;1600;352;379;293;412;3;3039;773;220;27;84;442;1726;194;193;1472;254;408383;7144;351691;337263;271954;185665;51458;581;336;245;732;0;0;0;1500;0
SMURSAMU;2019;970400057;970408589;1;1;0;0;0;;0;0;336;336;;1;4;0;0;2485;311;0;11;1;1;2809;986;247;6;137;596;1992;110;;1949;43;;;;;;;;;;;;;;;;
SMURSAMU;2019;970400065;970421038;1;1;0;0;0;;0;0;175;373;0;;1;;;1002;412;417;;;;1831;217;111;5;38;63;785;81;54;699;86;;;;;;;;;;;;;;;;
SMURSAMU;2019;970400073;970403606;1;1;0;0;0;;0;0;168;33;;;;;;804;395;3;2;3;;1207;244;29;2;55;108;562;72;57;427;135;;;;;;;;;;;;;;;;
SMURSAMU;2019;980500011;980500003;1;1;0;0;0;;0;1;238;252;252;2;1;;;1363;1061;57;44;0;29;2554;135;186;0;99;135;943;670;;925;18;187128;54791;77042;63518;64883;44554;0;168;168;;336;0;0;;2128;0
