BOR;AN;FI;FI_EJ;SMUR;GEN;SAIS;PED;ANT;FIAUTOR;ANTSAIS;SAMU;HMED;HIDE;HAMB;AMBLCE;VEHLEG;MOYAER;MOYMAR;SORTER1;SORTER2;dtTIH;SORAER1;SORAER2;SORMAR;SORTIES;SORTNM;PATDC;PATLSP;PATTSP;PATTRANM;TRAN;TRAN18;TRAN80;TRANSIEG;TRANAUT;APP;APR15;APD;APMIN;DR;DRM;DRMLIB;HMR;HMRAMU;HMRAM;ARM;NRML;NBLIB;NBSAL;CAR;SAMUSDIS
SMURSAMU;2019;290000256;290000017;1;1;0;0;0;;0;0;168;168;168;1;1;;;578;144;;;;;722;;74;4;33;;565;41;141;280;285;;;;;;;;;;;;;;;;
SMURSAMU;2019;290000785;220020739;1;1;0;0;0;;0;0;168;168;168;1;1;1;;516;105;0;14;6;;641;69;47;;22;;464;;;275;189;;;;;;;;;;;;;;;;
SMURSAMU;2019;290000934;560005746;1;1;0;0;0;;0;0;168;168;168;;1;;;798;196;;22;5;;1021;274;60;2;11;161;693;67;137;363;330;;;;;;;;;;;;;;;;
SMURSAMU;2019;290004324;290000017;1;1;0;0;0;290000017;0;1;465;578;410;2;3;1;0;3625;1451;495;617;256;61;6505;950;244;23;102;950;2791;206;293;1627;1164;332998;;325470;305714;256463;165426;77147;313;168;145;801;0;4;;1514;0
SMURSAMU;2019;290029982;290020700;1;0;0;0;1;290020700;0;0;80;168;168;;1;;;387;128;;23;14;;552;198;28;14;10;146;206;23;37;52;154;;;;;;;;;;;;;;;;
SMURSAMU;2019;2A0000022;2A0000014;1;1;0;0;0;;0;1;336;336;588;3;4;1;0;2193;606;37;380;1027;0;4243;225;102;2;59;62;2410;267;1877;2395;15;72649;;72649;;78821;66423;16522;217;168;49;336;1;4;1;697;0
SMURSAMU;2019;2A0003125;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;0;1;0;0;320;4;0;0;0;0;324;67;27;0;23;17;270;19;48;264;6;;;;;;;;;;;;;;;;
SMURSAMU;2019;2A0003133;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;1;1;0;0;538;276;0;0;0;0;814;70;29;1;16;23;493;37;49;23;470;;;;;;;;;;;;;;;;
SMURSAMU;2019;2A0003141;2A0000014;1;0;0;0;1;2A0000014;0;0;168;168;168;0;1;0;0;229;42;0;0;0;0;271;42;10;10;15;8;201;20;26;42;159;;;;;;;;;;;;;;;;
SMURSAMU;2019;2B0000012;2B0000020;1;1;0;0;0;;0;1;504;252;588;2;2;2;0;2175;1211;0;629;677;0;4692;808;213;46;364;185;5075;0;0;3368;1707;124978;0;124978;0;45418;45000;418;207;168;50;336;1;3;0;2859;0
SMURSAMU;2019;2B0003420;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;500;55;0;0;0;0;555;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2019;2B0004907;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;319;79;0;0;0;0;398;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2019;2B0005409;2B0000020;1;0;0;0;1;2B0000020;0;0;168;168;168;0;1;0;0;1137;3;0;0;0;0;1140;0;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;
SMURSAMU;2019;300000023;300780046;1;1;0;0;0;;0;0;168;168;;0;2;0;0;1807;24;0;0;0;0;1831;855;166;8;230;326;1400;85;300;1054;346;;;;;;;;;;;;;;;;
SMURSAMU;2019;300000031;300780053;1;1;0;0;0;;0;0;188;168;0;0;1;0;0;859;0;0;0;0;0;859;132;86;8;38;0;797;50;171;649;148;;;;;;;;;;;;;;;;
SMURSAMU;2019;300782117;300780038;1;1;0;0;0;;0;1;504;542;585;4;3;1;;4060;971;361;229;387;;6008;621;241;28;352;;3361;230;631;3206;155;367246;36731;260744;190343;225697;172059;53638;292;168;124;1032;0;14;;1651;0
SMURSAMU;2019;310000310;310780671;1;1;0;0;0;;0;0;168;168;168;1;1;;;968;295;150;;;;1413;397;120;0;101;362;382;14;84;228;154;;;;;;;;;;;;;;;;
SMURSAMU;2019;310016977;310781406;1;0;0;1;0;;0;0;218;170;840;1;1;2;;525;1055;163;33;145;;1921;160;7;;55;98;454;398;;;56;;;;;;;;;;;;;;;;
SMURSAMU;2019;310783048;310781406;1;1;0;0;0;;0;1;526;672;840;6;8;2;;7655;1447;1043;947;316;;11408;4502;794;43;1333;2743;4139;244;670;1280;2859;508000;55000;423000;270000;264622;260735;84419;876;526;350;1337;1;74;0;6299;0
SMURSAMU;2019;320000086;320780117;1;1;0;0;0;;0;1;168;168;168;1;3;0;0;1505;156;0;0;0;0;1661;270;47;2;35;205;244;13;41;206;38;105545;0;105545;0;40884;27264;13620;168;0;0;168;1;1;0;2583;1
SMURSAMU;2019;320004922;320780117;1;0;0;0;1;320780117;0;0;48;35;0;;1;;;379;57;0;12;6;0;454;157;39;3;36;156;290;14;48;119;171;;;;;;;;;;;;;;;;
SMURSAMU;2019;330000555;330781204;1;1;0;0;0;;0;0;168;168;168;;1;;;831;;;14;;;845;126;77;49;;;701;60;123;464;237;;;;;;;;;;;;;;;;
SMURSAMU;2019;330000571;330781220;1;1;0;0;0;;0;0;168;168;168;;1;;;557;0;0;0;0;0;557;501;55;53;615;278;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;330000589;330027509;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;816;;;;;;816;145;35;0;50;0;670;46;108;418;252;;;;;;;;;;;;;;;;
SMURSAMU;2019;330000605;330781253;1;1;0;0;0;330000605;0;0;168;168;168;1;1;0;0;1111;21;0;0;0;0;1132;466;129;1;34;284;644;29;111;577;67;;;;;;;;;;;;;;;;
SMURSAMU;2019;330058355;330781253;1;0;0;0;1;330781253;0;0;168;168;168;0;1;0;0;333;44;0;0;0;0;377;140;57;1;5;78;188;10;29;105;83;;;;;;;;;;;;;;;;
SMURSAMU;2019;330780495;330796392;1;1;0;0;0;;0;0;168;168;168;;5;;;633;0;0;0;0;0;633;;86;4;34;121;469;;;469;;;;;;;;;;;;;;;;;
SMURSAMU;2019;330780537;330000324;1;1;0;0;0;330780537;0;0;168;168;168;1;0;0;0;494;0;0;0;0;0;494;234;65;28;19;122;260;11;212;159;101;;;;;;;;;;;;;;;;
SMURSAMU;2019;330781360;330781196;1;1;0;1;0;;0;1;773;588;588;7;5;1;;6354;2681;0;403;408;0;9846;3139;654;106;292;2051;3706;1469;1508;1541;2165;573591;28967;544584;;382297;346421;168181;678;336;342;1490;0;0;0;16941;0
SMURSAMU;2019;340000033;340780055;1;1;0;0;0;;0;0;336;336;336;1;2;;;2371;171;275;0;0;0;2817;491;279;12;146;1191;1880;107;375;1592;288;;;;;;;;;;;;;;;;
SMURSAMU;2019;340000223;340011295;1;1;0;0;0;;0;0;168;168;0;;;;;1140;;;;;;1140;587;102;13;34;438;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;340022763;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;;;;1562;21;1;;;;1584;1053;109;8;87;601;536;45;99;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;340022771;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;698;14;2;;;;714;457;44;5;35;211;241;7;57;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;340025279;340780477;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;458456;;420869;292457;262071;223874;56319;336;336;92;958;0;10;;1312;1
SMURSAMU;2019;340027739;340780477;1;0;0;0;1;340780477;0;0;168;168;168;;1;;;92;;;;;;92;58;3;2;8;38;26;2;6;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;340780436;340011295;1;0;0;0;1;340011295;0;0;168;168;0;;;;;1205;;;;;;1205;583;102;10;86;635;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;340785161;340780477;1;1;0;1;0;;0;0;504;504;1008;6;2;1;0;4183;2916;1148;265;547;0;9059;1973;274;29;314;1079;2580;213;438;1579;1001;;;;;;;;;;;;;;;;
SMURSAMU;2019;350000147;350000022;1;1;0;0;0;;0;0;168;168;168;2;0;0;0;1172;13;0;0;0;0;1185;502;103;144;0;255;1049;25;0;1024;25;;;;;;;;;;;;;;;;
SMURSAMU;2019;350000154;350000030;1;1;0;0;0;;0;0;168;168;168;1;;;;550;22;0;4;0;0;576;117;68;8;12;29;473;33;106;342;131;;;;;;;;;;;;;;;;
SMURSAMU;2019;350000162;350000048;1;1;0;0;0;;0;0;168;168;168;;2;;;634;25;;;;;659;84;62;1;13;26;544;43;119;417;127;;;;;;;;;;;;;;;;
SMURSAMU;2019;350000188;350000055;1;1;0;0;0;;0;0;168;168;168;;1;;;480;17;0;0;0;0;497;61;41;19;;1;413;41;68;300;113;;;;;;;;;;;;;;;;
SMURSAMU;2019;350000741;350005179;1;1;0;0;0;;0;1;420;420;588;4;4;1;;4008;1733;406;58;49;;6254;1346;326;15;167;841;3684;440;438;3155;529;341088;32613;308475;281699;172032;164918;63429;442;238;204;482;0;0;0;2121;0
SMURSAMU;2019;360000137;360000053;1;1;0;0;0;360000137;0;1;336;336;336;3;3;1;0;1581;1082;236;158;403;0;3460;351;219;8;67;57;1203;100;185;1065;138;205146;26548;174740;168086;129915;94244;18500;220;168;52;420;0;27;;767;0
SMURSAMU;2019;360008056;360000053;1;0;0;0;1;360000053;0;0;168;168;0;;1;;;163;;;;;;163;48;34;1;12;1;119;8;22;103;16;;;;;;;;;;;;;;;;
SMURSAMU;2019;360008072;360000053;1;0;0;0;1;360000053;0;0;70;70;0;0;1;0;0;149;2;1;0;0;0;152;29;20;0;6;3;101;11;24;68;33;;;;;;;;;;;;;;;;
SMURSAMU;2019;370000499;370000481;1;0;0;1;0;;0;0;;;;;;;;4;419;;1;110;;534;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;370000531;370000606;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;496;22;0;3;0;0;521;136;66;1;30;11;398;35;69;164;234;;;;;;;;;;;;;;;;
SMURSAMU;2019;370000879;370000564;1;1;0;0;0;;0;0;168;168;;2;;;;447;31;;;;;478;200;61;1;27;111;271;;;82;189;;;;;;;;;;;;;;;;
SMURSAMU;2019;370004467;370000481;1;1;0;0;0;;0;1;336;336;336;5;3;1;;1722;889;;129;258;;2998;692;219;11;60;402;1268;107;159;1166;97;263963;;263963;;114210;107599;6611;280;228;52;696;0;0;;2033;1
SMURSAMU;2019;370013393;370000481;1;0;0;0;1;370000481;0;0;168;168;0;;1;;;321;20;0;0;0;0;341;147;50;3;7;87;202;12;28;89;13;;;;;;;;;;;;;;;;
SMURSAMU;2019;370013401;370000481;1;0;0;0;1;370000481;0;0;168;168;0;;;;;1106;213;0;11;16;;1346;473;135;10;57;271;735;52;125;124;611;;;;;;;;;;;;;;;;
SMURSAMU;2019;380000034;380780049;1;1;0;0;0;;0;0;218;268;281;3;;;;1543;135;;;;;1678;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;380000067;380780080;1;1;0;0;0;;0;1;397;374;504;7;4;1;;3898;1464;273;238;392;;6265;1456;312;16;284;791;2545;302;382;1674;871;522721;0;0;;270142;262494;111779;559;242;233;1129;1;40;;3274;0
SMURSAMU;2019;380000174;380781435;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;1258;51;0;0;0;0;1309;216;158;3;44;1;1092;103;179;711;381;;;;;;;;;;;;;;;;
SMURSAMU;2019;380000406;380784751;1;1;0;0;0;;0;0;168;168;168;1;1;;;1285;120;17;;;;1422;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;380019752;380780080;1;0;0;0;1;380780080;0;0;84;72;0;;;1;;45;1;;606;33;;685;157;64;;12;60;547;64;82;449;98;;;;;;;;;;;;;;;;
SMURSAMU;2019;380019760;380780080;1;0;0;0;1;380780080;1;0;13;0;0;;;1;;7;0;;308;;;315;67;6;;10;24;300;36;46;275;25;;;;;;;;;;;;;;;;
SMURSAMU;2019;390000040;390780146;1;1;0;0;0;;0;0;168;336;336;1;3;0;0;1434;231;0;0;0;0;1665;735;138;5;114;478;1131;126;294;1004;127;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0
SMURSAMU;2019;390000065;390780161;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;279;85;;;;;364;57;22;6;20;9;224;;;123;101;;;;;;;;;;;;;;;;
SMURSAMU;2019;390000214;390780146;1;1;0;0;0;;0;0;168;168;168;1;1;0;0;507;23;0;0;0;0;530;233;41;8;90;240;165;24;59;5;160;;;;;;;;;;;;;;;;
SMURSAMU;2019;390000222;390780609;1;1;0;0;0;;0;0;252;252;252;1;2;;;1032;117;;;;;1149;367;109;6;67;;645;102;227;423;222;;;;;;;;;;;;;;;;
SMURSAMU;2019;390005742;390780146;1;0;0;0;1;390780146;0;0;168;168;168;0;1;0;0;322;0;0;0;0;0;322;129;13;0;44;129;129;;;31;98;;;;;;;;;;;;;;;;
SMURSAMU;2019;400000105;400780193;1;1;0;0;0;400780193;0;0;252;252;252;3;1;0;0;1533;241;0;1;86;0;1861;690;156;63;137;314;844;169;253;512;332;;;;;;;;;;;;;;;;
SMURSAMU;2019;400000139;400011177;1;1;0;0;0;;0;1;168;168;168;4;1;0;0;1004;20;1;2;9;0;1036;530;109;19;237;165;476;55;82;468;8;258570;44724;203114;186071;106607;104642;28126;260;180;80;538;1;3;0;2108;0
SMURSAMU;2019;400011383;400780193;1;0;0;0;1;400780193;1;0;168;0;0;0;1;0;0;150;0;0;0;0;0;150;138;8;0;57;13;12;2;4;3;9;;;;;;;;;;;;;;;;
SMURSAMU;2019;400011391;400780193;1;0;0;0;1;400780193;1;0;84;0;0;0;0;1;0;0;0;0;97;2;0;99;89;0;0;65;24;8;2;1;3;5;;;;;;;;;;;;;;;;
SMURSAMU;2019;400012506;400011177;1;0;0;0;1;400011177;1;0;28;0;0;0;1;0;0;238;0;0;0;0;0;238;235;1;1;153;80;3;2;1;0;3;;;;;;;;;;;;;;;;
SMURSAMU;2019;400012514;400011177;1;0;0;0;1;400011177;0;0;84;84;84;1;0;0;0;319;111;0;0;1;0;431;190;35;4;47;104;129;11;19;97;32;;;;;;;;;;;;;;;;
SMURSAMU;2019;400012522;400011177;1;0;0;0;1;400011177;0;0;168;168;168;1;0;0;0;449;175;0;1;0;0;625;220;49;5;49;117;230;10;40;169;61;;;;;;;;;;;;;;;;
SMURSAMU;2019;410000020;410000087;1;1;0;0;0;;0;1;336;336;168;2;3;1;;1068;578;51;122;367;;2186;589;197;10;35;347;1597;62;162;874;723;;;;;142169;88646;13634;168;168;44;360;0;0;0;630;0
SMURSAMU;2019;410000038;410000095;1;1;0;0;0;;0;0;168;168;168;;2;;;549;110;;;;;659;159;95;4;37;78;334;17;95;244;90;;;;;;;;;;;;;;;;
SMURSAMU;2019;410000046;410000103;1;1;0;0;0;410000046;0;0;168;168;168;0;2;0;0;533;76;0;10;0;0;619;312;99;1;50;162;271;39;188;133;138;;;;;;;;;;;;;;;;
SMURSAMU;2019;420000010;420780033;1;1;0;0;0;;0;1;164;336;336;1;2;0;0;1088;850;7;45;196;;2186;398;154;4;60;180;690;130;155;533;157;72737;1190;70392;69140;56092;54767;13916;176;119;57;238;0;0;0;272;0
SMURSAMU;2019;420000226;420013831;1;1;0;0;0;;0;0;20;30;0;0;1;0;0;428;5;0;0;0;0;433;74;50;1;18;5;354;;;321;33;;;;;;;;;;;;;;;;
SMURSAMU;2019;420000267;420013831;1;1;0;0;0;;0;0;168;168;0;0;2;0;0;374;41;0;0;0;0;415;132;67;0;18;47;253;29;57;157;96;;;;;;;;;;;;;;;;
SMURSAMU;2019;420785354;420784878;1;1;0;0;0;;0;1;504;504;420;4;5;1;;2331;1282;24;530;593;;4760;689;256;3;3;320;2195;225;369;1653;542;297387;;272203;263012;150334;140265;78720;380;168;212;644;0;35;;1875;0
SMURSAMU;2019;430000117;430000018;1;1;0;0;0;;0;1;268;252;0;1;3;;;1252;544;0;4;7;;1807;283;160;2;63;58;969;63;149;821;148;131864;0;131864;131864;89980;50430;35550;216;168;48;360;1;5;;426;0
SMURSAMU;2019;430000190;430000034;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;319;205;0;0;0;0;524;64;56;0;8;0;255;30;42;133;122;;;;;;;;;;;;;;;;
SMURSAMU;2019;440000016;440000057;1;1;0;0;0;;0;0;336;336;336;0;3;0;0;1324;58;;;;;1382;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;440000271;440000289;1;1;1;1;0;;0;1;406;504;504;3;5;;;2707;1354;515;209;587;;5372;407;245;7;155;;3605;414;396;2433;1172;559251;8058;501401;465300;315770;250645;124213;799;332;331;986;1;0;;1618;0
SMURSAMU;2019;440000503;440000313;1;1;0;0;0;;0;0;168;168;168;;2;;;428;8;;;;;436;138;1;;1;136;249;14;36;145;104;;;;;;;;;;;;;;;;
SMURSAMU;2019;440053007;440000289;1;0;0;0;1;440000289;0;0;35;35;35;;1;;;84;33;;;;;117;12;10;2;;;94;9;14;40;54;;;;;;;;;;;;;;;;
SMURSAMU;2019;450000047;450000096;1;1;0;0;0;;0;0;168;168;0;0;1;0;0;644;0;0;0;0;0;644;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;450000062;450000104;1;1;0;0;0;;0;0;168;168;168;;2;;;1082;5;;;;;1087;430;120;8;48;254;889;56;196;799;90;;;;;;;;;;;;;;;;
SMURSAMU;2019;450000070;450000112;1;1;0;0;0;;0;0;168;168;168;;2;;;627;8;;;;;635;112;65;10;37;245;443;;;225;218;;;;;;;;;;;;;;;;
SMURSAMU;2019;450002613;450000088;1;1;0;1;0;;0;1;504;504;504;3;6;1;0;2829;653;117;207;546;0;4352;1335;225;19;181;910;1631;150;283;1344;287;293472;0;293472;293472;;158059;20718;388;336;52;544;0;0;;3377;0
SMURSAMU;2019;460000045;460780083;1;1;0;0;0;;0;0;39;35;35;0;1;0;0;303;28;;;0;;331;128;56;3;15;54;185;14;39;150;35;;;;;;;;;;;;;;;;
SMURSAMU;2019;460000052;460780091;1;1;0;0;0;;0;0;59;114;58;;;;;447;36;;;3;;486;270;56;1;46;171;175;10;29;99;76;;;;;;;;;;;;;;;;
SMURSAMU;2019;460000102;460780208;1;1;0;0;0;;0;0;28;29;0;0;1;0;0;322;1;0;0;0;0;323;225;38;1;27;164;114;3;22;56;58;;;;;;;;;;;;;;;;
SMURSAMU;2019;460000110;460780216;1;1;0;0;0;;0;1;168;203;168;2;3;;;798;227;362;;;;1387;271;117;;58;96;525;40;67;469;56;101000;;101000;100000;46557;46557;;168;168;52;168;1;0;;791;0
SMURSAMU;2019;470000423;470016171;1;1;0;0;0;470016171;0;1;336;168;228;2;2;;;979;723;33;;;;1735;272;131;8;15;137;683;46;226;365;318;159680;;148206;136367;129459;54603;29895;259;259;99;404;0;5;;394;1
SMURSAMU;2019;470000431;470000324;1;1;0;0;0;;0;0;168;168;168;0;1;;;749;21;;;;;770;181;142;0;21;18;501;20;128;391;110;;;;;;;;;;;;;;;;
SMURSAMU;2019;470000480;470001660;1;1;0;0;0;;0;0;168;168;168;1;1;;;570;0;;;;;570;;113;;23;;;27;74;274;7;;;;;;;;;;;;;;;;
SMURSAMU;2019;470016205;470016171;1;0;0;0;1;470016171;0;0;168;168;0;;1;;;498;;;;;;498;165;64;;33;179;221;20;145;95;126;;;;;;;;;;;;;;;;
SMURSAMU;2019;480000017;480780097;1;1;0;0;0;;0;1;168;168;168;3;2;1;0;807;58;0;137;139;0;1141;329;60;239;;30;544;68;148;447;97;53970;3307;50663;40769;47522;21038;0;168;168;0;252;0;35;0;192;0
SMURSAMU;2019;490000049;490000031;1;1;0;0;0;;0;1;336;420;420;3;3;1;0;2217;1777;966;195;256;0;5411;692;257;9;42;360;2155;220;317;1813;342;295776;5059;277458;241735;169700;145515;68972;378;233;145;563;1;0;0;2296;0
SMURSAMU;2019;490000635;490000676;1;1;0;0;0;;0;0;168;168;0;;2;;;1104;82;;;;;1186;520;142;66;2;310;584;49;103;397;187;;;;;;;;;;;;;;;;
SMURSAMU;2019;490001765;490528452;1;1;0;0;0;;0;0;168;168;168;;1;;;688;29;;;;;717;226;79;0;30;117;565;34;106;309;256;;;;;;;;;;;;;;;;
SMURSAMU;2019;500000021;500000054;1;1;0;0;0;;0;0;168;168;168;1;1;1;;552;178;;2;3;;735;271;124;1;25;110;281;25;106;231;50;;;;;;;;;;;;;;;;
SMURSAMU;2019;500000187;500000013;1;1;0;0;0;;0;0;168;168;168;;2;;;754;51;63;20;5;0;893;232;139;6;6;81;616;64;178;557;59;;;;;;;;;;;;;;;;
SMURSAMU;2019;500000260;500000054;1;1;0;0;0;;0;0;168;168;168;;1;1;1;368;163;;5;3;1;540;143;72;1;19;46;231;13;61;178;53;;;;;;;;;;;;;;;;
SMURSAMU;2019;500000427;500000096;1;1;0;0;0;;0;0;39;35;0;0;1;0;0;269;32;;;;;301;137;60;1;3;73;132;13;23;20;112;;;;;;;;;;;;;;;;
SMURSAMU;2019;500000450;500000112;1;1;0;0;0;;0;1;168;462;0;0;2;;;306;459;147;2;3;0;917;205;105;21;;79;305;17;48;241;64;202119;;187200;153829;98105;93427;0;168;168;104;439;1;0;0;3735;
SMURSAMU;2019;500000468;500000013;1;1;0;0;0;;0;0;168;168;168;;2;;;495;136;0;14;2;0;647;220;83;7;18;112;397;49;145;315;82;;;;;;;;;;;;;;;;
SMURSAMU;2019;500000591;500000393;1;1;0;0;0;;0;0;168;168;;;;;;324;212;0;4;1;0;541;164;68;12;1;84;312;14;32;81;231;;;;;;;;;;;;;;;;
SMURSAMU;2019;510000169;510000037;1;1;0;0;0;;0;0;35;42;49;1;1;0;0;663;30;1;0;0;0;694;235;96;2;49;76;428;33;91;346;82;;;;;;;;;;;;;;;;
SMURSAMU;2019;510000235;510000060;1;1;0;0;0;;0;0;168;168;168;1;1;;;543;42;;;;;585;283;98;1;37;77;302;18;136;209;93;;;;;;;;;;;;;;;;
SMURSAMU;2019;510000250;510000078;1;1;0;0;0;;0;0;168;168;168;;1;;;381;84;;;;;465;96;48;2;45;1;284;24;105;191;93;;;;;;;;;;;;;;;;
SMURSAMU;2019;510004302;510000029;1;1;0;1;0;;0;1;504;504;420;4;2;1;0;1824;1195;0;72;345;0;3436;774;279;11;142;342;1206;89;187;962;244;217790;19546;194657;182784;96670;92277;27530;296;168;128;444;0;0;0;1700;0
SMURSAMU;2019;510023914;510000037;1;0;0;0;1;510000037;0;0;168;168;168;1;;;;145;27;0;0;0;0;172;60;16;0;10;27;85;3;19;59;26;;;;;;;;;;;;;;;;
SMURSAMU;2019;510023922;100006279;1;0;0;0;1;100000199;0;0;168;168;84;0;1;0;0;289;20;0;0;0;0;309;126;39;0;19;78;143;23;93;85;58;;;;;;;;;;;;;;;;
SMURSAMU;2019;520000027;520780032;1;1;0;0;0;;0;1;262;262;326;1;2;;;781;756;133;;;;1670;448;92;6;68;282;405;;;357;48;98115;6757;88445;82951;34977;34977;0;168;168;;252;0;;;971;1
SMURSAMU;2019;520000043;520780057;1;1;0;0;0;;0;0;96;252;195;;;;;529;7;0;0;0;0;536;390;67;0;57;266;138;11;38;93;45;;;;;;;;;;;;;;;;
SMURSAMU;2019;520000068;520780073;1;1;0;0;0;;0;0;168;168;168;0;2;0;0;751;15;0;0;0;0;766;363;115;25;284;223;544;57;155;482;62;;;;;;;;;;;;;;;;
SMURSAMU;2019;530000017;530000025;1;1;0;0;0;;0;0;168;168;0;;;;;592;33;38;;;;663;249;64;5;34;146;366;61;164;183;183;;;;;;;;;;;;;;;;
SMURSAMU;2019;530000173;530000074;1;1;0;0;0;;0;0;168;168;16;0;0;0;0;518;37;0;0;0;0;555;211;107;4;19;387;611;47;153;387;224;;;;;;;;;;;;;;;;
SMURSAMU;2019;530000264;530000371;1;1;0;0;0;;0;1;168;221;221;2;2;;;1071;331;169;27;34;;1632;450;102;3;115;230;601;102;166;535;66;127403;;;;100216;80630;45557;276;168;108;444;1;0;;203;0
SMURSAMU;2019;540000015;540023264;1;0;0;1;0;540023264;0;0;168;63;0;;;;;0;368;289;;0;;657;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;540000023;540000049;1;1;0;0;0;;0;0;336;420;168;0;1;0;0;527;41;0;0;0;0;568;93;56;2;10;49;457;30;82;234;223;;;;;;;;;;;;;;;;
SMURSAMU;2019;540000155;540000080;1;1;0;0;0;;0;0;168;168;168;;1;;;484;39;;;;;523;200;31;;;158;287;11;53;143;144;;;;;;;;;;;;;;;;
SMURSAMU;2019;540000296;540000106;1;1;0;0;0;;0;0;168;168;168;1;;;;410;30;;;;;440;;52;2;13;52;293;16;66;135;158;;;;;;;;;;;;;;;;
SMURSAMU;2019;540001070;540000767;1;1;0;0;0;;0;0;220;180;;;;;;575;87;0;0;0;0;662;99;72;8;19;0;476;30;102;342;134;;;;;;;;;;;;;;;;
SMURSAMU;2019;540001096;570010181;1;1;0;0;0;;0;0;168;168;168;0;1;0;0;801;229;0;0;16;0;1046;210;95;4;28;209;547;10;92;447;120;;;;;;;;;;;;;;;;
SMURSAMU;2019;540001138;540023264;1;1;0;0;0;;0;1;420;504;504;2;4;1;0;2683;1334;1596;143;661;0;6417;350;217;21;71;41;2258;173;619;1685;573;291616;2400;279548;269895;151179;148735;21476;412;336;76;708;1;0;0;5315;0
SMURSAMU;2019;540002698;540023264;1;0;0;1;0;;0;0;170;168;0;;;;;0;65;201;;;;266;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;550000012;550006795;1;1;0;0;0;;0;1;168;168;168;0;2;0;0;761;65;88;0;0;;914;248;72;0;9;167;606;32;129;521;85;75051;0;75051;75051;35140;41485;8328;188;188;20;336;1;13;0;2358;0
SMURSAMU;2019;550000434;550003354;1;1;0;0;0;;0;0;168;168;168;0;2;0;;447;166;0;;;;613;152;64;6;6;76;466;21;77;217;249;;;;;;;;;;;;;;;;
SMURSAMU;2019;560000127;560023210;1;1;0;0;0;;0;1;406;168;504;2;2;1;0;1307;340;384;116;22;5;2174;385;190;52;0;373;854;49;150;780;74;291184;;258316;207559;204621;134474;49094;168;168;73;681;1;8;0;2950;0
SMURSAMU;2019;560000135;560005746;1;1;0;0;0;;0;0;168;168;168;;1;;;1205;64;1;99;26;3;1398;1228;139;4;20;;1119;85;192;1065;54;;;;;;;;;;;;;;;;
SMURSAMU;2019;560000143;560014748;1;1;0;0;0;;0;0;252;252;252;1;2;;;726;40;;;;;766;;;;;;;;;;;;;;;;;;;;;;;;;;
SMURSAMU;2019;560000192;560000044;1;1;0;0;0;;0;0;168;168;168;;1;;;584;16;;2;;;602;277;88;2;21;166;475;33;107;342;133;;;;;;;;;;;;;;;;
SMURSAMU;2019;560000200;560023210;1;1;0;0;0;;0;0;168;168;168;;;;;1047;1;0;6;0;0;1054;393;117;58;0;377;520;33;102;9;511;;;;;;;;;;;;;;;;
SMURSAMU;2019;570000059;570025254;1;1;0;0;0;;0;0;252;252;336;0;2;0;0;1448;525;;;;;1973;725;171;8;47;520;641;32;108;310;331;;;;;;;;;;;;;;;;
SMURSAMU;2019;570000117;570015099;1;1;0;0;0;;0;0;168;168;168;1;1;;;476;195;0;0;0;0;671;99;85;0;14;;373;17;90;271;102;;;;;;;;;;;;;;;;
SMURSAMU;2019;570000349;570005165;1;1;0;0;0;;0;0;336;336;1008;1;2;0;0;1543;151;1072;0;0;0;2766;621;255;22;132;250;922;35;210;617;305;;;;;;;;;;;;;;;;
