BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2019;2A0002614;2A0002606;N2710;1;;0.5;
HAD_P;2019;2A0002614;2A0002606;N9999;4;;2.06;
HAD_P;2019;2A0002614;2A0002606;NAUT;1;;0.2;
HAD_P;2019;2A0002614;2A0002606;Ncoor;2;;1.36;
HAD_P;2019;2B0000038;2B0004246;M9999;;1;0.1;
HAD_P;2019;2B0000038;2B0004246;Mcoor;;1;0.1;
HAD_P;2019;2B0000038;2B0004246;N9999;2;;2;
HAD_P;2019;2B0000038;2B0004246;Ncoor;2;;2;
HAD_P;2019;2B0001739;2B0001689;M3050;1;;1;
HAD_P;2019;2B0001739;2B0001689;M9999;1;1;1.5;
HAD_P;2019;2B0001739;2B0001689;Mcoor;;1;0.5;
HAD_P;2019;2B0001739;2B0001689;N2210;8;;8;71
HAD_P;2019;2B0001739;2B0001689;N2410;;;;49
HAD_P;2019;2B0001739;2B0001689;N2510;4;;4;
HAD_P;2019;2B0001739;2B0001689;N3120;1;;1;
HAD_P;2019;2B0001739;2B0001689;N9999;16;1;16.6;125
HAD_P;2019;2B0001739;2B0001689;NAUT;;1;0.6;5
HAD_P;2019;2B0001739;2B0001689;Ncoor;3;;3;
HAD_P;2019;2B0003289;2B0003198;M3050;1;;1;
HAD_P;2019;2B0003289;2B0003198;M9999;1;1;1.5;
HAD_P;2019;2B0003289;2B0003198;Mcoor;;1;0.5;
HAD_P;2019;2B0003289;2B0003198;N2120;;1;1;
HAD_P;2019;2B0003289;2B0003198;N2710;;1;0.5;
HAD_P;2019;2B0003289;2B0003198;N9999;3;7;9.5;
HAD_P;2019;2B0003289;2B0003198;NAUT;3;;3;
HAD_P;2019;2B0003289;2B0003198;Ncoor;;5;5;
HAD_P;2019;300000031;300780053;M9999;1;0;1.71;0
HAD_P;2019;300000031;300780053;Mcoor;1;0;1.71;
HAD_P;2019;300000031;300780053;N2120;1;0;0.75;
HAD_P;2019;300000031;300780053;N2210;2;2;3.74;
HAD_P;2019;300000031;300780053;N2510;1;2;2.74;
HAD_P;2019;300000031;300780053;N2710;0;1;0.17;
HAD_P;2019;300000031;300780053;N9999;5;8;9.28;
HAD_P;2019;300000031;300780053;NAUT;0;3;1.4;
HAD_P;2019;300000031;300780053;Ncoor;1;0;0.48;
HAD_P;2019;300000056;300780079;M9999;0;1;0.2;
HAD_P;2019;300000056;300780079;Mcoor;0;1;0.2;
HAD_P;2019;300000056;300780079;N2120;;1;0.2;
HAD_P;2019;300000056;300780079;N2210;2;;2;57
HAD_P;2019;300000056;300780079;N2510;;4;2;
HAD_P;2019;300000056;300780079;N9999;2;6;4.4;57
HAD_P;2019;300000056;300780079;NAUT;;1;0.2;
HAD_P;2019;300000064;300780087;M9999;1;;0.16;
HAD_P;2019;300000064;300780087;Mcoor;1;;0.16;
HAD_P;2019;300000064;300780087;N2120;;1;0.18;
HAD_P;2019;300000064;300780087;N2210;4;1;4.38;
HAD_P;2019;300000064;300780087;N2510;1;1;1.88;
HAD_P;2019;300000064;300780087;N2710;;1;0.15;
HAD_P;2019;300000064;300780087;N3120;;2;0.04;
HAD_P;2019;300000064;300780087;N9999;5;7;6.66;
HAD_P;2019;300000064;300780087;NAUT;;1;0.03;
HAD_P;2019;300012309;420002438;M3050;1;;1;
HAD_P;2019;300012309;420002438;M9999;1;2;1.7;
HAD_P;2019;300012309;420002438;Mcoor;;2;0.7;
HAD_P;2019;300012309;420002438;N2120;1;;1;
HAD_P;2019;300012309;420002438;N2710;;1;0.5;
HAD_P;2019;300012309;420002438;N3120;;1;0.3;
HAD_P;2019;300012309;420002438;N9999;5;3;6.1;
HAD_P;2019;300012309;420002438;NAUT;;1;0.3;
HAD_P;2019;300012309;420002438;Ncoor;4;;4;
HAD_P;2019;300013745;420002438;M9999;;1;0.5;
HAD_P;2019;300013745;420002438;Mcoor;;1;0.5;
HAD_P;2019;300013745;420002438;N2120;1;;1;
HAD_P;2019;300013745;420002438;N2710;;1;0.4;
HAD_P;2019;300013745;420002438;N3120;;1;0.3;
HAD_P;2019;300013745;420002438;N9999;5;3;7.4;
HAD_P;2019;300013745;420002438;NAUT;;1;1.7;
HAD_P;2019;300013745;420002438;Ncoor;4;;4;
HAD_P;2019;300013778;300013760;M9999;2;1;3;0
HAD_P;2019;300013778;300013760;Mcoor;2;1;3;
HAD_P;2019;300013778;300013760;N2120;0;0;0.67;
HAD_P;2019;300013778;300013760;N9999;7;0;8.5;0
HAD_P;2019;300013778;300013760;Ncoor;7;0;7.83;
HAD_P;2019;310005459;310021886;M3050;;1;0.1;
HAD_P;2019;310005459;310021886;M9999;1;5;2.29;
HAD_P;2019;310005459;310021886;Mcoor;1;4;2.19;
HAD_P;2019;310005459;310021886;N2120;0;2;2.69;
HAD_P;2019;310005459;310021886;N2210;16;0;19.07;871
HAD_P;2019;310005459;310021886;N2510;4;2;5.55;
HAD_P;2019;310005459;310021886;N2710;0;1;0.8;
HAD_P;2019;310005459;310021886;N3120;1;2;2.12;
HAD_P;2019;310005459;310021886;N9999;36;12;46.01;871
HAD_P;2019;310005459;310021886;NAUT;9;5;12.87;
HAD_P;2019;310005459;310021886;Ncoor;6;0;2.91;
HAD_P;2019;310016977;310781406;M9999;;1;0.3;
HAD_P;2019;310016977;310781406;Mcoor;;1;0.3;
HAD_P;2019;310016977;310781406;N2210;1;;1;
HAD_P;2019;310016977;310781406;N9999;2;2;3.6;
HAD_P;2019;310016977;310781406;NAUT;1;2;2.6;
HAD_P;2019;310780259;310000096;M9999;5;1;3.4;
HAD_P;2019;310780259;310000096;Mcoor;5;1;3.4;
HAD_P;2019;310780259;310000096;N2120;1;;1;
HAD_P;2019;310780259;310000096;N2210;38;;36.27;
HAD_P;2019;310780259;310000096;N2510;7;;7.38;
HAD_P;2019;310780259;310000096;N3120;1;;1;
HAD_P;2019;310780259;310000096;N9999;71;;68.76;
HAD_P;2019;310780259;310000096;NAUT;18;;17.01;
HAD_P;2019;310780259;310000096;Ncoor;6;;6.1;
HAD_P;2019;320004328;310000096;M9999;;1;0.2;
HAD_P;2019;320004328;310000096;Mcoor;;1;0.2;
HAD_P;2019;320004328;310000096;N2120;1;;1;
HAD_P;2019;320004328;310000096;N2210;12;;10.8;
HAD_P;2019;320004328;310000096;N2510;7;;5.7;
HAD_P;2019;320004328;310000096;N9999;23;;20.5;
HAD_P;2019;320004328;310000096;NAUT;2;;2;
HAD_P;2019;320004328;310000096;Ncoor;1;;1;
HAD_P;2019;330000332;330780545;M3050;;;;59
HAD_P;2019;330000332;330780545;M9999;3;;2.6;165
HAD_P;2019;330000332;330780545;MAUT;;;;106
HAD_P;2019;330000332;330780545;Mcoor;3;;2.6;
HAD_P;2019;330000332;330780545;N2120;2;;1.6;
HAD_P;2019;330000332;330780545;N2210;28;;25.1;359
HAD_P;2019;330000332;330780545;N2410;;;;77
HAD_P;2019;330000332;330780545;N2510;15;2;15.7;
HAD_P;2019;330000332;330780545;N2710;2;1;0.9;
HAD_P;2019;330000332;330780545;N3120;1;1;0.5;
HAD_P;2019;330000332;330780545;N9999;56;4;51.4;461
HAD_P;2019;330000332;330780545;NAUT;3;;3.3;25
HAD_P;2019;330000332;330780545;Ncoor;5;;4.3;
HAD_P;2019;330000340;330780552;M9999;7;0;5.35;
HAD_P;2019;330000340;330780552;MAUT;6;0;4.35;
HAD_P;2019;330000340;330780552;Mcoor;1;0;1;
HAD_P;2019;330000340;330780552;N2120;6;0;6;
HAD_P;2019;330000340;330780552;N2210;81;11;77.16;
HAD_P;2019;330000340;330780552;N2510;11;1;10.8;
HAD_P;2019;330000340;330780552;N2710;3;2;2.22;
HAD_P;2019;330000340;330780552;N3120;4;0;3.44;
HAD_P;2019;330000340;330780552;N9999;133;20;129.67;
HAD_P;2019;330000340;330780552;NAUT;28;6;30.05;
HAD_P;2019;330000589;330027509;M9999;0;2;0.85;
HAD_P;2019;330000589;330027509;MAUT;0;2;0.85;
HAD_P;2019;330000589;330027509;N2120;0;1;0.5;
HAD_P;2019;330000589;330027509;N2210;9;3;13.82;
HAD_P;2019;330000589;330027509;N2510;2;0;2.92;
HAD_P;2019;330000589;330027509;N2710;0;1;0.4;
HAD_P;2019;330000589;330027509;N9999;12;13;21.4;
HAD_P;2019;330000589;330027509;NAUT;1;8;3.76;
HAD_P;2019;330025958;330025859;M3050;1;;1;119
HAD_P;2019;330025958;330025859;M9999;3;2;3.9;375
HAD_P;2019;330025958;330025859;MAUT;;;;256
HAD_P;2019;330025958;330025859;Mcoor;2;2;2.9;
HAD_P;2019;330025958;330025859;N2120;2;;2;
HAD_P;2019;330025958;330025859;N2210;19;;23.32;571
HAD_P;2019;330025958;330025859;N2410;;;;118
HAD_P;2019;330025958;330025859;N2510;4;2;4.51;
HAD_P;2019;330025958;330025859;N2710;;1;0.86;0
HAD_P;2019;330025958;330025859;N3120;2;;1.12;
HAD_P;2019;330025958;330025859;N9999;46;4;49.08;714
HAD_P;2019;330025958;330025859;NAUT;10;1;10.43;25
HAD_P;2019;330025958;330025859;Ncoor;9;;6.84;
HAD_P;2019;340000223;340011295;M9999;0;0;1;73
HAD_P;2019;340000223;340011295;MAUT;0;0;0;73
HAD_P;2019;340000223;340011295;Mcoor;0;0;1;
HAD_P;2019;340000223;340011295;N2120;1;0;0.5;
HAD_P;2019;340000223;340011295;N2210;0;0;0;118
HAD_P;2019;340000223;340011295;N2410;0;0;0;25
HAD_P;2019;340000223;340011295;N2710;0;1;0.2;
HAD_P;2019;340000223;340011295;N3120;0;1;0.4;
HAD_P;2019;340000223;340011295;N9999;6;3;6.6;143
HAD_P;2019;340000223;340011295;NAUT;1;1;1.5;
HAD_P;2019;340000223;340011295;Ncoor;4;0;4;
HAD_P;2019;340016476;340016468;M3050;;1;0.09;100
HAD_P;2019;340016476;340016468;M9999;;4;1.82;175
HAD_P;2019;340016476;340016468;MAUT;;1;0.49;75
HAD_P;2019;340016476;340016468;Mcoor;;2;1.24;
HAD_P;2019;340016476;340016468;N2120;;;0.5;
HAD_P;2019;340016476;340016468;N2210;;;;600
HAD_P;2019;340016476;340016468;N2410;;;;50
HAD_P;2019;340016476;340016468;N2460;;;;5
HAD_P;2019;340016476;340016468;N2510;2;;1.4;
HAD_P;2019;340016476;340016468;N2710;;1;0.57;5
HAD_P;2019;340016476;340016468;N3120;;1;0.69;
HAD_P;2019;340016476;340016468;N9999;10;10;13.29;660
HAD_P;2019;340016476;340016468;NAUT;4;5;5.22;
HAD_P;2019;340016476;340016468;Ncoor;4;3;4.91;
HAD_P;2019;340017839;420002438;M9999;0;2;0.9;
HAD_P;2019;340017839;420002438;Mcoor;0;2;0.9;
HAD_P;2019;340017839;420002438;N2120;1;;1;
HAD_P;2019;340017839;420002438;N2710;;1;0.5;
HAD_P;2019;340017839;420002438;N3120;;1;0.3;
HAD_P;2019;340017839;420002438;N9999;6;2;6.3;
HAD_P;2019;340017839;420002438;Ncoor;5;;4.5;
HAD_P;2019;340017847;340018175;M9999;;2;1;
HAD_P;2019;340017847;340018175;Mcoor;;2;1;
HAD_P;2019;340017847;340018175;N2120;1;;1;
HAD_P;2019;340017847;340018175;N3120;;1;0.4;
HAD_P;2019;340017847;340018175;N9999;5;3;8;
HAD_P;2019;340017847;340018175;NAUT;;2;2.6;
HAD_P;2019;340017847;340018175;Ncoor;4;;4;
HAD_P;2019;340021211;340780055;M9999;;1;0.4;
HAD_P;2019;340021211;340780055;MAUT;;1;0.4;
HAD_P;2019;340021211;340780055;N2120;1;1;1.16;
HAD_P;2019;340021211;340780055;N2210;7;1;6.62;
HAD_P;2019;340021211;340780055;N2410;;1;0.5;
HAD_P;2019;340021211;340780055;N2460;;1;0.6;
HAD_P;2019;340021211;340780055;N2710;;1;0.5;
HAD_P;2019;340021211;340780055;N3120;;1;0.4;
HAD_P;2019;340021211;340780055;N9999;11;6;11.16;
HAD_P;2019;340021211;340780055;NAUT;3;;1.38;
HAD_P;2019;340780154;340000116;M3050;;1;0.4;
HAD_P;2019;340780154;340000116;M9999;1;4;2.1;50
HAD_P;2019;340780154;340000116;MAUT;;1;0.2;50
HAD_P;2019;340780154;340000116;Mcoor;1;2;1.5;
HAD_P;2019;340780154;340000116;N2210;9;;9;75
HAD_P;2019;340780154;340000116;N2410;;;;18
HAD_P;2019;340780154;340000116;N2510;3;;2.53;
HAD_P;2019;340780154;340000116;N2710;;;;1
HAD_P;2019;340780154;340000116;N3120;;1;0.3;
HAD_P;2019;340780154;340000116;N9999;16;5;18.23;95
HAD_P;2019;340780154;340000116;NAUT;;4;2.4;1
HAD_P;2019;340780154;340000116;Ncoor;4;;4;
HAD_P;2019;340782036;340780477;M9999;;6;1.9;
HAD_P;2019;340782036;340780477;MAUT;;6;1.9;
HAD_P;2019;340782036;340780477;N2120;1;;0.75;
HAD_P;2019;340782036;340780477;N2210;11;;10.05;
HAD_P;2019;340782036;340780477;N2510;3;;2.96;
HAD_P;2019;340782036;340780477;N9999;22;;21.09;
HAD_P;2019;340782036;340780477;NAUT;7;;7.33;
HAD_P;2019;350042628;350042578;M3050;;1;0.7;
HAD_P;2019;350042628;350042578;M9999;1;6;5;
HAD_P;2019;350042628;350042578;MAUT;;2;1.6;
HAD_P;2019;350042628;350042578;Mcoor;1;3;2.7;
HAD_P;2019;350042628;350042578;N2120;2;;2;
HAD_P;2019;350042628;350042578;N2210;38;8;44.27;
HAD_P;2019;350042628;350042578;N2510;10;1;9.81;
HAD_P;2019;350042628;350042578;N2710;;2;1.2;
HAD_P;2019;350042628;350042578;N3120;1;2;2;
HAD_P;2019;350042628;350042578;N9999;58;19;68.53;
HAD_P;2019;350042628;350042578;NAUT;7;6;9.25;
HAD_P;2019;350044772;350000626;M3050;;2;0.39;
HAD_P;2019;350044772;350000626;M9999;1;4;3.11;
HAD_P;2019;350044772;350000626;Mcoor;1;2;2.72;
HAD_P;2019;350044772;350000626;N2120;2;;0.64;
HAD_P;2019;350044772;350000626;N2210;13;3;14.11;
HAD_P;2019;350044772;350000626;N2510;13;3;15.22;
HAD_P;2019;350044772;350000626;N2710;;1;0.6;
HAD_P;2019;350044772;350000626;N3120;;2;1.02;
HAD_P;2019;350044772;350000626;N9999;46;10;40.25;
HAD_P;2019;350044772;350000626;NAUT;17;1;7.66;
HAD_P;2019;350044772;350000626;Ncoor;1;;1;
HAD_P;2019;360000137;360000053;M9999;1;;0.5;
HAD_P;2019;360000137;360000053;Mcoor;1;;0.5;
HAD_P;2019;360000137;360000053;N2210;7;1;7.34;
HAD_P;2019;360000137;360000053;N2510;3;;2.95;
HAD_P;2019;360000137;360000053;N2710;;1;0.2;
HAD_P;2019;360000137;360000053;N3120;;1;0.49;
HAD_P;2019;360000137;360000053;N9999;10;6;11.45;
HAD_P;2019;360000137;360000053;NAUT;;3;0.47;
HAD_P;2019;370009938;440052041;M3050;1;1;1.6;
HAD_P;2019;370009938;440052041;M9999;1;6;4.53;
HAD_P;2019;370009938;440052041;Mcoor;0;5;2.93;
HAD_P;2019;370009938;440052041;N2120;1;;1;
HAD_P;2019;370009938;440052041;N2210;33;;33;
HAD_P;2019;370009938;440052041;N2510;12;;12;
HAD_P;2019;370009938;440052041;N2710;1;0;1;
HAD_P;2019;370009938;440052041;N3120;1;;1;
HAD_P;2019;370009938;440052041;N9999;60;0;60;
HAD_P;2019;370009938;440052041;NAUT;4;0;4;
HAD_P;2019;370009938;440052041;Ncoor;8;;8;
HAD_P;2019;370103673;370001638;M3050;;2;0.52;
HAD_P;2019;370103673;370001638;M9999;;6;1.94;
HAD_P;2019;370103673;370001638;Mcoor;;4;1.42;
HAD_P;2019;370103673;370001638;N2210;25;;23.95;
HAD_P;2019;370103673;370001638;N2410;1;;1.03;
HAD_P;2019;370103673;370001638;N2510;20;;19.85;
HAD_P;2019;370103673;370001638;N3120;1;;1.04;
HAD_P;2019;370103673;370001638;N9999;51;;48.08;
HAD_P;2019;370103673;370001638;Ncoor;4;;2.21;
HAD_P;2019;380000067;380780080;M9999;1;4;2.84;
HAD_P;2019;380000067;380780080;MAUT;1;4;2.84;
HAD_P;2019;380000067;380780080;N2120;1;;1;
HAD_P;2019;380000067;380780080;N2210;11;5;15.24;
HAD_P;2019;380000067;380780080;N2410;1;;1;
HAD_P;2019;380000067;380780080;N2510;7;1;8.55;
HAD_P;2019;380000067;380780080;N3120;;;0.19;
HAD_P;2019;380000067;380780080;N9999;28;16;39.26;
HAD_P;2019;380000067;380780080;NAUT;8;10;13.28;
HAD_P;2019;380000174;380781435;M9999;1;2;1.76;39
HAD_P;2019;380000174;380781435;MAUT;1;1;0.96;39
HAD_P;2019;380000174;380781435;Mcoor;;1;0.8;
HAD_P;2019;380000174;380781435;N2120;1;;0.77;
HAD_P;2019;380000174;380781435;N2210;4;4;7.4;118
HAD_P;2019;380000174;380781435;N2410;;;;14
HAD_P;2019;380000174;380781435;N2710;;1;0.5;
HAD_P;2019;380000174;380781435;N3120;;1;0.61;
HAD_P;2019;380000174;380781435;N9999;6;9;11.28;158
HAD_P;2019;380000174;380781435;NAUT;1;3;2;26
HAD_P;2019;380000406;380784751;M9999;2;0;2.06;
HAD_P;2019;380000406;380784751;MAUT;1;0;1.03;
HAD_P;2019;380000406;380784751;Mcoor;1;0;1.03;
HAD_P;2019;380000406;380784751;N2120;1;0;1;
HAD_P;2019;380000406;380784751;N2210;5;1;5.85;
HAD_P;2019;380000406;380784751;N2510;1;3;2.78;
HAD_P;2019;380000406;380784751;N3120;0;1;0.51;
HAD_P;2019;380000406;380784751;N9999;14;7;18.36;
HAD_P;2019;380000406;380784751;NAUT;1;1;1.37;
HAD_P;2019;380000406;380784751;Ncoor;6;1;6.85;
HAD_P;2019;390004349;390004299;M3050;;1;0.7;
HAD_P;2019;390004349;390004299;M9999;;3;1.8;
HAD_P;2019;390004349;390004299;Mcoor;;2;1.1;
HAD_P;2019;390004349;390004299;N2120;1;;1;
HAD_P;2019;390004349;390004299;N2210;5;2;6.55;
HAD_P;2019;390004349;390004299;N2510;4;1;4.8;
HAD_P;2019;390004349;390004299;N2710;;1;0.8;
HAD_P;2019;390004349;390004299;N3120;;1;0.8;
HAD_P;2019;390004349;390004299;N9999;17;7;22.75;
HAD_P;2019;390004349;390004299;Ncoor;7;2;8.8;
HAD_P;2019;400008199;400008108;M3050;;2;0.79;
HAD_P;2019;400008199;400008108;M9999;;5;2.59;
HAD_P;2019;400008199;400008108;Mcoor;;3;1.8;
HAD_P;2019;400008199;400008108;N2120;2;;2;
HAD_P;2019;400008199;400008108;N2210;17;3;19;
HAD_P;2019;400008199;400008108;N2460;;1;0.4;
HAD_P;2019;400008199;400008108;N2510;13;1;13.8;
HAD_P;2019;400008199;400008108;N2710;1;;1;
HAD_P;2019;400008199;400008108;N3120;1;;1;
HAD_P;2019;400008199;400008108;N9999;35;9;40.8;
HAD_P;2019;400008199;400008108;NAUT;;1;0.2;
HAD_P;2019;400008199;400008108;Ncoor;1;3;3.4;
HAD_P;2019;400780888;400000535;M3050;;1;0.6;145
HAD_P;2019;400780888;400000535;M9999;2;5;5.22;145
HAD_P;2019;400780888;400000535;Mcoor;2;4;4.62;
HAD_P;2019;400780888;400000535;N2120;1;;1.11;
HAD_P;2019;400780888;400000535;N2210;;181;107.01;3
HAD_P;2019;400780888;400000535;N2410;;;;212
HAD_P;2019;400780888;400000535;N2510;;190;91.79;
HAD_P;2019;400780888;400000535;N2710;;2;1.51;
HAD_P;2019;400780888;400000535;N3120;1;3;3.2;
HAD_P;2019;400780888;400000535;N9999;23;380;223.86;215
HAD_P;2019;400780888;400000535;Ncoor;21;4;19.24;
HAD_P;2019;410005003;440052041;M3050;1;1;1.5;
HAD_P;2019;410005003;440052041;M9999;2;4;4.4;
HAD_P;2019;410005003;440052041;Mcoor;1;3;2.9;
HAD_P;2019;410005003;440052041;N2120;1;;1;
HAD_P;2019;410005003;440052041;N2210;29;;29;200
HAD_P;2019;410005003;440052041;N2410;0;1;0.3;
HAD_P;2019;410005003;440052041;N2510;17;;17;
HAD_P;2019;410005003;440052041;N2710;0;1;0.6;
HAD_P;2019;410005003;440052041;N3120;1;0;1;
HAD_P;2019;410005003;440052041;N9999;64;3;65.7;200
HAD_P;2019;410005003;440052041;NAUT;11;0;11;
HAD_P;2019;410005003;440052041;Ncoor;5;1;5.8;
HAD_P;2019;420000010;420780033;M3050;0;0;0;46
HAD_P;2019;420000010;420780033;M9999;1;3;1.41;68
HAD_P;2019;420000010;420780033;MAUT;0;2;0.5;22
HAD_P;2019;420000010;420780033;Mcoor;1;1;0.91;
HAD_P;2019;420000010;420780033;N2120;1;;0.44;
HAD_P;2019;420000010;420780033;N2210;7;2;8.38;149
HAD_P;2019;420000010;420780033;N2410;;;;5
HAD_P;2019;420000010;420780033;N2510;3;;2.48;
HAD_P;2019;420000010;420780033;N3120;;1;0.19;
HAD_P;2019;420000010;420780033;N9999;17;4;16.72;154
HAD_P;2019;420000010;420780033;NAUT;2;1;1.24;0
HAD_P;2019;420000010;420780033;Ncoor;4;;3.99;
HAD_P;2019;420002479;420002438;M3050;1;1;1.1;110
HAD_P;2019;420002479;420002438;M9999;3;6;4.86;326
HAD_P;2019;420002479;420002438;MAUT;;;;216
HAD_P;2019;420002479;420002438;Mcoor;2;5;3.76;
HAD_P;2019;420002479;420002438;N2120;3;;3;
HAD_P;2019;420002479;420002438;N2210;9;1;9.5;816
HAD_P;2019;420002479;420002438;N3120;2;2;3.3;
HAD_P;2019;420002479;420002438;N9999;35;12;43.45;816
HAD_P;2019;420002479;420002438;NAUT;12;8;18.15;
HAD_P;2019;420002479;420002438;Ncoor;9;1;9.5;
HAD_P;2019;420010258;420010209;M3050;;;;157
HAD_P;2019;420010258;420010209;M9999;2;3;3.2;230
HAD_P;2019;420010258;420010209;MAUT;;;;73
HAD_P;2019;420010258;420010209;Mcoor;2;3;3.2;
HAD_P;2019;420010258;420010209;N2120;2;;1.5;
HAD_P;2019;420010258;420010209;N2210;4;;4.78;515
HAD_P;2019;420010258;420010209;N2410;1;2;1.92;127
HAD_P;2019;420010258;420010209;N2510;1;;1.74;
HAD_P;2019;420010258;420010209;N2710;;1;0.5;
HAD_P;2019;420010258;420010209;N3120;3;;2.29;
HAD_P;2019;420010258;420010209;N9999;17;3;18.31;664
HAD_P;2019;420010258;420010209;NAUT;2;;1;22
HAD_P;2019;420010258;420010209;Ncoor;4;;4.58;
HAD_P;2019;430000117;430000018;M9999;0;4;1.41;
HAD_P;2019;430000117;430000018;MAUT;0;4;1.41;
HAD_P;2019;430000117;430000018;N2210;3;6;7.22;
HAD_P;2019;430000117;430000018;N2710;0;1;0.2;
HAD_P;2019;430000117;430000018;N3120;0;1;0.23;
HAD_P;2019;430000117;430000018;N9999;6;12;13.72;
HAD_P;2019;430000117;430000018;NAUT;3;3;5.27;
HAD_P;2019;430000117;430000018;Ncoor;0;1;0.8;
HAD_P;2019;440000271;440000289;M9999;;2;0.72;
HAD_P;2019;440000271;440000289;MAUT;;2;0.72;
HAD_P;2019;440000271;440000289;N2120;0;1;0.4;
HAD_P;2019;440000271;440000289;N2210;1;1;1.87;
HAD_P;2019;440000271;440000289;N9999;5;3;6.22;
HAD_P;2019;440000271;440000289;Ncoor;4;1;3.95;
HAD_P;2019;440012128;440003960;M3050;0;1;0.5;
HAD_P;2019;440012128;440003960;M9999;3;8;5.76;
HAD_P;2019;440012128;440003960;Mcoor;3;7;5.26;
HAD_P;2019;440012128;440003960;N2120;3;;2.87;
HAD_P;2019;440012128;440003960;N2210;47;8;33.57;
HAD_P;2019;440012128;440003960;N2410;;6;3.39;
HAD_P;2019;440012128;440003960;N2510;42;15;31.53;
HAD_P;2019;440012128;440003960;N2710;1;;1;
HAD_P;2019;440012128;440003960;N3120;4;1;3.99;
HAD_P;2019;440012128;440003960;N9999;160;48;135.84;
HAD_P;2019;440012128;440003960;NAUT;35;12;29.4;
HAD_P;2019;440012128;440003960;Ncoor;28;6;30.09;
HAD_P;2019;440017440;440000057;M9999;2;;1.7;
HAD_P;2019;440017440;440000057;Mcoor;2;;1.7;
HAD_P;2019;440017440;440000057;N2120;;1;0.97;
HAD_P;2019;440017440;440000057;N2210;7;2;7.74;
HAD_P;2019;440017440;440000057;N2510;7;8;13.14;
HAD_P;2019;440017440;440000057;N2710;;1;0.5;
HAD_P;2019;440017440;440000057;N3120;;1;0.8;
HAD_P;2019;440017440;440000057;N9999;15;14;24.83;
HAD_P;2019;440017440;440000057;NAUT;1;1;1.68;
HAD_P;2019;450018528;370001638;M3050;;2;0.52;
HAD_P;2019;450018528;370001638;M9999;;4;1.66;
HAD_P;2019;450018528;370001638;Mcoor;;2;1.14;
HAD_P;2019;450018528;370001638;N2210;17;;11.02;
HAD_P;2019;450018528;370001638;N2510;5;;4.69;
HAD_P;2019;450018528;370001638;N2710;;2;0.4;
HAD_P;2019;450018528;370001638;N3120;;2;0.38;
HAD_P;2019;450018528;370001638;N9999;24;4;18.91;
HAD_P;2019;450018528;370001638;Ncoor;2;;2.42;
HAD_P;2019;450018536;440052041;M3050;2;;2;
HAD_P;2019;450018536;440052041;M9999;8;3;9.56;
HAD_P;2019;450018536;440052041;MAUT;1;1;1.6;
HAD_P;2019;450018536;440052041;Mcoor;5;2;5.96;
HAD_P;2019;450018536;440052041;N2120;1;0;1;
HAD_P;2019;450018536;440052041;N2210;46;8;48;
HAD_P;2019;450018536;440052041;N2510;22;8;26;
HAD_P;2019;450018536;440052041;N2710;;2;1.2;
HAD_P;2019;450018536;440052041;N3120;3;;3;
HAD_P;2019;450018536;440052041;N9999;100;23;111.3;
HAD_P;2019;450018536;440052041;NAUT;21;4;24.2;
HAD_P;2019;450018536;440052041;Ncoor;7;1;7.9;
HAD_P;2019;460000110;460780216;M9999;0;2;1;
HAD_P;2019;460000110;460780216;Mcoor;0;2;1;
HAD_P;2019;460000110;460780216;N2210;7;1;10.13;
HAD_P;2019;460000110;460780216;N2510;5;0;5.7;
HAD_P;2019;460000110;460780216;N9999;13;1;16.64;
HAD_P;2019;460000110;460780216;NAUT;1;0;0.81;
HAD_P;2019;460006075;460006067;M3050;;1;0.5;12
HAD_P;2019;460006075;460006067;M9999;1;1;1.5;102
HAD_P;2019;460006075;460006067;MAUT;;;;90
HAD_P;2019;460006075;460006067;Mcoor;1;;1;
HAD_P;2019;460006075;460006067;N2120;1;;1;
HAD_P;2019;460006075;460006067;N2210;13;;13;50
HAD_P;2019;460006075;460006067;N2410;;;;24
HAD_P;2019;460006075;460006067;N2460;;1;0.1;
HAD_P;2019;460006075;460006067;N2510;13;;13;
HAD_P;2019;460006075;460006067;N2710;;1;0.3;
HAD_P;2019;460006075;460006067;N3120;;1;0.4;
HAD_P;2019;460006075;460006067;N9999;29;23;34.8;74
HAD_P;2019;460006075;460006067;NAUT;;20;5;
HAD_P;2019;460006075;460006067;Ncoor;2;;2;
HAD_P;2019;470009358;470009309;M3050;1;1;1.54;
HAD_P;2019;470009358;470009309;M9999;3;3;5.63;
HAD_P;2019;470009358;470009309;MAUT;;1;0.72;
HAD_P;2019;470009358;470009309;Mcoor;2;1;3.37;
HAD_P;2019;470009358;470009309;N2120;1;;1;
HAD_P;2019;470009358;470009309;N2210;38;1;38.86;347
HAD_P;2019;470009358;470009309;N2410;;;;117
HAD_P;2019;470009358;470009309;N2460;;;0.37;1
HAD_P;2019;470009358;470009309;N2510;24;2;26.79;
HAD_P;2019;470009358;470009309;N2710;;1;0.8;2
HAD_P;2019;470009358;470009309;N3120;;2;1.5;
HAD_P;2019;470009358;470009309;N9999;80;7;87.22;489
HAD_P;2019;470009358;470009309;NAUT;12;1;12.6;22
HAD_P;2019;470009358;470009309;Ncoor;5;;5.3;
HAD_P;2019;480001825;750047367;M3050;;1;0.15;
