BOR;AN;FI;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2019;610007155;610005811;M3050;;;;13
HAD_P;2019;610007155;610005811;M9999;0;2;0.17;38
HAD_P;2019;610007155;610005811;MAUT;;;;25
HAD_P;2019;610007155;610005811;Mcoor;0;2;0.17;
HAD_P;2019;610007155;610005811;N2120;1;;0.33;
HAD_P;2019;610007155;610005811;N2210;;;;39
HAD_P;2019;610007155;610005811;N2410;;;;3
HAD_P;2019;610007155;610005811;N2510;2;2;3.19;
HAD_P;2019;610007155;610005811;N3120;;1;0.07;
HAD_P;2019;610007155;610005811;N9999;4;5;4.99;42
HAD_P;2019;610007155;610005811;NAUT;1;1;0.63;
HAD_P;2019;610007155;610005811;Ncoor;;1;0.77;
HAD_P;2019;610007312;140000159;M9999;;1;0.2;
HAD_P;2019;610007312;140000159;Mcoor;;1;0.2;
HAD_P;2019;610007312;140000159;N2120;1;;0.2;
HAD_P;2019;610007312;140000159;N2210;2;;1;
HAD_P;2019;610007312;140000159;N2510;2;;2;
HAD_P;2019;610007312;140000159;N2710;1;;0.1;
HAD_P;2019;610007312;140000159;N9999;6;;3.3;
HAD_P;2019;620003889;590799995;M3050;;1;0.3;
HAD_P;2019;620003889;590799995;M9999;;3;1.3;
HAD_P;2019;620003889;590799995;Mcoor;;2;1;
HAD_P;2019;620003889;590799995;N2120;3;;3;
HAD_P;2019;620003889;590799995;N2210;22;;20;
HAD_P;2019;620003889;590799995;N2410;;;;31
HAD_P;2019;620003889;590799995;N2510;10;;9;
HAD_P;2019;620003889;590799995;N2710;;1;0.5;
HAD_P;2019;620003889;590799995;N3120;;2;1.3;
HAD_P;2019;620003889;590799995;N9999;41;3;39.8;31
HAD_P;2019;620003889;590799995;Ncoor;6;;6;
HAD_P;2019;620010348;590024469;M3050;;1;0.5;
HAD_P;2019;620010348;590024469;M9999;1;3;2.6;
HAD_P;2019;620010348;590024469;Mcoor;1;2;2.1;
HAD_P;2019;620010348;590024469;N2120;2;;2;
HAD_P;2019;620010348;590024469;N2210;34;5;34.7;160
HAD_P;2019;620010348;590024469;N2410;;;;90
HAD_P;2019;620010348;590024469;N2510;31;6;34.1;
HAD_P;2019;620010348;590024469;N2710;;2;0.9;
HAD_P;2019;620010348;590024469;N3120;;2;1.2;
HAD_P;2019;620010348;590024469;N9999;79;19;86.8;250
HAD_P;2019;620010348;590024469;NAUT;8;4;10.1;
HAD_P;2019;620010348;590024469;Ncoor;4;;3.8;
HAD_P;2019;620010389;590799995;M3050;;1;0.5;
HAD_P;2019;620010389;590799995;M9999;;3;1.8;
HAD_P;2019;620010389;590799995;Mcoor;;2;1.3;
HAD_P;2019;620010389;590799995;N2120;2;1;2.5;
HAD_P;2019;620010389;590799995;N2210;34;;33;41
HAD_P;2019;620010389;590799995;N2410;;;;47
HAD_P;2019;620010389;590799995;N2510;19;;16;
HAD_P;2019;620010389;590799995;N2710;;1;0.6;
HAD_P;2019;620010389;590799995;N3120;1;;1;
HAD_P;2019;620010389;590799995;N9999;64;2;61.1;88
HAD_P;2019;620010389;590799995;Ncoor;8;;8;
HAD_P;2019;620013649;620013599;M3050;0;1;0.69;
HAD_P;2019;620013649;620013599;M9999;0;4;2.36;
HAD_P;2019;620013649;620013599;Mcoor;0;3;1.67;
HAD_P;2019;620013649;620013599;N2120;1;1;1.7;
HAD_P;2019;620013649;620013599;N2210;18;3;23.18;
HAD_P;2019;620013649;620013599;N2510;13;5;15.69;
HAD_P;2019;620013649;620013599;N2710;0;2;0.79;
HAD_P;2019;620013649;620013599;N3120;1;1;1.79;
HAD_P;2019;620013649;620013599;N9999;48;15;59.76;
HAD_P;2019;620013649;620013599;NAUT;9;3;11.94;
HAD_P;2019;620013649;620013599;Ncoor;6;0;4.67;
HAD_P;2019;620105981;620000968;M3050;;;0.5;
HAD_P;2019;620105981;620000968;M9999;2;;2.5;
HAD_P;2019;620105981;620000968;Mcoor;2;;2;
HAD_P;2019;620105981;620000968;N2120;1;;1;
HAD_P;2019;620105981;620000968;N2210;27;;27;
HAD_P;2019;620105981;620000968;N2510;24;;24;
HAD_P;2019;620105981;620000968;N2710;;1;0.9;
HAD_P;2019;620105981;620000968;N3120;3;;3;
HAD_P;2019;620105981;620000968;N9999;87;1;87.9;
HAD_P;2019;620105981;620000968;NAUT;22;;22;
HAD_P;2019;620105981;620000968;Ncoor;10;;10;
HAD_P;2019;630008118;630011153;M3050;;2;1.33;
HAD_P;2019;630008118;630011153;M9999;2;2;2.91;
HAD_P;2019;630008118;630011153;Mcoor;2;;1.58;
HAD_P;2019;630008118;630011153;N2120;1;;0.83;
HAD_P;2019;630008118;630011153;N2210;;;;215
HAD_P;2019;630008118;630011153;N2410;1;;0.67;93
HAD_P;2019;630008118;630011153;N2710;;1;0.48;
HAD_P;2019;630008118;630011153;N3120;1;;1;
HAD_P;2019;630008118;630011153;N9999;24;1;22.69;308
HAD_P;2019;630008118;630011153;NAUT;12;;11.38;
HAD_P;2019;630008118;630011153;Ncoor;9;;8.33;
HAD_P;2019;630010296;630001188;M9999;1;2;2.39;
HAD_P;2019;630010296;630001188;Mcoor;1;2;2.39;
HAD_P;2019;630010296;630001188;N2120;1;;2.27;
HAD_P;2019;630010296;630001188;N2210;5;;5.33;
HAD_P;2019;630010296;630001188;N2510;2;;2.01;
HAD_P;2019;630010296;630001188;N2710;;1;0.5;
HAD_P;2019;630010296;630001188;N3120;;2;1.04;
HAD_P;2019;630010296;630001188;N9999;25;11;31.17;
HAD_P;2019;630010296;630001188;NAUT;8;6;10.55;
HAD_P;2019;630010296;630001188;Ncoor;9;2;9.47;
HAD_P;2019;630010528;630000990;M3050;;1;0.57;
HAD_P;2019;630010528;630000990;M9999;1;2;3.09;
HAD_P;2019;630010528;630000990;Mcoor;1;1;2.52;
HAD_P;2019;630010528;630000990;N2120;1;;1;
HAD_P;2019;630010528;630000990;N2410;;;0.02;
HAD_P;2019;630010528;630000990;N2510;3;1;4.13;
HAD_P;2019;630010528;630000990;N2710;;1;0.47;
HAD_P;2019;630010528;630000990;N3120;;1;0.7;
HAD_P;2019;630010528;630000990;N9999;14;10;22.51;
HAD_P;2019;630010528;630000990;NAUT;5;5;9.26;
HAD_P;2019;630010528;630000990;Ncoor;5;2;6.93;
HAD_P;2019;640000162;640780417;N9999;1;1;1.9;
HAD_P;2019;640000162;640780417;NAUT;1;1;1.9;
HAD_P;2019;640000402;640780813;M9999;;3;2.47;
HAD_P;2019;640000402;640780813;MAUT;;1;1.25;
HAD_P;2019;640000402;640780813;Mcoor;;2;1.22;
HAD_P;2019;640000402;640780813;N2120;1;1;1.5;
HAD_P;2019;640000402;640780813;N2210;15;;12.16;
HAD_P;2019;640000402;640780813;N2510;9;;8.86;
HAD_P;2019;640000402;640780813;N2710;;2;0.48;
HAD_P;2019;640000402;640780813;N9999;26;4;25.07;
HAD_P;2019;640000402;640780813;NAUT;;1;1.07;
HAD_P;2019;640000402;640780813;Ncoor;1;;1;
HAD_P;2019;640000600;640781290;M9999;1;3;2.1;185
HAD_P;2019;640000600;640781290;MAUT;;;;185
HAD_P;2019;640000600;640781290;Mcoor;1;3;2.1;
HAD_P;2019;640000600;640781290;N2120;1;0;1;
HAD_P;2019;640000600;640781290;N2210;18;5;20.02;87
HAD_P;2019;640000600;640781290;N2410;0;0;0;75
HAD_P;2019;640000600;640781290;N2460;0;0;0;3
HAD_P;2019;640000600;640781290;N2510;5;4;7.47;
HAD_P;2019;640000600;640781290;N2710;0;1;0.5;
HAD_P;2019;640000600;640781290;N3120;1;0;0.5;
HAD_P;2019;640000600;640781290;N9999;25;11;30.31;171
HAD_P;2019;640000600;640781290;NAUT;0;1;0.82;6
HAD_P;2019;640013298;640011508;M9999;;3;1.5;
HAD_P;2019;640013298;640011508;Mcoor;;3;1.5;
HAD_P;2019;640013298;640011508;N2120;1;2;1.39;
HAD_P;2019;640013298;640011508;N2210;2;17;14.3;
HAD_P;2019;640013298;640011508;N2510;1;8;6.37;
HAD_P;2019;640013298;640011508;N2710;;1;0.5;
HAD_P;2019;640013298;640011508;N3120;1;1;1.5;
HAD_P;2019;640013298;640011508;N9999;8;29;27.06;
HAD_P;2019;640013298;640011508;Ncoor;3;;3;
HAD_P;2019;640789699;640003570;M3050;0;1;0.17;
HAD_P;2019;640789699;640003570;M9999;1;6;3.05;
HAD_P;2019;640789699;640003570;Mcoor;1;5;2.88;
HAD_P;2019;640789699;640003570;N2120;;6;2.99;
HAD_P;2019;640789699;640003570;N2210;;86;54.12;
HAD_P;2019;640789699;640003570;N2510;;118;20.3;
HAD_P;2019;640789699;640003570;N2710;;3;1.04;
HAD_P;2019;640789699;640003570;N3120;;3;1.32;
HAD_P;2019;640789699;640003570;N9999;;229;91.63;
HAD_P;2019;640789699;640003570;NAUT;;1;0.23;
HAD_P;2019;640789699;640003570;Ncoor;;12;11.63;
HAD_P;2019;650004799;650003148;M9999;0;3;1.2;
HAD_P;2019;650004799;650003148;Mcoor;0;3;1.2;
HAD_P;2019;650004799;650003148;N2120;1;1;1.6;
HAD_P;2019;650004799;650003148;N2210;6;2;7.8;
HAD_P;2019;650004799;650003148;N2510;9;2;10.6;
HAD_P;2019;650004799;650003148;N3120;1;1;1.4;
HAD_P;2019;650004799;650003148;N9999;17;9;24.4;
HAD_P;2019;650004799;650003148;Ncoor;0;3;3;
HAD_P;2019;660000084;660780180;M9999;1;;1;
HAD_P;2019;660000084;660780180;Mcoor;1;;1;
HAD_P;2019;660000084;660780180;N2120;1;;1;
HAD_P;2019;660000084;660780180;N2210;12;;12.38;
HAD_P;2019;660000084;660780180;N2510;7;;5.68;
HAD_P;2019;660000084;660780180;N2710;;1;0.5;
HAD_P;2019;660000084;660780180;N3120;;;0.36;
HAD_P;2019;660000084;660780180;N9999;22;1;22.42;
HAD_P;2019;660000084;660780180;NAUT;2;;2.5;
HAD_P;2019;660006172;660790379;M3050;1;;0.2;
HAD_P;2019;660006172;660790379;M9999;1;3;0.92;
HAD_P;2019;660006172;660790379;Mcoor;;3;0.72;
HAD_P;2019;660006172;660790379;N2120;1;;1;
HAD_P;2019;660006172;660790379;N2210;7;;6.43;
HAD_P;2019;660006172;660790379;N2510;2;;2;
HAD_P;2019;660006172;660790379;N2710;;1;0.2;
HAD_P;2019;660006172;660790379;N3120;;1;0.2;
HAD_P;2019;660006172;660790379;N9999;13;4;13.13;
HAD_P;2019;660006172;660790379;NAUT;1;2;1.3;
HAD_P;2019;660006172;660790379;Ncoor;2;;2;
HAD_P;2019;670005479;670000652;M3050;1;2;1.93;
HAD_P;2019;670005479;670000652;M9999;2;4;5.1;
HAD_P;2019;670005479;670000652;Mcoor;1;2;3.17;
HAD_P;2019;670005479;670000652;N2120;3;1;3.81;
HAD_P;2019;670005479;670000652;N2210;15;2;15.21;679
HAD_P;2019;670005479;670000652;N2410;;;;166
HAD_P;2019;670005479;670000652;N2510;3;2;4.75;
HAD_P;2019;670005479;670000652;N2710;;1;0.34;
HAD_P;2019;670005479;670000652;N3120;3;;2.33;
HAD_P;2019;670005479;670000652;N9999;33;9;35.03;845
HAD_P;2019;670005479;670000652;NAUT;6;;3.46;
HAD_P;2019;670005479;670000652;Ncoor;3;3;5.13;
HAD_P;2019;670008838;670000785;M3050;2;;1.5;
HAD_P;2019;670008838;670000785;M9999;3;1;3.4;
HAD_P;2019;670008838;670000785;Mcoor;1;1;1.9;
HAD_P;2019;670008838;670000785;N2120;;;0.83;
HAD_P;2019;670008838;670000785;N2210;6;0;5.58;917
HAD_P;2019;670008838;670000785;N2410;;;;510
HAD_P;2019;670008838;670000785;N2710;;;;1
HAD_P;2019;670008838;670000785;N3120;1;;0.8;
HAD_P;2019;670008838;670000785;N9999;26;3;27.23;1432
HAD_P;2019;670008838;670000785;NAUT;10;0;9.39;4
HAD_P;2019;670008838;670000785;Ncoor;9;3;10.63;
HAD_P;2019;670780113;670780055;M9999;2;;0.3;
HAD_P;2019;670780113;670780055;MAUT;1;;0.1;
HAD_P;2019;670780113;670780055;Mcoor;1;;0.2;
HAD_P;2019;670780113;670780055;N9999;1;4;2.3;
HAD_P;2019;670780113;670780055;NAUT;1;4;2.3;
HAD_P;2019;670798636;670014604;M9999;1;;1;
HAD_P;2019;670798636;670014604;Mcoor;1;;1;
HAD_P;2019;670798636;670014604;N2120;1;;1;
HAD_P;2019;670798636;670014604;N2210;5;;5;
HAD_P;2019;670798636;670014604;N9999;7;;7;
HAD_P;2019;670798636;670014604;NAUT;1;;1;
HAD_P;2019;680007648;680007598;M3050;1;;1;132
HAD_P;2019;680007648;680007598;M9999;3;3;4.42;132
HAD_P;2019;680007648;680007598;MAUT;1;;1;
HAD_P;2019;680007648;680007598;Mcoor;1;3;2.42;
HAD_P;2019;680007648;680007598;N2120;1;;1;
HAD_P;2019;680007648;680007598;N2210;12;2;13.4;389
HAD_P;2019;680007648;680007598;N2410;;;;128
HAD_P;2019;680007648;680007598;N2460;;;;2
HAD_P;2019;680007648;680007598;N2510;2;;2;
HAD_P;2019;680007648;680007598;N2710;;;;1
HAD_P;2019;680007648;680007598;N3120;;2;1;
HAD_P;2019;680007648;680007598;N9999;29;6;32.27;523
HAD_P;2019;680007648;680007598;NAUT;11;2;11.87;3
HAD_P;2019;680007648;680007598;Ncoor;3;;3;
HAD_P;2019;680017829;680017811;M3050;;1;0.5;120
HAD_P;2019;680017829;680017811;M9999;;7;2.8;386
HAD_P;2019;680017829;680017811;MAUT;;3;0.3;266
HAD_P;2019;680017829;680017811;Mcoor;;3;2;
HAD_P;2019;680017829;680017811;N2120;2;0;2;
HAD_P;2019;680017829;680017811;N2210;15;2;14.44;387
HAD_P;2019;680017829;680017811;N2410;;;;108
HAD_P;2019;680017829;680017811;N2460;;1;0.3;
HAD_P;2019;680017829;680017811;N2510;7;1;7.5;
HAD_P;2019;680017829;680017811;N2710;;1;0.5;
HAD_P;2019;680017829;680017811;N3120;;1;1;
HAD_P;2019;680017829;680017811;N9999;24;7;26.24;495
HAD_P;2019;680017829;680017811;NAUT;;1;0.5;
HAD_P;2019;690000880;690783220;M3050;;;;765
HAD_P;2019;690000880;690783220;M9999;8;3;8.9;939
HAD_P;2019;690000880;690783220;MAUT;;;;174
HAD_P;2019;690000880;690783220;Mcoor;8;3;8.9;
HAD_P;2019;690000880;690783220;N2120;1;2;2.56;
HAD_P;2019;690000880;690783220;N2210;;;;2534
HAD_P;2019;690000880;690783220;N2410;;;;202
HAD_P;2019;690000880;690783220;N2710;;;;18
HAD_P;2019;690000880;690783220;N3120;4;0;4.53;
HAD_P;2019;690000880;690783220;N9999;35;10;38.94;2948
HAD_P;2019;690000880;690783220;NAUT;10;4;10.88;194
HAD_P;2019;690000880;690783220;Ncoor;20;4;20.97;
HAD_P;2019;690788930;690001623;M3050;4;1;4.6;
HAD_P;2019;690788930;690001623;M9999;9;4;11.6;
HAD_P;2019;690788930;690001623;Mcoor;5;3;7;
HAD_P;2019;690788930;690001623;N2120;6;0;6;
HAD_P;2019;690788930;690001623;N2210;;4;2;
HAD_P;2019;690788930;690001623;N2710;2;2;3;
HAD_P;2019;690788930;690001623;N3120;2;1;2.69;
HAD_P;2019;690788930;690001623;N9999;31;10;36.29;
HAD_P;2019;690788930;690001623;NAUT;1;;1;
HAD_P;2019;690788930;690001623;Ncoor;20;3;21.6;
HAD_P;2019;700000698;250017803;M9999;1;;1;
HAD_P;2019;700000698;250017803;Mcoor;1;;1;
HAD_P;2019;700000698;250017803;N2210;11;;6.2;
HAD_P;2019;700000698;250017803;N2510;8;;5.1;
HAD_P;2019;700000698;250017803;N3120;1;;0.5;
HAD_P;2019;700000698;250017803;N9999;23;;14.8;
HAD_P;2019;700000698;250017803;Ncoor;3;;3;
HAD_P;2019;710015231;710015223;M3050;0;2;0.45;
HAD_P;2019;710015231;710015223;M9999;1;3;1.95;
HAD_P;2019;710015231;710015223;Mcoor;1;1;1.5;
HAD_P;2019;710015231;710015223;N2120;2;;2;
HAD_P;2019;710015231;710015223;N2210;5;4;7.8;285
HAD_P;2019;710015231;710015223;N2410;0;0;0;180
HAD_P;2019;710015231;710015223;N2510;16;13;25.3;
HAD_P;2019;710015231;710015223;N3120;0;1;0.5;
HAD_P;2019;710015231;710015223;N9999;31;25;48.3;465
HAD_P;2019;710015231;710015223;NAUT;4;4;6.7;
HAD_P;2019;710015231;710015223;Ncoor;4;3;6;
HAD_P;2019;710978289;710780263;M9999;2;2;2.48;
HAD_P;2019;710978289;710780263;MAUT;2;2;2.48;
HAD_P;2019;710978289;710780263;N2120;1;;1;
HAD_P;2019;710978289;710780263;N2210;20;12;17.67;
HAD_P;2019;710978289;710780263;N2410;;1;0.5;
HAD_P;2019;710978289;710780263;N2510;1;3;1.9;
HAD_P;2019;710978289;710780263;N2710;1;0;0.3;
HAD_P;2019;710978289;710780263;N3120;1;1;0.75;
HAD_P;2019;710978289;710780263;N9999;24;17;22.12;
HAD_P;2019;720000124;720000066;M9999;;1;0.5;
HAD_P;2019;720000124;720000066;Mcoor;;1;0.5;
HAD_P;2019;720000124;720000066;N2120;1;;0.8;
HAD_P;2019;720000124;720000066;N2210;7;1;5.59;
HAD_P;2019;720000124;720000066;N2460;;1;0.1;
HAD_P;2019;720000124;720000066;N2510;6;1;6.8;
HAD_P;2019;720000124;720000066;N2710;;2;0.13;
HAD_P;2019;720000124;720000066;N9999;19;5;17.45;
HAD_P;2019;720000124;720000066;NAUT;3;;2.03;
HAD_P;2019;720000124;720000066;Ncoor;2;;2;
HAD_P;2019;720016856;720008390;M3050;;1;0.15;
HAD_P;2019;720016856;720008390;M9999;0;4;0.94;
HAD_P;2019;720016856;720008390;Mcoor;0;3;0.79;
HAD_P;2019;720016856;720008390;N2120;1;0;1;
HAD_P;2019;720016856;720008390;N2210;30;;25.97;
HAD_P;2019;720016856;720008390;N2510;17;;14.2;
HAD_P;2019;720016856;720008390;N2710;;4;1.16;
HAD_P;2019;720016856;720008390;N3120;;2;1.2;
HAD_P;2019;720016856;720008390;N9999;49;9;46.68;
HAD_P;2019;720016856;720008390;Ncoor;1;3;3.15;
HAD_P;2019;730000031;730000015;M9999;3;;3.04;
HAD_P;2019;730000031;730000015;Mcoor;3;;3.04;
HAD_P;2019;730000031;730000015;N2120;1;;0.87;
HAD_P;2019;730000031;730000015;N2210;10;4;11.16;
HAD_P;2019;730000031;730000015;N2510;6;2;6.96;
HAD_P;2019;730000031;730000015;N2710;;1;0.5;
HAD_P;2019;730000031;730000015;N3120;1;;0.76;
HAD_P;2019;730000031;730000015;N9999;19;8;21.85;
HAD_P;2019;730000031;730000015;NAUT;1;1;1.6;
HAD_P;2019;730000049;730002839;M9999;1;2;1.22;
HAD_P;2019;730000049;730002839;Mcoor;1;2;1.22;
HAD_P;2019;730000049;730002839;N2120;1;;1;
HAD_P;2019;730000049;730002839;N2210;7;2;7.09;
HAD_P;2019;730000049;730002839;N2510;2;1;3.21;
HAD_P;2019;730000049;730002839;N2710;;1;0.04;
HAD_P;2019;730000049;730002839;N9999;11;4;12.27;
HAD_P;2019;730000049;730002839;NAUT;1;;0.93;
HAD_P;2019;730000080;730780103;M9999;1;;0.5;
HAD_P;2019;730000080;730780103;Mcoor;1;;0.5;
HAD_P;2019;730000080;730780103;N2120;0;1;0.5;
HAD_P;2019;730000080;730780103;N2210;3;2;3.84;
HAD_P;2019;730000080;730780103;N2510;1;;0.91;
HAD_P;2019;730000080;730780103;N3120;1;;1;
HAD_P;2019;730000080;730780103;N9999;5;4;6.5;
HAD_P;2019;730000080;730780103;NAUT;;1;0.25;
HAD_P;2019;740000237;740781133;M9999;0;3;1.9;
HAD_P;2019;740000237;740781133;Mcoor;0;3;1.9;
HAD_P;2019;740000237;740781133;N2120;1;0;1;
HAD_P;2019;740000237;740781133;N2210;9;5;13.94;
HAD_P;2019;740000237;740781133;N2510;7;2;8.39;
HAD_P;2019;740000237;740781133;N2710;;1;0.42;
HAD_P;2019;740000237;740781133;N3120;;2;1.18;
HAD_P;2019;740000237;740781133;N9999;20;10;28.2;
HAD_P;2019;740000237;740781133;NAUT;3;0;3.27;
HAD_P;2019;740000328;740790381;M9999;1;1;1.47;115
HAD_P;2019;740000328;740790381;MAUT;;;;115
HAD_P;2019;740000328;740790381;Mcoor;1;1;1.47;
HAD_P;2019;740000328;740790381;N2210;;;;185
HAD_P;2019;740000328;740790381;N2510;1;1;1.18;
HAD_P;2019;740000328;740790381;N2710;1;;0.3;
HAD_P;2019;740000328;740790381;N3120;1;;1;
HAD_P;2019;740000328;740790381;N9999;4;9;10.63;185
HAD_P;2019;740000328;740790381;NAUT;1;1;1.69;
HAD_P;2019;740000328;740790381;Ncoor;;7;6.46;
HAD_P;2019;740010475;440052041;M3050;1;;1;
HAD_P;2019;740010475;440052041;M9999;1;3;3.1;161
HAD_P;2019;740010475;440052041;MAUT;;;;161
HAD_P;2019;740010475;440052041;Mcoor;;3;2.1;
HAD_P;2019;740010475;440052041;N2120;1;;1;
HAD_P;2019;740010475;440052041;N2210;16;4;18.6;70
HAD_P;2019;740010475;440052041;N2410;;;;102
HAD_P;2019;740010475;440052041;N2460;;;;3
HAD_P;2019;740010475;440052041;N2510;14;1;14.8;
HAD_P;2019;740010475;440052041;N2710;;1;0.5;
HAD_P;2019;740010475;440052041;N3120;1;;1;
HAD_P;2019;740010475;440052041;N9999;42;9;48.1;175
HAD_P;2019;740010475;440052041;NAUT;5;3;7.2;
HAD_P;2019;740010475;440052041;Ncoor;5;;5;
HAD_P;2019;740781141;740790258;M9999;;3;2.12;
HAD_P;2019;740781141;740790258;MAUT;;2;1.32;
HAD_P;2019;740781141;740790258;Mcoor;;1;0.8;
HAD_P;2019;740781141;740790258;N2210;7;1;7.42;
HAD_P;2019;740781141;740790258;N2510;3;1;3.82;
HAD_P;2019;740781141;740790258;N2710;;1;0.7;
HAD_P;2019;740781141;740790258;N3120;;1;0.2;
HAD_P;2019;740781141;740790258;N9999;11;5;13.82;
HAD_P;2019;740781141;740790258;NAUT;1;1;1.68;
HAD_P;2019;740781224;740001839;M9999;;2;0.7;
HAD_P;2019;740781224;740001839;MAUT;;1;0.1;
HAD_P;2019;740781224;740001839;Mcoor;;1;0.6;
HAD_P;2019;740781224;740001839;N2120;;1;0.5;
HAD_P;2019;740781224;740001839;N2210;5;;5.05;
HAD_P;2019;740781224;740001839;N2510;4;1;4.3;
HAD_P;2019;740781224;740001839;N2710;;1;0.25;
HAD_P;2019;740781224;740001839;N9999;9;4;10.8;
HAD_P;2019;740781224;740001839;NAUT;;1;0.7;
HAD_P;2019;750042459;750712341;M3050;2;2;2.8;
HAD_P;2019;750042459;750712341;M9999;7;7;11.3;57
HAD_P;2019;750042459;750712341;MAUT;1;2;2.7;57
HAD_P;2019;750042459;750712341;Mcoor;4;3;5.8;
HAD_P;2019;750042459;750712341;N2120;11;;11;
HAD_P;2019;750042459;750712341;N2210;71;8;76.84;534
HAD_P;2019;750042459;750712341;N2410;;;;126
HAD_P;2019;750042459;750712341;N2460;;;;2
HAD_P;2019;750042459;750712341;N2510;24;1;24.8;
HAD_P;2019;750042459;750712341;N2710;2;4;4.05;
HAD_P;2019;750042459;750712341;N3120;4;1;4.6;
HAD_P;2019;750042459;750712341;N9999;126;14;135.29;662
HAD_P;2019;750042459;750712341;Ncoor;14;;14;
HAD_P;2019;750806226;750712184;M3050;10;0;10;
HAD_P;2019;750806226;750712184;M9999;18;8;21.46;
HAD_P;2019;750806226;750712184;Mcoor;8;8;11.46;
HAD_P;2019;750806226;750712184;N2120;38;0;38;
HAD_P;2019;750806226;750712184;N2210;224;46;257.15;
HAD_P;2019;750806226;750712184;N2410;2;1;2.91;
HAD_P;2019;750806226;750712184;N2460;6;;6;
HAD_P;2019;750806226;750712184;N2510;140;15;150.1;
HAD_P;2019;750806226;750712184;N2710;5;2;6;
HAD_P;2019;750806226;750712184;N3120;9;5;13;
HAD_P;2019;750806226;750712184;N9999;692;108;768.8;
HAD_P;2019;750806226;750712184;NAUT;201;30;221.84;
HAD_P;2019;750806226;750712184;Ncoor;67;9;73.8;
HAD_P;2019;760000364;760780734;M3050;0;1;0.15;
HAD_P;2019;760000364;760780734;M9999;0;3;0.71;
HAD_P;2019;760000364;760780734;MAUT;0;1;0.06;
HAD_P;2019;760000364;760780734;Mcoor;0;1;0.5;
HAD_P;2019;760000364;760780734;N2120;1;1;1.05;
HAD_P;2019;760000364;760780734;N2210;14;1;14.2;
HAD_P;2019;760000364;760780734;N2510;7;1;7.56;
HAD_P;2019;760000364;760780734;N3120;0;0;0.5;
HAD_P;2019;760000364;760780734;N9999;22;3;23.32;
HAD_P;2019;760000364;760780734;NAUT;0;0;0.01;
HAD_P;2019;760000463;760024042;M9999;1;;1;
HAD_P;2019;760000463;760024042;MAUT;1;;1;
HAD_P;2019;760000463;760024042;N2120;;1;0.5;
HAD_P;2019;760000463;760024042;N2210;14;5;15.2;
HAD_P;2019;760000463;760024042;N2510;16;;12.81;
HAD_P;2019;760000463;760024042;N2710;;1;0.5;
HAD_P;2019;760000463;760024042;N3120;;;0.36;
HAD_P;2019;760000463;760024042;N9999;30;8;30.27;
HAD_P;2019;760000463;760024042;NAUT;;1;0.9;
HAD_P;2019;760020529;760000257;M3050;1;;0.3;
HAD_P;2019;760020529;760000257;M9999;1;1;0.92;
HAD_P;2019;760020529;760000257;Mcoor;;1;0.62;
HAD_P;2019;760020529;760000257;N2120;1;;1;
HAD_P;2019;760020529;760000257;N2210;1;;1.02;278
HAD_P;2019;760020529;760000257;N2410;;;;26
HAD_P;2019;760020529;760000257;N2510;10;2;10.51;
HAD_P;2019;760020529;760000257;N2710;;2;0.58;
HAD_P;2019;760020529;760000257;N9999;18;4;19.88;304
HAD_P;2019;760020529;760000257;NAUT;2;;2;
HAD_P;2019;760020529;760000257;Ncoor;4;;4.77;
HAD_P;2019;760021329;760000448;M9999;;1;0.61;
HAD_P;2019;760021329;760000448;Mcoor;;1;0.61;
HAD_P;2019;760021329;760000448;N2120;1;;1;
HAD_P;2019;760021329;760000448;N2210;12;3;12.32;
HAD_P;2019;760021329;760000448;N2510;1;1;1.3;
HAD_P;2019;760021329;760000448;N2710;;1;0.05;
HAD_P;2019;760021329;760000448;N9999;14;6;14.74;
HAD_P;2019;760021329;760000448;NAUT;;1;0.07;
HAD_P;2019;760035709;440052041;M3050;0;1;0.9;
HAD_P;2019;760035709;440052041;M9999;1;2;2.55;
HAD_P;2019;760035709;440052041;Mcoor;1;1;1.65;
HAD_P;2019;760035709;440052041;N2120;1;1;1;
HAD_P;2019;760035709;440052041;N2210;13;5;13.6;
HAD_P;2019;760035709;440052041;N2510;7;4;7.7;
HAD_P;2019;760035709;440052041;N2710;;1;0.4;
HAD_P;2019;760035709;440052041;N3120;;1;0.5;
HAD_P;2019;760035709;440052041;N9999;22;14;25.4;
HAD_P;2019;760035709;440052041;Ncoor;1;2;2.2;
HAD_P;2019;760783035;750721334;M3050;;;0.64;
HAD_P;2019;760783035;750721334;M9999;1;;1.06;3
HAD_P;2019;760783035;750721334;MAUT;;;;3
HAD_P;2019;760783035;750721334;Mcoor;1;;0.42;
HAD_P;2019;760783035;750721334;N2210;15;2;18.22;167
HAD_P;2019;760783035;750721334;N2410;;;;72
HAD_P;2019;760783035;750721334;N2510;15;;15.64;
HAD_P;2019;760783035;750721334;N2710;;;;3
HAD_P;2019;760783035;750721334;N3120;;;0.41;
HAD_P;2019;760783035;750721334;N9999;37;4;40.03;242
HAD_P;2019;760783035;750721334;NAUT;4;2;3.98;
HAD_P;2019;760783035;750721334;Ncoor;3;;1.78;
HAD_P;2019;770000164;770021152;M9999;;2;0.98;
HAD_P;2019;770000164;770021152;Mcoor;;2;0.98;
