BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2019;400000105;400780193;N9999;45;28;62.01;;
URGENCES_P;2019;400000105;400780193;NINF;22;18;31.47;;0
URGENCES_P;2019;400000139;400011177;M1140;1;0;1;;0
URGENCES_P;2019;400000139;400011177;M9999;11;12;13.08;1;1
URGENCES_P;2019;400000139;400011177;N1220;1;2;2.39;;
URGENCES_P;2019;400000139;400011177;N2120;1;4;2.87;;
URGENCES_P;2019;400000139;400011177;N2500;11;14;16.76;;
URGENCES_P;2019;400000139;400011177;N2620;9;7;11.91;;
URGENCES_P;2019;400000139;400011177;N3120;1;0;1.08;;
URGENCES_P;2019;400000139;400011177;N9999;42;59;66.06;;
URGENCES_P;2019;400000139;400011177;NINF;19;28;29.44;;
URGENCES_P;2019;400782769;400014213;M9999;3;7;4;;
URGENCES_P;2019;400782769;400014213;N2120;;1;0.25;;
URGENCES_P;2019;400782769;400014213;N2500;4;3;5.4;;
URGENCES_P;2019;400782769;400014213;N2620;;3;1.5;;
URGENCES_P;2019;400782769;400014213;N9999;11;8;14.45;;
URGENCES_P;2019;400782769;400014213;NINF;7;1;7.3;;
URGENCES_P;2019;410000020;410000087;M1140;0;8;1.21;;
URGENCES_P;2019;410000020;410000087;M9999;1;19;7.73;;
URGENCES_P;2019;410000020;410000087;N1220;0;2;0.81;;
URGENCES_P;2019;410000020;410000087;N2120;0;2;1.09;;
URGENCES_P;2019;410000020;410000087;N2500;0;53;28.97;;
URGENCES_P;2019;410000020;410000087;N9999;1;139;64.49;;
URGENCES_P;2019;410000020;410000087;NINF;1;80;33.41;;
URGENCES_P;2019;410000038;410000095;M9999;9;3;12.67;;0
URGENCES_P;2019;410000038;410000095;N1220;3;0;2.34;;0
URGENCES_P;2019;410000038;410000095;N2120;2;0;1.25;;0
URGENCES_P;2019;410000038;410000095;N2500;14;4;13.4;;
URGENCES_P;2019;410000038;410000095;N3120;1;0;1;;
URGENCES_P;2019;410000038;410000095;N9999;44;5;41.03;;
URGENCES_P;2019;410000038;410000095;NINF;17;1;16.74;;0
URGENCES_P;2019;410000046;410000103;M9999;6;11;8.41;3;1
URGENCES_P;2019;410000046;410000103;N1220;3;1;2.14;;0
URGENCES_P;2019;410000046;410000103;N2120;1;0;1;;0
URGENCES_P;2019;410000046;410000103;N2500;10;1;9.61;;
URGENCES_P;2019;410000046;410000103;N2620;10;1;10.69;3;1
URGENCES_P;2019;410000046;410000103;N3120;0;1;0.5;;
URGENCES_P;2019;410000046;410000103;N9999;43;7;45.04;;
URGENCES_P;2019;410000046;410000103;NINF;18;3;19.34;3;1
URGENCES_P;2019;420000010;420780033;M1140;7;1;1.7;;
URGENCES_P;2019;420000010;420780033;M3020;1;1;0.27;;
URGENCES_P;2019;420000010;420780033;M9999;28;10;13.25;;1
URGENCES_P;2019;420000010;420780033;N1220;4;;3.24;;0
URGENCES_P;2019;420000010;420780033;N2120;1;;1;2;1
URGENCES_P;2019;420000010;420780033;N2500;7;4;9.85;;
URGENCES_P;2019;420000010;420780033;N3120;2;1;0.24;;
URGENCES_P;2019;420000010;420780033;N9999;58;19;57.1;;
URGENCES_P;2019;420000010;420780033;NINF;34;11;34.43;2;1
URGENCES_P;2019;420000226;420013831;M9999;1;13;10.45;2;1
URGENCES_P;2019;420000226;420013831;N1220;0;4;2.78;;
URGENCES_P;2019;420000226;420013831;N2120;1;1;1.2;2;
URGENCES_P;2019;420000226;420013831;N2500;7;16;14.85;;
URGENCES_P;2019;420000226;420013831;N9999;22;53;51.59;;
URGENCES_P;2019;420000226;420013831;NINF;10;27;27;1;1
URGENCES_P;2019;420000234;420780652;M9999;10;4;11.89;;
URGENCES_P;2019;420000234;420780652;N1220;2;;1.6;;
URGENCES_P;2019;420000234;420780652;N2120;1;;1;;
URGENCES_P;2019;420000234;420780652;N2500;6;1;6.43;;
URGENCES_P;2019;420000234;420780652;N3120;1;;1;;
URGENCES_P;2019;420000234;420780652;N9999;38;21;48.72;;
URGENCES_P;2019;420000234;420780652;NINF;22;12;27.8;;
URGENCES_P;2019;420000267;420013831;M9999;0;11;4.95;;1
URGENCES_P;2019;420000267;420013831;N1220;0;3;1.85;;0
URGENCES_P;2019;420000267;420013831;N2120;0;1;0.7;2;1
URGENCES_P;2019;420000267;420013831;N2500;3;12;9.26;;
URGENCES_P;2019;420000267;420013831;N9999;15;34;31.78;;
URGENCES_P;2019;420000267;420013831;NINF;11;13;16.33;2;1
URGENCES_P;2019;420010050;420787061;M9999;;2;3.99;;0
URGENCES_P;2019;420010050;420787061;N9999;2;;3.43;;
URGENCES_P;2019;420010050;420787061;NINF;2;;3.43;;
URGENCES_P;2019;420011413;420011405;M9999;7;2;8;;
URGENCES_P;2019;420011413;420011405;N1220;1;1;1.5;;
URGENCES_P;2019;420011413;420011405;N2120;1;;1;;
URGENCES_P;2019;420011413;420011405;N2500;4;;3.7;;
URGENCES_P;2019;420011413;420011405;N9999;21;4;24.01;;
URGENCES_P;2019;420011413;420011405;NINF;15;3;17.81;;
URGENCES_P;2019;420780504;420000135;M9999;7;0;7;;
URGENCES_P;2019;420780504;420000135;N1220;1;;1;;
URGENCES_P;2019;420780504;420000135;N2120;;1;0.4;;
URGENCES_P;2019;420780504;420000135;N2620;;1;0.5;;
URGENCES_P;2019;420780504;420000135;N3120;;1;0.1;;
URGENCES_P;2019;420780504;420000135;N9999;11;5;13;;
URGENCES_P;2019;420780504;420000135;NINF;10;2;11;;
URGENCES_P;2019;420780637;420002495;M9999;4;3;5.43;;
URGENCES_P;2019;420780637;420002495;N1220;0;2;0.01;;
URGENCES_P;2019;420780637;420002495;N2120;1;1;0.85;;
URGENCES_P;2019;420780637;420002495;N2500;7;4;4.12;;
URGENCES_P;2019;420780637;420002495;N3120;1;1;0.02;;
URGENCES_P;2019;420780637;420002495;N9999;61;18;42.53;;
URGENCES_P;2019;420780637;420002495;NINF;35;6;24.87;;
URGENCES_P;2019;420782310;420000853;M9999;7;;7;;
URGENCES_P;2019;420782310;420000853;N1220;1;8;3.7;;
URGENCES_P;2019;420782310;420000853;N2120;1;;0.5;;
URGENCES_P;2019;420782310;420000853;N9999;13;15;20.6;;
URGENCES_P;2019;420782310;420000853;NINF;11;7;16.4;;
URGENCES_P;2019;420785354;420784878;M1140;8;4;5.1;;0
URGENCES_P;2019;420785354;420784878;M9999;47;8;21.82;;0
URGENCES_P;2019;420785354;420784878;N1220;1;0;1;;0
URGENCES_P;2019;420785354;420784878;N2120;3;0;2.28;;0
URGENCES_P;2019;420785354;420784878;N2500;21;1;20.76;;
URGENCES_P;2019;420785354;420784878;N9999;129;27;127.98;;
URGENCES_P;2019;420785354;420784878;NINF;74;20;77.68;;0
URGENCES_P;2019;430000117;430000018;M9999;7;16;13.78;1;1
URGENCES_P;2019;430000117;430000018;N1220;2;2;3.62;;0
URGENCES_P;2019;430000117;430000018;N2120;0;1;0.7;2;1
URGENCES_P;2019;430000117;430000018;N2500;11;7;15.46;;
URGENCES_P;2019;430000117;430000018;N2620;5;4;7.45;;0
URGENCES_P;2019;430000117;430000018;N9999;24;54;62.62;;
URGENCES_P;2019;430000117;430000018;NINF;6;34;30.8;1;1
URGENCES_P;2019;430000190;430000034;M9999;3;;4.14;;0
URGENCES_P;2019;430000190;430000034;N1220;1;1;1.2;;
URGENCES_P;2019;430000190;430000034;N2500;6;3;8.99;;
URGENCES_P;2019;430000190;430000034;N9999;10;5;18.17;;
URGENCES_P;2019;430000190;430000034;NINF;2;1;6.49;;0
URGENCES_P;2019;440000016;440000057;M1140;10;;3.7;;0
URGENCES_P;2019;440000016;440000057;M3020;3;;2.1;;
URGENCES_P;2019;440000016;440000057;M9999;38;4;17.06;2;1
URGENCES_P;2019;440000016;440000057;N1220;10;4;11.93;;
URGENCES_P;2019;440000016;440000057;N2120;1;2;2.1;;1
URGENCES_P;2019;440000016;440000057;N2500;38;6;42.7;;
URGENCES_P;2019;440000016;440000057;N3120;;1;0.13;;
URGENCES_P;2019;440000016;440000057;N9999;100;26;117.01;;
URGENCES_P;2019;440000016;440000057;NINF;47;10;55.67;2;1
URGENCES_P;2019;440000271;440000289;M1140;9;3;8.47;;0
URGENCES_P;2019;440000271;440000289;M3020;2;4;4.62;;
URGENCES_P;2019;440000271;440000289;M9999;70;32;44.6;;0
URGENCES_P;2019;440000271;440000289;N1220;2;2;3.28;;
URGENCES_P;2019;440000271;440000289;N2120;8;0;8;;
URGENCES_P;2019;440000271;440000289;N2500;72;36;92.35;;
URGENCES_P;2019;440000271;440000289;N3120;5;1;1.87;;
URGENCES_P;2019;440000271;440000289;N9999;189;101;242.57;;
URGENCES_P;2019;440000271;440000289;NINF;86;59;119.25;;
URGENCES_P;2019;440000396;440053643;M9999;3;17;8.23;2;1
URGENCES_P;2019;440000396;440053643;N1220;1;;1.13;;0
URGENCES_P;2019;440000396;440053643;N2120;1;;1;;0
URGENCES_P;2019;440000396;440053643;N2500;6;3;8.18;;
URGENCES_P;2019;440000396;440053643;N9999;19;8;26.22;;
URGENCES_P;2019;440000396;440053643;NINF;11;5;15.91;;0
URGENCES_P;2019;440000503;440000313;M9999;8;2;7.26;1;1
URGENCES_P;2019;440000503;440000313;N1220;2;3;4.3;2;1
URGENCES_P;2019;440000503;440000313;N2120;;1;0.54;2;1
URGENCES_P;2019;440000503;440000313;N2500;7;2;6.49;;
URGENCES_P;2019;440000503;440000313;N3120;;1;0.2;;
URGENCES_P;2019;440000503;440000313;N9999;13;13;20.96;;
URGENCES_P;2019;440000503;440000313;NINF;4;6;9.37;;0
URGENCES_P;2019;440041580;440041572;M9999;;12;;;
URGENCES_P;2019;440041580;440041572;N1220;6;2;5.87;;
URGENCES_P;2019;440041580;440041572;N2120;2;;2;;
URGENCES_P;2019;440041580;440041572;N2500;12;0;10.35;;
URGENCES_P;2019;440041580;440041572;N2620;2;1;2.4;;
URGENCES_P;2019;440041580;440041572;N3120;;1;0.2;;
URGENCES_P;2019;440041580;440041572;N9999;44;6;40.34;;
URGENCES_P;2019;440041580;440041572;NINF;22;2;19.52;;
URGENCES_P;2019;450000047;450000096;M9999;8;4;10.3;3;1
URGENCES_P;2019;450000047;450000096;N1220;3;;2.61;;
URGENCES_P;2019;450000047;450000096;N2120;;;0.83;;
URGENCES_P;2019;450000047;450000096;N2500;7;;4.77;;
URGENCES_P;2019;450000047;450000096;N2620;7;;7.26;;
URGENCES_P;2019;450000047;450000096;N9999;31;3;30.53;;
URGENCES_P;2019;450000047;450000096;NINF;14;3;15.06;;
URGENCES_P;2019;450000062;450000104;M1140;;5;2.22;;0
URGENCES_P;2019;450000062;450000104;M9999;4;17;10.24;3;1
URGENCES_P;2019;450000062;450000104;N1220;6;2;7.41;2;1
URGENCES_P;2019;450000062;450000104;N2120;1;2;1.52;2;1
URGENCES_P;2019;450000062;450000104;N2500;12;8;15.97;;
URGENCES_P;2019;450000062;450000104;N3120;;1;0.63;;
URGENCES_P;2019;450000062;450000104;N9999;53;29;68.05;;
URGENCES_P;2019;450000062;450000104;NINF;26;14;34.42;3;1
URGENCES_P;2019;450000070;450000112;M9999;5;4;5.58;;
URGENCES_P;2019;450000070;450000112;N1220;1;;1;;
URGENCES_P;2019;450000070;450000112;N2120;1;1;0.75;;
URGENCES_P;2019;450000070;450000112;N2500;6;;8.71;;
URGENCES_P;2019;450000070;450000112;N9999;20;6;29.29;;
URGENCES_P;2019;450000070;450000112;NINF;12;4;17.22;;
URGENCES_P;2019;450000294;450000591;M9999;5;;5;;
URGENCES_P;2019;450000294;450000591;N1220;5;;3.19;;
URGENCES_P;2019;450000294;450000591;N2120;1;;1;;
URGENCES_P;2019;450000294;450000591;N2500;2;1;4.32;;
URGENCES_P;2019;450000294;450000591;N2620;2;;2.52;;
URGENCES_P;2019;450000294;450000591;N3120;;2;0.5;;
URGENCES_P;2019;450000294;450000591;N9999;38;5;39.5;;
URGENCES_P;2019;450000294;450000591;NINF;28;2;27.97;;
URGENCES_P;2019;450002613;450000088;M1140;2;1;1.4;;
URGENCES_P;2019;450002613;450000088;M9999;13;45;20.92;;
URGENCES_P;2019;450002613;450000088;N1220;3;4;4.47;;
URGENCES_P;2019;450002613;450000088;N2120;3;2;4.16;;
URGENCES_P;2019;450002613;450000088;N2500;40;16;58.54;;
URGENCES_P;2019;450002613;450000088;N9999;109;158;159.2;;
URGENCES_P;2019;450002613;450000088;NINF;59;39;81.65;;
URGENCES_P;2019;460000045;460780083;M9999;2;0;2.03;;
URGENCES_P;2019;460000045;460780083;N1220;2;0;2.16;;
URGENCES_P;2019;460000045;460780083;N2500;7;0;6.62;;
URGENCES_P;2019;460000045;460780083;N3120;0;1;0.4;;
URGENCES_P;2019;460000045;460780083;N9999;19;5;20.25;;
URGENCES_P;2019;460000045;460780083;NINF;10;3;10.57;;
URGENCES_P;2019;460000052;460780091;M9999;4;;3.16;;1
URGENCES_P;2019;460000052;460780091;N1220;1;;1;;1
URGENCES_P;2019;460000052;460780091;N2120;1;;0.75;;1
URGENCES_P;2019;460000052;460780091;N2500;10;;8.43;;
URGENCES_P;2019;460000052;460780091;N2620;3;;1.86;;1
URGENCES_P;2019;460000052;460780091;N9999;28;;20.17;;
URGENCES_P;2019;460000052;460780091;NINF;13;;8.13;;1
URGENCES_P;2019;460000102;460780208;M9999;;9;2.39;2;1
URGENCES_P;2019;460000102;460780208;N1220;;1;0.6;2;1
URGENCES_P;2019;460000102;460780208;N2120;;1;0.44;2;1
URGENCES_P;2019;460000102;460780208;N2500;6;3;7.19;;
URGENCES_P;2019;460000102;460780208;N9999;14;8;18.73;;
URGENCES_P;2019;460000102;460780208;NINF;8;3;10.5;2;1
URGENCES_P;2019;460000110;460780216;M1140;0;0;0;2;0
URGENCES_P;2019;460000110;460780216;M9999;14;1;12.95;2;1
URGENCES_P;2019;460000110;460780216;N1220;1;1;1.47;2;1
URGENCES_P;2019;460000110;460780216;N2120;1;0;0.23;2;1
URGENCES_P;2019;460000110;460780216;N2500;12;0;10.45;;
URGENCES_P;2019;460000110;460780216;N2620;0;0;0;2;1
URGENCES_P;2019;460000110;460780216;N3120;1;0;0.88;;
URGENCES_P;2019;460000110;460780216;N9999;41;3;35.29;;
URGENCES_P;2019;460000110;460780216;NINF;24;2;20.34;2;1
URGENCES_P;2019;470000027;470014069;M9999;5;2;6.4;;
URGENCES_P;2019;470000027;470014069;N1220;5;1;5.32;;
URGENCES_P;2019;470000027;470014069;N2120;1;;0.92;;
URGENCES_P;2019;470000027;470014069;N2500;12;1;10.93;;
URGENCES_P;2019;470000027;470014069;N2620;;1;0.86;;
URGENCES_P;2019;470000027;470014069;N3120;;1;0.1;;
URGENCES_P;2019;470000027;470014069;N9999;35;7;34.73;;
URGENCES_P;2019;470000027;470014069;NINF;17;3;16.6;;
URGENCES_P;2019;470000423;470016171;M9999;11;15;9.13;3;1
URGENCES_P;2019;470000423;470016171;N1220;;1;1.04;;0
URGENCES_P;2019;470000423;470016171;N2120;0;2;1.35;;1
URGENCES_P;2019;470000423;470016171;N2500;11;9;13.05;;
URGENCES_P;2019;470000423;470016171;N2620;1;4;3.32;;0
URGENCES_P;2019;470000423;470016171;N9999;35;28;45.82;;
URGENCES_P;2019;470000423;470016171;NINF;23;10;27.05;;0
URGENCES_P;2019;470000431;470000324;M9999;4;5;6.77;3;1
URGENCES_P;2019;470000431;470000324;N1220;2;;2;3;1
URGENCES_P;2019;470000431;470000324;N2120;1;;1;3;1
URGENCES_P;2019;470000431;470000324;N2500;12;;13.04;;
URGENCES_P;2019;470000431;470000324;N2620;;;;3;1
URGENCES_P;2019;470000431;470000324;N9999;34;4;36.79;;
URGENCES_P;2019;470000431;470000324;NINF;18;3;19.35;3;1
URGENCES_P;2019;470000480;470001660;M9999;7;;7;;1
URGENCES_P;2019;470000480;470001660;N1220;1;0;1;;1
URGENCES_P;2019;470000480;470001660;N2120;1;0;1;;1
URGENCES_P;2019;470000480;470001660;N2500;7;5;10.92;;
URGENCES_P;2019;470000480;470001660;N9999;23;18;37.84;;
URGENCES_P;2019;470000480;470001660;NINF;14;13;24.92;;1
URGENCES_P;2019;480000017;480780097;M9999;15;5;9.38;3;1
URGENCES_P;2019;480000017;480780097;N1220;3;;1.5;3;1
URGENCES_P;2019;480000017;480780097;N2120;1;;0.24;3;1
URGENCES_P;2019;480000017;480780097;N9999;26;4;9.13;;
URGENCES_P;2019;480000017;480780097;NINF;15;4;6.33;3;1
URGENCES_P;2019;490000049;490000031;M1140;1;4;3.3;1;1
URGENCES_P;2019;490000049;490000031;M9999;1;42;18.25;1;1
URGENCES_P;2019;490000049;490000031;N1220;13;6;16.73;;0
URGENCES_P;2019;490000049;490000031;N2120;4;0;4.03;;0
URGENCES_P;2019;490000049;490000031;N2500;37;24;53.61;;
URGENCES_P;2019;490000049;490000031;N3120;2;2;2.2;;
URGENCES_P;2019;490000049;490000031;N9999;103;57;143.62;;
URGENCES_P;2019;490000049;490000031;NINF;43;25;62.19;;0
URGENCES_P;2019;490000635;490000676;M9999;22;2;16.1;3;1
URGENCES_P;2019;490000635;490000676;N1220;7;1;8.16;2;1
URGENCES_P;2019;490000635;490000676;N2120;1;;1;2;1
URGENCES_P;2019;490000635;490000676;N2500;8;13;18.9;;
URGENCES_P;2019;490000635;490000676;N3120;;1;0.8;;
URGENCES_P;2019;490000635;490000676;N9999;36;45;73.18;;
URGENCES_P;2019;490000635;490000676;NINF;17;29;40.8;1;1
URGENCES_P;2019;490001765;490528452;M1140;5;1;1.22;;0
URGENCES_P;2019;490001765;490528452;M9999;13;10;9.06;;0
URGENCES_P;2019;490001765;490528452;N1220;;1;0.88;;0
URGENCES_P;2019;490001765;490528452;N2120;;1;0.89;;0
URGENCES_P;2019;490001765;490528452;N2500;6;4;7.96;;
URGENCES_P;2019;490001765;490528452;N3120;;1;0.1;;
URGENCES_P;2019;490001765;490528452;N9999;31;12;36.58;;
URGENCES_P;2019;490001765;490528452;NINF;19;4;20.27;;0
URGENCES_P;2019;490014909;490008109;M9999;11;;;;0
URGENCES_P;2019;490014909;490008109;N1220;7;2;4.32;;
URGENCES_P;2019;490014909;490008109;N2120;1;0;0.87;;
URGENCES_P;2019;490014909;490008109;N2500;9;1;11.46;;
URGENCES_P;2019;490014909;490008109;N9999;30;7;36.75;;
URGENCES_P;2019;490014909;490008109;NINF;13;4;20.1;;
URGENCES_P;2019;500000021;500000054;M9999;2;13;7.66;1;1
URGENCES_P;2019;500000021;500000054;N1220;2;1;2.95;;0
URGENCES_P;2019;500000021;500000054;N2120;0;0;0.51;3;
URGENCES_P;2019;500000021;500000054;N2500;0;16;14.87;;
URGENCES_P;2019;500000021;500000054;N9999;3;44;38.6;;
URGENCES_P;2019;500000021;500000054;NINF;1;27;19.49;3;1
URGENCES_P;2019;500000187;500000013;M9999;26;10;11.67;3;1
URGENCES_P;2019;500000187;500000013;N1220;0;2;1.41;2;1
URGENCES_P;2019;500000187;500000013;N2120;2;0;1.42;2;1
URGENCES_P;2019;500000187;500000013;N2500;30;10;38.29;;
URGENCES_P;2019;500000187;500000013;N9999;69;19;82.39;;
URGENCES_P;2019;500000187;500000013;NINF;34;7;39.59;1;1
URGENCES_P;2019;500000260;500000054;M9999;;6;4.17;1;1
URGENCES_P;2019;500000260;500000054;N1220;2;1;2.52;;0
URGENCES_P;2019;500000260;500000054;N2120;0;0;0.11;3;1
URGENCES_P;2019;500000260;500000054;N2500;0;15;11.81;;
URGENCES_P;2019;500000260;500000054;N9999;3;37;26.65;;
URGENCES_P;2019;500000260;500000054;NINF;1;21;12.21;3;1
URGENCES_P;2019;500000427;500000096;M9999;2;2;1.64;3;1
URGENCES_P;2019;500000427;500000096;N1220;1;;0.5;3;1
URGENCES_P;2019;500000427;500000096;N2120;1;;0.3;3;1
URGENCES_P;2019;500000427;500000096;N2500;4;;3.09;;
URGENCES_P;2019;500000427;500000096;N9999;14;4;9.99;;
URGENCES_P;2019;500000427;500000096;NINF;8;4;6.1;3;1
URGENCES_P;2019;500000450;500000112;M9999;22;;10.08;3;1
URGENCES_P;2019;500000450;500000112;N1220;4;1;3.81;;0
URGENCES_P;2019;500000450;500000112;N2120;2;;1.22;;0
URGENCES_P;2019;500000450;500000112;N2500;26;9;18.53;;
URGENCES_P;2019;500000450;500000112;N9999;71;27;54.61;;
URGENCES_P;2019;500000450;500000112;NINF;39;17;31.05;3;1
URGENCES_P;2019;500000591;500000393;N1220;1;1;1.5;;0
URGENCES_P;2019;500000591;500000393;N2120;1;;1;;0
URGENCES_P;2019;500000591;500000393;N2500;12;3;13.84;;
URGENCES_P;2019;500000591;500000393;N9999;32;7;37.38;;
URGENCES_P;2019;500000591;500000393;NINF;16;3;18;3;1
URGENCES_P;2019;510000169;510000037;M9999;1;17;5.4;;
URGENCES_P;2019;510000169;510000037;N1220;;1;0.61;;
URGENCES_P;2019;510000169;510000037;N2120;;1;0.36;;
URGENCES_P;2019;510000169;510000037;N2500;2;1;2.76;;
URGENCES_P;2019;510000169;510000037;N3120;;1;0.38;;
URGENCES_P;2019;510000169;510000037;N9999;3;26;19.1;;
URGENCES_P;2019;510000169;510000037;NINF;;20;12.42;;
URGENCES_P;2019;510000185;510000532;M9999;5;;5;;0
URGENCES_P;2019;510000185;510000532;N1220;1;2;2.63;;
URGENCES_P;2019;510000185;510000532;N2120;1;0;0.4;;
URGENCES_P;2019;510000185;510000532;N9999;11;5;15.24;;
URGENCES_P;2019;510000185;510000532;NINF;9;3;12.21;;
URGENCES_P;2019;510000235;510000060;M9999;2;10;4.5;2;1
URGENCES_P;2019;510000235;510000060;N1220;;2;1.6;;0
URGENCES_P;2019;510000235;510000060;N2120;;1;0.5;3;1
URGENCES_P;2019;510000235;510000060;N2500;2;8;5.72;;
URGENCES_P;2019;510000235;510000060;N9999;2;52;32.2;;
URGENCES_P;2019;510000235;510000060;NINF;;33;18.78;3;1
URGENCES_P;2019;510000250;510000078;M9999;;5;2.97;3;1
URGENCES_P;2019;510000250;510000078;N1220;;3;2.25;3;1
URGENCES_P;2019;510000250;510000078;N2120;1;;1;2;1
URGENCES_P;2019;510000250;510000078;N2500;6;;6;;
URGENCES_P;2019;510000250;510000078;N3120;;2;0.09;;
URGENCES_P;2019;510000250;510000078;N9999;17;6;20.73;;
URGENCES_P;2019;510000250;510000078;NINF;10;1;11.39;;0
URGENCES_P;2019;510002470;510000029;M1140;6;1;1.9;;
URGENCES_P;2019;510002470;510000029;M9999;6;1;1.9;;
URGENCES_P;2019;510002470;510000029;N1220;2;0;0.8;;
URGENCES_P;2019;510002470;510000029;N2120;4;0;1.2;;
URGENCES_P;2019;510002470;510000029;N2500;8;2;4.77;;
URGENCES_P;2019;510002470;510000029;N9999;62;28;45.29;;
URGENCES_P;2019;510002470;510000029;NINF;36;23;31.82;;
URGENCES_P;2019;510004302;510000029;M9999;13;;5.5;;0
URGENCES_P;2019;510004302;510000029;N1220;4;0;3.99;;0
URGENCES_P;2019;510004302;510000029;N2120;2;0;1.89;;0
URGENCES_P;2019;510004302;510000029;N2500;30;7;19.87;;
URGENCES_P;2019;510004302;510000029;N9999;134;24;115.16;;
URGENCES_P;2019;510004302;510000029;NINF;47;10;54.2;;0
URGENCES_P;2019;510024979;510000532;M9999;18;;18;;
URGENCES_P;2019;510024979;510000532;N1220;2;;2;;
URGENCES_P;2019;510024979;510000532;N2120;1;0;1;;
URGENCES_P;2019;510024979;510000532;N9999;15;4;15.07;;
URGENCES_P;2019;510024979;510000532;NINF;12;4;12.07;;
URGENCES_P;2019;520000027;520780032;M9999;;11;5.21;3;1
URGENCES_P;2019;520000027;520780032;N1220;;2;1.78;;0
URGENCES_P;2019;520000027;520780032;N2120;;1;0.31;3;1
URGENCES_P;2019;520000027;520780032;N2500;7;1;8.13;;
URGENCES_P;2019;520000027;520780032;N2620;5;;4.49;;0
URGENCES_P;2019;520000027;520780032;N9999;22;5;26.76;;
URGENCES_P;2019;520000027;520780032;NINF;10;1;12.05;3;1
URGENCES_P;2019;520000043;520780057;M9999;;8;3.5;3;1
URGENCES_P;2019;520000043;520780057;N1220;;1;0.5;;
URGENCES_P;2019;520000043;520780057;N2120;;1;0.63;3;1
URGENCES_P;2019;520000043;520780057;N2500;4;2;5.93;;
URGENCES_P;2019;520000043;520780057;N9999;4;17;13.1;;
URGENCES_P;2019;520000043;520780057;NINF;;13;6.04;3;1
URGENCES_P;2019;520000068;520780073;M9999;14;3;9.59;3;1
URGENCES_P;2019;520000068;520780073;N1220;2;;1.92;2;1
URGENCES_P;2019;520000068;520780073;N2120;2;;1.1;2;1
URGENCES_P;2019;520000068;520780073;N2500;10;1;10.19;;
URGENCES_P;2019;520000068;520780073;N2620;;;;2;1
URGENCES_P;2019;520000068;520780073;N9999;27;4;30.57;;
URGENCES_P;2019;520000068;520780073;NINF;13;3;16.69;1;1
URGENCES_P;2019;530000017;530000025;M9999;14;7;2.44;;1
URGENCES_P;2019;530000017;530000025;N1220;3;0;2.06;;0
URGENCES_P;2019;530000017;530000025;N2120;1;0;0.79;;0
URGENCES_P;2019;530000017;530000025;N2500;11;1;10.04;;
URGENCES_P;2019;530000017;530000025;N9999;28;5;26.47;;
URGENCES_P;2019;530000017;530000025;NINF;12;4;12.58;;0
URGENCES_P;2019;530000173;530000074;M3020;2;1;0.3;;
URGENCES_P;2019;530000173;530000074;M9999;10;7;5.46;3;1
URGENCES_P;2019;530000173;530000074;N1220;1;0;0.5;;0
URGENCES_P;2019;530000173;530000074;N2120;0;1;0.49;;0
URGENCES_P;2019;530000173;530000074;N2500;14;3;12.1;;
URGENCES_P;2019;530000173;530000074;N9999;46;15;44.15;;
URGENCES_P;2019;530000173;530000074;NINF;25;5;23.58;;1
URGENCES_P;2019;530000264;530000371;M1140;1;1;1.5;;
URGENCES_P;2019;530000264;530000371;M9999;3;8;7.13;;
URGENCES_P;2019;530000264;530000371;N1220;3;0;3;;
URGENCES_P;2019;530000264;530000371;N2500;21;7;26.11;;
URGENCES_P;2019;530000264;530000371;N9999;47;18;59.59;;
URGENCES_P;2019;530000264;530000371;NINF;23;11;30.46;;
URGENCES_P;2019;540000023;540000049;M9999;;18;8.9;2;1
URGENCES_P;2019;540000023;540000049;N1220;;1;0.55;2;1
URGENCES_P;2019;540000023;540000049;N2120;;1;0.5;2;1
URGENCES_P;2019;540000023;540000049;N2500;;9;5.63;;
URGENCES_P;2019;540000023;540000049;N2620;;;;2;1
URGENCES_P;2019;540000023;540000049;N9999;;27;15.89;;
URGENCES_P;2019;540000023;540000049;NINF;;16;9.21;2;1
