BOR;AN;FI;FI_EJ;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;CONSULT_EXT;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;INTTOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;BIOGENSPE;MICROBIO;HEMATO;IMMUNO;GENE;ASSISTMED;ANOTO;PHARMA_A11;PHARMA_A20;PHARMA_A19;PHARMA_A26;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
SYGEN;2019;590785424;930019484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;463;5610;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;1;;1;3;8;;;;;;;;;;;;;2.11;;;;;;0.05;;0.52;0.14;2.82;;;3;1;9;21;;5;31;70;2;;20;25;1;;;;;29;76;146;;1.28;1;6.97;8.56;;1.7;14.47;33.98;1.23;;4.93;12.94;1;;;;;9.74;28.84;62.82;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590786984;620020859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;520;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;1;4;;;;;;;;;;;;;2;1;;;;;;;0.5;0.16;2.66;;;3;;15;24;11;1;5;59;1;;17;1;1;1;;;;7;27;86;;2.12;;12.18;21.14;8.5;0.2;2.76;46.9;0.6;;6.9;1;1;0.4;;;;5.8;14.7;61.6;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590787529;590782215;;;;;;;;;;;;;;;;;;;;;;;;;147;10;;157;1281;;;1281;907;21;;928;62;30;;92;8411;6825;;15236;2;;2;218;;218;4;3;1;8;11346;5680;982;18008;10;8;20;49435;23572;73007;7208;1577;1039;9824;8125;1598;1039;10762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;26;5;;;;;;;;;;;;0.09;0.09;;;;;25.03;;;;25.12;5;;11;2;165;51;23;31;14;297;;;26;35;14;;;;;5;66;363;;10.44;2.78;154.77;51.5;20.66;28.14;11.18;279.47;;;23.55;30.54;11.08;;;;;4.25;58.34;337.81;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590787586;590780193;195;78;;273;10392;2185;0;12577;63544;18888;0;82432;22;;;22;2255;0;0;2255;0;82863;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;5546;;;;;;;;;;;1;0;0;;1;1;0;1;1;;;95;10;;24;16;;;;1;;112;70;;;;;;;;;;;;61.13;6.21;0.5;14.3;10.57;;;;0.5;;72.2;62.46;;16;42;345;278;48;3;13;745;;;77;1;;2;1;30;1;116;228;973;;17.9;37.07;321.65;265.15;49.56;3.31;11.14;705.78;;;76.23;1;;1.16;0.93;28.76;1.15;116.78;226.01;931.79;;;;;;;;;;;;1;0;1;0;;;;;11;6
SYGEN;2019;590788865;590782421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;397;0;;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;;;;;;;;;4;1;;;;;;;;;;;;1.9;1.7;;;;;;;;;1.9;0.58;;2;;23;54;11;2;;92;;;3;2;;;;;;2;7;99;;2;;20.03;49.68;8.05;0.5;;80.26;0.3;;2.86;2;;;;;;1.86;7.02;87.28;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590788964;590001756;25;20;0;45;1376;460;0;1836;5477;1392;0;6869;5;27;0;32;74;4016;0;4090;4319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;108;;;;;;;;;;;1;4319;0;;0;0;0;0;0;;;2;;;;;;;;2;;4;;18;;;2;12;1;;;;;30;0.43;;;;;;;;1.7;;2.13;;;2;;26;11;4;1;1;45;1;1;12;;;6;;;1;5;26;71;;2;;27.13;9.75;3;0.6;0.5;42.98;0.5;0.5;11.2;;;5.7;;;0.5;4;22.4;65.38;;;;;;;;;;;;2;;1;;;;;;4;8
SYGEN;2019;590790473;620020859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;577;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;1;1;5;;;;;;;;;;;1;1;2.07;;;;;;;;0.62;0.1;2.79;;;3;;16;37;10;1;4;71;1;1;17;3;2;1;;;;7;30;101;;2.55;;13.45;34.44;8.37;0.25;2.63;57.21;0.48;0.19;4.85;1.58;0.5;0.41;;;;2.27;9.78;67.42;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590790655;590002218;;24;;24;0;1179;0;1179;0;4380;0;4380;;5;;5;0;1439;0;1439;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;16;;;2;11;;;;;4;31;;;;;;;;;1;;1;;;4;3;13;7;13;;;40;2;;7;;;4;;;;2;15;55;;2.8;1.34;11.82;6.6;12.5;;;35.06;2.64;;6.65;;;3.5;;;;1.5;14.29;49.35;;;;;;;;;;;;;;;;;;;;5;8
SYGEN;2019;590791091;590780193;;;;;0;0;0;0;0;0;0;0;3;;;3;563;0;0;563;;2154;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;582;661;3;120;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;3;;;1;;2;;;;16;6;;;;;;;;;;;;9.19;0.91;;;0.1;;0.8;;;;10.09;7.26;;5;;81;142;25;4;13;270;;;10;3;0;;;;;38;51;321;;3.67;;78.66;133.09;24.38;2.8;10.67;253.27;;;10.61;2.38;0.27;;;;;32.51;45.5;298.77;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590791109;590002234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;436;353;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;2;;;;;;;;;;;;;1.6;1.6;;;;;;;;;1.6;;;1;;8;;;3;2;14;1;;3;1;1;;;;;10;15;29;;1;;7.8;;;1.7;1.35;11.85;0.85;;2.22;0.2;0.2;;;;;8.6;11.87;23.72;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590791323;590782637;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;442;0;;60;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;;;4;1;;;;;;;;;;;;2.99;0.87;;;;;;;;;2.99;0.93;;3;;27;46;24;1;2;103;;;7;2;2;;;;;2;11;114;;1.73;;21.78;42.47;21.82;0.34;1.06;89.2;;;5.48;1.36;1.36;;;;;1.4;8.24;97.44;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590791729;590781902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;74;906;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;;;;;;;;;5;2;;;;;;;;;;;;4.9;1;;;;;;;;;4.9;0.34;;1;;21;36;13;;8;79;;;3;;;;;;;;3;82;;1;;18.85;35.84;11.56;0.33;4.32;71.9;;;2.1;;;;;;;;2.1;74;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590796975;590780193;349;286;;635;36113;13531;0;49644;109588;67505;0;177093;33;52;;85;3977;9972;0;13949;2214;309019;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;89020;1;24413;1;1;0;1;1;14369;;;;;;;;;;;1;1216;1;998;0;0;1;1;0;;;353;23;53;76;102;1;5;81;148;88;777;338;;;;;;;;;;;;283.62;19.98;50.56;58.25;61.47;1.68;8.23;25.49;110.13;66.55;555.49;325.37;3;89;171;1110;1049;223;52;59;2756;25;3;820;71;56;82;454;137;23;1362;2977;5733;3;94.92;163.68;1028.37;1022.68;200.94;37.43;47.21;2598.23;26.46;3.75;760.19;63.77;51;74.53;435.52;132.12;24.96;1316.45;2837.75;5435.98;1;1;1;1;1;1;1;;;;;3;1;5;1;4;0;1;0;42;51
SYGEN;2019;590797346;620020859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;276;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;;;;1;2;5;;;;;;;;;;;;;1.8;1;;;;;;;0.5;0.13;2.43;;;2;;11;16;8;;3;40;1;1;11;1;1;;;;;5;19;59;;2;;9.1;12.9;5.6;;1.58;31.18;0.4;0.09;4.43;0.68;0.68;;;;;3.3;8.9;40.08;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590797353;590051801;243;44;42;329;15530;2390;3382;21302;69974;8837;10513;89324;64;16;1;81;9476;3541;194;13211;4879;152521;1;1;15;7;;22;116;25;;141;;;;;;5;;5;;957;;957;;;;;;;;;;;;;;;;;;;;;;959;;;117;27;;144;25;301;0;;;;;;1;40271;1;21776;;;;;1;1185;0;2056;1;806;0;0;;;;;1;4879;0;;0;0;0;0;0;0;0;123;31;18;12;36;15;15;;4;9;187;66;;;;;;;;;;;;85.67;19.64;20.88;4.89;25.98;8.89;11.15;;4.02;6.75;133.57;59.88;51;21;85;319;292;150;33;39;990;3;;147;17;11;12;15;21;4;128;347;1337;35.25;22.05;70.92;248.93;203.88;109.74;20.1;23.08;733.95;1.58;;124.15;13.68;9.29;9.12;13.27;18.68;3.51;96.99;280.98;1014.93;1;1;1;1;0;0;1;;;;;1;0;1;0;;;;;9;13
SYGEN;2019;590797387;590805628;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;1281;26405;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;2;;;;;1;;2;;12;;;;;;;;;;;;;8.95;2.73;;;;;0.17;;1.65;;10.77;;;7;;54;84;;4;58;207;5;1;30;18;4;3;;;;1;58;265;;6.02;;48.16;75.62;;2.67;51.76;184.23;5;1;26.1;13.14;3.4;2.34;;;;1.05;48.63;232.86;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590801106;590782421;397;110;78;585;22152;6195;4754;33101;115705;24385;18392;158482;38;25;11;74;5178;4382;1906;11466;19491;213574;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;503;0;;;;;;1;49816;1;26888;1;0;0;0;1;3249;0;3300;1;782;0;0;1;13171;1;405;1;6320;0;;0;1;0;0;0;0;1;210;26;27;35;57;21;;;8;12;287;90;;;;;;;;;;;;147.79;21.87;18.57;20.89;42.43;15.81;;;7.96;11;209.18;82.02;73;40;130;649;599;156;20;57;1724;11;1;291;25;15;28;53;49;4;296;758;2482;64.04;41.33;118.75;589.26;542.06;127.97;14.61;47.87;1545.89;10.16;1;267.59;22.21;14.02;24.6;50.67;47.69;4.42;285.14;713.48;2259.37;1;1;1;1;0;0;1;;;;;3;;3;;;;;;16;24
SYGEN;2019;590804340;590788956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;;;;1;;;1;;14;38;11;;2;66;;;1;;;1;;;;;2;68;;0.8;;12.63;36.37;10.37;;1.8;61.97;;;0.5;;;1;;;;;1.5;63.47;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590804696;590781902;294;63;36;393;13536;3439;2402;19377;84477;15301;6819;106597;30;13;2;45;1965;2459;290;4714;1321;163718;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;49;;;1;47666;0;;1;0;0;0;1;1602;0;1217;1;241;0;0;;;;;1;1321;0;;0;0;0;0;0;0;1;121;29;10;15;19;6;2;;11;3;156;59;;;;;;;;;;;;103;22.5;11;14.83;17.29;6.97;0.9;;11.87;2.5;135.56;73.58;31;29;61;416;402;155;17;32;1143;7;1;222;19;13;12;40;32;4;198;535;1678;27.42;30.9;58.53;377.23;389.61;147.83;14.38;24.46;1070.36;6.71;1;210.5;17.49;11.84;12.27;38;30.24;4;191.9;512.11;1582.47;1;1;1;1;0;0;0;;;;;2;1;1;0;;;;;7;9
SYGEN;2019;590804712;590003281;;;;;;;;;;;;;;;;;;;;;13606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;13606;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;6;;;;;9;2;3;20;20;;;;;;;;;;;;6;;;;;8.8;2;3;19.8;19.8;;;;;;;;;;;;1;0;;;;;;;;
SYGEN;2019;590806360;590003596;15;;;15;622;0;0;622;2743;0;0;2743;14;;;14;5037;0;0;5037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;186;2183;23241;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;13;;;;;1;;2;;32;3;4;;;;2;;;;;3;9;18.89;8.78;;;;;1.24;;1.32;;21.45;3;;6;;69;57;2;12;38;184;6;1;31;2;2;4;;1;;22;67;251;;6.31;;63.79;46.02;1.96;11.75;28.72;158.55;5.05;1;27.25;1.91;1.91;2.09;;0.26;;19.61;57.17;215.72;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590806428;620112581;;;;;;;;;;;;;;;;;;;;;5420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;15;;8;;;;;;;;;;8;2.3;;;;;;;;;;2.3;;;;;3;;1;;;4;;;;;;;;;;;;4;;;;2.83;;0.83;;;3.66;;;;;;;;;;;;3.66;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590809703;590004552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;1041;13991;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;1;1;9;;5;;;;;;;;;1;6;5.42;;;;;;;;1.09;0.1;6.61;;;2;;23;31;14;4;38;112;7;1;17;2;2;;;;6;37;70;182;;1.33;;20.71;33.26;13.17;3.59;23.69;95.75;2.99;0.56;14.44;1.68;1.68;;;;0.75;16.64;37.06;132.81;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590810099;620112581;;;;;;;;;;;;;;;;;;;;;3082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;3;;;;;;;;;;;;3;;;;2;;0.62;;;2.62;;;;;;;;;;;;2.62;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590810784;590004685;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;1134;13101;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;2;;;;;;;1;;7;;19;;;3;12;;1;;;4;36;5.51;1.82;;;;;;;1;;6.51;;;3;;33;37;22;4;46;145;1;;20;2;2;2;;;;3;28;173;;3;;32.16;34.8;19.58;3.21;39.72;132.47;0.5;;18.35;1.77;1.77;2;;;;3;25.62;158.09;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590811006;590001467;;;;;;;;;;;;;;;;;;;;;1702;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590811279;590780193;407;162;;569;14874;9143;0;24017;119178;42604;0;161782;111;71;;182;11354;15062;0;26416;30227;373034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3856;;;;;;;1;10960;1;308;1;14079;1;;0;1;0;1;1;;;211;20;1;40;84;1;8;;2;1;306;202;;;;;;;;;;;;124.46;14.05;0.3;30.38;51.2;0.1;6.04;;1.87;1.3;184.87;190.7;;46;80;751;694;116;9;54;1750;;;197;3;;;1;51;6;170;428;2178;;44.48;74.85;719.21;665.5;108.4;5.97;48.68;1667.09;;;184.86;0.75;;;1;48.77;6.41;161.32;403.11;2070.2;;;;;;;;;;;;2;1;1;0;2;0;1;0;30;28
SYGEN;2019;590812186;590782421;18;;;18;480;0;0;480;5063;0;0;5063;10;;;10;2759;0;0;2759;;2946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;13;;;;;;;;;14;1;;;;;;;;;;;;7.12;6.12;;;;;;;;;7.12;1.23;;1;;31;35;11;7;2;87;;;;3;;;;;;2;5;92;;0.93;;27.04;30.33;7.97;5.49;1.2;72.96;;;;2.25;;;;;;2.38;4.63;77.59;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590812509;590799995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;;;;;;;1;;6;;;;;;;;;;;;;4;4;;;;;;;0.5;;4.5;;;6;;61;25;;2;;94;2;1;8;2;2;1;;;;;14;108;;6;;56;21.5;;1.5;;85;1.5;1;7.5;2;2;1;;;;;13;98;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590812749;590782215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90;38;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;;;;;;1.05;;;;;;;;;;1.05;;;1;;17;53;12;2;2;87;;;;;;;;;1;3;4;91;;0.5;;15.33;50.71;14.02;1;1.05;82.61;0.1;;;;;;;;0.44;1.94;2.48;85.09;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590813176;590005278;1;39;0;40;30;1174;0;1204;86;5728;0;5814;4;7;;11;1804;1980;0;3784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1;3;;15;;;10;10;1;;;;;25;0.2;;;;;;;;1;0.1;1.3;;;1;1;21;14;7;;;44;1;;10;;;1;;;;6;18;62;;1;2.53;21;13.6;7.3;;;45.43;1;;10.69;;;1.32;;;;6.18;19.19;64.62;;;;;;;;;;;;;;;;;;;;6;9
SYGEN;2019;590813341;590799995;;;;;;;;;;;;;;;;;;;;;1758;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590813382;590000386;1;44;34;79;28;2173;816;3017;254;7788;2764;10806;0;27;0;27;0;5475;0;5475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;88;1;750;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;0;;;;;;;;;2;;2;;9;;;5;21;3;;;;;30;;;;;;;;;1;;1;;12;2;2;53;39;;;;108;1;2;10;;;4;;;5;7;29;137;11.07;1.8;1.54;42.48;33.12;;;;90.01;1;1.08;11.97;;;2.67;;;5.17;5.87;27.76;117.77;;;;;;;;;;;;;;;;;;;;7;12
SYGEN;2019;590813507;590000485;23;101;0;124;447;2496;679;3622;2669;8171;2522;13362;0;7;0;7;0;4798;0;4798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;262;3530;15;;;;;;;;;;;;;1;164;0;539;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;2;;;;2;2;;;1;;5;;30;;;4;16;2;;;;;46;1.42;;;;0.71;0.71;;;0.7;;2.83;;9;5;3;46;44;9;1;7;124;1;1;24;3;1;4;;;1;4;38;162;8.84;4.17;2.45;37.7;42.87;8.08;0.25;5.61;109.97;0;1;24.24;2.18;0.19;4.27;;;0.49;3.99;36.17;146.14;1;1;1;1;0;0;0;;;;;;;;;;;;;8;12
SYGEN;2019;590813747;590001467;;;;;;;;;;;;;;;;;;;;;1306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;1;;;;;;0.6;;;0.6;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590815007;620112581;;;;;;;;;;;;;;;;;;;;;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;2;;;;;;;;;;;;2;;;;2;;;;;2;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;
SYGEN;2019;590815056;590005492;28;45;;73;939;2050;0;2989;9166;6610;0;15776;4;20;;24;46;5838;0;5884;5077;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;438;0;0;;;;;;;;;;;;;1;91;;;;;;;;;;;1;5077;0;;0;0;0;0;0;;;2;1;;0;;;;;2;;4;;12;0;;3;12;;;;;;24;2;1;;;;;;;1.3;;3.3;;;1;2;69;45;;2;1;120;;1;26;3;3;7;;;3;3;43;163;;1;1.83;64.51;28.86;;0.46;0.51;97.17;;1;21.76;2.1;2.1;5.34;;;2.1;2.57;34.87;132.04;;;;;;;;;;;;;;;;;;;;8;11
