BOR;AN;FI;FI_EJ;AUTOR;LACTA;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2019;420011413;420011405;TYPE2;;44;16;;;5;2365;290;407;16;0;0;0;0;1363;0;8617;3289;0;0;4790;1667;7305;399;2104;4;1638;29;15;;1701;;;;42;0;1;71;76;1;6;;0;0;0
PERINAT;2019;420780637;420002495;TYPE1;;19;0;0;0;3;1061;108;0;0;0;0;0;0;698;5;3596;0;0;0;2630;695;3007;125;695;0;691;4;5;;704;12825;6127;0;9;0;1;95;96;53;8;;4;0;0
PERINAT;2019;420782310;420000853;;;0;0;0;0;0;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;17;13;8;2;;0;0;0
PERINAT;2019;420785354;420784878;TYPE3;;60;22;9;10;11;4509;729;780;5;74;0;308;6;2331;12;16256;7136;536;5615;8396;2997;13785;624;4154;38;2901;96;11;16;3123;4963;7741;381;70;1;1;710;747;408;58;1;59;1;500
PERINAT;2019;430000117;430000018;TYPE2;;21;6;;;3;1398;118;173;3;0;0;0;0;877;1;5220;1421;0;0;3169;1007;4604;243;1369;0;993;14;4;;1027;7772;3550;69;10;0;1;219;258;139;18;2;2;0;0
PERINAT;2019;430000190;430000034;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322;1711;6;;;0;;0;;;;;0;
PERINAT;2019;440000016;440000057;TYPE2;EXT;41;8;4;0;7;3382;536;317;46;267;33;0;0;2169;2;11719;2932;851;0;7549;2406;10733;442;2705;4;2373;33;9;;2458;15685;11861;100;135;0;1;749;717;457;54;0;0;0;0
PERINAT;2019;440000271;440000289;TYPE3;EXT;72;18;21;18;11;5725;434;479;20;670;45;415;29;3529;73;27799;4817;7555;5860;13995;4180;23751;851;7350;17;4045;135;74;;4425;9942;7394;;283;2;1;1837;1674;771;121;;102;1;1082
PERINAT;2019;440000396;440053643;TYPE1;;15;;;;2;746;48;0;0;0;0;0;0;575;4;2907;0;0;0;2353;562;2636;84;490;3;562;0;4;;564;6096;6046;234;8;0;1;187;175;139;3;;3;0;0
PERINAT;2019;440000412;440000941;TYPE1;;33;;;;5;1769;159;0;0;0;0;0;0;1484;16;7103;0;0;0;5898;1458;6602;265;1427;22;1452;6;15;;1464;;;;21;0;1;140;128;105;2;4;25;1;145
PERINAT;2019;440000487;440001014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;
PERINAT;2019;440000503;440000313;TYPE2;;15;4;;;4;828;93;105;7;0;0;0;0;442;1;3106;710;0;0;1783;499;2531;92;568;0;495;4;5;;507;11126;6365;;3;0;1;118;123;88;0;;0;0;0
PERINAT;2019;440029338;440053411;TYPE2;;50;6;;;9;3851;321;388;53;0;0;0;0;2991;13;15041;1804;0;0;11333;3259;14340;494;2984;7;3220;39;36;;3321;;;;200;0;1;804;756;199;42;;9;1;264
PERINAT;2019;440033819;440006344;TYPE2;;89;6;0;0;12;5265;436;469;47;0;0;0;0;3686;0;21049;2941;0;0;14585;4022;18632;830;4851;14;3979;43;43;;4078;;;;62;0;0;0;0;0;0;;32;1;701
PERINAT;2019;450000047;450000096;TYPE1;;20;;;;2;1149;129;0;0;0;0;0;0;779;15;3763;0;0;0;2847;775;3267;157;876;0;771;4;12;;779;6674;3815;16;23;0;1;155;156;95;2;;0;0;0
PERINAT;2019;450000062;450000104;TYPE2;;25;7;3;;3;1894;85;196;18;47;8;0;0;1122;1;6813;1539;397;0;3797;1274;5564;301;1820;2;1255;19;10;;1295;1206;6497;1317;52;5;1;310;320;288;13;;13;0;0
PERINAT;2019;450000070;450000112;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1366;6659;107;0;0;1;74;75;74;1;;0;0;0
PERINAT;2019;450002613;450000088;TYPE3;EXT;87;19;9;14;8;6785;809;714;20;455;19;201;10;4284;2;28813;6116;3691;3419;15414;4878;24953;762;6149;38;4775;103;1;;5046;22397;24636;197;245;343;1;1188;1193;768;90;5;16;1;317
PERINAT;2019;450010079;450000195;TYPE2;;30;6;;;4;794;78;192;6;0;0;0;0;416;0;3229;614;0;0;1764;600;2948;165;927;0;595;5;3;;608;;;;2;0;0;0;0;0;0;;1;1;145
PERINAT;2019;460000045;460780083;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2150;1444;71;0;0;1;43;30;42;0;;0;0;0
PERINAT;2019;460000052;460780091;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;301;1928;43;0;0;0;0;;0;0;;0;0;0
PERINAT;2019;460000102;460780208;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;564;703;16;0;0;1;15;2;13;0;;0;0;0
PERINAT;2019;460000110;460780216;TYPE2;;18;4;;;3;987;96;113;21;0;0;0;0;604;0;3440;616;0;0;2301;672;3021;115;714;0;667;5;5;;679;7642;4479;3;23;1;1;247;273;142;17;;6;0;0
PERINAT;2019;470000027;470014069;TYPE1;;26;;;;4;837;76;0;0;0;0;0;0;562;9;3199;0;0;0;2215;566;2678;86;600;0;563;3;9;;569;;;;6;0;1;82;120;45;0;;6;0;0
PERINAT;2019;470000423;470016171;TYPE2;EXT;20;9;3;;3;1483;127;188;4;175;6;0;0;998;0;5696;2055;1427;0;3498;1124;5016;213;1461;33;1108;16;1;;1148;9869;6863;294;32;1;1;317;408;209;16;;19;0;0
PERINAT;2019;470000431;470000324;TYPE1;;25;;;;4;1041;82;0;0;0;0;0;0;718;5;3809;0;0;0;2613;756;3312;168;978;0;754;2;6;0;758;;;;18;0;1;278;271;248;12;;2;0;0
PERINAT;2019;470000480;470001660;TYPE1;;18;;;;4;916;106;0;0;0;0;0;0;610;6;3431;0;0;0;2501;632;3040;128;848;0;630;2;7;;632;;8186;309;10;0;1;121;143;51;0;0;0;0;0
PERINAT;2019;480000017;480780097;TYPE2;;7;4;;;2;636;60;101;8;0;0;0;0;386;1;2597;569;0;0;1468;440;2144;117;769;1;431;9;4;;449;2390;4467;2008;12;0;1;136;94;113;1;;4;0;0
PERINAT;2019;490000049;490000031;TYPE3;;86;17;8;15;11;4919;234;704;68;157;16;386;13;3223;2;21841;5603;1145;5689;12343;3730;18889;814;6040;59;3643;87;2;;3844;3243;7927;581;209;1;1;1238;1175;611;78;1;30;1;458
PERINAT;2019;490000635;490000676;TYPE2;;30;10;3;;5;2457;117;221;9;103;18;0;0;1859;1;9771;2474;419;0;6552;1987;8721;320;2027;1;1958;29;5;0;2025;20847;10729;365;34;0;1;359;374;187;31;0;1;0;0
PERINAT;2019;490001765;490528452;TYPE2;;18;6;;;4;1277;88;185;18;0;0;0;0;923;2;4412;1072;0;0;3050;1020;4035;193;970;1;1005;15;8;0;1041;7689;5148;78;66;0;1;227;251;147;12;;1;0;0
PERINAT;2019;490002037;490000890;TYPE1;;50;;;;4;773;51;0;0;0;0;0;0;626;2;2864;0;0;0;2356;624;2590;115;608;0;621;3;2;;629;;;;8;0;0;0;;0;0;;4;0;0
PERINAT;2019;490014909;490008109;TYPE2;;47;6;;;5;2261;187;228;23;0;0;0;0;1668;1;9397;1599;0;0;6523;1828;8475;395;2266;1;1814;14;12;;1842;;;;17;0;0;0;0;0;0;;12;0;0
PERINAT;2019;500000021;500000054;TYPE2;INT;24;4;6;;4;1403;98;254;13;103;10;0;0;996;2;6179;1605;305;0;4077;1096;5590;223;1563;2;1084;12;2;;1110;11309;12045;31;10;0;1;246;184;180;14;;1;0;0
PERINAT;2019;500000187;500000013;TYPE3;EXT;27;6;3;6;5;2400;130;326;20;191;34;200;43;1500;0;10173;2021;976;1252;5190;1785;8283;310;2152;4;1750;35;2;;1825;11769;6839;269;26;0;1;318;303;225;31;6;2;0;0
PERINAT;2019;500000260;500000054;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;2477;2672;58;0;0;1;4;28;0;0;;0;0;0
PERINAT;2019;500000401;500000609;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;43;102;43;2;;0;0;0
PERINAT;2019;500000450;500000112;TYPE2;;22;9;;;4;1940;124;262;44;0;0;0;0;1300;1;8010;1265;0;0;5256;1483;7098;264;1616;1;1474;9;13;;1500;12281;7071;;12;1;1;305;245;192;22;;30;0;0
PERINAT;2019;500000468;500000013;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2697;120;;;0;;;;;;;0;
PERINAT;2019;500002357;500002233;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;1;0
PERINAT;2019;510000169;510000037;TYPE2;;12;6;0;0;3;1258;259;181;12;0;0;0;0;717;5;3977;963;0;0;2634;803;3581;135;835;0;790;13;7;;819;6500;2725;95;5;0;1;258;207;204;19;;14;0;0
PERINAT;2019;510000185;510000532;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;17;90;0;0;;0;0;0
PERINAT;2019;510000235;510000060;TYPE1;;22;;;;3;936;65;0;0;0;0;0;0;561;2;3436;0;0;0;2143;597;2760;139;788;0;593;4;2;;603;;;;10;0;1;255;202;195;0;;3;0;0
PERINAT;2019;510000250;510000078;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1352;818;111;0;0;1;19;9;19;0;;0;0;0
PERINAT;2019;510004302;510000029;TYPE3;EXT;36;6;14;18;5;2903;138;59;25;530;10;467;19;1721;1;12669;143;6668;5163;6099;2143;10622;413;3115;86;2070;73;1;;2235;18417;6613;;77;0;1;633;698;248;63;2;75;1;246
PERINAT;2019;510024979;510000532;TYPE2;;56;12;3;;9;3819;302;640;19;70;1;0;0;2560;2;15878;2873;583;0;9696;3073;14342;687;4036;4;3020;53;12;;3133;;;;27;0;1;255;83;177;8;;99;1;864
PERINAT;2019;520000027;520780032;TYPE2;;17;4;;;4;847;112;118;3;0;0;0;0;445;3;2991;839;0;0;1593;549;2593;87;508;0;541;8;3;;557;;;;12;0;1;201;199;195;9;;0;0;0
PERINAT;2019;520000043;520780057;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;188;2201;29;;;0;;0;;;;;0;
PERINAT;2019;520000068;520780073;TYPE2;;24;6;6;0;3;1424;105;258;20;90;5;0;0;820;0;5405;1414;664;0;2976;1002;4622;196;1123;3;991;11;5;;1022;11439;14081;164;13;0;1;191;193;172;3;2;5;0;0
PERINAT;2019;530000017;530000025;TYPE1;;22;;;;4;1024;92;0;0;0;0;0;0;790;14;4004;0;0;0;3267;779;3643;131;805;0;773;6;14;;790;;;153;10;0;1;82;90;62;0;;6;0;0
PERINAT;2019;530000173;530000074;TYPE1;;15;0;0;0;2;826;85;0;0;0;0;0;0;656;10;2833;0;0;0;2412;656;2672;123;606;0;656;0;8;;660;2869;5219;187;8;0;1;140;128;78;5;;10;0;0
PERINAT;2019;530000264;530000371;TYPE2;;20;9;3;;5;1527;142;322;32;60;16;0;0;1019;1;5847;2377;308;0;3995;1176;5327;216;1265;2;1153;23;13;;1203;;;;12;0;1;289;316;199;24;;0;0;0
PERINAT;2019;540000015;540023264;TYPE3;EXT;62;18;18;20;7;5277;1465;1133;49;422;17;449;27;1461;1;16150;4905;4792;6862;4561;2622;12275;486;3245;122;2551;71;14;;2708;29740;10384;489;103;33;1;906;913;522;122;5;84;1;281
PERINAT;2019;540000023;540000049;TYPE1;;14;0;0;0;2;823;87;0;0;0;0;0;0;598;13;2619;0;0;0;2061;595;2329;57;265;0;590;5;13;;604;6297;1917;234;18;0;1;142;138;106;0;0;0;0;0
PERINAT;2019;540000155;540000080;TYPE1;;13;;;;2;701;106;0;0;0;0;0;0;404;7;1950;0;0;0;1198;502;1757;68;306;0;499;3;9;;513;4292;3756;113;53;0;1;117;167;98;10;;0;0;0
PERINAT;2019;540000296;540000106;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;11;9;11;0;;0;0;0
PERINAT;2019;540001070;540000767;TYPE1;;16;;;;;1053;166;0;0;0;0;0;0;732;6;3554;0;0;0;2744;725;3180;104;640;0;720;5;6;0;733;5840;2859;231;4;0;1;242;223;201;12;;0;0;0
PERINAT;2019;540001096;570010181;TYPE1;;20;0;0;0;2;1274;499;0;0;0;0;0;0;539;15;2796;0;0;0;1991;537;2297;113;621;0;534;3;14;;540;;;;5;0;1;175;199;138;7;;0;0;0
PERINAT;2019;540013224;540000536;TYPE2;;47;6;6;0;9;3369;327;328;14;229;13;0;0;2060;0;12298;1876;1382;0;6995;2330;10268;497;2886;0;2301;29;5;;2362;;;;50;0;1;340;325;257;5;;10;1;287
PERINAT;2019;550000012;550006795;TYPE2;;18;4;;;3;1211;85;178;22;0;0;0;0;689;0;5005;1068;0;0;2441;823;3973;127;842;0;815;8;7;;831;38630;9481;702;19;9;1;134;166;122;2;;8;0;0
PERINAT;2019;550000038;550000046;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1129;1875;76;;;0;;;;;;;0;
PERINAT;2019;550000178;550000293;;;0;;;;;14;11;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;5;6;0;0;;0;0;0
PERINAT;2019;550000434;550003354;;;0;0;;;0;394;113;2;1;0;0;0;0;177;1;881;5;0;0;597;179;710;32;155;0;179;0;1;0;180;6613;2595;85;5;0;1;167;131;118;1;0;0;0;0
PERINAT;2019;560000127;560023210;TYPE3;;38;8;10;6;5;2394;135;283;6;187;17;175;8;1622;1;10446;2476;1430;2208;5900;1867;9031;450;2941;9;1812;55;2;;1934;2033;5113;152;33;0;1;543;560;178;28;13;5;0;0
PERINAT;2019;560000135;560005746;TYPE2;;40;12;6;;7;3461;408;416;10;141;27;0;0;2290;9;13150;3190;639;0;8637;2544;11885;483;3028;2;2504;40;8;;2599;22600;18380;427;55;62;1;686;689;391;32;1;5;1;205
PERINAT;2019;560000143;560014748;TYPE2;;24;4;;;5;1412;277;208;29;0;0;0;0;766;5;4772;972;0;0;2989;889;4156;226;1379;1;878;11;5;;902;;;;18;0;1;213;208;150;17;;6;0;0
PERINAT;2019;560000192;560000044;TYPE1;;16;;;;3;840;72;0;0;0;0;0;0;636;11;2882;0;0;0;2368;632;2605;139;678;0;630;2;10;;638;10346;3756;165;8;0;1;112;134;66;3;0;1;0;0
PERINAT;2019;560000200;560023210;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1019;2627;223;0;0;1;25;31;25;0;0;0;0;0
PERINAT;2019;560007510;560001307;;;0;;;;;12;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;10;10;9;0;;0;0;0
PERINAT;2019;560008799;560013989;TYPE2;;27;4;;;4;1331;160;265;3;0;0;0;0;781;7;4951;1022;0;0;2895;1035;4638;212;1178;0;1031;4;9;;1046;;;;18;7;0;0;0;0;0;;7;0;0
PERINAT;2019;560029068;560029050;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;2;;2;0;;0;0;0
PERINAT;2019;570000059;570025254;TYPE2;;18;11;7;;3;1453;124;282;5;238;27;0;0;758;0;5657;1636;2658;0;2560;956;4285;210;1364;13;939;17;9;;987;8872;1404;76;27;0;1;252;251;198;12;1;15;0;0
PERINAT;2019;570000083;570000729;TYPE1;;28;;;;4;1270;114;0;0;0;0;0;0;937;13;4286;0;0;0;3269;932;3710;217;1226;1;929;3;12;;940;;;;11;0;1;224;152;126;6;;1;0;0
PERINAT;2019;570000117;570015099;TYPE1;;12;;;;2;480;51;0;0;0;0;0;0;320;5;1750;0;0;0;1254;334;1579;77;469;0;332;2;5;;337;6949;3993;314;11;1;1;99;94;74;4;;0;0;0
PERINAT;2019;570000349;570005165;TYPE2;INT;40;12;6;;6;2893;310;305;16;241;20;0;0;1717;5;10542;3076;1620;0;5880;1981;8775;328;2097;3;1945;36;5;;2030;14002;6448;29;107;2;1;384;429;363;32;;34;0;0
PERINAT;2019;570000364;570011569;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;88;77;69;1;;0;0;0
PERINAT;2019;570000646;570001115;TYPE2;;32;6;6;;5;2037;120;296;10;145;11;0;0;1405;0;8556;1900;856;0;4869;1672;7471;336;1961;0;1656;16;7;;1695;;;;34;0;1;97;131;68;4;;1;0;0
PERINAT;2019;570000661;570000158;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;630;598;33;;;0;;;;;;;0;
PERINAT;2019;570000901;570000158;TYPE1;;17;;;;3;1094;214;0;0;0;0;0;0;685;11;3324;0;0;0;2603;685;2989;139;781;0;685;0;10;;690;3145;2929;49;11;0;1;197;179;118;14;;0;0;0
PERINAT;2019;570026682;570005165;TYPE2;;60;12;6;;6;4572;288;411;22;385;40;0;0;2975;2;17765;3572;2223;0;10892;3380;15233;672;3982;1;3319;61;17;;3458;18140;9306;206;95;0;1;1238;1148;631;126;;46;1;612
PERINAT;2019;580972669;580780070;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;962;3108;37;0;0;1;17;8;17;0;;0;0;0
PERINAT;2019;580972677;580780088;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;250;616;16;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;580972685;580780096;CPPR;;0;;;;;16;13;0;0;0;0;0;0;0;0;7;0;0;0;0;1;1;0;0;0;1;0;1;;1;2369;5249;791;0;0;1;175;177;92;23;;0;0;0
PERINAT;2019;580972693;580780039;TYPE2;;25;7;3;;4;1618;126;175;5;71;22;0;0;1038;0;6136;1202;226;0;3990;1159;5310;220;1351;0;1149;10;9;;1175;5512;6612;64;13;0;1;122;144;93;9;;0;0;0
PERINAT;2019;590000121;590780227;TYPE2;;41;6;0;0;4;2770;379;335;24;0;0;0;0;1820;7;9794;1819;0;0;6902;1953;8777;325;1816;1;1932;21;16;4;1981;;;;60;0;1;211;234;116;15;;17;0;0
PERINAT;2019;590000337;590781415;TYPE2;;23;12;;;4;1977;80;1710;38;0;0;0;0;0;0;7359;7427;0;0;0;1519;6399;309;1632;1;1496;23;11;0;1553;1628;5148;297;68;0;1;686;180;443;35;0;2;0;0
PERINAT;2019;590000428;590781605;TYPE1;;17;;;;3;721;83;0;0;0;0;0;0;477;5;2539;0;0;0;1865;475;2206;95;550;1;471;4;5;;483;;;;4;0;1;334;335;241;28;;3;0;0
PERINAT;2019;590000436;590781621;TYPE1;;15;;;;2;518;45;0;0;0;0;0;0;379;4;1793;0;0;0;1445;377;1650;58;307;0;377;0;4;;379;5399;3432;;5;0;1;222;185;186;2;;0;0;0
PERINAT;2019;590000469;590781662;TYPE1;;14;0;0;0;4;783;58;0;0;0;0;0;0;538;13;2796;0;0;0;2094;535;2376;106;564;0;534;1;13;0;539;5039;5117;434;12;0;1;101;119;100;1;0;0;0;0
PERINAT;2019;590000535;590781803;TYPE2;;18;8;6;0;3;1472;87;249;9;191;12;0;0;820;0;5741;1728;1965;0;2945;976;4661;176;1024;3;962;14;3;;996;;;;9;0;1;412;393;342;26;1;1;0;0
PERINAT;2019;590000592;590782165;TYPE1;;21;;;;3;1246;81;0;0;0;0;0;0;934;11;4859;0;0;0;3766;933;4239;185;1068;1;929;4;11;;941;6964;3642;70;8;0;1;299;313;209;25;;1;0;0
PERINAT;2019;590000618;590782215;TYPE3;;53;14;6;10;7;4638;584;1217;14;300;25;234;10;2058;1;18534;6789;2325;3509;7064;3158;16087;695;5066;11;3076;82;3;0;3252;12252;5364;1152;59;21;1;678;677;499;12;7;34;0;0
PERINAT;2019;590000758;590782637;TYPE2;;23;8;;;3;1552;158;371;52;0;0;0;0;1008;8;5479;1943;0;0;3464;1123;4790;177;1072;4;1108;15;13;;1138;2835;6187;247;101;0;1;660;707;370;40;5;3;0;0
PERINAT;2019;590000774;590782652;TYPE1;;17;;;;3;1224;68;0;0;0;0;0;0;889;16;4415;0;0;0;3328;884;3855;145;810;1;879;5;16;;891;7401;6050;;17;0;0;0;0;0;0;;0;0;0
PERINAT;2019;590001004;590783239;TYPE2;;28;12;;;4;2748;749;363;42;0;0;0;0;1437;1;8217;2264;0;0;5110;1593;7290;221;1399;1;1572;21;17;;1621;3966;5573;985;88;0;1;510;566;105;51;;18;0;0
PERINAT;2019;590006607;590780193;TYPE3;EXT;104;22;24;16;9;8039;832;1206;18;488;15;552;33;4487;16;32391;12488;7123;5030;16108;5465;27610;1066;7718;15;5306;159;19;;5675;34299;11057;3494;465;31;1;1327;1389;534;121;15;66;1;866
PERINAT;2019;590052056;590051801;TYPE2;;25;6;;;3;963;70;95;4;0;0;0;0;621;4;3535;1003;0;0;2316;688;3093;162;848;2;681;7;5;;695;;;;5;0;0;0;0;0;0;;2;0;0
PERINAT;2019;590780268;590053955;TYPE2;;59;6;;;4;2082;231;252;9;0;0;0;0;1462;0;7637;1649;0;0;5040;1682;7212;367;1889;5;1663;19;8;;1702;;;;101;0;0;0;0;0;0;;2;1;619
PERINAT;2019;590782298;590000675;TYPE1;;26;;;;4;1306;173;0;0;0;0;0;0;882;13;4594;0;0;0;3444;876;3923;271;1437;0;870;6;13;;885;;;;8;0;0;0;0;0;0;;53;1;295
PERINAT;2019;590782553;590000741;TYPE1;;43;;;;7;2514;188;0;0;0;0;0;0;1985;31;9010;0;0;0;7281;1974;8193;426;2018;2;1959;15;30;;1991;;;;50;0;1;5;9;0;0;;1;0;0
PERINAT;2019;590797353;590051801;TYPE2;;30;15;6;;4;2855;382;627;21;179;16;0;0;1870;13;9657;4067;1850;0;6479;2056;8497;308;1695;22;2036;20;10;;2099;;;;87;0;0;0;0;0;0;;12;0;0
PERINAT;2019;590801106;590782421;TYPE2;;49;14;6;;7;4853;825;563;8;219;8;0;0;2910;38;16670;4654;3602;0;10175;3300;14643;623;3783;7;3261;39;39;;3351;;12249;1292;481;5;1;1071;970;622;38;4;3;0;0
PERINAT;2019;590804696;590781902;TYPE2;;29;6;;;5;2033;440;241;17;0;0;0;0;1249;6;6479;1750;0;0;4728;1217;5596;153;918;0;1195;22;13;0;1224;7540;15170;737;65;0;1;600;665;408;24;0;1;0;0
PERINAT;2019;590813382;590000386;TYPE1;;34;;;;4;858;28;0;0;0;0;0;0;724;16;2876;0;0;0;2313;750;2676;184;789;1;745;5;15;;755;;;;7;0;0;0;0;0;0;;0;0;0
PERINAT;2019;590813507;590000485;;;0;;;;4;703;59;0;0;0;0;0;0;543;11;2508;0;0;0;1977;539;2196;150;760;0;534;5;10;;545;;;;7;0;1;13;31;0;2;;0;0;0
PERINAT;2019;590816310;590000048;TYPE1;;33;0;0;0;4;1304;122;0;0;0;0;0;0;964;19;4716;0;0;0;3684;947;4166;205;1083;0;938;9;19;;968;;;;8;0;0;0;0;0;0;;0;0;0
PERINAT;2019;600000053;600101984;TYPE3;INT;42;14;6;4;8;3514;433;398;3;132;7;141;8;2428;1;12912;2943;651;913;8630;2792;12052;561;2925;2;2754;38;2;;2837;8263;4493;;186;0;1;535;199;488;22;;20;1;215
PERINAT;2019;600000186;600100648;CPPR;;0;;;;0;16;15;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;2;;2;2103;4115;;0;0;1;88;137;58;2;;3;0;0
PERINAT;2019;600000194;600100713;TYPE2;;35;9;6;;5;2778;105;289;7;165;21;0;0;2079;0;11278;2179;1681;0;7521;2237;9982;480;2686;0;2210;27;12;0;2303;3504;4309;53;17;1;1;471;460;297;59;0;5;0;0
PERINAT;2019;600000285;600100721;CPPR;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;0;0;0;0;0;;0;0;0
PERINAT;2019;600000467;600101984;;INT;0;0;0;0;0;155;11;29;3;18;0;9;1;77;0;645;221;233;59;283;80;355;18;102;0;77;3;0;0;88;5287;1515;;7;0;1;22;253;23;0;;0;0;0
PERINAT;2019;600100754;600000228;TYPE1;;23;;;;4;1588;100;0;0;0;0;0;0;1296;24;5890;0;0;0;4704;1286;5413;175;915;0;1270;16;22;;1307;;;;37;0;0;0;0;0;0;;7;0;0
PERINAT;2019;600113476;600100721;TYPE2;;24;9;6;;4;1986;62;327;18;216;14;0;0;1398;1;7181;1910;1406;0;4548;1566;6111;285;1488;1;1532;34;8;;1623;;;;71;0;1;409;402;357;38;;12;0;0
PERINAT;2019;610000044;610780074;TYPE1;;13;;;;3;590;77;0;0;0;0;0;0;380;8;2181;0;0;0;1720;373;1857;129;726;0;369;4;8;8;381;;;;2;0;1;108;120;79;2;;4;0;0
PERINAT;2019;610000051;610780082;TYPE2;;20;6;;;4;1231;96;184;7;0;0;0;0;730;0;4010;1014;0;0;2414;831;3337;183;941;1;821;10;7;0;845;16561;10468;28;24;0;1;284;243;220;16;;0;0;0
PERINAT;2019;610000069;610780090;TYPE1;;15;;;;3;1087;184;0;0;0;0;0;0;613;0;3492;0;0;0;2367;668;3011;118;670;0;663;5;12;;677;4150;3811;45;6;0;1;150;141;144;5;2;0;0;0
PERINAT;2019;610000119;610780165;TYPE2;;22;7;;;3;1051;64;183;12;0;0;0;0;713;0;4441;1542;0;0;2982;817;3970;148;913;1;809;8;8;;829;;;;6;0;1;177;192;133;8;;6;0;0
PERINAT;2019;610780116;610790594;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1331;1915;91;;;0;;;0;0;;0;0;
PERINAT;2019;620000034;620100057;TYPE3;;44;13;11;8;5;3066;240;891;24;442;14;291;5;1759;2;12865;4611;3215;2803;6249;2369;11327;445;2926;41;2310;59;4;4;2450;7674;9973;1519;155;1;1;537;503;367;40;1;7;1;0
PERINAT;2019;620000224;620100651;TYPE2;;22;6;0;0;3;1388;358;184;19;0;0;0;0;0;0;4038;1477;0;0;0;764;3408;167;836;3;757;7;14;0;772;10446;5028;192;11;0;1;466;461;265;28;0;32;0;0
PERINAT;2019;620000257;620100685;TYPE3;;46;9;12;8;6;3332;176;387;9;334;6;222;14;2185;3;12791;2810;2867;2155;7061;2588;11214;525;3175;23;2532;56;5;0;2662;17809;12775;2136;302;0;1;889;867;454;73;5;22;1;483
PERINAT;2019;620000323;620101337;TYPE3;;40;8;14;11;5;2899;383;621;8;281;5;271;10;1433;0;12182;3467;3094;4006;5313;1940;10263;320;2516;58;1892;48;1;;1994;6942;6701;185;22;0;1;516;498;383;29;0;12;1;235
