BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2019;760000166;760780247;IRM;1;1;293;;;2764;;0
IMAGES;2019;760000166;760780247;MAMM;2;2;;;;4394;;
IMAGES;2019;760000166;760780247;RADIO;2;2;2756;;;1064;;0
IMAGES;2019;760000166;760780247;SCAN;1;1;1136;;;5094;;0
IMAGES;2019;760000166;760780247;TOMO;2;2;85;;;8971;;0
IMAGES;2019;760000182;760780262;RADIO;1;1;100;;;80;;
IMAGES;2019;760000356;760780726;IRM;1;1;3;;;;;0
IMAGES;2019;760000356;760780726;RADIO;1;1;30;38;;1534;;0
IMAGES;2019;760000356;760780726;SCAN;1;1;39;123;;5314;;0
IMAGES;2019;760000356;760780726;dtIRM1;1;1;3;4;;2136;;0
IMAGES;2019;760000364;760780734;IRM;1;1;169;0;1;2001;0;0
IMAGES;2019;760000364;760780734;RADIO;2;2;4415;95;529;15117;268;1
IMAGES;2019;760000364;760780734;SCAN;1;1;2583;32;101;4329;70;1
IMAGES;2019;760000372;760780742;IRM;1;1;183;;;2260;;0
IMAGES;2019;760000372;760780742;RADIO;1;1;1412;;;10775;;0
IMAGES;2019;760000372;760780742;SCAN;1;1;1245;;;3533;;0
IMAGES;2019;760000463;760024042;IRM;2;2;720;;;3787;0;
IMAGES;2019;760000463;760024042;MAMM;1;1;;;;866;;
IMAGES;2019;760000463;760024042;RADIO;3;3;11391;;;24755;366;
IMAGES;2019;760000463;760024042;SCAN;2;2;4525;;;13894;96;
IMAGES;2019;760000463;760024042;dtIRM1;1;1;26;;;1388;;
IMAGES;2019;760000463;760024042;dtIRM2;1;1;694;;;2399;;
IMAGES;2019;760021329;760000448;IRM;1;;;;;;;
IMAGES;2019;760021329;760000448;MAMM;1;;;;;;;
IMAGES;2019;760021329;760000448;RADIO;3;;;;;;;
IMAGES;2019;760021329;760000448;SCAN;1;;;;;;;
IMAGES;2019;760021329;760000448;VASC;1;;;;;;;
IMAGES;2019;760027292;760027300;LITHO;1;;;;;;;
IMAGES;2019;760027292;760027300;MAMM;1;;;;;;;
IMAGES;2019;760027292;760027300;SCAN;1;;;;;;;
IMAGES;2019;760028993;760921429;SCAN;1;1;0;0;0;1011;0;0
IMAGES;2019;760780205;760000125;MAMM;1;;;;;;;
IMAGES;2019;760780205;760000125;RADIO;1;;;;;;;
IMAGES;2019;760780510;760000257;IRM;2;;;;;;;
IMAGES;2019;760780510;760000257;LITHO;1;1;40;;;;;
IMAGES;2019;760780510;760000257;RADIO;3;;;;;;;
IMAGES;2019;760780510;760000257;SCAN;1;;;;;;;
IMAGES;2019;760780510;760000257;dtIRM1;1;;;;;;;
IMAGES;2019;760783159;760000851;RADIO;1;1;968;;;;;
IMAGES;2019;760783522;760780239;RADIO;2;2;6830;;;6956;;0
IMAGES;2019;760783522;760780239;SCAN;1;1;1907;;;5874;;0
IMAGES;2019;760783530;760780239;RADIO;1;1;276;;;1;;
IMAGES;2019;760805770;760780726;IRM;2;2;2199;129;;6257;0;
IMAGES;2019;760805770;760780726;MAMM;1;1;;;;1113;;
IMAGES;2019;760805770;760780726;RADIO;7;7;26002;530;;40504;241;
IMAGES;2019;760805770;760780726;SCAN;2;2;10707;120;;5156;268;
IMAGES;2019;760805770;760780726;VASC;1;1;;;;;;
IMAGES;2019;760805770;760780726;dtIRM2;1;1;1500;81;;2479;;
IMAGES;2019;770000131;770021145;IRM;1;1;562;;;4458;;0
IMAGES;2019;770000131;770021145;MAMM;1;1;;;;753;;
IMAGES;2019;770000131;770021145;RADIO;3;3;4182;;;20656;323;0
IMAGES;2019;770000131;770021145;SCAN;1;1;2031;;;7444;105;0
IMAGES;2019;770000149;770021152;IRM;1;1;199;;;2211;;
IMAGES;2019;770000149;770021152;MAMM;1;1;;;;1894;;
IMAGES;2019;770000149;770021152;RADIO;3;3;5137;;;22827;400;
IMAGES;2019;770000149;770021152;SCAN;1;1;1804;;;5602;80;
IMAGES;2019;770000164;770021152;IRM;1;1;126;;;2493;;
IMAGES;2019;770000164;770021152;MAMM;1;1;;;;677;;
IMAGES;2019;770000164;770021152;RADIO;4;4;2221;;;13095;275;
IMAGES;2019;770000164;770021152;SCAN;1;1;1081;;;4271;42;
IMAGES;2019;770000172;770110070;IRM;1;1;201;0;0;6383;;
IMAGES;2019;770000172;770110070;RADIO;4;2;5863;0;0;20498;;
IMAGES;2019;770000172;770110070;SCAN;1;1;2700;0;0;13322;;
IMAGES;2019;770000214;770021152;MAMM;1;1;;;;748;;
IMAGES;2019;770000214;770021152;RADIO;3;3;2942;;;16655;175;
IMAGES;2019;770000214;770021152;SCAN;1;1;917;;;2827;13;
IMAGES;2019;770000420;770700029;RADIO;1;1;935;;;;;0
IMAGES;2019;770000446;770021145;IRM;2;2;2138;;;6644;19;0
IMAGES;2019;770000446;770021145;RADIO;8;8;13152;;;43810;771;1
IMAGES;2019;770000446;770021145;SCAN;2;2;5885;;;13482;293;1
IMAGES;2019;770000446;770021145;dtIRM2;1;1;0;;;3307;;
IMAGES;2019;770019032;770021145;IRM;1;1;893;;;4060;;0
IMAGES;2019;770019032;770021145;MAMM;1;1;;;;217;;
IMAGES;2019;770019032;770021145;RADIO;4;4;10695;;;34420;856;0
IMAGES;2019;770019032;770021145;SCAN;2;2;4451;;;13842;353;0
IMAGES;2019;770019032;770021145;VASC;1;;;;;;;0
IMAGES;2019;770300010;770004299;SCAN;1;1;2708;;;;;
IMAGES;2019;770300135;770000289;RADIO;2;2;3839;;;26328;169;1
IMAGES;2019;770300135;770000289;SCAN;1;1;568;;;8433;2;1
IMAGES;2019;770300135;770000289;VASC;2;2;3426;;46;;;1
IMAGES;2019;770300259;770000347;RADIO;1;1;860;;;;;0
IMAGES;2019;770700011;930027347;RADIO;2;2;3048;;;;;0
IMAGES;2019;770790707;770000719;IRM;1;0;;;;;;
IMAGES;2019;770790707;770000719;MAMM;1;0;;;;;;
IMAGES;2019;770790707;770000719;RADIO;3;0;;;;;;
IMAGES;2019;770790707;770000719;SCAN;1;0;;;;;;
IMAGES;2019;770803989;770000925;RADIO;1;1;836;;;;;
IMAGES;2019;780000287;780110011;IRM;1;1;2893;;;3366;4;
IMAGES;2019;780000287;780110011;MAMM;1;1;;;;953;;
IMAGES;2019;780000287;780110011;RADIO;3;3;8685;;;26155;783;
IMAGES;2019;780000287;780110011;SCAN;1;1;7472;;;9945;201;
IMAGES;2019;780000295;780002697;MAMM;1;1;;;;167;;
IMAGES;2019;780000295;780002697;RADIO;4;4;5061;0;0;20222;379;1
IMAGES;2019;780000295;780002697;SCAN;1;1;3084;0;0;7052;64;1
IMAGES;2019;780000303;780024113;IRM;1;1;111;13;0;872;0;
IMAGES;2019;780000303;780024113;RADIO;1;1;857;218;0;70;0;0
IMAGES;2019;780000303;780024113;SCAN;1;1;407;20;0;798;0;1
IMAGES;2019;780000311;780001236;IRM;2;2;1373;0;4424;3865;;
IMAGES;2019;780000311;780001236;RADIO;4;4;3575;0;;20089;;
IMAGES;2019;780000311;780001236;SCAN;2;2;3649;0;565;8960;;
IMAGES;2019;780000311;780001236;VASC;2;2;1216;0;;70;;
IMAGES;2019;780000311;780001236;dtIRM2;1;1;853;0;1063;3018;;
IMAGES;2019;780000329;780110052;IRM;1;1;344;;;5408;23;
IMAGES;2019;780000329;780110052;RADIO;2;2;3790;;;21232;369;
IMAGES;2019;780000329;780110052;SCAN;2;2;1795;;;10880;113;
IMAGES;2019;780000337;780001236;MAMM;1;1;;;;540;;
IMAGES;2019;780000337;780001236;RADIO;3;3;1620;;;6830;;
IMAGES;2019;780000337;780001236;SCAN;2;2;2204;0;2440;3688;;
IMAGES;2019;780000352;780110094;RADIO;2;2;1661;;;671;;0
IMAGES;2019;780000378;780130027;MAMM;1;;;;;;;
IMAGES;2019;780000378;780130027;RADIO;1;;;;;;;
IMAGES;2019;780000386;780021788;RADIO;1;1;560;0;0;248;0;0
IMAGES;2019;780001657;780530010;RADIO;1;1;105;;;;;
IMAGES;2019;780008298;920030269;RADIO;1;1;462;;;;;1
IMAGES;2019;780022646;780024857;IRM;2;1;234;;;;;0
IMAGES;2019;780022646;780024857;SCAN;1;1;1571;;;;;0
IMAGES;2019;780022646;780024857;dtIRM1;1;1;;;;4329;;0
IMAGES;2019;780140018;750005068;RADIO;1;1;695;;;;;0
IMAGES;2019;780150017;750005068;RADIO;1;1;630;;;;;
IMAGES;2019;780150066;780808614;IRM;1;1;261;;;;;0
IMAGES;2019;780150066;780808614;RADIO;1;1;3644;;;;;0
IMAGES;2019;780150066;780808614;SCAN;1;1;2425;;;;;0
IMAGES;2019;780300075;780000485;RADIO;1;1;2303;;;;;1
IMAGES;2019;780300075;780000485;VASC;2;2;2456;;;;;1
IMAGES;2019;780300208;780000576;SCAN;1;;;;;;;
IMAGES;2019;780300323;780003679;IRM;2;;;;;;;
IMAGES;2019;780300323;780003679;MAMM;1;;;;;;;
IMAGES;2019;780300323;780003679;RADIO;2;;;;;;;
IMAGES;2019;780300323;780003679;SCAN;1;;;;;;;
IMAGES;2019;780300323;780003679;dtIRM1;1;;;;;;;
IMAGES;2019;780300406;780018032;CAM;2;2;171;;;;;
IMAGES;2019;780300406;780018032;IRM;1;1;557;;;5015;;0
IMAGES;2019;780300406;780018032;SCAN;1;1;2076;;;8307;;0
IMAGES;2019;780300406;780018032;VASC;2;2;3796;;;;;
IMAGES;2019;780300422;780002259;IRM;2;2;145;;;16932;12;0
IMAGES;2019;780300422;780002259;MAMM;1;;;;;;;
IMAGES;2019;780300422;780002259;RADIO;3;;;;;;;0
IMAGES;2019;780300422;780002259;SCAN;2;2;911;;;14106;34;0
IMAGES;2019;780300455;780000717;IRM;1;1;26;;;7945;;
IMAGES;2019;780300455;780000717;RADIO;1;;;;;;;
IMAGES;2019;780300455;780000717;SCAN;1;1;571;;;9810;;
IMAGES;2019;780630026;750803900;RADIO;1;1;281;;;3;;1
IMAGES;2019;780800256;780110078;CAM;2;2;400;;;4481;;0
IMAGES;2019;780800256;780110078;IRM;2;2;3852;;;5594;;0
IMAGES;2019;780800256;780110078;MAMM;1;1;;;;924;;
IMAGES;2019;780800256;780110078;RADIO;10;10;42653;;;56067;1959;
IMAGES;2019;780800256;780110078;SCAN;2;2;16499;;;9613;;1
IMAGES;2019;780800256;780110078;TOMO;1;1;414;;;2842;;0
IMAGES;2019;780800256;780110078;VASC;2;2;2453;0;284;0;35;1
IMAGES;2019;780800256;780110078;dtIRM2;1;1;1808;;;3500;;0
IMAGES;2019;790000087;790000012;IRM;3;2;1123;0;826;17766;53;0
IMAGES;2019;790000087;790000012;MAMM;1;1;;;;2396;;
IMAGES;2019;790000087;790000012;RADIO;6;6;15301;;;56047;853;1
IMAGES;2019;790000087;790000012;SCAN;3;2;10268;0;833;32270;224;1
IMAGES;2019;790000087;790000012;VASC;1;1;1733;;;0;10;1
IMAGES;2019;790000087;790000012;dtIRM2;1;1;504;0;0;6984;;0
IMAGES;2019;790009948;790001242;IRM;2;;;;;;;
IMAGES;2019;790009948;790001242;SCAN;1;;;;;;;
IMAGES;2019;790019848;790006654;IRM;1;1;279;1;0;4524;0;0
IMAGES;2019;790019848;790006654;MAMM;1;1;;;;939;;
IMAGES;2019;790019848;790006654;RADIO;6;6;10468;24;0;25492;390;0
IMAGES;2019;790019848;790006654;SCAN;2;2;4187;2;0;6398;109;0
IMAGES;2019;800000143;800000028;IRM;1;1;545;;;2488;6;0
IMAGES;2019;800000143;800000028;LITHO;1;1;206;;;;;0
IMAGES;2019;800000143;800000028;MAMM;1;1;;;;551;;
IMAGES;2019;800000143;800000028;RADIO;6;6;14723;;;20994;456;0
IMAGES;2019;800000143;800000028;SCAN;1;1;5784;;;7399;128;0
IMAGES;2019;800000184;800000036;RADIO;2;2;476;;;1925;;1
IMAGES;2019;800000192;800000044;RADIO;2;2;2494;;0;1661;;1
IMAGES;2019;800000192;800000044;SCAN;1;1;2388;;2;418;;1
IMAGES;2019;800000200;800000051;RADIO;2;;;;;;;
IMAGES;2019;800000226;800000069;RADIO;2;;;;;;;
IMAGES;2019;800000226;800000069;SCAN;1;1;3497;;;;;
IMAGES;2019;800000275;800000077;RADIO;1;1;790;;;3366;0;1
IMAGES;2019;800000390;800000085;RADIO;1;1;1441;47;0;14482;126;1
IMAGES;2019;800000390;800000085;SCAN;1;1;1265;38;0;8031;32;1
IMAGES;2019;800000432;800000093;MAMM;1;1;;;;734;;
IMAGES;2019;800000432;800000093;RADIO;2;2;2943;181;36;10497;39;0
IMAGES;2019;800000432;800000093;SCAN;1;1;2581;81;74;10511;77;0
IMAGES;2019;800000507;800000135;RADIO;1;1;539;277;;340;;
IMAGES;2019;800006124;800000044;CAM;3;3;866;;;5228;6;0
IMAGES;2019;800006124;800000044;IRM;3;3;4288;;41;12811;71;1
IMAGES;2019;800006124;800000044;LITHO;1;1;173;;;;;1
IMAGES;2019;800006124;800000044;MAMM;2;2;;;;3320;;
IMAGES;2019;800006124;800000044;RADIO;10;10;23717;;97;73490;;1
IMAGES;2019;800006124;800000044;SCAN;4;4;20572;;55;23556;570;1
IMAGES;2019;800006124;800000044;TOMO;1;1;384;;;3183;10;0
IMAGES;2019;800006124;800000044;VASC;5;5;5818;;;522;;1
IMAGES;2019;800006124;800000044;dtIRM2;1;1;1487;;18;3201;;
IMAGES;2019;800009920;800003071;LITHO;1;;;;;;;
IMAGES;2019;800009920;800003071;MAMM;1;;;;;;;
IMAGES;2019;800009920;800003071;RADIO;3;1;1874;;;;;
IMAGES;2019;800009920;800003071;VASC;1;1;1;;;;;
IMAGES;2019;800015729;800015679;RADIO;2;2;15495;;;;;0
IMAGES;2019;800015729;800015679;VASC;2;2;2594;;;;;1
IMAGES;2019;810000224;810000471;IRM;1;;;;;;;
IMAGES;2019;810000224;810000471;SCAN;1;1;8814;;;9085;;
IMAGES;2019;810000448;810099945;MAMM;1;1;;;;1097;;
IMAGES;2019;810000448;810099945;RADIO;2;2;410;;;9183;;0
IMAGES;2019;810000505;810000331;CAM;2;2;283;;;7042;89;1
IMAGES;2019;810000505;810000331;IRM;1;1;449;;;1745;1;0
IMAGES;2019;810000505;810000331;MAMM;1;1;;;;666;;
IMAGES;2019;810000505;810000331;RADIO;3;3;14710;;;29186;456;1
IMAGES;2019;810000505;810000331;SCAN;1;1;7383;;;8048;222;0
IMAGES;2019;810000505;810000331;TOMO;1;1;173;;;2611;29;1
IMAGES;2019;810000513;810000349;RADIO;1;1;452;174;;22;;
IMAGES;2019;810000521;810000380;IRM;1;;;;;;;
IMAGES;2019;810000521;810000380;RADIO;5;5;16547;27;332;28290;679;1
IMAGES;2019;810000521;810000380;SCAN;1;1;7738;18;183;8732;149;1
IMAGES;2019;810000562;810000455;MAMM;1;1;;;;860;;
IMAGES;2019;810000562;810000455;RADIO;2;2;2845;78;122;14056;;0
IMAGES;2019;810000562;810000455;SCAN;1;1;1749;36;8;5298;;0
IMAGES;2019;820000032;820000016;IRM;2;2;948;87;0;4951;16;0
IMAGES;2019;820000032;820000016;MAMM;1;1;;;;1687;;
IMAGES;2019;820000032;820000016;RADIO;3;3;14006;951;0;29905;227;1
IMAGES;2019;820000032;820000016;SCAN;2;1;6610;290;0;7124;41;1
IMAGES;2019;820000032;820000016;dtIRM1;1;1;17;1;0;2373;;0
IMAGES;2019;820000057;820000131;CAM;2;;;;;;;
IMAGES;2019;820000057;820000131;IRM;1;;;;;;;
IMAGES;2019;820000057;820000131;LITHO;1;;;;;;;
IMAGES;2019;820000057;820000131;MAMM;1;;;;;;;
IMAGES;2019;820000057;820000131;RADIO;4;;;;;;;
IMAGES;2019;820000057;820000131;SCAN;2;;;;;;;
IMAGES;2019;820000057;820000131;VASC;1;;;;;;;
IMAGES;2019;820000057;820000131;dtIRM2;1;;;;;;;
IMAGES;2019;820000883;820004950;MAMM;1;1;;;;1632;;
IMAGES;2019;820000883;820004950;RADIO;2;2;3129;;;19800;208;0
IMAGES;2019;820000883;820004950;SCAN;1;1;2323;;;5638;52;0
IMAGES;2019;820002350;820000578;RADIO;1;1;1451;0;0;0;0;0
IMAGES;2019;830000279;830100517;RADIO;2;2;5333;80;;11986;539;0
IMAGES;2019;830000279;830100517;SCAN;1;1;4603;53;;9140;372;0
IMAGES;2019;830000287;830100525;IRM;1;1;756;1;1;6931;;0
IMAGES;2019;830000287;830100525;RADIO;3;3;10099;55;4;16191;469;1
IMAGES;2019;830000287;830100525;SCAN;1;1;4948;28;27;5954;102;1
IMAGES;2019;830000295;830100533;IRM;1;1;225;;;10074;108;0
IMAGES;2019;830000295;830100533;MAMM;1;1;;;;1732;;
IMAGES;2019;830000295;830100533;RADIO;2;2;2649;35;;18938;288;0
IMAGES;2019;830000295;830100533;SCAN;1;1;2506;14;742;12215;149;0
IMAGES;2019;830000303;830100541;RADIO;1;1;5258;;496;;;
IMAGES;2019;830000311;830100566;CAM;2;2;276;;;;;
IMAGES;2019;830000311;830100566;IRM;1;1;1132;8;;14037;4;0
IMAGES;2019;830000311;830100566;LITHO;1;1;15;;;;;
IMAGES;2019;830000311;830100566;MAMM;1;1;;;;;;
IMAGES;2019;830000311;830100566;RADIO;3;3;5120;58;;21539;410;
IMAGES;2019;830000311;830100566;SCAN;1;1;5262;40;;24677;256;0
IMAGES;2019;830000311;830100566;VASC;1;1;1487;;;;;
IMAGES;2019;830000337;830100590;IRM;1;;;;;;;
IMAGES;2019;830000337;830100590;RADIO;1;;;;;;;
IMAGES;2019;830000337;830100590;SCAN;1;;;;;;;
IMAGES;2019;830000345;830100616;CAM;3;3;637;79;;8817;;0
IMAGES;2019;830000345;830100616;IRM;2;1;1469;311;;5249;123;0
IMAGES;2019;830000345;830100616;MAMM;1;1;;;;1224;;
IMAGES;2019;830000345;830100616;RADIO;4;4;25748;121;;27111;1519;1
IMAGES;2019;830000345;830100616;SCAN;2;2;11997;53;;9184;376;1
IMAGES;2019;830000345;830100616;TOMO;1;1;50;5;;4775;;0
IMAGES;2019;830000345;830100616;VASC;3;3;4504;87;;195;8;1
IMAGES;2019;830000345;830100616;dtIRM1;1;;;;;;;
IMAGES;2019;830016556;830000451;RADIO;1;;;;;;;0
IMAGES;2019;830100012;750712184;RADIO;1;1;711;;91;;;0
IMAGES;2019;830100103;830000022;IRM;1;1;73;;;8282;;1
IMAGES;2019;830100103;830000022;SCAN;1;1;685;;;13306;;1
IMAGES;2019;830100251;830000063;IRM;1;1;168;6;12;12561;;0
IMAGES;2019;830100251;830000063;LITHO;1;1;408;;;;;
IMAGES;2019;830100251;830000063;MAMM;1;1;;;;;;
IMAGES;2019;830100251;830000063;RADIO;2;;;;;;;
IMAGES;2019;830100251;830000063;SCAN;1;1;1003;48;19;9526;;1
IMAGES;2019;830100251;830000063;dtIRM2;1;1;168;6;12;12561;;0
IMAGES;2019;830100319;830020855;IRM;1;1;268;7;21;11363;190;0
IMAGES;2019;830100319;830020855;RADIO;2;;;;;;;
IMAGES;2019;830100319;830020855;SCAN;2;2;1930;89;86;14133;97;1
IMAGES;2019;830100319;830020855;VASC;4;;;;;;;
IMAGES;2019;830100392;830000154;LITHO;1;;;;;;;
IMAGES;2019;830100392;830000154;RADIO;1;;;;;;;
IMAGES;2019;830100392;830000154;SCAN;1;;;;;;;
IMAGES;2019;830100392;830000154;VASC;1;;;;;;;
IMAGES;2019;830100459;830000212;SCAN;1;1;87;0;8;2001;23;1
IMAGES;2019;830100558;690781810;RADIO;2;2;3834;;;12595;;0
IMAGES;2019;830100574;750821092;CAM;2;2;247;;;3864;0;0
IMAGES;2019;830100574;750821092;IRM;1;1;1450;;;3728;64;1
IMAGES;2019;830100574;750821092;RADIO;4;4;29000;;;14027;434;1
IMAGES;2019;830100574;750821092;SCAN;2;2;13477;;;8857;246;1
IMAGES;2019;830100574;750821092;TOMO;1;1;451;;;2885;0;0
IMAGES;2019;830100574;750821092;VASC;3;3;1450;0;0;0;12;1
IMAGES;2019;830100574;750821092;dtIRM2;1;1;1450;;;;;
IMAGES;2019;830100608;830100616;RADIO;2;2;4477;378;;10899;272;0
IMAGES;2019;830100608;830100616;SCAN;1;1;4068;104;;2353;114;0
IMAGES;2019;830100855;830000493;RADIO;1;1;1996;;;;;
IMAGES;2019;830200523;830210084;IRM;1;1;24;;;;;
IMAGES;2019;830200523;830210084;RADIO;2;2;1770;;;16061;;
IMAGES;2019;830200523;830210084;SCAN;1;1;247;;;;;
IMAGES;2019;840000285;840000608;RADIO;4;;;;;;;
IMAGES;2019;840000327;840000640;RADIO;1;;;;;;;
IMAGES;2019;840000343;840000012;RADIO;2;2;1772;;;5926;;
IMAGES;2019;840000343;840000012;SCAN;1;1;1938;;;5660;;0
IMAGES;2019;840000350;840000657;IRM;1;1;1;;;294;;0
IMAGES;2019;840000350;840000657;MAMM;3;3;;;;37534;;
IMAGES;2019;840000350;840000657;RADIO;2;2;1074;;;1822;;0
IMAGES;2019;840000350;840000657;SCAN;1;1;1920;;;14592;;0
IMAGES;2019;840000350;840000657;dtIRM2;1;1;1;;;294;;0
IMAGES;2019;840000418;840004659;IRM;1;;;;;;;
IMAGES;2019;840000418;840004659;RADIO;2;2;1013;;;12052;215;
IMAGES;2019;840000418;840004659;SCAN;1;;;;;;;
IMAGES;2019;840000483;840000087;IRM;1;1;110;;;1270;;
IMAGES;2019;840000483;840000087;RADIO;3;3;7785;;;16682;;
IMAGES;2019;840000483;840000087;SCAN;1;1;3754;;;9238;;
IMAGES;2019;840000491;130041916;MAMM;1;1;;;;;;
IMAGES;2019;840000491;130041916;RADIO;2;2;1400;;;9323;130;
IMAGES;2019;840000491;130041916;SCAN;1;1;1750;;;2028;15;
IMAGES;2019;840000525;840000111;MAMM;1;;;;;;;
IMAGES;2019;840000525;840000111;RADIO;3;3;1616;35;414;3835;95;0
IMAGES;2019;840000533;840000129;RADIO;1;1;1923;4841;;;;1
IMAGES;2019;840000541;840000137;RADIO;2;2;1273;;;;;0
IMAGES;2019;840000558;840004659;RADIO;1;1;914;;;375;;
IMAGES;2019;840001861;840006597;CAM;3;3;457;;;8843;;
IMAGES;2019;840001861;840006597;IRM;1;1;2563;;;4956;;
IMAGES;2019;840001861;840006597;MAMM;1;1;;;;104;;
IMAGES;2019;840001861;840006597;RADIO;6;6;33128;;;43710;;
IMAGES;2019;840001861;840006597;SCAN;2;2;13679;;;14476;;1
IMAGES;2019;840001861;840006597;TOMO;1;1;216;;;4748;;
IMAGES;2019;840001861;840006597;VASC;1;1;935;;;26;9;1
IMAGES;2019;840001861;840006597;dtIRM2;1;1;2563;;;4956;;
IMAGES;2019;840013312;840003685;LITHO;1;1;95;;;;;
IMAGES;2019;840013312;840003685;RADIO;3;1;1327;;;;;
IMAGES;2019;840013312;840003685;SCAN;2;1;972;;;;;
IMAGES;2019;840013312;840003685;VASC;3;3;5396;;;;;
IMAGES;2019;850000142;850000019;CAM;2;2;669;98;;9345;8;0
IMAGES;2019;850000142;850000019;IRM;1;1;2614;168;;6605;12;0
IMAGES;2019;850000142;850000019;LITHO;1;1;24;;;;;
IMAGES;2019;850000142;850000019;MAMM;1;1;;;;5436;;
IMAGES;2019;850000142;850000019;RADIO;6;6;29050;157;;41622;773;1
IMAGES;2019;850000142;850000019;SCAN;2;2;26565;38;;21556;485;1
IMAGES;2019;850000142;850000019;TOMO;1;1;290;47;;2276;2;0
IMAGES;2019;850000142;850000019;VASC;1;1;3622;9;;8;;0
IMAGES;2019;850000175;850009010;IRM;1;1;217;25;1;3228;5;0
IMAGES;2019;850000175;850009010;RADIO;3;3;8369;296;126;21109;377;0
IMAGES;2019;850000175;850009010;SCAN;1;1;4779;341;15;7343;180;0
IMAGES;2019;850000191;850000043;RADIO;1;1;24;0;0;0;;0
IMAGES;2019;850000209;850000019;MAMM;1;1;;;;2391;;
IMAGES;2019;850000209;850000019;RADIO;2;2;4227;2;;17125;264;0
IMAGES;2019;850000209;850000019;SCAN;1;1;4861;8;;9192;42;0
IMAGES;2019;850000225;850000019;RADIO;1;1;2196;;;5916;134;0
IMAGES;2019;850000225;850000019;SCAN;1;1;3119;3;;9217;83;0
IMAGES;2019;850000241;850000084;IRM;1;;;;;;;0
IMAGES;2019;850000241;850000084;MAMM;1;1;;;;3643;;
IMAGES;2019;850000241;850000084;RADIO;5;5;6521;;;25917;358;0
IMAGES;2019;850000241;850000084;SCAN;1;;;;;;;0
IMAGES;2019;850000258;850000092;RADIO;1;1;520;;;;;
IMAGES;2019;850000647;850025867;RADIO;1;1;688;;;4136;;
IMAGES;2019;860000017;860780048;RADIO;1;1;1;;;;;
IMAGES;2019;860000025;860013382;IRM;1;1;217;3;0;2399;0;0
IMAGES;2019;860000025;860013382;LITHO;1;1;25;;;5;;
IMAGES;2019;860000025;860013382;MAMM;1;1;;;;1040;;
IMAGES;2019;860000025;860013382;RADIO;4;4;7816;63;23;20460;238;0
IMAGES;2019;860000025;860013382;SCAN;1;1;3468;22;5;5096;18;0
IMAGES;2019;860000033;860013382;IRM;1;1;13;;;1231;;0
IMAGES;2019;860000033;860013382;RADIO;3;3;631;;;9131;96;0
IMAGES;2019;860000033;860013382;SCAN;1;1;404;;;1648;20;0
IMAGES;2019;860000058;860014208;MAMM;1;1;;;;584;;
IMAGES;2019;860000058;860014208;RADIO;3;3;2592;;;14616;75;0
IMAGES;2019;860000058;860014208;SCAN;1;1;920;;;3257;11;0
IMAGES;2019;860000223;860014208;CAM;4;4;1576;27;9;6408;20;0
IMAGES;2019;860000223;860014208;IRM;5;5;4406;28;157;10268;68;1
IMAGES;2019;860000223;860014208;LITHO;1;1;44;;;;;0
IMAGES;2019;860000223;860014208;MAMM;3;3;;;;2264;;
IMAGES;2019;860000223;860014208;RADIO;6;6;52353;120;344;39296;1392;0
IMAGES;2019;860000223;860014208;SCAN;4;4;15793;63;100;14764;426;1
IMAGES;2019;860000223;860014208;TOMO;2;2;1066;18;;5334;;0
IMAGES;2019;860000223;860014208;VASC;2;2;1557;2;;194;3;1
IMAGES;2019;860000223;860014208;dtIRM2;5;5;4406;28;157;10268;;1
IMAGES;2019;860010321;860010313;IRM;2;2;130;;;9243;;
IMAGES;2019;860010321;860010313;RADIO;4;4;3037;;;60239;;
IMAGES;2019;860010321;860010313;SCAN;1;1;538;;;11069;;
IMAGES;2019;860010321;860010313;dtIRM1;1;1;0;;;4481;;
IMAGES;2019;870000064;870000015;CAM;3;3;1107;;;6923;0;0
IMAGES;2019;870000064;870000015;IRM;3;3;6148;;;18981;249;0
IMAGES;2019;870000064;870000015;LITHO;1;1;55;;;0;0;1
IMAGES;2019;870000064;870000015;RADIO;8;8;25334;;;50164;582;1
IMAGES;2019;870000064;870000015;SCAN;3;3;18976;;;38236;806;1
IMAGES;2019;870000064;870000015;TOMO;1;1;520;;;4623;0;0
IMAGES;2019;870000064;870000015;VASC;5;5;10903;;;1211;27;1
IMAGES;2019;870000064;870000015;dtIRM2;1;1;1127;;;5000;;0
IMAGES;2019;870000098;870000023;MAMM;1;1;;;;;;
IMAGES;2019;870000098;870000023;RADIO;3;3;4560;135;;15556;150;0
IMAGES;2019;870000098;870000023;SCAN;1;1;2051;33;;2417;18;0
IMAGES;2019;870000270;870000031;MAMM;1;1;;;;1752;;
IMAGES;2019;870000270;870000031;RADIO;2;2;2395;;;12182;50;0
IMAGES;2019;870000270;870000031;SCAN;1;1;1770;;;3449;;0
IMAGES;2019;870000288;870017415;IRM;1;;;;;;;1
IMAGES;2019;870000288;870017415;RADIO;6;;;;;;;
IMAGES;2019;870000288;870017415;SCAN;2;;;;;;;1
IMAGES;2019;870000411;870017415;IRM;1;;;;;;;
IMAGES;2019;870000411;870017415;MAMM;1;;;;;;;
IMAGES;2019;870000411;870017415;RADIO;4;;;;;;;
