BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2019;010000024;010780054;IRM;2;2;2087;29;;6838;12;
IMAGES;2019;010000024;010780054;MAMM;1;;;;;;;
IMAGES;2019;010000024;010780054;RADIO;4;4;17162;390;;25015;461;1
IMAGES;2019;010000024;010780054;SCAN;2;2;7539;160;;8285;236;1
IMAGES;2019;010000024;010780054;VASC;1;;;;;;;
IMAGES;2019;010000032;010780062;MAMM;1;1;;;;241;;
IMAGES;2019;010000032;010780062;RADIO;2;2;1698;0;0;12528;176;1
IMAGES;2019;010000032;010780062;SCAN;1;1;1422;0;0;5236;136;1
IMAGES;2019;010000065;010780096;RADIO;1;1;1902;;;72;;
IMAGES;2019;010000214;010007987;RADIO;1;1;1357;393;569;348;0;0
IMAGES;2019;010000214;010007987;VASC;1;1;107;;;;;1
IMAGES;2019;010005239;010008407;IRM;1;1;58;;;964;1;0
IMAGES;2019;010005239;010008407;RADIO;3;3;2367;;;20108;283;
IMAGES;2019;010005239;010008407;SCAN;1;1;1258;;;4306;53;0
IMAGES;2019;010780195;010000156;CAM;2;;;;;;;
IMAGES;2019;010780195;010000156;IRM;1;;;;;;;
IMAGES;2019;010780195;010000156;RADIO;2;;;;;;;
IMAGES;2019;010780195;010000156;SCAN;1;;;;;;;
IMAGES;2019;010780195;010000156;VASC;1;;;;;;;
IMAGES;2019;020000089;020000022;RADIO;1;1;1023;202;0;4089;0;0
IMAGES;2019;020000162;020000063;IRM;1;1;4911;51;26;8234;31;0
IMAGES;2019;020000162;020000063;LITHO;1;1;276;0;0;0;8;1
IMAGES;2019;020000162;020000063;MAMM;1;1;;;;1349;;
IMAGES;2019;020000162;020000063;RADIO;5;5;17316;158;0;24926;511;0
IMAGES;2019;020000162;020000063;SCAN;2;2;24688;145;589;26227;453;0
IMAGES;2019;020000162;020000063;VASC;2;2;3485;0;0;0;9;1
IMAGES;2019;020000303;750814030;RADIO;2;2;2230;;;;;0
IMAGES;2019;020000360;020014742;RADIO;3;;;;;;;
IMAGES;2019;020000394;020000253;MAMM;1;1;;;;415;;
IMAGES;2019;020000394;020000253;RADIO;4;4;6524;;;17279;433;0
IMAGES;2019;020000394;020000253;SCAN;1;1;4977;;;6175;175;0
IMAGES;2019;020000519;020000261;IRM;2;2;451;;;5147;;0
IMAGES;2019;020000519;020000261;MAMM;1;1;;;;1137;;
IMAGES;2019;020000519;020000261;RADIO;3;3;7193;;;22785;328;1
IMAGES;2019;020000519;020000261;SCAN;2;2;2207;;;9083;91;1
IMAGES;2019;020000519;020000261;dtIRM2;1;1;230;;;2758;;0
IMAGES;2019;020000535;020000287;RADIO;2;2;4611;;9049;;406;
IMAGES;2019;020000535;020000287;SCAN;1;1;2043;;;5670;65;0
IMAGES;2019;020000543;020000295;RADIO;1;1;781;;;;;1
IMAGES;2019;020000915;020003620;RADIO;1;1;1048;;;;;
IMAGES;2019;020001061;020004404;IRM;2;2;289;;;4117;;0
IMAGES;2019;020001061;020004404;RADIO;2;2;8847;;;14648;406;0
IMAGES;2019;020001061;020004404;SCAN;1;1;4227;;;2519;79;0
IMAGES;2019;020001061;020004404;dtIRM1;1;1;;;;;;0
IMAGES;2019;020001087;020004495;RADIO;2;2;568;;228;7636;79;0
IMAGES;2019;020001087;020004495;SCAN;1;1;1343;;294;7863;48;0
IMAGES;2019;030000061;030780092;IRM;1;1;573;0;0;2813;0;1
IMAGES;2019;030000061;030780092;LITHO;1;1;118;0;0;88;0;0
IMAGES;2019;030000061;030780092;MAMM;1;1;;;;712;;
IMAGES;2019;030000061;030780092;RADIO;5;5;8621;18;;23746;358;0
IMAGES;2019;030000061;030780092;SCAN;1;1;6612;12;;17500;178;1
IMAGES;2019;030000079;030780100;CAM;1;1;496;35;;7067;;0
IMAGES;2019;030000079;030780100;IRM;1;1;613;13;;5477;84;0
IMAGES;2019;030000079;030780100;MAMM;1;1;;;;1081;;
IMAGES;2019;030000079;030780100;RADIO;4;4;13705;270;;25941;384;0
IMAGES;2019;030000079;030780100;SCAN;1;1;7652;176;;5062;206;1
IMAGES;2019;030000079;030780100;VASC;1;1;706;;;;69;1
IMAGES;2019;030000087;030780118;IRM;2;2;807;;4333;5347;0;0
IMAGES;2019;030000087;030780118;MAMM;1;1;;;;;;
IMAGES;2019;030000087;030780118;RADIO;3;3;8239;;;29232;289;1
IMAGES;2019;030000087;030780118;SCAN;1;1;3644;;;12979;195;1
IMAGES;2019;030000087;030780118;VASC;2;2;3418;;;;;1
IMAGES;2019;030780548;030000194;LITHO;1;;;;;;;
IMAGES;2019;030780548;030000194;RADIO;1;;;;;;;
IMAGES;2019;030780548;030000194;SCAN;1;;;;;;;
IMAGES;2019;030780548;030000194;VASC;1;;;;;;;
IMAGES;2019;030781116;030000426;LITHO;1;1;385;;;;0;1
IMAGES;2019;040000093;040780215;IRM;1;1;463;1;;362;2;1
IMAGES;2019;040000093;040780215;LITHO;1;1;47;;;;;1
IMAGES;2019;040000093;040780215;RADIO;2;2;7346;60;;13207;487;1
IMAGES;2019;040000093;040780215;SCAN;2;2;5563;1;;1808;194;1
IMAGES;2019;040000135;050002948;RADIO;2;2;418;;;8139;39;1
IMAGES;2019;040000135;050002948;SCAN;1;1;473;;752;3421;12;1
IMAGES;2019;040000911;040788879;IRM;1;1;452;12;;723;0;0
IMAGES;2019;040000911;040788879;RADIO;2;2;15999;;;;;1
IMAGES;2019;040000911;040788879;SCAN;1;1;4088;14;;1715;34;1
IMAGES;2019;040780488;040000200;RADIO;1;1;497;;;;;0
IMAGES;2019;050000231;050000116;RADIO;3;3;4800;11;;10679;64;0
IMAGES;2019;050000231;050000116;SCAN;1;1;3538;;;2947;52;0
IMAGES;2019;050000256;050000124;RADIO;2;2;1212;;;6796;13;
IMAGES;2019;050000348;050002948;CAM;1;1;221;;16;2994;;0
IMAGES;2019;050000348;050002948;IRM;1;1;407;;2547;3622;1;0
IMAGES;2019;050000348;050002948;LITHO;1;1;68;;;;;
IMAGES;2019;050000348;050002948;MAMM;1;1;;;;498;;
IMAGES;2019;050000348;050002948;RADIO;4;4;6911;;10;18902;346;1
IMAGES;2019;050000348;050002948;SCAN;1;1;3094;;5;9314;98;1
IMAGES;2019;060000478;060780897;IRM;1;1;392;;;2884;;
IMAGES;2019;060000478;060780897;LITHO;1;1;171;;;;;
IMAGES;2019;060000478;060780897;RADIO;4;4;11210;;;24343;;
IMAGES;2019;060000478;060780897;SCAN;1;1;2713;;;4740;;
IMAGES;2019;060000486;060780905;RADIO;1;0;;;;;;0
IMAGES;2019;060000510;060780954;IRM;2;2;669;0;;5940;;0
IMAGES;2019;060000510;060780954;MAMM;1;1;;;;2089;;
IMAGES;2019;060000510;060780954;RADIO;3;3;15619;0;;20376;619;1
IMAGES;2019;060000510;060780954;SCAN;2;2;7099;0;;7434;133;1
IMAGES;2019;060000510;060780954;VASC;1;1;2237;0;;0;18;1
IMAGES;2019;060000510;060780954;dtIRM1;1;1;214;;;3660;;0
IMAGES;2019;060000510;060780954;dtIRM2;1;1;455;;;2280;;0
IMAGES;2019;060000528;060780962;CAM;3;3;822;;;4528;;
IMAGES;2019;060000528;060780962;IRM;1;1;676;;;7596;;1
IMAGES;2019;060000528;060780962;MAMM;2;2;;;;18521;;
IMAGES;2019;060000528;060780962;RADIO;1;1;4197;;;1410;;1
IMAGES;2019;060000528;060780962;SCAN;1;1;2377;;;15929;;1
IMAGES;2019;060000528;060780962;TOMO;1;1;267;;;5234;;
IMAGES;2019;060000544;060780988;IRM;2;2;1886;;;4492;;0
IMAGES;2019;060000544;060780988;RADIO;4;4;17072;230;;23299;;0
IMAGES;2019;060000544;060780988;SCAN;2;2;12009;53;;11341;462;1
IMAGES;2019;060000544;060780988;VASC;1;1;1504;;;;;1
IMAGES;2019;060002102;060791761;IRM;1;1;183;;;2018;;0
IMAGES;2019;060002102;060791761;MAMM;1;1;;;;215;;
IMAGES;2019;060002102;060791761;RADIO;2;2;5116;;;11261;;0
IMAGES;2019;060002102;060791761;SCAN;1;1;2296;;125;5575;;0
IMAGES;2019;060780442;060000213;RADIO;1;1;653;;;;;0
IMAGES;2019;060780459;010783009;RADIO;1;1;487;;;;;0
IMAGES;2019;060780491;060790797;CAM;3;;;;;;;
IMAGES;2019;060780491;060790797;IRM;1;;;;;;;
IMAGES;2019;060780491;060790797;MAMM;1;;;;;;;
IMAGES;2019;060780491;060790797;RADIO;1;;;;;;;
IMAGES;2019;060780491;060790797;SCAN;2;;;;;;;
IMAGES;2019;060780491;060790797;VASC;2;;;;;;;
IMAGES;2019;060780590;060000270;MAMM;1;;;;;;;
IMAGES;2019;060780590;060000270;RADIO;2;;;;;;;
IMAGES;2019;060780715;060000361;IRM;2;2;313;;;21325;0;0
IMAGES;2019;060780715;060000361;RADIO;2;2;19438;;;8613;;1
IMAGES;2019;060780715;060000361;SCAN;2;2;3268;;;17856;0;1
IMAGES;2019;060780715;060000361;VASC;4;4;1749;;;0;;1
IMAGES;2019;060780723;060004959;LITHO;1;;;;;;;
IMAGES;2019;060780723;060004959;RADIO;2;;;;;;;
IMAGES;2019;060780723;060004959;SCAN;1;;;;;;;
IMAGES;2019;060780723;060004959;VASC;1;;;;;;;
IMAGES;2019;060780756;060000403;RADIO;1;;;;;;;
IMAGES;2019;060780947;060800174;RADIO;4;4;5829;;;24839;;
IMAGES;2019;060780996;630786754;RADIO;1;1;804;;;;;0
IMAGES;2019;060781200;060000635;LITHO;1;1;97;;;;;
IMAGES;2019;060781200;060000635;RADIO;5;5;2167;;;1578;;
IMAGES;2019;060785003;060785011;IRM;3;3;4837;254;34;14649;45;0
IMAGES;2019;060785003;060785011;RADIO;8;8;43673;798;133;53165;1578;0
IMAGES;2019;060785003;060785011;SCAN;3;3;25586;2002;127;25070;790;1
IMAGES;2019;060785003;060785011;VASC;2;2;1207;67;1;1513;9;1
IMAGES;2019;060785003;060785011;dtIRM2;1;1;876;128;16;6051;;0
IMAGES;2019;060788957;060785011;RADIO;1;1;2972;4;1;67;0;0
IMAGES;2019;060789195;060785011;CAM;1;1;395;1470;118;3399;0;0
IMAGES;2019;060789195;060785011;IRM;1;1;806;46;22;5017;9;0
IMAGES;2019;060789195;060785011;RADIO;2;2;9404;11;2;1848;92;0
IMAGES;2019;060789195;060785011;SCAN;2;2;6105;75;39;10681;29;1
IMAGES;2019;060789195;060785011;TOMO;1;1;311;460;47;3334;2;0
IMAGES;2019;060789195;060785011;VASC;1;1;3216;56;105;454;6;1
IMAGES;2019;060789674;130037815;RADIO;1;1;2953;;;;;
IMAGES;2019;060790177;060785011;RADIO;1;1;137;4;0;76;0;0
IMAGES;2019;060791811;060010808;RADIO;2;2;7842;;0;23;;0
IMAGES;2019;060794013;060790797;CAM;1;;;;;;;
IMAGES;2019;060794013;060790797;IRM;1;;;;;;;
IMAGES;2019;060794013;060790797;SCAN;2;;;;;;;
IMAGES;2019;060794013;060790797;VASC;3;3;7342;87;0;0;0;1
IMAGES;2019;060798881;060798873;RADIO;1;1;917;;;;;0
IMAGES;2019;060800174;;IRM;1;1;51;510;;9189;;
IMAGES;2019;060800174;;SCAN;1;1;5;908;;9686;;
IMAGES;2019;070000013;070002878;MAMM;1;1;;;;1122;;
IMAGES;2019;070000013;070002878;RADIO;2;2;2308;315;;10028;74;1
IMAGES;2019;070000013;070002878;SCAN;1;1;2237;115;;3929;28;1
IMAGES;2019;070000070;070780150;RADIO;1;1;289;;;1724;;
IMAGES;2019;070000096;070780184;RADIO;1;;;;;;;
IMAGES;2019;070000179;070780358;IRM;1;1;302;;;6216;;0
IMAGES;2019;070000179;070780358;MAMM;1;1;;;;1982;;
IMAGES;2019;070000179;070780358;RADIO;3;3;1913;;;23914;;0
IMAGES;2019;070000179;070780358;SCAN;1;1;1384;;;10278;;0
IMAGES;2019;070000187;070780366;RADIO;1;1;315;58;0;1902;0;0
IMAGES;2019;070000195;070780374;RADIO;1;1;1115;;;;;0
IMAGES;2019;070000609;070005566;IRM;1;1;233;;1221;6108;27;
IMAGES;2019;070000609;070005566;MAMM;1;1;;;;1347;;
IMAGES;2019;070000609;070005566;RADIO;2;2;3804;;;26825;206;
IMAGES;2019;070000609;070005566;SCAN;1;1;1753;;1232;7663;85;
IMAGES;2019;070780424;070000245;IRM;2;;;;;;;0
IMAGES;2019;070780424;070000245;MAMM;1;;;;;;;
IMAGES;2019;070780424;070000245;RADIO;4;;;;;;;1
IMAGES;2019;070780424;070000245;SCAN;1;;;;;;;1
IMAGES;2019;070780424;070000245;VASC;1;;;;;;;
IMAGES;2019;080000110;080000037;RADIO;3;3;2332;;;12427;286;
IMAGES;2019;080000110;080000037;SCAN;1;1;2372;;;10900;122;0
IMAGES;2019;080000219;080001969;MAMM;1;1;;;;170;;
IMAGES;2019;080000219;080001969;RADIO;3;3;2430;33;;12776;58;0
IMAGES;2019;080000219;080001969;SCAN;1;1;1843;610;;6510;44;0
IMAGES;2019;080000276;080001969;RADIO;2;2;1582;;;5255;12;
IMAGES;2019;080000284;080000060;MAMM;1;0;;;;0;;
IMAGES;2019;080000284;080000060;RADIO;2;2;139;;;2932;;0
IMAGES;2019;080000425;080000615;CAM;2;2;324;;45;4204;;0
IMAGES;2019;080000425;080000615;IRM;2;2;1255;;24;6345;;0
IMAGES;2019;080000425;080000615;LITHO;1;1;;;;;;1
IMAGES;2019;080000425;080000615;MAMM;1;1;;;;;;
IMAGES;2019;080000425;080000615;RADIO;6;6;17586;;889;38933;;0
IMAGES;2019;080000425;080000615;SCAN;2;2;7224;;34;14625;;1
IMAGES;2019;080000425;080000615;VASC;1;1;84;;26;1329;;1
IMAGES;2019;090000019;090180019;RADIO;1;1;1178;187;0;63;0;0
IMAGES;2019;090000175;090781774;IRM;1;1;468;13;7;7100;36;0
IMAGES;2019;090000175;090781774;MAMM;1;1;;;;0;;
IMAGES;2019;090000175;090781774;RADIO;5;5;12719;153;46;24807;580;1
IMAGES;2019;090000175;090781774;SCAN;1;1;7383;317;7;11511;270;1
IMAGES;2019;090000183;090781816;MAMM;1;1;;;;1651;;
IMAGES;2019;090000183;090781816;RADIO;6;3;3349;;;14044;81;0
IMAGES;2019;090000183;090781816;SCAN;1;1;1969;;;3645;58;0
IMAGES;2019;090001629;090781774;RADIO;2;2;862;0;0;5712;29;0
IMAGES;2019;100000090;100000017;CAM;2;2;619;25;;3027;6;
IMAGES;2019;100000090;100000017;IRM;2;2;1785;27;;5768;40;0
IMAGES;2019;100000090;100000017;MAMM;2;2;;;;3778;;
IMAGES;2019;100000090;100000017;RADIO;3;3;23744;747;;33291;484;1
IMAGES;2019;100000090;100000017;SCAN;2;2;14145;271;;10813;429;1
IMAGES;2019;100000090;100000017;TOMO;1;1;202;11;;1823;3;
IMAGES;2019;100000090;100000017;VASC;1;1;1967;;;;1;1
IMAGES;2019;100000090;100000017;dtIRM2;1;1;1330;23;;4169;;0
IMAGES;2019;100000124;100009075;IRM;2;;;;;;;
IMAGES;2019;100000124;100009075;SCAN;1;;;;;;;
IMAGES;2019;100000199;100006279;RADIO;2;2;677;86;436;13385;287;1
IMAGES;2019;100000199;100006279;SCAN;1;1;1953;307;17;3417;57;0
IMAGES;2019;100010818;100010792;IRM;1;1;175;;;17038;0;0
IMAGES;2019;100010818;100010792;LITHO;1;1;67;;;;;
IMAGES;2019;100010818;100010792;RADIO;5;5;482;;;20469;39;
IMAGES;2019;100010818;100010792;SCAN;1;1;2377;;;19285;0;0
IMAGES;2019;110000023;110780061;CAM;2;2;363;14;1;2614;;0
IMAGES;2019;110000023;110780061;IRM;2;2;1736;24;2;4671;30;0
IMAGES;2019;110000023;110780061;RADIO;4;4;15576;67;5;22015;681;0
IMAGES;2019;110000023;110780061;SCAN;2;2;10247;192;7;7978;316;0
IMAGES;2019;110000023;110780061;VASC;2;2;1428;;;1;7;1
IMAGES;2019;110000023;110780061;dtIRM1;1;1;0;;;2077;;0
IMAGES;2019;110000049;110780087;MAMM;1;1;;;;640;;
IMAGES;2019;110000049;110780087;RADIO;2;2;903;;;8269;;0
IMAGES;2019;110000049;110780087;SCAN;1;1;997;;;5143;;0
IMAGES;2019;110000056;110780137;IRM;1;1;1133;7;;6621;;0
IMAGES;2019;110000056;110780137;MAMM;1;1;;;;1192;;
IMAGES;2019;110000056;110780137;RADIO;3;3;12822;102;;23015;;1
IMAGES;2019;110000056;110780137;SCAN;1;1;5912;76;;7724;;1
IMAGES;2019;110780228;110000114;IRM;1;;;;;;;
IMAGES;2019;110780228;110000114;RADIO;3;;;;;;;
IMAGES;2019;110780228;110000114;SCAN;1;;;;;;;
IMAGES;2019;120000039;120780044;CAM;1;1;429;6;;4582;;
IMAGES;2019;120000039;120780044;IRM;1;1;1036;;;5587;81;0
IMAGES;2019;120000039;120780044;MAMM;1;1;;;;1761;;
IMAGES;2019;120000039;120780044;RADIO;3;3;9025;;;25796;384;0
IMAGES;2019;120000039;120780044;SCAN;1;1;4531;;;10520;258;1
IMAGES;2019;120000039;120780044;TOMO;1;1;24;1;;1838;;
IMAGES;2019;120000039;120780044;VASC;2;2;2447;;;138;9;1
IMAGES;2019;120000054;120780069;IRM;1;1;96;;;4453;;
IMAGES;2019;120000054;120780069;MAMM;1;1;;;;674;;
IMAGES;2019;120000054;120780069;RADIO;10;2;3504;;;22472;;
IMAGES;2019;120000054;120780069;SCAN;1;1;1261;;;7056;;
IMAGES;2019;120000070;120780085;RADIO;2;2;2104;83;;6870;97;
IMAGES;2019;120000070;120780085;SCAN;1;1;1149;26;0;3453;28;
IMAGES;2019;120000088;120780093;RADIO;1;1;279;;;611;;
IMAGES;2019;120000096;120780101;RADIO;1;1;457;;;431;;0
IMAGES;2019;120004569;120004528;IRM;1;1;303;;317;5541;7;
IMAGES;2019;120004569;120004528;MAMM;1;1;;;;1719;;
IMAGES;2019;120004569;120004528;RADIO;2;2;3722;;;18018;;
IMAGES;2019;120004569;120004528;SCAN;1;1;2368;;460;8313;41;
IMAGES;2019;120004668;120004619;MAMM;1;;;;;;;
IMAGES;2019;120004668;120004619;RADIO;2;2;1848;;;8504;87;0
IMAGES;2019;120004668;120004619;SCAN;1;1;1428;;;2596;42;0
IMAGES;2019;130000409;130041916;CAM;3;3;566;;94;6613;0;0
IMAGES;2019;130000409;130041916;IRM;2;2;2078;89;110;6984;82;
IMAGES;2019;130000409;130041916;LITHO;1;1;156;;;;;
IMAGES;2019;130000409;130041916;MAMM;1;1;;;;;;
IMAGES;2019;130000409;130041916;RADIO;4;4;14616;202;1392;33235;1132;
IMAGES;2019;130000409;130041916;SCAN;2;2;8325;217;230;22538;564;
IMAGES;2019;130000409;130041916;TOMO;1;1;226;;57;5233;0;0
IMAGES;2019;130000409;130041916;VASC;2;2;2149;232;954;;9;1
IMAGES;2019;130000433;130781131;RADIO;1;1;201;;;;;1
IMAGES;2019;130000516;130781339;RADIO;2;2;2620;;;2414;;1
IMAGES;2019;130000565;130781446;IRM;1;1;37;;;1267;20;0
IMAGES;2019;130000565;130781446;RADIO;3;3;8159;;;16439;105;1
IMAGES;2019;130000565;130781446;SCAN;1;1;2171;;;2046;105;1
IMAGES;2019;130001225;130782634;RADIO;3;3;6485;;;19100;;1
IMAGES;2019;130001225;130782634;SCAN;1;1;5276;;;19917;;1
IMAGES;2019;130001647;130784127;CAM;1;1;1584;;;3142;;0
IMAGES;2019;130001647;130784127;IRM;2;1;1056;;;10750;;0
IMAGES;2019;130001647;130784127;MAMM;2;2;;;;16940;;
IMAGES;2019;130001647;130784127;RADIO;1;1;4399;;;544;;0
IMAGES;2019;130001647;130784127;SCAN;3;2;15438;;;24426;45;1
IMAGES;2019;130001647;130784127;TOMO;2;2;371;;;5628;;0
IMAGES;2019;130001647;130784127;VASC;2;2;4901;;;1151;;1
IMAGES;2019;130002215;130785512;RADIO;2;2;4134;;;15749;;1
IMAGES;2019;130002215;130785512;SCAN;1;1;2681;;;12353;;1
IMAGES;2019;130002827;130789274;IRM;1;1;355;;;1747;;0
IMAGES;2019;130002827;130789274;RADIO;4;4;7744;;;15885;;0
IMAGES;2019;130002827;130789274;SCAN;2;2;4015;;;7819;;0
IMAGES;2019;130002835;130789316;IRM;1;1;416;25;;6880;;0
IMAGES;2019;130002835;130789316;MAMM;1;1;;;;1312;;
IMAGES;2019;130002835;130789316;RADIO;4;4;6876;124;;11892;;0
IMAGES;2019;130002835;130789316;SCAN;1;1;5024;135;;8436;;1
IMAGES;2019;130037922;130037823;CAM;2;2;225;;7892;;0;0
IMAGES;2019;130037922;130037823;IRM;1;1;542;;31160;;0;0
IMAGES;2019;130037922;130037823;LITHO;1;;;;;;;
IMAGES;2019;130037922;130037823;RADIO;2;2;3951;;17384;;44;
IMAGES;2019;130037922;130037823;SCAN;1;1;1501;;30449;;3;1
IMAGES;2019;130041767;130041262;VASC;2;2;3703;;;;;1
IMAGES;2019;130042096;130042062;IRM;1;1;87;;;;;
IMAGES;2019;130042096;130042062;LITHO;1;0;;;;;;
IMAGES;2019;130042096;130042062;MAMM;1;0;;;;;;
IMAGES;2019;130042096;130042062;RADIO;2;2;399;;;;;
IMAGES;2019;130042096;130042062;SCAN;1;1;323;;;;;
IMAGES;2019;130042096;130042062;VASC;2;2;4394;;;;;
IMAGES;2019;130042526;310021399;RADIO;1;1;1940;;;;;1
IMAGES;2019;130043664;130002157;IRM;3;;;;;;;0
IMAGES;2019;130043664;130002157;LITHO;1;1;297;;;;0;1
IMAGES;2019;130043664;130002157;MAMM;2;2;;;;5176;;
IMAGES;2019;130043664;130002157;RADIO;4;4;14213;;1270;35219;304;1
IMAGES;2019;130043664;130002157;SCAN;3;;;;;;;1
IMAGES;2019;130043664;130002157;VASC;1;1;1898;;15;142;5;1
IMAGES;2019;130780521;130786049;CAM;2;2;295;;;3271;0;0
IMAGES;2019;130780521;130786049;IRM;2;2;2536;;;8748;29;0
IMAGES;2019;130780521;130786049;MAMM;1;1;;;;1539;;
IMAGES;2019;130780521;130786049;RADIO;5;5;39017;;;38018;1099;1
IMAGES;2019;130780521;130786049;SCAN;3;3;22248;;;13433;382;1
IMAGES;2019;130780521;130786049;TOMO;1;1;484;;;3513;0;0
IMAGES;2019;130780521;130786049;VASC;1;1;1384;;;438;6;1
IMAGES;2019;130780521;130786049;dtIRM2;1;1;516;;;5203;;0
IMAGES;2019;130781438;130000557;RADIO;1;1;965;0;0;0;0;0
IMAGES;2019;130781479;130000599;CAM;2;2;155;;;4571;;
IMAGES;2019;130781479;130000599;IRM;1;1;2274;;278;24936;0;
IMAGES;2019;130781479;130000599;MAMM;2;2;;;;4605;;
IMAGES;2019;130781479;130000599;RADIO;8;8;8622;;;17239;301;
IMAGES;2019;130781479;130000599;SCAN;1;1;11382;;1541;30001;0;
IMAGES;2019;130781479;130000599;VASC;3;3;2231;;;;;
IMAGES;2019;130782071;130002454;IRM;1;;;;;;;
IMAGES;2019;130782071;130002454;MAMM;1;;;;;;;
IMAGES;2019;130782071;130002454;RADIO;2;;;;;;;
IMAGES;2019;130782071;130002454;SCAN;1;;;;;;;
IMAGES;2019;130782147;130000979;IRM;2;;;;;;;0
IMAGES;2019;130782147;130000979;MAMM;1;;;;;;;
IMAGES;2019;130782147;130000979;RADIO;3;;;;;;;0
IMAGES;2019;130782147;130000979;SCAN;1;;;;;;;0
IMAGES;2019;130782147;130000979;VASC;2;;;;;;;1
IMAGES;2019;130782147;130000979;dtIRM1;1;;;;;;;0
IMAGES;2019;130782162;130000987;LITHO;1;;;;;;;
IMAGES;2019;130782162;130000987;MAMM;1;;;;;;;
IMAGES;2019;130782162;130000987;RADIO;2;;;;;;;
IMAGES;2019;130782675;130001233;LITHO;1;;;;;;;
IMAGES;2019;130782675;130001233;RADIO;2;;;;;;;
IMAGES;2019;130782675;130001233;VASC;1;;;;;;;
IMAGES;2019;130783236;130786049;IRM;1;1;1250;;;4621;0;0
IMAGES;2019;130783236;130786049;LITHO;1;;;;;;;1
IMAGES;2019;130783236;130786049;RADIO;5;5;7441;;;5557;11;1
IMAGES;2019;130783236;130786049;SCAN;1;1;5144;;;7012;5;1
IMAGES;2019;130783293;130786049;CAM;4;4;916;;;6687;;0
IMAGES;2019;130783293;130786049;IRM;4;4;8457;;;15125;72;1
IMAGES;2019;130783293;130786049;MAMM;2;2;;;;3048;;
IMAGES;2019;130783293;130786049;RADIO;7;7;79154;;;10847;1245;1
IMAGES;2019;130783293;130786049;SCAN;4;4;42147;;;19465;714;1
IMAGES;2019;130783293;130786049;TOMO;1;1;1147;;;3517;;0
IMAGES;2019;130783293;130786049;VASC;4;4;6710;;;1037;37;1
IMAGES;2019;130783293;130786049;dtIRM2;2;2;1638;;;8478;;0
IMAGES;2019;130783327;130001415;IRM;1;1;116;;;9646;;1
IMAGES;2019;130783327;130001415;MAMM;1;1;;;;2208;;
IMAGES;2019;130783327;130001415;RADIO;1;1;2203;;;6336;;1
IMAGES;2019;130783327;130001415;SCAN;1;1;1114;;;12524;;1
IMAGES;2019;130783665;130043722;MAMM;1;1;;;;901;;
IMAGES;2019;130783665;130043722;RADIO;4;4;647;;;10859;;
IMAGES;2019;130783665;130043722;SCAN;1;;;;;;;
IMAGES;2019;130783723;130001456;RADIO;3;3;6735;;;11799;;
IMAGES;2019;130784051;130037823;CAM;3;2;569;;11341;;;0
IMAGES;2019;130784051;130037823;IRM;2;1;6318;;35164;;7;0
IMAGES;2019;130784051;130037823;RADIO;3;2;18281;;12313;;130;
IMAGES;2019;130784051;130037823;SCAN;1;1;14627;;21050;;10;1
IMAGES;2019;130784051;130037823;TOMO;1;1;399;;5130;;;0
IMAGES;2019;130784051;130037823;VASC;3;3;3232;;;;;
IMAGES;2019;130784234;130786049;IRM;2;2;1336;;;10725;0;0
IMAGES;2019;130784234;130786049;RADIO;4;4;9894;;;13748;0;
IMAGES;2019;130784234;130786049;SCAN;1;1;2100;;;6635;0;1
IMAGES;2019;130784598;130001852;RADIO;1;1;548;;;;;0
IMAGES;2019;130784713;130038847;LITHO;1;1;968;;;;;1
IMAGES;2019;130784713;130038847;MAMM;1;1;;;;5211;;
IMAGES;2019;130784713;130038847;RADIO;2;2;6392;;;10998;86;1
IMAGES;2019;130784713;130038847;SCAN;1;1;3754;;1040;7847;85;1
IMAGES;2019;130784713;130038847;VASC;2;2;3004;;;;3;1
IMAGES;2019;130784903;130002041;RADIO;1;1;1020;;;;;
IMAGES;2019;130785389;130002173;LITHO;1;1;275;;;;;1
IMAGES;2019;130785389;130002173;RADIO;2;2;1717;;;7052;;0
IMAGES;2019;130785389;130002173;SCAN;1;1;193;;;11983;;0
IMAGES;2019;130785652;130014228;IRM;2;2;3010;;;14083;;0
IMAGES;2019;130785652;130014228;LITHO;1;1;51;;;;;1
IMAGES;2019;130785652;130014228;MAMM;1;1;;;;7724;;
IMAGES;2019;130785652;130014228;RADIO;6;6;29797;;;32049;;
IMAGES;2019;130785652;130014228;SCAN;2;2;13831;;;21135;;0
IMAGES;2019;130785652;130014228;VASC;2;2;1390;;;215;;1
IMAGES;2019;130785678;130002249;RADIO;2;2;3252;;;8344;;0
IMAGES;2019;130785678;130002249;SCAN;1;1;1988;;880;8961;;0
IMAGES;2019;130785678;130002249;VASC;1;1;74;;;;;1
IMAGES;2019;130786361;130002447;IRM;1;;;;;;;
IMAGES;2019;130786361;130002447;LITHO;1;;;;;;;
IMAGES;2019;130786361;130002447;RADIO;1;;;;;;;
IMAGES;2019;130786361;130002447;SCAN;2;;;;;;;
IMAGES;2019;130786445;130002488;MAMM;1;1;;;;;;
IMAGES;2019;130786445;130002488;RADIO;2;2;143;;;;;0
IMAGES;2019;130786742;750821092;IRM;1;1;597;;;5056;60;0
