BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2019;790000111;790019491;N2500;19;7;21.93
SSR_P;2019;790000111;790019491;NAUT;5;1;4.8
SSR_P;2019;790000111;790019491;NCINF;11;1;10.95
SSR_P;2019;790000137;790019491;M1010;;3;1.26
SSR_P;2019;790000137;790019491;M1320;;4;1.48
SSR_P;2019;790000137;790019491;N241P;;2;1.62
SSR_P;2019;790000137;790019491;N2460;;1;0.83
SSR_P;2019;790000137;790019491;N2500;9;4;9.52
SSR_P;2019;790000137;790019491;NAUT;;2;2.29
SSR_P;2019;790000137;790019491;NCINF;3;2;3.46
SSR_P;2019;790000145;790000079;M1010;;1;1.02
SSR_P;2019;790000145;790000079;M1320;;1;0.21
SSR_P;2019;790000145;790000079;N241P;;2;1.11
SSR_P;2019;790000145;790000079;N2450;;1;0.4
SSR_P;2019;790000145;790000079;N2460;1;1;1
SSR_P;2019;790000145;790000079;N2500;14;15;26.41
SSR_P;2019;790000145;790000079;N2710;;1;0.75
SSR_P;2019;790000145;790000079;NAUT;5;7;8.43
SSR_P;2019;790000145;790000079;NCINF;3;10;11.04
SSR_P;2019;790000186;790000178;M1010;;2;2.04
SSR_P;2019;790000186;790000178;MAUT;1;;1.21
SSR_P;2019;790000186;790000178;N241P;;1;1
SSR_P;2019;790000186;790000178;N2450;;1;0.06
SSR_P;2019;790000186;790000178;N2500;12;;13.7
SSR_P;2019;790000186;790000178;N2710;;1;0.34
SSR_P;2019;790000186;790000178;N3120;;1;0.46
SSR_P;2019;790000186;790000178;NAUT;23;1;24.14
SSR_P;2019;790000186;790000178;NCINF;8;1;8.97
SSR_P;2019;790000269;870015336;M1010;;0;0.58
SSR_P;2019;790000269;870015336;N2450;1;0;0.94
SSR_P;2019;790000269;870015336;N2470;;2;0.8
SSR_P;2019;790000269;870015336;N2710;;1;0.78
SSR_P;2019;790000269;870015336;N310H;5;4;8.35
SSR_P;2019;790000681;790002497;M1180;5;4;7.25
SSR_P;2019;790000681;790002497;N241P;23;1;23.75
SSR_P;2019;790000681;790002497;N2430;1;;1
SSR_P;2019;790000681;790002497;N2450;1;;1
SSR_P;2019;790000681;790002497;N2460;8;5;11
SSR_P;2019;790000681;790002497;N2500;39;18;51.75
SSR_P;2019;790000681;790002497;N2710;2;1;2.75
SSR_P;2019;790000681;790002497;N310H;7;2;8.5
SSR_P;2019;790000681;790002497;N3120;1;4;3.5
SSR_P;2019;790000681;790002497;NAUT;49;32;71
SSR_P;2019;790000681;790002497;NCINF;23;4;25.25
SSR_P;2019;790003537;790006654;N2710;1;;0.25
SSR_P;2019;790003537;790006654;N310H;4;;3.02
SSR_P;2019;790003537;790006654;N3120;1;;1
SSR_P;2019;790003537;790006654;NAUT;7;1;6.61
SSR_P;2019;790003537;790006654;NCINF;7;6;10.55
SSR_P;2019;790008064;790002497;M1010;;4;2.75
SSR_P;2019;790008064;790002497;M1070;;;0.1
SSR_P;2019;790008064;790002497;MAUT;;;0.1
SSR_P;2019;790008064;790002497;N241P;1;1;1.41
SSR_P;2019;790008064;790002497;N2450;1;1;1.25
SSR_P;2019;790008064;790002497;N2460;1;;1
SSR_P;2019;790008064;790002497;N2500;10;12;18.89
SSR_P;2019;790008064;790002497;N2710;;1;0.2
SSR_P;2019;790008064;790002497;N310H;3;4;5.3
SSR_P;2019;790008064;790002497;N3120;;1;0.6
SSR_P;2019;790008064;790002497;NAUT;28;27;51.41
SSR_P;2019;790008064;790002497;NCINF;12;8;17.51
SSR_P;2019;790019848;790006654;M1010;4;;2.9
SSR_P;2019;790019848;790006654;N241P;2;;1.22
SSR_P;2019;790019848;790006654;N2460;;2;1.1
SSR_P;2019;790019848;790006654;N2500;14;9;20.24
SSR_P;2019;790019848;790006654;NAUT;6;2;4.79
SSR_P;2019;790019848;790006654;NCINF;7;6;11.79
SSR_P;2019;800000143;800000028;N2450;2;2;3.5
SSR_P;2019;800000150;800002982;M1180;1;;1
SSR_P;2019;800000150;800002982;N241P;1;;1
SSR_P;2019;800000184;800000036;M1010;;3;1.44
SSR_P;2019;800000184;800000036;M1040;;1;0.16
SSR_P;2019;800000184;800000036;N241P;;1;0.25
SSR_P;2019;800000184;800000036;N2460;;1;0.6
SSR_P;2019;800000184;800000036;N2500;7;;9.14
SSR_P;2019;800000184;800000036;N2710;;1;0.22
SSR_P;2019;800000184;800000036;N3120;;1;0.6
SSR_P;2019;800000184;800000036;NAUT;2;3;5.37
SSR_P;2019;800000184;800000036;NCINF;6;2;7.34
SSR_P;2019;800000192;800000044;M1010;;2;0.7
SSR_P;2019;800000192;800000044;M1320;;2;0.57
SSR_P;2019;800000192;800000044;N241P;2;;1.5
SSR_P;2019;800000192;800000044;N2430;1;;0.27
SSR_P;2019;800000192;800000044;N2460;1;2;1.81
SSR_P;2019;800000192;800000044;N2500;18;3;20.04
SSR_P;2019;800000192;800000044;NAUT;1;1;1.28
SSR_P;2019;800000192;800000044;NCINF;13;4;14.98
SSR_P;2019;800000200;800000051;M1010;;1;0.8
SSR_P;2019;800000200;800000051;M1040;1;2;1.45
SSR_P;2019;800000200;800000051;M1070;1;4;1.87
SSR_P;2019;800000200;800000051;MAUT;7;3;8.05
SSR_P;2019;800000200;800000051;N241P;;1;0.04
SSR_P;2019;800000200;800000051;N2450;2;1;2.68
SSR_P;2019;800000200;800000051;N2500;13;4;17.1
SSR_P;2019;800000200;800000051;N2710;1;1;1.7
SSR_P;2019;800000200;800000051;N310H;5;1;6.26
SSR_P;2019;800000200;800000051;NAUT;17;6;20.68
SSR_P;2019;800000200;800000051;NCINF;23;10;31.17
SSR_P;2019;800000226;800000069;M1010;;6;3.29
SSR_P;2019;800000226;800000069;N2500;9;9;15.19
SSR_P;2019;800000226;800000069;N2710;;1;0.1
SSR_P;2019;800000226;800000069;N310H;;1;0.27
SSR_P;2019;800000226;800000069;NAUT;2;5;6.82
SSR_P;2019;800000226;800000069;NCINF;8;6;11.54
SSR_P;2019;800000275;800000077;M1180;2;5;3.5
SSR_P;2019;800000275;800000077;M1320;1;;1
SSR_P;2019;800000275;800000077;N241P;1;;0.49
SSR_P;2019;800000275;800000077;N2450;1;;0.6
SSR_P;2019;800000275;800000077;N2460;1;;1
SSR_P;2019;800000275;800000077;N2500;18;5;15.65
SSR_P;2019;800000275;800000077;N2710;1;;0.4
SSR_P;2019;800000275;800000077;N310H;3;;2.6
SSR_P;2019;800000275;800000077;N3120;1;;1
SSR_P;2019;800000275;800000077;NAUT;12;;8.42
SSR_P;2019;800000275;800000077;NCINF;10;5;13.5
SSR_P;2019;800000390;800000085;M1010;2;0;2.36
SSR_P;2019;800000390;800000085;N2450;0;1;0.6
SSR_P;2019;800000390;800000085;N2460;1;0;1
SSR_P;2019;800000390;800000085;N2500;15;5;18.05
SSR_P;2019;800000390;800000085;N2710;0;1;0.06
SSR_P;2019;800000390;800000085;N310H;1;0;0.53
SSR_P;2019;800000390;800000085;N3120;1;1;1.25
SSR_P;2019;800000390;800000085;NAUT;4;1;5.3
SSR_P;2019;800000390;800000085;NCINF;9;1;9.72
SSR_P;2019;800000507;800000135;N2500;17;5;20.4
SSR_P;2019;800000507;800000135;NAUT;9;1;8.87
SSR_P;2019;800000507;800000135;NCINF;13;3;15.22
SSR_P;2019;800000614;800000044;M1010;;1;0.28
SSR_P;2019;800000614;800000044;N2500;7;2;8.67
SSR_P;2019;800000614;800000044;N2710;;1;0.2
SSR_P;2019;800000614;800000044;NAUT;1;2;2.43
SSR_P;2019;800000614;800000044;NCINF;4;3;6.04
SSR_P;2019;800004152;800000093;M1010;1;1;1.5
SSR_P;2019;800006124;800000044;M1180;1;8;4.96
SSR_P;2019;800006124;800000044;N241P;3;1;3.75
SSR_P;2019;800006124;800000044;N2430;2;;1.99
SSR_P;2019;800006124;800000044;N2460;3;2;3.88
SSR_P;2019;800006124;800000044;N2470;;3;1.32
SSR_P;2019;800006124;800000044;N2500;18;6;21.42
SSR_P;2019;800006124;800000044;N2710;;3;1.81
SSR_P;2019;800006124;800000044;NAUT;4;3;5.11
SSR_P;2019;800006124;800000044;NCINF;13;8;17.96
SSR_P;2019;800006231;800000028;M1180;0;1;0.02
SSR_P;2019;800006231;800000028;M1320;0;3;2.34
SSR_P;2019;800006231;800000028;N241P;1;0;1
SSR_P;2019;800006231;800000028;N2500;20;3;19.01
SSR_P;2019;800006231;800000028;NAUT;2;1;2.55
SSR_P;2019;800006231;800000028;NCINF;12;1;11.33
SSR_P;2019;800008989;800002941;M1010;;3;1.33
SSR_P;2019;800008989;800002941;M1180;;1;0.7
SSR_P;2019;800008989;800002941;MAUT;;2;0.24
SSR_P;2019;800008989;800002941;N241P;4;1;4.9
SSR_P;2019;800008989;800002941;N2450;;1;0.14
SSR_P;2019;800008989;800002941;N2460;1;1;1.5
SSR_P;2019;800008989;800002941;N2500;12;2;12.74
SSR_P;2019;800008989;800002941;N2710;;1;0.11
SSR_P;2019;800008989;800002941;N310H;2;;2
SSR_P;2019;800008989;800002941;N3120;;1;0.52
SSR_P;2019;800008989;800002941;NAUT;12;6;15.09
SSR_P;2019;800008989;800002941;NCINF;9;1;8.43
SSR_P;2019;800009920;800003071;M1010;1;;0.17
SSR_P;2019;800009920;800003071;M1150;;1;0.49
SSR_P;2019;800009920;800003071;M1180;;1;0.22
SSR_P;2019;800009920;800003071;N241P;1;1;1.23
SSR_P;2019;800009920;800003071;N310H;1;;1
SSR_P;2019;800009920;800003071;NAUT;1;1;2.06
SSR_P;2019;800009920;800003071;NCINF;1;1;1.14
SSR_P;2019;800012528;800003071;M1010;;2;0.9
SSR_P;2019;800012528;800003071;M1180;3;;3
SSR_P;2019;800012528;800003071;M3020;;1;0.1
SSR_P;2019;800012528;800003071;MAUT;;2;0.2
SSR_P;2019;800012528;800003071;N241P;9;2;10.4
SSR_P;2019;800012528;800003071;N2430;;1;0.4
SSR_P;2019;800012528;800003071;N2450;;1;0.3
SSR_P;2019;800012528;800003071;N2460;4;;4
SSR_P;2019;800012528;800003071;N2470;2;;2
SSR_P;2019;800012528;800003071;N2500;12;1;12.43
SSR_P;2019;800012528;800003071;N2710;;2;1.25
SSR_P;2019;800012528;800003071;N310H;3;1;3.7
SSR_P;2019;800012528;800003071;N3120;;1;0.5
SSR_P;2019;800012528;800003071;NCINF;7;4;10
SSR_P;2019;800016727;800003071;M1320;0;2;1.6
SSR_P;2019;800016727;800003071;N2460;;1;0.5
SSR_P;2019;800016727;800003071;N2500;4;3;6.1
SSR_P;2019;800016727;800003071;N2710;;1;0.25
SSR_P;2019;800016727;800003071;N3120;;1;0.3
SSR_P;2019;800016727;800003071;NCINF;4;4;7.3
SSR_P;2019;810000158;810100099;M1010;;3;1.6
SSR_P;2019;810000158;810100099;MAUT;;2;0.75
SSR_P;2019;810000158;810100099;N241P;1;;1
SSR_P;2019;810000158;810100099;N2450;;1;0.2
SSR_P;2019;810000158;810100099;N2460;;1;0.3
SSR_P;2019;810000158;810100099;N2500;4;4;7.38
SSR_P;2019;810000158;810100099;N2710;;1;0.03
SSR_P;2019;810000158;810100099;N3120;;1;0.23
SSR_P;2019;810000158;810100099;NAUT;1;16;11.87
SSR_P;2019;810000158;810100099;NCINF;3;5;7.13
SSR_P;2019;810000232;810099903;M1010;2;;1.98
SSR_P;2019;810000232;810099903;M1180;1;1;1.7
SSR_P;2019;810000232;810099903;M1320;1;1;1.56
SSR_P;2019;810000232;810099903;MAUT;1;1;1.19
SSR_P;2019;810000232;810099903;N241P;13;6;15.62
SSR_P;2019;810000232;810099903;N2430;1;1;0.97
SSR_P;2019;810000232;810099903;N2450;;1;0.44
SSR_P;2019;810000232;810099903;N2460;5;3;7.86
SSR_P;2019;810000232;810099903;N2500;22;29;44.14
SSR_P;2019;810000232;810099903;N2710;;3;1.11
SSR_P;2019;810000232;810099903;N310H;;1;0.6
SSR_P;2019;810000232;810099903;N3120;;2;1.92
SSR_P;2019;810000232;810099903;NAUT;1;1;1.99
SSR_P;2019;810000232;810099903;NCINF;15;13;24.55
SSR_P;2019;810000448;810099945;M1320;;2;1.37
SSR_P;2019;810000448;810099945;N241P;1;5;1.68
SSR_P;2019;810000448;810099945;N2450;;1;0.2
SSR_P;2019;810000448;810099945;N2460;;1;0.63
SSR_P;2019;810000448;810099945;N2500;17;8;21.91
SSR_P;2019;810000448;810099945;N2710;;1;0.32
SSR_P;2019;810000448;810099945;N3120;;1;0.5
SSR_P;2019;810000448;810099945;NAUT;8;4;8.4
SSR_P;2019;810000448;810099945;NCINF;12;6;12.04
SSR_P;2019;810000513;810000349;M1010;0;2;1.08
SSR_P;2019;810000513;810000349;M1190;1;0;1
SSR_P;2019;810000513;810000349;N241P;3;2;4.07
SSR_P;2019;810000513;810000349;N2450;0;1;0.08
SSR_P;2019;810000513;810000349;N2460;0;1;0.9
SSR_P;2019;810000513;810000349;N2500;9;7;14.03
SSR_P;2019;810000513;810000349;N2710;0;1;0.3
SSR_P;2019;810000513;810000349;N310H;0;1;0.26
SSR_P;2019;810000513;810000349;NAUT;1;8;3.68
SSR_P;2019;810000513;810000349;NCINF;0;17;7.72
SSR_P;2019;810000539;810000398;M1010;0;2;2
SSR_P;2019;810000539;810000398;M1320;0;0;0.04
SSR_P;2019;810000539;810000398;N2450;0;1;0.2
SSR_P;2019;810000539;810000398;N2460;0;1;0.16
SSR_P;2019;810000539;810000398;N2500;2;11;6.34
SSR_P;2019;810000539;810000398;N2710;0;1;0.3
SSR_P;2019;810000539;810000398;N3120;0;1;0.53
SSR_P;2019;810000539;810000398;NAUT;1;3;1.69
SSR_P;2019;810000539;810000398;NCINF;1;12;6.12
SSR_P;2019;810000547;810000380;M1010;1;;0.07
SSR_P;2019;810000547;810000380;M1040;;2;0.2
SSR_P;2019;810000547;810000380;M1320;;1;0.1
SSR_P;2019;810000547;810000380;N241P;3;5;1.18
SSR_P;2019;810000547;810000380;N2450;1;;0.56
SSR_P;2019;810000547;810000380;N2460;2;;1.28
SSR_P;2019;810000547;810000380;N2470;2;;1.5
SSR_P;2019;810000547;810000380;N2500;27;12;26.91
SSR_P;2019;810000547;810000380;N2710;1;;0.1
SSR_P;2019;810000547;810000380;N3120;1;;0.6
SSR_P;2019;810000547;810000380;NAUT;10;;7.09
SSR_P;2019;810000547;810000380;NCINF;21;7;16.8
SSR_P;2019;810000562;810000455;M1010;1;0;0.85
SSR_P;2019;810000562;810000455;M1180;0;0;0.77
SSR_P;2019;810000562;810000455;M1320;1;0;1.56
SSR_P;2019;810000562;810000455;N241P;4;3;6.67
SSR_P;2019;810000562;810000455;N2430;;1;0.2
SSR_P;2019;810000562;810000455;N2460;2;1;2.57
SSR_P;2019;810000562;810000455;N2500;30;4;34.44
SSR_P;2019;810000562;810000455;N2710;;1;0.5
SSR_P;2019;810000562;810000455;N3120;1;;1
SSR_P;2019;810000562;810000455;NAUT;7;1;7.6
SSR_P;2019;810000562;810000455;NCINF;16;6;21.88
SSR_P;2019;810003954;810099903;M1010;;2;1.41
SSR_P;2019;810003954;810099903;M1180;;2;1.01
SSR_P;2019;810003954;810099903;M1320;;2;1.07
SSR_P;2019;810003954;810099903;MAUT;;2;1.03
SSR_P;2019;810003954;810099903;N241P;3;2;4.7
SSR_P;2019;810003954;810099903;N2430;;1;0.07
SSR_P;2019;810003954;810099903;N2450;;2;0.6
SSR_P;2019;810003954;810099903;N2460;2;2;2.86
SSR_P;2019;810003954;810099903;N2500;16;12;27.08
SSR_P;2019;810003954;810099903;N2710;;2;0.65
SSR_P;2019;810003954;810099903;N310H;;1;0.57
SSR_P;2019;810003954;810099903;N3120;;2;1.45
SSR_P;2019;810003954;810099903;NAUT;;2;1.3
SSR_P;2019;810003954;810099903;NCINF;10;7;15.96
SSR_P;2019;810004200;750056335;M1010;2;1;2.06
SSR_P;2019;810004200;750056335;M1070;0;2;0.46
SSR_P;2019;810004200;750056335;M1320;1;1;1.8
SSR_P;2019;810004200;750056335;N2450;1;1;1.5
SSR_P;2019;810004200;750056335;N2460;0;1;0.17
SSR_P;2019;810004200;750056335;N2470;1;0;0.33
SSR_P;2019;810004200;750056335;N2500;20;1;20.8
SSR_P;2019;810004200;750056335;N2710;0;2;0.9
SSR_P;2019;810004200;750056335;N310H;1;0;1
SSR_P;2019;810004200;750056335;N3120;0;2;0.8
SSR_P;2019;810004200;750056335;NAUT;24;4;26.1
SSR_P;2019;810004200;750056335;NCINF;14;1;14.8
SSR_P;2019;810099838;810000380;M1180;2;;2
SSR_P;2019;810099838;810000380;N241P;3;5;2.46
SSR_P;2019;810099838;810000380;N2430;;1;0.32
SSR_P;2019;810099838;810000380;N2460;1;;0.88
SSR_P;2019;810099838;810000380;N2500;20;3;20.94
SSR_P;2019;810099838;810000380;N2710;1;;0.13
SSR_P;2019;810099838;810000380;N310H;3;;1.56
SSR_P;2019;810099838;810000380;N3120;;;0.35
SSR_P;2019;810099838;810000380;NAUT;6;3;5.71
SSR_P;2019;810099838;810000380;NCINF;12;3;11.28
SSR_P;2019;810101170;810101162;M1010;3;1;3.5
SSR_P;2019;810101170;810101162;N2450;;2;1.46
SSR_P;2019;810101170;810101162;N2500;16;1;14.07
SSR_P;2019;810101170;810101162;N2710;;1;0.5
SSR_P;2019;810101170;810101162;N310H;1;1;0.77
SSR_P;2019;810101170;810101162;N3120;;1;0.93
SSR_P;2019;810101170;810101162;NCINF;9;1;7.48
SSR_P;2019;820000032;820000016;M1010;;1;0.68
SSR_P;2019;820000032;820000016;M1180;2;1;2.62
SSR_P;2019;820000032;820000016;N241P;2;7;6.66
SSR_P;2019;820000032;820000016;N2430;0;3;0.89
SSR_P;2019;820000032;820000016;N2450;0;1;0.25
SSR_P;2019;820000032;820000016;N2460;0;3;1.99
SSR_P;2019;820000032;820000016;N2500;27;4;29.22
SSR_P;2019;820000032;820000016;N2710;0;1;0.5
SSR_P;2019;820000032;820000016;N310H;1;0;1
SSR_P;2019;820000032;820000016;N3120;0;2;1.23
SSR_P;2019;820000032;820000016;NAUT;2;4;4.69
SSR_P;2019;820000032;820000016;NCINF;10;7;14.43
SSR_P;2019;820000198;820004950;M1180;;1;0.7
SSR_P;2019;820000198;820004950;M1320;;2;0.7
SSR_P;2019;820000198;820004950;N241P;1;;1
SSR_P;2019;820000198;820004950;N2460;1;;1
SSR_P;2019;820000198;820004950;N2500;14;9;19.62
SSR_P;2019;820000198;820004950;N3120;;1;0.5
SSR_P;2019;820000198;820004950;NAUT;2;4;5.55
SSR_P;2019;820000198;820004950;NCINF;6;6;10.68
SSR_P;2019;820000412;820000560;M1010;1;0;1
SSR_P;2019;820000412;820000560;M3020;0;2;0.74
SSR_P;2019;820000412;820000560;N2450;0;1;0.23
SSR_P;2019;820000412;820000560;N2460;1;1;1
SSR_P;2019;820000412;820000560;N2710;0;2;0.74
SSR_P;2019;820000412;820000560;N310H;1;1;1.2
SSR_P;2019;820000412;820000560;N3120;0;2;0.23
SSR_P;2019;820000412;820000560;NCINF;7;3;8.47
SSR_P;2019;820000420;820000206;M1010;;8;0.5
SSR_P;2019;820000420;820000206;M1320;;1;0.5
SSR_P;2019;820000420;820000206;MAUT;;1;0.5
SSR_P;2019;820000420;820000206;N241P;;1;1
SSR_P;2019;820000420;820000206;N2450;;1;0.05
SSR_P;2019;820000420;820000206;N2460;;1;0.4
SSR_P;2019;820000420;820000206;N2470;;1;1
SSR_P;2019;820000420;820000206;N2500;17;3;19.31
SSR_P;2019;820000420;820000206;N2710;;1;0.15
SSR_P;2019;820000420;820000206;N3120;;1;0.4
SSR_P;2019;820000420;820000206;NAUT;11;1;11.7
SSR_P;2019;820000420;820000206;NCINF;6;5;10.17
SSR_P;2019;820000461;820000248;M1010;;11;0.7
SSR_P;2019;820000461;820000248;M1180;;1;0.1
SSR_P;2019;820000461;820000248;M1320;;1;0.6
SSR_P;2019;820000461;820000248;N241P;2;2;3
SSR_P;2019;820000461;820000248;N2450;;1;0.2
SSR_P;2019;820000461;820000248;N2460;;1;0.8
SSR_P;2019;820000461;820000248;N2470;;1;0.5
SSR_P;2019;820000461;820000248;N2500;11;3;12.5
SSR_P;2019;820000461;820000248;N2710;;1;0.5
SSR_P;2019;820000461;820000248;N3120;;1;0.6
SSR_P;2019;820000461;820000248;NAUT;9;3;11.9
SSR_P;2019;820000461;820000248;NCINF;8;;8
SSR_P;2019;820002350;820000578;M1040;4;4;6.63
SSR_P;2019;820002350;820000578;MAUT;;2;1.37
SSR_P;2019;820002350;820000578;N241P;2;1;2.57
SSR_P;2019;820002350;820000578;N2450;;2;1.31
SSR_P;2019;820002350;820000578;N2500;5;2;7.09
SSR_P;2019;820002350;820000578;N2710;;1;0.99
SSR_P;2019;820002350;820000578;N3120;;1;0.52
SSR_P;2019;820002350;820000578;NAUT;2;1;3.07
SSR_P;2019;820002350;820000578;NCINF;12;8;17.35
SSR_P;2019;820003218;820008142;M1010;3;2;3.79
SSR_P;2019;820003218;820008142;M1040;;2;0.1
SSR_P;2019;820003218;820008142;M1070;;2;0.1
SSR_P;2019;820003218;820008142;M1120;;3;0.1
SSR_P;2019;820003218;820008142;M1150;;1;0.1
SSR_P;2019;820003218;820008142;M1180;;1;0.24
SSR_P;2019;820003218;820008142;M3020;;1;0.05
SSR_P;2019;820003218;820008142;MAUT;;2;0.85
SSR_P;2019;820003218;820008142;N241P;9;;9
SSR_P;2019;820003218;820008142;N2430;;3;1.5
SSR_P;2019;820003218;820008142;N2450;;1;0.77
SSR_P;2019;820003218;820008142;N2460;1;;1
SSR_P;2019;820003218;820008142;N2500;26;1;28.72
SSR_P;2019;820003218;820008142;N2710;1;;1
SSR_P;2019;820003218;820008142;N3120;1;;0.82
SSR_P;2019;820003218;820008142;NAUT;10;7;14.77
SSR_P;2019;820003218;820008142;NCINF;18;1;21.06
SSR_P;2019;830000287;830100525;M1040;;2;0.3
SSR_P;2019;830000287;830100525;N2450;;1;0.2
SSR_P;2019;830000287;830100525;N2500;;1;0.03
SSR_P;2019;830000287;830100525;N2710;;1;0.1
SSR_P;2019;830000287;830100525;NAUT;1;;1
SSR_P;2019;830000287;830100525;NCINF;2;;2
SSR_P;2019;830000303;830100541;M1010;3;3;4.65
SSR_P;2019;830000303;830100541;M1040;4;3;4.67
SSR_P;2019;830000303;830100541;M1070;;1;0.05
SSR_P;2019;830000303;830100541;M1120;;2;0.15
SSR_P;2019;830000303;830100541;M1180;3;5;6.03
SSR_P;2019;830000303;830100541;M3020;;1;0.07
SSR_P;2019;830000303;830100541;MAUT;8;9;4.74
SSR_P;2019;830000303;830100541;N241P;37;6;32.51
SSR_P;2019;830000303;830100541;N2430;2;;1.49
SSR_P;2019;830000303;830100541;N2450;4;;3.95
SSR_P;2019;830000303;830100541;N2460;9;1;8.46
SSR_P;2019;830000303;830100541;N2500;60;3;57.61
SSR_P;2019;830000303;830100541;N2710;2;;1.29
SSR_P;2019;830000303;830100541;N3120;1;2;1.81
SSR_P;2019;830000303;830100541;NCINF;55;5;62.72
SSR_P;2019;830009528;830100566;M1010;;1;0.35
SSR_P;2019;830009528;830100566;M1320;;1;0.35
SSR_P;2019;830009528;830100566;N241P;1;1;1.56
SSR_P;2019;830009528;830100566;N2450;;1;0.5
SSR_P;2019;830009528;830100566;N2460;1;1;1.48
SSR_P;2019;830009528;830100566;N2470;1;;1
SSR_P;2019;830009528;830100566;N2500;16;;15.23
SSR_P;2019;830009528;830100566;N2710;;2;0.96
SSR_P;2019;830009528;830100566;N3120;;1;0.7
SSR_P;2019;830009528;830100566;NAUT;6;3;6.83
SSR_P;2019;830009528;830100566;NCINF;11;1;10.75
SSR_P;2019;830016556;830000451;M1010;;5;1.5
SSR_P;2019;830016556;830000451;M1040;;1;0.03
SSR_P;2019;830016556;830000451;M1150;;1;0.1
SSR_P;2019;830016556;830000451;MAUT;;1;1.03
SSR_P;2019;830016556;830000451;N241P;1;5;2.98
SSR_P;2019;830016556;830000451;N2450;;1;0.19
SSR_P;2019;830016556;830000451;N2500;14;1;15
SSR_P;2019;830016556;830000451;N2710;;1;0.1
SSR_P;2019;830016556;830000451;N3120;;1;0.4
SSR_P;2019;830016556;830000451;NAUT;15;11;21.37
SSR_P;2019;830016556;830000451;NCINF;8;2;10.23
SSR_P;2019;830017372;750721235;M1010;;1;0.61
SSR_P;2019;830017372;750721235;M1320;1;7;4.11
SSR_P;2019;830017372;750721235;MAUT;;1;0.58
SSR_P;2019;830017372;750721235;N241P;1;1;2
SSR_P;2019;830017372;750721235;N2450;;1;0.31
SSR_P;2019;830017372;750721235;N2460;;1;0.2
SSR_P;2019;830017372;750721235;N2500;15;3;20.04
SSR_P;2019;830017372;750721235;N2710;;5;3.16
SSR_P;2019;830017372;750721235;N310H;;2;0.32
SSR_P;2019;830017372;750721235;N3120;1;1;0.86
SSR_P;2019;830017372;750721235;NAUT;7;38;23.12
SSR_P;2019;830017372;750721235;NCINF;14;2;18.97
SSR_P;2019;830100012;750712184;M1010;1;9;5.5
SSR_P;2019;830100012;750712184;M1120;;1;0.3
SSR_P;2019;830100012;750712184;M1140;1;;1
SSR_P;2019;830100012;750712184;M1150;;1;0.15
SSR_P;2019;830100012;750712184;M1180;3;2;3.6
SSR_P;2019;830100012;750712184;MAUT;;1;0.4
SSR_P;2019;830100012;750712184;N241P;9;1;10.44
SSR_P;2019;830100012;750712184;N2430;1;1;1.86
SSR_P;2019;830100012;750712184;N2450;2;2;3.36
SSR_P;2019;830100012;750712184;N2460;5;;4
SSR_P;2019;830100012;750712184;N2470;4;1;4.84
SSR_P;2019;830100012;750712184;N2500;169;55;211.48
SSR_P;2019;830100012;750712184;N2710;;3;1.24
SSR_P;2019;830100012;750712184;N310H;7;5;12.57
SSR_P;2019;830100012;750712184;N3120;2;;2
SSR_P;2019;830100012;750712184;NCINF;78;27;97.93
SSR_P;2019;830100087;920030269;M1010;;1;1.3
SSR_P;2019;830100087;920030269;M1040;1;3;4.5
SSR_P;2019;830100087;920030269;N241P;4;;3.92
SSR_P;2019;830100087;920030269;N2450;1;;0.93
SSR_P;2019;830100087;920030269;N2500;6;;7.01
SSR_P;2019;830100087;920030269;N2710;;2;0.61
SSR_P;2019;830100087;920030269;N3120;;1;0.45
SSR_P;2019;830100087;920030269;NAUT;34;2;29.89
SSR_P;2019;830100087;920030269;NCINF;16;1;16.19
SSR_P;2019;830100335;920030269;M1010;1;2;3.26
SSR_P;2019;830100335;920030269;M1320;;2;0.43
SSR_P;2019;830100335;920030269;N2450;;1;0.4
SSR_P;2019;830100335;920030269;N2460;;1;0.5
SSR_P;2019;830100335;920030269;N2500;14;2;16
SSR_P;2019;830100335;920030269;N2710;;1;0.3
SSR_P;2019;830100335;920030269;N3120;;1;0.5
SSR_P;2019;830100335;920030269;NCINF;11;;11
SSR_P;2019;830100558;690781810;M1010;1;2;1.29
SSR_P;2019;830100558;690781810;M1120;;;0.03
SSR_P;2019;830100558;690781810;M1140;;;0.25
SSR_P;2019;830100558;690781810;M1150;1;;0.6
SSR_P;2019;830100558;690781810;M1180;4;;3.54
SSR_P;2019;830100558;690781810;M1190;;1;0.03
SSR_P;2019;830100558;690781810;M1320;1;;0.5
SSR_P;2019;830100558;690781810;MAUT;;2;0.57
SSR_P;2019;830100558;690781810;N241P;14;5;16.8
SSR_P;2019;830100558;690781810;N2430;1;2;2.29
SSR_P;2019;830100558;690781810;N2450;2;;1.41
SSR_P;2019;830100558;690781810;N2460;3;5;6.48
SSR_P;2019;830100558;690781810;N2470;2;1;2.49
SSR_P;2019;830100558;690781810;N2500;51;12;62.57
SSR_P;2019;830100558;690781810;N2710;2;1;2.68
SSR_P;2019;830100558;690781810;N310H;2;3;4.46
SSR_P;2019;830100558;690781810;N3120;2;1;0.95
SSR_P;2019;830100558;690781810;NAUT;6;3;7.13
