BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2019;280506015;280001264;N2710;3;1;3.25
SSR_P;2019;280506015;280001264;NCINF;8;;8.2
SSR_P;2019;290000033;290021542;M1010;;;1.03
SSR_P;2019;290000033;290021542;N241P;;;0.94
SSR_P;2019;290000033;290021542;N2450;;;0.21
SSR_P;2019;290000033;290021542;N2460;;;0.54
SSR_P;2019;290000033;290021542;N2500;;;12.01
SSR_P;2019;290000033;290021542;N3120;;;0.15
SSR_P;2019;290000033;290021542;NAUT;;;3
SSR_P;2019;290000033;290021542;NCINF;2;;9.09
SSR_P;2019;290000058;290000017;M1180;2;1;2.5
SSR_P;2019;290000058;290000017;N241P;8;1;6.59
SSR_P;2019;290000058;290000017;N2430;1;;0.28
SSR_P;2019;290000058;290000017;N2460;;3;1.99
SSR_P;2019;290000058;290000017;N2500;15;1;15.69
SSR_P;2019;290000058;290000017;N2710;;1;0.5
SSR_P;2019;290000058;290000017;N310H;;1;1.09
SSR_P;2019;290000058;290000017;N3120;;1;0.3
SSR_P;2019;290000058;290000017;NAUT;2;1;3
SSR_P;2019;290000058;290000017;NCINF;7;2;8.2
SSR_P;2019;290000165;290030592;M1010;;;0.67
SSR_P;2019;290000165;290030592;N241P;;;0.47
SSR_P;2019;290000165;290030592;N2500;;;5.57
SSR_P;2019;290000165;290030592;N3120;;;0.17
SSR_P;2019;290000165;290030592;NCINF;;;3.4
SSR_P;2019;290000173;290000041;M1320;2;;1.55
SSR_P;2019;290000173;290000041;N2500;6;10;13.82
SSR_P;2019;290000173;290000041;NAUT;;1;0.3
SSR_P;2019;290000173;290000041;NCINF;4;5;8.06
SSR_P;2019;290000181;290000074;M1010;2;1;2.44
SSR_P;2019;290000181;290000074;M1040;0;1;0.55
SSR_P;2019;290000181;290000074;MAUT;1;0;0.01
SSR_P;2019;290000181;290000074;N241P;1;2;2.1
SSR_P;2019;290000181;290000074;N2450;0;2;1
SSR_P;2019;290000181;290000074;N2460;0;1;0.2
SSR_P;2019;290000181;290000074;N2500;21;0;20.4
SSR_P;2019;290000181;290000074;N2710;0;1;0.03
SSR_P;2019;290000181;290000074;N3120;0;1;0.1
SSR_P;2019;290000181;290000074;NAUT;4;1;4
SSR_P;2019;290000181;290000074;NCINF;15;7;17.06
SSR_P;2019;290000256;290000017;M1010;;3;2.1
SSR_P;2019;290000256;290000017;N241P;2;1;2.6
SSR_P;2019;290000256;290000017;N2460;;1;0.31
SSR_P;2019;290000256;290000017;N2500;6;9;12.85
SSR_P;2019;290000256;290000017;N310H;1;;1
SSR_P;2019;290000256;290000017;N3120;;1;0.3
SSR_P;2019;290000256;290000017;NAUT;3;7;7.52
SSR_P;2019;290000256;290000017;NCINF;9;3;10.15
SSR_P;2019;290000272;290000090;M1010;;1;0.15
SSR_P;2019;290000272;290000090;N241P;;1;0.5
SSR_P;2019;290000272;290000090;N2500;;17;6.41
SSR_P;2019;290000272;290000090;N310H;;1;0.42
SSR_P;2019;290000272;290000090;NAUT;;2;1.15
SSR_P;2019;290000272;290000090;NCINF;;9;7.27
SSR_P;2019;290000322;290000108;M1180;;1;0.4
SSR_P;2019;290000371;920030269;M1010;2;1;2.6
SSR_P;2019;290000371;920030269;M1320;2;1;2.46
SSR_P;2019;290000371;920030269;MAUT;1;;1.19
SSR_P;2019;290000371;920030269;N241P;2;1;3.59
SSR_P;2019;290000371;920030269;N2430;;1;0.5
SSR_P;2019;290000371;920030269;N2450;;1;0.4
SSR_P;2019;290000371;920030269;N2460;1;1;1.4
SSR_P;2019;290000371;920030269;N2470;;1;0.5
SSR_P;2019;290000371;920030269;N2500;34;3;39.41
SSR_P;2019;290000371;920030269;N2710;;2;1.2
SSR_P;2019;290000371;920030269;N3120;1;;1.04
SSR_P;2019;290000371;920030269;NAUT;32;2;38.96
SSR_P;2019;290000371;920030269;NCINF;20;5;24.29
SSR_P;2019;290000389;290000116;M1010;;10;10
SSR_P;2019;290000389;290000116;MAUT;;3;0.7
SSR_P;2019;290000389;290000116;N241P;;2;1.07
SSR_P;2019;290000389;290000116;N2450;;1;0.3
SSR_P;2019;290000389;290000116;N2460;;2;0.48
SSR_P;2019;290000389;290000116;N2500;;19;10.43
SSR_P;2019;290000389;290000116;N2710;;1;0.3
SSR_P;2019;290000389;290000116;N3120;;1;0.3
SSR_P;2019;290000389;290000116;NAUT;;6;3.5
SSR_P;2019;290000389;290000116;NCINF;;15;7.63
SSR_P;2019;290000413;290009752;M1010;;3;1.43
SSR_P;2019;290000413;290009752;N241P;;2;1.64
SSR_P;2019;290000413;290009752;N2450;;1;0.2
SSR_P;2019;290000413;290009752;N2460;;2;0.75
SSR_P;2019;290000413;290009752;N2500;6;5;10.04
SSR_P;2019;290000413;290009752;N2710;;1;0.15
SSR_P;2019;290000413;290009752;N3120;;1;0.4
SSR_P;2019;290000413;290009752;NAUT;;1;0.05
SSR_P;2019;290000413;290009752;NCINF;1;10;7.73
SSR_P;2019;290000553;290021542;M1150;;2;1.46
SSR_P;2019;290000553;290021542;M1180;5;3;3.34
SSR_P;2019;290000553;290021542;M1320;1;;0.89
SSR_P;2019;290000553;290021542;MAUT;;;0.08
SSR_P;2019;290000553;290021542;N241P;5;;5.92
SSR_P;2019;290000553;290021542;N2450;1;;1.16
SSR_P;2019;290000553;290021542;N2460;1;1;2.45
SSR_P;2019;290000553;290021542;N2470;;;0.6
SSR_P;2019;290000553;290021542;N2500;63;7;54.69
SSR_P;2019;290000553;290021542;N2710;;;0.08
SSR_P;2019;290000553;290021542;N310H;;;0.02
SSR_P;2019;290000553;290021542;N3120;;;0.83
SSR_P;2019;290000553;290021542;NAUT;23;1;23.17
SSR_P;2019;290000553;290021542;NCINF;33;17;39.27
SSR_P;2019;290000686;440042844;M1320;1;1;1.84
SSR_P;2019;290000686;440042844;N241P;1;1;1.56
SSR_P;2019;290000686;440042844;N2450;;1;0.2
SSR_P;2019;290000686;440042844;N2460;;1;0.06
SSR_P;2019;290000686;440042844;N2500;15;5;18.15
SSR_P;2019;290000686;440042844;N2710;0;1;0.49
SSR_P;2019;290000686;440042844;N3120;0;1;0.49
SSR_P;2019;290000686;440042844;NAUT;6;0;6.3
SSR_P;2019;290000686;440042844;NCINF;9;8;14.65
SSR_P;2019;290000728;750821092;M1180;1;1;1.9
SSR_P;2019;290000728;750821092;N241P;3;3;6.15
SSR_P;2019;290000728;750821092;N2460;;1;0.5
SSR_P;2019;290000728;750821092;N2470;;1;0.72
SSR_P;2019;290000728;750821092;N2500;;2;1.95
SSR_P;2019;290000728;750821092;N3120;;1;0.2
SSR_P;2019;290000728;750821092;NAUT;1;;1
SSR_P;2019;290000728;750821092;NCINF;;3;1.48
SSR_P;2019;290000785;220020739;M1010;2;1;2.69
SSR_P;2019;290000785;220020739;N241P;;4;2.15
SSR_P;2019;290000785;220020739;N2460;;1;0.1
SSR_P;2019;290000785;220020739;N2500;13;7;14.7
SSR_P;2019;290000785;220020739;NAUT;2;;1.33
SSR_P;2019;290000785;220020739;NCINF;10;7;16.3
SSR_P;2019;290000819;290001023;M1010;;;0.67
SSR_P;2019;290000819;290001023;M1180;;;0.67
SSR_P;2019;290000819;290001023;M1320;;;0.33
SSR_P;2019;290000819;290001023;N241P;;;5.4
SSR_P;2019;290000819;290001023;N2460;;;0.75
SSR_P;2019;290000819;290001023;N2500;;;7
SSR_P;2019;290000819;290001023;NAUT;;;1.9
SSR_P;2019;290000819;290001023;NCINF;;;8
SSR_P;2019;290000827;290000546;M1010;4;2;2.64
SSR_P;2019;290000827;290000546;M1040;1;;0.7
SSR_P;2019;290000827;290000546;M1140;8;;4.49
SSR_P;2019;290000827;290000546;MAUT;6;;1.34
SSR_P;2019;290000827;290000546;N241P;4;4;7.06
SSR_P;2019;290000827;290000546;N2430;;1;0.5
SSR_P;2019;290000827;290000546;N2450;1;;1
SSR_P;2019;290000827;290000546;N2460;;2;1.78
SSR_P;2019;290000827;290000546;N2470;;1;0.54
SSR_P;2019;290000827;290000546;N2500;20;15;33.6
SSR_P;2019;290000827;290000546;N2710;1;2;1.85
SSR_P;2019;290000827;290000546;N310H;6;3;4.35
SSR_P;2019;290000827;290000546;N3120;;1;0.44
SSR_P;2019;290000827;290000546;NCINF;22;17;36.4
SSR_P;2019;290000934;560005746;M1010;;1;0.6
SSR_P;2019;290000934;560005746;M1150;;2;1.2
SSR_P;2019;290000934;560005746;N2500;4;9;11.1
SSR_P;2019;290000934;560005746;N310H;1;;0.5
SSR_P;2019;290000934;560005746;NAUT;3;1;3.8
SSR_P;2019;290000934;560005746;NCINF;7;3;9.89
SSR_P;2019;290000975;290000546;M1010;1;2;3
SSR_P;2019;290000975;290000546;M1140;1;4;5.67
SSR_P;2019;290000975;290000546;M1150;1;1;1.95
SSR_P;2019;290000975;290000546;M1180;5;4;8.56
SSR_P;2019;290000975;290000546;N241P;21;7;28.13
SSR_P;2019;290000975;290000546;N2430;4;2;4.05
SSR_P;2019;290000975;290000546;N2450;4;3;6.34
SSR_P;2019;290000975;290000546;N2460;15;2;17.01
SSR_P;2019;290000975;290000546;N2470;1;;0.98
SSR_P;2019;290000975;290000546;N2500;65;14;68.2
SSR_P;2019;290000975;290000546;N2710;5;3;5.32
SSR_P;2019;290000975;290000546;N310H;12;7;16.02
SSR_P;2019;290000975;290000546;N3120;1;3;3.4
SSR_P;2019;290000975;290000546;NCINF;62;22;77.85
SSR_P;2019;290000983;290000546;M1040;2;1;3.22
SSR_P;2019;290000983;290000546;N241P;2;;2.32
SSR_P;2019;290000983;290000546;N2450;1;;1
SSR_P;2019;290000983;290000546;N2500;5;5;8.59
SSR_P;2019;290000983;290000546;N2710;1;;0.4
SSR_P;2019;290000983;290000546;N310H;3;;4.5
SSR_P;2019;290000983;290000546;NCINF;4;10;11.55
SSR_P;2019;290001015;290000751;M1010;10;1;2.91
SSR_P;2019;290001015;290000751;N241P;1;;0.8
SSR_P;2019;290001015;290000751;N2500;13;3;12.59
SSR_P;2019;290001015;290000751;N3120;;1;0.4
SSR_P;2019;290001015;290000751;NAUT;5;1;4.72
SSR_P;2019;290001015;290000751;NCINF;9;3;8.18
SSR_P;2019;290002344;440042844;M1010;1;2;2.2
SSR_P;2019;290002344;440042844;M1320;;2;1.4
SSR_P;2019;290002344;440042844;MAUT;;;0.98
SSR_P;2019;290002344;440042844;N241P;2;1;1.84
SSR_P;2019;290002344;440042844;N2450;;1;0.6
SSR_P;2019;290002344;440042844;N2500;29;12;38.88
SSR_P;2019;290002344;440042844;N2710;;1;0.3
SSR_P;2019;290002344;440042844;N3120;;1;0.6
SSR_P;2019;290002344;440042844;NAUT;7;5;9.54
SSR_P;2019;290002344;440042844;NCINF;15;10;21.16
SSR_P;2019;290003953;920030269;M1010;2;;1.01
SSR_P;2019;290003953;920030269;M1180;2;;2.62
SSR_P;2019;290003953;920030269;M1190;;1;0.4
SSR_P;2019;290003953;920030269;M1320;1;;1.56
SSR_P;2019;290003953;920030269;MAUT;;1;0.2
SSR_P;2019;290003953;920030269;N241P;24;3;24.12
SSR_P;2019;290003953;920030269;N2430;1;1;1.38
SSR_P;2019;290003953;920030269;N2450;;1;0.4
SSR_P;2019;290003953;920030269;N2460;4;;4.45
SSR_P;2019;290003953;920030269;N2500;17;4;16.29
SSR_P;2019;290003953;920030269;N2710;;2;0.5
SSR_P;2019;290003953;920030269;N310H;;1;0.5
SSR_P;2019;290003953;920030269;N3120;;3;0.61
SSR_P;2019;290003953;920030269;NAUT;6;;4.98
SSR_P;2019;290003953;920030269;NCINF;19;4;24.43
SSR_P;2019;290004324;290000017;M1150;;1;0.8
SSR_P;2019;290004324;290000017;N241P;6;4;9.16
SSR_P;2019;290004324;290000017;N2450;;1;0.3
SSR_P;2019;290004324;290000017;N310H;3;;2.92
SSR_P;2019;290004324;290000017;NAUT;;1;1.1
SSR_P;2019;290004324;290000017;NCINF;1;2;2.6
SSR_P;2019;290004365;290000017;M1180;1;1;1.5
SSR_P;2019;290004365;290000017;N241P;4;2;5.2
SSR_P;2019;290004365;290000017;N2460;;3;1.6
SSR_P;2019;290004365;290000017;N2470;;2;1.1
SSR_P;2019;290004365;290000017;N2500;29;28;49.9
SSR_P;2019;290004365;290000017;N2710;;1;0.5
SSR_P;2019;290004365;290000017;N310H;1;1;1.09
SSR_P;2019;290004365;290000017;N3120;;1;0.62
SSR_P;2019;290004365;290000017;NAUT;4;6;12.74
SSR_P;2019;290004365;290000017;NCINF;16;24;37.3
SSR_P;2019;290007905;750826307;M1010;;1;0.02
SSR_P;2019;290007905;750826307;M1070;;1;0.04
SSR_P;2019;290007905;750826307;M1140;;1;0.05
SSR_P;2019;290007905;750826307;MAUT;;1;0.01
SSR_P;2019;290007905;750826307;NAUT;14;3;0.57
SSR_P;2019;290007905;750826307;NCINF;;5;0.19
SSR_P;2019;290034610;560005746;M1010;;1;0.81
SSR_P;2019;290034610;560005746;M1320;1;;1
SSR_P;2019;290034610;560005746;N2500;14;12;23.7
SSR_P;2019;290034610;560005746;N310H;1;;0.5
SSR_P;2019;290034610;560005746;NAUT;5;4;7.31
SSR_P;2019;290034610;560005746;NCINF;6;9;13.4
SSR_P;2019;290036466;440042844;M1010;;2;1.6
SSR_P;2019;290036466;440042844;M1180;;3;2.6
SSR_P;2019;290036466;440042844;M1320;;2;1.23
SSR_P;2019;290036466;440042844;N241P;;;9.1
SSR_P;2019;290036466;440042844;N2430;;;1.2
SSR_P;2019;290036466;440042844;N2450;;;0.5
SSR_P;2019;290036466;440042844;N2460;;;4.6
SSR_P;2019;290036466;440042844;N2500;;;28.4
SSR_P;2019;290036466;440042844;N2710;;;1.3
SSR_P;2019;290036466;440042844;N3120;;;0.9
SSR_P;2019;290036466;440042844;NAUT;;;3.9
SSR_P;2019;290036466;440042844;NCINF;;;26.2
SSR_P;2019;290036474;440042844;M1010;;5;2.95
SSR_P;2019;290036474;440042844;N241P;;;6.7
SSR_P;2019;290036474;440042844;N2430;;;1
SSR_P;2019;290036474;440042844;N2450;;;0.5
SSR_P;2019;290036474;440042844;N2460;;;1.3
SSR_P;2019;290036474;440042844;N2500;;;28.4
SSR_P;2019;290036474;440042844;N2710;;;0.3
SSR_P;2019;290036474;440042844;N3120;;;0.6
SSR_P;2019;290036474;440042844;NAUT;;;5
SSR_P;2019;290036474;440042844;NCINF;;;18.4
SSR_P;2019;290036706;440055911;M1010;4;;3.05
SSR_P;2019;290036706;440055911;M1180;2;;1.03
SSR_P;2019;290036706;440055911;M1320;1;;0.43
SSR_P;2019;290036706;440055911;N241P;15;6;9.34
SSR_P;2019;290036706;440055911;N2450;1;;0.59
SSR_P;2019;290036706;440055911;N2460;3;1;1.82
SSR_P;2019;290036706;440055911;N2500;46;5;26.72
SSR_P;2019;290036706;440055911;N2710;;2;0.56
SSR_P;2019;290036706;440055911;N3120;1;;0.48
SSR_P;2019;290036706;440055911;NAUT;8;4;5.07
SSR_P;2019;290036706;440055911;NCINF;33;10;18.94
SSR_P;2019;2A0000030;2A0000048;M1010;;2;1.15
SSR_P;2019;2A0000030;2A0000048;M1040;;1;0.32
SSR_P;2019;2A0000030;2A0000048;M1180;2;;2
SSR_P;2019;2A0000030;2A0000048;M3020;1;;1
SSR_P;2019;2A0000030;2A0000048;N241P;17;;17
SSR_P;2019;2A0000030;2A0000048;N2430;2;;2
SSR_P;2019;2A0000030;2A0000048;N2450;1;1;1.3
SSR_P;2019;2A0000030;2A0000048;N2460;;3;2.6
SSR_P;2019;2A0000030;2A0000048;N2500;13;;13
SSR_P;2019;2A0000030;2A0000048;N2710;1;;1
SSR_P;2019;2A0000030;2A0000048;N310H;1;;1
SSR_P;2019;2A0000030;2A0000048;N3120;1;;1
SSR_P;2019;2A0000030;2A0000048;NCINF;15;;15
SSR_P;2019;2A0000212;2A0000170;M1010;1;;1
SSR_P;2019;2A0000212;2A0000170;N241P;1;1;1.2
SSR_P;2019;2A0000212;2A0000170;N3120;1;;0.5
SSR_P;2019;2A0000212;2A0000170;NCINF;7;1;7.8
SSR_P;2019;2A0000261;2A0000279;M1010;1;;1
SSR_P;2019;2A0000261;2A0000279;M1150;;1;0.13
SSR_P;2019;2A0000261;2A0000279;MAUT;;1;0.11
SSR_P;2019;2A0000261;2A0000279;N241P;;4;0.84
SSR_P;2019;2A0000261;2A0000279;N2450;;1;0.18
SSR_P;2019;2A0000261;2A0000279;N2460;;1;0.06
SSR_P;2019;2A0000261;2A0000279;N2500;10;3;12.26
SSR_P;2019;2A0000261;2A0000279;N310H;;1;0.11
SSR_P;2019;2A0000261;2A0000279;N3120;;1;0.07
SSR_P;2019;2A0000261;2A0000279;NAUT;26;3;29.29
SSR_P;2019;2A0000261;2A0000279;NCINF;6;1;8.66
SSR_P;2019;2A0000287;2A0000386;M1010;2;0;2
SSR_P;2019;2A0000287;2A0000386;N241P;0;1;0.5
SSR_P;2019;2A0000287;2A0000386;N2500;13;1;12.29
SSR_P;2019;2A0000287;2A0000386;N310H;0;1;0.05
SSR_P;2019;2A0000287;2A0000386;N3120;0;1;0.2
SSR_P;2019;2A0000287;2A0000386;NAUT;8;1;7.63
SSR_P;2019;2A0000287;2A0000386;NCINF;13;4;16.82
SSR_P;2019;2A0002051;2A0000303;M1010;1;;1
SSR_P;2019;2A0002051;2A0000303;M1070;;1;0.25
SSR_P;2019;2A0002051;2A0000303;M1120;;1;0.13
SSR_P;2019;2A0002051;2A0000303;M1180;4;;4
SSR_P;2019;2A0002051;2A0000303;M3020;;1;0.25
SSR_P;2019;2A0002051;2A0000303;N241P;20;;20
SSR_P;2019;2A0002051;2A0000303;N2430;;3;1
SSR_P;2019;2A0002051;2A0000303;N2450;2;;2
SSR_P;2019;2A0002051;2A0000303;N2460;3;;3
SSR_P;2019;2A0002051;2A0000303;N2470;1;;1
SSR_P;2019;2A0002051;2A0000303;N2500;19;;19
SSR_P;2019;2A0002051;2A0000303;N2710;;1;0.11
SSR_P;2019;2A0002051;2A0000303;N3120;1;;1
SSR_P;2019;2A0002051;2A0000303;NAUT;;1;0.25
SSR_P;2019;2A0002051;2A0000303;NCINF;19;;19
SSR_P;2019;2A0002614;2A0002606;M1010;;1;0.75
SSR_P;2019;2A0002614;2A0002606;N241P;2;;1
SSR_P;2019;2A0002614;2A0002606;N2460;1;;0.2
SSR_P;2019;2A0002614;2A0002606;N2500;10;;7.8
SSR_P;2019;2A0002614;2A0002606;N2710;1;;0.15
SSR_P;2019;2A0002614;2A0002606;NCINF;3;;3.91
SSR_P;2019;2A0022554;2A0000311;M1010;;2;0.7
SSR_P;2019;2A0022554;2A0000311;M1070;;1;0.3
SSR_P;2019;2A0022554;2A0000311;MAUT;;1;0.6
SSR_P;2019;2A0022554;2A0000311;N241P;;1;0.3
SSR_P;2019;2A0022554;2A0000311;N2450;2;;2
SSR_P;2019;2A0022554;2A0000311;N2710;1;1;1.69
SSR_P;2019;2A0022554;2A0000311;N310H;;2;1.69
SSR_P;2019;2A0022554;2A0000311;NCINF;5;;5
SSR_P;2019;2A0023271;2A0000014;M1180;;1;0.36
SSR_P;2019;2A0023271;2A0000014;M1190;1;;1
SSR_P;2019;2A0023271;2A0000014;M1320;2;;1.69
SSR_P;2019;2A0023271;2A0000014;N241P;2;;1.74
SSR_P;2019;2A0023271;2A0000014;N2450;;;0.28
SSR_P;2019;2A0023271;2A0000014;N2500;21;21;24.64
SSR_P;2019;2A0023271;2A0000014;N310H;;;0.2
SSR_P;2019;2A0023271;2A0000014;N3120;;;0.16
SSR_P;2019;2A0023271;2A0000014;NAUT;8;;9.78
SSR_P;2019;2A0023271;2A0000014;NCINF;10;12;12.94
SSR_P;2019;2B0000012;2B0000020;M1010;1;2;1.48
SSR_P;2019;2B0000012;2B0000020;M1040;0;1;0.7
SSR_P;2019;2B0000012;2B0000020;M1180;2;1;2.12
SSR_P;2019;2B0000012;2B0000020;MAUT;0;1;0.6
SSR_P;2019;2B0000012;2B0000020;N241P;14;2;13.95
SSR_P;2019;2B0000012;2B0000020;N2430;0;1;0.89
SSR_P;2019;2B0000012;2B0000020;N2450;0;1;0.59
SSR_P;2019;2B0000012;2B0000020;N2460;0;5;3.8
SSR_P;2019;2B0000012;2B0000020;N2500;14;5;16.27
SSR_P;2019;2B0000012;2B0000020;N2710;0;1;0.35
SSR_P;2019;2B0000012;2B0000020;N310H;2;0;1.73
SSR_P;2019;2B0000012;2B0000020;N3120;0;1;0.8
SSR_P;2019;2B0000012;2B0000020;NAUT;8;1;8.03
SSR_P;2019;2B0000012;2B0000020;NCINF;21;4;21.56
SSR_P;2019;2B0000038;2B0004246;M1320;2;;0.8
SSR_P;2019;2B0000038;2B0004246;N241P;2;;2
SSR_P;2019;2B0000038;2B0004246;N2450;;1;0.3
SSR_P;2019;2B0000038;2B0004246;N2500;10;1;10.8
SSR_P;2019;2B0000038;2B0004246;NCINF;8;1;8.8
SSR_P;2019;2B0000400;2B0000137;M1010;1;1;1.5
SSR_P;2019;2B0000400;2B0000137;M1320;;1;0.5
SSR_P;2019;2B0000400;2B0000137;N241P;;8;3
SSR_P;2019;2B0000400;2B0000137;N2450;;1;0.5
SSR_P;2019;2B0000400;2B0000137;N2460;;1;0.75
SSR_P;2019;2B0000400;2B0000137;N2500;21;;18
SSR_P;2019;2B0000400;2B0000137;N2710;;1;0.8
SSR_P;2019;2B0000400;2B0000137;N310H;1;;1
SSR_P;2019;2B0000400;2B0000137;N3120;1;;1
SSR_P;2019;2B0000400;2B0000137;NAUT;21;;18
SSR_P;2019;2B0000400;2B0000137;NCINF;9;;8
SSR_P;2019;2B0005664;2B0005656;M1010;1;;1
SSR_P;2019;2B0005664;2B0005656;N241P;;3;1
SSR_P;2019;2B0005664;2B0005656;N2450;;1;0.5
SSR_P;2019;2B0005664;2B0005656;N2500;6;;6
SSR_P;2019;2B0005664;2B0005656;N2710;;1;0.5
SSR_P;2019;2B0005664;2B0005656;N3120;;1;0.5
SSR_P;2019;2B0005664;2B0005656;NCINF;6;;6
SSR_P;2019;300000023;300780046;M1180;2;1;2.1
SSR_P;2019;300000023;300780046;N241P;10;3;9.31
SSR_P;2019;300000023;300780046;N2460;;;0.84
SSR_P;2019;300000023;300780046;N2500;25;6;27.21
SSR_P;2019;300000023;300780046;N2710;;1;0.6
SSR_P;2019;300000023;300780046;N3120;;;0.09
SSR_P;2019;300000023;300780046;NAUT;19;4;21.74
SSR_P;2019;300000023;300780046;NCINF;15;3;16.13
SSR_P;2019;300000049;130028228;M1010;;3;1.02
SSR_P;2019;300000049;130028228;M1320;;3;1.02
SSR_P;2019;300000049;130028228;MAUT;;0;0.04
SSR_P;2019;300000049;130028228;N241P;;5;0.57
SSR_P;2019;300000049;130028228;N2460;;2;0.4
SSR_P;2019;300000049;130028228;N2500;;42;11.97
SSR_P;2019;300000049;130028228;N2710;;2;0.22
SSR_P;2019;300000049;130028228;NAUT;;7;1.72
SSR_P;2019;300000049;130028228;NCINF;;24;7.46
SSR_P;2019;300000056;300780079;M1010;;2;1.2
SSR_P;2019;300000056;300780079;N241P;2;2;3.1
SSR_P;2019;300000056;300780079;N2460;2;;2
SSR_P;2019;300000056;300780079;N2500;18;11;20.4
SSR_P;2019;300000056;300780079;N2710;;2;1
SSR_P;2019;300000056;300780079;N3120;1;;0.8
SSR_P;2019;300000056;300780079;NAUT;2;6;4.9
SSR_P;2019;300000056;300780079;NCINF;10;6;15.9
SSR_P;2019;300000064;300780087;M1180;4;1;2.54
SSR_P;2019;300000064;300780087;N241P;0;6;1.57
SSR_P;2019;300000064;300780087;N2460;0;2;1.7
SSR_P;2019;300000064;300780087;N2500;14;24;32.59
SSR_P;2019;300000064;300780087;N2710;;1;0.45
SSR_P;2019;300000064;300780087;N3120;0;3;0.82
SSR_P;2019;300000064;300780087;NAUT;3;4;4.14
SSR_P;2019;300000064;300780087;NCINF;7;13;13.56
SSR_P;2019;300000072;300780095;M1180;;2;0.61
SSR_P;2019;300000072;300780095;N241P;1;2;1
SSR_P;2019;300000072;300780095;N2450;;1;0.4
SSR_P;2019;300000072;300780095;N2460;1;2;1.38
SSR_P;2019;300000072;300780095;N2500;13;1;5.19
SSR_P;2019;300000072;300780095;N2710;1;;0.1
SSR_P;2019;300000072;300780095;N3120;1;;0.3
SSR_P;2019;300000072;300780095;NAUT;43;18;14.09
SSR_P;2019;300000072;300780095;NCINF;5;7;2.88
SSR_P;2019;300000478;300781010;M1010;1;;0.99
SSR_P;2019;300000478;300781010;M1150;0;1;0.09
SSR_P;2019;300000478;300781010;N2500;10;5;13.15
SSR_P;2019;300000478;300781010;NCINF;7;;7.49
SSR_P;2019;300002169;780020715;M1010;;1;0.5
SSR_P;2019;300002169;780020715;M1320;;1;0.6
SSR_P;2019;300002169;780020715;MAUT;;1;0.5
SSR_P;2019;300002169;780020715;N241P;1;;1
SSR_P;2019;300002169;780020715;N2430;;1;0.1
SSR_P;2019;300002169;780020715;N2450;;1;0.2
SSR_P;2019;300002169;780020715;N2460;1;;1
SSR_P;2019;300002169;780020715;N2500;10;6;14
SSR_P;2019;300002169;780020715;N2710;;1;0.4
SSR_P;2019;300002169;780020715;N3120;;1;0.2
SSR_P;2019;300002169;780020715;NAUT;3;5;5.2
SSR_P;2019;300002169;780020715;NCINF;7;1;7.8
SSR_P;2019;300012358;340015171;M1010;4;;4
SSR_P;2019;300012358;340015171;MAUT;;1;0.5
SSR_P;2019;300012358;340015171;N241P;4;1;3.78
SSR_P;2019;300012358;340015171;N2450;;1;0.5
SSR_P;2019;300012358;340015171;N2460;;1;0.8
SSR_P;2019;300012358;340015171;N2500;24;6;30.41
SSR_P;2019;300012358;340015171;N2710;1;;1.39
SSR_P;2019;300012358;340015171;N3120;;1;0.74
SSR_P;2019;300012358;340015171;NAUT;;3;1.88
SSR_P;2019;300012358;340015171;NCINF;19;3;24.21
SSR_P;2019;300014040;300014024;M1010;;4;0.86
SSR_P;2019;300014040;300014024;M1180;;1;0.8
SSR_P;2019;300014040;300014024;N241P;2;1;3.15
SSR_P;2019;300014040;300014024;N2450;;1;0.17
SSR_P;2019;300014040;300014024;N2460;1;;1
SSR_P;2019;300014040;300014024;N2500;6;2;8.54
SSR_P;2019;300014040;300014024;N2710;;1;0.25
SSR_P;2019;300014040;300014024;N310H;2;;1.69
SSR_P;2019;300014040;300014024;N3120;;1;0.5
SSR_P;2019;300014040;300014024;NAUT;3;14;7.76
SSR_P;2019;300014040;300014024;NCINF;10;1;7.99
SSR_P;2019;300017423;380804542;M1010;;2;1.66
SSR_P;2019;300017423;380804542;M1150;;1;0.89
SSR_P;2019;300017423;380804542;MAUT;;1;0.62
SSR_P;2019;300017423;380804542;N241P;2;1;2.4
SSR_P;2019;300017423;380804542;N2450;;1;0.5
SSR_P;2019;300017423;380804542;N2500;11;1;12.2
SSR_P;2019;300017423;380804542;N2710;;2;1.51
SSR_P;2019;300017423;380804542;N3120;1;;1
SSR_P;2019;300017423;380804542;NAUT;17;7;16.72
SSR_P;2019;300017423;380804542;NCINF;10;4;11.11
SSR_P;2019;300780111;750050759;M1010;2;;2
SSR_P;2019;300780111;750050759;MAUT;;1;0.7
SSR_P;2019;300780111;750050759;N241P;1;1;1.5
SSR_P;2019;300780111;750050759;N2450;;1;0.4
SSR_P;2019;300780111;750050759;N2460;;1;0.9
SSR_P;2019;300780111;750050759;N2500;4;11;12.02
SSR_P;2019;300780111;750050759;N2710;1;;1
SSR_P;2019;300780111;750050759;N3120;1;;1
SSR_P;2019;300780111;750050759;NAUT;11;4;13.32
SSR_P;2019;300780111;750050759;NCINF;3;10;9.97
SSR_P;2019;300780285;300000726;M1010;2;5;2.18
SSR_P;2019;300780285;300000726;M1180;;9;2.52
SSR_P;2019;300780285;300000726;M1320;2;;1.66
