BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2019;160000303;160006037;M9999;1;;1;;;;
SMURSAMU_P;2019;160000303;160006037;N2223;1;;1;;;;
SMURSAMU_P;2019;160000303;160006037;N5140;5;;5;;;;
SMURSAMU_P;2019;160000303;160006037;N9999;6;;6;;;;
SMURSAMU_P;2019;160000311;160000485;M9999;4;6;2.35;1;;;
SMURSAMU_P;2019;160000311;160000485;N1220;1;;0.25;1;;;
SMURSAMU_P;2019;160000311;160000485;N2120;1;;0.5;1;;;
SMURSAMU_P;2019;160000311;160000485;N2223;7;;1.63;1;;;
SMURSAMU_P;2019;160000311;160000485;N9999;9;;2.38;;;;
SMURSAMU_P;2019;160000337;160000493;M9999;14;1;0.93;1;;;
SMURSAMU_P;2019;160000337;160000493;N1220;2;;0.31;1;;;
SMURSAMU_P;2019;160000337;160000493;N2120;1;;0.06;1;;;
SMURSAMU_P;2019;160000337;160000493;N2223;13;1;1.8;1;;;
SMURSAMU_P;2019;160000337;160000493;N2500;7;;1.62;;;;
SMURSAMU_P;2019;160000337;160000493;N9999;25;2;4.18;1;;;
SMURSAMU_P;2019;160015368;160014411;M9999;5;;2.81;1;;;
SMURSAMU_P;2019;160015368;160014411;N2120;1;;0.28;0;;;
SMURSAMU_P;2019;160015368;160014411;N2223;5;;5.49;1;;;
SMURSAMU_P;2019;160015368;160014411;N5140;3;;3.25;0;;;
SMURSAMU_P;2019;160015368;160014411;N9999;9;;9.02;;;;
SMURSAMU_P;2019;170000038;170780050;M9999;4;1;4.69;1;;;
SMURSAMU_P;2019;170000038;170780050;N2120;1;;0.34;1;;;
SMURSAMU_P;2019;170000038;170780050;N2223;11;2;12.34;1;;;
SMURSAMU_P;2019;170000038;170780050;N5140;2;;1.68;1;;;
SMURSAMU_P;2019;170000038;170780050;N9999;14;2;14.36;1;;;
SMURSAMU_P;2019;170000087;170024194;M9999;;59;9;1;;59;5
SMURSAMU_P;2019;170000087;170024194;N1220;;;;;17;4;19.15
SMURSAMU_P;2019;170000087;170024194;N2120;1;;0.5;;1;1;0.8
SMURSAMU_P;2019;170000087;170024194;N2223;15;2;11.68;;;;
SMURSAMU_P;2019;170000087;170024194;N2500;;;0.64;;9;3;9.34
SMURSAMU_P;2019;170000087;170024194;N5140;12;;12.12;;;;
SMURSAMU_P;2019;170000087;170024194;N9999;28;2;24.95;;27;8;29.29
SMURSAMU_P;2019;170000095;170780167;M9999;6;1;3.21;1;;;
SMURSAMU_P;2019;170000095;170780167;N1220;1;;0.1;1;;;
SMURSAMU_P;2019;170000095;170780167;N2120;1;;0.1;1;;;
SMURSAMU_P;2019;170000095;170780167;N2223;4;;2.9;1;;;
SMURSAMU_P;2019;170000095;170780167;N5140;3;;2.04;1;;;
SMURSAMU_P;2019;170000095;170780167;N9999;9;;6.13;1;;;
SMURSAMU_P;2019;170000103;170780175;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;M9999;13;0;4.39;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;N2120;3;0;0.94;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;N2223;36;7;14.14;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;N2500;3;0;2.94;;0;0;0
SMURSAMU_P;2019;170000103;170780175;N5140;11;0;10.97;1;0;0;0
SMURSAMU_P;2019;170000103;170780175;N9999;54;7;29.77;1;0;0;0
SMURSAMU_P;2019;170000129;170780191;M9999;5;5;1;;;;
SMURSAMU_P;2019;170000129;170780191;N2120;1;;0.04;1;;;
SMURSAMU_P;2019;170000129;170780191;N2223;23;1;2.18;1;;;
SMURSAMU_P;2019;170000129;170780191;N2500;1;;1;;;;
SMURSAMU_P;2019;170000129;170780191;N5140;5;;4.73;0;;;
SMURSAMU_P;2019;170000129;170780191;N9999;30;1;7.95;1;;;
SMURSAMU_P;2019;170000152;170780225;M9999;5;4;5.2;1;;;
SMURSAMU_P;2019;170000152;170780225;N2120;1;;0.25;1;;;
SMURSAMU_P;2019;170000152;170780225;N2223;27;7;6.5;1;;;
SMURSAMU_P;2019;170000152;170780225;N2500;24;1;4.85;;;;
SMURSAMU_P;2019;170000152;170780225;N5140;1;;1;0;;;
SMURSAMU_P;2019;170000152;170780225;N9999;53;8;12.6;;;;
SMURSAMU_P;2019;170024590;170780225;M9999;;3;0.6;;;;
SMURSAMU_P;2019;170024590;170780225;N2223;;4;0.8;;;;
SMURSAMU_P;2019;170024590;170780225;N5140;;4;0.8;;;;
SMURSAMU_P;2019;170024590;170780225;N9999;;8;1.6;;;;
SMURSAMU_P;2019;180000010;180000028;M9999;;11;5.8;1;;11;5.2
SMURSAMU_P;2019;180000010;180000028;MREG;;;;;;11;5.2
SMURSAMU_P;2019;180000010;180000028;N1220;;;;;13;2;14.56
SMURSAMU_P;2019;180000010;180000028;N2120;;1;0.55;0;;1;0.44
SMURSAMU_P;2019;180000010;180000028;N2223;6;2;7.75;0;;;
SMURSAMU_P;2019;180000010;180000028;N2500;1;;1.71;;3;;4.81
SMURSAMU_P;2019;180000010;180000028;N5140;8;;8.46;0;;;
SMURSAMU_P;2019;180000010;180000028;N9999;15;3;18.47;0;16;3;19.81
SMURSAMU_P;2019;180000200;180000051;M9999;0;8;3.83;;0;0;0
SMURSAMU_P;2019;180000200;180000051;N2120;0;1;0.25;;0;0;0
SMURSAMU_P;2019;180000200;180000051;N2223;0;18;5.15;;0;0;0
SMURSAMU_P;2019;180000200;180000051;N9999;0;21;5.58;;0;0;0
SMURSAMU_P;2019;180000283;180000069;M9999;4;;2.88;1;;;
SMURSAMU_P;2019;180000283;180000069;N2223;;6;3.6;1;;;
SMURSAMU_P;2019;180000283;180000069;N9999;;6;3.6;1;;;
SMURSAMU_P;2019;190000018;190000042;M9999;10;5;5.52;1;;;
SMURSAMU_P;2019;190000018;190000042;N2120;1;;0.2;;;;
SMURSAMU_P;2019;190000018;190000042;N2223;6;;6;;;;
SMURSAMU_P;2019;190000018;190000042;N5140;12;;12;;;;
SMURSAMU_P;2019;190000018;190000042;N9999;20;;19.2;;;;
SMURSAMU_P;2019;190000026;190000059;M9999;9;1;3.79;1;8;;1.22
SMURSAMU_P;2019;190000026;190000059;MREG;;;;;8;;1.22
SMURSAMU_P;2019;190000026;190000059;N1220;;3;0.55;1;12;1;12.49
SMURSAMU_P;2019;190000026;190000059;N2120;;1;0.4;0;;1;0.4
SMURSAMU_P;2019;190000026;190000059;N2223;4;;4;;;;
SMURSAMU_P;2019;190000026;190000059;N5140;5;2;6.67;;;1;0.09
SMURSAMU_P;2019;190000026;190000059;N9999;9;6;11.62;0;12;3;12.98
SMURSAMU_P;2019;190010892;190000059;M9999;1;2;2.4;0;;;
SMURSAMU_P;2019;190010892;190000059;MREG;1;2;2.4;;;;
SMURSAMU_P;2019;190010892;190000059;N2223;6;0;6;0;;;
SMURSAMU_P;2019;190010892;190000059;N5140;6;0;6;0;;;
SMURSAMU_P;2019;190010892;190000059;N9999;12;0;12;;;;
SMURSAMU_P;2019;210987558;210780581;M1140;1;10;3.5;0;;;
SMURSAMU_P;2019;210987558;210780581;M9999;1;43;11.25;1;;25;4.93
SMURSAMU_P;2019;210987558;210780581;N1220;;;;;14;22;26.79
SMURSAMU_P;2019;210987558;210780581;N2120;1;1;1.03;;;;
SMURSAMU_P;2019;210987558;210780581;N2223;6;45;22.26;;;;
SMURSAMU_P;2019;210987558;210780581;N2500;1;1;1.11;;1;;1
SMURSAMU_P;2019;210987558;210780581;N5140;13;2;16.92;;1;;1
SMURSAMU_P;2019;210987558;210780581;N9999;26;52;44.46;0;19;23;36.52
SMURSAMU_P;2019;210987657;210012175;M9999;;;;1;;;
SMURSAMU_P;2019;210987657;210012175;N1220;;;;1;;;
SMURSAMU_P;2019;210987657;210012175;N2120;;;;1;;;
SMURSAMU_P;2019;210987657;210012175;N2223;;;;1;;;
SMURSAMU_P;2019;210987657;210012175;N5140;6;;6.42;;;;
SMURSAMU_P;2019;210987657;210012175;N9999;6;;6.42;;;;
SMURSAMU_P;2019;210987665;210012142;M9999;8;;4.63;1;;;
SMURSAMU_P;2019;210987665;210012142;N1220;2;;2;0;;;
SMURSAMU_P;2019;210987665;210012142;N2120;1;;0.1;1;;;
SMURSAMU_P;2019;210987665;210012142;N2223;16;;6.38;1;;;
SMURSAMU_P;2019;210987665;210012142;N5140;5;;5.87;0;;;
SMURSAMU_P;2019;210987665;210012142;N9999;25;;14.35;1;;;
SMURSAMU_P;2019;210987699;210780706;M9999;5;2;4.63;1;;;
SMURSAMU_P;2019;210987699;210780706;N2120;1;0;0.5;1;;;
SMURSAMU_P;2019;210987699;210780706;N2223;14;4;6.38;1;;;
SMURSAMU_P;2019;210987699;210780706;N5140;8;0;6.36;1;;;
SMURSAMU_P;2019;210987699;210780706;N9999;23;4;13.24;;;;
SMURSAMU_P;2019;220000012;220000020;M9999;10;7;12.4;0;;;
SMURSAMU_P;2019;220000012;220000020;N1220;2;;1.97;;22;;21.76
SMURSAMU_P;2019;220000012;220000020;N2120;1;;0.5;;1;;0.5
SMURSAMU_P;2019;220000012;220000020;N2223;4;1;4.9;;1;;1.08
SMURSAMU_P;2019;220000012;220000020;N2500;;;;;2;;1.24
SMURSAMU_P;2019;220000012;220000020;N5140;12;;12.24;;1;;1
SMURSAMU_P;2019;220000012;220000020;N9999;19;1;19.61;;27;0;25.58
SMURSAMU_P;2019;220000095;220000046;M1140;;;;1;;;
SMURSAMU_P;2019;220000095;220000046;M9999;9;3;5.48;1;;;
SMURSAMU_P;2019;220000095;220000046;MREG;;;;1;;;
SMURSAMU_P;2019;220000095;220000046;N2223;11;12;5.85;1;;;
SMURSAMU_P;2019;220000095;220000046;N2500;22;2;5.85;;;;
SMURSAMU_P;2019;220000095;220000046;N9999;33;14;11.7;1;;;
SMURSAMU_P;2019;220000343;220000079;M9999;;1;0.45;1;;;
SMURSAMU_P;2019;220000343;220000079;MREG;;1;0.45;;;;
SMURSAMU_P;2019;220000343;220000079;N2120;;;;1;;;
SMURSAMU_P;2019;220000343;220000079;N2223;1;;;;;;
SMURSAMU_P;2019;220000343;220000079;N2500;1;;;;;;
SMURSAMU_P;2019;220000343;220000079;N9999;2;;;;;;
SMURSAMU_P;2019;220000368;220000103;M9999;;9;4.64;1;;;
SMURSAMU_P;2019;220000368;220000103;N2120;;1;0.13;1;;;
SMURSAMU_P;2019;220000368;220000103;N2223;3;2;3.86;0;;;
SMURSAMU_P;2019;220000368;220000103;N9999;3;3;3.99;;;;
SMURSAMU_P;2019;220000541;220000152;M9999;;14;1.32;;;;
SMURSAMU_P;2019;220000541;220000152;N2223;;11;1.69;;;;
SMURSAMU_P;2019;220000541;220000152;N2500;;5;0.78;;;;
SMURSAMU_P;2019;220000541;220000152;N9999;;16;2.47;;;;
SMURSAMU_P;2019;230000820;230780041;M9999;8;;2.48;0;8;;2.48
SMURSAMU_P;2019;230000820;230780041;N1220;;;;0;9;;8.94
SMURSAMU_P;2019;230000820;230780041;N2120;2;;0.14;0;2;;0.32
SMURSAMU_P;2019;230000820;230780041;N2223;5;;4.07;0;;;
SMURSAMU_P;2019;230000820;230780041;N9999;7;;4.21;0;11;;9.26
SMURSAMU_P;2019;240000372;240000059;M9999;;7;5.4;1;0;0;0
SMURSAMU_P;2019;240000372;240000059;N1220;0;2;0.2;;0;0;0
SMURSAMU_P;2019;240000372;240000059;N2120;0;1;0.2;1;0;0;0
SMURSAMU_P;2019;240000372;240000059;N2223;0;19;6.38;1;0;0;0
SMURSAMU_P;2019;240000372;240000059;N5140;6;0;6.15;0;0;0;0
SMURSAMU_P;2019;240000372;240000059;N9999;6;22;12.93;;0;0;0
SMURSAMU_P;2019;240000489;240000117;M9999;;18;7.43;1;1;8;3.25
SMURSAMU_P;2019;240000489;240000117;MREG;;;;1;1;8;3.25
SMURSAMU_P;2019;240000489;240000117;N1220;1;0;0.5;0;19;2;19.95
SMURSAMU_P;2019;240000489;240000117;N2223;11;0;10.57;0;0;0;0
SMURSAMU_P;2019;240000489;240000117;N2500;0;1;0.98;;1;0;1.33
SMURSAMU_P;2019;240000489;240000117;N5140;14;0;13.18;0;0;0;0
SMURSAMU_P;2019;240000489;240000117;N9999;26;1;25.23;0;20;2;21.28
SMURSAMU_P;2019;240000687;240000448;M9999;;;2.3;;;;
SMURSAMU_P;2019;240000687;240000448;N2120;;;0.18;;;;
SMURSAMU_P;2019;240000687;240000448;N2223;;;2.81;;;;
SMURSAMU_P;2019;240000687;240000448;N9999;;;2.99;;;;
SMURSAMU_P;2019;250000700;250000452;M9999;8;4;3;1;;;
SMURSAMU_P;2019;250000700;250000452;N1220;;9;0.32;1;;;
SMURSAMU_P;2019;250000700;250000452;N2120;;1;0.25;1;;;
SMURSAMU_P;2019;250000700;250000452;N2223;;54;9.32;1;;;
SMURSAMU_P;2019;250000700;250000452;N2500;;11;0.18;;;;
SMURSAMU_P;2019;250000700;250000452;N9999;;75;10.15;1;;;
SMURSAMU_P;2019;250006954;250000015;M9999;;47;10.93;1;;103;21.1
SMURSAMU_P;2019;250006954;250000015;MREG;;;;;;103;21.1
SMURSAMU_P;2019;250006954;250000015;N1220;2;0;1;;50;4;54.16
SMURSAMU_P;2019;250006954;250000015;N2120;;2;0.55;;0;1;0.55
SMURSAMU_P;2019;250006954;250000015;N2223;19;1;19.05;;;;
SMURSAMU_P;2019;250006954;250000015;N2500;1;0;1;;;;
SMURSAMU_P;2019;250006954;250000015;N5140;16;1;16.83;;;;
SMURSAMU_P;2019;250006954;250000015;N9999;38;4;38.95;;50;5;54.71
SMURSAMU_P;2019;260000013;260000021;M9999;15;9;10.45;1;15;9;10.45
SMURSAMU_P;2019;260000013;260000021;MREG;15;9;10.45;1;15;9;10.45
SMURSAMU_P;2019;260000013;260000021;N1220;;1;0.8;0;;;
SMURSAMU_P;2019;260000013;260000021;N2120;1;;1;1;1;;1
SMURSAMU_P;2019;260000013;260000021;N2223;34;23;49;1;34;23;49
SMURSAMU_P;2019;260000013;260000021;N5140;;;;;16;2;18
SMURSAMU_P;2019;260000013;260000021;N9999;35;24;50.8;;51;25;68
SMURSAMU_P;2019;260000120;260016910;M9999;5;4;5.4;1;;;
SMURSAMU_P;2019;260000120;260016910;N2223;6;1;6.65;;;;
SMURSAMU_P;2019;260000120;260016910;N9999;6;1;6.65;;;;
SMURSAMU_P;2019;260000138;260000047;M9999;11;6;15.3;1;0;0;0
SMURSAMU_P;2019;260000138;260000047;N2223;6;0;6;1;0;0;0
SMURSAMU_P;2019;260000138;260000047;N5140;6;0;5.8;1;0;0;0
SMURSAMU_P;2019;260000138;260000047;N9999;12;0;11.8;1;0;0;0
SMURSAMU_P;2019;270000045;270000060;M9999;9;1;4.4;1;;;
SMURSAMU_P;2019;270000045;270000060;N2223;5;;3.85;1;;;
SMURSAMU_P;2019;270000045;270000060;N5140;3;1;3.74;0;;;
SMURSAMU_P;2019;270000045;270000060;N9999;8;1;7.59;1;;;
SMURSAMU_P;2019;270000359;270023724;M9999;1;14;6.5;0;1;22;6.36
SMURSAMU_P;2019;270000359;270023724;N1220;;1;0.5;;19;3;20.64
SMURSAMU_P;2019;270000359;270023724;N2120;;1;0.4;;;1;0.4
SMURSAMU_P;2019;270000359;270023724;N2223;;19;12.19;;;;
SMURSAMU_P;2019;270000359;270023724;N2500;1;1;0.62;;1;;0.33
SMURSAMU_P;2019;270000359;270023724;N5140;11;;11.5;;;;
SMURSAMU_P;2019;270000359;270023724;N9999;12;22;25.21;;23;4;23.79
SMURSAMU_P;2019;270000367;270000086;M9999;3;2;2.44;1;0;0;0
SMURSAMU_P;2019;270000367;270000086;N1220;3;0;0.76;1;0;0;0
SMURSAMU_P;2019;270000367;270000086;N2120;0;0;0.21;1;0;0;0
SMURSAMU_P;2019;270000367;270000086;N2223;16;1;7.42;1;0;0;0
SMURSAMU_P;2019;270000367;270000086;N2500;13;0;6.24;;0;0;0
SMURSAMU_P;2019;270000367;270000086;N5140;0;0;0;1;0;0;0
SMURSAMU_P;2019;270000367;270000086;N9999;32;1;14.63;1;0;0;0
SMURSAMU_P;2019;270000425;270000102;M9999;1;;0.8;;;;
SMURSAMU_P;2019;270000425;270000102;N1220;;1;0.5;;;;
SMURSAMU_P;2019;270000425;270000102;N2120;;2;0.2;;;;
SMURSAMU_P;2019;270000425;270000102;N2223;4;3;5.76;;;;
SMURSAMU_P;2019;270000425;270000102;N2500;3;1;3.9;;;;
SMURSAMU_P;2019;270000425;270000102;N5140;2;1;2.02;;;;
SMURSAMU_P;2019;270000425;270000102;N9999;9;8;12.38;;;;
SMURSAMU_P;2019;270000441;270000110;M9999;3;4;3.41;1;;;
SMURSAMU_P;2019;270000441;270000110;N1220;1;;0.5;1;;;
SMURSAMU_P;2019;270000441;270000110;N2120;1;;0.5;1;;;
SMURSAMU_P;2019;270000441;270000110;N2223;7;;6.82;1;;;
SMURSAMU_P;2019;270000441;270000110;N2500;5;;5;;;;
SMURSAMU_P;2019;270000441;270000110;N9999;14;;12.82;1;;;
SMURSAMU_P;2019;270000458;270023724;M9999;;;;;1;4;4.51
SMURSAMU_P;2019;270000458;270023724;N2120;;1;0.2;;;;
SMURSAMU_P;2019;270000458;270023724;N2223;1;7;5.99;;;;
SMURSAMU_P;2019;270000458;270023724;N2500;3;5;6.1;;;;
SMURSAMU_P;2019;270000458;270023724;N9999;5;13;13.29;;;;
SMURSAMU_P;2019;280000084;280000183;M9999;3;10;7.66;0;3;10;7.26
SMURSAMU_P;2019;280000084;280000183;MREG;;;;0;3;10;7.26
SMURSAMU_P;2019;280000084;280000183;N1220;;1;0.5;0;12;1;11.42
SMURSAMU_P;2019;280000084;280000183;N2120;;1;0.18;1;;;
SMURSAMU_P;2019;280000084;280000183;N2223;12;2;12.1;0;;;
SMURSAMU_P;2019;280000084;280000183;N2500;5;2;6;;3;2;3.92
SMURSAMU_P;2019;280000084;280000183;N9999;18;6;21.28;;15;4;16.28
SMURSAMU_P;2019;280502998;280000589;M9999;11;5;11.73;1;;;
SMURSAMU_P;2019;280502998;280000589;N1220;3;;3;1;;;
SMURSAMU_P;2019;280502998;280000589;N2120;1;;1;;;;
SMURSAMU_P;2019;280502998;280000589;N2223;13;3;15.63;1;;;
SMURSAMU_P;2019;280502998;280000589;N2500;10;;8.56;;;;
SMURSAMU_P;2019;280502998;280000589;N9999;27;3;28.19;1;;;
SMURSAMU_P;2019;280504267;280000134;M9999;6;1;4.35;1;;;
SMURSAMU_P;2019;280504267;280000134;N1220;1;;1;0;;;
SMURSAMU_P;2019;280504267;280000134;N2120;;;0.67;0;;;
SMURSAMU_P;2019;280504267;280000134;N2223;6;3;9.13;0;;;
SMURSAMU_P;2019;280504267;280000134;N5140;9;;8.19;0;;;
SMURSAMU_P;2019;280504267;280000134;N9999;16;3;19.16;0;;;
SMURSAMU_P;2019;290000025;290020700;M9999;;26;6.21;1;;;
SMURSAMU_P;2019;290000025;290020700;N2120;0;1;0.32;;;;
SMURSAMU_P;2019;290000025;290020700;N2223;0;19;6.1;;;;
SMURSAMU_P;2019;290000025;290020700;N2500;0;3;1.1;;;;
SMURSAMU_P;2019;290000025;290020700;N5140;0;13;4.27;;;;
SMURSAMU_P;2019;290000025;290020700;N9999;0;36;11.79;;;;
SMURSAMU_P;2019;290000033;290021542;M9999;;8;3.55;;;;
SMURSAMU_P;2019;290000033;290021542;N2223;3;3;5.14;;;;
SMURSAMU_P;2019;290000033;290021542;N5140;6;;6;;;;
SMURSAMU_P;2019;290000033;290021542;N9999;9;3;11.14;;;;
SMURSAMU_P;2019;290000066;290020700;M9999;;26;6;1;;;
SMURSAMU_P;2019;290000066;290020700;N2120;0;1;0.32;0;;;
SMURSAMU_P;2019;290000066;290020700;N2223;0;19;6.1;0;;;
SMURSAMU_P;2019;290000066;290020700;N2500;0;3;1.1;;;;
SMURSAMU_P;2019;290000066;290020700;N5140;0;13;4.27;0;;;
SMURSAMU_P;2019;290000066;290020700;N9999;0;36;11.79;0;;;
SMURSAMU_P;2019;290000256;290000017;M9999;2;;0.2;1;;;
SMURSAMU_P;2019;290000256;290000017;N2120;;2;0.75;;;;
SMURSAMU_P;2019;290000256;290000017;N2500;;;0.16;;;;
SMURSAMU_P;2019;290000256;290000017;N5140;5;;6.41;;;;
SMURSAMU_P;2019;290000256;290000017;N9999;5;4;7.49;;;;
SMURSAMU_P;2019;290000785;220020739;M9999;2;4;4.75;1;;;
SMURSAMU_P;2019;290000785;220020739;N1220;;;;1;;;
SMURSAMU_P;2019;290000785;220020739;N2120;;;;1;;;
SMURSAMU_P;2019;290000785;220020739;N2223;5;2;6.62;1;;;
SMURSAMU_P;2019;290000785;220020739;N2500;5;0;5.03;;;;
SMURSAMU_P;2019;290000785;220020739;N9999;10;2;11.65;1;;;
SMURSAMU_P;2019;290000934;560005746;M9999;1;2;1.45;1;;;
SMURSAMU_P;2019;290000934;560005746;N2223;5;1;5.65;;;;
SMURSAMU_P;2019;290000934;560005746;N2500;5;1;5.65;;;;
SMURSAMU_P;2019;290000934;560005746;N9999;10;2;11.3;;;;
SMURSAMU_P;2019;290004324;290000017;M9999;9;3;16.75;;;;
SMURSAMU_P;2019;290004324;290000017;MREG;9;;16.75;;;;
SMURSAMU_P;2019;290004324;290000017;N1220;;;;;21;13;31.29
SMURSAMU_P;2019;290004324;290000017;N2120;;1;0.29;;;1;0.33
SMURSAMU_P;2019;290004324;290000017;N2223;5;19;16.54;;;;0.19
SMURSAMU_P;2019;290004324;290000017;N2500;2;;2;;;1;1
SMURSAMU_P;2019;290004324;290000017;N5140;13;;13;;;;
SMURSAMU_P;2019;290004324;290000017;N9999;20;20;31.83;;23;14;33.89
SMURSAMU_P;2019;290029982;290020700;M9999;;26;2.85;1;;;
SMURSAMU_P;2019;290029982;290020700;N2120;0;1;0.34;;;;
SMURSAMU_P;2019;290029982;290020700;N2223;0;19;6.29;;;;
SMURSAMU_P;2019;290029982;290020700;N2500;0;3;1.13;;;;
SMURSAMU_P;2019;290029982;290020700;N5140;0;13;4.41;;;;
SMURSAMU_P;2019;290029982;290020700;N9999;0;36;12.17;;;;
SMURSAMU_P;2019;2A0000022;2A0000014;M9999;;16;6.74;;0;15;5.34
SMURSAMU_P;2019;2A0000022;2A0000014;N1220;;;;;16;;15.97
SMURSAMU_P;2019;2A0000022;2A0000014;N2120;;1;0.8;;1;;1
SMURSAMU_P;2019;2A0000022;2A0000014;N2223;32;;31.2;;;;
SMURSAMU_P;2019;2A0000022;2A0000014;N2500;1;;1;;;;
SMURSAMU_P;2019;2A0000022;2A0000014;N5140;37;;36.64;;;;
SMURSAMU_P;2019;2A0000022;2A0000014;N9999;70;1;69.64;;17;;16.97
SMURSAMU_P;2019;2A0003125;2A0000014;M9999;;13;2.68;0;;;
SMURSAMU_P;2019;2A0003125;2A0000014;N2120;;1;0.2;0;;;
SMURSAMU_P;2019;2A0003125;2A0000014;N2223;6;;6;0;;;
SMURSAMU_P;2019;2A0003125;2A0000014;N5140;6;;6;0;;;
SMURSAMU_P;2019;2A0003125;2A0000014;N9999;12;1;12.2;0;;;
SMURSAMU_P;2019;2A0003133;2A0000014;M9999;1;15;4.06;0;;;
SMURSAMU_P;2019;2A0003133;2A0000014;N2120;;1;0.2;0;;;
SMURSAMU_P;2019;2A0003133;2A0000014;N2223;6;;6;0;;;
SMURSAMU_P;2019;2A0003133;2A0000014;N5140;6;;6;0;;;
SMURSAMU_P;2019;2A0003133;2A0000014;N9999;12;1;12.2;0;;;
SMURSAMU_P;2019;2A0003141;2A0000014;M9999;;14;2.73;0;;;
SMURSAMU_P;2019;2A0003141;2A0000014;N2120;;1;0.2;0;;;
SMURSAMU_P;2019;2A0003141;2A0000014;N2223;7;;7;0;;;
SMURSAMU_P;2019;2A0003141;2A0000014;N5140;5;;5;0;;;
SMURSAMU_P;2019;2A0003141;2A0000014;N9999;12;1;12.2;0;;;
SMURSAMU_P;2019;2B0000012;2B0000020;M9999;12;23;20.19;1;3;3;1.84
SMURSAMU_P;2019;2B0000012;2B0000020;N1220;1;1;1.51;0;10;1;9.94
SMURSAMU_P;2019;2B0000012;2B0000020;N2120;0;1;0.4;1;0;1;0.4
SMURSAMU_P;2019;2B0000012;2B0000020;N2223;8;11;12.01;0;0;0;0
SMURSAMU_P;2019;2B0000012;2B0000020;N2500;0;0;0;;3;0;2.05
SMURSAMU_P;2019;2B0000012;2B0000020;N5140;0;0;0;0;1;0;0.08
SMURSAMU_P;2019;2B0000012;2B0000020;N9999;9;14;13.98;0;14;3;13.28
SMURSAMU_P;2019;2B0003420;2B0000020;M9999;4;1;4.78;1;0;0;0
SMURSAMU_P;2019;2B0003420;2B0000020;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2019;2B0003420;2B0000020;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2019;2B0003420;2B0000020;N2120;1;0;0.05;0;0;0;0
SMURSAMU_P;2019;2B0003420;2B0000020;N2223;6;0;6;0;0;0;0
SMURSAMU_P;2019;2B0003420;2B0000020;N9999;8;0;6.1;0;0;0;0
SMURSAMU_P;2019;2B0004907;2B0000020;M9999;5;0;4.78;;0;0;0
SMURSAMU_P;2019;2B0004907;2B0000020;N1220;1;0;0.05;;0;0;0
SMURSAMU_P;2019;2B0004907;2B0000020;N2120;1;0;0.05;;;;0
SMURSAMU_P;2019;2B0004907;2B0000020;N2223;6;0;6;;0;0;0
SMURSAMU_P;2019;2B0004907;2B0000020;N9999;8;0;6.1;;;;0
SMURSAMU_P;2019;2B0005409;2B0000020;M9999;5;0;4.78;;0;0;0
SMURSAMU_P;2019;2B0005409;2B0000020;N1220;2;0;0.05;;0;0;0
SMURSAMU_P;2019;2B0005409;2B0000020;N2120;1;0;0.05;;0;0;0
SMURSAMU_P;2019;2B0005409;2B0000020;N2223;6;0;6;;0;0;0
SMURSAMU_P;2019;2B0005409;2B0000020;N9999;9;0;6.1;;0;0;0
SMURSAMU_P;2019;300000023;300780046;M9999;12;4;3.06;1;;;
SMURSAMU_P;2019;300000023;300780046;MREG;12;4;3.06;1;;;
SMURSAMU_P;2019;300000023;300780046;N1220;;1;0.09;1;;;
SMURSAMU_P;2019;300000023;300780046;N2120;;;;1;;;
SMURSAMU_P;2019;300000023;300780046;N2223;25;4;4.42;1;;;
SMURSAMU_P;2019;300000023;300780046;N5140;;;;1;;;
SMURSAMU_P;2019;300000023;300780046;N9999;25;5;4.5;1;;;
SMURSAMU_P;2019;300000031;300780053;M9999;13;1;5.67;1;;;
SMURSAMU_P;2019;300000031;300780053;N2223;14;1;6.58;1;;;
SMURSAMU_P;2019;300000031;300780053;N9999;14;1;6.58;1;;;
SMURSAMU_P;2019;300782117;300780038;M9999;4;1;3.8;1;1;;0.83
SMURSAMU_P;2019;300782117;300780038;MREG;4;1;3.8;1;1;;0.83
SMURSAMU_P;2019;300782117;300780038;N1220;;;;0;39;1;33.96
SMURSAMU_P;2019;300782117;300780038;N2120;1;;1;0;;;
SMURSAMU_P;2019;300782117;300780038;N2223;19;3;17.9;0;;;
SMURSAMU_P;2019;300782117;300780038;N2500;1;;1;;;;
SMURSAMU_P;2019;300782117;300780038;N5140;17;;18;0;;;
SMURSAMU_P;2019;300782117;300780038;N9999;41;3;40.23;0;40;1;34.84
SMURSAMU_P;2019;310000310;310780671;M9999;;7;6.8;1;;;
SMURSAMU_P;2019;310000310;310780671;N2223;1;9;6.94;1;;;
SMURSAMU_P;2019;310000310;310780671;N9999;1;9;6.94;;;;
