BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2019;310016977;310781406;M1140;1;;0.33;0;;;
SMURSAMU_P;2019;310016977;310781406;M9999;2;6;5.9;0;;;
SMURSAMU_P;2019;310016977;310781406;N2120;;1;0.15;0;;;
SMURSAMU_P;2019;310016977;310781406;N2223;4;1;5.17;0;;;
SMURSAMU_P;2019;310016977;310781406;N9999;4;2;5.32;0;;;
SMURSAMU_P;2019;310783048;310781406;M9999;4;45;13;;4;56;15.38
SMURSAMU_P;2019;310783048;310781406;N1220;1;;1;;49;1;45.95
SMURSAMU_P;2019;310783048;310781406;N2120;;1;0.8;;;1;0.62
SMURSAMU_P;2019;310783048;310781406;N2223;12;24;24.02;;3;;1.5
SMURSAMU_P;2019;310783048;310781406;N2500;3;;3;;4;;4
SMURSAMU_P;2019;310783048;310781406;N5140;27;;27;;1;;0.64
SMURSAMU_P;2019;310783048;310781406;N9999;44;25;56.57;;57;2;52.71
SMURSAMU_P;2019;320000086;320780117;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2019;320000086;320780117;M9999;0;10;4.5;1;0;5;2.04
SMURSAMU_P;2019;320000086;320780117;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2019;320000086;320780117;N1220;0;0;0;1;10;0;10
SMURSAMU_P;2019;320000086;320780117;N2120;0;0;0;1;0;0;0
SMURSAMU_P;2019;320000086;320780117;N2223;6;0;6;1;0;1;0.4
SMURSAMU_P;2019;320000086;320780117;N2500;5;0;5;;0;0;0
SMURSAMU_P;2019;320000086;320780117;N5140;0;0;0;1;0;0;0
SMURSAMU_P;2019;320000086;320780117;N9999;11;0;11;1;10;1;10.4
SMURSAMU_P;2019;320004922;320780117;M9999;1;;0.11;;;;
SMURSAMU_P;2019;320004922;320780117;N2120;;1;0.4;;;;
SMURSAMU_P;2019;320004922;320780117;N2223;5;1;6.02;;;;
SMURSAMU_P;2019;320004922;320780117;N2500;7;;6.95;;;;
SMURSAMU_P;2019;320004922;320780117;N9999;12;2;13.37;;;;
SMURSAMU_P;2019;330000555;330781204;M9999;15;;6.1;1;;;
SMURSAMU_P;2019;330000555;330781204;N1220;1;;0.1;0;;;
SMURSAMU_P;2019;330000555;330781204;N2120;1;;0.2;1;;;
SMURSAMU_P;2019;330000555;330781204;N2223;12;3;5.6;1;;;
SMURSAMU_P;2019;330000555;330781204;N5140;4;;4;1;;;
SMURSAMU_P;2019;330000555;330781204;N9999;21;3;12.15;;;;
SMURSAMU_P;2019;330000571;330781220;M9999;7;8;3.79;1;;;
SMURSAMU_P;2019;330000571;330781220;MREG;7;8;3.79;1;;;
SMURSAMU_P;2019;330000571;330781220;N2223;15;2;0.71;1;;;
SMURSAMU_P;2019;330000571;330781220;N2500;6;;1.05;;;;
SMURSAMU_P;2019;330000571;330781220;N9999;21;2;1.76;1;;;
SMURSAMU_P;2019;330000589;330027509;M9999;4;1;4.71;1;0;0;0
SMURSAMU_P;2019;330000589;330027509;N2223;5;1;6.51;1;0;0;0
SMURSAMU_P;2019;330000589;330027509;N5140;6;0;6;1;0;0;0
SMURSAMU_P;2019;330000589;330027509;N9999;11;1;12.51;1;0;0;0
SMURSAMU_P;2019;330000605;330781253;M9999;;11;4.24;1;;;
SMURSAMU_P;2019;330000605;330781253;N2223;7;;6.88;;;;
SMURSAMU_P;2019;330000605;330781253;N2500;3;;2.75;;;;
SMURSAMU_P;2019;330000605;330781253;N5140;3;;3.44;;;;
SMURSAMU_P;2019;330000605;330781253;N9999;13;;13.07;;;;
SMURSAMU_P;2019;330058355;330781253;M9999;;1;3.88;;;;
SMURSAMU_P;2019;330058355;330781253;N2223;4;1;4.88;;;;
SMURSAMU_P;2019;330058355;330781253;N2500;5;1;5.65;;;;
SMURSAMU_P;2019;330058355;330781253;N5140;;;0.25;;;;
SMURSAMU_P;2019;330058355;330781253;N9999;9;2;10.78;;;;
SMURSAMU_P;2019;330780495;330796392;M9999;2;3;4.16;1;;;
SMURSAMU_P;2019;330780495;330796392;N2120;1;;0.25;1;;;
SMURSAMU_P;2019;330780495;330796392;N2223;8;1;8.1;1;;;
SMURSAMU_P;2019;330780495;330796392;N2500;6;2;6.01;;;;
SMURSAMU_P;2019;330780495;330796392;N5140;;2;0.55;1;;;
SMURSAMU_P;2019;330780495;330796392;N9999;15;5;14.91;1;;;
SMURSAMU_P;2019;330780537;330000324;M9999;4;7;8.54;1;;;
SMURSAMU_P;2019;330780537;330000324;N2120;1;;0.5;1;;;
SMURSAMU_P;2019;330780537;330000324;N2223;12;;12;1;;;
SMURSAMU_P;2019;330780537;330000324;N5140;4;;4.8;;;;
SMURSAMU_P;2019;330780537;330000324;N9999;27;1;27.3;1;;;
SMURSAMU_P;2019;330781360;330781196;M1140;1;6;4;0;;;
SMURSAMU_P;2019;330781360;330781196;M9999;1;47;22.4;1;;25;10.4
SMURSAMU_P;2019;330781360;330781196;MREG;;;;;;25;10.4
SMURSAMU_P;2019;330781360;330781196;N1220;1;;1;0;50;6;55.5
SMURSAMU_P;2019;330781360;330781196;N2120;1;;1;0;1;;1
SMURSAMU_P;2019;330781360;330781196;N2223;21;3;23.2;0;;;
SMURSAMU_P;2019;330781360;330781196;N5140;23;;23;;;;
SMURSAMU_P;2019;330781360;330781196;N9999;48;3;50.2;;51;6;56.5
SMURSAMU_P;2019;340000033;340780055;M9999;;20;8.28;;;;
SMURSAMU_P;2019;340000033;340780055;N2120;1;;1;1;;;
SMURSAMU_P;2019;340000033;340780055;N2223;2;4;5.73;1;;;
SMURSAMU_P;2019;340000033;340780055;N5140;12;1;12.75;;;;
SMURSAMU_P;2019;340000033;340780055;N9999;15;5;19.48;1;;;
SMURSAMU_P;2019;340000223;340011295;M9999;2;0;0.72;;0;0;0
SMURSAMU_P;2019;340000223;340011295;MREG;2;0;0.72;;0;0;0
SMURSAMU_P;2019;340000223;340011295;N2223;7;2;6.22;;0;0;0
SMURSAMU_P;2019;340000223;340011295;N9999;7;2;6.22;;0;0;0
SMURSAMU_P;2019;340022763;340780477;M9999;;13;5;0;;;
SMURSAMU_P;2019;340022763;340780477;N2223;4;2;5.6;0;;;
SMURSAMU_P;2019;340022763;340780477;N9999;4;2;5.6;0;;;
SMURSAMU_P;2019;340022771;340780477;M9999;;12;5;;;;
SMURSAMU_P;2019;340022771;340780477;N2120;;1;0.1;;;;
SMURSAMU_P;2019;340022771;340780477;N2223;4;2;4.8;;;;
SMURSAMU_P;2019;340022771;340780477;N5140;2;;2;;;;
SMURSAMU_P;2019;340022771;340780477;N9999;6;3;6.9;;;;
SMURSAMU_P;2019;340025279;340780477;M9999;;;;;2;24;9
SMURSAMU_P;2019;340025279;340780477;MREG;;;;;2;24;9
SMURSAMU_P;2019;340025279;340780477;N1220;;;;;34;9;41.7
SMURSAMU_P;2019;340025279;340780477;N2120;;;;;1;;1
SMURSAMU_P;2019;340025279;340780477;N9999;;;;;35;9;42.7
SMURSAMU_P;2019;340027739;340780477;M9999;;5;5;;;;
SMURSAMU_P;2019;340027739;340780477;MREG;;5;5;;;;
SMURSAMU_P;2019;340027739;340780477;N2223;3;;3;;;;
SMURSAMU_P;2019;340027739;340780477;N5140;4;;4;;;;
SMURSAMU_P;2019;340027739;340780477;N9999;7;;7;;;;
SMURSAMU_P;2019;340780436;340011295;M9999;3;1;2.8;;0;0;0
SMURSAMU_P;2019;340780436;340011295;MREG;3;1;2.8;;0;0;0
SMURSAMU_P;2019;340780436;340011295;N2223;7;1;5.72;;0;0;0
SMURSAMU_P;2019;340780436;340011295;N9999;7;1;5.72;;0;0;0
SMURSAMU_P;2019;340785161;340780477;M1140;;3;1.3;;;;
SMURSAMU_P;2019;340785161;340780477;M9999;2;37;14.3;1;;;
SMURSAMU_P;2019;340785161;340780477;MREG;2;34;13;1;;;
SMURSAMU_P;2019;340785161;340780477;N2120;;1;0.2;;;;
SMURSAMU_P;2019;340785161;340780477;N2223;24;;19.2;0;;;
SMURSAMU_P;2019;340785161;340780477;N2500;3;;3;;;;
SMURSAMU_P;2019;340785161;340780477;N5140;31;1;31.8;0;;;
SMURSAMU_P;2019;340785161;340780477;N9999;58;2;54.2;0;;;
SMURSAMU_P;2019;350000147;350000022;M9999;;19;5.48;1;;;
SMURSAMU_P;2019;350000147;350000022;N2223;0;4;4.95;;;;
SMURSAMU_P;2019;350000147;350000022;N2500;1;1;1.5;;;;
SMURSAMU_P;2019;350000147;350000022;N5140;5;0;5.25;;;;
SMURSAMU_P;2019;350000147;350000022;N9999;6;5;11.7;;;;
SMURSAMU_P;2019;350000154;350000030;M9999;5;3;0.82;1;;;
SMURSAMU_P;2019;350000154;350000030;N1220;3;1;0.35;1;;;
SMURSAMU_P;2019;350000154;350000030;N2120;1;;0.17;1;;;
SMURSAMU_P;2019;350000154;350000030;N2223;6;2;1.25;0;;;
SMURSAMU_P;2019;350000154;350000030;N5140;5;;5;1;;;
SMURSAMU_P;2019;350000154;350000030;N9999;15;3;6.85;1;;;
SMURSAMU_P;2019;350000162;350000048;M9999;1;;0.5;1;;;
SMURSAMU_P;2019;350000162;350000048;N1220;4;1;3.57;1;;;
SMURSAMU_P;2019;350000162;350000048;N2120;1;;1;1;;;
SMURSAMU_P;2019;350000162;350000048;N2223;15;4;15.76;1;;;
SMURSAMU_P;2019;350000162;350000048;N2500;16;4;12.82;;;;
SMURSAMU_P;2019;350000162;350000048;N5140;;;;1;;;
SMURSAMU_P;2019;350000162;350000048;N9999;43;11;34.44;;;;
SMURSAMU_P;2019;350000188;350000055;M9999;6;6;4.22;1;;;
SMURSAMU_P;2019;350000188;350000055;N2223;10;;3.27;0;;;
SMURSAMU_P;2019;350000188;350000055;N5140;3;;0.32;0;;;
SMURSAMU_P;2019;350000188;350000055;N9999;;;;1;;;
SMURSAMU_P;2019;350000741;350005179;M1140;0;1;0.2;;0;1;0.2
SMURSAMU_P;2019;350000741;350005179;M9999;17;5;5.89;;17;5;5.92
SMURSAMU_P;2019;350000741;350005179;MREG;9;1;1.56;;9;1;1.57
SMURSAMU_P;2019;350000741;350005179;N1220;;;;;17;2;18.47
SMURSAMU_P;2019;350000741;350005179;N2120;;;0.5;;1;;0.5
SMURSAMU_P;2019;350000741;350005179;N2223;10;3;6.11;;1;0;1
SMURSAMU_P;2019;350000741;350005179;N2500;6;;3.01;;5;0;4
SMURSAMU_P;2019;350000741;350005179;N5140;15;1;15.05;;2;;1.5
SMURSAMU_P;2019;350000741;350005179;N9999;35;4;27.12;;33;3;32.92
SMURSAMU_P;2019;360000137;360000053;M9999;6;0;6;1;6;0;6
SMURSAMU_P;2019;360000137;360000053;MREG;6;0;6;1;6;0;6
SMURSAMU_P;2019;360000137;360000053;N1220;;;;;14;3;16.41
SMURSAMU_P;2019;360000137;360000053;N2120;;1;0.15;;;1;0.15
SMURSAMU_P;2019;360000137;360000053;N2223;1;1;1.82;;;;
SMURSAMU_P;2019;360000137;360000053;N5140;3;1;3.7;;;;
SMURSAMU_P;2019;360000137;360000053;N9999;4;3;5.67;;14;4;17.54
SMURSAMU_P;2019;360008056;360000053;M9999;1;;1;1;;;
SMURSAMU_P;2019;360008056;360000053;N2223;;1;1.3;;;;
SMURSAMU_P;2019;360008056;360000053;N9999;;1;1.3;;;;
SMURSAMU_P;2019;360008072;360000053;M9999;1;;1;0;;;
SMURSAMU_P;2019;360008072;360000053;N2223;3;;2.5;;;;
SMURSAMU_P;2019;360008072;360000053;N9999;3;;2.5;;;;
SMURSAMU_P;2019;370000531;370000606;M9999;5;7;4.8;1;0;0;0
SMURSAMU_P;2019;370000531;370000606;MREG;5;7;4.8;1;0;0;0
SMURSAMU_P;2019;370000531;370000606;N1220;1;0;0.1;0;0;0;0
SMURSAMU_P;2019;370000531;370000606;N2120;1;0;0.1;;0;0;0
SMURSAMU_P;2019;370000531;370000606;N2223;10;0;3.43;0;0;0;
SMURSAMU_P;2019;370000531;370000606;N9999;12;0;3.63;1;0;0;0
SMURSAMU_P;2019;370000879;370000564;M9999;2;1;2.71;1;;;
SMURSAMU_P;2019;370000879;370000564;N2120;;;0.17;1;;;
SMURSAMU_P;2019;370000879;370000564;N2223;3;3;5.43;1;;;
SMURSAMU_P;2019;370000879;370000564;N9999;3;3;5.6;;;;
SMURSAMU_P;2019;370004467;370000481;M9999;10;1;8.46;1;7;;7
SMURSAMU_P;2019;370004467;370000481;N1220;;;;;23;3;22.82
SMURSAMU_P;2019;370004467;370000481;N2223;12;1;12.69;;;;
SMURSAMU_P;2019;370004467;370000481;N2500;;;;;4;5;4.37
SMURSAMU_P;2019;370004467;370000481;N5140;12;0;12;;;;
SMURSAMU_P;2019;370004467;370000481;N9999;24;1;24.69;;28;8;28.11
SMURSAMU_P;2019;370013393;370000481;M9999;1;;1;1;;;
SMURSAMU_P;2019;370013393;370000481;N2120;2;0;0.83;;;;
SMURSAMU_P;2019;370013393;370000481;N9999;2;0;0.83;;;;
SMURSAMU_P;2019;370013401;370000481;M9999;3;;3;1;;;
SMURSAMU_P;2019;370013401;370000481;N2223;5;1;5.05;;;;
SMURSAMU_P;2019;370013401;370000481;N9999;5;1;5.05;;;;
SMURSAMU_P;2019;380000034;380780049;M9999;1;10;4.4;1;0;0;0
SMURSAMU_P;2019;380000034;380780049;N1220;0;0;0;1;0;0;0
SMURSAMU_P;2019;380000034;380780049;N2223;10;0;9.08;1;0;0;0
SMURSAMU_P;2019;380000034;380780049;N2500;1;0;0.83;;0;0;0
SMURSAMU_P;2019;380000034;380780049;N5140;6;1;7.66;1;0;0;0
SMURSAMU_P;2019;380000034;380780049;N9999;17;1;17.57;1;0;0;0
SMURSAMU_P;2019;380000067;380780080;M1140;;1;0.7;1;;;
SMURSAMU_P;2019;380000067;380780080;M9999;2;26;11.11;1;;35;11.61
SMURSAMU_P;2019;380000067;380780080;N1220;1;;1.04;0;71;11;71.52
SMURSAMU_P;2019;380000067;380780080;N2120;1;;1;1;1;;1
SMURSAMU_P;2019;380000067;380780080;N2223;14;4;15.13;1;;;
SMURSAMU_P;2019;380000067;380780080;N5140;18;;19.69;1;;;
SMURSAMU_P;2019;380000067;380780080;N9999;38;6;42.94;1;74;13;75.86
SMURSAMU_P;2019;380000174;380781435;M9999;;15;3.01;;;;
SMURSAMU_P;2019;380000174;380781435;N1220;;2;0.1;1;;;
SMURSAMU_P;2019;380000174;380781435;N2120;;1;0.2;1;;;
SMURSAMU_P;2019;380000174;380781435;N2223;4;3;5.55;1;;;
SMURSAMU_P;2019;380000174;380781435;N5140;7;;7.46;0;;;
SMURSAMU_P;2019;380000174;380781435;N9999;11;6;13.31;1;;;
SMURSAMU_P;2019;380000406;380784751;M9999;4;5;5.7;;0;0;0
SMURSAMU_P;2019;380000406;380784751;MREG;3;4;4.63;;0;0;0
SMURSAMU_P;2019;380000406;380784751;N2120;1;0;0.25;;0;0;0
SMURSAMU_P;2019;380000406;380784751;N2223;6;1;4.56;;0;0;0
SMURSAMU_P;2019;380000406;380784751;N5140;6;0;6.26;;0;0;0
SMURSAMU_P;2019;380000406;380784751;N9999;13;1;11.07;;0;0;0
SMURSAMU_P;2019;380019752;380780080;M9999;;12;2;;;;
SMURSAMU_P;2019;380019752;380780080;N2223;;19;1.9;;;;
SMURSAMU_P;2019;380019752;380780080;N9999;;19;1.9;;;;
SMURSAMU_P;2019;380019760;380780080;M9999;;12;0.6;;;;
SMURSAMU_P;2019;390000040;390780146;M9999;;8;6.89;;;;
SMURSAMU_P;2019;390000040;390780146;N1220;;2;0.38;;;1;0.5
SMURSAMU_P;2019;390000040;390780146;N2120;;1;0.09;;;;
SMURSAMU_P;2019;390000040;390780146;N2223;5;30;13.89;;;;
SMURSAMU_P;2019;390000040;390780146;N5140;;12;12;;;;
SMURSAMU_P;2019;390000040;390780146;N9999;5;55;26.36;;;1;0.5
SMURSAMU_P;2019;390000065;390780161;M9999;5;5;5.91;1;;;
SMURSAMU_P;2019;390000065;390780161;N1220;1;1;2.33;1;;;
SMURSAMU_P;2019;390000065;390780161;N2120;;2;0.35;1;;;
SMURSAMU_P;2019;390000065;390780161;N2223;9;9;13.75;1;;;
SMURSAMU_P;2019;390000065;390780161;N2500;3;5;6.09;;;;
SMURSAMU_P;2019;390000065;390780161;N9999;13;17;22.52;;;;
SMURSAMU_P;2019;390000214;390780146;M9999;;3;2.2;1;;;
SMURSAMU_P;2019;390000214;390780146;N2120;;;0.19;1;;;
SMURSAMU_P;2019;390000214;390780146;N2223;1;7;6.22;1;;;
SMURSAMU_P;2019;390000214;390780146;N2500;3;1;4.15;;;;
SMURSAMU_P;2019;390000214;390780146;N5140;1;;1;1;;;
SMURSAMU_P;2019;390000214;390780146;N9999;5;8;11.56;1;;;
SMURSAMU_P;2019;390000222;390780609;M9999;2;;1.5;1;;;
SMURSAMU_P;2019;390000222;390780609;N2223;7;2;8.6;1;;;
SMURSAMU_P;2019;390000222;390780609;N9999;7;2;8.6;1;;;
SMURSAMU_P;2019;390005742;390780146;M9999;3;4;4.42;1;;;
SMURSAMU_P;2019;390005742;390780146;N1220;0;1;0.7;1;;;
SMURSAMU_P;2019;390005742;390780146;N2223;5;1;5.27;1;;;
SMURSAMU_P;2019;390005742;390780146;N9999;5;2;5.97;1;;;
SMURSAMU_P;2019;400000105;400780193;M9999;2;43;6.78;1;;;
SMURSAMU_P;2019;400000105;400780193;MREG;2;43;6.78;1;;;
SMURSAMU_P;2019;400000105;400780193;N2223;10;3;11.8;0;;;
SMURSAMU_P;2019;400000105;400780193;N5140;10;0;10;0;;;
SMURSAMU_P;2019;400000105;400780193;N9999;20;3;21.8;0;;;
SMURSAMU_P;2019;400000139;400011177;M9999;0;6;3.88;1;1;1;2.13
SMURSAMU_P;2019;400000139;400011177;N1220;0;0;0;;13;4;16.6
SMURSAMU_P;2019;400000139;400011177;N2120;0;2;0.36;;;1;0.16
SMURSAMU_P;2019;400000139;400011177;N2223;3;2;4.96;;1;0;1.25
SMURSAMU_P;2019;400000139;400011177;N2500;1;0;1;;1;1;1.64
SMURSAMU_P;2019;400000139;400011177;N5140;3;2;5.21;;0;0;0
SMURSAMU_P;2019;400000139;400011177;N9999;7;6;11.58;;17;6;21.15
SMURSAMU_P;2019;400011383;400780193;M9999;6;2;0.71;0;;;
SMURSAMU_P;2019;400011383;400780193;MREG;6;2;0.71;0;;;
SMURSAMU_P;2019;400011391;400780193;M9999;6;19;0.71;0;;;
SMURSAMU_P;2019;400011391;400780193;MREG;6;19;0.71;0;;;
SMURSAMU_P;2019;400012506;400011177;M9999;0;0;0.22;0;0;0;0
SMURSAMU_P;2019;400012514;400011177;M9999;0;5;3.02;;0;0;0
SMURSAMU_P;2019;400012514;400011177;N2223;1;1;2.66;;0;0;0
SMURSAMU_P;2019;400012514;400011177;N5140;3;0;3;;0;0;0
SMURSAMU_P;2019;400012514;400011177;N9999;4;1;5.66;;0;0;0
SMURSAMU_P;2019;400012522;400011177;M9999;0;5;4.36;;0;0;0
SMURSAMU_P;2019;400012522;400011177;N2223;5;0;5.75;;0;0;0
SMURSAMU_P;2019;400012522;400011177;N5140;6;1;6.77;;0;0;0
SMURSAMU_P;2019;400012522;400011177;N9999;11;1;12.52;;0;0;0
SMURSAMU_P;2019;410000020;410000087;M1140;0;1;0.3;0;0;1;0.3
SMURSAMU_P;2019;410000020;410000087;M9999;0;9;2.82;;0;9;2.82
SMURSAMU_P;2019;410000020;410000087;N1220;0;2;1.5;0;13;1;13.5
SMURSAMU_P;2019;410000020;410000087;N2120;0;1;0.5;;0;1;0.5
SMURSAMU_P;2019;410000020;410000087;N2223;0;14;10.56;1;0;0;0
SMURSAMU_P;2019;410000020;410000087;N2500;0;1;1;;2;0;1.33
SMURSAMU_P;2019;410000020;410000087;N5140;5;0;5;0;0;0;0
SMURSAMU_P;2019;410000020;410000087;N9999;5;18;18.56;0;15;2;15.33
SMURSAMU_P;2019;410000038;410000095;M9999;1;0;0.04;;0;0;0
SMURSAMU_P;2019;410000038;410000095;MREG;1;0;0.04;;0;0;0
SMURSAMU_P;2019;410000038;410000095;N1220;1;0;0.1;;0;0;0
SMURSAMU_P;2019;410000038;410000095;N9999;1;0;0.1;;0;0;0
SMURSAMU_P;2019;410000046;410000103;M9999;6;11;8.41;1;;;
SMURSAMU_P;2019;410000046;410000103;N2223;18;3;19.34;1;;;
SMURSAMU_P;2019;410000046;410000103;N5140;6;0;6;1;;;
SMURSAMU_P;2019;410000046;410000103;N9999;27;3;25.34;1;;;
SMURSAMU_P;2019;420000010;420780033;M9999;16;3;3.13;1;15;5;3.33
SMURSAMU_P;2019;420000010;420780033;MREG;16;3;3.13;1;15;5;3.33
SMURSAMU_P;2019;420000010;420780033;N1220;;;;;7;2;6.12
SMURSAMU_P;2019;420000010;420780033;N2223;16;2;10.03;;;1;0.7
SMURSAMU_P;2019;420000010;420780033;N2500;;;;;;;0.34
SMURSAMU_P;2019;420000010;420780033;N5140;12;;10.58;;1;;1.4
SMURSAMU_P;2019;420000010;420780033;N9999;29;2;22.17;;8;3;10.05
SMURSAMU_P;2019;420000226;420013831;M9999;0;5;1.8;1;;;
SMURSAMU_P;2019;420000226;420013831;N2120;0;1;0.2;;;;
SMURSAMU_P;2019;420000226;420013831;N2223;3;4;5.52;;;;
SMURSAMU_P;2019;420000226;420013831;N9999;3;5;5.72;;;;
SMURSAMU_P;2019;420000267;420013831;M9999;0;5;1.78;1;;;
SMURSAMU_P;2019;420000267;420013831;N2120;0;1;0.2;1;;;
SMURSAMU_P;2019;420000267;420013831;N2223;3;3;4.72;1;;;
SMURSAMU_P;2019;420000267;420013831;N9999;3;5;5.72;1;;;
SMURSAMU_P;2019;420785354;420784878;M9999;22;1;9.92;0;23;1;4.27
SMURSAMU_P;2019;420785354;420784878;N1220;0;0;0;0;23;2;23.8
SMURSAMU_P;2019;420785354;420784878;N2120;1;0;0.55;1;1;0;0.55
SMURSAMU_P;2019;420785354;420784878;N2223;19;0;17.95;0;0;0;0
SMURSAMU_P;2019;420785354;420784878;N2500;3;0;0.75;;1;0;1
SMURSAMU_P;2019;420785354;420784878;N5140;12;0;14.07;0;0;0;0
SMURSAMU_P;2019;420785354;420784878;N9999;36;0;33.41;0;25;2;25.84
SMURSAMU_P;2019;430000117;430000018;M9999;0;11;3.41;1;0;12;2.64
SMURSAMU_P;2019;430000117;430000018;MREG;0;11;3.41;1;0;12;2.64
SMURSAMU_P;2019;430000117;430000018;N1220;0;0;0;0;13;3;13.4
SMURSAMU_P;2019;430000117;430000018;N2120;0;0;0;1;0;1;0.2
SMURSAMU_P;2019;430000117;430000018;N2223;0;33;6.39;1;0;0;0
SMURSAMU_P;2019;430000117;430000018;N9999;0;33;6.39;1;13;4;13.6
SMURSAMU_P;2019;430000190;430000034;M9999;5;;5.28;1;;;
SMURSAMU_P;2019;430000190;430000034;N2223;5;;5;1;;;
SMURSAMU_P;2019;430000190;430000034;N9999;5;;5;1;;;
SMURSAMU_P;2019;440000016;440000057;M9999;28;3;10.42;1;;;
SMURSAMU_P;2019;440000016;440000057;N2223;9;;9;1;;;
SMURSAMU_P;2019;440000016;440000057;N2500;6;;6;;;;
SMURSAMU_P;2019;440000016;440000057;N9999;15;;15;;;;
SMURSAMU_P;2019;440000271;440000289;M1140;7;1;4.48;;;;
SMURSAMU_P;2019;440000271;440000289;M9999;40;14;15.62;1;24;12;9.78
SMURSAMU_P;2019;440000271;440000289;MREG;33;13;10.14;1;24;12;9.78
SMURSAMU_P;2019;440000271;440000289;N1220;0;0;0;;27;18;32.07
SMURSAMU_P;2019;440000271;440000289;N2120;0;0;0;;1;0;0.5
SMURSAMU_P;2019;440000271;440000289;N2223;18;5;21.08;;3;0;3
SMURSAMU_P;2019;440000271;440000289;N2500;5;0;4.92;;5;0;5.39
SMURSAMU_P;2019;440000271;440000289;N5140;17;0;16.4;;0;0;0
SMURSAMU_P;2019;440000271;440000289;N9999;42;7;45.4;;37;19;42.46
SMURSAMU_P;2019;440000503;440000313;M9999;8;2;5.44;1;;;
SMURSAMU_P;2019;440000503;440000313;N2223;5;4;5.99;;;;
SMURSAMU_P;2019;440000503;440000313;N5140;;1;0.5;0;;;
SMURSAMU_P;2019;440000503;440000313;N9999;6;12;11.43;;;;
SMURSAMU_P;2019;450000047;450000096;M9999;3;;2.9;1;;;
SMURSAMU_P;2019;450000047;450000096;N2223;7;;7.54;1;;;
SMURSAMU_P;2019;450000047;450000096;N9999;7;;7.54;1;;;
SMURSAMU_P;2019;450000062;450000104;M9999;;12;5;1;;;
SMURSAMU_P;2019;450000062;450000104;N1220;;2;0.8;1;;;
SMURSAMU_P;2019;450000062;450000104;N2120;;1;0.5;1;;;
SMURSAMU_P;2019;450000062;450000104;N2223;;5;4.87;1;;;
SMURSAMU_P;2019;450000062;450000104;N2500;;8;4.71;;;;
SMURSAMU_P;2019;450000062;450000104;N9999;;16;10.88;1;;;
SMURSAMU_P;2019;450000070;450000112;M9999;;3;1.85;1;;;
SMURSAMU_P;2019;450000070;450000112;N1220;;;;1;;;
SMURSAMU_P;2019;450000070;450000112;N2120;;1;0.25;1;;;
SMURSAMU_P;2019;450000070;450000112;N2223;5;2;4.64;1;;;
SMURSAMU_P;2019;450000070;450000112;N2500;7;;4.13;;;;
SMURSAMU_P;2019;450000070;450000112;N9999;12;3;9.02;1;;;
SMURSAMU_P;2019;450002613;450000088;M1140;0;9;0.99;;0;0;0
SMURSAMU_P;2019;450002613;450000088;M9999;0;33;6.91;;0;33;7.37
SMURSAMU_P;2019;450002613;450000088;N1220;0;0;0;;17;3;19.46
SMURSAMU_P;2019;450002613;450000088;N2120;0;3;0.64;;0;1;0.44
SMURSAMU_P;2019;450002613;450000088;N2223;8;22;18.63;;0;0;0
SMURSAMU_P;2019;450002613;450000088;N2500;0;0;0;;2;0;1.33
SMURSAMU_P;2019;450002613;450000088;N5140;17;0;17.71;;0;0;0
SMURSAMU_P;2019;450002613;450000088;N9999;27;25;39.39;;19;4;21.23
SMURSAMU_P;2019;460000045;460780083;M9999;3;0;3.01;1;0;0;0
SMURSAMU_P;2019;460000045;460780083;N2223;4;1;4.18;1;0;0;0
SMURSAMU_P;2019;460000045;460780083;N9999;4;1;4.18;1;0;0;0
SMURSAMU_P;2019;460000052;460780091;M9999;4;;1.66;1;;;
SMURSAMU_P;2019;460000052;460780091;N2223;13;;4.17;;;;
SMURSAMU_P;2019;460000052;460780091;N2500;4;;1.17;;;;
SMURSAMU_P;2019;460000052;460780091;N5140;3;;1.01;1;;;
SMURSAMU_P;2019;460000052;460780091;N9999;21;;6.66;1;;;
SMURSAMU_P;2019;460000102;460780208;M9999;0;6;2.19;1;;;
SMURSAMU_P;2019;460000102;460780208;N1220;;;;1;;;
SMURSAMU_P;2019;460000102;460780208;N2120;;1;0.39;1;;;
SMURSAMU_P;2019;460000102;460780208;N2223;1;1;1.3;1;;;
SMURSAMU_P;2019;460000102;460780208;N2500;1;;1.33;;;;
SMURSAMU_P;2019;460000102;460780208;N9999;2;2;3.02;1;;;
SMURSAMU_P;2019;460000110;460780216;M1140;0;0;0;1;0;0;0
SMURSAMU_P;2019;460000110;460780216;M9999;1;1;2.29;1;1;0;1
SMURSAMU_P;2019;460000110;460780216;MREG;1;1;2.29;1;1;0;1
SMURSAMU_P;2019;460000110;460780216;N1220;0;0;0;0;8;0;8
SMURSAMU_P;2019;460000110;460780216;N2120;1;0;0.11;1;1;0;0.11
SMURSAMU_P;2019;460000110;460780216;N2223;7;1;7.56;1;0;0;0.13
SMURSAMU_P;2019;460000110;460780216;N5140;5;0;5;1;0;0;0
SMURSAMU_P;2019;460000110;460780216;N9999;14;1;13.67;1;9;0;8.25
