AN;NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;PHARMA_A19_POURCENTOUI;PHARMA_A20_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
2019;BRE-07;53107;ARMOR;863;178;61;1102;48025;11345;3948;63318;285059;46247;14696;346002;76;47;6;129;5758;11639;1196;18593;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380;5028;113218;34573;118;180;158;61206;35;423;9456;295;2227816;213864;5;42684;384;4;20786;207;2;7886;;1;1925;;4;7763;;;;20;145359;2780;2;3555;21;9;19;13;4;3;2;2;8;1;4;0;37;19;0;6;5;0;39;27;0;22712;2411;1687;779;10995;127;;;;;;;;;;;;379;54;16;43;80;29;2;1;45;24;531;16;;;2;25;5;;;;;41;301.19;43.47;16.12;35.33;62.48;21.65;2;0.2;38.34;16.92;421.13;126;118.48;102;127;230;1359;1561;305;55;184;3923;27;1;739;46;34;68;117;111;14;738;1861;5784;89.04;107.8;192.7;1143.97;1379.48;262.65;31.36;138.18;3345.18;21.09;1.42;654.15;33.78;25.75;55.12;105.63;104.21;11.88;690.18;1677.46;5022.64;10;;9;;1
2019;BRE-08;53108;CENTRE BRETAGNE;227;52;15;294;11513;1723;1397;14633;74614;9128;5709;89451;2;12;3;17;891;1808;494;3193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;2095;54919;1951;6;30;6;10172;;;;;;;1;11393;;1;738;;;;;;;;1;1665;;;;4;34943;;;;;1;5;1;1;1;;;3;1;;;9;3;;1;1;;12;4;;3758;658;23;0;2477;41;;;;;;;;;;;;70;23;;4;20;6;1;2;8;6;107;4;4;;;;;;;;;4;52.14;16.06;;2.95;16.25;5.2;1.5;1;6.7;5.17;82.76;11;11.13;32;28;38;316;403;39;11;38;905;7;;158;11;7;11;22;24;4;197;434;1339;29.13;23.8;37.18;299.21;385.57;32.6;4.77;27.86;840.12;7;;154.38;9.76;6.4;9.32;20.49;23.31;4;188.98;417.24;1257.36;5;;5;;
2019;COR-01;94101;HAUTE-CORSE G2HC;215;69;22;306;13384;3501;1846;18731;64030;20580;5926;90536;3;6;0;9;329;1327;0;1656;38;0;0;38;38;0;0;38;643;;;643;;25;;25;;3231;;3231;;;;;;;450;;;;2040;1014;;3015;2201;1057;;3204;73;708;20336;11629;27;60;39;18850;20;75;4945;48;898817;1683;2;5515;;1;;;;;;;;;2;1726;;;;4;3940;24;1;;;1;4;1;1;;1;1;1;;4;0;11;2;;1;;;7;;;6002;907;1279;78;1720;2;;;;;;;;;;;;201;62;40;18;33;10;15;1;15;6;271;0;0;0;0;0;0;0;0;0;0;0;135.15;36.25;32.45;13.93;25.02;5.9;11.62;0.98;10.91;5.55;189.23;17;22.53;31;37;43;490;458;145;23;49;1276;8;1;217;21;10;25;29;40;7;167;515;1791;28.66;34.01;41.18;474.9;433.89;130.92;20.64;42;1206.2;7.77;0.5;203.5;18.41;9.18;22.07;26.66;39.98;6.71;164.22;489.82;1696.02;4;;3;;1
2019;COR-02;94102;CORSE DU SUD;171;63;29;263;8872;3892;2300;15064;52952;17510;6710;77172;2;11;0;13;69;2354;0;2423;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;526;18325;0;;130;79;43960;25;85;3009;44;720638;79547;1;18414;131;2;10700;20;;;;;;;;;1;106;1;4;28658;183;2;2140;10;1;6;1;0;;1;;1;;1;;9;1;;1;;;11;;;5191;862;930;281;2627;71;;;;;;;;;;;;136;73;27;16;4;;;;8;1;149;;;;;;;;;;;;131.69;77.29;27.48;12.21;4.07;;;;8;1.02;144.78;26;26;29;36;43;476;574;273;7;21;1459;7;;251;12;8;22;37;38;7;304;678;2137;27.93;34.92;38.04;454.97;518.26;261.23;5.64;16.84;1357.83;6.86;;238.13;7.38;5.28;19.7;35.63;35.63;7;292.27;642.6;2000.43;4;;3;;1
2019;CVL-01;24101;CHER;483;113;66;662;23387;5054;3365;31806;153884;30591;12442;196917;25;33;8;66;453;7293;1097;8843;495;8;0;503;248;8;0;256;1891;167;;2058;120;52;0;172;13443;2091;;15534;2;0;2;13;0;13;1488;78;;1540;10147;1822;;12143;12094;2001;388;14243;304;2570;100008;5831;32;277;169;97607;30;418;10022;189;1597187;113159;4;32672;450;2;11061;82;;;;;;;1;;;;;7;62606;899;2;1055;1;12;11;2;2;2;4;0;6;0;0;0;23;4;1;2;2;1;16;6;6;11725;1412;1579;176;5200;166;;;;;;;;;;;;182;33;24;17;47;15;30;2;17;14;292;0;0;;0;0;0;0;;0;0;0;169.81;26.78;29.56;19.08;44.01;13.14;28;0.62;14.44;12.76;269.64;39;35.3;44;76;73;1048;1060;490;74;76;2941;17;1;405;93;31;49;49;49;3;511;1177;4118;42.06;71.34;69.33;1018.49;1002.27;468.27;58.92;59.78;2790.46;16.55;1.73;393.08;76.95;28.6;46.64;48.02;48.12;3;505.52;1139.61;3930.07;9;;7;1;1
2019;CVL-02;24102;INDRE;373;117;40;530;16391;4938;2656;23985;117810;28573;9349;155732;31;15;1;47;900;3443;42;4385;165;8;;173;150;4;;154;1233;;;1233;12;33;;45;2237;1890;;4127;9;;9;38;;38;831;;;831;3233;1649;781;5663;4094;1649;781;6524;376;3367;119560;7371;14;172;160;57017;35;312;7094;225;;;4;35939;577;2;5088;0;;;;;;;2;2444;;;;14;83492;1418;;;;4;8;3;2;2;1;;4;1;0;;15;6;;2;2;;14;14;;7228;1009;298;484;4097;13;;;;;;;;;;;;186;62;29;12;36;8;19;;20;7;268;6;6;;;;;;;;;6;129.75;44.51;18.25;11.35;30.65;7.4;15.65;;14.07;5.9;196.02;47;42.19;39;48;33;676;662;435;42;69;2004;19;3;352;50;14;33;1;58;6;384;906;2910;36.97;41.34;30.23;644.85;618.33;396.66;29.16;44.16;1841.7;15.21;2.97;310.38;40.72;10.68;28.35;0.98;56.36;2.67;324.37;782.01;2623.71;11;;9;;2
2019;CVL-03;24103;TOURAINE VAL DE LOIRE;970;352;96;1418;56455;21052;6650;84157;289950;104123;27577;421650;89;49;21;159;11812;14493;1654;27959;312;24;;336;309;24;;333;3057;691;;3748;182;75;;257;36058;12001;;48059;2;1;3;190;76;266;1706;179;;1885;6435;4889;;11406;8608;5317;;13979;482;4610;150339;3487;16;124;61;44220;;;;;3321084;2057741;9;68618;733;6;32079;304;3;8775;3;2;11476;62;4;8626;;;;24;157943;1466;3;4836;61;10;49;10;7;1;14;2;5;0;2;0;77;13;4;8;4;1;71;16;6;41610;4280;3972;1809;11988;221;;;;;;;;;;;;689;159;12;83;175;31;93;5;67;95;1124;13;10;0;0;5;;0;;0;;18;488.13;116.85;4.91;72.65;115.44;23.73;72.98;2.41;52.89;65.64;797.49;450;417.58;136;166;322;2443;1994;772;135;199;6167;33;4;1039;126;68;71;208;191;26;1214;2912;9079;120.49;162.93;294.21;2290.78;1872.47;726.98;99.98;141.94;5709.78;31.33;4;964.29;112.24;56.77;66.56;200.6;181.03;23.25;1128.03;2711.33;8421.11;13;5;8;;
2019;CVL-04;24104;LOIR-ET-CHER;466;117;40;623;21225;5992;2883;30100;150207;26782;10068;187057;29;26;0;55;838;6218;0;7056;178;5;;183;164;4;;168;1477;203;;1680;85;31;;116;11500;2892;;14392;5;0;5;178;;178;947;130;;255;4036;1632;317;4127;5235;1893;323;7096;307;2724;98573;902;4;160;78;57279;;;;;896700;106441;4;49703;402;2;20553;3;;;;;;;1;3723;;;;9;71373;988;;;;4;11;2;2;1;0;0;1;0;0;0;14;3;0;2;1;0;22;2;0;10942;1417;275;25;4767;133;;;;;;;;;;;;200;82;21;16;51;12;15;2;22;9;299;17;17;0;0;0;0;0;0;0;0;17;162.15;70.28;12.69;14.48;41.46;11.54;15.03;1.1;20.44;5.38;245.56;93;86.59;46;60;89;831;890;201;47;76;2240;14;1;365;48;8;35;35;52;1;408;959;3199;42.81;57.77;86.48;791.87;846.56;191.36;33.92;61.03;2111.8;12.22;1.18;337.65;40.46;5.3;31.06;35.97;50.15;1;384.17;893.86;3005.66;8;;8;;
2019;CVL-05;24105;LOIRET;1020;245;165;1430;49378;11777;11857;73012;329280;58155;44906;432341;133;48;1;182;6242;7404;1749;15395;261;10;40;311;227;6;40;273;2863;116;362;3341;142;51;18;211;18507;3393;3313;25213;0;0;0;0;0;0;1855;76;246;2154;14590;2807;1065;18262;15300;2965;1328;19553;273;2534;85048;559;6;290;146;100793;;;;;4392339;1594188;5;49361;541;4;13867;15;3;9210;0;3;4556;0;4;4042;;;;15;136182;1980;4;69;0;3;19;3;3;2;1;;3;;1;;27;5;;5;1;;43;2;;20381;5155;2711;313;9700;352;;;;;;;;;;;;501;136;15;54;87;32;57;2;40;26;713;28;0;;2;21;4;0;;1;2;52;409.8;112.51;13.6;45.71;79.15;27.51;51.31;1.32;35.87;21.94;599.39;212;207.99;158;143;232;2121;1865;480;114;137;5250;34;3;860;128;65;84;135;157;18;964;2383;7633;147.57;133.2;223.4;2021.44;1726.91;431.34;83.75;115.99;4883.6;27.08;3.92;812.64;107.99;57.11;74.7;123.25;153.31;16.64;903.92;2223.45;7107.05;11;1;7;1;2
2019;CVL-06;24106;EURE-ET-LOIRE;794;118;71;983;44639;7547;5099;57285;254121;34028;20174;308323;74;47;7;128;2389;9537;805;12731;234;15;0;249;218;5;0;223;2228;156;0;2384;89;95;0;184;19615;15163;0;34778;8;0;8;646;0;646;1611;78;0;;6269;3247;0;5893;7790;3580;597;11923;287;2637;95276;3568;11;218;85;76652;;;;;2548885;553620;6;58266;723;4;14851;17;;;;1;;;4;2160;;;;16;125808;1710;1;5271;24;7;16;2;4;2;1;1;3;0;1;0;25;5;6;4;0;1;34;0;5;14475;3119;1865;517;10754;65;;;;;;;;;;;;397;67;68;48;86;28;38;;23;25;569;9;0;;;2;;0;;0;;11;304.22;50.55;49.91;37.67;62.09;24.53;28.83;;19.21;19.21;433.56;135;106.92;88;74;108;1337;1269;425;79;82;3462;21;;577;102;34;43;93;79;10;703;1628;5090;85.68;69.81;102.82;1255.79;1207.52;403.29;56.91;69.03;3250.85;18.27;;554.38;95.69;33.25;40.11;88.02;74.95;9.63;624.15;1505.2;4756.05;8;;7;1;
2019;GE-01;44101;BASSE-ALSACE SUD-MOSELLE;1671;741;268;2680;94127;38974;18066;151167;559049;167121;56116;782286;182;112;25;319;25980;18093;3867;47940;634;21;0;655;627;21;0;648;7771;255;;8026;339;178;12;529;71054;25323;3387;99764;10;;10;108;0;108;4504;166;0;4648;21133;7691;1341;30034;27255;9416;1507;37666;514;5888;164154;17484;52;502;336;168253;42;575;11907;454;6753061;464248;12;122036;1751;10;52228;337;7;33298;363;1;4369;41;3;6823;1;8;0;27;256089;2149;11;9071;82;13;69;12;7;6;16;3;13;2;4;;109;23;2;14;4;0;150;23;0;66725;8379;5591;2414;25754;640;;;;;;;;;;;;1111;184;57;203;301;87;161;115;95;157;1940;26;;;;2;;;;;;28;774.82;112.4;55.16;164.74;194.51;54.96;126.16;26.87;73.36;108.38;1304.1;786;748.19;266;263;628;4417;2684;1553;241;347;10399;54;8;1700;215;106;205;442;372;42;2103;5141;15540;248.36;244.06;573.42;4126.08;2491.7;1418.04;177.35;277.64;9556.65;49.57;7.5;1575.55;189.46;93.36;181.09;403.06;346.15;40.16;2007.07;4799.61;14356.26;18;4;11;2;1
2019;GE-02;44102;CENTRE ALSACE;711;276;87;1074;32795;14700;5677;53172;219414;68649;17413;305476;55;41;1;97;9192;14407;15;23614;51;;;51;51;;;51;801;;;801;27;36;;63;4857;6573;;11430;;;;;;;514;;;;3398;1968;;5330;3572;1980;;5513;313;3011;96272;8840;33;219;183;77688;;;;;2937315;195425;3;46195;476;3;19396;212;2;7724;0;;;;1;1517;1;209;0;17;134226;1322;4;3793;31;4;27;4;2;2;5;;11;1;6;;51;7;2;5;2;1;56;7;5;27759;2386;692;595;10761;387;;;;;;;;;;;;381;61;32;47;117;31;17;10;41;20;586;0;;;;;;;;0;;0;304.15;49.08;30.52;41.31;86.29;19.09;16.68;4.38;39.14;13.39;464.03;209;200.31;76;73;206;1417;966;665;56;130;3589;22;6;614;75;44;52;115;127;17;721;1749;5338;71.53;68.73;191.11;1284.81;895.35;606.78;39.75;94.12;3252.18;19.03;5.52;526.53;53.74;34.58;41.06;109.36;122.23;15.11;591;1483.58;4735.76;11;;11;;
2019;GE-03;44103;HAUTE ALSACE;660;176;70;906;27926;8181;5995;42102;203039;43397;22821;269257;81;59;15;155;9645;9853;2611;22109;369;17;;386;358;17;;375;3858;212;;4070;160;82;;242;21619;6618;;28237;;;;;;;2797;162;14;2956;15252;3557;470;19094;18858;3970;484;23103;331;3373;100000;17927;65;193;143;65573;;;;;2501486;298851;3;35247;449;3;13859;24;1;2896;29;1;;;1;970;1;208;;12;85088;904;2;5068;34;4;20;1;3;3;3;;2;;2;;30;4;;5;;;31;;;19097;3133;1756;464;8524;186;;;;;;;;;;;;409;97;36;49;101;34;69;8;37;23;647;11;4;3;;;;;;;;11;309.83;65.17;29.38;45.23;67.44;18.27;57.57;2.64;29.2;12.86;479.54;179;138.84;94;110;206;1739;1079;425;133;124;3910;14;3;741;151;73;42;98;118;16;712;1895;5805;89.95;109.35;195.61;1660.92;1027.91;403.61;117.61;114.37;3719.33;14.16;2.55;688.88;137.95;67.01;36.05;93.17;115.74;14.85;691.44;1794.79;5514.12;10;;9;1;
2019;GE-04;44104;NORD ARDENNES;456;78;57;591;22186;4721;3470;30377;130056;23291;12684;166031;37;19;6;62;3338;3202;1166;7706;208;8;;216;186;8;;194;2400;115;;2515;65;45;;110;14994;7404;;22398;6;;6;0;;0;1479;81;;1552;3599;973;;4572;6500;1374;;7793;83;744;22071;0;;108;67;34372;;;;;862023;713711;3;35155;122;2;7624;;2;4573;;;;;2;0;1;;;11;75238;286;1;1439;;4;9;;3;;1;;3;;;;16;;;3;;;28;;;9459;1694;84;130;6176;101;;;;;;;;;;;;154;29;29;13;38;12;18;4;24;9;247;;;;;;;;;;;;126.12;17.15;28.01;12.19;32.39;12.85;13.36;1.7;18.29;4.28;196.14;79;76.94;55;67;80;898;658;257;39;38;2092;7;2;375;42;16;34;57;55;4;434;1010;3102;50.6;61.86;72.42;840.04;624.37;226.05;29.37;26.11;1930.82;6.6;2;347.2;38.39;14.12;30.22;53.69;52.81;4;391.62;926.53;2857.35;6;;4;1;1
2019;GE-05;44105;CHAMPAGNE;994;356;90;1440;48026;19245;6027;73298;322205;94122;23013;439340;102;52;8;162;15424;12502;2211;30137;393;27;;420;362;12;;374;2421;260;;2681;61;48;9;118;13059;4802;2199;20060;1;0;1;0;0;0;2366;72;;1706;12099;5191;1029;17035;14892;5383;1062;21124;423;3903;135183;17204;60;260;187;88753;48;421;12514;311;3706836;269369;6;60635;1001;5;22990;133;;;;;;;2;1168;1;101;;24;164333;2843;2;2423;22;11;32;26;3;3;8;2;7;2;1;0;51;33;3;7;3;;59;21;;34762;3066;2127;814;16469;333;;;;;;;;;;;;595;143;10;79;165;27;80;61;56;71;1028;;;;;;;;;;;;434.11;110.17;10.47;67.93;117.05;23.32;65.18;22.53;46.99;51.65;737.51;535;543.4;104;183;315;2576;1563;917;190;212;6060;39;6;1258;146;66;87;261;139;34;1097;3067;9127;77.82;140.71;258.21;2276.38;1393.03;776.83;114.14;139.01;5176.13;31.04;4.12;989.32;99.84;46.95;76.3;212.6;127.85;20.11;1010.24;2571.42;7747.55;14;4;7;2;1
2019;GE-06;44106;AUBE ET  SÉZANNAIS;453;95;63;611;22507;5229;3861;31597;147431;28319;15071;190821;49;10;2;61;3966;2908;916;7790;174;6;;180;145;6;;151;1383;100;;1483;86;36;;122;14504;5670;;20174;;;;;;;993;58;;1041;3276;1744;466;5486;6299;2707;466;8853;115;1857;58589;0;39;170;158;58811;40;274;6159;207;1920259;131813;3;30923;486;2;7580;40;2;3671;6;1;2036;3;2;3778;;;;6;76702;771;1;1967;1;1;7;1;2;1;1;0;2;0;0;0;12;2;0;1;1;0;10;6;0;6826;2390;1117;478;3726;108;;;;;;;;;;;;229;51;29;21;46;16;28;1;25;13;342;5;5;;;;;;;;;5;174.12;38.47;22.35;19.37;37.46;13.36;23.55;0.64;22.86;12.25;270.88;85;89.78;67;55;78;904;791;228;62;54;2239;13;4;416;38;15;46;73;70;5;400;1065;3304;61.13;57.77;70.14;869.61;770.97;216.99;57.35;46.26;2150.22;11.34;2.98;395.16;36.96;15.25;42.62;69.12;65.96;4.25;390.18;1018.57;3168.79;10;;9;1;
2019;GE-07;44107;MOSELLE EST;403;81;41;525;21720;2848;2988;27556;128490;14827;9828;153145;33;37;1;71;2642;8942;206;11790;434;6;;440;420;;;420;2640;;;2640;34;25;;59;13660;2579;;16239;3;;3;79;;79;1727;;;1727;4375;2325;275;6898;6381;2463;283;9007;89;794;24524;5751;15;60;51;21583;35;183;8587;129;958250;94518;3;39141;524;3;12427;40;2;16745;;;;;;;;;;7;49449;566;;;;2;9;1;2;2;0;0;2;0;;;13;3;1;2;1;0;21;9;0;11216;1467;147;55;9302;148;;;;;;;;;;;;174;31;30;18;41;12;27;3;18;7;270;8;0;0;;1;;;;;;9;139.35;25.35;27.67;17.77;34;8.65;26.58;0.9;14.06;5.2;220.09;47;51.29;51;86;115;1118;523;376;32;51;2352;9;3;309;34;20;26;31;57;6;278;753;3105;46.63;82.77;108;1044.62;491.42;301.59;29.67;43.31;2148.01;8.67;3;285.5;28.7;17.26;22.55;30.91;51.78;5.68;273.27;710.06;2858.07;5;;4;1;
2019;GE-08;44108;LORRAINE NORD;922;231;140;1293;46109;13578;10332;70019;296660;61778;37929;396367;70;64;8;142;6776;14214;2044;23034;474;10;;484;431;10;;441;6669;131;;6800;96;89;24;209;15050;7926;3566;26542;8;;8;123;;123;3463;66;;3515;17121;6736;1038;24517;21443;7538;1125;29711;286;2478;71272;18851;35;120;100;38961;32;415;9131;329;3721467;589863;5;56575;824;6;23177;29;6;18184;;1;4883;25;3;1590;2;287;;16;142667;1821;2;8282;;13;28;1;5;3;5;0;12;0;11;0;61;4;;5;;;57;;;30553;5453;4155;681;17171;334;;;;;;;;;;;;428;20;7;67;123;36;75;20;38;42;726;3;1;;;;;3;;0;1;7;347.25;13.42;5.22;58.33;88.6;29.44;67.71;8.26;35.31;33.07;580.2;254;218.26;174;136;302;2070;1389;188;111;94;4464;21;2;952;96;66;74;154;166;14;691;2170;6634;159.42;138.42;289.54;1997.8;1342.54;168.13;98.92;93.39;4288.16;21.16;2;884.94;83.85;59.18;65.37;144.84;157.6;15.1;642.52;2017.38;6305.54;12;6;4;2;
2019;GE-09;44109;MARNE HAUTE-MARNE MEUSE;499;96;59;654;24858;6202;4335;35395;148129;26076;15796;190001;39;33;8;80;5258;5630;225;11113;341;21;;362;312;13;;325;2832;276;;3108;167;129;;296;29033;12332;;41365;12;;12;700;;700;1779;120;;1457;9784;2791;524;12016;11979;3086;359;15244;346;4056;108395;14016;52;143;83;44278;100;795;29767;564;893875;125727;4;31942;227;4;15250;17;;;;;;;2;2534;;;;12;76867;637;;;;3;18;2;2;1;1;0;4;0;0;0;25;3;0;4;0;0;31;0;0;9672;1655;203;73;7337;146;;;;;;;;;;;;261;85;39;19;55;7;33;3;36;54;442;15;7;;;7;1;;;;;22;190.81;59.84;34.28;18.28;33.08;7.26;26.44;1.86;30.17;34.28;316.64;78;69.11;43;88;55;1248;841;278;82;103;2738;20;2;581;75;31;67;72;52;3;598;1470;4208;44.92;86.09;50.93;1211.18;811.37;266;77.9;85.57;2633.96;19.31;2;537.81;71.25;25.55;57.37;68.39;50.47;3;565.38;1374.98;4008.94;13;;10;2;1
2019;GE-10;44110;SUD LORRAINE;1090;450;94;1634;61483;28725;6949;97157;358804;131673;24287;514764;149;63;9;221;23478;22901;2239;48618;539;45;40;624;450;35;40;525;4287;637;312;5236;124;130;0;254;24378;12821;0;37199;11;2;13;302;15;317;2827;313;251;3466;25523;11621;3007;39660;30118;12327;2824;44750;249;3527;91911;7517;10;265;178;89753;43;386;13808;231;4066570;797412;9;148444;2187;8;35825;106;6;15730;27;3;9585;35;3;2668;;;;28;233089;3358;4;8194;33;7;48;3;4;1;6;0;7;1;2;0;67;5;0;10;2;0;107;17;0;55530;3423;3832;1558;17084;362;;;;;;;;;;;;781;179;31;105;191;43;131;51;101;109;1364;36;25;;5;5;1;;4;;;45;505.16;120.15;25.74;88.61;120.8;29.4;114.14;19.96;82.27;73.85;916.18;569;541.2;143;271;363;3384;2210;1031;219;184;7805;48;8;1475;191;121;172;314;220;36;1634;4098;11903;130.49;268.08;339.45;3259.17;2128.9;991.42;197.61;149.17;7464.29;46.52;8;1406.69;173.43;111.5;161.7;311.3;210.78;38.41;1575.92;3932.75;11397.04;20;6;8;2;4
2019;GE-11;44111;VOSGES;641;147;59;847;33851;7985;4056;45892;198373;35779;12812;246964;69;42;0;111;7756;10490;262;18508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;562;6038;173984;16627;42;168;147;54875;18;288;8664;206;2271038;899387;5;35732;170;4;16703;27;;;;;;;6;6201;;;;18;100471;477;;;;8;18;7;3;3;0;0;6;3;2;0;29;13;;5;2;;44;;;16579;1761;181;19;9899;78;;;;;;;;;;;;340;53;78;35;74;16;;3;44;21;482;28;24;;;;;;;;;28;222.05;31.65;48.5;26.58;62.61;14.53;;2.4;30.99;15.18;333.23;91;78.63;72;71;127;1068;1001;504;37;86;2966;21;3;588;38;20;54;77;92;13;528;1414;4380;65.57;62.27;119.47;1000.16;945.61;473;22.74;70.16;2758.98;17.72;2.92;545.66;31.51;17.03;48.4;73.91;88.78;8.89;471.36;1289.15;4048.13;19;;17;;2
2019;GUA-01;01101;ILE DU NORD;47;17;17;81;3362;955;969;5286;13048;3996;3279;20323;5;6;0;11;1606;0;107;1713;87;0;;87;87;0;;87;211;0;;211;0;0;;0;0;0;;0;0;0;0;0;0;0;131;2;;131;1043;341;;1043;1174;343;;1174;7;15;167;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1717;;;;;1;3;0;0;0;0;0;0;0;0;0;3;0;0;1;0;;6;0;;3015;473;4;51;691;2;;;;;;;;;;;;30;13;1;5;15;6;3;;4;12;64;0;0;0;0;0;0;0;;0;0;0;27.38;14.37;1.62;4.91;9.94;4.19;3.01;;4;9.29;53.62;4;3.71;19;7;25;123;85;55;6;2;322;3;;59;5;3;2;;4;2;51;126;448;18.14;6.8;24.49;116.93;80.87;49.5;6.25;1.9;304.88;3;;58.4;4.88;3;2.08;;4;2;48.3;122.66;427.54;2;;2;;
