BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSI;ADMIN;DRSNI;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2019;310793575;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.08;;;;0.03;;0.03;0.17;;0.03;0.03;0.29;0.23;1.24
Q24;2019;310793849;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.06;;;;0.03;;0.03;0.15;;0.03;0.03;0.29;0.23;1.22
Q24;2019;310793849;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.06;;;;0.03;;0.03;0.15;;0.03;0.03;0.29;0.23;1.22
Q24;2019;310793849;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.06;;;;0.03;;0.03;0.15;;0.03;0.03;0.29;0.23;1.22
Q24;2019;310794094;310780754;2000;;;1.44;;1.44;1.67;19.3;;40.15;15.5;0.8;;1.31;78.73;0.27;;0.27;;;80.44
Q24;2019;310794094;310780754;2500;;;1.44;;1.44;1.67;19.3;;40.15;15.5;0.8;;1.31;78.73;0.27;;0.27;;;80.44
Q24;2019;310794094;310780754;9999;;;1.44;;1.44;1.67;19.3;;40.15;15.5;0.8;;1.31;78.73;0.27;;0.27;;;80.44
Q24;2019;310794417;310002712;2000;1;;8.14;;9.14;2;37.84;;5.66;6.99;1;;;53.49;;;;1;1;64.63
Q24;2019;310794417;310002712;2100;1;;8.14;;9.14;2;37.84;;5.66;6.99;1;;;53.49;;;;1;1;64.63
Q24;2019;310794417;310002712;9999;1;;8.14;;9.14;2;37.84;;5.66;6.99;1;;;53.49;;;;1;1;64.63
Q24;2019;310794524;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.17;;;;0.03;;0.03;0.26;;0.03;0.03;0.29;0.23;1.33
Q24;2019;310794524;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.17;;;;0.03;;0.03;0.26;;0.03;0.03;0.29;0.23;1.33
Q24;2019;310794524;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.17;;;;0.03;;0.03;0.26;;0.03;0.03;0.29;0.23;1.33
Q24;2019;310795463;310785068;2000;1.76;;1.74;;3.5;;5.94;;1.57;0.89;0.25;;;8.65;5.32;;5.32;;1.96;19.43
Q24;2019;310795463;310785068;2200;1.76;;1.74;;3.5;;5.94;;1.57;0.89;0.25;;;8.65;5.32;;5.32;;1.96;19.43
Q24;2019;310795463;310785068;9999;1.76;;1.74;;3.5;;5.94;;1.57;0.89;0.25;;;8.65;5.32;;5.32;;1.96;19.43
Q24;2019;310797527;310797519;2000;;;9.8;;9.8;;;;;;;;;;;;;40;;49.8
Q24;2019;310797527;310797519;2100;;;9.8;;9.8;;;;;;;;;;;;;40;;49.8
Q24;2019;310797527;310797519;9999;;;9.8;;9.8;;;;;;;;;;;;;40;;49.8
Q24;2019;320000086;320780117;1000;5;1;69.57;1;76.57;1.88;15.41;0;53.3;16.52;0;0;0;87.11;;1;1;1;117.79;283.47
Q24;2019;320000086;320780117;2000;0;0;65.43;0;65.43;22.92;226.99;34.7;269.58;119.59;4.8;21.55;17.84;717.97;0;4;4;52.57;15.09;855.06
Q24;2019;320000086;320780117;2100;0;0;63.43;0;63.43;20.48;199.93;34.7;210.61;94.51;4.8;21.55;17.84;604.42;;3;3;52.57;14.09;737.51
Q24;2019;320000086;320780117;2400;0;0;2;0;2;2.44;17.76;0;29.69;7.44;0;0;0;57.33;0;1;1;0;1;61.33
Q24;2019;320000086;320780117;2500;0;0;0;0;0;0;9.3;0;29.28;17.64;0;0;0;56.22;0;0;0;0;0;56.22
Q24;2019;320000086;320780117;9999;5;1;135;1;142;24.8;242.4;34.7;322.88;136.11;4.8;21.55;17.84;805.08;0;5;5;53.57;132.88;1138.53
Q24;2019;320000094;320780125;1000;3.58;1;48.58;0;53.16;1.5;10.79;0;11.26;9.1;0.18;0;0.5;33.33;0.56;8.36;8.92;0.11;75.14;170.66
Q24;2019;320000094;320780125;2000;0;0;4.32;0;4.32;12.38;171.36;0;69.75;53.58;14.63;0;7.17;328.87;16.04;1.54;17.58;3.6;4.93;359.3
Q24;2019;320000094;320780125;2100;0;0;1.08;0;1.08;0.2;0;0;0;0;0.15;0;1;1.35;0;0;0;3.6;1;7.03
Q24;2019;320000094;320780125;2200;0;0;3.24;0;3.24;12.18;171.36;0;69.75;53.58;14.48;0;5.67;327.02;16.04;1.54;17.58;0;3.93;351.77
Q24;2019;320000094;320780125;2400;0;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;0;0.5
Q24;2019;320000094;320780125;9999;3.58;1;52.9;0;57.48;13.88;182.15;0;81.01;62.68;14.81;0;7.67;362.2;16.6;9.9;26.5;3.71;80.07;529.96
Q24;2019;320000102;320780133;1000;0.5;;8.64;;9.14;1;;;;0.33;;;;1.33;;0.25;0.25;4.43;11.3;26.45
Q24;2019;320000102;320780133;2000;0.1;;3;;3.1;2.2;33.49;;49.32;13.8;0.5;;1.52;100.83;0.57;0.69;1.26;0.55;3;108.74
Q24;2019;320000102;320780133;2100;;;0.97;;0.97;1.5;23.75;;26.05;3.02;0.23;;0.05;54.6;;0.3;0.3;;;55.87
Q24;2019;320000102;320780133;2400;;;0.95;;0.95;0.5;3;;9.48;3.5;0.12;;0.97;17.57;;0.3;0.3;;;18.82
Q24;2019;320000102;320780133;2500;0.1;;1.08;;1.18;0.2;6.74;;13.79;7.28;0.15;;0.5;28.66;0.57;0.09;0.66;0.55;3;34.05
Q24;2019;320000102;320780133;9999;0.6;;11.64;;12.24;3.2;33.49;;49.32;14.13;0.5;;1.52;102.16;0.57;0.94;1.51;4.98;14.3;135.19
Q24;2019;320000110;320004310;1000;0.58;;7.47;;8.05;1.17;1.58;;;6.24;;;;8.99;;;;;34.09;51.13
Q24;2019;320000110;320004310;2000;;;;;;0.8;12.97;;23.87;12.79;0.6;;2.6;53.63;;1;1;1.5;;56.13
Q24;2019;320000110;320004310;2100;;;;;;0.15;7.87;;17.1;6.76;0.38;;1.27;33.53;;0.63;0.63;1.25;;35.41
Q24;2019;320000110;320004310;2400;;;;;;0.65;5.1;;6.77;6.03;0.22;;1.33;20.1;;0.37;0.37;0.25;;20.72
Q24;2019;320000110;320004310;9999;0.58;;7.47;;8.05;1.97;14.55;;23.87;19.03;0.6;;2.6;62.62;;1;1;1.5;34.09;107.26
Q24;2019;320000128;320780158;1000;;;7.76;;7.76;;;;;;;;;;;;;1;22.07;30.83
Q24;2019;320000128;320780158;2000;;;;;;2.34;14.24;;23.78;19.53;0.77;;4.56;65.22;0.9;;0.9;0.2;;66.32
Q24;2019;320000128;320780158;2100;;;;;;0.82;4.04;;8.28;9.51;0.44;;0.36;23.45;0.2;;0.2;;;23.65
Q24;2019;320000128;320780158;2400;;;;;;0.92;4.15;;4;2.59;;;1.92;13.58;0.4;;0.4;;;13.98
Q24;2019;320000128;320780158;2500;;;;;;0.6;6.05;;11.5;7.43;0.33;;2.28;28.19;0.3;;0.3;0.2;;28.69
Q24;2019;320000128;320780158;9999;;;7.76;;7.76;2.34;14.24;;23.78;19.53;0.77;;4.56;65.22;0.9;;0.9;1.2;22.07;97.15
Q24;2019;320000144;320780174;1000;3;;8;;11;2;0.88;;4.89;1.33;;;4.05;13.15;;0.8;0.8;1.3;30.84;57.09
Q24;2019;320000144;320780174;2000;;;;;;1.45;18.3;;25.34;18.89;1;;1.05;66.03;;;;;3.46;69.49
Q24;2019;320000144;320780174;2100;;;;;;0.62;8.47;;10.71;5.73;0.45;;;25.98;;;;;0.52;26.5
Q24;2019;320000144;320780174;2400;;;;;;0.37;4.86;;4.88;2.93;0.45;;0.6;14.09;;;;;1.91;16
Q24;2019;320000144;320780174;2500;;;;;;0.46;4.97;;9.75;10.23;0.1;;0.45;25.96;;;;;1.03;26.99
Q24;2019;320000144;320780174;9999;3;;8;;11;3.45;19.18;;30.23;20.22;1;;5.1;79.18;;0.8;0.8;1.3;34.3;126.58
Q24;2019;320000151;320780182;1000;1;;4.86;;5.86;;;;;;;;;;;;;0.2;12;18.06
Q24;2019;320000151;320780182;2000;;;;;;1;6.86;;9.86;5;0.1;;1;23.82;;0.4;0.4;;;24.22
Q24;2019;320000151;320780182;2100;;;;;;0.5;3;;4;2;0.1;;;9.6;;0.4;0.4;;;10
Q24;2019;320000151;320780182;2400;;;;;;0.5;3.86;;5.86;3;;;1;14.22;;;;;;14.22
Q24;2019;320000151;320780182;9999;1;;4.86;;5.86;1;6.86;;9.86;5;0.1;;1;23.82;;0.4;0.4;0.2;12;42.28
Q24;2019;320000169;320780190;2000;0.15;;2.66;;2.81;1;6.16;;13.71;2.54;0.21;;1.94;25.56;;0.5;0.5;0.15;5.05;34.07
Q24;2019;320000169;320780190;2400;0.15;;2.66;;2.81;1;6.16;;13.71;2.54;0.21;;1.94;25.56;;0.5;0.5;0.15;5.05;34.07
Q24;2019;320000169;320780190;9999;0.15;;2.66;;2.81;1;6.16;;13.71;2.54;0.21;;1.94;25.56;;0.5;0.5;0.15;5.05;34.07
Q24;2019;320000177;320780208;1000;1;;8;;9;;;;;;;;;;;;;;27.94;36.94
Q24;2019;320000177;320780208;2000;;;;;;1.3;13.71;;27.17;25.65;0.4;;2.53;70.76;0.35;0.86;1.21;2.6;;74.57
Q24;2019;320000177;320780208;2100;;;;;;0.4;3.53;;4.08;6.53;0.09;;0.34;14.97;;0.35;0.35;0.2;;15.52
Q24;2019;320000177;320780208;2400;;;;;;0.4;3.63;;8.91;12.42;0.13;;1.07;26.56;;0.51;0.51;1;;28.07
Q24;2019;320000177;320780208;2500;;;;;;0.5;6.55;;14.18;6.7;0.18;;1.12;29.23;0.35;;0.35;1.4;;30.98
Q24;2019;320000177;320780208;9999;1;;8;;9;1.3;13.71;;27.17;25.65;0.4;;2.53;70.76;0.35;0.86;1.21;2.6;27.94;111.51
Q24;2019;320000185;320780216;1000;;;3.07;;3.07;;;;;;;;;;;;;;3.34;6.41
Q24;2019;320000185;320780216;2000;;;;;;0.37;5.96;;9;3.58;0.3;;1.88;21.09;;;;1.24;;22.33
Q24;2019;320000185;320780216;2400;;;;;;0.37;5.96;;9;3.58;0.3;;1.88;21.09;;;;1.24;;22.33
Q24;2019;320000185;320780216;9999;;;3.07;;3.07;0.37;5.96;;9;3.58;0.3;;1.88;21.09;;;;1.24;3.34;28.74
Q24;2019;320000680;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320000680;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320000680;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320001050;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320001050;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320001050;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320001688;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320001688;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320001688;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320004328;310000096;2000;;;1.5;;1.5;2;10.8;;6.3;;;;;19.1;;;;;;20.6
Q24;2019;320004328;310000096;2300;;;1.5;;1.5;2;10.8;;6.3;;;;;19.1;;;;;;20.6
Q24;2019;320004328;310000096;9999;;;1.5;;1.5;2;10.8;;6.3;;;;;19.1;;;;;;20.6
Q24;2019;320004872;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320004872;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320004872;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320780067;320000052;2000;1;;20.89;;21.89;2;28.57;3.53;16.22;21.97;;;;72.29;;;;4.33;3.13;101.64
Q24;2019;320780067;320000052;2100;1;;20.89;;21.89;2;28.57;3.53;16.22;21.97;;;;72.29;;;;4.33;3.13;101.64
Q24;2019;320780067;320000052;9999;1;;20.89;;21.89;2;28.57;3.53;16.22;21.97;;;;72.29;;;;4.33;3.13;101.64
Q24;2019;320780109;320000078;1000;1;;5.8;;6.8;;;;;;;;;;;;;;;6.8
Q24;2019;320780109;320000078;2000;;;;;;1;15.5;;5;4;;;;25.5;0.3;0.5;0.8;;1;27.3
Q24;2019;320780109;320000078;2200;;;;;;1;15.5;;5;4;;;;25.5;0.3;0.5;0.8;;1;27.3
Q24;2019;320780109;320000078;9999;1;;5.8;;6.8;1;15.5;;5;4;;;;25.5;0.3;0.5;0.8;;1;34.1
Q24;2019;320780323;750810590;2000;1.44;;5.16;;6.6;1;5.58;;26.64;;0.86;;9.09;43.17;1.41;0.5;1.91;;12.68;64.36
Q24;2019;320780323;750810590;2400;1.44;;5.16;;6.6;1;5.58;;26.64;;0.86;;9.09;43.17;1.41;0.5;1.91;;12.68;64.36
Q24;2019;320780323;750810590;9999;1.44;;5.16;;6.6;1;5.58;;26.64;;0.86;;9.09;43.17;1.41;0.5;1.91;;12.68;64.36
Q24;2019;320784333;320000565;2000;4.32;1;13.76;;19.08;1.12;25.14;;41.83;12.8;2;;17.12;100.01;5.18;0.3;5.48;2.93;3.2;130.7
Q24;2019;320784333;320000565;2400;4.32;1;13.76;;19.08;1.12;25.14;;41.83;12.8;2;;17.12;100.01;5.18;0.3;5.48;2.93;3.2;130.7
Q24;2019;320784333;320000565;9999;4.32;1;13.76;;19.08;1.12;25.14;;41.83;12.8;2;;17.12;100.01;5.18;0.3;5.48;2.93;3.2;130.7
Q24;2019;320784515;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320784515;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320784515;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320785587;310000633;2000;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320785587;310000633;2100;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;320785587;310000633;9999;0.03;0.03;0.46;;0.52;0.03;0.03;;;;0.03;;0.03;0.12;;0.03;0.03;0.29;0.23;1.19
Q24;2019;330000217;330780347;1000;1.97;;11.63;;13.6;;;;;;;;;;;;;1;1.43;16.03
Q24;2019;330000217;330780347;2000;;;;;;2;32.32;;30.91;;2.55;;4.02;71.8;0.88;1.91;2.79;;;74.59
Q24;2019;330000217;330780347;2100;;;;;;1;15.66;;9.81;;1.63;;0.99;29.09;;0.95;0.95;;;30.04
Q24;2019;330000217;330780347;2400;;;;;;1;16.66;;21.1;;0.92;;3.03;42.71;0.88;0.96;1.84;;;44.55
Q24;2019;330000217;330780347;9999;1.97;;11.63;;13.6;2;32.32;;30.91;;2.55;;4.02;71.8;0.88;1.91;2.79;1;1.43;90.62
Q24;2019;330000332;330780545;1000;4;;10.2;;14.2;1;;;;2;;;;3;;2.1;2.1;;11.4;30.7
Q24;2019;330000332;330780545;2000;1;;8.6;;9.6;5;60.3;0.7;39.8;15.6;4;;0.5;125.9;;0.5;0.5;6.1;0.9;143
Q24;2019;330000332;330780545;2100;1;;6;;7;3.4;31.2;0.6;24;14.5;3.1;;0.5;77.3;;;;3.4;0.9;88.6
Q24;2019;330000332;330780545;2300;;;2.6;;2.6;1.6;29.1;0.1;15.8;1.1;0.9;;;48.6;;0.5;0.5;2.7;;54.4
Q24;2019;330000332;330780545;9999;5;;18.8;;23.8;6;60.3;0.7;39.8;17.6;4;;0.5;128.9;;2.6;2.6;6.1;12.3;173.7
Q24;2019;330000340;330780552;1000;7;;45.99;;52.99;1;;;;0.43;;;;1.43;;;;;25.13;79.55
Q24;2019;330000340;330780552;2000;1.95;;125.21;;127.16;21.66;274.53;43.83;150.36;42.13;8.73;43.46;11.08;595.78;3.4;10.41;13.81;29.48;22.38;788.61
Q24;2019;330000340;330780552;2100;1.2;;117.79;;118.99;15.66;197.37;29.06;139.56;41.82;6.51;39.82;11.08;480.88;0.25;6.97;7.22;29.48;22.38;658.95
Q24;2019;330000340;330780552;2300;0.75;;7.42;;8.17;6;77.16;14.77;10.8;0.31;2.22;3.64;;114.9;3.15;3.44;6.59;;;129.66
Q24;2019;330000340;330780552;9999;8.95;;171.2;;180.15;22.66;274.53;43.83;150.36;42.56;8.73;43.46;11.08;597.21;3.4;10.41;13.81;29.48;47.51;868.16
Q24;2019;330000431;;2000;4;;5;;9;;24.8;;4;7;1;;0.65;37.45;24.25;1;25.25;;7;78.7
Q24;2019;330000431;;2200;4;;5;;9;;24.8;;4;7;1;;0.65;37.45;24.25;1;25.25;;7;78.7
Q24;2019;330000431;;9999;4;;5;;9;;24.8;;4;7;1;;0.65;37.45;24.25;1;25.25;;7;78.7
Q24;2019;330000555;330781204;1000;5;1.33;44.62;;50.95;0.5;6.1;3;16.3;76.76;;1.36;3.2;107.22;;1.27;1.27;2;60.63;222.07
Q24;2019;330000555;330781204;2000;;;30.85;;30.85;10.07;128.33;17.76;123.65;;5.17;19.6;9.71;314.29;;5;5;31.72;;381.86
Q24;2019;330000555;330781204;2100;;;30.05;;30.05;9.07;118.49;17.76;111.33;;5.17;19.6;;281.42;;5;5;31.72;;348.19
Q24;2019;330000555;330781204;2400;;;0.8;;0.8;1;9.84;;12.32;;;;9.71;32.87;;;;;;33.67
Q24;2019;330000555;330781204;9999;5;1.33;75.47;;81.8;10.57;134.43;20.76;139.95;76.76;5.17;20.96;12.91;421.51;;6.27;6.27;33.72;60.63;603.93
Q24;2019;330000571;330781220;1000;0.87;;41.86;;42.73;1;5.72;0.77;5.63;0.66;0.08;0.11;0.45;14.42;;;;1.46;35.73;94.34
Q24;2019;330000571;330781220;2000;;;22.83;;22.83;2.53;94.99;14.77;80.61;37.43;3.13;10.87;7.48;251.81;1;3.7;4.7;14.28;1.52;295.14
Q24;2019;330000571;330781220;2100;;;21.9;;21.9;2.27;78.69;14.77;65.08;24.53;2.7;10.87;3.95;202.86;1;3.2;4.2;14.28;0.99;244.23
Q24;2019;330000571;330781220;2400;;;0.63;;0.63;0.26;9.65;;11.56;3.13;;;2.92;27.52;;0.5;0.5;;0.53;29.18
Q24;2019;330000571;330781220;2500;;;0.3;;0.3;;6.65;;3.97;9.77;0.43;;0.61;21.43;;;;;;21.73
Q24;2019;330000571;330781220;9999;0.87;;64.69;;65.56;3.53;100.71;15.54;86.24;38.09;3.21;10.98;7.93;266.23;1;3.7;4.7;15.74;37.25;389.48
Q24;2019;330000589;330027509;1000;3.94;;45.49;0.92;50.35;4.03;13.85;0;16.51;2.1;0.07;0;2.76;39.32;1.2;5.98;7.18;0;64.89;161.74
Q24;2019;330000589;330027509;2000;0;0;36.44;0;36.44;4;93.56;16.79;81.51;24.89;1.81;19.83;2.76;245.15;0.51;0;0.51;37.34;11.06;330.5
Q24;2019;330000589;330027509;2100;0;0;35.44;0;35.44;3.69;79.74;16.79;78.59;24.89;1.38;17.32;2.76;225.16;0.51;0;0.51;37.1;11.06;309.27
Q24;2019;330000589;330027509;2300;0;0;1;0;1;0.31;13.82;0;2.92;0;0.43;2.51;0;19.99;0;0;0;0.24;0;21.23
Q24;2019;330000589;330027509;9999;3.94;0;81.93;0.92;86.79;8.03;107.41;16.79;98.02;26.99;1.88;19.83;5.52;284.47;1.71;5.98;7.69;37.34;75.95;492.24
Q24;2019;330000597;330027509;1000;0;0;3.08;0.08;3.16;0;2.5;0;0;6.53;0.61;0.64;0;10.28;4.54;2.08;6.62;1;27.6;48.66
Q24;2019;330000597;330027509;2000;0;0;7.44;0;7.44;1.95;27.2;0;43.85;8.08;3.62;2.24;2.75;89.69;0;0;0;2.42;0;99.55
Q24;2019;330000597;330027509;2100;0;0;6.08;0;6.08;0.95;17.07;0;22.55;4.16;3.47;2.24;0;50.44;;0;0;2.42;0;58.94
Q24;2019;330000597;330027509;2400;0;0;1.36;0;1.36;1;10.13;0;21.3;3.92;0.15;0;2.75;39.25;0;0;0;0;0;40.61
Q24;2019;330000597;330027509;9999;0;0;10.52;0.08;10.6;1.95;29.7;0;43.85;14.61;4.23;2.88;2.75;99.97;4.54;2.08;6.62;3.42;27.6;148.21
Q24;2019;330000605;330781253;1000;5.05;;144.31;1.35;150.71;18.88;38.53;3.03;74.7;172.22;1.05;0.83;5.31;314.55;2.16;7.62;9.78;10.03;211.6;696.67
Q24;2019;330000605;330781253;2000;;;123.82;;123.82;25.66;453.72;70;368.92;69.11;11.58;29.61;33.13;1061.73;3;7.04;10.04;116.1;42.76;1354.45
Q24;2019;330000605;330781253;2100;;;120.87;;120.87;23.43;442;70;351.2;57.47;8.48;29.61;14.1;996.29;1;7.04;8.04;116.1;40.76;1282.06
Q24;2019;330000605;330781253;2400;;;2.95;;2.95;2.23;11.72;;17.72;11.64;3.1;;19.03;65.44;2;;2;;2;72.39
Q24;2019;330000605;330781253;9999;5.05;;268.13;1.35;274.53;44.54;492.25;73.03;443.62;241.33;12.63;30.44;38.44;1376.28;5.16;14.66;19.82;126.13;254.36;2051.12
Q24;2019;330000613;330781261;1000;0.49;;26.69;;27.18;1;3.15;;10.42;7.59;0.19;;0.91;23.26;0.08;1.28;1.36;0.44;24.18;76.42
Q24;2019;330000613;330781261;2000;0.13;;12.27;;12.4;2.6;42.63;;83.55;27.72;1.44;;1.82;159.76;0.48;0.96;1.44;8.33;1.13;183.06
Q24;2019;330000613;330781261;2100;;;8.77;;8.77;0.4;16.83;;22.84;8.35;0.2;;0.1;48.72;;0.43;0.43;7.68;1;66.6
Q24;2019;330000613;330781261;2400;;;2.67;;2.67;1.6;16.51;;29.15;8;0.91;;0.88;57.05;;0.35;0.35;0.39;;60.46
Q24;2019;330000613;330781261;2500;0.13;;0.83;;0.96;0.6;9.29;;31.56;11.37;0.33;;0.84;53.99;0.48;0.18;0.66;0.26;0.13;56
Q24;2019;330000613;330781261;9999;0.62;;38.96;;39.58;3.6;45.78;;93.97;35.31;1.63;;2.73;183.02;0.56;2.24;2.8;8.77;25.31;259.48
Q24;2019;330000639;330781287;1000;6.71;1;55.98;0;63.69;9.84;22.57;0;19.46;14.1;4.13;0;0.34;70.44;4.44;1.73;6.17;0;155.35;295.65
Q24;2019;330000639;330781287;2000;0;0;54.85;0;54.85;39.63;601.25;0.58;121.18;129.06;52.34;0;30.15;974.19;9.54;23.01;32.55;9.22;6.57;1077.38
Q24;2019;330000639;330781287;2200;0;0;54.85;0;54.85;39.63;601.25;0.58;121.18;129.06;52.34;0;30.15;974.19;9.54;23.01;32.55;9.22;6.57;1077.38
Q24;2019;330000639;330781287;9999;6.71;1;110.83;0;118.54;49.47;623.82;0.58;140.64;143.16;56.47;0;30.49;1044.63;13.98;24.74;38.72;9.22;161.92;1373.03
Q24;2019;330000647;330781295;1000;3.81;1;49.38;;54.19;2.52;25.43;;13.78;2.63;2.28;;0.78;47.42;4.46;1.39;5.85;0.06;122.85;230.37
Q24;2019;330000647;330781295;2000;;;53.61;;53.61;26.33;518.45;;179.54;54.42;38.91;;28.45;846.1;29.82;21.53;51.35;4.96;5.31;961.33
Q24;2019;330000647;330781295;2100;;;2.64;;2.64;0.15;4.1;;0.5;;;;;4.75;;;;4.96;2;14.35
Q24;2019;330000647;330781295;2200;;;50.97;;50.97;26.18;514.35;;179.04;54.42;38.91;;26.45;839.35;29.82;21.53;51.35;;3.31;944.98
Q24;2019;330000647;330781295;2400;;;;;;;;;;;;;2;2;;;;;;2
Q24;2019;330000647;330781295;9999;3.81;1;102.99;;107.8;28.85;543.88;;193.32;57.05;41.19;;29.23;893.52;34.28;22.92;57.2;5.02;128.16;1191.7
Q24;2019;330000662;330781329;1000;5.98;1;77.57;;84.55;1.6;7.46;;1;6.69;;;;16.75;;;;53.94;82.81;238.05
Q24;2019;330000662;330781329;2000;;;78.85;;78.85;8.01;137.4;24.19;59.78;56.62;7.62;;3.17;296.79;2.09;4.12;6.21;144.78;2.27;528.9
Q24;2019;330000662;330781329;2100;;;78.85;;78.85;8.01;137.4;24.19;59.78;56.62;7.62;;3.17;296.79;2.09;4.12;6.21;144.78;2.27;528.9
Q24;2019;330000662;330781329;9999;5.98;1;156.42;;163.4;9.61;144.86;24.19;60.78;63.31;7.62;;3.17;313.54;2.09;4.12;6.21;198.72;85.08;766.95
Q24;2019;330000779;;2000;1;;4.42;;5.42;1;7.67;;;;2.97;;1.25;12.89;2.32;1.5;3.82;;0.42;22.55
Q24;2019;330000779;;2200;1;;4.42;;5.42;1;7.67;;;;2.97;;1.25;12.89;2.32;1.5;3.82;;0.42;22.55
Q24;2019;330000779;;9999;1;;4.42;;5.42;1;7.67;;;;2.97;;1.25;12.89;2.32;1.5;3.82;;0.42;22.55
Q24;2019;330005182;330792862;2000;0.18;0;1.79;0;1.97;0.36;9.12;0;22.19;6.57;0.18;0;0.38;38.8;0.33;0.3;0.63;0.56;3.84;45.8
Q24;2019;330005182;330792862;2500;0.18;0;1.79;0;1.97;0.36;9.12;0;22.19;6.57;0.18;0;0.38;38.8;0.33;0.3;0.63;0.56;3.84;45.8
Q24;2019;330005182;330792862;9999;0.18;0;1.79;0;1.97;0.36;9.12;0;22.19;6.57;0.18;0;0.38;38.8;0.33;0.3;0.63;0.56;3.84;45.8
Q24;2019;330007410;330007386;2000;1;;2;;3;;1.9;;;0.52;0.12;;0.87;3.41;;0.2;0.2;0.8;1;8.41
Q24;2019;330007410;330007386;2100;1;;2;;3;;1.9;;;0.52;0.12;;0.87;3.41;;0.2;0.2;0.8;1;8.41
Q24;2019;330007410;330007386;9999;1;;2;;3;;1.9;;;0.52;0.12;;0.87;3.41;;0.2;0.2;0.8;1;8.41
Q24;2019;330007436;330000274;2000;;;;;;0.2;;;;;;;;0.2;;;;;;0.2
Q24;2019;330007436;330000274;2100;;;;;;0.2;;;;;;;;0.2;;;;;;0.2
Q24;2019;330007436;330000274;9999;;;;;;0.2;;;;;;;;0.2;;;;;;0.2
Q24;2019;330008012;330000274;2000;;;;;;0.13;;;;;;;;0.13;;;;;;0.13
Q24;2019;330008012;330000274;2100;;;;;;0.13;;;;;;;;0.13;;;;;;0.13
Q24;2019;330008012;330000274;9999;;;;;;0.13;;;;;;;;0.13;;;;;;0.13
Q24;2019;330017989;330000134;2000;;;1;;1;1;19.83;;7.85;;0.42;;0.34;29.44;;0.2;0.2;;;30.64
Q24;2019;330017989;330000134;2100;;;1;;1;1;19.83;;7.85;;0.42;;0.34;29.44;;0.2;0.2;;;30.64
