AN;NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_TPL_GEN;FIL_TPL_INF;FIL_TPL_PEN;FIL_TPL_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;ACTNUI_SCAN;NB_IRM;ACT_IRM;ACTNUI_IRM;NB_CAM;ACT_CAM;ACTNUI_CAM;NB_TOMO;ACT_TOMO;ACTNUI_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;ACTNUI_LITHO;NB_RADIO;ACT_RADIO;ACTNUI_RADIO;NB_VASC;ACT_VASC;ACTNUI_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A10;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;PHARMA_A19_POURCENTOUI;PHARMA_A20_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;INTTOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRINF;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRINF;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
2020;BFC-06;27106;NIÈVRE;417;88;41;546;18486;3572;1874;23932;123803;23168;6543;153514;49;20;1;70;849;2787;151;3787;156;;;156;155;;;155;1339;;;1339;80;22;;102;8705;2127;;10832;;;;;;;863;;10;867;5964;1462;221;7397;6959;2583;267;9498;159;1448;40747;2454;27;270;152;83195;;;;;;;3;22355;175;2;4969;;2;4890;;1;3143;;2;554;1;18;;9;51042;536;1;1103;;4;5;1;1;1;1;;2;;;;9;2;4;2;1;1;14;4;4;6242;788;1105;436;2720;141;176;155;137;120;878;11530406;14.3;0;0;28.6;85.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;8;2;1
2020;BFC-07;27107;CENTRE FRANCHE-COMTÉ;1004;318;126;1448;48725;14821;7512;71058;277100;71837;27001;375938;121;58;7;186;12332;8809;2452;23593;580;33;;613;509;33;;542;4137;447;0;4584;160;100;;260;17191;6082;0;23273;8;;8;98;0;98;2754;323;0;3038;11326;4951;141;16046;15106;5777;162;20591;397;3119;115669;5019;32;293;159;100845;;;;;;;5;56399;1038;4;15268;214;3;7139;6;2;3172;25;2;930;1;0;0;14;101594;1728;6;1963;0;8;28;5;3;2;6;4;5;1;3;0;45;12;3;7;2;0;68;21;0;29095;3562;3031;1150;10427;290;1277;614;310;261;1418;54718424;25;0;16.7;16.7;91.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;2;9;2;4
2020;BFC-08;27108;JURA;272;45;25;342;12952;2771;1695;17418;81876;10413;5770;98059;8;18;0;26;442;2129;0;2571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;298;2362;88076;5246;26;111;57;38190;;;;;;;3;19717;;2;0;0;1;0;0;;;;;;1;;;7;44037;;;;;3;5;1;1;1;0;0;3;1;1;0;10;3;5;2;1;1;8;6;6;4203;744;76;1;2694;71;380;0;305;111;410;7218662;20;0;0;40;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;7;;
2020;BFC-09;27109;NORD FRANCHE-COMTÉ;473;100;76;649;23590;6265;4770;34625;172307;37026;18545;227878;24;41;3;68;3262;6389;1919;11570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206;1548;64695;1052;15;153;65;52954;;;;;;;3;28187;471;4;7613;22;3;3701;;1;1586;;1;2329;1;73;;7;68916;913;;;;1;15;2;1;1;3;1;4;1;;;23;5;;3;1;;26;11;;13133;2438;1722;475;6703;209;861;;221;153;1090;20950280;50;0;0;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;BFC-11;27211;HAUTE-SAÔNE;363;58;25;446;17376;2698;1864;21938;104750;13802;7002;125554;41;18;0;59;5875;4534;131;10540;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96;1031;19324;464;6;;;;;;;;;;3;22126;351;3;5429;29;1;;;;;;2;1687;1;;;6;46067;602;;;;1;10;1;1;1;0;0;4;1;0;0;15;3;;1;1;;18;1;;5341;810;143;1;4986;47;427;0;65;;960;21451240;100;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;BFC-12;27112;SUD COTE D'OR;134;30;23;187;6463;2892;1077;10432;38219;7961;3196;49376;8;10;;18;362;500;0;862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;533;15573;0;;60;28;18955;35;346;6516;230;;;1;8802;178;1;3741;27;;;;;;;1;28;;;;3;14261;161;;;;1;6;1;;;;;1;;;;7;1;;1;;;10;;;2913;516;40;4;1456;10;225;;50;60;550;2001235;33.3;0;0;33.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;4;;
2020;BRE-01;53101;BRETAGNE OCCIDENTALE;1046;351;102;1499;48051;15408;5077;68536;319434;73542;20999;413975;108;56;6;170;11187;8839;1875;21901;461;38;;499;435;22;;457;6046;473;;6519;229;109;;338;21604;8629;;30233;27;;27;795;;795;3859;195;;4040;15112;1641;655;17316;19439;2199;655;22119;409;4328;127361;3726;17;252;147;85634;;;;;;;7;61416;792;5;22453;28;4;9055;;2;11380;61;2;3105;1;274;;19;144560;1703;5;7935;;13;40;6;3;3;9;1;7;0;4;1;63;11;0;9;4;0;62;33;0;28159;3059;2140;1048;11961;364;1479;496;408;252;1524;69269924;63.6;54.5;54.5;72.7;81.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5;7;;1
2020;BRE-02;53102;UNION HOSPITALIÈRE DE CORNOUAILLE;479;97;40;616;23900;6354;3758;34012;149480;19691;11852;181023;101;28;0;129;6692;3441;606;10739;218;16;;234;192;16;;208;2321;162;;2483;143;56;;199;11994;5473;;17467;6;7;13;358;379;737;1317;76;;1390;7795;1355;;9077;9569;1561;;11054;43;513;15303;2233;14;180;101;62971;;;;;;;3;23133;433;2;9240;46;;;;;;;2;2267;1;603;;10;51026;694;1;1884;;2;15;1;1;1;1;;2;;1;;20;2;;2;1;;22;18;;12084;2402;1124;96;5764;159;584;273;176;180;777;31626439;66.7;0;33.3;66.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;3;1;4
2020;BRE-03;53103;GROUPE HOSPITALIER SUD BRETAGNE;567;75;53;695;28733;4383;4079;37195;180025;21206;14826;216057;89;33;4;126;4845;5129;750;10724;268;8;;276;256;8;;264;2480;85;;2565;140;68;;208;8422;5349;;13771;5;;5;136;;136;1657;56;0;1709;7452;1742;638;9748;9553;2019;670;12099;247;2608;84188;906;14;195;82;67555;;;;;;;3;26456;321;2;10493;64;;;;;;;2;2921;;;;7;53496;175;2;2859;;2;9;1;2;1;3;;2;;;;16;2;;2;1;;23;;;11621;2223;1667;129;4599;107;695;266;247;195;862;24952237;50;0;0;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;8;1;2
2020;BRE-04;53104;BROCÉLIANDE ATLANTIQUE;606;148;54;808;28298;8243;2986;39527;185324;35059;11957;232340;69;26;4;99;5465;6521;441;12427;319;13;;332;309;12;;321;2846;167;;3013;239;84;;323;13126;6166;;19292;14;2;16;3993;15;4008;2144;131;;2256;12082;2299;;14354;15059;2744;;17793;271;2597;83846;8218;28;223;96;77589;40;501;10091;412;;;4;75456;1053;3;21140;231;;;;;;;3;4279;;;;12;85613;1057;1;284;0;5;14;2;2;2;1;1;3;0;0;0;20;5;5;3;2;1;30;15;12;14173;2202;1640;1059;8378;64;867;331;377;208;1073;22516194;16.7;0;16.7;33.3;83.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;5;1;2
2020;BRE-05;53105;HAUTE BRETAGNE;1250;398;141;1789;62161;19034;8612;89807;390064;107577;37701;535342;151;76;18;245;17827;12617;2017;32461;29;;;29;25;;;25;277;;;277;12;;;12;1513;;;1513;;;;;;;222;;;222;1328;;;1328;1745;;;1745;458;4684;141646;8508;33;282;159;89736;;;;;;;8;81723;854;7;32404;127;;;;;;;2;2777;;;;20;180012;1297;3;4607;29;27;48;8;6;4;11;4;11;1;2;0;78;17;0;12;4;0;83;24;0;39903;5347;3098;1974;14754;475;1865;26;486;282;1710;64292898;27.3;18.2;18.2;33.3;83.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;4;11;;
2020;BRE-06;53106;RANCE EMÉRAUDE;486;56;36;578;26157;3478;2711;32346;153615;16040;8993;178648;33;15;2;50;5476;1256;490;7222;74;7;0;81;64;7;0;71;704;151;;855;20;28;0;48;1874;2226;;4100;0;0;0;0;0;0;479;121;0;598;3835;1646;167;5546;4402;1799;171;6231;120;1243;41594;2285;8;143;115;50175;;;;;;;2;26209;330;3;5631;;;;;;;;;;;;;5;41087;442;1;1693;10;5;8;2;2;2;0;0;1;0;0;0;11;4;;2;2;;15;15;;6049;1465;1345;22;3939;45;635;93;137;143;557;14713608;66.7;0;0;66.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;BRE-07;53107;ARMOR;864;178;61;1103;40399;10999;3923;55321;264699;45789;14511;324999;78;49;6;133;5947;8647;1358;15952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;384;4298;111182;20664;116;180;158;58112;35;442;12541;320;;;5;41987;516;4;19446;232;2;6899;;1;2648;;4;6240;;;;21;121110;2509;2;3301;0;9;19;13;4;3;2;2;8;1;4;0;37;19;0;6;4;0;39;27;0;18136;2454;1671;607;9821;117;1124;0;399;180;2281;30618088;28.6;0;14.3;42.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;9;;1
2020;BRE-08;53108;CENTRE BRETAGNE;226;50;15;291;10191;1657;1325;13173;68034;7652;5039;80725;10;9;3;22;1032;1457;529;3018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;179;1779;49045;1205;6;30;18;9819;;;;;;;1;9808;;1;3043;;;;;;;;1;790;;;;4;25605;;;;;1;5;1;1;1;;;3;1;;;9;3;;1;1;;12;4;;3564;619;20;1;2101;28;326;0;150;30;537;3097000;100;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;5;;
2020;COR-01;94101;HAUTE-CORSE G2HC;218;69;22;309;13765;3090;1694;18549;59087;19532;5233;83852;3;6;0;9;292;1046;0;1338;38;0;0;38;38;0;0;38;638;0;0;638;0;25;0;25;0;1538;0;1538;0;0;0;0;0;0;461;0;0;461;1535;958;608;3101;1996;996;608;3590;72;590;16636;4587;27;60;43;18872;20;44;2384;39;;;2;5361;23;1;;;;;;;;;2;1962;;;;4;2976;18;1;;;1;4;1;1;0;1;1;1;0;4;0;11;2;0;1;0;0;7;0;0;5194;888;1382;116;1530;8;305;38;72;60;38;10870830;66.7;0;0;33.3;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;COR-02;94102;CORSE DU SUD;171;63;29;263;7825;2858;1996;12679;50121;14042;5979;70142;2;11;0;13;141;1778;0;1919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58;529;18519;0;;130;58;43087;25;126;3232;69;;;1;17581;192;2;8075;36;;;;;;;;;1;68;0;4;19134;289;2;1963;13;1;6;1;0;0;1;0;1;0;1;0;9;1;0;1;0;0;11;0;0;4273;858;900;223;2233;53;288;0;58;130;171;2513401;0;0;0;33.3;66.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;3;;1
2020;CVL-01;24101;CHER;481;69;66;616;21190;4714;3000;28904;145887;27241;11218;184346;25;26;8;59;398;4600;910;5908;459;8;;467;217;8;;225;1314;120;;1434;120;52;;172;6293;1722;;8015;2;0;2;12;;12;843;92;;932;9321;1664;320;11185;11050;1843;320;13090;271;2183;86893;3701;22;277;129;93326;30;517;9025;220;;;4;33610;484;2;9083;45;;;;;;;1;0;;;;7;50345;558;2;1103;1;12;10;2;2;2;4;0;6;0;0;0;22;4;1;2;2;0;16;6;0;8947;1393;1636;115;4215;63;702;467;331;277;1066;12957977;40;0;20;40;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;7;1;1
2020;CVL-02;24102;INDRE;373;117;40;530;14491;4681;2345;21517;108258;24329;7947;140534;31;21;1;53;970;2965;38;3973;165;8;;173;150;4;;154;1116;2;;1118;12;33;;45;1126;1331;;2457;9;;9;36;;36;727;;;727;3677;1194;778;5649;4443;1194;778;6415;376;2753;107559;5164;14;170;119;51814;35;329;9317;237;;;4;32739;305;2;815;;;;;;;;2;2104;;;;17;62284;628;;;;4;8;3;2;2;1;;4;1;2;;17;6;;2;1;;14;6;;5630;1051;281;386;4096;7;619;237;425;202;1494;11593827;10;0;0;20;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;9;;2
2020;CVL-03;24103;TOURAINE VAL DE LOIRE;956;358;96;1410;51873;18153;6548;76574;274929;89962;26059;390950;86;49;21;156;11234;12332;1529;25095;315;24;;339;312;24;;336;2941;577;;3518;182;75;;257;21675;11198;;32873;2;1;3;180;38;218;1742;120;;1862;6769;4383;;11155;9019;4708;;13981;482;3764;130075;1838;16;124;51;44008;;;;;;;9;53941;1354;6;20047;385;3;7469;0;2;10455;70;4;7895;;;;24;121390;1190;3;4644;71;10;49;10;7;1;14;2;5;0;2;0;77;13;4;8;4;1;71;16;6;36683;4492;3980;1558;10788;170;1427;279;482;124;1461;57479461;55.6;33.3;33.3;55.6;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;5;8;;
2020;CVL-04;24104;LOIR-ET-CHER;468;117;40;625;18155;4973;2815;25943;139374;22295;9140;170809;29;25;1;55;1050;4813;59;5922;180;5;;185;164;4;;168;1279;195;0;1474;85;31;;116;5830;2002;0;7832;5;0;5;0;0;0;870;133;0;1003;3926;1407;302;5331;5082;1681;302;6725;307;2522;97041;340;4;160;86;55432;;;;;;;4;42400;1397;3;15915;3;;;;;;;1;1620;;;;9;52133;818;;;;4;11;2;2;1;0;0;1;0;0;0;14;3;0;2;1;0;22;2;0;9040;1414;255;16;4180;59;626;168;307;160;1935;13586539;40;0;0;60;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;8;;
2020;CVL-05;24105;LOIRET;1024;266;165;1455;43038;10821;11359;65218;291285;53561;39707;384553;131;75;1;207;5013;10173;1298;16484;256;10;40;306;222;6;40;268;2589;129;302;3020;105;51;18;174;10304;3106;3743;17153;;;;;;;1760;87;206;2030;13070;3019;1003;16903;15354;3267;1232;19474;273;2306;79683;494;6;290;129;99117;;;;;;;5;48826;643;4;12129;12;3;8264;0;3;5128;0;3;3799;;;;15;108328;1375;4;43;0;4;24;3;5;3;1;0;5;0;1;0;36;6;0;6;1;0;53;2;0;19778;5080;1718;337;13419;314;1695;273;263;290;1431;49945718;30;0;10;30;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;2;8;1;2
2020;CVL-06;24106;EURE-ET-LOIRE;799;107;71;977;39737;6369;4908;51014;235991;29106;18358;283455;74;47;7;128;2130;7799;713;10642;234;16;0;250;218;6;0;224;1975;125;0;2100;89;95;0;184;10810;10508;0;21318;8;0;8;226;0;226;1633;52;0;1655;5327;2839;0;8710;7722;3551;568;11808;287;2305;84083;2961;11;218;92;73392;;;;;;;6;52203;1235;4;11585;21;;;;1;;;4;1734;;;;16;87992;1224;1;5003;21;7;16;2;4;2;1;1;3;0;1;0;25;5;6;4;;1;34;;5;12146;2986;1842;535;9040;24;984;234;287;222;1247;19954841;50;0;0;66.7;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;;7;1;
2020;GE-01;44101;BASSE-ALSACE SUD-MOSELLE;1590;744;242;2576;82185;31682;15823;129690;496889;137445;46808;681142;252;114;33;399;20761;13589;3278;37628;605;29;;634;601;29;;630;6484;239;;6723;339;178;12;529;27907;15819;1954;45680;9;;9;28;0;28;4364;168;0;4512;20236;7670;1215;28732;26113;8959;1301;35912;492;4785;134510;6590;52;502;262;170248;92;908;19457;716;;;13;124259;2040;11;46871;308;5;21318;101;1;112;;3;5677;1;2;0;31;206106;1938;8;8420;35;13;71;12;7;6;15;3;13;2;2;0;108;23;4;14;4;0;148;23;0;53154;7066;4880;2178;21312;463;2433;634;492;461;1651;75892145;36.4;0;10;45.5;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;4;11;2;1
2020;GE-02;44102;CENTRE ALSACE;666;216;79;961;28957;12593;5562;47112;204124;56890;14870;275884;54;41;1;96;8012;11622;28;19662;51;;;51;51;;;51;565;;;565;27;36;;63;1945;5232;;7177;;;;;;;393;;;393;3025;1780;;4787;3160;1786;;4920;302;3035;90426;5797;33;219;217;72703;;;;;;;3;43017;627;3;15635;181;2;6891;0;;;;1;1096;1;133;0;17;104359;970;4;3391;12;4;27;4;2;2;6;0;12;1;1;0;48;7;2;5;2;1;56;18;5;24122;2283;552;541;9495;268;979;54;306;267;2591;29288601;33.3;0;16.7;42.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;11;;
2020;GE-03;44103;HAUTE ALSACE;619;196;70;885;24253;6311;5118;35682;193602;35375;19802;248779;81;59;15;155;8863;6729;2247;17839;356;16;;372;345;16;;361;3586;122;;3708;160;82;;242;12460;5043;;17503;;;;;;;2730;101;23;2813;15290;3296;1431;18436;18731;3628;2262;22190;313;2673;91089;7505;77;193;152;62682;;;;;;;3;39627;640;3;12968;81;1;2403;14;1;;;1;827;1;139;;12;65924;748;2;4930;40;4;19;2;1;1;3;;1;;0;;24;3;0;4;;;27;;;14784;2812;1809;443;7096;143;885;374;266;193;834;33019925;33.3;0;16.7;33.3;83.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;9;1;
2020;GE-04;44104;NORD ARDENNES;457;79;56;592;18748;3646;3003;25397;111366;19085;10481;140932;30;23;4;57;3077;2176;934;6187;208;8;;216;186;8;;194;2066;73;;2139;65;45;;110;9010;4370;;13380;6;;6;0;0;0;1262;58;;1377;3970;794;;4722;5769;1282;;7051;83;705;22440;0;;108;57;32196;;;;;;;4;21385;132;2;7590;;2;3776;;;;;2;1479;1;36;;12;60821;184;1;700;;4;9;2;3;;1;;4;;;;17;2;4;3;;1;28;;11;6943;1533;64;130;4675;78;593;210;83;108;705;11271860;50;0;0;100;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;4;1;1
2020;GE-05;44105;CHAMPAGNE;979;359;93;1431;44835;16370;5846;67051;291933;80554;20640;393127;106;52;5;163;12758;9870;1273;23901;356;27;;383;321;12;;333;2024;148;;2172;61;48;9;118;6900;2736;2105;11741;1;;1;0;;0;2101;71;;2172;11394;4785;892;16908;13930;4954;913;19631;405;3353;117281;9943;73;258;143;80552;30;308;6432;185;;;6;58247;887;5;19970;119;;;;;;;2;1126;1;33;0;24;127672;1257;2;2480;24;12;33;26;3;3;8;2;9;2;1;0;54;33;3;7;3;;57;21;;29181;2900;2015;1301;14013;256;1472;382;443;260;1910;47392466;37.5;12.5;0;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;4;7;2;1
2020;GE-06;44106;AUBE ET  SÉZANNAIS;452;57;63;572;20742;3377;3565;27684;141522;18705;13148;173375;49;15;2;66;4070;2184;919;7173;174;6;;180;145;6;;151;1215;122;;1337;86;36;;122;10231;3258;;13489;;;;;;;875;70;;934;2833;1557;480;4299;5896;2471;480;8268;115;1585;48939;0;;170;108;51215;40;296;7633;244;;;3;33301;621;3;7295;5;2;1159;4;1;828;3;2;2928;;;;7;56593;519;1;1407;;1;5;1;1;1;;;;;0;;6;2;0;1;1;;10;6;;4958;2327;1125;334;3061;68;619;189;188;170;981;26538984;20;0;0;40;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;9;1;
2020;GE-07;44107;MOSELLE EST;420;81;41;542;16875;4205;2865;23945;110145;17321;8368;135834;33;37;1;71;1827;4903;201;6931;432;6;;438;418;;;418;1828;;;1828;34;25;;59;7703;1479;;9182;3;;3;90;;90;1304;;;1304;4280;1867;237;6286;5841;1984;237;7963;89;914;24769;2853;15;60;65;19166;35;214;9392;150;;;4;34386;385;3;12692;29;2;3717;;1;37;0;;;;;;7;38406;602;;;;2;9;1;2;2;;;2;;;;13;3;1;2;1;0;21;9;0;7871;1284;90;36;6076;95;580;418;89;60;159;11565363;25;0;25;50;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;4;1;
2020;GE-08;44108;LORRAINE NORD;942;206;140;1288;45087;10150;9270;64507;281719;47572;34012;363303;68;64;9;141;6611;9759;2022;18392;423;10;;433;380;10;;390;3505;57;;3562;96;89;24;209;9517;4888;3350;17755;6;;6;0;;0;2968;61;;3021;15958;6439;957;23131;19571;6717;1050;27106;286;1989;59629;9596;35;120;63;37893;32;429;9475;321;;;5;57957;1235;6;20341;29;6;8431;0;1;4852;12;3;2105;2;244;2;16;103229;1689;3;7861;160;14;28;1;5;3;5;;12;;12;7;62;11;;5;;;57;;;24239;5154;3761;561;15230;199;1310;410;286;120;858;40117575;28.6;14.3;14.3;42.9;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;6;4;2;
