BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2020;500000021;500000054;N2460;0;1;0.1;1
USLD_P;2020;500000021;500000054;N2510;23;7;25.29;1
USLD_P;2020;500000021;500000054;NAUT;12;2;11.84;1
USLD_P;2020;500000260;500000054;M1320;;1;1.18;1
USLD_P;2020;500000260;500000054;MEDCH;;1;1.18;1
USLD_P;2020;500000260;500000054;N2210;7;3;11.02;1
USLD_P;2020;500000260;500000054;N2410;0;1;0.3;1
USLD_P;2020;500000260;500000054;N2460;1;0;1;1
USLD_P;2020;500000260;500000054;N2510;23;9;28.69;1
USLD_P;2020;500000260;500000054;NAUT;20;3;18.53;1
USLD_P;2020;500000450;500000112;MEDCH;;1;0.4;
USLD_P;2020;500000450;500000112;N2210;10;5;12.95;1
USLD_P;2020;500000450;500000112;N2460;;;0.5;1
USLD_P;2020;500000450;500000112;N2510;42;6;42.01;1
USLD_P;2020;500000450;500000112;N3120;;;0.41;1
USLD_P;2020;500000450;500000112;NAUT;13;7;18.08;1
USLD_P;2020;500000591;500000393;MEDCH;2;;2;
USLD_P;2020;500000591;500000393;N2210;13;2;12.64;1
USLD_P;2020;500000591;500000393;N2410;;;;1
USLD_P;2020;500000591;500000393;N2460;1;;0.6;1
USLD_P;2020;500000591;500000393;N2510;30;2;41.25;1
USLD_P;2020;500000591;500000393;N3120;;;0.23;1
USLD_P;2020;500000591;500000393;NAUT;15;7;19.69;1
USLD_P;2020;510000169;510000037;MEDCH;;1;0.5;
USLD_P;2020;510000169;510000037;N2210;6;5;7.87;
USLD_P;2020;510000169;510000037;N2510;11;3;13.78;
USLD_P;2020;510000169;510000037;NAUT;5;8;5.99;
USLD_P;2020;510000235;510000060;M1320;;1;0.3;
USLD_P;2020;510000235;510000060;MEDCH;;3;0.43;1
USLD_P;2020;510000235;510000060;N2210;5;5;7.6;1
USLD_P;2020;510000235;510000060;N2410;;1;0.5;0
USLD_P;2020;510000235;510000060;N2510;9;5;11.29;1
USLD_P;2020;510000235;510000060;NAUT;;3;0.29;1
USLD_P;2020;510000466;510000102;MEDCH;;3;0.68;
USLD_P;2020;510000466;510000102;N2210;5;1;5.8;
USLD_P;2020;510000466;510000102;N2510;15;2;15.79;
USLD_P;2020;510000466;510000102;NAUT;3;3;3.71;
USLD_P;2020;510011679;510000029;MEDCH;4;;2.1;1
USLD_P;2020;510011679;510000029;N2210;17;5;22.04;
USLD_P;2020;510011679;510000029;N2510;48;10;57.14;
USLD_P;2020;510011679;510000029;NAUT;34;4;30.74;
USLD_P;2020;510024466;510000128;N2210;5;1;5.06;0
USLD_P;2020;510024466;510000128;N2510;8;3;10.7;0
USLD_P;2020;510024466;510000128;NAUT;3;2;3.89;0
USLD_P;2020;520000019;520780024;MEDCH;0;1;0.5;0
USLD_P;2020;520000019;520780024;N2210;5;0;5.05;0
USLD_P;2020;520000019;520780024;N2460;0;1;0.24;0
USLD_P;2020;520000019;520780024;N2510;4;9;10.58;0
USLD_P;2020;520000019;520780024;NAUT;6;5;9.01;0
USLD_P;2020;520000076;520780081;MEDCH;1;;0.6;
USLD_P;2020;520000076;520780081;N2210;10;;9.54;1
USLD_P;2020;520000076;520780081;N2460;1;;0.4;1
USLD_P;2020;520000076;520780081;N2510;20;1;16.64;1
USLD_P;2020;520000076;520780081;NAUT;7;2;6.82;1
USLD_P;2020;520782939;520780032;M1320;0;1;0.4;1
USLD_P;2020;520782939;520780032;MEDCH;0;1;0.44;1
USLD_P;2020;520782939;520780032;N2210;6;0;6.07;0
USLD_P;2020;520782939;520780032;N2410;0;1;0.15;1
USLD_P;2020;520782939;520780032;N2510;16;4;17.16;0
USLD_P;2020;520782939;520780032;NAUT;6;5;7.64;1
USLD_P;2020;530000132;530007202;MEDCH;;1;0.2;
USLD_P;2020;530000132;530007202;N2210;5;4;6.5;
USLD_P;2020;530000132;530007202;N2410;;;0.2;
USLD_P;2020;530000132;530007202;N2460;;;0.08;
USLD_P;2020;530000132;530007202;N2510;13;9;17.21;
USLD_P;2020;530000132;530007202;N3120;;;0.04;
USLD_P;2020;530000132;530007202;NAUT;1;12;9.31;
USLD_P;2020;530000264;530000371;M1320;0;1;0.55;1
USLD_P;2020;530000264;530000371;MEDCH;0;1;0.55;1
USLD_P;2020;530000264;530000371;N2210;4;7;7.89;
USLD_P;2020;530000264;530000371;N2410;0;1;0.5;
USLD_P;2020;530000264;530000371;N2510;22;9;28.4;
USLD_P;2020;530000264;530000371;N3120;;1;0.36;
USLD_P;2020;530000264;530000371;NAUT;9;11;14.98;
USLD_P;2020;530031384;530000074;MEDCH;0;0;0.02;0
USLD_P;2020;530031384;530000074;N2210;6;4;8.88;1
USLD_P;2020;530031384;530000074;N2460;0;1;0.33;1
USLD_P;2020;530031384;530000074;N2510;15;7;21.49;0
USLD_P;2020;530031384;530000074;NAUT;12;9;15.18;1
USLD_P;2020;530032788;530000025;M1320;0;3;2.38;
USLD_P;2020;530032788;530000025;MEDCH;0;4;2.88;
USLD_P;2020;530032788;530000025;N2210;5;10;10.98;
USLD_P;2020;530032788;530000025;N2460;0;2;0.75;
USLD_P;2020;530032788;530000025;N2510;25;9;28.8;
USLD_P;2020;530032788;530000025;NAUT;13;4;16.46;
USLD_P;2020;540000072;540014081;M1320;1;;1;1
USLD_P;2020;540000072;540014081;MEDCH;2;3;2.66;1
USLD_P;2020;540000072;540014081;N2210;5;14;11.2;1
USLD_P;2020;540000072;540014081;N2410;;1;0.3;1
USLD_P;2020;540000072;540014081;N2460;1;;1;1
USLD_P;2020;540000072;540014081;N2510;20;13;27.5;1
USLD_P;2020;540000072;540014081;N3120;;1;0.5;1
USLD_P;2020;540000155;540000080;M1320;;1;0.5;1
USLD_P;2020;540000155;540000080;MEDCH;;2;0.67;1
USLD_P;2020;540000155;540000080;N2210;6;1;6.24;0
USLD_P;2020;540000155;540000080;N2410;;;;1
USLD_P;2020;540000155;540000080;N2510;17;;14;0
USLD_P;2020;540000155;540000080;NAUT;4;4;3.37;1
USLD_P;2020;540000312;540000114;MEDCH;1;;0.89;0
USLD_P;2020;540000312;540000114;N2210;5;;4.92;0
USLD_P;2020;540000312;540000114;N2510;14;1;14.56;0
USLD_P;2020;540000312;540000114;NAUT;4;1;7;0
USLD_P;2020;540000395;540000122;M1320;;1;0.8;0
USLD_P;2020;540000395;540000122;MEDCH;;4;1.19;1
USLD_P;2020;540000395;540000122;N2210;;8;8;0
USLD_P;2020;540000395;540000122;N2510;;27;27;0
USLD_P;2020;540000395;540000122;NAUT;;1;0.05;
USLD_P;2020;540000668;540006707;MEDCH;;2;0.67;0
USLD_P;2020;540000668;540006707;N2210;7;2;9.8;0
USLD_P;2020;540000668;540006707;N2410;;1;0.27;1
USLD_P;2020;540000668;540006707;N2460;;1;0.21;1
USLD_P;2020;540000668;540006707;N2510;25;5;28.83;0
USLD_P;2020;540000668;540006707;N3120;;1;0.31;1
USLD_P;2020;540000668;540006707;NAUT;10;5;13.87;
USLD_P;2020;540006459;540023264;M1320;1;;0.1;0
USLD_P;2020;540006459;540023264;MEDCH;1;1;0.6;0
USLD_P;2020;540006459;540023264;N2210;2;2;3.37;0
USLD_P;2020;540006459;540023264;N2510;19;3;20.22;0
USLD_P;2020;540006459;540023264;NAUT;7;5;7.11;0
USLD_P;2020;540006665;540019007;MEDCH;;2;0.78;1
USLD_P;2020;540006665;540019007;N2210;8;;5.67;1
USLD_P;2020;540006665;540019007;N2460;;1;0.5;
USLD_P;2020;540006665;540019007;N2510;12;1;10.55;
USLD_P;2020;540006665;540019007;N3120;;1;0.2;
USLD_P;2020;540006665;540019007;NAUT;7;;6.32;
USLD_P;2020;540008364;540000049;M1320;;1;0.6;1
USLD_P;2020;540008364;540000049;MEDCH;;2;1.23;1
USLD_P;2020;540008364;540000049;N2210;2;12;6.69;1
USLD_P;2020;540008364;540000049;N2410;;;0.2;1
USLD_P;2020;540008364;540000049;N2510;1;22;11.92;1
USLD_P;2020;540008364;540000049;NAUT;1;25;9.32;1
USLD_P;2020;540009859;570010181;MEDCH;1;;0.39;0
USLD_P;2020;540009859;570010181;N2210;5;;4.17;0
USLD_P;2020;540009859;570010181;N2510;10;;7.69;0
USLD_P;2020;540009859;570010181;NAUT;1;;1;0
USLD_P;2020;540013232;540023264;M1320;1;;0.9;0
USLD_P;2020;540013232;540023264;MEDCH;1;1;1.3;0
USLD_P;2020;540013232;540023264;N2210;10;1;9.41;0
USLD_P;2020;540013232;540023264;N2510;30;12;39.16;0
USLD_P;2020;540013232;540023264;NAUT;16;3;16.13;0
USLD_P;2020;550000038;550000046;MEDCH;;1;0.6;0
USLD_P;2020;550000038;550000046;N2210;3;3;5.69;0
USLD_P;2020;550000038;550000046;N2410;;1;0.25;0
USLD_P;2020;550000038;550000046;N2460;;2;0.37;0
USLD_P;2020;550000038;550000046;N2510;11;5;13.72;0
USLD_P;2020;550000038;550000046;NAUT;3;5;4;0
USLD_P;2020;550000251;550000095;MEDCH;;2;0.48;
USLD_P;2020;550000251;550000095;N2210;9;;8.58;
USLD_P;2020;550000251;550000095;N2410;;1;0.2;
USLD_P;2020;550000251;550000095;N2460;;3;0.25;
USLD_P;2020;550000251;550000095;N2510;13;2;12.98;
USLD_P;2020;550000251;550000095;N3120;;1;0.1;
USLD_P;2020;550000251;550000095;NAUT;7;8;10.21;
USLD_P;2020;550000434;550003354;M1320;;1;0.18;1
USLD_P;2020;550000434;550003354;MEDCH;;1;0.18;1
USLD_P;2020;550000434;550003354;N2210;8;1;7.88;1
USLD_P;2020;550000434;550003354;N2410;;2;0.19;1
USLD_P;2020;550000434;550003354;N2460;;2;0.13;1
USLD_P;2020;550000434;550003354;N2510;13;4;13.78;1
USLD_P;2020;550000434;550003354;N3120;;;;1
USLD_P;2020;550000434;550003354;NAUT;2;18;7.8;1
USLD_P;2020;550003370;550006795;MEDCH;2;;2;1
USLD_P;2020;550003370;550006795;N2210;7;1;6.4;1
USLD_P;2020;550003370;550006795;N2460;1;;0.18;1
USLD_P;2020;550003370;550006795;N2510;20;1;19.98;1
USLD_P;2020;550003370;550006795;NAUT;10;3;5.31;1
USLD_P;2020;560000127;560023210;M1320;;2;0.7;1
USLD_P;2020;560000127;560023210;MEDCH;;2;0.7;1
USLD_P;2020;560000127;560023210;N2210;2;18;9.21;1
USLD_P;2020;560000127;560023210;N2410;0;3;1.45;1
USLD_P;2020;560000127;560023210;N2460;0;1;0.8;1
USLD_P;2020;560000127;560023210;N2510;20;15;27.81;1
USLD_P;2020;560000127;560023210;N3120;;1;0.1;1
USLD_P;2020;560000127;560023210;NAUT;4;40;14.43;1
USLD_P;2020;560000200;560023210;M1320;;2;0.95;1
USLD_P;2020;560000200;560023210;MEDCH;;2;0.95;1
USLD_P;2020;560000200;560023210;N2210;0;6;2.04;1
USLD_P;2020;560000200;560023210;N2410;0;1;0.25;1
USLD_P;2020;560000200;560023210;N2510;0;16;10.29;1
USLD_P;2020;560000200;560023210;N3120;0;1;0.1;1
USLD_P;2020;560000200;560023210;NAUT;0;16;3.75;1
USLD_P;2020;560000275;560005746;M1320;;;0.03;1
USLD_P;2020;560000275;560005746;MEDCH;;3;0.87;1
USLD_P;2020;560000275;560005746;N2210;7;3;8.31;1
USLD_P;2020;560000275;560005746;N2510;17;5;17.81;1
USLD_P;2020;560000275;560005746;NAUT;9;;10.84;1
USLD_P;2020;560000291;560000085;M1320;;1;0.25;1
USLD_P;2020;560000291;560000085;MEDCH;;1;0.25;1
USLD_P;2020;560000291;560000085;N2210;;8;4.12;1
USLD_P;2020;560000291;560000085;N2410;;1;0.15;1
USLD_P;2020;560000291;560000085;N2460;;1;0.1;1
USLD_P;2020;560000291;560000085;N2510;;25;6.3;1
USLD_P;2020;560000291;560000085;N3120;;;;1
USLD_P;2020;560000291;560000085;NAUT;;11;2.14;1
USLD_P;2020;560003980;560005746;MEDCH;;2;0.79;1
USLD_P;2020;560003980;560005746;N2210;7;3;8.77;1
USLD_P;2020;560003980;560005746;N2410;;;;1
USLD_P;2020;560003980;560005746;N2460;;;;1
USLD_P;2020;560003980;560005746;N2510;11;4;13.16;1
USLD_P;2020;560003980;560005746;N3120;;;;1
USLD_P;2020;560003980;560005746;NAUT;11;3;13.25;1
USLD_P;2020;560010092;560002032;MEDCH;;2;1;1
USLD_P;2020;560010092;560002032;N2210;9;3;10.04;1
USLD_P;2020;560010092;560002032;N2510;25;7;28.23;0
USLD_P;2020;560010092;560002032;N3120;;1;0.08;1
USLD_P;2020;560010092;560002032;NAUT;18;3;18.14;
USLD_P;2020;560012122;560002677;M1320;1;;1;0
USLD_P;2020;560012122;560002677;MEDCH;1;1;1.2;0
USLD_P;2020;560012122;560002677;N2210;7;1;7.86;0
USLD_P;2020;560012122;560002677;N2460;1;;1;0
USLD_P;2020;560012122;560002677;N2510;17;1;17.59;0
USLD_P;2020;560012122;560002677;NAUT;10;5;12.91;0
USLD_P;2020;560014219;560014748;MEDCH;;1;0.63;
USLD_P;2020;560014219;560014748;N2210;6;1;6.5;
USLD_P;2020;560014219;560014748;N2510;8;7;10.89;
USLD_P;2020;560014219;560014748;NAUT;1;2;2.35;
USLD_P;2020;560015422;560005746;M1320;;1;0.49;1
USLD_P;2020;560015422;560005746;MEDCH;1;1;0.55;1
USLD_P;2020;560015422;560005746;N2210;8;3;5.73;1
USLD_P;2020;560015422;560005746;N2510;20;6;12.4;1
USLD_P;2020;560015422;560005746;NAUT;5;4;7.61;1
USLD_P;2020;560027641;560000077;M1320;;1;0.4;0
USLD_P;2020;560027641;560000077;MEDCH;;2;0.72;0
USLD_P;2020;560027641;560000077;N2210;9;1;8.48;0
USLD_P;2020;560027641;560000077;N2460;;1;0.36;1
USLD_P;2020;560027641;560000077;N2510;20;8;26.97;
USLD_P;2020;560027641;560000077;NAUT;12;5;14.1;1
USLD_P;2020;570000109;570000034;M1320;0;1;0.08;
USLD_P;2020;570000109;570000034;MEDCH;0;2;0.2;
USLD_P;2020;570000109;570000034;N2210;9;0;8.82;
USLD_P;2020;570000109;570000034;N2510;26;3;27.34;
USLD_P;2020;570000109;570000034;NAUT;11;4;12.41;
USLD_P;2020;570000166;570010181;M1320;;1;0.5;0
USLD_P;2020;570000166;570010181;MEDCH;;2;0.62;0
USLD_P;2020;570000166;570010181;N2210;2;3;5.8;0
USLD_P;2020;570000166;570010181;N2510;8;4;10.9;0
USLD_P;2020;570000166;570010181;NAUT;1;4;3.28;0
USLD_P;2020;570000349;570005165;M1320;1;0;0.2;0
USLD_P;2020;570000349;570005165;MEDCH;2;0;0.3;0
USLD_P;2020;570000349;570005165;N2210;4;1;2.71;0
USLD_P;2020;570000349;570005165;N2510;9;;8.44;0
USLD_P;2020;570000349;570005165;NAUT;4;;3.06;0
USLD_P;2020;570000448;750050759;MEDCH;;2;0.55;
USLD_P;2020;570000448;750050759;N2210;6;;6;
USLD_P;2020;570000448;750050759;N2410;;1;0.54;
USLD_P;2020;570000448;750050759;N2460;1;;1;
USLD_P;2020;570000448;750050759;N2510;12;5;15.4;
USLD_P;2020;570000448;750050759;NAUT;4;7;6.92;
USLD_P;2020;570000455;570010181;MEDCH;;4;0.72;1
USLD_P;2020;570000455;570010181;N2210;;8;3.86;1
USLD_P;2020;570000455;570010181;N2410;;1;0.3;1
USLD_P;2020;570000455;570010181;N2460;;1;0.3;1
USLD_P;2020;570000455;570010181;N2510;3;11;12.3;1
USLD_P;2020;570000455;570010181;NAUT;;10;4.92;
USLD_P;2020;570000562;570011353;M1320;;1;0.6;1
USLD_P;2020;570000562;570011353;MEDCH;;1;0.6;1
USLD_P;2020;570000562;570011353;N2210;5;8;7.71;1
USLD_P;2020;570000562;570011353;N2410;;4;0.5;1
USLD_P;2020;570000562;570011353;N2460;;1;0.59;1
USLD_P;2020;570000562;570011353;N2510;10;12;15.56;1
USLD_P;2020;570000562;570011353;N3120;;1;0.5;1
USLD_P;2020;570000562;570011353;NAUT;;12;13.26;1
USLD_P;2020;570000661;570000158;MEDCH;1;;1;0
USLD_P;2020;570000661;570000158;N2210;3;3;5.62;0
USLD_P;2020;570000661;570000158;N2510;12;4;12.82;0
USLD_P;2020;570000661;570000158;NAUT;4;3;6.2;0
USLD_P;2020;570000893;570000141;MEDCH;;;0.1;
USLD_P;2020;570000893;570000141;N2210;7;2;9.83;1
USLD_P;2020;570000893;570000141;N2410;;1;0.16;1
USLD_P;2020;570000893;570000141;N2460;;1;0.16;1
USLD_P;2020;570000893;570000141;N2510;9;;7.59;1
USLD_P;2020;570000893;570000141;N3120;;1;0.05;
USLD_P;2020;570000893;570000141;NAUT;6;3;6.49;1
USLD_P;2020;570000968;570000430;M1320;0;1;0.17;1
USLD_P;2020;570000968;570000430;MEDCH;1;1;0.57;1
USLD_P;2020;570000968;570000430;N2210;5;2;5.92;0
USLD_P;2020;570000968;570000430;N2460;0;1;0.3;1
USLD_P;2020;570000968;570000430;N2510;10;3;12.33;0
USLD_P;2020;570000968;570000430;NAUT;7;4;9.1;
USLD_P;2020;570003079;570010181;M1320;;1;0.4;0
USLD_P;2020;570003079;570010181;MEDCH;;3;1.4;0
USLD_P;2020;570003079;570010181;N2210;4;4;6;0
USLD_P;2020;570003079;570010181;N2410;;2;0.8;0
USLD_P;2020;570003079;570010181;N2460;;2;0.4;0
USLD_P;2020;570003079;570010181;N2510;15;3;17.1;0
USLD_P;2020;570003079;570010181;NAUT;17;4;19.75;1
USLD_P;2020;570003947;570023630;M1320;;1;0.5;
USLD_P;2020;570003947;570023630;MEDCH;;1;0.5;1
USLD_P;2020;570003947;570023630;N2210;7;;5.8;
USLD_P;2020;570003947;570023630;N2510;9;;8.85;
USLD_P;2020;570003947;570023630;NAUT;4;1;4.12;
USLD_P;2020;570005215;570005165;N2210;7;1;6.93;0
USLD_P;2020;570005215;570005165;N2410;1;;0.2;0
USLD_P;2020;570005215;570005165;N2460;;1;0.4;0
USLD_P;2020;570005215;570005165;N2510;11;5;13.37;0
USLD_P;2020;570005215;570005165;NAUT;8;2;6.52;0
USLD_P;2020;570012369;570011387;MEDCH;2;;0.6;1
USLD_P;2020;570012369;570011387;N2210;2;1;2.8;0
USLD_P;2020;570012369;570011387;N2510;12;1;13.09;0
USLD_P;2020;570012369;570011387;NAUT;60;3;10.45;1
USLD_P;2020;570015776;750050759;M1320;1;0;1;0
USLD_P;2020;570015776;750050759;MEDCH;1;1;1.3;1
USLD_P;2020;570015776;750050759;N2210;8;3;10.67;0
USLD_P;2020;570015776;750050759;N2410;0;1;0.26;1
USLD_P;2020;570015776;750050759;N2460;0;1;0.4;1
USLD_P;2020;570015776;750050759;N2510;15;9;22.69;0
USLD_P;2020;570015776;750050759;NAUT;15;5;17.77;1
USLD_P;2020;580004836;580780039;M1320;;3;1.31;0
USLD_P;2020;580004836;580780039;MEDCH;;3;1.31;0
USLD_P;2020;580004836;580780039;N2210;13;6;19.37;
USLD_P;2020;580004836;580780039;N2510;35;5;43.45;
USLD_P;2020;580004836;580780039;N3120;1;;1;
USLD_P;2020;580004836;580780039;NAUT;16;9;23.35;
USLD_P;2020;580972628;580780039;M1320;;1;0.17;0
USLD_P;2020;580972628;580780039;MEDCH;;1;0.17;0
USLD_P;2020;580972628;580780039;N2210;1;;1;
USLD_P;2020;580972628;580780039;N2460;;1;0.15;
USLD_P;2020;580972628;580780039;N2510;11;0;10.64;
USLD_P;2020;580972628;580780039;NAUT;1;5;1.4;
USLD_P;2020;580972644;580781136;MEDCH;2;;0.4;0
USLD_P;2020;580972644;580781136;N2210;4;;4;0
USLD_P;2020;580972644;580781136;N2410;;1;0.5;0
USLD_P;2020;580972644;580781136;N2510;11;1;11.6;0
USLD_P;2020;580972644;580781136;N3120;1;;0.5;1
USLD_P;2020;580972644;580781136;NAUT;6;;6;0
USLD_P;2020;580972651;580780047;MEDCH;;1;0.5;
USLD_P;2020;580972651;580780047;N2210;2;1;2.3;
USLD_P;2020;580972651;580780047;N2410;;1;0.3;
USLD_P;2020;580972651;580780047;N2510;10;;10;
USLD_P;2020;580972651;580780047;N3120;;1;0.82;
USLD_P;2020;580972651;580780047;NAUT;12;41;30.71;
USLD_P;2020;580972677;580780088;MEDCH;0;2;2;1
USLD_P;2020;580972677;580780088;N2210;6;0;4.5;1
USLD_P;2020;580972677;580780088;N2410;1;0;0.5;1
USLD_P;2020;580972677;580780088;N2510;14;0;17.46;1
USLD_P;2020;580972677;580780088;N3120;2;;0.2;1
USLD_P;2020;580972677;580780088;NAUT;0;0;4.2;0
USLD_P;2020;580972685;580780096;M1320;;;;1
USLD_P;2020;580972685;580780096;MEDCH;;3;0.21;1
USLD_P;2020;580972685;580780096;N2210;4;27;6.26;1
USLD_P;2020;580972685;580780096;N2410;;3;0.04;1
USLD_P;2020;580972685;580780096;N2460;;;;1
USLD_P;2020;580972685;580780096;N2510;9;29;9.22;1
USLD_P;2020;580972685;580780096;N3120;;2;0.6;1
USLD_P;2020;580972685;580780096;NAUT;11;20;11.47;1
USLD_P;2020;580972701;580970978;N2210;4;1;4.96;0
USLD_P;2020;580972701;580970978;N2510;11;1;11.37;0
USLD_P;2020;580972701;580970978;NAUT;11;2;11.34;0
USLD_P;2020;590000014;590780052;M1320;1;;0.5;0
USLD_P;2020;590000014;590780052;MEDCH;1;0;0.5;0
USLD_P;2020;590000014;590780052;N2210;6;;5.45;0
USLD_P;2020;590000014;590780052;N2410;1;1;0.65;0
USLD_P;2020;590000014;590780052;N2510;16;;14.32;0
USLD_P;2020;590000014;590780052;NAUT;4;3;3.37;1
USLD_P;2020;590000121;590780227;M1320;;2;1.6;
USLD_P;2020;590000121;590780227;MEDCH;;2;1.6;1
USLD_P;2020;590000121;590780227;N2210;9;3;10.51;0
USLD_P;2020;590000121;590780227;N2460;1;;0.3;
USLD_P;2020;590000121;590780227;N2510;23;2;22.19;0
USLD_P;2020;590000121;590780227;N3120;;;0.25;
USLD_P;2020;590000121;590780227;NAUT;17;;13.2;0
USLD_P;2020;590000428;590781605;M1320;1;;1;0
USLD_P;2020;590000428;590781605;MEDCH;1;;1;0
USLD_P;2020;590000428;590781605;N2210;8;1;9.19;0
USLD_P;2020;590000428;590781605;N2510;11;2;11.71;0
USLD_P;2020;590000428;590781605;NAUT;6;6;9.93;0
USLD_P;2020;590000451;590781647;M1320;1;;1;0
USLD_P;2020;590000451;590781647;MEDCH;1;;1;0
USLD_P;2020;590000451;590781647;N2210;9;;7.74;0
USLD_P;2020;590000451;590781647;N2410;1;;1;0
USLD_P;2020;590000451;590781647;N2510;20;;19.21;0
USLD_P;2020;590000451;590781647;NAUT;4;1;4.41;0
USLD_P;2020;590000469;590781662;MEDCH;0;1;0.38;
USLD_P;2020;590000469;590781662;N2210;4;0;4.36;
USLD_P;2020;590000469;590781662;N2410;0;0;0.14;
USLD_P;2020;590000469;590781662;N2460;1;0;0.72;
USLD_P;2020;590000469;590781662;N2510;8;3;9.92;
USLD_P;2020;590000469;590781662;NAUT;7;0;9.95;
USLD_P;2020;590000477;590781670;M1320;;2;0.44;1
USLD_P;2020;590000477;590781670;MEDCH;;2;0.44;1
USLD_P;2020;590000477;590781670;N2210;7;3;9.4;1
USLD_P;2020;590000477;590781670;N2410;;2;0.4;1
USLD_P;2020;590000477;590781670;N2460;1;;0.1;1
USLD_P;2020;590000477;590781670;N2510;19;4;22.2;1
USLD_P;2020;590000477;590781670;NAUT;9;6;12.4;1
USLD_P;2020;590000527;590781795;M1320;1;0;0.4;
USLD_P;2020;590000527;590781795;MEDCH;2;0;0.65;
USLD_P;2020;590000527;590781795;N2210;6;0;4.79;
USLD_P;2020;590000527;590781795;N2410;1;1;0.39;
USLD_P;2020;590000527;590781795;N2460;1;0;0.39;
USLD_P;2020;590000527;590781795;N2510;14;0;13.14;
USLD_P;2020;590000527;590781795;NAUT;12;0;8.48;
USLD_P;2020;590000592;590782165;M1320;;2;0.7;0
USLD_P;2020;590000592;590782165;MEDCH;;2;0.7;0
USLD_P;2020;590000592;590782165;N2210;8;4;9.64;0
USLD_P;2020;590000592;590782165;N2410;;4;0.37;1
USLD_P;2020;590000592;590782165;N2510;17;15;24.35;0
USLD_P;2020;590000592;590782165;N3120;;1;0.1;1
USLD_P;2020;590000592;590782165;NAUT;12;6;14.37;1
USLD_P;2020;590001004;590783239;M1320;;;0.87;
USLD_P;2020;590001004;590783239;MEDCH;;;0.87;
USLD_P;2020;590001004;590783239;N2210;7;;7.51;1
USLD_P;2020;590001004;590783239;N2410;0;0;0;1
USLD_P;2020;590001004;590783239;N2510;23;5;29.02;1
USLD_P;2020;590001004;590783239;N3120;0;0;0;1
USLD_P;2020;590001004;590783239;NAUT;12;;13.11;1
USLD_P;2020;590001582;590785663;MEDCH;;1;0.5;1
USLD_P;2020;590001582;590785663;N2210;11;3;12.66;1
USLD_P;2020;590001582;590785663;N2510;19;4;22.09;1
USLD_P;2020;590001582;590785663;N3120;;1;0.32;1
USLD_P;2020;590001582;590785663;NAUT;17;3;16.68;1
USLD_P;2020;590001749;590788956;M1320;1;;1;
USLD_P;2020;590001749;590788956;MEDCH;1;;1;
USLD_P;2020;590001749;590788956;N2210;8;6;12.63;
USLD_P;2020;590001749;590788956;N2410;;1;0.8;
USLD_P;2020;590001749;590788956;N2460;1;;1;
USLD_P;2020;590001749;590788956;N2510;31;7;36.37;
USLD_P;2020;590001749;590788956;NAUT;11;3;12.67;
USLD_P;2020;590044632;590782421;MEDCH;1;0;1;
USLD_P;2020;590044632;590782421;N2210;9;2;8.13;
USLD_P;2020;590044632;590782421;N2510;14;6;16.21;
USLD_P;2020;590044632;590782421;NAUT;6;3;5.57;
USLD_P;2020;590788865;590782421;MEDCH;;;0.3;
USLD_P;2020;590788865;590782421;N2210;4;1;7.17;
USLD_P;2020;590788865;590782421;N2510;23;2;26.58;
USLD_P;2020;590788865;590782421;NAUT;5;6;7.71;
USLD_P;2020;590791091;590780193;MEDCH;;;0.83;0
USLD_P;2020;590791091;590780193;N2210;12;7;17.68;0
USLD_P;2020;590791091;590780193;N2510;37;21;52.73;0
USLD_P;2020;590791091;590780193;N3120;0;1;0.25;0
USLD_P;2020;590791091;590780193;NAUT;16;15;19.29;0
USLD_P;2020;590791323;590782637;M1320;;1;0.8;1
USLD_P;2020;590791323;590782637;MEDCH;;2;1.03;1
USLD_P;2020;590791323;590782637;N2210;8;2;9.33;1
USLD_P;2020;590791323;590782637;N2460;;2;0.35;1
USLD_P;2020;590791323;590782637;N2510;22;7;21.07;1
USLD_P;2020;590791323;590782637;N3120;;1;0.5;1
USLD_P;2020;590791323;590782637;NAUT;19;8;22.6;1
USLD_P;2020;590804696;590781902;M1320;;1;0.8;1
USLD_P;2020;590804696;590781902;MEDCH;3;1;3.8;1
USLD_P;2020;590804696;590781902;N2210;4;6;8.38;1
USLD_P;2020;590804696;590781902;N2510;22;3;20.57;1
USLD_P;2020;590804696;590781902;NAUT;14;19;17.01;1
USLD_P;2020;590812186;590782421;MEDCH;2;0;1.42;
USLD_P;2020;590812186;590782421;N2210;9;1;8.17;
USLD_P;2020;590812186;590782421;N2510;13;8;19.38;
USLD_P;2020;590812186;590782421;NAUT;4;5;6.51;
USLD_P;2020;590812749;590782215;N2210;14;3;16.17;1
USLD_P;2020;590812749;590782215;N2510;39;7;44.3;1
USLD_P;2020;590812749;590782215;NAUT;25;0;21.46;1
USLD_P;2020;600000020;600100085;MEDCH;;1;0.4;0
USLD_P;2020;600000020;600100085;N2210;4;;3.63;0
USLD_P;2020;600000020;600100085;N2510;15;;13.81;0
USLD_P;2020;600000020;600100085;NAUT;1;2;0.57;0
USLD_P;2020;600000046;600100127;M1320;;1;0.6;1
USLD_P;2020;600000046;600100127;MEDCH;;2;0.9;1
USLD_P;2020;600000046;600100127;N2210;7;3;6.77;1
