FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
030000079;030780100;2023;236;33;33;302;11622;1651;1612;14885;78414;8592;5411;92417;2;4;3;9;2064;802;641;3507;11436;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;290;0;0;60;30;30;255;1;36869;0;0;1;0;0;0;1;1638;0;890;1;166;0;0;1;8413;1;21;1;3023;0;0;0;1;0;0;0;0;1;77;6;8;13;13;6;0;0;7;10;107;86;8;0;0;0;0;0;0;0;0;0;8;70.6;7.57;6.46;13.05;12.51;5.94;0.1;0;7;7.21;97.42;66.68;23;21;29;316;334;137;8;11;879;3;1;146;11;8;21;31;18;0;221;452;1331;21.84;20.37;27.08;311.55;323.41;130.09;8.72;10.94;854;3.18;1;142.79;11.64;9.01;20.36;29.44;17.62;0;218.06;444.09;1298.09;2;1;1;0;1;0;0;0;7;8;SYGEN
030000087;030780118;2023;218;67;20;305;12674;3596;1640;17910;73030;18891;4889;96810;17;24;0;41;3483;5893;0;9376;22562;1;1;105;4;;109;828;;;828;33;10;;43;2077;1475;;3552;;;;;;;2;1;;3;2169;116;;2285;4;4;8;37604;30127;67731;2080;744;;2964;2750;793;;3680;52;470;435;5;108;83;50;615;1;32895;0;0;1;0;0;0;1;1715;0;920;1;105;0;0;1;6301;1;2819;1;6455;0;0;0;1;0;0;0;0;1;124;9;21;13;25;7;13;0;15;4;181;83;6;0;0;0;1;0;0;0;0;0;7;111.16;9.18;15.91;11.59;21.97;6.8;12.6;0;11.49;2.3;159.52;74.32;28;31;48;547;429;194;39;32;1348;7;1;205;32;16;15;30;33;1;201;525;1873;26.25;29.59;41.12;511.29;401.72;181.98;28.37;28.8;1249.12;6.27;0.95;197.39;30.49;14.68;13.74;28.83;30.82;1.78;194.12;504.39;1753.51;2;1;2;0;0;0;0;0;12;14;SYGEN
030000095;030780126;2023;8;;;8;119;0;0;119;1391;0;0;1391;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;462;50;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;0;0;0;0;0;0;1;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.21;1.11;0;0;0;0;0;0;1;0;2.21;0;0;2;0;10;12;18;0;5;47;0;0;19;2;1;4;0;0;0;25;50;97;0;1.5;0;10.25;11.46;16.98;0;2.75;42.94;0;0;16.3;1.8;0.8;3.4;0;0;0;25;46.5;89.44;;;;;;;;;;;SYGEN
030007942;030002158;2023;10;;;10;113;0;0;113;3404;0;0;3404;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;415;565;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;1;0;0;0;5;2;9;9;0;0;0;0;0;0;0;0;9;1.15;1.15;0;0;0;0;0.13;0;0;0;1.28;1.65;0;3;0;19;26;14;2;5;69;0;0;4;2;1;0;0;0;0;20;26;95;0;2.23;0;13.76;19.69;10.72;1.01;3.81;51.22;0;0;3.25;1.83;0.91;0;0;0;0;19.27;24.35;75.57;;;;;;;;;;;SYGEN
030780548;030000194;2023;14;35;;49;1581;2241;0;3822;4109;4850;0;8959;4;35;;39;2;7936;0;7938;2395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;330;6533;20;;;;;;;;;;;;;0;;;;;;;;;;;;1;2395;0;0;0;0;0;0;0;;;5;2;0;0;0;0;0;0;1;0;6;;20;2;0;5;23;3;0;0;0;1;44;4.03;1.14;0;0;0;0;0;0;1.1;0;5.13;0;0;4;4;58;20;37;1;5;129;4;1;22;3;3;5;0;0;0;7;42;171;0;3.91;3.12;50.98;21.96;33.9;1.05;2.08;117;3.39;0.69;21;1.49;1.49;4;0;0;0;5.1;35.67;152.67;1;0;0;0;0;0;0;0;7;12;SYGEN
030781116;030000426;2023;59;55;;114;1810;2785;0;4595;17467;8509;0;25976;3;25;;28;766;8100;0;8866;6293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;406;0;0;;;;;;;;;;;;;1;1244;0;0;0;0;0;0;;;;;1;6293;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;2;1;37;0;0;5;17;1;0;0;0;1;55;1.26;1.16;0.1;0;0;0;0;0;2.04;0;3.3;1;0;4;4;89;81;69;0;1;248;4;1;36;2;2;13;0;0;0;10;66;314;0;5.29;4.2;92.95;75.36;55.63;0.67;0.72;234.82;3.48;0.82;29.64;1.18;1.18;10.72;0;0;0;7.93;53.77;288.59;0;0;0;0;0;0;0;0;15;16;SYGEN
030785430;030009088;2023;30;61;;91;2424;1730;0;4154;6835;5230;0;12065;0;27;;27;0;6230;0;6230;446;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;1;446;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;2;1;3;;23;5;0;4;16;1;1;0;0;0;40;0;0;0;0;0;0;0;0;1;0.03;1.03;0;0;3;16;32;25;21;0;0;97;1;0;21;1;1;3;0;0;1;3;30;127;0;2.6;15.8;25.2;23.1;20.8;0;0;87.5;1;0;21.1;1;1;3.3;0;0;0.03;2.7;29.13;116.63;;;;;;;;;9;15;SYGEN
040000036;040780132;2023;5;;;5;61;0;0;61;632;0;0;632;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;94;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;8;8;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0.35;0;0.35;0;0;1;0;11;11;24;0;1;48;1;0;5;0;0;1;0;0;0;4;11;59;0;0.58;0;4.5;3.21;6.04;0;0.15;14.48;0.36;0;1.27;0;0;0.32;0;0;0;0.97;2.92;17.4;;;;;;;;;;;SYGEN
040000044;040780140;2023;4;;;4;70;0;0;70;535;0;0;535;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;72;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;17;19;1;0;45;0;0;5;1;0;0;0;0;0;8;14;59;0;0.11;0;0.77;1.87;1.94;0.1;0;4.79;0;0;1.47;0.11;0;0;0;0;0;0.52;2.1;6.89;;;;;;;;;;;SYGEN
040000093;040780215;2023;139;30;19;188;6338;1658;875;8871;41219;7692;2634;51545;12;10;0;22;462;1598;0;2060;4023;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;22236;0;0;1;0;0;0;1;524;1;546;0;0;0;0;;;;;1;4023;0;0;0;0;0;0;0;0;1;67;23;10;9;15;4;0;0;4;2;88;21;0;0;0;0;0;0;0;0;0;0;0;49.43;16.7;8.4;7.38;12.35;4.33;0;0;3.63;1.8;67.21;10.48;22;16;32;190;161;96;7;14;538;6;0;86;9;6;11;0;8;1;75;196;734;18.69;16.67;28.45;175.96;154.78;90.44;5.05;10.46;500.5;5.18;0;78.61;6.96;5.27;9.01;0;7.55;0.9;67.59;175.8;676.3;2;1;2;1;0;0;0;0;6;9;SYGEN
040000119;040780231;2023;4;;;4;156;0;0;156;1072;0;0;1072;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;281;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;4;0;7;;5;5;0;0;0;0;0;0;0;0;5;0.8;0.8;0;0;0;0;0;0;0.5;0;1.3;0;0;1;0;14;9;9;0;5;38;1;0;7;0;0;2;0;0;0;17;27;65;0;0.6;0;9.05;5.7;7;0;2;24.35;0.6;0;3.6;0;0;0.53;0;0;0;15.8;20.53;44.88;;;;;;;;;;;SYGEN
040000127;040780249;2023;4;;;4;91;0;0;91;1001;0;0;1001;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;5;0;0;11;2;0;2;1;0;0;0;0;1;3;9;20;0;0.1;0;1;2.86;1.87;0;0;5.83;0.17;0;1.05;0.02;0;0;0;0;0.13;0.29;1.66;7.49;;;;;;;;;;;SYGEN
040000135;050002948;2023;14;;;14;2309;0;0;2309;6447;0;0;6447;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;165;1226;10;;;;;1;17760;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;12;0;8;0;0;0;0;0;1;0;13;2;0;0;0;0;0;0;0;0;0;0;0;12.11;0;8.28;0;0.6;0;0;0;1.22;0.61;14.54;2;0;1;2;43;36;17;0;3;102;0;0;17;1;1;4;8;8;0;23;61;163;0.34;0.82;2;39.61;31.35;16.27;0;3.7;94.09;0;0;14.83;0.5;0.5;2.59;7.2;7.28;0.2;20.9;53.5;147.59;1;1;0;0;0;0;0;0;0;0;SYGEN
040000911;040788879;2023;84;24;15;123;3810;1191;473;5474;27902;5747;1828;35477;25;16;1;42;2327;2627;342;5296;1370;1;1;103;0;0;103;1090;0;0;1090;84;47;;131;13766;3468;0;17234;;;;0;0;0;;;;;0;0;;0;11;4;15;30675;13838;44513;4648;1281;;5897;5493;1418;;6866;;;;;;;;;1;23922;0;0;1;0;0;1;1;296;1;310;0;0;0;0;;;;;1;1370;0;0;0;0;0;0;0;0;1;64;31;9;8;12;5;17;0;4;1;98;9;0;0;0;0;0;0;0;0;0;0;0;48.32;21.66;6.4;8.31;9.05;3.83;16.89;0;3.7;1.44;79.4;5.01;11;23;17;326;167;72;50;22;688;6;1;125;37;14;9;12;9;1;135;335;1023;10.3;24.98;16.71;307.41;162.96;69.93;40.86;18.24;651.39;5.9;0.58;115.7;32.5;12.97;8.01;11.75;9.46;1;131.75;316.65;968.04;1;0;1;0;0;0;0;0;6;7;SYGEN
040780470;040000192;2023;;20;;20;0;511;0;511;0;1413;0;1413;;22;;22;0;5731;0;5731;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;7;0;0;3;19;2;0;0;0;0;26;0;0;0;0;0;0;0;0;1;0;1;0;0;2;0;21;10;14;0;0;47;1;0;10;0;0;3;0;0;0;2;16;63;0;2;0;19.1;6.37;11.8;0;0;39.27;0.92;0;8.5;0;0;2.5;0;0;0;1.5;13.42;52.69;0;0;0;0;0;0;0;0;4;6;SYGEN
050000090;050006931;2023;29;29;;58;386;1867;0;2253;775;3376;0;4151;25;29;;54;555;11470;0;12025;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;31;;;;;;;;;;;1;263;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;;36;1;0;9;26;1;0;0;0;0;62;0;0;0;0;0;0;0;0;0;0;0;0;0;2;28;23;26;29;0;0;108;10;0;12;0;0;0;0;0;0;4;26;134;0;2;26;19;24;27;0;0;98;10;0;12;0;0;0;0;0;0;4;26;124;;;;;;;;;10;17;SYGEN
050000223;050000108;2023;4;;;4;47;0;0;47;1484;0;0;1484;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;2;0;5;;0;0;0;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0.19;0;0.39;0;0;1;0;5;10;10;0;1;27;1;0;5;1;0;1;0;0;0;17;25;52;0;0.1;0;1.48;3.44;6.4;0;0.05;11.47;0.58;0;0.82;0.08;0;0.12;0;0;0;4.63;6.23;17.7;;;;;;;;;;;SYGEN
050000231;050000116;2023;30;22;9;61;3832;1946;637;6415;11893;5806;1704;19403;11;5;;16;494;2320;0;2814;4722;1;0;16;;0;16;275;;;275;0;;;0;;;;;2;;2;100;;100;;;;;0;;;0;1;;1;986;;986;1021;;;1021;1255;;;1255;;;;;30;4;;;1;21076;0;0;1;0;0;0;1;375;1;311;0;0;0;0;1;4560;0;0;1;162;0;0;0;0;0;0;0;0;1;57;30;0;7;16;4;4;0;5;4;86;11;0;0;0;0;0;0;0;0;0;0;0;45.37;24.41;0.07;5.8;12.33;2.87;1.8;0;3.27;4.01;66.78;8.45;15;5;20;140;91;52;4;12;339;3;0;78;5;3;10;19;11;2;63;191;530;13.12;5.05;18.45;128.4;82.81;50.77;3.75;7.27;309.62;3.02;0;67.12;4.59;2.6;8.34;17.57;11.58;1.07;61.18;174.47;484.09;1;0;1;0;0;0;0;0;3;8;SYGEN
050000256;050000124;2023;21;;;21;1450;0;0;1450;6347;0;0;6347;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;253;0;0;30;18;;;1;8481;0;0;;;;;0;;0;0;0;0;0;0;;;;;0;;0;;0;0;0;0;0;0;1;11;5;4;0;0;0;0;0;1;1;13;1;0;0;0;0;0;0;0;0;0;0;0;7.86;2.51;3.3;0;0;0;0;0;1;0.03;8.89;1.41;1;4;0;36;47;22;2;7;119;1;0;35;2;2;3;0;3;0;50;94;213;1;2.77;0;27.5;37.15;17.11;0.43;4.42;90.38;1;0;29.65;1.36;1.36;2.56;0;3.12;0;44.5;82.19;172.57;;;;;;;;;;;SYGEN
050000348;050002948;2023;165;54;18;237;10390;3789;1638;15817;54604;13939;5296;73839;6;20;3;29;561;3603;88;4252;13203;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;284;0;0;50;15;40;672;1;31059;0;0;1;0;0;1;1;1086;0;839;1;194;0;0;1;7015;0;0;1;6181;1;0;0;0;0;0;0;0;1;139;15;40;18;22;8;0;1;13;9;184;43;0;0;0;0;0;0;0;0;0;0;0;111.02;12.63;32.87;15.66;19.63;6.26;0;0.04;10.36;7.87;148.92;32.36;26;22;58;351;317;111;13;26;924;6;1;213;12;9;26;26;46;4;171;505;1429;23.08;20.26;50.89;323.14;275.8;101.6;7.68;20.52;822.97;5.12;1;187.68;9.68;7.79;21.61;24.44;41.09;3.8;159.91;454.33;1277.3;1;1;2;0;1;0;1;0;9;12;SYGEN
050007533;130784127;2023;;;;;0;0;0;0;0;0;0;0;;;;;0;0;0;0;10141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;10141;;;;;;;;3;0;0;0;0;0;0;0;0;0;3;;0;0;0;0;0;0;0;0;0;0;0;2.11;0;0;0;0;0;0;0;0;0;2.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1;0;0;0.1;0.1;;;;;;;;;;;SYGEN
060000163;060780327;2023;4;;;4;32;0;0;32;411;0;0;411;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;37;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.65;0;0;0;0;0;0;0;0;0;0.65;0;0;1;0;7;15;6;0;1;30;1;0;6;0;0;0;0;0;0;14;21;51;0;0.41;0;2.05;2.86;1.44;0;0.25;7.01;0.14;0;0.89;0;0;0;0;0;0;3.05;4.08;11.09;;;;;;;;;;;SYGEN
060000304;060780657;2023;5;;;5;149;0;0;149;1765;0;0;1765;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;108;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;1;7;7;0;0;0;0;0;0;0;0;7;0.1;0.1;0;0;0;0;0;0;0;0;0.1;1;0;1;0;7;6;3;1;0;18;1;0;9;0;0;0;0;0;0;33;43;61;0;1;0;5.66;6;3;0.3;0;15.96;0.07;0;1.86;0;0;0;0;0;0;8.1;10.03;25.99;;;;;;;;;;;SYGEN
060000411;060780780;2023;6;;;6;104;0;0;104;1497;0;0;1497;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;106;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.75;0.75;0;0;0;0;0;0;0.1;0;0.85;0;0;0;0;5;10;3;1;2;21;0;0;8;0;0;3;0;0;0;23;34;55;0;0;0;5;10;3;0.04;0.42;18.46;0;0;1.93;0;0;0.18;0;0;0;1.38;3.49;21.95;;;;;;;;;;;SYGEN
060000478;060780897;2023;172;56;32;260;9418;2418;2592;14428;53707;10913;10910;75530;13;14;2;29;1290;3235;615;5140;3918;1;1;33;;0;33;366;;;366;10;;;10;2319;;;2319;2;;2;0;;0;1;;;1;2867;;;2867;7;;7;13751;;13751;1423;;;1423;1699;;;1699;30;191;0;0;30;17;25;223;1;42780;0;0;1;0;0;0;1;623;0;1784;1;300;0;0;0;0;0;0;1;3918;0;0;0;0;0;0;0;0;1;134;28;13;33;41;12;11;3;8;7;204;36;0;0;0;0;0;0;0;0;0;0;0;85.92;21.52;11.1;15.7;23.13;8.72;8.99;1.61;6.81;4.6;131.06;33;39;21;54;348;300;106;22;15;905;6;0;145;20;11;14;28;14;4;152;383;1288;36.06;22.49;50.58;280.83;234.54;98.82;17.86;9.06;750.24;5.25;0;136.78;12.61;8.63;12.87;26.5;12.01;4.46;143.81;354.29;1104.53;2;0;1;0;0;0;0;0;11;18;SYGEN
060000486;060780905;2023;12;;;12;264;0;0;264;3347;0;0;3347;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;147;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;5;5;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;7;13;0;1;29;0;0;14;1;0;3;0;1;0;29;48;77;0;1.06;0;6.17;6.01;5.34;0;0.09;18.67;0;0;5.36;0.25;0;1.68;0;1;0;4.42;12.71;31.38;;;;;;;;;;;SYGEN
060000494;060780921;2023;5;;;5;31;0;0;31;661;0;0;661;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;4;0;0;6;0;0;6;0;0;1;0;0;0;7;14;20;0;0;0;2.05;0.5;3.03;0;0;5.58;0;0;0.79;0;0;0.53;0;0;0;2.3;3.62;9.2;;;;;;;;;;;SYGEN
060000510;060780954;2023;270;58;20;348;12587;3372;1390;17349;82883;16587;5082;104552;24;14;3;41;1944;3919;300;6163;3240;1;1;67;0;;67;643;;;643;25;10;;35;3462;826;;4288;2;;2;0;;0;0;1;;1;0;3179;;3179;6;9;15;20699;14875;35574;3511;1816;;5267;3618;1817;;5376;19;200;0;0;;;;;1;48444;0;0;1;0;0;0;1;1574;0;940;1;279;0;0;;;;;1;3240;0;0;1;1;0;0;0;0;1;131;11;17;20;32;5;25;0;10;5;203;47;7;0;0;0;3;2;0;0;0;0;10;99.81;6.71;13.76;17.5;24.58;6.17;23.23;0.43;9.5;4.9;162.45;42.82;29;26;47;362;302;156;38;40;1000;6;1;186;28;15;16;37;33;7;81;395;1395;22.65;25.48;44.35;353.54;295.01;147.28;30.03;29.4;947.74;6.38;1;176.38;24.43;13.75;13.76;36.08;33.6;5.7;77.89;375.22;1322.96;2;1;2;0;0;0;0;0;10;12;SYGEN
060000528;060780962;2023;84;33;;117;3639;2522;0;6161;27330;4839;0;32169;45;17;;62;1749;1652;0;3401;43563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;462;;;;;;;;;;;1;21473;1;20714;0;0;0;0;0;;;82;5;0;9;12;5;1;1;9;3;108;28;0;0;0;0;0;0;0;0;0;0;0;67.61;4.41;0;8.74;10.11;4.99;0.2;0.3;10.15;1.61;89.98;26.67;0;13;19;155;135;13;4;10;349;7;1;152;8;4;24;23;68;69;41;393;742;0;10.34;17.53;148.94;120.89;10.53;3.48;8.23;319.94;6.99;0.66;132.84;6.66;3.28;22.62;21.02;59.72;60.23;39.22;349.96;669.9;1;1;1;1;3;0;2;0;8;6;SYGEN
060000544;060780988;2023;253;65;24;342;15705;2877;1949;20531;80661;18076;6351;105088;31;15;5;51;3036;3839;517;7392;12042;1;1;66;0;0;66;623;;;623;25;10;;35;1683;1487;;3170;;;;0;;0;0;3;;3;0;4299;;4299;3;4;7;15662;11526;27188;2440;1631;0;4001;2944;1671;0;4532;;;;;;;25;227;1;51598;0;0;1;0;0;0;1;2133;0;1220;1;129;0;0;1;8276;1;549;1;3766;0;0;0;1;0;0;0;0;1;121;32;5;18;39;10;15;3;9;6;193;65;4;0;0;0;4;2;0;0;0;0;8;105.39;26.04;5.47;20.32;33.77;8.12;14.38;0.91;8.78;6.32;169.55;55.6;29;30;49;368;374;144;30;34;1058;6;0;207;32;17;15;33;30;4;187;514;1572;28.37;26.42;44.02;360.23;367.54;143.25;26.47;27.79;1024.09;6.12;0;199.56;28.58;15.88;14.67;31.27;29.78;4.37;184.66;499.01;1523.1;3;1;2;0;0;0;0;0;13;16;SYGEN
060001625;060006889;2023;8;0;0;8;156;0;0;156;1635;0;0;1635;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;156;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;1;1;5;;1;1;0;0;0;0;0;0;0;0;1;2.5;2.5;0;0;0;0;0;0;0.41;0.05;2.96;0;0;2;0;9;14;5;1;2;33;1;0;2;0;0;2;0;0;0;1;6;39;0;1.54;0;8.02;9.46;2.71;0.09;0.51;22.33;1;0;0.79;0;0;0.5;0;0;0;0.99;3.28;25.61;;;;;;;;;;;SYGEN
