NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;NB_RADIO;ACT_RADIO;NB_VASC;ACT_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;EFF_INT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
CVL-01;24101;CHER;500;83;66;649;23035;3833;2618;29486;152079;22468;9530;184077;34;30;8;72;595;6814;936;8345;374;8;0;382;180;8;0;188;1318;97;0;1415;120;52;;172;10218;2774;0;12992;2;0;2;0;;0;10308;1702;401;12230;11934;1943;401;14090;260;1919;76007;5727;32;277;161;88797;35;656;10349;221;1399000;107560;4;38405;3;20157;;;;;1;;;;7;62690;2;1237;12;11;3;2;2;3;0;6;0;0;0;22;5;1;3;2;0;13;2;0;10841;1369;1545;136;4563;49;;;;;;;;;218;46;34;17;51;21;29;2;17;11;328;0;0;;0;0;0;0;;0;0;0;170.62;32.39;24.79;13;39.98;12.54;25.18;1.6;14.87;8.13;260.38;64;78.5;46;72;75;1016;1122;469;75;76;2951;19;4;437;106;27;52;50;46;4;528;1246;4197;39.74;62.84;68.2;930.89;1012.95;444.36;64.83;60.22;2684.03;16.82;3.5;400.3;85.53;25.19;45.53;46.72;44.56;3.63;497.38;1143.97;3828;9;;7;1;1
CVL-02;24102;INDRE;353;117;29;499;12636;3980;2049;18665;97968;22519;6859;127346;34;18;1;53;1121;3831;43;4995;130;4;;134;115;;;115;1255;;;1255;22;33;;55;920;2138;;3058;9;;9;70;;70;3084;1011;770;4932;3834;1388;785;6041;375;2952;109566;8659;30;60;56;17444;30;524;9356;331;;;4;61157;1;10028;;;;;2;1699;;;14;63215;;;4;9;4;1;1;1;0;4;1;1;0;16;6;;2;1;;14;6;;5650;866;250;451;3883;15;;;;;;;;;162;46;28;13;41;10;12;6;18;5;244;2;;;;;;1;;;;3;131.7;37.44;23.36;12.27;38.33;8.17;11.19;4.88;15.65;3.12;204.87;35;38.66;29;60;46;648;641;331;39;79;1873;15;2;378;57;19;33;1;54;4;343;887;2760;26.82;53.47;44.2;608.38;610.13;332;32.15;62.19;1769.34;12.51;2;346.04;48.54;15.15;28.84;1;49.97;3.14;303.68;795.72;2565.06;9;;9;;
CVL-03;24103;TOURAINE VAL DE LOIRE;944;352;96;1392;50998;20789;6583;78370;281214;100501;28217;409932;115;57;13;185;14971;15814;1789;32574;304;24;;328;301;24;;325;2983;431;;3414;176;75;;251;26039;12715;;38754;0;1;1;0;12;12;7757;4515;;12136;10147;4962;;14949;482;3763;132852;2847;16;105;59;36666;;;;;4119880;599718;8;54037;5;23194;3;6649;2;6989;4;8068;;;22;141146;4;4694;9;46;10;6;0;13;2;6;0;2;0;74;13;4;7;3;1;70;15;6;43964;3894;4407;1801;11275;278;;;;;;;;;733;117;60;102;162;33;81;15;74;91;1156;10;10;;;;;;;;;10;530.56;85.03;57.81;78.96;113.32;23.92;67.16;6.28;64.64;69.59;851.55;581;554.6;126;159;340;2492;2119;794;143;230;6403;31;5;1102;148;76;82;224;203;18;1290;3103;9506;111.9;155.99;318.24;2303.53;1955.64;764.38;113.42;167.78;5890.88;27.82;5.73;1007.33;127.31;61.62;69.67;213.8;191.55;17.61;1161.93;2822.75;8713.63;13;5;8;;
CVL-04;24104;LOIR-ET-CHER;472;96;56;624;19870;4420;3331;27621;149868;23016;10779;183663;29;31;0;60;1265;6747;6;8018;150;;;150;134;;;134;1613;0;;1613;92;31;;123;18534;3450;;21984;;;;;;;4786;2071;290;6888;5692;2315;296;8034;315;2180;79929;924;4;160;97;56361;;;;;1182293;125084;4;75749;3;21962;;;;;1;5308;;;9;58650;;;4;11;3;2;1;0;0;1;0;0;0;14;4;0;2;1;0;22;2;0;10637;1736;311;102;4551;62;;;;;;;;;214;80;20;23;51;18;17;1;20;11;314;14;14;0;0;0;0;0;0;0;0;14;180.19;69.21;19.94;16.83;40.23;12.7;15.87;1;19.37;5.97;262.63;115;100.64;49;51;89;836;958;200;61;86;2330;15;1;367;70;21;42;37;47;2;415;996;3326;45.29;46.9;80.21;786.96;888.74;187.28;46.29;64.81;2146.48;13.93;1.27;345.54;59.12;18.59;37.12;35.42;43.87;2;398.83;937.1;3083.58;7;;7;;
CVL-05;24105;LOIRET;989;255;145;1389;41121;11478;9088;61687;274056;53453;32523;360032;192;78;1;271;9151;13498;2249;24898;231;14;20;265;190;10;20;220;2141;180;286;2607;112;46;18;176;12725;5000;3242;20967;;;;0;0;0;14272;3497;1085;18589;16199;3772;1342;20895;211;2034;73760;539;6;263;162;91776;;;;;3852736;283234;5;46699;6;16548;3;11191;3;6504;3;4584;;;15;114313;1;197;4;24;3;5;4;1;1;5;0;1;0;36;8;0;6;2;0;53;16;0;24296;3920;2145;695;15174;315;;;;;;;;;478;115;32;58;102;33;58;8;44;30;720;31;0;;4;16;3;0;;0;0;47;378.29;92.27;23.44;45.51;95.97;29.65;47.01;1.7;39.22;23.3;585.49;237;299.92;138;137;229;2018;1798;528;133;141;5122;28;3;911;132;70;108;132;156;15;986;2471;7593;132.04;130.87;223.35;1959.51;1699.21;479.32;105.71;118.61;4848.62;25.02;4.95;887.75;120.54;65.72;94.01;132.29;154.42;15.92;953.68;2388.58;7237.2;11;2;6;1;2
CVL-06;24106;EURE-ET-LOIRE;778;108;70;956;41722;6261;4431;52414;243318;29730;18052;291100;84;47;8;139;4312;14841;1276;20429;234;17;0;251;218;5;0;223;2574;185;0;2759;89;95;0;184;15800;13052;;28852;8;0;8;296;0;296;7554;2611;523;11186;9364;3599;551;13442;287;2500;88057;3617;19;213;108;68320;;;;;2512641;971126;6;55360;4;15372;;;1;;4;2139;;;16;111622;1;5643;8;16;2;4;3;1;1;3;0;1;0;25;6;7;4;2;2;32;16;8;18724;2825;2053;726;10072;42;;;;;;;;;428;56;74;47;85;27;41;1;23;19;597;7;0;;;4;;0;;0;;11;352.79;47.49;57.92;40.53;68.43;23.05;34.35;0.81;20.56;17.38;494.32;176;163.63;83;87;123;1362;1286;454;74;90;3559;24;2;583;114;32;55;92;74;8;637;1589;5148;78.45;81.98;113.07;1313.81;1254.49;450.37;56.01;72.4;3420.58;21.98;2;555.48;107.27;29.33;49.14;87.98;72.18;8.64;623.99;1528.66;4949.24;8;;7;1;
GE-01;44101;BASSE-ALSACE SUD-MOSELLE;1359;565;236;2160;86548;33821;16742;137111;473378;134801;50981;659160;208;103;35;346;34645;20376;5228;60249;582;31;;613;578;31;;609;6834;459;0;7293;367;184;12;563;50771;22104;2408;75283;5;1;6;140;7;147;21532;8278;1556;30749;27587;9795;1605;38252;459;4007;122472;10515;42;506;271;154974;72;821;21678;558;7073998;1864865;13;138610;13;67520;5;25835;1;2317;5;14529;1;152;29;240817;9;9656;20;71;14;7;6;18;3;12;3;1;0;109;26;4;14;5;0;148;33;0;59112;6776;6716;2509;23749;937;;;;;;;;;1084;151;81;184;249;79;172;96;101;141;1843;21;;;;9;5;4;;;;34;801.31;108.34;68.97;164.62;182.62;54.71;130.99;29.65;77.66;105.6;1327.83;773;832.35;287;242;656;4090;2786;1524;265;355;10205;53;6;1703;267;117;194;464;352;31;2157;5227;15432;259.85;232.41;583.49;3812.51;2583.52;1435.59;200.89;296.94;9405.2;52.34;7.54;1586.69;232.95;105.15;179.21;438.31;334.74;29.27;2066.68;4927.73;14332.93;18;4;11;2;1
GE-02;44102;CENTRE ALSACE;631;239;84;954;27298;14339;5329;46966;202168;58425;16835;277428;71;58;1;130;13557;17411;30;30998;34;;;34;34;;;34;397;;;397;29;36;;65;4314;7275;;11589;;;;;;;1637;1132;;2760;2479;1766;;4213;294;2859;97776;11782;52;219;148;75835;;;;;3035263;201850;4;47772;4;18185;2;5851;;;1;1698;1;126;15;114012;5;2773;4;27;4;2;2;6;2;12;1;1;;49;10;2;5;1;1;56;7;5;30387;2210;563;868;9963;357;;;;;;;;;415;71;42;59;119;31;17;10;46;27;634;0;;;;;;;;0;;0;337.3;58.06;38.32;40.13;91.13;18.5;12.31;5.2;41.16;20.16;507.26;202;195.77;77;71;214;1337;1043;695;62;145;3644;25;6;652;83;41;64;119;125;15;766;1855;5499;68.98;70.71;194.41;1229.76;960.9;631.61;43.77;114.38;3314.52;24.72;4.36;573.4;65.36;33.94;55.55;113.11;114.55;14.15;693.15;1658.35;4972.87;11;;11;;
GE-03;44103;HAUTE ALSACE;650;157;70;877;24837;6366;5486;36689;199569;40458;21791;261818;90;53;15;158;12209;9050;2533;23792;333;16;;349;322;16;;338;3351;159;;3510;160;92;;252;20466;6846;;27312;;;;;;;16017;3107;188;19077;19143;3620;205;22704;263;2186;67106;20218;81;193;120;59554;;;;;2891077;299970;3;45257;3;18411;1;3012;1;;1;665;1;101;12;75178;2;5283;4;19;2;1;1;3;;2;;;;25;3;;4;;;34;;;16350;2406;1848;515;7928;145;;;;;;;;;383;122;27;41;73;25;58;2;33;17;566;12;;;;3;;1;1;;;17;285.89;91.82;19.46;35.24;52.89;18.34;48.75;1.5;28.75;15.21;432.99;192;176.54;89;107;215;1609;1114;415;150;142;3841;18;2;827;171;78;51;100;97;21;852;2139;5980;81.83;104.98;196.4;1514.69;1034.52;407.87;131.8;118.71;3590.8;17.82;2.46;774.7;153.01;66.43;43.63;95.02;93.75;20.5;824.92;2025.81;5616.61;10;;9;1;
GE-04;44104;NORD ARDENNES;402;80;41;523;21101;4336;2678;28115;120347;22536;9803;152686;36;24;4;64;4827;2867;1203;8897;199;8;;207;177;8;;185;2187;164;;2351;71;45;;116;11166;6866;;18032;6;;6;0;;0;4001;1087;;5040;6395;1547;;7811;63;747;22080;0;;108;58;35471;;;;;1560804;263287;4;23965;2;6921;2;4174;;;2;2199;1;21;10;65146;2;2793;3;6;2;3;2;1;0;2;0;0;;12;4;3;2;0;1;20;0;6;8539;1349;263;110;5338;60;;;;;;;;;159;25;39;11;26;11;16;4;18;11;234;;;;;;;;;;;;137.53;15.53;36.23;12.3;23.32;9.25;13.78;2.41;17.84;9.3;204.18;110;108.62;52;45;91;858;651;315;32;38;2082;4;3;378;51;16;37;57;45;5;365;945;3027;50.16;44.77;86.15;821.96;631.31;300.63;24.88;29.46;1989.32;3.83;3;357.64;46.54;14.43;36.57;54.87;43.99;5.03;350.04;901.51;2890.83;6;;4;1;1
GE-05;44105;CHAMPAGNE;908;372;79;1359;43814;18706;5896;68416;305792;95485;22254;423531;108;63;5;176;18217;16800;2219;37236;360;31;0;391;325;16;0;341;2203;589;0;2792;61;45;9;115;7763;4481;2327;14571;1;0;1;0;0;0;11539;6254;1019;18526;13830;6531;1025;21176;431;3323;130451;17161;73;260;159;80417;30;319;6338;207;4856258;300654;7;72792;9;30037;;;;;2;1684;1;73;24;158505;2;3087;11;34;25;3;3;8;2;7;2;1;0;54;33;3;7;2;0;57;20;0;36507;2837;2893;1119;17589;458;;;;;;;;;698;137;81;90;157;31;90;63;53;74;1135;3;3;0;0;0;0;;0;0;0;3;511.08;97.18;69.62;75.59;114.59;20.46;71.03;25.49;47.63;53.6;823.42;556;616.33;106;159;339;2486;1599;889;166;217;5961;42;6;1128;154;65;99;233;138;21;1195;3016;8977;93.25;151.75;305.28;2344.92;1488.64;838.82;134.17;158.39;5515.22;37.78;5.75;1044.11;134.27;57.63;86.53;221.43;136.24;19.58;1102.21;2787.9;8303.12;14;4;7;2;1
GE-06;44106;AUBE ET  SÉZANNAIS;462;65;59;586;18246;3783;3580;25609;142783;21800;13693;178276;49;15;0;64;6102;2591;998;9691;114;6;;120;112;6;;118;1223;242;;1465;66;36;;102;9005;6316;;15321;;;;;;;5033;2739;692;7646;5993;2937;692;8794;178;1576;51038;0;;130;148;44845;40;379;5480;188;2271271;235728;3;37310;3;11703;2;1054;1;697;2;3413;;;6;63079;1;1493;2;7;1;4;3;1;1;3;1;0;0;15;6;;3;3;;13;9;;6248;2336;1197;299;3134;74;;;;;;;;;202;34;27;17;50;16;23;1;25;16;317;1;;;;;;;;;;1;164.85;23.64;22.6;15.91;43.48;15.81;22.38;0.2;22.3;13.22;266.43;116;97.89;71;53;84;882;798;284;58;60;2290;15;4;451;58;20;45;75;64;5;414;1131;3421;66.91;52.14;75.9;861.66;770.04;282.36;51.34;48.65;2209;15.42;3.69;439.82;52.43;17.96;41.6;70.97;60.55;5.71;413.17;1103.36;3312.36;10;;9;1;
GE-07;44107;MOSELLE EST;420;81;41;542;16902;3663;2558;23123;110815;16956;7976;135747;33;37;1;71;2930;7318;187;10435;431;6;;437;417;;;417;1852;;;1852;34;25;;59;9012;2002;;11014;3;;3;13;;13;5156;1750;238;7042;6737;1868;267;8727;79;592;21231;3283;10;60;53;19752;35;237;7084;176;1270066;75070;4;42757;3;16939;2;6959;1;1230;1;314;;;7;50092;;;2;9;1;2;2;;;2;;;;13;3;;2;1;;21;9;;9492;1066;147;201;7677;240;;;;;;;;;185;36;37;20;42;14;31;3;16;11;288;5;;;;3;1;;;;;8;143.76;26.71;32.15;15.83;34.07;8.2;24.89;0.95;13.77;8.87;226.31;11;46.34;53;75;115;1053;518;415;37;51;2317;12;3;341;40;23;37;38;64;7;300;842;3159;47.54;68.67;105.17;973.42;493.65;357.91;32.84;44.63;2123.83;12.24;2.99;308.56;36.19;22.07;34.85;34.49;58.22;7.48;291.8;786.82;2910.65;5;;4;1;
GE-08;44108;LORRAINE NORD;836;201;133;1170;45051;12031;9552;66634;269872;60080;36271;366223;77;66;13;156;9730;12636;2740;25106;375;9;;384;332;9;;341;3570;93;;3663;96;89;24;209;14650;7710;3083;25443;6;0;6;0;0;0;17075;7397;1205;25402;19863;7553;1210;28339;261;1805;61117;13280;36;120;81;38580;26;97;1656;87;3052135;455477;5;63522;6;23982;6;12282;2;8067;3;3573;2;296;16;114513;3;9223;14;28;1;5;3;4;0;12;0;22;7;72;11;0;5;0;0;57;0;0;26624;5585;4483;497;17634;226;;;;;;;;;462;26;25;79;130;36;68;15;42;26;743;5;1;;;1;;0;;0;1;7;346;15.74;15.75;60.75;95.89;28.85;58.62;8.14;35.42;19.68;563.75;307;307.07;187;136;308;1940;1424;192;113;126;4426;21;2;1014;133;65;81;149;162;17;709;2288;6714;172.83;124.14;280.08;1825.84;1335.55;178.88;102.02;110.36;4129.7;21.26;2.53;935.23;121.69;59.69;72.7;139.44;156.23;15.72;666.79;2131.59;6261.29;13;7;4;2;
GE-09;44109;CŒUR GRAND EST;460;93;59;612;21432;5318;3612;30362;134283;24133;14468;172884;35;28;10;73;5014;4464;929;10407;337;21;;358;308;13;;321;2050;273;0;2323;166;129;;295;13209;12597;0;25806;12;;12;537;0;537;8220;2486;1190;10896;9733;2727;1190;12768;333;2572;86588;12749;52;143;90;42004;210;1214;51544;806;1500957;37879;5;31133;7;22253;;;;;2;1662;;;9;63831;;;3;18;1;2;2;0;0;4;1;0;0;24;4;0;3;1;0;26;8;0;7641;983;121;82;5254;93;;;;;;;;;278;57;52;32;55;19;42;3;27;18;423;13;3;;;1;;;;;;14;186.42;38.71;37.67;22.37;43.93;14.42;31.62;2;25.42;13.27;302.66;139;95.01;55;72;70;1189;823;267;80;103;2659;22;3;610;74;26;72;75;44;6;583;1489;4148;49.24;70.52;65.27;1141.58;799.64;236.1;65.88;84;2512.23;18.74;3.56;564.19;70.72;24.7;67.65;71.34;42.5;7;567.76;1413.46;3925.69;12;;10;1;1
GE-10;44110;SUD LORRAINE;1101;446;91;1638;59978;24383;7075;91436;336663;122304;25002;483969;161;60;10;231;30734;25963;2972;59669;481;43;40;564;421;35;40;496;5696;721;292;6709;110;121;0;231;14903;8593;0;23496;10;2;12;53;0;53;23516;10710;2601;36445;26722;11332;2918;40187;265;2637;71450;8776;21;254;182;76690;50;582;17415;411;4423804;754118;10;132251;12;38471;6;13071;4;11063;4;6012;;;28;184735;6;10568;8;42;2;4;1;2;1;9;0;2;0;60;4;0;11;1;0;100;12;0;54676;3778;3969;1911;17264;345;;;;;;;;;769;138;75;99;188;48;97;67;109;89;1319;45;12;;6;10;3;;;;2;57;584.08;106.01;69.64;86.44;124.13;28.91;94.85;24.37;86.87;62.87;977.17;707;682.92;148;290;416;3345;2281;1143;252;213;8088;53;8;1478;220;100;174;315;235;54;1658;4195;12283;136.05;280.74;385.64;3197.54;2167.05;1064.22;225.34;189.76;7646.34;44.38;8;1403.53;199.26;91.26;159.46;298.42;231.25;53.52;1572.22;3970.04;11616.38;20;7;7;2;4
GE-11;44111;VOSGES;574;122;66;762;29915;6796;4364;41075;175242;31010;12524;218776;79;49;0;128;8099;8862;252;17213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;511;4601;134507;23755;56;169;163;47137;30;378;13155;304;1852509;548770;5;43764;5;19224;;;;;5;5796;;;16;98908;;;4;17;1;4;1;0;;6;1;0;;27;3;0;5;;;44;;;14401;2020;224;107;9165;87;;;;;;;;;345;67;62;35;84;22;;3;47;11;490;36;14;;;;;;1;;0;37;257.95;49.7;50.12;27.8;70.39;17.81;;2.1;38.58;7.52;376.54;146;130.12;100;76;143;1143;1216;585;39;127;3429;23;4;648;45;22;78;85;103;7;546;1539;4968;85.98;62.87;125.05;1023.22;1090.6;532.46;23.53;96.12;3039.83;18.12;2.56;567.69;36.5;18.17;65.8;76.28;89.59;5.68;489.87;1352.09;4391.92;16;;14;;2
GUA-01;1101;ILE DU NORD;26;17;17;60;2847;955;815;4617;11424;3673;2929;18026;5;5;2;12;898;1328;117;2343;12;;;12;12;;;12;158;;;158;;;;;;;;;;;;;;;;;;;466;299;;765;7;8;88;0;;;;;;;;;;;;;;;;;;;;;;;2;3736;;;1;2;2;1;1;0;0;0;0;0;0;3;3;3;1;1;1;6;6;6;3221;367;4;0;837;8;;;;;;;;;25;5;8;4;7;2;6;;4;10;52;;;;;;;;;;;;21.98;3.34;8.27;5.05;9.1;3.31;3.91;;1.39;8.68;45.06;5;1.1;18;7;26;113;80;52;5;2;303;4;1;63;5;3;4;;4;1;50;132;435;18.45;5.12;25.35;108.31;76.17;45.37;4.65;1.9;285.32;3.67;0.44;53.53;5.2;3.2;3.72;;4;1.89;46.7;119.15;404.47;2;;2;;
GUA-02;1102;GHT DE LA GUADELOUPE;473;145;77;695;20690;7850;4825;33365;134208;39628;19350;193186;87;34;8;129;8210;5290;2246;15746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;242;1613;66870;5774;46;128;53;39808;105;455;38055;390;1561135;1951438;6;40060;3;10457;2;10587;1;3499;3;889;;;8;61156;1;1226;4;16;3;2;1;2;1;2;0;0;0;22;5;1;2;1;1;29;12;2;16475;2473;943;277;4729;67;;;;;;;;;383;105;40;47;70;22;1;5;35;37;531;0;0;0;0;0;0;0;0;0;5;5;312.93;75.2;38.74;41.42;60.59;17.65;0.09;4.7;28.1;32.49;438.9;49;276.46;109;93;219;1277;1230;585;35;143;3691;26;4;659;61;37;64;134;101;16;732;1797;5488;104.24;86.56;204.85;1165.12;1084.04;487.49;29.44;111.31;3273.05;23.58;2.78;609.45;53.75;32.72;55.5;127.68;92.84;15.43;648.71;1629.72;4902.77;8;2;6;;
GUY-01;3101;GHT DE LA GUYANE;374;115;184;673;20934;5116;11888;37938;115964;28767;61142;205873;47;20;4;71;5325;1891;392;7608;65;6;0;71;65;6;0;71;683;78;;761;15;27;;42;2751;335;;3086;;;;;;;5800;1450;1043;8293;6367;1785;1043;9195;26;188;8663;82;10;30;7;10019;;;;;1537487;160484;3;52708;3;14740;;;;;3;382;;;7;48513;1;650;3;11;6;3;3;5;4;6;4;0;0;29;21;1;3;1;1;24;6;2;9442;3418;99;120;5207;18;;;;;;;;;418;197;50;36;73;26;14;5;21;25;556;1;0;0;0;0;0;0;0;0;0;1;362.07;168.38;42.05;31.24;57.78;22.89;13.31;5.78;19.21;21.86;480.01;137;111.07;155;55;124;986;906;428;41;57;2752;16;4;631;65;33;45;83;36;27;446;1353;4105;152.53;57.57;119.29;998.64;886.02;407.67;40.3;45.76;2707.78;16.07;5.14;607.03;60.8;31.18;42.45;82.38;34.63;27.93;429.88;1306.31;4014.09;4;;4;;
HF-01;32101;AISNE NORD;768;125;79;972;41870;7730;4699;54299;215223;30495;15382;261100;53;60;3;116;8076;10154;1522;19752;100;0;;100;90;0;;90;1109;0;;1109;36;15;;51;8941;1557;;10498;8;0;8;225;0;225;3751;1013;;5151;4241;1021;;5634;509;5687;129594;7634;32;235;80;65556;50;639;19122;442;2530013;430651;6;61641;1;5367;;;;;2;3210;;;18;113734;2;2777;4;21;3;4;2;1;1;7;1;0;0;33;7;1;4;3;1;44;38;2;21041;2288;1645;822;11738;192;;;;;;;;;408;69;53;40;84;30;13;1;27;21;554;5;;;;1;;;;1;3;10;320.86;53.28;45.85;32.92;70.56;23.98;13.46;1;22.24;10.48;438.6;141;194.16;77;88;138;1474;1261;625;70;127;3860;17;4;705;67;37;65;68;91;8;749;1774;5634;71.59;87.93;127.95;1393.48;1202.73;549.49;53.8;100.63;3587.6;16.81;4.19;661.69;54.25;28.08;58.01;65.59;85.5;8;708.76;1662.8;5250.4;16;;15;;1
HF-02;32102;AISNE SUD- SAPHIR;342;53;36;431;18829;2926;2286;24041;107112;13722;8736;129570;12;24;1;37;1728;5857;1067;8652;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;694;18769;0;;50;31;14939;;;;;1514572;192710;4;30774;4;13979;;;;;1;921;;;5;46684;;;4;9;1;2;1;1;1;2;1;0;0;14;4;;2;0;;14;0;;8564;1066;686;47;6244;46;;;;;;;;;170;35;18;26;59;14;;1;12;8;250;12;0;;0;4;0;;2;0;0;18;159.49;34.07;16.39;23.84;50.71;12.64;;0.8;10.67;7.43;229.1;;60.03;39;20;63;482;437;237;13;14;1305;9;1;245;16;9;19;43;30;7;272;642;1947;36.15;19.31;60.31;456.06;417.42;221.38;7.16;12.53;1230.32;8.11;1;228.72;10.29;6.78;18.71;39.91;29.64;5.59;259.89;601.86;1832.18;3;;2;;1
HF-03;32103;ARTOIS;643;164;67;874;42243;7770;4568;54581;200185;37225;17531;254941;88;55;8;151;17341;9942;2137;29420;187;;;187;175;;;175;1915;;;1915;70;39;;109;9222;2117;;11339;8;;8;0;;0;6567;3667;174;10297;7911;3803;174;11758;172;1311;52646;7210;30;120;85;40842;;;;;3698991;452169;4;41242;5;23767;2;6058;1;5883;1;900;;;11;73629;3;4156;7;12;1;3;2;4;;2;;1;;22;3;;4;0;;19;0;;20192;2851;2281;1045;10690;139;;;;;;;;;334;37;38;55;72;24;33;3;43;6;491;5;;;;;;;;;;5;274.05;27.75;34.39;45.98;56.98;19.73;28.08;1.56;39.2;5.08;404.95;190;179.8;98;101;228;1481;1208;473;90;108;3787;16;3;559;97;52;62;91;92;17;461;1398;5185;89.53;98.34;215.06;1386.62;1105.46;429.6;69.41;87.97;3481.99;14.63;2.8;517.13;80.98;43.07;58.25;84.16;85.08;15.76;428.42;1287.21;4769.2;5;;5;;
HF-04;32104;ARTOIS-TERNOIS;302;40;42;384;16731;2696;2958;22385;87527;10736;12297;110560;54;13;2;69;5713;4099;208;10020;130;12;;142;110;6;;116;1156;415;;1571;36;10;;46;4713;983;;5696;8;;8;214;;214;4286;1168;219;5611;5201;1388;234;6785;100;1470;35596;2208;6;140;132;49319;;;;;1483384;249733;2;20007;3;8656;;;;;1;153;;;3;42227;1;558;2;7;2;1;1;0;0;7;0;0;0;16;4;;1;1;;15;15;;7058;1939;347;579;4963;30;;;;;;;;;172;27;37;16;57;33;25;;24;26;304;2;2;;;;;;;;;2;136.91;19.07;33.12;15.5;46.69;24;16.45;;20.82;13.08;233.95;121;127.09;65;45;112;656;551;182;52;50;1713;8;1;351;57;20;35;47;28;7;339;873;2586;57.72;44.16;121.01;682.15;582.75;177.34;36.77;39.84;1741.74;7.25;1.5;320.45;50.04;18.67;30.84;46.55;27.18;5.21;333.22;822.24;2563.98;6;;4;;2
