NOM_COURT_GHT;CODE_GHT;NOM_COMPLET_GHT;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;CAP_HTP_GEN;CAP_HTP_INF;CAP_HTP_PEN;CAP_HTP_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;JOU_USLD;PLATOT_HAD;SEJ_HAD;JOU_HAD;FIL_HAD;BIO_B2;BIO_B3;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;NB_MAMM;ACTEX_MAMM;NB_LITHO;ACT_LITHO;NB_RADIO;ACT_RADIO;NB_VASC;ACT_VASC;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_C10;BLOCS_C11;BLOCS_C12;BLOCS_C13;BLOCS_C14;BLOCS_C15;PHARMA_A7;PHARMA_B7;PHARMA_C7;PHARMA_D7;PHARMA_E7;PHARMA_A16_POURCENTOUI;PHARMA_A17_POURCENTOUI;PHARMA_A18_POURCENTOUI;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;EFF_INT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_ETAB;NB_CHRCHU;NB_CH;NB_CHS;NB_AUT
ARA-12;84112;RHÔNE NORD BEAUJOLAIS DOMBES;499;66;38;603;27912;3778;3137;34827;156435;15954;12598;184987;25;25;1;51;3585;8459;981;13025;158;;;158;158;;;158;1334;0;;1334;83;55;;138;3432;3559;;6991;5;0;5;0;;0;6048;2700;960;9356;6843;2906;960;10576;302;2901;91482;1768;15;100;106;33361;;;;;1294919;218800;3;33016;2;11707;;;;;1;1305;;;8;82221;2;3473;5;10;1;1;1;2;0;3;0;4;0;20;2;0;2;1;0;14;8;0;12840;1736;1033;562;8122;42;;;;;;;;;272;97;11;35;43;14;57;1;31;2;406;23;1;;;9;1;;;;;32;221.94;84.66;6.66;31.36;42.92;11.9;39.97;1.04;27.38;2.85;336.1;86;103.97;52;100;97;1031;863;200;122;122;2587;16;1;500;107;52;72;40;50;5;335;1126;3713;46.43;90.2;84.17;939.7;794.77;183.86;78.76;91.33;2309.22;14.78;1.1;418.09;91.44;47.63;55.81;37.84;43.3;4.72;285.87;952.95;3262.17;11;;7;1;3
ARA-21;84121;DRÔME-ARDÈCHE-VERCORS;1115;269;121;1505;58691;16315;8808;83814;340449;71300;32080;443829;124;81;4;209;8559;15535;1666;25760;198;10;;208;190;10;;200;2477;169;;2646;67;28;;95;13712;2289;;16001;;;;;;;9043;3471;551;12774;10829;3642;585;14688;547;6382;170296;7319;26;280;201;93037;224;2852;75267;1783;4442821;607322;11;117501;10;33862;4;8100;1;3630;7;5090;;;21;163937;4;8326;10;27;6;4;2;7;4;7;1;0;0;48;16;1;6;3;1;47;9;4;29631;5159;2206;744;14195;433;;;;;;;;;668;152;109;79;158;45;43;2;73;37;981;62;42;0;0;10;0;0;;0;0;72;506.04;114.8;75.27;59.08;121.12;34.65;44.61;2;58.95;29.82;762.54;85;199.36;193;181;285;2318;1991;599;151;263;5981;46;7;1258;174;100;150;149;178;24;1315;3301;9282;167.36;158.63;252.55;2077.54;1781.97;521.71;103.59;198.82;5262.17;36.9;6.5;1080.27;133.48;79.33;120.96;136.9;155.56;20.32;1178.61;2869.5;8131.67;24;;22;1;1
ARA-22;84122;VAL RHÔNE CENTRE;2609;848;327;3784;105804;40452;22449;168705;716882;180758;87957;985597;394;150;47;591;88048;29340;7987;125375;;24;;24;;24;;24;;725;;725;;9;;9;;967;;967;;;;;;;;;;;;2540;;2540;946;8074;238925;26524;98;460;125;131163;40;369;13792;252;13016376;1891327;16;163276;10;52919;5;12411;3;7834;4;6072;;;41;270167;14;18954;25;98;12;11;7;15;2;18;2;10;0;155;24;4;22;8;2;194;34;8;93665;13514;6771;3350;39038;1456;;;;;;;;;1485;213;100;231;336;88;37;59;94;902;2913;15;3;;1;4;1;;;;;19;978.41;109.78;72.9;172.36;200.35;59.14;27.52;14.86;82;772.42;2075.56;1166;1044.44;391;329;885;4725;4437;817;243;697;12524;111;7;2046;204;126;245;754;446;10;2170;5993;18517;350.42;348.14;808.55;4578.05;4221.85;805.92;171.15;563.85;11847.93;198.34;9.09;2295.47;185.75;125.71;247.29;726.12;426.99;10.2;3038.23;7137.48;18985.41;20;12;8;;
BFC-01;27101;SAÔNE-ET-LOIRE-BRESSE MORVAN;520;91;38;649;29517;5751;3508;38776;161447;25944;11883;199274;56;20;3;79;4736;4197;73;9006;213;16;;229;213;16;;229;1195;484;;1679;54;75;;129;9089;8718;;17807;7;;7;0;;0;7422;3792;689;11779;7608;4554;689;13157;241;2266;73165;223;5;27;28;9306;;;;;1718108;464469;4;39923;2;7232;;;;;2;3977;;;8;63754;;;3;5;0;1;1;5;1;2;0;1;0;14;2;0;3;1;1;22;5;3;9684;1573;386;769;6240;88;;;;;;;;;242;27;53;32;41;14;40;3;22;15;363;22;4;;;1;;;;;;23;193.93;21.17;41.93;21.61;33.96;10.96;34.9;1.7;20.39;12.75;297.63;87;101.46;62;80;101;1219;796;334;81;70;2743;15;4;509;62;32;50;55;37;5;469;1206;3949;54.18;79.69;90.8;1151.21;739.03;317.19;62.86;54.07;2549.03;15.61;3.5;475.24;50.48;28.02;42.25;47.67;36.22;4.29;445.44;1120.7;3669.73;8;;7;1;
BFC-02;27102;BOURGOGNE MÉRIDIONALE;456;121;48;625;27581;6821;2697;37099;144348;33328;9364;187040;38;31;0;69;3510;9105;313;12928;84;;;84;80;;;80;995;;;995;10;;;10;1779;;;1779;;;;;;;60;;;60;4429;;;4446;234;2647;69259;2241;18;123;54;42529;50;707;16450;440;918053;104863;3;35342;1;8657;;;;;1;1319;;;6;59495;2;5160;4;9;2;3;3;2;1;7;;;;21;6;;3;1;;20;1;;12159;1554;1564;869;9244;117;;;;;;;;;234;37;23;25;51;15;8;;23;18;334;26;9;;;9;;;;;;35;173.06;24.91;19.8;18.23;36.91;10.04;7.08;;19.4;14.15;250.6;70;85.96;60;61;108;826;703;291;33;59;2141;17;0;422;44;23;41;27;44;2;346;943;3084;50.59;55.99;99.02;766.83;658.21;280.45;22.1;47.79;1980.98;13.77;0.18;392.17;32.74;19.47;37.94;25.53;40.84;2;325.36;870.53;2851.51;8;;6;;2
BFC-03;27103;21-52 CÔTE D'OR-HAUTE-MARNE;1149;294;97;1540;50865;15092;7125;73082;324583;75057;29367;429007;203;58;16;277;26074;14783;3048;43905;336;15;;351;336;15;;351;3749;238;;3987;155;105;20;280;7859;7365;3990;19214;5;4;9;7;23;30;11971;2634;553;15021;14969;3311;675;18696;389;3597;118544;20729;73;182;69;64199;;;;;4351666;324521;6;56229;5;23056;;;;;3;1761;1;862;17;99247;3;7895;4;28;4;3;2;2;0;4;0;0;0;39;6;5;5;3;1;58;8;9;32907;3485;3887;1949;11603;298;;;;;;;;;727;51;67;94;162;51;88;15;59;128;1179;12;2;;;4;;;;;0;16;466.82;30;53.51;71.41;97.31;28.14;64.05;8.32;45.63;99.39;781.52;825;809.68;129;159;317;2378;1625;871;166;219;5864;33;5;1128;179;63;112;290;127;23;1409;3306;9170;121.03;154.47;289.34;2238.46;1541.53;853.02;119.93;180.97;5498.75;31.37;4.9;1062.54;156.44;57.53;101.16;276.95;118.83;21.98;1339.51;3113.68;8612.43;15;2;10;1;2
BFC-04;27104;SUD YONNE-HAUT-NIVERNAIS;420;70;37;527;18761;3803;3178;25742;121603;21767;10197;153567;34;25;;59;2358;3463;0;5821;217;18;2;237;217;10;2;229;1923;81;33;2037;49;73;;122;6790;6143;0;12933;;;;;;;7622;2567;955;11144;8960;2886;1105;12631;175;1443;48535;4161;20;29;12;10251;;;;;246041;148107;4;28514;2;6920;1;;;;3;2745;;;8;46493;;;6;4;1;1;1;5;;4;;;;14;2;3;1;;1;17;;17;6563;1560;1492;338;4389;116;;;;;;;;;196;37;61;18;35;10;26;6;15;4;282;;;;;;;;;;;;146.27;26.25;46.97;11.54;26.16;7.75;21.29;2.7;14.98;3.86;215.26;95;104.9;43;68;63;902;713;405;55;59;2308;12;1;401;44;15;34;32;37;5;377;943;3251;43.05;64.45;55.83;861.2;667.91;377.22;48.4;52.19;2170.25;12.64;1;387.37;40.61;12.61;33.74;32.63;37.55;3.94;367.95;917.43;3087.68;5;;4;1;
BFC-05;27105;NORD YONNE;274;76;30;380;11683;3167;2213;17063;86246;14231;6798;107275;17;11;;28;746;2809;0;3555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86;918;25495;5366;36;64;43;20876;50;623;10901;449;914860;73925;3;23165;2;10630;;;;;2;1619;;;6;38900;;;2;6;1;1;1;1;;1;;;;9;2;;2;2;;17;2;;5323;763;70;245;2562;73;;;;;;;;;118;13;34;15;19;7;1;1;13;8;160;7;1;;;;;;;;;7;104.26;8.62;30.1;14.15;18.73;6.3;0.2;0.6;10.19;4.75;138.73;72;72.46;33;24;48;385;364;157;12;42;1065;8;1;229;20;7;30;36;32;5;218;579;1644;31.01;23.57;43.04;367.73;322.68;142.53;7.99;27.93;966.48;6.67;1;215.21;14.29;4.73;28.53;32.23;29.75;3.75;225.7;557.13;1523.61;4;;3;;1
BFC-06;27106;NIÈVRE;363;67;24;454;17335;3515;1832;22682;115220;21374;6981;143575;39;20;1;60;882;4275;91;5248;146;;;146;145;;;145;1408;;;1408;80;22;;102;12219;;;12219;;;;;;;5553;1550;267;7370;6572;1612;277;8420;120;922;31582;3893;17;189;129;59691;;;;;915906;193000;3;28970;2;5230;2;3029;1;3015;1;644;1;104;9;43049;1;1060;4;5;1;1;1;0;;1;;0;;8;2;4;2;1;1;14;4;4;7350;915;1192;666;2858;168;;;;;;;;;169;30;30;11;26;8;16;2;18;3;234;3;;;;15;2;;;0;;18;127.39;27.21;22.75;11.55;23.74;7.6;13.38;0.1;17.56;3.67;185.84;61;52.21;26;54;50;811;693;191;48;68;1941;8;2;396;43;23;38;38;42;4;416;987;2928;23.67;52.03;48.17;778.69;640.95;190.21;39.67;50.67;1824.06;7.63;2;361.61;40.55;21.97;32.8;37.87;37.56;3.6;392.24;915.86;2739.92;10;;8;2;
BFC-07;27107;CENTRE FRANCHE-COMTÉ;854;298;118;1270;45902;15389;7125;68416;275150;79701;26554;381405;147;60;19;226;21011;12287;3119;36417;522;33;;555;445;33;;478;3394;580;0;3974;159;106;;265;22461;7309;0;29770;8;;8;54;0;54;13027;4721;148;17669;16481;5357;157;21752;406;2709;116187;8257;29;142;96;49077;;;;;4255145;166900;6;72110;4;14086;3;4207;2;5330;2;2317;1;3;14;106892;6;1794;9;30;6;4;3;5;2;8;2;4;0;52;13;10;7;3;6;64;28;50;30975;3247;3788;1840;12996;485;;;;;;;;;652;101;68;84;147;31;114;9;87;50;1059;38;14;;;2;;0;;0;;40;463.82;75.11;50.49;66.85;117.15;26.14;89.81;3.59;73.14;35.18;782.69;577;545.37;132;186;351;2404;1773;956;198;221;6221;38;5;1119;139;61;77;234;162;27;1260;3061;9282;113.86;181.98;310.27;2196.58;1619.98;888.29;152.82;161.5;5625.28;34.35;5.29;1017.33;117.98;54.32;71.13;212.17;146.67;24.5;1164.49;2793.91;8419.19;15;2;9;2;2
BFC-08;27108;JURA;273;35;21;329;13456;2257;1740;17453;88684;10755;6158;105597;8;12;0;20;960;3128;0;4088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;263;2173;79367;4980;26;111;57;35106;;;;;803818;87203;3;23758;2;1806;1;;;;;;;;8;49434;;;3;4;1;1;1;0;0;1;0;1;0;7;2;5;2;1;1;9;6;6;4309;745;72;3;2730;57;;;;;;;;;140;20;31;13;21;5;;;15;5;181;3;;;;;;;;;;3;109.76;15.68;26.04;10.36;18;5;;;13.4;3.5;144.66;57;52.33;40;32;54;424;462;188;20;54;1274;6;;201;16;5;35;28;32;2;195;515;1789;34.8;30.65;49.69;396.37;445.47;181.44;11.58;41.55;1191.55;6.79;;192.9;11.63;3.86;29.05;25.61;30.21;1.04;193.64;490.87;1682.42;7;;7;;
BFC-09;27109;NORD FRANCHE-COMTÉ;464;109;64;637;23766;7161;4318;35245;172065;37063;17547;226675;64;36;9;109;5067;9198;2182;16447;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;184;1374;59822;2456;15;30;19;10753;;;;;2120188;245447;3;32406;5;9433;3;;1;;1;2952;1;57;7;68206;1;1616;1;14;2;1;1;2;1;4;1;1;;23;5;;4;1;;30;11;;17373;2217;2004;568;7878;181;;;;;;;;;202;33;36;27;58;16;1;2;25;6;294;17;0;0;0;0;0;0;0;0;0;17;163.46;26.82;24.77;24.72;48.26;14.11;0.01;0.68;22.63;6.8;241.84;146;145.82;58;63;117;867;742;338;20;54;2259;11;2;394;40;20;27;76;95;13;435;1093;3352;53.58;56.92;99.17;737.25;590.99;333.04;16.68;51.25;1938.88;11;2;373.91;33.92;17.85;25.43;70.22;88.75;12.8;409.65;1027.68;2966.56;3;;3;;
BFC-11;27211;HAUTE-SAÔNE;315;52;25;392;14841;2075;1708;18624;95422;12055;6711;114188;57;18;0;75;6701;3319;139;10159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72;854;24256;321;6;;;;;;;;1266463;5633;3;25764;3;7370;1;;;;2;1705;1;;6;45768;;;1;6;1;1;;;;3;;;;10;1;;1;;;18;;;4825;736;116;12;3089;55;;;;;;;;;129;27;26;15;30;12;;;10;8;177;28;;;;10;;;;;2;40;102.07;23.35;23.5;11.7;21.35;7.7;;;10;5;138.42;92;98;35;46;68;461;420;156;18;34;1238;4;2;207;20;3;30;30;30;2;195;520;1758;29.76;41.33;60.94;429.15;394.65;146.65;14.4;25.42;1142.3;3.13;2;192.51;18.59;3;27.99;28.63;28.21;2;185.81;488.87;1631.17;4;;4;;
BFC-12;27112;SUD COTE D'OR;114;30;23;167;6360;1593;1119;9072;35666;7363;3255;46284;8;10;;18;369;2981;0;3350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;392;10269;3626;10;30;14;8511;35;458;7376;250;345301;25382;1;10212;1;4274;;;;;;;;;3;19615;;;1;5;1;1;1;;;1;;;;7;2;;1;1;;12;2;;3548;577;39;24;2317;18;;;;;;;;;59;9;9;10;13;5;;;5;2;79;4;4;;;;;;;;;4;47.7;7.95;8.75;8.53;12.52;4.64;;;4.94;2;67.16;33;27.5;23;13;32;182;141;75;9;14;489;6;1;97;3;3;11;17;13;;106;254;743;20.8;12.11;27.56;159.51;124.07;67.08;4.2;12.43;427.76;5.91;1;87.17;2.96;2.96;10.18;16.25;12.36;;99.99;235.82;663.58;2;;2;;
BRE-01;53101;BRETAGNE OCCIDENTALE;1019;380;96;1495;48958;16640;5220;70818;335227;77160;22001;434388;118;57;5;180;14848;12950;2641;30439;455;37;;492;429;21;;450;6944;740;;7684;232;103;;335;26936;7132;;34068;27;;27;1593;;1593;17235;2045;654;19775;22167;2702;654;25204;388;4374;121536;8100;28;252;190;80480;;;;;4845100;265733;8;74353;6;26980;5;12776;2;13855;2;2161;1;283;24;149323;6;11749;9;37;6;4;3;4;1;4;0;4;1;53;11;8;7;4;0;66;32;0;32035;2953;2794;2085;14550;444;;;;;;;;;606;102;66;77;130;33;83;33;70;54;976;46;42;;;;;;;0;;46;471.95;78.12;58.81;70.33;104.04;28.81;72.49;13.39;60.73;38.94;761.54;449;499.69;113;170;366;2624;1778;473;129;160;5813;34;6;1029;125;78;83;210;227;32;1277;3023;8836;103.85;158.13;336.89;2446.17;1657.69;444.67;92.83;122.85;5363.08;29.13;5.65;933.82;101.61;61.83;68.5;207.19;203.31;26.81;1200.1;2776.12;8139.2;13;5;7;;1
BRE-02;53102;UNION HOSPITALIÈRE DE CORNOUAILLE;496;97;40;633;31534;5994;3242;40770;165130;21875;11876;198881;86;28;2;116;8855;7966;901;17722;208;12;;220;192;12;;204;2207;145;;2352;143;63;;206;18738;5452;;24190;6;7;13;607;340;947;8205;1750;;9819;10084;1934;;11867;25;252;9197;3293;20;180;99;60580;;;;;1761626;843662;3;27736;3;14812;;;;;3;3169;1;1132;10;58677;1;2785;2;14;1;1;1;1;0;3;0;0;0;19;2;2;2;1;;22;18;;14783;2257;1165;177;6559;276;;;;;;;;;274;30;35;31;52;15;41;1;21;18;407;5;;;;4;;;;;;9;229.36;26.43;30.67;26.44;43.03;12.76;35.75;0.6;17.53;15.98;342.25;106;114.36;59;81;145;1155;849;237;53;91;2670;20;3;522;92;39;45;56;87;11;524;1360;4030;55.28;74.53;131.04;1045.15;699.14;182.66;42.48;74.22;2304.5;17.5;3;484.11;82.6;37.48;43.35;52.07;81.42;8.7;497.49;1270.24;3574.74;8;;3;1;4
BRE-03;53103;GROUPE HOSPITALIER SUD BRETAGNE;584;75;53;712;32505;5339;4231;42075;192788;22476;14896;230160;97;33;4;134;7395;7567;868;15830;242;8;;250;229;8;;237;2638;107;0;2745;140;78;;218;12659;4360;0;17019;5;;5;2;0;2;9116;1810;665;11491;11167;2144;697;13841;248;2495;76931;1508;14;195;108;64868;;;;;1605912;99836;3;32030;2;11471;;;;;2;5965;;;7;104087;2;;2;9;2;2;1;3;;2;;;;16;3;;2;;;23;;;15349;1975;1634;172;5454;109;;;;;;;;;303;71;44;35;53;25;40;4;27;16;443;;;;;;;;;;;;256.49;61.44;38.65;32.36;43.92;17;32.22;1.76;20.85;14.35;369.59;97;97.13;69;102;153;1400;1025;298;59;112;3218;16;2;577;62;38;38;68;93;10;522;1388;4606;63.93;91.56;141.38;1307.42;974.55;302.55;44.49;93.98;3019.86;16.9;1.96;537.77;57.43;33.15;31.29;62.71;86.05;9.85;507.32;1311.28;4331.14;12;;9;1;2
BRE-04;53104;BROCÉLIANDE ATLANTIQUE;604;137;54;795;29482;8861;3111;41454;199167;39029;13192;251388;92;29;4;125;7354;9277;271;16902;235;12;;247;226;12;;238;2321;204;;2525;215;84;;299;14900;8014;;22914;14;;14;3126;;3126;12439;2495;;14934;14727;2919;;17551;273;2435;87660;12825;26;163;66;55355;40;436;8847;290;1321327;375304;5;57638;4;18324;;;;;3;4647;;;12;104523;1;628;5;14;2;2;2;1;1;3;0;0;0;20;5;5;3;2;1;30;15;12;15580;2468;1998;1571;8985;111;;;;;;;;;338;43;55;36;44;17;43;6;37;16;484;;;;;;;;;;;;272.7;32.76;43.23;34.03;40.99;15.96;37.49;2.63;31.82;10.23;395.86;115;113.81;70;128;212;1439;1216;426;91;155;3737;21;5;630;84;47;53;60;88;8;406;1355;5092;63.49;110.38;192.87;1338.5;1128.84;402.13;67.28;115.28;3418.77;17.43;4;571.44;67.8;42.04;47.76;60.19;84.74;7.95;384.51;1245.82;4664.59;7;;5;1;1
BRE-05;53105;HAUTE BRETAGNE;1264;397;143;1804;68124;20650;8188;96962;408410;112714;37843;558967;181;69;18;268;24834;15123;2017;41974;550;53;40;643;495;49;40;584;6531;1644;259;8434;262;153;20;435;15913;7688;781;24382;12;4;16;0;0;0;17890;4947;1185;24022;22847;5840;1429;29413;426;4557;127669;14686;43;361;192;110786;6;193;2101;174;5725832;376957;9;78741;9;32267;;;;;2;2191;;;23;196898;2;2723;27;46;8;6;4;11;4;11;1;2;0;76;17;0;11;4;0;78;28;0;43503;5034;3824;2873;13772;441;;;;;;;;;688;82;64;87;202;55;121;57;97;99;1264;55;38;0;0;6;3;0;0;0;0;61;532.65;66.13;51.56;98.42;136.07;32.35;96.29;23.77;76.83;74.32;939.93;558;853.43;171;201;554;3250;2666;688;238;372;8140;52;7;1339;196;119;144;286;183;26;1787;4020;12160;154.49;186.03;517.6;3058.62;2494.17;679.03;161.89;282.13;7533.96;50.11;7.02;1245.34;163.63;99.04;133.53;273.75;171.66;24.38;1715.63;3785.05;11319.01;16;4;10;1;1
BRE-06;53106;RANCE EMÉRAUDE;389;53;36;478;33129;3972;2390;39491;155179;15653;7690;178522;68;18;2;88;11249;2084;737;14070;90;7;;97;80;7;;87;873;169;;1042;20;28;;48;4168;2051;0;6219;;;;;;;4885;1920;187;6836;4922;1970;187;6877;81;819;28138;5022;14;143;76;42681;;;;;1256268;71382;3;29509;3;7916;;;;;;;;;5;53495;1;2412;4;8;1;1;1;;;;;;;9;2;2;2;1;1;15;12;3;9304;1249;1659;36;4935;122;;;;;;;;;249;28;40;25;49;18;11;;15;15;339;;;;;;;;;;;;209.76;19.3;34.17;22.62;36.04;13.79;10.97;;15.41;12.96;285.14;61;74.94;58;52;76;870;897;161;44;95;2253;8;1;349;53;35;34;52;41;1;320;859;3112;52.81;49.67;69.43;807.42;848.53;157.31;35.95;71.88;2093;8;1.01;321.83;45.43;30.75;30.96;49.26;37.77;2.08;307.19;803.53;2896.53;4;;3;;1
BRE-07;53107;ARMOR;889;179;61;1129;45096;9716;3809;58621;286393;48460;13972;348825;61;58;6;125;8499;10851;1537;20887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;331;4521;99873;31712;118;150;149;46180;40;434;14290;317;2478574;291502;6;58470;4;20445;2;8247;1;3538;4;6975;;;20;139674;2;3815;9;19;13;4;2;2;2;8;0;0;0;33;17;;6;3;;39;18;;18616;2400;1898;999;10575;149;;;;;;;;;427;63;72;46;81;28;2;1;47;22;580;7;2;;;5;2;;;;;12;357.58;58.55;60.75;40.46;70.91;22.97;1.89;0.5;43.28;16.92;491.08;138;149.36;96;128;261;1471;1698;366;62;197;4279;33;4;811;58;38;87;121;128;14;801;2057;6336;87.46;115.28;219.3;1246.59;1509.08;304.85;36.18;149.76;3668.5;29.24;4;729.79;45.54;33.31;73.91;109.42;114.05;11.9;762.06;1879.91;5548.41;9;;9;;
BRE-08;53108;CENTRE BRETAGNE;204;38;15;257;9401;1809;1231;12441;68876;7892;4828;81596;10;12;3;25;1805;1532;688;4025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;121;1166;36837;4131;18;30;30;9692;;;;;688407;22775;2;19410;1;8543;;;;;1;5738;;;3;32756;;;1;5;1;1;1;0;0;3;1;0;0;9;3;0;1;1;0;12;4;0;4447;639;13;39;2064;60;;;;;;;;;86;20;19;5;19;10;3;2;7;10;127;2;;;;;;;;;;2;60.45;10.78;11.06;3.64;15.02;6.94;2.22;1.8;5.2;9.1;93.79;;13.4;35;30;46;305;408;43;15;44;926;7;2;197;19;8;11;23;29;3;241;532;1458;29.12;25.12;43.25;289.25;366.98;31.67;7.45;34.45;827.29;6.32;1.2;178.59;12.17;7.23;9.75;21.38;27.17;2.5;237.08;496.16;1323.45;5;;5;;
COR-01;94101;HAUTE-CORSE G2HC;210;69;24;303;12786;3598;1697;18081;64367;23080;5886;93333;16;6;0;22;1433;1770;0;3203;38;;;38;38;;;38;697;;;697;;25;;25;;2002;;2002;;;;;;;2112;1505;250;3572;2628;1505;250;3753;72;652;21039;10863;27;60;22;16416;20;185;10215;126;1102761;48039;3;31353;1;6183;;;;;2;1848;;;4;35902;1;;1;2;1;1;1;1;0;1;0;0;0;6;2;0;1;1;0;12;3;0;6328;938;1356;295;2052;4;;;;;;;;;257;74;67;24;49;16;17;2;14;9;348;0;0;0;0;0;0;0;0;0;0;0;174.17;44.19;49.32;16.72;36.05;9.88;13.9;1.25;9.84;5.72;240.93;28;37.53;37;39;47;581;534;195;35;72;1540;12;2;229;29;13;29;29;43;10;202;585;2125;33.09;36.37;44.74;565.88;508.84;168.64;30.19;54.46;1442.21;9.93;0.92;219.01;24.76;11.38;26.51;27.12;41.75;7.65;187.39;545.04;1987.25;4;;3;;1
COR-02;94102;CORSE DU SUD;105;60;31;196;7988;3405;2070;13463;50780;17023;6443;74246;14;16;2;32;2291;1967;384;4642;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56;567;18875;926;2;130;103;39143;25;181;7649;124;910632;107006;1;16035;1;4957;;;;;;;1;97;4;31135;1;4792;1;6;6;1;1;6;6;2;2;1;1;17;17;;1;1;1;18;18;18;6027;867;1076;204;1436;103;;;;;;;;;147;56;30;19;34;7;1;;10;4;196;0;0;0;0;0;0;;;0;0;0;118.8;43.68;25.32;17.96;30.17;7.06;0.1;;8.14;4;161.21;23;31.6;29;33;50;482;513;318;10;25;1460;7;1;267;7;6;26;38;34;7;300;687;2147;29.26;34.02;46.98;463.25;478.08;298.19;6.55;19.85;1376.18;6.45;0.3;257.21;6.75;5.75;24.11;35.5;33.7;6.15;289;659.17;2035.35;4;;3;;1
