BOR;AN;FI;FI_EJ;DISCI;DIREC;DIRSOIN;ADMIN;ADMTO;CADRE;INFNS;INFSP;AIDES;ASHAU;PSYCH;SAGFE;REEDU;SOITO;EDUCS;ASSIS;EDUTO;PHLAB;TECHN;ETPPNM
Q24;2023;060792090;060790540;2000;0.06;;0.21;0.27;0.2;0.8;;;;;;;1;;;;0.14;0.4;1.81
Q24;2023;060792090;060790540;2100;0.06;;0.21;0.27;0.2;0.8;;;;;;;1;;;;0.14;0.4;1.81
Q24;2023;060792090;060790540;9999;0.06;;0.21;0.27;0.2;0.8;;;;;;;1;;;;0.14;0.4;1.81
Q24;2023;060792736;060790540;2000;0.11;;0.37;0.48;0.16;4.69;;;;;;;4.85;;;;0.25;0.2;5.78
Q24;2023;060792736;060790540;2100;0.11;;0.37;0.48;0.16;4.69;;;;;;;4.85;;;;0.25;0.2;5.78
Q24;2023;060792736;060790540;9999;0.11;;0.37;0.48;0.16;4.69;;;;;;;4.85;;;;0.25;0.2;5.78
Q24;2023;060792900;060790797;2000;0.01;;0.46;0.47;;3.2;;;0.63;;;;3.83;;;;;0.28;4.58
Q24;2023;060792900;060790797;2100;0.01;;0.46;0.47;;3.2;;;0.63;;;;3.83;;;;;0.28;4.58
Q24;2023;060792900;060790797;9999;0.01;;0.46;0.47;;3.2;;;0.63;;;;3.83;;;;;0.28;4.58
Q24;2023;060792926;920033636;2000;0.3;;2.4;2.7;0.6;15;;4.5;5.6;;;;25.7;;;;0.3;;28.7
Q24;2023;060792926;920033636;2100;0.3;;2.4;2.7;0.6;15;;4.5;5.6;;;;25.7;;;;0.3;;28.7
Q24;2023;060792926;920033636;9999;0.3;;2.4;2.7;0.6;15;;4.5;5.6;;;;25.7;;;;0.3;;28.7
Q24;2023;060794013;060790797;1000;2.4;0.41;35.5;38.31;;;;;;;;;;;0.18;0.18;7.92;3.29;49.7
Q24;2023;060794013;060790797;2000;;;;;4.71;64.24;2.89;29.35;18.83;;;;120.02;;;;;;120.02
Q24;2023;060794013;060790797;2100;;;;;4.71;64.24;2.89;29.35;18.83;;;;120.02;;;;;;120.02
Q24;2023;060794013;060790797;9999;2.4;0.41;35.5;38.31;4.71;64.24;2.89;29.35;18.83;;;;120.02;;0.18;0.18;7.92;3.29;169.72
Q24;2023;060794021;060780988;2000;;;1.93;1.93;1.58;11.64;;37.74;13.85;1.27;;2.61;68.69;0.78;0.58;1.36;0.19;0.58;72.75
Q24;2023;060794021;060780988;2400;;;0.75;0.75;1.08;3.91;;13.14;3.82;0.8;;1.82;24.57;;0.3;0.3;0.06;0.17;25.85
Q24;2023;060794021;060780988;2500;;;1.18;1.18;0.5;7.73;;24.6;10.03;0.47;;0.79;44.12;0.78;0.28;1.06;0.13;0.41;46.9
Q24;2023;060794021;060780988;9999;;;1.93;1.93;1.58;11.64;;37.74;13.85;1.27;;2.61;68.69;0.78;0.58;1.36;0.19;0.58;72.75
Q24;2023;060798881;060798873;2000;1;;3.99;4.99;1.2;16.18;;17.6;17.65;;;;52.63;;0.57;0.57;0.25;0.6;59.04
Q24;2023;060798881;060798873;2400;1;;3.99;4.99;1.2;16.18;;17.6;17.65;;;;52.63;;0.57;0.57;0.25;0.6;59.04
Q24;2023;060798881;060798873;9999;1;;3.99;4.99;1.2;16.18;;17.6;17.65;;;;52.63;;0.57;0.57;0.25;0.6;59.04
Q24;2023;060800166;060780608;2000;8.87;1;60.82;70.69;11.33;126.27;1;95.7;67.26;1.09;;;302.65;0.75;1;1.75;23.53;34.18;432.8
Q24;2023;060800166;060780608;2100;7.87;0.67;53.52;62.06;10.33;107.83;1;78.34;52.92;0.79;;;251.21;0.38;0.5;0.88;21.53;30.18;365.86
Q24;2023;060800166;060780608;2400;1;0.33;7.3;8.63;1;18.44;;17.36;14.34;0.3;;;51.44;0.37;0.5;0.87;2;4;66.94
Q24;2023;060800166;060780608;9999;8.87;1;60.82;70.69;11.33;126.27;1;95.7;67.26;1.09;;;302.65;0.75;1;1.75;23.53;34.18;432.8
Q24;2023;060800174;060800174;2000;;;40.19;40.19;9.86;50.31;10.77;24.43;17.25;42.78;;20.34;175.74;22;9.51;31.51;20.7;0.57;268.71
Q24;2023;060800174;060800174;2100;;;12.67;12.67;;;;1;2.86;;;;3.86;;;;20.7;;37.23
Q24;2023;060800174;060800174;2200;;;27.52;27.52;9.86;50.31;10.77;23.43;14.39;42.78;;20.34;171.88;22;9.51;31.51;;0.57;231.48
Q24;2023;060800174;060800174;9999;;;40.19;40.19;9.86;50.31;10.77;24.43;17.25;42.78;;20.34;175.74;22;9.51;31.51;20.7;0.57;268.71
Q24;2023;060800182;060002912;2000;4.8;;19.99;24.79;0.54;18.96;;25.49;27.66;1.55;;5.58;79.78;0.34;0.5;0.84;0.94;5.15;111.5
Q24;2023;060800182;060002912;2400;4.8;;19.99;24.79;0.54;18.96;;25.49;27.66;1.55;;5.58;79.78;0.34;0.5;0.84;0.94;5.15;111.5
Q24;2023;060800182;060002912;9999;4.8;;19.99;24.79;0.54;18.96;;25.49;27.66;1.55;;5.58;79.78;0.34;0.5;0.84;0.94;5.15;111.5
Q24;2023;060801016;060790540;2000;0.07;;0.22;0.29;0.16;2.5;;;;;;;2.66;;;;0.15;0.2;3.3
Q24;2023;060801016;060790540;2100;0.07;;0.22;0.29;0.16;2.5;;;;;;;2.66;;;;0.15;0.2;3.3
Q24;2023;060801016;060790540;9999;0.07;;0.22;0.29;0.16;2.5;;;;;;;2.66;;;;0.15;0.2;3.3
Q24;2023;070000013;070002878;1000;;;50.44;50.44;;;;;;;;;;;;;;;50.44
Q24;2023;070000013;070002878;2000;2.16;0.5;33.74;36.4;8.06;104.99;9.56;99.27;23.71;1.03;4.1;6.4;257.12;3.49;1.91;5.4;30.79;59.23;388.94
Q24;2023;070000013;070002878;2100;2.16;0.5;33.74;36.4;8.06;104.99;9.56;99.27;23.71;1.03;4.1;6.4;257.12;3.49;1.91;5.4;30.79;59.23;388.94
Q24;2023;070000013;070002878;9999;2.16;0.5;84.18;86.84;8.06;104.99;9.56;99.27;23.71;1.03;4.1;6.4;257.12;3.49;1.91;5.4;30.79;59.23;439.38
Q24;2023;070000021;070007927;1000;0.24;;2.41;2.65;;;;;;;;;;;;;;;2.65
Q24;2023;070000021;070007927;2000;;;;;0.81;11.09;;14.58;2.14;0.36;;1.36;30.34;0.19;0.67;0.86;2.38;2.8;36.38
Q24;2023;070000021;070007927;2100;;;;;0.81;5.54;;7.29;1.07;0.18;;0.44;15.33;;0.67;0.67;1.19;1.4;18.59
Q24;2023;070000021;070007927;2400;;;;;;5.55;;7.29;1.07;0.18;;0.92;15.01;0.19;;0.19;1.19;1.4;17.79
Q24;2023;070000021;070007927;9999;0.24;;2.41;2.65;0.81;11.09;;14.58;2.14;0.36;;1.36;30.34;0.19;0.67;0.86;2.38;2.8;39.03
Q24;2023;070000039;070780119;1000;0.5;;3.17;3.67;;;;;;;;;;;;;;0.8;4.47
Q24;2023;070000039;070780119;2000;;;;;1;5.58;;7.44;3.65;;;1.63;19.3;;0.28;0.28;0.5;;20.08
Q24;2023;070000039;070780119;2100;;;;;0.5;2.79;;5.44;2.65;;;1;12.38;;0.28;0.28;0.25;;12.91
Q24;2023;070000039;070780119;2400;;;;;0.5;2.79;;2;1;;;0.63;6.92;;;;0.25;;7.17
Q24;2023;070000039;070780119;9999;0.5;;3.17;3.67;1;5.58;;7.44;3.65;;;1.63;19.3;;0.28;0.28;0.5;0.8;24.55
Q24;2023;070000047;070780127;1000;2.37;1;8.38;11.75;;;;;;;;;;;;;2.77;25.75;40.27
Q24;2023;070000047;070780127;2000;;;;;1.83;25.72;;65.54;21.65;0.42;;4.8;119.96;1;1.01;2.01;;;121.97
Q24;2023;070000047;070780127;2100;;;;;0.25;5.12;;8;2;0.1;;0.58;16.05;;0.36;0.36;;;16.41
Q24;2023;070000047;070780127;2400;;;;;0.5;9.5;;14.68;5.53;0.21;;3.2;33.62;;0.4;0.4;;;34.02
Q24;2023;070000047;070780127;2500;;;;;1.08;11.1;;42.86;14.12;0.11;;1.02;70.29;1;0.25;1.25;;;71.54
Q24;2023;070000047;070780127;9999;2.37;1;8.38;11.75;1.83;25.72;;65.54;21.65;0.42;;4.8;119.96;1;1.01;2.01;2.77;25.75;162.24
Q24;2023;070000062;070005558;1000;0.6;;3.52;4.12;;;;;;;;;;;;;;4.51;8.63
Q24;2023;070000062;070005558;2000;;;;;1.3;11;;16.75;0.2;0.8;;1.23;31.28;;0.5;0.5;;;31.78
Q24;2023;070000062;070005558;2100;;;;;0.5;3;;4.57;0.04;0.5;;0.2;8.81;;0.13;0.13;;;8.94
Q24;2023;070000062;070005558;2400;;;;;0.8;8;;12.18;0.16;0.3;;1.03;22.47;;0.37;0.37;;;22.84
Q24;2023;070000062;070005558;9999;0.6;;3.52;4.12;1.3;11;;16.75;0.2;0.8;;1.23;31.28;;0.5;0.5;;4.51;40.41
Q24;2023;070000070;070780150;1000;;;4.62;4.62;0;0.18;;2.75;1.75;0;;0.06;4.74;0;0.03;0.03;0;3.69;13.08
Q24;2023;070000070;070780150;2000;;;0;0;1;10.05;;12.76;0;1.08;;1.14;26.03;0.3;0.49;0.79;1.55;0;28.37
Q24;2023;070000070;070780150;2100;;;0;0;0.57;5.11;;7.27;0;0.58;;0;13.53;0.17;0;0.17;1.33;0;15.03
Q24;2023;070000070;070780150;2300;;;0;0;0;1.08;;0;0;0;;0;1.08;0;0;0;0;0;1.08
Q24;2023;070000070;070780150;2400;;;0;0;0.43;3.86;;5.49;0;0.5;;1.14;11.42;0.13;0.49;0.62;0.22;0;12.26
Q24;2023;070000070;070780150;9999;;;4.62;4.62;1;10.23;;15.51;1.75;1.08;;1.2;30.77;0.3;0.52;0.82;1.55;3.69;41.45
Q24;2023;070000096;070780184;1000;1;;5.89;6.89;;;;;;;;;;;;;;6.79;13.68
Q24;2023;070000096;070780184;2000;;;;;1;8.67;;9.54;5.6;0.18;1.96;1.78;28.73;;;;0.76;;29.49
Q24;2023;070000096;070780184;2100;;;;;1;4.26;;3.53;2.07;0.05;1.96;0.34;13.21;;;;0.38;;13.59
Q24;2023;070000096;070780184;2400;;;;;;4.41;;6.01;3.53;0.13;;1.44;15.52;;;;0.38;;15.9
Q24;2023;070000096;070780184;9999;1;;5.89;6.89;1;8.67;;9.54;5.6;0.18;1.96;1.78;28.73;;;;0.76;6.79;43.17
Q24;2023;070000112;070007927;2000;0.26;;2.92;3.18;1.1;7.33;;7.37;1;0.38;;0.13;17.31;;0.4;0.4;0.96;1.13;22.98
Q24;2023;070000112;070007927;2100;0.26;;2.92;3.18;1.1;7.33;;7.37;1;0.38;;0.13;17.31;;0.4;0.4;0.96;1.13;22.98
Q24;2023;070000112;070007927;9999;0.26;;2.92;3.18;1.1;7.33;;7.37;1;0.38;;0.13;17.31;;0.4;0.4;0.96;1.13;22.98
Q24;2023;070000146;070004742;1000;;;0.82;0.82;;0.17;;;;;;;0.17;;;;;0.05;1.04
Q24;2023;070000146;070004742;2000;;;;;0.25;1.48;;2.96;1.33;0.07;;0.06;6.15;0.28;;0.28;;;6.43
Q24;2023;070000146;070004742;2100;;;;;;0.98;;0.5;;;;;1.48;;;;;;1.48
Q24;2023;070000146;070004742;2400;;;;;0.25;0.5;;2.46;1.33;0.07;;0.06;4.67;0.28;;0.28;;;4.95
Q24;2023;070000146;070004742;9999;;;0.82;0.82;0.25;1.65;;2.96;1.33;0.07;;0.06;6.32;0.28;;0.28;;0.05;7.47
Q24;2023;070000179;070780358;1000;3.49;1;63.52;68.01;6.13;28.44;4.66;29.12;20.85;0.47;1.41;1.77;92.85;0.17;3.01;3.18;5.55;99.71;269.3
Q24;2023;070000179;070780358;2000;1.17;0;58.64;59.81;9.66;196.29;19.32;189.47;39.16;2.41;11.58;11.16;479.05;2.71;2.79;5.5;44.9;10.87;600.13
Q24;2023;070000179;070780358;2100;1.17;0;57.42;58.59;8.26;187.58;19.32;179.34;37.3;1.58;11.58;9.98;454.94;1.71;1.19;2.9;43.6;10.54;570.57
Q24;2023;070000179;070780358;2300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1;1.1;0;0;1.1
Q24;2023;070000179;070780358;2400;0;0;1.22;1.22;1.4;8.71;0;10.13;1.86;0.83;0;1.18;24.11;1;0.5;1.5;1.3;0.33;28.46
Q24;2023;070000179;070780358;9999;4.66;1;122.16;127.82;15.79;224.73;23.98;218.59;60.01;2.88;12.99;12.93;571.9;2.88;5.8;8.68;50.45;110.58;869.43
Q24;2023;070000187;070780366;1000;0.11;;4.38;4.49;;;;;;;;;;;;;;;4.49
Q24;2023;070000187;070780366;2000;;;;;1.4;11.93;;8.03;4.17;0.21;;2.74;28.48;;0.4;0.4;3.32;6.06;38.26
Q24;2023;070000187;070780366;2100;;;;;0.7;3.58;;2.41;1.25;;;;7.94;;0.12;0.12;2.32;3.03;13.41
Q24;2023;070000187;070780366;2400;;;;;0.7;8.35;;5.62;2.92;0.21;;2.74;20.54;;0.28;0.28;1;3.03;24.85
Q24;2023;070000187;070780366;9999;0.11;;4.38;4.49;1.4;11.93;;8.03;4.17;0.21;;2.74;28.48;;0.4;0.4;3.32;6.06;42.75
Q24;2023;070000195;070780374;1000;0.67;;7.02;7.69;1.24;1.28;;1.06;1.56;;0.66;0.41;6.21;;;;0.49;10.85;25.24
Q24;2023;070000195;070780374;2000;;;3.75;3.75;1;21.99;;33.77;2.35;0.82;3.36;2.17;65.46;0.98;1.55;2.53;0.93;1;73.67
Q24;2023;070000195;070780374;2100;;;2.85;2.85;1;11.83;;21.93;1.98;0.4;3.36;0.44;40.94;;0.8;0.8;0.93;;45.52
Q24;2023;070000195;070780374;2400;;;0.9;0.9;;10.16;;11.84;0.37;0.42;;1.73;24.52;0.98;0.75;1.73;0;1;28.15
Q24;2023;070000195;070780374;9999;0.67;;10.77;11.44;2.24;23.27;;34.83;3.91;0.82;4.02;2.58;71.67;0.98;1.55;2.53;1.42;11.85;98.91
Q24;2023;070000203;070780382;1000;0.37;;3.61;3.98;;;;;;;;;;;;;0.39;3.86;8.23
Q24;2023;070000203;070780382;2000;;;1;1;1;9.51;;12.25;1.48;0.2;;1.25;25.69;0.2;;0.2;;;26.89
Q24;2023;070000203;070780382;2100;;;0.5;0.5;0.5;2.99;;3.85;0.47;0.1;;;7.91;;;;;;8.41
Q24;2023;070000203;070780382;2400;;;0.5;0.5;0.5;6.52;;8.4;1.01;0.1;;1.25;17.78;0.2;;0.2;;;18.48
Q24;2023;070000203;070780382;9999;0.37;;4.61;4.98;1;9.51;;12.25;1.48;0.2;;1.25;25.69;0.2;;0.2;0.39;3.86;35.12
Q24;2023;070000484;070005566;1000;0.5;;15.71;16.21;0.24;0.62;;0.24;0.47;;;0.23;1.8;0.06;;0.06;;3.76;21.83
Q24;2023;070000484;070005566;2000;;;6.41;6.41;2.24;24.94;;31.23;9.35;1.57;;17.7;87.03;2.17;0.94;3.11;;2.17;98.72
Q24;2023;070000484;070005566;2100;;;0.98;0.98;0.02;2.47;;1.2;0.25;0.03;;0.4;4.37;0.1;0.1;0.2;;;5.55
Q24;2023;070000484;070005566;2400;;;5.43;5.43;2.22;22.47;;30.03;9.1;1.54;;17.3;82.66;2.07;0.84;2.91;;2.17;93.17
Q24;2023;070000484;070005566;9999;0.5;;22.12;22.62;2.48;25.56;;31.47;9.82;1.57;;17.93;88.83;2.23;0.94;3.17;;5.93;120.55
Q24;2023;070000609;070005566;1000;3.25;;47.95;51.2;1.25;15.91;0.71;10.73;10.22;0.3;0.3;1.26;40.68;;0.74;0.74;1.63;147.76;242.01
Q24;2023;070000609;070005566;2000;;;57.03;57.03;12.07;150.84;34.29;146.76;22.42;3.29;15.11;10.67;395.45;;2.74;2.74;57.35;18.47;531.04
Q24;2023;070000609;070005566;2100;;;54.66;54.66;10.4;142.71;34.29;143.25;22.42;3.29;15.11;8.44;379.91;;1.43;1.43;56.55;18.47;511.02
Q24;2023;070000609;070005566;2300;;;2;2;1.43;7.11;;3.51;;;;1.4;13.45;;1.17;1.17;0.8;;17.42
Q24;2023;070000609;070005566;2400;;;0.37;0.37;0.24;1.02;;;;;;0.83;2.09;;0.14;0.14;;;2.6
Q24;2023;070000609;070005566;9999;3.25;;104.98;108.23;13.32;166.75;35;157.49;32.64;3.59;15.41;11.93;436.13;;3.48;3.48;58.98;166.23;773.05
Q24;2023;070004726;380793802;1000;;;1.47;1.47;;;;;4.85;0.82;;;5.67;;;;;;7.14
Q24;2023;070004726;380793802;2000;;;;;0.84;10.17;;;;;;;11.01;;;;;;11.01
Q24;2023;070004726;380793802;2100;;;;;0.84;10.17;;;;;;;11.01;;;;;;11.01
Q24;2023;070004726;380793802;9999;;;1.47;1.47;0.84;10.17;;;4.85;0.82;;;16.68;;;;;;18.15
Q24;2023;070005046;260003264;1000;;;0.86;0.86;;0.11;;;;;;0.04;0.15;;0.01;0.01;;;1.02
Q24;2023;070005046;260003264;2000;;;2.3;2.3;1.27;14.92;;;1.16;5.93;;2.24;25.52;0.83;1.48;2.31;;0.9;31.03
Q24;2023;070005046;260003264;2200;;;2.3;2.3;1.27;14.92;;;1.16;5.93;;2.24;25.52;0.83;1.48;2.31;;0.9;31.03
Q24;2023;070005046;260003264;9999;;;3.16;3.16;1.27;15.03;;;1.16;5.93;;2.28;25.67;0.83;1.49;2.32;;0.9;32.05
Q24;2023;070006804;070005566;1000;;;;;;;;0.46;;;;;0.46;;0.04;0.04;;;0.5
Q24;2023;070006804;070005566;2000;;;1.28;1.28;0.34;15.78;;22.15;3.22;0.1;;3.6;45.19;0.34;1.13;1.47;;;47.94
Q24;2023;070006804;070005566;2400;;;1.28;1.28;0.34;15.78;;22.15;3.22;0.1;;3.6;45.19;0.34;1.13;1.47;;;47.94
Q24;2023;070006804;070005566;9999;;;1.28;1.28;0.34;15.78;;22.61;3.22;0.1;;3.6;45.65;0.34;1.17;1.51;;;48.44
Q24;2023;070780168;070000088;1000;1;;11.84;12.84;;;;;;;;;;;;;;2.43;15.27
Q24;2023;070780168;070000088;2000;;;;;2.78;24.14;4.59;12.97;6.65;;;;51.13;;;;1.65;;52.78
Q24;2023;070780168;070000088;2100;;;;;2.78;24.14;4.59;12.97;6.65;;;;51.13;;;;1.65;;52.78
Q24;2023;070780168;070000088;9999;1;;11.84;12.84;2.78;24.14;4.59;12.97;6.65;;;;51.13;;;;1.65;2.43;68.05
Q24;2023;070780226;750050759;2000;0.15;;2.46;2.61;1.74;13.33;;13.44;5.06;;;4.43;38;;;;1;3.16;44.77
Q24;2023;070780226;750050759;2400;0.15;;2.46;2.61;1.74;13.33;;13.44;5.06;;;4.43;38;;;;1;3.16;44.77
Q24;2023;070780226;750050759;9999;0.15;;2.46;2.61;1.74;13.33;;13.44;5.06;;;4.43;38;;;;1;3.16;44.77
Q24;2023;070780234;750721300;2000;2;;2.64;4.64;1;6.39;;7.45;7.41;0.5;;1.19;23.94;;0.77;0.77;;1.66;31.01
Q24;2023;070780234;750721300;2400;2;;2.64;4.64;1;6.39;;7.45;7.41;0.5;;1.19;23.94;;0.77;0.77;;1.66;31.01
Q24;2023;070780234;750721300;9999;2;;2.64;4.64;1;6.39;;7.45;7.41;0.5;;1.19;23.94;;0.77;0.77;;1.66;31.01
Q24;2023;070780242;310025010;2000;1;;3.3;4.3;1;10;;9.59;9.04;0.5;;;30.13;0.5;;0.5;;1;35.93
Q24;2023;070780242;310025010;2400;1;;3.3;4.3;1;10;;9.59;9.04;0.5;;;30.13;0.5;;0.5;;1;35.93
Q24;2023;070780242;310025010;9999;1;;3.3;4.3;1;10;;9.59;9.04;0.5;;;30.13;0.5;;0.5;;1;35.93
Q24;2023;070780317;630786754;1000;6.59;;48.9;55.49;5.18;5.94;;8.04;2.58;2.17;;;23.91;0.25;1.16;1.41;;42.28;123.09
Q24;2023;070780317;630786754;2000;0.07;;33.33;33.4;23.18;235.6;2;97.38;50.93;40.05;;6.31;455.45;11.65;11;22.65;3.21;1.5;516.21
Q24;2023;070780317;630786754;2200;0.07;;33.33;33.4;23.18;235.6;2;97.38;50.93;40.05;;6.31;455.45;11.65;11;22.65;3.21;1.5;516.21
Q24;2023;070780317;630786754;9999;6.66;;82.23;88.89;28.36;241.54;2;105.42;53.51;42.22;;6.31;479.36;11.9;12.16;24.06;3.21;43.78;639.3
Q24;2023;070780390;070000211;1000;;;1.13;1.13;;;;;;;;;;;;;;1.84;2.97
Q24;2023;070780390;070000211;2000;;;1;1;;11.21;;10.97;2.5;0.3;;2.32;27.3;;;;;;28.3
Q24;2023;070780390;070000211;2400;;;1;1;;11.21;;10.97;2.5;0.3;;2.32;27.3;;;;;;28.3
Q24;2023;070780390;070000211;9999;;;2.13;2.13;;11.21;;10.97;2.5;0.3;;2.32;27.3;;;;;1.84;31.27
Q24;2023;070780424;070000245;1000;;;40;40;;;;;;;;;;;;;;;40
Q24;2023;070780424;070000245;2000;10.96;1;0.8;12.76;6.83;75.2;0.47;49.21;21.83;1.25;0.89;0.77;156.45;;0.97;0.97;12.42;12.78;195.38
Q24;2023;070780424;070000245;2100;10.96;1;0.8;12.76;6.83;75.2;0.47;49.21;21.83;1.25;0.89;0.77;156.45;;0.97;0.97;12.42;12.78;195.38
Q24;2023;070780424;070000245;9999;10.96;1;40.8;52.76;6.83;75.2;0.47;49.21;21.83;1.25;0.89;0.77;156.45;;0.97;0.97;12.42;12.78;235.38
Q24;2023;070783824;070002878;2000;;;0.87;0.87;0.5;9.07;;13.86;3.31;;;2.02;28.76;0.83;;0.83;;;30.46
Q24;2023;070783824;070002878;2400;;;0.87;0.87;0.5;9.07;;13.86;3.31;;;2.02;28.76;0.83;;0.83;;;30.46
Q24;2023;070783824;070002878;9999;;;0.87;0.87;0.5;9.07;;13.86;3.31;;;2.02;28.76;0.83;;0.83;;;30.46
Q24;2023;070784517;070002878;1000;;;1.36;1.36;;;;;;;;;;;;;;;1.36
Q24;2023;070784517;070002878;2000;;;;;;9.12;;23.26;5.39;;;0.48;38.25;0.1;;0.1;0.16;3.43;41.94
Q24;2023;070784517;070002878;2500;;;;;;9.12;;23.26;5.39;;;0.48;38.25;0.1;;0.1;0.16;3.43;41.94
Q24;2023;070784517;070002878;9999;;;1.36;1.36;;9.12;;23.26;5.39;;;0.48;38.25;0.1;;0.1;0.16;3.43;43.3
Q24;2023;070784897;750820680;2000;1;;1.97;2.97;;7.17;;2.03;;0.75;;0.22;10.17;2.26;0.86;3.12;;4.21;20.47
Q24;2023;070784897;750820680;2400;1;;1.97;2.97;;7.17;;2.03;;0.75;;0.22;10.17;2.26;0.86;3.12;;4.21;20.47
Q24;2023;070784897;750820680;9999;1;;1.97;2.97;;7.17;;2.03;;0.75;;0.22;10.17;2.26;0.86;3.12;;4.21;20.47
Q24;2023;070786231;690796552;1000;;;0.05;0.05;;;;;;;;;;;;;;;0.05
Q24;2023;070786231;690796552;2000;;;;;0.16;2.88;;;;;;;3.04;;;;;;3.04
Q24;2023;070786231;690796552;2100;;;;;0.16;2.88;;;;;;;3.04;;;;;;3.04
Q24;2023;070786231;690796552;9999;;;0.05;0.05;0.16;2.88;;;;;;;3.04;;;;;;3.09
Q24;2023;070786249;690796552;2000;;;;;0.47;3.88;;;;;;;4.35;;;;;;4.35
Q24;2023;070786249;690796552;2100;;;;;0.47;3.88;;;;;;;4.35;;;;;;4.35
Q24;2023;070786249;690796552;9999;;;;;0.47;3.88;;;;;;;4.35;;;;;;4.35
Q24;2023;080000110;080011174;1000;;;13.61;13.61;0.15;;;2;16.73;;;;18.88;;1.85;1.85;0.3;21.42;56.06
Q24;2023;080000110;080011174;2000;;;23.39;23.39;4.56;100.48;12.61;100.04;36.47;2.68;11.99;6.67;275.5;1;;1;13.15;14.1;327.14
Q24;2023;080000110;080011174;2100;;;22.93;22.93;3.41;80.23;12.61;72.98;20.22;1.85;11.99;4.31;207.6;1;;1;13.15;13.11;257.79
Q24;2023;080000110;080011174;2400;;;;;1.15;9.49;;14.1;3;0.65;;1;29.39;;;;;;29.39
Q24;2023;080000110;080011174;2500;;;0.46;0.46;;10.76;;12.96;13.25;0.18;;1.36;38.51;;;;;0.99;39.96
Q24;2023;080000110;080011174;9999;;;37;37;4.71;100.48;12.61;102.04;53.2;2.68;11.99;6.67;294.38;1;1.85;2.85;13.45;35.52;383.2
Q24;2023;080000136;920030269;2000;2.17;;7.34;9.51;1.66;15.71;;26.21;14.59;1.39;;4.42;63.98;0.5;1.24;1.74;1.21;11.09;87.53
Q24;2023;080000136;920030269;2400;2.17;;7.34;9.51;1.66;15.71;;26.21;14.59;1.39;;4.42;63.98;0.5;1.24;1.74;1.21;11.09;87.53
Q24;2023;080000136;920030269;9999;2.17;;7.34;9.51;1.66;15.71;;26.21;14.59;1.39;;4.42;63.98;0.5;1.24;1.74;1.21;11.09;87.53
Q24;2023;080000219;080001969;1000;3.1;;37.07;40.17;1.02;2.31;0.01;2.97;8.43;0.1;0.06;0.53;15.43;;3.06;3.06;0.99;40.77;100.42
Q24;2023;080000219;080001969;2000;;;20.88;20.88;1.88;74.78;9.42;56.4;15.65;1.59;3.3;3.51;166.53;0.28;0.5;0.78;13.18;10.18;211.55
Q24;2023;080000219;080001969;2100;;;20.88;20.88;1.88;69.38;9.42;46.9;11.56;1.27;3.3;3.33;147.04;0.28;0.5;0.78;13.18;10.18;192.06
Q24;2023;080000219;080001969;2500;;;;;;5.4;;9.5;4.09;0.32;;0.18;19.49;;;;;;19.49
Q24;2023;080000219;080001969;9999;3.1;;57.95;61.05;2.9;77.09;9.43;59.37;24.08;1.69;3.36;4.04;181.96;0.28;3.56;3.84;14.17;50.95;311.97
Q24;2023;080000250;540019726;1000;2.61;;21.78;24.39;;;;;;;;;;;;;3.06;13.44;40.89
Q24;2023;080000250;540019726;2000;;0.23;;0.23;7.18;20.67;;31.73;10.52;1.01;;29.21;100.32;1.45;2.45;3.9;;;104.45
Q24;2023;080000250;540019726;2400;;0.23;;0.23;7.18;20.67;;31.73;10.52;1.01;;29.21;100.32;1.45;2.45;3.9;;;104.45
Q24;2023;080000250;540019726;9999;2.61;0.23;21.78;24.62;7.18;20.67;;31.73;10.52;1.01;;29.21;100.32;1.45;2.45;3.9;3.06;13.44;145.34
Q24;2023;080000268;540019726;1000;;;0.5;0.5;;;;;;;;;;;;;;1.75;2.25
Q24;2023;080000268;540019726;2000;;;;;1;11.65;;32.04;4.15;1;;2.18;52.02;;0.75;0.75;;;52.77
Q24;2023;080000268;540019726;2400;;;;;1;11.65;;32.04;4.15;1;;2.18;52.02;;0.75;0.75;;;52.77
Q24;2023;080000268;540019726;9999;;;0.5;0.5;1;11.65;;32.04;4.15;1;;2.18;52.02;;0.75;0.75;;1.75;55.02
Q24;2023;080000276;080001969;1000;;;;;;0.51;;0.06;;;;;0.57;;;;0.05;;0.62
Q24;2023;080000276;080001969;2000;;;4.52;4.52;0.21;20.64;;20.13;8.9;;;0.22;50.1;1;;1;0.83;4.2;60.65
Q24;2023;080000276;080001969;2100;;;2.93;2.93;;10.59;;11.13;5;;;0.22;26.94;;;;0.3;1.8;31.97
Q24;2023;080000276;080001969;2400;;;1.59;1.59;0.21;10.05;;9;3.9;;;;23.16;1;;1;0.53;2.4;28.68
Q24;2023;080000276;080001969;9999;;;4.52;4.52;0.21;21.15;;20.19;8.9;;;0.22;50.67;1;;1;0.88;4.2;61.27
Q24;2023;080000284;080011174;1000;;;4.06;4.06;;;;0.85;0.97;;;;1.82;;;;;10.49;16.37
Q24;2023;080000284;080011174;2000;;;2;2;1;16.56;;16.47;3.95;;0.28;0.15;38.41;;;;2;0.53;42.94
Q24;2023;080000284;080011174;2100;;;1.88;1.88;0.39;10.3;;7.61;1.54;;0.28;0.15;20.27;;;;2;0.21;24.36
