FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
290000934;560005746;2023;97;;;97;6124;0;0;6124;35104;0;0;35104;5;;;5;417;0;0;417;;;1;20;;;20;200;;;200;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;;;0;144;;;144;20;422;383;6;;;;;1;20590;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;24;8;6;0;0;0;0;0;0;0;24;6;0;0;0;0;0;0;0;0;0;0;0;29.14;9.2;9.99;0;1.25;0.75;0.38;0;0;0.1;30.87;7.55;0;6;1;124;130;35;2;14;312;1;0;68;5;5;0;6;10;1;76;167;479;0;6.46;0.86;122.37;122.04;35.17;1.9;13.25;302.05;0.5;0;69.53;4.81;4.81;0;6.29;9.36;1;79.93;171.42;473.47;1;1;0;0;0;0;0;0;;
290000975;290000546;2023;3;;;3;94;0;0;94;550;0;0;550;2;;;2;1549;0;0;1549;5140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;138;1366;15668;48;;;;;;;;;;;;;0;;;;;;;;1;5140;0;0;0;;0;;0;0;0;0;0;;;32;7;0;0;0;0;0;0;0;0;32;4;0;0;0;0;0;0;0;0;0;0;0;27.05;7.5;0;0;0;0;0;0;0;0;27.05;5;0;9;0;99;87;0;12;87;294;9;0;97;14;5;9;0;4;0;101;234;528;0;8.16;0;75.91;72.06;0;8.39;76.96;241.48;3.24;0;64.83;11.6;3.8;6.4;0;2.58;0;88.16;176.81;418.29;;;;;;;;;;
290001015;290000751;2023;21;;;21;334;0;0;334;5071;0;0;5071;4;;;4;287;0;0;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;299;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;0;0;0;0;1;0;1;0;7;;9;5;0;0;0;0;0;0;0;0;9;3.6;1.8;0;0;0;0;0.8;0;0.8;0;5.2;0;0;2;0;21;20;8;2;3;56;1;0;9;1;1;0;0;0;0;21;32;88;0;1.9;0;19.85;20.74;8.15;1;1.98;53.62;1;0;9.2;0.8;0.8;0;0;0;0;21.49;32.49;86.11;;;;;;;;;;
2A0000212;2A0000170;2023;8;0;0;8;131;0;0;131;796;0;0;796;2;0;0;2;35;0;0;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;184;926;2;30;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;1;0;1;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.83;2.83;0;0;0;0;0.1;0;0.5;0;3.43;0;0;4;0;26;31;21;1;4;87;1;0;23;1;1;3;0;3;1;30;62;149;0;4.33;0;22.31;27.44;17.55;0.13;3.24;75;0.7;0;22.03;0.9;0.9;2.4;0;2.75;0.46;27.22;56.46;131.46;;;;;;;;;;
2A0002614;2A0002606;2023;5;;;5;184;0;0;184;1758;0;0;1758;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;78;0;0;30;30;25;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;4;0;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.83;2;0;0;0;0;0;0;0;0;2.83;0;0;1;0;19;30;16;1;3;70;1;0;15;1;1;2;0;3;0;13;35;105;0;1.5;0;20.3;28.34;13.73;0.25;2.2;66.32;0.75;0;14.63;0.85;0.85;2.28;0;2.83;0;12.89;34.23;100.55;;;;;;;;;;
2B0000038;2B0004246;2023;20;;;20;592;0;0;592;5936;0;0;5936;8;;;8;8;0;0;8;1506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;153;0;0;10;5;20;185;;;;;;;;;0;;;;;;;;;;;;1;1506;0;0;0;0;0;0;0;;;31;13;11;0;0;0;0;0;5;3;39;;0;0;0;0;0;0;0;0;0;0;0;9.23;4;2.7;0;0;0;0;0;2.1;0.44;11.77;0;0;4;0;53;40;9;1;12;119;5;0;20;2;1;5;0;4;2;27;65;184;0;3.26;0;40.14;31.57;5.48;1;4.85;86.3;3.13;0;14.11;0.37;0.25;5;0;3.98;0.1;22.11;48.8;135.1;1;0;0;0;0;0;0;0;;
2B0005359;2B0005342;2023;12;;;12;2344;0;0;2344;4663;0;0;4663;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;12;;;1;15130;0;0;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;20;3;12;0;0;0;0;0;1;0;21;;0;0;0;0;0;0;0;0;0;0;0;14.95;2.4;10.1;0;0;0;0;0;0.3;0;15.25;0;0;2;0;28;34;13;0;2;79;0;0;11;0;0;0;0;5;0;6;22;101;0;2;0;28.36;32.3;10.55;0;1.25;74.46;0;0;9.72;0;0;0;0;5.67;0;6.64;22.03;96.49;1;0;0;0;0;0;0;0;;
300000056;300780079;2023;10;0;0;10;177;0;0;177;5157;0;0;5157;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;546;217;4;;;5;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8;0;0;0;0;0;0;3;1;14;2;0;0;0;0;0;0;0;0;0;0;0;4.48;4.05;0;0;0;0;0;0;2.6;0.12;7.2;0.93;0;3;0;29;38;22;2;11;105;3;0;21;5;5;5;0;0;0;48;82;187;0;3.39;0;28.09;37.78;19;1.47;8.75;98.48;3;0;20.31;1.82;1.82;4.41;0;0;0;43.88;73.42;171.9;;;;;;;;;;
300000064;300780087;2023;10;;;10;288;0;0;288;3893;0;0;3893;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;438;0;0;30;14;8;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;7;0;0;0;0;0;0;3;0;11;3;0;0;0;0;0;0;0;0;0;0;0;5.4;4.9;0;0;0;0;0;0;2.2;0;7.6;2.66;0;6;0;45;62;42;5;10;170;4;1;37;9;0;10;0;0;0;81;142;312;0;5.08;0;35.66;55.32;29.44;2;10.01;137.51;4;1;32.48;3.46;0;8.46;0;0;0;75.36;124.76;262.27;;;;;;;;;;
300000072;300780095;2023;21;;;21;283;0;0;283;3701;0;0;3701;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;243;1734;10;30;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;0;0;0;0;0;0;2;1;11;;12;12;0;0;0;0;0;0;0;0;12;2.42;2.42;0;0;0;0;0;0;1;0.1;3.52;0;0;3;0;20;32;16;2;9;82;0;0;15;3;1;2;0;0;0;26;46;128;0;3.4;0;16.88;31.74;17.64;1.39;7.68;78.73;0;0;10.71;2.24;1.15;1.54;0;0;0;24.14;38.63;117.36;;;;;;;;;;
300000478;300781010;2023;11;;;11;191;0;0;191;2413;0;0;2413;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;214;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;0;0;0;0;0;0;1;0;5;;0;0;0;0;0;0;0;0;0;0;0;3.1;2;0;0;0;0;0;0;0.95;0;4.05;0;0;2;0;14;30;4;0;3;53;0;0;9;3;1;2;0;1;0;20;35;88;0;1.53;0;12.32;21.95;2.57;0;1.41;39.78;0;0;7.82;1.8;0.86;1.88;0;0.86;0;17.58;29.94;69.72;;;;;;;;;;
310780366;310000153;2023;40;;;40;1021;0;0;1021;7744;0;0;7744;2;;;2;2117;0;0;2117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115;1053;7020;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;3;0;0;0;0;0;0;0;1;16;3;12;0;0;1;0;0;0;0;0;0;12;12;2.4;0;0;0;0;0;0;0;0.33;12.33;3;0;3;0;58;71;0;4;30;166;3;0;27;2;2;1;0;0;0;24;57;223;0;3;0;44.36;59.9;0;2.96;21.96;132.18;3;0;21.7;1.6;1.6;0.67;0;0;0;22.54;49.51;181.69;1;0;0;0;0;0;0;0;1;3
320000110;320004310;2023;28;;;28;408;0;0;408;7076;0;0;7076;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;327;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;1;4;;21;21;0;0;0;0;0;0;0;0;21;0.2;0.2;0;0;0;0;0;0;1.58;0.07;1.85;0;0;2;0;14;34;17;1;3;71;3;0;15;1;1;5;0;0;0;51;75;146;0;2;0;11.57;26.5;12.89;0.4;3.06;56.42;1.76;0;13.04;1;1;5.95;0;0;0;42.25;64;120.42;;;;;;;;;;
320000128;320780158;2023;15;;;15;207;0;0;207;3925;0;0;3925;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;179;0;0;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;2;3;;7;7;0;0;0;0;0;0;0;0;7;0.4;0;0;0;0;0;0;0;0;0.7;1.1;0;0;3;0;25;28;24;2;5;87;0;0;12;2;0;3;0;0;0;24;41;128;0;2.4;0;14.28;20.47;20.81;0.71;2.8;61.47;0;0;8.79;0.8;0;1.4;0;0;0;21.47;32.46;93.93;;;;;;;;;;
320000144;320780174;2023;28;;;28;418;0;0;418;7931;0;0;7931;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;284;0;0;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;1;3;;9;9;0;0;0;0;0;0;0;0;9;0.1;0;0;0;0;0;0;0;0.95;0.75;1.8;0;0;4;0;22;41;17;1;6;91;3;0;10;2;1;2;0;0;0;35;52;143;0;4.31;0;21.99;41.41;18.7;1;4.37;91.78;2.91;0;10.83;1.23;0.98;1.75;0;0;0;35.49;52.21;143.99;;;;;;;;;;
320000151;320780182;2023;5;;;5;61;0;0;61;1296;0;0;1296;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;171;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;2;;4;4;0;0;0;0;0;0;0;0;4;0.1;0;0;0;0;0;0;0;0.33;0;0.43;0;0;1;0;6;9;7;1;3;27;1;0;7;1;1;1;0;0;0;14;24;51;0;0.91;0;4.75;8.58;6.37;0.06;1.83;22.5;0.4;0;5.83;0.4;0.4;0.51;0;0;0;6;13.14;35.64;;;;;;;;;;
320000177;320780208;2023;10;;;10;177;0;0;177;3635;0;0;3635;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;275;0;0;30;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;0;0;2;2;6;;1;1;0;0;0;0;0;0;0;0;1;1.07;1.04;0;0;0;0;0;0;1.07;0.45;2.59;0;0;2;2;14;23;29;0;4;74;1;0;9;2;1;3;0;0;0;26;41;115;0;1.48;1.3;12.48;23.13;28.46;0.42;2.97;70.24;1;0;8.66;1.2;0.85;1.71;0;0;0;25.11;37.68;107.92;;;;;;;;;;
330000597;330027509;2023;34;;;34;556;0;0;556;7548;0;0;7548;3;;;3;18;0;18;36;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;450;187;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8;0;0;0;0;0;0;0;0;10;;0;0;0;0;0;0;0;0;0;0;0;7.46;7.06;0;0;0;0;0;0;0;0;7.46;0;1;1;1;30;40;4;6;4;87;0;0;7;2;1;0;0;1;1;23;34;121;0.86;0.86;0.43;28.82;43.21;3.91;4.41;2.19;84.69;0;0;6.6;1.58;0.86;0;0;0.3;0.25;23.49;32.22;116.91;;;;;;;;;;
330000613;330781261;2023;25;;;25;924;0;0;924;7520;0;0;7520;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;580;0;0;60;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;4;0;0;0;0;0;0;1;0;9;;4;0;0;0;0;0;0;1;0;0;5;8.84;4;0;0;0;0;0;0;1.67;0;10.51;0;0;8;0;55;180;84;4;8;339;1;0;46;6;3;4;0;8;0;33;98;437;0;6.47;0;51.01;165.28;84.44;2.86;4.88;314.94;0.83;0;45.8;4.67;2.15;3.91;0;6.45;0;31.91;93.57;408.51;1;0;0;0;0;0;0;0;;
330804501;330781212;2023;18;;;18;546;0;0;546;4954;0;0;4954;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;424;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;0;0;0;0;0;0;1;0;6;;0;0;0;0;0;0;0;0;0;0;0;3.1;3.1;0;0;0;0;0;0;1;0;4.1;0;0;1;0;19;40;6;1;1;68;1;0;10;1;1;2;0;1;0;8;23;91;0;1;0;20.87;38.86;6.34;0.41;0.4;67.88;1;0.5;10.64;0.6;0.6;1.7;0;0.8;0;8.4;23.64;91.52;;;;;;;;;;
340000173;340780451;2023;25;;;25;325;0;0;325;4936;0;0;4936;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0.8;0.8;0;0;0;0;0;0;0;0;0.8;0;0;3;0;15;19;7;1;3;48;1;0;13;0;0;2;0;0;0;19;35;83;0;1.08;0;10.03;13.43;5.65;0.19;0.27;30.65;0.71;0;11.13;0;0;2;0;0;0;18.72;32.56;63.21;;;;;;;;;;
340000215;340780519;2023;22;;;22;625;0;0;625;4447;0;0;4447;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;261;0;0;28;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;1;1;4;;0;0;0;0;0;0;0;0;0;0;0;1.78;1.78;0;0;0;0;0;0;0.9;0.2;2.88;0;0;3;0;16;35;40;0;5;99;1;0;13;1;1;4;0;7;0;28;54;153;0;1.88;0;15.83;29.68;35.31;0;4.57;87.27;0.65;0;7.16;1;1;2.56;0;5.18;0;17.1;33.65;120.92;1;0;0;0;0;0;0;0;;
340000231;340780535;2023;50;;;50;1169;0;0;1169;13521;0;0;13521;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;0;0;0;0;0;0;2;0;6;2;2;2;0;0;0;0;0;0;0;0;2;3.68;3.48;0;0;0;0;0;0;2;0;5.68;0.75;0;3;0;43;59;28;1;4;138;1;0;19;2;1;3;0;0;0;37;62;200;0;1.61;0;32.55;44.9;19.86;0.7;2.23;101.85;0.48;0;10.11;1.58;0.59;1.41;0;0;0;16.91;30.49;132.34;;;;;;;;;;
340000249;340780543;2023;13;;;13;237;0;0;237;2752;0;0;2752;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;254;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;0;0;0;0;1;0;1;0;5;;3;3;0;0;0;0;0;0;0;0;3;2.2;1.4;0;0;0;0;0.1;0;1.09;0;3.39;0;0;3;0;14;24;19;1;6;67;1;0;11;1;1;3;0;0;0;15;31;98;0;1.63;0;12.2;21.03;18.6;0.4;5.26;59.12;1;0;9.99;0.29;0.29;2.44;0;0;0;13.2;26.92;86.04;;;;;;;;;;
340780444;340009893;2023;10;0;0;10;68;0;0;68;2453;0;0;2453;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;214;0;0;30;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;0;0;0;0;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;2.5;0;0;0;0;0;0;0;0;0;2.5;0;0;1;0;22;38;23;1;5;90;1;0;12;4;1;2;0;0;0;18;37;127;0;1.2;0;22.58;37.86;16.18;1.04;2.21;81.07;1;0;10.33;2.79;1;1.4;0;0;0;18.24;33.76;114.83;;;;;;;;;;
350000063;220020739;2023;33;;;33;471;0;0;471;8247;0;0;8247;5;;;5;138;0;0;138;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;505;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;8;0;0;0;0;0;0;2;0;13;;0;0;0;0;0;0;0;0;0;0;0;6.91;5.06;0;0;0;0;0;0;0.57;0;7.48;0;0;6;0;30;39;22;5;10;112;7;1;20;2;2;4;0;0;0;37;71;183;0;4.07;0;21.3;32.38;11.72;2.45;6.25;78.17;2.62;0.4;10.76;1.9;1.9;2.48;0;0;0;9.95;28.11;106.28;;;;;;;;;;
350000071;920028560;2023;22;;;22;508;0;0;508;6773;0;0;6773;1;;;1;12;0;0;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44;272;3924;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;0;0;0;0;0;0;1;0;8;;0;0;0;0;0;0;0;0;0;0;0;5.93;3;0;0;0;0;0;0;1.02;0;6.95;0;0;2;0;20;18;14;1;7;62;1;0;13;2;2;1;0;0;0;2;19;81;0;1.68;0;19.44;18.12;15.04;0.9;6.66;61.84;1.69;0;11.77;1.5;1.5;1.06;0;0;0;1.98;18;79.84;;;;;;;;;;
350000204;350023248;2023;15;0;0;15;461;0;0;461;5695;0;0;5695;3;;;3;134;0;0;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;317;683;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;0;0;0;0;0;0;2;1;10;;0;0;0;0;0;0;0;0;0;0;0;2.84;2.4;0;0;0;0;0;0;0.56;0.03;3.43;0;0;1;1;21;20;5;1;7;56;4;0;13;1;1;4;0;0;0;5;27;83;0;0.79;0.13;17.07;17.42;2.56;0.6;4.31;42.88;1.84;0.22;7.9;0.87;0.87;1.7;0;0;0;1.65;14.18;57.06;;;;;;;;;;
350000212;350000089;2023;20;;;20;290;0;0;290;4721;0;0;4721;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;226;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;9;9;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;13;15;6;1;7;43;0;0;11;6;1;3;0;0;0;42;62;105;0;0.94;0;12.48;15.46;6.74;0.36;3.18;39.16;0;0;10.84;4.34;0.4;3;0;0;0;38.24;56.42;95.58;;;;;;;;;;
350000410;350002291;2023;15;0;0;15;238;0;0;238;4376;0;0;4376;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;269;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;1;1;5;;11;11;0;0;0;0;0;0;0;0;11;0.9;0.9;0;0;0;0;0;0;0.9;0.13;1.93;0;0;1;0;18;28;15;2;4;68;1;1;10;2;1;3;0;0;0;20;37;105;0;1;0;12.69;23.06;14.02;0.45;1.85;53.07;1;1;9;1.08;1;2.43;0;0;0;21.29;35.8;88.87;;;;;;;;;;
350000436;350055166;2023;16;0;0;16;236;0;0;236;4748;0;0;4748;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;220;0;0;30;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;1;0;4;;0;0;0;0;0;0;0;0;0;0;0;2.21;2.21;0;0;0;0;0;0;0.8;0;3.01;0;0;1;0;38;70;23;3;20;155;1;0;18;2;1;7;0;0;0;35;63;218;0;1.54;0;26.1;42.24;19.31;0.74;7.44;97.37;1.45;0;16.84;1.91;0.91;4.77;0;0;0;30.5;55.47;152.84;;;;;;;;;;
350000444;350048518;2023;12;;;12;189;0;0;189;2924;0;0;2924;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52;452;2752;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;2;1;7;1;11;11;0;0;0;0;0;0;0;0;11;3.09;3.09;0;0;0;0;0;0;1.15;0.1;4.34;0.17;0;2;0;23;33;11;1;14;84;3;0;27;3;2;3;0;0;0;40;76;160;0;1.99;0;21.16;31.83;8.65;1;10.07;74.7;3;0;25.06;2.49;1.02;2.67;0;0;0;35.22;68.44;143.14;;;;;;;;;;
350005021;440042844;2023;70;0;0;70;1187;0;0;1187;22227;0;0;22227;7;0;0;7;1351;0;0;1351;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;888;725;10;60;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;7;0;0;0;0;0;0;2;1;26;8;0;0;0;0;0;0;0;0;0;0;0;18.91;6.19;0;0;0;0;0;0;3.18;0.5;22.59;6.5;0;7;1;85;120;34;7;27;281;4;0;38;4;4;8;0;0;0;36;90;371;0;7.02;1;82.3;116.79;36.14;3.74;23.72;270.71;4;0;33.08;3.55;3.55;7.43;0;0;0;32.78;80.84;351.55;;;;;;;;;;
360000038;360000046;2023;56;;0;56;2058;0;0;2058;13694;0;0;13694;3;;1;4;42;0;43;85;218;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;122;716;5844;15;;;;;1;11695;0;0;;;;;0;;;;;;;;;;;;1;218;0;0;0;0;0;0;0;;;31;4;9;0;1;1;1;0;3;0;36;8;0;0;0;0;0;0;0;0;0;0;0;19.66;3.28;5.88;0;0.05;0.05;0.22;0;2.6;0;22.53;3.3;4;7;0;84;106;38;4;32;275;3;1;56;7;4;6;0;5;1;61;140;415;2.93;6.3;0;68.36;102.42;38.63;3.36;28.24;250.24;2.65;1;50.77;6.26;3.35;4.05;0;4.16;1;55.66;125.55;375.79;1;0;0;0;0;0;0;0;;
